MAT.1.1	Dja nau nkoch yao u che Brah Yêsu Krist
ACT.3.3	Tât ma păng say Pêtrôs ndrel Yôhan hăn lăp ta jŏng gung nhih jan brah nây, păng dăn ndơ ro. 
ACT.3.4	Pêtrôs ndrel Yôhan nây, khân păng uănh jât păng ri, jêh ri Pêtrôs lah: “Uănh jât hên dja!” 
ACT.3.5	Jêh ri păng uănh ƀlik jât khân păng ri ro, păng nđôn lah khân păng ăn prăk ma păng. 
ACT.3.6	Yơn ma Pêtrôs lah ma păng kơt nđa: “Prăk mayh gâp mâu geh ôh, yơn ma ndơ i gâp geh ăn ma may nây: Yor ma nau dơi
ACT.3.7	Jêh ri păng nhŭp ti bơh ma bunuyh rven nây, têk ăn păng dâk. Dô ma mpang jŏng, ndrel ma rpăk jŏng păng ri nâp rkâk ro, 
ACT.3.8	jêh ri păng dâk ntlô̆ đưp n'ho ma ntơm brô̆ ro. Păng lăp ta jŏng gung nhih jan brah ri, ndrel ma bar hê kôranh oh mon nây. Păng hăn brô̆, hăn ntlô̆ ntlang ro, mbung păng n'ho ma rnê Kôranh Brah đŏng. 
ACT.3.9	Lĕ phung ƀon lan say păng brô̆, ndrel ma tăng păng rnê ma Kôranh Brah đŏng. 
ACT.3.10	Bu ndrŏt hih rhŏl, mâu vât ôh moh nau geh ma păng i nây, yorlah bu năl păng ngăn ro, bunuyh i vay gŭ dăn ndơ bu ta bôk mpông ueh nây nơh.
ACT.3.11	Dôl bunuyh i nây hôm gŭ dăch Pêtrôs, ndrel ma Yôhan, lĕ bunuyh ta nây ndrŏt nhhih ngăn, jêh ri nchuăt ran ta khân păng ri dadê ta ndring ri, i bu rnha lah ‘Ndring Salômôn’ ri. 
ACT.3.12	Tât ma Pêtrôs say kơt nây, păng lah ma phung ƀon lan nây: “Hơi oh nô băl mpôl Israel! Moh nau khân ay may ndrŏt ma nau dja? Moh nau khân ay may uănh phŏng jât hên? Khân ay may nđôn lah hên jan bah bunuyh dja tă bơh nau dơi hên nơm bơh, mâu lah tă bơh hên blao iăt nau Kôranh Brah? Mâu ôh. 
ACT.3.13	Kôranh Brah i Abrahăm, Isăk, ndrel ma Yakôp vay yơk mbah, jêng Brah i u che bân kăl e nơh, Păng n'hao Kôranh Yêsu ma jan bah bunuyh rven i nây yor ma nau dơi Kôranh Yêsu i bunuyh jan kar ma Păng nâng. Tih ma phung kôranh khân ay may nhŭp njŭn Păng ta kôranh kuŏng Pilat nơh, gay ma nkhât Păng. Pilat ŭch ma ƀơk Ôbăl, yơn ma phung kôranh khân ay may rlăch bơh năp Pilat lah mƀăr lơi Păng.
ACT.3.14	Khân păng rlăch mâu gĭt năl Păng i kloh ueh i sŏng. Tih ma geh du huê bunuyh dôih i vay nkhât bu nây, khân păng dăn mƀơk chrao.
ACT.3.15	Kôranh Brah kơp khân ay may jêng bunuyh nkhât lơi Kôranh Yêsu, i tơm nau rêh
ACT.3.16	Yor ma hên nsing ma Kôranh Yêsu, Păng jan ăn bunuyh i khân ay may say dja dâng geh ma geh suan dăng. Bunuyh i nây khân ay may lĕ gĭt năl jêh, yor nau nsing ma Kôranh Yêsu, dâng bah păng i lĕ khân ay may say dja.
ACT.3.17	Hơi oh nô, gâp lĕ gĭt khân ay may, ndrel ma phung kôranh khân ay may nkhât Kôranh Yêsu nơh mâu ôh gĭt săk. 
ACT.3.18	Lĕ nau i khân ay may jan nây jêng Kôranh Brah nơm ăn hoch ngăn, jêng di đah nau Păng lĕ jêh nkoch ăn ma lĕ bunuyh ntơyh nau ngơi Păng kăl e nơh, khân păng nchih: Brah Krist i Păng lĕ ton njŭn nơh, iăt ma dơn nau jêr jŏt, ndrel ma nau khât ro.
ACT.3.19	Lah ndri ăn khân ay may rgâl hŏm nuih n'hâm djơh, plơ̆ sât ma Kôranh Brah hŏm, gay ma Păng yô̆ nđach mâu hôm kơp nau tih khân ay may.
ACT.3.20	Lah khân ay may rgâl lơi nuih n'hâm djơh, Kôranh Brah ăn nau dăng mhe ta nuih n'hâm khân ay may. Kôranh Brah njuăl Brah Krist ta neh ntu dja, Kôranh Brah lĕ kơih jêh Păng, Păng i nây Kôranh Yêsu. 
ACT.3.21	Aƀaơ dja iăt ma Kôranh Yêsu hôm gŭ ta ntŭk Kôranh Brah ta kalơ trôk, n'ho ma tât Kôranh Brah nkra tay dâng lĕ ndơ Păng lĕ jêh njêng nơh, kơt nau Păng lĕ đă ma bunuyh ntơyh nau ngơi Păng kăl e nơh mbơh ma phung u che khân ay may.
ACT.3.22	Môsê kăl e nơh, lĕ nchih ma Brah Krist kơt nđa: ‘Kôranh Brah i Brah khân ay may yơk mbah, jât năp tay Păng ăn geh du huê jât Bunuyh ntơyh nau ngơi Kôranh Brah tâm ban ma gâp, Păng oh nô khân ay may. Ăn khân ay may iăt lĕ nau Păng mbơh. 
ACT.3.23	Bu moh i mâu iăt nau Păng i nây, Păng n'groh lơi bunuyh i nây bơh phung Israel i ƀon lan Păng nơm’
ACT.3.24	Dâng lĕ bunuyh ntơyh nau ngơi Kôranh Brah kăl e nơh, ntơm bơh Samuel, khân păng nkoch lor lĕ ndơ i lĕ geh ta rnôk aƀaơ dja. 
ACT.3.25	Dâng lĕ nau i bunuyh ntơyh nau ngơi Kôranh Brah kăl e nơh ton, ndơ i nây ton ma khân ay may đŏng. Jêh ri nau tâm rnglăp Kôranh Brah ndrel u che khân ay may nơh, Păng hôm tâm rnglăp ndrel khân ay may đŏng nôk Păng mbơh ma Abrahăm nơh: ‘Dâng lĕ rnăk vâl ta neh ntu dja, Gâp ăn geh jêng tă bơh rnoi deh may’
ACT.3.26	Kơt ndri Kôranh Brah njuăl Kôranh Yêsu ta neh ntu dja, gay ma ăn nau geh jêng ma khân ay may, ŭch kơl khân ay may bah jan ndơ djơh, ăn khân ay may blao jan ndơ i Păng ŭch chrao. Păng njuăl Kôranh Yêsu i Kon Păng nơm ăn ma khân ay may i phung Israel lor.” Ndri nau Pêtrôs mbơh ma khân păng ta nây.
ACT.4.1	Dôl Pêtrôs ndrel Yôhan hôm e ngơi ma phung ƀon lan, jêh ri geh mpôl kôranh jan brah, mpôl Sađôsi
ACT.4.2	Khân păng ji nuih hô ngăn ma bar hê kôranh oh mon nây, say khân păng ntŭm nti phung ƀon lan ma Brah Yêsu mbơh ma bu lah: Bunuyh khât hôm dâk rêh đŏng yor ma lĕ geh Brah Yêsu khât dâk rêh.
ACT.4.3	Jêh ri khân păng nhŭp bar hê kôranh oh mon nây krŭng ta trôm ndrung du năng raang, yorlah nôk nây bri lĕ ŭch ngo mâu hôm ôh blao phat dôih. 
ACT.4.4	Yơn ma ŏk ngăn bu sât nsing ma Brah Yêsu, bunuyh i tăng nau kôranh oh mon ngơi nây. Bunuyh i nsing ma Brah Yêsu aƀaơ dja, dâng lĕ bu klô klăp lah geh 5000 nuyh, jêh ri geh bu ur kon se đŏng.
ACT.4.5	Tât ôi tay ri, geh mpôl kôranh jan brah, phung nơm nti nau vay phung Israel, ndrel ma mpôl kôranh aƀă êng jât, khân păng văch rƀŭn du ntŭk ta ƀon Yêrusalem.
ACT.4.6	Ta nây geh kôranh jan brah rnha Anas, rnha Kaiphas, rnha Yôhan, rnha Alêksăntrus
ACT.4.7	Khân păng đă bu leo bar hê kôranh oh mon nây gŭ ta nklang n'gul ri, jêh ri ôp khân păng: “Bơh tă nau dơi khân may jan kar i nây mêh? Bu moh ăn khân may jan kar i nây?”
ACT.4.8	Brah Huêng Ueh i kloh ueh gŭ ta Pêtrôs, ăn păng ngơi kơt nđa: “Dăn kôh mbah ma kôranh bri Yuđa, ndrel ma dâng lĕ mpôl kôranh êng jât.
ACT.4.9	Nar dja khân may ôp hên ma ndơ ueh hên jan ma du huê bunuyh rven dja bơh tă nau dơi. 
ACT.4.10	Dăn ma khân may, ndrel ma dâng lĕ ƀon lan phung Israel ăn gĭt ma nau dja: Bu klô i dâk bơh năp khân may dja păng geh ueh săk jăn, nau dơi i nây tă bơh Kôranh Yêsu Krist ƀon Nasaret, i khân may lĕ nkhât ta si tâm rkăng nơh, yơn ma Kôranh Brah rklaih ăn Păng dâk rêh đŏng.
ACT.4.11	Ta Nau Kôranh Brah Ngơi lĕ geh nchih kơt nđa:
ACT.4.11	‘Lŭ blon nguai ơ̆ i khân may i bunuyh blao jan jay lĕ mƀăr lơi,
ACT.4.11	Yơn ma lŭ blon i nây jêng lŭ blon dŭt nâp khlay rlau bu chrao ma jan jay’
ACT.4.12	Mâu hôm ôh geh bunuyh êng jât ma dơi rklaih bunuyh ta neh ntu dja, mâu hôm ôh geh bunuyh êng jât Kôranh Brah ăn ma bunuyh gay ma rklaih bân.”
ACT.4.13	Say Pêtrôs ndrel Yôhan geh nuih n'hâm bănh ngơi kơt nây, khân păng mâu vât ôh ndrŏt hih rhŏl ta nuih n'hâm ngăn, yorlah bu gĭt bar hê khân păng nây jêng bunuyh ƀon lan dơm, mâu ôh prot lăp nti. Yơn ma bu gĭt khân păng nơh vay gŭ ndrel Brah Yêsu. 
ACT.4.14	Bu joi nau ma ơh mâu hôm geh ôh, yorlah say bunuyh rven i lĕ bah ri nơh dâk ndrel ta ri đŏng.
ACT.4.15	Jêh ri bu đă khân păng pe nuyh nây lôh bơh ntŭk phat dôih nây du ndŏm, gay ma tâm nchră nau. 
ACT.4.16	Phung kôranh i nây lah kơt nđa: “Mơm bân jan ma bar hê bunuyh nây? Dâng lĕ ƀon lan ta ƀon Yêrusalem dja lĕ bu gĭt n'hêl ngăn nau khlay khân păng jan nây lĕ nau ngăn, bân mâu hôm ôh dơi rlăch đŏng. 
ACT.4.17	Gay ma lơi ăn nau dja tăng tât ma bunuyh a êng đŏng, lah ndri ăn bân buay mbram lơi hôm ăn khân păng mbơh ma Yêsu nây jât.” 
ACT.4.18	Jêh ri kuăl bar hê khân păng nây lăp, buay mâu ăn khân păng mbơh nkoch, ntŭm nti bu ma Brah Yêsu, buay dŭt hô ro. 
ACT.4.19	Jêh ri Pêtrôs ndrel Yôhan ơh ma khân păng: “Lŏng khân may mân heh, moh nau i di ta năp măt Kôranh Brah: Ăn hên iăt tâng nau khân may, mâu lah iăt tâng nau Kôranh Brah?
ACT.4.20	Hên mâu blao ôh gŭ iăt săk hŏ nau i hên say hên tăng nây.”
ACT.4.21	Bu joi nau ma tê̆ dôih mâu say ôh, yorlah lĕ ƀon lan i gŭ ta ri rnê Kôranh Brah dadê yor ma say nau i nây. Bu klach phung ƀon lan jan nau uh ah, kơt ndri bu de buay mbram khân păng du tơ̆ jât dơm, jêh ri ƀơk ăn sât. 
ACT.4.22	Bunuyh i bah yor ma nau dơi lĕ nau nây, păng lĕ rlau 40 năm.
ACT.4.23	Jêh bu ƀơk khân păng nây, Pêtrôs ndrel Yôhan, hăn mâp ta mpôl khân păng nơm, mbơh nkoch i nau mpôl kôranh jan brah, ndrel ma phung kôranh êng jât i buay khân păng ri nơh. 
ACT.4.24	Jêh mpôl khân păng tăng kơt nây, khân păng mbơh sơm kuăl Kôranh Brah drơu du ntôr nau: “Hơi Kôranh Brah, May nơm njêng trôk, njêng neh ntu, njêng dak văch dak văr, ndrel ma dâng lĕ ndơ i gŭ ta nây đŏng. 
ACT.4.25	Lĕ May ngơi ma Brah Huêng Ueh i kloh ueh ta kađăch Đavid hên kăl e nơh jêng bunuyh jan kar ma May, May lah ăn păng nchih kơt nđa:
ACT.4.25	‘Mơm dâng phung i mâu di phung Israel, bu ji nuih dŭt hô?
ACT.4.25	Mơm dâng phung i nây ŭch tâm lơh ma ndơ Kôranh Brah lĕ ŭch? Khân păng mâu ôh blao jan ma ndơ i nây.
ACT.4.26	Mpôl kađăch ta neh ntu dja,
ACT.4.26	Ndrel ma mpôl kôranh,
ACT.4.26	Bu tâm di nau tâm rdâng đah Kôranh Brah, ndrel ma đah Brah Krist i lĕ Kôranh Brah nơm kơih ma jêng kôranh’
ACT.4.27	N'hêl nanê̆ ngăn ta ƀon dja, kađăch Hêrôt, ndrel ma kôranh kuŏng Pŭntês-Pilat, nđâp ma mpôl mâu di phung Israel, ndrel ma mpôl ƀon lan phung Israel, nôk nây nơh khân păng tâm di nau, gay ma nkhât Kôranh Yêsu, i bunuyh kloh ueh jan kar ma May, i May lĕ kơih ăn jêng Brah Krist.
ACT.4.28	May geh nau dơi ma khân păng dâng lĕ, ndri khân păng i nây leo băl jan kơt lĕ ndơ i May lĕ ŭch khân păng jan bơh kăl e nơh dơm. 
ACT.4.29	Aƀaơ dja, hơi Kôranh Brah, dăn May uănh lĕ nau bu mbram nây, jêh ri dăn May ăn ma hên i bunuyh jan kar ma May, ăn hên nuih n'hâm bănh mbơh nkoch nau May ngơi.
ACT.4.30	Dăn May nhhơ nau dơi May ăn hên jan bah nau ji bu, ndrel ma ăn hên jan ndơ lĕ nau êng êng. Dăn May jan ndơ i nây yor ma Kôranh Yêsu i bunuyh kloh ueh jan kar ma May ƀaƀơ.” 
ACT.4.31	Lôch jêh nau khân păng mbơh sơm ri, ta jay khân păng gŭ rƀŭn nây geh n'gơ, n'ho ma Brah Huêng Ueh i kloh ueh gŭ ta khân păng dadê ngăn. Jêh ri khân păng geh nuih n'hâm bănh ngăn, gay ma mbơh nkoch nau Kôranh Brah.
ACT.4.32	Jêh ri dâng lĕ phung nsing, khân păng geh nuih n'hâm nau mân du ntôr nau dơm, mâu geh ôh du huê bunuyh uănh drăp ndơ păng geh, prăp dŏng ma săk păng nơm dơm. Khân păng sŏ lĕ drăp ndơ geh nây dŏng ndrel dadê.
ACT.4.33	Mpôl kôranh oh mon geh nau brah ngăn, khân păng leo băl mbơh nkoch Brah Yêsu dâk rêh. Kôranh Brah ăn nau ueh lăng ŏk ngăn ma khân păng.
ACT.4.34	Lĕ mpôl i nây mâu geh ôh du huê gŭ ăt ji ngot, yorlah bu moh i geh neh, geh jay, khân păng tăch lơi, jêh ri leo prăk i nây 
ACT.4.35	ăn ta mpôl kôranh oh mon ri. Phung nsing sŏ prăk i nây tâm pă moh ndơ khân păng mâu geh mâu tŏng. 
ACT.4.36	Geh du huê bu klô rnha Yôsep, mpôl Lêvi, tă bơh gôl dak Kipros, mpôl kôranh oh mon rnha păng Ƀarnaƀas, rnha i nây geh nau khlay lah ‘Bunuyh kơl bonh leng bu’.
ACT.4.37	Păng i nây geh neh đŏng, jêh ri păng tăch neh păng nơm, sŏ prăk ăn ta mpôl kôranh oh mon ri.
ACT.5.1	Jêh ri geh du huê bu klô rnha Ananês, i ur păng rnha Saphira, bar hê khân păng nây tăch neh khân păng nơm đŏng.
ACT.5.2	Jêh tâm nchră ndrel ur păng nơm, khân păng sŏ prăk rnoh khlay neh nây prăp ăn ma khân păng nơm ƀă, prăk i hôm ri Ananês hăn ăn ta mpôl kôranh oh mon. 
ACT.5.3	Păng tât ta nây, Pêtrôs lah păng: “Hơi Ananês! Mơm dâng Satăng i kôranh mpôl brah djơh nsŭk nuih n'hâm may hô ngăn, dâng may mƀrôh Brah Huêng Ueh i kloh ueh? May lah may ăn prăk tăch neh i nây dâng lĕ, tih ma may lĕ sŏ prăk i nây prăp ma may nơm ƀă. 
ACT.5.4	Bơh ntơm neh i nây jêng neh may nơm ngăn ƀah? Tât ma lĕ jêh tăch, prăk i geh nây hôm dah may nơm ma ŭch dŏng đŏng. Tih ma mơm dâng may geh nau mân ŭch mƀrôh kơt nây chrao? Dja mâu geh ôh mƀrôh ma bunuyh dơm, jêng mƀrôh ma Kôranh Brah đŏng.”
ACT.5.5	Tât Ananês tăng nau nây, păng chôt khât ndal ro. Lĕ bunuyh i tăng nau dja, bu klach hô ngăn. 
ACT.5.6	Jêh ri mpôl bu klô ndăm put njor bunuyh khât nây, tung leo tŏp a môch ri. 
ACT.5.7	Klăp lah geh pe mong bơh kơi nây, i ur Ananês hăn tât ta nây đŏng, păng mâu gĭt ôh nônao i lĕ geh nây. 
ACT.5.8	Jêh ri Pêtrôs ôp păng: “Lŏng ay mbơh ma gâp, sai ay ndrel ay, tăch neh nơh geh du dja ngăn ƀah?” Păng ơh: “Ơ! Geh du dja ngăn.” 
ACT.5.9	Pêtrôs lah ma păng: “Mơm dâng khân ay tâm di du ntôr nau, rlong Brah Huêng Ueh Kôranh Brah kơt nây? Uănh nây! Bunuyh i tŏp sai ay lĕ sât tât ta bôk mpông nây, jât nây bu tung ay leo tŏp a ri đŏng
ACT.5.10	Jêh ri păng chôt khât kêng jŏng Pêtrôs ri ro. Tât mpôl bu klô ndăm bơh ri lăp say bu ur nây khât ta ri, khân păng leo băl tung tŏp kêng môch i sai ri đŏng. 
ACT.5.11	Dâng lĕ bunuyh i nsing ma Brah Yêsu, ndrel ma lĕ bunuyh i tăng lư nau i nây, klach dŭt hô ngăn.
ACT.5.12	Ta nôk nây mpôl kôranh oh mon jan nau mbên lĕ nau ngăn ŏk ăn ma phung ƀon lan. Dâng lĕ phung nsing, khân păng tâm di du ntôr nau gŭ rƀŭn ta ndring Salômôn ri.
ACT.5.13	Phung i mâu nsing mâu ôh bănh dah ma hăn lăp ndrel ta khân păng ri, yơn ma phung i nây rnê ma khân păng dadê ngăn. 
ACT.5.14	Lŏng bunuyh sât nsing ma Brah Yêsu lơ ma ŏk lơ ma ŏk, nđâp ma bu ur nđâp ma bu klô ngăn. 
ACT.5.15	Jêh say jêh tăng lĕ nau mpôl kôranh oh mon jan nơh, kơt ndri dâng bu tung bunuyh geh nau ji êng êng ăn bêch ta gre, ta mbêl rŏ meng trong ri. Lah Pêtrôs hăn glăt rŏ nây, sơm ma geh gui păng eng ma n'hâm ta mpôl bunuyh ji ri, gay ma bah nau ji khân păng ri.
ACT.5.16	Geh ŏk đŏng bunuyh hăn ta nây, khân păng hăn tă bơh ƀon jê̆ jê̆ i dăch ma ƀon Yêrusalem nây, khân păng tung bunuyh geh nau ji kuet, leo bunuyh geh nau jêr jŏt yor ma brah djơh, lĕ mpôl i nây bah dadê.
ACT.5.17	Nôk nây kôranh jan brah dŭt kuŏng, ndrel ma dâng lĕ mpôl i gŭ ndrel păng nây jêng mpôl Sađôsi, khân păng tâm mâu nach hô ngăn, yor ma geh phung ƀon lan ŏk tâng mpôl kôranh oh mon,
ACT.5.18	jêh ri nhŭp mpôl i nây krŭng ta trôm ndrung. 
ACT.5.19	Nôk măng ri, geh du huê tông păr tă bơh Kôranh Brah, hăn pơk mpông ndrung nây, ăn mpôl kôranh oh mon lôh n'ho ma lah ma khân păng:
ACT.5.20	“Hăn khân may brô̆ ta jŏng gung nhih jan brah ma Kôranh Brah ri, jêh ri nkoch ma phung ƀon lan, dâng lĕ nau mơm dâng Kôranh Brah ăn nau rêh n'ho ro ma khân păng.” 
ACT.5.21	Jêh tăng nau tông păr lah kơt nây, khân păng leo băl hăn ta jŏng gung nhih jan brah ơm ôi, nti phung ƀon lan ta nây.
ACT.5.21	Jêh ri kôranh jan brah dŭt kuŏng, ndrel ma dâng lĕ mpôl i gŭ ndrel păng nây, kuăl rgum mpôl kôranh jan kar ta bri Yuđa dâng lĕ văch gum dadê, jêh ri đă bu leo mpôl kôranh oh mon bơh trôm ndrung ri hăn ta nây. 
ACT.5.22	Bu hăn tât ta trôm ndrung ri, uănh kôranh oh mon ta ri mâu hôm say ôh, jêh ri plơ̆ bơh ri mbơh ma dâng lĕ mpôl kôranh jan kar bri Yuđa ri lah: 
ACT.5.23	“Tât ta ndrung ri, hên say mpông hôm e ntâl kơt ơm, mpôl tahen hôm gŭ uănh bơh dih ri đŏng, tih ma tât pơk mpông uănh mâu hôm ôh say du huê bunuyh ta trôm ndrung ri.” 
ACT.5.24	Tât ma tăng nau nây, kôranh tahen nhih jan brah, ndrel ma mpôl kôranh jan brah, khân păng mâu hôm blao mân ôh ma mpôl kôranh oh mon, ndrel ma nau i nây. 
ACT.5.25	Jêh ri geh du huê bunuyh tât ta ri, păng mbơh: “Bunuyh i khân may krŭng nơh gŭ ta ri, khân păng gŭ nti bu ta jŏng gung nhih jan brah ri.” 
ACT.5.26	Jêh ri kôranh tahen i nây, leo tahen
ACT.5.27	Tât ta ntŭk rgum mpôl kôranh jan kar ta bri Yuđa ri, khân păng ăn mpôl kôranh oh mon nây dâk bơh năp mpôl kôranh i nây. Jêh ri kôranh jan brah dŭt kuŏng ôp mpôl kôranh oh mon nây: 
ACT.5.28	“Mơm khân may jan kơt nđa? Hên lĕ buay khân may dŭt hô mâu ăn nti nau nây ma bu, yơn ma aƀaơ ri khân may lơ ma nti nau Yêsu ƀon Nasaret lam ƀon Yêrusalem dja ngăn! Ndrel ma ŭch tê̆ dôih hên đŏng yor ma nau khât bunuyh i nây nơh.”
ACT.5.29	Pêtrôs, ndrel ma kôranh oh mon dâng lĕ ơh drơu: “Iăt ma hên iăt nau Kôranh Brah, đah ma iăt nau bunuyh.
ACT.5.30	Kôranh Brah i u che bân yơk mbah nơh, lĕ Păng rklaih Kôranh Yêsu ăn dâk rêh, i khân mre nkhât Păng ta si tâm rkăng nơh.
ACT.5.31	Kôranh Brah n'hao Kôranh Yêsu ăn Păng gŭ bơh ma Kôranh Brah nơm, ăn Păng jêng kôranh, ndrel ma nơm rklaih, gay ma ăn phung ƀon lan Israel rgâl nuih n'hâm djơh, jêh ri Kôranh Brah yô̆ nđach mâu hôm kơp nau tih khân păng.
ACT.5.32	Hên dja jêng bunuyh tơm mbơh ma nau i hên lĕ say nây nơh, ndrel ma Brah Huêng Ueh i kloh ueh i Kôranh Brah de ăn ma dâng lĕ bunuyh i gŭ iăt ma Păng, Păng jêng tơm mbơh nau dja đŏng.”
ACT.5.33	Tât ma mpôl kôranh jan kar ta bri Yuđa tăng nau i nây, khân păng ji nuih dŭt hô, ŭch ma nhŭp nkhât mpôl kôranh oh mon ro.
ACT.5.34	Yơn ma geh du huê bunuyh phung Pharisi, păng rnha Gamaliel, păng jêng nơm nti nau vay phung Israel, dâng lĕ ƀon lan yơk ma păng dadê. Jêh ri păng dâk bơh năp mpôl kôranh nây, đă bu nglôh mpôl kôranh oh mon a dih ri ƀŏt, 
ACT.5.35	jêh ri păng lah: “Hơi oh nô phung Israel, ăn khân may njrăng ma nau khân may ŭch lơh ma mpôl i nây. 
ACT.5.36	A lor nơh geh du huê rnha Thơđas, păng kơp êng săk păng nơm jêng kôranh, geh bunuyh 400 nuyh tâng păng. Yơn ma bu de nkhât păng, jêh ri lĕ bunuyh i tâng păng nây du chah chrai lĕ phiao. 
ACT.5.37	Jêh ma nây, nôk bu jan nchih săk ƀon lan, geh du huê rnha Yuđas, tă bơh bri Galilê, păng leo bunuyh tâm lơh, geh bunuyh tâng păng đŏng. Jêh ri Yuđas bu de nkhât đŏng, jêh ri lĕ bunuyh i tâng păng nây du chah chrai lĕ phiao. 
ACT.5.38	Lah ndri gâp dăn mbơh ma khân may: Lơi hôm joi nau ma mpôl i nây, ƀơk ăn khân păng sât a ri. Lah nau khân păng ŭch jan lôh tă bơh bunuyh, lah ndri nau i nây mra roh hêng ro, 
