MAT.1.1	Yesu Krɩstʋ weyi ɛ-cɔzɔ lɛ Daaviidi nɛ ɛ́lɛ́ cɔzɔ lɛ Abraham yɔ, ɛ-cɔzɔnaa hɩla yɔ:
ACT.18.24	Nakʋyʋ wiye Yuda tʋ nɔɔyʋ woba Efɛɛzɩ. Paalʋlɩ-ɩ Alɛksandrii tɛtʋ taa, payaɣ-ɩ se Apoloosi. Ɛsɩm Ɛsɔtɔm Takayaɣ taa tɔm siŋŋ nɛ ɛsɩ yɔɔdʋʋ camɩyɛ. 
ACT.18.25	Ɛɛkpɛlɩkɩ Kɩpaɣlʋ wayɩ tɩŋʋʋ tɔm camɩyɛ nɛ ɛwɛnɩ kpekpeka nɛ esusuu Yesu tɔm nɛ ɛwɩlɩɣ-tʋ tɩ-nasɩ taa. Ɛlɛ́, Yohanɛɛsɩ lɩm sɔʋ sɔnzɩ ɖeke tɔm ɛɛsɩma. 
ACT.18.26	Ewobi peeɖe ḿbʋ́ lɛ, ɛsʋʋ Yuda ñɩma Ɛsɔ ɖɩsɛyɛ taa nɛ ɛpazɩ Ɛsɔtɔm susuu kaalɛyɩtʋ. Prisiili nɛ ɛ-walʋ Akilaasɩ panɩ ɛyɔɔdaɣ ḿbʋ́ lɛ, payaa-ɩ nɛ pɛkɛzɩ-ɩ hɔɔlʋʋ nɛ pɛtɛzɩ-ɩ kɛdʋʋ ɛzɩma mbʋ́ pʋwɛɛ se ɛyʋ ɛtɩŋ Ɛsɔ yɔ. 
ACT.18.27	Pʋwayɩ lɛ, ɛɖʋ se ewoki Akayɩ egeetiye taa. Ɛlɛ́, taabalaa yele nɛ pɩlabɩ-ɩ hʋnʋm nɛ pama egeetiye ńɖɩ́ ɖɩ-taa taabalaa takayaɣ se ɛtalaa lɛ, pamʋ-ɩ ɖeu. Ɛtalaa lɛ, ɛwɛɛ wazaɣ siŋŋ mbá pɩtɩŋnɩ Ɛsɔ lootiye yɔɔ nɛ pɛwɛnɩ lidaʋ Yesu yɔɔ yɔ. 
ACT.18.28	Mbʋ́ pʋyɔɔ yɔ, ekizini Yuda ñɩma tɔm nɛ abalɩtʋ ɛyáa tɩŋa ɛsɩndaa kaŋŋ nɛ ɛtɩŋnɩ Ɛsɔtɔm Takayaɣ taa tɔm yɔɔ nɛ ɛwɩlɩ-wɛ se Yesu lɛ Weyi Ɛsɔ Lɩzaa Yɔ.
ACT.19.1	Apoloosi wɛ Kɔrɛntɩ ḿbʋ́ lɛ, Pɔɔlɩ ñatɩŋnɩ pʋŋ hɔɔlɩŋ taa nɛ ɛkɔɔ ɛtalɩ Efɛɛzɩ. Peeɖe ɛkatɩ Krɩstʋ wayɩ tɩŋɩyaa nabɛyɛ 
ACT.19.2	nɛ ɛpɔzɩ-wɛ se: «Ɛsɔ ha-mɩ e-Fezuu Kiɖeɖeu alɩwaatʋ ndʋ́ ɩwɛnɩ lidaʋ Krɩstʋ yɔɔ yɔ yaa we?» Paba cosi-i se: «Aayɩ! Wiɖiyi ɖɩtanɩɩ se Fezuu Kiɖeɖeu nakʋyʋ wɛɛ.» 
ACT.19.3	Ɛlɛ́, Pɔɔlɩ tasɩ-wɛ pɔzʋʋ se: «Sɔnzɩ nzɩ́ palabɩ-mɩ yɔ?» Pocosi-i se: «Yohanɛɛsɩ lɩm sɔʋ sɔnzɩ palabɩ-ɖʋ.» 
ACT.19.4	Peeɖe eheyi-wɛ se: «Toovenim lɛ, Yohanɛɛsɩ ñalakaɣ Izrɛɛlɩ ñɩma lɩm sɔʋ sɔnzɩ se pɩwɩlɩ se pɛlɛɣzɩ wɛtʋ. Eeheyi-wɛ se ɛ-wayɩ lɛ, nɔɔyʋ kɔŋ, pɛwɛnɩ lidaʋ ɛ-yɔɔ. Ɛnʋ lɛ Yesu.» 
ACT.19.5	Pɔɔlɩ yɔɔdɩ ḿbʋ́ nɛ panɩɩ lɛ, peyele nɛ palabɩ-wɛ lɩm sɔʋ sɔnzɩ Kɩpaɣlʋ Yesu hɩɖɛ taa. 
ACT.19.6	Peeɖe Pɔɔlɩ tɩnɩ pɔ-yɔɔ nesi nɛ Fezuu Kiɖeɖeu tii pɔ-yɔɔ nɛ papazɩ yɔɔdʋʋ kʋnʋmɩŋ ndɩ ndɩ nɛ tɔm ndʋ́ tɩlɩnɩ Ɛsɔ cɔlɔ yɔ. 
ACT.19.7	Paatalɩ ɛzɩ ɛyáa hiu nɛ naalɛ yɔ.
ACT.19.8	Pʋwayɩ lɛ, Pɔɔlɩ wolo Yuda ñɩma Ɛsɔ ɖɩsɛyɛ taa nɛ esusi Ɛsɔtɔm kaalɛyɩtʋ. Fenasɩ naadozo ɛɛlaba ḿbʋ́. Eheyaɣ-wɛ Ɛsɔ Kewiyaɣ tɔm nɛ ɛñɩnɩɣ ɛzɩma mbʋ́ ɛɛla nɛ petisi-tʋ yɔ. 
ACT.19.9	Ɛlɛ́, pa-taa sakɩyɛ la laŋa kpɩzɩŋ nɛ pekizi-tʋ faŋŋ nɛ peniɣziɣ Kɩpaɣlʋ wayɩ tɩŋʋʋ tɔm ɛyáa tɩŋa ɛsɩndaa. Peeɖe Pɔɔlɩ nɛ Krɩstʋ wayɩ tɩŋɩyaa peyebi-wɛ nɛ pekpeɣliɣ ɖama abalʋ weyi payaɣ se Tiraanuusi yɔ e-sukuli taa nɛ esusuu ɛyáa Kɩpaɣlʋ tɔm kɩyakɩŋ tɩŋa. 
ACT.19.10	Ɛlabɩ ḿbʋ́ pɩnzɩ naalɛ. Pʋ-yɔɔ Yuda ñɩma nɛ Grɛɛkɩ ñɩma mbá paawɛ Aazii egeetiye taa yɔ, patɩŋa payɩ panɩ tɔm ńdʋ́.
ACT.19.11	Alɩwaatʋ ńdʋ́ lɛ, Ɛsɔ tɩŋaɣnɩ Pɔɔlɩ yɔɔ nɛ ɛlakɩ hama lakasɩ sɔsɔsɩ. 
ACT.19.12	Halɩ pakpakɩɣ tokonaa nɛ kɛdɛɛkasɩ mbá potukuni-i yɔ nɛ potukuuni kʋdɔndɩnaa nɛ pɔ-yɔɔ cɛkɩ nɛ aleewaa seɣ pa-wayɩ. 
ACT.19.13	Peeɖe Yuda ñɩma mbá pɔcɔwaɣ nɛ pɔɖɔɔnʋʋ aleewaa ɛyáa wayɩ yɔ, pakʋyaa ɖɔɖɔ se payaɣ Kɩpaɣlʋ Yesu hɩɖɛ nɛ pɔɖɔɔnɩnɩ aleewaa ɛyáa wayɩ nɛ pɔtɔŋ se: «Yesu weyi Pɔɔlɩ susuu ɛ-tɔm yɔ ɛ-hɩɖɛ taa lɛ, aleewaa mɩ! Điheyiɣ-mɩ se ise ɛyáa panɛ pa-wayɩ!» 
ACT.19.14	Yuda ñɩma cɔjɔnaa sɔsaa taa lɛlʋ weyi payaɣ se Seva yɔ, ɛ-pɩyalaa lʋbɛ lakaɣnɩ tʋmɩyɛ ńɖɩ́. 
ACT.19.15	Patalɩ eliikenu nɔɔyʋ tɛ lɛ, ɛ́lɛ́ pɩsɩnɩ-wɛ se: «Yesu lɛ, mansɩm-ɩ nɛ mantɩlɩ mbʋ́ Pɔɔlɩ kɛnaa yɔ. Mɩ yɔ, mɩ lɛ mbá kpem?» 
ACT.19.16	Peeɖe ekpibi-wɛ nɛ ɛwɩlɩ patɩŋa tɔɔzɩm taañam nɛ pamʋ heŋ nɛ pese yem yem nɛ palɩɩ ndaakpela. 
ACT.19.17	Efɛɛzɩ ñɩma tɩŋa nɛ Yuda ñɩma nɛ mbá pɛtɛkɛ Yuda ñɩma yɔ panɩ tɔm ńdʋ́ patɩŋa payɩ ḿbʋ́ lɛ, sɔɔndʋ kpa-wɛ nɛ peyele Kɩpaɣlʋ Yesu hɩɖɛ sɛɛ. 
ACT.19.18	Pa-taa mbá paapazɩ wɛnaʋ lidaʋ Krɩstʋ yɔɔ yɔ, pa-taa sakɩyɛ heyaɣ pa-kɩwɛɛkɩm ɛyáa ɛsɩndaa keɣlee 
ACT.19.19	nɛ fadɩŋ laɖaa taa sakɩyɛ ñɔkɔnɩ pa-fadɩŋ takayɩsɩ nɛ pañaɣzɩ-sɩ miŋ ɛyáa ɛsɩndaa. Patʋʋzɩ si-liidiye lɛ, ɖɩɖɔwa pɩtɩɩfɛyɩ: ɖɩɩtalɩ ɛzɩ pe-liidiye pɔɔyɩsɩ kutokiŋ nɩɩnʋwa yɔ. 
ACT.19.20	Ḿbʋ́ pɩtɩŋnɩ Kɩpaɣlʋ ɖoŋ yɔɔ nɛ ɛ-tɔm tɛzɩ cɔʋ siŋŋ.
ACT.19.21	Pʋwayɩ lɛ, Pɔɔlɩ la lɩmaɣza se ɛkʋyʋʋ ɛtɩŋnɩ Masedonii nɛ Akayɩ pa-ageeta taa nɛ ewolo Yeruusalɛm. Ɛtɔm se ɛtalaa yɔ, pʋwɛɛ se ewolo ɖɔɖɔ Room nɛ ɛna. 
ACT.19.22	Peeɖe ɛkʋsɩ mbá pasɩŋaɣnɩ-ɩ tʋmɩyɛ yɔ pa-taa ɛyáa naalɛ nɛ etiyi-wɛ Masedonii nɛ piyele ɛtasɩ caɣʋ alɩwaatʋ cabɩ Aazii egeetiye taa. Ḿbá lɛ Timootee nɛ Eraastɩ.
ACT.19.23	Alɩwaatʋ ndʋ́ Pɔɔlɩ wɛ Efɛɛzɩ tɛtʋ taa ḿbʋ́ yɔ, pɩɩkɔnɩ ñaɖʋʋ sɔsɔʋ nakʋyʋ Kɩpaɣlʋ wayɩ tɩŋʋʋ nʋmɔʋ yɔɔ. 
ACT.19.24	Abalʋ nɔɔyʋ kɛwɛ peeɖe, payaɣ-ɩ se Demetriyuusi, ɛkɛ nɩŋgbacaɣlɩnaa luɖu. Elukaɣ ɛgɔlɩmɩyɛ halɩñɩnɖɛ nɖɩ́ payaɣ se Artemiisi yɔ ɖɩ-ɖɩɣa lɛzɩŋ cikpeŋ nɛ liidiye ñɩ́ɣ́yʋ́ʋ nɛ ɛpɛdɩɣ. Ḿbʋ́ yebina nɛ ɛ nɛ ɛ-tʋmlaɖaa pehiɣ pa-tɩ siŋŋ. 
ACT.19.25	Nakʋyʋ wiye lɛ, ekpeɣli pa nɛ mbá palakɩ tʋmɩyɛ ńɖɩ́ ɖɩ-lɛzʋʋ yɔ nɛ eheyi-wɛ se: «Taabalaa! Ɩtɛm sɩm se ɖa-tʋmɩyɛ yɔɔ ɖihikiɣ ɖa-tɩ. 
ACT.19.26	Lɛɛlɛɛyɔ, mɩ-maɣmaɣ ɩnaɣ nɛ ɩnɩɣ nɛ mɩ-nɩŋgbaaŋ ndʋ́ mɩ-Pɔɔlɩ ɛnʋ ɛwɛɛ esusuu Efɛɛzɩ nɛ pɩkpɛndɩnɩ Aazii egeetiye hɔɔlɩŋ sakɩyɛ taa yɔ. Ńdʋ́ lɛ se agɔlɩma wena ɛyáa manɩ pe-nesi yɔ, atɛkɛ pʋyʋ kpem. Tɔm ńdʋ́ ɛcɛtɩɣnɩ ɛyáa sakɩyɛ nɛ paba tisiɣ-tʋ ɖɔɖɔ. 
ACT.19.27	Manaʋ yɔ, yee ɖɩtakʋyɩ ɖɩsɩŋ tɔm ńdʋ́ tɩ-yɔɔ yɔ, ɖa-tʋmɩyɛ ɖɩnɛ ɖɩsɩɣ tɩnaɣ! Đɔɖɔ lɛ, ɖɛ-ɛgɔlɩmɩyɛ sɔsɔɖɛ Artemiisi nɖɩ́ Aazii ñɩma tɩŋa nɛ ajɛya kpeekpe ɛyáa poluŋuu ɖɩ-tɛɛ yɔ, peniɣziɣ ɖɩ-ɖɩɣa nɛ nɔɔyʋ ɛɛtasɩɣ-ɖɩ kpaɣʋ nɛ ɛ́yáa pʋyʋ!» 
ACT.19.28	Ɛyáa mbá paakpeɣlaa yɔ, panɩ tɔm ńdʋ́ ḿbʋ́ lɛ, pa-pana kpa siŋŋ nɛ pamakɩ kubusi se: «Efɛɛzɩ ñɩma ɛgɔlɩmɩyɛ Artemiisi kɩlɩnɩ pɩtɩŋa payɩ!» 
ACT.19.29	Peeɖe pɩñɩŋnɩ Efɛɛzɩ tɛtʋ tɩŋa. Ɛlɛ́, tɩ-taa ñɩma kpa Masedonii ñɩma naalɛ nabɛyɛ: Gayuusi nɛ Aristaarkɩ mbá pa nɛ Pɔɔlɩ pɔɖɔŋaɣ yɔ, nɛ pɔhɔm-wɛ ɖinɖa ɖinɖa nɛ powoni Efɛɛzɩ ñɩma ḿbá pa-ɖikpeɣliye ɖenɖe palakɩ aleɣya yɔ. 
ACT.19.30	Pɔɔlɩ caɣaɣ se ɛlɩɩ ɛyáa samaɣ ɛsɩndaa. Ɛlɛ́, Krɩstʋ wayɩ tɩŋɩyaa lɛlaa kizini-i. 
ACT.19.31	Halɩ pɩkpɛndɩnɩ Aazii karɩsɩ sɔsɔsɩ nasɩyɩ nzɩ́ sɩkɛ ɛ-ɛgbaɣdɩnaa yɔ nɛ sɩkʋsɩ ɛyáa se powolo peheyi-i se pɩtaacɩbɩ-ɩ se ewoki ɛyáa samaɣ ɖikpeɣliye taa peeɖe. 
ACT.19.32	Ɛyáa samaɣ kpeɣlaa lɛ, ɛyáa wɛɛ pokou yem: paa weyi nɛ ɛ-ñɩndʋ. Mbʋ́ pʋyɔɔ yɔ, piliɣtaɣ-wɛ. Pa-taa sakɩyɛ tatasɩ ɖiɣzinaʋ mbʋ́ pʋ-yɔɔ paakpeɣlaa yɔ. 
ACT.19.33	Peeɖe Yuda ñɩma nabɛyɛ lɩ ɛyáa samaɣ taa nɛ powolo pɛwɛɛtɩ weyi payaɣ se Alɛksandrɩ yɔ tɔm nɛ pɔhɔm-ɩ palɩzɩ ɛyáa tɩŋa ɛsɩndaa se ɛyɔɔdɩnɩ pɔ-nɔɔ. Pʋ-yɔɔ ɛ́lɛ́ kpazɩ nesi se paha-ɩ nʋmɔʋ nɛ ɛyɔɔdɩ. 
ACT.19.34	Ɛlɛ́, peɖiɣzini se Alɛksandrɩ ɛnʋ, ɛkɛ Yuda tʋ. Pʋ-yɔɔ ɛyáa samaɣ pazɩ kou katɩŋa payɩ se: «Efɛɛzɩ ñɩma ɛgɔlɩmɩyɛ Artemiisi kɩlɩnɩ pɩtɩŋa payɩ!» Pɛwɛɛ kou yɔɔ ḿbʋ́ nɛ pʋkɔɔ pɩtalɩ ɛzɩ ñɩɣtʋ naalɛ yɔ. 
ACT.19.35	Pɩkɛdaa lɛ, takayaɣ taa mayʋ susi-wɛ nɛ ɛpɔzɩ-wɛ se: «Efɛɛzɩ ñɩma mɩ! Anɩ pɩsɛɣ kedeŋa yɔɔ cɩnɛ se eteɖiɣzini se ɛgɔlɩmɩyɛ sɔsɔɖɛ Artemiisi nɛ ɖɩ-sɩʋ kpelaɣ ŋgá kalɩnɩ ɛsɔdaa nɛ ketii yɔ, ɖɛ-tɛ Efɛɛzɩ ñɩma cɔŋnɩnɩ pa-ɖɩɣa yɔɔ? 
ACT.19.36	Tɔm ńdʋ́ tɩfɛyɩ kpɛzʋʋ. Pʋ-yɔɔ lɛ, pʋwɛɛ se iyele nɛ mɩ-yɔɔ hɛɛ, ɩtaakpedesi nabʋyʋ taa kaʋ. 
ACT.19.37	Ɩkɔnɩ ɛyáa panɛ cɩnɛ, ŋgʋ́, patakpaɣ pʋyʋ ɖɛ-ɛgɔlɩmɩyɛ ɖɩɣa taa, pɔtɔyɔɔdɩ ɖɩ-yɔɔ tɔm ɛzaɣ́tʋ natʋyʋ ɖɔɖɔ. 
ACT.19.38	Yee nɩŋgbacaɣlɩnaa luɖu Demetriyuusi nɛ ɛ-tʋmlaɖaa pa-taa ɛwɛnɩ nɔɔyʋ yɔ, kɩyakɩŋ weyi paɖʋwa se pahʋʋ tɔm yɔ, ɩwɛɛ. Ñʋndɩnaa ñɛwɛɣ i-wiye ɖɔɖɔ. Ɩ-taa nakʋyʋ wiye papɩzɩɣ powolo payaa pʋdʋ! 
ACT.19.39	Yee ɩwɛnɩ natʋyʋ ɖɔɖɔ yɔ, ɩpɩzɩɣ iwoni-tʋ tɔm ɖɩhʋyɛ nɛ pɔñɔɔzɩ-mɩ-tʋ ɛzɩ paɖʋʋ ɖa-paɣtʋ taa yɔ. 
ACT.19.40	Pɩtɛkɛ ḿbʋ́, tɔm ndʋ́ tɩtɩŋa tɩlabɩ sɔnɔ yɔ, Room ñɩma kɔŋ pakʋyɩ ɖɔ-yɔɔ se ɖalɩzɩnɩ ñaɖʋʋ nɛ ɖɩkɔɔ ɖihiɣ tɔm sɔsɔtʋ natʋyʋ yem. Mbʋ́ pʋyɔɔ yɔ, ɖɩfɛyɩnɩ natʋyʋ se ɖiiheyi-wɛ mbʋ́ pʋ-yɔɔ ɖikpeɣlaa yɔ.» 
ACT.19.41	Ɛtɛm-wɛ yɔɔdɩnaʋ ḿbʋ́ lɛ, ɛɖɔɔnɩ ɛyáa samaɣ ŋ́gá.
ACT.20.1	Ñaɖʋʋ cɛba Efɛɛzɩ peeɖe lɛ, Pɔɔlɩ kpeɣli Krɩstʋ wayɩ tɩŋɩyaa nɛ ɛyɔɔdɩnɩ-wɛ se pɩlabɩ-wɛ hʋnʋm. Pʋwayɩ lɛ, ɛsɛɛ-wɛ nɛ ɛcaŋ ɛɖɛɛ Masedonii ɛjaɖɛ taa. 
ACT.20.2	Ɛtalaa lɛ, ɛɖɔŋnɩ sɩŋʋʋ sɩŋʋʋ nɛ ɛkɛdɩɣ Ɛsɔtɔm sakɩyɛ nɛ pɩlakɩ ɛyáa hʋnʋm. Pʋwayɩ lɛ, ewolo Grɛɛsɩ ñɩnɖɛ taa 
ACT.20.3	nɛ ɛcaɣ peeɖe fenasɩ naadozo. Ɛkʋyaa lɛ, ewolo se ɛsʋʋ kpɩyʋʋ nɛ ɛɖɛɛ Siirii ɛjaɖɛ taa. Ɛlɛ́, ɛnɩɩ se Yuda ñɩma nabɛyɛ tam ɛ-yɔɔ nɔɔ se pakʋʋ-ɩ. Peeɖe ɛtɩlɛɣzɩ lɩmaɣza nɛ ekiti ɛtɩŋnɩ Masedonii. 
ACT.20.4	Ɛ nɛ mbá pɔɖɔŋaɣ yɔ, ḿbá yɔ: Beree abalʋ weyi payaɣ se Piruusi yɔ ɛ-pɩyalʋ Sopatɛɛrɩ nɛ Tesalooniki tɛtʋ taa ñɩma: Aristaarkɩ nɛ Sekundusi nɛ Dɛɛrbɩ tʋ Gayuusi nɛ Timootee nɛ Aazii ñɩma: Ticiiki nɛ Trofim. 
ACT.20.5	Ḿbá kɛɖɛnɩ ma nɛ ɩ nɔɔ nɛ powolo paɖaŋ-ɖʋ Trowaasɩ tɛtʋ taa. 
ACT.20.6	Kazandʋ ndʋ́ tɩ-yɔɔ pɔtɔkɩ tindine nɖɩ́ ɖɩ-taa fɛyɩ sɔsɔɔna yɔ tɩɖɛwa lɛ, ɖɩkʋyɩ ɖiwolo Filiipu nɛ ɖɩsʋʋ mɛlɛ. Kɩyakɩŋ kagbaanzɩ wayɩ lɛ, ɖɩtalɩ pɔ-cɔlɔ Trowaasɩ nɛ ɖa nɛ wɛ ɖɩcaɣ peeɖe kɩyakɩŋ lʋbɛ.
ACT.20.7	Kujuka wiye lɛ, ɖikpeɣli ɖama se ɖɩlakɩ tindine tayʋʋ sɔnzɩ. Kifeŋaɣ se Pɔɔlɩ ekpe. Pʋ-yɔɔ ɛɛwɛɛ nɛ ɛyɔɔdʋʋnɩ mbá pɛwɛ peeɖe yɔ nɛ pʋkɔɔ pɩtalɩ ɖoó hɛkʋ. 
ACT.20.8	Ɛsɔdaa kuduyuu nakʋyʋ taa ɖiikpeɣlaa. Paasɔbɩ kanɖʋnaa sakɩyɛ nɛ pasɩɩ kɩ-taa. 
ACT.20.9	Alɩwaatʋ ńdʋ́ lɛ, evebu weyi payaɣ se Eticii yɔ, ɛɛcaɣ mundoɖe yɔɔ. Pɔɔlɩ wɛɛ ɛyɔɔdʋʋ ka ka ḿbʋ́ lɛ, ɖom kpaɣ-ɩ. Pɩkɛdaa lɛ, pɩlabɩ-ɩ liii nɛ ɛlɩɩnɩ ɖɩ-yɔɔ ɖooo ɛsɔdaa kuduyuu naadozo ñɩŋgʋ taa nɛ etii ɛfalɩ tataa. Powobi pakʋsɩ-ɩ lɛ, e-fezuu tɛm ɖɛʋ. 
ACT.20.10	Peeɖe Pɔɔlɩ tɩlɩwa etii nɛ eluŋ ɛ-yɔɔ nɛ ɛkpaɣ-ɩ e-nesi taa nɛ ɛtɔ se: «Sɔɔndʋ ɛtaakpa-mɩ: ɛ nɛ ɛ-ɛsɛ!» 
ACT.20.11	Peeɖe Pɔɔlɩ pɩsaa ɛkpa nɛ ɛcɩyɩ tindine nɛ ɛtɔɔ. Pɛtɛm sɔnzɩ ńzɩ́ labʋ lɛ, ɛɖaɣnɩ yɔɔdʋʋ ka ka nɛ tɛʋ kɔɔ kife. Pʋwayɩ lɛ, ɛɖɛɛ. 
ACT.20.12	Ɛyɔɔdɩ ḿbʋ́ lɛ, evebu ɛnʋ efe nɛ pekpeni-i nɛ ɛ-alaafɩya tɩŋa. Ɛyáa na-ɩ ḿbʋ́ lɛ, patɩŋa pa-laŋa hɛɛ niɣ niɣ.
ACT.20.13	Pɔɔlɩ ɖɛwa nɛ piyebi-ɖʋ lɛ, ɖɩsʋʋ mɛlɛ nɛ ɖɩɖɛɛ nɔɔ nɛ ɖiwolo ɖɩɖaŋ-ɩ Asoosi tɛtʋ taa. Ɛɛɖʋwa se ɛɖɔŋ naŋgbanzɩ nɛ ɖɩkatɩ-ɩ peeɖe. 
ACT.20.14	Ɛkatɩ-ɖʋ lɛ, ɛkpa ɖɔ-cɔlɔ mɛlɛ taa nɛ ɖiwolo Mitiilɛɛnɩ ñɩndʋ taa. 
ACT.20.15	Đɩkʋyɩ peeɖe lɛ, ɖɩtalɩ Ciyoo tɛtʋ cɔlɔ tɛʋ kifemuu. Tozo wiye lɛ, ɖɩtalɩ Samɔɔsɩ ñɩndʋ taa. Naza wiye lɛ, ɖɩtalɩ Miilɛɛ ñɩndʋ taa lɛ. 
ACT.20.16	Pɔɔlɩ kaɖʋwa se ɛɛsɩŋɩɣ Efɛɛzɩ Aazii egeetiye taa, pɩtɛkɛ ḿbʋ́, elesiɣ alɩwaatʋ yem. Ekpedesaɣ se pʋwɛɛ yɔ, ɛtalɩ Yeruusalɛm Fezuu Kiɖeɖeu tibu Kazandʋ wiye.
ACT.20.17	Pɔɔlɩ talɩ Miilɛɛ lɛ, etiyi Efɛɛzɩ se payaa Krɩstʋ ŋgbɛyɛ taa sɔsaa. 
ACT.20.18	Paba talɩ ɛ-cɔlɔ lɛ, eheyi-wɛ se: «Man-taabalaa! Ɩtɛm sɩm mɔn-ɖɔnɛ alɩwaatʋ ndʋ́ ma nɛ mɩ ɖɩɩwɛɛ kpaɣ ɖooo kɩyakʋ ŋgʋ́ mancalɩ fɛyʋʋ mɩ-tɛ Aazii egeetiye taa yɔ. 
ACT.20.19	Mentisi man-tɩ nɛ mala Kɩpaɣlʋ tʋmɩyɛ nɛ ɛsɩtɛɣlɩm nɛ kʋñɔŋ ŋgʋ́ mɔntɔɔ Yuda ñɩma nesi taa yɔ kɩ-taa. Ḿbá kɔlɔnɩ mɔ-yɔɔ nɔɔ kɩdɛkɛdaɣ tam sakɩyɛ. 
ACT.20.20	Mɛntɛmɛsɩ-mɩ natʋyʋ. Maakɛdɩ-mɩ nɛ mawɩlɩ-mɩ mbʋ́ pɩtɩŋa payɩ pʋwɛ-mɩ wazaɣ yɔ samaɣ nɛ mɩ-ɖɩsɩ pa-taa. 
ACT.20.21	Meheyi Yuda ñɩma nɛ mbá pɛtɛkɛ Yuda ñɩma yɔ se pɛlɛɣzɩ wɛtʋ Ɛsɔ ɛsɩndaa nɛ pɛwɛnɩ lidaʋ ɖa-Kɩpaɣlʋ Yesu yɔɔ. 
ACT.20.22	Lɛɛlɛɛyɔ, pɩkɛnɩ-m kɩcɛyʋʋ se mowolo Yeruusalɛm ɛzɩ Fezuu Kiɖeɖeu heyuu-m yɔ. Ɛlɛ́, mantana mbʋ́ pɩkaɣ-m tɛmnaʋ peeɖe yɔ. 
ACT.20.23	Ndʋ́ manawa yɔ lɛ se: paa tɛtʋ ndʋ́ tɩ-taa mantalaa yɔ, Fezuu Kiɖeɖeu wɩlɩɣ-m nɛ kiheyiɣ-m se salaka nɛ kʋñɔŋ sɔsɔʋ pɩtɛŋnɩ-m. 
ACT.20.24	Ɛlɛ́, mañɩtaa mɛntɛ man-tʋmɩyɛ nɖɩ́ Kɩpaɣlʋ Yesu ɖʋ-m yɔ yɔ, me-wezuu tɛkɛnɩ-m pʋyʋ. Ńɖɩ́ lɛ se: monsusi Ɛsɔ lootiye Laŋhɛzɩyɛ Tɔm.
ACT.20.25	Lɛɛlɛɛyɔ, manawa se mbá mɩ mɩtɩŋa payɩ mɔnkɔm mɩ-hɛkʋ taa nɛ monsusi Ɛsɔ Kewiyaɣ tɔm yɔ, mɩ-taa nɔɔyʋ ɛɛtasɩɣ naʋ mɛ-ɛsɩbiye taa kaʋ. 
ACT.20.26	Pʋ-yɔɔ mankaɖɩɣ-mɩ sɔnɔ kɩyakʋ kʋnɛ se: yee mɩ-taa nɔɔyʋ eleba yɔ, ma-ñɩndʋ natʋyʋ fɛyɩ pɩ-taa. 
ACT.20.27	Mbʋ́ pʋyɔɔ yɔ, meheyi-mɩ mbʋ́ Ɛsɔ ɖʋwa se ɛkɔŋ labʋ yɔ pɩtɩŋa payɩ, mɛntɛmɛsɩ-mɩ natʋyʋ. 
ACT.20.28	Fezuu Kiɖeɖeu lɩzɩnɩ-mɩ se ɩkɛ sɔsaa nɛ ɩcɔnɩ Krɩstʋ ŋgbɛyɛ taa ñɩma yɔɔ. Pʋ-yɔɔ meheyiɣ-mɩ se ɩcɔnɩ mɩ-maɣmaɣ mɩ-tɩ yɔɔ camɩyɛ nɛ ɩcɔnɩ ɖɔɖɔ mbá pɛwɛ ɖɩ-taa yɔ patɩŋa pɔ-yɔɔ ɛzɩ ninɖiɣyu cɔŋʋʋnɩ e-heŋ yɔɔ yɔ. Ɛsɔ tɩŋnɩnɩ ɛ-maɣmaɣ ɛ-Pɩyalʋ calɩm yɔɔ nɛ ɛpɩsɩ-wɛ ɛ-ñɩma. 
ACT.20.29	Ma Pɔɔlɩ mɛntɛm naʋ se ma-wayɩ lɛ, mbá pɛwɛ ɛzɩ kpemtɔɔyɩsɩ nzɩ́ ñɔɔsɩ wɩɣ-sɩ yɔ, pɔkɔŋ lɩʋ mɩ-ŋgbɛyɛ taa, paakaɣ sɔm nɔɔyʋ kaʋ. 
ACT.20.30	Halɩ mɩ-maɣmaɣ mɩ-taa lɛlaa kɔŋ pɩsʋʋ cɛtɩyaa nɛ pepeɣzi Krɩstʋ wayɩ tɩŋɩyaa nɛ paba tɩŋ-wɛ. 
ACT.20.31	Pʋ-yɔɔ lɛ, ɩcɔnɩ mɩ-tɩ yɔɔ nɛ ɩtɔzʋʋ se pɩnzɩ naadozo yɔ, menteyele mɩ-taa nɔɔyʋ paɣ́ʋ wɩsɩ nɛ ɖoó nɛ halɩ mentisi ɛsɩtɛɣlɩm.
ACT.20.32	Lɛɛlɛɛyɔ, manɖʋzʋʋ mɩtɩŋa payɩ Ɛsɔ nɛ e-lootiye tɔm pe-nesi taa. Ɛlabɩ-mɩ lootiye. Ɛnʋ pɩzɩɣnɩ eyele nɛ ɩkpa ɖoŋ nɛ ɛha-mɩ ñɩm mbʋ́ ɛsɩwa se ɛhaɣ mbá patɩŋa payɩ eyeba nɛ papɩsɩ ɛ-ñɩma yɔ. 
ACT.20.33	Nɔɔyʋ liidiye yaa e-sika yaa e-wondu talabɩ-m liu. 
