GEN.1.1	Kerrngehkenh duninjh God bolkmarnbom rowk, kaddum dja kurorre. 
LUK.11.39	Dja Jesus nawu Kawohrnan bimarneyimeng, “Ngudda nawu Pharisees ngudda ngurringalngbelewon kuberrkkah ngarre banikkin dja mak djabbirlana, dja nguddambu bu kanjdji kukange ngudberre wanjh ngurrikangebarlmiyindi bu ngurridjaldjarewernworren dja mak bu kunwarre ngurridjalkadjung. 
LUK.11.40	Ngudda ngurrimayaliyak! Kab God nawu marnbom kuberrkkah, yiddok minj nungka marnbuyi kururrkkah warridj? 
LUK.11.41	Dja ngurrbenkongibu nawu birrimarladj, ngurrbenwon kunkange dorrengh ngudberre, wanjh kunu marneyime ngudberre, yehyeng rowk wanjh kabelemen ngudberre, yiman bu mankarre kahyo.”
LUK.11.42	Mak Jesus yimeng, “Ngudda nawu Pharisees, kunrayek duninjh kambebme ngudberre kore ngurrikurduyime! Bu ngudda ngurrikarrme manbu manyahwuyahwurd duninjh manbu yiman kunworr manbu kangeyyo mint, dja mak manbu rue, dja mak herb mankukbubuyika rowk manbu kamanjmarnbun manme. Bu yiman ten ngurrikarrme wanjh mankudji ngurriwon God. Kamak. Dja med, ngaleng minj kunmak ngurrbenmarneyime birribuyika bininj, dja minj mak ngurrimarnedjare God! Kuhni ngurrikurduyimeninj, ngurrbenmarneyimeninj birribuyika kunmak dja ngurridjareniwirrinj God, dja minj mak ngurribawoyi nawu ngokko ngurrikurduyime bu ngurriwon God. 
LUK.11.43	Yoh, ngayime kunrayek duninjh kambebme ngudberre bu ngudda ngurridjare ngurriyerrkan kore kuwernhbolkkuken kore synagogue, dja ngurridjare birriwern ngundidjawan kore bininj kurobbe, kore bininj kabirrire dja kabirribayahme. 
LUK.11.44	Mak kunrayek duninjh kambebme ngudberre bu ngudda ngurrikukyime yiman kunmidj rerrih kore bininj kahkukyo, nawu minj nangale kanan, dja bininj kabirriwarribomidjmelme, dja minj kabirribolhburrbun.”
LUK.11.45	Wanjh kunu nakudji nawu birriwernhburrbuni mankarre bimarneyimeng Jesus, “Ngudda nawu kanhbukkabukkan ngadberre, bu kuhni yihyime, wanjh ngad warridj kanyemikan.” 
LUK.11.46	Wanjh Jesus yimeng, “Ngudda nawu ngurrihwernhburrbun mankarre, wanjh kunrayek duninjh kambebme ngudberre warridj bu ngudda yiman rerrih ngurrbenngorrkenwon bininj mandulmuk duninjh manbu kabirribarabun, dja ngudda minj kunkudji kunbid ngurriwohbidwayhme ba yimankek ngurrbenbidyikarrme. 
LUK.11.47	Mak kunrayek duninjh kambebme ngudberre bu ngudda yiman ngurridulkname rerrih mandulkmak kaddumkah kore kabirrikukyo nawu prophets, dja nawu mawahmawah ngudberre bedda wanjh bindibom bindikukkurrmeng. 
LUK.11.48	Kunu wanjh ngudda ngurrimulewarren bu ngurriburrbun bu nawu mawahmawah ngudberre bindibom, dja mak yiman ngurrbenmarnekodjduhmeng rerrih bu kuhni birrihyimi. Dja bedda wanjh bindibom, dja ngudda ngurrbenmarnedulkname mandulkmak kaddumkah kore kabirrihkukyo. 
LUK.11.49	Wanjh kunmekbekenh kunu God nawu Nadjalmayalimak Duninjh yimeng, ‘Ngaye kaluk ngabenmarnemunkewe bininj nawu prophet dja mak nawu apostles. Yikahwi kabindibun, yikahwi kabindinjirrhmiwon.’ 
LUK.11.50	Kunmekbekenh kunu ngudda nawu bolkkime ngurrimimbi, ngudda God kaluk ngundarrkiddjadme ngudberre, kayime ngudda ngurrbenyikarremulewan kunkurlba bedberre rowk bininj nawu prophets, nawu yiman birridedjdjingmey bindibuni bu kerrngehkenh duninjh God bolkmarnbom dja munguyh bindibuni. 
LUK.11.51	Yiman bu kerrngehkenh duninjh Abel bibom, dja mak birribuyika rowk, dja rerre duninjh wanjh Zechariah nawu birribom kore kubulkayh manbu temple altar dja kururrkdjamun duninjh. Yoh, ngayime ngudberre, bininj nawu bolkkime ngurrimimbi, God kaluk ngundjadme ngudberre bu kuhni yiman rerrih ngurrbenbom rowk bininj nawu prophets.
LUK.11.52	Kaluk kunrayek duninjh ngunmarnebebme ngudberre nawu ngurriwernhburrbun mankarre! Ngudda ngurrikang key nawu karrangmarrhmangkenh yiman kunrurrk rerrih ngarre bu bininj kabirriwernhburrkburrkbekkan God nuye kunwok. Ngudda minj ngurringimeninj ngudmandeleng, dja mak ngurrbendenghkeyi birribuyika nawu birridjareni birringimeninj.”
LUK.11.53	Bu Jesus balhbolkbawoni kumekbe, wanjh bininj nawu bindibukkani mankarre, dja mak nawu Pharisees, wanjh birridedjdjingmey birrinjirrhkeng dja birrihdjaldungi munguyh, dja birridjawahdjawani kunwernkah. 
LUK.11.54	Birridjareni bu yimankek dukkarrimeninj bu kunwok nuye.
LUK.12.1	Bu kuhni birribalhyimi, wanjh bu birridjalmirndewernkenh duninjh bininj birrimirndemornnamerreni birridengemelhmelmerreni, wanjh nungka Jesus dedjdjingmey benmarneyimi werrk bininj nuye nawu benhbukkabukkani, yimeng, “Pharisees wanjh kabirrihdjalkurrehkurren, kunu wanjh yiman manbu kanguklurlke buriddi. Ngurrinahnarrimen, wardi yuwn ngurriyimerran yiman bedda! 
LUK.12.2	Dja yehyeng rowk nawu bolkkime kabarrkbuyindi, wanjh rerre kawerrhme kabirrinan, dja nawu bolkkime kawarlkkayindi, wanjh rerre bininj kabirriwohburrbun. 
LUK.12.3	Kunu wanjh kunwok rowk nawu ngurriwokdi bu kukak, kaluk bininj kabirribekkan kore kabolkwolkayindi, dja nawu ngurringayawkme kore kururrk manbu ngudberrekih, kaluk kabirriyolyolme kore birriwern kabirribekkan.
LUK.12.4	Dja ngayime ngudberre nawu karridabbolk, yuwn ngurrbenkengeme nawu ngundibun ngundikukkurrme bu kunburrkwi karrowen, dja minj baleh mak kunbuyika ngundimarnekurduyime. 
LUK.12.5	Dja ngaye yingkihbengdayhke ngudberre bu nangale ngurrikengeme. Ngurrikengemen nawu ngunbun werrk ngunkukkurrme, dja kawohrnan warridj bu ngunkukburriwe kore kubolkwarre hell. Yoh, wanjh ngayawoyhyime ngudberre, namekbe ngurrikengemen.
LUK.12.6	Dja ngurriburrbun bu bininj kaweykan five nawu mayhmayh nawu djornhdjorndok, wanjh kabirrikarremulewan kunyahwurd duninjh bu kunwardde, bulerri bokenh. Dja God minj kawohbengmidjdan nawohkudji nawu djornhdjorndok. 
LUK.12.7	Kunu bonj, dja kunkodjmud warridj ngudberre God ngunkodjmudrohrokmeng rowk. Yuwn ngurrikele, ngudda ngunwernhmarnedjare ngudberre, dja mayhmayh nawern wanjh minj mak kamarnedjare yiman ngudberre.
LUK.12.8	Dja mak ngayime ngudberre, birriwern rowk nawu kabirrimulewarren kore bininj kabirriyime bu ngaye ngandiwoybukwon, bedda wanjh ngaye nawu Bininj Duninjh kaluk ngabenmulewan kore God nuye angels. 
LUK.12.9	Dja nawu ngandimarneyakwarren kore bininj, bedda wanjh kaluk ngaye nawu Bininj Duninjh ngabenmarneyakwarren kore God nuye angels. 
LUK.12.10	Dja bininj rowk nawu kunwohkudji kunwok kabirriwohyime ngandiyiwirrihme ngaye nawu Bininj Duninjh, bedda wanjh God kabenmarnebularrbun. Dja bininj nawu kunwok kunwarre kabirrimarneyime bu kabirriyiwirrihme nawu Namalngmakkaykenh, bedda wanjh God minj kabenmarnebularrbun.
LUK.12.11	Dja bu ngundidorrorrke ngudberre kore synagogue kunrurrk yiwarrudjkenh, kaluk kore kumirrk bedberre nawu ngundidjadme dja nawu kabirriwohrnawohrnan, wanjh yuwn ngurrinjilngwarre ngurriyingkihburrbun bu yimankek kaluk baleh ngurriyime bu ngurrbenmarnekandenamerren dja mak bu ngurrbenmarneyime. 
LUK.12.12	Dja nungka nawu Namalngmakkaykenh, kaluk wanjh nungka ngundjalbukkan bu baleh ngurrbenmarneyime, kaluk kundjalmekbe rerrih bu kabolkyime bu ngurriwokdi bedberre wanjh ngunbukkan mandjad duninjh.”
LUK.12.13	Kaluk nakudji bininj nawu birrihmirnderri wanjh bidjawam Jesus, yimeng, “Ngudda nawu kanhbukkabukkan ngadberre, yimarneyimen nawu ngaye nganedanginj kalarlmang yehyeng bu Ngabbard nganbeneyibawong, dja nganwon nawu ngardduk.” 
LUK.12.14	Dja Jesus bimarneyimeng, “Nawu ngarrdabbolk, minj nangale ngankurrmeninj ba yimankek ngaye benbenemarnekarremarnbun bu ngalarlmang ngorrewoneng.” 
LUK.12.15	Wanjh Jesus benmarneyimeng bininj nawu birrihmirnderri, “Wardi ngurriwernhnahnarrimen, yuwn bu njale ngurridjarewernworren. Dja minj kunu bininj kamimbi bu nadjalwern yehyeng kakarrme.”
LUK.12.16	Wanjh Jesus benmarneyolyolmeng parable manbu kunwarlkkayken kunwok, yimeng, “Kaluk nakudji bininj nawu nakukenni, nungka bu dudji manme kore kabbal nuye, wanjh mandjalwernkenh duninjh manme mangi. 
LUK.12.17	Wanjh nungan kanjdjiwi burrbuhburrbuni marneyimerrinj, ‘Kaluk baleh ngayime, dja minj ngakarrme kunrurrkkimuk bu ngakarekurrme manme ngardduk?’ 
LUK.12.18	Wanjh kalukburrk marneyimerrinj, ‘A! Ngaburrbom, kuhni wanjh ngakurduyime, ngarurrkkudjkudjmang ngardduk, dja ngarurrkdundulubun kunrurrkkihkimuk, kumekbe wanjh ngakarekurrme manbu manme ngardduk, dja mak yehyeng nawu ngardduk. 
LUK.12.19	Wanjh ngayeman ngamarneyimerren, kamak rowk ngakarekarrme nawern ngardduk. Kadjalyo bu mandjewk nawern, wanjh minj ngayawoyhdurrkmirri, ngadjalni, ngangun, ngabongun, dja nganjilngmarnburren bu munguyh.’
LUK.12.20	Dja God bimarneyimeng, ‘Yimayaliyak nguddanu, wanjh bolkkime kuninjkunu kumunun yirrowen. Nangale kaluk kamanamang ke yehyeng nawu yihkarekurrmi ke?’” 
LUK.12.21	Wanjh Jesus burnbom bu yolyolmeng bedberre, yimeng, “Kuhni kunmekbe kayimerran nuye nawu nawern yehyeng kahkarekurrme yiman kahkukenworren, dja kore God kahnan minj njale kabimarnekareyo, minj nakuken kore God.”
LUK.12.22	Wanjh Jesus benmarneyimeng bininj nuye nawu benhbukkabukkani, yimeng, “Kunmekbekenh kunu ngayime ngudberre, yuwn bu ngurrinjilngwarremen nawu manme ngurrihmang bu yimankek ngundarrkidwon. Yuwn bu mak ngurrihnjilngwarremen bu ngurrihmang kunmadj nawu ngurridjongburrenkenh. 
LUK.12.23	Dja bu ngurrimimbi wanjh yiman karrokme dja manme rerre karri, dja mak kunburrk yiman karrokme dja kunmadj rerre karri.
LUK.12.24	Dja ngurriburrbu mayhmayh nawu wakwak, bedda minj kabirrimimdudjeng, dja minj mak kabirridurrkmirri bu manme kabirridurndiwe, minj kabirrikarrme kunrurrk kore kabirrikarekurrme manme. Dja bedda minj kabirrimarrwe. God kabenwon manme. Dja ngudda wanjh God ngunwernhmarnedjare ngudberre, dja nawu mayhmayh wanjh nungka kadjalnahnan, dja minj kabenmarnedjare yiman ngudda. 
LUK.12.25	Kaluk nangale nawu ngurrihni bu kanjilngwarre mak kaburrbun ba yimankek kamarnburren kunkuyeng bu kamimbi? 
LUK.12.26	Wanjh bu minj ngurrikarrme kundulkarre bu yiman kunmekbe ngurrikurduyime, nawu yiman kunyahwurd, njalekah ngurrinjilngwarre ngurriburrbun yehyeng nawu kunbubuyika?
LUK.12.27	Ngurriburrbu warridj mannguymak manbu kurralkwaken. Minj karrurrkmirri, dja minj mak kamadjbibun, dja ngayime ngudberre, bu King Solomon warridj nawu namakmak duninjh karrmihkarrmi, dja wanjh manbu mannguy wanjh manwernhmakkaykenh, dja nungka bu djongbuhdjongburreni wanjh yiman walakkih medjmakkaykenhni. 
LUK.12.28	Dja bu God kuhni kayime kamarnbun manmakkaykenh yiman kadjongbun rerrih mannguy manbu karri bolkkime kore kabbal, dja malaywi bininj kabirriburriwe karung kore kunak, wanjh ngudda ngunwernhnahnan ngudberre bininj, ngudda nawu walakkih ngurriwoybukwon.
LUK.12.29	Wanjh yuwn munguyh ngurridjaldjare dja ngurridjalyawan bu njale ngurringun dja mak njale ngurribongun, dja yuwn bu kuhni ngurrinjilngwarre. 
LUK.12.30	Bininj nawu minj kabirriwoybukwon God nawu Kornkumo ngudberre, wanjh bedda munguyh maninjmanu kabirrirlobmerren bu kabirrihyawan, dja God ngudberre Kornkumo nawu ngudda ngudberre nungka wanjh kaburrbun bu manngale makka manbu ngurrimimbikenh ngudberre. 
LUK.12.31	Yuwn bu maninjmanu ngurriyawan, dja kunihbu kunbuyika ngurrikurduyimen bu ngurriwernhyawa bu nungka God ngunmarnewohrnankenh, dja maninjmanu manbubuyika wanjh ngunwon warridj.
LUK.12.32	Dja yuwn ngurrikele ngudda nawu yiman mayh ngurrimirndeyahwurd, dja Kornkumo ngudberre djareminj bu ngunngimewong ngudberre bu ngurridjarrkwohrnan bu kamarnbuyindan bu nungka Kawohrnan rowk. 
LUK.12.33	Mah, wanjh ngurrimadjweyka nawu yehyeng ngurrikarrme, dja kunwardde ngurrbenwo nawu birrimarladj. Dja ngurrimarnemarrimen yiman nawu kunwarddekenh ngurrikukdahkendong, nawu minj kakaremen. Ngayime namakmak dorrengh kore heaven ngurrima, nawu minj kawohyakmen dja nawu kadjirdmadjirdmang minj kumekbe karrarnhre, dja mak minj mayh kangun kayakwon. 
LUK.12.34	Dja bu baleh namakmak ngudberre ngunmarneyo, wanjh kumekbe rerrih kaluk ngudman ngurribolkburrbun ngurridjare ngurrire.”
LUK.12.35	Mak Jesus yimeng bedberre, “Ngudda wanjh ngurriyingkihkukmarnburrimen ngurridurrkmirrikenh dja ngurriwurlhke ngudberre lamps, 
LUK.12.36	dja ngurriyimerran yiman bininj nawu kabirrimadbun nawu kabenmarnewohrnan bu kamdurndeng, dja wam kore mulil bu bininj daluk kabenemarren. Kabirrimadbun ba bu kamre karurrkdong, wanjh kabirrimarnedangmarrhmang bu kundjalburrikudji rerrih. 
LUK.12.37	Kabirrinjilngmak birrimekbe bininj nawu kabirrihmarnedurrkmirri nuye nawu kabenmarnewohrnan, bu nungka kabenngalke kabirridjalwohrnan bu kamdurndeng. Woybukkih ngayime ngudberre, nungka wanjh kadjongburren nawu karrurrkmirrikenh dja kabenmarneyime kabirriyerrkan kabirrineyhneykenhdi kabirringunkenh, dja nungka kamre kabenwon manme. 
LUK.12.38	Dja bu nungka nawu kawohrnan kamdurndeng bu yiman kumununburrk, dja mak bu djarreh kamhbarrhbun, dja kabenngalke kabirridjalwohrnan nawu kabirrihmarnedurrkmirri, wanjh bedda kunu kaluk kabirrinjilngmak.
LUK.12.39	Dja kuhni ngurriburrbu, bu bininj nawu kakarrme kunrurrk, bu nungka kaburrbun bu baleh kayime kamre nawu kadjirdmang, wanjh nungka kawohrnan ba minj kabimarnerurrkngimen kadjirdmangkenh. 
LUK.12.40	Wanjh ngudda ngurriyingkihkukmarnburrimen yiman ngurrimadbun rerrih, dja ngaye nawu Bininj Duninjh ngamre bu ngudda ngurribekkarren ngurriyime bu minj ngambangmere.”
LUK.12.41	Wanjh Peter bidjawam Jesus, yimeng, “Ngudda nawu kanmarnewohrnan, manih manbu parable manbu kunwarlkkaykenh kunwok, yiddok kanmarneyolyolmeng ngadman ngadberre ngarrikudjiwi, dja yiddok bedda dorrengh nawu birriwarlahken rowk?” 
LUK.12.42	Wanjh Jesus nawu Kawohrnan Rowk yimeng, “Mah, dja ngurriburrbu. Bininj nawu kabenkarrme birriwern nawu kabirrimarnedurrkmirri nuye, wanjh bu kare waken, kabidjarrngbun nakudji nawu kabimarnedurrkmirri dja kabikurrme ba bu kabennahnan birribuyika, dja kabenwon manme dja kabenkukwon mandjad kore kabenmarnekarremulewan bu kunkodjkebuyikakenh. Kaluk nangale bininj nawu nawoybuk dja nadjalmak bu nawu kawohrnan rowk kabidjarrngbun kabikurrme? 
LUK.12.43	Kaluk wanjh kanjilngmak namekbe nawu kunmekbe kakurduyime bu kabimarnedurrkmirri, bu nungan nawu kabenmarnewohrnan kamdurndeng kabingalke kunmekbe bu kundjalmak kahkurduyime. 
LUK.12.44	Wanjh woybukkih ngayime ngudberre, kunu wanjh namekbe kabikurrme kanahnan yehyeng rowk nuye nawu kabenmarnewohrnan.
LUK.12.45	Dja kunbuyika ngurriburrbun, bu yimankek namekbe nawu kabimarnedurrkmirri bu nungan kanjdjiwi kamarneyimerren, ‘Nawu nganmarnewohrnan kunkuyeng kani, kunubewu yerrekah nuk kamdurndeng.’ Kunmekbe kamarneyimerren wanjh karredjdjingmang kabenwidjbihke birribuyika bininj dja daluk nawu kabirrihdurrkmirri, dja mak bu kawernhngun, kawernhbongun kunbang, dja wanjh kamayahme. 
LUK.12.46	Wanjh nakimuk bininj nawu kabimarnewohrnan kamdurndeng nuye bu nungka minj kabiyingkihmadbun dja warridj minj kaburrbun bu kabolkyime. Kunu wanjh kabibun dja kabikukmunkewe kore kabirridjarrkdi nawu minj God kabirriwoybukwon bininj. 
LUK.12.47	Dja namekbe nanu bininj nawu bihmarnedurrkmirri nawu burrbom bu njale djareni nawu kawohrnan nuye, dja minj biyingkihmarnebolkmarnbuyi, dja mak minj kurduyimeninj nawu nungka djareni, kaluk namekbe nanu kabiwidjbihke wernkih. 
LUK.12.48	Dja bininj nawu minj burrbuyi bu njale djareni nawu kawohrnan nuye, bu nungka kurduyimeng nawu kawohrnan kawarnyak, wanjh nungka warridj kabiwidjbihke, dja djal walakkih, wanjh namekbe wakwani wanjh kunu yeledj kabiwidjbihke. Kaluk bininj nawu God kabiwon kunwern wanjh nakka kaluk God kabiyidjawan kunwern warridj. Dja bu God kabikurrme bininj kanahnan kunwern, wanjh kaluk nakka God kabiyidjawan kunwern duninjh.”
LUK.12.49	Dja mak Jesus yimeng, “Ngaye ngamwam bu ngaworrhme kunak kondah bu kurorre, dja wanjh ngadjare bu korroko ngaye ngaworrhmeninj dja karung! 
LUK.12.50	Dja ngayembu ngamadbun bu yiman ngakukdjuhme rerrih bu ngakanjkurrmerren. Dja ngakangewarre duninjh bu ngamadbun kamarnbuyindan.
LUK.12.51	Yiddok ngurriyime bu yimankek ngamwam won ngudberre kunmodmikenh, ba kamak ngurrini kondah bu kurorre? Burrkyak, ngayime ngudberre, minj kunmodmikenh won ngudberre dja ngabenmarnbun bininj kabirriyarlarrmerren kabirribebbehre. 
LUK.12.52	Kunmekbe wanjh kaluk kakurduyimerran bu yiman five nawu birrimud kabirridjarrkni, wanjh kabirriyarlarrmerren, bedman bokenh kabenere bebbehbeh, dja bedman danjbik. 
LUK.12.53	Yiman kuhni mak kabirriyarlarrmerren, nawu kornkumo beywurd kabenebebbehre, ngalbadjan ngalyaw kabenebebbehre, dja ngalbinjmorne kabenebebbehre.”
LUK.12.54	Kuhni warridj Jesus benmarneyimeng nawu birrimirndewern, “Bu ngurrinan kangolmarnburren bu karrikad, wanjh kunmekbe rerrih ngurriyime ‘Mandjewk kamre,’ dja kunmekbe kakurduyimerran. 
LUK.12.55	Dja bu ngurrinan kunmayorrk kamre bu walembeh, wanjh ngurriyime, ‘Kaluk karrungbangmen’, wanjh kunmekbe kakurduyimerran. 
LUK.12.56	Ngudda wanjh ngurrihdjalkurren. Ngudda bu ngurrinan kunrorrekenh dja mak kunngolkenh, dja ngurriburrbun bu baleh kakurduyimerran. Kaluk njalekah yimankek minj ngurrinan bu God bolkkime kahkurduyime, dja mak minj ngurriburrbun bu baleh kakurduyimerran?”
LUK.12.57	Dja mak Jesus yimeng, “Njalekah minj ngudman ngurridjadmerren bu kunmak ngurrikurduyime? 
LUK.12.58	Dja kuhni yina kayime, bu nawu ngunwelengname ngunedjarrkre kore bininj nawu ngundjadmekenh, wanjh bu ngunebalhre, yikebbabi yidjawan munguyh ba ngunewokmarnburren, ba marndi minj ngundorrorrke kore nawu ngunwernhdjadme, dja nunganwali ngunbidkenwon kore nawu ngunkukburriwe kore prison, dja nunganwali ngundangbalhme. 
LUK.12.59	Ngayime ke, ngudda yidjaldangbalhmiyindi munguyh, minj yibangmebebme, dja yidjalwernhkarremulewan rowk werrk yirrurndiwe, kunukka wanjh yibebme.”
LUK.13.1	Wanjh kunmekbe rerrih bu Jesus benmarneyolyolmi, yikahwi birridjarrkni nawu bindimulewam bininj nawu birrikang Galilee, nawu Pilate benbom bu mayh birribuni birrikinjeyi God nuye bu birridi yiwarrudj dorrengh, wanjh kunkurlba bedberre Pilate kurlbarawong kore mayh kunkurlba. 
LUK.13.2	Wanjh Jesus benmarneyimeng, “Bu kuhni kunwarre benmarnekurduyimerranj birrimekbe bininj nawu birrikang Galilee, yiddok kunu ngudda ngurriyime bu yimankek bedda bulkkidj birriyimi kunwarre, dja bindiyurrhkeng birribuyika nawu birriredbo kore kunwarre bedberre? 
LUK.13.3	Djal burrkyak ngayime ngudberre! Dja bu ngudda minj ngurribawon kunwarre ngudberre bu ngurrihyime, dja ngurriborledme kore God, wanjh ngurriwern rowk warridj ngurridowen. 
LUK.13.4	Dja mak ngurriburrbun nawu eighteen bininj nawu birridoweng bu rurrkmankarrinj benngerrehmeng manbu manrurrkkuyeng kore Siloam. Yiddok ngudda ngurriyime bu yimankek bedda bulkkidj birriyimi kunwarre, dja bindiyurrhkeng kore kunwarre nawu birribuyika rowk nawu birridjarrkni Jerusalem? 
LUK.13.5	Djal burrkyak, ngayime ngudberre! Dja bu ngudda minj ngurribawon kunwarre ngudberre, ngurriborledme kore God, wanjh ngudda warridj ngurridowen, ngurriwern rowk.”
LUK.13.6	Wanjh Jesus benmarneyolyolmeng maninjmanu parable manbu kunwarlkkaykenh kunwok, yimeng, “Kaluk nakudji bininj dulkdudji manbu yiman manmanawarn, kore dulkmirnderri mandulkbubuyika manbu kakarrme manme. Wanjh kaluk namekbe bininj nawu nuye kabbal kumwam yawam manme kore manmekbe yiman manmanawarn, dja minj ngalkemeninj. 
LUK.13.7	Wanjh bimarneyimeng nawu dulknahnani, ‘Kanbekka, marneyime, bu mandjewk danjbik ngaye ngamhrey ngahyawani manme kore maninjmanu yiman manmanawarn, dja minj ngangalkemeninj. Wanjh yirrulkdjobkemen, dja wardi kabolkmang rowk mandulkmak bu djalburudjang.’ 
LUK.13.8	Wanjh bininj nawu dulknahnani yimeng, ‘Ngudda nawu yiwohrnan, yidjalbawo bu kuninjkunu mandjewk warridj, ba ngawernhbolkkarung, dja mak ngakurrmekurrme mayh nuye kurdduk. 
LUK.13.9	Dja bu kaluk rerrih manme karrangen bu mandjewkbuyika, kunu kamak, dja bu burrkyak, wanjh kanmarneyime ngarrulkdjobke.’”
LUK.13.10	Kaluk bu kunbarnangarra manbu Sabbath, Jesus benbukkabukkani kore manrurrkkudji synagogue manbu kunrurrk yiwarrudjkenh. 
LUK.13.11	Kaluk kunmekbe ni daluk ngalbu doweni, namalngwarre bikarrmi bu mandjewk eighteen, wanjh bodmemurrngbarlini duninjh, dja minj baleh yimeninj bu yimankek dangimeninj mandjad. 
LUK.13.12	Wanjh Jesus bu binang bikayhmeng bu kumwam kore kumirrk bedberre, dja bimarneyimeng, “Ngudda ngalbu daluk, ngunngehkeng kore nawu ngunhbongkarrmi yihdoweni.” 
LUK.13.13	Wanjh Jesus bidkurrmerrinj kore ngaleng wanjh kundjalburrikudjiwi rerrih bodmemurrngyirriyonginj, dja kamak rowk danginj dja biburlumi God.
LUK.13.14	Dja bininj nawu rurrknahnani kore synagogue, nungka yiddungi bu Jesus bimarnbom kore Sabbath kunbarnangarra seventh, wanjh benmarnerayekwong nawu birrimirnderri, yimeng, “Bu six kunbarnangarra kakarreyo ngurridurrkmirrin, wanjh kunmekbewi kunbarnangarra ngurrimray kabenmarnbun bininj, dja yuwn kabenmarnbun bu kunbarnangarra seventh manbu Sabbath.” 
LUK.13.15	Wanjh Jesus nawu Kawohrnan Rowk biwokmey, yimeng, “Ngudda ngurrihdjalkurren, dja bu Sabbath kunbarnangarra yarrkka, ngudda rowk wanjh ngurriyerrkke mayh ngudberre nawu bulikki dja mak donkey, ngurriyerrkke kore kabongdi, dja ngurrikan ba kukku kabongun. 
LUK.13.16	Dja ngalinjngalu daluk ngalbu ngaleng dorrengh Abraham Mawah djarrkkadberre, dja Satan nawu Namarnde Duninjh yiman bibongkarrmi rerrih bu kunkuyeng eighteen mandjewk, yiddok minj ngurriyime bu kadjalmak bu ngayerrkkeng kore bongdihbongdi kore kunbarnangarra Sabbath?”
LUK.13.17	Bu kunmekbe yimeng wanjh birriwern rowk nawu birriwidnani Jesus wanjh benyemikang, dja nawu birrimirndewern bininj birriwarnmakni rowk bu kunwern kunmakmak Jesus kurduhkurduyimi.
LUK.13.18	Wanjh mak Jesus yimeng, “Kaluk njale yiman karohrok bu kamarnbuyindan bu God Kawohrnan rowk? Kaluk njale ngayolyolme ba bu ngurriburrbun? 
LUK.13.19	Wanjh bu kamarnbuyindan bu God Kawohrnan rowk wanjh yiman karohrok rerrih manmimyahwurd duninjh kangeyyo mustard, manbu bininj mimmey mimburriweng kore kabbal nuye, wanjh manmekbe manmim djordminj, yimerranj kundulk dja nawu mayhmayh birriredmarnbuni kore manyenhyende.”
