MAT.1.1	Ie sab naam Jiesoe Kriest ke baap-daada log ke hai. Oe Daawied aur Aabraaham ke aulaad hai.
ACT.22.21	Bakie Prabhoe bolies: ‘Dja, ham toke doer des ke be-bieswaasie logan lage pathaabe.’ ”
ACT.22.22	Bas djab manai log ie baat soenies, tab oesab na sahie paais aur tjiellaaike bolies: „Aisan aadmie ke dhartie par se hataai de! Oke tjaahie mare ke!” 
ACT.22.23	Tab goessa me oelog ie baat gohoraaike aapan kapra oetaarke oeraawe lagal, aur bhie soeroe karies dhoer oeraawe ke.
ACT.22.24	Tab thaana ke barkwa hoekoem deis kie: „Oke thaana me ledja, aur oke tjhatkoen se maarke poetjh kie kaahe khaatien manai log etana oedhoem kare hai.” 
ACT.22.25	Tab djab oelog oke piete khaat baanh tjoekal raha, tab Paulas barkwa se djaun oke baanhies raha, ose bolies kie: „Bhaai, soen, hamke Roma ke djaatie ke hak hai. Toke hoekoem hai hamme maare ke biena dekhe ke kie hamke kasoer hai kie na?”
ACT.22.26	Tab barkwa djab ie baat soenies, tab oe thaana ke barkwa lage gail aur bolies: „Ab toe ka kariehe? Ie aadmie ke to Roma djaat ke hak hai.” 
ACT.22.27	Tab thaana ke barkwa Paulas lage gail aur poetjhies: „Toke Roma djaat ke hak hai?” Tab oe bolies: „Ha, hamke hai.” 
ACT.22.28	Tab barkwa bolies: „Ham ie hak dher paisa bhare se pailie.” Tab oe bolies: „Aur ham paidaais se pailie hai.” 
ACT.22.29	Bas oesab oke toerante tjhor deis. Aur thaana ke barkwa djab sotjies kie oe aisan aadmie ke banhwaais raha, tab deraai lagal sadja paawe khaatien. 
ACT.22.30	Tabbo oe maangat raha thiek se djaane kie Israel ke aadmie log kaun kaaran se Paulas ke kasoer dewat raha. Ohie se biehaan bhaile oe Israel djaatie ke barka agwan aur oesabke barkwan ke ek lage bolwaais. Tab oe Paulas ke biena ketie se thaana me se oesabke aage legail.
ACT.23.1	Tab Paulas barkwan ke taakke bolies: „Bhaai log, ham Parmeswar ke aage safa sotj-bietjaar se aapan djiewan bietailie hai aur aadj talak bietaaila.” 
ACT.23.2	Tab sab se barka agwa okar bagale ke aadmie log ke hoekoem deis okar moeh par maare ke. 
ACT.23.3	Tab Paulas ose bolies: „Toke Parmeswar sadja deiga, toe bhaktie khele waala! Toe hia par baithke kaanoen se hamaar kasoer dekhaawe maange hai? Tab kaanoen toerke koi ke sahie dewe hai hamme maare ke!” 
ACT.23.4	Tab koetjh manai log bolies: „Ka, toe Parmeswar ke sab se barka agwa ke bedjatie kare hai?” 
ACT.23.5	Tab oe bolies: „Bhaai log, ham na djaanat rahielie kie ie sab se barka agwa hai, nahie to ham na boltie. Kaanoen me to liekhal hai kie: ‘Toelogke djaatie ke barkwan ke biese me kharaabie na batiaihe!’ ”
ACT.23.6	Oe djaanat raha kie sabha me Sadoesie aur bhie Fariesie log raha. Ohie se oe djor se bolies kie: „Bhaai log, ham Fariesie ke palwaar me se hai aur bhie Fariesie baatie. Ham bieswaas kariela kie maral logan djie oethiega. Ohie se ham aadj toelogke aage thara baatie.” 
ACT.23.7	Tab djaise oe ie baat bol tjoekal raha, taise Fariesie aur Sadoesie log apane me takaraar kare lagal, aur sabha doei bhaag me bat gail. 
ACT.23.8	Sadoesie log to bole hai kie maral logan na djie oeth sake hai aur bhie kie parie aur doesar aatma na hai. Bakie Fariesie log ie doeno tjiedj me bieswaas kare hai aur siekhaawe hai.
ACT.23.9	Tab etane me sabha ke manai log bahoet djor se tjiellaai lagal aur koetjh Fariesie log ke dal me ke parhal waalan karaai se bolies: „Hamlogke djaan me oe aadmie koetjh kharaabie na karies hai! Saait ek Parmeswar ke parie kie to doesar swarag waala ose batiaais hai!” 
ACT.23.10	Aur ie takaraar etana doer pahoetj gail kie doeno bagal se oelog oke ghietje lagal. Tab thaana ke barkwa deraai gail. Oe sotjies kie: „Oelog oke ab toekkara toekkara tjier dei.” Tab oe aapan soerdjaatie ke bolwaaike bolies kie: „Oke thaana me ledja.” Oelog aisane karies.
ACT.23.11	Tab oe raat ke Prabhoe Paulas ke lage aail aur bolies: „Paulas, hiemmat baanhe rahiehe! Djaise toe Jeroesaalem me hamare biese me gawaahie deile hai, oisane toke Roma sahar me bhie dewe ke parie.”
ACT.23.12	Tab djab saber bhail, tab koetjh Israel log ek lage aail aur sallaah karke kasam khaais kie: „Hamlog biena koetjh khaai pieje se pahiele Paulas ke maar dhaare k'hoi.” 
ACT.23.13	Tjaalies aadmie se djaada ie kharaab bietjaar karke kasam khaais. 
ACT.23.14	Tab oelog gail agwan aur djaatie ke barkwan ke lage aur bolies kie: „Hamlog kasam khaaike sallaah karlie hai koetjh na khaai pieje ke djab talak hamlog Paulas ke na maar dhaarab.” 
ACT.23.15	Aur bhie bolies: „Toelog thaana ke barkwa se bienaai karke bol de kie oke Paulas ke phieno barkwan ke aage ledjaai. Toelog kariehe djaise okar kaar-baar auro thiek se maange hai khodj kare. Hamlog tajaar baatie oke hia pahoetje se pahiele maar dhaare ke.”
ACT.23.16	Etane me Paulas ke bahien ke betwa oesabke kharaab bietjaar ke biese me soenies. Tab oe thaana me gail aur Paulas se bol deis. 
ACT.23.17	Tab Paulas soenke hoewa ke ek soerdjaatie ke barkwa ke bolaaike bolies: „Ie naudjawaan ke thaana ke barkwa lage ledja. Oe maange hai ose koetjh bataawe.” 
ACT.23.18	Barkwa oke leike gail thaana ke barkwa lage aur bolies: „Paulas djahalia hamse bataais kie ie naudjawaan maange hai tose koetjh bataawe.” 
ACT.23.19	Tab thaana ke barkwa okar haath pakarke oke alag legail aur poetjhies: „Toe kaun tjiedj hamse maange hai bataawe?”
ACT.23.20	Tab naudjawaan bolies: „Soeno, djie. Israel log apane me sallaah karies hai tose poetjhe ke Paulas ke barkwan ke aage phieno ledjaai ke. Oesab kariega djaise maange hai okare biese me auro thiek se khodj kare. 
ACT.23.21	Bakie oelogke na bieswaas kariehe. Tjaalies mardaana se djaada loekaaike agore hai oke maar dhaare ke. Oelog kasam khaais hai na khaai pieje ke djab talak oe djienda rahiega. Oesabhan tajaar hai aur aap ke hoekoem agore hai.” 
ACT.23.22	Tab barkwa bolies: „Toe koi se na bataihe kie toe hamse ie sab baat bolle hai,” aur oke pathaai deis.
ACT.23.23	Tab oe doeigo aapan soerdjaatie ke barkwa ke bolaaike bolies kie: „Aadj nau badje raat ke doei sau soerdjaatie ke tajaar kar Sesaarea djaai ke. Aur sattargo ghora tjalaawe waalan, aur doei saugo tjhoerie ke danda se laraai kare waalan bhie. 
ACT.23.24	Aur Paulas khaatien ekaatgo ghora tajaar kariehe oke barhia se laat Feleks lage ledjaai ke.”
ACT.23.25	Tab oe ek tjietthie liekhies. Oman liekhal raha kie:
ACT.23.26	Laat Feleks djie, ham Klaudias Liesias baatie. Aap kaise baato?
ACT.23.27	Ham ie aadmie ke aapke khaatien pathaaila. Oe Jeroesaalem sahar me Israel log dwaara pakaraail raha. Bakie ham soenlie kie oke Roma djaat ke hak hai. Ohie se djab Israel logan maangat raha okar djaan lewe, tab ham aapan soerdjaatie leike gailie oke batjaawe. 
ACT.23.28	Tab ham oke oesabke barkwan ke sabha ke aage legailie. Ham maangat rahielie djaane kie oelog oke kaahe khaatien kasoer dewat raha. 
ACT.23.29	Tab hoewa ham pata pailie kie oesab oke kasoer deis khaalie oesabke kaanoen ke kaaran se. Bakie oe koetjh na karies hai maut kie to djahal ke sadja paawe khaatien. 
ACT.23.30	Tab djab ham soenlie kie koetjh Israel ke manai kasam khaaike sallaah karies hai oke maar dhaare ke, tab ham toerante faisala karlie oke tore lage pathaawe ke. Aur ham okar kasoer dewe waalan ke hoekoem deilie aapse bataawe ke kaun tjiedj ke biese me oelog oke naalies maange hai kare. Hia talak hamaar tjietthie hai. Aap barhia se rahieho!
ACT.23.31	Tab oe raat ke soerdjaatie log Paulas ke Antiepaatres sahar legail. 
ACT.23.32	Aur djab saber bhail, tab oelog ghora tjalaawe waalan ke okare sanghe Sesaarea pathaai deis aur apane log thaana me laut gail. 
ACT.23.33	Tab djab ghora tjalaawe waalan Sesaarea me pahoetjal, tab oesab laat ke tjietthie deis aur Paulas ke okar aage legail. 
ACT.23.34	Tab laat tjietthie parhies aur Paulas se poetjhies: „Toe kaaha ke baate?” Tab oe bolies: „Sieliesia des ke.” 
ACT.23.35	Tab laat bolies: „Attjha, djab tor kasoer dewe waalan hia par aai djaai, tab ham tor biese me khodj karabe.” Aur oe hoekoem deis oke Herodes ke mahal me band kare ke.
ACT.24.1	Tab paatj rodj baad sab se barka agwa Aanaaniaas aur ekaatgo doesar barkwan ekgo Tertalas naam ke okiel ke leike aaike laat ke paas pahoetjal Paulas ke naalies kare khaatien. 
ACT.24.2	Aur djab Paulas laat ke aage aail, tab Tertalas soeroe karies okar kasoer bataawe ke.
ACT.24.3	Oe bolies: „Laat Feleks djie, tor sahaaita se hamlogke djaatie soekh se rahe hai. Tor raadj tjalaawe ke dwaara to ie des me dher tjiedj auro barhia hoi gail hai. Ohie khaatien hamlog hardam aur sagaro toke dhanbaad deila. 
ACT.24.4	Aur ab ham tose bienaai kariela thora der khaatien hamaar baat par dhiaan lagaawe ke. Djaise toe hardam hamlog par aapan dhiaan lagaile hai, oisane ab bhie kariehe. 
ACT.24.5	Hamlog to djaan gailie hai kie ie aadmie ek khatarnaak aadmie hai. Oe doenia bhar ke Israel ke djaatie log ke tjienta me daarke haltjal matjaawe hai. Aur oe Naasaaret sahar ke Jiesoe ke dal me ke ekgo barkwa hai.
ACT.24.6	Tab djab oe maangies Parmeswar ke mahal barbaad karwaawe, tab hamlog oke pakar leilie oke aapan kaanoen dwaara sadja dewe ke. 
ACT.24.7	Bakie Jeroesaalem ke thaana ke barkwa Liesias aapan soerdjaatie leike aail aur oke djabar-djastie se pakarke legail. 
ACT.24.8	Aur oe hamlogse bolies aapke paas djaai ke ie aadmie ke kasoer dewe khaatien. Djab toe ose ie sab baat ke baare me poetjhiehe, tab toe apane djaan djaihe hamlog oke kaahe ke kasoer deila.”
ACT.24.9	Tab Israel ke sab se barka agwa aur doesar barkwan Tertalas ke alang bhail aur bolies: „Ha, aisane hai.”
ACT.24.10	Tab laat Paulas ke sankiaais batiaai khaatien aur Paulas bole lagal kie: „Laat djie, ham djaaniela kie toe dher baries se ie djaatie ke oeppar faisala kare hai. Ohie se ham hiemmat baanhke tore aage ailie. 
ACT.24.11	Sab koi tose bataai sake hai kie hamme Jeroesaalem me aile aur Parmeswar ke poedje ke abbe baara rodj bhail hai. 
ACT.24.12	Oesab hamme koi se moeh tjalaawat na dekhies hai. Ham Parmeswar ke mahal me aur partjaar ke ghar me aur bhie na kahie sahar me haltjal matjailie hai. 
ACT.24.13	Oelog hamme kasoer dewe hai, bakie na darsaai sake hai.
ACT.24.14	Ham toke djanaaila kie ham aapan baap-daada log ke Parmeswar ke aadar kariela. Ham Mosas ke kaanoen me aur Parmeswar ke pahiele ke sanesian ke sab liekhal baat me bhie bieswaas kariela. 
ACT.24.15	Hamaar aasa Parmeswar par hai aur ham agoriela kie sab manai, tjaahe barhia ja kharaab, oesab djie oethiega. Aur hamaar kasoer dewe waalan ohie agore hai. 
ACT.24.16	Ohie se ham kausies kariela Parmeswar aur manai ke aage hardam safa sotj-bietjaar se rakhe ke.
ACT.24.17	Dher baries bhail kie ham Jeroesaalem sahar me na rahielie, tab ham lautke gailie aapan djaatie log me ke koetjh garieb waalan ke paisa dewe aur bhie Parmeswar ke koetjh baliedaan kare. 
ACT.24.18	Tab djab ham ie kaam karat rahielie, tab oelog hamme Parmeswar ke mahal ke angana me dekhies. Ham safa karwaawal gailie rahielie aur ekko haltjal kie to hoerdoem na bhail raha.
ACT.24.19	Bakie ekaatgo Aasia des ke Israel logan hamme hoewa par dekhke pakaries raha. Djab oelog hamare me koetjh kasoer paawat, tab ohielogke tjaahat raha aadj tore aage aawe ke hamaar oeppar naalies kare ke. 
ACT.24.20	Aur toe hia ke manai log se poetjh sake hai kie oelog hamare me kaun kasoer paais hai djab ham oesabke barkwan ke aage ledjaawal gailie rahielie. 
ACT.24.21	Ham oelogse bollie: ‘Ham bieswaas kariela kie maral logan djie oethiega, ohie khaatien ham aadj toelogke aage thara baatie.’ Hoi sake hai kie oelog hamme ie baat ke biese me kasoer dewe hai.”
ACT.24.22	Laat Jiesoe ke rasta ke biese me thiek se djaanat raha. Tab oe sabha rok deis aur Paulas se bolies: „Djab barkwa Liesias aaiga, tab ham tor oeppar faisala karabe.” 
ACT.24.23	Aur oe soerdjaatie ke barkwa ke hoekoem deis Paulas ke band kare ke aur attjha se dekh-bhaal kare ke aur okar saathie log ke mauka dewe ke oke sewa kare khaatien.
ACT.24.24	Koetjh dien baad laat aapan aurat Droesela leike hoewa gail. Okar aurat ekgo Israel ke aurat raha. Tab Feleks Paulas ke bolwaais aur soene lagal kie oe Kriest Jiesoe ke rasta ke biese me ka bolies. 
ACT.24.25	Bakie djab Paulas soeroe karies bole ke kie hamlogke tjaahie aapan djiewan safa se bietaawe ke aur apane ke samhaare ke, aur bhie kie Parmeswar hamlogke oeppar faisala kariega, tab oe deraai gail aur bolies: „Ab etana thiek hai. Toe djaai sake hai. Djab hamme tem rahie, tab ham toke phien se bolwaabe.” 
ACT.24.26	Oe aasa karat raha kie Paulas oke paisa bharat tjhoetkaara paawe khaatien. Ohie se oe oke ber ber bolaawat raha koetjh baat-tjiet kare khaatien. 
ACT.24.27	Bakie djab doei baries biet gail, tab Feleks ke darie par Porsias Festas laat bhail. Aur Israel ke djaat ke man waala kare khaatien, Feleks Paulas ke band karle rahan deis.
ACT.25.1	Djab laat Festas Sesaarea sahar me aaike pahoetjal, tab tien rodj baad oe Jeroesaalem me gail. 
ACT.25.2	Tab barka agwan ke barkwan aur djaatie ke barkwan Paulas ke naalies karies. 
ACT.25.3	Oesab bienaai karke laat se poetjhies Paulas ke Jeroesaalem pathaawe ke. Oesab sallaah karies raha oke rasta me maar dhaare ke. 
ACT.25.4	Bakie oe bolies: „Na, ie na hoi sake hai. Paulas Sesaarea me band rahie djaaiga, aur ham halieje hoewa lautke djaabe.” 
ACT.25.5	Oe bolies: „Attjha, toelog me se ekaat djane hamare sanghe djaai sake hai. Aur djab oe koetjh kharaabie karle hoi, tab toelog oke hoewa par naalies kar sakiehe.”
ACT.25.6	Laat aath kie to das rodj Jeroesaalem sahar me raha, tab oe phien se Sesaarea me gail. Aur biehaan bhaile oe Paulas ke bolwaais okar oeppar faisala kare khaatien. 
ACT.25.7	Djab oe aail, tab Israel ke barkwan oke gherke har ek rakam kasoer dewe lagal, bakie oesab na darsaai sakat raha.
ACT.25.8	Tab Paulas bolies: „Ham Israel ke dharam ke kaanoen na toerlie hai. Ham Parmeswar ke mahal me koetjh kharaabie na karlie hai aur maahaaraadja se djabarai bhie na karlie hai.” 
ACT.25.9	Bakie Festas maangat raha dekhaawe kie oe ketana attjha laat hai. Ohie se oe Israel ke barkwan ke man waala karies. Aur oe Paulas se bolies: „Toe na maange hai Jeroesaalem djaai faisala howe khaatien?” 
ACT.25.10	Tab Paulas bolies: „Toe thiek se djaane hai kie ham Israel ke djaatie log ke koetjh kharaabie na karlie hai. Toe maahaaraadja ke hoekoem se faisala kare hai. Ohie se ham na maangiela hoewa djaai. 
ACT.25.11	Djab ham kasoerie rahietie aur maut ke sadja laaik baatie, tab ham mare khaatien tajaar baatie. Bakie aise na hai aur koi na oesabke man waala kare khaatien hamme oesabke haath me saup dei sakiega. Ohie se ham maangiela maahaaraadja dwaara faisala howe.”
ACT.25.12	Tab laat aapan mantrie log se baat-tjiet karies. Ekare baad oe Paulas se bolies kie: „Toe maange hai maahaaraadja ke lage djaai? Attjha, ohie ke lage toe djaihe.”
ACT.25.13	Tab djab ekaat dien biet gail raha, tab ekgo raadja aapan bahien sanghe Sesaarea sahar me aail laat Festas se bhet kare. Okar naam Aagrepa aur okar bahien ke naam Berniesa raha.
ACT.25.14	Djab oesab hoewa par dher dien rahie gail, tab laat raadja se Paulas ke biese me bataawe lagal kie: „Feleks ek aadmie ke band karke tjal gail hai. 
ACT.25.15	Aur djab ham Jeroesaalem me rahielie, tab hoewa ke barka agwan aur djaatie ke barkwan oke kasoer deis. Oelog hamse bienaai karke poetjhies oke faisala karke sadja dewe ke. 
ACT.25.16	Tab ham bollie kie: ‘Roma ke djaat ke nem na hai ek manai ke pakarke doesar log ke haath me saupe ke oesabke bhalaai kare khaatien. Bakie oke tjaahie pahiele mauka miele ke aapan naalies kare waalan ke aage apane ke batjaawe khaatien.’
ACT.25.17	Aur djaise oelog hamare sanghe ie sahar me aail, taise ham biehaan bhare djadj ghat sahie deilie aadmie ke hamare aage laawe ke. 
ACT.25.18	Bakie okar naalies kare waalan oke gherke oke ekko kasoer na deis djaun kharaab kaam ke biese me ham sotjlie rahielie kie oe karies hoi. 
ACT.25.19	Oesabhan khaalie aapan dharam ke biese me ose ek na raha, aur bhie ek Jiesoe naam ke aadmie ke biese me. Oe Jiesoe mar gail hai, bakie Paulas ekke baat pakarle hai kie oe djieje hai.
ACT.25.20	Ham na djaanat rahielie kie aisan tjiedj ke biese me hamme kaise tjaahat raha khodj kare ke. Ohie se ham Paulas se poetjhlie kie: ‘Toe maange hai Jeroesaalem djaai hoewa par faisala howe khaatien?’ 
ACT.25.21	Bakie oe bolies kie: ‘Na, ham maangiela kie maahaaraadja hamaar oeppar faisala kare.’ Tab ham hoekoem deilie oke band kare ke djab talak ham oke hoewa na pathaai sakab.” 
ACT.25.22	Tab raadja bolies kie: „Ham bhie maangiela oe aadmie ke soene.” Tab laat bolies: „Attjha, toe biehaan soeniehe.”
ACT.25.23	Tab djab biehaan bhail, tab Aagrepa aur Berniesa khoeb barhia se sadjke mahal me gail. Oelogke saath oetja dardja ke soerdjaatie ke barkwan aur sahar ke barkwan bhie raha. Aur laat ke hoekoem par Paulas bhiettar ledjaawal gail. 
ACT.25.24	Tab laat bolies: „Raadja Aagrepa aur saamiel waalan, aaplog hia par ek djane ke dekhe hai. Sab Israel ke djaatie log Jeroesaalem me aur ie sahar me bhie okar oeppar naalies karies hai. Oesab tjiellaaike bolies kie oke tjaahie mare ke. 
ACT.25.25	Bakie ham djaan gailie kie oke ekko maut ke kasoer na hai. Aur djab oe maangies maahaaraadja dwaara faisala howe, tab ham sallaah karlie oke Roma sahar me pathaawe ke. 
ACT.25.26	Bakie ab ham na djaaniela kie maahaaraadja khaatien hamke okare biese me kaun tjiedj liekhe ke tjaahie. Raadja djie, ohie khaatien ham oke aapke aur sab koi ke aage lailie hai. Tab khodj karke ham koetjh liekh sakab. 
ACT.25.27	Hamke to boedjha hai kie na thiek hai oke Roma pathaawe ke biena maahaaraadja ke djanaawe ke kie oke kaun kasoer hai.”
ACT.26.1	Tab raadja Paulas se bolies: „Ab toke mauka hai apane ke batjaawe ke.” Bas Paulas ek haath oethaaike bolies: 
ACT.26.2+ACT.26.3	„Raadja djie, aap Israel ke djaat ke nem khoeb thiek se djaane hai aur bhie kaun tjiedj ke biese me oesab me ekta na hai. Ohie se ham khoesie baatie kie aadj ham aapke saamne apane ke batjaai sakiela. Aur ham aapse bienaai kariela hamaar baat dhieradj se soene ke.
ACT.26.4	Sab Israel ke djaatie log djaane hai kie ham tjhotahie se oesabke bietj me Taarsas aur Jeroesaalem me rahat rahielie. 
ACT.26.5	Oesabhan dher dien se djaane hai aur djab maange tab gawaahie dei sake hai kie ham Fariesie baatie aur aapan djiewan ek Fariesie ghat bietaaila. Aur Fariesie logan hamlogke dharam ke sab se bhaktie waalan hai.
ACT.26.6	Parmeswar hamlogke baap-daada log ke koetjh waada karies hai, aur ham bieswaas kariela kie oe aapan baat poera kariega. Ohie se ham aadj djadj ke aage thara baatie. 
ACT.26.7	Hamlogke djaat ke baara koel log bhie ohie waada par aasa kare hai aur oesab raat dien Parmeswar ke aadar kare hai djab talak oe aapan waada na poera kare hai. Raadja djie, ehie aasa ke kaaran se oelog hamme kasoer deis hai. 
ACT.26.8	He soene waalan, aaplog kaahe ke na bieswaas kare hai kie Parmeswar maral logan ke djie oethaaiga? Oe to waada karies hai kie aise hoiga!
ACT.26.9	Pahiele ham djaran ke maare bietjaar karat rahielie kie ham kausies karke Naasaaret ke Jiesoe ke naam badnaam karab. 
ACT.26.10	Ham ie kaam Jeroesaalem me soeroe karlie. Hoewa par to ham barka agwan ke hoekoem se dher iesaai log ke djahal me band kar deilie. Aur djab oelogke maut ke sadja mielal, tab ham bhie haamie bharlie. 
ACT.26.11	Aur sab partjaar ke ghar me ham iesaai log ke ber ber djabarai se sadja deike kausies karat rahielie oesabke daatke Jiesoe ke bedjatie karwaawe ke. Ham oesabke oeppar etana goessaai rahielie kie ham doesar des ke sahar talak khodjat rahielie oesabke sataawe khaatien.
ACT.26.12	Aisane ham ek dien Israel ke barka agwan ke hoekoem se Daamaskas sahar djaat rahielie. 
ACT.26.13	Tab rasta par dien doepahare swarag me se ek soeroedj se auro tjatak tjamkal djotie hamlogke oeppar gieral. 
ACT.26.14	Bas hamlog nietje gier gailie aur ham soenlie kie Israel ke bhaasa me koi hamse bole hai: ‘Saul, Saul, toe kaahe ke hamme sataawe hai? Hamse djabarai kare se toke koetjh faida na hoi. Toe khaalie apane ke kharaab kare hai.’
