MAT.1.1	Nönca tlapoale de tiebiebetcöhua de Jesucristo, öque iloac iconie David, hua iconie Abraham.
ROM.12.17	Tlö yeca nemiechonchibele tlin amo cuale, amo xejcuepelicö ca tli amo cuale. Cuöc nenquechihua canajyetla, xecchihuacö cuale para cuale quejtasque innochtie que nenquechihua quiene conbenierebe. 
ROM.12.18	Tlö cuale mochihuas, san quiene ca dependierebe de nemejua, amo xecpeacö niontle peleito ca nionöque. 
ROM.12.19	Notlasojcöicnihua, amo xejcuepelicö tli yeca nemiechchibelea, cache xetiemacacö locör ma Deus cualönoa ca niecate tli nemiechchibelea amo cuale. Pues tlajcuelulpanca:
ROM.12.19	Naja niechtocöroa nobengörus,
ROM.12.19	naja nequencuepelis lo que tli quemejmeresieroa por intlajtlacul,
ROM.12.19	quejtulo Tlöcatzintle.
ROM.12.20	Ejqueu, tlö moenemigo teosebe, xectlamaca. Tlö ömeque, xecötlilte. Pues tlö tecchihuas ejqueu, tecpejpinöjtis, hua iyes quiename tlö tectlötlamachtlölea tlecuabetl ipa itzonteco. 
ROM.12.21	Majcamo cache nemiechxexico tlin amo cuale, cache xecxexicucö tlin amo cuale ca tlin cuale.
ROM.13.1	Nemonochtie ma xomosujetörucö inca tlötlajtoönejme. Pues amo oncate tlötlajtoönejme tlöcamo por Deus. Pues tli cate, cate porque Deus oquentlölejque. 
ROM.13.2	Por inu, öque quecuajnömeque tlajtoöne, quecuajnömeque lo que tli Deus oquetlölejque. Hua innochtie tli tlacuajnömeque, quetlöne para sie yejua condenación. 
ROM.13.3	Pues tlötlajtoönejme amo cate para quemajcömectisque öque tlin cuale quechihua, tlöcamo niecate tli amo cuale quechihua, yejua quenmajcömectea. ¿Tecneque amo tecmajcöyejtas tlajtoöne? Xecchijta tlin cuale, hua ejqueu metzyectieniehuas yaja. 
ROM.13.4	Pues yaja ica tlatequepano de Deus para moproviecho. Cache tlö tecchihua tlin amo cuale, xemajcömeque, pues amo sa nienca quepea checöhualestle para tlacastecörus. Pues yaja icaca tlatequepano de Deus, para tlabengörus hua quecastecörus öque amo cuale quechihua. 
ROM.13.5	Por inu moneque ma xomosujetörucö ca yaja. Amo solamiente por que cuale nemiechcastecörus, tlöcamo nuyejque por que nenquemate ipa nemoyulo que ejqueu conbenierebe. 
ROM.13.6	Por inu nuyejque xectlaxtlöhuacö noche contrebuseyu hua impuesto, ipampa tlötlajtoönejme cate tlatequepanojque de Deus, hua modedicöroa ipa inu sösantle. 
ROM.13.7	Xectiemacacö ca innochtie lo que tli quentocöroa. Tli quetocöroa quecubrörus contrebuseyu, xecmacacö. Tli quetocöroa quecubrörus impuestos, xecmacacö. Tli quetocöroa öque querespetörus, xecmacacö respieto. Tli quetocöroa öque quechamöhuas, hua quetratörus cuale, xecchamöhuacö hua xectratörucö cuale.
ROM.13.8	Ayecmo öque xectlabiquelicö de canajyetla. Sa sente obligación xecpeacö, que yaja ma xomotlasojtlacö entre nemejua. Pues öque quetlasojtla itlöcaicni quechihua noche de lo que tli quejtoa inu ley. 
ROM.13.9	Pues inu ley quejtoa: “Amo xecalaque ca isohua ocsente”. “Amo xetlamecte”. “Amo xetlachteque”. “Amo xemicolte lo que tli ihuöxca ocsente”. Ini nöncate hua noche ocseque mandamientos de inu ley mocumpliroa por sa sie mandamiento, que yaja ini nönca: “Xectlasojtla motlöcaicni quiename taja mismo tomotlasojtla”. 
ROM.13.10	Cuöc tecpea tlasojtelestle amo tecchihua tli amo cuale ca totlöcaicnihua. Ejqueu tlasojtelestle quecumpliroa inu ley.
ROM.13.11	Ma xenemecö ejqueu porque nenquixomate ini nönca ura, que ye ica tiempo para ma xemiehuacö hua ma ayecmo xecochtacö. Pos öxö cache ye totlanca tomöquexteles que cuöc otoneltocaque. 
ROM.13.12	Ye panuteca yohuale, hua ye aseteca tunale. Ma tectlajcalecö noso itlachihual amo cuale de tlajtlayohuaquelestle. Hua ma totlaquenticö ca itlachihual tlöbile. Pos inu tlachihuale iyes quiename totlaquie de guierra. 
ROM.13.13	Ma tenemecö quiename conbenierebe quieme ca tunale. Majcamo teyajtenemecö ipa elfeme de tlöhuöncölestle, nimpor ipa tlapechtle de cacherilajte, nimpor ipa bisio de tlajtlacule, nimpor ipa chalönelestle hua nexiculestle. 
ROM.13.14	Cache cuale xomotlaquenticö de tienemeles Tlöcatzintle Jesucristo, hua ayecmo xectiemucö quiene nenquechihuasque lo que tli amo cuale tli queliebea nemonacayo.
ROM.14.1	Xecselicö öque amo ica checactec de ineltoqueles, pero amo para tlimach nemojolfisque. 
ROM.14.2	Pos meyac veces ica ejqueyi, que sente tlöcatl moneltoca que cuale mocuös de noche sösantle. Hua ocsente, por amo yulchecactec, quecua sa queletl. 
ROM.14.3	Öque quecua, majcamo quedespresiöro öque amo quecua. Hua öque amo quecua, majcamo questloco öque quecua, ipampa Deus ye queselejque. 
ROM.14.4	¿Öquenu taja para tectlajtlacultis itlatequepano de ocsente tlöcatl? Yaja itieco quejtus tlö quechihua tlin cuale noso tlin amo cuale. Cache quisas cuale, ipampa toTieco, öque iloac Tlöcatzintle, quepealo checöhualestle para quechihualtisque ma quisa cuale.
ROM.14.5	Beles canajyeca de nemejua quepensöroa que sente tunale cache importönte ica que ocseque tunalte. Cöra sesen tlöcatl ma iye seguro ipa iyulo de lo que tli quepensöroa. 
ROM.14.6	Öque pa quejta sie tunale, quechihua para Tlöcatzintle. Öque tlacua, tlacua para Tlöcatzintle, pues tietlasojcömatelea Deus. Hua öque amo queneque quecuös canajyetla, nuyejque quechihua para Tlöcatzintle, hua tietlasojcömate Deus. 
ROM.14.7	Pues nionöque de tejua neme sa para ca sie yaja mismo, hua nionöque de tejua meque sa para sie yaja mismo. 
ROM.14.8	Pues tlö quejtus teneme, para Tlöcatzintle teneme, hua tlö temejmeque, para Tlöcatzintle temejmeque. Ejqueu, tlö quejtus teneme noso cox temeque, de Tlöcatzintle tecajcate. 
ROM.14.9	Pues Cristo para inu omecoac hua ocsajpa nemoac, para que ejqueu iloac Tlöcatzintle de tli mimejque hua de tli yulejtecate.
ROM.14.10	Cache taja, ¿tli ipampa tectlajtlacultea mocni? Noso, ¿tlica tecdespresiöroa mocni? Pues tonochtie teniesetibe tieixtla Deus, cöne tiechjuscörusque. 
ROM.14.11	Pues tlajcuelulpanca:
ROM.14.11	Melöhuac ica que naja neneme, quejtulo Tlöcatzintle,
ROM.14.11	hua melöhuac nuyejque ica que noche tlöca motlancuöquetzasque nixtla,
ROM.14.11	hua noche camactle tieteochihuas Deus.
ROM.14.12	Ejqueu noso cara sesen tlöcatl quetiemacas cuienta tieca Deus de inemeles.
ROM.14.13	Por inu, ma ayecmo tostlocucö entre tejua. Cache ma tostlocucö tejua mismos, para que ejqueu amo tecchihuasque niontle tli quechihualtis ma moteputlame sente tocni hua ma betze ipa tlajtlacule. 
ROM.14.14	Naja necmate, hua necpea por seguro tieca Tlöcatzintle Jesús, que de noche sösantle tli Deus oquechejchijque amo onca niontle amo cuale. Pero nieca öque quenenebelea nele canajyetla icaca amo cuale, pos para yaja icaca amo cuale. 
ROM.14.15	Hua tlö por lo que tli taja tejcua tecchihualtea ma motequepacho mocni, ayecmo teneme san quiene ca tlasojtelestle. Ayecmo xecxexetunele noso ineltoqueles mocni por lo que tli tejcua, pues por ipampa yaja omecoac Cristo. 
ROM.14.16	Amo xejcöhuacö noso ma giente tlajtucö amo cuale de lo que tli ica cuale para nemejua. 
ROM.14.17	Pos cöne tlamandöruro Deus, amo sa ica de lo que tli öque quecua nimpor de lo que tli öque cone, tlöcamo cache tratörebe de yectelestle hua yecsiebelestle hua pöquelestle tietech Espíritu Sönto. 
ROM.14.18	Pues öque tietequepanoa Cristo ica inu sösantle, yaja tiepöquelesmaca Deus, hua noche tlöca pa quejta yaja. 
ROM.14.19	Por inu, ma tectiemucö inu sösantle tli quebicatze yecsiebelestle, hua inu sösantle ca tli cuale tobepöhuasque entre tejua. 
ROM.14.20	Amo xecniempolucö tieteque de Deus por causa de tli nenquecua. Noche sösantle de melöhuac cate chepöjque para cuale tejcua. Pero amo cuale ica tlö sente tlöcatl quecuös canajyetla hua por inu quechihualtis ocsente ma betze ipa tlajtlacule. 
ROM.14.21	Ica cuale öque amo quecuös nacatl, noso amo conis tlaile, noso amo quechihuas niontle tlö cana por inu quechihualtisquiöne ma betze icni. 
ROM.14.22	Beles taja tecpea checöhuac moneltoqueles para cuale tejcuös de noche sösantle. Pues xecpea inu neltoquelestle para taja mismo tieixpa Deus. Cuale icnupel öque amo motlajtlacultea cuöc quepensöroa que canajyetla icaca cuale para yaja. 
ROM.14.23	Cache öque ica ca ume iyulo cuöc tlacua, iyes tlajtlacultec tlö tlacuös, ipampa amo tlacua ca inu neltoquelestle de que quechijteca tlin cuale. Pos noche sösantle tli öque amo quechihua ca neltoquelestle, ica tlajtlacule.
ROM.15.1	Bieno pues, tejua tli techecacteque tecate de toneltoqueles, ma tequencuajpetzojtacö tli amo checacteque hua majcamo tecchihuacö sa lo que tli tejua mismo tejcualejta. 
ROM.15.2	Cöra sesen tlöcatl de tejua ma quechihua lo que tli quecualejta icni para iproviecho icni, para ma mobepöhua ipa iyulo. 
ROM.15.3	Pos Cristo nuyejque amo oquechijque sa lo tli quecualejtaque para yejuatzi mismo, cache tiepa omochi quiene tlajcuelulpanca: “Inu tiepejpinöjtelestle hua tiepöpöquelestle de nieca giente tli metzmopöpöquelejque ohuöla noche nopa naja”. 
ROM.15.4	Pos noche sösantle tli ca ye niepa omojcuelo, para totlamachteles omojcuelo, para que ejqueu ma tecxicojtacö ca paciencia hua ma tanimörucö por inu teotlajtule, hua ejqueu ma tecpeacö nemöchealestle. 
ROM.15.5	Öxö, Deus, öque tiechmacalo paciencia hua tiechanimöruro, yejuatzi ma nemiechpaliebicö para nenquemachelisque que sa secne nencate, hua para ejqueu nennemesque porque nenquechihuasque san quiene ca oquechijque Cristo Jesús. 
ROM.15.6	Hua ejqueu ca sasie tlanequelestle hua quieme ca sasie nemocamac nentiechajchamöhuasque yejuatzi öque iloac tieDeus hua tieTajtzi de Tlöcatzintle totieJesucristo.
ROM.15.7	Por inu, xomoyecnutzacö cuale sie tlöcatl ca ocsie tlöcatl, quieme nuyejque Cristo onemiechyecnutzque. Ejqueu ma quepeacö chamöhualestle Deus. 
ROM.15.8	Nequejtoa noso, que Cristo Jesús onechihualuc tlatequepano de joriojte para ma niese que Deus iloac melöhuac, hua para ma cafirmörucö inu promiesas tli Deus oquenmacaque ca intötajua de joriojte. 
ROM.15.9	Hua nuyejque onechihualuc tlatequepano para que giente tli amo joriojte ma tiechajchamöhuacö Deus ipampa quenpililo icnuejtelestle. Pues ejqueu tlajcuelulpanca:
ROM.15.9	Por inu naja temetzmochajchamöbelis intzölö giente tli amo joriojte,
ROM.15.9	hua necuicas motucöyupantzinco.
ROM.15.10	Hua pa ocsie pörte quejtoa:
ROM.15.10	Xepajpöquecö, nemejua tli amo nenjoriojte, ca tiepuieblo de Deus.
ROM.15.11	Hua ipa ocsie pörte:
ROM.15.11	Xetieteochihuacö Tlöcatzintle noche quiejquech amo nenjoriojte nencate,
ROM.15.11	hua xetiemabesuticö giente de noche puieblos.
ROM.15.12	Hua pa ocsie pörte Isaías quejtoa ejqueyi:
ROM.15.12	Iloas de Isaí sente inelhuayo, tli neajcoquilus para quenyecönasque noche naciones,
ROM.15.12	hua tietech yejuatzi momöchixtasque tli amo joriojte.
ROM.15.13	Öxö, Deus, öque quetiemacalo tlamöchealestle, ma nemiechtiemiticö de pöquelestle hua de yulsiebelestle porque nemoneltoca, para que ejqueu ca nemejua momeyaqueles nemotlamöcheales por tiechecöhuales Espíritu Sönto.
ROM.15.14	Cache naja neca seguro, nocnihua, que sie nemejua nencate lalebes cuale, hua que Deus nemiechmacaque meyac machestelestle, hua que por inu cuale nemotlajtulmacasque entre nemejua. 
ROM.15.15	Cache ye onemiechejcuelfe, pero beles tepetzi checöjque notlajtulhua. Pero sa necnequeya nemiechtlalnömectis de lo que tli ye nenquemate, porque ejqueu Deus niechmacaque tiefavur ma necchihua ejqueu. 
ROM.15.16	Niechtlölejque para ma neye netlatequepano de Jesucristo para ca giente tli amo joriojte, hua noteque ica de que ma nequennunutza de inu cuale tlamachestelestle de Deus. Hua nequenbicatz inu giente para Deus, quiename sente teopexque quebicatz bentle para ma quecualejtacö Deus. Hua yejuatzi quencualejtasque inu giente hua quenselisque, porque Espíritu Sönto quenchihualtejque ma yecö yecteque. 
ROM.15.17	Necpea, noso, de tli cuale nochamöhuas por medio de totieJesucristo ipa sösantle de Deus. 
ROM.15.18	Pues solamiente netlajtlajtojteca de inu sösantle tli oquechijque Cristo por nopampa para ma moneltocacö tli amo joriojte. Oquechijque ica tlajtule hua ica tlachihualeste. 
ROM.15.19	Ca beletelestle oquechijque tietzöbetl por tiechecöhuales de tieEspíritu Deus. Ejqueu omochi que desde Jerusalén, hasta ompa Ilírico, ca nobeyo locör ye onetlanunutz ca innochtie de inu cuale tlamachestelestle de Cristo. 
ROM.15.20	Pues ejqueu onecnec netlanunutzas de inu cuale tlamachestelestle cöne ayemo öque otlanunutzaya de Cristo, para que majcamo necchihua cöne ocsente ye quepiehualte tequetl. 
ROM.15.21	Pues ejqueu mochihuas quiename tlajcuelulpanca:
ROM.15.21	Nieca giente tli ayec yeca oquennunutz de yejuatzi, yejua quejtasque,
ROM.15.21	hua niecate tli ayec oquecajque, casojcömatesque.
ROM.15.22	Ejqueu noso, ye meyacpa necnequeya neyös ca nemejua, pero abele. 
ROM.15.23	Cache öxö ye onecsencö noteque ipa ini nöncate tlölte, hua ye quepea meyac xebetl que lalebes necneque neyös ca nemejua. 
ROM.15.24	Por inu cuöc neyös ca España nepanus ca nemejua. Pues necchea que cuöc nepanus nemiechejtas, hua nenniechtitlanesque nemejua ca cuale para ompa España, tlö quejtus cachto necpeas inu pöquelestle de neyes ca nemejua. 
ROM.15.25	Cache öxö neya ca Jerusalén para nequenpaliebiti yecteque tli ompa cate. 
ROM.15.26	Pos tocnihua de inu estados de Macedonia hua Acaya oquenejque para quechihuasque tlanecheculestle para quenpaliebisque tlin porubejte de entre yecteque tli cate ompa Jerusalén. 
ROM.15.27	Pues icaca cuale que oquenejque quechihuasque ini nönca, pues melöhuac quetlabiquelea. Pues yejua tli amo joriojte nuyejque oquepexque pörte de inu sösantle espiritual tli quentocoroöya joriojte. Por inu noso conbenierebe ma quenpaliebicö joriojte ca tli quenpoloa para incuierpo. 
ROM.15.28	Entunses, cuöc ye onectlame ini nönca tequetl, hua ye onequenmöcte ini nönca tietlöocolelestle, nemiechetztequisas cuöc nepanus para neyös España. 
ROM.15.29	Hua necmate que cuöc naseti ca nemejua, naseti ca inu meyac bendeseyu tli quetiemacalo Cristo.
ROM.15.30	Nemiechtlötlajtea noso, nocnihua, por toTlöcatzintle Jesucristo, hua por tietlasojteles Espíritu, ma xeniechpaliebicö ca nemotlajtlötlajteles tieca Deus por naja. 
ROM.15.31	Xomotlötlajticö para ma nemöquisa de inmöc nieca giente tli amo tlaneltoca tli cate ipa Judea. Hua xomotlötlajticö que ini nönca tlanecheculestle tli necbica inca tli yecteque ipa Jerusalén ma quecualejtacö. 
ROM.15.32	Ejqueu ma naseti ca pöquelestle ca nemejua por tietlanequeles Deus, hua ma nosiebe ca nemejua. 
ROM.15.33	Öxö, Deus, öque quetiemacalo yulsiebelestle, ma iloa ca nemonochtie nemejua. Amén. Ma ejqueu iye.
ROM.16.1	Nemiechrecomendörfea tocni sohuatl Febe, öque 
ROM.16.2	Xecselicö tietucöyupantzinco Tlöcatzintle, quiename nemiechconbenieroa ipampa nencate nenyecteque. Hua xecpaliebicö ipa noche sösantle tli quepoloa. Pues yaja ye oquenpaliebe meyactie de tocnihua, hua naja nuyejque niechpaliebe.
ROM.16.3	Xequentlajpalucö Prisca hua Aquila, öque cate nocompanieros ipa tequetl de totieJesucristo. 
ROM.16.4	Yejua omotlölejque ipa peligro para niechmöquextejque. Hua amo sa naja nequentlasojcömatelea, tlöcamo noche tocnihua de ca nobeyo. 
ROM.16.5	Hua nuyejque xequentlajpalucö inu creyentes tli mosentlölea ipa inchö Aquila hua Prisca. Xectlajpalucö Epeneto, öque nectlasojtla, öque cachto de innochtie de inu estado de Asia omoneltocac tieca Cristo. 
ROM.16.6	Xectlajpalucö María, öque lalebes ye otequet ca nemejua. 
ROM.16.7	Xectlajpalucö Andrónico ca tiehua Junias, tli cate de nogiente. Yejua tzajtzactaya ca naja ipan cörsel. Hua inu tlateotitlanme quenyectieniehua; hua yejua cachto omoneltocaque que naja tieca Cristo. 
ROM.16.8	Xectlajpalucö Amplias, öque nectlasojtla tieca toTlöcatzintle. 
ROM.16.9	Xectlajpalucö Urbano, tocompaniero de inu tequetl de Cristo Jesús, ca tiehua Estaquis, öque nectlasojtla. 
ROM.16.10	Xectlajpalucö Apeles, öque ye quetiemacac meyac pruebas de que cuale ica ineltoqueles tieca Cristo. Xequentlajpalucö nuyejque tli cate ipa ichö Aristóbulo. 
ROM.16.11	Xectlajpalucö Herodión, öque ica de nogiente. Xequentlajpalucö tli cate ipa ichö Narciso, tli moneltoca tieca toTlöcatzintle. 
ROM.16.12	Xectlajpalucö Trifena ca tiehua Trifosa. Ini nöncate lalebes tejtequete tiepampa Tlöcatzintle. Xectlajpalucö Pérsida, öque tectlasojtla. Yaja lalebes ye otequet tiepampa Tlöcatzintle. 
ROM.16.13	Xectlajpalucö Rufo, öque toTlöcatzintle quixpejpenque, hua nuyejque xectlajpalucö inöntzi öque ica para naja quiename nonöna. 
ROM.16.14	Xequentlajpalucö Asíncrito, hua Flegonte, hua Hermes, hua Patrobas, ca tiehua Hermas, hua quiejquech tocnihua cate ca yejua. 
ROM.16.15	Xequentlajpalucö Filólogo, hua Julia, Nereo hua icni sohuatl, hua Olimpas, hua noche tli yecteque tli cate ca yejua. 
ROM.16.16	Xomotlajtlajpalucö entre nemejua ca sente petzulestle yectec. Nemiechtlajpaloa noche grupos de creyentes tieca Cristo.
ROM.16.17	Öxö nemiechtlötlajtea lalebes, nocnihua, xequemejtacö öquemejua quennencuaxeloa tocnihua hua quenchihualtea ma betzecö. Pues inu sösantle ica encuntra de inu tlamachestelestle tli nemejua ye nenquetzecojque. Por inu xomonencuaxelucö de inu nieca giente tli quechihua. 
ROM.16.18	Pos yejua amo tietequepanoa Tlöcatzintle Cristo tlöcamo quetequepanoa yaja inmijte. Hua ca tlajtulme cualtzetzi quencajcayöhua inyulo de tli ayemo quemate. 
ROM.16.19	Pos ye omacheac inca giente de ca nobeyo de quiene nemejua nentieneltoca Deus, hua por inu nepajpöque de nemejua. Pero necneque xeyecö nentlajmatque ipa tlin cuale, hua amo xecmatecö nenquechihuasque tlin amo cuale. 
ROM.16.20	Hua Deus, öque quetiemacalo neyulsiebelestle, sa nima quexaxacualus inu Satanás itzintla nemocxehua.
ROM.16.20	Tiefavur toTlöcatzintle Jesús ma iye ca nemejua. 
ROM.16.21	Nemiechtlajpaloa Timoteo, nocompaniero de traböjo, hua Lucio hua Jasón ca tiehua Sosípater, öquemejua cate de nogiente.
ROM.16.22	Naja neTercio, öque nequejcuelojteca ini nönca cörta de tocni Pöblo, naja nuyejque nemiechtlajpaloa tieca toTlöcatzintle.
ROM.16.23+ROM.16.24	Nemiechtlajpaloa Gayo, öque niechcalutejteca naja hua quencalutea noche tocnihua. Nemiechtlajpaloa Erasto, tesoriero de ini nönca ciudad, hua tocni Cuarto.
ROM.16.25	Öxö, ma tetiechamöhuacö Deus, öque cuale nemiechchecöjtas san quiene ca quejtoa inu cuale tlamachestelestle de tli naja netlanunutza, tli tlajtlajtoa de totieJesucristo. Pues netlanunutza de inu secrieto tli omojyöntaya desde nochepa, desde ca opie tlöltecpactle, pero öxö ye tiechejtetejque Deus, 
ROM.16.26	hua ye cuale niese. Hua öxö macheateca ca nobeyo por medio de inu teotlajtule tli oquejcuelojque tlayulepantejque. Pues Deus, öque iloac nochepa, yejuatzi oquemandörojque ma machea intzölö giente de noche naciones para ma tieneltocacö hua ma moneltocacö tiecatzinco. 
ROM.16.27	Yejuatzi Deus, öque solamiente yejuatzi iloac tlajmatque, ma quepeacö chamöhualestle nochepa tietlacopantzinco totieJesucristo. Amén. Ma ejqueu iye.
1CO.1.1	Naja nePöblo. Cristo Jesús niechnutzque para ma neye netietlateotitlantle, pues ejqueu oquenejque Deus. Naja ca tiehua tocni Sóstenes 
1CO.1.2	nemiechejcuelfea ini nönca cörta para nemejua tli nencate de inu grupo de creyentes ca toDeus ompa Corinto. Nemejua nencate solamiente para Cristo Jesús, hua Deus onemiechnutzque para ma xeyecö nenyecteque. Nequejcueloa ini nönca cörta nuyejque para noche giente de noche tlöltecpactle tli tiemotlötlajtelea Deus tietucöyupantzinco totieJesucristo; pues yejuatzi iloac Tlöcatzintle de yejua nuyejque quieme de tejua. 
1CO.1.3	Deus toTajtzi hua Tlöcatzintle Jesucristo ma nemiechmomeyaquelicö tieinfavur hua neyulsiebelestle.
1CO.1.4	Seme netietlasojcömatelea noDeus por nemejua, porque yejuatzi nemiechpaliebilo por medio de Cristo Jesús. 
