MAT.1.1	Tüfa Jesucristo tañi kuyfike tuwün pu che em, David em ka Abraam em tañi pu yomel ürke:
ACT.15.13	Dew nütramkalu engu, Santiaw feypi:
ACT.15.13	—Pu peñi, allkütumuchi: 
ACT.15.14	Simon ta nütramkaleiñmew chumngechi ta Ngünechen llituy ñi füreneafiel tati pu judiu tuwünngenolu, ka femngechi ñi dulliael tati pu judiu tuwünngenolu kiñe trokiñche kisungealu. 
ACT.15.15	Tüfa ta ka femngechi feley chumngechi tañi wirintukukünuel tati pu pelon wentru, chumngechi feypiley ta Wirin Chillka mew:
ACT.15.16	‘Dew rupale tüfa, wiñome ka dewmatuafiñ David tañi trananagkülechi ruka.
ACT.15.16	Dewmatutuafiñ tati teyfükawkülelu ka we witrañpüramtuafiñ,
ACT.15.17	femngechi tati kakelu inaye tañi kintuafiel engün ta Ñidol
ACT.15.17	kom kiñentrür kakelu fütrake trokiñche engün kom tati wiñoduamangetulu ñi yafkan mew iñche ñi üy mew.’
ACT.15.18	Ñidol tati kimelkünulu kom tüfachi dungu fütra kuyfi mew, feypikünuy tañi dungun.
ACT.15.19	“Feymew iñche kay ngüneduamün, ñi kümenon aporia meñkukünulngeael reke tati pepilfalnochi dungu tati pu judiu tuwünngenolu ti elkünutulu tañi kuyfike feyentun femngechi ñi inayafiel ta Ngünechen. 
ACT.15.20	Yochikay müten tañi wirilelngeael kiñe karta tati pu judiu tuwünngenolu tañi inoael engün tati ilo kulliñ tati langümelngeel tati pu dewman pichike ngünechenngealu, ka fill domo ñi üñamyenoael engün ka tañi inoael engün kisu lachi kulliñ, ürfilu no rume tañi inoael engün, mollfüñ no rume tañi ingenoael. 
ACT.15.21	Fütra kuyfi mew am mülekelu kom waria mew tati kimeltukelu Moyse tañi ley dungu, tati chillkatungekeel ta sinagoga mew fill ürkütun antü mew.”
ACT.15.22	Tati pu apostol ka ti pu longkolelu, kom tati feyentuleyechi trokiñche engün, eluwi tañi kiñeke dullintuael engün tañi werküafiel ta Antiokia kiñentrür Pablo ka Bernabe engün. Dullingey ta Juda tati Barsaba pingekelu, ka Silas, tati yamfal wentrungelu ti pu feyentulechi che mew, 
ACT.15.23	fey kisu engün mew yefaltukuy tüfachi karta:
ACT.15.23	Iñchiñ taiñ pu apostolngen ka ti pu longko, lemoria piaiñ taiñ pu peñi ka lamngen, tati pu judiu tuwünngenolu müleyelu ta Antiokia, Siria ka Silisia waria mew:
ACT.15.24	Iñchiñ kimiyiñ ñi amun kiñeke che Jerusalen mew mülelu. Iñchiñ werkülafiyiñ tüfachi pu che. Kisu ngünewün amuyngün, fey kimeltupuy engün kalechi kimeltun, fey engün welulkaleymünmew. 
ACT.15.25	Feymew, nütramkawlu iñchiñ, kom trüruwiyiñ taiñ dulliael kiñeke pu peñi, tamün pemeaetew ta eymün, fey tüfachi pu peñi ñi amuael kiñentrür taiñ sakin epu peñi Bernabe ka Pablo engün. 
ACT.15.26	Kisu engu ta kuñiwünngechi dungu mew rupay engün Ñidol Jesucristo tañi duam. 
ACT.15.27	Feymew tati werküleluwiyiñ ta Juda ka Silas. Femngechi kisu engu fente küme nütramkapuaeymünmew ka kimeltupuaeymünmew kom tüfachi dungu. 
ACT.15.28	Femngechi ñi ayüel tati Lif Küme Küme Püllü, ka femngechi iñchiñ ayülaiñ tamün werküwafiel fentren dungu taiñ femkeel ti pu judiu, welu feypiwayiñ tüfachi pichin dungu müten tamün femael: 
ACT.15.29	Feley tamün inoael ti ilo kulliñ ti langümelngeel tati pu dewman pichike ngünechenngealu, ka tamün inoael mollfüñ, kisu lachi kulliñ no rume ñi ingenoael ka tamün ñiwaldomonoael. Kuñiwtuwkülelmün kom tüfachi dungu mew, rume küme dungu femaymün.
ACT.15.29	Küme amulepe tamün dungu.
ACT.15.30	Feymew kisu engün rupan chaliwlu, amuyngün ta Antiokia. Fey trapümpufilu tati feyentulechi pu che, wülpuy tañi yeelchi wirin karta engün. 
ACT.15.31	Feymew tati feyentulechi pu che chillkatufilu tati wirin karta, rume ayüwi engün ñi rume yafültukuetew mew tati wirin dungu. 
ACT.15.32	Juda engu Silas am ka nielu feychi adümuwün ñi kimeltuael ti werken dungu ñi llowel Ngünechen mew, yafültukuniefi ka rume trepewelfi engu ñi nütram mew tati feyentulechi pu che.
ACT.15.33	Fey kiñe mufü antü rupalu wüla, ti feyentulechi pu che chalitueyew engün ñi küpatuael engu küme tüngün mew, tañi wiñotuael ñi werküetewchi pu che mew. 
ACT.15.34	Welu Silas ayüfuy tañi müleweael ta tüye mew.
ACT.15.35	Fey Pablo engu Bernabe mülewey ta Antiokia, ka fentren kakelu che engün, fey amuley ñi kimeltuchen ka ñi wewpilelafiel Ñidol tañi werken dungu.
ACT.15.36	Kiñe mufü antü rupalu, Pablo feypifi ta Bernabe:
ACT.15.36	—Ka wiñome witranngemeayu tati feyentulechi pu che mew itrokom ti waria mew chew ta dew kimeltuyu Ñidol Jesus tañi werken dungu, femngechi tayu kimafiel tañi chumlen engün.
ACT.15.37	Bernabe ayüfuy ñi yeafiel ta Juan, ka Marku pingekelu, 
ACT.15.38	welu Pablo adentulay tañi yeafiel, Marku am kisukünuetew kiñechi miyawlu Panfilia waria mew, ka pirkelay ñi inayaetew kisu engu ñi küdaw mew. 
ACT.15.39	Femngechi ta rume fütra welulkawi engu, fey wüda triparpuyngu. Bernabe yefi ta Marku, fey kiñe farku mew amuyngu ta Chipre wapi mew. 
ACT.15.40	Feymew, Pablo kay, dullifi ta Silas, fey chalintukueyew tati feyentulechi pu che ta Ñidol Jesus tañi poyeafiel, fey tripayngu tiye mew. 
ACT.15.41	Rumerpuy engu ta Siria ka Silisia, fey yafülkiyawülfi tati pu che feyentulelu.
ACT.16.1	Pablo puwi ta Derbe ka Listra, feymew pepuy kiñe weche wentru feyentulelu Timotew pingelu. Kiñe feyentulechi domo judiu tuwünngelu tañi püñeñ, fey ñi chaw griegu ürke. 
ACT.16.2	Tati pu feyentulechi che mülelu Listra ka Ikonio rume küme tukulpaeyew ta kisu. 
ACT.16.3	Pablo ayürkey ta Timotew ñi kompañaetew, welu wünelu mew elufi tañi sirkunsidangeael tañi wesa duamnoael tati pu judiu mülelu feytichi waria mew, kom kimnielu engün am Timotew tañi chaw tañi griegungen. 
ACT.16.4	Kom tati waria mew tañi rupael engu, kimelelfi tati pu feyentulechi che tañi ngülamtuel tati pu apostol ka ti pu longkolelu ti trokiñche mülelu ta Jerusalen. 
ACT.16.5	Femngechi tati trokiñche feyentulelu doy küme inay engün ñi mupiltun mew ka femngechi kake antüngey doy alünngey engün.
ACT.16.6	Tati Lif Küme Püllü am elunoetew tañi wewpiael tati küme dungu ta Asia ñi trokiñ mapu mew, rumey engün Frigia tañi trokiñ mapu mew ka Galasia trokiñ mapu mew, 
ACT.16.7	fey puwi engün tuntepan ta Misia trokiñ mapu. Fey rakiduami engün tañi konpuael Bitinia tañi trokiñ mapu mew, welu Jesus tañi
ACT.16.8	Feymew katrürumeyngün ta Misia, fey nagpuy engün Troa tañi ayliñ mew. 
ACT.16.9	Feymew Pablo pun mew pewfaluweyew kiñe che. Pefi kiñe wentru Masedonia trokiñ mapu mew tuwlu, witrakünuwi ñi llellipuaetew: “Konpunge ta Masedonia ka kellumuaiñ.” 
ACT.16.10	Pablo, pefilu müten ñi pewfaluwetewchi wentru, pepikawi tañi konpuael ta Masedonia. “Fente küme kimiyiñ Ngünechen taiñ werküetew taiñ wewpiael Jesus ñi werken dungu tiye mew” pirkey ta Pablo.
ACT.16.11	Tuwlu iñchiñ ta Troa, püraiñ kiñe farku mew. Üngkükünu amuiñ Samotrasia pingechi wapi mew, fey kangelu antü mew puwiyiñ ta Neapolis waria mew. 
ACT.16.12	Tüfey mew tripaiñ, fey trekalen amuiñ ta Filipo, fey tüfa Masedonia tañi doy küme fütra waria. Tüfey püle tati pu romache ka konpalerkey feychi mapu mew. Üyew müleweiñ kiñe mufün antü.
ACT.16.13	Fey kiñe ürkütun antü mew tripaiñ wekuntu ti waria mew inaltu lewfü, rakiduamiyiñ tañi nien ti pu judiu kiñe ngillatuwe lelfün. Anükünuwiyiñ ka nütramelfiyiñ ti küme dungu tati pu domo tüfey mew trawüluwyelu. 
ACT.16.14	Kiñe ti pu domo Lidia pingey, tuwlu Tiatira mülechi waria mew neosiakelu rume kümeke fütrake katrün pañu re purpurangelu. Tüfachi domo püramyekerkefi ta Ngünechen fey allkütulerkey, fey Ñidol Ngünechen kellueyew ñi küme allkütuñmayafiel ka ñi müngeltuafiel Pablo tañi nütramkameelchi dungu. 
ACT.16.15	Fawtisangey kom tañi pu che engün, fey wüla ka llellipueiñmew:
ACT.16.15	—Rüf feyentulmun iñche tañi feyentun ta Ñidol mew, küpamün iñche tañi ruka mew tamün umañtuael.
ACT.16.15	Feymew aporiaeiñmew taiñ mülewenagael.
ACT.16.16	Kiñe rupachi, amulelu iñchiñ tati ngillatuwe lelfün mew, trenumafiyiñ kiñe üllchadomo kontunierkeeyew weküfü pelotuchefengelu. Pütrüken pülata wewkerkey tati ngenngeelchi wentru kisu mew tañi pelotucheleken mew ta kisu. 
ACT.16.17	Tüfachi üllchadomo eluwi taiñ inanieaetew taiñ wirartunieetew Pablo iñchiñ:
ACT.16.17	—¡Tüfachi pu wentru ta poyekefilu wenu mapu mülechi Ngünechen, kimelpapeeymünmew ta eymün ti montun küme dungu! ―pirkey ñi dungun.
ACT.16.18	Tüfa ta feypimekekey fill antü reke, fey wüla ta Pablo wesa duami. Feymew wiñokintufi ñi feypiafiel ti weküfü tañi kontunieetew:
ACT.16.18	—Jesucristo tañi pepiluwün mew, werküaeyu tami tripatuael tati üllchadomo mew.
ACT.16.18	Fey üyechi lelen mew müten elkünutueyew tati weküfü.
ACT.16.19	Welu tati ngenngelelu tati üllchadomo mew, ngüneduamlu tañi doy pepi wewpülatawenoael tati üllchadomo mew, nüfi ta Pablo ka Silas, fey yefi tati waria che ñi pu awtoridad mew ñi püresuntukuafiel. 
ACT.16.20	Puwülfi engu tati pu kues mew, feypilen mew:
ACT.16.20	—Tüfachi epu judiu ta pofolkañmapaeiñmew taiñ pu trokiñche. 
ACT.16.21	Kimeltuyawüli engu iñchiñ taiñ ayünoelchi wimtun taiñ adümafiel no rume. Iñchiñ ta Roma tuwünche.
ACT.16.22	Feymew kom tati pu che lladkütueyew engu, ka tati pu kues kondenaeyew tañi müntuñmangeael tañi takuwün engu ka tañi wimakangeael engu alü rumechi farilla mew. 
ACT.16.23	Rupan wimakangelu engu, tukungey karsel mew ka werküngey tati longkolelu karsel mew tañi fente küme llüwatuleael. 
ACT.16.24	Femngechi werküngelu, tati longkolelu karsel mew tukufi Pablo engu Silas doy alü ponwitulechi katrüntuku mew, fey ñi epu namun ükaftukukünuñmangey epu düllolechi mamüll mew.
ACT.16.25	Welu feychi rangi pun dewma, Pablo engu Silas mekey ñi ülkantulfiel ta Ngünechen, fey ti kakelu püresu allkütuley engün. 
ACT.16.26	Ruparumey kiñe fütra nüyün. Nengümkawi kom tati karsel. Feymew nülankepi kom tati wülngiñ, ka kom tati pu püresu neyfiyey engün tañi kadena tañi trariel mew, welu lefmawlayngün. 
ACT.16.27	Feymew trepelu tati longkolelu karsel mew, pefi ti wülngiñ karsel ñi nülalen, nentupay tañi fütra wayki tañi langümuwafel. Kisu rakiduamürkey tati pu püresu ñi kom tripatun ka lefmawün. 
ACT.16.28	Welu Pablo wirareleyew:
ACT.16.28	—¡Chem wesa femuwkilnge rume! ¡Kom mülekaiñ tatey!
ACT.16.29	Feymew tati longkolelu karsel mew mütrümi ñi elungeael kiñe küdetuwe. Lefkülen konpuy ka yafyafi fente ñi llükalen, fey lukunagpuy Pablo ka Silas tañi namun püle. 
ACT.16.30	Feymew ka nentupatufi ka ramtungey engu:
ACT.16.30	—Epu ñidol, ¿chuman am tañi montuam?
ACT.16.31	Kisu engu llowdunguy:
ACT.16.31	—Feyentuaymi ta Ñidol Jesus mew. Femngechi montuaymi ta eymi ka tami pu reñmache.
ACT.16.32	Fey tüfeychi wentru longkolelu karsel mew nütramelngey ta Ñidol Jesus tañi küme dungu ka itrokom ñi reñma müleyelu ñi ruka mew. 
ACT.16.33	Feychi pun müten tati llüwatulekelu karsel mew küchañmatufi ñi allfen ka feymew müten ta kisu ka kom tañi pu che fawtisangey engün. 
ACT.16.34	Fey yetufi tañi ruka mew ka elufi iyael. Kisu ka tañi pu che rumeñma ayüwküley engün tañi feyentun ta Ngünechen mew.
ACT.16.35	Puliwentu, kiñe mufü wardia werküngey ta karsel mew, yeniey kiñe werkün dungu tañi neykümngetuael ta Pablo engu Silas. 
ACT.16.36	Fey ti longkolelu karsel mew feypifi ta Pablo:
ACT.16.36	—Tati pu kues ta feypienew iñche ñi neykümtuafiel ta eymu. Amukatuaymu müten. Chem mew rume llükalelayaymu.
ACT.16.37	Welu Pablo feypifi tati longkolelu karsel mew:
ACT.16.37	—Iñchiw, tayu romachengen wimakangeyu, fey tayu penieetew ta kom che, fey tayu küme ramtukangenon rume chem mew tayu welulkan, ka püresuntukungeyu karsel mew. ¿Fey tüfa am ellka neykümngetualu ta iñchiw? ¡Ngelay tayu femngeael iñchiw ta romache! Kisu engün ta küpape tayu neykümpatuaetew.
ACT.16.38	Fey tati pu longkolelu karsel mew kimelfi tüfachi dungu tati pu kues, fey llükay engün allkülu tañi romachengen. 
ACT.16.39	Fey tati pu kues amuyngün tañi peafiel ta Pablo ka Silas. Fey nentutufilu engün, feypifi:
ACT.16.39	—Wiñoduamamuiñ taiñ welulkan mew. Fewla tripatuaymu taiñ waria mew ―pingey Pablo engu Silas.
ACT.16.40	Tripatulu engu karsel mew, Pablo ka Silas amuy engu Lidia tañi ruka mew. Rupan pefilu ka yafülfilu tañi pu peñi ka lamngen, fey wüla tripatuy engu tiye mew.
ACT.17.1	Amulelu, Pablo ka Silas rumerpuy ta Anfipolis ka Apolonia. Feymew ka puwi engu ta Tesalonika, chew ñi niemum kiñe sinagoga tati pu judiu. 
ACT.17.2	Pablo am wimtulelu, amuy tati sinagoga mew, fill ürkütun antü küla semana notukadunguniewi tati pu judiu engün. Nütramkaley tati Wirin Chillka dungu mew. 
ACT.17.3	Kimelelfi ti pu che tati Cristo felerkefuy ñi layael, fey ka rupan lale, felerkefuy tañi wiñomongetuael. Famngechi feypifi: “Fey iñche tamün nütrameluwpefielchi Jesus, fey tati Cristo lle.”
ACT.17.4	Kiñeke ti pu judiu feyentuy, fey kiñewi ta Pablo Silas engün. Ka feyentuy fentren pu griegu judiu feyentun niefulu Ngünechen mew ka pütrün domo küme felen nielu. 
ACT.17.5	Welu fey tüfachi dungu mew tati feyentunochi pu judiu rume wesa lladküy engün ka trawülfi engün tati wesake piwke wentru küdawkenolu, re miyawentulu kalle mew ñi wesa duamelkayafiel ka ñi wesa femael ti trokiñche. Malokontufi engün Jason tañi ruka, kintuyawülfi engün ta Pablo tañi nentuafiel ka ñi wültukuafiel ti pu che mew, 
ACT.17.6	welu penofilu engün am, wingüd küpalfi engün ta Jason ka kiñeke peñi yefi engün tati waria che tañi awtoridad mew, wirarküley engün:
ACT.17.6	—¡Tüfachi pu wentru ta welurakiduamelfi kom mapu mülechi pu che, ka femngechi akuy engün ta tüfa mew, 
ACT.17.7	Jason ta llowfi tüfachi pu wentru kisu ñi ruka mew! ¡Kom kisu engün yamüñmalafi tañi ley dungu tati Roma tuwchi emperador! ¡Feypikey engün ñi mülen ta kangelu longko ülmen, Jesus pingelu!
ACT.17.8	Allkülu engün tüfachi dungu, tati pu che ka tati pu awtoridad kümelewelay engün. 
ACT.17.9	Welu Jason ka tati kakelu pu che kofrangey engün pülata, femngechi kulliñmawi ñi neykümngetuael engün.
ACT.17.10	Dewma punlu, tati pu feyentulelu feypifi engün Pablo engu Silas pürümkachi tañi amuael ta Berea. Puwlu müten engu, pürümkachi amuyngu tati pu judiu tañi sinagoga mew. 
ACT.17.11	Fey tüfachi pu judiu doy küme rakiduam niey tati pu tesalonikache mew, fey ayüwünngechi llowfi engün ti küme dungu. Fill antü chillkatukefuyngün ti wirin dungu femngechi tañi kimael ñi rüfngen tañi femngechi feypiken ta Pablo. 
ACT.17.12	Feymew tati pu judiu fentrenngey tañi feyentun, ka femngechi fentren pu grieguche feyentuy ka küme felen niechi pu domo ka ti pu wentru.
ACT.17.13	Welu tati pu judiu mülelu ta Tesalonika, kimlu engün Pablo tañi kimelkiyawülün Ngünechen tañi dungu ta Berea mew, ka amuy engün ta üyew ka wesa lladkülkapufi ti pu che. 
ACT.17.14	Welu tati pu feyentulechi che pürümkachi elufingün tañi tripayael ta Pablo fey ñi amuael ina lafken, fey Silas engu Timotew mülewey ta Berea. 
ACT.17.15	Pablo ka tañi kompañkiyawületew, kiñentrür amuy engün ta Atena waria mew. Feymew Pablo tañi kompañyeetew wiñotuy engün tañi kimelelpatuafiel ta Silas ka Timotew ñi trawüael pürümkachi ta Pablo engün.
ACT.17.16	Feymew Pablo üngümniefi Silas engu Timotew Atena waria mew, fey rume wesa duameleyew ñi pefiel mew tati trokiñche rumeñma ñi püramyeniefiel engün tati pu dewman pichike ngünechen. 
ACT.17.17	Feychi dungu mew notukadunguniewi sinagoga mew tati pu judiu engün, ka ti kakelu che engün ngillatukelu Ngünechen mew, fey fill antü ka femngechi notukadunguwi ta pülasa mew tati trawüluwkechi pu che engün. 
ACT.17.18	Ka femngechi kiñeke fütrake kim wentru Epikurew ka ti pu Estoyko
ACT.17.18	—¿Chem pimekey anta tüfachi koyla wewpife?
ACT.17.18	Fey kakelu feypi:
ACT.17.18	—Wewpiyawülfilu trokifiñ kake tripanche ñi pu ngünechen.
ACT.17.18	Fey tüfa ta feypi engün Pablo am kimelkiyawül-lu Jesus tañi küme dungu ka tañi wiñomongetun. 
ACT.17.19	Feymew yengey tati Areopago
ACT.17.19	—¿Feypimuafuiñ kay chem we kimeltun eymi tami küpalelmufiel? 
ACT.17.20	Fütra kalechi dungu ta feypimukeiñ ta eymi, fey ayüleiñ taiñ kimael ñi chem dungungen.
ACT.17.21	(Kom tati pu che Atena tuwlu, ka femngechi kom tati kake tripanche mülelu tüye mew tüfeychi dungu müten küpa allkütunietufi ka nütramyenietufi engün ti we rupayechi dungu.)
ACT.17.22	Feymew Pablo witrapüray kisu engün ñi rangiñ mew ti Areopago mew, fey feypi: “Pu che Atena tuwlu, kom tañi peel mew, ngüneduamün eymün tamün rume küme inanien tamün wimtun dungu. 
ACT.17.23	Fey adkintufilu ta iñche tati ngillatuwe lelfün chew eymün tamün ngillatukemum, pefiñ kiñe ngillatuwe mew fey tüfachi wirin dungu: ‘Tati kimnoelchi Ngünechenngealu.’ Fey tüfa llemay, feychi Ngünechen eymün tamün ngillatukeel tamün kimnofiel rume, feychi Ngünechen ta nütrameluwkeyiñ ta iñche.
ACT.17.24	“Feychi Ngünechen ta dewmafilu ta kom mapu ka kom chemkün mülelu ta tüfa mew, kisu ta Ñidolküley ta wenu mapu ka tüfachi mapu mew. Kisu ta mülekelay che ñi dewmaelchi ngillatuwe ruka mew. 
ACT.17.25	Kisu ta duamlay iney rume tañi kelluaetew chem mew no rume, kisu am elunieetew ta mongen ta itrokom iñchiñ fey ti kürüf ka kom ti kakelu chemkün.
ACT.17.26	“Kiñe wentru mew müten ta elkünuy kom che mapu mew, tañi müleael kom mapu mew. Kisu ta adkünufi ñi chumlerpuael ta tripantu ka chuchi lelfün mew tañi müleael engün. 
ACT.17.27	Fey ka femngechi ñi kintuafiel engün ta Ngünechen, tunte pengekellenofule rume, welu tañi kimafiel engün ta kisu, tunte feyngefuy rume ta Ngünechen ñi alü kamapulenon kake kiñeke iñchiñ mew. 
ACT.17.28	Ngünechen mew ta mongeleiñ, ka nengümküleiñ ka müleiñ. Ka femngechi kiñeke eymün tamün poeta feypi: ‘Iñchiñ ta Ngünechen ñi tuwünchengeiñ.’
ACT.17.29	“Fey Ngünechen ñi tuwünche ta iñchiñ, ngelay taiñ rakiduamael Ngünechen tañi oro widünngen ka pülata no rume ka kura no rume tati pu che tañi dewmakeel ka tañi adentukünuel engün. 
ACT.17.30	Kuyfi mew ta Ngünechen ngüyünentuñmafi ñi welulkalekefel ñi rakiduam tati pu che, welu tüfa werküniefi kom che, itrokom püle mülelu tañi wiñorakiduamtuael ta kisu mew. 
ACT.17.31	Ngünechen am elkünulu kiñe medin antü, feychi antü mew ramtukadunguafi ñi chumün ta kom che mülelu mapu mew kiñe nor dungu mew, Ngünechen tañi dullintuelchi wentru mew. Fey tüfa ta fente küme kimnieiñ ñi rüf dungungen, Ngünechen am wiñomongeltufilu ta Jesus.”
ACT.17.32	Allkülu engün ñi wiñome wiñomongetuael tati lachi pu che, kiñekentu ayekawi engün, fey kakelu feypiyey engün:
ACT.17.32	—Ka allkütuñmawayiñ tami feypipeel tüfachi dungu ka antü wüla.
ACT.17.33	Feymew Pablo elkünutufi ti pu che. 
ACT.17.34	Welu kiñekentu inaeyew ka feyentuy engün. Fey kisu engün mew mülerkey Dionisio, kiñe ti Areopago trawün mew konkülelu, ka femngechi kiñe domo Damaris pingelu, ka fentren kakelu che.
ACT.18.1	Dew rupalu tüfachi dungu, Pablo tripay ta Atena, fey amuy ta Korinto waria mew. 
ACT.18.2	Feymew pewi kiñe judiu engu Akila pingelu, Ponto ñi trokiñ mapu mew mülelu. We akuleturkey, tati epu kurewen Akila engu Prisila wiñomerkey ta Italia. Üyew küpaturkey engu, tati emperador Klawdio pingelu, werkülu am kom tati pu judiu ñi tripatuael engün ta Roma waria mew. Pablo amuy tañi witrankontumeaetew. 
ACT.18.3	Ka femngechi kisu reke dewmakefuy karpa rukangealu, fey kiñe rumelu am ñi küdaw, ayürkey ñi kiñentrür küdawael engün. 
ACT.18.4	Fill ürkütun antü Pablo amukey ti sinagoga mew, nütramkapukefuy tañi wiñorakiduameltuafiel tati pu judiu ka tati pu griegu.
ACT.18.5	Fey Silas engu Timotew wiñomelu ta Masedonia mapu mew, feychi mew Pablo eluwi ñi kiñe rume küdaw ñi inayael tañi kimeltuael ti werken dungu müten, ka ñi küme feypiafiel tati pu judiu Jesus tañi Cristongen. 
