MAT.1.1	Na‘e tupu ‘a Sīsū Kalaisi mei he hako ‘o e Tu‘i ko Tēvitá, mei he hako ‘o ‘Ēpalahamé. 
JHN.13.8	Pea pehē ange ‘e Sīsū, “Ka ke ta‘ofi ‘eku fufulu ho va‘é, pea ‘e ‘ikai te ke toe kau koe mo au.”
JHN.13.9	Pea tala ange ‘e Pita, “Pe‘i ‘oua ā, ‘Eiki, ‘e fufulu pē hoku va‘é, ka ke fulufulu mo hoku nimá mo hoku ‘ulú!”
JHN.13.10	Pea pehē ange ‘e Sīsū ki ai, “Ko ia kuo ‘osi kaukau ‘o ma‘á, ko hono va‘é pē ‘oku fie ma‘u ke fufulú. Pea kuo mou ‘osi ma‘a kimoutolu kotoa. Tukukehe pē hamou toko taha.” 
JHN.13.11	He na‘e ‘ilo pē ‘e Sīsū e toko taha ‘okú ne teu lavaki‘i iá, pea na‘e tupunga ai ‘ene pehē, “Tukukehe pē hamou toko taha.”
JHN.13.12	Pea hili e fufulu ‘e Sīsū e va‘e ‘o ‘ene kau akó, peá ne toe tui hono pulupulú, peá ne nofo hifo ki lalo. Peá ne pehē ange ki he‘ene kau akó,
JHN.13.13	“‘Oku mou ui au ko e faiako mo e ‘Eiki, pea ‘oku taau pē ke pehē, he ko e mo‘oni ia. 
JHN.13.14	Pea kapau kuó u fufulu ‘e au homou va‘é, ka ko e faiako au mo e ‘Eiki, pea mou fai pehē mo kimoutolu ‘iate kimoutolu. 
JHN.13.15	Kuó u tuku atu ha sīpinga ma‘amoutolu. Ko e me‘a na‘á ku fai kiate kimoutolú, mou fa‘ifa‘itaki ki ai. 
JHN.13.16	He ko e mo‘oni eni ‘oku ou tala atú, kuo te‘eki ai ke mā‘olunga ha tamaio‘eiki ‘i hono ‘eikí, pea te‘eki ai ke mā‘olunga ha fakafofonga ‘iate ia ‘okú ne fakafofonga‘í. 
JHN.13.17	Kuo ‘osi mahino kiate kimoutolu e ngaahi me‘a ‘oku ou laú. Kapau te mou fai e ngaahi me‘a ko iá, pea ‘e tāpuaki‘i kimoutolu ‘e he ‘Otuá.
JHN.13.18	‘Oku ‘ikai ko ‘eku lau eni kiate kimoutolu kotoa pē. He ‘oku ou ‘ilo ‘e au ‘a e fa‘ahinga kuó u filí. Ka kuo pau ke hoko e me‘a ko ē na‘e kikite‘i he Folofolá, ‘Ko e tangata na‘á ma ma‘u me‘atokoni fakatahá, kuó ne fakasīkaka‘i au.’ 
JHN.13.19	Ko ‘eku fakahā atu eni kiate kimoutolu he kei tuai ‘ene hokó, koe‘uhí ka toki hoko ia pea mou toki tui leva ko e toko taha au na‘á ku fakahā atú. 
JHN.13.20	Ko e mo‘oni eni ‘oku ou tala atú, ka talitali lelei ‘e ha taha ha‘aku talafekau, pea ko ‘ene talitali lelei ia aú. Pea ko e talitali lelei aú, ko e talitali lelei ai pē ia ‘a e toko taha na‘á ne fekau ke u ha‘ú.”
JHN.13.21	Pea hili e lea‘aki ‘e Sīsū e ngaahi me‘a ko iá, pea mafasia lahi hono lotó, peá ne tala ange ki he‘ene kau akó, “Ko e mo‘oni eni ‘oku ou tala atú, ‘oku ‘i ai e toko taha ‘iate kimoutolu te ne lavaki‘i au.”
JHN.13.22	Na‘e puputu‘u ai e loto ‘o e kau akó ‘o nau mo‘ulongoa. 
JHN.13.23	Ka na‘e taupotu atu kia Sīsū ‘a e toko taha na‘á ne ‘ofa taha ai he‘ene kau akó. 
JHN.13.24	Pea kamo atu ‘a Saimone Pita ki he toko taha ko iá ke ne ‘eke ange kia Sīsū pe ko ‘ene laú kia hai. 
JHN.13.25	Pea hanga ange leva e toko taha ko iá kia Sīsū ‘o ne pehē ange, “Ko hai ia, ‘Eiki?”
JHN.13.26	Pea tala ange ‘e Sīsū, “Te u unu ‘eku konga mā ko ení. Pea te u ‘oange ia ki he toko taha ‘oku ou ‘uhinga ki aí.” Pea toki hanga ‘e Sīsū ‘o unu ‘ene konga maá ‘o ‘oange kia Siutasi, ‘a e foha ‘o ‘Isikālioté. 
JHN.13.27	Pea hū leva ‘a Sētane ‘ia Siutasi.
JHN.13.27	Pea pehē ange ‘e Sīsū kia Siutasi, “Ko e me‘a ‘okú ke teu faí, fei mo fai ia!” 
JHN.13.28	Ka na‘e ‘ikai ke mahino ki ha taha he tēpilé pe ko e hā e me‘a ‘oku lau ki ai ‘a Sīsuú. 
JHN.13.29	Na‘e pehē ‘e he ni‘ihi ko ‘ene fekau ‘a Siutasi ke ‘alu ‘o fakatau ha tokonaki ki he kātoangá. He ko Siutasi na‘á ne tauhi ‘enau pa‘angá. Kae pehē ‘e he ni‘ihi ia ko e fekau ‘e Sīsū ke ne ‘alu ‘o tufa ha sēniti ma‘á e kakai masivá.
JHN.13.30	Pea ko e to‘o pē ‘e Siutasi ‘a e konga maá, peá ne hū atu leva ki tu‘a. Pea kuo po‘uli.
JHN.13.31	Pea hili e ‘alu ‘a Siutasí, pea pehē ange ‘e Sīsū kiate kinautolu,
JHN.13.31	“‘E fakalāngilangi‘i heni e Foha e Tangatá. Pea ‘e toe fakalāngilangi‘i ‘e he Foha e Tangatá ‘a e ‘Otuá. 
JHN.13.32	Pea hili hono fakalāngilangi‘i e ‘Otuá ‘i he Foha e Tangatá, pea ‘e fakalāngilangi‘i leva e Foha e Tangatá ‘e he ‘Otuá. ‘E vavé ni pē hono fakalāngilangi‘i ia ‘e he ‘Otuá. 
JHN.13.33	‘E toe si‘i pē, fānau, ‘etau ‘i heni mo aú, pea te mou toki fiu kumi au. Ko ia ai na‘á ku tala ange ki he kakaí, ‘‘E ‘ikai ke mou lava ke ‘alu ki he feitu‘u ‘oku ou teu ‘alu ki aí.’ 
JHN.13.34	Pea ko e fekau fo‘ou eni ‘oku ou tuku atu kiate kimoutolu, ‘Ai ke mou fe‘ofo‘ofani, ‘o hangē ko ‘eku ‘ofa‘i kimoutolú. 
JHN.13.35	Kapau te mou fe‘ofo‘ofani, pea ‘e mahino leva ki he kakai kotoa pē ko ‘eku kau ako kimoutolu.”
JHN.13.36	Pea pehē ange ‘e Saimone Pita, “Ko ho‘o teu ‘alú ki fē, ‘Eiki?”
JHN.13.36	Pea tala ange ‘e Sīsū, “Ko e feitu‘u ‘oku ou teu ‘alu ki aí, he‘ikai lava ke ta ō leva mo au ki ai. Ka te ke toki ‘alu koe ki ai ‘amui ange.”
JHN.13.37	“Ko e hā e ‘uhinga, ‘Eiki, ‘oku ‘ikai ke malava ai ke ta ō leva mo koé? He te u fie luva ‘eku mo‘uí ma‘áu” ko Pita ange ia.
JHN.13.38	Pea pehē ange ‘e Sīsū, “Te ke fie luva koā ho‘o mo‘uí ma‘áku? Ko e mo‘oni eni ‘oku ou tala atú, ‘e te‘eki ke ‘u‘ua e moá kuo tu‘o tolu ho‘o fakafisinga‘i au.”
JHN.14.1	Na‘e tala ange ‘e Sīsū ki he‘ene kau akó, “‘Oua te mou loto-mo‘ua. Ka mou tui ki he ‘Otuá, pea mo au. 
JHN.14.2	‘Oku lahi e ngaahi nofo‘anga he fale ‘o ‘eku Tamaí. Pea ko ‘eku ‘alu eni ke teuteu hamou nofo‘anga ai. Ka ne ‘ikai ko e mo‘oni ia, na‘e ‘ikai te u tala atu ia ‘e au. 
JHN.14.3	Pea ka hili ‘eku ‘alu ‘o teuteu homou nofo‘angá, pea te u toe foki mai ‘o ‘ave kimoutolu ke tau nofo fakataha. 
JHN.14.4	Pea ‘oku mou ‘ilo e hala ki he feitu‘u ‘oku ‘ou teu ‘alu ki aí.”
JHN.14.5	Pea pehē ange ‘e Tōmasi, “‘Eiki, ko e feitu‘u ‘okú ke teu ‘alu ki aí, ‘oku ‘ikai te mau ‘ilo ia ‘e kimautolu. Pea ‘e anga fēfē leva ha‘amau ‘ilo e hala ki aí?”
JHN.14.6	Pea lea ange ‘a Sīsū kiate ia, “Ko au pē ‘a e halá, mo e mo‘oní, mo e mo‘uí. ‘E ‘ikai lava ha taha ‘o ha‘u ki he Tamaí, ‘o kapau ‘e ‘ikai fou ‘iate au. 
JHN.14.7	Ka ne mou ‘ilo‘i lelei au, na‘a mou ‘ilo‘i lelei mo e Tamaí. Ka ‘e kamatá ni pē ho‘omou ‘ilo‘i lelei ia, pea mo ho‘omou mātā tonu ia.”
JHN.14.8	Pea pehē ange ‘e Filipe, “‘Eiki, fakahā mai e Tamaí kiate kimautolu, ka mau fiemālie.”
JHN.14.9	Pea pehē ange ‘e Sīsū, “Talu eni ‘etau nofo mei ‘anefē, Filipe, mo e te‘eki pē ke ke ‘ilo ‘e koe au? Ko ho‘o sio kiate aú, ko ho‘o sio ia ki he Tamaí. Ko e hā leva ho‘o toe kole ko eni ke u fakahā atu e Tamaí? 
JHN.14.10	‘Oku ‘ikai koā te ke tui ‘okú ma taha mo e Tamaí, pea ‘oku taha e Tamaí mo au? Ko e me‘a ‘oku ou fakamatala atú, ‘oku ‘ikai ko ha me‘a ‘a‘aku pē ia, ka ko e me‘a tonu ‘a e Tamaí, ‘a ia ‘okú ne fakahoko ‘ene ngāué ‘iate au. 
JHN.14.11	Tui mai ki he‘eku tala atu ‘okú ma taha mo e Tamaí, pea ‘oku taha e Tamaí mo au. Pea ka ‘ikai leva ke mou lava ‘o tui ki ai, pea mou tui mai ā koe‘uhí ko ‘eku ngaahi me‘a ‘oku faí. 
JHN.14.12	Ko e mo‘oni eni ‘oku ou tala atú, ka tui ha taha kiate au, te ne fai e ngaahi me‘a ‘oku ou faí. ‘Io, ko e toko taha ko iá, te ne fai me‘a lalahi ange ‘iate au, koe‘uhí ko ‘eku foki ki he Tamaí. 
JHN.14.13	Pea ko ha me‘a te mou kole mai ke u fai, te u fai ia ‘e au koe‘uhí ke lāngilangi‘ia e Tamaí ‘i he Fohá. 
JHN.14.14	Ko e hā ha me‘a te mou kole mai ke u fai, pea te u fai ia ma‘amoutolu.”
JHN.14.15	Pea toe lea ange ‘a Sīsū ki he‘ene kau akó, ‘o ne pehē ‘e ia, “Kapau ‘oku mou ‘ofa ‘iate au, pea mou fai e ngaahi me‘a kuó u fekau ke mou faí. 
JHN.14.16	Te u kole ki he Tamaí ke ne tuku atu e Laumālie Mā‘oni‘oní, pea te ne tokoni‘i kimoutolu, mo nofo ma‘u pē mo kimoutolu. 
JHN.14.17	‘E fakahā atu ‘e he Laumālié ‘a e mo‘oní. ‘Oku ‘ikai lava ke tali ia ‘e he kakai ‘o e maama ko ení, he ‘oku ‘ikai ke lava ke nau mamata ki ai, pe ‘ilo ki ai. Ka ‘oku mou ‘ilo kimoutolu ki ai. He ‘okú ne nofo mo kimoutolu, pea te ne nofo ma‘u mo kimoutolu.
JHN.14.18	He‘ikai te u ‘alu kae tuku ke mou paea. Te u toe foki mai pē kiate kimoutolu. 
JHN.14.19	Kuo vavé ni ‘a e ‘ikai ke toe sio ‘a e kakai ‘o e maama ko ení kiate au. Ka te mou toe sio kimoutolu kiate au. Pea te mou mo‘ui, he ‘oku ou mo‘ui. 
JHN.14.20	‘E toki mahino ai kiate kimoutolu ‘ema taha mo e Tamaí, mo ho‘omou taha mo aú, pea mo ‘eku taha mo kimoutolú. 
JHN.14.21	Kapau ‘oku mou ‘ofa ‘iate au, pea te mou fai e ngaahi me‘a kuó u fekau atú. Pea ‘e ‘ofa ai ‘eku Tamaí ‘iate kimoutolu. Pea te u ‘ofa mo au ‘iate kimoutolu, mo fakahā tonu atu au kiate kimoutolu.”
JHN.14.22	Pea pehē ange ‘e Siutasi (na‘e ‘ikai ko Siutasi ‘Isikāliote), “Ko e hā hono ‘uhinga ho‘o pehē te ke fakahā tonu mai koe kiate kimautolú, kae ‘ikai ki he kakai ‘o e maama ko ení.”
JHN.14.23	Pea pehē ange ‘e Sīsū, “Ka ‘i ai ha taha ‘e ‘ofa ‘iate au, pea ‘e talangofua ia ki he‘eku ngaahi fakahinohinó. Pea ‘e ‘ofa ai ‘eku Tamaí. Pea te ma omi ‘o nofo mo ia.
JHN.14.24	Ka ko ia ‘oku ‘ikai ke ne ‘ofa ‘iate aú, pea ‘e ‘ikai talangofua ia ki he‘eku fakahinohinó. Pea ko e fakahinohino ‘oku ou faí, ‘oku ‘ikai ‘a‘aku pē ia, ka ko e fakahinohino ‘a e Tamaí, ‘a ia na‘á ne fekau ke u ha‘u.
JHN.14.25	‘Oku ou tala atu e me‘á ni ‘i he lolotonga ‘etau kei nofo mo aú.
JHN.14.26	Ka ko e Laumālie Mā‘oni‘oní, te ne tokoni‘i kimoutolu. He ‘e hanga ‘e he Tamaí ‘o ‘omi e Laumālié ke ne fetongi au. Pea ‘e fakahinohino atu ‘e he Laumālié ‘a e me‘a kotoa pē, mo fakamanatu atu e ngaahi fakahinohino na‘á ku faí.
JHN.14.27	Ko ‘eku ‘alu eni ka u ‘oatu ma‘amoutolu ‘a e fiemālie. Pea ko au pē ‘oku ou lava ke ‘oatu e fiemālie ko iá. ‘Oku ‘ikai ke hangē ia ko e fa‘ahinga fiemālie ‘oku ‘omi ‘e māmaní. Ko ia, ‘oua te mou loto mo‘ua mo puputu‘u.
JHN.14.28	Na‘a mou ‘osi fanongo he‘eku tala atu te u ‘alu ka te u toe foki mai kiate kimoutolu. Ka ne mou ‘ofa mo‘oni ‘iate au, na‘a mou fiefia he‘eku teu ‘alu ki he Tamaí. He ‘oku mafai lahi ange ia ‘iate au.
JHN.14.29	Ko ‘eku tala atu eni ki mu‘a peá u toki ‘alu, koe‘uhí ka hoko ‘eku ‘alú, pea mou toki tui mai kiate au.
JHN.14.30	Ko eni ‘oku ha‘u e pule ‘o e maama ko ení, pea ‘e ‘ikai te tau toe lava ai ‘o talanoa fuoloa. Ka ‘oku ‘ikai hano kaunga ‘ona kiate au.
JHN.14.31	Ka ‘oku ou talangofua au ki he‘eku Tamaí, koe‘uhí ke mahino ‘eku ‘ofa ‘iate iá ki he kakai kotoa ‘o māmaní.
JHN.14.31	Mou tu‘u ā ke tau ō.”
JHN.15.1	Na‘e lea ange ‘a Sīsū ki he‘ene kau akó, “Ko au e vaine mo‘oní. Pea ko e tauhi ngoué ‘a ‘eku Tamaí. 
JHN.15.2	‘Okú ne tu‘usi kotoa hoku ngaahi va‘a ‘oku ‘ikai ke fuá. Pea ko hoku ngaahi va‘a ‘oku fuá, ‘okú ne ‘auhani ke toe lahi ange ‘ene fuá. 
JHN.15.3	Kuo ‘osi ‘auhani kimoutolu ‘aki e ngaahi fakahinohino na‘á ku fai atú. 
JHN.15.4	Mou piki mai kiate au, pea te u piki atu kiate kimoutolu. Hangē pē ko e ‘ikai ke malava ke fua ha va‘a vaine ‘oku ‘ikai ke kei piki ki ha fu‘u vainé, ‘e ‘ikai ke ‘i ai ha fua ho‘omou ngāué ‘o kapau ‘e ‘ikai ke mou piki mai kiate au. 
JHN.15.5	Ko e sino‘i vainé au. Ko e ngaahi va‘a kimoutolu. Kapau te mou piki kiate au, peá u piki kiate kimoutolu, ‘e fua lahi ho‘omou ngāué. ‘E ‘ikai te mou malava ha me‘a ‘e taha ‘o kapau ‘e ‘ikai te mou piki mai kiate au. 
JHN.15.6	Ko ia ‘e tuku ‘ene piki mai kiate aú, ‘e laku ia ki tu‘a. ‘E hangē ia ko ha va‘a vaine mōmoa ‘oku tufi mai ‘o tutu.
JHN.15.7	Kapau te mou piki kiate au, mo toe piki pē he ngaahi fakahinohino na‘á ku fai atú, pea ‘e ‘oatu ha me‘a pē te mou lotu ‘o kole ki ai. 
JHN.15.8	‘E lāngilangi‘ia ‘eku Tamaí ‘o kapau ‘e fua lahi ho‘omou ngāué ‘i ho‘omou hoko ko ‘eku kau ako. 
JHN.15.9	Na‘á ku ‘ofa‘i ‘e au kimoutolu, ‘o hangē pē ko hono ‘ofa‘i au ‘e he‘eku Tamaí. Mou mo‘ui ‘aki ‘eku ‘ofa ko iá. 
JHN.15.10	Ko ho‘omou fai e ngaahi me‘a na‘á ku fekau ke mou faí, ko ho‘omou mo‘ui ‘aki ia ‘eku ‘ofá. He ko ‘eku fai e ngaahi me‘a na‘e fekau ‘e he‘eku Tamaí ke u faí, ko ‘eku mo‘ui ‘aki ia ‘ene ‘ofá. 
JHN.15.11	Ko ‘eku lea pehē atú ke kakato ho‘omou fiefiá, ‘o hangē pē ko e kakato ‘eku fiefia ‘a‘akú. 
JHN.15.12	Ko ‘eku fekau eni kiate kimoutolu, mou feofo‘ofani, ‘o hangē ko ‘eku ‘ofa ‘iate kimoutolú. 
JHN.15.13	Ko e ‘ofa taupotu ‘e lava ‘o fai ‘e ha taha ma‘a hono ngaahi kaume‘á, ko ‘ene lī‘aki ‘ene mo‘uí koe‘uhí ko kinautolu. 
JHN.15.14	Ko hoku ngaahi kaume‘a kimoutolu ‘o kapau ‘oku mou fai e ngaahi me‘a na‘á ku fekau ke mou faí. 
JHN.15.15	‘Oku ‘ikai te u kei lau kimoutolu ko ‘eku kau ngāue. He ‘oku ‘ikai ke ‘ilo ‘e ha kau ngāue ‘a e me‘a ‘oku fai ‘e honau pulé. Ka ‘oku ou lau kimoutolu ko hoku ngaahi kaume‘a. Pea kuó u ‘osi fakahā atu ‘e au ‘a e me‘a kotoa na‘e fakahā mai ‘e he‘eku Tamaí.
JHN.15.16	Na‘e ‘ikai te mou fili ‘e kimoutolu au. Ka ko au na‘á ku fili kimoutolú, peá u fekau ke mou ō atu ‘o fai ha ngāue ‘e fua mo tolonga. Pea ‘e ‘oatu ‘e he Tamaí ha me‘a pē te mou lotu ki ai ‘i hoku hingoá. 
JHN.15.17	Ko ‘eku fekau ia ‘oku fai kiate kimoutolú, mou fe‘ofo‘ofani.”
JHN.15.18	“Ka tāufehi‘a atu e kakai ‘o e maama ko ‘ení, pea mou manatu‘i ‘enau tomu‘a tāufehi‘a kiate aú. 
JHN.15.19	Ka ne mou kau he kakai ‘o e maama ko ení, na‘a nau ‘ofa ‘iate kimoutolu. Ka ‘oku ‘ikai te mou kau kimoutolu he kakai ‘o e maama ko ení. He na‘á ku fili kimoutolu ke mou sītu‘a ki he maama ko ení. Pea ko hono ‘uhinga ia ‘oku tāufehi‘a atu ai kiate kimoutolu e kakai ‘o e maama ko ení. 
JHN.15.20	Manatu‘i, na‘á ku tala atu ‘e ‘ikai ke faifai pea laka hake ha kau ngāue ‘i honau pulé. Ko e ngaohikovia au ‘e he kakaí, ko ia ai pē te nau fai kiate kimoutolú. Pea kapau te nau fai e me‘a na‘á ku fakahinohino ‘aki kinautolú, pea te nau fai leva e me‘a te mou fakahinohino ‘aki kinautolú. 
JHN.15.21	Ko e me‘a na‘e fai ‘e he kakaí kiate aú, ko e me‘a tatau pē ia te nau fai kiate kimoutolú. Te nau fai pehē kiate kimoutolú koe‘uhí ko ho‘omou kau mo aú, pea koe‘uhí ko e ‘ikai ke nau maheni mo e toko taha na‘á ne fekau ke u ha‘u ki māmaní. 
JHN.15.22	Ka ne ‘ikai te u lea kiate kinautolu, na‘e ‘ikai ha‘anau halaia. Ka ko eni ‘e ‘ikai lava ke nau tuli tonuhia, he kuó u ‘osi lea kiate kinautolu. 
JHN.15.23	Ko ia ‘oku fehi‘a ‘iate aú, ko ‘ene fehi‘a ai pē ia he‘eku Tamaí 
JHN.15.24	Na‘á ku fai ‘e au e ngaahi me‘a ne te‘eki ai ke fai ‘e ha taha. Kapau na‘e ‘ikai ke nau sio tonu he‘eku fai e ngaahi me‘a ko iá, na‘e ‘ikai ha‘anau halaia. Ka na‘a nau sio tonu ai, ka nau kei fehi‘a ‘iate au mo ‘eku Tamaí. 
JHN.15.25	Ka na‘e pau ke hoko e me‘a ko iá, koe‘uhí ke mo‘oni e lau ‘a e Folofolá, ‘Na‘a nau fehi‘a tu‘unga‘a pē ‘iate au.’
JHN.15.26	Te u toki tuku atu ‘e au e Laumālié, ‘a ia ‘oku ha‘u mei he Tamaí, pea ‘okú ne fakahā ‘e ia ‘a e mo‘oní. ‘E tokoni‘i kimoutolu ‘e he Laumālié, pea te ne fakamatala atu au kiate kimoutolu. 
JHN.15.27	Pea te mou toe fakamatala ‘e kimoutolu au ki ha kakai kehe. He kuo talu pē mei he kamata‘angá mo ho‘omou nofo mo au.”
JHN.16.1	“Ko ‘eku lea pehē kiate kimoutolú ke ‘oua te mou loto-si‘i. 
JHN.16.2	He ‘e tuli kimoutolu mei he ngaahi fale lotu ‘o e kakai Siú. Pea ‘e faifai pea tāmate‘i kimoutolu ‘e ha ni‘ihi mo lau tokua ko ‘enau fai ia e ngāue ‘a e ‘Otuá. 
JHN.16.3	Te nau fai peheé koe‘uhí ko e ‘enau masiva ‘ilo ki he Tamaí mo au. 
JHN.16.4	Ko ‘eku lea atu ko ‘ení, koe‘uhí ka hoko leva e ngaahi me‘a ko iá pea mou manatu‘i na‘á ku ‘osi tala atu.”
JHN.16.5	“Kuo ofi ‘eku foki ki he Tamai, ‘a ia na‘á ne fekau ke u ha‘ú. Pea kuo te‘eki ai ke ‘eke mai ‘e ha taha ‘iate kimoutolu pe ko ‘eku ‘alú ki fē. 
JHN.16.6	Kuo mafasia homou lotó he ngaahi me‘a ‘oku ou tala atú. 
JHN.16.7	Ka ‘oku mo‘oni pē ‘eku laú, ‘e lelei ange kiate kimoutolu ‘eku ‘alú. He kapau te u nofo ai pē, pea ‘e ‘ikai leva ke ha‘u e Laumālie Mā‘oni‘oní ‘o tokoni‘i kimoutolu. Ka u ka ‘alu au, pea te u fekau ke ne ha‘u kiate kimoutolu. 
JHN.16.8	‘E ha‘u ia ‘o valoki‘i e kakai ‘o e maama ko ení koe‘uhi ko e anga ‘enau fakakaukau ki he angahalá, mo e faitotonú, mo e fakamaau ‘a e ‘Otuá. 
JHN.16.9	Ko e hala ‘enau fakakaukau ki he angahalá, he ‘oku ‘ikai te nau tui kiate au. 
JHN.16.10	Ko e hala ‘enau fakakaukau ki he faitotonú, he kuo vave ‘eku ‘alu ki he Tamaí, pea he‘ikai te mou toe sio kimoutolu kiate au. 
JHN.16.11	Pea ko e hala ‘enau fakakaukau ki he fakamaau ‘a e ‘Otuá, he kuo ‘osi fakamāu‘i ‘e he ‘Otuá ‘a e hau ‘o e maama ko ení.
JHN.16.12	‘Oku lahi e ngaahi me‘a ‘oku toe ke u fakahā atú. Ka ‘e fu‘u fakamafasia fau kiate kimoutolu he lolotongá ni. 
JHN.16.13	Ko e Laumālié, ‘okú ne fakahā e ngaahi me‘a ‘oku mo‘oní. Pea ‘e ha‘u ia ‘o tataki kakato kimoutolu ki he mo‘oní. ‘Oku ‘ikai te ne lea‘aki ‘e ia ha‘ane ngaahi me‘a ‘a‘ana pē. Ka te ne fakahā atu e ngaahi me‘a kuo fakahā ange ki ai. Pea te ne toki fakahā atu ‘e ia mo ha ngaahi me‘a ‘e hoko ‘amui ange. 
JHN.16.14	‘E fakalāngilangi‘i au ‘e he Laumālié ‘aki ‘ene fakahā atu kiate kimoutolu e ngaahi me‘a kuó ne ma‘u meiate aú. 
JHN.16.15	Ko e me‘a kotoa ‘a e Tamaí, ko ‘eku me‘a ia. Ko hono ‘uhinga ia na‘á ku tala atu ai ‘e fakahā atu ‘e he Laumālié ‘a e ngaahi me‘a kuó ne ma‘u meiate aú.”
JHN.16.16	Na‘e tala ange ‘e Sīsū ki he‘ene kau akó, “‘E fuoloa si‘i pē pea ‘e ‘ikai te mou toe sio kimoutolu kiate au. Ka ‘e toe fuoloa si‘i pē pea te mou toe sio kiate au.” 
JHN.16.17	Pea fe‘ekenaki leva e kau ako ‘e ni‘ihi, “Ko e hā e ‘uhinga ‘o e pehē ‘e Sīsū ‘e fuoloa si‘i pē pea ‘e ‘ikai te tau toe sio ki ai, ka ‘e toe fuoloa si‘i atu pea te tau toe sio ki aí? Ko e hā e ‘uhinga ‘o ‘ene pehē kuo vave ‘ene ‘alu ki he Tamaí? 
JHN.16.18	Ko e hā e ki‘i vaha‘a si‘i ko eni ‘okú ne laú? ‘Oku ‘ikai mahino ‘ene laú.”
JHN.16.19	Na‘e ‘ilo pē ‘e Sīsū ‘oku ‘i ai e me‘a ‘oku nau fie fehu‘i ange, peá ne pehē ange kiate kinautolu, “‘Oku fifili homou lotó pe ko e hā e ‘uhinga ‘o ‘eku pehē ‘e fuoloa si‘i pē pea ‘e ‘ikai te mou toe sio kiate au, pea ‘e toe fuoloa si‘i pē pea te mou toe sio kiate au. 
JHN.16.20	‘Oku ou fakapapau‘i atu, te mou tangi mo loto mamahi. Ka ‘e fiefia ‘a māmani. Te mou loto mamahi kimoutolu. Ka te mou toki fiefia. 
JHN.16.21	Ka tei fā‘ele ha fefine, pea ‘oku mamahi‘ia lahi. Ka ko ‘ene fanau‘i mai pē ‘ene tamá kuo ngalo ‘ene mamahi‘iá kae fiefia, koe‘uhí ko e ki‘i valevale kuo ‘omai ki māmani. 
JHN.16.22	‘Oku mou loto mamahi eni. Ka te tau toe fe‘iloaki pē, pea ‘e fonu homou lotó he fiefiá. Pea he‘ikai toe lava ‘e ha taha ke liliu ho‘omou fiefiá.
JHN.16.23	Ka a‘u leva ki he ‘aho ko iá, he‘ikai te mou toe ongosia he kole mai ha me‘a. He ‘oku ou tala fakamo’omo’oni atu, ‘e ‘oatu ‘e he Tamaí ha me‘a pē te mou kole ki ai ‘i hoku hingoá. 
JHN.16.24	Kuo te‘eki ai ke mou fai ‘e kimoutolu ha kole pehē. Ka ko eni kuo pau ke fai ho‘omou ngaahi kolé ‘i hoku hingoá. Pea ‘e tali ho‘omou ngaahi kolé, koe‘uhí ke kakato ho‘omou fiefiá.”
JHN.16.25	“Ko e ngaahi me‘a ‘oku ou tala atu ko ‘ení, ‘oku ou fai ‘aki e ngaahi fakatātā. Ka kuo vavé ni ke tuku ‘eku lea fakatātaá ka u fakamatala fakahangatonu atu e Tamaí. 
JHN.16.26	Ka a‘u leva ki ai, pea te mou fai ‘i hoku hingoá ho‘omou ngaahi kole ki he Tamaí, pea he‘ikai te u toe fakahoko ‘e au ho‘omou ngaahi kolé ki ai. 
JHN.16.27	He ‘oku ‘ofa‘i kimoutolu ‘e he Tamaí.
JHN.16.27	Ko ‘ene ‘ofa‘i kimoutolú koe‘uhí ko ho‘omou ‘ofa‘i aú mo ho‘omou tui ki he‘eku ha‘u mei he ‘Otuá. 
JHN.16.28	Ko ‘eku ha‘ú mei he Tamaí ki māmani. Pea kuo ofi eni ‘eku ‘alu mei māmani ki he Tamaí.” 
JHN.16.29	Pea pehē ange ‘e he kau akó kia Sīsū, “Ko ho‘o toki lea mahinó mai ena. ‘Oku ‘ikai te ke kei lea fakatātā mai. 
JHN.16.30	Ko ‘ene toki mahino eni kiate kimautolu ho‘o ‘ilo e me‘a kotoa pē. ‘Oku ‘ikai ha‘amau toe fehu‘i ‘amautolu. Kuo mau toki tui eni ki ho‘o ha‘u mei he Tamaí.” 
JHN.16.31	Pea tali ange ‘e Sīsū kiate kinautolú,
JHN.16.32	“Kuo mou tui koā eni kiate au? Vakai, ‘oku vavé ni pē ha ‘aho, ‘io kuo ‘osi a‘u mai e ‘aho te mou lī‘aki toko taha au ka mou movete ‘o takitaha foki ki hono ‘api. Ka ko hono mo‘oní, ‘e ‘ikai tuku toko taha au. He ko e Tamaí ‘oku nofo ma‘u mo au. 
JHN.16.33	Ko ‘eku tala atu eni kiate kimoutolu, ke ‘oua te mou loto-mo‘ua koe‘uhí ko au. Ko ho‘omou kei nofo ‘i māmaní, ko e kei pau ai pē ia ke mou mo‘ua ‘i ha ngaahi faingata‘a. Ka mou loto-to‘a pē, he kuó u ikuna ‘e au ‘a māmani.”
JHN.17.1	Pea hili e lea ko eni ‘a Sīsū ki he‘ene kau akó, peá ne hanga hake ki langi ‘o lotu, “‘E Tamai, fakalāngilangi‘i ā ho Fohá, kae fakalāngilangi‘i koe ‘e ho Fohá.
