MAT.1.1	Ene pitiiŋ to Yesu Krisi puughu tooni. Yesu, i siŋ to kinik David, ve David i siŋ to Abaram. 
ACT.8.18	Simon tau mur tamazi na, i ighita yes mbaŋooŋa tighurghur nimazi izazala tamtamon pavozi ve tigham Avuvu Patabuyaaŋ. Tauvene izuzuun maet siriv ila pazi, ve isaav ighe: 
ACT.8.19	“Ai, yau naghe yam agham leg tapirimim tana paam. Leso sei tau ighe naghur nimag izala paavo, ene i aat igham Avuvu Patabuyaaŋ.”
ACT.8.20	Eemon Petrus iyol aliiŋa ighe: “Wai Simon, gabua tau Maaron ireii pait sorok ne, yo ughe ugholi pa maet? Yo aat ulalem tomania maet silva tsio tana! 
ACT.8.21	Yo irau itiŋa talup ghiit pa uraat tsiei tane mako. Pa lolom tomania ŋgar tsio, ene iduduuŋ ila Maaron maata mako. 
ACT.8.22	Tauvene upul ŋgar tsio saghati tana ileple, utoor ŋgar tsio ila pa Maaron, ve usuŋu ve ughasoni: Irau loolo saghatin ghom ve ireu sosor tsio tau igheen ila lolom na, ma mako? 
ACT.8.23	Pa yau naghilaal ghom wa. Ŋgar saghati ikau ghom, ve lolom ighaar kat pa tapiri tau igheen tsiei ne. Tauta ivaghamun ghom imin gabua lilia.” 
ACT.8.24	Simon ilooŋ saveeŋ tane, ve isaav pazi ighe: “Wai, ighe vene, na yamru aghason Maaron payau! Leso pataŋani tau asavia na, ivot payau sov.”
ACT.8.25	Petrus yesuru Yoan tivotia saveeŋ to Tiina toit pa yes Samaria, ve tipalot zi to tighur ila tooni. Le isov, ra timuul tizala pa Yerusalem. Yesuru tilaghlaagh, ve tivovotia vaaru poia pa nugh siriv to Samaria tau tighenaar taghon eez ziige. Tighamgham tauvene le tila tivot Yerusalem.
ACT.8.26	Ra aŋela ee to Ŋeer Tiina ila ivot to Pilip, ve isaav pani ighe: “Uburig ve ulaagh uzila le uvot eez tiina to Yerusalem tau imbut nugh ŋginaaŋa ve ila peria nugh Gaza.” 
ACT.8.27	Pilip ilooŋ saveeŋ tane, ve iburig gha ila. Ila peria eez livuugha, ve izaa to ŋeer ee to Etiopia. Ŋeer tawe, eeza tiina pasaa, i iŋgin kuaz naol isov to garwaat tinazi Kandake. Kandake, i iŋgin taan sirivu to Etiopia. 
ACT.8.28	Ŋeer tawe izala Yerusalem pa suŋuuŋ, ve suŋuuŋ tana isov wa. Tauvene igham karis tooni, ve ighe imuul ila pa nugh tooni. Karis ilanlaan, ve i iwatwaat saveeŋ tau muuŋ propet Isaia iboode na. 
ACT.8.29	Pilip ila le ighita, ve Avuvu Patabuyaaŋ isaav pani ighe: “Uŋarui karis tawe ula, ve ulaagh tomania.”
ACT.8.30	Tauvene Pilip ilaan ŋaruini ila. Ila igharauu, ve ilooŋ ŋeer tawe iwatwaat saveeŋ to propet Isaia. Tauvene Pilip ighasoni ighe: “Ai, saveeŋ tau uwatwaato na, yo uwatagh puughu, ma mako?”
ACT.8.31	I iyol aliiŋa ighe: “Wai, pale nawatagh puughu mindai? Tamtamon eta ipaghazoŋai ghau pani, o naghazooŋ pani.” Ra isaav pa Pilip ighe: “Uzalam mbolem izi tomani ghau.” 
ACT.8.32	Saveeŋ ziiri tau ŋeer tawe iwatwaato na, isaav tauvene:
ACT.8.34	Daaba to Etiopia iwaat saveeŋ tane, ra isaav pa Pilip ighe: “Naghason ghom pa saveeŋ ziiri tane. Propet tau ibood saveeŋ tane, isavia tauu, ma isavia ŋeer ite paam?” 
ACT.8.35	Tauvene Pilip ipaburigin saveeŋ tooni itaghon saveeŋ ziiri tau ŋeer tawe iwaato na, ve iseeŋga pa saveeŋ siriv, ve ivotia vaaru poia to Yesu pani. 
ACT.8.36	Yesuru titaghon eez tila le peria yaa ee. Tauvene daaba tana iburig ve ighason Pilip ighe: “Ughita. Yaa ee tane. Irau nagham yaa, ma gabua eta ipoon eez payau?” 
ACT.8.37	Pilip iyol aliiŋa tauvene: “Isaav ighe yo ughur ila to Yesu Krisi toman lolom, tauta ena. Yo irau ugham yaa!”
ACT.8.37	I iyol Pilip aliiŋa ighe: “Vee, yau naghur ila naghe Yesu Krisi, i Maaron naatu.”
ACT.8.38	Tauvene isaav pa ŋeer tau ilandoov karis na ighe: “Ukis karis iyooz.” Ra yesuru Pilip tizi pa karis ve tizila yaa, ve Pilip irughuuza. 
ACT.8.39	Saawe tau tipul yaa ve tizaa muul, Maaron Avuvu indai Pilip, le daaba tana ighita muul mako. Daaba tana ipaburigin laghooŋ tooni muul, ve ilaagh taghon eez ila toman loolo poia kat. 
ACT.8.40	Ve Pilip ila ivot izi nugh Asdot, ve ilaghlaagh irau nugh naol isov to taan sirivu tawe, ve ivovotia vaaru poia pazi le ila ivot nugh Sisarea. 
ACT.9.1+ACT.9.2	Saawe tana, Saul ipariaaŋ uraat tooni to ghuruuŋ pataŋani iŋarui yes tau titaghon Yesu. I isasavia saveeŋ paroiŋ pazi, ve izuari ghi ighe le irav zi timatmaat. Ighamgham tauvene ila, ve maata iŋgal ighe i aat ila nugh Damaskus paam, ve iil zitamoot ve zilivaa tau titaghon eez to Yesu izi ta sewe. Leso ikis zi ve ikau nimazi, ve igham zi tila Yerusalem, ve ipayooz zi pa savsaveeŋ. Tauvene ila ighita daaba to watooŋrau, ve ighasoni ighe ibood le rau siriv imin paesiiŋ pa uraat tooni. Leso itotoi zi pa lupuuŋ to yes Yuda tau tileep izi Damaskus we.
ACT.9.3+ACT.9.4	Tauvene Saul iburig tomania tamtamon tooni siriv gha tipul Yerusalem, ve tila pa Damaskus. Tilaghlaagh tila le tigharau Damaskus, ra mbonari tiina igheen sambam ve izilam, le isul livutin Saul. Tauvene itap izi taan, ra ilooŋ ŋeer ee aliiŋa. Isaav pani ighe: “Saul, Saul, puughu mindai ta unoknok ghuruuŋ pataŋani payau?”
ACT.9.5	Saul ighasoni ighe: “Tiina, yo sei?”
ACT.9.5	Ŋeer tawe iyol aliiŋa ighe: “Yau Yesu. Yau taug ta unoknok ghuruuŋ pataŋani payau ne. 
ACT.9.6	Uburig ve uloŋ ula nugh tiina. Mako tisaav payo pa saa ŋgar tau yo aat ughamu.”
ACT.9.7	Yes tau tilaagh tomania Saul na, tiyooz ve avozi ikaak. Pasaa, tiloŋlooŋ ŋeer ee aliiŋa, eemon tighita tamtamon eta mako.
ACT.9.8	Ra Saul iburig iyooz ve maata pakia. Eemon ighita nugh mako. Tauvene tikis niima, ve tiloŋ tila pa nugh Damaskus. 
ACT.9.9	Saul maata ikumkuum irau mboŋ tol. Saawe tana, i ighan aniiŋ mako, ve ighun yaa mako.
ACT.9.10	Nugh Damaskus, ŋeer ee tau itaghon Yesu na, ilepleep. Eeza Ananias. Tiina toit Yesu ivot tooni ila tandaghiiŋ ve ipoii ighe: “Ananias!”
ACT.9.10	Ananias iyok pani ighe: “Tiina, taug ene.”
ACT.9.11	Ra Tiina toit isaav pani ighe: “Uburig uvot ula, ve utaghon eez tau tiwaato tighe ‘Eez Duduuŋa’ na, ve uloŋ ula ruum to Yudas. Mako ughason pa ŋeer ee to nugh Tarsus, eeza Saul. Pa i ilepleep ta sewe, ve isuŋsuŋ. 
ACT.9.12	I paam itandagh ve ighita ŋeer ee, eeza Ananias, iloŋ ila tooni, ve ighur niima izala paavo. Leso maata poia ve ighita nugh muul.”
ACT.9.13	Ananias iyol aliiŋa ighe: “Wai Tiina, ŋeer tawe, eval tiina tisavia vaaru gha nalooŋa wa. Tamtamon tsio patabuyaaŋa tau tileep Yerusalem we, i ighamgham ŋgar sasaghati naol pazi. 
ACT.9.14	Ve aazne, yes daaba to watooŋrau tiyok pani to igham ŋgar raraate izi nugh tane paam. Yei tau nisuŋsuŋ ve niwatwaat yo ezam ne, i ighe ikis ghei nisov, ve igham ghei nila.”
ACT.9.15	Eemon Tiina toit isaav pani muul ighe: “Mako. Ula. Pa ŋeer tawe, yau taug nasiigho wa to imin uraata tsiau ariaaŋa ee. I pale ivotia varug ila nugh nugh naghozi. Yes tau Yuda mako na, ve yes kinik, ve yes Israela paam. 
ACT.9.16	Yau taug pale napaghazoŋaini pa pataŋani naol tau i aat ibaad zi pa yau ezag.” 
ACT.9.17	Tauvene Ananias iburig, ve ilaagh ila ivot ruum to Yudas, ve iloŋ ila. Ila peria to Saul, ra ighur niima izala Saul paavo, ve isaav pani ighe: “Tazig Saul, Tiina toit Yesu tau ivot tsio izi eeze, i ighe yo ughita nugh muul, ve Avuvu Patabuyaaŋ izeev ghom. Tauta imbaaŋ ghau nalam.”
ACT.9.18	I isaav tauvene, ve rekia mon gabua imin iigh anavu tau ipoon Saul maata na itap izi, ve ighita nugh muul. Ra iburig, ve igham yaa pataghaaŋ. 
ACT.9.19	Ra ighan aniiŋ, ve tapiri ivot muul, ve ileep mboŋ siriv izi Damaskus tomania Yesu ziŋeera.
ACT.9.20	Saul isasaŋan mako. Rekia mon ve ipaburigin uraat tooni to votiaaŋ Yesu vaaru. I iloŋloŋ ila lupuuŋ niazi to yes Yuda, ve ivovotia Yesu vaaru pazi ighe i Maaron Naatu. 
ACT.9.21	Yes tau tilooŋa na, tisov tirur pa saveeŋ tooni ve avozi ikaak. Ve tisaav tighe: “Wai, ewe ŋeer tau ireureu yes tau tisuŋsuŋ ila Yesu eeza izi Yerusalem na. Mindai ta aazne itoor ŋgar tooni muul? Iit taghe pa i ilam pa kisiiŋ yes to nugh tane tau titaghon Yesu na. Leso igham zi tila Yerusalem, ve ipayooz zi pa savsaveeŋ ila yes daaba to watooŋrau naghozi. Eemon mako.” 
ACT.9.22	Maaron ipapalot Saul, tauvene uraat tooni to votiaaŋ mos ilanlaan toman tapiri le tapiri kat. I igham yes Yuda tau tileep Damaskus na, tilil pa savsaveeŋ. Pasaa, saveeŋ tooni ipaghazoŋai Yesu ighe onoon kat, i Mesia. 
ACT.9.23	Yes Yuda tileep le malau rig, ra tilup zi ve timbu saveeŋ tighe tirav Saul imaat. 
ACT.9.24	Tauvene mboŋ ve mataaz, tisasaŋan izi didiiŋ ariaaŋa tau ilivut Damaskus na atamana tighe tirav Saul imaat. Eemon tamtamon siriv tipaes pani pa ŋgar toozi tawe. 
ACT.9.25	Tauvene mboŋ ee, Saul ziŋeera siriv tighuru iloŋ ila nakaral ee loolo, ve tipalivu ila iliv pa didiiŋ ariaaŋa to nugh muuri, ve titughu izila, gha ighau ila. 
ACT.9.26	Saul ila ivot Yerusalem, ve itoova to ilup tomania yes tau titaghon Yesu na. Eemon yes tisov tiroi pani. Pasaa, tighur ila tighe i itoor ŋgar tooni ve itaghon Yesu ne soone. 
ACT.9.27	Eemon Banabas, i imin Saul eeta, ve ighamu ila to yes mbaŋooŋa, ve ipaes pazi ighe: “Saul ighita Tiina toit wa. I ivot tooni izi eez livuugha ve isavsaav tomania. Ra Saul ila Damaskus, ve iyooz ariaaŋ pa votiaaŋ Yesu vaaru izi ta sewe. Iroi mako.” 
ACT.9.28	Yes tilooŋ saveeŋ tane, le lolozi poia pa Saul, ve tighamu gha yesŋa tilup zi. Saawe tana, Saul ilaghlaagh taghon Yerusalem loolo, ve ivovotia Yesu vaaru. I iroi mako. Iyooz ariaaŋ kat. 
ACT.9.29	Yesŋa yes Yuda tau tisavsaav Grika aliŋazi na tivavazorai zi pa savsaveeŋ paam. Tauvene tilup zi ve timbu saveeŋ tighe tiravu imaat. 
ACT.9.30	Eemon toŋvetaz siriv to Krisi tilooŋ saveeŋ toozi, ve tiŋguaaz Saul izila pa nugh Sisarea. Ra tipaghaua izaa waaŋ, ve iraav ila pa nugh tooni Tarsus.
ACT.9.31	Tauvene lupuuŋ to Krisi tau tileep irau taan sirivu to Yudea, Galilaia, ve Samaria na, tileep poia. Pataŋani ivot pazi muul mako. Ve Maaron iseeŋ ŋgar toozi pa ŋgar popoia siriv, ve Avuvu Patabuyaaŋ ipapalot zi. Tauta tiroron pa Tiina toit, ve titaghon eez tooni, ve lupuuŋ toozi ivot imin tiina.
ACT.9.32	Petrus ilaghlaagh ve igigig lupuuŋ to Krisi tau tileep irau nugh nugh. Saawe ee, i izila igig Maaron tamtamon tooni patabuyaaŋa siriv tau tileep izi nugh Lidda. 
ACT.9.33	Ila peria le izaa to ŋeer narape ee tau aaghe imaat, eeza Aineas. I irau ilaagh mako. Ighengheen mon. Moroghooŋ tooni tawe ikisi irau ndaman liim ve tol wa. 
ACT.9.34	Petrus ighita, ve isaav pani ighe: “Aineas, aazne Yesu Krisi igharaat ghom tinim poia. Uburig ve uput moogh tsio.” Isaav tauvene, ve rekia mon Aineas iburig. 
ACT.9.35	Tamtamon to nugh Lidda ve nugh Saron tighita Aineas tiini poia muul, le tisov titoor ŋgar toozi ila pa Tiina Yesu, ve tighur ila tooni.
ACT.9.36	Livaa ee tau itaghon Yesu na ilepleep izi nugh Yoppa. I eeza Tapita. (Tiwaat eeza ila Grik aliŋazi tighe ‘Dorkas.’) Saawe isov, i ighamgham ŋgar popoia, ve iuluul yes mbolaaŋa. 
ACT.9.37	Saawe tana, i imorooŋ le imaat. Tauvene tigharaat paata, ve tisuru izala ruum loolo saaŋa. 
ACT.9.38	Nugh Lidda igharau Yoppa. Tauvene yes to nugh Yoppa tau titaghon Yesu na tilooŋ Petrus vaaru tighe i ilam ileep izi nugh Lidda, ve timbaaŋ tamtamon ru tilaan tila pani. Yesuru tila tivot, ve titaŋ raraini tighe: “Aa olman, uburig rekia ve itiŋa tala. Pa pataŋani ee ivot payei.”
ACT.9.39	Tauvene Petrus iburig gha yesŋa tila. Tila peria nugh Yoppa, ve tigham Petrus malmali izala ruum loolo saaŋa tau olman tinazi paata igheen pani na. Yes zinaara tisov to nugh tawe tila tiyooz tigharau Petrus, ve titaŋtaŋ, ve titotoi nonoghiiŋa tau muuŋ Dorkas isai zi ve igham pazi na. 
ACT.9.40	Petrus iziir zi tisov tivot tila muuri, ra iput aaghe ve isuŋ. Isuŋ le isov, ra itoor naagho ila pa olman tinazi paata, ve isaav pani ighe: “Tapita, uburig!” 
ACT.9.40	Rekia mon ve olman tinazi maata pakia le ighita Petrus, ve iburig gha mboole izi. 
ACT.9.41	Petrus ikis niima, ve iiti iburig iyooz. Ra ipoi yes zinaara tomania Maaron tamtamon tooni patabuyaaŋa tilam, ve itotoi Tapita pazi. Leso tiwatagh tighe i iburig pa mateegh gha ilepleep. 
ACT.9.42	Gabua ŋgereeta tana vaaru ilaan irau nugh Yoppa. Tauvene tamtamon katini titoor ŋgar toozi ila pa Tiina toit Yesu ve tighur ila tooni. 
ACT.9.43	Petrus ileep malau rig izi Yoppa. I ileep tomania Simon tau ŋeer to gharatooŋ gabua siriv pa ŋgai uuli na.
ACT.10.1	Daaba ee ilepleep izi nugh Sisarea, eeza Konili. I iŋgin zaaba to Rom irau ndiŋndiŋ ee (100) tau tilam pa taan Itali. Tauta tiwaat zaaba tawe tighe ‘Ŋgun to Itali.’ 
ACT.10.2	Konili, i Yuda mako. Eemon yesŋa tamtamon tisov tau tileep tomania ila ruum tooni na, matazi iŋgalŋgal Maaron ve yesŋa yes Yuda tiluplup zi pa suŋuuŋ. I iuluul yes Yuda tau mbolaaŋ igham zi na, ve isuŋsuŋ pa Maaron irau saawe.
ACT.10.3	Saawe ee, ravrav izi, aaz anunu igham tol ma vene, ve Konili itandagh ighe ighita aŋela ee to Maaron ivot ghazooŋa kat, ve iŋaruini ilam, ve ipoii ighe: “Konili.”
ACT.10.4	Konili idaad maata pani, ve roiŋ tiina kat ighamu. Ra ighason aŋela tawe ighe: “Tiina tsiau, mindai?”
ACT.10.4	Aŋela iyol aliiŋa ighe: “Suŋuuŋ tsio tomania uleeŋ popoia tau ughamgham pa yes mbolaaŋa na, Maaron ighita, ve loolo poia pani imin watooŋrau poia. 
ACT.10.5	Ulooŋ. Ŋeer ee ilepleep izi nugh Yoppa, eeza Simon Petrus. Umbaaŋ tamtamon siriv tila tighamu ilam. 
ACT.10.6	I ileep to Simon ite tau ŋeer to gharatooŋ gabua pa ŋgai uuli na. Ruum tooni iyooz igharau nari.”
ACT.10.7	Aŋela isavsaav pani le isov, ra ipuli ve ila. Konili ipoi besooŋa tooni ru tau tighamgham uraat ila ruum tooni loolo, ve zaaba tooni ee tau monmon ilepleep tomania ve ighamgham uraat pani na. Zaaba tawe maata iŋgalŋgal Maaron. 
ACT.10.8	Konili ipaes pazi pa gabua isov tau ivot pani na le isov, ra imbaaŋ zi tila pa nugh Yoppa.
ACT.10.9	Mboŋ le nughizau ve aaz izalam zegmatuugh ma vene, ra zeran tol tawe tila tigharau nugh Yoppa. Saawe tana, Petrus izala ruum paavo ighe isuŋ. 
ACT.10.10	Isuŋsuŋ ila le iyamaan ghi ighe pitoola. Saawe tau tighagharaat aniiŋ, i isasaŋan ila le tandaghiiŋ ee ivot pani. 
ACT.10.11	Maata izala le ighita sambam ikaak, ve gabua ee imin uuli tiina. Uuli tawe imin timbit maata paaŋ ve titughu izilam pa taan. 
ACT.10.12	Ve gabua maata maata tileep ila uuli tawe loolo: Ŋgai maata maata, ve gabua tau tikakarau ila taan, ve man naol tau tirovroov ila taitai saamba na paam. 
ACT.10.13	Malau mako ve Petrus ilooŋ saveeŋ ilam pani ighe: “Petrus, uburig, urav zi, ve ughan zi.”
ACT.10.14	Petrus iyol aliiŋa ighe: “Wai Tiina, irau naghan zi mako. Pa gabua siriv tawe, ene tiŋgalaaŋ ila matam mako, ve tutuuŋ iŋgalsek pa ghaniiŋ zi. Ta muuŋ ve ilam, avog itut gabua eta tauvene mako.” 
ACT.10.15	Ra saveeŋ ilam pani muul ighe: “Gabua tau Maaron ighamu iŋgalaaŋ wa, yo ughe saghati sov.” 
ACT.10.16	Gabua tana ivot pai tol le isov, ra rekia mon ve tiyau gabua tawe imuul izala pa sambam.
ACT.10.17	Saawe tau Petrus ighita tandaghiiŋ tana, zeran tol tau Konili imbaaŋ zi na, tila tivot nugh Yoppa, ve tighason pa Simon ruum tooni. Petrus ighamgham ŋgar pa tandaghiiŋ tana puughu, ve zeran tol tana tila tiyooz ila ruum naagho, 
ACT.10.18	ve tighason pani toman aliŋazi tiina tighe: “Ou, Simon tau eeza ite Petrus na, ileep ta sene, ma mako?”
ACT.10.19	Petrus ighamgham ŋgar pa tandaghiiŋ tana puughu soone, ve Maaron Avuvu isaav pani ighe: “Simon, ulooŋ. Zeran tol tiyozyooz muuri we. Tighe tighit ghom. 
ACT.10.20	Uburig uzila toozi, ve yamŋa ala. Ugham ŋgar naol sov. Pa yau taug ta nambaaŋ zi tilam payo.”
ACT.10.21	Tauvene Petrus izila toozi, ve isaav pazi ighe: “Yau taug tane. Alam ail ghau pasaa? Lemim savsaveeŋ payau?”
ACT.10.22	Yes tiyol aliiŋa tighe: “Daaba tsiei Konili tau iŋgin zaaba ndiŋndiŋ ee (100) na, i imbaaŋ ghei payo, ta nilam. I ŋeer duduuŋa ee, ve iroron pa Maaron ve itaghon ŋgar tooni. Tauvene Yuda tisov tipaiti. Noor mon, tandaghiiŋ ee ivot pani. I ighita aŋela patabuyaaŋ ee ivot tooni, ve isaav pani ighe i aat imbaaŋ payo ula ruum tooni. Leso igham saveeŋ siriv ila yo avom.” 
ACT.10.23	Petrus ilooŋ saveeŋ tane, ve igham loomba tana tiloŋ tila ruum, ve yesŋa tileep pa mboŋ.
ACT.10.23	Nughizau, ra Petrus yesŋa zeran tol tana tiburig gha tila. Tamtamon siriv to Krisi tau tileep izi nugh Yoppa na tila tomani zi paam. 
ACT.10.24	Tilaagh tila le tigheen izi eez livuugha. Mboŋoozo, ra tila tivot nugh Sisarea. Konili iyau ziiri waaro tooni tomania zeetŋa siriv tilam tilup zi izi ruum tooni, ve tisasaŋan zi. 
ACT.10.25	Saawe tau Petrus ighe iloŋ ila pa ruum, Konili ilaagh ŋaruini ilam, ve iput aaghe izi Petrus aaghe puughu ve ipakuru. 
ACT.10.26	Eemon Petrus iŋgalsekini ighe: “Wai, ugham vene sov! Uburig uyooz! Yau tamtamon raraate imin yo.” Ve iiti iburig. 
ACT.10.27+ACT.10.28	Ra yesuru tisavsaav, ve tiloŋ tila pa ruum loolo. Petrus ighita eval tiina tau tilup zi gha tilepleep na, ve isaav pazi ighe: “Yam awatagh. Yei Yuda, lemai tutuuŋ ariaaŋa tau iŋgalsekin ghei ighe: Yes tau Yuda mako na, irau nila toozi, ma nilup tomani zi ne mako. Yei aat nileep soghan pazi. Eemon Maaron ipaghazonai ŋgar tsiau ve aazne naghilaal wa. Irau naghe tamtamon eta isaghat ila Maaron maata ne mako. 
ACT.10.29	Tauta mbaŋooŋ tsiam ilam, ve nambuzir mako. Yau naburig nalam. Aiyo, naghe naghason gham. Puughu mindai ta ambaaŋ payau?”
ACT.10.30	Ra Konili aana isaav ighe: “Wai, wariiz, aaz anunu igham tol ma vene imin aazne, ve nasuŋsuŋ izi ruum tsiau. Malau mako ve naghita ŋeer ee ivot. Nonoghiiŋa tooni milmilia kat. I ilam iyooz ila naghog, ve isaav payau ighe: 
ACT.10.31	‘Konili, suŋuuŋ tsio, Maaron ilooŋa wa. Ve uleeŋ tau ughamgham pa yes mbolaaŋa na, i maata iŋgalŋgali. 
ACT.10.32	Tauvene umbaaŋ tamtamon siriv tila pa nugh Yoppa, ve tigham Simon tau eeza ite Petrus na ilam. I ilepleep tomania Simon ite tau ŋeer to gharatooŋ gabua pa ŋgai uuli na. Ruum tooni iyooz igharau nari.’
ACT.10.33	Aŋela isaav payau tauvene, tauta rekia mon ve nambaaŋ uraata tsiau tol tilat payo. Poia kat pa ulooŋ aliŋag ve ulam. Yei nisov nilam nilup ghei ta sene ila Maaron maata nighe nilooŋ saveeŋ isov tau Ŋeer Tiina isavia payo na. Aiyo, uvotia payei gha nilooŋa.”
ACT.10.34	Petrus ipaburigin saveeŋ tooni ighe: “Aa, ŋgarig gha ŋgar tsiau ighazooŋ. Onoon kat. Maaron ivool to tamtamon eta mako. I igham ŋgar raraate pa tamtamon tisov. 
ACT.10.35	I ighur loolo pa nughmariŋ tisov. Tauvene sei tau ighe iroron pani ve itaghon ŋgar tau iduduuŋ ila maata, ene pale Maaron loolo poia pani. 
ACT.10.36	Onoon, vaaru poia tau isavia eez to itiŋa Maaron tavalupu ghiit tamin eemon ve luuma tooni izaa toit, ene Maaron ighuru ilam to yei Israela imin maata. Eez tawe, ene uraat to Yesu Krisi. I Tiina to iit tasov. 
ACT.10.37+ACT.10.38	“Uraat tiina tau ivot irau taan isov to yei Israela na, yam aat alooŋ vaaru rigta wa. Saawe tau ŋeer rughuzaaŋa Yoan ivovotia saveeŋ pa tamtamon ighe tigham yaa, Yesu to Nasaret ipaburigin uraat tooni izi Galilaia. I, Maaron ileep tomania. I ighuru pa uraat tooni, ve izeeva pa Avuvu Patabuyaaŋ, ve igham le tapiri tiina. Tauta Yesu ilaagh irau nugh naol, ve igham uraat popoia, ve igharaat tamtamon tisov tau Ŋeer Saghati ivaghamun zi na. 
ACT.10.39	“Uraat naol isov tau i ighamu izi taan sirivu to Yudea ve Yerusalem na, yei mbaŋooŋa nighit katini pa matamai. Tauta nivovotia saveeŋa, leso nipariaaŋ tamtamon to tighur ila tooni. Uraat tooni tawe, tauta imin puughu pa tamtamon atezi yavyav pani, ve tiravu izala ai pambarooŋ gha imaat. 
ACT.10.40	Eemon mboŋ imin tol, ve Maaron ipaburigini pa mateegh. Tauta itotoi tauu ivot ighazooŋ ila tamtamon siriv matazi 
ACT.10.41	Saawe tau iburig pa mateegh, i ila ivot to eval mako. Yei mon, ta i ivot tsiei gha nighita. Ve yeŋa nilup ghei pa ghanghaniiŋ. Pasaa, Maaron isiigh ghei pataghaaŋ to nighita uraat tooni ve nipariaaŋ saveeŋa. 
ACT.10.42	Ve ighur uraat payei to nivotia saveeŋ pa tamtamon tauvene: I ighur Yesu to igabiiz tamtamon tisov, ve ighur atuya pazi. Yes tau matazi yaryaare, ve yes mateegha paam. 
ACT.10.43	Propet tisov tipariaaŋ saveeŋ tooni tighe tamtamon tisov tau tighur ila tooni na, ila i eeza, Maaron pale ireu sosor toozi ilale.” 
ACT.10.44	Petrus ivovotia Maaron aliiŋa pazi soone, ve Avuvu Patabuyaaŋ izilam gha izeev tamtamon tisov tau tiloŋlooŋ saveeŋ na. 
ACT.10.45+ACT.10.46	Yuda siriv tau tighur ila to Krisi na, yesŋa Petrus tilam. Tilooŋ yes tawe tisavsaav ila nugh nugh aliŋazi ve tipapait Maaron eeza, le tisov tirur ve avozi ikaak. Pasaa, Maaron irei Avuvu Patabuyaaŋ pa yes tau Yuda mako na. 
ACT.10.47	Ra Petrus iburig ve isaav ighe: “Sei irau iŋgalsekin zeran tane pa ghamuuŋ yaa? Mako. Pa yes tigham Avuvu Patabuyaaŋ wa raraate imin iit.” 
ACT.10.48	Tauvene Petrus aavo iyaryaaŋ pazi ighe yes aat tigham yaa ila Yesu Krisi eeza. Tigham yaa le isov, ra tiŋguruut Petrus gha yesŋa tileep rig ta sewe.
ACT.11.1	Mbaŋooŋa siriv tomania yes toŋvetaz to Krisi tau tileep irau taan sirivu to Yudea na, tilooŋ tighe yes tau Yuda mako na, tilooŋ Maaron saveeŋ tooni gha tighur ila wa. 
ACT.11.2	Tauvene saawe tau Petrus imuul izala Yerusalem, yes tau tiyooz ariaaŋ pa tutuuŋ to Mose ve ravuuŋ tamtamon warozi na, tiyau avozi pani. 
ACT.11.3	Tighe: “Petrus, nilooŋ tighe yo ula uleep tomania yes tau Yuda mako na, ve yamŋa alup gham pa ghanghaniiŋ. Puughu mindai ta yo ugham tauvene?”
ACT.11.4	Tauvene Petrus ipaes pazi poi pa gabua naol tau ivot pani na, ighe: 
ACT.11.5	“Alooŋ. Yau naleep izi nugh Yoppa ve nasuŋsuŋ, ve tandaghiiŋ ee ivot payau. Matag izala le naghita gabua ee imin uuli tiina. Uuli tawe timbit maata paaŋ, ve titughu ta sambam we ve izilam. Izi izi le iduduuŋ ila naghog. 
ACT.11.6	Nagig iloŋ ila uuli tawe loolo, ve naghita gabua maata maata. Ŋgai maata maata, ve gabua siriv tau tikakarau ila taan, ve man tau tirovroov ila taitai saamba na paam. 
ACT.11.7	Ra nalooŋ saveeŋ ilam payau ighe: ‘Petrus, uburig, urav zi, ve ughan zi.’
ACT.11.8	“Yau nayol aliiŋa naghe: ‘Wai Tiina, irau naghan zi mako. Pa gabua siriv tawe tiŋgalaaŋ ila matam mako, ve tutuuŋ iŋgalsek pa ghaniiŋ zi. Ta muuŋ ve ilam, avog itut gabua eta tauvene mako.’ 
