MAT.1.1	Nene pitiiŋ to Yesu Krisi pughu toni. Yesu, ye siŋ to kinik David, ve David, ye siŋ to Abaraam. 
JHN.12.4	Yudas Iskariot, ye taghoniiŋa to Yesu to muri ighuri ila koia nimadi. Ye ighita mbeb tonenen, ve isaav ighaze: 
JHN.12.5	“Wai, liva ne, iwaghamun ŋgoreeŋ tonene sorok pasa! Inimale tagholia, tone tagham yaam tiina pani, irau 300 denari ma venen. Leso tagham pa yes mbolaaŋa.” 
JHN.12.6	Saveeŋ tonene, ye mata iŋgal yes mbolaaŋa, ve isavia maau. Isaav sorok. Pasa, ye ŋgeu yubyub. Ye iŋgin lugluug todi, ve sawa pida nima serekserekia pa yaam todi pida.
JHN.12.7	Yudas isaav tovene, ve Yesu isaav pani ighaze: “Uyou avom pani pasa? Upuli. Ye ikis ŋgoreeŋ tonene pa gharatooŋ ghou pa sawa to namaat ve titavia ghou. 
JHN.12.8	Yes mbolaaŋa pale yamŋa anepneep irau sawa isob. Ve you irau itiŋa tanepneep moghon maau.”
JHN.12.9	Ival tiina tilooŋ tighaze Yesu inepneep izi ndug Betania, ve tikeet tila tighaze tighita. Ve tighaze tighita Lasarus paam. Pasa, tilooŋ varu tighaze ye imaat ve Yesu ipamundigini pa mateeŋ. 
JHN.12.10	Tovenen yes daba to watooŋrau tilup di, ve timbua saveeŋ tighaze tirab Lasarus imaat paam. 
JHN.12.11	Pasa, Yuda katindi to tilooŋ Lasarus varu, tipul daba todi tonowen, ve tighur ila to Yesu. 
JHN.12.12	Mboŋ ndugizau, ghoro ival tiina to tila tineep izi Yerusalem pa lupuuŋ tiina to Pasova, tilooŋ Yesu varu tighaze ye ighaze izala pa Yerusalem. 
JHN.12.13	Tovenen tigham mbeb inimale napatolo raua, ve tivot tila tighaze tighita. Sawa to tighita, tipamundigin bobaaŋ, ve tipait iza tighaze:
JHN.12.14	Yesu igham esele paghu eez ve mbole izala, ve ilaghova itaghon Maaron aliŋa waaro eez to timbooda. Isaav tovene:
JHN.12.16	Sawa to mbeb tonenen ivot, taghoniiŋa to Yesu tighilaal pughu maau. Eemoghon muri, sawa to ye imaat ve imundig muul, ve iza tiina ivot ighazooŋ, ghoro matadi iŋgal mbeb tonenen, ve tighilaal tighaze saveeŋ waaro tonenen, timbooda iza to Yesu.
JHN.12.17+JHN.12.18	Pughu to ival tiina tikeet tila tighita Yesu, nene vene: Sawa to ye ipoi Lasarus, ve imundig pa mateeŋ ve ilaagh ivot pa naal, ival tiina tineep ve tighita mbeb gharatooŋa tonenen. Tovenen muri, tila ve tipaesia mbeb tonenen varu pa tamtoghon ve tipariaaŋ Yesu saveeŋ toni tighaze mbeb tonenen ipatooŋa ighaze Maaron ineep tomani pa uraat toni. 
JHN.12.19	Ndiran tutuuŋa pida tighita ival tiina tonowen yesŋa Yesu tilaghlaagh ve tipapait iza, tauto tiwasavon di tighaze: “Aghita! Iit taraua maau. Tamtoghon to taan tisob tila titaghoni wa!”
JHN.12.20	Yes to tizala Yerusalem ve tighaze tisuŋ pa Maaron ila lupuuŋ tiina to Pasova, Grika pida tineep ila lolodi paam. 
JHN.12.21	Yes tila to Pilip, ye ŋgeu to ndug Betsaida to ineep Galilaia, ve tisaav pani tighaze: “Olman, yei nighaze le nighita Yesu.” 
JHN.12.22	Tovenen Pilip ila ipaesia aliŋadi pa Andreas, ghoro yesuru tila tipaes pa Yesu.
JHN.12.23	Yesu isaav padi ighaze: “Sawa to Tamtoghon Natu ipatooŋ iza tiina toman tapiri ve poia toni ivot ighazooŋ, tauto ivot wa. 
JHN.12.24	Onoon kat, you nasaav payam: Ighaze wit uve izila taan lolo maau, nene irau wit paghu eta ivot maau. Nene pale uuv tonenen moghon ineep. Eemoghon ighaze uuv tonenen izila taan lolo, ve uli imbuuz ve ilale, nene pale matasupu toni iza, ve ighur anoŋa katindi. 
JHN.12.25	Ighaze tamtoghon eta lolo pa ghamuuŋ nepooŋ poia to taan moghon, nene pale tau ilale. Ve ighaze tamtoghon eta ighur muri pa taan nepooŋa, ye pale igham nepooŋ poia ila to Maaron itaghoni taghoni gha ila. 
JHN.12.26	Ighaze tamtoghon eta imbees payou, ye irau itaghon ghou. Tamtoghon tovene, pale ineep toman ghou izi ndug to you pale nala naneep pani. Ve tamtoghon to ighaze imbesmbees payou, nene pale Tamaŋ ipakuri.” 
JHN.12.27	Yesu isaav muul ighaze: “Aazne, lolog ipataŋan kat ve nagham ŋgar naol. Pasa, sawa tiou to mateeŋ inim igharau wa. Pale nasaav vena? Pale nasaav naghaze: ‘Tamaŋ, upasalin ghou pa pataŋani tiina to ighaze ivot payou ne?’ Maau, irau nasaav tovene maau. Pasa, pughu tonene to you nazi nanim taan. 
JHN.12.28	O Tamaŋ, mbeb to pale ivot payou ne, you naghaze inim ataam pa upatooŋ tapirim ve poia tiom ivot ighazooŋ pa tamtoghon. Leso tipait izam.”
JHN.12.28	Yesu isavia saveeŋ tonene, ghoro saveeŋ sambam ve izi inim ighaze: “You napatooŋ tapirig toman poia tiou pa tamtoghon wa. Ve you pale napatooŋa padi muul. Leso tighilaal ghou tighaze you izag tiina.” 
JHN.12.29	Ival tiina to yesŋa Yesu tinepneep ne, tilooŋ saveeŋ tonene, ve pida tighaze pa lalaav avolutu. Ve pida tighaze: “Maau. Aŋela eta avaat isavsaav pani.”
JHN.12.30	Eemoghon Yesu isaav padi ighaze: “Saveeŋ to itaŋ izi inim, nene pa iuul ghou maau. Nene pa iuul gham. 
JHN.12.31	Aazne, taza pa sawa to Maaron ipatooŋ sosor to tamtoghon to taan ivot ighazooŋ, ve ighur atia padi, ve indiir daba to iŋgin taan ne ighau. 
JHN.12.32	Aazne, you naneep izi taan. Eemoghon muri, sawa to tiit ghou naza, nene pale nayou tamtoghon tisob tinim tiou.” 
JHN.12.33	Yesu isavia saveeŋ tonene pa ivotia ataam to pale imaat pani.
JHN.12.34	Ival tiina tilooŋ saveeŋ toni tonene, ve tipamuul aliŋa tighaze: “Maaron aliŋa to timbooda, saveeŋ waaro eez isaav tovene: Mesia pale ineep mata iyaryaar le alok. Ighaze venen, pughu vena to yom ughaze Tamtoghon Natu pale tiiti iza? Tamtoghon Natu to yom usavia, nene sei?” 
JHN.12.35	Yesu isaav padi muul ighaze: “Aazne, ghazooŋa to Maaron ineep toman gham. Eemoghon mala maau pale ipul gham. Tovenen sawa to ghazooŋa toni inepneep toman gham, alaghlaagh ila ghazooŋa tonowen lolo. Leso ndoroom ipoon gham sob. Tamtoghon to ighaze ilaghlaagh ila ndoroom lolo, nene pale ikankaan pa ndug sine to pale ila pani. 
JHN.12.36	Tovenen sawa to ghazooŋa to Maaron inepneep toman gham, aghur ila toni pataghaaŋ. Leso anim tamtoghon to ghazooŋa.”
JHN.12.36	Yesu isavia saveeŋ tonene le isob, ghoro ipul di, ve ila iyooŋ padi.
JHN.12.37	Onoon, Yesu igham mbeb gharatooŋadi naol ila yes Yuda matadi, leso ipatooŋ tau padi, ve tighilaala tighaze Maaron ineep tomani pa uraat toni. Eemoghon tighur ila toni maau. 
JHN.12.38	Ŋgar to tighami, nene itaghon saveeŋ to muuŋ propet Isaia imbooda. Isaav tovene:
JHN.12.39	Yes irau tighur ila to Yesu maau. Ve Isaia ipaghazoŋan ghiit pa pughu. Pasa, saveeŋ waaro ite to ye imbooda, isaav ighaze:
JHN.12.41	Isaia isavia saveeŋ tonene pasa, muuŋ ye ighita Yesu tapiri ve poia toni toman uraat tiina to muri pale ighami ne ila tandagiiŋ. Tauto ighilaal Yesu ighaze ye iza tiina. 
JHN.12.42	Onoon, pooza katindi to yes Yuda tighur ila to Yesu. Eemoghon tivotia ghurla todi ivot ighazooŋ maau. Pasa, timatughez tighaze ndiran tutuuŋa pale tizurun di pa lupuuŋ todi, ve irau yesŋa tilup di pa suŋuuŋ muul maau. 
JHN.12.43	Ndiran tonowen, lolodi pa pakuruuŋ to tamtoghon ilib pa pakuruuŋ to inim pa Maaron. 
JHN.12.44	Muri ghoro, Yesu isaav aliŋa tiina ighaze: “Tamtoghon to ighaze ighur inim tiou, nene ighur inim tiou moghon maau. Ye ighur ila to Tamaŋ to imbaaŋ ghou nanim ne paam. 
JHN.12.45	Tamtoghon to ighaze ighita ghou, nene ighita Tamaŋ to imbaaŋ ghou nanim ne paam. 
JHN.12.46	You nazi nanim taan pa nanim ghazooŋa pa tamtoghon. Leso tamtoghon tisob to tighur inim tiou, tineep ila ndoroom lolo muul sob. 
JHN.12.47	“Ighaze tamtoghon eta ilooŋ saveeŋ tiou, ve itaghoni maau, nene irau naŋgabiiza ve naghur atia pani maau. Pasa, you nazi nanim taan pa naŋgabiiz tamtoghon to taan ve naghur atia padi ne maau. Nanim pa nagham mulin di. 
JHN.12.48	Ve alooŋ! Tamtoghon tisob to tizurun ghou, ve lolodi pa tigham saveeŋ tiou maau, sawa to Mboŋ Muri, Maaron pale iŋgabiiz di itaghon saveeŋ to you nasavia ne, ve ighur atia padi. 
JHN.12.49	Pasa, you nasavia saveeŋ eta itaghon taug ŋgar tiou maau. You nataghon Tamaŋ to imbaaŋ ghou nanim ne ŋgar toni. Saveeŋ to ye tau ighuri payou pa nasavia, tauto nasasavia payam. 
JHN.12.50	Ve you nawatag: Tutuuŋ toni to ye ighuri inim tiou pa navotia, nene inim ataam pa tamtoghon tigham nepooŋ poia ila toni itaghoni taghoni gha ila. Tovenen saveeŋ to you nasasavia, nene nataghon katin saveeŋ to Tamaŋ isavia payou.”
JHN.13.1	Sawa to lupuuŋ tiina to Pasova igharau ighaze ivot. Yesu iwatag: Sawa toni to ipul taan, ve imuul izala pa Tama, nene inim igharau wa. Muuŋ ve inim, ye ighur lolo kat pa tamtoghon toni to tineep izi taan. Ŋgar tonowen, ye itaghoni ila ila le sawa to mateeŋ toni, ghoro ipatooŋa ivot ighazooŋ kat. 
JHN.13.2	Rabrab izi, ve Yesu toman taghoniiŋa toni tilup di pa ghanghaniiŋ. Yudas to Simon Iskariot natu, Ŋgeu Samia ipazaagh lolo wa, leso ighur Yesu ila koia nimadi. 
JHN.13.3	Yesu iwatag: Tama Maaron ighur mbeb tisob tila nima wa. Ve ye ineep toni, to izi inim, ve pale imuul izala toni. 
JHN.13.4	Tovenen Yesu ipul ghaniiŋ, ve imundig ve iduduum nonogiiŋa toni to moŋeŋaaŋ izi, ve igham uli eez to musuuŋ, ve ipoosa ila ŋgali. 
JHN.13.5	Ghoro iliŋ ya izila oon, ve ipamundigin uraat to menuuŋ taghoniiŋa toni aghedi. Sawa to imenmen aghedi, imus di paam pa uli to ipoosa ila ŋgali ne. 
JHN.13.6	Imenmen aghedi ila ila le ivot to Simon Petrus. Ghoro Simon isaav pani ighaze: “Wai Tiina, yom ughaze umen agheg?” 
JHN.13.7	Yesu ipamuul aliŋa ighaze: “Ŋgar to you naghami ne, aazne yom ughilaal pughu maau. Eemoghon muri pale ughazooŋ pani.”
JHN.13.8	Petrus izoora ighaze: “Aazne ve muri paam, yom irau umen agheg maau. Maau le maau kat!”
JHN.13.8	Yesu isaav pani muul: “Ighaze namen aghem maau, yom tamtoghon tiou maau.”
JHN.13.9	Simon Petrus isaav pani ighaze: “O Tiina, ighaze venen, ghoro umen agheg moghon malep. Umen nimag ve dabag paam!”
JHN.13.10	Yesu isaav pani ighaze: “Tamtoghon to ighaze iririu wa, ye le pughu eta to iririu muul maau. Pasa, anoŋa isob iŋgalaaŋ wa. Tovenen ye pale imen aghe moghon. Yam tonene aŋgalaaŋ wa. Eemoghon yam asob maau.” 
JHN.13.11	Yesu isavia saveeŋ tonene pasa, ŋgeu to ighaze ighuri ila koia nimadi, ye iwatagi wa. Tauto isaav padi ighaze: “Yam asob aŋgalaaŋ maau.”
JHN.13.12	Yesu imen taghoniiŋa toni aghedi le isob, ghoro indudi pa nonogiiŋa toni muul, ve imuul ila pa ina ve mbole izi, ve ighason di ighaze: “Laak, ŋgar to ŋgaramus nagham payam ne, awatag pughu, ma maau? 
JHN.13.13	Yam awatwaat ghou aghaze you patoŋaaŋ ve tiina tiam. Saveeŋ tiam tonanan onoon. Ighaze awaat ghou tovene, nene deŋia. 
JHN.13.14	Aghita. You Tiina ve patoŋaaŋ tiam. Eemoghon namen aghemim. Ighaze you nagham tovene, yam paam irau agham ŋgar raraate moghon pa taumim. 
JHN.13.15	You nagham ŋgar tonene inim patoŋaaŋ payam, leso aghita ve ataghon ŋgar raraate inimale you nagham payam. 
JHN.13.16	You nasaav payam. Onoon kat, mbesooŋa eta irau ilib pa tiina toni ne maau. Ve mbaŋooŋa eta irau ilib pa ŋgeu to imbaaŋa ne maau. 
JHN.13.17	Ŋgar to naghami ne, yam aghazooŋ pa pughu wa. Ighaze ataghoni, nene pale lolomim poia, ve poia to Maaron iza tiam. 
JHN.13.18	“Saveeŋ tonene, you nasavia iŋarua yam asob maau. Yam to nasia gham anim leg, you nawatag katin gham. Tamtoghon tiam eez, ye lolo ineep toman ghou maau. Pasa, Maaron aliŋa to timbooda, anoŋa pale ivot. Saveeŋ tovene:
JHN.13.19	Aghita. Mbeb tonene ivot sone, ve aazne you navotia payam pataghaaŋ. Leso sawa to ivot, yam aghur ila aghaze YOU TO IZAG NANEPNEEP. 
JHN.13.20	Onoon kat you nasaav payam: Yes to you nambaaŋ di tila pa uraat ne, ighaze tamtoghon eta igham di toman lolo poia, nene igham ghou. Ve ighaze tamtoghon eta igham ghou, nene igham Tamaŋ to imbaaŋ ghou nanim ne paam.” 
JHN.13.21	Yesu isavia saveeŋ tonene le isob, ghoro lolo ipataŋan kat, ve isaav ghazooŋa ighaze: “Onoon kat, you nasaav payam: Tamtoghon tiam eez pale ighur ghou nala koiagŋa nimadi.”
JHN.13.22	Taghoniiŋa toni tilooŋ saveeŋ tonene, ve tiwambatutun di. Pasa, tikankaan: Yesu isavia saveeŋ tonene iŋarua sei? 
JHN.13.23	Sawa tonenen, taghoniiŋa to Yesu lolo pani kat ne, ineep Yesu dige. 
JHN.13.24	Tovenen Simon Petrus lua katia pani ighaze ighason Yesu pa saveeŋ to ye isavia ne. Iŋarua sei?
JHN.13.25	Tauto taghoniiŋa tonowen indaleel pa Yesu, ve ighasoni ighaze: “Tiina, yom usaav pa sei?”
JHN.13.26	Yesu ipamuul aliŋa ighaze: “You pale napazug mberet tonene ila sur, ve nagham pa tamtoghon toit eez. Ŋgeu tonene to you nasavia.” Ghoro igham mberet pida, ipazugi ila sur, 
JHN.13.27	Yudas ipaes mberet tonowen, ghoro Sadan izeeva. Tovenen Yesu isaav pani ighaze: “Ŋgar to yom ughaze ughami, nene ughami rikia moghon.”
JHN.13.28	Yes to tilup di pa ghanghaniiŋ, todi eta ighilaal pughu to Yesu isavia saveeŋ tonene pa Yudas ne maau. 
JHN.13.29	Pida tigham ŋgar tighaze Yesu imbaaŋa pa gholiiŋ mbeb pida pa lupuuŋ tiina tonowen, ma imbaaŋa ila pa reiŋ mbeb pida pa yes mbolaaŋa. Pasa, Yudas iŋgin lugluug todi. 
JHN.13.30	Tovenen Yudas igham mberet suruvu tonenen, ve rikia moghon imundig, ve ivot ila pumuri. Sawa tonenen, ndoroom izi wa.
JHN.13.31+JHN.13.32	Yudas ipul di, ve ivot ila pumuri, ghoro Yesu isaav padi ighaze: “Sawa to Tamtoghon Natu ipatooŋ iza tiina toman tapiri ve poia toni ivot ighazooŋ, tauto ivot wa. Ve mbeb to pale ivot pani, nene pale ipaghazoŋan Tama Maaron iza tiina toman tapiri ve poia toni paam. Leso tamtoghon tipait Tama Maaron iza. Ve Tama Maaron tovene paam. Pale ipaghazoŋan Natu iza tiina toman tapiri ve poia toni. Leso tamtoghon tipait Natu iza. Mala maau pale mbeb tonene ivot. 
JHN.13.33	“Aa ndipain tiou, you pale naneep toman gham ris moghon, ghoro aghita ghou muul maau. Pale napul gham, ve akaal naghog. Tovenen saveeŋ to muuŋ nasavia pa yes Yuda, tauto aazne nasavia payam paam. Saveeŋ tovene: ‘Ndug to you naghaze nala pani, nene yam irau ala pani maau.’ 
JHN.13.34	Alooŋ. Aazne, you nasavia tutuuŋ paghu payam tovene: Lolomim pa taumim ve agham poian gham. Lolomim pa taumim kat, inimale you lolog payam kat. 
JHN.13.35	Ighaze lolomim pa taumim kat, nene pale tamtoghon tighilaal gham tighaze yam taghoniiŋa tiou.”
JHN.13.36	Yesu isavia saveeŋ tonene le isob, ghoro Petrus ighasoni ighaze: “Tiina, ndug sine to yom ughaze ula pani?”
JHN.13.36	Yesu ipamuul aliŋa ighaze: “Ndug to you pale nala pani, yom irau utaghon ghou unum to aazne ne maau. Eemoghon muri, yom pale utaghon ghou unum.” 
JHN.13.37	Tovenen Petrus ighasoni muul ighaze: “Tiina, pughu vena to yom ughaze you irau nataghon ghom to aazne maau? You irau napul taug namaat payom.”
JHN.13.38	Yesu isaav pani muul ighaze: “Aliŋam tonanan, pale onoon wa? Yom irau upul taum umaat payou? You nasaav payom: Onoon kat, mboŋ aazne, yom pale upesamun izag pae tol le isob, ghoro tatareek itaŋ.”
JHN.14.1	Yesu isaav pa taghoniiŋa toni ighaze: “Lolomim ipataŋan ve agham ŋgar naol malep. Aghur ila to Maaron, ve aghur inim tiou paam. 
JHN.14.2+JHN.14.3	Tamaŋ ruum toni, le sosoor katindi to nepooŋ. Inimale le sosoor katindi maau, tone irau nasaav payam tovene maau. You pale namuuŋ nala, ve nagharaat lemim inamim to nepooŋ izi tonowe. Ighaze nagharaata le isob, nene pale namuul nanim, ve nagham gham anim tiou. Leso aneep toman ghou izi ndug to you naneep pani. 
JHN.14.4	Ataam to ndug to you naghaze nala pani, yam awatagi wa.”
JHN.14.5	Tomas ilooŋ saveeŋ tonene, ve isaav pa Yesu ighaze: “Tiina, ndug to yom ughaze ula pani ne, yei nikankaan pani. Pale niwatag ataam to nila pa ndug tonanan vena?”
JHN.14.6	Yesu ipamuul aliŋa ighaze: “You taug to ataam. You napatooŋ katin gham pa Maaron ve saveeŋ toni onoon, ve nanim pughu pa nepooŋ to mataad iyaryaar. Ataam ee moghon to tamtoghon titaghoni ve tila to Tamaŋ, nene you. Ite paam maau. 
JHN.14.7	Ighaze awatag katin ghou, nene pale awatag Tamaŋ paam. Aazne ve ila, yam awatagi. Pasa, aghita wa.” 
JHN.14.8	Tovenen Pilip isaav pani ighaze: “Tiina, upatooŋ Tamam payei, ghoro nighazooŋ pani ve atemai izi.”
JHN.14.9	Yesu isaav pani ighaze: “Wai Pilip, itiŋa takaria nepooŋ wa! Ve yom ughilaal ghou sone? Tamtoghon to ighaze ighita ghou, nene ighita Tamaŋ. Pughu vena to ughason ghou ughaze napatooŋ Tamaŋ payam? 
JHN.14.10	Yom ughur ila sone? You naneep ila to Tamaŋ, ve ye ineep inim tiou. Saveeŋ to you nasavia payam ne, nasavia itaghon taug ŋgar tiou maau. Tamaŋ to ineep inim tiou, tauto ighamgham uraat toni ila nimag. 
JHN.14.11	You naneep ila to Tamaŋ, ve ye ineep inim tiou. Saveeŋ tonene, yam irau aghur ila. Ve ighaze aghur ila maau, ghoro agham ŋgar pa uraat tintina to you nagham di tivot wa. Leso ipalot gham, ve aghur inim tiou. 
JHN.14.12	“Onoon kat, you nasaav payam: Ighaze tamtoghon eta ighur inim tiou, ye pale igham uraat tintina tinimale uraat to you naghamgham di. Ve ye pale igham uraat tintina pida paam le tilib pa uraat tiou. Pasa, you pale napul taan, ve namuul nala to Tamaŋ. 
JHN.14.13	Sa mbeb to ighaze yam aghason Tamaŋ Maaron pani ila you izag, nene pale you naghami ivot. Leso napaghazoŋan Tamaŋ iza tiina toman tapiri ve poia toni. 
JHN.14.14	Tovenen sa mbeb to ighaze yam aghason pani ila you izag, nene pale you naghami.
JHN.14.15	“Ighaze lolomim payou, nene pale matamim kisin tutuuŋ tiou, ve ataghon di. 
JHN.14.16	Ve you pale naghason Tamaŋ pa imbaaŋ Palotiiŋa ite paam izilat tiam. Leso ineep toman gham irau sawa isob, ve ipalot gham. 
JHN.14.17	Palotiiŋa tonowen, nene Maaron Avuvu. Ye pale ipaghazoŋan gham pa saveeŋ onoon to Maaron. Pasa, ye isasavia saveeŋ onoon. Tamtoghon to titaghon taan ŋgara, yes irau tighami maau. Pasa, tighita maau, ve tiwatagi maau. Eemoghon yam, ghoro awatagi. Pasa, ye inepneep toman gham. Ve muri, ye pale ineep tuŋia ila lolomim. 
JHN.14.18	“You irau napul gham aneep sorok animale yes parooŋa ne maau. You pale namuul nanim tiam. 
JHN.14.19	Yes to titaghon taan ŋgara, mala maau pale tighita ghou muul maau. Eemoghon yam ghoro aghita ghou. Pasa, you pale namundig muul ve naneep matag iyaryaar. Tovenen yam paam pale agham nepooŋ poia inim tiou, ve aneep matamim iyaryaar. 
JHN.14.20	Sawa tonenen, yam pale aghilaal aghaze you naneep ila to Tamaŋ, ve yam aneep inim tiou, ve you naneep ilat tiam. Iit tasob talup ghiit tanim ee moghon. 
JHN.14.21	Tamtoghon to ighaze mata kisin tutuuŋ tiou ve itaghon di, nene ye to lolo ineep. Tamtoghon tovene, nene pale Tamaŋ lolo ineep toni, ve you paam lolog ineep toni ve napatooŋ taug pani.” 
JHN.14.22	Yesu isaav tovene, ve Yudas ite (ye Yudas Iskariot maau) ighasoni ighaze: “Tiina, vena to yom ughaze upatooŋ taum pa yei moghon, ve ival tiina to taan maau?”
JHN.14.23	Yesu ipamuul ghasoniiŋ toni tovene: “Ighaze tamtoghon eta lolo payou kat, nene pale mata kisin saveeŋ tiou ve itaghoni. Tamtoghon tovene, Tamaŋ pale lolo pani kat, ve yeru Tamaŋ nila toni, ve nighami inim inamai to nepooŋ. 
JHN.14.24	Eemoghon tamtoghon to ighaze lolo ineep tiou maau, nene pale lolo imaagh pa saveeŋ tiou, ve itaghoni maau. Saveeŋ to yam aloŋlooŋa, nene taug saveeŋ tiou maau. Nene Tamaŋ to imbaaŋ ghou nanim ne saveeŋ toni.
JHN.14.25	“Aazne, itiŋa tanepneep, ve nasavia saveeŋ tonene payam. 
JHN.14.26	Eemoghon mala maau pale napul gham, ve Tamaŋ imbaaŋ lemim Palotiiŋa ite paam izilat pa you izag. Nene Avuvu Patabuaŋ. Ye pale igham naghog, ve ipaghazoŋan ŋgar tiam pa mbeb tisob, ve ipei ŋgar tiam pa saveeŋ isob to you nasavia payam. Leso matamim kisini. 
JHN.14.27	“You pale napul gham. Tovenen naghaze napul luuma tiou ineep toman gham, leso aneep poia toman lolomim luuma. Nepooŋ poia to naghaze nagham payam, nene raraate inimale nepooŋ poia to tamtoghon to taan tighamghami ne maau. Tovenen lolomim imbumbu malep, ve amatughez malep. 
JHN.14.28	Yam alooŋ ghou naghaze: ‘You pale napul gham, ve nala. Eemoghon muri, you pale namuul nanim tiam.’ Ighaze lolomim payou, nene pale lolomim poia ve tinimim iza. Pasa, Tamaŋ to ilib payou ne, you naghaze namuul nala toni. 
JHN.14.29	Saveeŋ isob tonene, you nasavia payam pataghaaŋ. Leso sawa to anoŋa toni ivot, matamim iŋgal aliŋag, ve aghur inim tiou. 
JHN.14.30	Saveeŋ to nasasavia payam ne, irau naseeŋga ila mala kat maau. Pasa, ŋginiiŋ to taan tonene inim igharau wa. Ye tapiri irau ghou maau, ve you naneep ila ye samba maau. 
JHN.14.31	Eemoghon you irau nataghon katin saveeŋ isob to Tamaŋ isavia payou, ve pataŋani ivot payou itaghon ŋgar toni. Leso tamtoghon to taan tiwatag tighaze you lolog pa Tamaŋ kat.
JHN.14.31	Yo, amundig tapul ndug tonene, ve tala.” 
JHN.15.1	Yesu isaav muul ighaze: “You taug to vaen tau. 
JHN.15.2	Yes to tineep tuŋia inim tiou, nene tinimale ai vaen boga. Boga tisob to anoŋadi tivot pooi maau, nene Tamaŋ ipook di tizi. Ve boga tisob to anoŋadi tivot pooi, nene ye irab motmotin matadi ve ighagharaat di, leso tiŋgalaaŋ ve anoŋadi katindi tivot. 
JHN.15.3	Yam tonene, saveeŋ to nasavia payam, tauto igharaat gham ve aŋgalaaŋ wa. 
JHN.15.4	Yam irau aneep tuŋia inim tiou, ve you naneep tuŋia ilat tiam. Agham ŋgar pa vaen boga. Ighaze ineep saguan pa vaen luvuŋa, pale boga tonowen ighur anoŋa? Maau. Ai boga irau ineep tuŋia ila ai luvuŋa, ghoro anoŋa. Ve yam tovene paam. Ighaze aneep tuŋia inim tiou maau, nene irau ghurla tiam ighur anoŋa poia eta maau. 
JHN.15.5	“You taug to ai vaen, ve yam animale vaen boga. Tamtoghon to ighaze ineep tuŋia inim tiou, ve you naneep tuŋia ila toni, nene pale ghurla toni ighur anoŋa popoia katindi. Ve ighaze aneep saguan payou, nene irau agham mbeb poia eta ivot maau. 
JHN.15.6	Tamtoghon to ighaze ineep tuŋia inim tiou maau, nene ye inim ai booga gorgori to timbuti ve tipiyaava ila. Ai boga tovene, pale muri tindou di, ve tipiyaav di tisob tizala yab ighan di. 
JHN.15.7	Ighaze aneep tuŋia inim tiou, ve saveeŋ tiou ineep tuŋia ila lolomim ve ataghoni, yam irau aghason Tamaŋ Maaron pa sa mbeb to lolomim pani, ve ye pale igham mbeb tonenen ivot payam. 
JHN.15.8	Ighaze ghurla tiam ighur anoŋa popoia katindi, nene pale apaghazoŋan Tamaŋ Maaron iza tiina toman tapiri ve poia toni, ve apatooŋ taumim paam aghaze yam taghoniiŋa tiou. 
