GEN.1.1	Ni fíĉilum fafu, Aláemit nátut fatiya ni ettam.
ROM.8.33	Ay ajae eteh sulob bugan bugagu bugo Aláemit aĉob me ? Bajut an, mata Aláemit najogiljoh bugan gaĉole. 
ROM.8.34	Ay ájue ñer ataliŋil min abelil ni gúteh ? Bajut an ! Yésu Kirista nabelibet n’eĉet, bare wafaŋ me ᵽe, nailoilo ni gaĉet me ak’arobo ni gañen gárib gal Aláemit, ban náh’álaul dó bi ni wolal.
ROM.8.35	Wa újue úfaculorolal ni gábboli gagu gaa Kirista ? Wa, bíyih, gájuhulo, gálatien, bieb, batujen, mataño, ter fitih ? 
ROM.8.36	Ti Bahiĉer babu bulob yo me :
ROM.8.36	« Funah-ó-funah wóli ubugi n’eᵽolor eĉet,
ROM.8.36	dó ᵽe mala min juom me bugani.
ROM.8.36	Gujogóli ti ubbarum wo guom n’éjaenum mbaa jamusíbe
ROM.8.37	Bare ni waf wauwu ᵽe nufaŋale nutebale ebeŋ yay yafaŋ so me ᵽe ni búkanum baa Kirista ábboliolal me. 
ROM.8.38	Ey, nibaje gafium gagu gaa búoh waf mat’úju úfaculorolal ni gábboli gagu gal Aláemit : let eĉet, let buroŋ, let emalaka, let siseytane, let waf waw waa jama, let wájaeul me, 
ROM.8.39	let sembe saa fatiya, let saa n’ettam, let waf uce wátuli : waf mat’úmus úju úfaculorolal ni gábboli gagu go Aláemit agitenolal me ni gajogor gagu go nujogoral me ni Yésu Kirista aamme Ataolal.
ROM.9.1	Wo nijae me elob, ilet ni jibij ; maagen mom, mata ínje ni Yésu Kirista nijoge. Biinum Banabe bigitenomgiten búoh maagen nilobe. 
ROM.9.2	Nibabaj gáboteni gámah, mataño mábaerit. 
ROM.9.3	Iní fúmbam bare, Aláemit nahabo eteh gutiom Esúif yay, min til atab ínje, min áfaculorom ni Kirista, tima bugo n’guyab gaᵽah. 
ROM.9.4	Bugo bugan bugaa Israel, bugo Aláemit ajoh me ti uñil bugola, naᵽi bo n’egitenil gasalol. Najogore ñammeŋe babuge ni bugo, nasenil gúboñ gagu, nagitenil ᵽoᵽ bu gujae me ekan bíteŋenol, ban nakanekan wo nalobeil me ᵽe. 
ROM.9.5	Bugo gabulaken gom gaa sipail gútinar gaamme Aburaham, Isak ni Sakob ; hani may Kirista ni bugo nabugi. Aĉila aamme Aláemit, afaŋ me waf waw ᵽe, ban nabaj gasal bi nánonan. Amen.
ROM.9.6	Iegut ter firim fafu fo Aláemit alob me ekan fulolo ni mal. Wabaj me, wo uomme uwe : let gabulaken Sakob
ROM.9.7	let gabulaken Aburaham ᵽoogo guomme gaa maagen ; Aláemit naagolseh til : « Gabulaken gagu go nilob me eseni, ni Isak ᵽan úbajum go me
ROM.9.8	Dóemme ñer let gabulaken Aburaham ᵽoogo guomme guñol Aláemit, bare til uñiaw bugo Aláemit alob me molil, bugo gujogei ti gabulakenol gaa maagen. 
ROM.9.9	Maagen mamu, firim fafu fo Aláemit alob me, ufe : « Ᵽan íbbañul toon ni tinah tice ti taute, ban Saara ᵽan abaj añil
ROM.9.10	Ban baut. Mamu níe ᵽoᵽ ni Rebeka no naŋar me far faa máuba ni búyabool ni ᵽayolal Isak : 
ROM.9.11+ROM.9.12	Balama uñiaw ubugu gaamme gúuba gubugi, balama gukan maaro ter maarat, Aláemit naaseh Rebeka : « Afamma ᵽan áni me amigel apuma
ROM.9.13	Ti Aláemit alob me ni Bahiĉer babu no naah me :
ROM.9.13	« Sakob nimaŋe,
ROM.9.13	min ilat Esau
ROM.9.14	Ᵽan ñer uogal bu ? Babaj ᵽiaŋ maĉolut n’Aláemit ? Múk ! 
ROM.9.15	Naage hum 
ROM.9.15	« Ᵽan irum enil an o nimaŋe erum enil,
ROM.9.15	ᵽan iboket an o nimaŋe iboket
ROM.9.16	Mamu ñer, mati jóumul ni gamaŋ gal ace, ter ni gatatajor gal ace, bare til ni Aláemit áju me ñarum enil. 
ROM.9.17	Ni Bahiĉer babu, Aláemit naage ávi ahu ala Esíp : « Niĉobiĉob min mb’iŋari nigiten sembeom, min mbi ᵽoᵽ gajaom gusaleni ni mof mamu ᵽoomo
ROM.9.18	Mamu, Aláemit ᵽan arum enil an o súmol me, ban o súmol me nakanol naak fuhow.
ROM.9.19	Mánoman ñace ᵽan uogom : « Wa mul Aláemit abaje bi bannur ? Ay ájue alat búnongumol ? » 
ROM.9.20	Niegi ñer : aw aamme arafuhow, ay nom bi eceŋ Aláemit ? Ehaᵽ yay yabokeni me ᵽan ᵽiaŋ eoh an ahu aboken yo me : « Bu jáorum me nukanom maa ? » 
ROM.9.21	Leti ateᵽa sibara wásumol me nakan n’ehaᵽol ? Leti súmol nateᵽ ró ebara yal ésangen, mbi may súmol nateᵽ ró ebara yabajut hámma ? 
ROM.9.22	Aláemit aamme ateᵽa ahu namamaŋ agiten bugan bugagu bitiña-fiiñol ni sembeol. Yo eĉil me bugan bugagu gaᵽiloen me min anemenil ni bitiña-fiiñol, namutenil ᵽio. 
ROM.9.23	Namamaŋ may egiten bájalo babu baa gasalol bújoŋor bugagu bugo narum me enil, bugo naᵽi bo me naĉob bi enogen ni gasalol. 
ROM.9.24	Bugan bugaubugu, bugo guomme wolal, wolal ᵽe bugo naĉob me. Aĉobutolal n’etut Esúif yay bare, bare ᵽoᵽ n’etut bugagu galet me Esúif. 
ROM.9.25	Nalob yo n’élebur yay yal aboñer ahu Osé aah :
ROM.9.25	« Esúh yay galelen me búgumbam
ROM.9.25	ᵽan ivogil ésugom,
ROM.9.25	bugan bugagu bugo nimaŋenut me
ROM.9.25	ᵽan ivogil "buganom bugo nimaŋ me nár
ROM.9.26	Ban to guogenul me jilet buganom,
ROM.9.26	ᵽan guvogul to "guñol Aláemit aroŋ me
ROM.9.27	Aboñer ahu Esai o may nalobe mala Israel aah :
ROM.9.27	« Hani min guñol Israel gujae me emmeŋ ti eus yay yaa fal,
ROM.9.27	ᵽan ŋaño bugan guman gajae me eᵽah bugo bareil.
ROM.9.28	Jiffas búoh Ataw wo nakiĉ me bi ekan ni mof mamu,
ROM.9.28	ᵽan akan wo ᵽe, ban ᵽan akan wo ni majase
ROM.9.29	Ti ᵽoᵽ Esai aᵽi me nalob yo ᵽio bo :
ROM.9.29	« Aláemit-Sembe ahalenutolal me gabulaken,
ROM.9.29	mololal ᵽan mubaen ti maa bugal ésuh yay yaa Sodom,
ROM.9.29	min unogoral ti bugal ésuh yay yaa Gomora
ROM.9.30	Wa ñer ᵽan ulobal ? Uogal ñer : galet me Esúif galiᵽenut me min gúni bugan gaĉole bújoŋor Aláemit, Aláemit nakanilkan n’gúni bugan gaĉole, ni búkanum baa gáinen gagu golil ; 
ROM.9.31	min til bugal Israel gájoume me ni gúboñ gagu bi éni bugan gaĉole, bugo, gúboñ gagu gújuut gukanil n’gúni bugan gaĉole. 
ROM.9.32	Wa uĉile gújuut ? Mata guliᵽut maĉole mamu ni gáinen dó, bare guᵽinorᵽinor búoh ᵽan gubaj mo ni bakaneril bice. Guloŋeloŋen eval yay yo Bahiĉer babu bulob me mala yo 
ROM.9.33	no buoh me :
ROM.9.33	« Ban ibaŋ ni 
ROM.9.33	élakin yajae ebet bugan.
ROM.9.33	Bare an áinen me ni yo mat’ateh mahat
ROM.10.1	Gutiom, wo nimaŋ me ni biinumom ᵽoobo ban níh’ícin wo Aláemit, wo uomme mbi Esúif yay guyab gaᵽah. 
ROM.10.2	Maagen nibbabbañ búsolil n’egiten búoh gúsusuᵽ ni burok bi n’Aláemit, bare gukanyokan m’babajut gaffas. 
ROM.10.3	Maagen mamu, gujogut bu Aláemit akane me bugan bugagu n’guĉol bújoŋorol, ban guŋese ekanoro n’guĉol. Mamu, gulagenut bulago babu baa maĉole mamu mo Aláemit akiĉ me. 
ROM.10.4	Maagen mamu, Kirista nárirendiren gúboñ gagu gaa 
ROM.10.5	Móis no nahiĉ me mala maĉole mamu majoumulo me ni gúboñ gagu, maa nalobe aah : « An akan me wo gúboñ gagu gulob me ᵽan ároŋum ni go
ROM.10.6	Bare mala maĉole mamu majoumulo me ni gáinen, Bahiĉer babu maa bulobe : « Jamb’uoh ni biinumi : Ay ajae me etebor bi fatiya émit ? » An alob mo me, dóemme namamaŋ ekan Kirista nabbañ áavul. 
ROM.10.7	Jamb’uoh ᵽoᵽ : « Ay ajae me ealo bi síndena ettam ? » An alob mo me, dóemme ebbañ áᵽunnul Kirista to gaĉet me guomme. 
ROM.10.8	Ñer Bahiĉer babu wa bulobe ? Buoge : « Firim fafu fulofilof, ufu ni butumi ni ᵽoᵽ ni biinumi
ROM.10.9	Ulob me ni butumi bújoŋor ésuh yay gaa búoh Yésu aamme Ataw ban núinen ni biinumi gaa búoh Aláemit nailenolyilen ni gaĉet me, ᵽan uyab gaᵽah. 
ROM.10.10	Maagen mamu, an áinen me ni o ni biinumol ᵽe, Aláemit ᵽan ajogol an aĉole bújoŋorol. Ey, an alob me ni butumol bújoŋor ésuh yay gaa búoh náineyinen ni Yésu, Aláemit ᵽan asenol gaᵽah. 
ROM.10.11	Maagen mamu, Bahiĉer babu buoge : « Anóan áinene ni o mat’ateh mahat
ROM.10.12	Yo eĉil me, Esúif yay ni galet me Esúif gúbuliorut : bugo ᵽe Ataw anur gubaje, asene me waf waaro bugan bugagu ᵽe gáhagum me ni o. 
ROM.10.13	Maagen mamu, Bahiĉer babu buoseh : « Anóan ajae me éhagum ni gajow Ataw ᵽan ayab gaᵽah
ROM.10.14	Bu ñer bugan bugagu gújue gúhagum ni gajaol bugo m’báinenut ni o ? Ban bu gújue ᵽan gúinen ni aĉila bugo m’baunut lobi mola ? Ban bu ᵽan guun lobi mola an m’bayabulat gayoŋ ákail alobil mola ? 
ROM.10.15	Ban bu ᵽan baj bugan gúkail gulobil mola Aláemit m’baboñulatil ? Ti Bahiĉer babu buoh me : « Wárie ter ejuh bugan bugagu gavaree me gurim gásume n’gújaeul mee
ROM.10.16	Bare let bugan bugagu ᵽe gúkanume Firim fafu Fásum me favarei me. Esai naage ᵽoᵽ : « Ataw, ay áinene ni bavareer babu bóloli
ROM.10.17	Yoemme ñer, gáinen gagu n’eutten bavareer babu gujoumulo, ban bavareer baubu firim Kirista fom.
ROM.10.18	Niege ñer : Esúif yay guunut ᵽiaŋ ? Guun yo bae ! Bahiĉer babu buoge :
ROM.10.18	« Gurimil guuniwun tánotan ni ettam yay ᵽooyo,
ROM.10.18	baloberil bujojow bi to mof mamu mítij me
ROM.10.19	Bare niege : bugal Israel gujogut yo ᵽiaŋ ? Aláemit naᵽie nálobaliil ni butum Móis aah :
ROM.10.19	« Ᵽan ikanul n’jísilaet ni bugagu galet me búgumbam ;
ROM.10.19	ᵽan iinnul guiñul bi ni súsuh sajagut
ROM.10.20	Esai nakañen may aah : « Aláemit naage :
ROM.10.20	Bugagu gaŋesutom me gujugomjuh,
ROM.10.20	nigitene múmbam bugagu gaŋesut me min guffasom
ROM.10.21	Bare Aláemit nalob aya ni Israel aah :
ROM.10.21	« Funah fafu ᵽe nialewalen guñenom
ROM.10.21	mbal ésuh yatikoe gunnu,
ROM.10.21	bugan gákanumut wáfowaf
ROM.11.1	Niege : Aláemit ᵽiaŋ najundenjunden ésugol Israel ? Múk ! Injé hum an ala Israel nem, gabulaken gal Aburaham, an ala 
ROM.11.2	Aláemit ajundenut buganol bugo naᵽi me naffas. Juosen wo Bahiĉer babu bulob me no aboñer ahu Elí aĉagor me Aláemit gaĉagor gauge mala Israel ! 
ROM.11.3	Naage : « Ataw, gumuge uboñeri, gurikule gúsimenumi ; ínje bare iŋaño to, ban ubugi n’eliᵽ bi emugom ínje may
ROM.11.4	Bare bu Aláemit ábalol ? Naagol : « Baje bugan súuli futoh ni súuba bugo niĉobe bi n’ínje, gayaut gújul bújoŋor Baal
ROM.11.5	Yoo, manur mamu may jama : bi maer roŋ bae n’ebaj bugan bugo Aláemit aĉobe ni gájiol bi eᵽagenil. 
ROM.11.6	Naĉobilĉob fumum mala gájiol, kan ñer let bakaneril biĉile ; let mo, gáji gagu mati gubbañ gúni bo gáji gaa maagen.
ROM.11.7	Bu ᵽan uogal ñer ? Wo bugal Israel guŋese me gubajut wo ; bugo Aláemit aĉob me, bugo bare gubaj wo. Bugagu uinumil uawak, 
ROM.11.8	ti hiĉi me oh :
ROM.11.8	« Aláemit nábahembahen uinumil,
ROM.11.8	nakan gúĉilil n’gúpim,
ROM.11.8	nakan ᵽoᵽ gunnuil n’gutopo
ROM.11.8	bi funah faa jama
ROM.11.8	Ban 
ROM.11.9	« Mbi fitiñ fafu folil fíni ékotondiŋ bi ni bugo,
ROM.11.9	fíni embal bi ni bugo ;
ROM.11.9	mbi fitiñ fafu folil fiĉilil n’gullim,
ROM.11.9	fíni gúteh gájahore bi ni bugo ;
ROM.11.10	mbi gúĉilil gumoĉ iki gúpim,
ROM.11.10	ban mbi úsolil ukuŋ m’báelout
ROM.11.11	Niege : No Esúif yay guloŋen me, gulolo ᵽiaŋ fulo faa kare ? Múk ! Bare ni fuloil galet me Esúif gúyabum me gaᵽah, min mbi Esúif yay gúsilaet. 
ROM.11.12	Ban íni me fuloil fuŋalloŋar mof mamu fípiraet, íni me fuŋallo fo sasu súsuh, bu ñer fípiraet faufu fuñumut efaŋ no Esúif yay ᵽe gujae me ébaho bi éinen ?
ROM.11.13	Maer ban ilob ni buru jalet me Esúif : ínje 
ROM.11.14	Mamu, nimaŋe ñace níju iilen físil bugan bugagu bugo jugum me fiil min mbi gumaŋ may gubaj wo galet me Esúif gubaj me, tima níᵽagenum to guceil. 
ROM.11.15	Iní me éᵽunnil jolil ekakan mof mamu ni mubbañ músum n’Aláemit, ñer ebbañulil mbal aĉila wa ᵽan éni ? Leti éᵽurul n’eĉet yay gubbañ gúni m’buroŋ ?
ROM.11.16	Ban íni me gakib gagu gátiar gal emano yay gusenisen Aláemit, kan ñer emano yay ᵽe yola ; íni me may guar bununuh Aláemit aĉil go, uan waw may wola. 
ROM.11.17	Bugal Israel gúnini ti 
ROM.11.18	Kan jamb’usaloro mala yo bújoŋor uan waw útut waw. Usaloro me, uffas búoh let aw utebe fuar fafu, bare til fuar fafu fo fitebi.
ROM.11.19	Ñace ᵽan uoh : « Uan wauwu uᵽiki min ínje iholeni to. » 
ROM.11.20	Nulobe jon ! Uan wauwu, gáinenut gagu gala wo guĉile min uᵽiki, ban aw nuholeniholen to uan wauwu uomen me mala gáinen gagu gúiya. Jambi ñer utebenoro, bare til ubaj úholi Aláemit : 
ROM.11.21	íni me Aláemit aboketut Esúif yay gaamme uan waw útut waw, aw may úkanum jamb’akan mo n’aw.
ROM.11.22	Kan ñer uluj bu Aláemit ásum me ni ᵽoᵽ min átañi me : nátañitañi ni bugan bugagu galo me, násusum n’aw, íni me nujoge liŋ ni músumol ; let mo, ᵽan may aᵽiki ti uan wauwu. 
ROM.11.23	Ban Esúif yay guhat me gáinenut gagu, ᵽan gubbañ guholeni bugo ᵽoᵽ. Aláemit nabaje sembe sasu sal ebbañ aholenil. 
ROM.11.24	Maagen mamu, aw aamen me gaan gaa buoliv baa baha, Aláemit naᵽikuliᵽirih ákiil aholen ni buoliv barogiroh, ban dáuru waf wámusut ubaj. Bare Esúif yay guᵽiᵽi n’gúni uan waa buoliv barogiroh. Yo eĉil me ñer fafaŋ músum ebbañenil guholen dó.
ROM.11.25	Gutiom, nimaŋe ikanul n’jiffas waf wauwe wakoᵽeni mee, min jambi jujogoro bugan gabaje gaffas gámah : batiko gunnu bunogenogen guce ni bugal Israel, ban ᵽan ní mo ni bugo bi no galet me Esúif ᵽooil bugo Aláemit aĉob me gujae me eyab gaᵽah. 
ROM.11.26	Mamu, Israel ᵽooyo ᵽan eᵽah, ti Bahiĉer babu bulob yo me buoh :
ROM.11.26	« Aᵽagena ahu ᵽan áᵽurul 
ROM.11.26	ban ᵽan áᵽuren gahajen gánogan ni gabulaken Sakob ;
ROM.11.27	éᵽuren yay yo nijae me ñer éᵽuren utilil,
ROM.11.27	yo ᵽan énubul me babugeom ni bugo
ROM.11.28	Ujugal me ni elat yay yo bugal Israel gulat me Firim fafu Fásum me, gúnini ulator Aláemit bi ni maaro molul ; bare ujugal me n’eĉob yay yo Aláemit aĉobil me, namaŋilmaŋ mala sipail gufan. 
ROM.11.29	Aláemit nd’aram wo nasen me aban, ban nd’ávu búsol bugo naĉob me. 
ROM.11.30	No, jilalat ékanum Aláemit, ban maer narumul enil mala gákanumut gagu gal Esúif yay ; 
ROM.11.31	mo may bugo jama gulat me ékanumol, min mbi bugo may arumil maer enil ni ñarum enil ñañu ñanur ñañu ño namundum me arum buru enil. 
ROM.11.32	Maagen mamu, Aláemit nahahat bugan bugagu ᵽe ni gákanumut, min mb’áju may agitenil ñarumol enil ño náju me.
ROM.11.33	Mo fubaj Aláemit fújaloe ! Mo malillool ni gaffasol síjaloe ! An mát’áju ajoh gaᵽinorol ! An mát’áju affas bakiĉerol ! 
ROM.11.34	Ti Bahiĉer babu bulob yo me :
ROM.11.34	« Ay affase gaᵽinor Ataw ?
ROM.11.34	Ay ájue áni ataraol
ROM.11.35	Ay ámuse áᵽuren waf asenol
ROM.11.35	min mb’áyabum bacam ni o
ROM.11.36	Maagen, waf waw ᵽe ni o úᵽullo, o aĉil wo, ban nakan wo bi ni o. Gasal gúni n’Aláemit bi nánonan. Amen !
ROM.12.1	Gutiom, nemme Aláemit narumolalrum mamu enil nár, ínje umu n’elaul waf wauwe : jisenol sinilul ní bísimen barondoŋ, bananab, básumolsum. Dó ᵽan ní me ni buru ekanol bíteŋen babu baa maagen bájahor me ni o. 
ROM.12.2	Jambi jilihor ni bakaner bugan bugagu bugaa mof me, bare jihat Aláemit min ábahen bakanerul n’esenul nímoro mujah muvugul. Ᵽan ñer júju jiffas wo Aláemit amaŋ me : wáari me, wásumol me ni waĉol me ᵽe.
ROM.12.3	Ni búkanum baa gáji gagu gal éni aᵽotora go niyab me n’Aláemit, niege jambi an ni buru atebenoro iki gát min áni me, bare til jíni bugan gaalenoroe, ánoan re ni gáinenol go Aláemit asenol me. 
ROM.12.4	Maagen mamu, ti enil ánoan ni wolal ebaj me úlan wammeŋe, ban úlan wauwu ᵽe burok wo búbuliore, 
ROM.12.5	mamu may, wolal jaamme bugan gammeŋe, enil yanur nuomale ni gajogor gagu go nujogoral me ni Yésu Kirista. Ti úlan enil nuh’uiyor me, wolal may mamu nuh’uiyoral me ni gajogorolal ánoan ni apalol. 
ROM.12.6	Nubajale úji wábuliore wo Aláemit asenolal, ban ánoan naate aŋar gola min arok : an abaj me gáji gal elob gurim go Aláemit asenol, akan yo jáhor ni gáinen gagu go nugumal me. 
ROM.12.7	Eno me an nabaje gáji gal eramben bugagu, ajoh burok baubu guñen gúuba. An abaj me may gáji gal eligen bugagu, ajoh galigen gaugu guñen gúuba. 
ROM.12.8	An abaj me ᵽoᵽ gáji gal etar gupalol n’guaken, akanil n’guaken. Mbi an abaj gáji gal éᵽuren fubajol asen, akan yo ni músumol ᵽoomo. Ahu abaj me gáji gagu gal eruŋ fuomunor fal ejangara, ásuᵽ n’eruŋ yauyu. An nabaj gáji gal eramben úsugaten, akan yo n’ésumaet ró.
ROM.12.9	Mbi gábboliorul gúni gaa maagen. Jitey maarat min gaᵽinorul ᵽe gúni gal ekan maaro. 
ROM.12.10	Júbbolior ti batiay bamaŋore nár. Uinumul ᵽe úni ni gákanumor. 
ROM.12.11	Jíni bugan gásuᵽe m’burok, jambi jíni bugan gayuge. Jurok súᵽ bi n’Ataw ni uinumul ᵽe. 
ROM.12.12	Júsumaet mala gafium gagu go jibaj me. Jumuten buru baamer ni sílam ; jujoh to liŋ ni galaw gagu. 
ROM.12.13	Jiramben bugan bugagu bugal Aláemit majoga bajogeril, ban nihi jialen wári sijaora sasu.
ROM.12.14	Jilaw Aláemit min ásonien bugan bugagu gálameneul me ; jilaol min ásonienil, jambi jilaol min atabil. 
ROM.12.15	Júsumaet manur ni bugan bugagu gabaj me ésumay, jukoŋ manur ni bugagu gakoŋe me. 
ROM.12.16	Jujogor jire heb. Jambi jíni bugan gatennoroe, bare jiŋar uinumul jikan ni waf waretore. Jambi jujogoro bugan búgamah.
ROM.12.17	Jambi an akani maarat nulugen. Jiŋes ekan maaro mo bugan bugagu ᵽe gujae esal. 
ROM.12.18	Iní me gájuenum, ban ni jóumul n’gaᵽinorul bare, juroŋ n’gásumay ni bugan bugagu ᵽe. 
ROM.12.19	Buru buganom bugo níbboli me nár, jambi an akanul waf waarat n’julugen buru faŋaul, bare til jihat bitiña-fiiñ Aláemit min bukan burok bo ; maagen ni Bahiĉer babu Aláemit naaseh : « Bulugen ínje iĉil bo, ínje icame me an waf waw wo nakan me
ROM.12.20	Naah ᵽoᵽ : « Alatori bieb bujogol me, nusenol atiñ ; eno me marem mujogol, usenol arem. Maagen mamu ukan me mee alatori, ᵽan níme nan bijeh bajege nuomenulo uŋar urembenol ni fuhow
ROM.12.21	Jambi uhat maarat mamu min miheki, bare til uŋar maaro mamu min uhek mo.
ROM.13.1	Anóan naate ákanum fufane fánofan ; maagen bajut fufane fajoumulat n’Aláemit, ban gufane gagu gaam to me Aláemit akan go to. 
ROM.13.2	Yo eĉil me an áfohul me fufane, náfohufohul waf waw wo Aláemit akiĉ me ahato, ban bugan bugagu gákanumerit me gufane gagu ᵽan gutaliŋi min guyab gúteh. 
ROM.13.3	Maagen mamu an akane maaro aatut áholi utaliŋaaw, bare bugan bugagu gakane me maarat, bugo til guot me gúholiil. Numaŋe uroŋ m’báhollut bugan bugagu gaogene me gufane gagu ? Kan ukan maaro, ban ᵽan úbajum gasal ni bugo. 
ROM.13.4	Maagen mamu an aogene fufane o burok naam ni bo bi n’Aláemit, dó ᵽe bi mala maaro mamu míya. Bare ukan me maarat, nuote úholi gufane gagu, mata sembe sasu so gubaj me bi gúteh an akane maarat let bamotoŋ. An aogene fufane aroka nam ala Aláemit bi egiten an akane maarat bitiña-fiiñ babu bal Aláemit. 
ROM.13.5	Waf wauwu uĉil me juote jíkanum bugan bugagu gaogen me gufane gagu. Jikan mo me, mati julo ni bitiña-fiiñ Aláemit, ban ᵽan jiffas joon n’uinumul búoh jikakan wári.
ROM.13.6	Yo eĉil me may mbi nihi jicam búalen. Maagen mamu bugan bugagu gayabe me búalen babu Aláemit abaŋil to bi ekan burok baubu ni maĉole. 
ROM.13.7	Ñer jisen ánoan waf waw wo naat me abaj : jisen búalen babu an ahu o juot me jisen bo, n’jisen júti yay an ahu o juot me jisen yo, jisen gákanum an ahu o jíari me jisen go, jisen gasal an ahu o juot me jisen go.
ROM.13.8	Jambi juogen an gamag. Gamag gagu ganur gagu pat go jijae me ebaj funah-ó-funah, go guomme júbbolior. An ábboli me apalol arafuhow, nakakan waf waw ᵽe wo gúboñ gagu guroren me. 
ROM.13.9	Maagen mamu, gúboñ gagu gaah me : « Jamb’ufilen anaare o jíyavut, jamb’umuh an, jamb’úkuet, jamb’ubaj gaija bi ni jal an », ni gagu ᵽe, go ᵽe gáboñ gauge ganur gauge gúhag go gaah me : « Ubbóli apali an ti aw faŋai úbbolioro me
ROM.13.10	An ábboli me apalol an, mat’akanol maarat. Ubbóli me bugan, kan nukakan ti gúboñ gagu gulob me ᵽe.
ROM.13.11	Buru jiffase tinah bu nuomale ni to : tinah talu tiĉige taa min jílio ni gámori gagu golul. Maagen mamu, maer funah fafu faa gaᵽagolal bándor fufaŋe ni fulofolal ni no nujual me éinen ni Kirista. 
ROM.13.12	Efuga yay ejae, maer tinah talu ni tíhalenul. Kan ñer uhalal bo waf waw wakanei me n’emoĉ nujaal ni maŋannoe min utigenal maarat mamu. 
ROM.13.13	Uroŋal buroŋ baĉole ti roŋei me tufunah cay. Jambi nuh’utiñal úk’úgatenal, jambi núh’úhallal, jambi nuh’ufilenal aletalet, jamb’úᵽoĉetal, jambi núh’úrigoral ban jamb’úsilaetoral. 
ROM.13.14	Jiŋar gáni gagu gal Ataw Yésu Kirista, jambi an ahat enilol yal arafuhow min eŋarol érur ni gamaŋ yo gaarat mee.
ROM.14.1	Mbi jiyab wári n’etulul an o gáinenol gubajut sembe, ban jambi gaᵽinorol guŋallul síceŋor. 
ROM.14.2	Ñice ace ᵽan áinen búoh nájue atiñ mitiñay mánoman, ahuo abajut me sembe, o, warogi me bare nah’atiñ. 
ROM.14.3	Mbi an ahu atiñe me waf waw ᵽe jambi aĉotihen me ahuo átindit me ᵽe. Mbi ᵽoᵽ ahu átindit me ᵽe jambi ataliŋ me apalol atiñe me ᵽe, mata o may Aláemit nayabolyab. 
ROM.14.4	Ay nom aw bi etaliŋ aroka ahu ala ace ? Eno nátutuh liŋ ter nalolo, afanol ájue alob to waf, let ace. Bare ᵽan átuh liŋ mata afan ahumu, aamme Ataw, nabaje sembe sasu sal eliŋenol.
ROM.14.5	Ñice ace ᵽan aah funah fuman fufaŋe fupafo, ahu, o, najoh go ᵽoogo gure heb. Mbi ánoan ni bugo gúuba ajoh liŋ ni wo naᵽinor me búoh úariari. 
