MAT.1.1	Gëtabu ga mwango wamwa Yesu Kiristo, mwana wamwa Daudi, mwana wamwa Iburahamu. 
ROM.3.20	Gusoko gutie mwaamuntu woong'e nëugutendwaa ayanjëke usonge a Muungu gwa ukwatëëra Seria. Mwëmo wa Seria unë umuraghëëra gutufu muntu mwino watendie mahutye.
ROM.3.21	Ëgweeso itungwee njëa a Muungu a uvatenda antu vëyanjëke usonge akwe adahie ukunukuwa, kangë ti gwa uhaghamëa Seria. Ëgusudangëwa na Seria nanë anyagëdaghu. 
ROM.3.22	Muungu uguvatendaa antu vëyanjëke usonge akwe gwa njëa a uhuvëi wawe fana Yesu Kiristo, Muungu ugutendaa uvi gwa antu voong'e nëvëuhuvëa, gutie ubaghui mbanduvë. 
ROM.3.23	Antu voong'e vatendie mahutye na ukefewa na weru wa Muungu. 
ROM.3.24	Ëgweeso gwa dahwa a mboto a Muungu antu voong'e vëutendwaa vëyanjëke usonge akwe gwa njëa amwa Kiristo Yesu nëwavakhomoe. 
ROM.3.25	Muungu wamudwëye mweeso gusoko gwa saghami akwe, atëndeke njëa a uvahegheya antu mahutye awe gwa. Uhuvëi watëndie vii adahe uvaraghëëra mwino mweeso ughookie. Kheengë, Muungu na mughimu inakeeraa mahutye a antu, 
ROM.3.26	ëgweeso itungwee ërëë, uguyasughulëkëa mahutye a antu adahe uraghëëra ughoke wakwe. Gwa uvii Muungu mughonjo uguraghëëra mwino mweeso ughokie na mwino ugumutëndaa muntu gëkaku në umuhuvëe Yesu ayanjëke usonge akwe.
ROM.3.27	Uvii, wëtëndeo witu wëgufehe? Gutie intu. Gwa seria në ëëvurë? Gwa seria a ntendona? Aa! ëgweeso gwa seria a uhuvëi. 
ROM.3.28	Uvii, gugunë mwino muntu ugumanyëkaa munya tutë gwa uhuvëi na ti gwa ntendo ya seria. 
ROM.3.29	Namba wurë! Muungu unë Muungu wa Ayahudi gutufuna? Ti Muungu wa ndughu yoong'ena? Nhaa, unë Muungu wa ndughu yoong'e noo. 
ROM.3.30	Nësa gwa tutë Muungu unë umwedu, nëujie uvayanjëya mututë vasaa nëvëndie ngovi mu uhuvëi, na vasaa nëvinatowaa ngovi ujie uvayanjëya mututë gwa njëa ya uhuvëi uruuro uruuro. 
ROM.3.31	Uvii, wurë! sese guumëtenda Seria ti intu gwa uhuvëi uruuro? Ti uvii, gënyume gayo sese guumëfa seria udaho nëukhondekie.
ROM.4.1	Guhanye ntuni, uvii, kunë Iburahimu tata witu? 
ROM.4.2	Nësa Iburahimu naa watendiwe aghooke ufuma na wikunkunyayi wakwe, uvii ukweti intu ra gikumajua. Ëgweeso atiudaha gikumajua usonge a Muungu. 
ROM.4.3	Maandëko në Meru ëguhanyaa, wurë? “Iburahimu agamuhuvëa Muungu, rësëë rëgamutenda atendeke wa tutë na ughookie kunë Muungu.” 
ROM.4.4	Munya utenda mwëmo ugurëfwaa, gënyamwëmo gakwe ti dahwa ëgweeso në tutë akwe. 
ROM.4.5	Gwa wasuu në atihaghamëa ntendo yakwe mughonjo ëgweeso umuhuvëe Muungu në uguvarekea në mavë, uvii Muungu ugukeera uhuvëi wa muntu wasuu na ugughemwaa ayanjëke usonge akwe. 
ROM.4.6	Gwa uvii noo Daudi uguhanyaa aforiwe muntu wasuu në Muungu ugumwonaa wa tutë na ughookie ti gwa ntendo.
ROM.4.7	“Vëforiwe vasaa nevarekewe
ROM.4.7	mahutye awe, na vasaa
ROM.4.7	në mahutye awe akunëkëwe,
ROM.4.8	Aforiwe muntu në Müküü
ROM.4.8	urëkumbukwa ihutye rakwe.”
ROM.4.9	Iforiwa ërëë nërëuhanyiwa uu gwa anya utowa ngovi gutufu namba noo gwa anya udëa utowa ngovi? Guhanya vii mwino uhuvëi ugamutenda Iburahimu atendeke wa tutë na ughookie. 
ROM.4.10	Rasëë naa rëgamanyëka wurë kunë mweeso? Rëgatendeka nënaa akëë namba nënaa akëë namba nenaa watowa ngovi? Ti ësa yuu watowe, ëgweeso nënaa akëë aina towa ngovi. 
ROM.4.11	Agatowa ngovi ëtendeke ughookie intu nëwarëhangie gwa uhuvëi nënaa akëë aina towa ngovi. Soko ayo unë naaumutenda mweeso tata wa vasaa voong'e nëvëhuvëe nanë vinatowaa ngovi na gwa uvii vëmanyëke anya tutë na vëghookie. 
ROM.4.12	Na uvii uvii atende tata wa anya utowa ngovi tisa në vëtowe ngovi gutufu ëgweeso në vëhongie nyinkhori a uhuvëi në tata witu Iburahimu naa ukweti nënaa akëë aina towa ngovi.
ROM.4.13	Iraghano kunë Iburahimu nanë ufafo wakwe, mwino urëmi ugutendeka wawe, rinadwëëraa gwa njëa a seria ëgweeso gosoko naa wahuvëe, agayanjiwa mwino wa tutë na ughokie. 
ROM.4.14	Gusoko mbesa avoo gutufu nëvëmëkwatëëre seria vëufewa ayoo nënaa vë vëkëywe iraghano na Muungu, uvii uhuvëi utina riana mbanduvë, riëso iraghano ra Muungu ti gëntu. 
ROM.4.15	Seria ëgweetaa ikuwo, ëgweeso fana gutie seria gutie ihutye.
ROM.4.16	Gusoko ësëë iraghano ërëë rëhaghamëe uhuvëi mwino chuu rëdwëëre ufuma u mboto a Muungu, na uvii në tutë mwino iraghano rasëë në gusoko a woong'e: Ti gwa avoo gutufu nëvëmëkwatëëre seria, ëgweeso noo gwa avoo nëvëduvie gwa uhuvëi mwino Iburahimu. Mweeso unë tata witu sese soong'e. 
ROM.4.17	Mwino Maandëko në Meru ëhanyiye, “Nagutendie utende tata wa ndughu nyingë usonge amwa Muungu wasuu në mweeso umuhuvëe, nëuguvafaa ufanga akuyi, na gwa iragheyo rakwe, mantu nënaa ëtifo ëtendeke ërëfo.” 
ROM.4.18	Iburahimu agahuvëa na uhaghamëa mbesa naagutie wëhaghamëyi, uvii watendekie tata wa ndughu nyingë mwino Maandëko në Meru egahanya: “Ufafo wako ugutendeka wingë mwino njota.” 
ROM.4.19	Na munyampaa wa mëakha ighana rëmwedu vii, ëgweeso uhuvëi winanyumpaa mbesa naa umanyie mwino mwëërë wakwe naa waye mwino ukure, mukhema wakwe Sara noo naa mughumba.
ROM.4.20	Iburahimu inahangaa wisaghasaghëi na iraghano rasëë ra Muungu, agahanga nguu ufuma uhuvëi agamukuta Muungu. 
ROM.4.21	Naa umanyie tutë mwino Muungu ugudaha utenda ayoo nëwayaraghanie. 
ROM.4.22	Gwa soko uhuvëi wakwe Muungu agamwoona munya tutë na ughookie. 
ROM.4.23	Ëgweeso nkhani naa yiandekiwe ti gusoko akwe mweeso gutufu, 
ROM.4.24	ëgweeso gusoko itu noo. Ërëë nëgughookee sese noo nëgumuhuvëe Muungu nëwamufëtiye Yesu, Müküü witu, ufuma gwa akuyi. 
ROM.4.25	Mweeso nëagauraghwa gusoko a mahutye itu na agafëtiwa sese gudahe utendeka anya tutë.
ROM.5.1	Itungwee, gusoko gwatëndiwe gwanyatutë usonge akwe Muungu gwa uhuvëi, uvii gwina majëghana na Muungu gwa njëa a Müküü witu Yesu Kiristo. 
ROM.5.2	Gusoko a mweeso gwa njëa a uhuvëi gwamëhangie mboto ëyëë në chuu gwimëkie mukhatë ayo, na uyanja mu ndolyo a uküü wa Muungu. 
ROM.5.3	Nhaa, tiuvii gutufu, ëgweeso guyanjëtë noo mu malwe itu gwa umanya mwino malwe ëgweetaa ughimu, 
ROM.5.4	weeso ughimu ugweetaa ukhamu na ukhamu ugweetaa ihaghamëyo. 
ROM.5.5	Ihaghamëyo rasëë rëtiudaha ugukhonga, gusoko Muungu wadahie ukununtëa munkhoo yitu uyanjo wakwe gwa njëa a Mwahu Mweru nëwagufee.
ROM.5.6	Nënaa ëkëë gwalegheku, itungo nëna ranoneya, Kiristo agakuya gusoko a antu nëabe. 
ROM.5.7	Ti goro muntu ukuya gusoko a muntu nëughokie, ruvëë muntu ugudaha usoya ukuya gusoko a muntu në muja. 
ROM.5.8	Ëgweeso Muungu waraghëëre daaji mwino uguyanjëte, gusoko itungo nënaa ëkëë gwanyamahutye, Kiristo agakuya gusoko itu. 
ROM.5.9	Gusoko itungwee gwatendiwe guyanjëke usonge akwe Muungu gwa saghami amwa Kiristo, nanguu ukëra gujie utyowa na mweeso mwikuwo ra Muungu. 
ROM.5.10	Gusoko, nënaa ëkëë gwarughu vakwe, Muungu agagukhuvëya na mweeso gwa ikuya ra Mwanakwe. Gusoko itungwee gukhuvëywe na mweeso, në daaji nanguu mwino gutyowa gwa ufanga wamwa Kiristo. 
ROM.5.11	Mbesa ti uvii gutufu, ëgweeso guyanjëte noo mwino Muungu gwa njëa a Müküü witu Yesu Kiristo, itungwee gwahangie ukhuvëi.
ROM.5.12	Gwa njëa a muntu umwedu ihutye regingëa muurëmi, ryeso rëgasacha ikuya. Uvii ikuya rëganing'anëa mu ufafo woong'e wa anaantu, gusoko voong'e vatendie mahutye. 
ROM.5.13	Nënaa Seria ëkëë inadwëëra ihutye naa rërëfo muurëmi, ëgweeso ihutye rinavariwa fana gutie seria. 
ROM.5.14	Ëgweeso ikuya rëgibala ufuma Adamu faka Musa, ryeso rëgavibala nanë avoo nënaa vinatendaa ihutye nërikhwete mwino ramwa Adamu, wasuu nëuna nyinkhori mwino wasuu nëujie.
ROM.5.15	Ëgweeso gëfëwa gasëë naa gëti mwino ihutye rasëë. Gusoko nësa gwa uhutya wasuu umwedu vingë vëgakuya, nërëkëaniye ino uu mboto a Muungu, na gëfëwa nëgëë mu mboto akwe mwaamuntu umwedu Yesu Kiristo gëkëanëye gusoko a vasaa në vingë. 
ROM.5.16	Na gëfewa gësëë goosoo gëë hiya na ihutye ra muntu uyoo umwedu. Gusoko gwa uhonga ihutye rasëë rëgaja iramuëyo, rëgaja gwa njëa a ihutye rasëë, ëgweeso gëfewa goosoo ëgahonga gëgaja gusoko a mahutye mingë vëtendeke vatutë na vëghookie. 
ROM.5.17	Tutë, gwa ihutye ra muntu umwedu, ikuya rëgibala gusoko a muntu uyoo umwedu ukëanëya ino vasaa nëvëughenyifaa mboto nyingë, na gëfewa gësëë ga tutë, vëjegibala mu ufanga gwa njëa amwa uyoo umwedu, Yesu Kiristo. 
ROM.5.18	Uvii kangë nësa gusoko a ihutye rëmwedu antu voong'e vëgahanga uramui, uvii uvii gwa ntendo imwedu a tutë antu voong'e vëutendeka va tutë na vëghookie mu ufanga. 
ROM.5.19	Gusoko mwino gwa utenda ihutye muntu umwedu antu vingë vëgatendeka anyamahutye, uvii uvii gwa tutë a muntu umwedu antu vingë vëgatendeka anya tutë. 
ROM.5.20	Ëgweeso Seria ëgingëa gusoko ihutye rësëë ëgaongeeya mahutye. Na mahutye nënaa akëanëya, mboto ëgakëanëya nanguu. 
ROM.5.21	Gusoko, mwino chuu ihutye rëgibala mu ikuya, uvii uvii gwa njëa a tutë mboto ibale faka ufanga wa khae na khae kunë Yesu Kiristo Müküü witu.
ROM.6.1	Uvii, guhanye ntunihe? Wurë, gufwaghëëre uduva mu mahutye uvii mboto a Muungu iongeeyena? 
ROM.6.2	Ti uvii mbanduvë! Guudaha wurë sese nëgwakure gwa mahutye ufwaghëëra uduva mu mahutye? 
ROM.6.3	Mutimanyiena mwino sese soong'e nëgwabadisiwe mukhatë amwa Kiristo Yesu gwabadisiwe mukhatë a ikuya rakwe? 
ROM.6.4	Gwa uvii gugavëkwa itambëëmwe na mweeso gwa ubadiso mukhatë a ikuya, uvii mwino Kiristo agafëtiwa ufuma gwa akuyi gwa uküü wamwa Tata, seenoo noo ëgunoneye uduva uduvi në ufya.
ROM.6.5	Nësa sese gwakhuvëywe itambëëmwe na mweeso muikuya mwino rakwe, gwa uvii gujie ukhuvëa na mweeso mukhatë a ufëtyo në wëë mwino wakwe. 
ROM.6.6	Gumanyie mwino untu witu wa khae wakhomiwe u mutë itambëëmwe na Kiristo gusoko ntende a mahutye ëruvangwe, na gutatendekee kangë atughwa va mahutye. 
ROM.6.7	Gusoko muntu nëwakure waye munya uhaghaaro ufuma mu mahutye. 
ROM.6.8	Ëgweeso nësa gwakure itambëëmwe na Kiristo, guhuvëe mwino guuduva noo itambëëmwe na mweeso. 
ROM.6.9	Gusoko gumanyie mwino Kiristo wadahie ufëtiwa ufuma gwa akuyi, atiukuya kangë, ikuya rëtimwibalëte kangë. 
ROM.6.10	Ikuya nëwakure wakure muhënjo rumwedu gutufu, mahutye ëtina nguu kangë gunto akwe, ëgweeso uduva, nëuguduvaa uguduvaa kunë Muungu. 
ROM.6.11	Viuyi viuyi nyeenoo inoneye mwino mwakure mu mahutye ëgweeso mwino muduvie mu ukhuvëi na Muungu gwa njëa amwa Yesu Kiristo.
ROM.6.12	Gwa uvii, mahutye ëtagibale kangë mëërë anyu në ëgukuyaa, na uvii uyikurya nkumbu yakwe. 
ROM.6.13	Mbesa mutaduye mba nongo ëmwedu a mëërë anyu ëtendeke gëfe ga utenda uvaya nanë mahutye. Bahu iduyi nyenye aghonjo kunë Muungu mwino antu nëvafëtiywe ufuma gwa akuyi, duyi mayoma anyu oong'e kunë Muungu gusoko a ughooke. 
ROM.6.14	Gusoko mahutye ëtiumwibala nyenye kangë, gusoko mutifo mu Seria ëgweeso mwëmu mboto.
ROM.6.15	Uvii, guhanye ntunihe? Wurë, gutende mahutye atëë gusoko gutifo mu Seria ëgweeso gwëë mu mbotona? Ti uvuu mbanduvë! 
ROM.6.16	Mutimanyiena mwino nëmwiduya nyenye aghonjo atughwa nanë umutegheeya muntu ungëja mutenda tutë mwatughwa vakwe wasuumba atughwa va mahutye na gënyamwëmo gayo unë ikuya mba ikuryo na gënyamwëmo gayo unë utendwa guyanjëke usonge akwe Muungu? 
ROM.6.17	Ëgweeso Muungu na arumbwe, gusoko nyenye naa mwaatughwa va mahutye, ëgweeso mugakwatëëra gwa nkhoo yanyu masëyo nënaa mwayafewe, 
ROM.6.18	na nënaa mwatendwa mwina uhaghaaro sya na mahutye, mugatendeka atughwa va ughooke na tutë. 
ROM.6.19	Nene ngurighëëtya mwino në mwamuntu gusoko a ulegheku wa mbukamënë a mëërë. Gusoko mwino afoo mwandyo wafunyiye nongo ya mëërë anyu gwa khwalë na gwa kwalë nëënankëe, uvii itungwee funyi nongo ya mëërë anyu gwa tutë gusoko mudahe gweriwa. 
ROM.6.20	Gusoko nënaa mwaatughwa va mahutye, naa mutifo mututë na ughoke. 
ROM.6.21	Mwahangie gënyamwëmokë matiku asaa ufuma na mantu ayoo në muuyaonëa mënyaa? Gusoko mpeo a mantu asaa unë ikuya. 
ROM.6.22	Ëgweeso itungwee nëmwatendwa mwë muuhaghaaro, ufuma u mahutye, na utendwa atumwa va Muungu, mukweti gëhabanga ganyu, unë geriwa, na mpeoayo unë ufanga wa khae na khae. 
ROM.6.23	Gusoko gënyamwëmo ga mahutye unë ikuya ëgweeso gëfewa ga Muungu unë ufanga wa khae na khae fana Kiristo Yesu Müküü witu.
ROM.7.1	Mutimanyiena vaunaane mwino ngurëghëtya navasaa nëvëmëmanyie seria mwino seria ëmutungëëre muntu mu uduvi uruu gutufu? 
ROM.7.2	Uvii mukhema nëwina mughosya utungiwe na seria kunë mughosya wasuu itungo nëëkëë mufanga, ëgweeso në mughosya wasuu wakuya, watungwëërwaa seria ësëë a mughosya. 
ROM.7.3	Uvii itungo në mughosya wakwe mufanga, nësa wina mughosya ungëja ugutaanwa mulehadi. Ëgweeso në mughosya wakwe wakuya, watendaa wëë muuhaghaaro, atitungiwe na seria ëyoo, mbesa mweeso ti mulehadi, nëmbaa aroghowe na mughosya ungëja. 
ROM.7.4	Uvii uvii, vaunaanë, nyeenoo noo mwamëkuiye seria, gwa njëa a mwëërë wamwa Kiristo, mudahe utendeka mwëë mari amwa ungeja, mweeso nëagafëtya ufuma gwa akuyi, gudahe umudwëëya Muungu nkhari. 
ROM.7.5	Gusoko nënaa gwëë mu mwëërë, nkumbu ya mahutye, nënaa ërëfo gusoko a seria, ëgatenda mwëmo mu mëërë itu faka gugarëdwëëya ikuya nkhari. 
ROM.7.6	Uvii itungwee gwatungwëërwe mu seria, gwarëkuëye rasëë nënaa rëugufëngaa, gusoko sese gudahe utumama mu ufya wa nkhoo, ti uhonga ntende ëyoo akhae, a rëandëko.
ROM.7.7	Uvii, guhanye wurëhe? Seria unë ihutyena? Ti uvii mbanduvë! Ëgweeso naantiudaha urëmanya ihutye ëgweeso gwa seria gusoko naantiumanya uhuunukwa nësa seria inahanyaa, “Utahuunukwee.” 
ROM.7.8	Ëgweeso ihutye rëgahanga iyoma gwa iraghëëyo rësëë, ëgatenda mukhatë anë, ihuunukwa ra hiya hiya. Gusoko ihutye në seria ëtifo rëkure. 
ROM.7.9	Neenoo naa nëëmufanga afoo mwandyo nënaa seria ëtifo, ëgweeso nënaa iraghëëyo rasëë raja, ihutye rëgafëtya, nanee ngakuya.
ROM.7.10	Ngoona iraghëëyo rasëë nërëgweetaa ufanga kunë nene rëgëëta ikuya. 
ROM.7.11	Gusoko ihutye gwa uhanga iyoma gwa iraghëëyo rasëë, rëgankhonga, na gwa uvii rëgamburagha. 
ROM.7.12	Uvii seria unë njeru, na iraghëëyo rasëë unë ryeru, na ra tutë na ija. 
ROM.7.13	Uvii wurë! rasëë nënaa ija rëgatenda ikuya kunë nene? Ti uwuu mbanduvë ëgweeso ihutye, gusoko ëmanyëke mwino ihutye tutë, regatenda ikuya mukhatë anë gwa njëa a ëroo në ija, gusoko gwa iraghëëyo ëroo ihutye rëkëanëye utendeka ibë ino.
ROM.7.14	Gusoko gumanyie mwino seria a munkhoo, ëgweeso nene uu në muntu wa mumwëërë, narinjiwe muihutye. 
ROM.7.15	Gusoko ntigune nënëurëtenda, gusoko rasëë nënërëanjëte, ntiurëtenda, ëgweeso rasëë nënërëhuite uu ngurëtendaa. 
ROM.7.16	Ëgweeso nënaarëtenda rasëë nëntirëanjëte ngumësudangëaa seria ëyoo mwino uu njija. 
ROM.7.17	Uvii itungwee ti nene nkhoo anë nëngurëtendaa rasëë, ëgweeso uu ihutye ëroo nërëgëkhaa mukhatë anë. 
ROM.7.18	Gusoko nëmanyie mwino mukhatë a mwëërë wanë, utigëkhaa ukhani në uja, gusoko ufenja ngufenja, ëgweeso utenda ne ija ntiutenda. 
ROM.7.19	Gusoko rasëë në ija nënërëanjëte, ntiurëtenda, ëgweeso rasëë në ibë nëntirëanjëte unë ngurëtendaa. 
ROM.7.20	Uvii nësa rasëë nëntirëanjëte uunë ngurëtendaa, ëgweeso unë ihutye ëroo nërëgëkhaa mukhatë anë. 
ROM.7.21	Uvii namëona seria ëyëë, mwino kunë nene nëngufenjaa utenda në ija rërëfo rasëë nëibe. 
ROM.7.22	Gusoko nëmëanjëte seria a Muungu gwa untu wa ukhatë, 
ROM.7.23	ëgweeso mumwëëre wanë nëmëgune seria në ëëkure, ëgukhuva fëta na seria ëyoo a ihaa ranë, na untenda mutungwa wa seria ëyoo a ihutye në ëmukhatë a mwëërë wane. 
ROM.7.24	Hëhëë anë, mutuki nene! uu anyu nëuje untyoa na mwëërë waneë uruu wa ikuya? 
ROM.7.25	Ngumurumba Muungu, gwa njëa amwa Yesu Kiristo Müküü witu. Uvii, nësa unë uvii, nene mughonjo gwa ihaa ranë ngumëtumamëaa Seria amwa Muungu ëgweeso gwa mwëërë wanë seria a ihutye.
ROM.8.1	Gwa uvii, itungwee gutie iramwuwa ra mahuttye gwa avoo në vee mukhatë amwa Kiristo Yesu. 
ROM.8.2	Gusoko seria amwa Mwahu wa ufanga uroo nëwëë mukhatë amwa Kiristo Yesu ampee uhaghaaro, sya na seria a ihutye na ikuya. 
ROM.8.3	Soko asaa nëëtiudahëka gwa seria, gusoko mwino naa a ulegheku wa mwëërë, Muungu, gwa umutuma Mwanakwe mughonjo gwa nyinkhori a mwëërë në wa ihutye, na gwa gusoko a ihutye, agarëramuëya ihutye mukhatë a mwëërë, 
ROM.8.4	gusoko maraghëëyo nëënoneye a seria ëkhondeke mukhatë itu sese, nëgutigweenendaa gwa uhonga mantu a mwëërë ëgweeso mantu në ankhoo. 
ROM.8.5	Gusoko vasaa nëvëuhongie mwëërë vëuyasëghanëyaa mantu a mwëërë, ëgweeso vasaa nëvëmëhongie nkhoo vëuyasëghanëyaa mantu a nkhoo. 
ROM.8.6	Gusoko mafenji a mwëërë unë ukuya, ëgweeso mafenji a nkhoo unë ufanga nanë majëghana. 
ROM.8.7	Gusoko mafenji asaa a mwëërë unë urughu kunë Muungu, gusoko ëtiumëhongaa seria a Muungu, kangë ëtiudaha umëhonga. 
ROM.8.8	Vasaa nëvëuwuhongaa mwëërë vëtiudaha umuyanjisya Muungu. 
ROM.8.9	Ëgweeso nësa Mwahu wa Muungu ugëkhaa mukhatë anyu, nyee mutiuwuhonga mwëërë, ëgweeso mumëhongie nkhoo. Ëgweeso muntu gëkaku nëatikweti Mwahu wamwa Kiristo, wasuu ti wakwe. 
ROM.8.10	Na Kiristo nëwaa wë mukhatë anyu mwëërë wanyu ukure gusoko a ihutye, ëgweeso nkhoo anyu uunëmpanga, gusoko a tutë. 
ROM.8.11	Ëgweeso nësa Mwahu wakwe wasuu nëagamufëtya Yesu mukhatë a akuyi ugikhaa mukhatë anyu, mweeso nëwamufëtiye Kiristo Yesu mukhatë a akuyi ugumëtenda mëfanga na mëërë anyu në ëmuikuya, gwa Mwahu wakwe nëugikhaa mukhatë anyu.
ROM.8.12	Uvii, nësa uunë uvii, mbuyane, gwanya hirë, ti wa mwëërë guduva gwa uhonga mantu a mwëërë, 
ROM.8.13	gusoko nësa muuduva gwa uhonga mantu a mwëërë muufenja ukuya, ëgweeso nësa muuyiuragha ntendo ya mwëërë gwa Mwahu muuduva. 
ROM.8.14	Gusoko voong'e nëvëutongeerwaa na Mwahu wa Muungu, vasaa unë vana va Muungu. 
ROM.8.15	Gusoko mwinaghenyifaa kangë nkhoo a utugwa nëëgeetaa choghofi, ëgweeso mwaghenyifiee nkhoo autendwa vana, në gwa ësëë gugëëra, Tata Matunda. 
ROM.8.16	Mwahu mweeso ugusudangëaa itambëëmwe na nkhoo yitu, mwino chu sese gwë vana va Muungu, 
ROM.8.17	na nësa gwë vana, uvii, gwë asai, asai va Muungu, nëvëusaa itambëëmwe na Kiristo, nhaa, nëgwakhasiwa itambëëmwe na mweeso gusoko gudahe na ukuriwa itambëëmwe na mweeso.
ROM.8.18	Gusoko nguyoonaa makhasëko a itungo ërëë mwino ti gëntu mwino weru nëküü wasuu nëujie ukunukuwa kunë see. 
ROM.8.19	Gusoko ntundo yoong'e noo yiindëe gwa nkumbu ino ukunukwëëywa gwa vana va Muungu. 
ROM.8.20	Gusoko ntundo oong'e noo yatendewe mu ufaghato, ti gwa iyanje rakwe, ëgweeso gusoko akwe mweeso nëagayitendea mu tutë nëërëfo, 
ROM.8.21	gusoko ntundo ayo njeesoo nooëjie utendwa muuhaghaaro na udwëëywa mukhatë a utughwa wa ufaghato, faka vingëe mu uhaghaaro wa weru nëukuu wa vana va Muungu. 
ROM.8.22	Sese gumanyie ntundo yoong'e yiurëa gwa uvavi mu uhungu itambëëmwe faka fanoi ukharë itambëëmwe faka itungwee. 
ROM.8.23	Ëgweeso noo ti uvii gutufu, ë ngwë nanë sese aghonjo nëgukweti nkhari ya mwandyo Mwahu, guurua munkhoo yitu, guraraavie mwino gwëndëë utendwa vana unë ukhomoi wa mëërë witu. 
ROM.8.24	Gusoko gwatyowe gwa ndolyo, ëgweeso intu nënaa rëë mundolyo nëradwëëra gutie ndolyo kangë. Gusoko anyu nëuguriindëëraa intu rasëë nëurëgunehe? 
ROM.8.25	Ëgweeso intu nëgwina ndolyo aurëona nëëkëë gwinaaurëona, gurindëëre gwa ughimëëyi.
ROM.8.26	Viuyi viuyi Mwahu mweeso ugugwaarëëya mu ulegheku witu. Gusoko gutimanyie uromba mwino ënoneye, ëgweeso Mwahu mughonjo ugugurombeaa gwa gëëro ga uvavi nëutiudaha ugëdona. 
ROM.8.27	Na mweeso nëugoona faka mukhatë a nkhoo ya antu umanyie isëgho ra Mwahu mwino rërë, gusoko uguvarombeaa antu va Muungu gwa uhonga mafenji a Muungu. 
ROM.8.28	Seenoo gumanyie mwino mukhatë a mantu oong'e Muungu ugutendaa mwëmo itambëëmwe na vasaa nëvëmwanjëte gwa uvafa në maja, uunë vasaa nëvataaniwe gwa mafenji akwe. 
ROM.8.29	Gusoko vasaa nënaa uvamanyie ufuma mwandyo, agavahwaania ufuma mwandyo vëdahe gëkhwa na Mwanakwe, uvii Mwana atende mufafwa wa mwandyo mukhatë a aruna vingë. 
ROM.8.30	Na vasaa nëagavahwaania udua mwandyo, vasaa agavataana, na vasaa nënaawaatanie, vasaa agavatenda vëtendeke vëë fana tutë, na vasaa nënaa vëë fana tutë, vasaa agavakurya.
ROM.8.31	Uvii, guhanye ntunihe gwa asaa? Muungu nësa wëëguuvaru witu, uu anyu në wëë gunto itu? 
ROM.8.32	Mweeso nëinamurekeaa Mwanakwe mughonjo, ëgweeso agamuduya gusoko itu sese soong'e, ugudëa wurë ugufa mantu oong'e itambëëmwe na mweeso? 
ROM.8.33	Uu anyu nëuguvasitaaka ahwaaniwa va Muunguhe? Muungu unë uguvoonaa mwino antu va tutë. 
ROM.8.34	Uu anyu nëugumusitaaka gwa iramuëyo? Kiristo Yesu uunëagakuya, nhaa, na kangë ukëra asaa, wafëtiye mukhatë a akuyi, mweeso wëë umukhono wa gëlëlo wa Muungu, kangënoo mweeso unë ugugurombea. 
ROM.8.35	Uu anyu nëugugurekanua na uyanjo wamwa Kiristo? Wurë! unë malwe namba siida, namba makhasëko, namba njaa, namba gëfuyu, namba holota, namba ifaanga? 
ROM.8.36	Mwino ëandekiwe ëtë,
ROM.8.36	“Gusoko ako
ROM.8.36	guguuraghua mumwë woong'e,
ROM.8.36	gutendiwe mwino nkhoo
ROM.8.36	yookigitwa.”
ROM.8.37	Ëgweeso mukhatë a mantu asaa oong'e guuhuma, na ukëra uhuma, gusoko akwe mweeso nëwaguyanjie. 
ROM.8.38	Gusoko nadahie umanyaa gwa tutë tutë mwino, mbesa nkuya mbesa ufanga, mbesa vamalaëka, mbesa anyagëbala, mbesa mantu nëërëfo, mbesa nëëjie, mbesa anya nguu, 
