GEN.1.1	Uru-uru tèka, Ama Lamatua pajꞌajꞌi dedha-liru dènge rai-haha.
JHN.11.21	Hèia Marta lii dènge Yesus, peka na, “Ama, ee! Ladhe Ama ètu neꞌe, tatu ari jaꞌa madhe boe. 
JHN.11.22	Te ngaa jaꞌa parcaya kahèi, sadꞌi Ama manèngi ngaa èèna ka nèti Ama Lamatua, tatu abhu.”
JHN.11.23	Ka Yesus lii dènge ne, peka na, “Marta! Èèna na, Ari mu mamuri hari.”
JHN.11.24	Marta padhai lii, peka na, “Jaꞌa keꞌa, pe dꞌai lodꞌo èle rai-haha ne, ladhe Ama Lamatua pamamuri hari dhèu madhe aaꞌi-aaꞌi, Nèngu pamamuri hari kahèi ari jaꞌa.”
JHN.11.25	Hèia Yesus peka na, “Jaꞌa ka dhu hia dhèu madhe mamuri hari. Jaꞌa ka dhu hia dhèu, mamuri dhu lèke kahèi. De dhèu dhu parcaya Jaꞌa, abhu mamuri èèna, masi ka nèngu madhe. 
JHN.11.26	Ka dhèu dhu unu mamuri dhu lèke èèna, aa parcaya Jaꞌa, bèli-camèdꞌa madhe boe, te ngaa mamuri taruu. Marta, èu parcaya lii padhai Jaꞌa ne, do?”
JHN.11.27	Hèia Marta dhaa, na, “Oo, Ama! Jaꞌa parcaya, na, Èu ne, nuka Kristus, Dhèu dhu Ama Lamatua pajꞌujꞌu mema karèi nèti uru ka. Aa Èu ne, Ana Ama Lamatua dhu Na padhadha tèke hia mai asa rai-haha ne.”
JHN.11.28	Ropa Marta padhai lii nare, hèia na lèpa asa èmu na. Ka na paroa ari na Maria, sèna ka dua ra mesa-mesa ra. Ka na peka, na, “Ama Mese mai le. Nèngu neo paraga dènge èu.” 
JHN.11.29+JHN.11.30+JHN.11.31	Ropa tadèngi sèmi èèna, hèia Maria laꞌe dènge ka tenge Yesus. Ropa dhèu Yahudi dhu beke dènge Maria ètu dꞌara èmu, rèdhi nèngu kèdꞌi sahèka, ka rai liꞌu laꞌe, hèia lasi madhutu ne re limuri. Te rèngu pangee, na, Maria laꞌe tangi asa roꞌa Lasarus.
JHN.11.29+JHN.11.30+JHN.11.31	Lodꞌo èèna, Yesus si dꞌai mèka dꞌara rae. Nèngu ètu era dhu Marta paraga dènge Ne. 
JHN.11.32	Ropa Maria laꞌe dꞌai era èèna, ka ladhe nèdhi Yesus. Hèia na patitu kètu urutuu ètu madha Yesus. Ka na lii, aku nèngu na, “Ama! Sèmi Ama ètu neꞌe, tatu ari jaꞌa madhe boe.”
JHN.11.33	Ropa Yesus nèdhi Maria tangi, aa dhèu Yahudi dhu madhutu ne tangi kahèi, ka Yesus nasa aa dꞌara Na susa. 
JHN.11.34	Hèia Na karèi, aku Nèngu na, “Miu padhane ne ètu mia?”
JHN.11.34	Ra dhaa, peka na, “Mai, Ama! Sèna ka mèdhi unu mu.”
JHN.11.35	Hèia Yesus tangi. 
JHN.11.36	Ka dhèu Yahudi se papeka, aku rèngu na, “Ladhe ku laa. Na sue Lasarus titu kèna!”
JHN.11.37	Te ngaa abhu cahagꞌe dhu papeka na, “Dhèu neꞌe ne ka dhu hia dhèu bèdhu bisa nèdhi. Nga tao ka Nèngu bisa boe tenge jꞌara, sèna ka Lasarus baku madhe?”
JHN.11.38	Ka dꞌara Yesus susa. Hèia laꞌe padètu-dètu asa roꞌa dhu ra padhane Lasarus. Roꞌa ne dhu ra katange le dènge hadhu aae cue. 
JHN.11.39	Hèia Yesus pua dhèu ètu sèra, peka na, “Loli eele ku hadhu nèti hèbꞌa roꞌa ne!”
JHN.11.39	Te ngaa Marta, ana hèni dhèu madhe ne, peka, aku nèngu na, “Irii, Ama! Na madhe èpa lodꞌo kèna! Tatu hèu le.”
JHN.11.40	Ka Yesus pasanèdꞌe ne, aku Nèngu na, “Sanèdꞌe lii Jaꞌa deo na, si? Jaꞌa dhu peka mema le, na, ladhe èu tareꞌa-reꞌa parcaya Jaꞌa, pe mèdhi dadedha Ama Lamatua.”
JHN.11.41	Hèia pèri-pèri dhèu loli eele hadhu nèti hèbꞌa roꞌa ne. Ka Yesus ladhe asa dedha-liru, hèia Na peka, “Ama! Jaꞌa manèngi makasi, lula Ama nanene Jaꞌa. 
JHN.11.42	Jaꞌa keꞌa karèi nèti uru ka, na, Ama nanene taruu Jaꞌa. Te ngaa doe ne Jaꞌa peka sèmi neꞌe, sèna ka dhèu-dhèu dhu titu ètu neꞌe, bisa reꞌa, na, Ama ka dhu pua Jaꞌa.” 
JHN.11.43	Ropa peka nare, hèia Na paroa dènge lii mèdhu, peka na, “Lasarus! Kalua ka!”
JHN.11.44	Ka dhèu madhe ne kalua nèti dꞌara roꞌa. Kacui-aai dènge haga na paꞌèki era dènge bèla hutu dhèu madhe. Aa abhu bèla dhu pahutu rèhu na kahèi. Yesus pua dhèu ètu sèra, peka na, “Bhoke eele bèla hutu se, sèna ka na kako!”
JHN.11.45	Ropa laladhe rèdhi tatao Yesus ne, dhèu Yahudi dhu beke dènge Maria, ae ka dhu parcaya Yesus. 
JHN.11.46	Te ngaa abhu cahagꞌe kahèi dhu lasi paraga dènge dhèu nèti partei Parisi, sèna ka peka tatao Yesus ne dènge rèngu.
JHN.11.47	Èle èèna, hèia kètu agama Yahudi sèra, dènge dhèu Parisi pakaboko ho padhue. Ra pakarèi, peka na, “Dhèu neꞌe ne, tao tadha malaa rupa-rupa! De èdhi tao Ne tasamia hari? 
JHN.11.48	Te ladhe èdhi soro tèke Ne, bèli-camèdꞌa dhèu aaꞌi-aaꞌi sanao-maena Nèngu jꞌajꞌi dhèu aae rèngu. Dènge jꞌara neꞌe, èèna na sordadꞌu Roma sèra mai paguri eele Èmu Kapua Manèngi-Mangajꞌi èdhi dènge palaho isi kabarai èdhi.”
JHN.11.49	Tèu èèna, Kayafas dhu jꞌajꞌi kètu kapai risi agama Yahudi. Na peka, na, “Goa, ee! Miu meꞌa boe ngaa-ngaa! 
JHN.11.50	Te ladhe dhèu èci madhe pala dhèu aaꞌi-aaꞌi, èèna beꞌa risi hia miu. Te ladhe aadꞌo, na, sordadꞌu Roma mai, pamadhe aaꞌi mèu-mèu isi kabarai èdhi dhèu Yahudi ne!” 
JHN.11.51	Lii Kayafas ne mai boe nèti dꞌara nèngu unu na. Te Ama Lamatua pake hèbꞌa na, lula nèngu ka kètu kapai risi agama dꞌara tèu èèna. Nèti èèna ka, Kayafas peka tèke, na, bèli-camèdꞌa Yesus madhe pala dhèu Yahudi aaꞌi-aaꞌi ra. 
JHN.11.52	Aa te ngaa, dhu lèke ka, Yesus madhe boe hia dhèu Yahudi mesa ra di, te ngaa pala dhèu unu Ama Lamatua aaꞌi-aaꞌi dhu pale-lème ètu rai-haha ne. Nèngu èèna na oru nare si jꞌajꞌi mi suku ca nau-ca nadha.
JHN.11.53	Lula lii padhai Kayafas neꞌe ka, karèi nèti lodꞌo èèna, ama-ama dhèu Yahudi tenge jꞌara ho neo pamadhe Yesus.
JHN.11.54	Nèti èèna ka, Yesus laꞌe heka asa madha dhèu ae ètu talora ama-ama dhèu Yahudi. Nèngu dènge ana-ana madhutu Na lasi asa dꞌara kota èci, ngara na Efraim, padètu dènge dꞌara mamoo. Ka ra pea taha ètu èèna.
JHN.11.55	Lodꞌo èèna, dètu le dènge lodꞌo kalela Paska agama Yahudi. Dhu tema le, dꞌai lodꞌo sèmi èèna, dhèu ae nèti rae-rae mai pakaboko ètu kota Yerusalem ho madhutu kalela Paska ètu èèna. Dhèu se dꞌai uru, ho pamèu iisi madhutu atora agama. 
JHN.11.56	Ae ka nèti rèngu patangi-tenge Yesus ètu èèna. Ropa ra titu ètu madha Èmu Kapua Manèngi-Mangajꞌi, ka ra pakarèi, peka na, “Madhutu aꞌabhu miu, tasamia? Yesus mai madhutu pesta kalela Paska ne, do aadꞌo?” 
JHN.11.57	Te ngaa kètu agama Yahudi sèra, dènge dhèu Parisi paredha, peka na, “Ladhe abhu dhèu dhu reꞌa Yesus ètu mia, na, peka dènge jiꞌi!” Aa te ngaa rèngu neo kèpe Ne.
JHN.12.1	Di èna lodꞌo ka, dꞌai lodꞌo kalela Paska, ka Yesus si mai hari asa rae Betania. Lasarus si pea ètu èèna. Nèngu ka dhu madhe, dhu Yesus pamamuri hari le. 
JHN.12.2	Hèia rèngu pananasu, sèna ka mèda none Yesus naꞌa-ninu dènge rèngu. Marta lalau mei. Aa Lasarus madhèdi naꞌa-ninu mei èci dènge Yesus. 
JHN.12.3	Hèia Maria nare èi hèu mèngi asli ca boto dhu kabꞌua. Ka na pasuti mi haga Yesus. Hèia na roso haga Yesus pake rèu kètu nèngu. Ka hèu mèngi ne pale-lème aaꞌi dꞌara èmu èèna.
JHN.12.4	Te ngaa ana madhutu Yesus èci, ngara na Yudas Iskariot, dhu èèna na pahie Yesus, kaꞌugu aku nèngu na, 
JHN.12.5	“Wee! Nga tao ka nèngu pahie boe èi hèu mèngi ne? Te kabꞌua na nuka sèmi gaji dhèu èci dꞌara ca tèu. Beꞌa risi pahie, sèna ka kabꞌua na pabagi mi dhèu unu aadꞌo sèra!”
JHN.12.6	Aa te ngaa Yudas peka sèmi neꞌe ne lula boe nèti nèngu sue dhèu-dhèu unu aadꞌo. Te ngaa lula nèngu, dhèu manaꞌu. Nèngu ne dhu tèke doi Yesus si, te ngaa ae ka dhu huni nare nèti dꞌara kas.
JHN.12.7	Ka Yesus bꞌala, aku Nèngu na, “Hudꞌi laa bhèni ne tao sèmi neꞌe. Te nèngu dhu tèke èi hèu mèngi ne, sèna ka lalau ngiꞌu aae Jaꞌa ho ra padhane Jaꞌa. 
JHN.12.8	Dhèu unu aadꞌo dhu bera-bera dènge miu. Te ngaa Jaꞌa ne bèli-camèdꞌa aadꞌo heka ètu talora miu.”
JHN.12.9	Èle èèna, dhèu Yahudi ae ka dhu reꞌa, na, Yesus ètu rae Betania. Ka dhèu se mai neo rèdhi Ne, aa neo rèdhi Lasarus kahèi. Te rèngu tadèngi le, na, Yesus pamamuri hari le Lasarus nèti mamadhe. 
JHN.12.10	Te ngaa kètu-kètu agama padhue ho neo pamadhe Lasarus. 
JHN.12.11	Te dhèu Yahudi ae dhu tadèngi le lii palolo lula-nèti Lasarus ne, ka dhèu se parcaya Yesus. Rèngu se roꞌo heka nanene ama-ama dhèu Yahudi.
JHN.12.12	Asa bèli èèna, dhèu ae dhu mai madhutu kalela Paska ètu kota Yerusalem, tadèngi, na, Yesus neo mai asa era neꞌe kahèi. 
JHN.12.13	Ka lasi pare rèu palam ho pake soru mamai Yesus, sama sèmi Nèngu ne, dhèu aae-dhèu kapai. Hèia ra paꞌoo aaꞌi-aaꞌi ra, aku rèngu na,
JHN.12.13	“
JHN.12.13	Te Lamatua pajꞌujꞌu dꞌara hua iia Na mi Dhèu Aae Israꞌel,
JHN.12.13	dhu nèti kolongara Lamatua!”
JHN.12.14	Ka Yesus abhu badha keledꞌei èni ciꞌu, hèia Na manyaꞌe. Seꞌe se jꞌajꞌi nuka sèmi dhu suri tèke le ètu dꞌara Sasuri Mola-Mèci Ama Lamatua, na,
JHN.12.15	“Miu dhèu kota Yerusalem, baku madhaꞌu!
JHN.12.15	Miu dhèu kota ‘Sion’ se, ladhe ku asa nèi!
JHN.12.15	Te Dhèu Aae miu nuka mai nèi!
JHN.12.15	Nèngu mai manyaꞌe keledꞌei èni ciꞌu.”
JHN.12.16	Lodꞌo èèna, ana madhutu Yesus reꞌa mèka sasoa nèti jꞌara seꞌe se. Te ngaa bèli-camèdꞌa, ropa Yesus mamuri hari nèti mamadhe Na, aa Ama Lamatua dedꞌe Ne padedha-dedha, rèngu heka sanèdꞌe jꞌara-jꞌara dhu suri tèke ètu dꞌara Sasuri Mola-Mèci lula-nèti Nèngu ne. Rèngu sanèdꞌe kahèi tatao dhèu ae se mi dedha Yesus.
JHN.12.17	Lodꞌo Yesus pamamuri hari Lasarus nèti mamadhe, hèia Na paroa ne kalua nèti roꞌa dhèu madhe èèna, abhu dhèu ae dhu sama-sama dènge Yesus. De limuri ne rèngu lolo palème lula-nèti ngaa dhu uru èèna rèngu rèdhi dènge musi madha ra. 
JHN.12.18	Nèti èèna ka, ropa Yesus padètu dènge Yerusalem, dhèu ae mai soru Ne lula rèngu tadèngi le, na, Nèngu ka dhu tao tadha malaa èèna. 
JHN.12.19	Ka dhèu-dhèu Parisi peka, na, “Peeh! Ladhe ku laa! Dhèu aaꞌi-aaꞌi ètu rai-haha ne, parai-oru ho neo madhutu Ne! Bèli-camèdꞌa èdhi ka dhu jꞌèra! Ladhe jꞌajꞌi ka sèmi èèna, èdhi tao tasamia hari?”
JHN.12.20	Abhu dhèu Yunani pèri-pèri dhu mai asa kota Yerusalem palere-lere dènge dhèu leo, ho neo madhutu kalela Paska ètu èèna. Ètu èèna, rèngu neo pahaha iisi mi Ama Lamatua kahèi. 
JHN.12.21	Hèia dhèu se mai paraga dènge Pelipus, dhu rae nèngu ka Betsaida ètu propensi Galilea. Ra manèngi, aku rèngu na, “Jiꞌi neo paraga dènge Yesus.”
JHN.12.22	Ka Pelipus laꞌe peka dènge Anderias. Hèia dua ra lasi peka dènge Yesus. 
JHN.12.23+JHN.12.24	Ka Yesus peka dènge si, aku Nèngu na, “Lodꞌo Jaꞌa dꞌai kèna. Jaꞌa hudꞌi madhe ku, heka Ama Lamatua neo dedꞌe padedha-dedha Jaꞌa kèna. Tareꞌa sèmi èèna! Èdhi pakasame ku dènge hini èci. Ladhe èdhi sèle hini ca lamusi, na, hini ne ele iie uuru ku dènge jꞌara boho ètu dꞌara rai, heka na muri mai, hèia na hia hua-hela ae-ae kèna. Ladhe sèmi boe èèna, hini èèna cue dhoo-dhoo di. 
JHN.12.25	Dhèu dhu pahae boe dadꞌèi Ama Lamatua, lula nèngu sue ae mamuri na ètu rai-haha ne, èèna na mamuri na ele iie dꞌara. Te ngaa dhèu dhu sadia tèke eele mamuri rai-haha na, bèli-camèdꞌa nèngu abhu mamuri dhu lèke dhu maꞌète boe.
JHN.12.26	Dhèu dhu neo sabꞌa hia Jaꞌa, nèngu hudꞌi madhutu Jaꞌa taruu. Jaꞌa ètu mia, na, dhèu pajuu-paleha Jaꞌa ètu èèna kahèi. Te ladhe abhu dhèu dhu sabꞌa hia Jaꞌa, èèna na Ama Ku ètu sorga pakabꞌua nèngu.”
JHN.12.27	Yesus tuhu hari lii padhai Na, peka na, “Dꞌara Jaꞌa susa titu kèna. Te ngaa Jaꞌa neo peka ngaa hari? Jaꞌa hudꞌi manèngi ku, peka na, ‘Ama! Patabuli Jaꞌa, sèna ka Jaꞌa baku madhe ku dꞌara lai-lai ne,’ do? Bisa boe! Jaꞌa manèngi boe sèmi èèna, lula Nèngu pua Jaꞌa mai sèna ka madhe. 
JHN.12.28	De dhu Jaꞌa manèngi ka, ‘Ama. Hudꞌi laa Jaꞌa madhutu dadꞌèi Ama Ku, sèna ka dhèu aaꞌi-aaꞌi dedꞌe padedha-dedha kolongara Ama.’ ”
JHN.12.28	Hèia lii èci nèti dedha-liru peka na, “Jaꞌa dedꞌe padedha-dedha le kolongara Jaꞌa. Aa Jaꞌa neo dedꞌe padedha-dedha hari kolongara Jaꞌa.”
JHN.12.29	Ka dhèu ae dhu titu ètu sèra sa, tadèngi lii neꞌe kahèi, hèia ra peka na, “Ira ii! Dꞌoro nga!”
JHN.12.29	Cahagꞌe hari peka na, “Aadꞌo! Ana pajuu Lamatua èci nèti sorga padhai lii dènge Ne.”
JHN.12.30	Te ngaa Yesus padhai lii dènge rèngu, aku Nèngu na, “Lii deo na, lii hia miu, hia boe Jaꞌa. 
JHN.12.31	Limuri ne, dhèu ètu rai-haha ne hudꞌi lasi asa madha Ama Lamatua, sèna ka Na pamaꞌète lii langu rèngu. Lamatua neo babège eele kahèi Dhèu Bhelu dhu paredha ètu rai-haha ne. 
JHN.12.32	Ladhe dhèu dedꞌe ka Jaꞌa ètu ajꞌu palolo-palèbha, pe Jaꞌa ère kore dhèu aaꞌi-aaꞌi, sèna ka ra parcaya Jaꞌa.” 
JHN.12.33	(Na padhai lii sèmi neꞌe, ho peka jꞌara mamadhe Na.)
JHN.12.34	Ka dhèu ètu sèra karèi, aku rèngu na, “Jiꞌi tadèngi ngèdhi le nèti atora Lamatua, dhu peka na, èèna na Kristus mamuri taruu. Kristus dènge Dhèu Rai-haha Tareꞌa-reꞌa, èci èèna ka, do? De, nga tao ka Èu peka na, ‘Bèli-camèdꞌa dhèu neo pacaꞌe Dhèu Rai-haha Tareꞌa-reꞌa èèna ètu ajꞌu palolo-palèbha?’ Te Nèngu ne, cee?”
JHN.12.35	Hèia Yesus dhaa, na, “Nèbhu heka saraa Jaꞌa, dꞌelo heka miu. De lodꞌo Jaꞌa dènge miu era, miu hudꞌi mamuri mola ku, sèna ka bhabhelu-katubꞌa baku hutu nare saraa dhu ètu dꞌara miu. Te dhèu dhu kako ètu dꞌara maroga, neꞌa boe laꞌe asa mia. 
JHN.12.36	Lodꞌo saraa Jaꞌa ne era, miu hudꞌi parcaya ku Jaꞌa, sèna ka miu jꞌajꞌi mi dhèu dhu mamuri ètu dꞌara saraa, ho meꞌa, na, miu neo lami mia.”
JHN.12.36	Ropa Yesus padhai lii nare, hèia laꞌe tèke eele dhèu seꞌe, sèna ka Nèngu mesa-mesa na.
JHN.12.37	Masi ka Yesus tao le tadha malaa ae-ae ètu madha dhèu ae, te ngaa roꞌo boe parcaya Ne. 
JHN.12.38	Neꞌe ne palèke dènge lii Yesaya, ca dhèu nèti lii padhai Lamatua, dhu suri peka na,
JHN.12.38	“Lamatua! Abhu boe dhèu dhu parcaya lii padhai jiꞌi!
JHN.12.38	Te masi ka Lamatua padꞌelo le koasa,
JHN.12.38	te ngaa dhèu sèra ladhe rèdhi boe ngaa-ngaa!”
JHN.12.39	Nèti èèna ka, limuri ne dhèu Yahudi cahagꞌe parcaya boe Lamatua, lèke sèmi dhu Yesaya suri tèke ètu era leo dꞌara sasuri na, peka na,
JHN.12.40	“Ama Lamatua pabèdhu le dꞌara ra,
JHN.12.40	sèna ka baku rèdhi ngaa-ngaa.
JHN.12.40	Na soro tèke dꞌara ra adhu sèmi hadhu,
JHN.12.40	sèna ka baku reꞌa mèu.
JHN.12.40	Soro tèke si sèmi èèna,
JHN.12.40	sèna ka baku ra lèpa tenge Jaꞌa,
JHN.12.40	aa Jaꞌa tao boe pabeꞌa si.”
JHN.12.41	Yesaya peka sèmi neꞌe, lula nèdhi le dadedha Yesus, ka na lole mema lula-nèti Yesus ne.
JHN.12.42	Masi ka sèmi èèna, te ngaa abhu kahèi dhèu ae dhu parcaya Yesus. Mesa boe dhèu biasa di, te abhu kahèi ama-ama dhèu Yahudi dhu parcaya Ne. Te ngaa rèngu mangaku boe Yesus ètu madha dhèu ae, lula ra madhaꞌu, mage dhèu Parisi babège eele si nèti dꞌara èmu sabajꞌa ra. 
JHN.12.43	Ama-ama Yahudi se pusi-pahae boe ho Lamatua koa si, lula rèngu dꞌèi risi abhu koa-kadꞌiri nèti dhèu rai-haha.
JHN.12.44	Ka Yesus padhai lii dènge lii mèdhu, aku Nèngu na, “Dhèu dhu parcaya Jaꞌa, nèngu parcaya boe Jaꞌa mesa ku, te ngaa nèngu parcaya kahèi Dhèu dhu pua Jaꞌa mai. 
JHN.12.45	Te dhèu dhu ladhe nèdhi Jaꞌa, na, nèngu ladhe nèdhi kahèi Dhèu dhu pua-paleha Jaꞌa. 
JHN.12.46	Jaꞌa mai sèna ka jꞌajꞌi nuka sèmi saraa ètu rai-haha ne. Ho hudꞌi laa dhèu aaꞌi-aaꞌi dhu parcaya Jaꞌa mamuri boe ètu dꞌara maroga. 
JHN.12.47	Ladhe abhu dhèu dhu nanene Lii Holo-Nori Jaꞌa, te ngaa madhutu boe, na, Jaꞌa pamaꞌète boe hahuku na. Te mamai Jaꞌa asa rai-haha ne, neo boe pamaꞌète hahuku dhèu, te ngaa Jaꞌa neo patabuli si nèti koasa sasala-sasigo ra. 
JHN.12.48	Te ngaa dhèu aaꞌi-aaꞌi dhu tule eele Jaꞌa, aa dꞌèi boe sèmi Lii Holo-Nori Jaꞌa, pe na paraga dènge hakim. Te dꞌai èle rai-haha ne, Lii Holo-Nori dhu Jaꞌa lole kèdhi sèra, ka dhu pamaꞌète hahuku mi dedha rèngu èci-èci. 
JHN.12.49	Lula Jaꞌa dhae padhai lii kèdhi mèka pake kolongara Jaꞌa mesa ku. Te ngaa Jaꞌa padhai lii kèti kolongara Ama Ku ètu sorga. Te Nèngu ka dhu pua Jaꞌa. Aa Nèngu ka dhu paredha Jaꞌa, sèna ka Jaꞌa padhai lii ngaa. 
JHN.12.50	Jaꞌa keꞌa kahèi, na, lii paredha Na hia mamuri dhu lèke dhu maꞌète boe. Nèti èèna ka, lii padhai Jaꞌa madhutu mola-mola ngaa dhu Ama Ku pua Jaꞌa padhai lii.”
JHN.13.1	Lodꞌo kalela Paska dhae dꞌai mèka, Yesus neꞌa le, na, dꞌai le lodꞌo ho Nèngu tèke eele rai-haha ne, aa laꞌe hari asa Ama Na ètu sorga. Nèngu sue titu kèna dhèu unu Na ètu rai-haha ne, toke Na saraka mamuri Na kateme aae hia mi rèngu.
JHN.13.2	Lodꞌo èèna, dhèu aae nidhu dadugu-rariu le Yudas, ana Simon Iskariot, sèna ka pahie eele Yesus. Ka Yudas dhu pamaꞌète le, sèna ka adꞌu-ue madha jꞌara èèna, ropa Yesus si madhèdi raꞌa-rinu ètu dꞌara kalela Paska.
JHN.13.3	Yesus neꞌa mema le, na, Ama Lamatua pua-paleha Nèngu mai asa rai-haha ne, de nèbhu heka Nèngu lèpa hari laꞌe asa Ama Lamatua. Aa Nèngu neꞌa kahèi, na, Ama Na ètu sorga pangèdꞌu aaꞌi le ngaa-ngaa mi Nèngu. 
JHN.13.4	Hèia Yesus kèdꞌi nèti mei, ka Na tao eele kodho liꞌu Na. Nare bèla èci, ho èki mi lalole na. 
JHN.13.5	Ka Na bhori èi asa dꞌara bokor iiki cue. Hèia Na rase haga ana madhutu Na sèra. Ropa Na rase pamèu nare haga dhèu èci, Na seka pamango pake bèla dhu paꞌèki ètu lalole Na. 
JHN.13.6	Na rase haga si èci-èci. Ropa dꞌai Simon Petrus, ka Simon Petrus karèi, aku nèngu na, “Ama neo rase haga jaꞌa kahèi, do?”
JHN.13.7	Yesus dhaa, peka na, “Deo neꞌe ne, èu dhae meꞌa mèka ngaa dhu Jaꞌa tao ne. Te ngaa nèbhu-nèbhu, èu heka meꞌa kèna.”
JHN.13.8	Te ngaa Petrus pasisu, aku nèngu na, “Ama baku tao sèmi èèna! Jaꞌa koꞌo boe Ama rase haga jaꞌa.”
JHN.13.8	Hèia Yesus peka na, “Ladhe Jaꞌa rase pamèu boe haga èu, na, èu bisa boe paꞌèki dènge Jaꞌa.”
JHN.13.9	Ka Simon Petrus dhaa, aku nèngu na, “Ladhe sèmi èèna, mesa boe haga di. Te ngaa Ama rase kacui-aai dènge kètu jaꞌa kahèi!”
JHN.13.10	Hèia Yesus lii dènge ne, aku Nèngu na, “Dhèu dhu diu le èi, parluu dhoka rase haga di. Te ngiꞌu na mèu le. Mema tareꞌa dꞌara miu mèu le, te ngaa miu aaꞌi mi boe.” 
JHN.13.11	(Yesus peka sèmi neꞌe, lula neꞌa le cee ka dhu neo pahie Ne. Nèti èèna ka, Na peka na, “Miu aaꞌi mi boe dhu mèu.”)
JHN.13.12	Ropa Yesus pamèu nare haga si, hèia Na silu hari kodho Na, ka madhèdi hari asa mei. Ka Na karèi ana madhutu Na, aku Nèngu na, “Tasamia? Ropa Jaꞌa rase haga miu, miu meꞌa sasoa nèti dhu Jaꞌa tao ne, do aadꞌo? 
JHN.13.13	Miu tema paroa Jaꞌa ne, ‘Ama Mese’ aa ‘Lamatua’. Èèna lèke kèna, lula mema hudꞌi sèmi èèna ku. 
JHN.13.14	Te ngaa ladhe Mese dènge Lamatua miu ne, rase le haga miu nuka sèmi ana pua-paleha sa, na, tasamia hari dènge miu? Miu hudꞌi lalau-laloꞌo isi-aanga mi èci dènge èci; conto nuka: miu hudꞌi èci dènge èci rase haga mi. 
JHN.13.15	Te Jaꞌa tao le jꞌara ne, sèna ka miu madhutu. Ladhe Jaꞌa tao tasamia, na, miu hudꞌi tao sèmi èèna kahèi.
JHN.13.16	Jaꞌa peka tareꞌa-reꞌa dènge miu. Ca dhèu ènu bisa boe risi nèti lamatua na. Aa ca dhèu pajuu-paleha bisa boe risi nèti dhèu dhu pua nèngu.
JHN.13.17	Lula miu dhu meꞌa le jꞌara seꞌe, miu oto ladhe miu tao madhutu.
JHN.13.18	Jaꞌa padhai lii boe lula-nèti miu aaꞌi-aaꞌi mi. Jaꞌa tadhe mèu dhèu dhu Jaꞌa hagꞌe kore. Masi ka sèmi èèna, te ngaa jꞌara ne hudꞌi jꞌajꞌi ku, sama sèmi dhu suri tèke ètu dꞌara Sasuri Mola-Mèci Ama Lamatua, na, ‘Dhèu dhu madhèdi naꞌa-ninu paꞌèci dènge Jaꞌa, soro kabodho mi Jaꞌa le.’
JHN.13.19	Jaꞌa peka mema dènge miu, ho ladhe abhu dhèu dhu laꞌe tèke eele Jaꞌa, na, miu bisa parcaya kèna, na, Jaꞌa ne, Kristus. 
JHN.13.20	Jaꞌa peka dènge miu tareꞌa-reꞌa kèna, dhèu cee dhu bhoke dꞌara na ho sèmi nare dhèu dhu Jaꞌa pua, na, nèngu kahèi sèmi nare Jaꞌa. Aa cee ka dhu sèmi nare Jaꞌa dènge beꞌa, na, nèngu sèmi nare kahèi Dhèu dhu pua-paleha Jaꞌa.”
JHN.13.21	Yesus padhai lii nare sèmi èèna, hèia dꞌara Na mulai susa. Ka Na lii, aku Nèngu na, “Dhu Jaꞌa peka ne, lèke tareꞌa. Ca dhèu nèti miu, èèna na pahie eele Jaꞌa.”
JHN.13.22	Ropa tadèngi sèmi èèna, hèia ana-ana madhutu Na palaladha èci dènge èci, te rèngu malaa. Reꞌa boe na, cee ka dhu Nèngu peka. 
JHN.13.23	Ètu era neꞌe abhu ca dhèu dhu Yesus sue (nuka jaꞌa, Yohanis dhu suri sasuri ne).
JHN.13.24	Hèia Simon Petrus pangètu kètu, ho jaꞌa karèi Yesus, cee ka dhu Na peka èèna.
JHN.13.25	Ka jaꞌa eso padètu dènge Yesus, ho karèi Ne, “Dhèu dhu Ama peka ne, cee?”
JHN.13.26	Hèia Yesus dhaa, peka na, “Sèmi neꞌe. Jaꞌa neo kore roti caꞌèta, ho cèbꞌu asa dꞌara mago ne. Èèna na Jaꞌa hia mi dhèu dhu Jaꞌa peka deo na.” Ka Yesus cèbꞌu nare roti ne asa dꞌara mago, hèia Na jꞌole asa Yudas, ana Simon Iskariot. 
JHN.13.27	Ropa sèmi nare roti ne, hèia dhèu aae nidhu maso asa dꞌara Yudas. Ka Yesus peka dènge ne, “Èu neo tao ngaa, na, tao ka lai-lai. Pamata ia ka.” 
JHN.13.28	Te ngaa dhèu leo dhu madhèdi ètu sèra reꞌa rare boe, nga tao ka Yesus padhai lii sèmi èèna. 
JHN.13.29	Lula Yudas dhu tèke doi-dhari, ka abhu dhu pangee, na, Yesus pua Yudas, peka na, “Lamu hèli ngaa dhu èdhi parluu, sèna ka tao pesta Paska.” Aa abhu kahèi dhu pangee, na, Yesus pua Yudas, “Lamu hia doi dꞌai ciki sa, mi dhèu unu boe ngaa-ngaa sèra.”
JHN.13.30	Ropa Yudas sèmi nare roti ne, hèia laꞌe dènge ka. Lodꞌo nèngu kalua èèna, dhu mèda le.
