GEN.1.1	Kafa viuḡuwai Guyau abama keta fwayafwaya i fufunisiya. 
MRK.13.8	Tamo kunuma ina misiniya keta tamo kunuma ina vikaniyabiniya. Yota tamo kafa visime ina misiniya keta tamo kafa visime ina vikaniyabiniya. Yawane nikuniku ina kikinomana kabaḡa tunisitunisi nenesiyai. Yota noga ina kikinomana. Nofe ibasima nao maise vinatuna kana kuvavana kana kafa viuḡu.
MRK.13.10	Muniyai yo kafa nusafu, nauna biga dewadewana kaku tomuniyeina sina yauniya kunuma matatafusi nenesiyai.
MRK.13.11	Tovanama sina givikavinimiya eketa sina vinuesanimiya, muka kwana nuwanuwa aviyavana kwana nusifufuwiya fasikuwai uḡuna kwami muka tututaumi yami nuwanuwai kwana nusifufu. Eatu Kanunu Tafutafuna yami nusifufu ina gidawadawaniniiya. Na fasinei keta avana Guyau ina venimiya maise, naki kwana bwaduwe-kikinomaniya.
MRK.13.12	Namoḡa tauna kana tufunuwa ina viwaifufuniya eketa nifanifaisi sina nuvimatiya. Ama naki maisemoka tamoka fufuninama nenei natuna ina dewiya. Natunatu sina misiniya ayoayosi be amamasi nenesiyai sina maniniya eketa sina viwaifufunisiya kasi nuvimate fasinei. 
MRK.13.13	Namoḡa matatafusi sina adibutoyotoyoimiya uḡuna Iyau kwa munimuniikuwa. Eatu taki aitevana ina kunuwaniya be ina muniikuwa kana nivaniva kafa nusafu, nao tanake Guyau ina gifafafaniya.”
MRK.13.15	Eatu taki aitevana yana numa kana kudukudu etanei ina fakwafakwa, nao muka ina kanasuna numa sinenei yana nogonogo ina vaisi, 
MRK.13.16	maisemoka yota aitevana yana bagunai ina bagubaguna, muka ina makavinai numai kana kwame fasinei. 
MRK.13.17	Noko tovanama nenei vivisifuḡa keta tovisusu sina vimainuwinuwiya venemokena. 
MRK.13.18	Eatu Guyau nenei kwana kawakawanunukuwa be nofe ibasima muka tutuya goyonei sina kikinomana. 
MRK.13.19	Noko tovasima nenesiyai kuvavana nakasina ina kikinomana, muka tamo maise kuvavananama ita kikinomana tovanama Guyau fwayafwaya i fufunavauvauya kana nivaniva kimoki. Yawane nofemaise kuvavananama muka yota ina kikinomana-savavinei. 
MRK.13.20	Eatu noko tovasima o Tuveka naki i givibwatisiya. Taki muka, nao namoḡa matatafusi sita matekooḡa. Eatu i givibwatisiya ebe nuwanuwana aviyaonana i gibokisiya tauna fasinei ina gifafafanisiya.
MRK.13.21+MRK.13.22	Yawane togifafafana gigibokeinana keta tomatakawa vikanonono sina nemiya keta kiyakiyaya kafa nuwatabau sina savivinisiya. Ebe taki kasi fata maise Guyau yana namonamoḡa gigibokeinasi nuwatasi sina kaniya. Taki tamo aitevana ina iyavimiya ina bwaduwa, ‘Ei, nofe Togifafafana Gigibokeinamokena,’ o taki ina bwaduwa, ‘Ake, noko namoḡamokena.’ Nao muka bwadunama kwana vitumaḡanei. 
MRK.13.23	Eketa matami ina fekuwa. Eatu a matamatakawe-vaḡasimiya ebe yo na yami gidewadewa tovanama ibasima sina kikinomana.”
MRK.13.27	Eyo Guyau kana kaetoḡa abamei ina visimeisiya sina niya. Bomatuwei, gagasei, nanakoyei keta yavanatei, fwayafwaya be abama bwatanei tu bwatanei yana namonamoḡa gigibokeinasi sina katuvivisiya tamokaḡa.”
MRK.13.28	“Kafa kita o kai nugweda nenei kwana kitasanamaniya. Tovanama naḡanina mwanavauna sina vikiviyavena nao kwa sanamaniya nugutabo kana tova i niketamwakufwa. 
MRK.13.29	Naki maisemoka tovanama nofemaise ibasima kwana kitisiya sina savisavivina nao kwa sanamaniya Namoḡa Natuna yana nemi naki i niketamwakufwamoka. 
MRK.13.30	A iyaiyavimiya venemokena, nofe susunama yasi tovai nofe ibasima sina mikisavivina muniyai yo sina kafimatemateya. 
MRK.13.31	Abama keta fwayafwaya sina kaoḡoniya atu fonaku muka ina kaoḡoniya.”
MRK.13.33	Kuna tonetoneya keta kuna gigidewadewa uḡuna muka kuta sanamanei kana tovamokena.
MRK.13.35	Kwami yota naki maisemoka kwana kitakitanufota, uḡuna muka kwata sanamanei toninuma yana makavina. Taki ina nemiya navinaviyai o kamo nuwabuna sinefouna o kamo kamukamu yasi kwae kana tovai o taki tovakatakiyai. 
MRK.13.36	Kwana gigidewadewa ebe tovanama ina nikikinomana muka ina nisaḡaimi kwana banubanu. 
MRK.13.37	Avana a iyaiyavimiya, naki maisemoka yota namoḡa matatafusi a iyaiyavisiya, ‘Kwana tonetoneya!’”
MRK.14.2	Si bwaduwa, “Muka ka kana tovai tana givikaviniya, akata namoḡa sina nuwagoyowa keta vigwaeḡa sina vibutuya.”
MRK.14.4	Aviyaonana namoḡa nokomai si kayokuḡa keta tututausi si vikagigigamana keta si bwaduwa, “Ava uḡuna yo bubu noko mamadina i vivinuwateweteweyei? 
MRK.14.5	Kana nufota be manamana tamokaḡa tobunanige fatana 300 siniva maise nenei ita vikimwaneiiya keta gabaninama goyogoyo ita venisiya.” Eketa si dageiya.
MRK.14.6	Atu Yeisu i iyavisiya i bwaduwa, “Kwa tenei nuwatanei be ava i fufufuniya o i fufuniya. Nofe o iba dewadewana i fufuniya nenekuwai. Atu ava fasinei yo kwa visinatamatamanei? 
MRK.14.7	Kwami tova matatafuna goyogoyo nukusi kwa fakwafakwa eketa avi tovai nuwanuwami maise enao kwana ovivitisiya. Eatu Iyau o muka tova matatafuna nukusi tana fakwafakwa. 
MRK.14.8	Avana kana nufotai maise naki i fufuniya. Bubu mamadina tofwakuwai i siwaiya be tofwaku i gidewadewavaḡasiya kaku odewadewa fasinei. 
MRK.14.9	A iyaiyavimiya venemokena, tovanama biga dewadewana fasikuwai fwayafwaya kana matatafu sina yauniya, avana gumayogu nofe i fufuniya nenekuwai yota kana kafa tuku fasinei sina numamaniya.”
MRK.14.10	Noko tovanama nenei Yudasa Isikaniyoti tanake tamokaḡa tonowana kasi 12 sinesiyai i niya tovibwanaose nakanakasisi nenesiyai Yeisu kana viwaifufuna fasinei. 
MRK.14.11	Tovanama si nowaniya sebobo i tewesafusiya eketa yasi bwadudabadaba si veniya si bwaduwa, “Gabana kana veniwa” eketa Yudasa ketaketa i nuwasa be nimasiyai ina teniya.
MRK.14.12	Maneka Muka Nakana Nutuva Kana Ka kana kuyadayada kafa viuḡu nenei, sifi mwanavausi si munumunuwa Venuvisinatana Kana Ka fasinei. Na kuyadayadanama nenei Yeisu kana tomuniyeina si nutoninuvenuveiya si bwaduwa, “Namao nuwanuwau Venuvisinatana Kana Ka kata gidewadewai fasiweu?”
MRK.14.13	Eketa kana tomuniyeina nasi nuwa i iyavisiya i bwaduwa, “Kwana kanasuna Yenusanema keta namoḡa tamokaḡa tukwava na ukowina i uniuniya ina nisaimiya. Na gwadinama kwana muniiya, 
MRK.14.14	eketa avi numai ina kanasuna, toninuma kwana iyaviya kwana bwaduwa, ‘Tovisawavenena i bwaduwa, “Nama totomunama nenei kaku tomuniyeina nukusi Venuvisinatana Kana Ka kata kawiyei?”’ 
MRK.14.15	Eketa totomu nakasina gigidewadewana kuetana ina visawavenimiya. Nokomai iba matatafuna kwana gidewadewiya fasitiyai.”
MRK.14.16	Yeisu kana tomuniyeina si noḡokawawa eketa si niya Yenusanema avana Yeisu i iyavisiya maisemoka i kikinomana keta si gidewadewa Venuvisinatana Kana Ka fasinei.
MRK.14.17	Tovanama i vimatasisinovanovana Yeisu yana tonowana kasi 12 nukusi si kikinomana. 
MRK.14.18	Sonamai si kakawa atu Yeisu i bwaduwa, “A iyaiyavimiya venemokena, namoḡa tamokaḡa sinemiyai ina viwaifufunikuwa, namoḡanama nukusi ta kakawa.” 
MRK.14.19	Nuwatasi i dauna eketa tamokatamokaḡa si iyaviya, “A sanamanikuwa iyau muka.”
MRK.14.20	I iyavisiya i bwaduwa, “Kami 12 sinemiyai aitevana kana maneka Iyau nukusi kabomai ina kutuviya, na tana namoḡanama. 
MRK.14.21	Namoḡa Natuna ina mateya naki Guyau fonakituna i bwaduwa maisemoka, eatu aitevana Namoḡa Natuna i viwaifufuniya nao daunina venemokena ina nisaiya. Kana nufotamoka be ayona muka sita vinatunei.”
MRK.14.22	Tovanama si kakawa nenei, Yeisu maneka i viya eketa i kawanunuku-viagigikuwa. Eketa i gisiniya eyo kana tomuniyeina i venisiya keta i bwaduwa, “Kwa vai, nofe o tofwaku.”
MRK.14.23	Yota owa i viya keta Guyau nenei i viagigikuwa eyo i venisiya eketa owanama nenei si yuwa. 
MRK.14.24	Eketa i iyavisiya i bwaduwa, “Nofe o ufaufaku, yawane ina ketosiwaḡa namoḡa yagwanisi fasisiyai keta Guyau yana dedeni kwami nukusi ina givifakiniya. 
MRK.14.25	A iyaiyavimiya venemokena, muka tamo nofemaise waininama ana yunuvanuvai kana nivaniva Guyau yana kafa visime nenei waini kiouna ana yumiya.”
MRK.14.26	Eyo si osedavadava muniyai yo si kikinomana keta si niya koya Onive nenei.
MRK.14.29	Atu Fita i iyaviya i bwaduwa, “Yawane sabu matatafusi sina butuwa atu iyau o muka.”
MRK.14.30	Eketa Yeisu Fita i iyaviya i bwaduwa, “A iyaiyaviwa venemokena, kimoki nuwabunanama nenei kuna vikeweikuwa kawa tonu muniyai yo kamukamu yana kwae ina vinuwiya.”
MRK.14.31	Atu Fita i kawafatafata i bwaduwa, “Na namaise taki fasiweu sina nuvimatikuwa, eatu muka tamo kana fata be ana bwadu, ‘Muka ata sanamanei.’” Eketa tomuniyeina matatafusi tamoka bwadunama yota si bwaduwiya.
MRK.14.32	Yeisu kana tomuniyeina nukusi si nemiya kabaḡa kana wava Getesemani nenei keta i iyavisiya i bwaduwa, “Nofemai kwana fakwafakwa eatu ana kawanunukuwa.” 
MRK.14.33	Eketa Fita, Yemesa keta Yoni i ovisiya keta nukusi si niya. Tovanama nenei kana nutoḡona i weifanufanuya, 
MRK.14.34	eketa i iyavisiya i bwaduwa, “Nuwatadauna nakatamokena i munumunukuwa keta katekateku i nunubudabudaniya maise mate. Nofemai kwana fakwafakwa eatu kwana tonetoneya.”
MRK.14.35	Kabegomokena i vaniya, eyo i fekuwa fwayafwayai keta i kawanunukuwa be taki kana fata maise kuvavana kana kawasasa ita niuniya. 
MRK.14.36	I bwaduwa, “Amaku, iba matatafuna ka fata, na fasinei kuvavana nofe owana ku viteweyei nenekuwai. Eatu muka yaku nuwanuwa atu avana ku nuwenuwiya maise kuna fufuniya.”
MRK.14.37	I makaviniya kana tomuniyeina kasi tonu nenesiyai atu i nisaisiya si banubanuwa eketa Fita i iyaviya i bwaduwa, “Saimoni, omasi ku banubanuwa. Muka kana fata be matau ina fakina kawasasa bwatanaḡa?” 
MRK.14.38	Eketa i iyavisiya i bwaduwa, “Kwana tonetoneya keta kwana kawakawanunukuwa ebe kami anuvanuva nenei muka kwana feku. Yami vinuwadadana avana dewadewasi katekatemiyai kwana savivinisiya o fifiwanisi atu tofwami i seḡakamekameya.”
MRK.14.39	I makaviniya i kawanunukuwa keta tamoka bwadubwadusima nenesiyai i kawanunukuwa. 
MRK.14.40	I makavina-savaviniya nenesiyai eatu i nisaisiya yota si banubanuwa, uḡuna matasi naki i goyomoka. Eketa bwadusi si bauwiya.
MRK.14.41	Tovanama kana vitonu i makavina-savaviniya nenesiyai, i iyavisiya i bwaduwa, “Omasi yawane kwa banubanuwa keta kwa viviyawasiya. Nakiyai. Tova naki i nuvifotiya. Toviwaifufuna Namoḡa Natuna kabegomokena be togo'yona nimasiyai ina teniya. 
MRK.14.42	Ake, kaku toviwaifufunamokena naki i kikinomana. Kwa misini be ta nai.”
MRK.14.43	Yeisu yawane i nunusifufuwa atu Yudasa tanake tamokaḡa tonowana kasi 12 i venukikinomana. Tovibwanaose nakanakasisi keta visime kana tovisawavenena yota tokawakawa sabuveka si visimeisiya, keta na fetosi yota na funumisi Yudasa si vinuwiya keta nukusi si nemiya. 
MRK.14.44	Toviwaifufunanama kiyakiyaya tamokaḡa i mikigisawakedanisiya, “Namoḡanama ana viyuiya na tanake kwana givikaviniya eketa kwana niiya.”
MRK.14.45	Tovanama si kikinomana Yudasa i niya Yeisu nenei keta i bwaduwa, “Tovisawavenena!” Eyo navanavanei i viyuiya. 
MRK.14.46	Eketa Yeisu tofwanei si ova keta si givikaviniya. 
MRK.14.47	Atu namoḡa tamokaḡa nokomai i misimisiniya yana feto i soniyaginiya keta tovibwanaose kasi toviketanuneina kana kaetoḡa taniyana i nuonosiya.
MRK.14.48	Yeisu i iyavisiya i bwaduwa, “Omasi na fetomi keta na yami funuma kwa nemiya be kwana givikavinikuwa vitana tamo togikuma maise? 
MRK.14.49	Iyau tova nubwayouna Numa Kodukodu kumenanina kana wasiketai nukusi ta fakwafakwa eatu a gigisawakedana namoḡa nenesiyai eatu ava uḡuna yo muka kwata givikaviniku? Eatu nakiyai, ebe avana Guyau fonakituna i bwaduwiya, ina vivenemokena.” 
MRK.14.50	Eyo kana tomuniyeina matatafusi si butuwa atu Yeisu si sinanoviya.
MRK.14.51	Tufunakata tamokaḡa o nuyaḡa tofwanei i sinawaminiya keta Yeisu i muniiya. Tanake yota si anuvanuva be sita givikaviniya, 
MRK.14.52	eava kana nuyaḡa si sinayauya atu gonegonena i dibwana.
MRK.14.53	Namoḡa sabu Yeisu si niiya tovibwanaose kasi toviketanuneina yana numai. Nokomai tovibwanaose nakanakasisi matatafusi keta tokawakawa yota visime kana tovisawavenena si yokowa. 
MRK.14.54	Fita i muniiya simokaḡa sasanei keta i niya tovibwanaose kasi toviketanuneina yana numa kana wasiketai. Nokomai i nuvitoiya tuiyo nukusi keta kaiyai i vivikivanavana.
MRK.14.55	Tovibwanaose nakanakasisi keta Diu Kawakawa matatafumokesi si nuwasa Yeisu kana tokanakakikakina ebe yo sina nuvimatiya. Atu muka tamo sita nisaḡai. 
MRK.14.56	Tokanakakikakina-vikanonono yagwanisi o si bwaduwa Yeisu fasinei atu yasi sifufumokesi muka tamo ita nuvifotei.
MRK.14.57	Namoḡa tunisi si misiniya eketa nofemaise Yeisu fasinei si bwadu-vikanononowa, 
MRK.14.58	“Ka nowaniya i bwaduwa, ‘Namai Numa Kodukodu namoḡa nimasiyai si yoniya o ana yakweniya atu kuyadayada tonusi nenei ana yona-savaviniya muka namoḡa nimasiyai.’” 
MRK.14.59	Eatu muka tamo yasi sifufunama tamo ita nuvifotei.
MRK.14.60	Eketa tovibwanaose kasi toviketanuneina sabu matasiyai i otowamisiniya keta Yeisu i nutoninuvenuveiya i bwaduwa, “Yasi vinoisima fasinei tamo avana kuna bwaduwiya o muka?”
MRK.14.61	Atu Yeisu muka tamo avana ita bwaduwei naki i manava. Tovibwanaose kasi toviketanuneina yota i nutoninuvenuveiya i bwaduwa, “O venemokena kwaḡa Togifafafana Gigibokeinana, Guyau ta sawadavadaviya kwaḡa Natuna?”
MRK.14.63	Tovibwanaose kasi toviketanuneina kana nuya i kiganiniya
MRK.14.64	Yana bwadu-tafakaikokona Guyau nenei naki kwa nowaniya eketa namaise kwata bwadu?”
MRK.14.64	Eketa matatafusi si bwaduwa, “I goyona na fasinei kana nufota be ina mateya.”
MRK.14.65	Tunisi si vibutuwa si nufunataniya. Matana si sumiya eyo si munuya atu si bwaduwa, “Taki kwaḡa Guyau yana tomatakawa, ku iyaveiki aitevana i munuu!” Eyo tuiyo si givikaviniya eketa si munuya.
MRK.14.66	Fita yawane wasiketai i fakwafakwa atu tovibwanaose kasi toviketanuneina kana kaetoḡa gumayogu i nemiya. 
MRK.14.67	Tovanama i kitiya Fita kaiyai i vivikivanavana, i toneye-dewadewiya keta i bwaduwa, “Kwaḡa o noko namoḡanama Yeisu tene Nasaneti nukusi.”
MRK.14.68	Eatu Fita i vikewa i bwaduwa, “Iyau muka ata sanamanei ava fasinei ku bwadubwadu,” keta i kikinomana kawa nenei. Tovanama nenei kamukamu i kwaeya.
MRK.14.69	Tamoka gumayogunama yota Fita i kita-savaviniya, keta aviyaonana namoḡa nokomai si misimisiniya i iyavisiya i bwaduwa, “Nofe tanake Yeisu unana tamokaḡa!” 
MRK.14.70	Eatu Fita yota i vikewa-savaviniya.
MRK.14.70	Muniyai aviyaonana namoḡa nokomai si misimisiniya Fita si iyaviya si bwaduwa, “Bwadu venemokena, kwaḡa o unasi tamokaḡa uḡuna kwaḡa yota tene Ganini.”
MRK.14.71	Atu Fita i vikewatautauna i bwaduwa, “Guyau matanei a iyaiyavimiya venemokena! Namoḡanama kwa bwadubwaduwiya o muka ata sanamanei.”
MRK.14.72	Tovanama nenei kamukamu yana kwae i vinuwiya eketa Fita nuwatana i kakwaniya Yeisu yana bwadu, “Kuna vikeweikuwa kawa tonu muniyai yo kamukamu yana kwae ina vinuwiya.” Eketa i kafuwaiya keta i bwediya.
MRK.15.1	Nuwabunimokeyai tovibwanaose nakanakasisi be tokawakawa yota visime kana tovisawavenena keta Diu Kawakawa matatafusi si yokowa keta si vikanusifusifufuwa Yeisu fasinei. Eyo nimana si kiyona keta si niiya Noma tovisime Fainato nimanei si teniya. 
MRK.15.2	Eketa Fainato Yeisu i nutoninuvenuveiya i bwaduwa, “O kwaḡa fiyao Diu yasi Tufomu?”
MRK.15.2	Eketa Yeisu i nufata i bwaduwa, “Ika. Na naki ku bwaduwa maise.”
MRK.15.3	Eketa tovibwanaose nakanakasisi Yeisu si vinoiya iba yagwanisi goyosi fasisiyai. 
MRK.15.4	Yota Fainato Yeisu i nutoninuvenuveiya i bwaduwa, “Tamo avana kuna bwaduwiya o muka? Ku kitai goyona kana yagwana fasinei si vivinoiwa!” 
MRK.15.5	Atu Yeisu muka tamo avana ita bwaduwei eketa Fainato i mayaḡa.
MRK.15.6	Manamana tamokatamokaḡa Venuvisinatana kana Ka kana tovai, tova matatafuna Fainato finisina tamokaḡa deniyai i vivikikinomaniya namoḡa yasi nuwanuwai maise. 
MRK.15.7	Na tovanama nenei namoḡa kana wava Banabasi o deniyai i fakwafakwa. Tanake o tunisi tovigwaeḡa nukusi Noma gabemani nukusi si vigwaeḡa, keta yota tunisi namoḡakaokaoḡosi atu si nuvimatisiya. Eketa Noma tonuaviya si givikaviniya keta deniyai si teniya. 
MRK.15.8	Sabuveka si yokowa keta Fainato si vikokoniya be tamo aitevana ita ketoyauya, naki manamana tamokatamokaḡa i fufufuniya maise.
MRK.15.9	Eketa Fainato i nutoninuvenuveisiya i bwaduwa, “Omasi nuwanuwami fiyao Diu yami Tufomu ana ketoyauya fasimiyai?” 
MRK.15.10	Nofemaise i iyavisiya uḡuna waniya i mikisanamaniya vitana tovibwanaose nakanakasisi o Yeisu si vikumaiḡiya, na fasinei si katuteweiya nenei. 
MRK.15.11	Eatu tovibwanaose nakanakasisi o sabuveka si ketoyakayakanisiya be Fainato sina vikokoniya be Banabasi ina ketoyauya fasisiyai atu muka Yeisu. 
MRK.15.12	Atu Fainato i iyave-savavinisiya i bwaduwa, “Atu namoḡa nofe kwa weneweniya Diu yami Tufomu o namaise ana iyavei?”
MRK.15.13	Si vikafinafina si bwaduwa, “Ku giviogonaḡanaḡai!”
MRK.15.14	Atu Fainato i iyave-savavinisiya i bwaduwa, “Atu avao uḡuna? Avi goyona i fufuniya yoke?”
MRK.15.14	Atu si finadewadewa si bwaduwa, “Ku giviogonaḡanaḡai!”
MRK.15.15	Eketa namoḡa nuwatasi kana kata fasinei, Banabasi i ketoyauya atu tonuaviya i visimeisiya keta Yeisu si nafanafasiya eyo i katuteweiya be sina giviogonaḡanaiya.
MRK.15.16	Tonuaviya Yeisu si niiya Fainato yana numa kaikaiwabuna kana wasiketai eyo unaunasi si wenevakukusisiya. 
MRK.15.17	Kwame yabeyabenina Yeisu si vikotoniya keta kisisiku naḡanina kikikwanekwanena nenei gedugedu si fufuniya keta debabounei si teniya. 
MRK.15.18	Keta si sawaviniiya si bwaduwa, “Ae mukanono. Naki Diu yasi Tufomu!” 
MRK.15.19	Kiwanai si munumunuya be si nufunataniya eatu naunei vifotuwai kaetutusi si viketogunisiya vitana kana venufotafota tufomu maise. 
MRK.15.20	Si sawaviniiya muninei, kwame yabeyabenina si visaniniiya eatu Yeisu tauna kana nuya si vikotoniya eketa si oviya si kikinomaniya menanai be sina giviogonaḡanaiya.
MRK.15.22	Yeisu si oviya keta si niiya kabaḡa kana wava Gonigota nenei. Gonigota kana nuwanuwa o Navakanuwa kana Kabaḡa. 
MRK.15.23	Nokomai bubu kana wava meya, waini nukusi si viniya eketa Yeisu si venenuvanuviya eatu i dibutoyoiya.
MRK.15.24	Eketa si giviogonaḡanaiya atu kana nuya fasinei, nao daisi nenei si vikaneeneiya. Nofe ketaketanama nenei, kana nuya si vitukuwiya tututausi nenesiyai. 
MRK.15.25	Nuwabuni 9 kana fafani nenei Yeisu si giviogonaḡanaiya. 
MRK.15.26	Kana bwaduvinoi viviginiwina si tutuvifotiya kuetana i bwadubwaduwa, 
MRK.15.27	Togikuma nasi nuwa Yeisu nukusi si giviogonaḡanaisiya, tamokaḡa kukikikatainei eatu tamokaḡa o kukikimawanei.
MRK.15.30	Make nao ogonaḡanaḡa nenei ku sobunemai be tauḡu ku gifafafaneu!”
MRK.15.31	Tamoka ketaketanama nenei tovibwanaose nakanakasisi keta visime kana tovisawavenena tututausi nenesiyai Yeisu fasinei si sawaviniḡa si bwaduwa, “Mani namoḡa i gifafafanisiya atu tauna o muka kana fata! 
MRK.15.32	I bwaduwa avage tana Togifafafana Gigibokeinana keta yota Isineni kana tufomu. Make nao ogonaḡanaḡai ita sobunemiya tata kitiya be tata vitumaḡaniya.” Namoḡa kasi nuwa o kuniniuna si giviogonaḡanaisiya yota si sawanuketuwiya.
MRK.15.33	Tovanama vanavana i nemiya sinefounei, noko fafaninama matatafuna kumanovana i gikafufuya keta i fakwa kana nivaniva vanavana i niya tonusi yana fafani. 
MRK.15.34	Tovanama nenei Yeisu kayona nakasinei i bwauwa i bwaduwa, “
MRK.15.35	Namoḡa tunisi nokomai si misimisiniya si nowaniya keta si bwaduwa, “Kwa vaneneḡa, kana kita kamo Inaitiya i weneweniya.”
MRK.15.37	Eatu Yeisu kayona nakasinei i bwauwa eketa yawasina i kakaviya. 
MRK.15.38	Eketa Numa Kodukodu kusinena kafa dawanafafana kana nuya i kasaniniya etanei atu i sobuwa sifunei.
MRK.15.39	Tonuaviya kasi kaimatana ogonaḡanaḡa naunei i misimisiniya i kitiya namaise Yeisu i mateya eketa i bwaduwa, “Bwadu venemokena namoḡa nofe o Guyau Natuna.”
MRK.15.41	Nofe vivinesima o nauna Yeisu Ganini nenei si muniiya keta yota si okakikakiniya. Vivine yota yagwanisi nukusi nokomai si misiniya atu Yeisu si tonetoneiya. Vivinesima o Yeisu kaena si kwafuya eketa si niya Yenusanema.
