MAT.1.1	Abraham poho ne Dabid koro poho Yesu Kiristo ekashi shinrit ikiri anuye kambi.
ACT.3.4	Aige, Petros anak ne Yoannes tura shinuma orun oshit-kurukote wa—Iorun ingara yan, ani itak. 
ACT.3.5	Orowa, shinuma nep ka akore kuni aramu wa nei utara eun ikokanu nisa ruwe ne. 
ACT.3.6	Koroka, Petros ene itak-hi:—Shirokani hene kongani hene ku sak: a koroka, koro wa ku an okaibe e kore ash na. Nazaret kotan un Yesu Kiristo reihei ankushkeraipo apkash yan, ari itak. 
ACT.3.7	Aige, shinuma shimon-teke kishima wa hopunire: awa, nani koro kema newa tokom-pone atumashnure nisa ruwe ne. 
ACT.3.8	Aine, nei guru matkosanu wa ash, orowa apkash heashi ruwe ne; aige, shinuma apkash hene ki, horipi hene ki, Kamui ramye hene ki wa nei utara tura no Kamui kora kenru ta ahun nisa ruwe ne. 
ACT.3.9	Orowa, obitta no okai utara shinuma apkash wa Kamui ramye-hi nukara: aige, shinuma anak ne 
ACT.3.10	eungeraitep akore gusu Kamui kora kenru ta an Chitomte apa samaketa a kane an gunʼne sekoro eraman: orowa, shinuma gusu hetuku orushpe gusu nei utara shiri oyamokte wa ara enushkari nisa ruwe ne.
ACT.3.11	Nei guru anak ne Petros newa Yoannes kishima korʼan rapoketa, obitta no okai utara shiri iyokunnure hine Soromon koro shem ari aye ushike un uwekarapa nisa ruwe ne. 
ACT.3.12	Aige, Petros anak ne nei ambe nukara chiki, utara otta ese wa ene itak-hi:—Israeru un echi utara, hemanda gusu tapan orushpe gusu echi enushkari ruwe he an? Samata shui, nep gusu chi utara yaikota koro kiroro ani hene Kamui kooripakbe pirikap ani hene tan guru chi apkash te korachi un orun oshitkurukote ruwe he an? 
ACT.3.13	Echi utara ekoshi wa Pirato anak ne Shinuma honnere kusu ne sekoro esanniyo ita, nei kotchaketa echi eshikeshke okere, Abraham newa Isaak newa Yakob koro Kamui, chikoro ekashi koro Kamui anak ne koro poho ne Yesu nupekte nisa ruwe ne. 
ACT.3.14	Koroka, echi utara anak ne nei Ashkanne Oupeka ambe eshikashke, aige, keuk guru echi kore kuni koramkoro, Inotu esapanep echi raige; 
ACT.3.15	Kamui anak ne rai orowa no Shinuma hetopo-shiknure, aine, chi utara anak ne Shinuma gusu an paweteshu ki utara chi ne ruwe ne. 
ACT.3.16	Orowa, tane echi nukara wa eamkiri guru anak ne, Shinuma reihei eishokoro ankushkeraipo atumashnure a an: ruwe un, Shinuma gusu an eishokor-i anak ne, obitta no okai echi utara kotchaketa tapan ara nisashnu ambe hetukure nisa ruwe ne. 
ACT.3.17	Awa, tane iriwak utara, echi esapane utara poka iki korachi, echi utara ne yakka eramushkare no iki kuni ku ramu. 
ACT.3.18	Koroka, obitta no okai uweingara utara koro paroho ani etoko wano Kamui eupaskuma okaibe, koro Kiristo ayairamshitnere kuni ambe, tambe nei no auweomare nisa ruwe ne. 
ACT.3.19	Tambe gusu, echi koro katpak aushka kuni ne, yaikokatpak wa hoshippa yan, tambe anak Utarapa tek-sam wano sambe-shiturire pakihi an kusu ne kuni ambe ne; 
ACT.3.20	shui, echi utara gusu aashte Kiristo Shinuma ette kuni ambe ne, Shinuma anak Yesu ne ruwe ne: 
ACT.3.21	obitta no okaibe kanna aatte pakihi pakno kando anak ne Shinuma uk kunip ne; nei ambe gusu moshiri heashi wano koro Ashkanne uweingara utara paroho ani Kamui itak nisa ruwe ne. Mose ene itak-hi:— 
ACT.3.22	Echi koro uiriwak utara tumuge wano, en korachi Utarapa ne Kamui anak ne uweingara guru hopunire kusu ne; nep nep ne yakka echi otta Shinuma itak chiki echi inu kusu ne na. 
ACT.3.23	Orowa, nei uweingara orun inu shomoki inan guru ne yakka utara tumuge wano ara aushtekka kusu ne na. 
ACT.3.24	Ruwe newa, obitta no okai uweingara utara, Samueru okake araki obitta no okai itak sange utara, nei utara ne yakka tapan toho gusu ye nisa ruwe ne na. 
ACT.3.25	Echi utara anak ne uweingara utara koro san-ikiri echi ne, shui;—E koro santek gusu obitta no okai moshiri uirup anunuke kusu ne—ari an itak ani Abraham otta ye Kamui koro aeuitaknup oma poho echi ne ruwe ne. 
ACT.3.26	Kamui anak ne koro Poho hetopo-shiknure wa echi utara pishno koro wen-buri wano shiknure an ambe ani echi nunuke kuni ne, hoshiki no echi orota Shinuma omande nisa ruwe ne na.
ACT.4.1	Orowa, utara otta itak korʼan rapoketa anak ne, Kamui kora kenru esapane utara newa tumikoro utara esapane guru newa Saddokai un utara tura nei utara orota araki; 
ACT.4.2	Yesu ankushkeraipo rai-i orowa no hetopo-shiknu ambe ani eupaskuma ki wa utara epakashnu gusu shi no yairamkoiki nisa ruwe ne gusu ne na. 
ACT.4.3	Aige, tek-kokishima wa nei shimge toho pakno shikkashima nisa ruwe ne: tane onuman ne ruwe ne gusu ne na. 
ACT.4.4	Koroka, nei itak nu inne utara eishokon nisa; nei ainu utara pishki-hi anak ne go sen nin ne ainu ukorachi ne ruwe ne.
ACT.4.5	Orowa, nishatta an chiki, sapane utara newa ekashi utara newa kambi nuye utara tura Yerusarem kotan ta uwekarapa wa okai an; 
ACT.4.6	awa, Kamui kora kenru esapane iyotta poro guru ne Annas hemhem, Kaiapas hemhem, Yoannes hemhem, Areksandros hemhem, shui, Kamui kora kenru esapane iyotta poro guru koro utaribi hemhem obitta okai nisa ruwe ne. 
ACT.4.7	Orowa, tumugeta nei utara are chiki, nekon a mondum ani, nep reihei ankushkerai gusu, tap okai orushpe echi ki ya? ari an ambe ani uwepekennu nisa ruwe ne. 
ACT.4.8	Tata otta Petros anak ne, Ashkanne Ramat ani aeshik wa nei utara orota ene itak-hi:— 
ACT.4.9	Utara esapane echi utara newa ekashi utara, tanto shine katchak ainu otta aki pirika ikip gusu, nekon a ambe ankushkeraipo tan guru kashiaobiuki ruwe he an? sekorʼan orushpe gusu, chi utara akoipishi yakun, obitta no okai echi utara ne yakka, 
ACT.4.10	Israeru un obitta no okai utara ne yakka tambe uonnere yan; echi utara utasa chikuni otta kungi kokikkik rai orowa no Kamui hetopo-shiknure Nazaret kotan un Yesu Kiristo kon reihei ankushkerai, Shinuma gusu iwange no an wa tan guru teda echi kotchaketa ash korʼan ruwe ne na. 
ACT.4.11	Chisei kara echi utara orowa no aemaka shuma anak ne Shinuma ne ruwe ne, awa, shikkeu sapa nep ne akan nisa ruwe ne. 
ACT.4.12	Shinuma gusu shomoki yakun kashiobiuki ambe isam ruwe ne: inambe gusu ne yakun, kando choropoketa utara tumta akore nei reihei moshima un kashiobiuki kuni reihei isam ruwe ne gusu ne na.
ACT.4.13	Orowa nei utara anak ne Petros newa Yoannes koro rametok korobe nukara, samata, kambi-erampeutek wa eramush utara shomo ne ari an ambe eraman chiki, enushkari nisa ruwe ne; aige, nei utara Yesu tura no okai utara ne sekoro eraman.
ACT.4.14	Orowa, aiwangere ainu nei utara tura no ash wa an i nukara chiki, nei ambe gusu nep eiyonnuppa itak ye eaikap ruwe ne. 
ACT.4.15	Koroka, nei ukoramkoro ushi wano soyumba kuni akashpaotte chiki, utashpa uweukoramkoro hine ene itak-hi:— 
ACT.4.16	Tan utara eun nekon a chiki kusu ne ya? Shi no assuru ash shirosh nei utara gusu aki sekorʼambe anak, Yerusarem kotan ta oshiroma utara obitta eraman, aine, chi utara eshikashke eaikap ruwe ne. 
ACT.4.17	Koroka, utara tumta tap orushpe shomo shipirasa kuni gusu, nei utara tewa no tan ainu reihei gusu shomo itak kuni pakashnu yanro, ari itak. 
ACT.4.18	Orowa, nei utara anak ne ihotuyekara wa Yesu reihei gusu epakashnu hene itak hene ara shomoki kuni ne ikashpaotte nisa ruwe ne na. 
ACT.4.19	Koroka, Petros newa Yoannes anak ne nei utara orun ese wa ene itak-hi:—Kamui tek-samata, Kamui orun koitaknu hene ki, echi orun koitaknu hene ki-hi anak, inambe pirika ambe ne ya, 
ACT.4.20	sekorʼambe echi esanniyo yan: inambe gusu ne yakun, chi utara anak ne nukarape hene inu ambe hene moshima ye eaikap ruwe ne gusu ne na. 
ACT.4.21	Orowa, nei utara anak, naa pakashnu chiki, honnere nisa ruwe ne; utara okai gusu panakte kuni ika pa eaikap ruwe ne gusu ne na; inambe gusu ne yakun, nei akara orusbpe gusu obitta no okai utara Kamui ramye wa okai nisa ruwe ne gusu ne na. 
ACT.4.22	Aige, otta tapan iwangere shirosh aki ainu paha anak ne tu hotne pa ikashima an pa ne ruwe ne.
ACT.4.23	Orowa, ahonnere chiki, nei utara anak ne koro utari orun paye wa, otta Kamui kora kenru iyotta pase esapane utara newa ekashi utara ye orushpe obitta nure nisa ruwe ne. 
ACT.4.24	Awa, nei ambe anu chiki, shine-ikinne Kamui orun hawe ashte wa ene itak-hi:—Aa Utarapa, Aokai anak ne kando newa toitoi newa atui newa, samata, oshiketa obitta no okaibe E kan nisa ruwe ne: 
ACT.4.25	Aokai anak ne Ashkanne Ramat ani, E koro uitek guru ne chikoro michi Dabid paroho ani, ene itak-hi:—
ACT.4.25	Nep gusu Oya uirup utara sakayo ki?
ACT.4.25	Orowa, nep gusu utara ohap ramepakari ya?
ACT.4.26	Moshiri shikkashima utara yaikota yaiyatte,
ACT.4.26	Utara epungine utara auak ne Utarapa epeka no hemhem,
ACT.4.26	Shinuma koro Kiristo epeka no hemhem uwekarapa ruwe ne:
ACT.4.27	Inambe gusu ne yakun, son no newa tan machiya otta Aokai kashiota E koro ashkanne Uitek guru ne Yesu epeka no Herod newa Pontio Pirato anak ne 
ACT.4.28	Oya uirup utara newa Israeru un utara tura, etoko wano E teke newa E ki esanniyop hetukure kusu ne esanniyo okaibe obitta ki kuni gusu uwekarapa nisa ruwe ne. 
ACT.4.29	Awa, tane, Utarapa, nei utara ki pakashnu itak orun ingara: aige, E koro usshiune utara rametokkon no. 
ACT.4.30	E koro itak ye kuni ne kara, rapoketa, iwangere kuni gusu E tekehe turi wa un kore; shui, E koro ashkanne Uitek guru ne Yesu kon reihei ankushkeraipo shirosh newa iyokunnure ikip aki kuni gusu akoramkon na. 
ACT.4.31	Orowa, inonno-itak aokere chiki; otta uwekarapa wa okai ushike ashuyeshuye; aige, nei utara obitta Ashkanne Ramat ani aeshikte, orowa rametokkon no Kamui itak ye nisa ruwe ne na.
ACT.4.32	Orowa, eishokoro wa okai nei inne utara anak ne shine sambe shine keutura koro; aige, nen ne yakka koro wa an okaibe anak ne yaikota korobe ne ari shomo itak ruwe ne, koroka nep nep ne yakka utura ouse no kon nisa ruwe ne na. 
ACT.4.33	Aine, poro kiroro ani nei Apostoro utara anak ne Utarapa ne Yesu hetopo-shiknu ambe gusu koro paweteshu ki nisa ruwe ne: awa, obitta nei okai utara kashi poro irenga an ruwe ne. 
ACT.4.34	Samata, nei utara tumugeta nep ne yakka gusu eikohaye guru isam: inambe gusu ne yakun, inan guru ne yakka toitoi hene chisei hene koro yakun, shinuma nei ambe eiyok, aige, eiyok oro koro wa araki hine Apostoro chikiri samta are: 
ACT.4.35	aine, pishno pishno eishiramne-i aesanniyo wa aeimek nisa ruwe ne na.
ACT.4.36	Orowa, Barnabas ari an reihei ani Apostoro utara orowa no areikore Yosep anak ne (Barnabas ari an itak ibehe anak kotchane ki poho ne ruwe ne), Rebi ikiri un guru ne, 
ACT.4.37	Kuprios un uirup otta an gunʼne; shinuma toi koro, awa, nei ambe eiyok, aige, auk ichen koro wa ek hine Apostoro kotʼchikiri samta ande nisa ruwe ne.
ACT.5.1	Koroka, Ananias ari an reihei koro an guru anak ne koro machi Sappeira tura ukosanniyo wa, korope eiyok, 
ACT.5.2	aige, oro emko anire, koro machi ne yakka nei ambe eraman, awa, an emko koro wa ek hine Apostoro kotʼchikiri samta ande nisa ruwe ne. 
ACT.5.3	Koroka, Petros ene itak-hi:—Ananias, Ashkanne Ramat otta koshunge wa nei toi oro emkoho anire kuni ne nep gusu Satan anak ne e koro sambe shiktere nisa ruwe he an? nei ambe an ita anak ne eani yaikota korope shomo ne ya? 
ACT.5.4	Samata, aeiyok okaketa e koro kiroro ta an shomo ne ruwe he an? Hemanda gusu tap ambe e koro keutura ta e esanniyo ya? Ainu eun shomo e shunge koroka, Kamui otta e ko-shunge nisa ruwe ne. 
ACT.5.5	Orowa, Ananias anak ne nei itak nu chiki hachiri hine ramat arapare nisa: aine, obitta no okai nei orushpe nu utara shiri ishitoma nisa ruwe ne.
ACT.5.6	Orowa, upen utara hopumba wa shinuma kokarakari hine ani wa iyurui otta omare nisa ruwe ne.
ACT.5.7	Orowa, re ichi ji kan paki okaketa, koro machi anak ne nei orushpe erampeutek no ahun nisa ruwe ne. 
ACT.5.8	Awa, orota Petros ese wa ene itak-hi:—Nei oro gusu nei a toi echi eiyok nisa ruwe he an? Ruwe un, nei oro gusu eiyok nisa ruwe ne na, ari nei shiwentep itak. 
ACT.5.9	Koroka, orota Petros ene itak-hi:—Hemanda gusu echi utara anak ne Utarapa Ramat koramnukara kuni utura ukoramkon nisa ruwe he an? Ingarʼan, e koro hoku iyurui orota omare utara kotʼchikiri anak ne apa samaketa okai, aine, e ani wa soyumba kusu ne na, ari itak. 
ACT.5.10	Orowa, nani nei shiwentep anak ne shinuma kotʼchikiri samta hachiri wa ramat arapare nisa: aige, nei upen utara ahup wa shinuma rai shiri an sekoro nukara chiki, ani wa koro hoku samaketa iyurui otta omare nisa ruwe ne. 
ACT.5.11	Orowa, ramne karisia kata ne yakka, tap orushpe nu obitta no okai utara kata ne yakka, poro ishitoma-hi hetuku nisa ruwe ne na.
ACT.5.12	Orowa, Apostoro koro teke ani inne no okai shiroshi newa iyokunnurep anak ne utara tumugeta aki nisa ruwe ne; aige, nei utara obitta shineatki no Soromon koro shem otta okai nisa ruwe ne. 
ACT.5.13	Koroka, moshima okai utara anak nei utara tura no okai kuni niukesh: yakka, 
ACT.5.14	utara anak ne nei utara pasere; orowa, naa naa eishokoro ki utara, inne no okai ainu ne yakka shiwentep ne yakka Utarapa otta ako-okaire nisa ruwe ne; 
ACT.5.15	utara anak ne machiya ruhu otta tashum ki utara sei wa shotki kata hene atarape kata hene hotkere pakno ne, tambe anak Petros shirikush chiki koro kuruhi poka nei utara tumuge un utara kashke-kamu kuni ne akarape ne ruwe ne. 
ACT.5.16	Samata shui, Yerusarem okari an machiya orowa no ne yakka inne utara anak ne tashum ki utara newa ichakkere ramat ashikatkare utara newa sei wa araki: awa, pishno aiwangere nisa ruwe ne na.
ACT.5.17	Koroka, Kamui kora kenru iyotta esapane guru anak ne tura no okai utara obitta tura hopuni (nei 
ACT.5.18	utara anak ne Saddokai un utara ne), awa, ikoitupa aeshik koro, teke ani Apostoro utara kishima hine utara gusu an ipakashnu chisei ta ahupte nisa ruwe ne. 
ACT.5.19	Koroka, Utarapa uitekbe anchikara ta ipakashnu chisei koro apa maka wa nei utara soyumbare hine ene itak-hi:— 
ACT.5.20	Echi paye wa Kamui kora kenru ta roshki hine tan Inotu gusu an obitta no okai itak utara otta ye yan, ari itak. 
ACT.5.21	Orowa, nei utara tap ambe nu chiki, kunne-nisat pakita Kamui kora kenru ta ahup wa epakashnu nisa ruwe ne. Koroka, Kamui kora kenru iyotta pase esapane guru anak ne tura no okai utara tura ek, aige, ukoramkoro kuni utara newa Israeru un utara koro tono utara uwekarapare, awa, nei utara atak gusu ipakashnu chisei ta teshkara nisa ruwe ne. 
ACT.5.22	Koroka, auitek utara araki chiki, nei utara ipakashnu chisei ta isam shiri nukara; aige, hoshippa wa orushpe nure hene ene itak-hi:— 
ACT.5.23	Son no newa nei ipakashnu chisei aseshke wa an shiri chi nukara, samata, nei apa samta pungi utara okai an: koroka, apa maka ash chiki, nen ne yakka isam ruwe ne na, ari itak. 
ACT.5.24	Kamui kora kenru epungine tono newa nei kenru esapane iyotta pase utara tap orushpe nu chiki, hunak wa hetuku an orushpe ne ya? sekorʼokaibe gusu shi no utumotne nisa ruwe ne. 
ACT.5.25	Awa, shine ainu ek wa orota ene nure-hi:—Ingarʼan, ipakashnu chisei ta echi ahupte utara anak ne Kamui kora kenru ta roshki wa utara epakashnu shiri okai ruwe ne, sekoro itak. 
ACT.5.26	Tata otta Kamui kora kenru epungine pase nishpa anak ne tono utara tura arapa wa niwen shomoki no nei utara ani nisa; inambe gusu ne yakun, ikineipeka utara orowa no shuma ari apiyekara kuni aramu wa koishitoma wa okai ruwe ne gusu ne na. 
ACT.5.27	Orowa, atura wa okai yakun, nei ukoramkoro ki utara kotpokita roshkire nisa ruwe ne. Aige, Kamui kora kenru esapane iyotta pase guru anak ne nei utara otta uwepekennu wa ene itak-hi:— 
ACT.5.28	Tan reihei gusu iteki epakashnu kuni ne yupke no akashpaotte ash nisa: awa, ingarʼan, echi utara echi koro epakashi ani Yerusarem kotan shikte okere, aige, tan guru koro kem un kashi-omare kuni echi esanniyo koran ruwe ne, ari itak. 
ACT.5.29	Koroka, Petros newa Apostoro utara ese wa ene itak-hi:—Ainu utara orun koitaknu kuni ambe kasu no, Kamui orun koitaknu kunip chi ne ruwe ne. 
ACT.5.30	Chikoro ekashi koro Kamui anak ne chikuni otta echi eokte wa raige Yesu hetopo-shiknure nisa ruwe ne. 
ACT.5.31	Shinuma anak ne Sapane guru newa kashiobiukip ne kuni ne koro shimon tek sam un Kamui riknare nisa; nei ambe anak ne Israeru un utara ayaikokatpakte wa koro chikokatpak atusare kuni ne aki ruwe ne. Awa, chi 
ACT.5.32	utara anak ne tap orushpe gusu paweteshu ki utara chi ne, samata, otta koitaknu utara eun Kamui koropare Ashkanne Ramat ne yakka ene ani ne ruwe ne na, ari itak.
ACT.5.33	Koroka, nei utara anak ne tambe nu chiki, sambe aotte gusu, ronnu kuni yainu nisa ruwe ne. 
ACT.5.34	Koroka, nei ukoramkor-i ta Gamarieru ari an reihei koro shine Parisee un guru, tuitak epakashnu guru, obitta no okai utara orowa no aainukoro guru ash wa nei utara irukai gusu asoyumbare kuni kashpaotte nisa ruwe ne. 
ACT.5.35	Aige, otta ene itak-hi:—Israeru un echi utara, nei utara gusu nekon a echi ikichi kuni orushpe yaikota yaikota yaitubare yan. 
ACT.5.36	Inambe gusu ne yakun, tap etokota Teudas hopuni wa yaikota nenka ne sekoro ye; aige, ine ashikne hotne utara shinuma otta kotuk: awa, nei guru araige; orowa, shinuma koitaknu utara obitta shitchari wa isam ruwe ne. 
ACT.5.37	Tan guru okake, auwatori an toho ta, Gariraya un Youdas hopuni wa okai utara shiren: shinuma ne yakka aisamka; orowa, shinuma koitaknu utara obitta shitchari nisa ruwe ne. 
ACT.5.38	Orowa, tane echi otta ku ye, tan okai utara iteki ekottanu yan, moshima no okai yan: inambe gusu ne yakun, tan esanniyo hene, tan iki ikip hene ainu utara orowa no an ambe ne chiki, aisamka kusu ne: 
ACT.5.39	koroka, Kamui orowa no an ap ne yakun, echi utara anak ne nei utara isamka eaikap ruwe ne; ikineipeka echi utara Kamui epeka ukoiki kuni anukara kusu ne na, sekoro itak. 
ACT.5.40	Orowa, orota nei utara ramuoshma nisa: aige, Apostoro utara shihekote hotuyekara chiki, shirikik wa Yesu reihei gusu iteki ye kuni ikashpaotte, aine, honnere nisa ruwe ne. 
ACT.5.41	Tambe gusu nei utara anak ne nei ukoramkoro ushi wano paye, aige, nei Reihei gusu akoatcha kuni aesanniyo utara ne sekoro aramepakari gusu yaikopuntek nisa ruwe ne. 
ACT.5.42	Orowa no kesto Kamui kora kenru ta hene koro uni ta hene, yomne shomoki no Yesu anak ne Kiristo ne sekoro epakashnu hene ki eupaskuma hene ki nisa ruwe ne na.
ACT.6.1	Orowa, tan toho ta, koikara utara pishki-hi ainnere ita, koro shiyompiyara shiwentep kesto gusu an eungerai ambe kama ruwe ne gusu Herenes un utara tumta Hebrai un utara epeka no oromam hopuni nisa ruwe ne. 
ACT.6.2	Tata otta nei tun ikashima wa niu anak ne orota nei inne koikara utara shihekote hotuyekara wa ene itak-hi:—Chi okai utara anak ne Kamui itak ande wa set gusu yaishieiwangere-hi anak ne pirikap shomo ne ruwe ne. 
ACT.6.3	Tambe gusu, iriwak utara, echi tumugeta okai pirika assuru koro, Ramat newa wayashnu-hi ani aeshik arawa niu numge, aige, tap okaibe esapanere kuni gusu ashte ash kusu ne. 
ACT.6.4	Koroka, chi utara anak ne shine-ikinne ramma-kane inonno-itak hemhem ki, itak otta yaishieiwangere hemhem ki kusu ne na, ari itak. 
ACT.6.5	Awa, tan itak anak ne obitta no okai inne utara nupetnere; aige, nei utara eishokor-i newa Ashkanne Ramat ani aeshik Stepanos hemhem numge, shui, Piripos hemhem, Prokoros hemhem, Nikanor hemhem, Timon hemhem, Parmenas hemhem, Antiok kotan wano an koikara guru ne Nikoras hemhem numge nisa: 
ACT.6.6	tan okai utara Apostoro kotchaketa aroshkire: orowa, inonno-itak ki okere chiki, kashiketa koro teke ande nisa ruwe ne.
ACT.6.7	Orowa, Kamui itak shipiraspa; shui, koikara utara anak ne Yerusarem kotan ta shi no ainnere nisa; samata, Kamui kora kenru esapane utara tumuge un shiri inne utara nei eishokor-i koitaknu nisa ruwe ne.
ACT.6.8	Orowa Stepanos anak ne irenga newa kiroro ani aeshik no an wa, utara tumugeta poro aeiyokunnure ambe newa shirosh iki nisa ruwe ne. 
ACT.6.9	Koroka, Ribertin ari an ambe ari aye uwekari un utara hemhem, Kurene un utara hemhem, Areksandria un utara hemhem, Kirikia newa Asia un utara hemhem hopumba wa Stepanos tura upahunara nisa. 
ACT.6.10	Orowa, ani shinuma itak wayashnu ambe newa Ramat nei utara shisamchashnure eaikap ruwe ne. 
ACT.6.11	Tata otta nei okai utara anak ne moshima utara eiyonnupbare wa ene itakte-hi:—Tan guru anak ne Mose epeta ne yakka Kamui epeka ne yakka koatcha itak sange-hi chi nu nisa, ari itakte. 
ACT.6.12	Orowa, nei utara anak ne ouse utara newa ekashi utara newa kambi-nuye utara oyupupu wa orota araki hine shinuma kishima; aige, ukoramkoro utara orun tura, orowa, shunge paweteshu ki utara ashte wa ene itakte-hi:— 
ACT.6.13	Tan guru okere shomoki no tan ashkanne ushike epeka hemhem, tuitak epeka hemhem, itak sange ruwe ne: inambe gusu ne yakun, 
