GEN.1.1	Idi 
2CH.8.9	Ngem ni Salomon saanna a pinagbalin dagiti annac ti Israel a bagbag-en a maipaay iti trabajona; no di ket isuda dagiti lallakina ti gubat, ken pangpangoloen dagiti capcapitanna, ken agturturay cadagiti lugluganna, ken cadagiti lallakina nga agcabayo.
2CH.8.10	Ket dagitoy idi dagiti cangronaan nga agturturay nga adda idi ken ari Salomon, 
2CH.8.11	Ket ni Salomon insang-atna ti anac a babai ni Faraon a naggapu iti ili ni David agingga iti balay a binangonna a maipaay kencuana; ta kinunana, Ti asawac a babai saan coma nga agnaed iti balay ni David nga ari ti Israel, agsipud ta dagiti disdisso a nacadanonan ti lacasa ni Jehova nasantoanda.
2CH.8.12	Idin ni Salomon indatagna dagiti datdaton a mapuuran ken Jehova, iti altar ni Jehova 
2CH.8.13	A cas masapul met laeng ti rebbeng iti tunggal aldaw, 
2CH.8.14	Ket tinudinganna, a mayalubog iti impaannurot ni David nga amana, 
2CH.8.15	Ket saanda a simmina iti imbilin ti ari cadagiti papadi ken Levitas iti maipapan iti aniaman a panggep, wenno iti maipapan cadagiti gamgameng.
2CH.8.16	Ket, amin nga aramid ni Salomon naisagana agingga iti aldaw ti pannacaisaad ti balay ni Jehova, ken agingga iti pannacalpasna. 
2CH.8.17	Idin ni Salomon napan idiay Esion-geber, ken idiay 
2CH.8.18	Ket ni Huram imbaonna babaen ti panangidalan dagiti ad-adipenna dagiti sasacayan, ken ad-adipen a mannacaammo iti taaw; ket agraman cadagiti ad-adipen ni Salomon napanda sadi Ofir, ket nangalada sadiay iti balitoc nga 
2CH.9.1	Ket idi a ti 
2CH.9.2	Ket ni Salomon simmungbat kencuana amin a salsaludsudna; ket awan ti uray ania a nailimed ken Salomon a dina imbaga kencuana.
2CH.9.3	Ket idi a ti reina sadi Seba nakitana ti amin a kinasirib ni Salomon, ken ti balay a pinutarna,
2CH.9.4	Ken ti canen iti lamesaanna, ken ti panagtutugaw dagiti ad-adipenna, ken ti panangicaso dagiti ministrosna, ken dagiti cawesda, ken dagiti coperosna met, ken ti cawesda, ken ti uulianna isu a pagpagnaanna a mapan iti balay ni Jehova; awanen ti bileg kencuana.
2CH.9.5	Ket isu kinunana iti ari, Napudno a damag ti nangngegac iti dagac met laeng a maipapan cadagiti ar-aramidmo, ken iti kinasiribmo.
2CH.9.6	Nupay casta diac pinati dagiti sasao agpapan yaayco, ket dagiti matac nakitada; ket adtoy, ti cagudua ti cadackel ti kinasiribmo saan a naibaga caniac: labsam ti dayaw a nangngegac.
2CH.9.7	Nagasat dagiti lallakim, ken nagasat dagitoy ad-adipenmo, nga agtacder a cancanayon iti sangom, ken macangcangngeg iti kinasiribmo.
2CH.9.8	Bendito ni Jehova a Diosmo, a maparag-o kenca, a mangisaad kenca iti tronona, nga agari a maipaay ken Jehova a Diosmo: gapu ta ti Diosmo inayatna ti Israel a patibkeren ida iti agnanayon, gapuna nga inaramidnaca nga ari cadacuada, tapno agaramidca iti kinajusticia ken kinalinteg.
2CH.9.9	Ket isu intedna iti ari dagiti sangagasut ket duapulo a talento a balitoc, ken recrecado a nagwadwad, ken napateg a batbato: uray caanoman awanen ti dimteng a recrecado a casta a cas ti reina sadi Seba intedna ken ari Salomon.
2CH.9.10	Ket castamet dagiti ad-adipen ni Huram, ken dagiti ad-adipen ni Salomon a nangyeg iti balitoc a naggapu iti Ofir, 
2CH.9.11	Ket ti ari inaramidna cadagiti caycayo a sandalo dagiti natucadtucad iti balay ni Jehova, ken iti balay ti ari, ken ar-arpa ken salsalterio a maipaay cadagiti cumacanta: ket uray caanoman saan pay a nakita iti casta iti daga ti Juda.
2CH.9.12	Ket ni ari Salomon intedna ken reina sadi Seba ti amin a kinayatna, aniaman a kiniddawna, sabali laeng 
2CH.9.14	Sabali laeng ti insangpet dagiti agtagtagilaco ken agbaniaga: ket amin nga ari-ari ti Arabia ken dagiti gobgobernador ti daga inyegda ti balitoc ken pirac ken Salomon.
2CH.9.15	Ket ni ari Salomon nangaramid cadagiti dua gasut a sarapa a pinitpit a balitoc; innem a gasut 
2CH.9.16	Ken 
2CH.9.17	Casta met a ti ari nangaramid ti maysa a dackel a trono a marfil, ket kinalupcupanna iti pulpulos a 
2CH.9.18	Ket adda idi innem a tuctucad ti trono, agraman maysa a balitoc a pagbatayan ti saca, a naicapetda iti trono, ken im-ima iti agsinnumbangir a sikigan iti pagtugawan, ken dua a sinan-leon a nacatacder iti abay dagiti ima.
2CH.9.19	Ken sangapulo ket dua a sinan-leon a nacatacder idiay rabaw dagiti innem a tuctucad iti agsumbangir a sikigan: awan naaramid a capadana iti uray sadino a pagarian.
2CH.9.20	Ket amin dagiti al-alicamen a paginuman ni ari Salomon balitocda, ket amin dagiti al-alicamen ti balay a nabakir iti Libano pulpulosda a balitoc: ti pirac awan aniaman a pategna cadagiti al-aldaw ni Salomon.
2CH.9.21	Ta ti ari addaan cadagiti sasacayan a napan sadi Tarsis a cadua dagiti ad-adipen ni Huram; maminsan tunggal tallo a tawen dumteng dagiti sasacayan nga aggapu ti Tarsis, a nagisangsangpet cadagiti balitoc, ken pirac, marfil, bakes, ken pavoreal.
2CH.9.22	Iti casta ni ari Salomon atiwenna amin dagiti ar-ari iti daga iti kinabacnang ken kinasirib.
2CH.9.23	Ket amin dagiti ar-ari ti daga agagawaanda a makita ti saclang ni Salomon, tapno mangngegda ti kinasiribna, isu nga incabil ti Dios iti pusona.
2CH.9.24	Ket isuda nangyegda tunggal maysa iti buisna, al-alicamen a pirac, ken al-alicamen a balitoc, ken cawes, ken igam ken recrecado, cabcabayo, ken mulmulo, tunggal naikeddeng iti tinawentawen.
2CH.9.28	Ket nangyegda ken Salomon cadagiti cabcabayo a naggapu sadi Egipto, ken naggapu cadagiti amin a dagdaga.
2CH.9.29	Ket ti matda cadagiti 
2CH.9.30	Ket ni Salomon nagari idiay Jerusalem iti amin nga Israel bayat iti uppat a pulo a tawen.
2CH.9.31	Ket ni Salomon nakiturog cadagiti ammana ket naitabon iti ili ni David nga amana; ket ni Roboam nga anacna a lalaki nagari iti saadna.
2CH.10.1	Ket ni Roboam 
2CH.10.2	Ket naaramid, idi a ni Jeroboam nga anac ni Nabat nadamagna (ta isu adda pay la sadi Egipto, 
2CH.10.3	Ket isuda nagbaonda ken isu ti inayabanda; ket ni Jeroboam ken ti amin a gimong ti Israel napanda, ket nagsaoda ken Roboam, a kinunada,
2CH.10.4	Ni amam inaramidna ti sangolmi a nadagsen: ita ngarud aramidem a nalaglagan ti nadagsen a panagservi ken amam, ken ti nabantut a sangol isu nga insangolna cadacami, ket dacami agservicamto kenca.
2CH.10.5	Ket isu kinunana cadacuada, Umaycayo manen caniac calpasan dagiti tallo nga aldaw. Ket dagiti umili pimmanawda.
2CH.10.6	Ket ni ari Roboam nakiuman cadagiti lallacay a nagtacder iti sango ni Salomon nga amana idi a sabibiag pay laeng, a kinunana, Ania a patigmaan ti itedyo caniac tapno maited a sungbat iti daytoy nga umili?
2CH.10.7	Ket isuda nagsaoda kencuana, a kinunada, No sica naimbagca iti daytoy nga umili, ket ay-aywem ida, ket agsaoca cadagiti naimbag a sasao cadacuada, iti casta isudanto ti adipenmo nga agnanayon.
2CH.10.8	Ngem isu binay-anna ti patigmaan dagiti lallacay isu nga intedda kencuana, ket nakiuman cadagiti agtutubo a lallaki isuda a dimmackel a caduana, isuda a nagtacder iti sangona.
2CH.10.9	Ket isu kinunana cadacuada, Ania a patigmaan ti itedyo, tapno isublitayo ti sungbat iti daytoy nga umili, isu a nagsao caniac a kinunana, Aramidem a nalaglagan ti sangol isu a ni amam insangolna cadacami?
2CH.10.10	Ket dagiti agtutubo a lallaki isuda a dimmackel a caduana nagsaoda kencuana, a kinunada, Castoy ti cunaem itoy nga umili a nagsao kenca, a kinunana, Ni amam inaramidna ti sangolmi a nabantut, ngem isu ti aramidem a nalaglagan a maipaay cadacami; castoy ti masaomto cadacuada, Ti kikitco napuspuscol ngem dagiti lomo ni amac.
2CH.10.11	Ket nupay ni amac pinarabawannacayo iti maysa a nadagsen a sangol, siac nayonacto ti sangolyo; ni amac sinaplitnacayo cadagiti pagbaot, ngem 
2CH.10.12	Iti casta ni Jeroboam ken ti amin nga umili napanda ken Roboam iti maicatlo nga aldaw, a cas imbilin ti ari a kinunana, Umaycayo caniac manen iti maicatlo nga aldaw.
2CH.10.13	Ket ti ari simmungbat cadacuada iti nagubsang unay; ket ni ari Roboam binay-anna ti patigmaan dagiti lallacay,
2CH.10.14	Ket sinaona cadacuada ti cas ti patigmaan dagiti agtutubo a lallaki, a kinunana, Ni amac inaramidna ti sangolyo a nadagsen, ngem siac nayonacto ti sangolyo: ni amac sinaplitnacayo cadagiti pagbaot, ngem siac 
2CH.10.15	Iti casta ti ari dina impangag ti umili, ta isu ti maysa a banag a gapu iti Dios, tapno ni Jehova mapasingkedanna ti saona, 
2CH.10.16	Ket idi naimatangan ti amin nga Israel a ti ari dina impangag ida, ti umili simmungbat iti ari, a kinunana, Ania ti bagimi ken David? awan met ti tawidmi iti anac ni Jesse: tunggal lalaki cadagiti toldayo, O Israel: ita kitaem ti bucodmo a balay, David. Iti casta ti Israel napan cadagiti toldada.
2CH.10.17	Ngem iti maipaay cadagiti annac ti Israel nga agnaed cadagiti il-ili ti Juda, ni Roboam nagari cadacuada.
2CH.10.18	Idi a casta ni ari Roboam imbaonna ni 
2CH.10.19	Iti casta ti Israel immalsa a maibusor iti balay ni David inggana itoy nga aldaw.
2CH.11.1	Ket idi a ni Roboam nacapan sadi Jerusalem, isu tiniponna ti amin a balay ni Juda, ken ti balay ni Benjamin, a sangagasut walopulo a ribu a napili a lallaki, nga isuda dagiti gumugubat, tapno gubatenda ti balay ti Israel, tapno maisublida ti pagarian manen ken Roboam.
2CH.11.2	Ngem ti sao ni Jehova immay ken Semeias a lalaki ti Dios, a kinunana,
2CH.11.3	Saoem ken Roboam nga anac ni Salomon, nga ari ti Juda, ken iti 
2CH.11.4	Castoy ti cuna ni Jehova, Dicayto sumang-at ken dicayo met gubaten dagiti cacabsatyo: agsubli ti tunggal lalaki iti balayna; ta daytoy a banag gapu caniac. Iti casta isuda impangagda dagiti sasao ni Jehova, ket nagsublida manipud iti ipapanda a maibusor ken Jeroboam.
2CH.11.5	Ket ni Roboam nagnaed idiay Jerusalem, ket binangonna dagiti il-ili a pagsalacniban idiay Juda.
2CH.11.6	Binangonna ti Bet-lehem, Etam, ken Tecoa,
2CH.11.7	Ken Bet-sur, Soco, ken Adullam,
2CH.11.8	Ken Gat, Maresa, ken Zif,
2CH.11.9	Ken Adoraim, ken Lakis, ken Acek,
2CH.11.10	Ken Sora, Ajalon, ken Hebron, nga adda idiay Juda ken idiay Benjamin, il-ilida a nasarikedkedan.
2CH.11.11	Ket pinalagdana dagiti sarikedked, ket incabilna dagiti capitan cadacuada, ken balbalonda a canen, ken lana, ken arac.
2CH.11.12	Ket iti tumunggal ili 
2CH.11.13	Ket dagiti papadi ken Levitas nga adda idi iti amin nga Israel immamangda kencuana a naggapu iti amin a beddengda.
2CH.11.14	Ta dagiti Levitas pinanawanda dagiti 
2CH.11.18	Ket ni Roboam inasawana ni Mahalat nga anac a babai ni Jerimot nga anac a lalaki ni David, 
2CH.11.19	Ket 
2CH.11.20	Ket calpasanna innalana ni 
2CH.11.21	Ket ni Roboam inayatna ni Maaca a nangnangrona ngem amin nga assawana ken camcamalalana (ta innalana ti sangapulo ket walo nga assawa ken innem a pulo a camalala, ket pinutotna ti duapulo ket walo nga annac a lallaki ken innem a pulo nga annac a babbai.)
2CH.11.22	Ket ni Roboam tinudinganna ni 
2CH.11.23	Ket nagaramid a sisisirib, ket inwarasna dagiti amin nga anacna a lallaki cadagiti amin a daga ti Juda ken Benjamin, cadagiti tunggal ili a nasarikedkedan: ket intedna cadacuada dagiti tartaraon a nawadwad. Ket insapulanna 
2CH.12.1	Ket naaramid idi a ti pagarian ni Roboam napatibkeren, ket isu nabileg idi, a 
2CH.12.3	A caduana ti sangaribu ket dua gasut a luglugan, ken innem a pulo a ribu a lallaki nga agcabayo. Ket saan a mabilang dagiti ta-tao nga immay a caduana a naggapu iti Egipto: dagiti 
2CH.12.4	Ket innalana dagiti 
2CH.12.6	Idin dagiti pangpangoloen ti Israel ken ti ari nagpacumbabada: ket kinunada, Ni Jehova isu ti nalinteg.
2CH.12.7	Ket idi ni Jehova nakitana nga isuda nagpacumbabada, ti sao ni Jehova immay ken Semeias, a kinunana, Nagpacumbabada, saanconton ida a dadaelen; no di ket itedconto cadacuada ti bassit a pannacaispal, ket ti pungtotco saanto a maibuyat iti Jerusalem gapu iti ima ni Sisac.
2CH.12.8	Nupay casta isudanto dagiti ad-adipenna, tapno maammoanda coma ti 
2CH.12.10	Ket ni ari Roboam inaramidna a sunoda dagiti calcalasag a gambang, ket incumitna ida cadagiti im-ima dagiti capcapitan ti guardia, a nangaywan iti ruangan ti balay ti ari.
2CH.12.11	Ket castoy, idi, a tunggal daras a ti ari simrec iti balay ni Jehova, ti guardia immay ket nangicuyog cadacuada, ket insublida ida iti siled ti guardia.
2CH.12.12	Ket idi isu nagpacumbaba, ti pungtot ni Jehova naisiasi kencuana, tapno saanna a dadaelen nga ikisap: ken maysa pay sadi Juda 
2CH.12.13	Iti casta ni ari Roboam pinapigsana ti bagina sadi Jerusalem, ket nagari: ta ni Roboam agtawen idi iti uppat a pulo ket maysa idi nangrugi a nagari, ket nagari bayat iti sangapulo ket pito a tawen sadi Jerusalem, ti ili a 
2CH.12.14	Ket inaramidna daydi a dakes, agsipud ta saanna nga impapuso ti nagsapul ken Jehova.
2CH.12.16	Ket ni Roboam nakiturog cadagiti ammana, ket naitabon iti ili ni David: 
2CH.13.1	Iti maicasangapulo ket walo a tawen ni ari Jeroboam, nangrugi ni Abias a nagari iti Juda.
2CH.13.2	Tallo a tawen ti panagarina sadi Jerusalem: ket ti nagan ni inana 
2CH.13.3	Ket ni Abias kimmuyog iti gubat iti maysa a buyot dagiti natured a lallaki ti gubat, uppat a gasut a ribu met laeng dagiti napili a lallaki, ket ni Jeroboam inornosna ti gubat a maibusor kencuana iti walo gasut a ribu dagiti napili a lallaki a lallakida idi a mannacabalin ken mamaingel.
2CH.13.4	Ket ni Abias nagtacder idiay bantay 
2CH.13.5	Saanyo aya nga ammo a ni Jehova 
2CH.13.6	Nupay casta ni Jeroboam nga anac a lalaki ni Nabat nga adipen ni Salomon nga anac a lalaki ni David timmacder, ket immalsa a maibusor ken apona.
2CH.13.7	Ket adda idi a naurnong kencuana dagiti awan cais-iscanna a lallaki, dakes a tattao, a pinapigsada dagiti bagbagida met laeng a maibusor ken Roboam nga anac a lalaki ni Salomon, idi ni Roboam 
2CH.13.8	Ket ita panunutenyo a sumcad ti 
2CH.13.10	Ngem no maipapan cadacami, ni Jehova ti Diosmi, ket isu saanmi a binaybay-an; ket 
2CH.13.12	Ket, adtoy, ti Dios adda cadacami iti pangolomi, ken dagiti papadina a 
2CH.13.13	Ngem ni Jeroboam imbaonna dagiti agsaneb a mapan iti licudanda: iti casta addada idi iti sango ti Juda, ket dagiti agsaneb addada iti licudda.
2CH.13.14	Ket idi a ti Juda timmallaw, adtoy, ti gubat adda iti sangoda ken iti licudanda; ket immawagda ken Jehova, ken dagiti papadi nagpagunida cadagiti tortororot.
2CH.13.15	Idin dagiti lallaki ti Juda nagriawda: ket idi dagiti lallaki ti Juda nagriawda naaramid a ni Jehova 
2CH.13.16	Ket dagiti annac ti Israel intarayanda iti sango ti Juda; ket ti Dios inyawatna ida iti imada.
2CH.13.17	Ket ni Abias ken dagiti tattaona pinatayda ida iti dackel a pannacapapatay: iti casta napasagda a napapatay iti Israel dagiti lima gasut a ribu cadagiti napili a lallaki.
2CH.13.18	Iti casta dagiti annac ti Israel napacumbabada iti daydi a tiempo, ket dagiti annac ni Juda nangabacda, 
2CH.13.19	Ket ni Abias kinamatna ni Jeroboam, ket innalana dagiti il-ili kencuana, ti 
2CH.13.20	Ket ni Jeroboam saanna a napasubli ti kinabilegna cadagiti al-aldaw ni Abias: 
2CH.13.21	Ngem ni Abias nagbalin a mannacabalin, ket nangasawa ti sangapulo ket uppat nga assawa a babbai, ket pinutotna ti duapulo ket dua nga annac a lallaki, ken sangapulo ket innem nga annac a babbai.
2CH.13.22	Ket ti matda cadagiti ar-aramid ni Abias, ken dagiti cababalinna, ken dagiti insasaona, naisuratda iti panglawlawag ni mammadto nga 
2CH.14.1	Iti casta ni Abias nakiturog cadagiti ammana, ket isu intabonda iti ili ni David; ket ni 
2CH.14.2	Ket ni Asa inaramidna daydi a naimbag ken nalinteg cadagiti mata ni Jehova a Diosna:
2CH.14.3	Ta iniccatna dagiti al-altar a gangannaet, ken dagiti nangato a disso, ket 
2CH.14.4	Ket imbilinna iti Juda ti panagsapulda ken Jehova, a Dios dagiti ammada, ken ti panagsungpot iti linteg ken iti bilin.
2CH.14.5	Casta met nga iniccatna cadagiti amin a il-ili ti Juda dagiti nangato a disso ken dagiti ladawan ti init: ket ti pagarian natalna iti saclangna.
2CH.14.6	Ket binangonna dagiti il-ili a 
2CH.14.7	Ta kinunana iti Juda, Bangonentayo coma dagitoy nga il-ili, ket aramidentayo iti aglicmut cadacuada dagiti bacud, ken tortorre, ruruangan, ken balbalunet; ti daga adda pay laeng iti sangotayo, agsipud ta sinapultayo ni Jehova a Diostayo; isu nasapulantayo, ket isu intedna cadatayo ti talna iti amin a sikigan. Iti casta nagbangonda ken rimmang-ayda.
2CH.14.8	Ket ni Asa addaan idi iti maysa a buyot a nangawit cadagiti sarapa ken gayang, nagtaud iti Juda 
2CH.14.9	Ket rimmuar a maibusor cadacuada ni Zera nga Etiope a caduana ti maysa a buyot a sangaribu a ribu ken tallo gasut a luglugan, ket dimteng agingga iti 
2CH.14.10	Idin rimmuar ni Asa a sumabet kencuana, ket inornosda ti gubat idiay lobong ti 
2CH.14.11	Ket ni Asa immawag ken Jehova a Diosna, ket kinunana, Jehova, 
2CH.14.12	Iti casta ni Jehova kinabilna dagiti Etiopes iti sango ni Asa, ken iti sango ti Juda; ket dagiti Etiopes nagtarayda.
2CH.14.13	Ket ni Asa ken dagiti tattao a naicuyog kencuana kinamatda ida agingga iti 
2CH.14.14	Ket kinabilda dagiti amin nga il-ili iti aglicmut iti Gerar; 
2CH.14.15	Kinabilda met dagiti sapsapaw dagiti vacvaca, ket innalada dagiti carcanero a naruay, ken camcamello, ket sada nagsubli idiay Jerusalem.
2CH.15.1	Ket 
2CH.15.2	Ket rimmuar a simmabet ken Asa, ket kinunana kencuana, Denggendac, Asa ken amin a Juda ken Benjamin: Ni Jehova adda cadacayo, bayat ti caaddayo kencuana; 
2CH.15.3	Nabayag a tiempo itan, nga awan iti Israel ti napaypayso a Dios, 
2CH.15.4	Ngem idi iti pannacaparigatda isuda nagsublida ken Jehova a Dios ti Israel, ket nagsapulda kencuana, isu nasaracanda.
2CH.15.5	Ket cadagidi a tiempo awan ti talna iti daydi a rimmuar, wenno iti daydi a simrec; no di ket dackel a pannacariribuc cadagiti amin nga agnaed cadagiti dagdaga.
2CH.15.6	Ket nawarada a nasayyasayya, ti nacion, ket ti ili a maibusor iti; ta ti Dios riniribucan ida iti amin a pacarigtan.
2CH.15.7	Ngem bumilegcayo, ket dicayo ipalubos a cumapuy dagiti im-imayo; ta ti aramidyo magungunaanto.
2CH.15.8	Ket idi nangngeg ni Asa dagitoy a sasao ken padto ni Obed a mammadto timmured, 
2CH.15.9	Ket inurnongna ti amin a Juda ken Benjamin, ken dagidiay a 
2CH.15.10	Iti casta nagurnongda a nagtitipon idiay Jerusalem iti maicatlo a bulan, iti maicasangapulo ket lima a tawen ti panagari ni Asa.
2CH.15.11	Ket nagidatonda ken Jehova iti daydi nga aldaw 
2CH.15.13	Ket nagtutulagda a ti siasinoman a di agsapul ken Jehova, a Dios ti Israel, 
2CH.15.14	Ket nagsapatada ken Jehova iti natbag a timec, ken iti panagriaw, ken agraman cadagiti 
2CH.15.15	Ket ti amin a Juda nagrag-o iti maipapan iti sapata; ta nagsapatada idi iti amin a pusoda; ket nagsapulda kencuana iti amin a tarigagayda; ket isu nasaracanda: ket ni Jehova intedna cadacuada ti talna ti aglicmut.
2CH.15.17	Ngem dagiti 
2CH.15.18	Ket isu inserrecna iti balay ni Jehova dagiti banbanag nga impaay ni amana, ken dagiti banbanag nga isu met laeng impaayna, pirac ken balitoc, ken al-alicamen.
2CH.15.19	Ket awanen idi ti gubat inggana iti maicatlopulo ket lima a tawen ti panagari ni Asa.
2CH.16.1	Iti maicatlopulo ken innem a tawen ti panagari ni Asa, ni 
2CH.16.2	Idi a casta ni Asa innalana ti pirac ken balitoc a naggapu cadagiti gamgameng ti balay ni Jehova, ken iti balay ti ari, ket impaw-itna ken Ben-adad nga ari ti Siria, nga agnaed sadi Damasco, a kinunana,
2CH.16.3	Adda maysa a panagcappia caniac ken sica, cas 
2CH.16.4	Ket ni Ben-adad impangagna ni ari Asa, ket imbaonna dagiti capcapitan dagiti buyotna a bumusor cadagiti il-ili ti Israel, ket kinabilna ti 
2CH.16.5	Ket naaramid, idi a ni Baasa nangngeganna, binay-anna a bangonen ti Rama, ket impalubosna ti panagsardeng ti aramidna.
2CH.16.6	Idi a casta ni ari Asa incuyogna ti amin Juda; ket isuda binunagda dagiti batbato ti Rama, ken ti taricayona, a pinangbangon ni Baasa; ket binangonna cadagitoy ti Gibaa ken ti Mizpa.
