MAT.1.1	Libru yaꞌa kakuneꞌe xixitna Jesucristu. Xixitna‑ia n‑kuu David. Xixitna David n‑kuu Abraham. 
1CO.2.1	Ñani‑da kuꞌa‑da, na n‑xee‑da ñuu‑n xa juña tnuꞌu‑da tnuꞌu vaꞌa Ianyuux, ña n‑jaꞌan‑da tnuꞌu ndichi, ña n‑jaꞌan‑da xa ka xani ini ñayiu ñuñayiu. 
1CO.2.2	N‑kachitnuꞌu‑da Jesucristu. N‑kachitnuꞌu‑da xa n‑xitakaa Jesucristu nuu curuxi, xaxeꞌe mee‑ro. Ña n‑juini‑da xa kachitnuꞌu‑da ni ɨnka xa io. 
1CO.2.3	Kɨu ijan ña ndaku‑da. N‑yuꞌu‑da te nɨꞌɨ‑da. 
1CO.2.4	Ña n‑kachitnuꞌu‑da xa ka xani ini ñayiu ñuñayiu. Ña n‑juini‑da xa kueka ñaꞌa vaꞌa koio‑n xaxeꞌe tnuꞌu mee‑da. Ko n‑jaꞌan‑da tnuꞌu n‑taxi Espíritu Ianyuux. Xiꞌin xa taxnuni Ianyuux, n‑kachitnuꞌu‑da tnuꞌu mee‑ia nuu mee‑n. 
1CO.2.5	Chi ña n‑juini‑da xa jandixa koio‑n meni tnuꞌu mee‑da. N‑juini‑da xa dandeꞌa ñaꞌa Ianyuux xa taxnuni mee‑ia nuu‑n, te xijan jandixa koio‑n Jesucristu.
1CO.2.6	Ka xian tnuꞌu‑da tnuꞌu Ianyuux nuu ñayiu ka kuaꞌa xa kutnuni ini‑i tnuꞌu‑ia. Ñatu ka jaꞌan‑da xa ka xani ini ñayiu ñuñayiu, ñatu ka jaꞌan‑da xa ka xani ini se kunxaꞌnu ka ñuñayiu. Chi vax ndɨꞌɨ xa ka xani ini ñayiu ñuñayiu, te vax ndɨꞌɨ se kunxaꞌnu ka ñuñayiu. 
1CO.2.7	Tnuꞌu Ianyuux nuncas ma jɨn ndɨꞌɨ, tnuꞌu mee‑ia kuu xa ka xian tnuꞌu‑da nuu ñayiu. Ná kuu ɨɨn xa yɨvaꞌa kuu xa xani ini Ianyuux, ná kuu ɨɨn xa naꞌi kuu. Antecas xa kuaꞌa ntdaa xa io, xá daa, xá n‑xani ini Ianyuux xa kada‑ia xaxeꞌe mee‑ro. N‑kida‑ia xa katakaa koio‑s Cristu nuu curuxi, xa kutuu vaꞌa mee‑ro xiꞌin mee‑ia. 
1CO.2.8	Xaꞌa kuu xa ñayo se kunxaꞌnu ka ñuñayiu n‑ka kutnuni ini. Chi nux n‑ka kutnuni ini‑s n‑kuu, te ma katakaa koio‑s Xtoꞌo‑ro Jesús. Ia kunxaꞌnu ka nuu ntdaa xa io kuu Xtoꞌo‑ro Jesucristu. 
1CO.2.9	Ná jaꞌan tnuꞌu Ianyuux duꞌa kuu:
1CO.2.9	Kueꞌe io xa n‑kida tuꞌa Ianyuux xa tnɨɨ koio ñayiu ka xemani‑ia.
1CO.2.9	Ta jini ka nduchi nuu‑ro ntdaa xa n‑kida tuꞌa‑ia xaxeꞌe‑ro.
1CO.2.9	Ta teku ka doꞌo‑ro, ni ta kani ini ka anu‑ro nax koo.
1CO.2.10	N‑kida Ianyuux xa n‑dandeꞌa ñaꞌa Espíritu Ianyuux mee‑ro ntdaa xa n‑kida tuꞌa Ianyuux xaxeꞌe‑ro. Chi kutnuni ini Espíritu Ianyuux ntdaa xa io. Nde xa naꞌi Ianyuux kutnuni ini Espíritu Ianyuux.
1CO.2.11	Xa xani ini ɨɨn seyɨɨ, ña kuaꞌa xa kutnuni ini vaꞌa ɨnka seyɨɨ. Meni anu mee‑s kutnuni ini vaꞌa xa xani ini‑s. Xa xani ini Ianyuux du. Xa xani ini Ianyuux, ña kuaꞌa kutnuni ini mee‑ro. Diko ni Espíritu Ianyuux kutnuni ini xa xani ini Ianyuux. 
1CO.2.12	Mee‑ro, ña n‑ka tnɨɨ‑ro xa ka xani ini ñayiu ñuñayiu. Xá n‑ka xeka vaꞌa‑ro Espíritu Ianyuux, te duꞌa kuaꞌa‑ro xa kutnuni ini‑ro ntdaa xa n‑tax nga Ianyuux. 
1CO.2.13	Tnuꞌu n‑taxi Ianyuux, ka xian tnuꞌu‑da nuu ñayiu. Ña ka jaꞌan‑da tnuꞌu n‑ka dakuaꞌa ñaꞌa ñayiu. Ka jaꞌan‑da tnuꞌu n‑dakuaꞌa ñaꞌa Espíritu Ianyuux. Nuu ñayiu xa n‑ka xeka vaꞌa Espíritu Ianyuux, ka jaꞌan‑da tnuꞌu Espíritu Ianyuux.
1CO.2.14	Ko ɨɨn seyɨɨ, nux ma juejoon‑s xa kadatniu Espíritu Ianyuux anu‑s, ma kuaꞌa‑s xa kueka vaꞌa‑s tnuꞌu Espíritu Ianyuux. Chi nuu mee‑s, tnuꞌu Espíritu Ii kuu ná kuu tnuꞌu lilu. Ña kuaꞌa‑s xa kutnuni ini‑s, chi ñatu kidatniu Espíritu Ii anu‑s. 
1CO.2.15	Ko ɨɨn seyɨɨ, nux juejoon‑s xa kadatniu Espíritu Ianyuux anu‑s, te kutnuni ini‑s. Kutnuni ini mee‑s ntdaa. Te ñayiu ñuñayiu, ma kutnuni ini koio‑i nanda kuu xa kutnuni ini‑s. 
1CO.2.16	Chi ná jaꞌan tnuꞌu Ianyuux yodotnuni xá n‑kuu kueꞌe kuia, duꞌa kuu: “Ni ɨɨn ñayiu ma kutnuni ini nax xani ini Ianyuux, xa kuaꞌa‑i xa dakuaꞌa‑i‑ia.” Ko mee‑ro, ka kunduu‑ro xiꞌin Cristu, te dakuaꞌa ñaꞌa Espíritu Ianyuux ntdaa xa xani ini Cristu.
1CO.3.1	Ñani‑da kuꞌa‑da, na n‑xo tuu‑da xiꞌin‑n, ña n‑kuu xa jaꞌan‑da nuu mee‑n ná jaꞌan‑da nuu ñayiu ka xejoon xa kadatniu Espíritu Ianyuux anu‑i. Kɨu ijan, ta juejoon ka koio‑n xa kadatniu Espíritu Ianyuux anu‑n. Nani ka kuu sekuechi yɨjɨn, dani n‑ka kuu mee‑n, chi ña n‑ka kuaꞌa‑n xa kutnuni ini‑n nax xani ini Cristu. 
1CO.3.2	Xa n‑dakuaꞌa ñaꞌa‑da, kuu ná kuu xa n‑taxi‑da dɨku koꞌo koio‑n. Ná kuu kuñu kaxi‑ro kuu xa xani ini Cristu. Ko ña n‑taxi‑da kuñu jan, chi ña n‑ka kuaꞌa‑n xa kaxi‑n kuñu. Te nde vitna, dani ña ka kuaꞌa‑n. 
1CO.3.3	Chi dani ña n‑ka xejoon‑n xa kadatniu Espíritu Ianyuux anu‑n. Xini‑da xa duꞌa kuu, chi ka kukuedi ini nuu tnaꞌa‑n, te ka jantnaꞌa tnuꞌu‑n. Xtuu mee‑n ná xtuu ñayiu ñuñayiu, ñayiu ña ka kunduu xiꞌin Cristu. Ta juejoon ka‑n xa kadatniu Espíritu Ianyuux anu‑n. 
1CO.3.4	Chi jaꞌan ɨɨn‑n: “Kunduu mee‑r xiꞌin Spalu”, te ɨnka‑n jaꞌan: “Kunduu mee‑r xiꞌin Apolos.” Ka kuu mee‑n ná ka kuu ñayiu ñuñayiu, chi ña ka xejoon‑n xa kadatniu Espíritu Ianyuux anu‑n.
1CO.3.5	¿Jundu kuu Apolos? ¿Jundu kuu mee‑da? Diko ni se xinokuechi nuu Ianyuux ka kuu‑da, nduu‑da xiꞌin‑s. N‑taꞌu tniu ñaꞌa Xtoꞌo‑ro Jesucristu xa kachitnuꞌu koio‑da tnuꞌu vaꞌa Ianyuux, te na n‑ka teku‑n xa n‑ka jaꞌan‑da, n‑ka jandixa‑n tnuꞌu‑ia. 
1CO.3.6	Ná kuu se dandeé yutnu tata kuu mee‑da, te ná kuu se xodo ndute yutnu tata kuu Apolos. Ko Ianyuux kida xa vax kueꞌnu koio‑n. 
1CO.3.7	Se dandeé yutnu tata, ña yaꞌu‑s ni ɨɨn, te se xodo ndute yutnu tata, ña yaꞌu‑s ni ɨɨn. Diko ni Ianyuux, chi kida mee‑ia xa kueꞌnu vaꞌa‑n. 
1CO.3.8	Ɨɨn nuu ka kuu se dandeé yutnu tata, xiꞌin se xodo ndute yutnu tata, te nani kidatniu ɨɨn ɨɨn‑s, dani chiyaꞌu Ianyuux ɨɨn ɨɨn‑s. 
1CO.3.9	Se ka kidatniu xiꞌin Ianyuux ka kuu‑da. Te mee‑n, ka kuu‑n ná kuu nuu ñuꞌu kidatniu‑ia.
1CO.3.9	Ná kuu veꞌe kidavaꞌa Ianyuux ka kuu‑n. 
1CO.3.10	Ná kuu albañɨɨ tuꞌa vaꞌa kuu mee‑da. Xiꞌin xamani n‑taxi Ianyuux, n‑kidavaꞌa‑da cimientu veꞌe, hora n‑kachitnuꞌu‑da tnuꞌu vaꞌa Jesucristu. Te vitna, ka dakuaꞌa ñaꞌa ɨnka seyɨɨ mee‑n. Ná kuu se kidavaꞌa xeveꞌe nuu cimientu veꞌe, ka kuu‑s. Xijan kuu xa na koo koio‑s ɨɨn ɨɨn‑s cuedado, xa kadavaꞌa vaꞌa‑s xeveꞌe nuu cimientu n‑kidavaꞌa mee‑da. 
1CO.3.11	Idini cimientu veꞌe io, te cimientu jan kuu Jesucristu. Maxku koo xa kadavaꞌa ɨnka ñayiu ɨnka cimientu veꞌe jan. 
1CO.3.12	Nux dakuaꞌa vaꞌa ñaꞌa ɨɨn seyɨɨ mee‑n, kuu ná kuu xa kidavaꞌa‑s xeveꞌe oro, xeveꞌe plata, xeveꞌe yuú yo yaꞌu. Nux ma dakuaꞌa vaꞌa ñaꞌa‑s, te kuu ná kuu xa kidavaꞌa‑s xeveꞌe yutnu, xeveꞌe ndayoꞌo, xeveꞌe tnuñama. 
1CO.3.13	Te jini Ianyuux nanda n‑ka kidavaꞌa‑s, ɨɨn ɨɨn‑s. Na ndadandaa‑ia ntdaa xa io, daa kototnuni‑ia xa n‑ka kidavaꞌa‑s, ɨɨn ɨɨn‑s. Xiꞌin ñuꞌu koko, kototnuni‑ia tniu n‑ka kida‑s. 
1CO.3.14	Ɨɨn seyɨɨ, nux n‑kidavaꞌa vaꞌa‑s veꞌe, te tnɨɨ‑s premiu‑s. 
1CO.3.15	Ko nux kayu veꞌe n‑kidavaꞌa‑s, dakuita‑s ntdaa xa n‑kidatniu‑s, ko mee‑s dakaku ñaꞌa Ianyuux. Ko ku kuu‑s ná kuu ɨɨn seyɨɨ n‑yaꞌa meꞌñu ñuꞌu koko.
1CO.3.16	¿Ña kutnuni ini koio‑n xa ka kuu mee‑n veñuꞌu Ianyuux a? Xaxeꞌe xa tuu Espíritu Ianyuux anu mee‑n, te ka kuu‑n veñuꞌu Ianyuux. 
1CO.3.17	Nux na kanu ɨɨn seyɨɨ veñuꞌu Ianyuux, te danaa Ianyuux mee‑s. Chi ii veñuꞌu Ianyuux, te mee‑n ka kuu veñuꞌu jan.
1CO.3.18	Maxku dandaꞌu koio‑n mee‑n, ni ɨɨn‑n. Ɨɨn seyɨɨ, nux xani ini‑s xa vaꞌa kutnuni ini‑s xa ka xani ini ñayiu ñuñayiu, io xa juejoon‑s xa ku kuu‑s ná kuu ɨɨn se lilu, io xa dandoo‑s xa ka xani ini ñayiu ñuñayiu, xa kunduu‑s xiꞌin Ianyuux. Ijan dada, ku kuu‑s ɨɨn se kutnuni ini vaꞌa. 
1CO.3.19	Chi xa ka xani ini ñayiu ñuñayiu kuu ɨɨn xa lilu nuu Ianyuux. Jaꞌan tnuꞌu Ianyuux: “Kida Ianyuux xa xa xani ini ɨɨn seyɨɨ kuu ná kuu ɨɨn trampa tnɨɨ ñaꞌa.” 
1CO.3.20	Ɨnka vuelta jaꞌan tnuꞌu Ianyuux: “Naꞌa Ianyuux nax xani ini se tuꞌa vaꞌa, naꞌa‑ia nax ka xani ini ñayiu ñuñayiu. Naꞌa‑ia xa ɨɨn xa ñatu xiniñuꞌu kuu xa ka xani ini‑i.” 
1CO.3.21	Xijan kuu xa maxku najuen tnuꞌu‑n mee‑n, xa kunduu‑n xiꞌin ɨɨn seyɨɨ, a ɨnka seyɨɨ. Chi ntdaa xa io kuu xaxii mee‑n. 
1CO.3.22	Mee‑da, xiꞌin Apolos, xiꞌin Spedru, ndruni‑da, kuu kuenda mee‑n. Ntdaa xa io ñuñayiu kuu kuenda mee‑n. Xa xtuu‑n, a xa kuú koio‑n. Ntdaa xa io vitna, xiꞌin ntdaa xa koo. Ntdaa xa io kuu xaxii mee‑n. 
1CO.3.23	Chi mee‑n, ka kuu‑n kuenda Cristu, te Cristu kuu kuenda Ianyuux.
1CO.4.1	Xijan kuu xa io xa kutnuni ini koio‑n nax ka kuu mee‑da. Ka kuu‑da se xinokuechi nuu Jesucristu. Ka kuu‑da se dakuaꞌa ñaꞌa mee‑n xa xani ini Ianyuux. 
1CO.4.2	Io xa daxinokava‑da tniu n‑taxi Ianyuux. Io xa dandeꞌa‑da Ianyuux xa kuaꞌa‑ia xa koo‑ia confianza nuu‑da, xa kada‑da xa juini mee‑ia. 
1CO.4.3	Juini ka xitotnuni ñaꞌa mee‑n, ko ñatu xiniñuꞌu. Juini ka xitotnuni ñaꞌa se ka taxnuni ñuñayiu, ko ñatu xiniñuꞌu. Nde mee‑da, nux xitotnuni‑da mee‑da, ko ña xiniñuꞌu. 
1CO.4.4	Juini ñatu tekuechi ñaꞌa anu mee‑da, ko xini‑da xa se kida kuechi kuu‑da. Io xa kototnuni ñaꞌa Ianyuux mee‑da. 
1CO.4.5	Xijan kuu xa maxku jaꞌan koio ka‑n xa kunduu‑n xiꞌin ɨɨn seyɨɨ, a ɨnka seyɨɨ. Io xa kundetu koio‑n, nde na ndixi Xtoꞌo‑ro Jesucristu. Kɨu ijan, ndadandaa ñaꞌa mee‑ia mee‑ro. Na ndixi‑ia, datuu‑ia ntdaa xa yɨvaꞌa nuu nee, datuu‑ia ntdaa xa ka xani ini ɨɨn ɨɨn ñayiu. Kɨu ijan, ndada kuenda Ianyuux ɨɨn ɨɨn ñayiu, nux n‑kida‑i ɨɨn xavaꞌa, a n‑kida‑i ɨɨn xa ña yaꞌu ni ɨɨn.
1CO.4.6	Ñani‑da kuꞌa‑da, xaxeꞌe mee‑n, kidavaꞌa‑da tnuꞌu yaꞌa. Mee‑da xiꞌin Apolos, ɨɨn ichi ka neꞌe ka tnɨɨ‑n ka kuu‑da. Ka kida mee‑da ná jaꞌan tnuꞌu Ianyuux, te ka juini‑da xa dakuaꞌa koio mee‑n, xa kada koio mee‑n ná jaꞌan tnuꞌu Ianyuux. Ñayo‑n kuaꞌa jaꞌan vaꞌa‑n ɨɨn se dakuaꞌa ñaꞌa, te kuiꞌa jaꞌan‑n ɨnka se dakuaꞌa ñaꞌa. 
1CO.4.7	¿Nax kuu xa xani ini‑n xa kunxaꞌnu ka mee‑n dada ɨnka ñayiu? ¿Nax nevaꞌa‑n xa ña n‑taxi Ianyuux? Te nux n‑taxi Ianyuux ntdaa xa nevaꞌa‑n, ¿nakuenda najuen tnuꞌu‑n mee‑n?
1CO.4.8	Ka xani ini‑n xa se kuika ka kuu‑n, ka xani ini‑n xa ntdaa xa ka kukajan ini‑n xnevaꞌa‑n. Xtuu‑n ná xtuu se kunxaꞌnu ka. Te ka xani ini‑n xa ñatuka ndoñuꞌu ñaꞌa‑n. ¡Naka vaꞌa koo, nux ku kuu koio‑n se kunxaꞌnu ka, te taxnuni mee‑da xiꞌin‑n! 
1CO.4.9	Xani ini‑da xa juini Ianyuux xa kujuiin koio ntdaa ñayiu nuu se n‑tundaꞌa‑ia. Ka xika mee‑da, ná ka xika se n‑ka kidandaa‑s xa kuú‑s. Xá n‑xee ntdaa ñayiu, xa jini koio‑i, hora kaꞌni ñaꞌa koio‑s. Ñayiu, xiꞌin nde ángel, ia ka xinokuechi nuu Ianyuux, xndeꞌa ñaꞌa mee‑da. 
1CO.4.10	Xaxeꞌe Cristu, kuu ná kuu xa ka kuu‑da se lilu. Ko mee‑n, ka xani ini‑n xa ka kuu‑n se tuꞌa vaꞌa. Ka xani ini‑n xa ña ndaku mee‑da te yo ndaku mee‑n. Xndaxio ñayiu xañuꞌu nuu mee‑n, ko ñayo ñayiu io xañuꞌu nuu mee‑da. 
1CO.4.11	Nde vitna ka kojon‑da, te ka yichi‑da ndute, te ña tuu na daꞌma vaꞌa‑da. Ka janñaꞌa‑i, te ña tuu na veꞌe‑da xndaxio. 
1CO.4.12	Ka kidatniu‑da nde n‑xiau‑da. Xiꞌin ndaꞌa mee‑da ka kidatniu‑da. Nɨni kuiꞌa jaꞌan ñayiu nuu mee‑da, te ka xijan taꞌu‑da nuu Ianyuux xaxeꞌe mee‑i, xa kada‑ia xa kutuu vaꞌa koio‑i. Juini ka xini uꞌu ñaꞌa ñayiu, ko dani ka kundee ini‑da. 
1CO.4.13	Nɨni ka kakuneꞌe ñaꞌa ñayiu, te ka kidatniu mee‑da xa kutuu mani‑da xiꞌin‑i. Ka xani ini‑i xa miꞌi ñuñayiu ka kuu‑da. Nde vitna, ka kida ñaꞌa‑i ná ka kida‑i nuu se ñatu xiniñuꞌu.
1CO.4.14	Ña n‑kidavaꞌa‑da tnuꞌu yaꞌa xa kada‑da xa taxi‑da xa januu. Diko ni jan doꞌo ñaꞌa‑da, chi ka kuu mee‑n daꞌya mani‑da. 
1CO.4.15	Juini na koo uxi mil se dakuaꞌa ñaꞌa tnuꞌu Cristu mee‑n, ko idini‑s kuu ná kuu taa‑n. N‑jaꞌan mee‑da tnuꞌu vaꞌa Cristu nuu mee‑n, te duꞌa n‑ka jandixa‑n‑ia. Nde kɨu ijan, kuu‑da taa‑n. 
1CO.4.16	Xijan kuu xa jaꞌan‑da nuu mee‑n, xa kada koio mee‑n ná kida mee‑da.
1CO.4.17	Xijan kuu xa n‑tundaꞌa‑da Timoteo nuu mee‑n. Ná kuu ɨɨn daꞌya mani‑da kuu Timoteo. Kunduu mee‑s xiꞌin mee‑da, te ka kunduu‑da, nduu‑da xiꞌin‑s, xiꞌin Xtoꞌo‑ro Jesucristu. Kada‑s xa najaꞌan koio mee‑n nanda kida mee‑da xa kunduu naꞌi ka‑da xiꞌin Cristu. Nani dakuaꞌa‑da ñani‑ro kuꞌa‑ro nituꞌu ñuu xa kada koio mee‑i, dani kida mee‑da, te dani io xa kada koio mee‑n. 
1CO.4.18	Dava‑n, xa n‑ka kuxee ini‑n, chi ka xani ini‑n xa ma xee ka‑da ñuu‑n. 
1CO.4.19	Ko vax kuyatni xa xee‑da ñuu‑n, nux na kachi Ianyuux. Te kototnuni‑da se ka najuen tnuꞌu mee‑s. Jini‑da nux kuaꞌa koio‑s xa kada‑s ná ka jaꞌan‑s, a ñaꞌa. 
1CO.4.20	Nux ña kuaꞌa‑s, te xandaa kuu xa ña n‑kaxí Ianyuux mee‑s xa taxnuni‑s xiꞌin‑ia. 
1CO.4.21	Te mee‑n, ¿nax ka juini‑n? ¿Ka juini‑n xa xee‑da ñuu‑n, xa kudeen ñaꞌa‑da? ¿O ka juini‑n xa xee‑da ñuu‑n, xa juemani ñaꞌa‑da, te xiꞌin tnuꞌu mani chindee ñaꞌa‑da u?
1CO.5.1	N‑teku‑da xa meꞌñu mee‑n, tnaꞌa ɨɨn seyɨɨ n‑tnɨɨ‑s ñadɨꞌɨ taa‑s, xa kava‑s xiꞌin‑ña. Nde ñayiu ña ka jandixa Ianyuux, ñayiu ka kida kuechi xiꞌin kuechi, nde mee‑i, ña ka kida ɨɨn‑i ná n‑kida mee‑s. 
1CO.5.2	¡Te mee‑n, ka najuen tnuꞌu‑n mee‑n! Io xa ku kujanuu koio‑n, io xa tnau ini koio‑n, nde na ndaꞌi koio‑n. Io xa kineꞌe koio‑n se n‑kida kuechi jan, xa maxku kutuu ka‑s meꞌñu‑n. 
1CO.5.3	Chi mee‑da, juini ña tuu‑da xiꞌin‑n vitna, ko kuu ná kuu xa tuu‑da xiꞌin‑n. Juini ña tuu‑da xiꞌin‑n, ko xá n‑ndadandaa‑da se n‑kida kuechi jan. 
1CO.5.4	Ñayiu ka jandixa Xtoꞌo‑ro Jesús ka kuu‑n. Io xa nataka koio‑n, xa ndadandaa koio mee‑n se ijan tuku. Juini ma kutuu‑da xiꞌin‑n, ko koo ná kuu xa kutuu‑da xiꞌin‑n. Xiꞌin xa taxnuni n‑taxi Xtoꞌo‑ro Jesús mee‑n, io xa ndadandaa koio mee‑n mee‑s. 
1CO.5.5	Io xa juñaꞌa koio‑n se n‑kida kuechi jan nuu kuiꞌna, xa danaa‑i yɨkɨ kuñu‑s. Ko juini na danaa kuiꞌna yɨkɨ kuñu‑s, ko na koo xa dakaku Ianyuux anu‑s, hora ndixi Xtoꞌo‑ro Jesús xa ndadandaa‑ia ntdaa xa io.
1CO.5.6	Xa ka najuen tnuꞌu‑n mee‑n, ña kuu xavaꞌa. Ná kuu ndɨdɨ́ kuixi kuu kuechi n‑kida se ijan. ¿Ña ka xini‑n xa itaꞌu ni ndɨdɨ́ kuixi dakuu ia ntdaa yuchi tila u? Ná kuu ndɨdɨ́ kuixi kuu kuechi n‑kida se ijan, te ná kuu yuchi tila ka kuu mee‑n. 
1CO.5.7	Xijan kuu xa dita koio mee‑n ntdaa xa uꞌu, xa ku kuu koio‑n ná kuu yuxa xee. Chi xaxeꞌe Cristu, ka kuu‑ro xa xee. Ná kuu tkolelu n‑ka xaꞌni ñayiu Israel viko Paxcua, da kuu Cristu, chi n‑xejoon‑ia xa n‑ka xaꞌni ñaꞌa seyɨɨ mee‑ia, xaxeꞌe mee‑ro. 
1CO.5.8	Xijan kuu xa na kutuu mee‑ro ná xtuu ñayiu ndadakaꞌnu viko Paxcua. Na dita‑ro ntdaa xa uꞌu. Maxku kani ini ka‑ro xa uꞌu, maxku kada ka‑ro kuechi. Na kani ini‑ro xa kuu xandaa, te na jaꞌan‑ro xa kuu xandaa, te na kada‑ro xa kuu xandaa.
1CO.5.9	Na n‑kidavaꞌa‑da carta kiꞌna nuu, n‑jaꞌan‑da xa maxku kunduu koio mee‑n xiꞌin ñayiu ka kidi xiꞌin ñayiu ña n‑tnundaꞌa xiꞌin‑i. 
1CO.5.10	Ko duꞌa ña juini kachi xa io xa kaꞌnde tnaꞌa‑n xiꞌin ñayiu ñuñayiu. Xandaa kuu xa mee‑i ka kuu ñayiu ka kidi xiꞌin ñayiu ña n‑tnundaꞌa xiꞌin‑i. Ñayiu kukuedi ini, xiꞌin ñaduꞌu ka kuu‑i. Ñayiu ka jandixa santu ka kuu‑i. Ko nux n‑xio xa kaꞌnde tnaꞌa‑n xiꞌin mee‑i n‑kuu, te koo xa kee koio‑n ñuñayiu. 
1CO.5.11	Tnuꞌu n‑kidavaꞌa‑da, juini kachi xa maxku kunduu koio‑n xiꞌin se ka jaꞌan xa kunduu‑s xiꞌin Cristu, ko kidi‑s xiꞌin ñadɨꞌɨ ña n‑tnundaꞌa xiꞌin‑s. O kuu‑s se kuedi ini, o jandixa‑s santu, o se kuiꞌa jaꞌan kuu‑s, o sexini kuu‑s, o ñaduꞌu kuu‑s. Maxku nkoo koio‑n ni xa kax kaꞌnu‑n xiꞌin‑s. 
1CO.5.12+1CO.5.13	Ko ña kuu tniu mee‑da xa ndadandaa‑da ñayiu ña ka jandixa Cristu. Meni mee Ianyuux ndadandaa‑ia mee‑i. Ko kuu tniu mee‑n, xa ndadandaa koio‑n ñayiu ka jaꞌan xa kuu‑i ñani‑n kuꞌa‑n, ko dani ka kida‑i kuechi. Io xa kineꞌe koio‑n se n‑kida kuechi jan, xa ma kutuu ka‑s meꞌñu mee‑n.
1CO.6.1	Nux ka jantnaꞌa‑n, ɨɨn‑n xiꞌin ɨnka‑n, ¿te ña ka kujanuu‑n xa jɨꞌɨn‑n nux juxtixia, nuu se ña ka jandixa Cristu a? Nux ka kiti ini nuu tnaꞌa‑n, ɨɨn‑n xiꞌin ɨnka‑n, io xa jɨꞌɨn‑n xa kajan‑n consejo nuu ñani‑ro kuꞌa‑ro, nuu ñayiu ka jandixa Cristu. Maxku jɨꞌɨn koio‑n nuu ñayiu ña ka jandixa Cristu. 
1CO.6.2	¿Ña n‑ka teku‑n xa ndadandaa mee‑ro ñuñayiu a? Nux ndadandaa koio‑n ñuñayiu, te xandaa kuu xa kuaꞌa‑n xa ndadandaa koio‑n xa luchi yaꞌa. 
1CO.6.3	¿Ña n‑ka teku‑n xa ndadandaa mee‑ro nde ángel, ia ka xinokuechi nuu Ianyuux, a? Nux ndadandaa‑ro ángel, dɨuni kuaꞌa‑ro xa ndadandaa‑ro kuechi ñani‑ro kuꞌa‑ro. 
1CO.6.4	Xijan kuu xa nux jantnaꞌa koio‑n, te nde se ñatu xiniñuꞌu meꞌñu‑n, io xa juejoon koio‑n xa ndadandaa ñaꞌa mee‑s mee‑n. 
1CO.6.5	Jaꞌan‑da tnuꞌu yaꞌa, xa kada‑da xa na kujanuu koio‑n. ¿Meꞌñu mee‑n, ña yoo ni ɨɨn se tuꞌa vaꞌa kuaꞌa xa ndadandaa‑s ñayiu ka jandixa Cristu a? Joon, io‑s. 
1CO.6.6	¿Nax kuu xa kandeka tnaꞌa‑n jɨꞌɨn nuu juxtixia ñuu‑n, nuu se ña ka jandixa Cristu a?
1CO.6.7	Xandaa kuu xa ta dita koio ka‑n xa uꞌu. Xa ka jantnaꞌa‑n, ɨɨn‑n xiꞌin ɨnka‑n, te xndeka tnaꞌa‑n juaꞌan nuu juxtixia, kuu xa ka kida‑n xa uꞌu. Nux kada ñaꞌa ñani‑n kuꞌa‑n xa uꞌu, te vaꞌa ka xa juejoon‑n xa duꞌa koo, dada xa jantnaꞌa‑n xiꞌin‑s. Vaꞌa ka xa juejoon‑n xa duꞌu ñaꞌa‑s, dada xa kandeka‑n‑sɨ jɨꞌɨn nuu juxtixia. 
1CO.6.8	Ko mee‑n ka kida tnaꞌa‑n xa uꞌu, te dandaꞌu tnaꞌa‑n. Ñayiu ka jandixa Cristu ka kuu‑n, ko dani ka kida tnaꞌa‑n xa uꞌu.
1CO.6.9	¿Ña ka kutnuni ini‑n xa ñayiu ka kida xa uꞌu, ma kuaꞌa‑i xa kutuu vaꞌa‑i nuu taxnuni Ianyuux a? Maxku dandaꞌu koio‑n mee‑n. Ñayiu kidi xiꞌin ñayiu ña n‑tnundaꞌa xiꞌin‑i, ma kuaꞌa‑i xa kutuu‑i nuu taxnuni Ianyuux. Ni ñayiu ka jandixa santu, ni seyɨɨ n‑dandoo ñadɨꞌɨ‑s, ni ñadɨꞌɨ n‑dandoo yɨɨ‑ña. Ni seyɨɨ kidakuechi ntnaꞌa seyɨɨ, ni ñadɨꞌɨ kidakuechi ntnaꞌa ñadɨꞌɨ. 
1CO.6.10	Ni ñaduꞌu. Ni ñayiu ka kukuedi ini. Ni sexini, ni ñáxini. Ma kuaꞌa ñayiu jan xa kutuu‑i nuu taxnuni Ianyuux. Ni ñayiu kuiꞌa jaꞌan, ni ñayiu dandaꞌu ɨnka ñayiu. Ma kutuu‑i xiꞌin Ianyuux. 
1CO.6.11	Te mee‑n ka kuu ñayiu n‑ka kida xa uꞌu yaꞌa. Ntdaa‑n ñaꞌa, ko dava‑n, joon. Duꞌa n‑ka kida‑n. Ko n‑ka natu ini‑n kuechi‑n, te n‑ka xendute‑n xaxeꞌe xa jandixa‑n Jesucristu. Te xá n‑kida Ianyuux xa ka kuu‑n ñayiu dɨɨn nuu mee‑ia, ñayiu ka kida xa juini mee‑ia. Te xaxeꞌe xa n‑ka jandixa‑n Xtoꞌo‑ro Jesucristu, te n‑ka xejoon‑n xa kadatniu Espíritu Ianyuux anu‑n, te xá ndadandaa ñaꞌa Ianyuux mee‑n. Xá n‑taxkanu ini ñaꞌa‑ia mee‑n, xá n‑jaꞌan‑ia xa ka kuu mee‑n ná kuu ñayiu nuncas ña n‑kida ni ɨɨn xa uꞌu.
