LUK.1.1	O danah naŕi Tiofilus, danah kuŕum la os ag tatam keŕ keŕ ig gamnigwa beko atan qeri né ene yeg. 
LUK.23.2	Qewa ge nug diguméksi yagoŕ moreksi aneg. “Ig danah ene danahas isangar nouni omlardig sew pet. Am Sisari takis pi touŕwegri doulagwa nolle am ole nug ane, ‘Da Kristus am da king,’ eko anew oŕwektu uktu uŕiyam,” éksi aneg. 
LUK.23.3	Géri Pailot Yesus koŕmoran, “Meŕe te na Yuda danah dilag king?” Yesus né noh meko anan, “Na anam qenan.” 
LUK.23.4	Pailot pris dilag anqak danah am danah ameg naŕi ole dilag anan. “Da danah ene piém ge nug kité nouni ospi san.” 
LUK.23.5	Gam ag duessi bulibuli gagrag aneg. “Nug Yudia atu kunumba weiyelle né mariyelle danahas olag ye. Nug Galili tatam diguman am gei ge ewa uŕiyan se,” éksi aneg.
LUK.23.6	Sén Pailot qere doko ge nug koŕmaran. “Danah ene Galilirer te?” 
LUK.23.7	Ag koŕewa uksi aneg, “Yo, nug Galilirer.” Pailot qe doko ge, ag Yesus uksi king Herod dowa ates eko anaran. Keŕdi Herod nug Galili gumdé am sén qewa Herod nug ole Yerusalem dian. 
LUK.23.8	Sén nug Yesus peko ge, o gamag naŕi asan. Keŕdi nug Yesus neihwah maŕiweg doko sén welah perigri o nian. Am nug Yesus mirakel os sew piardigrinah dahmeré. 
LUK.23.9	Qeri Herod Yesus koŕkoŕ moran, gam Yesus koŕewa ospi wan. 
LUK.23.10	Pris dilag anqak danah am Mosesri Ŕo duak danah ole qewa dessi ge, Yesus gagragnah yagoŕ moreg. 
LUK.23.11	Qe dimba Herod fan danah nusgur ole Yesus uksiuksi qoressi siwegkolessi kingri bala kena uŕwurweg now uksi Pailot dowa bulieksi ateg. 
LUK.23.12	Tatam ge Herod am Pailot ole a olas usih pi daré, gam deŕ qewa ih ole a liam pates.
LUK.23.13	Pailot anew pris dilag anqak danah, danahas gumarak danah am danahas ole qagleg. 
LUK.23.14	Qagulweg nug anaran, “Ag danah ene uksi dagnéwa uŕiyeksi anéw, ‘Nug danahas isangar nouni omlardigri olagwa ye,’ éksi anéw. Gam da ag nolagwa koŕmorko piém ge, ag yagoŕ moreksi aneg sillah nug kité nouni ospi san. 
LUK.23.15	Qeri Herod ole qere peko mew buliko ignéwa uŕiyé. Danah ene anwi qeweg mousdigri sillah kité nouni ospi san piém. 
LUK.23.16	Qeri da anwi siwiŕwa qisleksi am paŕoweg attig.” 
LUK.23.17	(Pailot qere anan, keŕdi sansan Nanŕurak Deŕwa kalabus danah usih os danahas ag nusig olag nie ole qe paŕoweg doko dimdim ate.) 
LUK.23.18	Gam danahas kunum uŕweksi aneg. “Danah qe qewe mousar! Barabas matulwe do migar!” 
LUK.23.19	Barabas nug sew Yerusalem taun gumak danah Yuda dilag danahas ole karak naŕi seg am nug danah os ole qew mousan. Qeri nug kalabuswa yaneg. 
LUK.23.20	Pailot nug Yesus mundew attigri o dian, qeri buliko danahas koŕmaran. 
LUK.23.21	Gam danahas bulibuli uŕweksi aneg, “Ker mawanakwa katul! Ker mawanakwa katul!” 
LUK.23.22	Pailot kiam patak danahas anaran, “Kitéri? Nug keŕ kugnah san, qeri anwi qeweg mousdig? Danah ene qeweg mousdigri sillah kité nouni ospi san piém. Géri qisleksi am paŕoweg attig,” eko anan. 
LUK.23.23	Gam gagragnah uŕweksi Yesus ker mawanakwa katlakri aneksi Pailotri né qeweg nan. 
LUK.23.24	Géri Pailot minko ag aneg qe dimlamurko Yesus qeweg mousdigri anan. 
LUK.23.25	Yuda aneg sillah, Pailot anew tapewnak danah Barabas nug sew Yerusalem taun gumak danah Yuda dilag danahas ole karak naŕi seg am nug danah os ole qew mousan, qeri kalabus dian qe matlew duan. Am Yuda olag nian sillah, Yesus ge qelagri Rom fan danah ewlagwa man.
LUK.23.26	Qewari ge ag Yesus uksi taun dimdim ateppeg danah os wénih Saimon Sairinirer qe uŕiko taun owa nurig sewew oŕweg. Oŕweksi keigoreksi ker mawanak sumeksi guqawa meweg mouko Yesus dimlamdan. 
LUK.23.27	Danahas ameg naŕi Yesus dimlamdeg. Qe olagwa as os Yesusri kunnessi dimlamareg. 
LUK.23.28	Yesus piarko anaran. “Yerusalem as, ag dasil aw kuanweg. Ag agégé asilag am nir nounou asilgar ole dilag kuanes. 
LUK.23.29	Keŕdi geisah sén os uŕiyew danahas anlag, ‘As olagwa nir kawa, as nir pi memnak am as ouma asilag nir ospi lak ole qe ge kena.’ 
LUK.23.30	Sén qewa danahas qouku wagé wagé am nounu dilag ole anlag, ‘Ag néksi tonigweg mouset,’ éksi anlag. 
LUK.23.31	Keŕdi ag da kité nouni ospi séwi am qere siŕlag ge, ag ge nouninah sarlag,” eko anan. 
LUK.23.32	Sén qewa Rom fan danah tapewnak danah aŕit os Yesus ole aŕié ker mawanakwa katlarlagri diareksi ateg. 
LUK.23.33	Ateksi awen os wénih mousak danah kuri kéwsi éksi ansi qewa ge Yesus ker mawanakwa katleg. Am tapewnak danah aŕit qe os ge kenariwa katleksi am la os ge nanettiwa katleg. 
LUK.23.34	Yesus unuqorko anan, “O Mem, hipunin asilag kusuq. Keŕdi danah ene duessi pi sési,” eko unuqoran. Danah ameg naŕi amneksi deppeg fan danah ag oun Yesus féŕu bala qe urigri ker masawa namba yeksi touressi sagoŕweg. 
LUK.23.35	Am Yuda dilag kuri danah Yesusri né siwkolessi aneg. “Nug danahas la ge kehnarko kusqaran. Géri gei ge nug meŕenah Kristus Tiwur toqoran dako pe, nug nugégé kusqak urig,” éksi aneg. 
LUK.23.36	Fan danah ole Yesusri né siwkolessi unaka waneksi wain qew morlagri seg. 
LUK.23.37	Qere séssi aneg, “Na Yuda dilag king daka pe, na nagégé kusqak o,” éksi aneg. 
LUK.23.38	Karan kuriwa ker mawanakwa ker masa oswa né os ere yak qe dian. “Ene Yuda Dilag King.” 
LUK.23.39	Danah nou os aŕié ker mawanakwa katlareg ole qe Yesus okoko qorko anan. “Na Kristus meŕe Tiwur toqiran dew pe, na nagégé kusqak oka am i ole sewe kusqak oŕ.” 
LUK.23.40	Gam tapewnak danah os ge lia gaŕa morko anoran, “Na nug mousdig sillah ih usih qewa mousdip, qeri na Tiwur pi te faŕurna? 
LUK.23.41	I ge isanit sak nou qe ih noh mawekŕu mousnit, gam nug ge kité nouni ospi san,” eko anan. 
LUK.23.42	Anko ge Yesusri anan, “Yesus na king beka ge, da dahmiŕ.” 
LUK.23.43	Yesus koŕewa oko anan, “Da meŕenah anirina. Na gei da ole paradaiswa
LUK.23.44	Kémun kem ameg 12wa keke qere usihri atu qe kunumba gattu tonko niewew atko tueh kem ameg 3wa keke qere malwan. 
LUK.23.45	Kem ameg oŕwew gattu tonko niewew, Tiwur Lougwa gun awen owa lamen naŕi eisak nian ge gamagwa karilko neko aŕit patan. 
LUK.23.46	Géri Yesus gagrag uŕuko anan, “O Mem, da koullil na ewenwa meina,” elle ole mousan. 
LUK.23.47	Sén Rom fan danah dilag kuri qe kunum peko ge Tiwur binag meko anan, “Meŕenah, danah ene mangunah,” eko anan. 
LUK.23.48	Am danahas kunum qe pelagri uŕiyeg ge peksi olagwa qetko atew bulieksi loulgarwa ateg. 
LUK.23.49	Gam danahas Yesus doréw qe kunum ole am as Galiliri dimlamdeksi uŕiyeg qe ole lawaŕ asessi dessi keŕ keŕ beko atan qe kunum ole peg.
LUK.23.50	Danah os wénih Yosep nug Yudia atu owa taun Arimatearer am nug ole Yuda dilag kuri danah qaglak qewa delle kug kepaŕdé. Nug danah kena am danah mangu am nug Tiwur king delle danahas nusgur gumardigri sén qe ameg meré. 
LUK.23.51	Nug ole Yuda dilag kuri danah qagleksi kug peréw qewa daré. Gam nug kuri danah la aneg am seg qeri o olele ospi dian. 
LUK.23.52	Nug Pailot dowa atko Yesus gaŕa oko suhumdigri koŕmorew, Pailot mundew wan. 
LUK.23.53	Géri nug Yesus gaŕa ker mawanakwari oko neko lamen kena sagahwa saputko am oko atko matmat os qar oŕe kutlak qewa man. Matmat qe fou am danah gaŕa la ospi mak ole. 
LUK.23.54	Deŕ qe Sabatri keke bawrak sén, am Sabat digumerigri sén unaka duan. 
LUK.23.55	As Yesus dimlamurweg Galiliri uŕiyeg qe Yosep dimlamurweg matmatwa ateg. Ag Yesus gaŕa areg matmatwa meg qe pelagri ateg. 
LUK.23.56	Peksi ag bulieksi loulagwa ateksi ge, goŕen muŕdig kena ole qe Yesus gaŕa waŕwurlagri bawreg. Malaweg ge Sabat diguman. Géri Mosesri Ŕo dimlamdak ag sik og.
LUK.24.1	Kuhawa furwanah as os goŕen muŕdig kena ole bawreg qe uksi matmatwa ateg. 
LUK.24.2	Ateksi qewa ge, matmat koŕe megleg qar naŕi qe bitlew dougwa wanak dewew peg. 
LUK.24.3	Peksi ole ag owa nog, gam Naŕinah Yesus gaŕa qewa ospi peg. 
LUK.24.4	Qeri ag katat aqarew aseksi deppeg ge, usihri danah aŕit bala ampiŕ sonŕe sillah mak ole qerlagwa aseksa des. 
LUK.24.5	As qe faŕeksi nou méksi duk nuksi gatlagwa yeksi wan kittureksi deppeg ge, danah aŕit qe anes. “Ag danah gei fou de ge keŕdi mousak danah dilag awenwa marisi? 
LUK.24.6	Nug ewa os kawa. Nug mousan gam buliko asan. Nug Galili dessi keŕ eko anaran qe dahmores. 
LUK.24.7	Nug anan, ‘Danah Bega hipunin danah ewlagwa meweg ker mawanakwa katulweg mousdig, gam deŕ kiamba buliko asdig,’ eko anan.” 
LUK.24.8	Qewa ge, ag Yesus anan ge bulieksi dahmoreg. 
LUK.24.9+LUK.24.10	As qe Maria Makdalarer, Yoana am Maria Yems anig am as la os ole aŕié matmatwa ateg. Ag bulieksi matmatwari louw ateksi ge, Bégur 11 qe am danahas la Yesus dimlamurdéw ole qe kunum keŕ keŕ ban qe anweg dueg. 
LUK.24.11	Gam ag as né aneg qe ulas né essi olag meŕe ospi man. 
LUK.24.12	Gam sén Pita asko guko atko duk noko amnew matmat oŕe owa now ge, lamen sapteksi meg ole qe ih qewa niewew pian. Peko ge, keŕ keŕ ban qeri dahmew te mew newew buliko louw atan.
LUK.24.13	Deŕ qewa ih Yesus dimlamdak danah aŕit os Emeus kappa atlasri ates. Yerusalemri Emeus atak ge 11 kilomita sillah. 
LUK.24.14	A até até keŕ keŕ Yerusalem ban qe kunum mariessa ates. 
LUK.24.15	A qeri mariessa suŕiessa ateppes ge, Yesus nugégé dow ole aŕié ateg. 
LUK.24.16	A pes, gam nug oun qe a olas ospi mouran. 
LUK.24.17	Nug koŕmatan, “A kitérinah né mariessa atsa?” A olasnah dow kilas nou mew aseksa des. 
LUK.24.18	Danah os ge wénih Kliopas qe asko koŕmoran. “Na Yerusalemri uŕina, gam na nagé té deŕ gane atan qewa keŕ keŕ ban qe ospi duen?” eko anan. 
LUK.24.19	Anew ge, nug koŕmatan. “Keŕnah ban?” eko anew, a koŕewa oksa anes. “Nasaretrer Yesusri né mariŕu. Nug gagragsak naŕi ole né marian am keŕ keŕ san. Qewa ge, Tiwur amegwa am danahas amlagwa ole nug profet gagragsak ole. 
LUK.24.20	Gam pris dilag anqak danah am gumarak danah isanig ole oŕweksi ewlagwa meweg ker mawanakwa qeweg mousan. 
LUK.24.21	Ig Israel nug ig kug owari buliko wigrigri onigwa niewew dahmoretu weiram. Gam qenan ih kawa, qeweg mousan am gei ole deŕ kiam ate, gam kité ospi be. 
LUK.24.22	Am as isangar os gei furwanah matmat nusigwa ateksi am bulieksi uŕiyeksi seweg durnig new katat iqé. 
LUK.24.23	Ag Yesus gaŕa qewa ospi niewew piéw, gam Tiwurdi doup piatweg Yesus buliko asé eksa anap. 
LUK.24.24	Danah isanig os matmatwa ateksa ge, as anéw qe sillah ole Yesus gaŕa qewa ospi piap,” eksa anap. 
LUK.24.25	Géri Yesus anan, “A dahmak kutuk ole. Profet dilag né yak algurer nie, gam ag nagur olag meŕe ospi me. 
LUK.24.26	Ag pite dosi ge Kristus kug naŕi ene oko mousko tatam am buliko asko ge kamsahlak gun olewa darig?” eko anan. 
LUK.24.27	Am nug digumeko Mosesri am profet la kunum dilag Né yakwa nugégé nusig yeg qe kunum a dolasri nug digu kusuko ismatan. 
LUK.24.28	Ag kaw ateg ole qe mourak waneksi ge, Yesus nug kaw qe éŕurko attigri san. 
LUK.24.29	Gam danah aŕit qe gagrag meksa anes, “Na i ole ninig, keŕdi ene gattu mane am kem noko malwé,” eksa anes. Géri nug a ole nilagri louw ateg. 
LUK.24.30	Ag ke lelagri aŕié dessi ge, Yesus beret os oko Tiwurdi kena sam elle unuqorko temko matan. 
LUK.24.31	Qere sew ge, usihri a amlas fur kougwew peksa olas mouran ge nug Yesus. Gam a sén qewa nug ospi peppes ole qeroŕan. 
LUK.24.32	A atété né marieksa anes. “Ig ihwa uŕiyettu nug Tiwurdi Né yak digu kusuko marié ge kuŕunit koré,” eksa anes. 
LUK.24.33	Géri a usihri aseksa ole Yerusalem bulieksa ates. Ateksa qewa ge Yesus Bégur 11 qe am leilgar la ole qagulweg piares. 
LUK.24.34	Qewa ge aneg, “Meŕe! Naŕinah buliko asan am ole Pita gumurko wanew nug pian,” éksi aneg. 
LUK.24.35	Am danah aŕit Emeusri qe a attowa keŕ keŕ ihwa san qe marieksa am beret temko matew ge peksa olas mouran qeri anes.
LUK.24.36	Sén ag né qeri marieppeg, Yesus nugégé gumarko doko olagwa qere asko delle anan. “Tiwur o maror ag ole dalag.” 
LUK.24.37	Ag peksi ole dore piam essi olag faŕko nou man. 
LUK.24.38	Gam Yesus anan, “Ag keŕdi faŕessi am olag aŕit ole de? 
LUK.24.39	Da ewel fél ole duŕfal ene pes. Da enan! Uŕwileksi pes, da dore os kawa. Keŕdi dore ge téhu am kéwsi ole kawa.” 
LUK.24.40	Nug qere anko ge eweg am fég ole ismaran. 
LUK.24.41	Ag olag gamag asewew dahmak kuŕum og, qewa ag olag meŕe ospi man. Qeri Yesus koŕmaran, “Ag kité lakri ewa os de te?” eko anan. 
LUK.24.42	Anew ge ag kaké aŕak os uksi moreg. 
LUK.24.43	Morweg ge, nug oko ag peppeg ole lan. 
LUK.24.44	Nug anaran, “Da ag ole dettu anarin. Mosesri Ŕo yakwa, profet dilag Né yakwa am Dewitri Kasi Yakwa dasil ane qe kunum meŕenah mou bérig,” eko anan. 
LUK.24.45	Anko ge, nug Tiwurdi Né yak olag mourdigri sew dahmak asilag matlan. 
LUK.24.46	Nug anaran, “Tiwurdi Né yakwa ane, ‘Kristus qe nug kug naŕi oko mousko am deŕ kiamba ge buliko asdig. 
LUK.24.47	Danahas olag buliew Tiwur dowa doweg am hipunin asilag kusuqrigri né qe nug wénihwa danahas kunum agop ag Né Kena qe kusulag. Am qe Yerusalem digumelag,’ eko ane. 
LUK.24.48	Ag qe ih keŕ keŕ ban peg qe kunum ole mariweg dues. 
LUK.24.49	Da Mem né fagqan qe dimlamurko Koulli Gun méwi uŕirig. Am ag taun ewa ih daweg atew Tiwur gagragsak mardig,” eko anan.
LUK.24.50	Qe dimba Yesus bégur omlarew taun paŕweksi Betani mourak ateksi eweg sumko wittak maran. 
LUK.24.51	Nug wittak marewew Tiwur sumko oko tew minarko saw kappa atan. 
LUK.24.52	Géri ag Yesus binag méksi am olag gamag asak naŕiwa bulieksi Yerusalem ateg. 
LUK.24.53	Am ag Tiwur Lougwa dessi Tiwur binag sumdéw.
