MAT.1.1	Ewana Yesu Kerisonu sirorari sina. Dana Deiwidinu sisia amara. Dana Eibaramunu sisia amara.
ACT.27.16	Anebe anebe Kauda mutumutu dubenaro anisite yanu ma yousi dinigi ma youre bouti deiro oisi. 
ACT.27.17	Bouti saragari uosoba imusite kimu na musite bouti uwane ma kimu usi. I bouti yawoeta uwarama weita, Afirika maguaro ma berafiro anibene weitate iya uyareda i dei farai mune wo tarata. Eno utaro oyabibima bouti ma berairo anisi.
ACT.27.18	Wai urina ufe derawere uyariba i boutiro uwarama ego mu sataro enearo itari. 
ACT.27.19	Etei mui kowaro bouti ibaiabai nesia ane ane mune sataro enearo itari. 
ACT.27.20	Oyabibi kowa faiyawere farebe kowaini sakaraini muinaini ba me uiba yana imusina uifeisi eno we imusi.
ACT.27.21+ACT.27.22	Kowa faiyawere ieta itawaba Foroma i uwarabai farite wei, yawe, aneba nanu auboko we sina nautawa uta? Aneba Kuriti orofa ekoitaba ewa ibaiabai nesia abe sanaita weite wei, iya da uyawete neno kimu uawe wei. Yana da uifeisi wei. I bouti torowa arama ufisu wei. 
ACT.27.23	Ewa dumuro Godinu aneru nabai farinu wei. I Godi, na imuegou utatane wei. 
ACT.27.24	Danu aneruma nabai farinute wenu, Foro iya da uya wenu, Sisabai anibate danu iboro inafasu wenu. Ewa boutiro anaita uwara nesia da uifoita wenu. 
ACT.27.25	Eno wenuba enanari ufisu, na imutatane, Foroma weite wei, ibago buna uawe wei. 
ACT.27.26	Mui mutumutu maguaro bouti amufisu wei.
ACT.27.27+ACT.27.28	Uiki sadei me siniro Eidiria enearo me anisi. Dumu abanaro bouti gaukara uwarama we imuta, magua baworo we imutate emanu towoeta na sataro enea ubarero itari. Itariro danu yafa etana foti (40) mita eta. Bouti aniro nono sataro enea ubarero itariro etana toti (30) mita eta. 
ACT.27.29	Etate we imuta dera gebiro ane amufeisi we imutate anika fo (4) mune jogono afu enearo sataro itari. Itariro bouti kimu ui. Emanu unu kowa amufie iba guriguri uta. 
ACT.27.30	Moana bouti gaukara uwarama bouti ekodifitae dinigi nama doitate oitaro itari. Itariro weita, mui anika bouti iboro sabeisi irue weita. 
ACT.27.31	Eno weitaro Foroma ami kafitenini ami uwaraba wei, i uwara anibitaitana ya nesia uifoita wei. 
ACT.27.32	Weiro ami uwarama na umane tutaro dinigi ani.
ACT.27.33+ACT.27.34	Waibai Foroma wei, uiki sadei ieta itawa ibinitaba ieta iawe weite wei, buri age ofe ubu arama da ufisu. Ieta iawete buna uawe wei. 
ACT.27.35	Eno weite i uwarabai buredi munite Godiba we ma kobererau uite buredi ma biraite i. 
ACT.27.36	Eno uiro etate ido ieta ita. 
ACT.27.37	I boutiro anita uwara nesia tu aderedi seweniti sikisi (276) uwara etate ita. 
ACT.27.38	Ieta ie me sitate uiti tai mutate enearo sataro bouti fe ui.
ACT.27.39+ACT.27.40	Wai urina magua etate i orofa iwawa uta. Utate i wanasi etana kobere magua eta. Etate iro anibitae weitate anika umane tutaro ibi. Eno uteda jogono ma owereta jawe nesia na uregari utate ibo farai sataro maguaro anisi. 
ACT.27.41	Ane bouti ibo enea ubare gebiro duboro amusiro bouti kimu ui. Ufe derawere boutinu jogonoro urebiro bouti berugari ui. 
ACT.27.42	Ami uwarama emanu kafiteniba weita, dibura uwara me sara aine anibitaitana ma uifeisi weita. 
ACT.27.43	Weitaro ami kafiteni dawa unutawa Foro uieta iba kodiawe weite wei, ogo iwata uwara itawete aine aniawe wei. 
ACT.27.44	Ogo iwata me uwara i boutiro ibinu ibaiabai o ana o ane ane mune sawete deiro aine aniawe wei. Weiro eno utate i uwara nesia maguaro ane amue me sita.
ACT.28.1	Maguaro fasite i mutumutunu ifuna Mota nausi. 
ACT.28.2	I Mota uwarama yaba kobererau utebita. Obi matebiro iwu farebiba ina moatate yaba ario weita. 
ACT.28.3+ACT.28.4+ACT.28.5+ACT.28.6	Foroma ina mune inaro odina awe towi ina buburaroma amuite Foronu agero aite siroro ubiro Foro age fisu uiro itari. I su uwarama etate weita, ewa amarana ma uieta amara, ogoro imu uitawa uiba awonana uifisu weita. Danu age wawafiro dowafite uifisu weitate yawotebitana me. Foro merau ibiba weita, dana ma uieta amara me, dana mui godi weita.
ACT.28.7	I mutumutu dera yawoeta amara Fubiasinu nasinina baworoba dana arawe weiro dawabai anisi. Kowa rarogonu yaba ieta nata nata utebiro itebisi. 
ACT.28.8	Fubiasinu damama ofe derawere wouri. Ofe wakikiwere wouriba Foro dawabai anite guriguri uteda age danu ofe deiro odiro wiroi. 
ACT.28.9	Foro eno uiba i ofe woureta uwara nesia Forobai fatate wirota. 
ACT.28.10	Enoba i uwarama yanu aneta kowaro me maeta faiyawere boutiro oita.
ACT.28.11	Sakara rarogonu me siniro ya anisi. Yanu boutina Arekisana suroma fari bouti. Oyabibi kowaro iro ibebe anibie ui. Danu towanana Sokaka Amara sadei ari. Ina emanu godi sadeinu ereta tanana. 
ACT.28.12	Ya ane Sirakiu suro fasite kowa rarogonu iro aisi. Kowa rarogonu me siniro nono anisi. 
ACT.28.13	Bebeuwere ane Regiuma suro fasite nono iroma anisi. Ane aisiro wai uriro kobere oyau fariro anisi. Ane Futiori suro fasi. 
ACT.28.14	Fasite bouti iro ekoisi. Godinu sina naueta uwara dobere ane atasi. Atasiro bana weitate uiki demurai ibiawe weitaba emabai kowa seweni (7) ibisi. Kowa seweni me siniro Romani dabaro burima duero anisi. 
ACT.28.15	Anisina Godinu sina naueta uwarama nautate atafitae fata. Fatana moana uwarama Kabaru Rarogonu kabesiro yawotebitaro moana uwarama are Afiasi guruguru ueta kabesiro atafitae are fata. Fataro Foroma erite Godi we ma kobererau uite neno kimu ui.
ACT.28.16	Romani suro fasiro ami kafitenima Foroba wei, anu suro ibiaro mui ami amarama a iro yawofi weiro eno ui.
ACT.28.17	Kowa rarogonu me siniro Foroma weiro i Ju uwaranu yawoeta uwara dawabai fata. Fataro emaba wei, kaka nabue, nanu sina nauawe wei. Yanu su uwaraba ba me utawa uete yanu babamutunu baetaba ba me utawa uero Jerusaremu su uwara na me sara mutate Romani uwaranu agero oitaro na ewaro are. 
ACT.28.18	I Romani uwarama na koto utate nabai kerere mero uieta kerere meba na ekodifitae weita. 
ACT.28.19	Eno weitaro Ju uwarama dua sina weitaro nana we, Sisabai animane watane we. Sisabai animate nanu Ju uwaraba meo wawei da wemau wei. 
ACT.28.20	Ewa sina wemane wenero iba farita wei. Ju uwarama Mesaia fafisu imutaitaro nana Mesaia fari imutataneba na dibura amara wei. 
ACT.28.21	Weiro weita, Judia uwarama anu sina owawa matawa utaro yanu Ju uwara yabai fatate aba wawei wiawa uta weita. 
ACT.28.22	I Godinu sina naueta uwaranu sina wiaro naufe weita. Uwara nesia i Godinu sina naueta uwaraba wawei webitaba iba wiaro naufe weita.
ACT.28.23	Eno weitate kowa oitate anita. I kowa fariro Foronu suro eme faiyawere fata. Fataro Foroma emaba waura warairoma yawiro we mawetu utebi. Mosesinu bukaini i we bou ueta uwaranu bukaini munite i bukaroma Godinu yawoeta orofaini Yesuini we mawetu utebiro nautebita. 
ACT.28.24	I uwara Yesu imufitae iba eno uiro moana uwarama naue imue utaro moana uwarama nautawa utaba iba yaranebita. 
ACT.28.25+ACT.28.26	Yarane me sitaro Foroma wei, Godinu Imumu Kotofuma weiba i we bou ueta amara Isaiya enanari eno wei,
ACT.28.25+ACT.28.26	i Ju uwaraba wia, naufote efoitana iwawa ufoita wia. 
ACT.28.27	Yanu neno kimuwere, yanu ome nautawa, yanu diti erawaba iba imutawa ufoita. Ereta, naueta, wiroeta, ya unutawaba Nabai da afoitana ya da ma wiromau wia,
ACT.28.27	Isaiyama eno wei. 
ACT.28.28	Foroma eno weite wei, ewa sina nauegou uawe wei, Godima Danu wiroeta i aika uwarabai matasuba mubitaita wei. 
ACT.28.29	Eno we me sinina i Ju uwara emanu emanu bebetuma bunawere urane yarane ue mataneda anita.
ACT.28.30	Foroma danu su oiya uite oya sadei iro ibebi. Danu sina weta daba garari utawa utaba uwara faiyawere dawabai fata. 
ACT.28.31	Fataro Foroma emaba Godinu yawoeta orofa sinaini Dera Waria Amara Yesu Kerisonu sina wegou uiro nauta.
ROM.1.1	Na Foro Yesu Kerisonu sabua ueta amara. Godima na afosoro amara mune odi. Danu kobere sina wemane iba na mune odi. Godima na eno mune odiba awona yaba ewa owawa ue odeda watane.
ROM.1.2	Boderewere Godima Danu kobere sina we bou uiro i we bou ueta uwarama i sina Godinu bukaro eno owawa ue oita. 
ROM.1.3	Godinu kobere sinana Danu Amaraba wasu sina. Danu Amarama eme sinite Deiwidinu sisia amara sini. 
ROM.1.4	Dawa eme sinite Dawaini Godini kakarawere iba Danu ueta sineta kobererau, Godinu ueta sineta ari. Enoba Godima buna derawere uteda Yesu Dawa uietaroma ma uyariba Dawa Godinu Amara ina ya nesia iwata utaisi. Yanu dera Waria Amara Yesu Kerisoba watane. 
ROM.1.5	Godi Danu unu uteda i afosoro gaukara ueta yaba me maite Yesu Kerisoba ya Danu afosoro uwara sibene we mune odi. I orofa atata uwara nesia Yesu Kerisonu ifu nauteda imufitate Danu dabaro anibitae iba ya we mune odi. 
ROM.1.6	Ya Romani uwarabaini nanu afosoro gaukara utatane. Enoba Godi Danu ununa moana uwara torowa me, ya Romani uwaraini Yesu Kerisonu uwara siboe iba yaba Nanu uwara wasu.
ROM.1.7	Godima ya Romani uwaraba neno arama uteda iba ya Danu uwara we mune odi. Yaba ario watane, yanu Baba Godini yanu Dera Waria Amara Yesu Kerisoini emana yaba me durua ufisite emanu wesa ueta yaba mafisiro merau ibifoe watane.
ROM.1.8	Nanu botai sina eno, yana Yesu Keriso imuegou utaitaro i orofa atata uwara faiyawere nautaitaba Godibai yaba Yesu Kerisonu ifuro we ma kobererau utatane. 
ROM.1.9	Nanu neno nesia Godinu amaranu sinabai maete iba wegou utatane. I ueta, Godi Dawa iwata, na yaba guriguri Godibai woroworo utatane. 
ROM.1.10	Nanu unu Godima na siaia ufiro yabai amane iba guriguri woroworo utebatane. 
ROM.1.11	Nanu unu Godinu Imumu Kotofunu imueta nesia me maeta ari yaba we mawetu umate yanu naueta ma derawere umane iba yabai amane watane. 
ROM.1.12	Na yabai famauna yanu nauetaini nanu naueta we matafete yanu neno ma kobererau ufete yaru ufeisi.
ROM.1.13	Naiyemutu, na yabai amane utebitarana ane anema nanu aneta daba garari utebi. Nana uwara faiyawere i Ju me aika uwarabairoma Godibai we mune odebitara enanari ya Godibai mune odimane watane. 
ROM.1.14	Na Godinu imueta na iwataba naba kobererau ui i ari Danu kobere sina i Guriki uwaraini i Guriki me uwaraini iwata derawere uwaraini iwata me uwaraini eme nesiabai wemau. 
ROM.1.15	Enoba nana Godinu weta kobere sina ya Romani suro ibinita uwarabai wemane watane.
ROM.1.16	Nana Godinu weta kobere sinaba maru utawa utatane. I sinana Godinu buna derawere sina. I buna sinama i nautaita uwara ma wirotasu. I Ju uwara ma wirotasute nono duburo emanu buribi i Ju me aika uwara ma wirotasu. 
ROM.1.17	Godima eme ma rorowarau utasu. Godinu wasu kobere weta sinama anene Godima eme ma rorowarau utasu i we ma boroyarebasu. Ina etua botairoma ane emeda duburoma emanu naueta Yesu Kerisobai odaitana Godima ema ma rorowarau utasu. Godinu bukaroma eno wasu, ana anama emanu nauetaba Godima ema ma rorowarau ufisuna emana me ibene ibene ibeibitaita.
ROM.1.18	Godinu sina nautawa siosawere utaita uwarama i ba sinanu daba garari utaitaba Godima emaba ibo uteda Danu fanisi maeta siaia utasuro ureroma emabai tararasuro eraisi. 
ROM.1.19	Godima Danu imueta emabai ma boroyarebiba ana anama Godi iwata ufitae imufitaitana Dawa iwata ufitaita. Nono i moana uwarama Godi unutawa iba Dawa ekoita. 
ROM.1.20	Godima i ureini nasinini erawa nautawa ane ane ubu uite i ubu ui ememetu nesiaro Danu feare ibetawere ueta sineta, Danu bunaini Danu ba Godi imuetaini ma borobarasuba Danu koto kowa fafiro uwarama Dawa ya iwata me sina da webitaita. 
ROM.1.21	I uwarama Godi iwata utedana Dawaba kakara utawa utate we ma kobererau utawa uta. Emana sara siosa imueta aika maika imutedaba emanu imuetana ario me, dumuwere. 
ROM.1.22	Yana iwata derawere uwara weitana nono emanu iwatana derawere meba iba me sara utaita. 
ROM.1.23	Emana i araetawere me ibene ibene ibeta Godi imutawa utate agema ubu ueta uitebaita eme ari ememetuini gasiraini egini towini utate i nesia emanu godi weita.
ROM.1.24	Eno utaro Godima emanu siosawere uetaba i eno ueta kodiawe wiawa uiba emanu unu ibaiabai siosararabo daido utebita. Enoma enoma utebitate ofe marurarabo ibaiabai emanu emanu ue matanebita. 
ROM.1.25	I uwarama Godinu ba sina ekoitate emanu meo sina nautaba iba siosa uetararabo eno utebita. I uwarama i Godima ubu ui ememetubai guriguri uteda nono i ememetu ui Godibai guriguri utawa utebita. Yana Godinu ifu we ma derawere uene uene uteibene watane idoni.
ROM.1.26	I uwarama eno utebitaro Godima emaba eno ueta kodiawe wiawa uiro emanu unu siosawere dabaro anebita. I awetaboma awerasiba emanu ofe garari utedana aweta muini aweta muini eno udiri utebita. 
ROM.1.27	Enanari emema awetabo ekoitate amara muini amara muini eno udiri utebita. Emema moana eme emaba neno uyareda siosawere utebita. Eno igabugawere utebitaba Godima emaba fanisi derawere mai.
ROM.1.28	I uwara ema unutawa Godi. Enoba Godima ema ekodiro emanu unu ibaiabai siosararabo utebita. Enoma enoma utebitana emanu imueta igawere utebiba siosawere ueta torowa utebita. 
ROM.1.29+ROM.1.30	Eno utebitaba emanu beforonu imueta ba me uetama ma wate fari. Enoba emenu ba ueta sineta utawa siosawere torowa uegou utebita. Emanu ueta sinetana eno, diti ure owere ma owere ueta eme rekaro ma uieta, urane yarane ueta, meo weta, neno ka ueta, emanu ueta sineta enoba sina tobu ture inarebaita. Mui amaranu ifu ma siosa ueta, ema Godi unutawa, dera uwaranu sina nautawa, emana sasaerarabo uwara, emanu ifu torowa we ma derawere utebaita, siosa ueta rekaini rekaini utebaita, danua damamaba gifena utebaita. 
ROM.1.31	I uwarama neno neno utebaitana ema imutawa ina ane utebaita, bebetuma gugu fare fare inarebaita uwarama emanu su uwara imutawa utebaita. Uwaraba neno arama utawa utebaita. 
ROM.1.32	I uwara ema iwata, anama eno ufisuna Godima dawa koto ufiro uifisu. Ina ema iwata utaitarogo ekodawa daido utedibaita. Nono moana uwarama enanari utaitana ema yaru utaita. Emanu yaru uetana siosararabo utaita.
ROM.2.1	Nono ya uwarade! Yana aika uwaraba wawei waitate enanari siosawere utaitaba iba Godi yaba da inafisu. 
ROM.2.2	Anama nanu wene sina i, enanari siosawere ufisuna Godima dawa koto ba ufisu. Eno koto ueta deina ido waisi. 
ROM.2.3	Naiyemutu, yana i ari utaita uwaraba ere wawei waitarogo nono ya enanari utebaita. Enoba ya Godinu kotoroma iya aniboita? Enona me. Yana eno siosawere utaitaba Godinu kotoro daido aniboro fanisi mafisu. 
ROM.2.4	Godima ya neno arama uteda sau ibo utawa utasu. Nono ya unutawa Danu yaba kobererau ueta. Godima ya uwara yanu neno neno ueta dubena afu saboe iba yaba neno arama uteda kobererau utasu. 
ROM.2.5	Yana Godinu sina nautawa ue yanu neno neno ueta dubena saneta iba unutawa utaitate yanu imueta kimuwere utaitaba yanu siosawere ueta derawere ufisu. Enoba i fanisi maeta kowaro Godima ya fanisi derawere mafisu. I kowaro Godima uwara nesia koto rorowarau ufisu. 
ROM.2.6	Godima uwara nesianu uetaba ane ane mafisu. 
ROM.2.7	Ana anama kobere uetaini Godinu araetaini kobere ifu wetaini ibene ibene me ibetaini mubitae utedana kobererau uegou utebaitana Godima emaba ibene ibene me ibeta mafisu. 
ROM.2.8	Anama emanu unu torowa utedana kobere ueta ekodaitate siosawere utebaitana Godima emaba ibo derawere uteda fanisi derawere mafisu. 
ROM.2.9	I siosawere utaita uwarama neno siosa uteda fanisi mubitate oferi derawere woufitaita. Ya Ju uwara, ya ko oferi eno wouforo nono yanu buribi i Ju me aika uwara nesia eno woufitaita. 
ROM.2.10	Godima i kobererau utaita uwaranu ifu we ma derawere ufite kobere kabesiro odifite ma kobererau ufisu. I Ju uwarabai ko ufite nono emanu buribi i Ju me aika uwara nesiaba eno ufisu. 
ROM.2.11	Godi Danu unu uwara torowana me Danu unu uwara nesia arotorowa iba uwara nesiaba arotorowa ufisu.
ROM.2.12	Enoba Mosesinu tarawatu iwata me amarama siosawere ufite uifisuna uitawa ina kabesiro anibisu. Iro anibiro Godima i amaraba Mosesinu tarawaturoma koto da ufisu. Nono i Mosesinu tarawatu yawiteda imutasu amarama siosawere ufite uifisuna enanari uitawa ina kabesiro anibiro Godima i amaraba Mosesinu tarawaturoma koto ufisu. 
ROM.2.13	Mosesinu tarawatu sina nautaita uwarana Godima emaba kobere uwara da webisu. I tarawatu sina nautaitate enanari utaita uwarana kobere uwara webisu. 
ROM.2.14	I aika uwara, emabai Mosesinu tarawatu ibawa, nono i uwarama emanu beforoma i tarawatu sina iwata uteda utaitana emabai tarawatu meba emanu imuetana emanu tarawatu ari. 
ROM.2.15+ROM.2.16	Ema eno utaitana Godima i tarawatunu ubi emanu nenoro owawa ue odiba iba eno utaita. Godima eme nesia emanu nenoro feare ibetawere imueta nesia Yesu ma borobafite ido emabai koto derawere ufisu. Nana Godinu kobere sina eno watane enanari ufisu. I kowaro i uwaranu nenona emanu ere weta, ima emanu uetana siosawere wawei webisu aba emanu uetana kobererau eno webisu.
ROM.2.17	Nono yade! Yana Ju waita uwara. Yabai Mosesinu tarawatu ibinuro imutaitate yana Godi iwata utaita eno sina faiyawere waita. 
ROM.2.18	Yana Godinu unu iwata utaita. Yanu tisa uwarama Mosesinu tarawaturoma we mawetu utebitaba siosawere uetaini kobererau uetaini yanae ture aika maika odaita. 
ROM.2.19	Ya eno waita, yana Godinu imueta iwataba i diti basugari uwara ari uwara Godinu dabaro woure are odifeisi waita. 
ROM.2.20	Yana eno waita, i me sara siosa weta uwaranu imueta ma wirofete i iwata derawere me uwara ue mawetu ufeisi waita. Mosesinu tarawatu yabai ibinuba iwata nesiaini ba imuetaini iwata utaisi waita. 
ROM.2.21	Ido, yana aika uwara we mawetu utaitade nono yanu torowa we mawetu utaita aba me? Waira da ua waitade ya waira utaita aba me? 
ROM.2.22	Dita yagera da fa waitade, ya dita yagera faraita aba me? I ba me godi ya unutawa waitade, i ba me godinu su ibaiabai waira utaita aba me? 
ROM.2.23	Mosesinu tarawatuna yanu waitade, Mosesinu tarawatu ma furufareda Godinu ifu ma igabuga utaita aba me? 
ROM.2.24	Godinu bukaroma eno wasu, yana siosawere utaitaba Godinu sina nautawa uwarama Godinu ifu ma siosa utaita wasu.
ROM.2.25	Ya uwarama Mosesinu tarawatu uegou utaitana yanu ofe turetana kobererau, ima ya durua utasu. Yana Mosesinu tarawatu ma siosa utaitana yanu ofe turetana kobererau me. Ina ofe turawa uwara ari. 
ROM.2.26	Nono mui ofe turawa amarama i tarawatu nesia uegou utasuna dawa ofe tureta amara ari dawa ba Ju amara ari sinasu. 
ROM.2.27	Enoba i ofe turawa amarama i tarawatu utasuro ya ofe tureta sina owawa uta tarawatu bobo uwarama i tarawatu utawa utaitaba dana ya ereda wawei wasu. 
ROM.2.28	Ana amarana ba Ju amara? Danu danua damama ba Ju uwarana dawa ba Ju amara? Me. I ba ofe turetana ofe tureta torowa me. 
ROM.2.29	I ba Ju amara dawa ba kobere neno imutasu amara. I ba ofe turetana neno tai tunono ueta. Ina Godinu Imumu Kotofunu ueta. Ina emenu kaiyama tureta me. Emema emanu ifu we ma derawere utawa utaitaro Godima emanu ifu we ma derawere utasu.
ROM.3.1	Ya Ju uwara yabai ane kobere tai ibinu. Yabai ibinu i ari i moana uwarabai ibawa? Ane kobere emeru muboita i ofe turetaroma? 
ROM.3.2	Yabai kobere emetu ibinu. I botaina Godinu kobere sina. Godima Danu kobere sina yawofene ya uwarabai ko mai. 
ROM.3.3	Moana Ju uwaranu naueta ba me. Emanu ba me nauetama Godinu ba we bou ueta ma siosa ufisu aba me? 
ROM.3.4	Ema, enona me! Uwara nesia meo meo boboro Godi Dawa torowana ba. Godinu bukaroma Godiba eno wasu,
ROM.3.4	a sina webasuna i sinana ba. Emema a koto ufitaitana ema serigari ufasu,
ROM.3.4	eno wasu.
ROM.3.5	Moana uwara eno waita, ya ba me ufeisina emema Godinu ma rorowarau ueta efitaita waita. Iba anene webeisi? Ya siosawere usiba Godima yaba fanisi mai. Eno uide Dawa siosawere ui? Me. Ina emenu imueta sina. 
