GEN.1.2	Na asase da hɔ hunu a ɛnni bɔbea biara, na esum wɔ ebunu no ani. Na Onyankopɔn honhom butu
NEH.9.26	Ɛnna wɔyɛɛ asobrakyeɛ na wɔtee w’anim atua, na wɔtoo wo mmara twenee wɔn akyire, na wɔkunkumm w’adiyifoɔ a wɔdii wɔn adanseɛ sɛ wɔde resane wɔn aba wo nkyɛn no, na wɔyɛɛ abusudeɛ akɛseɛ. 
NEH.9.27	 Ɛnna wode wɔn hyɛɛ wɔn ahohiahiafoɔ nsa, na wɔhiahiaa wɔn ho. Na wɔn ahohiahia berɛ mu no, wɔsu frɛɛ wo, na wo deɛ, wofiri soro tiee wɔn, na sɛdeɛ wo mmɔborɔhunu kɛseɛ teɛ no, wode agyefoɔ maa wɔn, na wɔgyee wɔn firii wɔn ahohiahiafoɔ no nsam. 
NEH.9.28	 Na wɔnyaa asomdwoeɛ pɛ no, wɔsane kɔyɛɛ w’anim bɔne; na wogyaa wɔn mu de wɔn hyɛɛ wɔn atamfoɔ nsa, na wɔdii wɔn so. Ɛnna wɔsane su frɛɛ woɔ; na wo nso wofiri soro tiee wɔn, na woyii wɔn sɛdeɛ wo mmɔborɔhunu bebree no teɛ, berɛ ahodoɔ no mu. 
NEH.9.29	 Na wodii wɔn adanseɛ sɛ wobɛsane wɔn aba wo mmara no mu; nanso, wɔdii ahantansɛm, na wɔantie wo mmara nsɛm, na wo atemmudeɛ nso, wɔyɛɛ ho bɔne, nso ɛno na sɛ obi di so a, ɔnya nkwa. Na wɔhimaa wɔn mmati firii ho, na wɔsensenee wɔn kɔn, na wɔantie. 
NEH.9.30	 Nanso wokuraa wɔn mfeɛ pii, na wode wo honhom nam w’adiyifoɔ so dii wɔn adanseɛ; na wɔantie; ɛnna wode wɔn hyɛɛ nsase no so aman nsa. 
NEH.9.31	 Nanso wo mmɔborɔhunu bebree nti, woanwie wɔn ase hye, na woannyae wɔn, ɛfiri sɛ Onyankopɔn domfoɔ ne mmɔborɔhunufoɔ ne wo.
NEH.9.33	 Nanso wotene wɔ deɛ ɛbaa yɛn soɔ no nyinaa mu, na woadi nokorɛ; na yɛn na yɛdi fɔ. 
NEH.9.34	Yɛn ahemfo, yɛn mmapɔmma, yɛn asɔfoɔ ne yɛn agyanom anni wo mmara so, nanso wɔantie wo mmara nsɛm ne wo adanseɛ a wodii wɔn no. 
NEH.9.35	Nanso wɔn ahennie mu ne wo papa bebree a woyɛɛ wɔn ne asase tɛtrɛɛ a adɔ sradeɛ a wode maa wɔn no, wɔansom wo, na wɔansane amfiri wɔn nneyɛɛ bɔne no mu. 
NEH.9.36	Hwɛ, nnɛ yɛyɛ nkoa, na asase a wode maa yɛn agyanom sɛ wɔnni so aba ne ɛso nnepa no, hwɛ, yɛyɛ ɛso nkoa. 
NEH.9.37	Na ɛma nnɔbaeɛ pii ma ahemfo a wode wɔn asisi yɛn soɔ, yɛn bɔne mu no, na wɔdi yɛn nipadua so ne yɛn mmoa so sɛdeɛ wɔpɛ, na yɛwɔ ahohiahia kɛseɛ mu.
NEH.9.38	Na yei nyinaa nti, yɛrepam nokorɛ apam, na yɛretwerɛ, na yɛn mmapɔmma, yɛn Lewifoɔ ne yɛn asɔfoɔ asɔ ano.
NEH.10.1	Na wɔn a wɔsɔɔ ano ne: Amrado Nehemia, Hakalia ba, ne Sedekia, 
NEH.10.2	Seraia, Asaria, Yeremia, 
NEH.10.3	Pasur, Amaria, Malkia, 
NEH.10.4	Hatus, Sebania, Maluk, 
NEH.10.5	Harim, Meremot, Obadia, 
NEH.10.6	Daniel, Gineton, Baruk, 
NEH.10.7	Mesulam, Abia, Miyamin, 
NEH.10.8	Maasia, Bilgai, Semaia; yeinom ne asɔfoɔ no; 
NEH.10.9	ne Lewifoɔ: Asania ba Yesua, Binui a ɔfiri Henadad mma mu, Kadmiel, 
NEH.10.10	ne wɔn nuanom: Sebania, Hodia, Kelita, Pelaia, Hanan, 
NEH.10.11	Mika, Rehob, Hasabia, 
NEH.10.12	Sakur, Serebia, Sebania, 
NEH.10.13	Hodia, Bani, Beninu; 
NEH.10.14	 ɔman no atitire: Paros, Pahat-Moab, Elam, Satu, Bani, 
NEH.10.15	Buni, Asgad, Bebai, 
NEH.10.16	Adoniya, Bigwai, Adin, 
NEH.10.17	Ater, Hesekia, Asur, 
NEH.10.18	Hodia, Hasum, Besai, 
NEH.10.19	Harif, Anatot, Nebai, 
NEH.10.20	Magpias, Mesulam, Hesir, 
NEH.10.21	Mesesabel, Sadok, Yadua, 
NEH.10.22	Pelatia, Hanan, Anaia, 
NEH.10.23	Hosea, Hanania, Hasub, 
NEH.10.24	Halohes, Pilha, Sobek, 
NEH.10.25	Rehum, Hasabna, Maaseia, 
NEH.10.26	Ahia, Hanan, Anan, 
NEH.10.27	Maluk, Harim, Baana.
NEH.10.29	wɔbataa wɔn nuanom a wɔwɔ din no ho, na wɔdomedomee wɔn ho na wɔkekaa ntam sɛ wɔbɛdi Nyankopɔn mmara a wɔnam Nyankopɔn akoa Mose so hyɛeɛ no so, na wɔbɛhwɛ na wɔayɛ AWURADE yɛn wura mmara nsɛm ne n’atemmudeɛ ne n’ahyɛdeɛ nyinaa; 
NEH.10.30	ne sɛ yɛremfa yɛn mmammaa mma asase no sofoɔ, nanso yɛremfa wɔn mmammaa mma yɛn mmammarima. 
NEH.10.31	 Na sɛ asase no sofoɔ de adetɔnneɛ anaa aduane biara ba bɛtɔn no homeda a, yɛrentɔ mfiri wɔn hɔ homeda anaa da kronkron biara mu. Na yɛbɛgya afe a ɛtɔ so nson no mu nnɔbaeɛ, na yɛrennan ka biara.
NEH.10.32	Afei yɛhyɛ yɛn ho mmara sɛ, yɛde nnwetɛbena nkyɛmu mmiɛnsa mu baako bɛma daa afe, na wɔde ama yɛn Nyankopɔn fie som no; 
NEH.10.33	ama kyerɛ paanoo ne daa aduane afɔdeɛ ne daa hyeɛ afɔdeɛ, home nna deɛ, bosome foforɔ deɛ, ama afahyɛ ne akronkronneɛ ne bɔne ho afɔdeɛ, sɛ wɔmfa mpata mma Israel ne yɛn Nyankopɔn fie adwuma nyinaa. 
NEH.10.34	 Nanso yɛtwee nnyina ayɛyɛdeɛ ho ntonto, asɔfoɔ, Lewifoɔ ne ɔman no, sɛ wɔmfa mmra yɛn Nyankopɔn fie, sɛdeɛ yɛn mpanimfie teɛ, afe afe mu, berɛ a wɔahyehyɛ mu, na wɔasɔ no AWURADE yɛn Nyankopɔn afɔrebukyia no so, sɛdeɛ wɔatwerɛ no mmara no mu no. 
NEH.10.35	 Na yɛhyɛɛ sɛ yɛde yɛn asase so aduanekan ne nnua nyinaa aba a ɛdi kan bɛba AWURADE fie daa afe, 
NEH.10.36	 na yɛde yɛn mmammarima ne yɛn mmoa mmakan nso, sɛdeɛ wɔatwerɛ no mmara no mu no, ne yɛn anantwie ne yɛn nnwan mmakan bɛba yɛn Nyankopɔn fie de abrɛ asɔfoɔ a wɔsom yɛn Nyankopɔn fie no, 
NEH.10.37	 na yɛde yɛn mmɔrekan ne yɛn mmasoɔ afɔrebɔdeɛ ne nnua nyinaa aba ne nsa ne ngo nso bɛba de abrɛ asɔfoɔ no, sɛ wɔmfa ngu yɛn Nyankopɔn fie mpia no mu, na yɛde yɛn asase so ntotosoɔ du du bɛma Lewifoɔ no, na Lewifoɔ no anya ntotosoɔ du du, nkuraaseɛ nyinaa mu. 
NEH.10.38	 Na ɔsɔfoɔ, Aaron ba, nka Lewifoɔ no ho berɛ a Lewifoɔ no regye ntotosoɔ du du no, na Lewifoɔ no mfa ntotosoɔ du du no mu deɛ ɛtɔ so du no mmra yɛn Nyankopɔn fie, na wɔmfa ngu adekoradan mpia no mu. 
NEH.10.39	Na Israelfoɔ ne Lewifoɔ no nyinaa mfa aduane ne nsa ne ngo mmasoɔ afɔrebɔdeɛ mmra mpia no mu, na ɛhɔ na kronkronbea nnwinneɛ ne asɔfoɔ a wɔsom ne apono ano ahwɛfoɔ ne nnwontofoɔ no wɔ; na yɛrennya yɛn Nyankopɔn fie no.
NEH.11.2	Na ɔman no hyiraa mmarima a wɔyii wɔn yam sɛ wɔrebɛtena Yerusalem no nyinaa.
NEH.11.4	Na Yerusalem deɛ, Yuda mma no bi ne Benyamin mma no bi tenaa hɔ. Yuda mma no mu: Usia ba Ataia, Sakaria ba, Amaria ba, Sefatia ba, Mahalalel ba a ɔfiri Peres mma no mu. 
NEH.11.5	Ne Baruk ba Maaseia, Kol-hose ba, Hasaia ba, Adaia ba, Yoiarib ba, Sakaria ba, Siloni ba. 
NEH.11.6	Peres mma a wɔtenaa Yerusalem nyinaa yɛ ahanan aduosia nwɔtwe, mmarima a wɔtumi wɔn ho.
NEH.11.7	Na Benyamin mma nie: Mesulam ba Salu, Yoed ba, Pedaia ba, Kolaia ba, Maaseia ba, Itiel ba, Yesaia ba; 
NEH.11.8	na n’akyiri no: Gabai, Salai: Ahankron aduonu nwɔtwe. 
NEH.11.9	Na Sikri ba Yoel ne wɔn so hwɛfoɔ; na Senua ba Yuda di kuro no fa a ɛtɔ so mmienu no so.
NEH.11.10	Asɔfoɔ mu: Yoiarib ba Yedaia, Yakin; 
NEH.11.11	Hilkia ba Seraia, Mesulam ba, Sadok ba, Meraiot ba, Ahitub ba a ɔyɛ Nyankopɔn fie panin; 
NEH.11.12	ne wɔn nuanom a wɔyɛ efie no mu adwuma no, ahanwɔtwe aduonu mmienu; ne Yeroham ba Adaia, Pelalia ba, Amsi ba, Sakaria ba, Pasur ba, Malkia ba, 
NEH.11.13	ne ne nuanom, agyanom so atitire, ahanu aduanan mmienu. Ne Asarel ba Amasai, Ahsai ba, Mesilemot ba, Imer ba, 
NEH.11.14	ne wɔn nuanom, mmarima a wɔtumi wɔn ho: Ɔha aduonu nwɔtwe; na wɔn so hwɛfoɔ ne Hagedolim ba Sabdiel.
NEH.11.15	Lewifoɔ mu nso: Hasub ba Semaia, Asrikam ba, Hasabia ba, Buni ba 
NEH.11.16	ne Sabetai ne Yosabad, wɔdi Nyankopɔn fie anihumafoɔ so, wɔfiri Lewifoɔ atitire no mu; 
NEH.11.17	ne Mika ba Matania, Sabdi ba, Asaf ba, otitire a ɔfiri aseda dwom ase mpaebɔ mu, ne Bakbukia a ɔdi hɔ ne nuanom mu, ne Samua ba Abda, Galal ba, Yedutun ba. 
NEH.11.18	Lewifoɔ a wɔwɔ kuro kronkron no mu no nyinaa ano si ahanu aduɔwɔtwe nnan.
NEH.11.19	Na apono ano ahwɛfoɔ no: Akub, Talmon ne wɔn nuanom a wɔwɛn apono ano no: Ɔha aduɔson mmienu. 
NEH.11.20	Na Israel nkaeɛ no, asɔfoɔ no, Lewifoɔ no wɔ Yuda nkuro mu tete wɔn agyapadeɛ so. 
NEH.11.21	Na nsɔfokwaa no tenaa Ofel. Na Siha ne Gispa di nsɔfokwaa no so.
NEH.11.22	Na Lewifoɔ a na wɔte Yerusalem no so hwɛfoɔ ne Bani ba Usi, Hasabia ba, Matania ba, Mika ba, Asaf mma no mu nnwontofoɔ wɔ hɔ ma Nyankopɔn fie adwuma no. 
NEH.11.23	Na ɔhene mmara nsɛm wɔ wɔn ho, na wɔahyɛ kyɛfa bi ama nnwontofoɔ no, da biara ne ne deɛ. 
NEH.11.24	Na Mesesabel ba Petahia a ɔfiri Yuda ba Sera mma mu no hyɛ ɔhene ase ɔman no ho asɛm nyinaa mu.
NEH.11.26	ne Yesua ne Molada ne Bet-pelet, 
NEH.11.27	ne Hasar-sual ne Beer-seba ne ɛho nkurowa mu, 
NEH.11.28	 ne Siklag ne Mekona ne ɛho nkurowa mu, 
NEH.11.29	ne En-rimon, ne Sora, ne Yarmut, 
NEH.11.30	Sanoa, Adulam ne wɔn nkuraa mu, Lakis ne ɛho mfofowa so, Aseka ne ɛho nkurowa mu, na wɔtenatenaa firi Beer-seba kɔsii Hinom bonhwa mu. 
NEH.11.31	 Na Benyamin mma a wɔfiri Geba no tenaa Mikmas ne Aia ne Betel ne ɛho nkurowa mu, 
NEH.11.32	Anatot, Nob, Anania, 
NEH.11.33	Hasor, Rama, Gitaim, 
NEH.11.34	Hadid, Seboim, Nebalat, 
NEH.11.35	Lod ne Ono, adwumfoɔ tenaa bonhwa mu. 
NEH.11.36	Na Lewifoɔ no mu nkyekyɛmu a wɔyɛ Yuda deɛ no bi fraa Benyamin mu.
NEH.12.2	Amaria, Maluk, Hatus, 
NEH.12.3	Sekania, Rehum, Meremot, 
NEH.12.4	 Ido, Ginetoi, Abia, 
NEH.12.5	Miamin, Maadia, Bilga, 
NEH.12.6	Semaia, Yoiarib, Yedaia, 
NEH.12.7	Salu, Amok, Hilkia, Yedaia. Yeinom ne asɔfoɔ no ne wɔn nuanom atitire, Yesua berɛ so.
NEH.12.9	na Bakbukia ne Uno, wɔn nuanom, di wɔn ntentensoɔ, ɔwɛn no mu. 
NEH.12.10	 Na Yesua woo Yoiakim, na Yoiakim woo Eliasib, na Eliasib woo Yoiada, 
NEH.12.11	na Yoiada woo Yonatan, na Yonatan woo Yadua.
NEH.12.12	Na Yoiakim berɛ so no, na asɔfoɔ no agyanom atitire nie: Seraia fam, Meraia; Yeremia deɛ: Hanania; 
NEH.12.13	Esra deɛ: Mesulam; Amaria deɛ: Yehohanan; 
NEH.12.14	Maluki deɛ: Yonatan; Sebania deɛ: Yosef; 
NEH.12.15	Harim deɛ: Adna; Meraiot deɛ: Helkai; 
NEH.12.16	Ido deɛ: Sakaria; Gineton deɛ: Mesulam; 
NEH.12.17	Abia deɛ: Sikri; Miniamin deɛ, Moadia deɛ: Piltai; 
NEH.12.18	Bilga deɛ: Samua; Semaia deɛ: Yehonatan; 
NEH.12.19	Yoiarib deɛ: Matenai; Yedaia deɛ: Usi; 
NEH.12.20	Salai deɛ: Kalai; Amok deɛ: Eber; 
NEH.12.21	Hilkia deɛ: Hasabia: Yedaia deɛ: Natanel.
NEH.12.23	Lewi mma, agyanom atitire no, wɔatwerɛ no berɛsosɛm nwoma no mu de abɛsi Eliasib ba Yohanan berɛ so. 
NEH.12.24	 Na Lewifoɔ mu atitire: Hasabia, Serebia ne Kadmiel ba Yesua, ne wɔn nuanom a wɔdi wɔn ntentensoɔ no yi ayɛ da ase sɛdeɛ Nyankopɔn nipa Dawid hyɛeɛ no, awɛmfoɔ kuo ne kuo: 
NEH.12.25	 Matania, Bakbukia, Obadia; Mesulam, Talmon, Akub a wɔwɛn apono ano ahwɛfoɔ wɛn, apono anoboadan no mu. 
NEH.12.26	 Yeinom wɔ Yosadak ba Yesua ba Yoiakim berɛ so ne Amrado Nehemia ne Ɔsɔfoɔ Esra, ɔtwerɛfoɔ no berɛ so.
NEH.12.27	Na wɔrebɛdwira Yerusalem fasuo no, wɔhwehwɛɛ Lewifoɔ no firi wɔn tenabea nyinaa, sɛ wɔde wɔn reba Yerusalem, na wɔde aseda ne nnwom, nnawuro, mmɛnta ne asankuten adi odwiratwa no anigyeɛ mu. 
NEH.12.28	Na nnwontofoɔ mma no boaa wɔn ho ano hyiae firi Yerusalem ho kanko no mu ne Netofafoɔ nkuraase, 
NEH.12.29	ne Bet-gilgal ne Geba mfofowa so ne Asmawet, ɛfiri sɛ na nnwontofoɔ no abobɔ nkuraa de atwa Yerusalem ho ahyia. 
NEH.12.30	Na asɔfoɔ ne Lewifoɔ no dwiraa wɔn ho, na wɔdwiraa ɔman ne kuro apono ne afasuo no.
NEH.12.32	na Hosaia ne Yuda mmapɔmma fa dii wɔn akyi kɔe 
NEH.12.33	ne Asaria, Esra ne Mesulam, 
NEH.12.34	Yuda ne Benyamin ne Semaia ne Yeremia, 
NEH.12.35	ne asɔfoɔ mma no mu binom a wɔkurakura ntotorobɛnto, Yonatan ba Sakaria, Semaia ba, Matania ba, Mikaia ba, Sakur ba, Asaf ba, 
NEH.12.36	ne ne nuanom, Semaia ne Asarel, Milalai, Gilalai, Maai, Natanel ne Yuda, Hanani, wɔkurakura Nyankopɔn nipa Dawid nsankuo no, na Ɔtwerɛfoɔ Esra di wɔn anim. 
NEH.12.37	 Na nsuo Aniwa Pono no so ne wɔn ntentensoɔ no wɔforoo Dawid kuro aforoeɛ no, ɔfasuo no aforoeɛ no so, Dawid fie no atifi de kɔsii Nsuo Pono no ano apueeɛ.
NEH.12.39	de kɔfaa Efraim Pono ne Ɛpono Dada ne Mpataa Pono ne Hananel Abantenten ne Ɔha Abantenten no so de kɔsii Nnwan Pono no ano, na wɔkɔgyinaa Nneduadan Pono no ano. 
NEH.12.40	Ɛnna aseda asafokuo mmienu no kɔgyinaa Nyankopɔn fie, me ne mmapɔmma no fa a wɔka me ho, 
NEH.12.41	ne asɔfoɔ no: Eliakim, Maaseia, Miniamin, Mikaia, Elioenai, Sakaria, Hanania a wɔkurakura ntotorobɛnto; 
NEH.12.42	ne Maaseia, Semaia, Eleasa, Usi, Yehohanan, Malkia, Elam ne Eser; na nnwontofoɔ no memaa wɔn nne so, na Yisrahia ne wɔn so kannifoɔ. 
NEH.12.43	Na wɔbobɔɔ afɔdeɛ akɛseɛ da no, na wɔn ani gyee, ɛfiri sɛ Onyankopɔn de anigyeɛ kɛseɛ agye wɔn ani; na mmaa ne mmɔfra nso ani gyee, na wɔtee Yerusalem anigyeɛ no nka akyirikyiri.
NEH.12.45	Na wɔyɛɛ wɔn Nyankopɔn som adwuma ne ahodwira ho som adwuma sɛ nnwontofoɔ ne apono ano ahwɛfoɔ no nso, sɛdeɛ Dawid ne ne ba Salomo hyɛeɛ no. 
NEH.12.46	 Na tete no, Dawid berɛ so no, na Asaf ne nnwontofoɔ ne Nyankopɔn ayeyie ne aseda so otitire. 
NEH.12.47	 Na Serubabel ne Nehemia berɛ so no, Israel nyinaa memaa nnwontofoɔ ne apono ano ahwɛfoɔ no kyɛfa, da biara ne ne deɛ, na wɔde akronkronneɛ maa Lewifoɔ, na Lewifoɔ no nso de akronkronneɛ maa Aaron mma.
NEH.13.2	 ɛfiri sɛ wɔamfa aduane ne nsuo ammɛhyia Israelfoɔ, na mmom wɔkɔbɔɔ Bileam paa tiaa wɔn sɛ ɔmmɛdome wɔn; nanso yɛn Nyankopɔn danee nnome no nhyira. 
NEH.13.3	Na ɛbaa sɛ wɔtee mmara no, wɔyiyii amamfrafoɔ nyinaa firii Israel.
NEH.13.4	Na yei nnya mmaeɛ no, na Ɔsɔfoɔ Eliasib a wɔde no sii yɛn Nyankopɔn fie mpia soɔ, a ɔyɛ Tobia busuani no 
NEH.13.5	asiesie pia kɛseɛ bi ama no, deɛ akane no na wɔde aduane ayɛyɛdeɛ ne ohwamfufuo ne nnwinneɛ ne ayuo ntotosoɔ du du ne nsa ne ngo a wɔahyɛ sɛ wɔmfa mma Lewifoɔ ne nnwontofoɔ ne apono ano ahwɛfoɔ no, ɛne asɔfoɔ no mmasoɔ afɔrebɔdeɛ no sie no. 
NEH.13.6	Na yei nyinaa mu no na menni Yerusalem, na Babelhene Artasasta afe a ɛtɔ so aduasa mmienu soɔ no, mekɔɔ ɔhene no nkyɛn. Na nna bi akyiri no, mebisaa ɔhene hɔ kwan, 
NEH.13.7	na mebaa Yerusalem; na mebɛhunuu bɔne a Eliasib yɛeɛ wɔ Tobia ho, sɛ wasiesie pia ama no Nyankopɔn fie abannwa soɔ no. 
NEH.13.8	Na me bo fuu kɛse, na meyiyii Tobia fie nnoɔma no nyinaa firii pia no mu gui, 
NEH.13.9	na mekaa sɛ wɔnnwira mpia no mu, na mede Nyankopɔn fie nnoɔma no mesane mebaa hɔ bio, aduane ayɛyɛdeɛ ne ohwamfufuo no.
NEH.13.10	Na mehunuu sɛ Lewifoɔ kyɛfa no, wɔamfa amma wɔn, enti wɔadwanedwane kɔ wɔn mfuo mu, Lewifoɔ ne nnwontofoɔ a wɔyɛ adwuma no. 
NEH.13.11	 Na me ne mmapɔmma no hamee, na mese: Adɛn nti na wɔagya Nyankopɔn fie yi? Na meboaboaa wɔn ano mede wɔn sisii wɔn diberɛ. 
NEH.13.12	 Na Yuda nyinaa de ayuo ne nsa ne ngo ntotosoɔ du du ba bɛguu akoradeɛ no mu. 
NEH.13.13	Na mesisii akoradeɛ no so ahwɛfoɔ: Ɔsɔfoɔ Selemia, Ɔtwerɛfoɔ Sadok ne Pedaia a ɔfiri Lewifoɔ no mu no; na na wɔn ase na Sakur ba Matania ba Hanan hyɛ, ɛfiri sɛ na wɔbu wɔn nokwafoɔ, na wɔn na na wɔkyekyɛ nnoɔma no ma wɔn nuanom no. 
NEH.13.14	 Me Nyankopɔn, kae me yei ho, na mpepa m’adɔeɛ a mayɛ mama me Nyankopɔn fie ne ne som adwuma no.
NEH.13.16	Na Tirofoɔ bi a wɔte kurom hɔ nso de mpataa ne adetɔnneɛ ahodoɔ nyinaa ba, na wɔbɛtɔn no home da ma Yuda mma ne Yerusalemfoɔ. 
NEH.13.17	Ɛnna me ne Yuda mmapɔmma no hameeɛ, na mesee wɔn sɛ: Asɛmmɔne bɛn na moredie de kum homeda ho yi? 
NEH.13.18	Ɛnyɛ saa na mo agyanom yɛeɛ, na yɛn Nyankopɔn de bɔne yi nyinaa baa yɛn ne kuro yi soɔ no? Na mo nso mode bi reka Israel so abufuo no ho, sɛ morekum home da ho yi.
NEH.13.19	Na ansa na homeda reduro no, esum refiri aseɛ aduru Yerusalem apono mu no, mehyɛɛ sɛ wɔntoto apono no mu, na mekaa sɛ wɔnnhini gye sɛ homeda no atwam ansa; na meyii m’asomfoɔ no mu binom gyinagyinaa apono no ano, na adesoa bi amma mu homeda. 
NEH.13.20	Na adwadifoɔ ne adetɔnfoɔ ahodoɔ no tɔnfoɔ no soɛsoɛɛ Yerusalem apono no akyi prɛko ne mprenu. 
NEH.13.21	Ɛnna mebɔɔ wɔn kɔkɔ ka kyerɛɛ wɔn sɛ: Adɛn nti na moasoɛsoɛ, deda ɔfasuo no akyire? Sɛ moyɛ saa bio a, mɛkye mo. Ɛfiri saa berɛ no, wɔamma homeda bio. 
NEH.13.22	 Na mesee Lewifoɔ no sɛ wɔnnwira wɔn ho na wɔmmra mmɛhwɛ apono no ano, na wɔnyɛ home da no kronkron. Yei ho nso kae me, me Nyankopɔn, na kora me sɛdeɛ w’adɔeɛ bebree no teɛ.
NEH.13.23	Nna no mu nso mehunuu Yudafoɔ a wɔawareware Asdod mmaa ne Amon mmaa ne Moab mmaa. 
NEH.13.24	Na wɔn mma ka Asdod kasa fa-ne-fa, na Yuda kasa deɛ, wɔntumi nka, na aman no mu bi deɛ na wɔka. 
NEH.13.25	 Na me ne wɔn hamee, na medomee wɔn, na mebobɔɔ mmarima no mu binom, na metutuu wɔn nwi, na mede Nyankopɔn ntam gyee wɔn sɛ: Sɛ mode mo mmammaa ma wɔn mmammarima, na mogye wɔn mmammaa mema mo mma awadeɛ anaasɛ mo ankasa moware wɔn a. 
NEH.13.26	 Ɛnyɛ yeinom ho na Israelhene Salomo yɛɛ bɔne? Nanso amanaman nyinaa mu hene biara nni hɔ a ɔte sɛ ɔno, na onipa a Onyankopɔn dɔ no ne no, na Onyankopɔn de no sii Israel nyinaa so hene, ɔno mpo, mmaa ananafoɔ na wɔmaa no yɛɛ bɔne. 
NEH.13.27	Na mo deɛ, yɛntie mo sɛ yɛbɛyɛ bɔne kɛseɛ yi nyinaa na yɛafom yɛn Nyankopɔn na yɛaware mmaa ananafoɔ?
NEH.13.29	Kae wɔn, me Nyankopɔn, sɛ wɔagu asɔfodie ho ne asɔfodie ho mmara, ne asɔfodie ne Lewifoɔ apam no ho fi.
NEH.13.30	Na medwiraa wɔn ho firii amanaman nnoɔma nyinaa ho, na mehyehyɛɛ asɔfoɔ ne Lewifoɔ no asɛdeɛ, sɛdeɛ obiara adwuma teɛ. 
NEH.13.31	 Mehyehyɛɛ berɛ a ɛsɛ sɛ wɔde nnyina afɔrebɔ ne berɛ a wɔde nnuabakan deɛ ba. O me Nyankopɔn, kae me ma ɛnsi me yie.
EST.1.1	Na Akas-weros berɛ so, — Akas-weros a na ɔdi hene firi India de kɔsi Etiopia, amantam ahodoɔ ɔha aduonu nson so, — 
EST.1.2	ɛberɛ a na Ɔhene Akas-weros te n’ahennwa a ɛwɔ Susa abankɛseɛ mu no soɔ, 
EST.1.3	n’ahennie afe a ɛtɔ so mmiɛnsa mu no, ɔtoo ne mmapɔmma nyinaa, ne ne nkoa pono a Persia ne Media dɔm so atumfoɔ ne mmakoma ne amantam no so asafohene no ka ho. 
EST.1.4	Ɛno mu na ɔyii n’ahennie animuonyam dodoɔ, ne ne kɛseyɛ hran, ne ne fɛ no kyerɛeɛ nna pii, nnafua ɔha aduɔwɔtwe.
EST.1.5	Na nna yi wiee duro no, ɔhene no too nkurɔfoɔ a wɔwɔ Susa abankɛseɛ no mu nyinaa pono firi akɛseɛ so kɔsii nkumaa so nnanson, wɔ ahemfie turom abannwa so, 
EST.1.6	nwera ne bibitoma sensɛne hɔ, wɔde nhoma fufuo ne deɛ ɛberedum asosɔ mu akyekyere dwetɛ nkaa mu, abofufuo adum ho; sika ne dwetɛ mpa wowɔ abohemmaa ne abohyɛn ne abobire ne dame nsesɛeɛ so. 
EST.1.7	Na wɔhyehyɛɛ nsa sika nkuruwa mu, na nkuruwa no nso gu ahodoɔ, na ɔhene nsa no dɔɔso, sɛdeɛ ɛwɔ ɔhene no nsam. 
EST.1.8	Na nsa no nom nso wɔyɛɛ no sɛdeɛ mmara no teɛ; wɔanhyɛ obiara; na saa na na ɔhene no ahyɛ ne fie so mpanimfoɔ nyinaa, sɛ onipa biara nyɛ sɛdeɛ ɔpɛ. 
EST.1.9	Ɔhemmaa Wasti nso too mmaa pono wɔ Ɔhene Akas-weros ahemfie.
EST.1.10	Da a ɛtɔ so nson a nsa ama ɔhene ani agyeɛ no, ɔka kyerɛɛ Mehuman, Bista, Harbona, Bigta, Abagta, Setar ne Karkas, mpiafoɔ baason no a wɔsom Ɔhene Akas-weros anim no, 
EST.1.11	sɛ wɔnkɔfa Ɔhemmaa Wasti mmra ɔhene anim, ahennie abotire no mu, na ɔmma aman no ne mmapɔmma no nhunu n’ahoɔfɛ, ɛfiri sɛ ne ho yɛ fɛ. 
EST.1.12	Nanso Ɔhemmaa Wasti amma sɛdeɛ ɔhene somaa mpiafoɔ maa wɔbɛhyɛɛ no no. Ɛnna ɔhene no bo fuu pii, na n’abufuo dɛree wɔ ne mu.
EST.1.14	na wɔn a wɔbɛn no ne Karsena, Setar, Admata, Tarsis, Meres, Marsena, Memukan, Persia ne Media mmapɔmma baason a wɔhunu ɔhene anim ne ahennie no mu atitire no,) 
EST.1.15	sɛ: Ɛdeɛn na mmara no ka sɛ wɔnyɛ Ɔhemmaa Wasti, sɛ wanni Ɔhene Akas-weros asɛm a mpiafoɔ no kɔka kyerɛɛ no soɔ no? 
EST.1.16	Na Memukan kaa no ɔhene ne mmapɔmma no anim sɛ: Ɛnyɛ ɔhene nko ara na Ɔhemmaa Wasti afom no, na wafom mmapɔmma nyinaa ne amanaman a wɔwɔ Ɔhene Akas-weros nsase nyinaa soɔ no nyinaa nso. 
EST.1.17	Na wɔbɛka ɔhemmaa no asɛm no akyerɛ mmaa nyinaa, na wɔbɛbu wɔn kununom animtia aka sɛ: Ɔhene Akas-weros kaa sɛ wɔmma Ɔhemmaa Wasti mmra n’anim, na wamma. 
EST.1.18	Na ɛnnɛ da yi Persia ne Media mmaa adehyeɛ a wɔate ɔhemmaa no asɛm no bɛkeka akyerɛ ɔhene asafohene nyinaa, na animtiabuo ne abohuro bɛdɔɔso. 
