GEN.1.1	Aum Aunfank muak Gott Himmel un Ieed. 
JER.32.24	Nu haft de Fient Ieed jäajen de Stautswaunt oppjeschett toom de Staut ennämen. Un dee woaren en de Chaldäa, dee an beloagat haben, äare Macht faulen, un unja daut Schwieet un de Hungaschnoot un Krankheiten omkomen. Du kaust nu seenen, daut es aula krakjt soo jeworden, aus du selfst sätst. 
JER.32.25	Oba du, Gott de 
JER.32.26	Un Jeremia kjrieech dise Norecht von däm 
JER.32.27	Horch emol, ekj, de 
JER.32.28	Lot junt daut vom 
JER.32.29	De Chaldäa, dee dise Staut aunjriepen, woaren enne Staut nenn komen, un dee aunstekjen. See woaren de Hiesa vebrennen, wua see mie enjeoajat haben met oppem Dak fa Baal Ruakopfa opfren, un fa aundre Jetta Drinkjopfa moaken. 
JER.32.30	De Lied en Israel un Juda haben von kjlien opp bloos emma beeset jedonen. De Israeliten haben mie sea jestieet, met daut waut see sikj selfst muaken, sajcht de 
JER.32.31	Von don aus dise Staut jebut wort, bat däm vondoagschen Dach, es dise Staut mie soo jäajenaun jewast, un haft mie soo veläajen jemoakt, daut ekj dee nu von ver mie oppriemen woa, 
JER.32.32	wäajen aul daut beese, waut Israel un Juda doa jedonen haben, om mienen Oaja to hoaken. De Kjennichs, de Rejierungsmana, de Priesta un Profeeten, un dee waut en Juda un Jerusalem wonen, 
JER.32.33	haben dän Rigjen no mie jedreit un nich äa Jesecht. Un wan ekj an doch emma wada belieet hab, haben see nich no daut jehorcht, waut ekj an säd. 
JER.32.34	Un dan noch doatoo, haben see dän Tempel, dee miena heet, orrein jemoakt. See haben doa äare oppscheiselje Jetta oppjestalt. 
JER.32.35	See haben de huage Opfastäden toom Baal aunbäden en daut Ben Hinnom Tol oppjestalt, un haben äare Säns un Dajchta doa fa Moloch jeopfat. Met dit muaken see Juda sindjen. Ekj hab nienich velangt, daut see soon oppscheiseljet doonen sullen, un soont es mie nienich biejefollen. 
JER.32.36	To de Menschen von dise Staut, äwa dee jesajcht woat, daut see unja dän babelonischen Kjennich siene Macht, daut Schwieet, Hungaschnoot un Krankheiten lieden woaren, to dee sajcht de 
JER.32.37	Dise Menschen woa ekj trigj toopsaumlen von en aul de Lenda, wua ekj dee en mienen Oaja un Wutt un groote Veläajenheit vestreit hab. Ekj woa dee wada no dise Städ brinjen, daut see doa jetroost wonen kjennen. 
JER.32.38	See woaren mien Volkj sennen, un ekj woa äa Gott sennen. 
JER.32.39	Un ekj woa an eene Jesennunk un een Ziel jäwen, soo daut see mie läweslank en Iea hoolen. Un daut woat an un äare Kjinja toom Säajen sennen. 
JER.32.40	Un ekj woa eenen Bunt met an moaken, dee opp emma goot es, un daut es daut ekj an woa goodet tookomen loten, un woa nich opphieren doamet, un ekj woa an Forcht em Hoat jäwen, soo daut see nich von mie wajchdreien. 
JER.32.41	Daut woat mie eene Freid sennen, an goodet tookomen loten, un ekj woa, met mien gaunzet Hoat un gaunze Seel, an goot en dit Launt enwartlen. 
JER.32.42	Lot junt dit von däm 
JER.32.43	Dan woaren wada Aka jekoft woaren en dit Launt, von woont jesajcht woat, daut et eene ladje Wiltnis es, wua kjeen Mensch ooda Tia läft, un woont en de Chaldäa äare Macht jejäft es. 
JER.32.44	De Lied woaren Jelt jäwen fa Flekja, un see woaren eenen Vetrach moaken un dän met een Stampel un Zeijen volstendich foadich moaken. Soo woaren see en daut Launt Benjamin doonen, un rom Jerusalem un en de Städa en Juda, de Städa en de läaje Boaj em Wasten, un de Städa en daut Launt nom Sieden. Soo woa ekj an daut wada loten bäta gonen, sajcht de 
JER.33.1	En dee Tiet aus Jeremia opp däm Hoff von de Wajchta faustjehoolen wia, kjrieech hee een tweedet mol een Wuat vom 
JER.33.2	Dit es waut de 
JER.33.2	dee daut plont, moakt un toschekj brinjt;
JER.33.2	dit sajcht dee, däm sien Nomen 
JER.33.3	Froag mie, daut ekj die sajen kaun.
JER.33.3	Ekj woa die groosoatjet un veschlotnet openboaren,
JER.33.3	waut du noch nienich vestonen hast.
JER.33.4	Dit es waut de 
JER.33.5	Ekj woa de Chaldäa loten dise Hiesa met Doodes oppfellen, von Menschen dee ekj en mienen Oaja un miene Veläajenheit ombrinj. Ekj hab mien Jesecht von dise Staut wajchjedreit, wäajen aul de Sind, dee doa jedonen wort. 
JER.33.6	Horcht emol. Ekj woa dise Städ loten bäta woaren, un woa dee jesunt moaken; ekj woa an stoakj moaken, un moaken daut see goot auf sent un opp lange Tiet Fräd haben. 
JER.33.7	Ekj woa Juda un Israel daut wada loten bäta gonen un an oppbuen aus ieeschtemma. 
JER.33.8	Ekj woa aul de Sinden, dee see jäajen mie jedonen haben, wajchnämen, un woa an aul äare Sinden, dee see jäajen mie jedonen haben, un en dee see mie sent jäajenaun jewast, vejäwen. 
JER.33.9	Un aule Velkja oppe Ieed woaren mie met Freid ieren un preisen un Aunerkjanunk jäwen, wan see hieren, waut ekj fa dise Staut doo. Dee woaren sikj en Forcht wundren un woaren flautren un staunen, äwa aul daut goode un aul dän Erfolch dän ekj an jäw.
JER.33.10	Dit es waut de 
JER.33.11	doa woaren see met scheengonen sinjen. De Briegaum un de Brut woaren sikj doa vemulen, un doa woaren see, wan see daut Dankopfa en däm 
JER.33.11	“Dankt däm 
JER.33.11	hee es ons jenstich un truhoatich leeftolich.”
JER.33.11	Ekj woa daut Launt, daut wada loten bäta gonen, soo daut et wada soo es aus ieescht emma, sajcht de 
JER.33.12	Dit es waut de 
JER.33.13	En de Städa oppe Boaj, un en de läaje Boaj em Wasten, un en de Städa en daut Launt em Sieden, un en daut Launt Benjamin, un de Städa rom Jerusalem un de Städa en Juda, woaren noch wada Häaden jetalt woaren, wan see nenkomen, sajcht de 
JER.33.14	Horcht, de 
JER.33.15	Aun dän Dach un to dee Tiet woa ekj von David eenen jerajchta Aust loten oppgonen. Dee woat een rajchtet Jerecht em Launt utfieren. 
JER.33.16	Wan dee Tiet kjemt, woat Juda jeholpen woaren, un Jerusalem woat onjestieet sennen. Un daut woat äwa an jesajcht woaren: “De 
JER.33.17	De 
JER.33.18	un daut saul niemols väakomen daut doa nich levitische Priesta sent, toom daut däachliche Brauntopfa un Speisopfa ver mie to moaken. 
JER.33.19	Un de 
JER.33.20	De 
JER.33.21	Un krakjt soo hab ekj eenen Bunt met David, dee mie deend, daut doa emma wudd eena von siene Nokomen opp sienen Troon rejieren, un met de levitische Priesta, daut see mie deenen. Un dän woa jie uk nich oppleesen. 
JER.33.22	Krakjt soo, aus doa soo väl Stierns aum Himmel sent, un soo väl Saunt aum Mäa es, daut dee nich to talen sent, soo woa ekj mien Deena David siene Nokomen un de levitische Priesta soo väl moaken, daut dee nich to talen sent. 
JER.33.23	De 
JER.33.24	Best du enjeworden, daut de Velkja sajen, daut de 
JER.33.25	Dit es waut de 
JER.33.26	woa ekj mienen Bunt met Jakob siene Famielje un met David, dee mie deend, nich veschmieten. Doa woat emma eena von David siene Nokomen, daut väaschte stonen, äwa dee waut Abraham, Isaak un Jakob äare Nokomen sent. Ekj woa an daut wada loten bäta gonen, un woa Metleet met an haben.
JER.34.1	De babelonischa Kjennich Nebukadnezar haud eene Armee von Mana ut aule Lenda oppe Ieed, un aule Velkja, dee hee en siene Macht haud. Un aus hee met dee rom Jerusalem, un de Städa doarom, jeloagat wia, kjrieech Jeremia dise Norecht vom 
JER.34.2	Jeremia sull em Nomen von däm 
JER.34.3	Un du selfst, woascht nich von siene Macht wajchkomen. Du woascht faustjenomen woaren un ver am to stonen komen. Du woascht am met diene ieejne Uagen to seenen kjrieen, un woascht selfst met am räden. Un dan woascht du no Babel jenomen woaren. 
JER.34.4	Oba horch waut de 
JER.34.5	Du woascht frädlich stoawen. Un see woaren een Fia aunstekjen un äwa dien Doot hielen un sajen: “Ons Kjennich es jestorwen”, krakjt soo aus see ieeschtemma fa dee Kjennichs deeden, dee ver diene Tiet läwden. Ekj jäw mien Wuat, daut dit soo woaren woat, sajcht de 
JER.34.6	Un de Profeet Jeremia säd däm Kjennich Zedekia aul dit en Jerusalem, 
JER.34.7	aus däm babelonischen Kjennich siene Armee jäajen Lachisch un Aseka un Jerusalem kjamfen deed. Daut wieren de Städa met huage Mieren, waut noch en Juda äwajebläwen wieren.
JER.34.8	Een aundret mol kjrieech Jeremia eene Norecht von däm 
JER.34.9	äare Sklowen, Mana uk Frues, dee Hebräa wieren, frieloten. Kjeene Menschen von Juda sullen eenen aundren Mensch, dee von sien ieejnet Volkj kjeem, aus Sklow hoolen. 
JER.34.10	Un aule Rejierungsmana un de aundre vespruaken en dän Bunt, daut see äare Sklowen, beides de Mana un de Frues, frie loten wudden un nich mea aus Sklowen brucken. Un see leeten dee friegonen. 
JER.34.11	Oba lota, hilden see daut Vespräakjen nich, un velangden daut de Mana un Frues, woone see friejeloten hauden, wada sullen aus äare Sklowen deenen.
JER.34.12	Dan kjrieech Jeremia dise Norecht vom 
JER.34.13	Dit es waut de 
JER.34.14	En daut säwende Joa saul een jiedra, dee een Hebräa jekoft haft, däm frieloten. Wan dee sas Joa jedeent haft, sell jie am frieloten. Oba june Elren horchten nich no mie un deeden nich waut ekj säd. 
JER.34.15	Jie bekjanden nu, un deeden waut ekj aus rajcht sach, un säden to june Metmenschen see sullen friejeloten woaren. Un jie muaken eenen Bunt en daut Hus daut mient heet, daut jie daut doonen wudden. 
JER.34.16	Oba nu hab jie daut nich jehoolen, un haben eene Schaund opp mienen Nomen jebrocht. Een jiedra velangt wada, daut siene Sklowen sullen trigjkomen. Dee Mana un Frues, dee hee friejeloten haud, daut see doahan gonen kunnen wua see wullen, sullen an wada aus Sklowen deenen.
JER.34.17	Un doatoo sajcht de 
JER.34.18	Un met dee Menschen, dee mienen Bunt veachten, dee waut daut nich hilden, waut see ver mie vespruaken, woa ekj soo doonen, aus met daut Kaulf, woont see en twee Stekja schneeden un doa tweschen derch jinjen. 
JER.34.19	De Rejierungsmana von Juda un von Jerusalem, de aunjestalde, de Priesta, un daut gaunze Volkj von jun Launt, waut tweschen dee twee halften von daut Kaulf derchjinjen, 
JER.34.20	woa ekj en de Fiend, dee an nom Läwen stonen, äare Macht komen loten. Un äare Doodes woaren von de Väajel enne Loft un de Tieren oppe Stap vefräten woaren. 
JER.34.21	Un Zedekia, de Kjennich von Juda un siene Rejierungsmana woa ekj en äare Fiend, dee an nom Läwen stonen, äare Macht jäwen. Un ekj woa an en de Macht von de Armee von däm Kjennich von Babel jäwen, dee sikj nu von junt trigjetrocken haft. 
JER.34.22	Horcht mau. Ekj velang daut von an, sajcht de 
JER.35.1	En dee Tiet aus Jojakim, Josia sien Sän, Kjennich en Juda wia, kjrieech Jeremia dise Norecht vom 
JER.35.2	Go emol no de Rechabita un saj an, see sellen met die nom Tempel komen. Nemm an en eene von de Stowen aun de Butawaunt vom Tempel un beed dee doa Wien aun to drinkjen. 
JER.35.3	Un ekj jinkj un brocht Jaasanja, un siene Breeda un äare Säns un aul de Rechabita nom Tempel. Jaasanja wia Jirmeja sien Sän, un Habazinja sien Grootsän. 
JER.35.4	Un oppem Tempelhoff fieed ekj an no de Stow, woone Hanan siene Säns jehieed. Hanan wia Jigdalja, de Gottesmaun, sien Sän, un de Stow wia biesied de Volkjsleidasch äare Stow, un bowa Maaseja siene Stow. Maaseja wia Schalum sien Sän, un wia de Wajchta fa de Tempelpuaten. 
JER.35.5	Un ekj stald de Rechabita waut Kuffels väa un uk Krucken voll Wien, un säd see sullen Wien drinkjen.
JER.35.6	Oba see neemen dän nich. See säden: Wie drinkjen kjeen Wien. Jonadab, Rechab sien Sän, haft ons jesajcht: Jie un june Nokomen sellen nienich Wien drinkjen, 
JER.35.7	jie sellen junt nich Hiesa buen, jie sellen kjeen Sot seien, un jie sellen kjeenen Wiengoaden aunplaunten ooda ieejnen. Jie sellen jun gaunzet Läwen en Zelten wonen, daut jie lang en daut Launt läwen kjennen wua jie romwaundren. 
JER.35.8	Wie hoolen ons en aules, aun daut waut ons Voda Jonadab, Rechab sien Sän jesajcht haft. Un doawäajen drinkj wie niemols en ons Läwen Wien, nich wie un uk nich onse Frues ooda Kjinja. 
JER.35.9	Wie buen nich Hiesa toom doabennen wonen, un haben kjeene Wiengoades ooda Flekja ooda Sot. 
JER.35.10	Wie wonen en Zelten, un doonen aules soo aus ons Staumvoda Jonadab ons daut väajesajcht haft. 
JER.35.11	Bloos aus de babelonischa Kjennich, Nebukadnezar, met siene Armee met Mana von Chaldäa un Aram, aunfunk dit Launt entonämen, säd wie ons, wie wudden no Jerusalem trakjen. Daut es woo wie nu en Jerusalem wonen.
JER.35.12	Un dan kjrieech Jeremia dise Norecht vom 
JER.35.13	Dit es waut de 
JER.35.14	Lang trigj säd Jonadab, Rechab sien Sän, daut en siene Famielje sull kjeena Wien drinkjen, un see hoolen sikj aun daut bat oppem vondoagschen Dach, un drinkjen kjeen Wien. Oba ekj hab junt emma wada sajen loten, un jie horchen nich no mie. 
JER.35.15	Ekj hab junt emma wada aul dee Profeeten, dee mie deenen, jeschekjt, daut dee junt säden, jie sullen omwenjen von dän beesen Wajch, dän jie läwen. Jie sullen bäta läwen un nich de aundre Jetta hinjaraun gonen un dee deenen, soo daut jie lang en daut Launt läwen bliewen kunnen, woont ekj junt un june Vodasch jejäft hab. Oba jie wullen doa nich no horchen un haben nich jedonen waut ekj säd. 
JER.35.16	De Rechabita haben no Jonadab, Rechab sien Sän, jehorcht un siene Jebooten jehoolen, dee hee an jeef, oba jie haben mie nich jehorcht.
JER.35.17	Un doawäajen, sajcht de 
JER.35.18	Oba to de Rechabita säd Jeremia: Dit es waut de 
JER.35.19	doawäajen vesprakjt de 
JER.36.1	En daut vieede Joa daut Jojakim, Josia sien Sän, Kjennich en Juda wia, kjrieech Jeremia dise Norecht vom 
JER.36.2	Nemm eene Schreftroll un schriew aul daut opp waut ekj to die äwa Israel un Juda un aul de Velkja jesajcht hab. Schriew aules dol, von don aus ekj emol aunfunk to die to räden, aus Josia noch Kjennich wia, bat vondoag. 
JER.36.3	Veleicht woaren de Lied en Juda sikj omkjieren wan see von aul dän Schoden hieren, dän ekj em Senn hab jäajen an to brucken. Veleicht woaren see dan aula, een jiedra von sienen beesen Wajch dreien, daut ekj an äare Schult un äare Sind vejäwen kaun. 
JER.36.4	Dan roopt Jeremia Baruch, Nerija sien Sän, un dee schreef aul de Wieed, woone de 
JER.36.5	Un Jeremia säd to Baruch: Wiels mie daut aufjesajcht es, em Tempel nentogonen, 
JER.36.6	well ekj haben, daut du saust aun eenen Faustdach em Tempel gonen un doa väaläsen, waut de 
JER.36.7	Veleicht woat de 
JER.36.8	Un Baruch, Nerija sien Sän, jinkj un deed daut krakjt soo aus de Profeet Jeremia am jesajcht haud. Hee jinkj nom Tempel un laus en de Schreftroll, daut waut de 
JER.36.9	Dan enne 9. Moonat von daut 5. Joa daut Jojakim, Josia sien Sän, Kjennich en Juda wia, worden aule Menschen en Jerusalem, un dee waut von de Städa en Juda no Jerusalem kjeemen, oppjeroopt, daut see ver däm 
JER.36.10	Un Baruch jinkj nom Tempel no de Stow, dee dän Schriewa Gemarja, Schafan sien Sän, siene wia, un laus Jeremia siene Wieed doa väa. Dise Stow wia em Bowahoff, dicht bie daut niee Puat vom Tempel. 
JER.36.11	Dan aus Michaja, Gemarja sien Sän, un Schafan sien Grootsän, däm 
JER.36.12	jinkj hee rauf no däm Kjennich sien Hus, wua Elischama, de Schriewa, Delaja, Schemaja sien Sän, Elnatan, Achbor sien Sän, Gemarja, Schafan sien Sän, un Zidkija, Hananja sien Sän un aul de aundre Rejierungsmana toop wieren. 
JER.36.13	Un Michaja säd an aules waut hee jehieet haud, aus Baruch de Schreftroll haud ver daut Volkj väajeläst.
JER.36.14	Dan schekjten de Rejierungsmana Jehudi, Netanja sien Sän, dee von Schelemja un Kuschi aufstaumd, no Baruch, daut hee de Schreftroll, dee hee daut Volkj väajeläst haud, sull met brinjen un no an komen. Un Baruch neem de Schreftroll un jinkj no de Rejierungsmana. 
JER.36.15	Un dee kroagden am doltosaten un de Schreftroll väatoläsen, daut see daut hieren kunnen. Un Baruch laus an de Schreftroll väa. 
JER.36.16	Aus see aules hieeden, waut Baruch laus, kjikjten see eena dän aundren vebleft aun un säden to Baruch: Dit mott wie aula däm Kjennich sajen. 
JER.36.17	Un see fruagen Baruch, woo hee doatoo jekomen wia, daut hee dit, waut Jeremia jesajcht haud, doljeschräwen haud. 
JER.36.18	Un Baruch säd an, daut Jeremia haud am daut aula väajesajcht, un hee haud daut met Tint opp de Schreftroll jeschräwen. 
JER.36.19	Dan säden de Rejierungsmana to Baruch, daut hee un Jeremia sullen wajchgonen, wua kjeena wist wua see wieren.
JER.36.20	See läden sikj de Schreftroll en däm Schriewa Elischama siene Stow wajch, un jinjen no de Kjennichstow, un säden däm Kjennich aules, waut en de Roll wia. 
JER.36.21	Un de Kjennich schekjt Jehudi dee Schreftroll to holen. Dee hold dee von däm Schriewa Elischama siene Stow, un laus däm Kjennich dee väa. Un aul de Rejierungsmana stunden biesied däm Kjennich. 
JER.36.22	Wiels dit en de näajende Moonat wia, saut de Kjennich em Wintahus bie een opnet Hieet, wua see een Fia brennen hauden. 
JER.36.23	Oba aus Jehudi dree ooda vea Rieej von de Roll jeläst haud, neem de Kjennich een Schriewamassa un schneet daut Stekj, waut hee jeläst haud, auf, un schmeet daut em Hieet em Fia nenn. Hee deed daut emma wada bat de gaunze Roll em Fia vebrent wia. 
JER.36.24	Un kjeena wia vebleft, un kjeena, nich de Kjennich un uk nich de Leida, reeten sikj de Kjleeda twei, aus see aul dise Wieed hieeden. 
JER.36.25	Elnatan un Delaja un Gemarja hauden dän Kjennich noch jeprachat, daut hee de Schreftroll nich vebrennen sull, oba dee haud doa nich no jehorcht. 
JER.36.26	Dan schekjt de Kjennich sienen Sän, Jerachmeel, un Seraja, Asriel sien Sän, un Schelemja, Abdeel sien Sän, daut see sullen dän Schriewa Baruch un dän Profeet Jeremia gonen faustnämen. Oba de 
JER.36.27	No däm daut de Kjennich de Schreftroll met de Wieed, woone Baruch opp Jeremia sien väasajen jeschräwen haud, vebrent haud, kjrieech Jeremia dise Norecht vom 
JER.36.28	Nemm die noch eene Schreftroll un schriew aul de Wieed dol, waut opp de ieeschte Roll wieren, woone de Kjennich Jojakim vebrent haft. 
JER.36.29	Un saj, äwa Jojakim, däm Kjennich von Juda: Dit es waut de 
JER.36.30	Nu sajcht de 
JER.36.31	Ekj woa am un siene Nokomen un siene Rejierungsmana bestrofen fa waut see orrajcht jedonen haben. Un ekj woa daut beese loten opp an un opp de Lied von Jerusalem un Juda komen, von waut ekj aul ea räd, un see nich doano horchten. 
JER.36.32	Un Jeremia neem eene aundre Schreftroll, un jeef Baruch, sienen Schriewa, dee. Un Jeremia säd wada väa, un Baruch schreef aules dol, waut Jeremia am väasäd, soo aus daut opp de Schreftroll jewast wia, woone Jojakim, de Kjennich von Juda, em Fia vebrent haud, un noch välet aundret krakjt soont mea.
JER.37.1	De babelonischa Kjennich Nebukadnezar stald Zedekia, Josia sien Sän, aun aus Kjennich von Juda, enne Städ Jojachin, Jojakim sien Sän. 
JER.37.2	Oba hee un siene Rejierungsmana un daut Volkj em Launt jehorchten nich waut de 
JER.37.3	De Kjennich Zedekia schekjt Juchal, Schelemja sien Sän, un däm Priesta Zefanja, Maaseja sien Sän, no däm Profeet Jeremia, daut see am fruagen, waut de 
JER.37.4	Dit wia ea Jeremia faustjenomen un enjestopt wort, un don jinkj Jeremia noch frie em Volkj rom. 
JER.37.5	Dan schekjt emol de Kjennich von Ägipten siene Armee rut; un aus de Chaldäa, dee rom Jerusalem jeloagat wieren, doavon hieeden, trocken see sikj trigj von Jerusalem.
JER.37.6	Un Jeremia kjrieech dise Norecht von däm 
JER.37.7	Dit es waut de 
JER.37.8	un de Chaldäa woaren wada komen un rom dise Staut äa Loaga saten, un see woaren de Staut ennämen un dolbrennen. 
JER.37.9	De 
JER.37.10	Un wan jie uk de gaunze chaldäische Armee, dee jäajen junt es, dolschlonen wudden, un doa mau weinich vewunde Soldoten bleewen, wudden dee doch een jiedra en sien Zelt oppstonen, un dise Staut dolbrennen.
JER.37.11	Aus de chaldäische Armee sikj von Jerusalem trigjtrock, wäajen de Armee von däm ägiptischen Kjennich, 
JER.37.12	wull Jeremia emol ut Jerusalem rut, no daut Launt Benjamin gonen, daut hee sien Oafgoot von sien Frintschoft kjrieech. 
