GEN.1.1	Du ujuni Naşibaţi apaş baţi na mboş.
LUK.9.3	Aji na baka : « Nakţij nin ukoolan pa bayaaş, nin panduk, nin umañ, nin uko ude, nin unŧaam, nabot nawut kaya na imişa itëb. 
LUK.9.4	Katoh kaji kayeenkanle, naneej da, kaţo, te wi nakluŋ kapën da kaya. 
LUK.9.5	Dko di bayaaŋ awo baanyeenkan, nadan danaan pdëpalën ţi ihoţ yi nan woli napën ţi ubeeka mënţ, nayuujna baka kë bado buţaan. » 
LUK.9.6	Wi wi banjañan başaaŋ aya na ŋfëţ aţup 
LUK.9.7	Wi 
LUK.9.8	baloŋ kaji « 
LUK.9.9	Kë Herod aşë ji wal mënţ : « Yowan, nji ţi uleef naan ddo kë bafala bkow. Kë in aşaaŋ awo ñiinţ i nŧiinkuŋ kë baji ado iko yaŋ ? » Kë wi wi Herod aşaaŋ aduka wal mënţ ala pwin Yeŧu.
LUK.9.11	Kë wi bañaaŋ bamehaŋ me haŋ aşë ţaşa. Yeŧu ayeenk baka bnuura, aţiini na baka uko wi 
LUK.9.12	Unuur ujun pyob kë banjañan iñeen na batëb başë ñoga ajaka : « Jakan na bañaaŋ baya du ŋntanka na ŋfëţ ŋanñoguŋ ţi bahilna baka uko ude, na dko dpiinţ, dko di ŋwooŋ di daanfëţi. »
LUK.9.13	Kë Yeŧu aşë ji na baka : « nawulan baka bade bdidi'an ! »
LUK.9.13	Kë başë ŧeema aji : « Ŋkaha ipoom kañeen na ŋţëb ŋtëb. Këme ŋwo i kaya kanugar bañaaŋ biki bŧi uko ude. »
LUK.9.14	Biinţ banwooŋ da bawo uko ji iñeen week ŋyaaş iñeen kañeen (5000).
LUK.9.14	Yeŧu kë aşë ji na baţaşarul : « Nadolan baka bado kaţoona uko ji bañaaŋ iñeen kañeen (50). »
LUK.9.15	Kë bado haŋ, bañaaŋ bŧi kë baţo bnuura. 
LUK.9.16	Wi wi Yeŧu aşaaŋ ajej ipoom kañeen yuŋ na ŋţëb ŋtëb ŋuŋ, akat këş aten baţi, abeeb Naşibaţi ţi iko ide yuŋ, akitëş ya aşë wul baţaşarul aji bafah pnŧuk pi bañaaŋ. 
LUK.9.17	Bañaaŋ bŧi kë bade ayok, kë baţonkrën iko ide indukiiŋ kë iŧum kkaar iñeen na ktëb.
LUK.9.18	Yeŧu agaag unuur uloŋ na baţaşarul awo ţi pñehan Naşibaţi aşë hepar baka aji : « Bañaaŋ başal aji dwo in ba ? » 
LUK.9.19	Kë başë ŧeema aji : « Baloŋ baji iwo 
LUK.9.20	Kë Yeŧu aşë hepar baka aji : « Kë ţi an, nji dwo in ba ? »
LUK.9.20	Ŧimoŋ Piyeer ayeenk wal mënţ bţup aşë ji na a : « Iwo 
LUK.9.21	Wi wi Yeŧu aşaaŋ aşook baka aji bawut kaţup wa nin ñaaŋ.
LUK.9.22	Akak aji na baka : « 
LUK.9.23	Yeŧu aţiini wal mënţ na bañaaŋ bŧi, aji na baka : « Woli ñaaŋ aŋal kaţaşën, awo i kaţilma uleeful kakuŋa kruŧ ki nul, kadinan phaj ji nji unuur unjinţi, kabot kaţaşën udole wo ţi pkeţ. 
LUK.9.24	Ñaaŋ ankşaluŋ pbuuran ubida wi nul aluŋ kawaaŋ wa ; kë ankluŋ kawaaŋ ubida wi nul pa nji aluŋ kabuuran wa. 
LUK.9.25	Ñaaŋ ahilanle aka umundu bŧi, adolna wa we ba woli aneemandën ubida wi ŧul ? 
LUK.9.26	Woli ñaaŋ aloŋ akowari'aan, nji na ŋţup ŋi naan, nji 
LUK.9.27	Dţupan na manjoonan, baloŋ ţi banwooŋ nţa ţi baankluŋ kakeţ bë baanwin 
LUK.9.28	Ŋnuur bakreŋ ŋaya pţëp wi Yeŧu aţupnuŋ uko waŋ, kë aşë jej bi Ŧimoŋ Piyeer na 
LUK.9.29	Wi Yeŧu awooŋ ţi pñehan Naşibaţi, kë başë win kaara di nul kë daţëlşaa, imişa yi nul kë ikak afaaŧ feh. 
LUK.9.30	Biinţ batëb kë banaţ aţiini na a : 
LUK.9.31	banknuuruŋ maakan. Bawo ţi pţiiniyaan jibi Yeŧu akbaañëşi ulempul, wi akluŋ kakeţ du Yeruŧalem.
LUK.9.32	Ŧimoŋ Piyeer na baŧënţul batëb bukuŋ baŋoyënţ aronŧ, kë wal wi batenuŋ, aşë win mndëm mi Yeŧu abot awin bañaaŋ batëb banwooŋ na a.
LUK.9.33	Kë wi biinţ bakaŋ mënţan bakyaaŋ pduk Yeŧu, Ŧimoŋ Piyeer kë aşë ji na a : « Najukan, unuura ŋwo ţi dko di ! Ŋtan iloona iwajanţ, kaloŋ kawo ki nu, kaloŋ ki Moyiŧ, kandukiiŋ kawo ki 
LUK.9.34	Ahum kaţiini, kë kanfëluŋ kaloŋ kaşë mara mara abi, awun baka, baţaşar Yeŧu kë balënk maakan wi kanfëluŋ kawunuŋ baka. 
LUK.9.35	Kë pdiim ploŋ paşë pënna ţi ka aji : « I, awooŋ Abuk naan, i nji ndatuŋ. Nadoon kaŧiinka. »
LUK.9.36	Wi pdiim paŋ paŧiinkaniiŋ kë başë wina Yeŧu ţañ. Ţuŋ ŋnuur mënţan baţaşar Yeŧu bayompi, baanţup nin ñaaŋ uko wi bawinuŋ.
LUK.9.37	Wi unuur ujinţuŋ kë Yeŧu na baţaşarul bakwala pnkuŋ, kë pnŧuk pweek pi bañaaŋ paşë bi pyit na Yeŧu. 
LUK.9.38	Kë ñiinţ aloŋ aşë huuranaan du pnŧuk meeţ aji : « Naweek, dkooţu kooţ ; tenan abuk naan ! Ul aloolan ţañ i i nji nkaaŋ. 
LUK.9.39	Unŧaayi uji uneej ţi a, kadola amara mara kaŋajar, kalëŧar, kabot kayiih. Ukak aji ujon uwutana, kaduka anoor maakan wal wi ubi'i wutana. 
LUK.9.40	Dkooţ baţaşaru badook wa, kë baanhinani. »
LUK.9.41	Wi wi Yeŧu aşaaŋ aŧeema aji : « Nawo bañaaŋ bawuţaan, banwooŋ baanfiyaari ! Dwo kaţo na an te lum ba ? Dwo kado kamiiran te lum ba ? » Wi aţiiniiŋ haŋ aba aşë ji na ñiinţ : « Ţijan abuku ! »
LUK.9.42	Wi napoţ akñoguŋ Yeŧu kë unŧaayi uşë wata ţi mboş adola kë aklëŧar. Kë Yeŧu aşë bëg wa, ajebana, akakana aşin. 
LUK.9.43	Bañaaŋ bŧi kë başë ñoŋar ţi mndëm mi Naşibaţi.
LUK.9.43	Bañaaŋ bŧi bahum ñoŋar iko bŧi yi Yeŧu akdoluŋ, kë aşë ji na baţaşarul :
LUK.9.44	« Namëbaan uko wi nji kaţupanaŋ hënkuŋ bnuura : 
LUK.9.45	Kë baţaşar Yeŧu başë wo baante uţup mënţ. Uhoñ mënţ upel kame ki baka, bahilna bawo baankte wa. Kë bakak aţi phepar Yeŧu apiban baka wa.
LUK.9.46	Wi wi blaţar başaaŋ apën ţi baţaşar Yeŧu, kë baŋal kame andëmnuŋ ţi baka. 
LUK.9.47	Kë Yeŧu ammeeŋ ŋşal ŋi baka, aşë ţij napoţ aloŋ, adola kë aţo añoga 
LUK.9.48	aşë ji na baka : « Ñaaŋ anyeenkuŋ napoţ i ţi katim ki naan, ayeenkën nji ţi uleef naan, kë ñaaŋ anyeenknuŋ, akak ayeenk anyilnuŋ. Anwoonuŋ nampoţi ţi an, uŋ mënţan adëmnuŋ. »
LUK.9.50	Yeŧu kë aşë ŧeem aji : « Nakneenana : anwooŋ aampokan, awo na an. »
LUK.9.51	Wi wal wi Yeŧu awooŋ i pdeeŋana baţi uñoguŋ, kë aşë bi ţu ţu ţi pya Yeruŧalem. 
LUK.9.52	Adun ayil bañaaŋ baloŋ kë bajota kadun. Wi bakyaaŋ na bgah, aşë neej du ufëţ uloŋ du 
LUK.9.53	Bañaaŋ biki ufëţ mënţ kë başë pok pyeenk Yeŧu ţiki aŧool ŧool pya Yeruŧalem. 
LUK.9.54	Wi 
LUK.9.55	Kë Yeŧu aşë kok aŋoman na baka [aji : « Naamme uhaaş unwooŋ kaţoŋ ubida wi nan. 
LUK.9.56	Kë başë ŧool wal mënţ aya untanka umpaţi.
LUK.9.57	Wi bakyaaŋ na bgah kë ñaaŋ aloŋ aşë ji na Yeŧu : « Dko di ikyahaŋ, dţaşu da. » 
LUK.9.58	Kë Yeŧu aşë ji na a : « Ŋnfëş ŋaka ihër, kë ŋkaŧ ŋi baţi ŋaka inŧaŋ, 
LUK.9.59	Akak aji na aloŋ : « Ţaşaan. » Kë aŋ mënţan aŧeema aji : « Naweek, duni ţenën te umoyën Paapa. » 
LUK.9.60	Kë Yeŧu aji na a : « Wutan bakeţ baya bamoy bankeţuŋ biki baka ; iwi yaan ido kaţiiniyaan 
LUK.9.61	Aloŋ akak aji na a : « Ajugun, dluŋ kaţaşu, ma duni iyoonkën dya kaţup bayiţ naan. » 
LUK.9.62	Kë Yeŧu aşë ŧeema aji : « Ñaaŋ anjunuŋ kajaar aşë kok kafeţ aanhil plemp du Pşih pi Naşibaţi. »
LUK.10.1	Wi uko waŋ uţëpuŋ, kë Yeŧu Ajugun aşë dat bañaaŋ iñeen paaj na aloŋ na batëb
LUK.10.2	Aji na baka : « Kakit kadëmi, kë balemp başë tiinkëţ ; nakooţan Ajug kakit ado balemp babi kakit ki nul. 
LUK.10.3	Nayaani, dyilan ji ŋkaneel ŋmpoţi du pŧoof pi ŋñiiŋ. 
LUK.10.4	Nakţij nin umbooţu, nin umañ, nin kaşapaat, naknaţ pwul nin ñaaŋ aloŋ mboş ţi bgah.
LUK.10.5	« Woli naneej ţi katoh kaloŋ, naduniin naji : “Bnuura bawo ţi katoh ki.” 
LUK.10.6	Woli ñaaŋ i bnuura awooŋ ţi katoh mënţ, bnuura bi nañehanuŋ buŋ baduka ţi a ; bë woli aanwo ñaaŋ i bnuura, aankyeenk bnuura bi nañehanuŋ. 
LUK.10.7	Ţi katoh ki bakyeenkanaŋ, naţoon da, nadaan nabot nade uko wi bakwulanaŋ, ţiki nalemp aka na ptuumara. Nakdo kañaay na itoh.
LUK.10.8	« Woli naneej ţi ubeeka uloŋ kë bayeenkan, nadeen uko wi bakwulanaŋ. 
LUK.10.9	Najebaan bamaakal biki ubeeka mënţ nabot naji na banfëţuŋ da : “
LUK.10.10	Bë woli naneej ţi ubeeka uloŋ kë baanyeenkan, napën du igah kaji : 
LUK.10.11	“Ŋdoo dan danan pdëpalën pi ubeeka wi nan pankabuŋ ţi ihoţ yi nun kadukaran pa. Kë naşë wo kame kakşa uko wi : Pşih pi Naşibaţi pañogan.” 
LUK.10.12	Dţupan, ţi unuur wi pwayëş, uko wi Naşibaţi akluŋ kado ubeeka mënţ utam kapel wi badoluŋ Ŧodom
LUK.10.13	« Nawuţani, an biki ubeeka wi Koraŧim, nawuţani an biki ubeeka wi Betŧayida, woli mlagre mandolaniiŋ du an mandolaniiŋ lah du ŋbeeka ŋi Tir na Ŧidoŋ, banfëţuŋ da badobi wohara undiimaan ŋşaaku kabot kaţo ţi ufob kadiimanaan kë baŋal pţëlëş ŋbida ŋi baka. 
LUK.10.14	Ukaaŋ kë ţi unuur wi pwayëş uko wi Naşibaţi akdolanaŋ uluŋ katam kapel wi biki Tir na Ŧidoŋ. 
LUK.10.15	Kë an biki Kapernawum, nanuŋ aji naluŋ kadeeŋana te du baţi i ? Nabaa ţëp ţëp kawalana te du infernu. »
LUK.10.16	Yeŧu akak aji na baţaşarul : « Ñaaŋ anŧiinkanaŋ, aŧiinkën ; ampokanaŋ apokën, kë ampoknuŋ apok anyilnuŋ. »
LUK.10.17	Baţaşar Yeŧu iñeen paaj na aloŋ na batëb bakak na mnlilan aşë ji na a : « Ajugun, ŋnŧaayi ŋadoo ji ŋado uko wi ŋjakuŋ ţi katim ki nu. » 
LUK.10.18	Kë Yeŧu aşë ŧeem baka aji : « Dwin 
LUK.10.19	Natenan ! Dwulan mnhina mi ppoş ŋpula na ŋtifar na pi ppoş phina bŧi pi naşooradun, bë nin uko uloŋ uunkdolan do. 
LUK.10.20	Kë naşë wo kalilan ţi uko wi itiman ipiiŧaniiŋ du baţi kapel uko wi ŋnŧaayi ŋakŧiinkanaŋ. »
LUK.10.21	Wal mënţ, 
LUK.10.22	« Paapa awulnuŋ iko bŧi. Nin ñaaŋ aamme nji Abukul uko wi nwooŋ bë mënţ Paapa a, kë nin ñaaŋ aamme uko wi Paapa awooŋ bë mënţ nji Abukul a, na biki ndatuŋ adiiman baka a. »
LUK.10.23	Wi wi Yeŧu aşaaŋ awugşa ţi baţaşarul aşë ji na baka : « Këş kankwinuŋ uko wi nakwinuŋ kanuurandëni. 
LUK.10.24	Dţupan, 
LUK.10.25	Kë 
LUK.10.26	Yeŧu kë aşë ŧeema aji : « We wi bapiiŧuŋ ţi ulibra wi Bgah ba ? We wi iwinuŋ ba ? »
LUK.10.27	Kë najukan Bgah aŧeem aji : 
LUK.10.28	Wi wi Yeŧu aşaaŋ aji na a : « Iŧeem bnuura. Dolan haŋ iluŋ kayeenk ubida. »
LUK.10.29	Kë najukan Bgah aşë ŋalaara pdiiman kë awo ţi kafaŋ aşë ji na a : « Kë in abaaŋ awo aŧënţ naan ba ? » 
LUK.10.30	Yeŧu kë aşë ji na a : « Ñiinţ aloŋ abi walnaana Yeruŧalem aŧool pya ubeeka wi Yeriko aşë yit na bakit bgah kë bawohëşa bŧi abot akoba bnuura, aşë duka ţuŋ kë añogan pkeţ, kë baŧool aya na bgah bi baka. 
LUK.10.31	Naţeŋan aloŋ amara mara aţëpna bgah mënţ, awina, aŋawşa'a. 
LUK.10.32	Kë ñiinţ aloŋ anklempnuŋ du 
LUK.10.33	Kë ñiinţ aloŋ i uŧaak wi 
LUK.10.34	Añoga, akuraara ijën, na ukëra na poot, aşë tan ya. Wi wi aşaaŋ apayana ţi ubuuru wi nul aţija du katoh ki bayaanţ, atena. 
LUK.10.35	Wi unuur ujinţuŋ, ñiinţ i uŧaak wi Ŧamariya apënan itaka
LUK.10.36	Yeŧu ahepar najukan Bgah aji : « Ţi uşalu, ţi bañaaŋ bawajanţ bukuŋ in awoonuŋ aŧënţ ñiinţ anjotuŋ ţi pŧoof pi bakit bgah ? »
LUK.10.37	Kë aŧeem aji : « Aññagi'uluŋ a. »
LUK.10.37	Kë Yeŧu aşë ji na a : « Yaan ido kado haŋ. »
LUK.10.38	Wi Yeŧu na baţaşarul bakyaaŋ na bgah, kë aşë neej ţi ufëţ uloŋ, kë ñaaţ aloŋ anwooŋ katim ki Maarta adu'a pyoban du katohul. 
LUK.10.39	Maarta mënţ aka aţa'ul aloŋ anwooŋ katim ki Mariya, ambiiŋ aţo ţi ihoţ yi Ajugun aŧiink uţup wi nul. 
LUK.10.40	Kë Maarta ul aşë lanta na ulemp wi katoh. Wi wi aşaaŋ abi ţi Yeŧu aşë ji : « Ajugun, uundolu ukoolan i, wi aţa naan awutnuŋ nji aloolan na ulemp ? Jakana abi aţënkën. » 
LUK.10.41	Ajugun kë aşë ŧeema aji na a : « Maarta, Maarta, iba yewla we anooran bkowu, ala iko iŧum ba ? 
LUK.10.42	Uko uwo umpooţ, udoo wo wo uloolan, 
LUK.11.1	Yeŧu awo unuur uloŋ ţi pñehan Naşibaţi du dko dloŋ, wi abaaŋ kë aloŋ ţi baţaşarul aşë ji na a : « Ajugun, jukanun pñehan Naşibaţi jibi 
LUK.11.2	Kë Yeŧu aşë ji na baka : « Woli nañehan Naşibaţi najaan naji :
LUK.11.2	Paap, katimu kayiman, pşihu pabi.
LUK.11.3	Ţenun unuur unwooŋ uko ude wi ŋnumiiŋ,
LUK.11.4	miirun ipekadu yi nun,
LUK.11.4	jibi un ŋkmiiruŋ bañaaŋ bŧi banjubanuŋ un,
LUK.11.4	işë iwut kawutun ŋjot ţi kaguuru. »
LUK.11.5	Yeŧu akak aji na baka : « Woli aloŋ ţi an aka nanoh, aya du a na uŧejan mnjel, ajaka : “Nanoh, ţeţanaan ipoom iwajanţ ţuŋ. 
LUK.11.6	Nanoh naan aloŋ abaaŋ aban ban awoona bayaaş, bë mënka uko uwula ade.” 
LUK.11.7	Naşal aji undu aŧeemna du meeţ kaji : “Kdo kanooranan, ddëŧ bgah abot apiinţ na bapoţ, mënhinan pnaţa kawulu ipoom.” 
LUK.11.8	Dţupan, woli aando naţa awula ipoom ţiki awo nanohul, abi naţi'aara naţa kawula uko wi anumiiŋ ţiki ayewlëna
LUK.11.9	« Djakan : Nañehaan, naluŋ kayeenk, nalaan, naluŋ kawin, nakob kobaan, baluŋ kahaabëşan. 
LUK.11.10	Hënk di uwooŋ, ñaaŋ aññehanuŋ aka, anklaaŋ awin ; kë ankob kobanuŋ, bahaabëşa.
LUK.11.11	« Ahoŋ ţi an i i abukul akñehanuŋ uţëb aşë wula upula ba ? 
LUK.11.12	Këme kak añehana pneem, aşë wula utifar ? 
LUK.11.13	Woli an nandooŋ awo bado buţaan name pwul babukan iko inuura, naşalanuŋ ŋyaaş hum ŋi ŋi Aşinan i baţi ahilanuŋ kaţen bankñehanuluŋ Uhaaş wi nul ? »
LUK.11.14	Unuur uloŋ, Yeŧu adook unŧaayi unneejuŋ ţi ñiinţ aloŋ ambiişuŋ bţup. Wi unŧaayi upënuŋ kë ñiinţ mënţ aşë kak aţiini, pnŧuk pi bañaaŋ kë paşë ñoŋar maakan. 
LUK.11.15	Baloŋ ţi baka kë başë ji : « 
LUK.11.16	Baloŋ kë baŋal pten Yeŧu, aji na a ado mlagre adiimanaan kë awoona du Naşibaţi.
LUK.11.17	Kë Yeŧu, ammeeŋ ŋşal ŋi baka aşë ji na baka : « Woli bañaaŋ biki uŧaak uloolan bagut, baŧok uŧaak di, itoh ido kajotna kaloolan kaloolan. 
LUK.11.18	Woli 
LUK.11.19	Woli dji kadook ŋnŧaayi ţi katim ki Belŧebul, bankţaşanaŋ badook na ŋa ţi katim ki in ? Ukaaŋ kë bukal ţi ŋleef ŋi baka bakluŋ kadiiman kë naanfaŋi. 
LUK.11.20	Bë woli pkoñ pi Naşibaţi, pi pi nji kadooknuŋ ŋnŧaayi, 
LUK.11.21	« Woli ñaaŋ ankaaŋ uforŧa abot awo na iŋaanan anaţ ayeŋ katohul, bka bi nul baankbanana. 
LUK.11.22	Aşë wo woli aloŋ ampelanuluŋ uforŧa abii, awata, ayeenk iŋaanan bŧi yi ahaţuŋ, ajej bka bŧi bi ayeenkuŋ ţi a kafaaş bañaaŋ.
LUK.11.23	« Anwooŋ aanwo na nji aşoorën. Anwooŋ aanţënkën pyitrën batani agar ba. »
LUK.11.24	Yeŧu akak aji : « Unŧaayi upënle ţi ñaaŋ i ubiiŋ awo. Uji uñaay du 
LUK.11.25	Wi ukakuŋ, uji uţënk ka kawetana ajinţ, aboman bnuura. 
LUK.11.26	Wal mënţ, uji uyaar ŋnŧaayi paaj na uloŋ ŋanwuţuŋ apel wa, ŋabi kafëţ da. Ñaaŋ mënţ kaşë kak wal mënţ kawuţën kapel kaŧeeku. »
LUK.11.27	Wi aţiiniiŋ haŋ, kë ñaaţ aloŋ aşë huuranaan du pnŧuk meeţ aji : « Ñaaţ ambukiiŋ, abootan, anuurandëni. » 
LUK.11.28	Kë Yeŧu aşë ŧeema aji : « Iwo kaji, bankŧiinkuŋ Uţup wi Naşibaţi abot aţaş wa banuurandëni ! »
LUK.11.29	Bañaaŋ baŧuma ŧum abi, kë Yeŧu aşë ji na baka : « kawuuŋ ki kawo kawuţaan, kawo ţi phepar mlagre mankdiimanuŋ kë dwoona du Naşibaţi. Baankwin nin uko uloŋ umpaţi na wi Yonaŧ 
LUK.11.30	Jibi Yonaŧ
LUK.11.31	Ţi unuur wi pwayëş Naşih ñaaţ i uŧaak wi Ŧaba aluŋ kanaţa na bañaaŋ biki kawuuŋ ki, kayuuj kë baduknaanaa, ţiki awoona du kabaŋ ki umundu pbi kaŧiink uţup unŧuŋa wi 
LUK.11.32	Ţi unuur wi pwayëş, bañaaŋ biki Niniwe baluŋ kanaţa na biki kawuuŋ ki kayuuj kë baduknaana, ţiki bukal biki Niniwe, babi wut pjuban wi baŧiinki uţup wi Yonaŧ, aloŋ kë aşë wo ţi, ampeli Yonaŧ. »
LUK.11.33	Nin ñaaŋ aanji ŧehan unkaniya kaşë ţu wa du bñot, këme kafëţ wa na kakana, baji baţu wa du bko duuţ bankmbiiŋ bahilna bawin bjeehi. 
LUK.11.34	Këş kawooŋ unkaniya wi uleef wi nu. Woli këş ki nu kawo kjeb, uleefu bŧi kak uwo ţi bjeehi ; bë woli kamaaki, uleefu bŧi kak uwo ţi bdëm. 
LUK.11.35	Ţaafaraan bjeehi banwooŋ ţi iwi bawo bdëm ! 
LUK.11.36	Woli uleefu bŧi uwo ţi bjeehi, bë nin bdëm baanwo ţi wa, ujeeh wul bŧi ji woli unkaniya ujeehan ñaaŋ.
LUK.11.37	Wi Yeŧu akţiiniiŋ haŋ, kë 
LUK.11.38	Wi nafariŧay awinuŋ kë Yeŧu aaññow duna iñen aba jun pde ji udolade wi 
LUK.11.39	Kë Ajugun aşë ji na a : « An buk bukuŋ an bafariŧay, naji nawent ikoopa na iraata yi nan bnuura ţi bdig, kaşë wut uleefan meeţ uŧum na uşal wi kakiij na mŋot. 
LUK.11.40	An bawaaŋ ŋşal biki ! Mënţ andoluŋ bdig adolaŋ meeţ i ? 
LUK.11.41	Naţëpan ţëp naţen bajuuk uko unwooŋ du iraata yi nan meeţ, wal mënţ iko bŧi işë iwo ijinţ ţi an.
LUK.11.42	« Nawuţani, an bafariŧay, nanjaaŋ nawul kafah ki Naşibaţi
LUK.11.43	« An bafariŧay Nawuţani, an nanŋaluŋ pţo kadun du 
LUK.11.44	Nawuţani, an nanwooŋ ji ihër yi pnguran inwooŋ iinka umarkaani, yi ñaaŋ ajaaŋ apoş bë aanji me
LUK.11.45	Wal mënţ kë 
LUK.11.46	Kë Yeŧu aşë ŧeema aji : « An bajukan Bgah kak, Nawuţani, an nanjaaŋ naţu bañaaŋ pkuŋa bdaaj bdiţ kaşë wo naando ji nadeeŋ pkoñ ploolan pban ba ! 
LUK.11.47	Nawuţani, naji naniw ihër yi 
LUK.11.48	Hënk nadiiman kë nawo ţi udolade uloolan na başinan. Bukal bafiŋuŋ kë naşë niw ihër ! 
LUK.11.49	Ukaaŋ kë uşal unŧuŋa wi Naşibaţi uţup aji : “Dluŋ kayil baţupar naan na 
LUK.11.50	Kawuuŋ ki keeri kaţop na pñaak pi baţupar Naşibaţi bŧi pi batuluŋ du wi umundu uwoonuŋ. 
LUK.11.51	Baluŋ kahepna ţi pkeţ pi Abel te kaban du pkeţ pi Ŧakariya i bafiŋuŋ ţi dko danwooŋ ţi pŧoof pi umeeşa wi bţeŋan na 
LUK.11.52	« Nawuţani an bajukan Bgah namëbanuŋ kaniigşaani ki ume, awo naanneej an ţi ŋleefan, abot aneenan banŋaluŋ pneej baneej. »
LUK.11.53	Wi Yeŧu apënuŋ da, kë bajukan Bgah na bafariŧay başë deebaţëra maakan awo ţi phepara iko iŧum, 
LUK.11.54	ado na pţaawana kahilna katapara bţup.
LUK.12.1	Wal mënţan, bañaaŋ baŧum maakan adoo poşar. Kë Yeŧu aşë ji na baţaşarul duna : « Nalipariin uko utaajanaan pşon wi 
LUK.12.2	Nin uko uloŋ unhankuŋ uunkluŋ kawo uunkpën kawinana, kë nin uko uloŋ ummeniiŋ uunkluŋ kawo uunkmeeţana.
LUK.12.3	« Ukaaŋ kë uko wi naţupuŋ du bdëm uluŋ kaŧiinkana na pnak, uko wi nahoopaţuŋ du meeţ dandëŧuŋ uluŋ kahuurana du itoh duuţ. »
LUK.12.4	Yeŧu akak aji : « Dţupan, an banoh naan : nakdo kaţi banhilanuŋ pfiŋ uleef aşë wo baanhilan pdo uko umpeluŋ waŋ. 
LUK.12.5	Ddiimanan i nawooŋ biki kado kaţi : nadoon kaţi Naşibaţi ankaaŋ mnhina mi pfëlan du infernu, wi nakeţuŋ. Aa, dţupan, ul i i nawooŋ kado kaţi.
LUK.12.6	« Baanji bawaapar ŋţiiru kañeen ŋnduş ŋtëb i ? Kë Naşibaţi aşë wo aanji ţilma nin uloolan ţi ŋa. 
LUK.12.7	Uwel wi bkow bi nan bŧi udoo fënana. Naklënk keeri nin ukoolan, ţiki nadëm apel pntuni pi ŋţiiru. »
LUK.12.8	Yeŧu akak aţiini na baka aji : « Dţupan na manjoonan, ñaaŋ ankdinanuŋ ţi kadun ki bañaaŋ kë awo naţaşaraan, 
LUK.12.9	Kë ñaaŋ ankpoknuŋ ţi kadun ki bañaaŋ, dluŋ kapoka ţi kadun ki ŋwanjuŧ ŋi Naşibaţi. 
LUK.12.10	Ñaaŋ ankţupuŋ buţaan ţi Abuk Ñiinţ bahilan kaluŋ kamiira wa, kë woli ñaaŋ akar 
LUK.12.11	Woli bañooţan pya kawayëş du itoh iñehanaani, këme ţi kadun ki başih këme banŧuŋa, nawutan kahaajala pme jibi nakyaaŋ kayeŋan ŋleefan këme uko wi nakyaaŋ kaţup, 
LUK.12.12	ţiki Uhaaş wi Naşibaţi ujukanan wal mënţ uko wi nakţupuŋ. »
LUK.12.13	Kë ñiinţ aloŋ anwooŋ ţi pnŧuk aşë ji na Yeŧu : « Najukan, jakan na abuk paapa abi ŋfaaşiir iko yi aşinun adukaruŋ un. » 
LUK.12.14	Kë Yeŧu aşë ŧeema aji : « Ñiinţu, in abaaŋ aţu'ën pwo nawayëş këme nafaaş bka bi nan ba ? » 
LUK.12.15	Wi wi Yeŧu aşaaŋ aji na bañaaŋ bŧi banwooŋ da : « Naţaafaraan kaŋal bka, ubida wi ñaaŋ uunwoona ţi bka, ahille adoo yok maakan. »
LUK.12.16	Wal mënţ, kë aşë hoñ na baka aji : « Ñiinţ aloŋ nayok abi ka ŋţeeh, kë ŋawul ŋdeey ŋŧum, 
LUK.12.17	kë aşë wo ţi phepar ţi uşalul aji : “Dbaa do do hum ba ? Mënka dko dhankni ŋdeey ŋi naan bŧi.”
LUK.12.18	« Wi wi aşaaŋ aji : “Hënk di di nji kadoluŋ : dfom inkuŧi yi naan, kaşiir indëmuŋ apel yi, kahank da ŋdeey ŋi naan bŧi na bka bi naan. 
LUK.12.19	Wal mënţ kaşë ji na bkow naan : ‘Aşe wo, ihank iko iŧum pa ŋşubal ŋŧum ; noorfënan, ide, idaan, ido kanoha.’ ”
LUK.12.20	« Kë Naşibaţi aşë ji na a : “Iwi nanaaf, iţañan phefënţ na uŧejan wi nţa wi. Hënkuŋ, in akjejuŋ uko wi ihankaruŋ bkowu ba ?”
LUK.12.21	« Hënk di uwooŋ ţi ñaaŋ anjaaŋ ahanka hank iko pa bkowul, anwooŋ aanji la pyok pi Naşibaţi. »
LUK.12.22	Wi wi Yeŧu aşaaŋ aji na baţaşarul : « Uko waŋ ukaaŋ kë njakan, nawut kaţaaf uko ude wi nanumiiŋ pa ubida, këme iko iwohara yi nanumiiŋ pa uleef wi nan. 
LUK.12.23	Ubida upel pde, kë uleef upel imişa. 
LUK.12.24	Natenan ŋntomaali ; ŋaanji ŋaŧepi, ŋaanji ŋakit, ŋaanka nin inkuŧi ihankni ŋdeey, kë Naşibaţi aşë ji wul ŋa uko ude. An napel ŋkaŧ di ! 
LUK.12.25	Ahoŋ ţi an ahilanuŋ ţi manţaaf kahoţalëş unuur uloolan ţañ ţi ubida wi nul ? 
LUK.12.26	Woli naandoo hilan pdo uko wi, unwoonuŋ umpoţi, we uwooŋ pţaaf iko indukiiŋ ?
LUK.12.27	« Natenan iţeeñ inuura yi ugof wi uţeeh jibi ijaaŋ idëm, iinji ilemp, iinji işiir. Kë nşë jakan, 
