MAT.1.1	Ибрагимнен тувган Дауттынъ улы Иса Масихтинъ асылы-тукымы сосындай эди: 
2PE.1.6	билимде – оьзин тыйып билуьвди; оьзин тыйып билуьвде – тоьзимликти; тоьзимликте – Алла йолында барувды;
2PE.1.7	Алла йолында барувда – (иман) кардашларынъыз бан ярасувлыкты; кардашларынъыз бан ярасувлыкта – суьювди коьрсетинъиз.
2PE.1.8	Эгер сизде сондай касиетлер бар болып эм олар беркип, оьсетаган болсалар, сол заманда сиз Раббийимиз Иса Масихти билуьвинъизде етимиссиз эм емиссиз калмаяксыз.
2PE.1.9	Ама кимде бу касиетлер болмасалар, сол – сокыр, коьзин юмган, оьзининъ алдынгы куьналарыннан тазаланганын муткан.
2PE.1.10	Сонынъ уьшин, кардашларым, оьзинъиздинъ шакырылганынъызды эм сайланып алынганынъызды беркитпеге оннан да коьп куьресип шалысынъыз. Соны этсенъиз, эш бир заман тентиремессиз.
2PE.1.11	Соьйтип, сизге Раббийимиз эм Куткарувшымыз Иса Масихтинъ оьмирлик патшалыгына кирмеге йол кенъ ашылар.
2PE.1.12	Эне сонынъ уьшин деп, сиз бу затларды билсенъиз де, сизде болган акыйкатта берк турсанъыз да, мен соларды эсинъизге аьр заман туьсирип тураякпан.
2PE.1.13	Мен энди де бу шатырымда
2PE.1.14	Мага, Раббийимиз Иса Масих билдиргендей, тез арадан бу ден шатырымнан айырылмага керек болаяк.
2PE.1.15	Мен кеткеннен сонъ да сол затларды аьр заман эсинъизде тургыстар уьшин энди де каьрлемеге керекпен.
2PE.1.16	Неге десе сизге Раббийимиз Иса Масихтинъ куьдирети мен келуьвин билдирген заманда, биз ойланып шыгарылатаган таварыхларга иермеген эдик: биз – Онынъ данъкынынъ уллылыгын коьрип турганлармыз.
2PE.1.17	Уллы эм мактавлы Алладан Ога: «Бу – Меним суьйген Улым, Мен Ога разыман», – деген аваз келгенде, Ол Атасы Алладан оьрметти де, данъкты да алган эди.
2PE.1.18	Коьклерден келген бу авазды биз Иса Масих пен бирге кие тавда болган заманда эситкен эдик.
2PE.1.19	Соьйтип, пайхамбарлардынъ соьзлерине сенимимиз алдынгыннан да берк болды. Сол соьзлерге, куьн шыкканша, каранъа ерде янган майшыракка карагандай, юреклеринъизде эртенъги юлдыз тувганга дейим карап ийги этесиз.
2PE.1.20	Бас деп, Кие Язувларда эш бир пайхамбарлык соьздинъ оьз алдына шешилип болмаягын билинъиз,
