MAT.1.1	Yesu Kristo enye Abraham kple Fia David ƒe dzidzimevi, eƒe dzidzime lae nye esi.
ACT.24.24	Le ŋkeke ʋee aɖewo megbe la, Felike kple srɔ̃a, Drusila, ame si nye Yudatɔ la va eye woɖo ame ɖe Paulo be wòava. Esi Paulo va la eƒo nu na wo le Yesu Kristo dzixɔse ƒe nyawo ŋu. Nyawo de tome na Felike srɔ̃a nyuie. 
ACT.24.25	Ke esi wòɖe nya me na wo le dzɔdzɔenyenye, ɖokuidziɖuɖu kple ʋɔnudɔdrɔ̃ si li gbɔna ŋu la vɔvɔ̃ ɖo Felike eye wògblɔ na Paulo be neyi gbɔ, ne yegakpɔ ɣeyiɣi nyui aɖe la yeagaɖo ame ɖee.
ACT.24.26	Felike nɔ mɔ kpɔm be Paulo ana zãnu ye eya ta eyɔe zi geɖe henɔ nya me dzrom kplii. 
ACT.24.27	Wonɔ esia dzi alea ʋuu ƒe eve sɔŋ. Ke mlɔeba la woɖe Felike le afi ma hetsɔ Porkio Festo ɖo eteƒe. Le esi Felike di be Yudatɔwo nakpɔ ŋudzedze le ye ŋu ta la, egblẽ Paulo ɖe gaxɔ me hafi dzo.
ACT.25.1	Esi Festo dze eƒe dɔ gɔme le Kaesarea ƒe ŋkeke etɔ̃a gbe tututu la, eɖi tsa yi Yerusalem. 
ACT.25.2	Osɔfogãwo kple Yudatɔwo ƒe dumemegãwo wɔ mɔnukpɔkpɔ sia ŋutidɔ heka Paulo ƒe nya la ta nɛ. 
ACT.25.3	Wodze agbagba ble enu be wòaɖo Paulo ɖe Yerusalem enumake kple susu be yewoabe ɖe mɔa dzi awui. 
ACT.25.4	Festo ɖo eŋu be, “Esi Paulo le gaxɔme le Kaesarea eye nye hã mele afi ma yi ge kpuie la, 
ACT.25.5	mina miaƒe kplɔla aɖewo nadze yonyeme aɖatsɔ nya ɖe ŋutsua ŋu le afi ma nenye eda vo aɖe.”
ACT.25.6	Le ŋkeke enyi alo ewo megbe la, Festo trɔ yi Kaesarea eye le ŋkeke evea gbe tututu la, eyɔ Paulo ƒe nya la le ʋɔnu.
ACT.25.7	Esi Paulo va ɖo ʋɔnua ko la, Yudatɔ siwo tso Yerusalem va la, do ɣli gblɔ aʋatsonya geɖewo ɖe eŋu togbɔ be ɖasefo aɖeke menɔ wo si o hã. 
ACT.25.8	Ke Paulo ɖo eŋu na wo be, “Nyemedze agɔ le ame aɖeke dzi o. Nyemeda Yudatɔwo ƒe se aɖeke dzi o eye nyemedo vlo gbedoxɔ la hã o. Gawu la nyemetsi tsitre ɖe Roma dziɖuɖua ŋu ɣeaɖekeɣi o.”
ACT.25.9	Ke Festo di vevie be yeadze Yudatɔwo ŋu eya ta ebia Paulo be, “Èlɔ̃ be yeayi Yerusalem be madrɔ̃ ʋɔnu ye le afi maa?”
ACT.25.10	Paulo ɖo eŋu nɛ be, “Gbeɖe! Nyemele Yerusalem yi ge o. Ke boŋ medi be mayi Roma Fiagã la boŋ gbɔ be wòadrɔ̃ ʋɔnum le sea nu. Wò ŋutɔ ènya nyuie be nyemedze agɔ o. 
ACT.25.11	Ne mewɔ nane si dze na ku la nyemele ku vɔ̃m o. Ke ne vodada aɖeke mele ŋunye o la, medze be wò alo ame bubu aɖeke natsɔm de asi na ame siawo be woawum o. Metsɔ nye nya de asi na fia Kaisaro ŋutɔ!”
ACT.25.12	Nya sia na be Festo trɔ ɖe eŋumewo ŋu eye wodo dãli vie. Emegbe la, etrɔ ɖe Paulo gbɔ, gblɔ nɛ bena, “Enyo; Paulo, esi nètsɔ wò nya de asi na Kaisaro ta la, míaɖo wo ɖe Kaisaro gbɔ.”
ACT.25.13	Le ŋkeke ʋe aɖewo megbe la fia Agripa kple nɔvianyɔnu, Benis, ɖi tsa va Festo gbɔ be yewoava kpɔe ɖa. 
ACT.25.14	Le woƒe afi ma nɔnɔ me la, Festo gblɔ Paulo ƒe nya na Agripa be, “Felike gblẽ ame aɖe ɖe gaxɔ me le afii hafi meva xɔ eteƒe. 
ACT.25.15	Eye esi meɖi tsa de Yerusalem la, Osɔfogãwo kple Yudatɔwo ƒe tatɔwo va gbɔnye hewɔ nutsotso geɖe ɖe ame sia ŋu eye wobia tso asinye be matso kufia nɛ. 
ACT.25.16	Ke, abe ale si wò ŋutɔ nènyae ene la, megblɔ na wo be, míaƒe Roma se la meɖe mɔ be woabu fɔ ame ʋɔnumadrɔmadrɔ̃e o. Ke boŋ ele be woana mɔe be wòaɖe eɖokui nu le ame siwo tsɔ nya ɖe eŋu la ŋkume.”
ACT.25.17	“Esi Yudatɔwo tso Yerusalem va afii la, meyɔ ʋɔnua eye mena wokplɔ Paulo va ʋɔnuae. 
ACT.25.18	Esi enutsolawo tsi tre be woaƒe nu la wometsɔ nya sesẽ aɖeke ɖe eŋu, abe ale si mebui ene o. 
ACT.25.19	Ke boŋ nyaʋiʋli aɖewo tso woƒe subɔsubɔ kple ame aɖe si woyɔna be Yesu, ame si ku gake Paulo ya gale gbɔgblɔm be ele agbe kokoko la ŋu. 
ACT.25.20	Esi mese woƒe nyawo la, metɔtɔ ŋutɔ, elabena nyemenya ale si madrɔ̃ nya sia ƒomevi o. Mebia Paulo be alɔ̃ be woadrɔ̃ nya sia le Yerusalem hã? 
ACT.25.21	Gake Paulo gbe gblɔ be yedi be Kaisaro gã la ŋutɔ nadrɔ̃ ʋɔnu ye. Le esia ta megana be woagbugbɔe ayi gaxɔ me va se ɖe esime mate ŋu aɖoe ɖe Kaisaro gbɔ.”
ACT.25.22	Agripa gblɔ na Festo be, “Nye ŋutɔ medi be mabia gbe Paulo ase eƒe numegbe.” Festo do ŋugbe nɛ be, “Etsɔ àse eƒe numegbe.”
ACT.25.23	Le ŋkeke evea gbe tututu la, Agripa kple Beris va do ɖe ʋɔnudrɔ̃ƒea le bubu kple atsyɔɖoɖo gã me. Asrafowo kple dumemegãwo hã nɔ wo ŋu. Esi woɖi anyi vɔ la, Festo na wokplɔ Paulo va wo ŋkumee.
ACT.25.24	Festo ƒo nu na ƒuƒoƒea be, “Fiagã Agripa kple ame siwo katã ƒo ƒu ɖe afii, ame si le mia dome lae nye ame si Yudatɔ siwo le du sia me kple Yerusalem siaa, di be woatso kufia na. 
ACT.25.25	Ke le nye nukpɔkpɔ nu la, mewɔ naneke si dze na ku o. Ke esi eya ŋutɔ bia be Kaisaro ŋutɔ nadrɔ̃ ʋɔnu ye ta la, wɔna aɖeke megale ŋunye wu be maɖoe ɖe Kaisaro gbɔ le Roma o. 
ACT.25.26	Gake hã la, nyemenya nya ka tututu maŋlɔ ɖo ɖe Fiagã la abe nutsotso le eŋu ene o, elabena wometsɔ nya gobi aɖeke ɖe eŋu o. Eya ta mekplɔe vɛ na mi katã, vevitɔ wò fia Agripa be nàbia gbee eye to esia me makpɔ nane aŋlɔ tso eŋu. 
ACT.25.27	Elabena susu mele eme be woaɖo gamenɔla aɖe ɖe Kaisaro be wòadrɔ̃ ʋɔnui le esime wometɔ asi nutsotso aɖeke dzi tso eŋu o.”
ACT.26.1	Fia Agripa gblɔ na Paulo be, “Meɖe mɔ na wò be nàɖe ɖokuiwò nu mase.” Ale Paulo gaɖe eɖokui nu gblɔ be,
ACT.26.2	“Fiagã Agripa, enye dzidzɔ kple bubu gã aɖe nam be mekpɔ mɔnu sia be maƒo nu le nye agbenɔnɔ ŋu na wò, 
ACT.26.3	elabena ènya nu tso Yudatɔwo ƒe sewo kple kɔnuwo ŋu tsitotsito. Azɔ meɖe kuku na wò be, nàgbɔ dzi ɖi aɖo tom.
ACT.26.4	“Ele nyanya me na Yudatɔwo katã be, wohem tso ɖevime abe Yudatɔ akuakua ene, le nye dedu Tarso kple Yerusalem, eye menɔ agbe ɖe sewo kple kɔnuwo nu pɛpɛpɛ ƒe geɖewo. 
ACT.26.5	Ne woato nyateƒe la, Yudatɔwo alɔ̃ ɖe edzi be menɔ agbe abe Farisitɔ adodoe ene eye mewɔ ɖe Yudatɔwo ƒe sewo kple kɔnuwo dzi pɛpɛpɛ ɣesiaɣi. 
ACT.26.6	Ke nu bubu sã tae wotsɔ nya ɖe ŋunye fifia, eyae nye be mele mɔ kpɔm be Mawu awɔ eƒe ŋugbe si wòdo na mía tɔgbuitɔgbuiwo la dzi. 
ACT.26.7	Nu sia ke ko Israelviwo ƒe to wuieveawo katã hã le mɔ kpɔm na, hele kutri kum le subɔsubɔ wɔm zã kple keli gbe sia gbe ɖe eta. Gake fiagã, le nye ya gome la, wobe enye nu vɔ̃ mewɔ. 
ACT.26.8	Ke medi be mabia be, nu vɔ̃ wònye be ame naxɔe se be ame siwo ku la agatsi tre hã? Ewɔ nuku na wò be Mawu agafɔ ame kukuwo ɖe agbea?
ACT.26.9	“Tsã la, mexɔe se be enye nye dɔdeasi be mawɔ funyafunya tsyowo ƒomevi ame siwo nye Yesu Nazaretitɔ la yomenɔlawo. 
ACT.26.10	Le esi ta la mexɔ ŋusẽ tso Osɔfogã gbɔ eye melé xɔsetɔ geɖewo de gaxɔ me le Yerusalem. Gawu la, ne wotso kufia na wo dometɔ aɖe la, medaa asi ɖe nuwɔna sia dzi blibo. 
ACT.26.11	Mewɔ funyafunya ƒomevi geɖewo Kristotɔ siawo kple susu be woaƒo fi ade Yesu ƒe ŋkɔ. Melé fu ame siawo ale gbegbe be, metia wo yome yia du siwo le anyigba bubuwo dzi gɔ̃ hã me.
ACT.26.12	“Be malé wo ta la, megaxɔ ŋusẽnagbalẽ le tatɔwo gbɔ eye medze mɔ yina Damasko. 
ACT.26.13	Esi míenɔ mɔa dzi yina anɔ abe ŋdɔ ga wuieve me lɔƒe ene la, keklẽ gã aɖe klẽ ɖe mí kple ŋunyemewo dzi 
ACT.26.14	Mí katã míedze anyi. Enumake mese ame aɖe wònɔ nu ƒom nam le Hebrigbe me be, ‘Saul, Saul, nu ka ta nèle yonyeme tim? Wò ŋutɔ ɖokuiwò, ko nèle nuveve wɔmii.’
ACT.26.15	“Mebia be, ‘Meɖe kuku, wò ame kae le nu ƒom?’ Aƒetɔ la ɖo eŋu be, ‘Nyee nye Yesu, ame si yome tim nèle. 
ACT.26.16	Tsi tre, elabena metia wò be nànye nye subɔla kple nye ɖaseɖila. Yi nàɖe gbeƒã wò nuteƒekpɔkpɔ sia kple bubu siwo gbɔna la fia xexeame katã. 
ACT.26.17	Makpɔ tawò eye maɖe wò tso wò ŋutɔ wò amewo kple Trɔ̃subɔlawo hã sime. Le nyateƒe me la, maɖo wò ɖe Trɔ̃subɔlawo dome be nàgblɔ nyanyui la na wo, be woƒe ŋkuwo naʋu eye woatrɔ le Abosam ƒe viviti la gblɔ ava. 
ACT.26.18	Mawu ƒe Kekeli la me, bena woatsɔ woƒe nu vɔ̃wo ake wo eye woaxɔ Mawu ƒe domenyinu si li na ame siwo katã ŋuti kɔ eye wodza le xɔse me.’
ACT.26.19	“Eya ta, Fia Agripa, nye hã mewɔ ɖe ŋutega si tso dziƒo la ƒe ɖoɖo dzi. 
ACT.26.20	Gbã la, megblɔ nyanyui la na ame siwo le Damasko eye tso afi ma la meva Yerusalem kple Yuda nutowo me. Emegbe la, meyi Trɔ̃subɔlawo dome eye megblɔ na wo be woadzudzɔ nu vɔ̃ wɔwɔ, atrɔ ɖe Mawu ŋu eye woana woƒe nu nyui wɔwɔ nafia be wotrɔ zu ame yeyewo vavã. 
ACT.26.21	Esia tae Yudatɔwo va lém le gbedoxɔ la me be yewoawum gɔ̃ hã hafi. 
ACT.26.22	Ke Mawu kpɔ dzinye ale megale agbe egbe be magblɔ nya sia na ame sia ame ƒomevi, ame gblɔewo kple bubumewo siaa. 
ACT.26.23	Nya si megblɔna la koe nye esi nyagblɔɖilawo kple Mose gblɔ be, ‘Woawɔ funyafunya Mesia la, eyae anye ame gbãtɔ si afɔ tso ame kukuwo dome eye wòahe Kekeli vɛ na Yudatɔwo kple Trɔ̃subɔlawo siaa.’ ”
ACT.26.24	Esi Festo se nya sia ko la, edo ɣli ɖe Paulo ta sesĩe be, “Paulo, wò tagbɔ le gbegblẽm; wò agbalẽsɔsrɔ̃ fũ na wò tagbɔ flu.”
ACT.26.25	Paulo ɖo eŋu be, “Bubume Festo, nye tagbɔ meflu o, ke boŋ nya siwo megblɔ la nye nyateƒe matrɔmatrɔ sɔŋ ko. 
ACT.26.26	Fia Agripa ŋutɔ hã nya nu le nu siawo ŋu. Meka ɖe edzi be Fia Agripa se nye siawo katã kpɔ elabena wonye nu siwo dzɔ le gaglãgbe eye womele ɣaɣla ɖe ame aɖeke o. 
ACT.26.27	Fia Agripa, mènya be èxɔ nyagblɔɖilawo ƒe nyawo dzi se; alo mele eme nenema oa?”
ACT.26.28	Agripa xɔ nya la le Paulo nu gblɔ be, “Ɖe nèbu be nya sue si nègblɔ le afii lae ana be mazu Kristotɔ zi ɖekaa?”
ACT.26.29	Paulo ɖo eŋu be, “Anye nye didi vevie be, togbɔ be nye nyawo meɖi naneke o hã la, wò kple ame sia ame si le afii la miatrɔ zu kristotɔwo abe ale si menyee ene ke menye to fukpekpe me abe ale si mele ekpem la ene o.”
ACT.26.30	Le nya siawo megbe la, Fia Agripa kple mɔmefia gã Festo kpakple Benis kple wo ŋumewo katã tso hedzo. 
ACT.26.31	Emegbe esi wonɔ nya la me dzrom kpɔ le wo ɖokuiwo me la, wokpɔe dze sii be, le nyateƒe me la, Paulo mewɔ naneke si dze na ku alo gamenɔnɔ gɔ̃ hã o.
ACT.26.32	Ale Agripa gblɔ na Festo be, “Ne menye ɖe Paulo tsɔ eƒe nya la de Kaisaro si o la anye ne ele be woaɖe asi le eŋu hafi.”
ACT.27.1	Mlɔeba la wowɔ dzadzraɖo vɔ be míadze mɔ ayi Roma kple meli. Wotsɔ Paulo kple gamenɔla bubu aɖewo de asi na Yulio, si nye Kaisaro ƒe asrafowo ƒe amegã ɖeka be wòakplɔ wo ayii dedie. 
ACT.27.2	Míeɖo meli aɖe si tso Adramitio eye wòyina tɔtɔ ge ɖe Terki du geɖewo me la hedze mɔ. Helatɔ aɖe tso Tesalonika si woyɔna be Aristark la hã nɔ ʋua me kpli mí.
ACT.27.3	Le ŋkeke evea gbe la, míeve ɖo Sidɔn. Asrafoawo ƒe amegã, Yulio, nyo dɔme na Paulo ale be wòɖe mɔ nɛ wòɖi tsa de dua me ɖakpɔ xɔlɔ̃awo ɖa eye wodi eƒe nu hiahiã aɖewo nɛ. 
ACT.27.4	Esi míegadze mɔ tso afi ma tete ko la, ya sesẽ aɖe ƒo va kpe mí eye esia wɔe be míete ŋu zɔ mɔ to afi si wòle be míato o ke boŋ míeto Kipro ƒukpo la ƒe anyiehe gome. Esia gɔmee nye be míeto ƒukpo la kple anyigba la ŋutɔ dome ale be yaa megaɖe fu na mí o. 
ACT.27.5	Míeto Kilikia kple Pamfilia ŋu eye míeva ɖi go ɖe Mira le Likia nutome. 
ACT.27.6	Le afi sia la míaƒe kplɔla la kpɔ Egipte tɔdziʋu aɖe si tso Aleksandria yina Italia eye míeɖoe.
ACT.27.7	Míenɔ tsia dzi eye míekpe fu ŋkeke geɖewo hafi va ɖo Knido gbɔ lɔƒo. Ya nɔ ƒoƒom sesĩe ale gbegbe be ɖe ko míegbɔ eme tso Salmon ʋudzeƒea ŋu heyi Kreta. 
ACT.27.8	Míenɔ ahom gã sia me wònɔ fu ɖem na mí alea heto dziheƒuta ɖɔɖɔɖɔ va ɖo teƒe aɖe si woyɔna be Ʋudzeƒe Nyui la. Teƒe sia te ɖe Lasea dua ŋu. 
ACT.27.9	Míenɔ afi sia ŋkeke geɖewo. Le ɣeyiɣi siawo me la, ƒudzimɔzɔzɔ yi didiƒewo menɔ bɔbɔe o elabena ƒea wu enu vɔ eye ɣeyiɣi sia mee ahom sesẽwo tuna le ƒu dzi. Paulo kpɔe dze sii alea ale wòyɔ tɔdziʋua kulawo hegblɔ na wo be,
ACT.27.10	“Amegãwo, edze nam abe ne míeyi míaƒe mɔzɔzɔ sia dzi fifia la, nya aɖe ava dzɔ ɖe mía dzi ene. Ɖewohĩ ʋua anyrɔ eye míaƒe agbawo abu, amewo axɔ abi eye ame aɖewo aku gɔ̃ hã.” 
ACT.27.11	Ke asrafowo ame siwo ƒe kpɔkplɔ te gamenɔlawo nɔ la, meɖo to Paulo o ke boŋ wose tɔdziʋua kulawo ƒe amegã ƒe aɖaŋu boŋ. 
ACT.27.12	Eye esi wonye be Ʋudzeƒe Nyui sia hã menyo tututu be woanɔ le vuvɔŋɔli me o ta la, tɔdziʋua me nɔla geɖewo lɔ̃ ɖe edzi be yewoadze agbagba ayi ŋgɔ aɖo Foenike be yewoatsi afi ma le vuvɔŋɔli la me. Foenike ʋudzeƒe sia ka ɖe eme wu. Ʋudzeƒe Nyui la sã elabena etrɔ mo de anyieheɣetodoƒe kple dzieheɣetoɖoƒe.
ACT.27.13	Le ɣemaɣi me tututu la, ya aɖe nɔ ƒoƒom tso dziehe gome, eye wòdze abe enyo be míadze mɔ ene eya ta wodo abalawo eye míedze mɔ henɔ goŋu tom to Kreta ŋkume kekeake. 
ACT.27.14	Sẽ ko la yame trɔ zi ɖeka eye ahom sesẽ aɖe si woyɔna be anyieheɣetoɖoƒeya ƒo kpe mí tso ƒukpo la dzi. 
ACT.27.15	Ahom la lɔ ʋua ɖe nu ale be ʋua kulawo ɖe asi le eŋu nɛ eye wòkplɔ mí dzoe.
ACT.27.16	Mlɔeba la, mieto ƒukpo sue aɖe si woyɔna be Kauda la godo eye to agbagbadzedze geɖe me la wohe tɔdziʋu sue si wotsi kae ɖe ʋu si míeɖo ŋu la 
ACT.27.17	eye wobla tsɔdziʋu la sesĩe be wòagaʋanya alo anɔ ʋuʋum o. Tɔdziʋua kulawo nɔ vɔvɔ̃m be míaƒe ʋua ava ɖo ba alo asi ke le Afrika ƒe ƒuta eya ta woɖiɖi abalawo ale ya kɔ mí ɖe nu heyii.
ACT.27.18	Le ŋiufɔke esi ahom la nu ganɔ sesẽm ɖe edzi la ʋua kulawo fɔ agbawo ƒu gbe ɖe ƒua me. 
ACT.27.19	Le ŋkeke etɔ̃a gbe la wofɔ dɔwɔnu siwo katã le ʋua me la hã ƒu gbe ɖe ƒua me. 
ACT.27.20	Ahom la nu gasẽ ɖe edzi hena ŋkeke geɖewo eye míete ŋu kpɔ ɣe alo ɣletiviwo le dziŋgɔlĩ me gɔ̃ hã o. Esia na be míebu mɔkpɔkpɔ keŋkeŋ.
ACT.27.21	Anɔ abe ŋkeke nanewo nye esi ene ame aɖeke meɖu naneke o, ke mlɔeba la, Paulo yɔ ʋua me nɔlawo ƒo ƒu eye wògblɔ na wo be, “Ne wònye ɖe miese nye gbe eye míetsi Ʋudzeƒe Nyui la, anye ne dzɔgbevɔ̃e sia mava mía dzi o. 
ACT.27.22	Ke milé dzi ɖe ƒo elabena togbɔ be tɔdziʋua anyrɔ hã la, mía dometɔ aɖeke mele tsɔtsrɔ̃ ge o.”
ACT.27.23	“Elabena le zã si va yi me la, nye Mawu si mesubɔna la ɖo eƒe dɔla ɖe gbɔnye wòva gblɔ nam be, 
ACT.27.24	‘Paulo, mègavɔ̃ o, elabena àva ɖo Kaisaro gbɔ dedie be wòadrɔ̃ ʋɔnu wò. Gawu la, Mawu se wò gbedodoɖa eya ta ame siwo katã le ʋua me kpli wo la atsi agbe.’ 
ACT.27.25	Eya ta, nɔvinyewo, milé dzi ɖe ƒo, elabena mexɔ Mawu dzi se nyuie eye menyae be nu si wògblɔ la ava eme tututu.” 
ACT.27.26	Ke ele na mí be míadze go ɖe ƒukpo aɖe dzi.
ACT.27.27	Tɔdziʋu la ƒe gbagbã le míaƒe ƒudzinɔnɔ ƒe ŋkeke wuienelia ƒe zãtitina lɔƒo esi ahom la ganɔ mía nyamam le Adria ƒu me la, ʋua kulawo bu xaa be yewote ɖe anyigba aɖe ŋu. 
ACT.27.28	Ale woda dzidzeka ɖe ƒua me, eye wokpɔ be tso ƒua dzi yi egɔme anɔ abe mita blaetɔ̃-vɔ-etɔ̃ ko ene. Sẽ la, wogadae eye azɔ la wokpɔ be anɔ afɔ blaasieke pɛ ko. 
ACT.27.29	Ʋua kulawo nyae be madidi hafi míava ɖi go o, ke esi wonɔ vɔvɔ̃m be ɖewohĩ míava ɖi go ɖe agakpewo dome ta la woda seke ene ɖe ʋua me henɔ agu ƒe dzedze lalam.
ACT.27.30	Ʋua kula aɖewo wɔ ɖoɖo be yewoasi le tɔdziʋua me ale woɖiɖi tɔdziʋu sue la ɖe tsia dzi abe seke da ge woyina ene. 
ACT.27.31	Ke Paulo gblɔ na asrafoawo kple woƒe amegã bena, “Mía tɔwo, ne mia dometɔ aɖe dzo le tɔdziʋua me la, matsi agbe o.” 
ACT.27.32	Ale asrafoawo lã ka si wosa ɖe tɔdziʋu sue la ŋu be wòge dze tsia dzi.
ACT.27.33	Le fɔŋli me la, Paulo gblɔ na ameawo be, “Mía tɔwo, kwasiɖa eve sɔŋ enye esi ame aɖeke meɖu naneke o. 
ACT.27.34	Eya ta meɖe kuku na mi, miɖe dzi ɖi ne miaɖu nu elabena naneke mele dzɔdzɔ ge ɖe mía dometɔ aɖeke dzi o.”
ACT.27.35	Azɔ Paulo ŋutɔ tsɔ abolo aɖe eye esi wòdo gbe ɖa da akpe ɖe eta vɔ la, eka ɖe heɖu. 
ACT.27.36	Nu sia ŋusẽ ʋua me nɔlawo katã ale be ame sia ame di nane de nume azɔ. 
ACT.27.37	Ʋua me nɔlawo katã ƒe xexlẽme anɔ ame alafa eve blaadre-vɔ-ade. 
ACT.27.38	Esi woɖu nu ɖi ƒo vɔ la, wolɔ bli kotoku mamleawo katã ƒu gbe ɖe ƒua me be ʋua nanɔ wodzoe ale be wòaganyrɔ o.
ACT.27.39	Esi ŋu ke la, womekpɔ anyigba dze si o elabena afu do gake wokpɔ ƒuta ƒe afi aɖe ɖaa. Esia na be wonɔ tame bum be ɖe yewoate ŋu ato agakpeawo dome ava do ɖe go ŋu dedie hã. 
ACT.27.40	Mlɔeba la, woɖoe be yewoatee akpɔ, ale wolã sekeawo hegblẽ wo ɖe ƒua me, wotu kuɖɔkawo hã eye wodo abala heɖo ta gota. 
ACT.27.41	Ke dzɔgbevɔ̃etɔe la, tɔdziʋua si ke. Eƒe ŋgɔgbe lɔƒo tsi teƒe ɖeka ale be ahom la hã nɔ eƒe megbe lɔƒo kakam.
ACT.27.42	Esi wòdzɔ alea ko la, asrafoawo gblɔ na woƒe amegã be wòaɖe mɔ na yewo yewoawu gamemɔlawo katã ale be wo dometɔ aɖeke nagadzo dze ƒua me aƒu tsi asi dzo le yewo gbɔ o. 
ACT.27.43	Ke le esi woƒe amegã Yulio di be yeaɖe Paulo ƒe agbe ta la, melɔ̃ ɖe woƒe susu si wodo ɖa la dzi o. Ke boŋ eɖe gbe be ame siwo nya tsiƒuƒu la nadze agbagba aƒu tsi ayi gota. 
ACT.27.44	Ke ame mamlɛawo dometɔ aɖewo nanɔ ʋuƒowo dzi eye bubuwo hã nanɔ ʋua ƒe kakɛwo dzi ayi gota. Ale ame sia ame dze agbagba alea ɖo gota dedie.
ACT.28.1	Emegbe la, míeva nya be ƒukpo si woyɔna be Mɔlta la dzie míeva ke ɖo. 
ACT.28.2	Ƒukpoa dzi tɔwo xɔ mí nyuie ŋutɔ. Esi tsi nɔ dzadzam eye vuvɔ nɔ wɔwɔm ta la, wodo dzo gã aɖe na mí be míaƒu.
ACT.28.3	Esi Paulo fɔ nake wuwului aɖewo be yeade dzoe me ko la, da vɔ̃ɖi aɖe do tso nake la me, le dzo xɔxɔa ta, eye wòbla ɖe Paulo ƒe alɔnu. 
ACT.28.4	Nu sia wɔ nuku eye wòdo vɔvɔ̃ na ame siwo nɔ afi ma ŋutɔ ale wogblɔ na wo nɔewo be, “Ame sia la, hlɔ̃dola vɔ̃ɖi aɖee wònye. Togbɔ be metsi ƒu me ku o hã la, Mawu ƒe hlɔ̃biabia melɔ̃ be wòatsi agbe o.”
ACT.28.5	Ke Paulo ʋuʋu da la le alɔnu ɖe dzobiabia me eye naneke mewɔe o. 
ACT.28.6	Ameawo nɔ mɔ kpɔm be Paulo ƒe abɔ ate eye wòadze anyi aku, ke esi wolala ʋuu nya aɖeke medzɔ ɖe edzi o la, wotrɔ woƒe susuwo hegblɔ be Paulo la Mawu aɖe koko wòanye.
ACT.28.7	Ƒukpo sia ƒe mɔmefia ŋkɔe nye Publio, ame sia ƒe anyigba kple aƒe te ɖe ƒuta, afi si míeva ɖi go ɖo. Publio xɔ mí ɖe eya ŋutɔ ƒe aƒeme, hekpɔ mía dzi nyuie ŋkeke etɔ̃ sɔŋ. 
ACT.28.8	Publio fofo ƒe lãme menɔ kɔkɔm tututu o, elabena asrã kple kpeta nɔ fu ɖem nɛ. Paulo yi egbɔ hedo gbe ɖa heda asi ɖe edzi ale be eƒe lãme sẽ. 
ACT.28.9	Enumake dɔléla siwo katã nɔ teƒea la, va Paulo gbɔ eye wòda gbe le wo katã ŋu. 
ACT.28.10	Dzi dzɔ ƒukpoa dzi tɔwo ŋutɔ ale wotsɔ nunana ƒomevi geɖewo vɛ na mí, eye esi ɣeyiɣi de na mí be míadzo la, wodo agba na míaƒe tɔdziʋu la nyuie ŋutɔ kple nu siwo katã ava hiã mí le míaƒe mɔzɔzɔa me.
ACT.28.11	Míenɔ Mɔlte ƒukpo dzi ɣleti etɔ̃ hafi gadze mɔ. Míeɖo tɔdziʋu aɖe si woyɔna be “Venɔviwo” si tso Aleksandria eye wòva tsi ƒukpoa dzi le vuvɔŋɔli la. 
ACT.28.12	Teƒe gbãtɔ si míetɔ ɖo lae nye Sirakusa eye míenɔ afi ma ŋkeke etɔ̃. 
ACT.28.13	Tso Sirakusa la, mieƒo xlã heyi Regio, eye tso afi ma la ya aɖe ƒo mí tso dziehe gome ale be le ŋkeke evea gbe la míeva ɖo Puteoli, afi si míedo go xɔsetɔ aɖewo le. 
ACT.28.14	Xɔsetɔ siawo di tso mía si vevie be míanɔ yewo gbɔ vie ale míelɔ̃, nɔ wo gbɔ ŋkeke adre. Tso Puteoli la, míeɖo ta Roma.
ACT.28.15	Esi xɔsetɔ siwo le Roma la se be míegbɔna la wo dometɔ aɖewo va kpe mí le keke teƒe si woyɔna be Apioforo eye wòdidi tso Roma gbɔ abe kilometa blaenyi sɔŋ ene. Ame bubuwo hã va kpe mí le afi si woyɔna be “Amedzrodzeƒe etɔ̃awo.” Teƒe sia hã didi tso Roma gbɔ abe kilometa bladre ene. Esi Paulo kpɔ xɔsetɔ siawo la, dzi dzɔe ŋutɔ; dzi ɖo eƒo eye wòda akpe na Mawu.
ACT.28.16	Esi míeva ɖo Roma la, asrafowo ƒe amegã si ƒe kpɔkplɔ te Paulo nɔ la ɖe mɔ na Paulo be ate ŋu adze afi sia afi si eya ŋutɔ lɔ̃. Ke woɖe asrafo aɖe ɖe eŋu be wòadzɔ eŋu ɣesiaɣi.
ACT.28.17	Le ŋkeke etɔ̃a gbe la, Paulo yɔ Yudatɔ siwo le Roma dua me la ƒo ƒu eye wòƒo nu na wo gblɔ be, “Nɔvinyewo, edzɔ dzi nam be meva ɖo mia gbɔ le afii. Medi be mianya be togbɔ be nyemewɔ naneke o eye nyemeda le kɔnyinyi aɖeke dzi o hã la, Yudatɔ siwo le Yerusalem la lém eye wotsɔm de asi na Roma dziɖuɖua ƒe ame dɔdɔ siwo le Yerusalem, be woadrɔ̃ ʋɔnum. 
ACT.28.18	Esi míeyi ʋɔnua la, Roma dziɖuɖu ƒe ame dɔdɔwo mekpɔ vodada aɖeke le ŋunye o, eya ta wodi be yewoaɖe asi le ŋunye elabena wokpɔ be nyemedze na ku abe ale si Yudatɔwo ƒe amegãwo dii ene o. 
