GEN.1.1	Le gɔmedzedzea me Mawu wɔ dziƒo kple anyigba. 
ISA.33.15	Amesi ƒe zɔzɔme to mɔ ɖeka, eye eƒe nuƒoƒo le eme, amesi tsri ŋutasesẽ tsɔtsɔ kpɔ viɖee, amesi ʋuʋu eƒe asi, be magaxɔ zãnunana o, amesi xe eƒe towo, be magase hlɔ̃dodo o, amesi mia eƒe ŋkuwò, be womagakpɔ vɔ̃ɖiwɔwɔ o la, 
ISA.33.16	eyae anɔ kɔkɔƒewo, mɔ̃ sesẽ, siwo le agakpewo dzi la, anye eƒe bebeƒe, woana aboloe, eye eƒe tsi mamie o. 
ISA.33.17	Wò ŋkuwò akpa fia la le eƒe atsyɔ̃ me, akpɔ anyigba keke la, 
ISA.33.18	eye wò dzi abu ŋɔdziɣi la ŋu bena: Afika agbalẽŋlɔla le, afika nudala le, eye afika amesi xlẽ xɔ tsralawo la le? 
ISA.33.19	Magakpɔ dukɔ nyanyrã azɔ o, dukɔ, si ƒe gbegbɔgblɔ sesẽ, eye womate ŋu ase eme o, woƒe aɖe kɔkɔna, eye gɔmesesea ɖeke mele eŋu o. 
ISA.33.20	Kpɔ Zion, du, si nye miaƒe takpeƒe la ɖa! Wò ŋkuwò akpɔ Yerusalem, nɔƒe dedie la, agbadɔ, si womakaka o, eƒe tsyotiwo maho o, eye eƒe kawo katã matso akpɔ o. 
ISA.33.21	Ke boŋ Yehowa enye ŋusẽ na mí le afima, abe tɔsisi gã keke le goawo kple eve me ene, esi dzi atablukulawo mato o, eye ʋu gãwo mazɔ o. 
ISA.33.22	Elabena Yehowa enye míaƒe ʋɔnudrɔ̃la, Yehowa enye míaƒe aʋafia, Yehowa enye míaƒe fia, eya aɖe mí. 
ISA.33.23	Wò atagbiwo me do agblɔ, womedzi abalati la goŋgoŋ o, eye womehe abala me o. Emegbe woamã aboyonu kple nuhaha; xɔdrɔ̃wo ke hã aha nu. 
ISA.33.24	Duametɔa ɖeke nagblɔ be, yele dɔ lém o; wotsɔ vodada ke amesiwo le eme.
ISA.34.1	Mite va, mi dukɔwo, ne miase nu, mi anyigba dzi dukɔwo, miƒu to anyi! Anyigba kple edzi nuwo, xexeame kple edzi numienuewo katã nesee! 
ISA.34.2	Elabena Yehowa do dɔmedzoe ɖe dukɔwo katã ŋu kple dziku ɖe woƒe aʋakawo katã ŋu; edo busu wo, eye wòtsɔ wo de asi, be woawu; 
ISA.34.3	wotsɔ woƒe ame tsiaʋawo xlã ɖe anyi, woƒe ame kukuwo ƒe ʋeʋẽ de dzi, eye woƒe ʋu na towo lolo gbanaa. 
ISA.34.4	Dziƒo ŋu nuwo katã nu ayi, woaŋlɔ dziƒowo, abe alesi woŋlɔa agbalẽe ene, eye eŋu nuwo katã alé akpɔ̃, abe alesi aŋgba yrɔna le weinka ŋu kple alesi gboti ƒe aŋgba yrɔnae ene.
ISA.34.5	Elabena nye yi mũ aha le dziƒo, eye woge dze Edom, dukɔ, si medo busui la dzi hena ʋɔnudɔdrɔ̃. 
ISA.34.6	Ʋu ƒo Yehowa ƒe yi, ami ɖoe, alẽviwo kple gbɔ̃tsuwo ƒe ʋue, agbowo ƒe ayikuwo ŋu mie; elabena Yehowa le vɔsa ŋkekenyuie ɖum le Bozra kple lãwu ŋkekenyuie gã le Edom-nyigba dzi. 
ISA.34.7	Woawo kple tòwo siaa woamũ adze anyi hekpe ɖe nyitsuwo kple nyiwo ŋu, woƒe anyigba ano woƒe ʋu, eye ami adzaba woƒe ke. 
ISA.34.8	Elabena hlɔ̃biagbe, teƒeɖoɖo ƒe ƒe wònye tso Yehowa gbɔ, ne woawo avu na Zion. 
ISA.34.9	Eƒe toʋuwo atrɔ zu aŋe, eƒe kewɔ azu aŋɔ, eye eƒe anyigba azu age bidzo, 
ISA.34.10	Matsi o zã kple keli, eye eƒe dzudzɔ ade dzi tegbee, atsi anyi gbegbee tso dzidzime yi dzidzime, eye amea ɖeke mato edzi akpɔ o tegbee. 
ISA.34.11	Aluge kple hlɔ̃made anɔ edzi, eye adzexe kple akpaviã atso aƒe ɖe edzi; ada dzidzeka ɖe edzi, be woazu gbegbe kple nudakpe ɖe edzi, be wòazu aƒedo. 
ISA.34.12	Eƒe bubumewo maganɔ afima atso fiaɖuƒe la anɔ boblo dome o, eye eƒe amegãwo katã nu atso. 
ISA.34.13	Aŋɔka amie ɖe eƒe fiasãwo me kple dzawo kpakple ŋuwo ɖe eƒe mɔ̃ sesẽwo me, eye wòazu aƒe na amegãxiwo kple kpɔtɔtɔ na goloviwo. 
ISA.34.14	Gbedzilãwo kple amegãxiwo ado go le afima, azizãwo ayɔ wo nɔewo le afima, eye gbetsiwo adzudzɔ le afima, agbɔ ɖe eme bɔkɔɔ. 
ISA.34.15	Dakpui awɔ atɔ ɖe afima, aɖa azi ahaƒo wo, eye wòaƒo viawo nu ƒu ɖe eƒe vɔvɔli te; akagãwo sɔŋ aƒo ta kpli ɖe afima. 
ISA.34.16	Midzro Yehowa ƒe agbalẽ me, eye miaxlẽe: Wo dɔmetɔa ɖeke makpɔtɔ o, eye womabu ɖe wo nɔewo o. Elabena nye nue de se, eye nye gbɔgbɔe ƒo wo nu ƒu. 
ISA.34.17	Eyae dzidze nu na wo, eye eƒe asie tso dzidzeka mãe na wo, anye wo to tegbee, eye woanɔ edzi tso dzidzime yi dzidzime.
ISA.35.1	Gbegbe kple gbedadaƒo akpɔ dzidzɔ, tagba atso aseye, eye wòaƒo se abe dzogbenya ene. 
ISA.35.2	Woaƒo se ake, eye woatso dzidzɔkpɔkpɔ kple aseyetsotso ase vivii. Woatso Libanon ƒe ŋutikɔkɔe, Karmel kple Saron ƒe atsyɔ̃ nɛ. Woakpɔ Yehowa ƒe ŋutikɔkɔe kple mia Mawu ƒe atsyɔ̃. 
ISA.35.3	Mido ŋusẽ alɔ gblɔdɔwo, eye mide agbe klo beliwo me. 
ISA.35.4	Migblɔ na amesiwo ƒo dzi ɖe le la be. Milé dzi ɖe ƒo, migavɔ̃ o! Kpɔ ɖa, mia Mawu enye si! Hlɔ̃biabia gbɔna, Mawu ƒe teƒeɖoɖo; eya ŋutɔ gbɔna, ne woaxɔ na mi. 
ISA.35.5	Ekema ŋkuagbãtɔwo ƒe ŋku aʋu, eye tokunɔwo ƒe to aʋu; 
ISA.35.6	ekema xɔdrɔ̃wo ali kpo abe zi ene, eye aɖetututɔwo ƒe aɖe atso aseye; elabena tɔ ŋɔ tso gbegbe, eye tɔʋu tso tagba. 
ISA.35.7	Bleziblezi azu tà, eye kuɖiɖinyigba azu tsidzɔƒe; amegãxiwo nɔƒe, afisi wotsyɔa akɔ ɖo la, azu aƒla kple avawo teƒe. 
ISA.35.8	Ametoƒe kple mɔ tata anɔ afima, si woayɔ be „mo tata kɔkɔe.“ Ame makɔmakɔa ɖeke mato edzi o; woawo ɖeɖeko tɔ wòanye. Amesi ke to edzi la, matra mo o, keke gegemewo ke hã. 
ISA.35.9	Dzataa ɖeke manɔ afima o, lã wɔadãa ɖeke manɔ edzi loo, alo woakpɔe le afima o, eye ale amesiwo woɖe la, woato edzi, 
ISA.35.10	Yehowa ƒe amesiwo wòxɔ ƒle la, atrɔ agbɔ, eye woava Zion kple aseyetsotso, eye dzidzɔ mavɔ anɔ woƒe ta me; vivisese kple dzidzɔ asu wo si, eye nuxaxa kple hũɖeɖe abu ɖe wo.
ISA.36.1	Eye wòva me le fia Xizkiya ƒe ƒe wuienelia me be, Asur-fia Sanxerib ho ɖe Yuda-du sesẽwo katã ŋu, eye wòxɔ wo. 
ISA.36.2	Eye Asur-fia ɖo Rabsake kple aʋakɔ gãa ɖe tso Laxis ɖe fia Xizkiya le Yerusalem, eye wòdze aʋa ɖe dzigbeta ƒe tɔʋu to le avɔnyãla ƒe agblemɔ to. 
ISA.36.3	Tete aƒenunɔla Elyakim, Xilkiya vi, kple agbalẽŋlɔla Sebna kpakple Yoax, Asaf vi, fia ƒe tsiami, wodo yi egbɔ. 
ISA.36.4	Eye Rabsake gblɔ na wo bena: Miɖagblɔ na Xizkiya be: Ale fia gã Asur-fia gblɔ esi: Nuka ŋu gɔglɔ̃gɔe nele dzi ɖom ɖo? 
ISA.36.5	Ɖe nèle bubum be, nu me nya ƒuƒlu enye aɖaŋuɖoɖo kple ŋusẽ hena aʋawɔwɔa? Ameka ŋu gɔ̃e nèle ŋu ɖom ɖo, be nèdze aglã ɖe ŋunye? 
ISA.36.6	Azã èle dzi ɖom ɖe aƒla ŋeŋe sia, si nye Egipte la ŋu, esi ne amea ɖe ziɔ ɖe eŋu la, wòŋɔa asi nɛ flo la; alea Egipte-fia Farao le na amesiwo katã le dzi ɖom ɖe eŋu la! 
ISA.36.7	Ke ne agblɔ nam be: Yehowa, mía Mawu la ŋue míele dzi ɖom ɖo la, ɖe menye eya ƒe nuxeƒewo kple vɔsamlekpuiwo Xizkiya ɖe ɖa hegblɔ na Yuda kple Yerusalem bena: Mido gbe ɖa le vɔsamlekpui sia ŋgɔ oa? 
ISA.36.8	Azɔ mia kple nye aƒetɔ Asur-fia mitso gbe, eye matsɔ so akpe eve na wò, be ate ŋu akpɔ sɔɖolawo ado wo dzi hã? 
ISA.36.9	Màte ŋu asi aʋafia ɖeka, si nye nye aƒetɔ ƒe dɔlawo dometɔ suetɔ hã o, hafi nèle dzi dom ɖe Egipte ŋu le tasiaɖamwo kple sɔɖolawo taa? 
ISA.36.10	Azɔ ɖe Yehowa megbee meto ho ɖe anyigba sia ŋu, be magblẽe loo? Yehowa ye gblɔ nam be: Ho ɖe anyigba sia ŋu nagblẽe!
ISA.36.11	Tete Elyakim, Sebna kple Yoax wogblɔ na Rabsake bena: Ƒo nu kple wò dɔlawo ɖe Aram-gbe me, elabena míesenɛ; ke megaƒo nu kpli mí le Yuda-gbe me ɖe dukɔ, si le glia dzi la ƒe to me o. 
ISA.36.12	Rabsake ɖo ŋu bena: Mia kple wò aƒetɔ gbɔe nye aƒetɔ dɔm ɖo, be magblɔ nya siawoa? Ɖe menye ŋutsu, siwo bɔbɔ no glia dzi, be woaɖu woawo ŋutɔwo ƒe mi, eye woano woƒe aɖuɖɔ kpli mi la gbɔe oa? 
ISA.36.13	Tete Rabsake te va ɖo ɣli sesĩe le Yuda-gbe me gblɔ bena: Mise fia gã, Asur-fia ƒe nya! 
ISA.36.14	Ale fia la gblɔ esi: Migana Xizkiya nanɔ mia flum o, elabena mate ŋu aɖe mi o! 
ISA.36.15	Migana Xizkiya natsɔ Yehowa anɔ dzi ɖem ƒo na mi ahanɔ gbɔgblɔm be: Yehowa aɖe mí vavã, eye womatsɔ du sia ade asi na Asur-fia o. 
ISA.36.16	Miganɔ to ɖom Xizkiya o; elabena ale Asur-fia gblɔ esi: Mibla nu kplim, eye miɖo va gbɔnye, eye mia dome amesiame naɖu eƒe weintsetse, amesiame naɖu eƒe gbotitsetse, eye amesiame nano eƒe vudo me tsi, 
ISA.36.17	vaseɖe esime mava akplɔ mi ayi anyigba, si le abe mia to ene la dzi, anyigba, si dzi bli kple wein le, anyigba, si dzi abolo kple atibɔwo te. 
ISA.36.18	Migana Xizkiya nano mia blem anɔ gbɔgblɔm be: Yehowa aɖe mi o! De dukɔwo ƒe mawuwo dometɔa ɖe te ŋu ɖe eƒe anyigba tso Asur-fia si mea? 
ISA.36.19	Afika Xamat kple Arpad ƒe mawuwo le? Afika Sefarwayim ƒe mawuwo le? Ɖe wote ŋu ɖe Samaria tso asinye mea? 
ISA.36.20	Anyigba siawo ƒe mawuwo katã dometɔ kae ɖe eƒe anyigba tso asinye me, ne Yehowa naɖe Yerusalem atso asinye me?
ISA.36.21	Ke wozi kpi, womeɖo nyaa ɖeke ŋu nɛ o. 
ISA.36.22	Tete aƒenunɔla Elyakim, Xilkiya vi, kple agbalẽŋlɔla Sebna kpakple Yoax, Asaf vi, fia ƒe tsiami, wole awu vuvuwo me va Xizkiya gbɔ, eye wogblɔ Rabsake ƒe nyaawo nɛ.
ISA.37.1	Eye wòva me, esi fia Xizkiya see la, edze eƒe awuwo, eye wòta akpanya heyi Yehowa ƒe me. 
ISA.37.2	Eye wòɖo aƒenunɔla Elyakim kple agbalẽŋlɔla Sebna kpakple nunɔlawo ƒe ame tsitsiwo, amesiwo ta akpanya la, ɖe nyagblɔɖila Yesaya, Amoz vi la gbɔ 
ISA.37.3	wogblɔ nɛ bena Ale Xizkiya gblɔ esi Egbe enye xaxa-, tohehe- kple vlodogbe. Elabena viwo ɖo dzidzɔ me, ke ŋusẽ meli woadzi wo o. 
ISA.37.4	Ɖewohĩ Yehowa, wò Mawu la, se Rabsake ƒe nya, siwo eƒe aƒetɔ Asur-fia de esi ɖo ɖa, be wòatsɔ aɖe alɔme le Mawu gbagbe la ŋui, eye Yehowa, wò Mawu la, ahe to nɛ le nya, si wose la ta; eyata do gbe ɖa ɖe ame mamlea, siwo li la ta. 
ISA.37.5	Tete fia Xizkiya ƒe dɔlawo va Yesaya gbɔ. 
ISA.37.6	Eye Yesaya gblɔ na wo bena: Ale miaɖagblɔ na miaƒe aƒetɔ enye si: Yehowa ƒe gbe enye si: Migavɔ̃ nya, siwo Asur-fia ƒe ɖekakpuiwo tsɔ ɖe alɔme le ŋunye nèse la o. 
ISA.37.7	Kpɔ ɖa, maɖe gbɔgbɔa ɖe eme, eye mana wòase nyaa ɖe ahagbugbɔ ayi eƒe anyigba dzi, eye mana wòatsi yi nu le eƒe anyigba dzi. 
ISA.37.8	Esi Rabsake gbugbɔ la, ekpɔ Asur-fia wòle aʋa wɔm kple Libna, elabena ese be, eho tso Laxis. 
ISA.37.9	Eye esi wose le Kus-fia Tirhaka ŋu be, eho, be yeawɔ aʋa kplii la, egadɔ ame ɖo ɖe Xizkiya, ne woagblɔ nɛ bena: 
ISA.37.10	Ale miagblɔ na Yuda-fia Xizkiya enye si: Megana wò Mawu, si ŋu nèle dzi ɖom ɖo la, nanɔ fluwòm, eye nanɔ gbɔgblɔm be, womatsɔ Yerusalem aɖe asi na Asur-fia o. 
ISA.37.11	Kpɔ ɖa, wò ŋutɔ èse nusi Asur-fiawo wɔ anyigbawo katã, eye wotsrɔ̃ wo gbidigbidi, eye woaɖe wò ya? 
ISA.37.12	De dukɔ, siwo fofonyewo tsrɔ̃: Gozan, Xaran, Rezef kple Eden-viwo, siwo le Telasar la ƒe mawuwo ɖe woa? 
ISA.37.13	Afika Xamat-fia, Arpad-fia kple du Sefarwayim, Hena kple Iwa ƒe fia le?
ISA.37.14	Esi Xizkiya xɔ agbalẽa le dɔlawo si, eye woxlẽe la, eyi Yehowa ƒe me, eye Xizkiya kekee ɖe Yehowa ŋku me. 
ISA.37.15	Eye Xizkiya do gbe ɖa na Yehowa gblɔ bena: 
ISA.37.16	Yehowa Zebaot, Israel ƒe Mawu, wò amesi nɔa Kerubiwo dzi, wò ɖeka koe nye Mawu ɖe anyigba dzi fiaɖuƒewo katã dzi, wòe wɔ dziƒo kple anyigba. 
ISA.37.17	Yehowa, ƒu to anyi, ne nase nu, Yehowa, ke ŋku, ne nakpɔ nu, eye nase nya, siwo katã Sanxerib ɖo ɖa, be yeatsɔ aɖe alɔme le Mawu gbagbe la ŋui! 
ISA.37.18	Yehowa, Asur-fiawo tsrɔ̃ dukɔwo kple woƒe anyigbawo vava, 
ISA.37.19	eye wotsɔ woƒe mawuwo ɖe dzo me, elabena menye mawuwo wonye o, ke boŋ amegbetɔwo ƒe asinudɔwɔwɔwoe, ati kple kpe wonye, eyata wotsrɔ̃ wo ɖo. 
ISA.37.20	Azɔ Yehowa, mía Mawu, ɖe mí tso esi me, ne anyigba dzi fiaɖuƒewo katã nadze sii be, wò ɖeɖe koe nye Yehowa.
ISA.37.21	Tete Yesaya, Amoz vi la, ɖo ame ɖe Xizkiya gblɔ bena: Ale Yehowa, Israel ƒe Mawu la, gblɔ esi: Gbe, si nedo ɖa nam le Asur-fia Sanxerib ŋuti la, mesee. 
ISA.37.22	Ale Yehowa gblɔ ɖe eŋu enye si: Ɖetugbi, Zion-nyɔnuvi, ɖe alɔme le ŋuwò, eye wòko wò, Yerusalem-nyɔnuvi ʋuʋu ta de yowòme. 
ISA.37.23	Ameka nedo vloe, eye ameka ŋu nèɖe alɔme le? Ameka ta nèdo ɣli ɖo, eye ameka ŋu nèwu wó ŋkuwò dzi ɖo? De Israel ƒe kɔkɔetɔ la ŋu loo! 
ISA.37.24	Eɖe alɔme le Aƒetɔ la ŋu to wò dɔlawo dzi gblɔ bena. Metsɔ nye tasiaɖam geɖeawo va towo ta me, vaseɖe Libanon ƒe tsutsuẽƒe ke, eye melã eƒe sederti kɔkɔwo kple eƒe sesewu nyuitɔwo, eye mede eƒe kɔkɔƒe kekeake kple eƒe abɔ me ti dodowo gbɔ. 
ISA.37.25	Meɖe vudo heno tsia, eye metsɔ nye afɔƒome na Egipte-tɔsisiwo katã mie. 
ISA.37.26	Mèsee kpɔ be, tso tititi ke mewɔe, eye meɖoe tso gbaɖegbe ke oa? Azɔ mena wòva me be, nagblẽ du sesẽwo woazu anyiglãgo; 
ISA.37.27	wo me nɔlawo ƒe lãme natu, dzi naɖe le wo ƒo, eye ŋu nakpe wo woanɔ abe agble me ma, gbe mumu, xɔtagbe kple bli, si tsi to nu ta ene. 
ISA.37.28	Menya wò anyinɔnɔ, wò yiyi kple wò gbɔgbɔ kple wò agbodzedze ɖe ŋunye. 
ISA.37.29	Esi nèdze agbo ɖe ŋunye, eye wò dàda va nye to me ŋuti la, eyata matsɔ nye ga aɖe ŋɔti na wò, eye made nye numega nu na wò ahakplɔ wò agbugbɔ ato mɔ, si dzi neto va la. 
ISA.37.30	Esia anye dzesi na wò: Le ƒe sia me la miaɖu nusiwo mie dzro le wo ɖokui si, le ƒe evelia me la miaɖu flumenu, eye le ƒe etɔ̃lia me la mia ƒã nu aŋe nu, eye miade weingblewo aɖu wo me kutsetsewo. 
ISA.37.31	Yuda ƒe aƒe la ƒe ame mamlea, siwo woɖe la, aɖe ke aɖo ta to me, eye woatse ku ɖe dzi me. 
ISA.37.32	Elabena ame susɔeawo ado tso Yerusalem, eye amesiwo woɖe la, atso Zion-to la dzi; Yehowa Zebaot ƒe ŋuʋaʋã la le esia wɔ ge. 
ISA.37.33	Eyata ale Yehowa gblɔ ɖe Asur-fia ŋu enye si: Mava du sia me o, eye mada aŋutrɔ ɖe eme o, matsɔ akpoxɔnu ate ɖe eŋu o, eye maƒu kpo ɖe eŋu o. 
ISA.37.34	Agbugbɔ ato mɔ, si dzi wòto va, eye mava ɖu sia me o; Yehowa ye gblɔe! 
ISA.37.35	Makpɔ du sia ta, eye maɖee le nye ŋutɔ kple nye dɔla Dawid ta.
ISA.37.36	Tete Yehowa ƒe dɔla do ɖawu ame akpe alafa ɖeka kple blanyi vɔ atɔ̃ le Asurtɔwo ƒe asaɖa me. Eye esi wòtɔ le ŋdi kanya la, kpɔ ɖa, wo katã wòzu ame kukuwo sɔŋ. 
ISA.37.37	Tete Asur-fia Sanxerib ho gbugbɔ dzo yi aƒe, eye wòɖanɔ Ninive. 
ISA.37.38	Eye wova me, esime wòle gbe dom ɖa le eƒe mawu Nisrox ƒe me la, via Adramelex kple Sarezer wowui kple yi hesi yi Ararat-nyigba dzi; eye via Esar-Xadon zu fia ɖe eteƒe.
ISA.38.1	Le ŋkeke mawo me la Xizkiya lé kudɔ. Eye nyagblɔɖila Yesaya, Amoz vi la, va egbɔ gblɔ nɛ bena: Ale Yehowa gblɔ esi: Ɖɔ wò aƒe ɖo, elabena èle kuku ge, eye mele agbe no ge o. 
ISA.38.2	Tete Xizkiya trɔ mo ɖe gli ŋu hedo gbe ɖa na Yehowa 
ISA.38.3	gblɔ bena: Oo Yehowa, ɖo ŋu, alesi metsɔ nyateƒe kple ɖzi blibo zɔ le ŋkuwò me, eye mewɔ nu nyui le ŋkuwò me. Eye Xizkiya fa avi kple ɣli. 
ISA.38.4	Tete Yehowa ƒe gbe va Yesaya gbɔ bena: 
ISA.38.5	Yi naɖagblɔ na Xizkiya be: Ale Yehowa, fofowò Dawid ƒe Mawu la, gblɔ esi: Mese wò kokoƒoƒo, eye mekpɔ wò aɖatsiwo; kpɔ ɖa, matsɔ ƒe wuiatɔ̃ akpe ɖe wò ŋkekewo ŋu. 
ISA.38.6	Maɖe mia kple du sia tso Asur-fia si me, eye makpɔ du sia ta. 
ISA.38.7	Eye esia anye dzesi na wò tso Yehowa gbɔ be, Yehowa le nya, si wògblɔ la, dzi wo ge: 
ISA.38.8	Kpɔ ɖa, mana vɔvɔli nagbugbɔ ɖe megbe ɖoƒe ewo tso Axab ƒe ɣega ƒe ɖoƒe, si wòle la dzi; tete ɣe gbugbɔ ɖe megbe tso ɖoƒe, si wòle la, ɖoƒe ewo.
ISA.38.9	Yuda-fia Xizkiya ƒe nuŋɔŋlɔ enye si, esime wòlé do, eye dɔ la vo nɛ: 
ISA.38.10	Megblɔ be, mage ɖe tsieƒe ƒe agbowo me le nye ŋkekewo ƒe gbɔɖemeɣi; woda adzo nye ƒe susɔea le asinye! 
ISA.38.11	Megblɔ be: Nyemagakpɔ Yehowa, Yehowa le agbagbeawo ƒe anyigba dzi o, eye nyemagakpɔ amegbetɔ le tsieƒenɔlawo dome o. 
ISA.38.12	Wogbã nye nɔƒe, eye wòte ɖa le gbɔnye abe lãkplɔviwo ƒe agbadɔ ene. Meŋlɔ nye agbe, abe alesi avɔlɔ̃la wɔna ene; ètsom le avɔtsitsi ŋu, eye nèna wòvɔ nam le ŋkeke me, hafi zã va do. 
ISA.38.13	Medo boboe vaseɖe ŋdi; ègbã nye ƒuwo katã abe dzata ene, eye nèna wòvɔ nam le ŋkeke me, hafi zã va do. 
ISA.38.14	Mele fafàm abe sagbadre kple tsãlɛ ene, eye mele xɔxlɔ̃m abe ahɔne ene; nye ŋkuwò le dzi kpam nu te wo ŋu; Yehowa, meɖo xaxa me, xɔ nya ɖe nunye! 
ISA.38.15	Nya ka magblɔ, esi nèdo ŋugbe nam, eye nèwɔ edzi? Mazɔ kpookpookpoo le nye ƒewo katã me, le nye luʋɔ ƒe nuxaxa megbe. 
ISA.38.16	Aƒetɔ, esia nu ame nɔa agbe ɖo, eye esia nu nye gbɔgbɔ le agbe ɖo blibo; eyata da gbe le ŋunye, eye na manɔ agbe! 
ISA.38.17	Kpɔ ɖa, veve zu xɔname nam, ètsɔ lɔlɔ̃ he nye luʋɔ tso gbegblẽ ƒe do me, elabena ètsɔ nye nuvɔ̃wo katã ƒu gbe ɖe megbewò. 
ISA.38.18	Elabena tsieƒe mada akpe na wò o, ku saɖagatsi makafu wò o, eye amesiwo yi aʋli me la, makpɔ mɔ na wò nyateƒe o. 
ISA.38.19	Agbagbea, agbagbea koe akafu wò, abe alesi mele wɔwɔm egbe sia ene; fofo ɖea wò nyateƒe fiãa viwo. 
ISA.38.20	Yehowa le xoxo ge nam, eyata mina miaƒe saŋkuwo naɖi le Yehowa ƒe me le míaƒe agbe me ŋkekewo katã me.
ISA.38.21	Eye Yesaya be, woatso gbotitsetsebolo ava ɖo ƒoƒoeawo dzi, ne wòahaya. 
ISA.38.22	Eye Xizkiya gblɔ be: Nuka nye dzesi be, mayi Yehowa ƒe me?
ISA.39.1	Ɣemaɣi Babel-fia Merodax-Baladan, Baladan vi, ɖo agbalẽ kple nunanawo ɖe Xizkiya, esime wose be, elé dɔ wòvɔ nɛ. 
ISA.39.2	Eye Xizkiya kpɔ dzidzɔ le nusiawo ŋuti, eye wòfiã eƒe kesinɔnu dzraɖoƒe, klosalo kple sika, atike ʋeʋẽe kple ami xɔasi kple eƒe aʋawɔnuxɔ blibo la kpakple nusiwo katã le eƒe kesinɔnu dzraɖoƒe la wo; naneke meli, si Xizkiya metsɔ fia wo le eƒe me kple fiaɖuƒe blibo la me o. 
ISA.39.3	Tete nyagblɔɖila Yesaya va fia Xizkiya gbɔ gblɔ nɛ bena: Nya ka ŋutsu siawo gblɔ, eye afika wotso va gbɔwò? Xizkiya ɖo ŋu bena: Didiƒe wotso va gbɔnye, tso keke Babel ke. 
ISA.39.4	Eye wògblɔ bena: Nuka wokpɔ le aƒewò me? Xizkiya ɖo ŋu bena: Wokpɔ nusiwo katã le aƒenye me, naneke mele nye kesinɔnu dzraɖoƒe la, si nyemetsɔ fia wo o. 
ISA.39.5	Eye Yesaya gblɔ na Xizkiya bena: Se Yehowa Zebaot ƒe nya: 
ISA.39.6	Kpɔ ɖa, ŋkekewo li gbɔna, esiwo me woatɔ nusiwo katã le aƒewò me kple nusiwo katã fofowòwo tu ɖo vaseɖe egbe la, ayi Babel, naneke makpɔtɔ o, Yehowa ye gblɔe! 
ISA.39.7	Eye woakplɔ viwòŋutsu, siwo ado tso wò ali me, esiwo dzi ge nata la dometɔa ɖewo woaɖanye nudzikpɔlawo le Babel-fia ƒe me. 
ISA.39.8	Xizkiya do ŋu na Yesaya be: Yehowa ƒe gbe, si nèƒo la, enyo. Eye wògagblɔ bena: Ne ŋutifafa kple nyateƒe le nye ŋkekewo me ko!
ISA.40.1	Mifa akɔ, mifa akɔ na nye dukɔ, mía Mawu la gblɔe! 
ISA.40.2	Mide dzi ƒo na Yerusalem be, eƒe aʋawɔdɔ la wu enu, eye woxe eƒe vodada ŋu fe, elabena exɔ teƒeɖoɖo eve nu tso Yehowa gbɔ ɖe eƒe nuvɔ̃wo katã ta. 
ISA.40.3	Miƒu to anyi, gbeƒãɖelaa ɖe ƒe gbe enye si. Mita mɔ ɖe gbe dzi na Yehowa, eye miwɔ mɔwo dzɔdzɔe ɖe gbegbe na mía Mawu la! 
ISA.40.4	Balimewo katã akɔ kpo, eye to kple togbɛwo katã anyẽ ɖe eme, kpoƒeewo azu zɔzrɔ̃e, eye kɔwo asɔ kple anyigba, 
ISA.40.5	ne Yehowa ƒe ŋutikɔkɔe naɖe eɖokui afia, eye ŋutilãwo katã nakpɔe; elabena Yehowa ƒe nue gblɔe. 
ISA.40.6	Miƒu to anyi, amea ɖe le gbɔgblɔm be: De gbe ƒã! Tete megblɔ be: Nya ka tsɔ ge mala aɖe gbe ƒã lae? Ŋutilãwo katã le abe gbe ene, eye woƒe atsyɔ̃ le abe seƒoƒo le gbe me ene. 
ISA.40.7	Gbe ƒuna, eye seƒoƒo yrɔna, elabena Yehowa ƒe gbɔgbɔ gbɔ ɖee. Nyateƒe, gbe enye dukɔ la! 
ISA.40.8	Gbe ƒuna, eye seƒoƒo yrɔna, ke mía Mawu ƒe nya anɔ anyi tegbee. 
ISA.40.9	Zion, wò du nyui xɔla, lia to kɔkɔ la; wò Yerusalem, du nyui xɔla, kɔ wò gbe dzi sesĩe; kɔe dzi megavɔ̃ o, eye gblɔ na Yuda-duwo bena: Kpɔ ɖa, mia Mawu enye si! 
ISA.40.10	Kpɔ ɖa, Aƒetɔ Yehowa gbɔna kple ŋusẽ, eye eƒe alo aɖu fia ɖe enu. Kpɔ ɖa, eƒe fetu kpe ɖe eŋu, eye eƒe teƒeɖoɖo le eŋgɔ. 
ISA.40.11	Anyi eƒe alẽhawo abe alẽkplɔvi ene, alé alẽviawo ɖe abɔ dome, eye wòakɔ wo ɖe akɔnu, eye wòakplɔ vinɔwo ɖɔɖɔɖɔ.
ISA.40.12	Ameka tsɔ asiʋlo dzidze tsii, eye wodzidze asi ɖe dziƒo ŋu? Ameka tsɔ nudonui do anyigba dzi kee, etso nudanu da to, eye wòda togbɛwo le nudagbɛ me? 
ISA.40.13	Ameka nya ta le Yehowa ƒe gbɔgbɔ nu, eye ameka nye eƒe adaŋudela, si fia nui? 
ISA.40.14	Ameka wòde adaŋu kplii, be woafia nunyae, eye wòafia nui le nu dzɔdzɔe ƒe mɔ ŋu, wòafia sidzedzee, eye wòaɖe gɔmesese ƒe mɔ afiae? 
