MAT.1.1	Ña'a kùu sivi ma ndian kūu ñivi Jesucristu, ra kūu ñivi ma racha'nu David, chi'in racha'nu Abraham. 
JHN.15.19	Vati tu ndyo'o kùu ndo takua kùu ma ñivi ìyo ñuñivi, nduva'a ni kuuni na nde'e na ndo, takua kùuni na nde'e na ma ñivi na. Va tava yu'u kāchi̱n ndo tañu ma ndian ìyo ñuñivi, cha'a' yakan kùu yi ña ya'a ga xaani na ndè'e na ndo, ti tüva kuu ndo takua kùu ma ndian ìyo ñuñivi. 
JHN.15.20	Na kuku'uni ndo ma ña kā'in te'en chi'in ndo niku: “Nï'iin ma ndian kùu musu, töve ka'nuga na kua ma ra kùu chito'o na.” Tu yu'u chāndikun na ña ka'ni na niku, juuni takan ni ja'a na chi'in ndo ndia. Ta tu jàchi'in na ma tu'un kà'in, juuni ni jachi'in na ma tu'un kà'an ndo ndia. 
JHN.15.21	Ndisaa ma ña kà'in i'ya ni ja'a na yi chi'in ndo cha'a' ña nàkoto ndo yu'u, ti töve nàkoto na ma ra tāchi yu'u.
JHN.15.22	’Tu yu'u töve nī kichi ka'in chi'in na ma tu'un i'ya, na töve kuati na niku. Va vitin na küa ka'an na ña tüva kuati na. 
JHN.15.23	Vati taku ma ndian xaani ndè'e yu'u, juuni xaani na ndè'e na ma Tatái ndia. 
JHN.15.24	Tu yu'u töve nī ja'i ma tiñu ka'nu tañu na, ña nï'iin ñivi na küu ja'a yi, nï'iin kuati na töve niku. Va cha ndē'e na ma ña va'a jā'i, ta juuni xàani na nde'e na yu'u, chi'in ma ra kùu Tatái ndia. 
JHN.15.25	Takan kūu yi, ikan na chinu ma tu'un kà'an nuu ma tutu ley Ndioo ña kùmi na. Ta yakan te'en kà'an yi: “Xaani na ndè'e na yu'u cha'a' nï'iin nakuyi.”
JHN.15.26	’Va ora ni kichi ma Tati Ií Ndioo ña ni jandomani ndo, ña vàchi nuu ìyo ma Tatái jà'i, rakan kùu ra ña jàna'a ra ma ña ndaa, ta ora ni kichi ra ni katitu'un ra nuu ndo cha'i. 
JHN.15.27	Ta nda ndyo'o, ni katitu'un ndo cha'i nuu ma ñivi, ti ndyo'o kùu ma ndian chàkunuu chi'i̱n, nda ma ora kīcha'i jà'i ma tiñu i'ya.
JHN.16.1	’Takan kà'in chi'in ndo, ikan na töve jaña ndo ña chìnuni ndo ma ña kà'in. 
JHN.16.2	Tajan ma ndian judíu, ni jakunu na ndo ta'ii'iin nuu ìyo ma veñu'u na. Ta ni chaa iin kivi ña nda ndian ni kuuni ña chà'ni na ndo, ndiakan ni kuuni na ña iin tiñu va'a kùu ma ña jà'a na kuenda Ndioo. 
JHN.16.3	Takan ni ja'a na, ti takä'an nakoto na ma Tatái, ta ni yu'u ndia. 
JHN.16.4	Takan kà'in chi'in ndo vitin, ikan ma ora ni kuta'an ña ni kuu takan, na kuku'uni ndo ña cha kātitu'in nuu ndo cha'a' yi niku.
JHN.16.4	’Töve nī katitu'in ña'a chi'in ndo ora kīcha'a koi chi'in ndo ti endee chīyoi chi'in ndo.
JHN.16.5	’Va vitin chani ku'in nuu ìyo ma ra tāchi yu'u, ta ndyo'o nï'iin ndo töve chìkatu'un ndo nui ndanu kuà'in. 
JHN.16.6	Java tiaga kīcha'a nda'vi kùuni ndo ña kà'in takan chi'in ndo. 
JHN.16.7	Ndicha va'a ña kà'in chi'in ndo, ti va'a ga kùu yi kuenda ndo ña na ku'in, vati tu töve ku'in, na küu kichi ma Tati Ií ña ni jandomani ña kòo ra chi'in ndo. Ta tu ku'in nuu ìyo ma Tatái, tajan ni tachi ndioi ma Tati ni tindee ndo. 
JHN.16.8	Ta ora cha kīchaa ra ìyo ra chi'in ndo, tajan ni katitu'un kachin ra nuu ma ñivi ñuñivi nda yo kùu ndian jà'a kuati, ta nda yo kuà'an iti' ndaa nuu Ndioo, ta nda yo ni jakutuni ma Ndioo nuu. 
JHN.16.9	Takua ni ka'an ra nda yo jà'a kuati, cha'a' ña töve chìnuni na ma ña kà'in. 
JHN.16.10	Ta ni ka'an ra nda yo kuà'an iti' ndaa, ti yu'u ni ku'in nuu ìyo ma Tatái, ta ndyo'o tüva ni nde'e ndo yu'u. 
JHN.16.11	Ta ni ka'an ra nda yo ni jakutuni Ndioo kuati jà'a na, ti cha tüva ndakutiñu ma kui'na chà'nda tiñu ma ñuñivi i'ya. Cha jā'a ra kua kuu kùtunini ra yi.
JHN.16.12	’Ìyo kua'a' ga ma ña kùuni̱ ka'in chi'in ndo, va ma vitin, ndyo'o na küu kundeeni anima ndo tu taso'o ndo yi. 
JHN.16.13	Ta ora ni kichaa ma Tati Ií ndicha, maa ra kùu ra ña ni jana'a ra ma ña ndaa nuu ndo, ti töve ni ka'an ra chi'in ma tu'un ña jàndakuu maani yi; vati ma Tati Ií ikan ni ka'an ra ma ña kā'an Ndioo chi'in ra, ta ni ku'va ra ña koto na ma ña ni kuu. 
JHN.16.14	Ta juuni ni jaka'nu ma Tati Ií Ndioo yu'u, vati ni ndaki'in ra ma tu'un kà'in, ta ni ku'va ra koto ndo. 
JHN.16.15	Tandi'i ña ìyo nuu ma ra kùu Tatái, ña'i kùu yi ndia. Cha'a' yakan kùu yi ña kā'in ña tandi'i ña ìyo nui, ma Tati Ií, ni ndaki'in ra yi, ta ni ku'va ra yi koto ndo.
JHN.16.16	’Tiania tiempu kùmani, ta tüva ni nde'e ndo yu'u, va tiaga iti' nuu ni nde'e ndiko ndo yu'u, ti ni ku'in nuu ìyo ma Tatái ―kàti Jesuu.
JHN.16.17	Takan kūu, tajan ma ndra jàkua'a chi'in Jesuu, te'en kīcha'a ndra chìkatu'un ta'an ndra:
JHN.16.17	―¿Nayi kùuni ra ka'an ra ña kà'an ra takan? Kà'an ra chi'o ña tia tiempunia ni nde'o ra, ta tiaga iti' nuu, ni nde'e ndiko yo ra. Ta juuni kà'an ra ña cha'a' ña ni ku'un ra nuu ìyo ma Tatá ra kùu yi. 
JHN.16.18	¿Chïto nayi kùuni ra ka'an ra ña, “tia tiempunia, ta tüva ni nde'o ra”? Töve kùtuninio nayi kùuni ra ka'an ra ña kà'an ra takan ―kàti ma ndra jàkua'a chi'in ra.
JHN.16.19	Tajan Jesuu chā'a ndio ra kuenda ña kùuni ndra ndakatu'un ndra nuu ra, yakan va te'en nāka'an ra chi'in ndra:
JHN.16.19	―Yu'u kā'in, ña tichi tia kivinia, tüva ni nde'e ndo yu'u, ta tia iti' nuu, ni nde'e ndiko ndo yu'u. ¿A tu'un ikan kùu ma ña chìkatu'un ta'an ndo? 
JHN.16.20	Ndicha va'a ña kà'in chi'in ndo ña, ndyo'o ni kuaku ndo, ta nda'vi ni kuuni ndo, va ma ñivi ñuñivi, sii ni kuuni na. Va vaji ndyo'o nda'vi ni kuuni ndo, ni sama ma kua kùuni ndo, ta ni kichi sii kuuni ndo. 
JHN.16.21	Ma ora kàku se'e iin ña'a, chà'nda yi tichian, ti cha keta ma ora ni kàku yi. Va ora cha yā'a kāku ndio yi, jàña ndioan ña nda'vi kuunian, ti chisian, ña jākakuan se'an ma ñuñivi i'ya. 
JHN.16.22	Ndyo'o, juuni takan nda'vi kùuni ndo vitin, va yu'u ni nde'e ndikoi ndo, ta ma ora ikan nduva'a ni kichi sii kuuni ndo chi'in anima ndo. Ta ma ña sii ikan, nï'iin na na küu namaa na yi nuu ndo. 
JHN.16.23	Ma kivi ikan, nï'iin ndo na ndäkatu'un ga ndo nï'iin nakuyi nui. Ndicha va'a ña kà'in chi'in ndo, ña tandi'i ma ña chìkan ndo chi'in sivi̱ nuu ma Tatái, ni ku'va ra yi nuu ndo. 
JHN.16.24	Nda vitin nï'iin ndyo'o takä'an ndakan ndo nï'iin nakuyi chi'in sivi̱ nuu ma Tatái. Na ndakan ndo yi, ta ni'i ndo yi, ikan na kichi sii kuuni ndo.
JHN.16.25	’Ma tu'un ña kā'in chi'in ndo i'ya, kà'in yi chi'in ku'va. Va ni keta iin kivi ña tüva ni ka'in yi chi'in ku'va chi'in ndo. Vati ni ka'an kachin ndioi cha'a' ma Tatái nuu ndo. 
JHN.16.26	Ma kivi ikan ni ndakan ndo iin nakuyi nuu ma Tatái chi'in sivi̱. Va yu'u töve ni janini̱ ma Tatái ña na ku'va ra ma ña chìkan ndo nuu ra. 
JHN.16.27	Vati ma Tatái kùuni ra nde'e ra ndo, cha'a' ña kùuni ndo nde'e ndo yu'u, ta cha'a' ña chìnuni ndo ña ra vàchi nuu ìyo Ndioo kùi ndia. 
JHN.16.28	Kēi nuu ìyo ma Tatái, ta kīchai ma ñuñivi i'ya. Va vitin ni ndakoo ndikoi ma ñuñivi i'ya, ta ni ku'un ndikoi nuu ìyo ma Tatái ―kàti Jesuu.
JHN.16.29	Tajan ma ndra jàkua'a chi'in Jesuu, te'en nāka'an ndra chi'in ra:
JHN.16.29	―Vitin ndicha, va tüva kà'un yi chi'in ku'va, ti kà'an kachiun yi. 
JHN.16.30	Vitin va cha chà'a ndi kuenda ña cha chìtoun tandi'i nakuyi, ta töve chìniñu'u̱n yo ndakatu'un nuu̱n. Ta cha'a' yakan kùu yi ña cha chìnuni ndi ña ra vàchi nuu ìyo Ndioo kùu̱n ―kàti ndra chi'in Jesuu.
JHN.16.31	Tajan Jesuu te'en nāka'an ra chi'in ndra:
JHN.16.31	―¿A cha chìnuni ndo vitin? 
JHN.16.32	Vitin va cha kēta ma ora, ta ndyo'o ni kuita kuati ndo, ta ni ndakoo ma'iin ndo yu'u. Va yöve ma'iini̱, kìndoo, ti ìyo ma Racha'nu Tatái chi'i̱n. 
JHN.16.33	Takan kà'in chi'in ndo, ikan na ni'i ndo naja kua koo vii ndo cha'a' ña ndò'iin ndo chi'i̱n. Ma ñuñivi i'ya, ndyo'o ni nde'e ndo tundo'o jà'a ma ñivi, va yu'u kà'in chi'in ndo ña na jandotayi va'a ndo ndo, vati yu'u cha jākanai ma ndian kànita'an chi'i̱n ma ñuñivi i'ya.
JHN.17.1	Takan kūu ta ora chīnu kā'an Jesuu takan, tajan kāni'i ra nuu ra iti' andivi, ta kīcha'a ndio ra kà'an ra te'en:
JHN.17.1	―Yo'o Tatá, cha kēta ma kivi. Ta vitin na jaka'nu̱n yu'u ra kùu Se'un, ikan na jaka'nui ñu̱n ndia. 
JHN.17.2	Vati nuu yu'u ra kùu Se'un, chā'un ña na ka'ndai tiñu nuu tandi'i ma ñivi ìyo ñuñivi, ta juuni chā'un ña na kuu ja'i ña koo ndito ma tandi'i ma ñivi chā'un nui endeeni. 
JHN.17.3	Ta ndisaa ma ndian nàkoto ñu̱n, yo'o ra uvanuu ña kùu Ndioo ndicha, chi'in yu'u ra kùu Jesucristu ra tāchiun, ni ni'i na nuu koo na endeeni chi'o.
JHN.17.4	’Endee jàka'nui ñu̱n nda ni kùuni chàkunui ma nuu ñu'u' ñuñivi i'ya, ti cha jāchinui tandi'i ma tiñu ña chā'un nui ña na ja'i. 
JHN.17.5	Ta vitin yo'o Tatá, na jaka'nu̱n yu'u, ta na ku'vaun ña na koo ndikoi chi'un ma andivi, takua chīyoi chi'un antea ña tūvi ma ñuñivi niku.
JHN.17.6	’Ma ndian chā'un nui, tañu ma ñivi ñuñivi, cha jāna'i nda ra kùu̱n nuu na. Ta ndiakan, ti ndian ìyo kuendaun kùu na niku, va yo'o chā'un na nui, ta vitin jàchi'in na ma tu'u̱n. 
JHN.17.7	Ta juuni ma vitin cha chìto va'a na, ña tandi'i ma ña chā'un nui, maun kùu ma ra tāchi yi nui ña na ja'i yi. 
JHN.17.8	Ta ma tu'un ña chā'un nui ña jàna'i nuu na, cha jāchi'in na yi. Ta juuni cha chā'a na kuenda ña maun kùu ma ra tāchi yu'u, ta vitin cha chìnuni na ña takan kùu yi.
JHN.17.9	’Yu'u chìkain ñamani nuu̱n ña na kumiun na, va töve chìkain ñamani nuu̱n cha'a' ma ndian töve chìnuni ìyo ma ñuñivi, vati yu'u chìkain ñamani nuu̱n ña na kumiun ma ndian chā'un nui, ti ñivi maun kùu na. 
JHN.17.10	Tandi'i ma ña kùu ña'i, ña'un kùu yi, ta ma ña kùu ña'un, juuni ña'i kùu yi ndia. Ta ndiakan, jàna'a na nuu inga ñivi ña iin ra ya'a ka'nu kùi.
JHN.17.11	’Vati yu'u, töva ni koi ma ñuñivi i'ya, va ma ndra jàkua'a chi'i̱n, ni kindoo ndra koo ndra tiá ma ñuñivi i'ya, ta yu'u ni chai koi chi'un. Yo'o Tatá ra ya'a ií, na kumiun ndra chi'in ndatun, ikan na induku kuuni ndra chi'in ta'an ndra, takua induku kùuni̱ chi'un. 
JHN.17.12	Ta ora chīyoi chi'in ma ndra chā'un nui ma ñuñivi i'ya, ya'a ga kumi kuendai ndra chi'in ndatu ma siviun, ta nï'iin ndra nī jaña ndra ma iti' kuà'in. Uvanuu ma ra jāña ma iti̱', kùu ma ra kà'an ma tutu Ndioo ña ni naa niku. Ta takan kūu yi.
JHN.17.13	’Vitin va cha kuà'an ndikoi ma nuu ìyoun. Kà'in ma tu'un i'ya ora juuni yanga ìyoi ma ñuñivi i'ya, ikan na kichi sii va'a kuuni na, takua sii kùuni̱. 
JHN.17.14	Yu'u jàna'i ma tu'u̱n nuu ndra, ta cha'a' yakan kùu yi ña ma ñivi ñuñivi ya'aga xaani na ndè'e na ndra, ti töve kùu ndra takua kùu ma ñivi ñuñivi, indukuni takua kùu yu'u ndia. 
JHN.17.15	Töve chìkain nuu̱n ña na tavani'un ndra ma ñuñivi i'ya, ti ma ña chìkain nuu̱n, kùu yi ña na kumiun ndra nuu ma kui'na. 
JHN.17.16	Vati takua yu'u, yöve ra ñuñivi kùi, ni ndrakan yöve ndra ñuñivi kùu ndra ndia. 
JHN.17.17	Na ja'iíun ndra kuendaun cha'a' ma ña ndaa. Ta ma ña ndaa kùu ma tu'un ña kà'un. 
JHN.17.18	Ma takua jā'un ña tāchiun yu'u tañu ma ñivi ñuñivi, juuni takan tāchi̱ ndra tañu ma ñivi ñuñivi ndia. 
JHN.17.19	Ta cha'a' ndrakan kùu yi ña jā'íi̱ juuni mai, ikan ndrakan, na ku'ií ndra jà'a ma tu'un ndaa.
JHN.17.20	’Va yöve uvaa cha'a' ndrakan ni kùu yi ña chìkain ñamani nuu̱n, vati juuni chìkain ñamani nuu̱n cha'a' ma ndian ni chinuni ma tu'in iti' nuu jà'a ndra. 
JHN.17.21	Ta juuni chìkain ñamani nuu̱n ña na ndo'iin na chi'in ta'an na, yo'o Tatá, takua ndō'iun chi'i̱n, ta yu'u chi'un, ikan na koto kachin ma ndian ìyo ñuñivi i'ya, ña maun kùu ma ra tāchi yu'u. 
JHN.17.22	Yu'u chā'i tandi'i ma ña ka'nui, ña chā'un nui, nuu na, ikan na ndo'iin na, ta kùu na iin ñivini chi'in ta'an na, indukuni ma takua kùu̱n chi'i̱n ña kùu na iin ñivini ndia. 
JHN.17.23	Yu'u ìyoi chi'in na, ta yo'o chi'i̱n, ikan na kuu ndicha na iin ñivini, ta takan ku'va ma ñivi ñuñivi kuenda, ña maun kùu ma ra tāchi yu'u. Vati juuni ya'a kùuniun nde'un na takua kùuniun nde'un yu'u.
JHN.17.24	’Yo'o Tatá, maun kùu ma ra chā'a na nui, ta kùuni̱ ña na koo na chi'i̱n ma nuu ni ku'in koi, ikan na nde'e na ña ra ka'nu kùi jā'un, vati takani kùuniun nde'un yu'u ma antea ña jātuviun ma ñuñivi niku. 
JHN.17.25	Yo'o Tatá, ra ya'a ndaa, ma inga ndian ìyo ñuñivi i'ya, töve nàkoto na ñu̱n, va yu'u nàkotoi ñu̱n, ta juuni ñivi i'ya cha chìto na ña maun kùu ma ra tāchi yu'u ndia. 
JHN.17.26	Ta yu'u chà'i ña na nakoto na nda ra kùu̱n, ta takan ni ja'i yi iti' nuu ndia, ikan indukuni tava kùuniun nde'un yu'u, ta takan kuuni na nde'e na ta'an na. Takan jā'i, ikan na kuu koi chi'in na endeeni ―kàti Jesuu.
JHN.18.1	Takan kūu ta ora chinu kā'an Jesuu takan, tajan kēe ndio ra kuà'an ra chi'in ma ndra jàkua'a chi'in ra inga chiyo ma yuvi ña nàni Cedrón. Ta ora chāa ndra nuu tāchi yutun tata, ta ikan kī'vi ndra kuà'an ndra chi'in ra. 
JHN.18.2	Ta nda ma Juda, ra xìkoña'a cha'a' Jesuu, juuni nàkoto ra ma ikan ndia, ti kua'a' cha'a' cha kūti'vi Jesuu ikan chi'in ma ndra jàkua'a chi'in ra. 
JHN.18.3	Ta takan kūu yi ña chāa ma Juda chi'in kua'a' va'a jandaru, ta uvi uni ma ndra jandaru ña kùmi ma veñu'u, ña tāchi ma ndra kuxini nuu sutu, chi'in ma ndra fariseu. Tandi'i ndrakan nda'a ndra ñu'ú nda'a', chi'in machiti, ta nduva. 
JHN.18.4	Va takua Jesuu cha chìto ra tandi'i ma ña ni ta'an ra, yakan va kēta ra, ta te'en chīkatu'un ra nuu ndra:
JHN.18.4	―¿Yo nànduku ndo? ―kàti ra.
JHN.18.5	Ta ndrakan te'en nāka'an ndra chi'in ra:
JHN.18.5	―Nànduku ndi Jesuu ra ñuu Nazaret ―kàti ndra.
JHN.18.5	Ta Jesuu te'en naka'an ra:
JHN.18.5	―Yu'u kùi ―kàti ra.
JHN.18.5	Ta ma Juda ra xìkoña'a cha'a' Jesuu juuni ndaa ra ma ikan chi'in ndra ndia. 
JHN.18.6	Ta ora nāka'an Jesuu ña; “Yu'u kùi”, ta chīkachata ndra iti' chata, ta ndūva ndra nuu ñu'u'. 
JHN.18.7	Tajan Jesuu te'en chīkatu'un tuku ra nuu ndra:
JHN.18.7	―¿Yo nànduku ndo? ―kàti ra.
JHN.18.7	Ta ndrakan te'en nāka'an ndra:
JHN.18.7	―Nànduku ndi Jesuu ra ñuu Nazaret ―kàti ndra.
JHN.18.8	Tajan Jesuu te'en nāka'an ra:
JHN.18.8	―Cha kā'in chi'in ndo, ña yu'u kùi. Tu yu'u kùu ma ra nànduku ndo, na jaña ndo ma ndra jàkua'a chi'i̱n, ta tìin ndo yu'u ―kàti Jesuu.
JHN.18.9	Takan kūu yi, ikan na chinu ma tu'un kā'an Jesuu ña te'en kà'an: “Ma ndian chā'a ma Tatái nui, töve nī kenaa nï'iin na.” 
JHN.18.10	Tajan ma Simón Petu', ti ndà'a ra iin machiti, ta tāva ra yi ma tichi vena ra, ta chā'nda ra iin chiyo so'o ma ra nàni Malco, ma chiyo kua'a ra. Ta ra'ya ti ra kùu musu ma ra kuxini nuu sutu kùu ra. 
JHN.18.11	Tajan Jesuu te'en nāka'an ra chi'in ma Petu':
JHN.18.11	―Na ti'i va'un ma machitiun ma tichi venaun. Vati tu Tatái chā'a ra ña na nde'i tundo'o, ¿a töve ìyo tu'vai ña nde'i tundo'o i'ya?, kùuni ndo ―kàti Jesuu.
JHN.18.12	Tajan ma ndra jandaru, chi'in ma ra kuxini nuu ndra, ta chi'in ma ndra kùu jandaru ma ndian judíu, tīin ndra Jesuu, ta chū'ni ndra nda'a' ra. 
JHN.18.13	Ta chāndaka ji'na ndra ra nuu ma ra nàni Anás, raka'nu ma ra nàni Caifás. Ma kuiya ikan, Caifás kùu ra ma ra kuxini nuu sutu. 
JHN.18.14	Ta juuni ma Caifás i'ya, kùu ra ña kātitu'un nuu ma ndian judíu, ña va'aga ña na kuvi iin ra'iini cha'a' ma ñuu na, kāti ra.
JHN.18.15	Ma ra nàni Simón Petu', tāndikun ra kuà'an ra chata Jesuu, chi'in inga, ra takani nàkoto ma ra kuxini nuu sutu ra, kī'vi ra chi'in Jesuu, ma nuke'e ve'e ma ra kuxini nuu sutu, 
JHN.18.16	va ma Petu', kīndoo ra ma chata kora. Cha'a' yakan kùu yi ña kēe ma ra nàkoto ma ra kuxini nuu sutu. Ta chāka'an ra chi'in ma ña kùmi ma yu'u kora, ña na ku'va ña kì'vi ma Petu', kàti ra. Ta jāya'a ña ra iti' tichi. 
JHN.18.17	Tajan ma ña kùmi ma yu'u kora, te'en kīcha'a chìkatu'an nuu Petu':
JHN.18.17	―¿A yöve iin ra chàkunuu chi'in ra tīin ndra ikan kùu̱n? ―kàtian chi'in ra.
JHN.18.17	Ta Petu' te'en nāka'an ra:
JHN.18.17	―Yöve yu'u kùi ―kàti ra.
JHN.18.18	Va takua ya'a ga vichin jà'a yi, yakan va ma ndra kùu musu, chi'in ma ndra jandaru, jāta'an ndra ñu'ú, ta tùmi ndra yi, ti ya'a vichin jà'a yi. Ta nda ma Petu', juuni ndaa ra tùmi ra yi chi'in ndra ndia.
JHN.18.19	Takan kūu tajan ma ra kuxini nuu sutu, chīkatu'un ra nuu Jesuu, nda ndra kùu ma ndra chàkunuu chi'in ra, ta nda va kùu ma ña jàna'a ra. 
JHN.18.20	Tajan Jesuu te'en nāka'an ra chi'in ra:
JHN.18.20	―Yu'u chàkunui jàna'i ma nuu tuvi ñivi, ta juuni jàna'i nuu ma ndian judíu ma tichi veñu'u kuati na, ta ma tichi veñu'u ka'nu na nuu kùti'vi ndisaa na ndia. Yakan va, yu'u töve chàta'ani̱ jana'a xe'i nuu ma ñivi. 
JHN.18.21	¿Ta chïto naja chìkatu'u̱n nui? Na ndakatu'u̱n nuu ma ndian chīni ma ña jāna'i, ta ndiakan na katitu'un na nuu̱n ma ña jāna'i nuu na ―kàti Jesuu.
JHN.18.22	Ta ora chīnu kā'an Jesuu takan, ta iin ma ndra jandaru ña kùmi ma veñu'u, kāni ra nuu ra, ta te'en nāka'an ra chi'in Jesuu:
JHN.18.22	―¿Ta naja kà'un takan chi'in ma ra kuxini nuu sutu? ―kàti ra.
JHN.18.23	Ta Jesuu te'en nāka'an ra chi'in ra:
JHN.18.23	―Tu yu'u kā'in iin tu'un ña töve va'a, na ka'un nui nda cha'a' kùu yi. Va tu ma ña kā'in, ña va'a kùu yi, ¿nda cha'a' kāniun yu'u tuva takan? ―kàti Jesuu.
JHN.18.24	Tajan ma ra nàni Anás tāchi ra, ña na ku'ni ndra Jesuu, ta tāchi ndio ra ra kuà'an ra nuu ma ra kuxini nuu sutu ña nàni Caifás.
JHN.18.25	Takan kūu ta tava ma Petu' juuni ndaa ra tùmi ra ñu'ú ma ikan, yakan va te'en kīcha'a ndiko ndra chìkatu'un ndra nuu ra:
JHN.18.25	―¿A yöve yo'o, kùu ma ra chàkunuu chi'in Jesuu? ―kàti ra chi'in ra.
JHN.18.25	Ta ma Petu' te'en nāka'an ra:
JHN.18.25	―Yöve yu'u kùi ―kàti ra.
JHN.18.26	Tajan iin ma ndra jà'a tiñu nuu ma ra kuxini nuu sutu, ra nàkoto ma ra chā'nda ma Petu' so'o, te'en kīcha'a ra chìkatu'un ra nuu ra:
JHN.18.26	―¿A yöve yo'o kùu ma ra ndē'i chi'in ra ma nuu kàa yutun tata? ―kàti ra chi'in Petu'.
JHN.18.27	Ta ma Petu' nāka'an ndiko ra ña töve nàkoto ra ra, ta ma ora ikani nānda'yu ma lo'o.
JHN.18.28	Takan kūu tajan kēe ndio ndra chi'in Jesuu ma ve'e Caifás, ta chāndaka ndra ra ma vetiñu nuu tà'nda tiñu. Va takua ma ora cha kūndichin kùu yi, yakan va ma ndra judíu, nī kuuni ndra kì'vi ndra tichi ma vetiñu, koto ndokini ndra, ta na küa kuxini ndra ma ora ìyo ma viko Pakua, kùuni ndra. 
JHN.18.29	Tajan Pilatu kēe ra ma tichi vetiñu, ta te'en nāka'an ra chi'in ndra:
JHN.18.29	―¿Nda cha'a' kùu yi ña tìsokuati ndo ra'ya? ―kàti Pilatu.
JHN.18.30	Ta ndrakan te'en nāka'an ndra chi'in ra:
JHN.18.30	―Töve na ja'a ndi ña kichi ndaka ndi ra nuu̱n, tu yöve ra jà'a kuati kùu ra ―kàti ndra.
JHN.18.31	Tajan Pilatu te'en nāka'an ra chi'in ndra:
JHN.18.31	―Na kundaka ndo ra ku'un ndo, ta na jakutuni ndo ma kuati ra, takua kà'an ma tutu ley maa ndo ―kàti Pilatu.
JHN.18.31	Tajan ma ndra judíu te'en nāka'an ndra chi'in ra:
JHN.18.31	―Va taku ndyu'u ndian judíu, nï'iin ñivi na küu ka'ni ndi na ―kàti ndra.
JHN.18.32	Takan kūu yi ña jāchinu Jesuu ma ña kā'an ra, cha'a' ma naja kua ìyo yi ña kuvi ra.
JHN.18.33	Takan kūu tajan Pilatu kī'vi ndiko ra ma tichi vetiñu nuu chà'nda ra tiñu, ta kāna ndio ra ma Jesuu, ta te'en kīcha'a ra chìkatu'un ra nuu ra:
JHN.18.33	―¿A yo'o kùu ma rey ra chà'nda tiñu nuu ma ñivi judíu? ―kàti Pilatu.
JHN.18.34	Ta Jesuu te'en kīcha'a chìkatu'un ra nuu Pilatu:
JHN.18.34	―¿A ña chànini maun kùu ma ña chìkatu'u̱n nui, a kà'an na takan cha'i nuu̱n, yakan va chìkatu'u̱n yi nui? ―kàti Jesuu.
JHN.18.35	Ta ma Pilatu te'en nāka'an ra chi'in Jesuu:
JHN.18.35	―¿A chàniniun ña ra judíu kùi, yakan va kà'un takan? Ma ndian ñuu̱n, chi'in ma ndra kuxini nuu sutu, ndrakan kùu ma ndra kīchi ndaka ñu̱n nui. ¿Nayi jā'un? ―kàti Pilatu.
JHN.18.36	Ta Jesuu te'en nāka'an ra:
JHN.18.36	―Ma nuu ni koi, yöve ma ñuñivi i'ya kùu yi. Ti tu ma nuu ni koi kùu yi ma ñuñivi i'ya, ni kanita'an ma ndra chàkunuu chi'i̱n cha'i, chi'in ma ndian judíu, ta na kü'va ndra yu'u nuu na. Va ma nuu ni ka'ndai tiñu yöve ma ñuñivi i'ya kùu yi ―kàti Jesuu.
JHN.18.37	Tajan ma Pilatu te'en nāka'an ra chi'in Jesuu:
JHN.18.37	―¿A yo'o kùu ma rey tuva takan? ―kàti Pilatu. Tajan Jesuu te'en nāka'an ra chi'in ra:
JHN.18.37	―Ndicha ña kùi rey, ma takua kà'un. Vati yu'u kākui ma nuu ñu'u' ñuñivi i'ya kuenda ña katitu'in ma tu'un ndaa. Ta tandi'i ma ndian jàchi'in ma tu'un ndaa i'ya, juuni tàso'o na ma ña kà'in ―kàti Jesuu.
JHN.18.38	Tajan Pilatu te'en chīkatu'un ra nuu ra:
JHN.18.38	―¿Ta nayi kùu ma ña ndaa? ―kàti Pilatu.
JHN.18.38	Ta ora cha ya'a ña chīkatu'un Pilatu nuu Jesuu, ta kēe ndiko ra ma nuu chà'nda ra tiñu, ta te'en chāka'an ndiko ra nuu ma ndian judíu:
JHN.18.38	―Yu'u töve nàta'in nï'iin kuati ra'ya. 
JHN.18.39	Va tava ndyo'o, cha iin chìkan ndo nàni kuiya ña na jañai iin ra indii vekaa, ma ora ìyo ma viko Pakua. Yakan va, ¿a kùuni ndo ña na jañai ma rey ma ndian judíu? ―kàti Pilatu chi'in na.
JHN.18.40	Tajan tandi'i ndio ma ndian judíu, te'en kīcha'a ndiko na kanachaa ni'i na:
JHN.18.40	―¡Na küuni ndi ña jañaun rakan! ¡Na jañaun ma Barrabás! ―kàti na.
JHN.18.40	Ta ma Barrabás, ti iin ra su'u kùu ra.
JHN.19.1	Takan kūu tajan tāchi ndio Pilatu ma ndra jandaru ra, ña na tiin ndra Jesuu, ta kani ndra ra. 
JHN.19.2	Tajan ma ndra jandaru jāva'a ndra iin korona iñu, ta jūndii ndra yi xini Jesuu, ta jāku'un ndra iin ja'ma color ndaa ra. 
JHN.19.3	Tajan chājayatin ndio ndra ndra nuu ndaa Jesuu, ta te'en nāka'an ndra chi'in ra:
JHN.19.3	―¡Na koo endeeni ma rey chà'nda tiñu nuu ma ndian judíu! ―kàti ndra.
JHN.19.3	Ta kāni ndra ma nuu ra.
JHN.19.4	Tajan ma Pilatu kēe ndiko ra ma nuu chà'nda ra tiñu, ta te'en nāka'an ra chi'in ndra:
