MAT.1.1	Uriro uvas ma garip ma eap am Iesu Karisito. Iesu irie a gar ang Devit ga Abraham.
ACT.16.21	Ga lime masingliala teip ga magaulap ma non ara non ara tavukup la tale puomeng me bulam bubuo onim Rom meba mabuluan ga akosarbuong.” 
ACT.16.22	Tiesmeng gare ro ga papot ma inamaniap la levuremeng o ties. Urie, mamelo iasip teip maiam la maiabua begat meba meiniam sasaip liam ga leisikmeng o karanam. 
ACT.16.23	Leisikmeng kan kirat, ga maiabuan na luguan o arubu. Ga maialo ties ula mamaranu aun migana ila uale na luguan o arubu, meba ualeng maset libuo. 
ACT.16.24	Tie, uptam miruo tiesiap mila mamaranim ga lelagiong ga ula uabuan na non kabin la ut tatang kan migat na luguan o arubu meba tale igoliong. Ga mavisong maranit kibap lie ma ankapup la makosarmeng ma palangip meba manemealing kibap ga maioluam maset ma senip.
ACT.16.25	Urie, kabirana o arubu, Paulo ga Sailas la man okosarliong marik ga man puliara ma sasangip ga avienliong Morowa. Pa non teip la maionama na luguan o arubu la meptam nivunap lie. 
ACT.16.26	Pa talet kagat ga betong murale ila kani. Ga magisgisong labinap a irio luguan o arubu ga tubiat it kirat ga menava tabup a luguan o arubu. Ga pikmeng mirie senip ga ankapup la mavismeng kilalap ma mirier teip na iriro luguan o arubu. 
ACT.16.27	Na irire tara migana la uale abuo luguan o arubu la teuara ga magimaong mirier tabup a luguan o arubu la menava. Ga agatong namo ga iat ara igomeng teip ganam la maionama na luguan o arubu. Are ratmat ga mitara urau ga urano bainat ang ga namo kan teanamung. 
ACT.16.28	Pa agimaong Paulo ga kupong maranit ga ugama, “Buat kan tekiraranung! Karuk. Pava ganam la iat it ponama to!”
ACT.16.29	Urie, migana la uale abuo luguan o arubu la upta nivunama a Paulo ga marikong maime teip meba mumaiong un lalabie ba. Pa irie la ibirong me na luguan o arubu ga ula ai Paulo ga Sailas. Mitara urau ga didirong ga lekofong dadebipien a me lourup na kimanam kagarat mai kibap a Paulo ga Sailas. 
ACT.16.30	Tie, teuara ga lelagiong ga lila lavie ga lemarikong gare ro, “O, mame teipien lila kakanin, eba okosartang mani meba ina tolagiang Morowa?” 
ACT.16.31	Tie, alilo, “Nagannang maranit ira Ila Kani buang Iesu, ga eba ina nolagiang Morowa. Ga leba gat naganmeng numeulup nuam ira a, tie mirie gat la eba ina malagiang Morowa.” 
ACT.16.32	Ga baisliong o ties ang Ila Kakani me aun ga me maun numeilup am ganam. 
ACT.16.33	Ga tie kan kabirana o arubu, iro migana ila uke o unualeap bo luguan o arubu la lelagiong ga magosong buokup liam. Ga irie ga numeilup am ganam la omela nuvietiap. 
ACT.16.34	Ga lelagiong me na luguan ang, ga ualo parak liun. Ga irie ga numeilup am la tevurusmeng maset, memani titot la naganmeng bat ira Morowa.
ACT.16.35	Urie, parabira masagameng iasip teip la maiabua begat ga mumaio, ga amelo migana la uale abuo luguan o arubu gare ro, ‘Eba nairangan litio teipien ga lila.’ 
ACT.16.36	Tiesmeng gare ro, urie ula ga aulo Paulo, “Osagameng iasip ties meba meviktang ga mala. Are ratmat ga mala un malina.” 
ACT.16.37	Pa aulo Paulo gare ro, “Karuk. Memani, ii la teipien onim Rom. Timoi la tale maset mepto ties ing ga tale omeit maset man kiribas la okosaring. Pa isikmeng agarit na irap ma teip ga magaulap ga imaiabu na luguan o arubu. Pa titot atabo namot kagomering ga isagameng ga ila, a? Tale puoieng migat! Mirie kan le mumaiong ga ilagimeng me lavie.” 
ACT.16.38	Tie, mepto teip la maiabu begat ties ang ga temiara ga mela mamelo iasip. Pa tara la mepto iasip ties a Paulo ga Sailas la litie teipien migat onim Rom, tie mitara merau. 
ACT.16.39	Are ratmat ga mumaio iasip na luguan o arubu ga maialo ties o kadik liun ga man mamadinmeng dalap lie, ga lelagimeng me lavie. Ga lemelo meba oliolaing urio pianam ga lila. 
ACT.16.40	Tie, aliolai luguan o arubu ga lila na luguan iang Lidia. Ga magimaliong teip la naganmeng ira Iesu ga mangangasliong dalap ma o non ties. Tie, tubiat oliolai taun Filipai ga lila.
ACT.17.1	Urie, Paulo ga Sailas ga Timoti la menum ga mela betmeng na taun Amfipolis. Tie omaiolai urie pianam ga mela betmeng na taun Apolonia. Ga omaiolai urie pianam ga mela betmeng na taun Tesalonaika. Na urie pianam, ut non luguan o usingnualap maiang Iudaiap. 
ACT.17.2+ACT.17.3	Na tavuk ang Paulo la ume busit akosar, uobu me tapma na iro luguan o usingnualap ga man masinguala teip ga magaulap ma tiesiap a Iesu irie Karisito. Ga man mavaikong muap ma ga ties ang la betieng la uakap gare ro, “Ira Karisito, avuoong Morowa ga tiesong a la eba muong ga aving ngitngit ga aving, ga tubiat eba ina emung. Ga mulinim ma miruo tiesiap ganam am Morowa la betmeng ara ira Iesu, titot la mirulo ma.” Ga man masinguala Paulo gare ro muio puoieng ira ma naien ma lap o aganuliap. 
ACT.17.4	Tie, non Iudaiap kabirana ma la mepto ga naganmeng iro ties ang Paulo la migat o ga lemeuluan. Ga gar ila kakani ma teip ga magaulap onim Grik la mime lotu me ai Morowa, mirie la lemeuluan gat. Ga papot gat ma magaulap la memanim bop mila kakanim, mirie gat la mepto ties ang Paulo ga lemeuluan.
ACT.17.5	Pa non Iudaiap la magimameng papot ma inamaniap la lemeuluan ga kiram dalap ma migat. Are ratmat ga mela malagimeng non teip mila kiram na pianam o nebola ga mepamuam papot ma teip, ga temaiara ga ofufulutmeng agat maiong teip ga magaulap onim na uro pianam. Ga mela na luguan ang non migana bonim a Ieson, meba umaiaring a Paulo ga Sailas meba lelagimeng me na ties. 
ACT.17.6	Pa tale kan lemaiop na luguan. Karuk. Are ratmat ga mela alagimeng Ieson ga non teip la naganmeng ira a Iesu ga umaiat ma ga meranam me maun teip mila uke na uriro pianam. Ga kupmeng maranit gare ro, “Mirio teip la mime akosar tavuk ila kire na kimanam gano, miruo teip titot la betmeng ga maionama togo. 
ACT.17.7	Pa iruo migana Ieson la malagiong ga maionama na luguan ang, ga ume uale mabuo. Eva miruo teip ganam la mime meinio maimai ang orong Kaisar. Ga mime bais o ties ang non orong, meivo bonim a Iesu.” 
ACT.17.8	Ga inamaniap la nebolameng tie ga teip mila uke onim na urie pianam la mepto urio ties o kakarabunim, ga papamnam dalap ma me Ieson. 
ACT.17.9	Pa gavamanip la amelo Ieson ga mirier teip la naganmeng ira Iesu gare ro, “Magamilie miruo teip ga buat gat okosarming. Are ratmat ga mimi ganam narit narit le mialam kakepup aun gavaman ga tubiat buat gat akosarming iriro tavuk.” Tie, maialam kakepup ga miairam ga mela.
ACT.17.10	Urie, betieng ara arubu, tie teip mila naganmeng ira Iesu la asagameng Paulo ga Sailas ga lila na taun Beria. Ga na tara la betliong ara na taun Beria, lila na luguan o usingnualap maiang Iudaiap. 
ACT.17.11	Pa Iudaiap onim na urie pianam Beria la tale kamena gare Iudaiap onim na taun Tesalonaika. Karuk. Na tara la baisliong o bais ula muru ang Iesu, tale oguekmeng o mepto agarit. Pa nameng migat meba omeira urio ties la migat o, o karuk. Are ratmat ga mirier lap ganam la mime ovas ties na Babam ula puaru. 
ACT.17.12	Are ratmat ga papot ma Iudaiap la naganmeng ira Iesu irie Karisito. Ga kabirana ma Grikip, papot ma magaulap la ame bop ga papot ma teip gat la naganmeng ira Iesu.
ACT.17.13	Pa tubiat Iudaiap onim Tesalonaika la ameit Paulo la man baisong o ties ang Morowa me maun inamaniap na taun Beria. Are ratmat ga mumaio na urie pianam ga man ofufulutmeng agat maiong teip ga magaulap onim Beria. 
ACT.17.14	Tie, akosarmeng gare tiro, tie kakalait asagameng ekelesiap Paulo me todang labinim. Pa Sailas ga Timoti la man lionama ka tie Beria. 
ACT.17.15	Pa mirie teip la alagimeng Paulo me na alang, ga ila puoieng la betmeng na taun Atens, ga tubiat ina terigimeng me Beria. Tie, maiavio ties ang Paulo ga mela amelo Sailas ga Timoti are ro: “Kakalait mumang tobolamang.”
ACT.17.16	Tie, na tara Paulo la man auanula Sailas ga Timoti tie Atens, unum me na taun ga magimaong non ara non ara morowap maiam o kakarabunim.
ACT.17.17	Are ratmat ga ula uobu na luguan o usingnualap maiang Iudaiap. Ga man tiesong ga Iudaiap ga Grikip la mime lotu me ai Morowa ga masinguala. Pa ma mirier lap ganam la ume ula na pianam o nebola gare sune ga ume ties ga teip la mime mumaio maionama na urio nebola ga ume masinguala o ties ang Iesu. 
ACT.17.18	Ga na tara la man masinguala o bais ula muru ang Iesu la uvara ga inagat inim, non teip o agat a gar la meiva Epikurian ga a gar la meiva Stoik la man damenam o ties ga irie. Pa non teip la mepto ties ang ga tiesmeng gare ro, “Iruo migana ila buat tiesong tapmat la namo mani le aramang?” Pa non teip la tiesmeng gare ro, “Atabo namo aramang ties ma morowap onim na non pialap.” 
ACT.17.19	Ga namo omeira maset urio ties ang Paulo, are ratmat ga alagimeng ga mela na non nap la meiva Ariopagas.
ACT.17.20	Are ratmat ga paga apera maset muana o urio ties la nou la nume nuaramo me maun teip ga magaulap. Panalava.” 
ACT.17.21	(Migat, ira ma mirier inamaniap ganam onim Atens, ga inamaniap onim na non napup la mime mumaio ga maionama na pianam Atens, la man maionama pa tale gat mime akosarmeng paga ba. Karuk. Pa mime na migat meba meptang tiesiap ma non ara agarip mila neim, ga mime ties kabirana ma kan ma non ara tiesiap la mime meptam.)
ACT.17.22+ACT.17.23	Urie, teuara Paulo ga dusong kabirana ma Ariopagasip ga tiesong gare ro, “O teip onim Atens, tunum tapmat na pianam ming ga magimarung pagap la mime lotu me mai. Ga ogimarung labun o lavang la omirmeng ties ubuo gare ro, ‘Urio labun a lavang la ang non morowa la tale apet.’ Met iriro tavuk ming, migimarung la mitara mimamaranim migat la mime okosar lotu me mai morowap mim. Are ratmat ga titot la tuga miralava a Morowa migat la tale amit. 
ACT.17.24	Morowa la okosarong panbinim ga kimanam ga mirier pagap ganam la meinim kabirana lie, iruo Morowa iriet namurit la ume uale bo miruo pagap ganam. Are ratmat ga tale kan ume unama na luguap o lotu la makosarmeng teip ma kilalap ma. Karuk. 
ACT.17.25	Ga irie la tale kan ume kagesong a paga ba la akosarbuong ma kilalap buo meba agabulie. Karuk migat! Pa irie kan la ume ualo ninimiap ga ifif la bume obula, ga mirier pagap ganam. 
ACT.17.26	Tiralo migat irie la akosarong migana ga iruo migana irie natauan ea buang bubuo inamaniap ganam. Ira iriro namurit migana, irie la makosarong mirier garip ma teip ga magaulap ga betmeng. Ga uabuam ga maionama na mirier ra napup ganam o kimanam. Irie kan la avuoong tara maiang meba maionang, ga irie la uabua gar o kimanam maiong. 
ACT.17.27	Pa tale kan unama kakaliat buluo narit narit. Karuk. Unamat kagarat bui inamaniap, memani naong meba mumaiong teip ga magaulap ai ga ameira migat. 
ACT.17.28	Migat, bume obula ninimiap aun ga iriet la ume ualo ngangas bun ga binim. Ovastung non ties la omirmeng non teip mim o agat ula muru gare ro, ‘Bubuo la lop am Morowa.’ 
ACT.17.29	Migat, bubuo lop am Morowa, are ratmat ga buat agatbuong gare ro, Morowa la kauna gare gol ga silva ga tadas la bume makosar ma kilalap ga o agat buong kan. Morowa la nevuoong gare miruo pagap. Karuk migat! 
ACT.17.30	Tie, na inan tara la tale maset abit Morowa ga makosarbuong papot ma kirinimup, pa irie la kadikong me bulam. Are ratmat ga tale ualo giginanim bun. Pa titot Morowa la osagaong ties ang ga muio bun bubuo inamaniap onim na mirier napup ganam ga tiesong gare ro, ‘Mialam ibup mi ira ma tavukup mim mila kiram, ga marigiming dalap mi.’ 
ACT.17.31	Memani, ovuoong ara non la meba abum teip ga magaulap na ties na tavuk ang ila puvuvui. Ga uabua kaguma ira non migana ga irie migana la eba avuoang tavuk maiang teip ga magaulap ganam onim na kimanam. Tie, Morowa la naong me bulam ganam meba abira maset irie la aga migat. Are ratmat ga ina imua Morowa meba masingala iriet la irie Ias.” Maulo Paulo gare ro.
ACT.17.32	Urie, mepto urio ties aime migana la ina teuara na una. Pa non teip kabirana ma la opukemeng ties ang Paulo ga megama, “Irio migana la man tiesong o kakarabunim.” Pa non teip la megama, “Tubiat o noba non la, eba ina nopaptang leba ina baisnang a iriro paga.” 
ACT.17.33	Tie, maulai Paulo ga ula. 
ACT.17.34	Pa non teip ga magaulap la agatmeng me ties ang la migat o ga nemiganmeng ga naganmeng ira Iesu. Kabirana ma, ame non migana la bonim a Daionisias, irie a gar ma mirio teip mila uke me Ariopagas, ga non magabun, bonim o Damaris ga non teip ga magaulap gat.
ACT.18.1	Urie, tubiat oulai Paulo taun Atens ga ula na taun Korin ga unama tie. 
ACT.18.2	Pa na urie pianam la unama migana onim Iudaia, bonim a Akuila. Nebolaong Paulo ga irie ga nemigan liong. Naga ang la avarangeieng na provins Pontas. Ga tubiat ula na kantri Itali ga unama na taun Rom. Pa tubiat orong Klodias la tiesong maranit maime Iudaiap ganam meba omaiolaing taun Rom ga mela. Are ratmat Akuila ga kuala ang, bonim o Prisila la oliolai Rom ga mulio lionama Korin. Tale kan lionama a tara ba ila laklage ga a irie tara la betong Paulo na urie taun. Ga ula Paulo na luguan liang ga tiesong ga lirie. 
ACT.18.3	Tie, Akuila ga Prisila la lime okosar butamat o ukosar ma luguap a sel ma papakip ma mamanip. Ga Paulo gat la ume okosar urio ubi. 
ACT.18.4	Ma mirier lap o sabat, ume ula Paulo na luguan o usingnualap maiang Iudaiap, ga ume masinguala Iudaiap ga Grikip ga ubiong maranit ga man oagaulie agat maiong meba naganmeng ira Iesu.
ACT.18.5	Na irie tara, Sailas ga Timoti la oliolai provins Masedonia ga mulio na taun Korin. Pa Paulo la oulai urio ubi ang o butamat, ga ma mirier lap ganam mamarani la man baisong. Mamarani la man ovaikong ties mai Iudaiap gare ro, “Migat, Iesu, irie Karisito.” Tiesong Paulo gare ro. 
ACT.18.6	Pa Iudaiap la man nekaromela ga irie ga man oguekmeng ties ang. Pa maulo Paulo gare ro, “Tale kan mime mipto ties ang Morowa la man baistung o, are ratmat ga tubiat na tara la eba betieng giginanim ira mi na la lagorang, tie urie kiribas la ming kan, pa tale tung.” Ga na tavuk maiang Iudaiap, abaula kanauri la iot ira ma sasaip am meba masingala a tavuk ila kire la akosarmeng mirie kan. 
ACT.18.7	Ga maulai miruo Iudaiap ga ula na luguan ang non migana bonim a Tisias Iastas, ga unama ga irie. Pa tale irie Iudaia, pa ume lotu me ai Morowa ga luguan ang la dusong kagarat it ai luguan o usingnualap maiang Iudaiap. 
ACT.18.8	Pa non migana ila uke la ume uale na luguan o usingnualap maiang Iudaiap, bonim a Krispas. Irie ga numeulup am la naganmeng ira Iesu, are ratmat ga papot ma mirie non inamaniap onim na taun Korin la mepto ties ang Paulo ga naganmeng ira Ila Kakani Iesu. Ga miruo inamaniap la omela nuvietiap. 
ACT.18.9+ACT.18.10	Tie, o non arubu, na kikiritniap, agimaong Paulo Ila Kakani la aulo gare ro, “Naptang! Papot ma inamaniap onim na urio taun la inamaniap tuam. Are ratmat ga tubiat eba meptang bais ula muru ga eba naganmeng ira ruo. Ga karuk kan a migana ba la puoong meba no anamung ga ama nokiraraang. Pa turuo kan la tunama ga nunuo, are ratmat ga buat nurau le baisnang o uro bais ula muru ga buat pamuieng nanam nuo. Karuk. Man baisnang it.” 
ACT.18.11	Ila Kakani la aulo Paulo gare ratmat, ga man baisong o ties ang Morowa me maun inamaniap na taun Korin, muio puoieng iro namurit karanim ga gunamur ma ulangip.
ACT.18.12	Urie, na tara la betong Galio gare natauan gavaman na provins Akaia, iat temaiara Iudaiap ga nekaromela ga Paulo un namurit agat. Are ratmat ga mela umaiat a ga alagimeng ga ula na ties. 
ACT.18.13	Ga tiesmeng gare ro, “Iruo migana la ume masinguala inamaniap meba ameuluo non tavuk ila nei o lotu me ai Morowa ga maulo meba tale omeuluan maimai pang.” 
ACT.18.14	Tie, urangaong Paulo meba apulang ties maiong, pa teuara Galio ga maulo Iudaiap gare ro, “O mimi Iudaiap, leba tiesming aime migana ba la orupuaba maimai ang gavaman ga okosarong kirinim ula kiro migat, eva urie ties gare tiro la puorung meba taptang ga ovuvutaling maset. 
ACT.18.15	Pa titot la naming it la miga man neminamung o ties ma non ara tiesiap ga bop ga maimaiap mim kan, tie mimi kan le avuvutmiling iruo paga la are tiruo. Tale narung meba avuvutaling paga ba gare ro.” 
ACT.18.16	Tiesong ara Galio are tiruo, tie maulo teip mila maiabu begat, ga makalameng Iudaiap ga meura na luguan o ties ga mela lavie. 
ACT.18.17	Pa kagarat ai tabuna a luguan o ties, mirie teip ganam la umaiat a non migana ila uke la ume uale bo luguan o usingnualap maiang Iudaiap, bonim a Sostenis ga man avitmeng. Magimaong Galio la avitmeng pa tale kan akosarong paga ba ira ma. Karuk. Uairam it.
ACT.18.18	Urie, unama Paulo na urio taun Korin ma papot ma lap, urie tubiat la maulai ekelesiap na uriro pianam ga ula na taun Senkria. Na irie tara la unama Paulo na uriro taun, uvam kavurup o bugam a, memani, tinan la okosarong non mida ga Morowa.
ACT.18.19+ACT.18.20+ACT.18.21	Mela betmeng na taun Efeso. Ga Paulo kan la uobu me na luguan o usingnualap maiang Iudaiap ga man tiesong ga mirie o bais ula muru aime Iesu. Pa mitara nameng aime Paulo meba onang a tara ba ila laklage ga mirie, are ratmat ga man marikmeng maranit aime. Pa tale ouluan urie ties maiong. Pa na tara la namo maulaing, maulo gare ro, “Leba naang Morowa, tie eba ina terigirang me mi tubiat.” Ga oulai Paulo Prisila ga lai iang Akuila na urio taun Efeso ga tegoong bo sip ga oulai uriro pianam ga ula. 
ACT.18.22	Tie, tubiat ila iva sip na taun Sisaria, tie teunie Paulo ga unum ga ula betong na taun Ierusalem. Ga ualo ‘la ula muru’ maun ekelesiap. Tubiat la ula na taun Antiok na provins Siria. 
ACT.18.23	Unama Paulo ma non lap tie na taun Antiok, urie unum ga ula na napup o provins Galesia ga Frisia. Ga ula betong na mirier pialap ganam narit narit ga magimaong ekelesiap ga mangangasong dalap ma meba maranit naganmeng ira Iesu.
ACT.18.24	Tie, na tara la man okosarong Paulo ubi ang, na irie tara non Iudaia la ula betong na taun Efeso. Bonim a Apolos, migana onim na taun Aleksandria na kantri Isip. Amaning papot o uniraiap ga mait maset tiesiap am Morowa na Babam ula puaru. 
ACT.18.25	Ga asingmaiala a tavuk ang Ila Kakani, ga dalap a la mamaranim ga ume maset masinguala teip ga magaulap a Iesu. Pa irie la oit it nuvietiap ang Ioanes. 
ACT.18.26	Tie, ume ula na luguan ila kani o lotu maiang Iudaiap ga tale kan ume urau maime teip. Karuk. Ume maset bais me mai. Ga Prisila ga lai iang a Akuila la lipto ties ang Apolos ga alagiliong me na luguan liang, ga asingliala uakap a tavuk ang Morowa. Ga upto Apolos urio ties ga maset bat oit.
