GEN.1.1	Nemetva seilva owai, mani mani lohvnamoa, wo Sesoava sism vena ovm petham manam manam. 
JHN.10.38	Heva os kava vetava, osva temba aramba vevpa, eva yimba kamba keknamba amba owai venatava, nom ningvm, ten kav vewol vevm mendekliandramba. Wo yimba osva levrapivolvav, osva aramba kana nihra av, eva kava arana nihmera av. 
JHN.10.39	Wo henga Yutanindva kevralm vivna Yesusmba, heva os himba hoai vinna henaminiva.
JHN.10.40	Wo doa Yesusva os gana, Yotan pom lovongo venamba, dom gavna, ten Yon Baptais nemet pona poswol vawonam. Yesusva di avna, 
JHN.10.41	wo dom indhanamba esvemava provna heindamba. Hev una, Yonmba mendekliandrava osva vevnamoa. Heva os manam manam, Yonmba memba ishomnavnamba hona indhanarinimba, tanam. 
JHN.10.42	Wo no kembellava mindnam lovahthapramnana keknamba undnahonamba Yesusmba.
JHN.11.1	Mongo tendorini lohvna, nihilva henamba Lasarus, wo hemba uvavulm dihelvna. Himba di avna Betani kembella, di ten ahavna muskovol sambla Mariai Martai. 
JHN.11.2	Mariava no ungevlirini, dawonamba he si welsandava sovhomnavav mendeklimba, wo hevna tana sowol venavav. Mariana muskovolva Lasarus lohvna, wo doa hemba daipotava uvavulm dihelvna. 
JHN.11.3	Wo Mariaiva Martaiva evenamba, mongom ewulihanga, ishomnalm Yesusm, omnana, nomba sehpevpa, yimba temba hemba mindnamba und velohvpa, uvavulm dihelv.
JHN.11.4	Wo nomba Yesusva ona hellena, hev unna, nomba uvavulva temba venavpa, osm hemba wohdahavavmoa. Temba ambo osm, indhanamba nunglivra pusambakambam Sesoanam, wo nihilm wulovolmanavra. Eva honamba memba osm temba vei, popeng vrelm Sesoana ombolm. 
JHN.11.5	Yesusva mindnam und vewol vevna Martam, hevna moasalalm, eva Lasarusm. 
JHN.11.6	Wo heva os nonamba himba osva hellenamba, ona, Lasarusva uvavulm dihelv, himba diva henga dawonam samblanin vewolna.
JHN.11.7	Wo doa Yesus unna hevtindim, henga angalohra Yutia provinsram. 
JHN.11.8	Wo hevtindi una, heva os Yutanindva diva yemba honnam helvakomandhalm vivna. Mani doarama, owai. Wo yimba hengam dom galm ov? 
JHN.11.9	Wo henga Yesus opla vrinna, owai, eneha ata ye andram nongthovav, mendah nambaiva lohv. Mongova indhanariniva lohmana vetava okombanamba, hemba lomotat vepevavmoa, manara noinda himba nonglav hona woklamba petharinimba. 
JHN.11.10	Wo heva os mongova lohmana vetava sinimba, hemba lomotat vepevav, manara noinda manakambara eva ata himba nov vevta. 
JHN.11.11	Honamba Yesusva ishopianamba, wo henga hev unna, pina sehelva Lasarusva ninpol kovopei ambo. Heva os kava gav domba, deuhvholm ninmerinim.
JHN.11.12	Wo hevtindi umnina, heva os himba ninmba litava, osva henamba uvavulva hemba si wuleihavav. 
JHN.11.13	Yesusva osm unvna, doa Lasarusmba dahana. Heva os hevtindiva os ningvna, Yesusva ambo ov, osva Lasarusva ninpol kovopei. 
JHN.11.14	Wo doa Yesusva moakus unvna, unna, Lasarusmba doa dahana. 
JHN.11.15	Heva os kava yem ninginv, eva ka vei, indk vethav, osva kava heiva mongawulmba ahanamoa. Manara, noinda ata yimba kamba undnahonamba wohlovahthamnavav mindnam honindava. Wo doa pioa angavai heindam daipota. 
JHN.11.16	Yesusva ishopianamba, wo doa Tomas, mongova henamba nihilva Ditimus, hev unna owalm, pioa angavaita, pimba si dalvra hemongo.
JHN.11.17	Yesusva phonamba Betanira. Di himba hellevna, osva Lasarusmba doa dahana, wo honmerava os vindilna, 4pelara okombava lohmanana. 
JHN.11.18	Betaniva mani ehallama, ambo lohvna murapeta Yerusalemrava, 3pelara kilomita ambo. 
JHN.11.19	Wo noinda osva Yutanindva esvema pulningewolvna Mariaimba Martaimba, osm noinda undwonam ahavra, doa daheinna henamba muskovolmba.
JHN.11.20	Martava helle, ona, Yesusva doa di prov, wo himba deuvriniva venamba, monaram gavna, suwihalm Yesusm. Mariaoa di ana deuvra. 
JHN.11.21	Marta omnana Yesusm, doarava yimba huiva atava, kana muskovolmba ata dahatamoa. 
JHN.11.22	Heva os kava nonora av, osva eva daipotava yimba sahmanatava mana vemamba Sesoamba, yemba vraohvav.
JHN.11.23	Yesus omnana, yenamba muskopevpa si phovav, wo henga si beswonam avav. 
JHN.11.24	Marta ophona, kava nonora, osva himba si henga phovav, nonam ovi pethai hoai evewolvram, nonamba Sesoava nambavrava.
JHN.11.25	Yesus omnana Martam, phona plalva, kava men kav lohv. Himba nomba temba kamba keknamba undnahonamba lovahthamnavpa, himba si yunalm wohavra, eva hemba dalvra. 
JHN.11.26	Wo hindva nomba memba avpa, himba keknamba kamba lovahthamnavrava, si hemba dalvramoa. Marta, yimba keknam nengvma honamba? 
JHN.11.27	Marta ophona, kava keknam amnav honamba, osra yimba Kristus, Sesoana ombol. Yimba noi, ten hom pronam hona petharam.
JHN.11.28	Martava osva ishopianamba honamba, hev ganamba, omnana moasalalm Mariam dendwolla, protok. Doa pina guruva men einv, wo himba yemba osahei. 
JHN.11.29	Nomba Mariava ona osva hellena, himba phonamba lelnam, os wohgana Yesusindamba. 
JHN.11.30	Yesusva mendah sihapra vevnamoa kembellamba. Himba mendah di vevna, ten Marta nonglaphonam monara. 
JHN.11.31	Yutanindva waiaevulvna Mariamba di deuvmora silembakombam. Yutanindva nunglivna, doa lelnam wohpho, wo himba osoa wohpatvmonavna hemba. Himba os ningna, Mariava gav pokamaram dom, wenam owolm. 
JHN.11.32	Heva os Mariava dom gavna, di ten Yesus avnam. Nonamba Mariava ona nonglana hemba, vendpenamba Yesusna monglasra, hev omnana, yimba doarava huiva atava, ata kana muskovmba dahatamoa osva.
JHN.11.33	Yesusva nonglana, Mariava wivev, wo eva Yutanindva nomba nungwulimbnamba, himba eva wuovnata. Wo Yesusva eva wosava innemolla lohna, wo himba eva wivelm vevnata. 
JHN.11.34	Hev osihinna, hi yimba singvina hemba? Hev umnina, prorava, nonglo. 
JHN.11.35	Yesusva wem osevravna. 
JHN.11.36	Wo Yutanindva una, nunglu, eva mani eskandma, himba mindnam hevm und vev hemba. 
JHN.11.37	Wo mongla una, Yesusva novtitmungilm sishona vewol vena doa, wo himba nov viv, wo eva eselm himba hona indhanarinimba kolvramba owai vena, osmba ata homeis hem dahavm?
JHN.11.38	Yesusmba wavrava mendekli snal venavna i. Hev provna pokamaramba. Pokamava nomba honme mendekli, wo henga mongo hon velapathalohvna no mengallava. 
JHN.11.39	Yesus unna, kihliheiu honm ehallam. Marta omnana, heva os mendekli, doa 4pelara simba penngiliha vungana, hemba os dahana. Ata nungva sahoklal vevav. Martava Lasarusmindna muskovolnonoa. 
JHN.11.40	Wo hemba Yesusva omnana, doa yemba kava seilm ten ishomni, yimba kamba amnatava keknamba, ata yimba nonglavav pusambava Sesoanamba.
JHN.11.41	Wo doa himba os tuvriniva honmba kihliheina, wo Yesusva nov vevongo venamba, hev ona, ara, kava yemba os omnav, yimba lehra, yimba doa kamba hellei. 
JHN.11.42	Kava nonora lohv, osva yimba elsus kamba hellellohv. Heva os kava ov honamba, noinda indhana, men doa kamba pulningei. Kava vinv osm hemba, heoa levrapieira honamoa, osra yepev kamba wolaihaprana.
JHN.11.43	Yesusva honamba osva ishopianamba, hev mindnam vevandnam onam, Lasarus, pholahangao. 
JHN.11.44	Wo no mindva os wohphona, doara ten ninginam kayenna, nonahonam wohphona, eva novlomosm nom ningimninam. Yesus unna, selvowol vinirava kayenmoa, os nis gara.
JHN.11.45	Nomba Yutanindva, temba waiaevulalm prowonamba Mariamba, nunglina, ona, os vev Yesusva. Wo mindnam himba keknam lovahthamnavna hemba. 
JHN.11.46	Heva os monglava Yutanindva anginvna Varisinindindam. Anganamba, nom temura ishunvna Varisinindm himba, ten Yesus venam. 
JHN.11.47	Wo doa vena, sembayang andranindna kuwul, eva Varisinind, himba moamba wulvahvna, kusopho velm, moam ishunilm nom kuwulm. Hev una, si pimba es vivav? Hona indhanariniva mindnam mendekliandrava vewol vev. 
JHN.11.48	Pimba hemba nombolvhueitava, os ora, hvaomanakavra honamba manimani osva, indkumbiva si hemba tovopethamnavav, keknam undnahonam alm. Wo Romnindva si ambrava, pina tempelduvmba muehvinvav pivnahonam.
JHN.11.49	Mongova indhanariniva di doara avna, nihilva henamba Kaiapas. He no tahonnamba sembayang andranindna kuwulva luhunvna. Kaiapas unna, yimba hona indhanamba memba owai, mana vemamba levrapivolvmoa. 
JHN.11.50	Temba lehra, osva mongawa indhanarinim ambo daheinvav indkumbimba, si homeis indkumbim indkokla vilovm. Heva os yimba levrapivolvnamoa honamba beswonamba.
JHN.11.51	Kaiapasva honamba moamba hevna nengavnangnamba ishovnamoa owai. Noinda osva ishovna, himba nonamba sembayang andranindna kuwul wulluhunvna no tahonnamba. Wo osva himba no moamba ishunvna, osva Yesusmba si daheinvav, Yutanindmba kolvrowolalmba, 
JHN.11.52	eva indkumbim Sesoana towandalm, nom ten pethara vavawonam eungu vevm, osm si os himba mongawa moshrava kilihavav.
JHN.11.53	Wo no okombanamba Yutanindna kuwulna mundilnamba doa moamba mokeltheivna, helvakomandhalmba Yesusmba. 
JHN.11.54	Wo doa Yesusva owai, bambanam muserava Yutanindrava lohmana vevnamoa. Himba nominiva venamba, os gana mongnavhoram dom murapetam sahal petharam. Himba gana mongona kembellam, os ningthiv Evraim, wo di wonavna hevtindimba.
JHN.11.55	Pasovatihva murapeta phunvna, nom nengewuvulm, Sesoa ten Israelnindm wonphonam. Indkumbiva no kembellini, no kembellini, os provna Yerusalemba no tihramba. Himba angavna, hevm vendwolaihawolalm, osm ora, kakowa lehrangas Sesoana novrava av. 
JHN.11.56	Wo doa indhanamba etapewulungu vevna Yesusmba. Himba di tempelduvra lovahthavnamba, asahmana ungu vevna owalm, es hevpa himba provma hona tihramba? Es yimba ningwul vev? 
JHN.11.57	Heva os doa vena, sembayang andranindna kuwul, eva Varisinind doa moamba vivrina heindamba. Hev una, os himba nomba nonorava lohtava, osva ora, ten Yesusva nolhra, heoa ishunda kamoa. Wo himba osva ata beswonam hemba kevrivav.
JHN.12.1	Minguva mongal mendah lohvna, tihva si os ophovav, Pasovatihva. Yesusva gavna Betani kembellam, dom ten Lasarus avnam. Lasarusva noi, ten Yesus pokamarini wolaihaphonam mindil. 
JHN.12.2	Wo di himba innemba waihlana Yesusmba, Martava inne leswol vevna. Lasarus hev noi innemba waihlana Yesusmba. 
JHN.12.3	Maria welsanda longve, nomba diva os lohmanavna i, wo himba selvowol vevna Yesusna monglamba nona, wo poswol venavna henga hevna tana, hivhoalmba. Wo nomba teihnungva besalva deuvmorava ambo ningiwulvna.
JHN.12.4	Yutas Iskariot, mongo Yesustindirini, himba di avnata eva. Himba noi, sewonamba he si Yesusmba holvorahunvav ungundmba. Yutas ona, 
JHN.12.5	honamba welsandava diva mara os lohmanavna K300. Ata eva mama dinasvom indhanam vrahunta, wo diva nomba innehuinindm moang vinvta. 
JHN.12.6	Wo heva os Yutasva ambo dasalm ovna, himba keknamba ninginvnamoa innehuinindmba. Himba ishovna honamba, noinda himba hevpa yukovol lohvna. He disumbva sunguwulavna, wo himba nomini yukov velohvna diva.
JHN.12.7	Yesus ophona, aembu, hemoa ambo novangas sihavra. Himba lehra temba vev, hona welsandamba lungulamana vena khui, veiva, daipota men, kanamba nihmba kokolma vrelmba, singvelmba sewonam lehei. 
JHN.12.8	Innehuinindva si elsus yemba pulningewuvmona vevra, wo heva os yimba kamba si elsusva waieuvmona vevramoa.
JHN.12.9	Indkumbiva Yutanindva ahalovna, osva ona, doa men Yesusva av Betanira, wo doa himba provna heindamba. Wo heva os himba Yesusmangasmba nonglalmba ambvnamoa. Owai, himba nonora lovahvna, una, nemetva Yesusva wolaihaphona pokamarini Lasarusmba, wo himba eva nonglalm vivnata Lasarusmba. 
JHN.12.10	Wo nonawusra sembayang andranindna kuwulva moamba vivrivna, helvakomandhalmba Lasarusmba evata, 
JHN.12.11	manara, Lasarusm nunglinam hevna novna, wo noinda indkumbiva Yutanindva henaminiva anginvna, Yesusmangas keknamba tovopethamnavna.
JHN.12.12	Mongnasiva indhanamba plombmsnamba diva livnamba Yerusalemba, ahalona, ona, doa ten Yesusva prov domba. Hind noi, ten prowonam Pasovatihram. 
JHN.12.13	Wo himba naiti manimani noi vravnamba, nona kangawonga vruwulangavna, nonam suwihalm Yesusm monaram. Hev dandwonam opelpanganam,
JHN.12.13	Hosana, okulu Sesoam. Sesoa awothov hemba, himba memba provpa mendeklina nihillava. Sesoa awotho pina Israelnindna king kuwulmoa. 
JHN.12.14	Yesusva omnanamba, donkiva nosra gana. Doaramini Sesoana tombaimorava os novol velohv,
JHN.12.15	Ata ye pem vivav Yerusalemnind. Yenamba king kuwulva ten prunv. Himba donki bimbella ovhoana, nosra prov. 
JHN.12.16	Seilmba hevtindiva tit vivna hona moana plalmba. Heva os venamba, Yesusva phonamba pokamariniva, nonamba Sesoava hevna pusambanakambara hemba desvhoana, wo himba henga ningna, osva honamba novol velohmanav hemba. Wo himba ningna nomba, osva kava doa vinina honamba hemba.
JHN.12.17	Indhanamba esvema pulundvund vevna, nonamba Yesusva deuhvhovnamba Lasarusmba mindilva, omnavnamba, pholahangalmba pokamariniva. Wo doa himba vinamba, moamba vruwul vinvna owalmba, osva ona, Yesusva os vei. 
JHN.12.18	Wo indhanamba ahui vevna, nonglalmba Yesusmba, noinda himba hillivnamba nom mendekliandram.
JHN.12.19	Wo Varisinindva hevm eishovna, una, memba pimba alhuvpa honi Yesusna mendekliandrarava, ambo pimba seposa uv moalm. Manara, indhanamba pethanindva indkumbiva doa hemangas pelpethamnav.
JHN.12.20	Eva diva monglava Griknindva doara lovahvna, himba sembayangm ambanamba Pasovatihram Yerusalemram Yutanindmongom. 
JHN.12.21	Himba anga Pilipindam, Pilippa nomba Betsaita kembellini Galili provinsrini. Hev umnina, mendekli, kava nonglalm viv Yesusm. 
JHN.12.22	Pilip ishomna Endrum. Wo Pilipi Endrui ihishomnana Yesusmba.
JHN.12.23	Wo Yesusva unna, doa nambaiva phoi, arana ombolva ata hevna pusambava levraholothunvav. 
JHN.12.24	Heva os kamba si boasna dahavav. Memba os, maim oi, indhanarini witkul koko vev osora. Witkulva koko veperava petharamba, braovevav. Wo kulva esvemava kethavra. Wo heva os hemba braovemba owai vellava, wo osva himba si esvemava kethavavmoa nihilva.
JHN.12.25	Himba nomba hevmangasva duus vrevrava, himba si owolakohavra. Heva himba nomba hevna undmba popeng vrelmba owai vevrava hona petharava, si himba wohlohvav yunalm. 
JHN.12.26	Himba nomba kamba andra vinivrava, heoa kam engivra. Wo kana andranindva si waivivra kamba, hivemava eva kava avra. Kana ara si okolawol vevra, himba nomba kamba andra vinivrava.
JHN.12.27	Daipotava kamba doa kin yuhle. Ata eva kava es ovav? Os ata kava ovavma, ara, kamoa kolvro, kamba dahavavmoa. Owai, kava prov men honanam, os kava manapenam kinmba guavra. 
JHN.12.28	Ara, yeoa pevna pusambamoa ambara levraholotho. Wo moalamang ophona senamini, kava doa venata, wo eva si henga kava vevav.
JHN.12.29	Wo indhanamba nomba di pulundvund vevnamba, nomba moalamangmba hillivna. Wo himba os uvna, hul ov. Wo heva os monglava os uvna, ovsongolnindrini hemba ishomnav. 
JHN.12.30	Yesus unna, no moalamangva temba yem, kamba owai. 
JHN.12.31	Daipotava memba Sesoava doa yem pethanindm lesvhoawolalm vev. Wo doa daipotava himba si wulengva piangavav pethanindna kuwulmba Setanmba. 
JHN.12.32	Si boasna kamba sena wukleihivav, wo nonamba kav indkumbim si os nembaomana vevav kaindava. 
JHN.12.33	Yesusva ishunvna honamba, osm ora, si os kamba dahavav kruserava.
JHN.12.34	Wo indhana noi avnam, hev umnina, kava hillina lohohmorava, os Kristusva si yunalm wohavav. Wo manara yimba oi osva, arana ombolva si dahavav? Wo an nomba arana ombolva?
JHN.12.35	Wo Yesus ophona, upsilva si yemba wonasambaihavav. Wo beswonam lohmana vevm, nonamoa upsilva lohvrava. Wo ata homeis sia yem kekaiv vevm. Himba nomba sikulmonamba lohmana vevrava, himba tit vev, osva kava henamonam gav? 
JHN.12.36	Wo noinda osva yeoa keknam undnahonam lovahthamno kam, mendahva kava yemba wonavrava. Wo osva yimba si upsilna towandaslalnonoa avav. Nonamba Yesusva honamba osva ishopianamba, himba os gana, kokmondha vrevna hevmba indhanakomonam.
JHN.12.37	Eva Yesusva doava mendekli andrava vinvna indhanana novrava, heva os owai, himba mendah keknamba lovahthamnavnamoa Yesusmba. 
JHN.12.38	Memba honamba nom, temba Aisaiava moashulnindriniva ishonamba, himba wohengivna. Os novol velohv,
JHN.12.38	Mendekli, anmund kek vithiv honamba moamba, kava memba ishunvpa hemba? Anmund nunglina doava yena andrasowolva, wo he una, honamba phov Sesoanaminiangas? 
JHN.12.39+JHN.12.40	Wo mongmomba Aisaianamba eva novol velohv os,
JHN.12.39+JHN.12.40	Sesoa doa no indhanana novm ehlathowol vinvna, wo hev hena nengavnangm indkokla vrowol vinvna. Sesoava osva owai vewol vetava, wo himba beswonam novvivavta, wo beswonam ningvavta, wo kava hemba sishona vrowol vevav, heva os owai. 
JHN.12.41	Aisaiava ishona os, manara noinda himba doara heva nonglana Yesusna pusambakambamba, wo eva hem doara ishomnavna. Hev unna, Yutanindva owai, Yesusmba undnahonamba keknamba lovahthamnavmoa.
JHN.12.42	Wo heva os monglava keknam undnahonam lovahthamnavna Yesusmba, eva nomba Yutanindna kuwulva mindnam. Heva os Varisinindnapenamba himba osva uvnamoa, kava keknam undnahonam lovahthamnav hemba. Himba pem vivna, osra ata kamba wolapulvo vevav sembayangdiniva. 
JHN.12.43	Himba undva os vivrivna, indhanaoa kamoa okolawol vivra, himba osva ningvnamoa, Sesoa kamoa okolawol vevra.
JHN.12.44	Wo Yesus dandwonam ophona, yimba himba nomba kamba undnahonamba lovahthamnavrava, yimba tanam eva undnahonam lovahthamnavrata hem, nomba temba himba kamba homba wolaihapranamba. 
JHN.12.45	Wo himba nomba kamba nonglavpa, wo eva himba nomba nonglavta, temba himba nomba kamba wolaihapranamba.
JHN.12.46	Kava pusambamsna prona hona petharamba. Kava osm prona, himba nomba kamba undnahonamba lovahthamnavrava, si avavmoa sikulmonamba. 
JHN.12.47	Wo himba nomba kana moamba hillivrava, wo engwol vivramoa, kava hemba nomba lesvhoawol vevramoa. Noinda kava lesvhoawolalmba prunnamoa pethanindmba, heva os lopshalm pethanindm. 
JHN.12.48	Heva os lohvta, lesvhoawolalmba hem, nomba temba ningvmoa, keknamba kamba lovahthamnalmba, eva vreivmoa kana moamba. Moamba nonamba kava numhowol vevpa, temba hem lesvhoawolalm, ovi pethai hoai evewolvram.
JHN.12.49	Kava nonamba memba numhowol vevpa, kanamba kavnaminiva owai. Ara noi ten kam wolaihapranam, ishomnana kamba, osm ishunilm, eva osm numhowolalm, ara ten ishovm. 
JHN.12.50	Wo kava wiyera av, osva undva almba yunalmba nomini prov, ara ten ishovm. Wo noinda osva nomba temba kava ishovpa, ara kamba wuhhov, isholmba nomba.
JHN.13.1	Doa Yutanindna Pasovatihva mumra vinvna. Yesusva nengna, doa kanamba nambaiva mura vev, pholmba hona pethariniva, wo hengam galm araindam. Himba elsus und vewol vevna hem, nomba hevnanonoamba hona pethariniva, wo himba osangas wohund vewol vawovna, verava, dahara. 
JHN.13.2	Doa venamba, okombava pelangalla avnamba, Yesusva wonnevna innemba hevtindimba. Setanmba doa doara wuhhona Yutas Iskariotmba, Yesusmba ungundmba novpa wolaihanilmba. Yutasva nomba Simonna ombol. 
JHN.13.3	Yesusva nengna, os manimani doa aramba kana englara hohlona. Hev vena, os nengna, kava prona Sesoanamini, wo henga kava si gavav Sesoaindam. 
JHN.13.4	Wo wonnevnamba, Yesusva phonamba, lohvhoa, wo selvlahanamba hevna kayen ambariniva, doa handuk moan vranamba, hevna mutengra mokaltha. 
JHN.13.5	Wo hev vranamba, baketra po sovho, wo doa osoa poswol vinvna hevtindina monglam nona. Wo no handukna sowol vinvna, hivhoawolalm, ten hev mutengra mokalthanam. 
JHN.13.6	Doa venamba, ona phona Simon Pitainda. Wo Pita omnana Yesusm, mendekli, es hevpa yimba ata kana monglava poswol vevavma?
JHN.13.7	Yesus ophona, yimba levrapiavmoa honamba, kava memba vevpa daipotava. Heva os yimba si sewonam lihavav. 
JHN.13.8	Pita omnana, owai, yimba ata kanamba poswol vevavmoa monglava. Wo henga Yesus ophona, kava yenamba monglava poswol vemba owai vetava, kalmba yimba owai. 
JHN.13.9	Simon Pita henga ophona, yimba kanamba monglava poswol vipiarava, wo kana veo, englam poswol veo, kum posvo.
JHN.13.10	Yesus henga omnana, indhanariniva porava dalohpiarava, wo henamba nihva besal lohv. Wo himba hengava monglamangas poswol velmangas vev. Wo yimba indhanariniva nihvuhinhui, heva os yimba indkumbiva owai. 
