MAT.1.1	Kristus Yesus, Zen teipsïn zini Daud Bak mo Auyan-tane.
JHN.7.10	Oso wal zem in kim yakla yawala in san dep ëgwahak, hwëna Yesus Zëna lun kon zep sowëkam golëtroka– zi de tawa gweblan srëm hap. 
JHN.7.11	Yakla yawala iwe Yahudi mo mam-mamna man zë dë gweblaꞌak, hen dakensïblï nasen gweꞌak, “Zini in endawe gwëꞌara?” 
JHN.7.12	Zi beyam-byana in dekam man zënaka aningkim nulsuk halasen gweꞌak. Sap ahakon man anakan sam neisïk gweblaꞌak, “Zini in dawem nakake.” Hwëna ahakon man ëgu gweꞌak, “Dawem naka hom. Zen nësa yasik ta gwibirida.” 
JHN.7.13	Hwëna men zen kirekam sam neisïblïk zen hom damnak kirekam ëgu gweꞌak, sap zen Yahudi mo mam-mam naka naïrïbirida gwek.
JHN.7.14	Yakla yawala in holona aha-ere minggu. Ngïrïn ngam sonnak kim zauꞌuk, Yesus ki zep Alap mo golak tïl zïka, ki zep zë zi beyam-byana insa tawa tabiꞌinka. 
JHN.7.15	Yahudi mo mam-mamna dekam zep anakan denggwanblaꞌak, “Zini an hom sekola gweka. Zen ba nakon kire tangankam tawa gweka?”
JHN.7.16	Yesus ki zep ding gulzimki, “Ola mensaë tawa ta gwibirin, zen ëre onakore naka hom. Zen Alap, men Zen Asa zer soneka, Zëbon onakore naka. 
JHN.7.17	Zini men zen Alap mo dwam gwibin sin de ang tan hap ëhohle gwe-gwenan, zen sa anakan dam nulsuk gwer, ‘Tawa tabinni an eiwa Alap mo dwam gwibin sin,’ ahaksa, ‘Desan hom.’ 
JHN.7.18	Zini men zen zëre mo enlala gwibinsi tawa da gwibirin, zen anakan ëdwam gwe-gwenan, ‘Ano bosesa dekakim teip nulsuk gwek.’ Hwëna men zen anakan tawa da gwibirin, ‘Asa bahem boltere tan. Diki men zen asa zer sonekake, desa en em boltere tan,’ kire zini zen enlalana dam-damna hen zen bëjen yasik tabin. Zep Ëe an hen kirena. 
JHN.7.19	Eiwa, Musa Bak waba tangan hap tïtï tabin ola insa ebe mae hap golzimki, hwëna em ema kïtak ngip ul gwenan. Em ba habe Asa tan hap kalang ëblaꞌan?”
JHN.7.20	Zi beyana in dekam zep ding nulblik, “Emsa in dowal tïlblïla! Nara emsa tan hap kalang gweblaꞌara?”
JHN.7.21	Yesus ki zep ding gulzimki, “Ëe aha-ere owassaë Hari Sabatnak syal gwibik, hen em dekam ema lenggwan gwibik.
JHN.7.22	Hari Sabatna, zen sap nëno mae mo syal srëm hap de yakla, hwëna em dekam kie zi walas mo to mipna blom lasïk gwibirin– men kirekam Musa Bak tïtï tabirkike. Hwëna sap to mip blom tasibin hip dena, diki ausuna Musa hon hom. Zen diki orep de auyan-aza kirekam tïtï da gwibik. 
JHN.7.23	Em zebe Hari Sabatnak zi walas mo to mipna blom lasïk gwibirin– dekam de Musa mo tïtï tabin ola insa ngip gun srëm hap. Zen in zep bahem Asa jal gweblan, sap ëe ama zi mo tïngare timsi owaskam Hari Sabatkam oto gulsubluk. 
JHN.7.24	Asa de langa nakon kara tan enkam, bahem na-en Asa anakan ti yulsuk gweblan, ‘Zen man Musa mo tïtï tabin olsa gulmun gwenda.’ Diki enlala dam-dam enkam em abe hap dena anakan klis gul gweblan, ‘Zëno syala in dawemna,’ ahaksa, ‘Karekna.’”
JHN.7.25	Ahakon Yerusalemk de zini dekam zep zënaka donbirida nasen gweꞌak, “Zini in zen– mensa nëno mae mo mam-mamna tan hap dëblaꞌanye. 
JHN.7.26	Hwëna emki kara tan! Zen damnak zi beyanak tonbiridaꞌara, hen mam-mam wenya hom jalse nëblaꞌan. San ha zen mes anakan dam dasïl?– ‘Zen eiwa nësa de ngaya tabin hip de Zini Zen.’ 
JHN.7.27	Hwëna san ha diki Zen hom yap? Sap ngaya tabin hip de Zini in de ngatan zi mo lang nakon ati gwenan zanam, nen ki molye zëno ëna tawa ëblaꞌanam. Hwëna Yesus zen Nazaret wal syake.”
JHN.7.28	Zen in zep Yesus kim Alap mo gol teksonnak tawa tabiꞌinka ol mam-mamkam tonbiridaka, “Em ema tim ul gwenan, ‘Ëe zini insa ama tame laꞌan, hen zëno ëna kië tawa ëblaꞌan.’ Hwëna Ëe totoresa homë ëre mo enlalakam hatazak. Men Zen Asa zer soneka, Zen eiwa taïblïblan tanganna. Hwëna em home Desa tame la gweꞌan. 
JHN.7.29	Hwëna Aena kië Desa tame tak, sap Ëe Zëbon onakonë hatazak, hen Asa Zen zer soneka.”
JHN.7.30	Dekam ahakon balk tan hap sap ëakasïk, hwëna hom mae banakan mae nëblak. Sap dekam kirekam de gwëblan hap de yaklana mensa Bian dam tasïblïka, zëwe hom zauꞌuk. Zen in zep dekam balk da srëm gwek. 
JHN.7.31	Hwëna zi beyana in kon hen beya nik daïblïblak. Zen man ëgu gweꞌak, “Nësa de ngaya tabin hip de Zi de ahanik hataꞌanka, Zen banakan sa Yesus mo owas syal gwibinni ansa gulmunblula?”
JHN.7.32	Farisikam de gubirida gwen zini kim kirekam nasalbiridak, dekam zep apdekam Alap mo golak de syal tan zi mo mam-mam naban Alap mo golsa de kara gul gwen hap de jana nabare zini lup nul sonek– zen de Yesussu balk tan hap. 
JHN.7.33	Hwëna zen hen hom dekam balk dak. Yesus dekam zep zi beyana insa gubiridaka, “Ëe molyë holokam eban mae golëlowehe gwek. Nabakam asa etan lwahal– Zini men Zen Asa zer sonekake, Zëbon osan dep. 
JHN.7.34	Em dekam esa Asa lë gweblal, hwëna molye Asa hla la gwek. Sap men zaoë dekam gwë gweꞌak, em molye desan Asa ërtrok.”
JHN.7.35	Yahudi mo mam-mamna dekam zep zënaka dakensibirida gweꞌak, “Zini an endan lang san de song gwen hap ki gulu?– nen de zëwe hla tan srëm hapye. San ha Yunani mo lang san de song gwen hap?– men desan ahakore Yahudi zini sekwak gwenkam lowehen daꞌanke, zao de Yahudi srëm zisi tawa ta gwibin hip. 
JHN.7.36	Ba hap ki gulu?– ‘Em dekam esa asa lë gweblal, hwëna molye asa hla lak. Sap men zaoë dekam gwë gweꞌak, em bëjen zao yaïng gwen.’”
JHN.7.37	Yahudi mo aha-ere minggukam de yakla yala iwe, aumwa hap de yaklana, zen zen– mam tanganna. Yesus dekam zep Alap mo golak zauku, dekam zep ol mamkam tonbiridaka, “Zi de ho-hole gwenna, dikire Abon otden hap yaïng gwe-gwezak. 
JHN.7.38	Men kirekam Alap mo olak lwak, zini men zen de Asa daïblï gweblaꞌak,
JHN.7.38	‘zëno mae mo enho nakon sa ngaya gwen hap de hona ana gwese gwer.’”
JHN.7.39	Hona insa enlala gwibirki, Zen Alap mo Enhosa. Zi de Yesussu taïblïblankam, dekam de zëbon ing gwe heblan. Hwëna in kim gubiridaka, dekam hom ing gwe hezimꞌinka, sap dekam Yesus hom tïꞌïnka– Alap dikim teipsïnkïm drënen hapye. 
JHN.7.40	Zi beyana in kim kirekam nasalblak, ahakon dekam zep ëguk, “An diki Zen– Alap mo olsa de ayang gun hup de Zini, mensa Musa hamal hap gu-guk gweblakaye.”
JHN.7.41	Ahakon hen man ëguk, “Zen an Zen– Israelsa de ngaya tabin hip de Zi niye.”
JHN.7.41	Hwëna ahakon man ding nulzimk, “Bëjen. Hom anakan nen guk gweblak, ‘Zen Galilea wal hap sa jowe zala.’ 
JHN.7.42	Sap Alap mo olak man-am lwak, ‘Nësa de ngaya tabin hip de Zini, Zen Daud Bak mo ausu nakon sa saltïlï, hen Daudsa de jaha gweblan ëna Betlehemk sa hen Desa jaha gwer.’” 
JHN.7.43	Zen kire nakon zep ëhlïwek. 
JHN.7.44	Ahakon sap dekam balk tan hap dwam nëblaꞌak. Hwëna zen hom mae banakan mae nëblak.
JHN.7.45	Alap mo golak de jana nabare zini in dekam zep etan lwanda halzak. Men zen lup nul sonek
JHN.7.46	Hwëna man ding nulzimk, “Kire zini san ki balk da gwenan? Zëno ola dawem tanganna. Aha zi mo ol toranna hom– kire naye.”
JHN.7.47	Dekam zep jala ban ding nulzimk, “Asya! Emsa in hen mes yasik tabiri! 
JHN.7.48	San ëe kië Yahudi mo mam-mamna hen Farisikam de gubirida gwen wenya aha-en mae laïblïblaꞌan?! 
JHN.7.49	Hwëna zi beyana an Musa mo tïtï tabin ola hom tame nul gwenan, zep zen kïtak syauk sun dep sa sek gwer!”
JHN.7.50	Hwëna Farisi walya Nikodemus Bak zao hen gwëꞌanka– men zen Yesussu nonol zïnï takake. Zen dekam zep wal bose wal zemka gubiridaka, 
JHN.7.51	“Nëno mae mo tïtï tabin olak Musa man nëp ale gulzimki: Nen bap nen totoresa zisi gublun, ‘Zen karekna.’ Diki nonol taken-taken gweblankam. Karekna kim hlaulblunna, zen dekam de karek tan.”
JHN.7.52	Hwëna man ding nulblik, “Ki san em hen Galilea wal?! Emki Alap mo olak teibin. Zao hom anakan ale nuk, ‘Alap mo olsa de ayang gun hup de zini Galilea mo lang nakon sa jowe zala.’”
JHN.7.52	[ 
JHN.7.53	Dekon kim ëhya gwesïk, ki zep gol san dep sekwak gwek.
JHN.8.1	Hwëna Yesus Zëna dekon zaitun tra nabare kwatap tek san zep asa golëzahe gweka. 
JHN.8.2	Kaꞌankam orap tola ban zep etan Alap mo gol san dep asa golësek gweka. Zi trana kim etan tagal nëblazak, Yesus Zëna dekam zep nikin aneka– dekon de tawa tabin hip.
JHN.8.3	Farisikam de zini Musa mo olsa de tawa ta gwibin hip de zi niban ki zep hen wenya nolhatazak, ki zep tïngare zi mo nwenak de zaun hup tik-tik nuk. Zen kahalo gwennak balk nuk. 
JHN.8.4	Ki zep Yesussu nenblak, “Bian, wenya an kahalo gwennakë balk ul halanzal. 
JHN.8.5	Nëno mae mo tïtï tabin olak Musa Bak man nësa gubiridaka, ‘Kire wenya em kasokam tok hap ï tï gïbin.’
JHN.8.6	Zen kirekam mae hap ki dakensïblïk, sap zen mes aningkim ola aha-en nuk– Yesussu dikim anakan akasïblïn hap, “Zëno tawa tabin nik de Musa mo tïtï tabin ola ban apde nën srëmkam, ki esa karek lal.” Hwëna Yesus man huwe heka, ki zep kamanak de sonnak taha bolkam ale gul gweꞌanka. 
JHN.8.7	Hwëna zen dekam nama hen-henkam dakensïk gweblaꞌak, ki zep hëndep dam-dam gwe seka, dekam zep gubiridaka, “Men zen de zënaka enlala gweblak, ‘Ëe homë aha-en mae karekna gok,’ zen zen de nonol kasokam gwik.”
JHN.8.8	Kim kirekam gubiridaka, ki zep etan sonnak de ale gun hup huwe heka. 
JHN.8.9	Kirekam kim Yesussu nasalblak, ki zep aha-en aha-enkam teso gwe-gweꞌak– hëndep kïtak sekwak gwek. Bong-bongkam de wenya, nonol zen teso gwek. Hëndep Yesus ensa zep zë hli dak. We enna in nama zë zauꞌuk. 
JHN.8.10	Ki zep etan dam-dam gwe seka, dekam zep gubirki, “Zini men endawe? San ha emsa de karek gun hup de wenya in mes kïtak sekwak gwer?”
JHN.8.11	Ki zep ding gulbluk, “Mes, bian.”
JHN.8.11	Ki zep hwëna gubirki, “Ëe hen homë emsa karek guꞌun. Sap esa song gwera, hwëna bahem etan karekna gon.”]
JHN.8.12	Etan kim zi beyanak asa golëgwëꞌanka, ki zep zë gubiridaka, “Ëe an okamana an hap de ngatanna Zen. Zini men zen de Asa ang në gweblaꞌak, zëbon mae onak sa ëngaya gwen hap de ngatanna zïl ine gwer. Zen molya kawesïnnïk lowehe gwek.”
JHN.8.13	Farisikam de zini in zen zë hen lowe heꞌak, ki zep nenblak, “Em e-en tangane ki kirekam asa gubiridanda. Diki aha zi de eno olsa trïl senkam bap, ki amaka emsa laïblïblaꞌan.”
JHN.8.14	Ki zep ding gulzimki, “Ëe, zi de Asa trï tasen srëmkam de kirekam gubiridanna, ano ola in nama eiwa dena. Sap Ëe tawana– men dekonë hatazak hen men zao debë lwa haꞌak. Hwëna em desa tawa naka hom. 
JHN.8.15	Em in kirekame ëgwë gwenan: Zisi nabakame enbirida gwenan, ‘Em mese karek gwera.’ Hwëna em in auhu-kama zi mo enlala en sane klis ul gwenan. Hwëna Ëe angkam zisi homë klis guꞌun. 
JHN.8.16	Hwëna Ëyë klis guꞌunam, zen eiwakam sa ki lwal, sap Ëe A-en homë kirekam syal gwe-gweꞌan. Bian men Zen Asa zer soneka, Zen aban zersyal gweꞌara. 
JHN.8.17	Nëno mae mo tïtï tabin olak man lwak, ‘Zi dare mo kira ën ol de apde nënna, amki laïblïzimk.’
JHN.8.18	Ëe an ëre hap denaka emsa gubiridaꞌan. Ano Bianna men Zen Asa zer soneka, Zen hen man ano ola an trïlse gweꞌara. Zep Ëe Debanë dan ë gweꞌan.”
JHN.8.19	Ki zep dakensïblïk, “Eno bianna in endawe?”
JHN.8.19	Ki zep ding gulzimki, “Em home Asa tame laꞌan hen home ano Biansa tame laꞌan. Asae tame laꞌanam, ki emaka hen ano Bianna tame laꞌan.” 
JHN.8.20	Zen kirekam gubiridaka– Alap hap de te-ala ing gul gweblan teksonnak kim tawa tabiꞌinkaye. Dekam hen hom balk dak, sap kire hap de yaklanak hom dekam zauꞌuk.
JHN.8.21	Etan ki zep Yesus gubiridaka, “Ëe asa song gwer. Em esa Asa lë gweblal, hëndep zao esa ere mae mo karek-karek naban oltïl. Sap men zao debë song gweꞌak, em molye desan Asa ërtrok.”
JHN.8.22	Yahudi mo mam-mam wenya men zen ësane gweꞌak dekam zep zënaka dakensibiridaꞌak, “San ha zen man zënaka de tan hap enlala gweꞌara?– in zep ki gunda, ‘Men zao debë song gweꞌak, em molye desan asa ërtrok.’”
JHN.8.23	Yesus ki zep ayang gulzimki, “Em an auhu-kamana an kore zi. Ëe an gulk korena. Em in okamanak de ësaltïn zi. Ëe dekore naka hom. 
JHN.8.24	Zen in zebë emsa gubiridanan, em esa ere mae mo karek-karek naban oltïl. Zen kirekam sa ebe mae hap lwazim– eme Asa laïblïbla srëm gweꞌakye. Sap Ëe an Zen– mensa ena kara ë gweblakye.”
JHN.8.25	Dekam zep jala ban dakensïblïk, “Zep ki em an nara mo weinak dep de zi?– zebe kirekam enaka gu gweblaꞌaraye.”
JHN.8.25	Ki zep ding gulzimki, “Men kirekamë nonol lonesen nakon emsa gubirida gwek, zen kirekamke. 
JHN.8.26	Ano ola ebe mae hap dena nama beya tanganna– dekam de eno mae mo karek-kareksa goltrei gwizimdin hip denaye. Ano Bianna Zen taïblïblan tanganna, hen men desaë Zëbon onakon sane gwe-gweꞌan, zen desaë okamanak de zini ebe mae hap ayang gul gwizimꞌin.”
JHN.8.27	Zen hwëna hom zëno ol-gunnu insa anakan dam nulsubluk, “Zen ngatan zi mo langnak de Bian hap denaka ki gunda.”
JHN.8.28	Zen in zep ki Yesus anakan gubiridaka, “Em kime ngatan zi mo lang nakore Zi Tanganna Asa gulk makan la inꞌik, zen dekam esa anakan Asa dam lasïl, ‘An eiwa Zen– mensae kara ë gweblakye.’ Em dekam esa Asa anakan tame lal, ‘Zen hom zëre en mo bose hap ba maena syal gwibirki. Zëno tawa tabinni zen eiwa kïtak Bian onakorena.’ 
JHN.8.29	Bian men zen Asa zer soneka, Zen aban zersyal gwe-gweꞌara. Bian hom Asa da tasïk gwenda, sap ano syala man sam gwesïk gwibirida.”
JHN.8.30	Kirekam de torannak kim sane daꞌak, dekam zini beya nik zep daïblïblak.
JHN.8.31	Men zen Yesussu daïblïblaꞌak, ki zep desa en gubiridaka, “Eme ano ol san enlala tatete naban ang ta gweꞌak, em ki eiwa Abon de ang ta gwen zi tangan. 
JHN.8.32	Ki esa eiwa dena tame ul gwer, hen dekam esa aha mo emsa de jap gul sonendan nakon ëhïl gwe hanal.”
JHN.8.33	Ki zep hwëna ahakore nik ding nulblik, “Nen an Abraham Bak mo ausu nakore zi sike. Nen home mae aha zi mo tana ïltïkïnnïk ëbabu gwek. San ki man nësa dahale gwibik. Zep em ba habe kirekam gulu?– ‘Em esa jap gul sonendan nakon ëhïl gwe hanal.’”
JHN.8.34	Ki zep ding gulzimki, “Eiwa denakaë emsa gubiridaꞌan: Men zen karekna nol gwenan, ki zen karekna in zëbon ëbabu gweꞌan.
JHN.8.35	Zi mo tana ïltïkïnnïk de babu gwen zini, zen zi bina in mo iyesa hom. Zep zen molya hëndep zëwe gwë gweka. Hwëna tane zem, zen zëwe en sa gwë gwera, sap zen tane tangan zem. 
JHN.8.36	Zen in zep, ngatan zi mo langnak de Bian mo Tane Tangan de emsa hïl ti sonebinkim, dekam esa tangan ëhïl gwe hanal. 
JHN.8.37	Ëe tawana: Em hen sap Abraham Bak mo auyan-tane wal. Hwëna em tan habe Asa dwam ëblaꞌan, sap ano ola ebon mae man jawe guk hana gwenan. 
JHN.8.38	Mensaë ëre mo Bian hon hlaul gwek, Ëe desaë ebe mae hap ayang gul gwizimnin. Hwëna em ere mae mo bian mo ol sane syal ta gwenan.”
JHN.8.39	Ki zep ding nulblik, “Ëe an Abraham Bak mo walas sake.”
JHN.8.39	Ki zep ding gulzimki, “Hwëna Eme eiwa Abraham mo walas lowe heꞌanam, ki Abraham mo kim emaka lowehe gweꞌan. 
JHN.8.40	Mensaë Alap hon sane gwe-gwek, Ëe desaë ebe mae hap ayang gul gwizimꞌin, hwëna em tan habe Asa dwam ëblaꞌan. Abraham hom kirekam gwë gweka! 
JHN.8.41	Em ere mae mo bian mo kime lowehe gwenan.”
JHN.8.41	Ki zep hwëna ding nulblik, “Ëe an malin walassa hom! Ëe an tïngan Alap mo wei-wik gun walas sake.”
JHN.8.42	Hwëna dekam zep Yesus ding gulzimki, “Eme eiwa Alap mo wei-wik gun walas lowe heꞌanam, ki emaka Asa enna ola gweblaꞌan. Sap Ëe an Alap onakonë hatazak, hëndep zebë angkam awe gwëꞌan. Ëe ëre mo enlalakam homë hatazak, hwëna Zen ki Asa zer soneka. 
JHN.8.43	Em an mae habe ano ola tame ul srëm gwe-gwenan: Sap em makare zini bëjen ano ola dokwak gun. 
JHN.8.44	Em an ere mae mo bianna dowal mo kïgï mo wei-wik gun walas. Zen in zebe zëno dwam gwibin sin ang ta gwenan. Zen nonol lonesen nakon kirekam gwë gweka– zi tan zi. Eiwa de ola hom tangan zëbon onak, sap eiwa de ola zëbon man jawe guk hana gwenan. Zen de boton gwenna, zëbe hap man dakastïlïn, sap zëno enhonak boton en. Zen in zep ki gwëka, boton tam zi, hen zen tïngare boton tam zi mo bian.
JHN.8.45	“Hwëna Ëe eiwa de en nakaë ayang gul gwizimnin, in zebe Asa laïblïbla srëm gwe-gwenan. 
JHN.8.46	Ebon mae onakon, nara molya ano karek-kareksa anakan dam gulsubluka, ‘Em kire kareksae golka.’ Zen in zep, Ëe de eiwa de en naka tawa tabinni, em ba habe Asa laïblïbla srëm gwe-gwenan? 
JHN.8.47	Alap mo wei-wik gun walasna, zen man Alap mo ola i-san i-san nei gwibirin. Em hwëna bëjen, sap em in zëno walassa hom!”
JHN.8.48	Yahudi mo mam-mamna men zen zëwe lowe heꞌak dekam zep zë lamang daꞌak, “Em in eiwa Samaria wal karek hen dowal de bi gweblanna!” 
JHN.8.49	Yesus ki zep ding gulzimki, “Ëe dowala ban hom. Ëe ama ëre mo Bian mo bosesa de mam gulblun hap syal gwe-gwenan. Em hwëna ema Asa lamang la gwenan. 
JHN.8.50	Ëe ëre mo bosesa de mam gun hup homë syal gwe-gweꞌan. Hwëna ano bosesa de mam gun hup de Zini ki– Zen ngatan zi mo langnak gwëꞌara. Zen man Asa zerzauk sone gwenda. 
JHN.8.51	An eiwa denakaë emsa gubiridaꞌan: Men zen ano ol san enlala tatetekam ang ta gweꞌak, zen molya hëndep denaban juwe gwek.”
JHN.8.52	Ki zep nenblak, “Angkam eiwa mesë emsa dam lasïnïn: Em in dowal mo bi gweblan zi! Abraham Bak orep man tïlkï, hen Alap mo olsa de ayang gun hup de zini hen man juwe gwek. Hwëna em ema gunda, ‘Men zen ano ol san ang ta gweꞌak, zen molya juwe gwek.’ 
JHN.8.53	Auyan Abraham ki tïlkï. Em san ema enaka kïl tïꞌara?– ‘Ëe an Abraham onakon de teipsïnnï.’ Alap mo olsa de ayang gun hup de zini san ki juwe srëm gwe-gwek! Zep em banakane enaka kïl tïꞌara?”
JHN.8.54	Ki zep ding gulzimki, “Aen de ëre mo bosesa mam gunkum, dekam eiwa, bëjen Asa taïblïblan. Hwëna men Zen ano bosena mam gul gweꞌara, Zen ëre mo Bian– men Desa em en gweblananke, ‘Ano mae mo Alap’kam. 
JHN.8.55	Hwëna ena home tame laꞌan. Ëe en kië tame taꞌan. Ëe de anakan gunkum, ‘Ëe homë Alapsa tame taꞌan,’ dekam ki hwëna Ëe boton tam zi, men ki hen em! Hwëna Ëe kië tame taꞌan, deban zëno ol en sanë enlala tatetekam ang gwe-gwenan. 
JHN.8.56	Eno mae mo auyanna Abraham, zen man hëꞌho gweka– hamal hap kim anakan salka, ‘Ëe asa ngatan zi mo lang nakore Zi Tangansa okama san dep de ati gwennak hla ta soner.’ Kirekam kim Asa hla ta soneka, man tangan sam gwesïkï.”
JHN.8.57	Ki zep ding nulblik, “Eno tahunna hom lima-pulunak hataꞌan. Em banakan de Abraham Baksa hla tan hap?”
JHN.8.58	Dekam zep hwëna ding gulzimki, “Eiwa denakaë emsa gubiridaꞌan: Abrahamsa de jaha gwen srëmnak, Ëe an Zen Tangan– Alap han de bose apde naye.” 
JHN.8.59	Kirekam kim nasalblak, dekam zep zi beyam-byana in kasona lop da inek– dekam de ï tïblan hap. Hwëna Zen dekam zep zëno mae mo nwe nakon aning gwe ine halka, ki zep kon hëndep song gweka.
JHN.9.1	Aha yaklakam kim Yesus asa golësek gweka, ki zebë zi nwe dïmïnnï hla laꞌak. Zëno nwena jaha gwennak ki hëndep dïmïn nëblak. 
JHN.9.2	Ëe zëre hon de ang ta gwen wenya dekam zebë Yesussu lakensïblïk, “Guru, nara karek gweka?– an zep ki zini an jaha gwennak hëndep nwe dïmïn gwekaye. San ha zën jaha gweblan srëmnak karek gweka? San ha an-bi zik mo karek nakon ki gwëka?”
JHN.9.3	Ki zep ap ding gulzimki, “Zen zi mo karek nakon hom ki gwëka. Zen an mae hap ki nwe dïmïn gweka– dekam de zi Alap mo sosonsa zëbon hlaun hup. 
JHN.9.4	Nen nama ngatannake lowe heꞌan, zep angkam nama lwaꞌan– dekam de nen Alap mo syalsa gol gwen hapye, Asa men kirekam de syal gwen hap zer sonekaye. Hwëna kawesïn hïp de yaklanak sa hen hatal. Dekam zini toton bëjen syal gwen. 
JHN.9.5	Ëe de nama okamanak gwënkam, Ëe an Zen– okamana an hap de ngatan naye.”
JHN.9.6	Kirekam kim gubiridaka, ki zep ol tepna kamanak tïpsïkï, desa zep son naban siri gulku. Dekam zep zini in mo nwena dra soblaka. 
JHN.9.7	Ki zep hwëna gubluka, “Wake, aïlï hona Siloamk ngan sosuk.” Aïlï hona in mo bosena “Siloam” zen enlala naban. Nëno mae mo olkam, “Zer Sonen.” Kim zë ngan sosuku, dekam zep hëndep kara gweka, ki zep gol san dep song gweka.
JHN.9.8	Zëre mo gol golek denak de wenya hen men zen mwin-mwankam hla da gwek dekam zep denggwan gweblaꞌak, “An san ha zen hom?– men zen ora alpnak de nikirin nikon te-ala hap nësa aberbe ta gwibirkiye.”
JHN.9.9	Ahakon man ëgu gweꞌak, “An zen.” Hwëna ahakon man ëgu gweꞌak, “Zen hom. An deban nwe-masena apdenak.”
JHN.9.9	Hwëna Zën zep zënaka kira ta gweꞌanka, “Ëe an dwan zenke.”
