MAT.1.1	Abraham po aso, Dabhit po agijing, anang so Jisu Khristo asar-lar alekha alo bangpo lo.
1CO.9.8	Ne labang alam pomar munusi abi-pun badi nalithan hlongdo ma? Kanong along labang hel alam pupe yong ma? 
1CO.9.9	Piyok pu tene Mosi po kanong long wido, “Nali sok kapasi amun chorong hel angho khanghara bamek.” 
1CO.9.10	Lale Arnam chorong alo helyok detsi chiron man ma? Lale, ahuwit patengsi hali phan ta pupe yong ma? Akiwang alam ke hali phan si labang alamthe kiwi, piyok pu tene inghosi chorong panong-man, anang chiha dingsi chorong panong hlong-man aro inghosi sok pasi, anang bangpo abhak kihlongdun chihasi sok pasiman. 
1CO.9.11	Hali nali phan jiuli akime achili ripsi, nali para kanange abihini hel pahlong, tene bangpo akithe abihini chohang hlongdo ma? 
1CO.9.12	Nalithak bang hel labadi kihlongdun abhak doman, tene hali layok ta ongchot do deye ma? Layongta hali labang abhak kihlong yok chohanghe yong, manta Khristo kime-alamthe kapahar kiteng hlonghle aphan, hali ahuwit ta chihisi do. 
1CO.9.13	Inghosi Arnam ahem long kangthir asal tiki, anali kangthir Arnam ahem parasi kichoyok pahlongman, aro inghosi athuli long asal tiki analike buli kipi aman abhak hlong dunman, nali labangpo chithan un-eh ma? 
1CO.9.14	Labadi si kime-alamthe kapahar pon aphanta Hemphu labang abi-pun otelo, te anali kicho-karjak la kime-alamthe parasi pahlonge. 
1CO.9.15	Manta ne labang hel isita sal-lap ponpe yong, lale ne labang hel wiwe-yong, la-apot mehel nelamthe ateng pachok nang, labang ta kalek. Piyok pu tene ne aborai pahlongkel aholan— akijol kidoyok ke ne kithisi kime. 
1CO.9.16	Piyok pu tene ne kime-alamthe pahar hlongdo yongta, labang nelong aborai kiwang kalek, piyok pu tene, mengsi katiki nange asal aphangpo ne phu-thak pido, lasi, kime-alamthe paharhe pu tene ne hao hlonge. 
1CO.9.17	Piyok pu tene ne ar-ih si bangpo asal tikido, tene ne kihlong adat do; manta ahisa wesi tikido, tene kime-alamthe apuru murkiya aphang neyok nipi do. 
1CO.9.18	Laparake nephan labang adatpo ke pot te? Kime-alamthe kapahar amun, labang kime-alamthe nelong kipi apharan si, nebithang katiki hlong yok, labang kime-alamthe laparasi pahar hlong, bangposi ne adatpo. 
1CO.9.19	Piyok pu tene ne ahuwit long kijoktang hlong do yongta, ako-ong arleng pahlong yok nebithang ahuwit aphan murkiya chiplang do. 
1CO.9.20	Jihudi helyok kapahlong yok, Jihudi pen katiki amun Jihudi hel badi arjak duno; nebithang ke Mosi po kanong arlo kalek yong ta, kanong arlo kido helyok kapahlong anat, kanong arlo kidohel pen, kanong arlo chiplang dun badi dolo. 
1CO.9.21	Ne Arnam kanong kangwe kalek, manta Khristo kanong arlo chiplango, yongta kanong arlo kangwe hel pahlong ayoksi, kanong kangwe ihut badi chiplango. 
1CO.9.22	Kikrol un-eh hel kiwan ayok, kikrol un-eh long un-eh pho badisi chiplango. Angkhan yok kijoktang adeng pahlongyok, ahuwit long ahuwit badi chiplang duno. 
1CO.9.23	Ne labang ahuwit kime-alamthe aphan, lake aduk parphang nangset ta tikilo. 
1CO.9.24	Inghosi kikat dun kachilem along ahuwit kat dun man, lahel abangten chibatsi kat, manta ihut detsi banta ke hlongman, puke nali chithan un-eh ma? Nali labadi pahlong un yok, ladi ne katdun. 
1CO.9.25	Aro ingho kachilem long kachibat abangten kihal yok chilare, lahel abithang abangpo chipangdom yok abi-pun chirliman. Analike kiprel phurkup po yok bangpo tikiman; manta ilike, ki-or-eh aphur-kup pahlong aphansi bangpo tikiman. 
1CO.9.26	Lasi, ne katdun do, yongta ingdende phoke kalek, chiteng si, manta tomon long akijol kiteng badike tengte. 
1CO.9.27	Manta arleng hel ango paharsi, manta kijut amun abithang chakchepho ke kalek, lasi ne abithang abangpo yok tengsi pangdomsi bido.
1CO.10.1	Ei korte aro ingjirhel, nali chithan un-ehsi kido ne aneng ingjong, te ili aporong sar-lar hel ahuwit inghun arlo kido, aro ahuwit langpe asitemsi kiwang, 
1CO.10.2	aro ahuwit ta inghun aro langpe along Mosi po baptist chiplango, 
1CO.10.3	aro ahuwit isidet ajiuli ahim kicho, 
1CO.10.4	aro ahuwit isi ajiuli alanghan kijun. Piyok pu tene anali aphel phel kidun ajiuli arlongpo para anali lang kijun, labang arlongpo Khristo kido. 
1CO.10.5	Layongta, anali ako-ong chot arleng aphuthak Arnam nengsamse yongot, aro analiyok aporman ke, analiyok ingnam longsi pathiphrot no. 
1CO.10.6	Minon ke anali pot badi akangho kar-ih kido, labang aduk po iliphan isi arjan chiplango. 
1CO.10.7	Anali sitem angkhan ke agoya chirdom rongo, nalike ladi chiplangek; labadi kiwi alam do, “Arleng hel kicho yok iningo, aro kijun yok eno aro anali kikan ayok thuro.” 
1CO.10.8	Ili ke anali angkhan ke anali bang pen kidoner asal tikilo apot, inirsi detsi angkol isine hajar kithom arleng thilo, ladi ke ili doner nangne. 
1CO.10.9	Angkhan ke honjat kilang yok katiki apot, phurul kangthok detsi mari lo, labadi ke ili Hemphu yok honjat lang nangne. 
1CO.10.10	Aro anali angkhan ke jibadi neng pasumseng si kipu dun anat, anali kapangho po aridengsi ingholo, nali ke labadi pasumseng ke do nangne. 
1CO.10.11	Analiyok ke ili phan isi arjan badi lamehel kachiplang, ki-or owe along arleng ili phan ahari kipi alam paklangsi wido. 
1CO.10.12	Lasi inghosi krolthipsi do pusi chironman, anang kikrol para kijangje ayok, la-anat meso chilangben nok. 
1CO.10.13	Potsi honjat arlengyok wangman, la aparke naliyok prek honjat chiplangple yong. Arnam ke kikrol loiloi, aro anang naliyok letchot ke honjat pipeye, manta nali kachihi un, atengsi honjat pensi kachipajok anghor ta otepiye. 
1CO.10.14	Lasi, ei nengdok khoi hel, agoya hel kachirdom para chiterek. 
1CO.10.15	Ne naliyok abudi-ater kidopo pusi chithan unsi than do, nali bithang nelamthe bisar tangne chiron not. 
1CO.10.16	Ili bor-eh kicho kijun alanghan yok bor-eh piman, labang Khristo awilong kachingrum kalek ma? Aro potsi ahim ingbeng hlongman, labang Khristo abangpo long kachingrum kalek ma? 
1CO.10.17	Piyok pu tene ili ako-ong do, ili ahuwit ta iplang himpo, isidet abangpo, piyok pu tene ili ahuwit ta labang iplang himpo chithaksi choman. 
1CO.10.18	Israyel arleng hel yok chiron langot; anali buli kipi a-ok choman, anali athuli long kachingrum kalek ma? 
1CO.10.19	Lapara ke ne pot pen nali parhlan do? Agoya long kangton pot te kime do, lale agoya hel pot te akime ma? 
1CO.10.20	Kalek, ne parhlan si kithane ke Bang-ajat hel buli piman, anali Arnam ayok ke kalek, si-ik samon aphansi buli piman. Ne bangposi pudo, aro ne nali thando si-ik samon kachirdom long chingrum dun nek. 
1CO.10.21	Nali Hemphu alanghan aro si-ik samon alanghan, hini long jun nangne. Nali Hemphu ahong aro si-ik samon hel ahong la hini ta chodun nangne. 
1CO.10.22	Lale, ili Hemphu aneng pakang yok anengdo ma? Ili anang yok ke ajakong dochot pusi chirondo ma?
1CO.10.23	“Ahuwit abihini katiki un loi-loi,” manta ahuwit abihini akime kalek. “Ahuwit abihini katiki un loi-loi,” manta ahuwit ta kachikem kihari wanwe. 
1CO.10.24	Abangten abithang aphan kime chilangle si, bang akime aphan chilangot. 
1CO.10.25	Jibak ke a-ok hathi along chijor-chihrep hlong, kime-kangho agiyan do apot ithe chithan chipupe si bangpo chonot. 
1CO.10.26	Piyok pu tene lo long pudo, “Pirthimipe aro lalong kido kidothip abihini Hemphu si.” 
1CO.10.27	Kikrolkre abang naliyok cho-jun yok taram tene aro nali lalong chingbar dun tene, kime-kangho agiyan do apot si, chithan-chipupe si, pot abihini nalipi, bangpo chonot. 
1CO.10.28	Manta inghone bak naliyok pu, “Labang ke buli kipi tang apot,” pusi nalithan tene labang alam kaparju arleng po anat, aro nang kime-kangho agiyan do apot, bangpo choye nok— 
1CO.10.29	Ne kipuye ke kachiron agiyan do, nali bithang parake kalek, bangsi nang kipu. Piyok pu tene ne kijoktang along bang hel kachiron agiyan paklang apotsi piyok nang bisar pa-ote ye? 
1CO.10.30	Ne kardom pisi cho-jun man, pu tene kicho abihini anat kardom pajirman, la anat ne kachitharak nange pot do? 
1CO.10.31	Lasi, potsi nali cho aro jun, lale pot si tiki, ahuwit Arnam jortang padone tikinot. 
1CO.10.32	Nali Jihudi, ma Grik, ma Arnam kachikruk, kaiyok aneng pangho yek, 
1CO.10.33	ne ahuwit arleng yok neng kapangsam yok si ahuwit asal ne katiki yok chironpon do, ne bithang yok kime chironre, manta ako-ong arleng pajok une mene pusi tikido.
1CO.11.1	Ne jibadi Khristo pen chirliman, nalita ladi neyok nechirli dunot. 
1CO.11.2	Nali ahuwit alamthe long neyok chipurki ne nalikipi abi-pun hel mainotsi do, lasi naliyok parklam do. 
1CO.11.3	Manta, Khristo abangten apenso hel aphupo, apihan ke apiso hel aphupo, aro Arnam ke Khristo aphupo, labang alam nali thek-resi kido, labang ne aneng do. 
1CO.11.4	Ingho apenso anang-phu chidipsi pingkit, lale ajiuli alam turkisi pahar, tene anang aphupo ayok aman pipe, 
1CO.11.5	manta ingho arloso pe anang phu chidipde si pingkit, lale ajiuli alam turki, anang aphu aman pipe— ithe alam aro la matmat anang aphu-achu thangklang kachingtep badi chiplang do. 
1CO.11.6	Piyok pu tene arlosope aphu chidipde yong, pu tene anang achu kachingtep atengo lale pangtep nang, anang aphu pachidip nang. 
1CO.11.7	Piyok pu tene apenso ke Arnam arjan aro ajortang si chiklango apot si, apenso arleng ihut ke anang aphu chidip nangne; manta arloso pe ke apenso po parasi ajortang dolo. 
1CO.11.8	Piyok pu tene apenso ke arloso pe parake kalek, manta arloso pesi apenso para. 
1CO.11.9	Lake arloso pe aphan apenso po kahurji kalek, apenso aphansi arloso ayok kasanse. 
1CO.11.10	Piyok pu tene Arnam tharlon hel anatsi arloso pe abithang aphu long apharan asin ensi anang paklang nange. 
1CO.11.11	Yongta, Hemphu long ke arloso pe apenso para ke kiphlok tang kalek, lale apenso po arloso pe parake kiphlok phlen kalek. 
1CO.11.12	Piyok pu tene apenso po parasi arloso pe kasanse, lasi apenso po arloso pe parasi wangman; manta ahuwit Arnam parasi wangman. 
1CO.11.13	Nali nenglong chironne langnot: arloso pe aphu chidipde si Arnam ango kapingkit nange do ma? 
1CO.11.14	Bharasot abithang naliyok paklangkle ma, apenso achu kiding kido analiyok aman wephoman? 
1CO.11.15	Manta arloso pe ihut achu akiding kido si anang phan ke ajortang dode yong ma? Piyok pu tene labang achu akiding ke aphu kachidip aphan si pilo. 
1CO.11.16	Manta inghone bak ke ahul kipawang yoksi nengpi man, tene Arnam kachikruk hel aro ili sitemta ladi abi-pun ingjong.
1CO.11.17	Minon ke kachirli nange alam long ne isi alam thando, aro lalong ne nali parklamkle yong, labang alam ke lalo, nali kimeyok kalek, kangho yok si chingrum do. 
1CO.11.18	Piyok pu tene, kicheng ke, konam nali kachikruk long chingrum man, ne karju badike nali sitem chiphlak detsi do; aro angkhan alam ne kroldo. 
1CO.11.19	Piyok pu tene, nali sitem kikrol arleng hel yok kachiklang yok nali sitem prek-prek alamta donange. 
1CO.11.20	Nali konam ilong chingrum, la-amun Hemphu onga ahim kicho-kijun chokche. 
1CO.11.21	Piyok pu tene, kicho-kijun amun abangten bang kichoche angot abithang a-ansi cho-jun do, aro la-amun inghone ke an-kangchir doman, inghone ke ingrido. 
1CO.11.22	Lake pot te! kicho-kijun ayok, nali bithang ahem ingjong ma? Lale Arnam kachikruk yok pangwe detsi, kicho kangwe abangyok patharakre yong ma? Ne naliyok pot punang? Ladi apot nali yok parklam nang ma? Kalek, parklamkle!
1CO.11.23	Piyok pu tene ne Hemphu para pahlongsi ne naliyok paklange, labang ke lalo, Hemphu Jisu yok hutur arideng chobelsi kichampi anuwesi anang him eno, 
1CO.11.24	aro konam anang Arnam yok kardom pilo, anang himpo ingbeng si pulo, “Labang ke nali phan kipi nebangpo, bangpolo. Neyok neng chipurki aphan, nali labang tiki.” 
1CO.11.25	Ladisi anithu kichotang aphel, anang langhan ta eno, pulo, “Labang langhan ne wi pensi kapachok Akimi-Angton. Nali phongkan labang jun, neyok neng chipurki aphan, bangpo tikinot.” 
1CO.11.26	Piyok pu tene nali phongkan labang himpo cho, aro labang langhan jun, lateng Hemphu wangwe leng ke nali anang kithi pahar pon.
1CO.11.27	Lasi inghosi michangche phosi Hemphu ahim choman, lale langhan jun, anang Hemphu abang aro awi ado doye. 
1CO.11.28	Abithang yok archalne langot, aro latangsi labang him pacho nang, aro labang langhan pajun nang. 
1CO.11.29	Piyok pu tene inghosi la abang pharli thek the pho si chodo aro jundo, anang abithang ado chibatsi hlongman. 
1CO.11.30	Piyok pu tene la anat nali sitem ako-ong arleng kikrol un-eh pho aro kiso ingjinje; aro angkhan ke thisi damo. 
1CO.11.31	Manta ili abithang yok chibisar chilang, tene ili long abisar hlonghle lo hoi. 
1CO.11.32	Manta ili Hemphu pen chibisar tangdo putene, ili chingdom undo, lasi pirthepe penke abisar ado hlongle ye. 
1CO.11.33	Lasi, ei ne korte aro ingjir hel, nali konam kichoyok chingrum, la-amun ihut para ihutyok chinghong. 
1CO.11.34	Nali kachingrum along nali ado kiwangwe aphan, lasi inan kachingrum amun inghone bak ingchir yongta, anang ahemlong pachonang. Kido-er alamthe hel, ne dam tangsi nali paklange.
1CO.12.1	Ei korte aro ingjirhel, ajiuli abor-eh alam nali chithan un-ehsi kido ne aneng ingjong. 
1CO.12.2	Nali thek, konam nali Bang-ajat kido, la-amun hangkhone kengkam chijorsi, lamthe kangwe agoya hel adung nali kipon. 
1CO.12.3	Lasi ne naliyok nali parjudo, Arnam-Ajiuli pen lam kithan abang kai ta “Jisu ke hao kipho” arleng pupe lo; aro Jiuli-Kangthir aparke, kaita “Jisu yok Hemphu” pu un-eh ye. 
1CO.12.4	Minon ke bor-eh prek-prekdo, manta Ajiuli ke isi det; 
1CO.12.5	aro lalong kachirdom asal prek-prek do, manta Hemphu ke ihut det, 
1CO.12.6	aro lalong katiki agun prek prek do, manta Arnam ihutdet, anang ahuwit katiki pachok do. 
1CO.12.7	Amungten long kime aphan amungten yok Ajiuli kachiklang abor-eh pido. 
1CO.12.8	Ihutyok budi-ater alam kithan Ajiuli, aro ihut yok agiyan alam Ajiuli kipiye atengsi matmat Ajiuli parasi piman, 
1CO.12.9	lamat-mat Ajiuli parasi prek yok ke kikrol pido; la isi ajiuli parasi inghone bak ke kiso kapaham bor-eh, 
1CO.12.10	prek ihutyok ke asombhik asal katiki abor-eh, kamprek ihutyok ke turkipon alamthe kithan, prek ihutyok ajiulihel kachini bor-eh, prekyok ke ajat-jat alam kapathan abor-eh, prek ayok ke ajat ajat alamthe acho alam kapahar apharan pido. 
1CO.12.11	Labang isidet ajiuli inghoyok potsi anengdo, bangpo anang yok thak relsi, labang ahuwit pachok do.
1CO.12.12	Piyok pu tene jibadi abang po isi det, aro labang arorem ako-ong do, aro labang abangpo ahuwit arorem ako-ong yongta isidet abangpo do, ladisi Khristo ta do. 
1CO.12.13	Piyok pu tene ili Jihudi do, lale Grik do, aturu do lale kijoktang do, ahuwit isidet abang kachiplang yok isi Ajiuli long baptist chiplang hlongo— aro ili ahuwit ta isi Ajiuli junhlongo. 
1CO.12.14	Piyok pu tene abangpo isidet aropo kalek, manta ako-ongdo. 
1CO.12.15	Akeng ke papu nang, “Ne ke ari kalek apot si, abangpo arorem kalek” tene anang labang kipu anat abangpo long kalek, ladi pu un-eh. 
1CO.12.16	Aro anopo papu nang, “Ne amek kalek apot, abangpo arorem kalek,” tene anang labang kipu anat abangpo arorem kalek, ladi kalek. 
1CO.12.17	Abangpo dungsi amek det tene, daklong arjulo hoi? Aro abangpo dungsi karjudet tene, daklongte angnim hlongbo? 
1CO.12.18	Manta minon Arnam abithang kar-ih ateng arorem helyok, lamehel arorem tenyok abangpo along paloksi bilo. 
1CO.12.19	Lale ahuwit arorem hel isi arodet nang, tene abangpo daklong chiplango hoi? 
1CO.12.20	Manta minon ako-ong arorem yong ta, abangpo isi det. 
1CO.12.21	Aro amek ta aripo yok, “Ne nangyok nangne” pu un-eh, lale aphupo akeng hong-ni yok, “Ne nangyok nangne,” puke pu un-eh. 
1CO.12.22	La-aholan, abangpo pipotsi arorem kamprek arorem yok un-eh pho pangthek labang arorem ta kanange pen, 
1CO.12.23	aro ili abangpo pipotsi arorem do prek helyok aman pipe, lamehel yoksi al-ensi aman pichot hlongman; 
1CO.12.24	aro ili kanangne arorem helyok ta palangme chot hlong man. Manta ili athok kido arorem hel lateng kanange ingjong. 
1CO.12.25	Manta abangpo long ahul kiwangwe ayok, la aholan arorem hel isipo la isiyok kapame ayok chiron ponman, lasi Arnam kanangne po yok pamechot si, abangpo al-enman. 
1CO.12.26	La-amun isi arorem aduk hlong tene, anangpen ahuwit arorem hel aduk hlong detman; isi arorem aman hlong tene, anang pen ahuwit arorem anengrong chipadoman. 
1CO.12.27	Minon ke nali Khristo abangpo, aro abangten arleng isi arorem chiplang do. 
1CO.12.28	Aro Arnam kachikruk long: ango ke kangthir adun hel yok, hini ke turkihel yok, kithom ke paklang helyok, laparake asombhik katiki helyok, la-aphel kiso kapame-un abor-eh yok, kirap abang helyok pangsemo, kilangpon phu-phang hel pangsemo aro prek-prek alamthe kapahar ade pilo. 
1CO.12.29	Aro ahuwit ta kangthir adun hel ma? Ahuwit ta turki hel ma? Ahuwit ta paklang hel ma? Ahuwit ta asombhik katiki ma? 
1CO.12.30	Ahuwit ta kiso kapame abor-eh hlong do ma? Ahuwit ta prek alam pharli thek ma? 
1CO.12.31	Manta akihe abor-eh ar-ih pon. Aro layok isi akime aduwar ne nali paklang bang.
1CO.13.1	Ne arleng lale Arnam tharlon alampen lam than, yongta ne nengdok weh, pu tene ne kithep jeng asenge, lale pangreng khring angchin mat-matsi chiplang do. 
1CO.13.2	Aro ne turki un ajakong pahlong ta, ahuwit acho alamthe aro ahuwit kachimangkai alam abhu hlong, aro inglong kartulpe ayok katerek un kikrol do, yongta ne nengdok wedet tene, ne isita kangwe klong ateng. 
1CO.13.3	Ne kido majit banta piphrot, aro ne bangpo pasek det yok chipek det yongta, nengdok dode tene, lalong isita chok plengple. 
1CO.13.4	Nengdok ke kachihi or-eh; nengdok ke jinso man; nengdok ke amek sose lale aborai ta wedet, lale ingjeje, 
1CO.13.5	lale neng kangke. Abithang aphandet kichok chironre; kang phlutphle lale akangho neng en-eh; 
1CO.13.6	akangho tikipi yongta nengrong dode, manta khanang along nengrong doman. 
1CO.13.7	Ahuwit alam chirchiman, ahuwit long kikrol doman, ahuwit long kachiha doman, ahuwit chipaning dingman. 
1CO.13.8	Nengdok ke jatsi or-eh. Manta katurki alam hel jutne; ajatjat alam kithan hel jutne; agiyan alamthe hel ta chilutne; 
1CO.13.9	Piyok pu tene ili thek-re ta ibengdet, aro ili katurki ta ibeng det; 
1CO.13.10	manta kichokphrot arni wang hlenge, kichokche pomar chilut detne. 
1CO.13.11	Konam ne oso kido, la-amun oso ateng lam kithan, oso badisi kachiron; ne oso badi kachirwal; konam abo chokngo, la-amun para oso ahuwit alamthe tikango. 
1CO.13.12	Piyok pu tene minon ili aharchi long kithek badisi, chithek phri-si thekdo, manta laparake ili mahang semsemsi chitheknge. Minon ne ibakdet thekdo; laparake ne abhu hlong phrotsi, chithek phrotne. 
1CO.13.13	Aro minon ke kikrol, kachiha, aro nengdok dojong; manta la kithom; aro aghaichot ke nengdok.
1CO.14.1	Nali nengdok ar-ih dun aro ajiuli abor-eh hel kihlongyok chirbu, aro layokta nali Ajiuli alam kapahar bor-eh ar-ih dun. 
1CO.14.2	Piyok pu tene, ingho bang-alam kithan ajakong abor-eh hlongsi pahar, anang arlengyok thanthe, manta Arnam yoksi thanman; piyok pu tene kaita mehel abhu hlonghle; anali Ajiuli pensi kabutisit agiyan alam thanman. 
1CO.14.3	Kamprek isi ke, ingho ajiuli katurki alam pahar, anang arleng helyok dhorom long kihari aphansi, aro neng kirung aro neng kapadok alam thanman. 
1CO.14.4	Inghosi bang-alam than man, anang abithang ayok dhorom kihari wanman, manta inghosi ajiuli katurki alam pahar, anang kachikruk yok kihari wanman. 
