MAT.1.1	Abraham é awut ashín, Dawiq é yhangzo yhangshu,
JHN.7.38	Ngo lé lumjíng é sû ó yuq nghut kôle, haû Chyúmdang má taî tô é eq rajung za, 'Yhâng chyáng mai asak uchyâm é wuìlàng yui htoq lô râ nghut lhê.'" gâ ri. 
JHN.7.39	Yhang haû su gâ é gi, Yhang lé lumjíng é bang myang hap yù râ nghut é, haû Woi-nyí lé taî é nghut ri. Haú hkûn jé shoq, haû Woi-nyí lé a byi kat shi nghut ri. Hkâsu mù gâ le, Yesuq gi, hpungwup shingkang dan hû é a hui nhâng shi é yanmai nghut ri.
JHN.7.40	Yhâng é dang pé lé wó gyo kôjáng, ra-am gi, "Shí yuq gi, gè gè yhang, Myiqhtoi haû nghut ri." ga taî akô.
JHN.7.41	Ra-am gi, "Shí yuq gi, Hkrisduq nghut ri." ga taî akô. Góbang nghut jáng, "Hkrisduq wá Galile mau mai htoq lé râ nghut lhê lhú? 
JHN.7.42	Haû Chyúmdang má, Hkrisduq gi, Dawiq é awut ashín mâ é nghut luî, Dawiq nyi laî lo é Betlehem wà mai htoq ló râ nghut lhê gâ é, a nghut lhú?" ga myî bum akô nghut ri. 
JHN.7.43	Haû mù luî, Yesuq é yanmai, shiwa byu pé gi, gàm hkoq lò byuq bekô nghut ri. 
JHN.7.44	Ra-am gi, Yhang lé chyup yù nau bùm kôlhang, Yhang lé loq a záng kó nghut ri.
JHN.7.45	Hau htâng má, haû noqkuq yhûm zúng bang gi, haû hkyangjong agyi pé eq Hparishe pê chyáng taû ló kô é hkûn, haú bang gi, yhangmoq lé, "Nungmoq, haî mù luî, Yhang lé a shuî lo kô é lhú?" ga lhom myî akô.
JHN.7.46	Haú hkûn, haû noqkuq yhûm zúng bang gi, "Shí yuq su ga taî é byù gi, ó le a nyì wú é nghut lhê." ga taî kyô akô.
JHN.7.47	Haû mù, haû Hparishe pé gi, "Nungmoq lé le, Yhang èq mhoq hpyoq yù bekô lhú? 
JHN.7.48	Haû zaú wui chyáng le, Hparishe pê chyáng le, Yhang lé lumjíng é byù bò akô lhú? 
JHN.7.49	A bò! Nghut kôlhang, haû jep é tarâ lé a sê é byù moq mó shî gi, nhîng pyâm é hui bekô nghut ri." ga nhik-yô é dông tû taî kat akô nghut ri.
JHN.7.50	Nghut kôlhang, yhangmoq hpúng má bo é, hí hkûn Yesuq chyáng e wú bê sû nghut é, Nikodimu gi, 
JHN.7.51	"Nga-nhúng é tarâ gi, byù rayuq lé, yhâng é dang hí a gyô wú é eq, yhang haî kut é lé a sê e za, mara byi lhê lhú?" ga, yhangmoq lé myî ri.
JHN.7.52	Haú hkûn, yhangmoq gi, "Nàng le, Galile mau byù nghut lhê lhú? Galile mau mai myiqhtoi rayuq lháng a htoq é hkyô lé, nàng gon wú aq, haû jáng sé râ nghut lhê." ga tû taî akô.
JHN.7.53	Hau htâng, yuq hkangmó gi, ó le ô yhûm shut taû ló byuq bùm bekô nghut ri.
JHN.8.1	Yesuq kúm gi, Tsanlun Bùm shut e ló bê nghut ri. 
JHN.8.2	Htang napkyó napsûn noq le, Yesuq gi, noqkuq yhûm wàng hkaû má dum ê luî, byu pé lhunglháng gi, Yhâng é lhînghkyuq má lé zîng bum akô; haû mù, Yhang gi, zung to luî, yhangmoq lé mhoqshit ri. 
JHN.8.3	Haú hkûn, haû tarâ sará pé eq Hparishe pé gi, sulàng shut nyi é má myang chyup yu é su-myi rayuq lé shuî lé lô kômù, gung gûng má shap to kôluî, 
JHN.8.4	Yesuq lé, "Sará ê, myiwe myhí shî lé, sulàng shut nyi é má myang chyup yu é nghut lhê. 
JHN.8.5	Haû Mosheq é tarâ má gi, shî su é myiwe lé, luqgok èq dú sat pyám keq ga, nga-nhúng lé hkunmó hkyô tô ri. Ahkuî, Nàng gi, hkâsu nghû râ lhú?" ga myî akô. 
JHN.8.6	Yhangmoq haû su ga myî é hkyô gi, Yhang lé mara wó hûn shoq ga, chyam wú râ matú nghut ri.
JHN.8.6	Nghut kôlhang, Yesuq gi, ngóm mù, myigùng má loqnyhuî èq htaû kâ nyi ri. 
JHN.8.7	Yhang lé, yhangmoq ru jang myî nyì kô é hkûn, Yhang gi, yap nyhang kat mù, yhangmoq lé, "Nungmoq mâ é mara a wó é sû hí, myiwe myhí shí yuq lé luqgok èq dú sháng gaq." ga taî ri. 
JHN.8.8	Hau htâng, Yhang gi, dum ngóm luî, myigùng má kâ nyi ri.
JHN.8.9	Yhangmoq gi, haû su gâ é lé wó gyo kôjáng, je mang bang mai hî luî, rayuq htâng rayuq ló byuq bekô nghut luî, Yesuq baú za myit gyó tô é eq, myiwe myhí haû jâng yap nân tô ri. 
JHN.8.10	Yesuq gi, yap nyhang kat luî, yhang lé, "Myiwe myhí ê, yhangmoq hká ló bekô lhú? Ó yuq èq le, nàng lé mara a byi kó lhú?" ga myî ri.
JHN.8.11	Yhang gi, "Yhumsîng ê, ó yuq le mara a byi kó nghut ri." ga tû taî ri.
JHN.8.11	Haú hkûn, Yesuq gi, "Ngò le, nàng lé mara a byi, ló aq hkoi, ahkuî mai mara hkâdum kut shut lo." ga taî kat ri.
JHN.8.12	Yesuq gi, shiwa byu pé lé dum nyo é hkûn, "Ngò gi, mingkân é maubó nghut lhê; Ngá htâng châng é sû ó yuq nghut kôle, mauchut hkaû má hkâ-nhám le so râ a nghut, asak maubó lé wó râ nghut lhê." ga taî ri.
JHN.8.13	Haû mù, haû Hparishe pé gi, "Wú aq, Náng gûng Nàng saksé hkâm yu é nghut ri; Náng é saksé gi, teng râ a nghut." ga taî akô.
JHN.8.14	Haú hkûn, Yesuq gi, "Ngá gûng Ngò saksé hkám kôlhang, Ngá é saksé gi, têng lhê; hkâsu mù gâ le, Ngò gi, Ngò hkâmai lé lo é eq Ngò hká shut e ló é lé, sê lhê. Nghut kôlhang, nungmoq gi, Ngò hkâmai lé lo é lé le, Ngò hká shut e ló é lé le, a sé kó nghut ri. 
JHN.8.15	Nungmoq gi, byù hkyam dông za jéyáng akô; Ngò gi, ó yuq lé le a jéyáng é nghut lhê. 
JHN.8.16	Nghut kôlhang, Ngò jéyáng é nghut jáng, Ngò jéyáng é hkyô gi, jô lhê; hkâsu mù gâ le, Ngò gi, Ngò baú a nghut, haû Ngo lé nhang kat é sû Îwa eq rahá nghut nyi lhê. 
JHN.8.17	Haû nungmoq é tarâ má yhang le, í yuq mai hkâm é saksé gi, têng lhê ga kâ tô ri. 
JHN.8.18	Ngò gi, Ngá é matú saksé hkâm yù sû nghut lhê; hau htoq agó, haû Ngo lé nhang kat é sû Îwa le, Ngá é matú saksé hkám byî é nghut lhê." ga tû taî ri.
JHN.8.19	Haû mù, yhangmoq gi, Yhang lé, "Náng Wa gi, hkâmá lhú?" ga myi kôjáng, Yhang gi, "Nungmoq gi, Ngo lé le, Ngá Wa lé le, a sé kó nghut ri; nungmoq, Ngo lé sé kô é nghut le gi, Ngá Wa lé le, sé kó râ nghut lhê." ga tû taî ri. 
JHN.8.20	Dang haú pé gi, haû noqkuq yhûm wàng hkaû mâ é alu kat jang nàm má, Yhang mhoqshit nyi é u lé taî é dang nghut ri. Nghut kôlhang, Yhang lé, ó yuq le a chyup kó; hkâsu mù gâ le, Yhâng é ahkyíng a jé shi é yanmai nghut ri.
JHN.8.21	Haû mù luî, Yesuq gi, yhangmoq lé, "Ngò gi, ló byuq râ nghut lhê, haú hkûn, nungmoq Ngo lé hô kó râ, yhumsing é mara má le shî kó râ nghut lhê. Ngò ló é jang má, nungmoq wó jé kó râ a nghut." ga, radàm dum puq taî ri.
JHN.8.22	Hau é yanmai, haû Yudaq byu pé gi, "'Ngò ló é jang má, nungmoq wó jé kó râ a nghut.' gâ é gi, Yhânggùng yhang sat shî râ gâ é nghut lhê lhú?" ga myi bum akô.
JHN.8.23	Nghut kôlhang, Yesuq xoq taî é gi, "Nungmoq gi, a-ô mai lo é bang nghut akô; Ngò gi, ahtoq mai lé é sû nghut lhê. Nungmoq gi, mingkan shî eq sêng é bang nghut akô; Ngò kúm gi, mingkan shî eq sêng é sû a nghut. 
JHN.8.24	Haû mù, nungmoq gi, yhumsing é mara má shî kó râ nghut lhê nghû, Ngò taî é nghut lhê. Ngò gi, haú Yuq nghut lhê nghû taî é lé, nungmoq a lumjíng kô é nghut jáng, nungmoq gi, gè gè yhang, yhumsing é mara má shî kó râ nghut lhê." gâ ri.
JHN.8.25	Haú hkûn, yhangmoq gi, "Nàng, ó yuq nghut lhê?" ga myi kôjáng, Yesuq gi, "Ngò ó yuq nghut é lé, Ngò, hkâ-nhám le taî nyì bê nghut lhê. 
JHN.8.26	Ngò gi, nungmoq eq séng luî, taí râ hkyô eq jéyáng râ hkyô, myo myo joq lhê. Nghut kôlhang, Ngo lé nhang kat é Sû gi, tengmán é Sû nghut lhê mù, Yhâng chyáng mai wó gyô yu é gû lé, Ngò, mingkan lé taî kyô lhê." ga tû taî ri.
JHN.8.27	Yesuq gi, yhangmoq lé, Yhâng Wa eq sêng é hkyô taî kyô nyi é lé, yhangmoq gi, a sê gyo kó nghut ri. 
JHN.8.28	Haû mù luî, Yesuq gi, "Haû Byu Yhangzo lé nungmoq tu shap
JHN.8.29	Haû Ngo lé nhang kat é Sû gi, Ngò eq rahá nghut nyi lhê; Ngò gi, hkâ-nhám le, Yhang lé myit ngón nhang é hkyô chyat kut é yanmai, Yhang gi, Ngo lé baú za a tô pyâm to nghut ri." ga taî ri. 
JHN.8.30	Yhang, haû su taî nyi é u lé lháng, byù myo myo gi, Yhang lé lumjíng bûm bekô nghut ri.
JHN.8.31	Haû mù, Yesuq gi, Yhang lé lumjíng é Yudaq byu pé lé, "Ngò mhoqshit é hkyô lé châng kut nyî bekô nghut jáng, nungmoq gi, gè gè yhang, Ngá é chángzô pé nghut bekô. 
JHN.8.32	Nungmoq gi, haû tengmán hkyô lé sé kó râ nghut luî, haû tengmán hkyô gi, nungmoq lé lhoq lhut kat râ nghut lhê." ga taî ri.
JHN.8.33	Haú hkûn, yhangmoq gi, "Ngamoq gi, Abraham é awut ashîn pé nghut luî, ó yuq é jùn le hkâ-nhám a dut wú é nghut lhê. Haû mù, 'nungmoq lé lhoq lhut kat râ' nghû Nàng hkâsu kut wó taî lhê lhú?" ga tû taî akô.
JHN.8.34	Yesuq dum tû taî é gi, "Ngò, nungmoq lé teng za taí kôlé, mara kut shut é sû gi, marâ é jùn nghut lhê. 
JHN.8.35	Jùn gi, yhûm ikun eq hkâ-nhám le sêng nyì râ a nghut; zo kúm gi, ikun eq ahtum abyuq sêng lhê. 
JHN.8.36	Haû mù luî, haû Zo gi, nungmoq lé lhoq lhut kat é nghut jáng, nungmoq gi, gè gè yhang, lut berâ nghut lhê. 
JHN.8.37	Nungmoq gi, Abraham é awut ashín pé nghut é lé, Ngò sê lhê. Nghut kôlhang, nungmoq gi, Ngá é dang lé a lhom yù kô é yanmai, Ngo lé sat râ dâ akô nghut ri. 
JHN.8.38	Ngò gi, Ngá Wâ chyáng mai myang yu é eq rajung za, nungmoq lé taî kyô nyi lhê; nungmoq le, nungmoq é îwa chyáng mai wó gyô yu é eq rajung za kut nyi akô nghut ri." gâ ri.
JHN.8.39	Haú hkûn, yhangmoq gi, "Ngamoq é îwa gi, Abraham nghut lhê." ga tû taí kôjáng, Yesuq gi, "Nungmoq, Abraham é yhangzô pé nghut é nghut le gi, Abraham kut é su kut kó râ nghut lhê. 
JHN.8.40	Nghut kôlhang, nungmoq gi, haû Garai Gasâng chyáng mai wó gyô yu é tengmán hkyô lé taî kyo sû nghut é Ngo lé, sat pyám nau akô nghut ri. Haû sû é hkyô gi, Abraham a kut é nghut lhê. 
JHN.8.41	Nungmoq gi, nungmoq é îwa kut é muzó lé yhang, kut nyi akô." ga taî ri.
JHN.8.41	Haú hkûn, yhangmoq gi, "Ngamoq gi, dezo amyû a nghut; ngamoq gi, Îwa rayuq za wó lhê; haû gi, Garai Gasang nghut lhê." ga taî he akô nghut ri.
JHN.8.42	Yesuq gi, yhangmoq lé, "Garai Gasang gi, nungmoq é Îwa nghut é nghut jáng, nungmoq gi, Ngo lé chyitdap kó râ nghut lhê; hkâsu mù gâ le, Ngò gi, Garai Gasâng chyáng mai lé jé luî, ahkuî, shî má nyi tô é nghut lhê. Ngò gi, Ngá myit dông lé lo é a nghut, Yhang sheq Ngo lé nhang kat é ru nghut lhê. 
JHN.8.43	Nungmoq gi, haî mù Ngá é dang lé a sê gyo kô é lhú gâ le, Ngò taî é dang lé, nungmoq a wó lhom yù kô é yanmai nghut ri. 
JHN.8.44	Nungmoq gi, haû nungmoq é îwa nghut é nat Tsadán eq sêng é bang nghut luî, nungmoq é îwa ô nau é hkyô lé kut nau bum akô. Yhang gi, a-nham sâng-hi mai byù sat sû nghut ri. Yhang má tengmán hkyô a bo é yanmai, yhang gi, haû tengmán hkyô má a yap gîng nyì nghut ri. Yhang gi, mhaû é hkûn, yhâng é myit má bo é dông taî ri; hkâsu mù gâ le, Yhang gi, byù mhaú nghut luî, mhaú hkyô pê é îwa nghut ri. 
JHN.8.45	Haû su mù, Ngò, nungmoq lé, haû tengmán hkyô taî kyô é yanmai, nungmoq gi, Ngo lé a lumjíng kó nghut ri. 
JHN.8.46	Nungmoq mâ é ó yuq wá, Ngo lé mara bo lhê nghû saksé wó tûn shit akô lhú? Ngò gi, haû tengmán hkyô lé taî nyi é nghut le nhîng, nungmoq, Ngo lé haî mù a lumjíng kô é lhú? 
JHN.8.47	Garai Gasang eq sêng é sû gi, Garai Gasang taî é dang lé gyô lhê. Nungmoq a gyo kô é gi, nungmoq, Garai Gasang eq a séng kô é yanmai nghut ri." ga taî ri.
JHN.8.48	Haú hkûn, haû Yudaq byu pé gi, Yhang lé, "Nàng gi, Samariq byù nghut é htoq agó, nat gang wang júng to sû nghut lhê nghû, ngamoq taî é dang gi, jô lhê a nghut lhú?" ga myî akô.
JHN.8.49	Yesuq gi, "Ngò gi, nat gang wang júng é hui sû a nghut; Ngò gi, Ngá Wa lé sheq hkunggâ é ru nghut lhê; nungmoq kúm gi, Ngo lé taî hpoî nyi akô nghut ri. 
JHN.8.50	Ngò gi, Ngá é matú aróng ho nyi é a nghut; nghut kôlhang, hô byi Sû rayuq nyi lhê, haú yuq jéyáng sháng gaq. 
JHN.8.51	Ngò, nungmoq lé teng za taí kôlé, Ngá dang lé châng é sû gi, hkâ-nhám le, shî râ a nghut." ga taî ri.
JHN.8.52	Hau é yanmai, haû Yudaq byu pé gi, "Nàng gi, nat gang wang júng to sû nghut é lé, ahkuî, ngamoq sé bê! Abraham gi, shi byuq bê; haû myiqhtoî pé le, shi byuq bekô nghut ri; nghut kôlhang, Nàng gi, 'Ngá dang lé châng é sû gi, hkâ-nhám le, shî râ a nghut.' ga taî ri. 
JHN.8.53	Nàng gi, ngamoq é îwa Abraham htoq hkik lhê lhú? Yhang gi, shi byuq bê; haû myiqhtoî pé le, shi byuq bekô nghut ri. Náng gûng nàng ó yuq su ngàm lhê lhú?" ga taî akô.
JHN.8.54	Yesuq gi, "Ngá gûng Ngò lhoq gyaú yu é nghut jáng, Ngá é aróng gi, hai hpaudap é a nghut; nghut kôlhang, haû nungmoq é Garai Gasang nghut lhê ga nungmoq taî é sû, Ngá Wa gi, Ngo lé lhoq gyaú é sû ru nghut lhê. 
JHN.8.55	Nungmoq gi, Yhang lé a sé kó nghut ri; nghut kôlhang, Ngò gi, sê lhê. Yhang lé a sé nghû Ngò taî é ru nghut le gi, Ngò le nungmoq su byù mhaú dut râ nghut lhê; nghut kôlhang, Ngò gi, Yhang lé sé luî, Yhâng é dang gyo sû nghut lhê. 
JHN.8.56	Nungmoq é îwa Abraham gi, Ngo lé râ buinyì lé myoqbyu gabú nyi é nghut luî, myàng mù, gabú bê nghut ri." ga tû taî ri.
JHN.8.57	Haú hkûn, haû Yudaq byu pé gi, Yhang lé, "Nàng gi, asak ngo xê zàn lháng a nghut shî é nhîng, Abraham lé myàng wú é nghut lhê lhú?" ga taî akô.
JHN.8.58	Yesuq gi, "Ngò, nungmoq lé teng za taí kôlé, Abraham lháng a hkû shi má, Ngò nyì gù bê nghut lhê."
JHN.8.59	Haû mù luî, yhangmoq gi, Yesuq lé, dú râ ga luqgok kui yu akô; nghut kôlhang, Yesuq gi, haû noqkuq yhûm mai haq htoq ló byuq bê nghut ri.
JHN.9.1	Yesuq gi, sô yông ló nyi é u lé, hku lé é mai myoqjit to gû nghut é byù rayuq lé myang ri. 
JHN.9.2	Haú hkûn, Yhâng é chángzô pé gi, Yhang lé, "Rabai ê, shí yuq, myoqjit gû hku lé é gi, ó yuq kut shut é yubak é yanmai nghut lhê lhú? Yhang kut shut é lhú? A nghut jáng, yhâng nu yhâng wa kut shut é lhú?" ga myî akô.
JHN.9.3	Yesuq tû taî é gi, "Haû gi, yhang kut shut é yanmai le a nghut, yhâng nu yhâng wa kut shut é yanmai le a nghut; haû Garai Gasâng é muzó lé, yhang má wó lhoq htoq shit râ matú, haû dut é ru nghut lhê. 
JHN.9.4	Nga-nhúng gi, haû Ngo lé nhang kat Su é muzó lé, nyí nghut tô ashî hkûn, zui saî nyì ra râ dut lhê; myín jé jáng gi, ó yuq le, mû wó zui saí râ a nghut. 
JHN.9.5	Ngò gi, mingkan htoq má nyi tô é u lé, mingkân é maubó nghut lhê." gâ ri.
JHN.9.6	Yhang gi, haû su ga taí luî, myigùng má sôkan byé hkyó mù, tse-nyhaq saî yù luî, haú yuq é myoqjí má but byî ri. 
JHN.9.7	Hau htâng, haú yuq lé, "Haû Siloam wuìhtum má ê chî pyám aq." ga taî ri. (Siloam gâ é gi, nhang é gâ é lichyúm nghut lhê.). Haû mù, haú yuq gi, ê chi mù, myoq myàng luî, yhûm shut ló bê nghut ri.
JHN.9.8	Haû yhâng é yhumkyo bang eq yhang dung zô wún é lé myang wú é bang gi, "Shí yuq gi, haû zung to mù, dung zo zo lhaq kut é sû, a nghut kó lhú?" ga myî bum akô. 
JHN.9.9	Ra-am gi, "Haú yuq nghut lhê." gâ bum akô.
JHN.9.9	Góbang gi, "A nghut, haú yuq su dut e za ru nghut lhê." ga taî akô.
JHN.9.9	Nghut kôlhang, yhang gi, "Ngò, haú yuq yhang nghut lhê." ga taî ri.
JHN.9.10	Haú hkûn, yhangmoq gi, "Haû nghut le gi, náng myoq hkâsu kut wó myang é lhú?" ga myî akô.
JHN.9.11	Yhang gi, "Haû Yesuq gâ é byù rayuq, tse-nyhaq ratsuí saî yù luî, ngá é myoqjí má but byi mù, 'Siloam wuìhtum má ê chî pyám aq.' ga ngo lé taî ri; haû mù, ngò ê chî pyâm é htâng má, ngá myoq wó myang é nghut lhê." ga tû taî ri.
JHN.9.12	Haú hkûn, yhangmoq gi, "Byù haú yuq gi, hkâmá nyi ri lhú?" ga, yhang lé myî akô.
JHN.9.12	Yhang gi, "Ngò a sé." ga taî ri.
JHN.9.13	Yhangmoq gi, haû myoqjit wú bê sû lé, Hparishe pê chyáng shuî lé akô. 
JHN.9.14	Yesuq, tse-nyhaq saî yù mù, haú yuq é myoq lé lhoq myâng byî é buinyì gi, Bánno buinyì nghut ri. 
JHN.9.15	Haû mù, yhang, myoq hkâsu kut wó myang é hkyô lé, haû Hparishe pé le dum myî akô. Haû jáng, yhang gi, "Haú yuq gi, ngá é myoqjí má tse-nyhaq but byi mù, ngò gi, ê chî pyám jáng, ngá myoq myàng bê nghut lhê." ga tû taî ri.
JHN.9.16	Haû Hparishe pé ra-am gi, "Shí yuq gi, Bánno buinyi é tarâ lé a châng é sû nghut é yanmai, Garai Gasâng chyáng mai lé é sû a nghut." ga taî akô.
JHN.9.16	Nghut kôlhang, ra-am gi, "Yubak dap sû rayuq gi, haû su é limik kumlhá pé lé, hkâsu wó kut htoq râ lhú?" ga myî akô. Haû mù, yhangmoq gi, myit a huî lhûm bùm lò kó nghut ri.
JHN.9.17	Haû mù, yhangmoq gi, haû myoqjit wú sû shut lhîng mù, "Nang lé myoq lhoq myâng byî é sû gi, hkasû é byù nghut lhê nghû, nàng taí râ lhú?" ga dum myi kôjáng, "Yhang gi, myiqhtoi rayuq nghut ri." ga, yhang tû taî ri.
JHN.9.18	Haû Yudaq byu pé gi, haú yuq myoqjit wú é hkyô lé le, ahkuî myoq dum myàng bê nghut é hkyô lé le, haû yhâng nu eq yhâng wa lé, ê ji lò nhang é hkûn jé shoq, a lumjíng kó nghut ri. 
JHN.9.19	Haû mù, Yhangmoq gi, haû yhâng nu eq yhâng wa lé, "Shí yuq gi, nungnhik é yhangzo nghut lhê lhú? Hku lé é hkûn mai, myoqjit gù nghut lhê lhú? Yhang, ahkuî, hkâsu kut wó myang é lhú?" ga myî akô.
JHN.9.20	Haú hkûn, yhâng nu eq yhâng wâ nhik gi, "Yhang gi, ngá-nhik é yhangzo nghut é lé le, hku lé é hkûn mai myoqjit gù nghut é lé le, ngá-nhik sê lhê. 
JHN.9.21	Nghut kôlhang, yhang, ahkuî hkâsu kut wó myang é hkyô lé le, yhâng é myoq lé ó yuq èq lhoq myâng byî é hkyô lé le, ngá-nhik a sé. Yhang, asak wáng bê, yhang lé myî wú keq, yhânggùng yhang dat taî kyo râ nghut lhê." ga tû taî akô. 
JHN.9.22	Haû yhâng nu eq yhâng wâ nhik gi, Yudaq byu pé lé gyuq kô é yanmai, haû su ga taí kô é nghut ri; hkâsu mù gâ le, Yesuq gi, haû Hkrisduq nghut lhê ga yín yu é sû, ó yuq lé nghut kôle, haû tarajong mai lhoq htoq pyám râ nghut lhê ga, haû Yudaq suwún wuî chôm myit hpyit to bekô nghut é yanmai nghut ri. 
JHN.9.23	Hau é yanmai, yhâng nu eq yhâng wâ nhik gi, "Yhang, asak wáng bê, yhang lé myî wú keq." ga taí kô é nghut ri.
JHN.9.24	Haû Hparishe pé gi, myoqjit wú bê sû haú yuq lé dum ji yù mù, "Garai Gasang lé za hkya-on waq toq aq! Haú yuq gi, yubak dap sû rayuq nghut é lé ngamoq sê lhê." ga taî akô.
JHN.9.25	Haú hkûn, yhang tû taî é gi, "Yhang gi, yubak dap sû rayuq nghut lhê luq, a nghut é luq, ngò a sé. Ngò gi, hí lé myoqjit sû nghut kôle, ahkuî wó myâng bê nghut é lé za, ngò ru sê lhê." gâ ri.
JHN.9.26	Hau htâng, yhangmoq gi, "Yhang, nang lé haî kut byî ri lhú? Náng é myoq lé, yhang, hkâsu kut lhoq myâng byî ri lhú?" ga, yhang lé myî akô.
JHN.9.27	Haú hkûn, yhang gi, "Ahkuî za, ngò, nungmoq lé taî kyo bê le, nungmoq sheq a gyo kôluî nhîng! Nungmoq gi, haî mù dum gyô nau akô lhú? Nungmoq le, Yhâng é chángzô pé dut nau akô lhú?" ga taû myî ri.
JHN.9.28	Haû mù, yhangmoq gi, yhang lé gyaí rhoî é dông mai, "Nàng gi, haú yuq é chángzo nghut ri-nhung! Ngamoq kúm gi, Mosheq é chángzô pé ru nghut lhê! 
JHN.9.29	Garai Gasang gi, Mosheq lé dáng nyo é hkyô lé, ngamoq sê lhê; nghut kôlhang, haú yuq eq séng luî, Yhang gi, hkâmai lé é sû nghut é lé lháng, ngamoq a sé." ga taî akô.
JHN.9.30	Haú hkûn, haú yuq gi, "Yhang, ngo lé myoq wó lhoq myang byi kôlhang, Yhang gi, hkâmai lé é sû nghut é lé, nungmoq a sé kô é gi, mauhpo yhang nghut bê! 
JHN.9.31	Garai Gasang gi, yubak dap bâng é dang lé a gyo byî é hkyô lé, nga-nhúng sê lhê. Garai Gasang gi, Yhang lé noqkuq luî, Yhâng ô nau é hkyô lé, kut é sû é dang lé kúm gyo byî lhê. 
JHN.9.32	Hku lé é hkûn mai myoqjit gù nghut é byù lé, ó yuq èq myoq lhoq myâng byî é gâ é hkyô lé, mingkan lé joq é hkûn mai, ó yuq le a wó gyô wú é nghut lhê. 
JHN.9.33	Haú yuq gi, Garai Gasâng chyáng mai lé é sû za a nghut le gi, haî le wó kut râ a nghut." ga tû taî ri.
JHN.9.34	Haû su ga jáng, yhangmoq gi, "Nàng gi, yubak htui má hku lé é sû nghut to luî nhîng, ngamoq lé wám mhoqshit lhê lhú?" ga tû taí kôluî, yhang lé hkat htoq pyâm akô nghut ri.
JHN.9.35	Yesuq gi, haú yuq lé yhangmoq hkat htoq pyâm é hkyô lé wó gyo luî, yhang lé myàng hui jáng, "Nàng gi, haû Byu Yhangzo lé lumjíng lhê lhú?" ga myî ri.
JHN.9.36	Haú hkûn, haú yuq gi, "Yhumsîng ê, haû gi, ó yuq nghut lhê lhú? Yhang lé, ngò wó lumjíng sháng gaq, taî kyo laq." ga myî ri.
JHN.9.37	Yesuq gi, "Nàng, haú yuq lé myàng wú bê nghut lhê; ahkuî, nàng eq dáng nyo nyi é sû gi, haú yuq yhang nghut lhê." ga taî ri.
JHN.9.38	Haû mù, haú yuq gi, "Yhumsîng ê, ngò lumjíng lhê!" ga taí luî, Yhang lé noqkuq ri.
JHN.9.39	Haú hkûn, Yesuq gi, "Haû myoqjit bang myoq myàng kó râ hkyô eq myoq myàng bang myoqjit kó râ hkyô lé, tarâ jéyáng râ matú, mingkan shî má Ngò jé lé é nghut lhê." ga taî ri.
JHN.9.40	Yhang eq rahá nghut nyi é Hparishe pé ra-am gi, Yhang haû su ga taî é lé wó gyo kôjáng, "Hkâsu htà? Ngamoq gi, myoqjit bang dut bê lhú?" ga myî akô.
JHN.9.41	Haú hkûn, Yesuq gi, "Nungmoq, myoqjit é bang ru nghut le gi, yubak mara a bò kó râ nghut lhê; nghut kôlhang, ahkuî, nungmoq gi, myoq myàng bang nghut lhê ga kô é yanmai, nungmoq má yubak mara bo ashî kó nghut ri.
