MAT.1.1	Магьа Ибрагьимдин наслиан вуйи, Давудрин тухмиан вуйи Месигь Исайин ата-бабйир:
ACT.9.13	Ананайи жаваб тувру:
ACT.9.13	– Я Агъа! Гьадму касди Ерусалимдиъ Яв халкьдиз гъапӏу чӏуру ляхнарикан гизаф деебхьназуз. 
ACT.9.14	Гьаминара думу, жугьдарин аьхюну маллйири гьаъну, Увухъ хъугънайидар вари дисуз дуфнайир ву.
ACT.9.15	Хъа Агъайи дугъаз кӏуру:
ACT.9.15	– Гъарах, фицики паччгьарин, жугьдарин ва жара халкьарин арайиъ Йиз ччвур адлу апӏуз думу кас Узу кадагъунза. 
ACT.9.16	Узу дугъаз, Йиз ччвурнахъди фукьан аьзаб дизигну ккундуш, улупидиза.
ACT.9.17	Ананайи, душну, гьадму хулаъ Саулиин хил иливну, дугъаз кӏуру:
ACT.9.17	– Саул чве, мина гъюру рякъюъ увуз гъяркъю Агъа Исайи узу, яв улар сагъ апӏбан ва Гирами Рюгьну ацӏбан бадали, гьаъназу.
ACT.9.18	Гьамци гъапибси, дугъан уларилан ханцӏ алдабхъиганси шулу ва дугъаз рябкъюз хъюбгъру, хъасин думу штуан шулу. 
ACT.9.19	Хъа дугъу уьл ипӏуру ва дугъахьна кьувват гъюру.
ACT.9.20	Дугъан Дамаскдиъ ученикарихъди садшвнуд йигъ шулу, хъасин дугъу Иса Аллагьдин бай вуйиваликан, жугьдарин мистариз гъягъюри, аьгъювалар улупури гъахьну. 
ACT.9.21	Дугъан гафар гъеерхькьандар вари мюгьтал шуйи ва кӏуйи:
ACT.9.21	– Му кас Ерусалимдиъ Исайиз ккарагурайидар вари терг апӏурайи гьадму Саул дайинхъа? Думу мина, дурар дидисну, жугьдарин маллйирин аьхюдарихьна гъахуз дуфнайир дайинхъа?
ACT.9.22	Хъа Саулин кьувват артухътӏан-артухъ шулайи ва дугъу, Иса Месигь вуйивал тасдикь апӏури, Дамаскдиъ яшамиш шулайи жугьдар русвагь апӏурайи.
ACT.9.23	Хайлин йигъар улдучӏвхъан, жугьдари думу йикӏуз йикьрар апӏуру. 
ACT.9.24	Дурар йигъ-йишвди шагьрин урнарихъ дугъаз ккеъну шуйи, аммаки Саулиз дурарин кьастнакан аьгъю шулу. 
ACT.9.25	Ученикари, йишвну дуфну, думу жагваъди шагьрин цаллансина чӏатинди эрхру.
ACT.9.26	Саул Ерусалимдиз гъафиган, дугъаз Исайин ученикарик ктикьуз ккун шулу, амма дурариз дугъхьан гучӏури гъахьну, фицики дурар, му Исайин ученик ву пну, дугъахъ хъугъри адайи. 
ACT.9.27	Гьадмуган Варнавди думу вакиларихьна хуру ва дурариз, Саулиз Агъа фици гъяркънуш, Агъайи дугъаз фу гъапнуш, Саули Дамаскдиъ фици дирбашди Исайикан аьгъювалар улупнуш, ктибтуру. 
ACT.9.28	Дидхъантина Саул дурарихъди гъузру ва Ерусалимдиъ, азадди лицури, Агъа Исайикан ачухъди аьгъювалар улупури шулу. 
ACT.9.29	Думу грек чӏалниинди улхру жугьдарихъди гьюжатариъ шулу, хъа дурари думу йикӏуз кьаст апӏуру. 
ACT.9.30	Гъардшариз мидкан аьгъю дубхьну, думу, Къайсарияйиз духну, гьадушв’ан багъри Тарсдиз рякъюъ аъру.
ACT.9.31	Гьамци вари Ягьудия, Галилей ва Самария уьлкйир вуйиси хъугънайидар саламат ва хъугъувалиъ мюгькам шули гъахьну. Агъайихьан гучӏ’вал хьади ва Гирами Рюгьну кюмек апӏури, вакиларин ученикарин кьадар артмиш шули гъабхьну.
ACT.9.32	Шагьриан шагьриз гъягъюри, Петр Лидда кӏуру шагьриъ айи хъугънайидариин улукьуру. 
ACT.9.33	Душваъ дугъаз Эней кӏуру, ришвуз даршули, миржид йисан ахниъ ахънайи сар кас дихъуру. 
ACT.9.34	Петр дугъаз кӏуру:
ACT.9.34	– Эней! Месигь Исайи уву сагъ апӏура. Яв ахниккан гъудужв!
ACT.9.34	Энейра дишла гъудужвуру. 
ACT.9.35	Лиддайиъ ва Сарондиъ айидариз варидариз му рябкъюру ва дурар Агъайихъ хъугъру.
ACT.9.36	Яффайиъ Тавифа (грек чӏалниинди Доркас, яна «Жейран») кӏуру сар хъугънайи дишагьли айи. Дугъу, ужувлар апӏури, касибариз садакьйир тувуйи. 
ACT.9.37	Гьадму йигъари думу кетӏерццну йикӏуру. Думу, дижикӏну, зиин хулаъ гъитру. 
ACT.9.38	Хъа Лидда Яффайихьан ярхлаъ дархьбаз лигну, Петр Лиддайиъ айиваликан деебхьну, ученикари дугъахьна: «Кьан дарапӏди гъач», – кӏури, кьюр кас гьаъру.
ACT.9.39	Петр, гьязур духьну, дурарихъди гъюру. Петр гъафиган, думу зиин хулазди гъахуру ва ачӏни хпар ишури дугъан гъаншариз гъюру. Дурари чпиз Тавифайи гъидирху ккурттар улупуру. 
ACT.9.40	Петри дурар хул’ан адауру ва, кьамкьариина ис духьну, ккарагуз хъюгъру. Хъасин гъачӏирихьинди илдицну, кӏуру:
ACT.9.40	– Тавифа, гъудужв!
ACT.9.40	Дишагьлийи улар арццру ва, Петр дяркъну, за духьну деъру. 
ACT.9.41	Хил гьачӏабккну, Петр дугъаз гъудужвуз кюмек апӏуру. Хъасин вари хъугънайидариз ва ачӏни хпариз дих дапӏну, дурариз чӏиви духьнайир улупуру. 
ACT.9.42	Мидкан вари Яффайиз аьгъю шулу, ва гизафдар Агъайихъ хъугъру. 
ACT.9.43	Хъа Петр дидхъантина хайлин йигъари Яффайиъ гъидкьарин уста Симондихь гъузнийи.
ACT.10.1	Къайсарияйиъ Корнилий кӏуру сар кас яшамиш шули гъахьну. Думу Италияйин кьушмарин юзбаши вуйи. 
ACT.10.2	Думу, чан вари хизанси, Аллагьдихьан гучӏури шлур ва Аллагьдиз вафалу жви вуйи. Дугъу жумартвалиинди касибариз садакьа тувуйи ва гьаммишан Аллагьдиз ккарагуйи. 
ACT.10.3	Аьжайиб рябкъбиинди йигъну, сяаьт шубуб шулайи арайиъ, дугъаз Аллагьдин малайик чан улихьна дуфну ачухъди рякъюру. Малайикдира дугъаз: «Корнилий!» – пну, дих апӏуру. 
ACT.10.4	Дугъу, гучӏра дубхьну, малайикдихьинди дилигну: «Фу кӏурава, Агъа?» – пну, гьерхру. Малайикди дугъаз жаваб тувру:
