GEN.1.1	Mu ntangiriro Imana yaremye ijuru n'isi. 
ISA.13.19	Babiloniya yari umutāko w'ibihugu,
ISA.13.19	yari ikuzo ry'Abanyababiloniya,
ISA.13.19	Imana izayisenya nka Sodoma na Gomora.
ISA.13.20	Koko ntizongera guturwa bibaho,
ISA.13.20	ntizongera guturwa uko ibihe biha ibindi.
ISA.13.20	Abagenzi b'Abarabu ntibazahashinga amahema yabo,
ISA.13.20	abashumba ntibazahabyagiza amatungo yabo.
ISA.13.21	Inyamaswa zizahagira amasenga yazo,
ISA.13.21	ibihunyira na za mbuni bizahatura,
ISA.13.21	ibikōko bizahidagadurira.
ISA.13.22	Impyisi zizahumira mu mazu ntamenwa,
ISA.13.22	nyiramuhari zizamokera mu mazu yabo meza.
ISA.13.22	Igihe cya Babiloni kirageze,
ISA.13.22	iminsi yayo irarangiye.
ISA.14.1	Uhoraho azagirira impuhwe urubyaro rwa Yakobo, azongera yihitiremo Abisiraheli. Azabagarura mu gihugu cyabo, abanyamahanga bazaza babagana bifatanye n'Abisiraheli. 
ISA.14.2	Ibihugu byinshi by'amahanga bizishingira kugarura Abisiraheli mu gihugu cyabo. Abisiraheli nibagera mu gihugu Uhoraho yabahaye, abo banyamahanga bazababera inkoreragahato. Abari barakandamije Isiraheli na yo izabakandamiza, izategeka kandi abari barayigaruriye.
ISA.14.3	Isiraheli, Uhoraho namara kugusubiza umutekano, nyuma y'imibabaro n'amakuba n'imirimo y'agahato wakoreshwaga, 
ISA.14.4	uzaririmbire umwami w'i Babiloni iyi indirimbo imukwena:
ISA.14.4	Bishoboka bite se ko umunyagitugu yapfa?
ISA.14.4	Gukandamiza bigiye nk'ifuni iheze!
ISA.14.5	Uhoraho avunaguye inkoni z'abagome,
ISA.14.5	acagaguye ikiboko cy'abanyagitugu,
ISA.14.6	inkoni bakubitishaga abantu n'umujinya,
ISA.14.6	babakubitaga ubudahwema,
ISA.14.6	inkoni bategekeshaga amahanga n'uburakari,
ISA.14.6	bayategekeshaga nta mbabazi.
ISA.14.7	Bityo ibihugu byose bifite umutekano n'amahoro,
ISA.14.7	abantu bararirimbana umunezero.
ISA.14.8	Amasipure yishimiye urupfu rwawe,
ISA.14.8	amasederi yo muri Libani na yo aravuga ati:
ISA.14.8	“Ubwo apfuye nta wuzongera kudutema.”
ISA.14.9	Ab'ikuzimu na bo biteguye kwakira umwami w'i Babiloni,
ISA.14.9	bakanguye abapfuye bose bahoze ari ibikomerezwa ku isi,
ISA.14.9	bahagurukije abami bose b'amahanga ku ntebe zabo.
ISA.14.10	Bose bafashe ijambo bagira bati:
ISA.14.10	“Nawe ubaye umunyantegenke kimwe natwe!”
ISA.14.11	Icyubahiro n'amajwi y'inanga byawe byagiye ikuzimu,
ISA.14.11	bityo uzabora uhinduke inyo.
ISA.14.12	Mbese wahanantutse ute mu ijuru,
ISA.14.12	wowe nyenyeri irabagirana mu rukerera?
ISA.14.12	Wajugunywe ute ku isi, wowe wigeze gutsinda amahanga?
ISA.14.13	Waribwiraga uti:
ISA.14.13	“Nzazamuka ngere mu ijuru,
ISA.14.13	intebe yanjye nzayishyira hejuru y'inyenyeri ziri kure y'izindi,
ISA.14.13	nzaganza ku musozi w'ikoraniro, ahagana mu majyaruguru.
ISA.14.14	Nzazamuka ngere hejuru y'ibicu,
ISA.14.14	nzareshya n'Imana Isumbabyose.”
ISA.14.15	Nyamara dore wahananturiwe ikuzimu,
ISA.14.15	washyizwe mu rwobo hasi cyane.
ISA.14.16	Abakubona barakwitegereza cyane,
ISA.14.16	baguhanze amaso ubudahumbya bibaza bati:
ISA.14.16	“Mbese uyu ni wa muntu wahindishaga ab'isi umushyitsi,
ISA.14.16	wa wundi wateraga ubwoba ibihugu,
ISA.14.17	wa muntu wahinduye isi ubutayu,
ISA.14.17	wa wundi warimbuye imijyi,
ISA.14.17	wanze kurekura imfungwa kugira ngo zisubire iwabo?”
ISA.14.18	Koko rero, abami bose b'amahanga bahambanwa icyubahiro,
ISA.14.18	buri wese ashyingurwa mu mva ye.
ISA.14.19	Nyamara wowe wajugunywe hanze y'imva yawe,
ISA.14.19	wajugunywe nk'ishami riteye ishozi,
ISA.14.19	wageretsweho imirambo y'abicishijwe inkota,
ISA.14.19	wajugunywe mu mabuye y'ikuzimu,
ISA.14.19	wahindutse nk'intumbi yanyukanyutswe.
ISA.14.20	Ntuzahambwa nk'abandi bami,
ISA.14.20	koko rero washenye igihugu cyawe,
ISA.14.20	wishe kandi abantu bawe.
ISA.14.20	Urubyaro rwawe rw'abagome ntiruzibukwa ukundi.
ISA.14.21	Nimwitegure kwica abana babo mubaziza ubugome bwa ba sekuruza,
ISA.14.21	batazava aho begura umutwe bakigarurira isi,
ISA.14.21	bityo bakayubakaho imijyi.
ISA.14.22	Uhoraho Nyiringabo aravuze ati: “Nzahagurukira Abanyababiloniya, ntsembe Babiloni n'ibiyirimo byose, abayikomokamo n'urubyaro rwabo. 
ISA.14.23	Nzayihindura igishanga ibe icyanya cy'ibiyongoyongo, nzayikubura n'umweyo utsemba.” Ni ko Uhoraho Nyiringabo avuze.
ISA.14.24	Uhoraho Nyiringabo ararahiye ati:
ISA.14.24	“Ibyo nateganyije nzabisohoza,
ISA.14.24	ibyo nagambiriye ni byo bizabaho.
ISA.14.25	Nzajanjagurira Abanyashūru mu gihugu cyanjye,
ISA.14.25	nzabaribatira hejuru y'imisozi yanjye.
ISA.14.25	Nzakiza ubwoko bwanjye bakandamizaga,
ISA.14.25	nzabutura umutwaro babikorezaga.”
ISA.14.26	Uyu ni umugambi Uhoraho yafatiye isi yose,
ISA.14.26	ni igihano yahanishije amahanga yose.
ISA.14.27	None se niba Uhoraho Nyiringabo yabigambiriye,
ISA.14.27	ni nde wamuvuguruza?
ISA.14.27	Mbese niba yiyemeje guhana,
ISA.14.27	ni nde wamubuza?
ISA.14.28	Ubu butumwa bwatanzwe mu mwaka Umwami Ahazi yapfuyemo.
ISA.14.29	Bafilisiti mwese, ntimwishimire ko inkoni yabakubitaga yavunitse,
ISA.14.29	mu mwiyuburure w'inzoka hazavukamo impiri,
ISA.14.29	mu igi ryayo hazavamo ikiyoka cy'ubumara.
ISA.14.30	Abatindi nyakujya bazabona ibyokurya,
ISA.14.30	abakene bazagira umutekano,
ISA.14.30	nyamara urubyaro rwanyu nzarwicisha inzara,
ISA.14.30	nta n'umwe uzayirokoka.
ISA.14.31	Mwa mijyi ntamenwa mwe, nimurire muboroge,
ISA.14.31	Abafilisiti bacitse intege,
ISA.14.31	dore igitero giturutse mu majyaruguru,
ISA.14.31	nta n'umwe wabuze muri bo.
ISA.14.32	Bazasubiza iki intumwa z'Abafilisiti
ISA.14.32	Bazazisubiza bati:
ISA.14.32	“Uhoraho ni we washinze Siyoni,
ISA.14.32	ni yo abakene bo mu bwoko bwe bafitemo ubuhungiro.”
ISA.15.1	Ubu ni ubutumwa bwagenewe Mowabu
ISA.15.1	Ari na Kiri
ISA.15.1	yatsembwe mu ijoro rimwe.
ISA.15.2	Abaturage b'i Diboni bagiye mu ngoro yabo,
ISA.15.2	bagiye kuririra ahasengerwa,
ISA.15.2	ab'i Mowabu baraborogera i Nebo n'i Medeba,
ISA.15.2	bimoje umusatsi n'ubwanwa.
ISA.15.3	Mu mayira abantu bambaye imyambaro igaragaza akababaro,
ISA.15.3	baraborogera hejuru y'amazu no mu bibuga,
ISA.15.3	abantu bose bitura hasi barira.
ISA.15.4	Ab'i Heshiboni n'i Eleyale barataka,
ISA.15.4	imiborogo yabo irumvikana kugera i Yahasi,
ISA.15.4	ingabo za Mowabu na zo zirataka,
ISA.15.4	zakutse umutima.
ISA.15.5	Ndaririra Mowabu,
ISA.15.5	dore abantu bayo bahungiye i Sowari n'i Egilati-Shelishiya,
ISA.15.5	barazamuka barira bagana i Luhiti,
ISA.15.5	mu nzira igana i Horonayimu bashavujwe n'ayo makuba.
ISA.15.6	Amazi y'i Nimurimu yarakamye,
ISA.15.6	ibyatsi byarumye ntakikihamera,
ISA.15.6	nta kimera kikiharangwa.
ISA.15.7	Umutungo bari basigaranye,
ISA.15.7	bawambukanye hakurya mu biti byo ku nkombe y'umugezi.
ISA.15.8	Imiborogo ni yose mu mpande zose z'igihugu cya Mowabu,
ISA.15.8	amaganya yabo arumvikana i Egilayimu n'i Bēri-Elimu.
ISA.15.9	Amazi y'i Diboni yuzuyemo amaraso,
ISA.15.9	nyamara Uhoraho aravuze ati:
ISA.15.9	“Ab'i Diboni nzabongerera ibyago,
ISA.15.9	abacitse ku icumu b'i Mowabu bazaribwa n'intare.”
ISA.16.1	Nimwoherereze umwami abana b'intama,
ISA.16.1	muzohereze zive i Sela zinyuze mu butayu,
ISA.16.1	zigere ku musozi wa Siyoni.
ISA.16.2	Abamowabukazi barabuyera ku byambu bya Arunoni,
ISA.16.2	bameze nk'inyoni zibuyera zirukanywe mu byari byazo.
ISA.16.3	Abamowabu baratakambira ab'i Yeruzalemu bati:
ISA.16.3	“Nimutugire inama mufate icyemezo,
ISA.16.3	nimuduhishe nk'uko ijoro ripfukirana amanywa,
ISA.16.3	nimuduhishe turi ibicibwa,
ISA.16.3	ntimutererane impunzi.
ISA.16.4	Nimureke impunzi z'Abamowabu zihungire iwanyu,
ISA.16.4	nimuzihungishe umurimbuzi.
ISA.16.4	Amaherezo igitugu n'urugomo bizarangira,
ISA.16.4	ubusahuzi na bwo buzashira mu gihugu.
ISA.16.5	Icyo gihe ukomoka kuri Dawidi azaba umwami,
ISA.16.5	azategekesha abantu urukundo n'umurava,
ISA.16.5	azashishikarira gukora ibitunganye,
ISA.16.5	azaca imanza zitabera.”
ISA.16.6	Ab'i Yeruzalemu baravuga bati:
ISA.16.6	“Twumvise bavuga ubwirasi bukabije bw'Abamowabu,
ISA.16.6	twumvise bavuga ubwibone bwabo n'agasuzuguro kabo,
ISA.16.6	twumvise bavuga ukwishyira hejuru kwabo kutagira umumaro.”
ISA.16.7	None Abamowabu bose bararirira igihugu cyabo,
ISA.16.7	baraboroga bashavuye,
ISA.16.7	baribuka ibyokurya byiza bariraga i Kiri-Heresi
ISA.16.8	Imirima y'i Heshiboni yarangiritse,
ISA.16.8	imizabibu y'i Sibuma yararabiranye,
ISA.16.8	ni yo yengwagamo divayi yasindishaga abategetsi b'ibihugu.
ISA.16.8	Iyo mizabibu yageraga i Yāzeri no ku butayu,
ISA.16.8	yari yaragabye amashami hakurya y'ikiyaga cy'Umunyu
ISA.16.9	Ni yo mpamvu twifatanyije n'ab'i Yāzeri,
ISA.16.9	turaririra imizabibu y'i Sibuma,
ISA.16.9	turaririra ab'i Heshiboni n'ab'i Eleyale,
ISA.16.9	koko umusaruro wabo ntuzongera kubanezeza.
ISA.16.10	Imirima yanyu ntikibatera kunezerwa,
ISA.16.10	mu mizabibu yanyu ntihacyumvikana urwamo rw'ibyishimo.
ISA.16.10	Imivure yanyu ntikirangwamo divayi,
ISA.16.10	indirimbo z'ibyishimo zararangiye.
ISA.16.11	Ni yo mpamvu ncurangira Mowabu indirimbo y'amaganya,
ISA.16.11	ndaboroga kubera Kiri-Heresi.
ISA.16.12	Abamowabu bazajya ahasengerwa,
ISA.16.12	bazajya mu ngoro gutakambira imana zabo,
ISA.16.12	nyamara nta cyo bizabamarira.
ISA.16.13	Ibyo ni byo Uhoraho yavuze kuri Mowabu kuva kera. None Uhoraho aravuze ati: 
ISA.16.14	“Mu myaka itatu itarengaho umunsi n'umwe, abanyacyubahiro b'i Mowabu na rubanda bazasigara ari mbarwa, n'abazacika ku icumu nta cyo bazimarira.”
ISA.17.1	Ubu ni ubutumwa bwagenewe Damasi.
ISA.17.1	Dore Damasi ntizongera kuba umujyi ukundi,
ISA.17.1	izahinduka amatongo.
ISA.17.2	Imijyi yo muri Aroweri izahinduka umusaka,
ISA.17.2	amatungo azayibyagiramo nta cyo yikanga.
ISA.17.3	Abisiraheli ntibazongera kugira imijyi ntamenwa,
ISA.17.3	ubutegetsi bw'i Damasi buzarangira.
ISA.17.3	Abanyasiriya bazacika ku icumu bazacishwa bugufi,
ISA.17.3	bazacishwa bugufi bamere nk'Abisiraheli.
ISA.17.3	Uko ni ko Uhoraho Nyiringabo avuze.
ISA.17.4	Icyo gihe Abisiraheli bazatakaza icyubahiro cyabo,
ISA.17.4	ubukungu bwabo buzashira.
ISA.17.5	Isiraheli izamera nk'ingano zirundanyijwe igihe cy'isarura,
ISA.17.5	izaba nk'igihe umusaruzi agesa amahundo yazo,
ISA.17.5	izamera nk'ingano bahumbahumba mu kibaya cy'Abarefa.
ISA.17.6	Muri Isiraheli hazarokoka abantu mbarwa,
ISA.17.6	izaba nk'igiti cy'umunzenze cyasaruweho imbuto zose,
ISA.17.6	izaba nk'igiti cyasigayeho imbuto ebyiri cyangwa eshatu mu bushorishori,
ISA.17.6	izaba nk'igiti cyasigayeho imbuto nkeya ku mashami yo hasi.
ISA.17.6	Uko ni ko Uhoraho Imana ya Isiraheli avuze.
ISA.17.7	Icyo gihe abantu bazarangamira Umuremyi wabo, bazahindukirira Umuziranenge wa Isiraheli. 
ISA.17.8	Ntibazongera kwita ku ntambiro biyubakiye, ntibazongera kurangamira inkingi zeguriwe Ashera cyangwa intambiro zoserezwaho imibavu, biyubakiye. 
ISA.17.9	Icyo gihe imijyi ntamenwa baretse kubera Abisiraheli izahinduka ibihuru n'ishyamba. Koko iyo mijyi izahinduka amatongo.
ISA.17.10	Isiraheli we, koko wibagiwe Imana Umukiza wawe,
ISA.17.10	ntiwazirikanye Urutare ntamenwa rwo buhungiro bwawe!
ISA.17.10	Bityo wihingiye imirima myiza,
ISA.17.10	wabibye imbuto z'abanyamahanga.
ISA.17.11	Imbuto mwabibye mwazimejeje uwo munsi,
ISA.17.11	mwazibibye mu gitondo zihita zizana indabyo.
ISA.17.11	Nyamara nta cyo muzasarura,
ISA.17.11	ahubwo hazabaho igihe cy'amakuba n'umubabaro ukabije.
ISA.17.12	Mbega uburakari bw'abantu benshi!
ISA.17.12	Bararuruma nk'inyanja irimo imihengeri.
ISA.17.12	Mbega umuborogo w'amahanga!
ISA.17.12	Bararuruma nk'amazi menshi.
ISA.17.13	Umva uburyo ibihugu biruruma nk'amazi y'inyanja,
ISA.17.13	nyamara Uhoraho azabicyaha bihungire kure,
ISA.17.13	bizaba nk'umurama utumuka hejuru y'imisozi,
ISA.17.13	bizaba nk'umukungugu utumuwe na serwakira.
ISA.17.14	Ku mugoroba biba biteye ubwoba,
ISA.17.14	nyamara mu rukerera bikayoyoka.
ISA.17.14	Ngayo amaherezo y'abatwambura ibyacu,
ISA.17.14	ni yo maherezo y'abadusahura.
ISA.18.1	Uragowe wa gihugu we cyuzuyemo inzige,
ISA.18.1	igihugu kiri hakurya y'inzuzi z'i Kushi.
ISA.18.2	Ni igihugu cyohereza intumwa zinyuze mu nyanja,
ISA.18.2	zambuka zikoresheje amato aboshywe mu mfunzo.
ISA.18.2	Barazibwira bati: “Nimugende mwa ntumwa mwe,
ISA.18.2	nimwihute mujye mu gihugu cy'abantu b'intwari.
ISA.18.2	Ni abantu barebare b'umubiri unogereye,
ISA.18.2	ni abantu batinyitse ku isi yose,
ISA.18.2	barakomeye kandi bakandamiza andi moko,
ISA.18.2	igihugu cyabo cyambukiranyijwe n'inzuzi.”
ISA.18.3	Yemwe bantu mwese mutuye isi,
ISA.18.3	igihe muzabona ibendera rishinzwe hejuru y'imisozi, muzaryitegereze,
ISA.18.3	igihe muzumva ihembe rivuze muzatege amatwi.
ISA.18.4	Koko Uhoraho yarambwiye ati:
ISA.18.4	“Nzatuza mbyitegerereze aho ntuye,
ISA.18.4	nzaba meze nk'ubushyuhe igihe cy'izuba,
ISA.18.4	nzaba meze nk'ibicu bibuditse igihe cy'isarura.”
ISA.18.5	Mbere y'isarura imizabibu ibanza kurabya,
ISA.18.5	ururabyo ruvamo imbuto zigahisha,
ISA.18.5	amaseri y'izo mbuto bazayatemesha umuhoro,
ISA.18.5	amashami y'imburamumaro na yo azatemwa.
ISA.18.6	Ibyo byose bizagabizwa ibisiga n'inyamaswa byo mu gasozi,
ISA.18.6	ibisiga bizahamara impeshyi yose,
ISA.18.6	inyamaswa na zo zizahamara itumba.
ISA.18.7	Icyo gihe bazazanira amaturo Uhoraho Nyirububasha, bayavanye kuri ba bantu barebare bafite umubiri unogereye, ba bantu batinywa n'isi yose bagakandamiza andi moko, kandi igihugu cyabo kikambukiranywa n'inzuzi. Ayo maturo bazayazana kuri Siyoni, ari ho Uhoraho Nyiringabo azahimbarizwa.
ISA.19.1	Ubu ni ubutumwa bwagenewe Misiri.
ISA.19.1	Dore Uhoraho agiye mu Misiri,
ISA.19.1	aragendera ku gicu cyihuta cyane,
ISA.19.1	ibigirwamana byo mu Misiri birahinda umushyitsi imbere ye,
ISA.19.1	Abanyamisiri bacitse intege.
ISA.19.2	Uhoraho aravuga ati:
ISA.19.2	“Ngiye kubateranya basubiranemo,
ISA.19.2	umuvandimwe azarwanya uwo bava inda imwe,
ISA.19.2	incuti na zo zizarwana.
ISA.19.2	Umujyi uzarwanya undi mujyi,
ISA.19.2	igihugu kizatera ikindi.
ISA.19.3	Abanyamisiri bazakuka umutima,
ISA.19.3	imigambi yabo nzayihindura ubusa.
ISA.19.3	Bazagisha inama ibigirwamana byabo,
ISA.19.3	bazagisha inama abazimu n'abashitsi n'abapfumu.
ISA.19.4	Abanyamisiri nzabagabiza abategetsi b'inkazi,
ISA.19.4	bazategekwa n'umwami ubakandamiza.”
ISA.19.4	Uko ni ko Nyagasani Uhoraho Nyiringabo avuze.
ISA.19.5	Amazi ya Nili azakama,
ISA.19.5	urwo ruzi ruzahinduka umusenyi.
ISA.19.6	Imigende yarwo izaba umunuko,
ISA.19.6	imigezi yo mu Misiri izakama,
ISA.19.6	imbingo n'imfunzo bizumirana.
ISA.19.7	Imirima yose yuhirwaga n'uruzi rwa Nili izakakara,
ISA.19.7	izakuburwa n'umuyaga nta kizasigara.
ISA.19.8	Abarobaga muri Nili bose bazaganya barire,
ISA.19.8	abarobeshaga ururobo bazijujuta,
ISA.19.8	abarobeshaga imitego bazagira agahinda.
ISA.19.9	Ababoshyi b'imyenda bazacika intege,
ISA.19.9	abagabo n'abagore baboha imyenda yera na bo bazumirwa.
ISA.19.10	Koko ababoshyi b'imyenda bazashoberwa,
ISA.19.10	ababeshwagaho n'uwo mwuga bazashavura.
ISA.19.11	Abategetsi b'i Sowani
ISA.19.11	abajyanama b'ibwami batanga inama z'imburamumaro.
ISA.19.11	Ni nde ushobora kubwira umwami ati:
ISA.19.11	“Ndi impuguke nkomoka ku bami ba kera?”
ISA.19.12	Mwami wa Misiri, za mpuguke zawe ziri he?
ISA.19.12	Ngaho nizikumenyeshe icyo Uhoraho Nyiringabo yagambiriye,
ISA.19.12	nizikumenyeshe imigambi ye ku gihugu cya Misiri.
ISA.19.13	Abategetsi ba Sowani ni abapfapfa,
ISA.19.13	abategetsi ba Memfisi na bo barajijwe,
ISA.19.13	abo batware ni bo bagomba kuyobora igihugu,
ISA.19.13	nyamara barakiyobeje.
ISA.19.14	Uhoraho yayobeje imigambi yabo,
ISA.19.14	koko rero bayobeje Abanyamisiri mu byo bakora byose,
ISA.19.14	bityo babaye nk'abasinzi bigaragura mu birutsi.
ISA.19.15	Nta n'umwe mu Misiri ushobora kugira icyo amara, yaba umukire cyangwa umukene, yaba uw'ingenzi cyangwa uw'inyuma y'abandi.
ISA.19.16	Igihe kimwe Abanyamisiri bazaba nk'abagore, bazagira ubwoba bahinde umushyitsi nibabona Uhoraho Nyiringabo abarwanya. 
ISA.19.17	Abayuda bazatera ubwoba Abanyamisiri, buri wese uzumva bavuga iby'Abayuda azagira ubwoba, kuko Uhoraho Nyiringabo agambiriye kubarwanya.
ISA.19.18	Icyo gihe imijyi itanu yo mu Misiri izavuga igiheburayi, bityo bemere kwifatanya n'Uhoraho Nyiringabo. Umwe muri iyo mijyi uzitwa “Umujyi w'izuba
ISA.19.19	Icyo gihe mu Misiri rwagati hazubakwa urutambiro rw'Uhoraho, n'inkingi yeguriwe Uhoraho ahagana ku mupaka. 
ISA.19.20	Ibyo bizaba ikimenyetso n'ubuhamya ko Uhoraho Nyiringabo ari mu gihugu cya Misiri. Igihe Abanyamisiri bazatabaza Uhoraho kubera ababakandamiza, azaboherereza umukiza uzabatabara, ababohore. 
ISA.19.21	Uhoraho azimenyesha Abanyamisiri, bityo na bo bazamumenya. Bazamutura ibitambo n'amaturo, bagirane amasezerano na we kandi bayakomeze. 
ISA.19.22	Uhoraho azahana Abanyamisiri abateze indwara, ariko hanyuma azabakiza. Ubwo bazamugarukira, abababarire kandi abakize.
ISA.19.23	Icyo gihe hazaboneka inzira ihuza Misiri na Ashūru. Abanyashūru bazagenderera Abanyamisiri, n'Abanyamisiri bagenderere Abanyashūru. Abatuye ibyo bihugu byombi bazasengera hamwe.
ISA.19.24	Icyo gihe nikigera, Isiraheli izaba iya gatatu kuri Misiri na Ashūru. Ibyo bihugu uko ari bitatu bizahesha isi yose umugisha. 
ISA.19.25	Uhoraho Nyiringabo azabaha umugisha avuga ati: “Mpaye umugisha abantu banjye b'Abanyamisiri, nywuhaye n'Abanyashūru niremeye, n'Abisiraheli umwihariko wanjye.”
ISA.20.1	Hari mu mwaka umugaba mukuru w'ingabo yoherejwe na Sarugoni umwami wa Ashūru, atera Ashidodi arayigarurira. 
ISA.20.2	Muri icyo gihe Uhoraho yari yarabwiye Ezayi mwene Amotsi ati: “Genda wiyambure imyambaro igaragaza akababaro, wiyambure n'inkweto zawe.” Ezayi yumvira Uhoraho, agenda yambaye ubusa nta n'inkweto. 
ISA.20.3	Nuko Uhoraho aravuga ati: “Nk'uko umugaragu wanjye Ezayi amaze imyaka itatu agenda yambaye ubusa nta n'inkweto, icyo kikaba ari ikimenyetso n'imiburo y'ibizaba kuri Misiri na Kushi, 
ISA.20.4	ni na ko Umwami wa Ashūru azajyana Abanyamisiri n'Abanyakushi ho iminyago, abasore n'abasaza bambaye ubusa nta n'inkweto, n'amatako yabo yanamye maze Misiri ikorwe n'isoni. 
ISA.20.5	Abiringiraga Kushi bakiratana Misiri, bazacika intege kandi bakorwe n'isoni.” 
ISA.20.6	Icyo gihe abaturage baturanye n'ibyo bihugu bazavuga bati: “Dore ibyabaye ku bo twishingikirizagaho, tubahungiraho ngo badutabare kandi badukize umwami wa Ashūru. Ese noneho tuzagana he?”
ISA.21.1	Ubu ni ubutumwa bwagenewe abaturiye ubutayu bwegereye inyanja.
ISA.21.1	Nk'uko serwakira yambukiranya mu majyepfo,
ISA.21.1	ni ko umwanzi aturutse mu butayu cya gihugu giteye ubwoba.
ISA.21.2	Neretswe ibiteye ubwoba:
ISA.21.2	Umugambanyi akomeje kugambana,
ISA.21.2	umusahuzi na we arasahura,
ISA.21.2	Abanyelamu bagabye igitero,
ISA.21.2	Abamedi bagose umujyi.
ISA.21.2	Uhoraho aravuze ati:
ISA.21.2	“Nzazimanganya imibabaro yose yatewe na Babiloni.”
ISA.21.3	Ibyo neretswe binteye ubwoba bwinshi,
ISA.21.3	ndababara nk'umugore uri ku bise,
ISA.21.3	ibyo numva binteye ubwoba,
ISA.21.3	ibyo mbona bitumye mpinda umushyitsi.
ISA.21.4	Nacitse intege ndadagadwa kubera ubwoba,
ISA.21.4	nifuje amafu ya nimugoroba,
ISA.21.4	nyamara na yo yanteye ubwoba.
ISA.21.5	Ibyokurya byateguwe, ibirago byashashwe,
ISA.21.5	abantu bararya kandi baranywa.
ISA.21.5	Ako kanya humvikana ijwi rivuga riti:
ISA.21.5	“Nimuhaguruke bagaba b'ingabo,
ISA.21.5	nimutegure intwaro zanyu.”
ISA.21.6	Koko rero Uhoraho arambwiye ati:
ISA.21.6	“Genda ushyireho umurinzi,
ISA.21.6	amenyeshe abantu ibyo abona.
ISA.21.7	Nabona amagare y'intambara akururwa n'amafarasi,
ISA.21.7	nabona abagendera ku ndogobe no ku ngamiya,
ISA.21.7	yitonde yitegereze neza.”
ISA.21.8	Nuko uwo munyezamu arangurura ijwi ati:
ISA.21.8	“Databuja, mba ndi ku izamu umunsi wose,
ISA.21.8	ndigumaho ndetse n'ijoro ryose.
ISA.21.9	None dore ibyo mbona:
ISA.21.9	haje umuntu uri mu igare rikururwa n'amafarasi abiri.”
ISA.21.9	Uwo munyezamu arongera ati:
ISA.21.9	“Babiloni irarimbutse, Babiloni irarimbutse!
ISA.21.9	Ibigirwamana byayo byose bihindutse ivu.”
ISA.21.10	Bwoko bwanjye, mwebwe mwahondaguwe nk'imyaka ku mbuga,
ISA.21.10	ndababwira ibyo numvise,
ISA.21.10	ibyo nabwiwe n'Uhoraho Nyiringabo, Imana ya Isiraheli.
ISA.21.11	Ubu ni ubutumwa bwagenewe Edomu.
ISA.21.11	Ijwi riturutse i Seyiri
ISA.21.11	“Mbese munyezamu, ijoro rigeze he?
ISA.21.11	Mbese munyezamu, ijoro rigeze he?”
ISA.21.12	Nuko ndasubiza nti:
ISA.21.12	“Bugiye gucya bwongere bwire,
ISA.21.12	niba ushaka kongera kumbaza ugaruke.”
ISA.21.13	Ubu ni ubutumwa bwagenewe Arabiya.
ISA.21.13	Yemwe bagenzi b'i Dedani,
ISA.21.13	muzarara mu bihuru by'inzitane byo muri Arabiya.
ISA.21.14	Mwebwe abatuye i Tema, nimushyire amazi abishwe n'inyota,
ISA.21.14	nimushyire impunzi ibyokurya.
ISA.21.15	Koko bahunze inkota yavuye mu rwubati,
ISA.21.15	bahunze imiheto n'intambara ikaze.
ISA.21.16	Koko rero Uhoraho arambwiye ati: “Mu mwaka umwe gusa, utarengaho n'umusi n'umwe, ubuhangange bwose bwa Kedari
ISA.21.17	Hazasigara abantu mbarwa mu barwanisha imiheto b'ingabo z'i Kedari.” Uko ni ko Uhoraho Imana ya Isiraheli avuze.
ISA.22.1	Ubu ni ubutumwa bwagenewe Umubande w'ibonekerwa
ISA.22.1	Baturage b'i Yeruzalemu,
ISA.22.1	kuki mwese mwuriye hejuru y'amazu
ISA.22.2	Ni kuki muvuza urwamo mwishimye,
ISA.22.2	ni kuki abantu bose mu mujyi banezerewe?
ISA.22.2	Mbese abanyu baguye ku rugamba ntibicishijwe inkota?
ISA.22.3	Abakuru banyu bose bahunze,
ISA.22.3	bafashwe batarafora imiheto yabo,
ISA.22.3	bose bafashwe nubwo bari bahungiye kure.
ISA.22.4	Ni yo mpamvu nababwiye nti:
ISA.22.4	“Nimundeke ndire mpogore,
ISA.22.4	ndirire abantu banjye barimbutse,
ISA.22.4	ntimwirushye ngo murampoza.
ISA.22.5	Koko rero Nyagasani Uhoraho Nyiringabo yaduteje akaga,
ISA.22.5	yaduteje imidugararo no gutsindwa.
ISA.22.5	Mu Mubande w'ibonekerwa inkuta zasenyutse,
ISA.22.5	induru yabaye ndende igera mu misozi.
ISA.22.6	Ingabo z'Abanyelamu zitwaje imiheto n'imyambi,
ISA.22.6	ziragenda ku mafarasi no ku magare y'intambara,
ISA.22.6	abarwanyi b'i Kiri na bo bitwaje ingabo.
ISA.22.7	Mwa batuye i Yeruzalemu mwe,
ISA.22.7	ibibaya byanyu byiza byuzuye amagare n'amafarasi y'intambara,
ISA.22.7	dore yashinze ibirindiro ku marembo y'umujyi.
ISA.22.8	Koko rero u Buyuda nta gitabara bugifite,
ISA.22.8	uwo munsi mwarangamiye intwaro zo mu Ngoro y'Ishyamba
ISA.22.9	Mwiboneye ibyuho byaciwe mu nkuta zizengurutse Umurwa wa Dawidi,
ISA.22.9	mwahunitse amazi mu kizenga cy'amajyepfo.
ISA.22.10	Mwabaruye amazu y'i Yeruzalemu,
ISA.22.10	mwashenye amwe muri yo ngo musane inkuta zayo.
ISA.22.11	Mwubatse ikizenga hagati y'inkuta zombi,
