GEN.1.1	Dəkəcop, kɔ Kanu kəwurɛ kɔm k'antɔf. 
RUT.1.11	Kɔ Noyemi oloku: «Nəlukus aran a awut em! T’ ake tɔ nəndecɛpsɛn’em darəŋ-ɛ? Ifɔsɔtam kəsɔtɔ awut aŋɛ ŋandetam sɔ kənɛncɛ nu mɔ. 
RUT.1.12	Nəlukus nde ndoronu aran a awut em, nəkɔ! Bawo imbɛk oŋ wərkun kədesɔnɛnc’em. Ali icloku fɔ isɔrɛgbɛkər Kanu amera, ali pibi pampɛ pɔ səyi kəfo kin kɔ wərkun, ikom sɔ awut, 
RUT.1.13	nəndetam kəkar ŋa ŋabɛk, nəndefat'ɛnɛ ti oŋ kəlɔ? Ala, Awut em! Bawo pəlɛc mpɛ pɔsɔt’em mɔ, poncu pɛtas pɔkɔ pɔsɔtɔ nu mɔ, in’ ɔ Kanu kətɛfərnɛnɛ pucuy pampɛ.»
RUT.1.14	Kɔ ŋambok sɔ. Kɔ Ɔrpa nkɔn oncup kɔncəra kɔn Noyemi, k’elembərnɛ kɔ, k’osumpər dɔpɔ, k’ɔŋkɔ. Mba Rut nkɔn owosɛ fɛ kəsak kɔncəra kɔn Noyemi pəkɔ. 
RUT.1.15	Kɔ Noyemi oloku Rut: «Məmɔmən wəres’əm, olukus ndena afum ɔn kɔ canu cɔn. Məyɔ tɔkɔ ɔyɔ mɔ, məna sɔ məkɔ nde ndaram!» 
RUT.1.16	Mba kɔ Rut oloku kɔ: «Ta məsɔŋ’em kəsak’əm, məsɔŋ’em kəluks’əm darəŋ! Nde məŋkɔ mɔ, di fɔ ina sɔ indekɔ. Nde məndeyi mɔ, ina sɔ di fɔ indekɔ-yi. Afum am, afum em ŋɔ. Kanu kam, Kanu kem kɔ. 
RUT.1.17	Nde məndekɔ-fi mɔ, di fɔ indekɔ-fi, pawup’im di. Kanu Kəpɔŋ kədeŋər’im pəlɛc pɔpɔŋ kɔ pəyɔnɛ fɛ fɔ defi gbəcərəm dendesɔŋɛ su kəsakɛnɛ kɔ məna-ɛ.»
RUT.1.18	Ntɛ Noyemi ɛnəŋk fɔ Rut ɛŋgbəc kəkɔ kɔ nkɔn mɔ, k’ɛsak kəloku kɔ sɔ te ta kəlukus. 
RUT.1.19	Kɔ ŋasol mɛrəŋ maŋan kəkɔ, haŋ kɔ ŋambɛrɛ dare da Betlɛhɛm.
RUT.1.19	Ntɛ ŋambɛrɛ Betlɛhɛm mɔ, kɔ pənciyanɛ afum fəp te taŋan. Kɔ aran ŋaŋyiftɛnɛ: «Noyemi ɔ fɔ wəkawɛ ba?» 
RUT.1.20	Kɔ Noyemi oloku ŋa: «Ta nəw’em sɔ ‹Noyemi› («Wəyi dəpəbotu»), nəcw’em ‹Mara› («Wəyi dəpəcuy»). Bawo Kanu nkɛ kəntam mes ma doru fəp mɔ, kəsɔŋ’im pəcuy. 
RUT.1.21	Ntɛ incyɛfɛ dɛ kəkɔ mɔ, waca wem wɛnalarɛ kɔ Kanu Kəpɔŋ kəluks’em waca wɔsɔkər. Awa! Nəsak kəw’em ‹Noyemi›, bawo Kanu, kəŋkafələrn’em, kɔ kəsɔŋ’im pəcuy.»
RUT.1.22	Tatɔkɔ tɔ Noyemi ɛnayɛfɛ sədalɛ sa Mohabu kɔ Rut wəMohabu, wəran ka wan kɔn. Ntɛ ŋambɛrɛ Betlɛhɛm mɔ, patɛp kəccop kətɛl ka mɛŋgbɛn mmɛ ambɔf nde atɔf ŋa Yisrayel mɔ.
RUT.2.1	Noyemi ɛnayɔ wəkomɛnɛ ka wos wəlɔma. Fum wəpɔŋ ɛnayi, pəyɔ sɔ daka. Bɔs b’ ancwe kɔ. 
RUT.2.2	Kɔ Rut wəMohabu oloku kɔncəra kɔn Noyemi. «Ikɔ nde dalɛ ikɔ icgbɛtəs wətɛl nwɛ ɔŋkɔ-wos’em kəyi kɔ darəŋ mɔ.» Kɔ Noyemi oloku Rut: «Məkɔ, wan kem.»
RUT.2.3	Kɔ Rut ɔŋkɔ dəkəgbɛtəs atɛl darəŋ. Kɔ tɔyɔnɛ fɔ dalɛ ndɛ ɛncgbɛtəs mɔ da Bɔs dɔ, Bɔs nwɛ ɛnayɔnɛ wəkomɛnɛ ka Elimɛlɛk mɔ.
RUT.2.4	Pəwon fɛ kɔ Bɔs ɛmbɛrɛ kəyɛfɛ ka Betlɛhɛm. Kɔ Bɔs eyif atɛl ɔn, k’oloku ŋa: «Kanu Kəpɔŋ kəsolɛ nu!» K’atɛl ŋantolanɛ kɔ ntɛ: «Awa! Məna sɔ, Kanu Kəpɔŋ kəpoc’am pətɔt!» 
RUT.2.5	Kɔ Bɔs eyif wəcar kɔn, nwɛ ɛnatɔmpər kəmɔmən ka atɛl ɔn mɔ: «An’ ɔyɔ wəyecəra nwɛ-ɛ?» 
RUT.2.6	Kɔ wəcar wəkakɔ oloku kɔ: «Wan wəran wəMohabu ɔ fɔ, nwɛ ŋander kɔ Noyemi, kəyɛfɛ ka sədalɛ sa Mohabu mɔ. 
RUT.2.7	Ntɛ oloku mɔ: ‹Icəmɛ atɛl darəŋ icgbɛtəs, icwɛtsɛnɛ sɔ mɛŋgbɛn min min mɔkɔ mɛntɛmpɛnɛ toka dacɔ mɔ.› Kəyɛfɛ ntɛ enderna nnɔ bət-bət a k’ɛncəmɛ mɔ, haŋ ndɛkəl. Pəpic p’ eŋesəm dəkəlɔ.»
RUT.2.8	Kɔ Bɔs oloku Rut: «Məcəŋkəl’im bel-bel wan kem: Ta məkɔ sɔ dəkəgbɛtəs tofo tocuru. Ta məbɔlɛ sɔ nnɔ dalɛ dem, ta nəbɔlɛnɛ sɔ kɔ acar em. 
RUT.2.9	Məgbətənɛ bel-bel nde afum em ŋantɛl mɔ, məcəmɛ aran akɔ ŋaŋgbɛtəs mɔ darəŋ. Mənəŋk iloku acar em, ta ŋagbuŋɛn’am. Kɔ domun dendenabas’əm-ɛ, məkɔ nde dətɔbɔl, məkɛt domun ndɛ acar em ŋaŋkɛrɛ mɔ.» 
RUT.2.10	Kɔ Rut ontontnɛnɛ Bɔs haŋ k’ɛfəntərɛ dəntɔf. K’oloku Bɔs: «Cəke c’ iyɔ-ɛ, ntɛ məndeyɔn’em mamɛ, ina nwɛ məntɔcərɛ mɔ?» 
RUT.2.11	Kɔ Bɔs oloku kɔ: «Alɔmər’im mi tin tin tin mes mmɛ məyɔ kɔncəra kam, kəyɛfɛ ntɛ wos’əm efi mɔ, tɔkɔ məsak papa kam, iya kam, k’atɔf ŋam nŋɛ aŋkom’əm mɔ, məcder nnɔ, nda afum aŋɛ mənatɔcərɛ tɔcɔkɔ-cɔkɔ mɔ. 
RUT.2.12	Kanu Kəpɔŋ kəluks’am tɔkɔ məyɔ mɔ! Kanu Kəpɔŋ kəsɔŋ’am ti kəway, nkɔn Kanu ka Yisrayel nkɛ mənder məndɛ katəkəp kɔn dəntɔf mɔ.» 
RUT.2.13	Kɔ Rut oloku: «Məmbaŋ’im bel-bel kɔ t' ɔmbɔt’im. Moloku mam mɔsɔŋ’em abəkəc kəfəntərɛ, kɔ məŋkɔ məmɔmən ti-ɛ, ali wəcar kam wəkin səfɔtəŋnɛnɛ.»
RUT.2.14	Ntɛ tɛm ta kədi yeri tendebəp mɔ, kɔ Bɔs oloku Rut: «Məde mədi yeri nnɔ səyi mɔ, məbaŋ kəcom, məctɛm ki nnɔ dəmɛnc.» Kɔ Rut ɔŋkɔ pəndɛ atɛl kəsək. Kɔ Bɔs ɔsɔŋ kɔ yeri. Kɔ Rut endi yeri, k’ɛnɛmbərɛ, k’ɛmɛŋkərnɛ yɛlpəs. 
RUT.2.15	Kɔ Rut ɛyɛfɛ sɔ kəgbɛtəs, kɔ Bɔs oloku acar ɔn: «Nəce kɔ sɔ pəgbɛtəs nde dətoka, ta nəmɔmənɛnɛ kɔ. 
RUT.2.16	Nəcwak kəcsul-sulu səbomp sa ɔrs səlɔma yati nəcgbalɛ kɔ, ntɛ tɔŋsɔŋɛ kɔ pəcwɛtəs si mɔ, ta nəcmɔmənɛnɛ kɔ, ta nəloku kɔ tɔlɔm o tɔlɔm.»
RUT.2.17	Kɔ Rut ɛŋgbɛtəs haŋ dɔfɔy, k’ɛsɛpər ɔrs ŋɔkɔ ɛnagbɛtəs mɔ, k’ɔsɔtɔ mɛŋgbɛn ma ɔrs pan pin.
RUT.2.18	Kɔ Rut ɛlɛk ɔrs nŋɛ k’ɛsarɛ, k’eŋkekərɛ ŋi, k’ɔŋkɔ pəmentər kɔncəra kɔn. K’owurɛ sɔ yeri yɔn yɛləpəs, k’ɔsɔŋ kɔ. 
RUT.2.19	Kɔ kɔncəra kɔn eyif kɔ: «Deke məŋgbɛtəs ɔrs nŋɛ fəp mɔkɔ-ɛ? Dalɛ d’ ana dɔ məmbəcna-ɛ? Kanu Kəpɔŋ kəmar nwɛ ɛŋkɛkəsən’am mɔ!»
RUT.2.19	Kɔ Rut oloku kɔncəra kɔn: «Abɔf ŋa wərkun wəlɔma ŋ’ imbəcna, pacwe kɔ Bɔs.» 
RUT.2.20	Kɔ Noyemi oloku wəran ka wan kɔn: «Inəŋk fɔ Kanu Kəpɔŋ nkɛ kəsɔrɔlasɛ sənayi doru layidi, pəmɔ akɔ ŋafi mɔ. Kanu kəmar wərkun wəkawɛ!» K’oloku wəran ka wan kɔn: «Wərkun wəkawɛ, fum kosu wəka dəkəca ɔ fɔ. Ŋa ŋɔ pəmar ŋacəmɛ su dəntɔf.» 
RUT.2.21	Kɔ Rut wəMohabu oloku sɔ: «Olok’im sɔ, məlɔtərnɛ acar em haŋ ŋalip kətɛl’em fəp.» 
RUT.2.22	Kɔ Noyemi oloku Rut wəran ka wan kɔn: «Wan kem pəntesɛ ti tatɔkɔ, nəsumpərɛnɛ kɔ akakɔ, ta mətor dalɛ da nwɛ o nwɛ.»
RUT.2.23	Kɔ Rut ŋasumpərɛnɛ kɔ acar a Bɔs kəgbɛtəs haŋ kɔ kətɛl ka ɔrs ŋa dalɛ
RUT.3.1	Kɔ kɔncəra ka Rut, Noyemi, oloku kɔ: «Wan kem, ifaŋ kəsɔŋ’am kəlɔ, məna sɔ məŋesəm, ntɛ tɔŋsɔŋɛ pəbɔt sɔ məna mɔ. 
RUT.3.2	Ndɛkəl oŋ, Bɔs nwɛ ɛsak’əm məcbəc kɔ acar ɔn mɔ, məlaŋ ti oŋ a fum kosu ɔ fɔ? Məncərɛ sɔ a pibi pa mɔkɔ p’ aŋkɔ-foy nde dəkur mɛŋgbɛn mamɔkɔ anatɛlɛ kɔ mɔ? 
RUT.3.3	Məyɛfɛ, məbikɛ, məsəkəp, məsopɛ moro, məkɔ dəndo aŋkɔ-sɛpər mɔ! Ta məwurər kɔ ta ɛntalip kədi yeri kɔ kəmun de! 
RUT.3.4	K’endena pəckɔ dəkəfəntərɛ-ɛ, məgbɛkərɛ da ɛŋfəntərɛ mɔ. Kɔ məyɛfɛ-ɛ, məkɔ məfeni kɔ kəloto nde dəwɛcək, məfəntərɛ. Nkɔn Bɔs yati ɔŋkɔ-lok’əm tɔkɔ pəmar a məyɔ mɔ.» 
RUT.3.5	Kɔ Rut oloku kɔncəra kɔn: «Iŋkɔ-yɔ tantɛ məlok’im mɔ fəp.»
RUT.3.6	Kɔ Rut ɔŋkɔ nde dəkur, k’ɔyɔ tɔkɔ kɔncəra kɔn ɛnaloku kɔ mɔ fəp. 
RUT.3.7	Kɔ Bɔs endi yeri, k’omun, kɔ pəmbɔt kɔ dəris. K’ɔŋkɔ pəfəntərɛ nde kur kələpsər mɔ. Kɔ Rut ɔŋkɔ pəfeni kɔ kəloto dəwɛcək, k’ɛmbɛrɛ, k’ɛfəntərɛ.
RUT.3.8	Pəndeyi cɛk-cɛk, kɔ dis dɛyɛfɛ wərkun nwɛ, endekafəlɛ: k’ɛmbəp wəran pəfəntərɛ kɔ wɛcək tantɔf. 
RUT.3.9	K’eyif: «An’ ɔ fɔ-ɛ?» Kɔ Rut oloku kɔ: «In’ ɔ fɔ, ina Rut, wəcar kam. Mənasər’im, bawo pəmar mənasər ina wəcar kam.» 
RUT.3.10	Kɔ Bɔs oloku: «Kanu Kəpɔŋ kəpoc’am pətɔt wan kem! Layidi dandɛ məntɛp kəclas mɔ, dementər sɔ kəbɔtər ka kɔncəra kam pətas tɔkɔ mənayɔ mɔ. Bawo məncəmɛ fɛ atɛmp darəŋ ŋayɔ daka, ŋayɔ fɛ daka. 
RUT.3.11	Ndɛkəl oŋ wan kem ta mənesɛ, ntɛ o ntɛ tɔ məloku, iŋyɔn’am ti, bawo dare fəp dɛncərɛ a wəran wətɔt məyɔnɛ. 
RUT.3.12	Ndɛkəl oŋ, kance kɔ pəmar a icəmɛ nu dəntɔf, mba wəlɔma eyi nwɛ ɔlɔtərnɛ dokom kɔ wos’əm pətas ina mɔ. 
RUT.3.13	Məcepərɛnɛ nnɔ pibi. Bət-bətana, k’ɛfaŋ kəlɛk kɛ kɔn ka kəcəmɛ nu dəntɔf-ɛ, tentesɛ, pəcəmɛ nu dəntɔf. Mba k’ɔntɔfaŋ kəcəmɛ nu dəntɔf-ɛ, ina incəmɛ nu dəntɔf, Kanu Kəpɔŋ kəyi de! Məfəntərɛ haŋ dec dɔcsɔk.»
RUT.3.14	Kɔ Rut ɛfəntərɛ kɔ wɛcək tantɔf haŋ kɔ dec dɔsɔk, k’ɛyɛfɛ pəpan-pan, tɛm ntɛ antɔtam kəcnɛpəlɛnɛ mɔ. Kɔ Bɔs oloku kɔ: «Ta pacərɛ a məndersa nnɔ dəkur de!» 
RUT.3.15	Kɔ Bɔs oloku kɔ: «Məcipi kəfakəl nkɛ məncəpnɛ mɔ, məsumpər ki bel-bel.» Kɔ Rut osumpər kəfakəl, kɔ Bɔs ɛmbɛrɛ kɔ mɛŋgbɛn ma ɔrs tafala camət-tin, k’onuŋkər kɔ, kɔ Bɔs ɔŋkɔ dare.
RUT.3.16	Kɔ Rut ɔŋkɔ ndena kɔncəra kɔn Noyemi, kɔ wəkakɔ eyif kɔ: «Mən’ ɔ fɔ wəkawɛ wan kem?»
RUT.3.16	Kɔ Rut ɔlɔmər kɔncəra kɔn mes mɔkɔ wərkun nwɛ ɛnayɔnɛ kɔ mɔ fəp. 
RUT.3.17	Kɔ Rut oloku: «Ɔsɔŋ’im ɔrs mafala camət-tin mmɛ, pəcloku: ‹Ta məlukus waca wɔsɔkər ndena kɔncəra kam!›» 
RUT.3.18	Kɔ Noyemi oloku Rut: «Məyi nnɔ, wan kem, haŋ məcərɛ kɔ tɔkɔ mes mamɛ mendeləpsər mɔ, bawo wərkun wəkawɛ, ɔfɔsɔtam kəndɛ k’ɔntɔlip mes mamɛ mɔkɔ-ɛ!»
RUT.4.1	Kɔ Bɔs ɔŋkɔ dəkəbɛrɛ da dare daŋan k’ɔŋkɔ pəndɛ. Pəwon fɛ kɔ wəkomɛnɛ ka Elimɛlɛk wəka dəkəca, nwɛ Bɔs ɛnaloku a wəkakɔ ɛnaŋkanɛ kəlɔtərnɛ kəcəmɛ ka Rut dəntɔf pətas kɔ mɔ, kɔ wərkun nwɛ encepər, kɔ Bɔs ewe kɔ: «Məcɔŋnɛ məde məndɛ nnɔ, məna kare!» Kɔ wəkakɔ ɔncɔŋnɛ k’ɔŋkɔ pəndɛ. 
RUT.4.2	Kɔ Bɔs ɛlɛk afum abeki wəco dare disrɛ, k’oloku ŋa: «Nəndɛ nnɔ!» Kɔ akakɔ ŋandɛ. 
RUT.4.3	Kɔ Bɔs oloku wəkɔ pənamar a pəcəmɛ Rut dəntɔf mɔ: «Ntɛ Noyemi ɛyɛfɛ atɔf ŋa Mohabu, k’ɛfaŋ kəcaməs antɔf ŋɔkɔ ŋɛnayɔnɛ ŋa wɛnc kosu Elimɛlɛk mɔ. 
RUT.4.4	K’incɛm-cɛmnɛ kəsɔŋ’am ti kəcərɛ, ilok’əm ti: Məsɛp məway di, fɔr ya abeki a afum asu kiriŋ kɔ afum acuru akɔ ŋandetəŋnɛ ti mɔ! Kɔ məfaŋ kəway di-ɛ, məway! Kɔ məntɔsɔfaŋ di-ɛ, məsɔŋ’em ti kəcərɛ, bawo sariyɛ sa kɛ kaŋkɛ, kɔ məna məyɛfɛ day-ɛ, in’ ɔ pəmar icəmɛ.» Kɔ wərkun nwɛ oloku Bɔs: «Ifaŋ kəway dalɛ dadɔkɔ yati.» 
RUT.4.5	Kɔ Bɔs endeŋər: «Kɔ məway dalɛ Noyemi dəwaca-ɛ, mɛnɛ mənasər sɔ Rut wəMohabu, wəran ka wəfi. Ntɛ tɔŋsɔŋɛ ta tewe ta wəfi tɔsɔlɛ kɛ kaŋkɛ kəroŋ mɔ.» 
RUT.4.6	Nwɛ ɛnalɔtərnɛ dokom mɔ, oloku: «Ifɔtam kəway kɛ nkɛ kəntɔdeyɔnɛ ka awut em, kəyɔnɛ ka awut a Rut mɔ. Məna məway kɛ nkɛ pəmar iway mɔ, bawo ifɔtam kəway ki.»
RUT.4.7	(Cɔkɔ-cɔkɔ Yisrayel, kəcəpəs ka dim da fum, tɔyɔnɛ fɔ kəway kɛ kəsəpərɛnɛ, kɔfta kɔ məwurɛ, məsɔŋ ki wəkɔ nəyi kəlompəs mes mɔ. Tɔyɔ tatɔkɔ tɛnayɔnɛ tɛcaŋsɛ moloku cɔkɔ-cɔkɔ atɔf ŋa Yisrayel). 
RUT.4.8	Kɔ wərkun nwɛ pənamar kəway dalɛ ndɛ mɔ, oloku Bɔs: «Bɔs, məna məway!» Kɔ wərkun nwɛ owurɛ kɔfta kɔn. 
RUT.4.9	Awa, kɔ Bɔs oloku abeki kɔ afum fəp: «Teyi mɔkɔ fɔr yonu kiriŋ, a iŋkɔ-sɔtər Noyemi dəwaca ca nyɛ yɛnayɔnɛ ya Elimɛlɛk fəp mɔ, kəyɛfɛ ka Kilyɔŋ haŋ kəbəp ka Malɔŋ. 
RUT.4.10	Iwosɛ sɔ kənasər Rut wəMohabu, wəran ka Malɔŋ, ntɛ tɔŋsɔŋɛ pade pacwenɛ kɔ kɛ kɔn mɔ, ta padepələrnɛ tewe tɔn awɛnc aŋa dacɔ dare dandɛ mɔ. Teyi fɔr yonu kiriŋ mɔkɔ?» 
RUT.4.11	Kɔ afum akɔ ŋanacəmɛ dəkusuŋka mɔ fəp faŋan kɔ abeki ŋambaŋɛnɛ: «Teyi fɔr yosu kiriŋ! Kanu Kəpɔŋ kəpocɛ wəran wəkawɛ awut pəmɔ Leya kɔ Rasɛl, aran aŋɛ mɛrəŋ aŋɛ ŋaŋkom afum a atɔf ŋa Yisrayel mɔ. Kanu Kəpɔŋ kəsɔŋ’əm fənɔntər aka kusuŋka ka Ɛfərat dacɔ, məsɔtɔ tewe nde Betlɛhɛm! 
RUT.4.12	Kanu Kəpɔŋ kəsɔŋ’əm kɔ wəran wəkawɛ awut alarəm, Kanu kəsɔŋɛ afum am ŋade ŋayi pəmɔ awut a kəlɔ ka Perɛc, aŋɛ Tamar ɛnakomɛ Yuda mɔ!» 
RUT.4.13	Kɔ Bɔs ɛnɛncɛ Rut, k’ombocərnɛ kɔ. Kɔ Kanu Kəpɔŋ kəsɔŋɛ Rut kəbɛkəs, k’oŋkom wan wərkun. 
RUT.4.14	Kɔ aran ŋaloku Noyemi: «Səŋkor-koru Kanu Kəpɔŋ nkɛ kəsɔŋɛ mɔkɔ k’aŋkom fum nwɛ endekɛkəs’əm mɔ. Kanu kəde kəpocɛ wan kam fənɔntər Yisrayel. 
RUT.4.15	Endekafəl’əm teyi, pəkɛkəs’əm detembəra dam disrɛ. Bawo wəran ka wan kam nwɛ ɔmbɔtər’əm mɔ, okom kɔ. Wəran ka wan kam nwɛ encepər’əm awut arkun camət-mɛrəŋ mɔ.» 
RUT.4.16	Kɔ Noyemi ɛlɛk wan k’ɛnɛknɛ, nkɔn Noyemi ɛnadusum wan kakɔ. 
RUT.4.17	K'andɛ a Noyemi ŋasɔŋ kɔ tewe, ŋacloku: «Noyemi oŋkom wan!» Kɔ ŋawe kɔ Obɛd. Nkɔn ɛnayɔnɛ papa wəka Yisay, Yisay ɛnayɔnɛ papa wəka Dawuda.
RUT.4.18	Mewe ma awut a Perɛc mɛmɛ: Perɛc okom Hɛcəron, 
RUT.4.19	Hɛcəron okom Ram, Ram okom Aminadabu, 
RUT.4.20	Aminadabu okom Nasɔŋ, Nasɔŋ okom Salmɔŋ. 
RUT.4.21	Salmɔŋ okom Bɔs, Bɔs okom Obɛd, 
RUT.4.22	Obɛd okom Yisay, Yisay okom Dawuda.
LUK.1.1	Ntɛ afum alarəm ŋaŋcop kəlompəs ka mes mmɛ mɛnacepər su dacɔ mɔ, 
LUK.1.2	pəmɔ tɔkɔ akɔ ŋananəŋk mi dəkəcop, akɔ ŋanasom kəloku ka afum toloku ta Kanu mɔ. 
LUK.1.3	Kəleləs kam, Teyofil, itɔ pəwurɛn’em fɔ pəntesɛ ina sɔ, ntɛ intɛn mi bel-bel kəyɛfɛ dəkəcop mɔ. Awa, isɔŋ’am mi kəcərɛ dəmecicəs pəmɔ tɔkɔ inatəkəs mi mɔ, 
LUK.1.4	ntɛ tɔŋsɔŋɛ məcərɛ kaŋce ka mes mmɛ antəks’am mɔ.
LUK.1.5	Tɛm ntɛ Herodu ɛnayɔnɛ wəbɛ ka atɔf ŋa Yude mɔ, wəloŋnɛ ka Kanu wəlɔma ɛnayi pac-we kɔ Yakariya, wəka kəgba ka aloŋnɛ nkɛ aŋc-wenɛ wətem Abiya mɔ ɛnayɔnɛ; wəran kɔn pəwur dokom da Aruna, pac-we kɔ Elisabɛt. 
LUK.1.6	Mɛrəŋ maŋan fəp ŋanalomp fɔr ya Kanu kiriŋ, ŋacəmɛ sɔ dɔpɔ kɔ mosom ma Kanu Kəpɔŋ fəp darəŋ pəmɔ tɔkɔ pəmar mɔ. 
LUK.1.7	Mba ŋanayɔ fɛ wan, bawo Elisabɛt ɛnayɔnɛ fɛ wəran wəkombəra, mɛrəŋ maŋan fəp ŋanasikər.
LUK.1.8	Dɔsɔk dɔlɔma Yakariya pəc-bəc yɛbəc yɔn ya kəloŋnɛ ka Kanu, bawo kəgba kəŋan kənakɔ kətɔmpər kəloŋnɛ kaŋkɔ. 
LUK.1.9	Pəmɔ tɔkɔ aloŋnɛ a Kanu ŋaŋyɔ ti mɔ, k’aŋgbal kɔla
LUK.1.10	Afum alarəm ŋanayi nde dabaŋka 
LUK.1.11	Awa, kɔ mɛlɛkɛ ma Kanu mowurər Yakariya, mɛcəmɛ nde kəca kətɔt ka 
LUK.1.12	Ntɛ Yakariya ɛnəŋk mɛlɛkɛ mmɛ mɔ, kɔ pəyi kɔ yama-yama, kɔ kənesɛ kəsumpər kɔ. 
LUK.1.13	Mba kɔ mɛlɛkɛ mmɛ moloku kɔ:
LUK.1.13	«Ta mənesɛ Yakariya,
LUK.1.13	bawo Kanu kəlɛk kətola kam:
LUK.1.13	Elisabɛt, wəran kam, endekom’am wan wərkun
LUK.1.13	məde məwe kɔ tewe ta Saŋ
LUK.1.14	Wan wəkakɔ endesɔŋ’am kəyekti domp pəbɔt’əm sɔ mes;
LUK.1.14	kəkom kɔn kəndesɔŋɛ afum alarəm kəselsər.
LUK.1.15	Bawo fum wəpɔŋ endeyi fɔr ya Kanu Kəpɔŋ kiriŋ;
LUK.1.15	ɔfɔde pəc-mun member, ɔfɔde pəc-mun yomunəs nyɛ yeŋcisəs mɔ,
LUK.1.15	endelarɛ 
LUK.1.16	Endeluksɛ awut a Yisrayel alarəm nnɔ Kanu Kəpɔŋ, Kanu kəŋan, kəyi mɔ.
LUK.1.17	Kanu kəndesak Saŋ pəyi Wəbɛ kiriŋ kəderɛnɛ amera kɔ fənɔntər ya wədəŋk wəka Kanu Eliya.
LUK.1.17	Endekafəli bəkəc ya cas nnɔ awut ŋayi mɔ,
LUK.1.17	bəkəc ya ataŋi ləŋəs nnɔ kəsɔk domp ka alompu kəyi mɔ,
LUK.1.17	pəlompəs afum aŋɛ ŋandeyi kiyi ka Kanu Kəpɔŋ tɛm fəp mɔ.»
LUK.1.18	Kɔ Yakariya eyif mɛlɛkɛ: «Cəke cɔ indecərɛnɛ, a kaŋce kɔ-ɛ? Bawo wətem iyɔnɛ kɔ wəran kem sɔ ɛmbɛk.» 
LUK.1.19	Kɔ mɛlɛkɛ mɔsɔŋɛ kɔ kəcərɛ, moc-loku kɔ : «Ina ɔyɔnɛ Yibirila nwɛ ɛŋcəmɛ Kanu fɔr kiriŋ mɔ! Asom’im kəsom dəm kədelok-lokər’əm, ilok’əm toloku tɔtɔt tantɛ. 
LUK.1.20	Mba ntɛ məntɔlaŋ moloku mem mɔ, məfɔdesɔ-tam kəlok-loku haŋ dɔsɔk ndɛ tendeyi mɔ, tɛm ntɛ Kanu kəndefaŋ mɔ.» 
LUK.1.21	Ntɛ afum fəp ŋac-kar Yakariya nde dabaŋka mɔ, kɔ pənde pəciyanɛ ŋa, bawo oŋc-won dəndo kəfo kəcempi. 
LUK.1.22	Yakariya endewur, ɛntam fɛ kəlok-lokər ŋa, kɔ afum ŋaŋcərɛ a Kanu kəsɔŋɛ Yakariya kənəŋk tes tɔlɔma dəndo kəfo kəcempi disrɛ. Kɔ Yakariya ɔyɔnɛ wətɔtam kəlok-loku, k’ɛyɛfɛ kəlok-lokərɛ ŋa waca.
LUK.1.23	Ntɛ mataka mɔn ma yɛbəc meŋcepər mɔ, k’olukus nde kəlɔ kɔn. 
LUK.1.24	Pəwon fɛ, kɔ wəran kɔn Elisabɛt ɛmbɛkəs. K’ɔŋgbɔpnɛ yof kəcamət, pəc-loku: 
LUK.1.25	«Ntɛ tɔ Kanu Kəpɔŋ kəyɔn’em, kəntɛp oŋ kədewosɛ kəwur’em malap nnɔ afum ŋayi mɔ.»
LUK.1.26	Ŋof ŋa camət-tin ŋa kəbɛkəs kɔn, kɔ Kanu kəsom mɛlɛkɛ Yibirila nde dare dɔkɔ aŋwe Nasarɛt mɔ, atɔf ŋa Kalile, 
LUK.1.27	ndena wan wəran wətɔcərɛ wərkun, nwɛ aŋc-we Mari mɔ. Isifu wəka dokom da Dawuda ɛŋc-fac kɔ. 
LUK.1.28	Kɔ mɛlɛkɛ mɛmbɛrɛ ndena Mari, kɔ moloku: «Pəbɔt’əm, məna nwɛ Kanu kəmar kəfili mɔ; Kanu Kəpɔŋ kəsol’am!» 
LUK.1.29	Kɔ toloku tatɔkɔ tɔsɔŋɛ kɔ pəyi Mari yama-yama. K’eyifnɛ ntɛ kəyif kaŋkɔ kəloku mɔ. 
LUK.1.30	Kɔ mɛlɛkɛ moloku kɔ:
LUK.1.30	«Ta mənesɛ Mari, bawo məsɔtɔ kəmar kəfili nkɛ kəyɛfɛ ndena Kanu mɔ.
LUK.1.31	Mənəŋk fɛ! Kəbɛkəs kɔ mənder, məkom wan wərkun,
LUK.1.31	məde məwe kɔ tewe ta Yesu. 
LUK.1.32	Fum wəpɔŋ endeyi, pac-we kɔ wan ka Wəbɛ wəka dareŋc,
LUK.1.32	Kanu Kəpɔŋ kəndesɔŋ kɔ kəŋgbasar 
LUK.1.33	Nkɔn endekekərɛ dɛbɛ da doru o doru nnɔ aka dolom da Yakuba 
LUK.1.33	dɛbɛ dɔn dɔfɔdelip.»
LUK.1.34	Kɔ Mari eyif mɛlɛkɛ: «Cəke cɔ tatɔkɔ tɛntam kəyi-ɛ, bawo iŋcərɛ fɛ wərkun?» 
LUK.1.35	Kɔ mɛlɛkɛ moloku kɔ:
LUK.1.35	«
LUK.1.35	Itɔ endesɔŋɛ wan nwɛ andekom mɔ kəcemp, pac-kulɛ kɔ «Wan ka Kanu.»
