GEN.1.1	Pílen-ruulendo delo, kerayalumpe Shédíbí taleng emla amongem pílen geto.
PSA.72.10	Ispein lokke roja kídíe delokke bogralokke bím aman biyé;
PSA.72.10	Arabia kelang Ethiopia ke roja kídíekom bíkkíng aman boma biyé.
PSA.72.11	Roja takame bíkke keralo lebíng koníyé,
PSA.72.11	angu opín takame bím kumyé.
PSA.72.12	Bíkkíng kabbisuna opan kídíem
PSA.72.12	delokke mepaknam mimang opan kídíem
PSA.72.12	bí mosiidung.
PSA.72.13	Bí molamana kídíem ayadung
PSA.72.13	delokke pííram sémona kídíem iguldung.
PSA.72.14	Bí bulum díínam-monam itung-siréé pekolokke mosiidung;
PSA.72.14	buluke turnamde bíkkepe are kanarunge.
PSA.72.15	Roje duutelangka,
PSA.72.15	bím Arab elok uunem bidaklangka;
PSA.72.15	bíkke legape kumyar bidaklangka;
PSA.72.15	bíkkíng agínpe Shédíke ayang igulem bidaklangka!
PSA.72.16	Amoso ali-ayém jémolangka;
PSA.72.16	Lebanonlo jénam kísape dííte moopangem ali-ayé
PSA.72.16	bíísét daklangka.
PSA.72.16	Doolude aríklok tami kísape amie bíísét daklangka.
PSA.72.17	Bíkke amínem mitpan sumo mapeka, doonyi saadak tetengem
PSA.72.17	bíkke amíne duuyarlangka!
PSA.72.17	Angu opín takame bím ríngge daklangka,
PSA.72.17	Shédí bí bulum lubéédope bulu idaklangka,
PSA.72.17	delokke bulu rojem ashéng lupoem podak langka.
PSA.72.18	Israel lokke Shédí 
PSA.72.18	Bí petom irisinyo atíem idung.
PSA.72.19	Bíkke erkínam amínem koyit langka!
PSA.72.19	Bíkke angun ralname among tabusim bíísét daklangka!
PSA.72.19	Amen! Amen!
PSA.72.20	Jesseke oo, Dabidke kumnam kídíe so iríkai.
PSA.73.1	Shédí bí aropakpe Israello aang aro gena kídílo aidung.
PSA.73.2	Idakkom ngokke míídíí suname nyokdagai;
PSA.73.2	ngokke míngkengem menyok sudagai,
PSA.73.3	kapeila atímana mirul kídíke remnamem kaala
PSA.73.3	adum-alena kídíem ngo nesurunge ito.
PSA.73.4	Buluke adír asong kamang,
PSA.73.4	bulu toldung, delokke amíle ekerdung.
PSA.73.5	Ami abíd kísape bulu ankí keno kamang.
PSA.73.6	dekepe iname mííte sunamem bulu lunggupe gedung,
PSA.73.6	delokke díínam monamem egepe gedung.
PSA.73.7	Buluke aanglok atímanam atíem melendung,
PSA.73.7	buluke aapíde atímana agér ipe saapenam mílílo míítídung.
PSA.73.8	Bulu amikídíem ngilkaala atímana atíem podo;
PSA.73.8	bulu míngkímsune delokke amiem iréépe míítíne.
PSA.73.9	Teyong telo duuna Shédíme bulu atímana agomem ludung
PSA.73.9	delokke amosokke tanikidíem luuk pouk líkdung.
PSA.73.10	Dekepe ila Shédíke amiekom bulukíng gílat sulík dungku;
PSA.73.10	delokke bulu ingkuem poyédí dem arope míídung.
PSA.73.11	Bulu podung, “Shédí bí kénmayé;
PSA.73.11	Teyong yalum Shédí bí kaamayé.”
PSA.73.12	Kaalangka, dekepemin atímana mirul amie idune.
PSA.73.12	Bulu deddíne kadung, delokke agínpe paabandung.
PSA.73.13	Demílo, ngo agísuem deenampe mesunamsi,
PSA.73.13	delokke paab imape duunamsi duumem dunía?
PSA.73.14	E Shédía, no ngom lolope adírmoto;
PSA.73.14	rodíke ngom no ingééto.
PSA.73.15	Ngo sikena agomem potuamílo, ngom nokke amipe sanmayai.
PSA.73.16	Ngo sim legasim míngkíto,
PSA.73.16	idakkom si ngokkepe mííla rumanamko.
PSA.73.17	Nokke Kumkeng Ekumlo gírong emmin
PSA.73.17	atímana kídíem kape iyékudí dem ngo kénkane.
PSA.73.18	Aropakpe no bulum nyokyin dokupe yullap supeko amolo melíkyé.
PSA.73.19	Bulum menang asak petpakdakku,
PSA.73.19	bulu pesorunamlo nyoklíkdung.
PSA.73.20	Dekede rokomem mitpan sukunam immang kísape idung;
PSA.73.21	Ngokke aapíe kosaaduem aangekom kigeto;
PSA.73.22	ngo simon kísape midetuai,
PSA.73.22	ngo nom ankén matuai.
PSA.73.23	Dekepe idokom ngo nokkíng aníndung;
PSA.73.23	no ngom alaglok gakbomdung.
PSA.73.24	No ngom nokke ngiitomlok yéboto,
PSA.73.24	delokke yéyinlo no ngom mínggela laayéku.
PSA.73.25	Nokke kékonlo, teyotelo séko ngokkepe kadun?
PSA.73.25	Dekepe ila ingkuemte ngo tani amoso míímang.
PSA.73.26	Ngokke amíle,
PSA.73.26	ngokke aange ralyimayépe,
PSA.73.26	idakkom Shédí bí ngokke tolname,
PSA.73.26	ngokke taronge.
PSA.73.27	Kaalangka, nokkelok mootena kídíe berokpe nyokyéku;
PSA.73.27	nom míngkesumana kídíem no petyinyéku.
PSA.73.28	Idakkom ngokke pedan Shédíkíng anín namde edítko ainame;
PSA.73.28	ngo bíkke agér inam takamem pogeyé.
PSA.74.1	E Shédía, no kapeila sikepe ngolum mepak sukane?
PSA.74.1	Nokke amikídí teyolo no maryar abuuyénía?
PSA.74.2	Nokke kerango pekai ullennam nokke amikídíem,
PSA.74.2	nom agíem yégena opínpe idope emla abílpe yédungem
PSA.74.2	nokke laalen kunam ami kídíem míípang sulangka.
PSA.74.2	Nokke leko dungkíko Jayon Díítem míípang sutokuika.
PSA.74.3	Sikepe miru kídíke Kumkeng Ekumlok atí takamem bénpaknamem no kanggo sutola.
PSA.74.4	Nokke mirukídíe nokke Kumkeng Ekumlo ikum taapuem gaadungku;
PSA.74.4	bulu agí agí jandiem ikumnam iyodpe tuulíkto.
PSA.74.5	Bulu esing teena ami kísape esingem bulu egílok teeletto.
PSA.74.6	Delokrongem bulu gaang esing takamem agí martullok dempen demrento.
PSA.74.7	Bulu nok Kumkeng Ekumem bénpala eme rílíkto,
PSA.74.7	bulu nokke dungko amongem ibulto.
PSA.74.8	Bulu ngolum petyin berokpe míítuai,
PSA.74.8	delokke bulu deena among tabungem rompakto.
PSA.74.9	Ngoluke deena iyod sangode nyokkai,
PSA.74.9	delo kaaluna miri atelkote kayimang,
PSA.74.9	delokke edítlope sikepe iyédí sékote kénmang.
PSA.74.10	Edítko mirukídíe nom ngilkang katíyéne E Shédía,
PSA.74.10	bulu nokke amínem agínpe lukaayénía?
PSA.74.11	Kapeila no ngolum igul límape ikane?
PSA.74.11	Nokke alage kapeila lakkut sukane?
PSA.74.12	Idakkom E Shédía, yélen lokkekai no ngoluke Roje;
PSA.74.12	no ngolum deddíko laasitoku.
PSA.74.13	Nokke tolnam kotírlok no siyéngem pépansuto;
PSA.74.13	asilokke uyu dumpongem dempetto.
PSA.74.14	No asilokke uyu ruutum Bíríbít dumpongem petto,
PSA.74.14	no bím mooruk amolokke simonem dotképe bito.
PSA.74.15	No roojigem delokke sirungem pílento,
PSA.74.15	no bottena korongem oomoto.
PSA.74.16	Longe dekom nokke, yoh dekom nokke;
PSA.74.16	no doonyiemlang pooloem duubangkolo melíkto.
PSA.74.17	No amosokke duuríkuem píto;
PSA.74.17	no díyu dígínem píto.
PSA.74.18	Idakkom E 
PSA.74.18	nokke mirue nom ngilkadung delokke lukaadung;
PSA.74.18	kapeila bulu Shédí kamang.
PSA.74.19	Nokke opan mimang kídíem kaníína miru kídílo melík mayika;
PSA.74.19	iréénam nokke amikídíem no mitpan sumayika!
PSA.74.20	Nokke ngolukíng ibosunam daapongem míípang sulangka.
PSA.74.20	Delo amodelo kaamoko kéényung kerelo momín lumíne kadung.
PSA.74.21	Mínggípsuna kídíem annyi momayika;
PSA.74.21	mimang opan kídíe nom yidge daklangka.
PSA.74.22	E Shédía, darepla nokke legangem no mosing sutolangku.
PSA.74.22	Míngkítoka edítko míngkesumana kídíe lolope lukaayéne!
PSA.74.23	Nokke miru kídíke marla uktínamem,
PSA.74.23	nokke miru kídíke tayyémpe mannam em mínggap gelangka.
PSA.75.1	Ngolu nom koyitdung,
PSA.75.1	E Shédía; ngolu nom koyitdung;
PSA.75.1	ngolu nokke amínem míndung,
PSA.75.1	delokke nokke irisinyo agérem míípang sudungku.
PSA.75.2	Shédí bí poto, “Ngo bisardí longem mesutung,
PSA.75.2	delokke ngo jonnamlok bisaryé.
PSA.75.3	Amonge tonla delokke sok turkína takame dan- geduemte,
PSA.75.3	ngomino sok leríngem edíípe bomnade.
PSA.75.4	Atímana kídíem luuk pouk mapeka emla ngo podung.
PSA.75.5	Lute luna kídíem ngo lute lumapeka emdung.”
PSA.75.6	Bisarde sanggo lokkom, anggo lokkom,
PSA.75.6	línggíng telokkom sokko belokkom aamayé;
PSA.75.7	Shédímin akonem oimola,
PSA.75.7	akonem saangonmola bisardem ikupenade.
PSA.75.8	delo bíkke marlíng potígem bíínako pílíkdung.
PSA.75.8	Bí dem pílenbito, delo takam mirul ami kídíe dem tííto;
PSA.75.8	bulu tííyinmang tetengem tíítíto.
PSA.75.9	Idakkom ngo agínpe Jakobke Shédíme ashéla miripe rínggeyé.
PSA.75.10	Atímana mirul kídíke ralnam dem bí betyéku,
PSA.75.10	idola deenampe yéna ralnamde nganyé.
PSA.76.1	Judahlo Shédíme kéndung;
PSA.76.1	bíkke amínem Israello bottepe yidgedung.
PSA.76.2	Bíkke ekume Jirusalemlo kadung;
PSA.76.2	bí Jayon díítelo duudung.
PSA.76.3	Delo miru kídíke mimak ekurang,
PSA.76.3	yokmo, tamte, delokke yoksa takamem dírpak bito.
PSA.76.4	E Shédía, nokke miruem ikumko díítelok oidakkuem no edítko kangkím dune.
PSA.76.5	Buluke miga-miramna sipaying kídí delokke bomnam takamem rotbínto delokke supak bulu sipe emla miklup aadak;
PSA.76.5	buluke tolnam elang paknam kídíde are kaimang.
PSA.76.6	E Jakobke Shédía,
PSA.76.6	nokke bulum morítduem guré elang bulum dugbomne siletkai.
PSA.76.7	Idakkom 
PSA.76.7	Nokke marlísayém séko nom dakka sulayéne?
PSA.76.8	Teyong amotelok nokke bisarem no poto;
PSA.76.8	tani amonge pesola asoope dunggekai.
PSA.76.9	Nokke bisar agomde tani amoso iréénam takamem mopít dokupe lunamko.
PSA.76.10	Tani kídíke marname nom koyit penamem bojé modung;
PSA.76.10	mimaklo turtílna kídíe nokke gíídíem bomyé.
PSA.76.11	duunínna angu opín kídía, bíkkíng aman boma bilangka.
PSA.76.11	Shédí bí, tanie bím pesodope idung.
PSA.76.12	Bí míngkímsuna roja oo kídíem momapdung,
PSA.76.12	bottena roja kídíem morítdung.
PSA.77.1	Ngo bottepe kapdung, Shédí bí taddope emla Shédíkíng bottepe kabbisudung.
PSA.77.2	Ankí keno longelo ngo 
PSA.77.2	yoh rubungem ngokke alage lengonla kumtídung
PSA.77.2	depe ilate ngo míípomang.
PSA.77.3	Ngo Shédíme míítídung,
PSA.77.3	delokke aang odung;
PSA.77.3	ngo mííngíng kídung, idola ngo mínga sudung.
PSA.77.4	Bí ngom yoh daran modung.
PSA.77.4	Dekepe ngo míídírlok agomkote lulamang.
PSA.77.5	Ngo gírukna longe kídíem míngkídung.
PSA.77.5	Ngo yétonam dítag yénamem míípa sudung.
PSA.77.6	Yoh rubungem ngo míngíí míngííla duuto;
PSA.77.6	ngo míngíí sudola agíem íngkísuto:
PSA.77.7	“
PSA.77.7	Bí edílokom ngolukíng ashéng kumayénaya?
PSA.77.8	Bíkke duuyarna ayangem mepak ayar tonaya?
PSA.77.8	Bíkke pébisunam agomde turyimanaya?
PSA.77.9	Shédí bí yaasam namem mitpan suto kunaya?
PSA.77.9	Bí marlílok bíkke ayang míípangem melusuto kunaya?”
PSA.77.10	Delo ngo poto, “Ngokke míínyinge isunamde si-
PSA.77.10	Shédí bí ralna Shédípe iyimang.”
PSA.77.11	Nokke bottena agér inamem ngo míípang suyéku, 
PSA.77.11	nokke kerape irisinyo inamem ngo míngísuyéku.
PSA.77.12	Nokke inam takamem ngo míngkíyé;
PSA.77.12	nokke ralnam agér takamem ngo míngííyé.
PSA.77.13	E Shédía, nokke inam takamde deene,
PSA.77.13	ingkona shédíete nokke kísape bottena kamang.
PSA.77.14	Nomin irisinyo ina Shédíe,
PSA.77.14	angu opín kídílo tolnamem lengkanne.
PSA.77.15	Nokke ralnam kotírlok no nokke amikídíem,
PSA.77.15	Jakobke oo kídí emlang Josephke oo kídíem repíttoku.
PSA.77.16	Edílo asie nom kaatodí,
PSA.77.16	E Shédía bulu pesoto,
PSA.77.16	delokke siyénge dan-geto.
PSA.77.17	Doomuge pedong asiem omoto;
PSA.77.17	talenge doomírem mírmoto;
PSA.77.17	delokke yaarie rego regolok latto.
PSA.77.18	Nokke doomír yaarie tani amongem míraa bomla latkan yéname
PSA.77.18	tani amonge pesuem dan-gela tonto.
PSA.77.19	No asi sigír teyolok gídungai,
PSA.77.19	no aane raadalok koodungai
PSA.77.19	idola nokke lelamem kaapamang.
PSA.77.20	No Mosi kelang Aaronke alaglok nokke amikídíem
PSA.77.20	mér bénbam kísape gílen botoku.
PSA.78.1	E ngokke amikídía, ngokke luyilem tatgap langka;
PSA.78.1	ngokke nappalok ponam agomem tadíng langka!
PSA.78.2	Ngo aro ngiitom eke podak delokke kerangke kénpímanam atíeke pomík bidak.
PSA.78.3	De atí kídíde ngoluke abu kídíke ngolum ponam eke.
PSA.78.4	bíkke irisinyo agér anamem,
PSA.78.4	ngo méélam yépena ome-oo kídíem, pobimape asoope memayé.
PSA.78.5	Bí Israel amikídílo ayonem bito,
PSA.78.5	delokke Jakobke ome-oo kídílo ngiitomem bito.
PSA.78.5	Buluke ome-oo kídílo ngiitom ponam luyilem podope,
PSA.78.5	ngoluke abu kídíem pogapto;
PSA.78.6	delo méélam yépena kídíe dekedem kényé
PSA.78.6	delokrongem bulu agí ome-uem poboyéku,
PSA.78.7	delomin bulu Shédíkíng míída suyéne,
PSA.78.7	delokke Shédíke agér itonamem mitpan sumape agínpe
PSA.78.7	bíkke ngiitomem igeyéne.
PSA.78.8	Bulu buluke buku kísa ipéésula agom tatmape ila,
PSA.78.8	delokke Shédíkíng míngkeng edíímape inam kísa imayéne.
PSA.78.9	Ephraim opín kídíe iyyi epuk bomla mimak ido longem duggetoku.
PSA.78.10	Shédíkíng daapongem bommape igeyéla bíkke ayonem igetope imang.
PSA.78.11	Bíkke ibinam atíem bulu mitpansuto,
PSA.78.11	delokke bíkke bulum irisinyo lengkan namemte míípang suyimang.
PSA.78.12	Buluke abu kídíke matanampe Shédí bí
PSA.78.12	Ijipt amolokke Joan yiibelo irisinyuem iboto.
PSA.78.13	Bí siyéng asiem péépansula bulum asi raadalok gímotoku,
PSA.78.13	delokke asiem pooyipe eelat motoku.
PSA.78.14	Longem bulum bí doomug ugyumlok gíbotoku,
PSA.78.14	delokke yoh rubungem meru angunpe gíbotoku,
PSA.78.15	Bí mooruk amolo lírengem demké geyéla
PSA.78.15	bulum rumkí belok asiem tíímoto.
PSA.78.16	Bí líírelok sirungem lendope ito,
PSA.78.16	delokke asiem korope tokdope ito.
PSA.78.17	Depeilate bulu bím ipéésula bojépe iyakto.
PSA.78.17	Kedonruna bím mooruk lote ipéésuto.
PSA.78.18	Buluke míínam emlang dotkéem kotíbomla
PSA.78.18	bulu Shédíme ikíteríng rupe ikaato.
PSA.78.19	Bulu Shédíme akla poto,
PSA.78.19	“Shédí bí mooruklo donam bilayénía?
PSA.78.20	Bí líírengem demla asie biilendope ito.
PSA.78.20	Dekepe bí ettíng bila, demangkom ami kídíe dodope
PSA.78.20	adínem bilayénía?”
PSA.78.21	Delo 
PSA.78.21	bí emepe bulum dorbomto,
PSA.78.21	delokke bíkke marlínge buluke teyolo angkai;
PSA.78.22	kapeila bulu Shédíkíng míngkeng kamape
PSA.78.22	bíkke mopít kunamlo míída sumato.
PSA.78.23	Idakkom bí talengem luposula, delokke teyong eyabem siyyadope ito;
PSA.78.24	Bí bulum taleng telok ali-ayém bito,
PSA.78.24	delokke manna dotké emte melíkbito.
PSA.78.25	Dekepe iname bulu teyong kotoki kídíke dotké em doto,
PSA.78.25	delokke Shédí bí buluke dolínam takamem bulum bito.
PSA.78.26	Bí sanggo asarem yabmoto,
PSA.78.26	delokke bíkke ralnamlok sokko asarem mutmoto.
PSA.78.27	Delokke bíkke amikídíem bí korolok siiyé kísape
PSA.78.27	bojérupe pettangem adínpe bito.
PSA.78.28	Dekede notko raadalo tombu ayir takamlo olíkto.
PSA.78.29	Shédí bí buluke míínamem bito, dem bulu dola dodarto.
PSA.78.30	Idola buluke míínampe dobíng sumang adape buluke dongodungem,
PSA.78.31	Shédí bí maryéname Israel lokke yaamé yalum,
PSA.78.31	midu yalum amikídíem petpakto.
PSA.78.32	Sike takamem kaalate bulu paab ití teteto;
PSA.78.32	bíkke irisinyo inam kékon delote bulu bím míída sukumang.
PSA.78.33	Dekepeila buluke longem bí ngarum atel kísape nyokmoto,
PSA.78.33	delokke buluke yénamem menang asak gérmamoto.
PSA.78.34	Edílo bulum ayokonem bí pettodí,
PSA.78.34	delo bulu bím matato,
PSA.78.34	bulu míílat sulangkula, Shédíme ankírupe kumsuto.
PSA.78.35	Shédí bí bulum ikumbone,
PSA.78.35	Teyong yalum Shédí bí bulum mopítkune emnamdem
PSA.78.35	bulu míípang sutoku.
PSA.78.36	Idakkom buluke agom lunam takamde menameke;
PSA.78.36	buluke ponamde arona kamang;
PSA.78.37	Bulu bíkkíng míída suyimang;
PSA.78.37	bulu bíkkíng daapong ibosunamem arope míngkumang.
PSA.78.38	Depe ilate bí ayang míípang sunape iname,
PSA.78.38	ami kídílokke paabem mesam bito, delokke bulum petpakmang.
PSA.78.38	Deddíko bí bíkke marlíngem míímapsula,
PSA.78.38	bíkke aklíngem míímosutoku.
PSA.78.39	Bí mííto bulu duuyar pemane,
PSA.78.39	asarpe mutynyok penam atíe.
PSA.78.40	Edítko mooruk amolo bulu bím akpésula buumoton!
PSA.78.41	Bulu Shédíme ikup silatla,
PSA.78.41	darkang katíto, delokke Israel lokke Deena Shédíme adírmoto.
PSA.78.42	Bulu bíkke botteruna ralnamem
PSA.78.42	delokke bulum mibolok laasing kunam longem mitpan sutoku.
PSA.78.43	Ijipt amolok Joan yiibelo bíkke pesorunam irisinyo agérem bulu mitpan sutoku.
PSA.78.44	Bí korong asiem iyyipe ikuname,
PSA.78.44	Ijipt amikídíe asi tíípeko kaimang.
PSA.78.45	Bí buluke gooralo bulum irééna tamidem melíkto,
PSA.78.45	delokke buluke amongem ibít-sikat dope,
PSA.78.45	tatíg emte melíkto.
PSA.78.46	Bí buluke aliem doyin bidope,
PSA.78.46	delokke arígem katyindope pemírem melíkto.
PSA.78.47	Bí tapílok buluke onggur ayém gepakto,
PSA.78.47	delokke buluke rípumem ngarkamlok siyinmoto.
PSA.78.48	Bí buluke bomnam taroem tapílok gepetto,
PSA.78.48	delokke buluke sobénem doomír yaarilok simoto.
PSA.78.49	Bíkke simo nyokmona marlíngem bí melíkla,
PSA.78.49	bulum adír asonge, yényi-yésue imoto.
PSA.78.50	Bí bíkke marlíngem míímap sukumang,
PSA.78.50	delokke buluke turnam emte mesammang,
PSA.78.50	idakkom bulum kiliilok petto.
PSA.78.51	Bí Ijíptlo duuna erang kídí lokke,
PSA.78.51	oge yalumnam takamem petyinto.
PSA.78.52	Delokrongem bí bíkke amikídíem
PSA.78.52	mér bénbam kísape goolentoku,
PSA.78.52	delokke mooruk amolo bulum sobén kísape gíbotoku.
PSA.78.53	Bulu pesomadope bí bulum depe gílen botoku;
PSA.78.53	idakkom siyénge buluke miruem biilumtoku.
PSA.78.54	Bí bulum deena amolo agíe ikumla
PSA.78.54	laabínnam díítelo bomatoku.
PSA.78.55	Bí dungkusuna, among delokke ami kídíem monpakto;
PSA.78.55	bí buluke amodem Israel opín kídílo pansubito
PSA.78.55	delokke buluke ekumem bíkke ami kídíem bito.
PSA.78.56	Idakkom bulu Teyong yalum Shédíme akpésula delokke bím darkaato.
PSA.78.56	Bulu bíkke ngiitomem igemang,
PSA.78.57	idola buluke abu kídí akampe bulu akpésula míídasumape yéto,
PSA.78.57	míída sumanam iyyi epuk kísape ito.
PSA.78.58	Buluke rego regolo uyu kumsunam atíde Shédíme iakto,
PSA.78.58	delokke buluke mimang kumsude bím séngéépe marmoto.
PSA.78.59	Shédí bí dem kaayéname bí marlínge séngéékai,
PSA.78.59	bí Israelem berokpe topaksuto.
PSA.78.60	Bí Shiloh doolulo notko inamem metoku,
PSA.78.60	delo bí ekumpe ami gooralo duutuai.
PSA.78.61	Bí bíkke ralnamemlang angun ralnamem dunggena
PSA.78.61	Daapong Sondungem mirue laabíndope melíkto.
PSA.78.62	Bí bíkke amikídíem marbomla,
PSA.78.62	bulum buluke miru kídíem petmoto.
PSA.78.63	Yaamé kídíem mimaklo petto,
PSA.78.63	delo mimum kídíem méngpe laapena kaimang.
PSA.78.64	Miri kídíe yoksalo silíkkai,
PSA.78.64	delokke buluke meyéng kídídem kapmo ríímomato.
PSA.78.65	Méélam delo 
PSA.78.65	bí tíngírsuna erna midu ami kísape ito.
PSA.78.66	Delo bí bíkke miru kídíem monpaktoku;
PSA.78.66	bí bulum annyirunge idope ito.
PSA.78.67	Bí Josephke otíng kídíem toyimato,
PSA.78.67	Ephraim opínemkom bí toyimato,
PSA.78.68	idola bí Judahke opínemla bíkke ayanam Jayon díítem tosiito.
PSA.78.69	Delo bíkke teyong among ekum kísape
PSA.78.69	bíkke Kumkeng Ekumem delo molíkto;
PSA.78.69	bí duuyarna moone among kísape dem edíírup ito.
PSA.78.70	Bí Dabidme bíkke béérape ullento,
PSA.78.70	delokke mér gooralok bím laalento;
PSA.78.71	delo bí bíkke sobén kídíem kaabomla,
PSA.78.71	delokke bím Israel lokke rojape ullenla
PSA.78.71	Shédíke ami kídí lokke mér ruutumpe meto.
PSA.78.72	Dabid bí bulum mínggapla yéboto
PSA.78.72	delokke bulum kampope yéboto.
PSA.79.1	E Shédía, mipak amikídíe nokke amongem míílo aabomdung.
PSA.79.1	Bulu nokke deena Kumkeng Ekumem ibulto,
PSA.79.1	delokke Jirusalemem líípakto.
PSA.79.2	Bulu nokke amikídí simangem, pemí píak kepe mebito,
PSA.79.2	nokke béérang simang kídíem simon silikepe leebito.
PSA.79.3	Bulu nokke amikídíem payinla,
PSA.79.3	iyyiem Jirusalem tabunglo asi kísa biimoto,
PSA.79.3	delo sékote bulum yupena kaimang.
PSA.79.4	Dunggona angu opín kídíe ngolum lukaato;
PSA.79.4	bulu ngolum ngilkaala lupu luyéla luto.
PSA.79.5	E 
PSA.79.5	Nokke marnamde eme kísa guyar yénía?
PSA.79.6	Nom kénmana mipak kídílo, nokke marlíngem melík langka,
PSA.79.6	delokke nokke amínem kummana among regolo dem melíktoka.
PSA.79.7	Kapeila bulu nokke amikídíem petto;
PSA.79.7	bulu nokke doolungem nyokmoto.
PSA.79.8	Ngoluke abu kídíke imemkolok ngolum ingéémayika.
PSA.79.8	Supak ngolum yaasamtoika;
PSA.79.8	ngolu atípete míngkén yimang.
PSA.79.9	E Shédía, ngolum mosing toika,
PSA.79.9	ngolum kaasila nokke amínlok ngolum mesamtoika,
PSA.79.10	Kapeila amikídíe ngolum sikepe luyéne,
PSA.79.10	“Noluke Shédí bí ingkolo?”
PSA.79.10	Nokke béérang kídíem yilíí bídmona angu opín kídíem,
PSA.79.10	no ingéé langkuka.
PSA.79.11	Pateklo duuna kídíke sigínem tatlangka,
PSA.79.11	delokke nokke bottena ralnamlok petdope menam kídíem laalen tokuika.
PSA.79.12	lemkínít kope mipak opín kídíem iyan sulangka.
PSA.79.13	Delokrongem nokke ami kídílok ngolu nom agínpe koyitla,
PSA.79.13	siirum siirum loope ngolu nom ríngge ayaryé.
PSA.80.1	Israel lokke Kaabomne tatgap langka,
PSA.80.1	mérem gígebona no;
PSA.80.1	Sérubim lappoonam roja palenglo duudola angun bona no tadíítola.
PSA.80.2	No agíe Ephraim, Benjamin,
PSA.80.2	delokke Manasseh opín kídílo lengkan sulangka.
PSA.80.2	No agí tolnamem lengkansula ngolum mopítoika!
PSA.80.3	E Shédía,
PSA.80.3	ngolum mosing tokuika;
PSA.80.3	ngolu turdokupe,
PSA.80.3	ngolum yaasam tokuika!
