MAT.1.1	Yesus Kristus, opirati Daud muno Abraham aya ajavip, avaki no susye so rai:
ROM.2.22	Muno wapo raura wapare, “Vemo wapo anaerere rave inya,” weramu wabeanimaibe taune wapo anaerere rave?! Muno wapare, “Vemo wabeaje yare rai jinya,” weramu wabeanimaibe wasisa yare ama yavare rai wapo ama ananuge raugav?! 
ROM.2.23	Wasanuga rararin weye Ananyao Musa omamo Amisye po raugaje wasai to, weramu wabeanimaibe wapo Apa ananyaowe so rakanyoandi?! Wapa ana wadave mo Amisye ave arikaimbe rave! 
ROM.2.24	Maisyare Ayao Amisye mo ratoe so ramaisy: “Vatano Yahudi weapirati wabewaramo vatano mine so wo tamo Amisye raura tantunawi.”
ROM.2.25	Vatano Yahudi weap, wadaen koano sunat mbe rarorombe wasato sisa Amisye apa kawasae mai. Weti ranivara wabeta Ananyao Musa rai mavabe, weamo koano sunat omamo ngkovo wasai. Weramu ranivara wapo Ananyao Musa rakanyoandi, weamo koane umaso ama ine meweno rai. 
ROM.2.26	Vatano Yahudi jewene nawamo utavondi sunat rai jewen. Weramu ranivara vatano Yahudi jewene inta apa ana dave ngkov mamaisyo Ananyao Musa mo ratoe rai, wea umba Amisye po vatano napije aen pare opamo ato siso Apa kawasae matavon. 
ROM.2.27	Indati vatano Yahudi jewene wato po vatano Yahudi wapa ayao kakai raroron ti wasamane. Weye weapamo watavondi sunat rai muno Ananyao Musa omamo raugaje wasai to, weramu wapo rakanyoandi tutir. Yara vatano Yahudi jewene umawe apaura Ananyao Musa raije jewen, yara beto ama ananyao rai.
ROM.2.28	Vatano Yahudi tugae pamo apa be Yahudive raen no anakea vone rai jewen. Weti vatano avaki susyo Yahudi rai dako, be sunativea rako, omamo Amisye po inta ratore ramu. 
ROM.2.29	Yara vatano Yahudi tugae pamo apa be Yahudive no no anuga bo rai, arono anuga mamo mamai no Amisye amun. Muno Anawayo Vambunin wemi mo anuga raveti mamaisy, yara Ananyao Musa po ratoe wemi mo aveti mamaisya jewena. Vatano napije pamo Amisye anayanambe ai ti kangkamambe ai, weramu vatane ukangkamambe ai mi po rakanija jewena.
ROM.3.1	Maisyare omaisy, vatano Yahudi inta umamaundive rai, wo ratantona ware, “Weti wambe Yahudive ama ngkove inta no rai rako? Muno wama sunat omamo ama ngkove noare rui?” 
ROM.3.2	Umba sya ayao syo rasakinave no taiso: Tugae rave, reambe Yahudive ama ngkove manakoe rave muno nde anakotare rai tenambe. Manasyimbeamo vatano Yahudi reamirati Amisye panave reansai indamu Po apa ayao raugaje reansai.
ROM.3.3	Vatano Yahudi reamo urairije raokokaisyo Amisye ai to reamare reambeta Apa ayaowe rai tutir. Weramu Yahudi inta nawamo una tawan no awa urairije umaso rai jewen. Indako Amisye pamo no tawan no Apa urairi rai jewen tavon dako? 
ROM.3.4	Jewen bayave! Amisye pamo no tawan no Apa urairije rai tutir. Vatan tenambe wayarurijabe, weramu Amisye pamo payarurijabe ramu muno Apa ayao mamo no rai tugae kobe. Mamaisyo Ayao Amisye mo ratoe so rai:
ROM.3.4	“Amisyo winy, reandaen Nya ana nyo raura omamo ayao mamaisy.
ROM.3.4	Weti ranivara vatane wo nangkivan ware Nya ana ndave inta ngkove ramu,
ROM.3.4	weamo Nyo mapinde tenambe, weye Nyo ayao mamaisye mi ndaura.”
ROM.3.5	Wakoe! Vatano wantatukambe ware Amisye po ayao mamaisye rapatimu jewen, wo ratantona ware, “Wama ayao kakai mamo ama kove inta no rai. Weye ranivara wamo ayao kakai rave, weamo vatane wo Amisye apa mamaisye raen kakavimbe. Weti ranivara wama ayao kakai mo Amisye anuga mamaisye raroron, weamo veanimaibe parijo reansai? Apa mangke po raugaje reansai mamo mamaisye ramu!” 
ROM.3.6	Abo! Ranivara Amisye pamo po ayao mamaisye rapatimu jewen datire, indati Po mangke rapatimugo vatano mine so mansai kakai. Weramu Amisye apa ayao po rapatimu mamo mamaisy! 
ROM.3.7	Muno vatano wantatukambe wo raura tavonare so: “Wama ayao aarurijate ama kove inta no rai. Weye arono wamayarurijabe, vatane wo Amisye ararimbe ware opamo payarurijabe jewen. Weti vatane wo Amisye ararimbe tai maisy, weamo vemo Amisye parijo wama ayao kakai rai nora!” 
ROM.3.8	Ayao mamaisye jewene namije mamaisyo ayao omane so rai mare, “Wade ramu wamo ayao ngkakai raijaro wansai indamu Amisye apa kove ntipu!” Ee! Ayao umaso ngkove ramu, weramu vatan inta wo inaura tantunawi ware risyi syo ravov. Kove mamo Amisye po mangke raugaje vatano nanawije mai!
ROM.3.9	Weti sya ayao idaura maisyare so: vatano Yahudi wo vatano Yahudi jewene makivane ramu. Weye ayao kakai ama vambunine mbe akarive irati vatano Yahudi mai muno vatano Yahudi jewene mai kava, maisyare syo raura umawe rai. 
ROM.3.10	Maisyare Ayao Amisye mo ratoe somaisy mare:
ROM.3.10	“Vatan inta mamai no Amisye amune rai jewen bayave,
ROM.3.10	intabo dako, jewen bintabo.
ROM.3.11	Vatan inta po ana ngkove raene jewen,
ROM.3.11	muno inta po Amisye akani jewen tavon.
ROM.3.12	Vatan tenambe makirive Amisye ai,
ROM.3.12	utavondi unanuijo ngkakai rai.
ROM.3.12	Vatan inta po ana ngkove rave ramu,
ROM.3.12	vatan inta mamaisy jewen bayave.
ROM.3.13	Awa ayao muje manuga rai mamo ngkakai,
ROM.3.13	raurata irati vatane anasino kopa mandami ti mbaug no aipapo rai.
ROM.3.13	Aarurijate ntairi mansawa rai,
ROM.3.13	awa ayao mamo mamun maisyare tawae mamune ramaisy.
ROM.3.14	Anaamatane kapainyo mansai ntairi mawa rai.
ROM.3.15	Wavave wo vatane maotar wo maubaisy.
ROM.3.16	Uta no rui rui vayave wo siurije muno ana nsosobe raugavere.
ROM.3.17	Weramu wo ayao saumane rarijate jewen weye wantatukambe rai.
ROM.3.18	Muno wo Amisye asyaniv omamo meweno mai.”
ROM.3.19	Ananyao Musa mamo raugaje irati vatano Yahudi mansai, weti wandaen ama anakotar tenambe mo ratoe rai mbe akarive Yahudi mai indamu ubeta rai. Weti vemo vatan inta po raura pare, “Risyamo ayao kakai meweno rinai,” weinya! Weye vatan tenambe no mine so wo ayao kakai rave, weti indati Amisye po mangke rapatimugo mai. 
ROM.3.20	Ananyao Musa mo vatane mauga ti umamai no Amisye amune raije ramu, weye vatan inta po rarijat tenambe jewen bayave. Yara Ananyao Musa raugaje indamu mo wansanyao ti wamo wama ayao kakai raen kakavimbe.
ROM.3.21+ROM.3.22	Amisye apa unanuijo po ratayao indamu wamamai no amune rai omamo Ayao Musa muno Ayao Anawae yo raurairive to, muno soamo raroron kakavimbe no taiso: Wamanave Yesus Kristus ai, weamo Amisye pare wamamai no Amune rai. Weramu wambeta Ananyao Musa rai omirati mo wansaveti wamamaisy oma jewen. Amisye apa unanuije umaso mamo Po ratayao vatan tenambe mansai. Weti vatano are nawirati wanave Yesus Kristus ai, weamo Amisye pare umamai no Amune rai. Vatane inta sasye ramu: Amisye po vatan inta aena amuinyo vatano kaijinta aije ramu. 
ROM.3.23	Weye vatan tenambe wo ayao kakai raijaro mansai, weti ugwaravainy irati Amisye ai muno Apa kovo ntiti rai. 
ROM.3.24	Amisye apa kove maweso vatane mai indamu Po maveti umamai no Amune rai. Po maveti umamaisy weye Yesus Kristus po mapaya ayao kakaije rai to. 
ROM.3.25	Amisye po Kristus atutir de kakai indamu Po vatane awa ayao kakaije ama mangke ranawan, Apa mavu nsororop indamu Po awa ayao kakai rapaya mai arono wanave Ai, wirati Po maugav wakare Amisye ai. Maisyare wemaisy, wandaen Amisye pamo mamaisy muno Po ayao mamaisye obo rapatimu. Weye arono wusyinoe vatane wo ayao kakai rave, weamo Amisye pavave po mangke raugaje mai jewen, yara atawandi mai. 
ROM.3.26	Weramu Amisye animari ayao kakai umaso raije jewen, yara Po ama mangke raugaje ntuna Kristus ai indamu Po ranawan vatane mansamarom no inyo kapite rai. Weti naisoamo wandaen Amisye pamo mamaisy weye Po mangke rapatimuga mamai dave, muno Po raura pare vatano wanave Yesus aije umamai no Amune rai.
ROM.3.27	Maisyare omai ti, vemo wansararin nora muno wansanuga manakoeyo Ananyao Musa rai nora! Weye wambeta ama ananyaowe rai omi mbewar wamamai no Amisye amune raije jewen. Yara wama anave Yesus Kristus aije mbewaramo wamamai no Amisye amune rai. 
ROM.3.28	Maisyare omai ti, wamo raen: Vatane apa anave obo mi mbewar ti mamai no Amisye amune rai, yara po Ananyao Musa rarijat weamo mamaisye ramu.
ROM.3.29	Indako Amisye pamo vatano Yahudi obo awaura Ai rako? Muno Opamo muinyo Yahudi obo mansai rako? Jewena! Yara Amisye muinyo vatano susye kaijo mine so mai tenambe muno Opamo awa Amisye pije tavon. 
ROM.3.30	Weye Amisye pamo intabo. Wepirati po vatano Yahudi maveti umamai no Amune rai arono wanave Kristus ai, muno Wepirati po vatano susyo kaijinta maveti umamai tavon arono wanave. 
ROM.3.31	Weti wama anave omi mbewar wamamaisy, yara Ananyao Musa ma jewen. Weramu vemo wamo ananyao umaso ramauta nora! Yara arono wamanave, naije umba wamo ananyao ama kove raen kakavimbe ti wambeta rai.
ROM.4.1	Soamo syare wamo Abraham atantona rati, weye opamo vatano Yahudi reama anena pije. Animaisye mi Abraham po rave indamu mamai no Amisye amune rai? 
ROM.4.2+ROM.4.3	Ayao Amisye mo raura mare, “Abraham panave kobe Amisye ai. Amisye po apa anave so raen, weti Po aveti mamaisyo Amune rai.”
ROM.4.4	Arono vatane po anakere raijar, weamo apa akari po apa doije ravae. Weramu akari po doije raunanto vayave jewen, yara po ravae mamaisyo apa anakere rarijati. 
ROM.4.5	Weramu Amisye pamo sasye weye wama ana wandaijare omi Po ratore jewen. Yara vatano rui pi panave pare Amisye obo pi po vatane awa ayao kakai rapaya mai, weamo Amisye po apa anave umaso raen pare vatano napije pamo mamai no Amune rai. 
ROM.4.6	Wusyinoe Daud payao maisyare wemai tavon pare kove ngkov irati vatano are nawirati Amisye po maveti umamai no Amune rai, Po awa ana udaijare ratore ramu. Daud apa ayao mi so:
ROM.4.7	“Vatano are nawirati awa ayao kakaije mamo Amisye po rapapaya ti rakanive, onawamo manayanambe.
ROM.4.8	Tugae, vatano awa ayao kakai mamo Amisye po ratore ramu, onawamo manayanambe rave.”
ROM.4.9	Indako Amisye apa kovo namije mamo Po raugaje irati vatano Yahudi obo mansai rako? Jewena! Yara Amisye apa kove somamo Po raugaje irati vatano Yahudi jewene mansai tavon. Maisyare syo raura umawe rai: Abraham panave kobe Amisye ai, weti Amisye po apa anave so raen ti Po aveti mamai no Amune rai. 
ROM.4.10	Weti arono rui rati Amisye po Abraham apa anave so raen? Indako arono Abraham be sunative to we rako? Wea jewena! Yara Amisye po Abraham apa anave raen ti pare opamo mamaisy arono be sunative rainy. 
ROM.4.11	Umba Abraham be sunative rijabe, omamo mbe rarorombe Amisye po aveti mamai no Amune rai weye panave Ai to. Weti wamo raen kakavimbe arono Abraham be sunative rainyamo Amisye po Abraham aveti mamai no Amune rai to. Maisyare omai ti, Abraham be ajaive vatano nanawirati wanave Amisye ai yara ube sunative jewene mansai. Wenanawamo Amisye po awa anave raen ti Po maveti umamai no Amune rai. 
ROM.4.12	Muno Abraham be ajaive irati vatano ube sunative mansai tavon, nanawirati wanave Amisye ai maisyare muno Abraham panave arono be sunative rainy.
ROM.4.13	Wusyinoe Amisye purairive Abraham muno apa susyo miridije nto mansai pare indati awaura mine so rai tenambe.
ROM.4.14	Ranivara Amisye po apa urairije raugaje irati vatano ubeta Ananyao Musa rai obo mansai, weamo anave mamo ama ine meweno rai muno urairijo Amisye mamo ana tamoene ma. 
ROM.4.15	Ananyao Musa mamo vatane wo rakanyoandi, weamo Amisye po apa pari mangke raugaje mai. (Weramu ranivara ananyao raugaje jewen datire, weamo vatane wo rakanyoandi ramu.)
ROM.4.16	Weti anave omi mbewar Amisye po apa urairije raugaje wansai, indamu mamaisyo Apa kove rai. Maisyare wemaisy, Apa urairije ama ruke no no Apa kove rai. Muno wandaen Po apa urairi raugaje Abraham apa arikainye wansai tenambe aje. Weti Po apa urairi raugaje vatano ubeta Ananyao Musa rai obo mansai jewen, yara Po raugaje tavon irati vatano awa anave mamaisyo Abraham apa rai mansai. Weti Abraham pamo wan tenambe wama injaya pije.
ROM.4.17	Amisye apa urairije umaso mamo Ayao Amisye mo ratoe taiso: “Abraham, Risyo natayao patimuve wimbe ajaive susye manui no mine so rai.”
ROM.4.18	Arono naije Abraham apa akoe matu to muno apa arikainye inta aeno ai rainy, weramu panave no tawan no Amisye ai muno anaveano Amen tutir. Wemi mbewar opamo be ajaive po susye manui mampam, mamaisyo urairijo Amisye po raokaisyo ai rai: “Abraham, nya susyo nyo mampame indati manui rave.”
ROM.4.19	Arono naije Abraham po raen opamo be vatan anuive to, apa tume nanto no tename nadani, muno apa anamu omamo wanya nte bayave ma. Weramu Abraham apa anave mayondi ramu. 
ROM.4.20	Muno anuga mamauno urairijo Amisye rai jewen, yara apa anave miridi nseo ti po kove raura seo Amisye ai. 
ROM.4.21	Anuga ntindimu Amisye ai ti po raura pare, “Amisye bambunin po apa urairije raveti mamaisy.” 
ROM.4.22	Wemi mbewar Amisye po Abraham apa anave so raen, umba Po aveti mamai no Amune rai. 
ROM.4.23	Ayao so, “Amisye po aveti mamai no Amune rai,” omamo nsopi Abraham obo ai ramu, 
ROM.4.24	yara ratoe wansamarom tavon. Weye Amisye indati po wansaveti wamamai no Amune rai tavon, weye wamanave Injayo Amisy opi po wama Amisy Yesus aijaseo kovakato no wene ama uga raije Ai. 
ROM.4.25	Yesus po anasine raunanto indamu kakaijo wansai weye wama ayao kakai ntapekano wansai, umba Amisye po aijaseo kovakato no wene rai indamu Po wansaveti wamamai no Amune rai.
ROM.5.1	Maisyare wemai ti, soamo wamamai no Amisye amune rai weye wamanave Ai. Wetiva Amisye anuga nsaumano wansai muno wansanuga nsaumano Ai, weye wama Amisy Yesus Kristus de po saumane so raugavo wansai. 
ROM.5.2	Muno Kristus po Amisye apa kove raugavo wansai tavon indamu no wansautan tutir, weye wamanave Ai. Weti wansananibe rave weye wansanave ramene mamo Amisye apa kovo ntiti indati wantavondi wamaura rai. 
ROM.5.3	Muno wansananibe Amisye apa kove umaso obo raije ramu, yara wansananibe tavon arono wansiuri. Weye wandaen arono siurije nande wansai, umba wansatawandi raije ntubai ti mbambunin. 
ROM.5.4	Muno ranivara wambambunin wansatawandi, weamo anakotaro mo wansatopane mamo wamo ransui. Muno ranivara wamo ransui, weamo wansanave Amisye amene mamo miridi nseo. 
ROM.5.5	Muno wansanave Amisye amene mbea marudi jewen, weye wandaen Apa ana po raurairive wansai omamo indati Po raunande aje, weye Opamo muinyo wansai rave. Apa Anawayo Vambunino po raugaje wansai Wemi mo Amisye apa muinye so raugasyo ntuna wansanuga rai.
ROM.5.6	Amisye apa muinye maisyare so: Arono wamayondi ti wamo wama ayao kakai rapaya wansai kakai, naije Kristus kakaijo wansai, arono masyoto Amisye po rapatimu. 
ROM.5.7	Vatano mine so nawamo awa muinye mamaun, weye vatano mine so ukakaijo awa arakove inta ai omamo mawese ramu. Weramu ranivara vatane inta pamo anuga ngko dave rave, weamo vatane intabo rako jirum dako umayar ukakaijo vatano kovo napije ai. 
ROM.5.8	Weramu Amisye pamo po apa muinyo manakoe rarorono wansai weye Po Kristus atutir indamu kakaijo wansai arono wama ayao kakai ta no wansaija nene.
ROM.5.9	Amisye po wansaveti wamamai no Amune rai weye Kristus kakaijo wansai, weti tugae indati Kristus po wansapaya Amisye apa pari mangke rai jaje arono Apa masyoto po mangke rapatimu nde nande. 
ROM.5.10	Arono wambe marovave Amisye ai no wusyinoe, apa Kavo Kristus kakai indamu Po wansaugav wamakare Amisye ai. Weti tugae indati Kristus po wansapaya Amisye apa pari mangke rai jaje, weye Kristus kova no tawan. 
ROM.5.11	Muno obo rai jewen! Yara wansananibe tavon weye Amisye po wama Amisy Yesus Kristus atutir Po saumane raugavo wansai. Kristus opi bewar soamo Amisye anuga nsaumano wansai muno wansanuga nsaumano Ai.
ROM.5.12	Arono Adam po ayao kakai rave no wusyinoe, naije ayao kakai nsiso mine so rai. Weti vatan intabo umaso po ayao kakai raugavo mine so rai tenambe, muno apa ayao kakaije mo wene raugav tavon. Umba wene manya vatan tenambe mansai vintabo weye vatan tenambe wo ayao kakai rave vintabo. 
ROM.5.13	Arono Ananyao Musa raugaje rainy, ayao kakai ntami mine so rai to. Weramu ayao kakai namije mamo Amisye po ratore ramu weye Po Ananyao Musa raugaje rainy. 
ROM.5.14	Maisyare wemai damu arono masyoto Adam aijoe mansanan ava masyoto Musa ai, wene mo vatan tenambe maugav. Awa ayao kakai mamaisyo Adam apa ayao kakai raije ramu, weramu wene mo maugav weye onawamo vatano awa ayao kakai no mai.
ROM.5.14	Adam aurata irati Vatano de rijabe akato Ai, opamo Yesusa pije. 
ROM.5.15	Weramu vatane jirume so aya ana yo rave inta apa nsasye inta Apa rai, weye Adam po ayao kakai rave, yara Yesus Kristus po kove raunande. Muno Adam apa ayao kakai mo wene raugavo vatan tenambe mansai. Yara Yesus Kristus po kovo manakoe raugaje ti maweso vatan tenambe mansai. Weti Amisye apa kove mo Adam apa ayao kakai rakivan. 
ROM.5.16	Adam apa ayao kakai intabo mo Amisye apa mangke raugavo vatan tenambe mansai. Weramu Amisye apa kove nsasye irati ayao kakai intabo umaso rai. Weye Apa kove mawes, weti Po ayao kakai manui rave rapaya vatane mai muno Po vatane maveti umamai no Amune rai. 
ROM.5.17	Vatan intabo apa ayao kakai omirati mo wene raugavo vatano mine so mansai tenambe. Weramu Yesus Kristus apa ana po rave mo Adam apa ana po rave rakivan. Weye vatane intabo so, Kristus, bewar ti Amisye po apa kovo manakoe raugaje mawebe vatano wanave Kristus aije mai muno Po maveti umamai no Amune rai. Vatano nanawiso indati ukova nuge nuganui muno utavondi Kristus apa be akarive rai.
ROM.5.18	Weti Adam apa ayao kakai intabo mo Amisye apa mangke raugavo vatan tenambe mansai, yara Kristus apa kovo intabo mo vatan tenambe mapaya awa ayao kakaije ama mangke rai indamu ukova nuge nuganui. 
ROM.5.19	Vatan intabo umaso, opirati Adam, beto Amisye aije ramu, wirati vatane wanui rave onawamo vatano ayao kakai no mansai. Weramu Vatan intabo akato, Opirati Kristus, beto Amisye ai rave, wirati vatane wanui maveti umamai no Amisye amune rai.
ROM.5.20	Amisye po Ananyao Musa raugaje indamu mo vatane manyao wo awa ayao kakai raen kakavimbe, weye wo ananyao umaso rakanyoandi ti manui rave to. Ayao kakai merere nseo manakoe, weramu Amisye apa kove nseo ti mo ayao kakai umaso rakivan. 
ROM.5.21	Wusyinoe ayao kakai mbambunin ti mbe akarive vatano mine so mansai wirati wene mo maugav tenambe. Weramu soamo Amisye apa kove wemirati mbambunin dave ti mbe akarive wansai. Amisye apa kove mbe akarive indamu Po wansaveti wamamai no Amune rai, wirati wamaura kovo nuge nuganuije rai, omamo wama Amisy Yesus Kristus po raugaje wansai.
ROM.6.1	Amisye po wama ayao kakaije rapaya weye Opamo bekobe rave, Apa kove manakoe. Weti wamo ayao kakai rave tutir dako indamu Amisye apa kove miridi nseowa manakoe kobe rako? 
ROM.6.2	Wakoe! Vemo wamo ratantonanare wemaisy inya! Ranivara wamo ayao kakai rave tutir, weamo mamaisye ramu. Weye soamo ayao kakai mbe akarive wansai jakatoe ramu, yara wamamo maisyare wantavondi Kristus ai arono kakai to wemaisy. 
ROM.6.3	Syare wasaemen: arono wansaugasya kuvuni mana raijoe indamu wambe intabove Ai, omamo maisyare wangkakai Kristus atavon to. 
