GEN.1.1	Tota hoqarero Kotiva naaruvavata vatavata autu kero vatora. 
MAT.1.22	Haaru Noravano nai paropeti vaiinti noqihairo tivato uvava vivauma variarire tiro, 
MAT.1.23	Naantiara kia vaiinti vataakero nina nahentiva vainti taiqama viro vainti vatataanarove. Vika virara Imanuerivave tivarave, tura. (Ais 7:14)
MAT.1.24	Iohepiva vaitoraqihairo himpiro viva Noravano atito 
MAT.1.25	Iohepiva Mariara qaqi varatero vaiharo viva kia vikantiro niraitiro vauvaro, Mariava qaqi variqi viro, vuru qorainti vainti vatatovaro Iohepiva vira autu reharo, Ihurave, tura.
MAT.2.1	King Herotiva raqiki vau entara Mariava Betarihemini Iutia vataqaa vaiharo Ihura vatatora. Viva vira vatatero vaumanta opu makauqaa ampeqamakeha tave vau vaiintinavuka vevaihai kuari avu urinaihainaaka Ieruharemini ururora.
MAT.2.2	Vinavuka Ieruharemini urure mini vauka ireha tiha, Vainti vo, Iutaa vatanaakaqaa raqikiaina vaintira tantoe vatataivaro vaivo? Tenavu kuari avu urinaini vaiha vira vaahoqura tavauro. Tenavu vi vaintira autu tuaherarera ururaukave, ti.
MAT.2.3	Vinavuka minti tuvaro King Herotiva vi uvara iriro, rantuqama viro airi avu aato uti vaura. Ekaa Ieruharemini vaukavata vi uvara iri vikavata airi avu aato utiha vauvaro 
MAT.2.4	Herotiva Kotira kaiqa vara amite vau vaiintika vika noranavuvata, maara okara ti vau vaiintinavukavata, naaromanta vika ani ruvaaqumavi vauvaro viva vika irero tiharo, Taraqive vira nova 
MAT.2.5	Herotiva minti tumanta vika tiha, Betarihemini Iutia vataqaave. Haaru paropeti vovano maa uvara qara ntuvatero tiharo,
MAT.2.6	Betarihemi vatukao, Are Iutia vataini variaravave. Vaiinti nahenti ariara kia qumina vatukave tivarave.
MAT.2.6	Ariqihairo Nora Vaiintivano qovarama vuainarara ti, vaiinti nahenti ariara nora autu vataa vatukavema tivarave.
MAT.2.6	Ariqihairo avuhainaa vaiinti vovano qovarama viro, viva Kotira vaiinti nahenti Isareri vatanaakaqaa koqema kero raqikiqiro vuanarove, turave. (Maika 5:2)
MAT.2.6	Haaru paropeti vaiintivano minti turara ti, tenavu tiha, Naantiara vi vaintira Betariheminima vatataanarove turo, ti.
MAT.2.7	Vika minti tuvaro Herotiva evaara vo okara vo okara tave vau vaiintinavuka naaramakero vinavukara tiharo, Tairentae vi vaahoqurava qovarama vivo? tiro.
MAT.2.8	Minti tumanta vinavuka vira tiva amuvaro iriro, viva vinavuka Betarihemini nititero tiharo, Nenavu vaaqikomake vi vaintira rantareka vuate. Nenavu vira rantake tavema vaakama tivata viri tiva timiqe tevata oru vi vaintira autu tuahera amitaare, tiro.
MAT.2.9	Herotiva minti tumanta vinavuka Herotira mini ke, oru vi vauvaro vinavuka kuari avu urinaini vaiha tavo vaahoqurava avuni viva naane oru viro vainti viva vauraqaa oru ravaaqavu viro vaura.
MAT.2.10	Vaahoqura viva viraqaa vaumanta vinavuka vaahoqura vira tave voqamake quahe vaura. 
MAT.2.11	Vinavuka naavuqi oriqete tavovaro vi vaintiruva nai nora Mariakantiro vaumanta vinavuka tavema vatakanta tori kauru aravi vaiha vira autu tuahereha vira quahama amitora. Vinavuka vira quahama amitema viraqaahai vinavuka 
MAT.2.12	Vi haikara urequke amite, mini vira hampata varike vaite vauvaro Kotiva tairakaa vinavuka tiva nimiro tiharo, Kia nenavu Herotira vuru tiva amiate, tumanta vinavuka himpi vo aaraqaa ururante nái maaqaini vurama.
MAT.2.13	Vinavuka vuvaro Iohepiva vaite vauvaro Noravano atitova 
MAT.2.14	Minti tuvaro Iohepiva himpiro entaqiraara nai vaintivata nai naatavata ntita varero Iutia mini kero Isipini vura.
MAT.2.15	Mini oru variqiro vi vauvaro Herotiva qutu vura. Herotiva qutu vuvaro viraqaahairo haaru paropetivano tu uvava vivau vaura. Haaru viva Kotiva mintima tivo tiro: 
MAT.2.16	Herotiva vaiharo tavomanta kuari avu urinaihainaaka vira uva raqake kia tiva amiraiti vuvaro vira kaara vira voqamakero arara itovaro vaiharo oru vokuka nititero tiharo, Ekaa qorainti vainti taara ihi varaakave, naati vainti kia taara ihi varaakave, Betarihemini variakavata, Betarihemi vira tataaqa variakavata, vika aru taiqa kaate, tiro. Viva vaahoquravano qovaraiqu entara kuari avu urinaihainaaka tiva amu uvara iriharo naati vainti taara ihi varaakavata, kia taara ihi varaakavata, aru taiqa kaate tura. 
MAT.2.17	Vika aru taiqa kaate tuvaro haaru paropeti vaiinti Ieremaiaara noqihairo tu uvava vivauma vaura. Vi uvava mintima tiro:
MAT.2.18	Rama vatukaihairo noraiqaakero iqi rate vaina uvara vaiinti nahenti irivarave.
MAT.2.18	Tinavu taatova Reseriva nai naintivarara iqi rate vairaro vira naintivara kia qaiqaavata vairara ti, vokika vira muntuka kia ho kukuqama amitaivaro viva noraiqaakero iqi rate varianarove, tura. (Jer 31:15)
MAT.2.19	Herotiva variro vuru qutu vuvaro Iohepiva Isipini vauvaro Noravano atitova 
MAT.2.20	tiva amiro tiharo, Himpira nena vaintivata, vira noravata, ntita varera Isareri vata Iutia vataini anirantera vuane. Ai vainti arukareka iaka qutuma vuavo, tiro.
MAT.2.21	Minti tuvaro Iohepiva himpiro vaintivata, vira noravata, ntita varero Isarerini vireva viro.
MAT.2.22	Viva mini viharo iruvaro Akelausiva nai qora Herotira vatuka varero Iutiaqaa raqiki vauvaro Iohepiva vira aatu qetakero Iutiaini oru variarorave tiro. Minti tuvaro Kotiva tairakaa qaiqaa Iohepira tiva amuvaro viva kia Iutiaini viraitiro, qaqirakero 
MAT.2.23	Karirini viro vatuka vo, Nasaretini nai naata vainti vataakero mini oru vaura.
MAT.2.23	Nasaretini oru vauvaro haaru Kotiva nai paropeti vaiintinavu noqihairo tu uvava vivauma vaura. Vi uvava Ihurara mintima tiro: 
MAT.3.1	Vi entara Ioniva namari nimi vau vaiintiva anirero Iutiaini qumina vata kanta vaiharo vaiinti nahenti tiva nimiro tiharo, 
MAT.3.2	Kotiva vaiinti nahentiqaa raqikiaina entava aumantoma vaimantara ti, ne nenta vaaqu kaiqa vare vaira qaqira kaate, tiro. Ioniva minti tura.
MAT.3.3	Haaru Ioniva kia vau entara Aisaiaava paropeti vaiintivano vaiharo vi vaiintiva qovarama vuanarove tura. Aisaiaava Ionirara mintima tianarove turave:
MAT.3.3	Viva qumina vataini vaiharo naveraitiharo, Noravano vuaina aarara qerama amitema vira aara avuqavuqama amitaivaro viva vivauma ho vuarire tianarove, tura. (Ais 40:3)
MAT.3.3	˻Aisaiaava haaru qumina vaka vi uvara tiva tovaro Ioniva anirero vi uvara tivatontema kero viharo vi uvara vaiinti nahenti tiva nimiqiro vurama.˼
MAT.3.4	Ionira utavaaqavano vaireva 
MAT.3.5	Ioniva uva tiva nimi vaumanta vaiinti nahenti Ieruharemihaive, ekaa Iutiaihaive, Iotani Namari hini hini mantaraihaive, vika hihai hihai ani ruvaaqumavi vaiha 
MAT.3.6	vika nái qora kaiqa varora tiva qovaraiqamake vauvaro Ioniva Iotani Namariqi vaiharo vika namari nimi vaura.
MAT.3.7	Ioniva vika namari nimi vaiharo tavomanta Parasi vaiintinavuvata, Satiusi vaiintinavuvata, namari varareka viva unaini anuvaro viva vikara tiharo, Ne 
MAT.3.8	Ne quqaa qora kaiqa qaqira kareka auti vaivera, vate maaqaahai koqe kaiqaqai varaqi vuate. 
MAT.3.9	Ne nenta auta ntiha tiha, Eparahaamiva tinavu kaivaqavave, tinavu qovave, vaimantara ti, tenavu homa vauro tivorave. Kotiva mintiataa irera, viva homa ni qaqira kero maa orinavuraqihairo Eparahaamira naintivara vara qovaraiqama kaanarove. 
MAT.3.10	Kotiva katari tuqireva rori katari tuqaqi qerama taivo. Kia koqe tava iraina katarira viva teqaaqama kero ihaqi aqu kairaro ita vuanarove, tiro.
MAT.3.11	Ne qora aara qaqirake koqe aara vireka auti variamanta te ni qumina namarima aqu nimite vauro. Ti naantiaraini aniarirava ne namari varaantema kero, Kotira Maraqura ni nimiro, iha itaainara voqaara viravata ni nimianarove. Viva Noravano ti haatara kaariravama anianarove. Te qumina vaiinti vaihara ti, te vira aiquni nonkutaainara kia ho vara vuruvi amitararave.
MAT.3.12	Viva nai havore kauquqi tota varero raisi voqaara 
MAT.3.13	Ioniva namari nimi vauvaro vi entara Ihuva Karirihairo anintero Ioniva namari timiarire tiro, Iotani Namariqi Ioniva vaunaini otuntora. 
MAT.3.14	Viva mini otuntovaro Ioniva Ihurara tiharo, Aqao, are namari ti timiataara vaivarama are tiriara namari ti timiane ti variarao, tiro.
MAT.3.15	Ioniva minti tuvaro Ihuva Ionira nai tiva amiro tiharo, Vate homa ti qaqi kairaqe te ai namari varaare. Tetanta mintihama Kotiva titantara mintiate tina kaiqara ho varaainarave, tiro. Ihuva minti tuvaro Ioniva eo tivakero Ihura namari amura.
MAT.3.16	Namari vira amuvaro Ihuva namariqihairo qaqini vaarintovaro vaakama naaruvavano qantua vuvaro Ioniva tavovaro Kotira Maraquravano mirura voqaara tuviro Ihuraqaa tuvuntovaro 
MAT.3.17	naaruvaihairo uvavano tiharo, Maa ti Maaquve. Ti muntukavano virarama vaivo. Te virara quahehama vauro, tiro. Tura.
MAT.4.1	Ihuva namari varovaro Sataaniva vira avateharo irama amitaarire tiro, Kotira Maraquravano Ihura vita varero kia vaiintivanovata vaunaini qumina vata kanta vuru kora. 
MAT.4.2	Vuru kovaro Ihuva mini vaiharo 40 entanavu variqiro viharo kia karavata naraitiro, qaqi narara vaura.
MAT.4.3	Ihuva 40 entanavuara narara vauvaro Sataaniva anirero virara tiharo, Are quqaa Kotira Maaquvano vairera, maa orinavurara tiraro mpareti kuqu virara naane, tiro.
MAT.4.4	Minti tuvaro Ihuva nai tiva amiro tiharo, Aqao, Kotira vukuqi mintima qara ntuva tova tiharo,
MAT.4.4	Vaiintivano nai kara naainararaqai noraiqaakero iriqiro virava kia ho qaqi variqiro vuanarove. Viva ekaa Kotira noqihairo tina uvara iriqiro viharo homa qaqi variqiro vuanarove, turave, tiro. (Lo 8:3)
MAT.4.5	Ihuva minti tuvaro Sataaniva vira vita varero Kotira vatuka Ieruharemini Kotira Naavu qiata maariraqaa vuru kero vira viraqaa vara himpimatero 
MAT.4.6	tiharo, Are quqaa Kotira Maaquvano vairera, maaqaahaira mia vatakanta aquvuane. Kotira vukuqi mintima qara ntuva tova tiharo,
MAT.4.6	Kotiva ariarao tiro, viva tiramanta enseli vika ariqaa koqemake raqikivarave, turave. Are nena aiqu orikaa ruteqa kerorave ti, enseli vika nái kauquqohai ai tuataqi vivarave turave, tiro. (Ihi 91:11-12)
MAT.4.7	Sataaniva minti tuvaro Ihuva nai tiva amiro tiharo, Aqao, Kotira vukuqi uva vo qara ntuva tova mintima tivo: 
MAT.4.8	Ihuva minti tuvaro Sataaniva vira vita varero aiqina noraqaa vuru kero ekaa avuhainaa vaiintinavu raqiki vau vata maataravata, vi vata maataraqaa kempuka haikaqohai aututo haikaravata umiqero tiharo, 
MAT.4.9	Are vataini tori kauru aravira ti hutuqai tuahera timitairera, te ekaa maa vi haikara aima amirarave, tiro.
MAT.4.10	Minti tuvaro Ihuva nai tiva amiro tiharo, Aqao, Sataanio, niaraini vuane, Kotira vukuqi qara ntuva tova mintima tivo:
MAT.4.10	Noravano ai Variqavano vairara tira, are viraqai kaiqa vara amiteharama vira autuqai tuaheraqira vuane, turave, tiro. (Lo 6:13)
MAT.4.11	Ihuva minti tuvaro Sataaniva vira mini kero vumanta 
MAT.4.12	Ihuva vaiharo irumanta Ionira ravaaqavuke vuru karapuhiqama kovaro viva ˻Iutiaini vaura mini kero˼ anirantero Karirini vura.
MAT.4.13	Viva mini orurero kia nai maaqa Nasaretini vairaitiro, qaqira kero Kapenaumini variqiro vi vaura. Kapenaumi vatukavano Kariri Varuva auvahini vaura.
MAT.4.13	Vi vatava vaireva Sebuluniravata, Napataariravata naintivara vika vatavano vaura. 
MAT.4.14	Ihuva mini oru vauvaro haaru Aisaiaava Kotira uva qoqaiqamako uvava vivauma vaura. Haaru paropeti vaiinti Aisaiaava mintima tiro:
MAT.4.15	Te Sebulunira vataravata, Napataarira vataravata, tirerave.
MAT.4.15	Vi vatava varuva auvahini vairave. Iotani Namari vaivaro vi vatava veranto vaimanta vi vatara Kariri vataqaa vo vatanaa vo vatanaaka variarave.
MAT.4.16	Vika konkiraqi variqi vi, viraqaahai ovavano noraiqaakero itaainara tavevarave. Vika konkiraqi variavaro qutu vua okarava vika ravaaqavu kaimanta variavaro, viraqaahairo ovavano iteharo aatita nimitaanarove, tura. (Ais 9:1-2)
MAT.4.17	Vi entaraqaahairo Ihuva nai kaiqa hoqarama tero vaiinti nahenti tiva nimiqiro viharo tiro, Kotiva vaiinti nahentiqaa raqikiaina entava aumantoqama virara ti, ne qora aara qaqira kaate, tiro. Turama.
MAT.4.18	Ihuva Kariri Varuva auvahianta aitareharo tavomanta vaiinti vovano nai qatantiro mini vaura. Vira vakaava Saimoniva vira autu vo Pitaava vauvaro vira qata Entaruva vaura. Vitanta havuka kaiqa vare vautantara ti, vitanta namariqi vahe re vaura.
MAT.4.19	Vitanta vahe re vauvaro Ihuva vitantara tiharo, Netanta ti avataqi aniate. Netanta havuka vahe ravakeha varentemakema, netanta ti avataqi viha vaiinti nahentima ntitevarave, tiro. 
MAT.4.20	Ihuva minti tumanta vitanta vaakama náitanta vahe mini ke, Ihura avataqi vurama.
MAT.4.21	Vitanta vira vataake vuvaro Ihuva voqavata oru viharo tavomanta vaiinti votanta Sebedira maaqutanta Iemika Ionika vaura. Vitanta votuqi vaiha náitanta qora Sebedira vataake vahe ruqemavura haqire vauvaro Ihuva vitanta naarama komanta 
MAT.4.22	vitanta vaakama náitanta votuvata náitanta qoravata mini ketanta Ihura avataqi vurama.
MAT.4.23	Ihuva Karirini vo vatuka vo vatuka vi aniharo vika maara naavuqi oriqetero vaiharo vakaaka tiva nimiharo Kotiva vaiinti nahentiqaa raqikiaina vakaakara, koqe vakaaka vika tiva nimiqiro viro, vo rovara vo rovara varokave, vo haika vo haikavano vaata qoraiqama kokave, viva vika vika koqema komanta ho vaura.
MAT.4.24	Ihuva mintiaqiro vi vauvaro vira uvavano ekaa Siria vataini vi ani umanta vi vatanaaka nái vatukaihai vaiinti nahenti vo rovara vo rovara varokave, noraiqaake aiha vukave, vaana hampata vaukave, vaata raqikika raqikika u rovarara varokave, hini vaata qutu ravavu vaiintikave, vika ekaa vinavuka ntita vare Ihuva vaunaini vuru kovaro Ihuva vinavuka koqema komanta ho vaura.
MAT.4.25	Ihuva aaraini vi vaumanta vaiinti nahenti Karirihaive, Dekapolisi vatukanavuqihaive, Ieruharemihaive, Iutiaihaive, Iotani Namari hini mantaraihaive, vika hihai hihai ruvaaqumavi vira avataqi vura.
MAT.5.1	Ihuva vaiharo tavomanta airi vaiinti nahenti ruvaaqumavi vauvaro viva aiqinaqaa oru oquvi vaumanta vira vaintinavuvata viva vaunaini ruvaaqumavi vauvaro 
MAT.5.2	Ihuva vakaaka hoqaramatero viva nai vaintinavu tiva nimiro tiharo,
MAT.5.3	Te Kotiva i haikarara vehiqamama vauro ti varia vaiinti nahentika vika vaivaro Kotiva vikama koqema nimitaanarove. Kotiva vikaqaa raqikiqiro vi vairamanta vika vira vaiinti nahentima vaivarave.
MAT.5.4	Muntuka qoraiqira iqi rate variaka, vika vaivaro Kotiva vikama koqema nimitaanarove. Kotiva vikama muntuka kukuqama nimitaanarove.
MAT.5.5	Tiremakeha vaiha kia náivata qoraiqama nimite variaka vika vaivaro Kotiva vikama koqema nimitaanarove. Kotiva maa vatara vika kaama nimitairara ti, vika vi vatara varevarave.
MAT.5.6	Avuqavu ni vai okarara antuqa arira ni variaka, vika vaivaro Kotiva vikama koqema nimitaira vikama ho vaivarave.
MAT.5.7	Aaqurihama nimite varia vaiinti nahentika, vika vaivaro Kotiva vikama koqema nimitaanarove. Kotiva vikama aaqurihama nimitaira vaivarave.
MAT.5.8	Quqaaqamake Kotiraqai avataqi vi varia vaiinti nahentika, vika vaivaro Kotiva vikama koqema nimitaanarove. Vi vaiinti nahentika Kotira tavevarave.
MAT.5.9	Antuareha vaa vaa ti varia vaiinti nahentika, vika vaivaro Kotiva vikama koqema nimitaanarove. Kotiva vikarama ti vaintivarave tirama vika vaivarave.
MAT.5.10	Kotirarao tiha avuqavu ni variavaro vira kaara qoraiqama nimitaqi vi varia vaiinti nahentika, vika vaivaro Kotiva vikama koqema nimitaanarove. Kotiva vikaqaa raqikiqiro vi vaira vika vira vaiinti nahentima vaivarave.
MAT.5.11	Ne ti tivataqi vi vaimanta vira kaara niara vaaqu uva tivaqi viha, ni qoraiqama nimitaqi viha, nana nana una uvae, qora uvae niara tivaqi vi vaivaro Kotiva virara iriharo ni koqema nimitaanarove.
MAT.5.12	Ni qoraiqama nimitaantemake, haaruvata vaiinti vokuka Kotira uva tiva qovaraiqu vaiintika qoraiqama nimite vaurave. Naantiara nivata mintimake qoraiqama nimite vaimanta ne nenta muntukaqihai voqamake quahaate. Kotiva ninta koqe kaiqara iriharo vira noqaa naaruvaini koqe haika ni kaama nimitairave.
MAT.5.13	Maa vataraqaa vaiinti nahenti variamanta ne vika avutana vaiha ne hore voqaara variavo. Horevano qoraiqama viro kia hiakaa irera, kia ho vira qaiqaa autu kairaro hiakaa ianarove. Horevano qoraiqama virera, qora horeve tivakero vira qaqira aqukaira vaiinti nahenti viraqaa aiqu ravaqi vi anivarave.
MAT.5.14	Maa vataraqaa vaiinti nahenti variamanta ne ova voqaara ataamakeha variavo. Vatuka vovano aiqina noraqaa vairaro kia vira ho mantaaqa kaanarove.
MAT.5.15	Kia vovano ova qumpikero kure varakero ovaqaa aqute vairave. Aqao, ekaa naavuqi variakavata tavaate tiro, ova qumpikero kantaaqaini viri vate vairave.
MAT.5.16	Ne vira voqaantemake, vaiinti nahenti nivuqaa qoqaa niha ovavano ataa inantemake variqi vimanta vika ne koqe kaiqa vare vaira taveha, ni qova naaruvaini vaira vira autu tuaheraqi vuate.
MAT.5.17	Ne nenta aatoqihai tiriara tiha, Viva Mosiva uva maara tivato uvaravata, paropeti vaiintinavu tivato uvaravata, vara qaqira kareva anivave, tivorave. Kia te vika uva qaqini vara kareravauve. Vika tivato uvava qaqi vivau variarire ti, te anuraukave.
MAT.5.18	Te ni tiva nimiari iriate. Naaruvavanovata vatavanovata kia taiqaraitiro, qaqi variqiro viraro vi uvavavata qaqi variqiro vuanarove. Vi uvaraqihairo ekaa uapaa uvavanovata kia taiqa viraitiro, variqiro viraro ekaa haikavano qovaraiqama viro vivauma varianarove.
MAT.5.19	Mosivavata paropeti vaiintinavuvata tivato uvava vaivaro vovano vi uvaraqihairo inaara uva vo raqa kero vokikaravata tiharo, Ne vi uvara homa raqa kevarave, tirera, vi vaiintiva naaruvaini Kotiva raqikina vatukaraqaa oruntaaina entara vira autuvano qumina inaara autuqaima varianarove. Vo vaiintivano Mosira uvavata paropeti vaiinti uvavata iriqiro viharo vokikaravata tiharo, Vi uvara iriqi vuate, tirera, vi vaiintiva naaruvaini Kotiva raqikina vatukaraqaa oruntaaina entara vira autuvano nora autuma varianarove.
MAT.5.20	Te mintimake ni tiva nimirerave. Parasi vaiintinavuvata, maara okara ti varia vaiintinavukavata, vika nái irike tiha, Tenavu Kotira uva iriha avuqavu ni vauraukave, ti variarave. Ne kia vika naatarake quqaiqamake koqe aaraqaa vivera, ne Kotiva raqikina vatukaraqaa kia ho vivarave.
MAT.5.21	Haaru Mosiva ni kaivaqaukavarara tivato uvara ne vi uvara irurave. Vi uvava mintima tivo: Kia vora arukaane. Vora arukaira vaiintiva, viva uvama varaanarove, turave.
MAT.5.22	Viva minti tuva vaimantavata, kaiqe te qaiqaa vi uvara ni tiva nimiare. Nai qata vakaarara arara itairava, vi vaiintivavata vovano vora arukero uva varainantema kero, uva varaanarove. Te qaiqaavata ni tiva nimirerave. Nai qata vakaarara vaaquvanove tiaina vaiintira vira vita vare nora 
MAT.5.23	Vi uvara irihara are 
MAT.5.24	nena 
MAT.5.25	Vovano ariqaa uva vatareva ai vita varero 
MAT.5.26	Te tiarira iriane. Are kiama karapuhiqihaira vaaka taiqenarave. 
MAT.5.27	Ihuva minti tivakero viva vika tiva nimiro tiharo, Haaru Mosiva tivato uvara vo uva ne irurave. Vi uvava mintima tivo: Kia vora vaatintirave vora naatantirave hampi nuane, turave. 
MAT.5.28	Kaiqe te qaiqaa ni tiva nimiare. Vaiintivano vo nahenti tavero aatoqihairoqai iriharo tiharo, Mpo, te vira vataake nuataarave, tivakero kia vikantiro niraitiro aatoqihairoqai mintima irirera, Kotiva virara tiharo, Are nahenti vataakera hampi nuaravave, tiharoma vira kaara vi vaiintiraqaa uva vataanarove.
MAT.5.29	Virara irihara are hini avuqohaira avu auti vaihara qora kaiqa vare vairera, qaiqaavata mintiaqi vuarorave tira, nena avu hini vira qaqira vaurukera aqukaane. Ai vaata ekaa nora iha itainaraqi aqukevorave, tira, koqemama are hini vaataqai qaqirakera variqi vinarave.
MAT.5.30	Ai kauqu tanaravano qora kaiqa vare vairera, mintiaqi vuarorave tira, vi kauqura qaqira teqa aqukaane. Ai vaata ekaa nora iha itainaraqi aqukevorave, tira, koqemama are hini vaataqai qaqirakera variqi vinarave.
MAT.5.31	Haaru Mosiva tivato uvava vovano mintima tiro: Vaiintivano nai naata qaqirakareva iharo nai naata qara amiro tiharo, Te vira qaqirama kauro, tivakeharo qara ami vairave, turave.
MAT.5.32	Kaiqe te qaiqaa virara ni tiva nimiare. Vira naatavano kia vo qoraintintiro hampi niraitiro vairaro, vira vaativano vo uva kaara vira qaqira kairaro vira naatavano vo qorainti varatairera, nai hoqarenaa vaati kaarama vi nahentiva naata vaati varaa okarara raqakaanarove. Vira qaraaka vaati vivavata vi nahentikantiro niharoma viva naata vaati varaa okarara raqa kaanarove. Kotiva mintima tianarove, tiro. Ihuva vi uvara turama.
MAT.5.33	Ihuva minti tivakero viva uva tiva nimiqi viro tiharo, Haaru Mosiva uva vo ni kaivaqaukavarara tivato uvara ne vi uvaravata iriarave. Minti turave: Are kauqu aiqiqaa aqukehara tihara, Kotira autuqaa te quqaama mintirerave, tivatena uvara kia raqakaraitira, vi uvara tinantemakera autuane, turave.
