MAT.1.1	I⁴la³ ti²ton³ la⁴jang³⁴ sa¹jeun³ quian¹ Jesucristo a³lang⁴³ jon⁴³tyie¹ A³brang²³ jian³ Da³vei²³.
JHN.17.1	―Hnei³ Neih³ˉ⁴, ma³a⁴tyie³⁴ jm² tieh²la³. Ma⁴jnia³² hnei³ i⁴júanh⁴³ A³jonh³ˉ³, jian³ canh⁴a² la⁴ne³ ma⁵jnia³ A³jonh³ˉ³ i⁴júanh⁴³ hnei³ liah⁴. 
JHN.17.2	Quie¹ ma³a⁴cúah²ˉ³ i²con²³ A³jonh³ˉ³ i⁴júan³⁴i³ heih⁴³ i²con²³ la⁴jang³⁴, canh⁴a² cúa³⁴i³ m⁵cu³ sa⁴ton³ jm² ua²tya⁴³ i²con²³ la⁴jang³⁴ a³a⁴cúanh³²ˉ³ i²con²³i³. 
JHN.17.3	I² i⁴la³pa² m⁵cu³ sa⁴ton³ jm² ua²tya⁴³ i⁴li⁴cu²³ hnei³ chie³, i⁴jan³ hnei³pa² Jon⁴dai¹ sian³ i⁴chie⁴³, jian³ i⁴li⁴cm²³i³ Jesucristo, a³hain⁴ a³a⁴sainh⁴ˉ³.
JHN.17.4	’Ma³a⁴júan³⁴ jnia⁴ i⁴júanh⁴³ˉ³ nei² cuah³²húa³⁴ la³, jian³ ma³ma⁴tieh²ˉ⁵ ta¹ i⁴ma²a⁴cúah³²ˉ³ jnia⁴ júan¹ˉ⁴. 
JHN.17.5	I² tieh²la³ ne⁵, hnei³ Neih³ˉ⁴, ma⁴jnia³² hnei³ i⁴júanh⁴³ jnia⁴ la⁴teg⁴ hlonh²ˉ³, liah⁴i² ma²júanh⁴³ˉ⁴ hlonh²ˉ³ naih⁵i² lei⁴ m⁵cu³ la³.
JHN.17.6	’Jian³ ma³a⁴he³⁴ˉ⁴ hain³liah⁴ langh⁴³ˉ³ i²con²³ la⁴jang³⁴ a³a⁴cúanh³²ˉ³ jnia⁴, a³ma²lang⁴³ chie³ quian¹ m⁵cu³. Ma²lang⁴³i³ chie³ quianh³ˉ³, jian³ a⁴cúanh³²i³ hnei³ tionh² i²con²³ˉ⁵, jian³ ma³ma⁴tei⁵i³ jau²³ quianh³ˉ³. 
JHN.17.7	Jian³ ma³ra⁵ñi³i³ i⁴la⁴jeg³⁴ i⁴a⁴cúah² hnei³ i²con²³ jnia⁴, ja³⁴ i²conh² hnei³pa²; 
JHN.17.8	quie¹ la⁴jeg³⁴ i⁴a⁴cúah²ˉ³ i²con²³ jnia⁴, ma³a⁴cúah⁵i³ jnia⁴ tionh², jian³ ma³a⁴hyei⁴i³ liah⁴. Jian³ ma³ra⁵laih²i³ i⁴chie⁴³ i⁴a⁴nia³⁴ˉ⁴ i²conh² hnei³, jian³ ma³ra⁵hain⁴i³ tionh² i⁴hnei³pa² a⁴saih⁴ˉ³ jnia⁴.
JHN.17.9	’I² i⁴jon³ mh⁵ˉ⁵ hnei³ nei² quieh¹i³ tionh²; a⁵sia³ mh⁵ˉ⁵ hnei³ nei² quieh¹ a³m⁵cu³, quie¹ nei² quieh¹ a³a⁴cúanh³²ˉ³ i²con²³ˉ⁵ pe²³ˉ⁴; quie¹ ta⁵la⁴ lang⁴³i³ chie³ quianh³ˉ³. 
JHN.17.10	Jian³ la⁴jang³⁴ a³quian³⁴ jnia⁴, quianh³ hnei³pa², jian³ la⁴jang³⁴ a³quianh³ hnei³, quian³⁴ jnia⁴ liah⁴; jian³ lei³ jnia⁴ i⁴júanh⁴³ jnia⁴ con⁴juah⁴ hei⁴i³ tionh².
JHN.17.11	’I² jnia⁴ ne⁵, a⁵sie⁴³ ma⁵jian¹ˉ⁴ m⁵cu³ la³; hei⁴ pi²³i³ tionh² jian³⁴i³ m⁵cu³ la³, i² jnia⁴ naih²ˉ⁵ i²ñih⁴ˉ³. Hnei³ Neih³ˉ⁴ a³hen², hion³² hnei³ con⁴juah⁴ ua³pei⁴ quianh³ˉ³ la⁴conh⁴ a³a⁴cúanh³²ˉ³ i²con²³ˉ⁵, canh⁴a² tionh²i³ i⁴lang⁴³i³ jan³ chie³ la⁴jon³ liah⁴i² tieh² jnia¹. 
JHN.17.12	Jian³ ta¹la⁴ ŋeng³⁴ˉ⁴ jian²³i³ jnia⁴ tionh² m⁵cu³ la³, a⁴hion⁵i³ jnia⁴ con⁴juah⁴ ua³pei⁴ quianh³ˉ³; jian³ la⁴conh⁴ a³a⁴cúanh³²ˉ³ ne³, a⁴hion⁵ˉ⁵. Jian³ i¹jan³ sa⁴ua⁵hain⁴, jan³ a³hain⁴pa² a³ma³ra³gmh⁴ heih⁴³ si⁵hain⁴ hain⁴, canh⁴a² li⁴tei⁴³ i⁴ra³sag² Ma²jyi³.
JHN.17.13	’I² tieh²la³ ne⁵, naih²ˉ⁵ i²conh² hnei³; jian³ ta¹la⁴ hein³²ˉ⁴ m⁵cu³ la³ hleh³ˉ⁴ jau²³ la³, canh⁴a² lei⁴ si³hyonh³i³ ni²hyan³² tionh² liah⁴i² si³hyonh³ jnia⁴. 
JHN.17.14	Jian³ ma³a⁴cúah⁵i³ jnia⁴ jau²³ quianh³ˉ³, jian³ a³m⁵cu³ tionh² hie²³ quieh¹i³, quie¹ a⁵sie⁴³ lang⁴³i³ quian¹ m⁵cu³ la⁴jon³ liah⁴i² sa⁴lang⁴³ jnia⁴ liah⁴. 
JHN.17.15	A⁵sia³ mh⁵ˉ⁵ hnei³ juah⁴ne³ i⁴húanh³²i³ hnei³ m⁵cu³ la³, i⁴jon³pa² m³⁴ˉ⁴ i⁴hionh³²i³ hnei³ nei² quieh¹ i⁴hlagh³². 
JHN.17.16	A⁵sie⁴³ ma⁵lang⁴³i³ a³quian¹ m⁵cu³ la⁴jon³ liah⁴i² sa⁴lang⁴³ jnia⁴ a³quian¹ m⁵cu³. 
JHN.17.17	Ma⁴cúanh¹i³ hnei³ tionh² con⁴juah⁴ ni²tei⁴³, jian³ jau²³ quianh³ˉ³ i⁴ni²tei⁴³. 
JHN.17.18	Jian³ la⁴jon³ liah⁴i² a⁴saih⁴ˉ³ jnia⁴ m⁵cu³ la³, la⁴ne³ sain¹i³ jnia⁴ jen² a³m⁵cu³ liah⁴. 
JHN.17.19	Jian³ nei² quieh¹ hei⁴i³ tionh², cúanh³² jnia⁴ i²conh² hnei³, canh⁴a² la⁴jon³ li⁴cúanh¹i³ con⁴juah⁴ jau²³ ni²tei⁴³.
JHN.17.20	’Jian³ a⁵sia³ mh⁵ˉ⁵ hnei³ jmah³ nei² quieh¹ a³ne³ tionh², quie¹ m³⁴ˉ⁴ liah⁴ nei² quieh¹ a³li⁴hain⁴ i²con²³ jnia⁴ ta⁵cang³ con⁴juah⁴ jau²³ i⁴hleh³ a³ne³ tionh², 
JHN.17.21	jian³ canh⁴a² tionh²i³ i⁴lang⁴³i³ jan³ chie³ la⁴jang³⁴i³, la⁴jon³ liah⁴i² lang⁴³ jnia¹ jan³ chie³, hnei³ Neih³ˉ⁴, i⁴heinh²ˉ³ naih⁵ ni²tsei³⁴ˉ⁴ jian³ i⁴hein³²ˉ⁴ naih⁵ ni²hoh⁴³ˉ³ liah⁴, jian³ ua²lain⁴i³ tionh² jan³ chie³ i⁴tionh²i³ naih⁵ ni²tsei⁴³ˉ¹, canh⁴a² li⁴hain⁴ a³m⁵cu³ tionh², hnei³pa² a⁴saih⁴ˉ³ jnia⁴. 
JHN.17.22	Jian³ a⁴cúa³⁴ˉ⁴ i⁴júanh⁴³i³ tionh² liah⁴i² a⁴cúah²ˉ³ i⁴júanh⁴³ jnia⁴, canh⁴a² lain⁴i³ jan³ chie³ liah⁴i² lang⁴³ jnia¹ jan³. 
JHN.17.23	I⁴hein³² jnia⁴ naih⁵ ni²tsei⁴³i³ tionh², jian³ heinh² hnei³ naih⁵ ni²tsei³⁴ˉ⁴, canh⁴a² lain⁴i³ o³tan² jan³ chie³, jian³ la⁴ne³ li⁴ñi³ a³m⁵cu³ i⁴a⁴saih⁴ˉ³ jnia⁴, jian³ hnoh⁴³i³ hnei³ tionh² liah⁴i² ra⁵hnoh⁴³ˉ³ jnia⁴.
JHN.17.24	’Hnei³ Neih³ˉ⁴, la⁴conh⁴ a³hain⁴ a³a⁴cúanh³²ˉ³ i²con²³ jnia⁴, hno⁵ˉ⁵ si⁵cua³i³ i²jon³ jian²³i³ jnia⁴ i²ni¹nei³⁴ˉ⁴, canh⁴a² li⁴je³⁴i³ conh⁴ tei⁴³ i⁴júanh⁴³ˉ⁴ i⁴a⁴cúah²ˉ³; quie¹ ma⁵hnoh³²ˉ³ jnia⁴ liah⁴ma²ra⁴lie⁵ naih⁵i² lei⁴ m⁵cu³ la³. 
JHN.17.25	Hnei³ Neih³ˉ⁴ a³hen², sa⁴ra⁵cu²³ hnei³ a³m⁵cu³, i² jnia⁴pa² cm⁴³ hnei³, jian³ a³ne³pa² tionh² ra⁵ñi³ i⁴a⁴saih⁴ˉ³ jnia⁴. 
JHN.17.26	Jian³ ma³ma⁴jnia³²ˉ⁴ hain³ hnei³, jian³ ma²jnia³² pi¹ jnia⁴, canh⁴a² liah⁴i² hnoh⁴³ˉ³ jnia⁴, li⁴hnio³⁴i³ jon²reunh¹ tionh², jian³ canh⁴a² jian³i³ jnia⁴ naih⁵ ni²tsei⁴³i³ liah⁴.
JHN.18.1	Con³ma²a⁴hleh⁴ Jesús jau²³ jon³, jon³ ua⁵han²i³ jian²³i³ chie³ quian¹ ta⁵hŋoh³ jm³cua³ Cedrón. I²jon³ i²ma²leg⁴³ con³ je¹ a²hma³ i²a⁴han⁵ Jesús jian²³ chie³ quian¹. 
JHN.18.2	Jian³ Judas, a³cúah⁴³ quieh¹i³ hain⁴, ñi³i³ i²jon³, quie¹ hlion⁴ nie⁴³ ma³ñei² Jesús i²jon³ jian²³ chie³ quian¹ i⁴ŋangh³i³. 
JHN.18.3	I² Judas ne⁵, a⁴tyie³⁴i³ jian³i³ co⁴hna³ a²hlie⁴ jian³ po³li³sei¹ quian¹ cuah³júah², a³sain² quian¹ m³chie³ tyein² jian³ chie³ fariseo tionh², a⁴tyie³⁴i³ i²jon³, ti²quian³i³ a²ñi²³ jian³ o¹jyi³ jm³co²³ jian³ a²hma³ tyi¹ jyi³ liah⁴. 
JHN.18.4	I² Jesús ne⁵, ma³ñi³ pi²³i³ la⁴jeg³⁴ la⁴conh⁴ si⁵lei⁴ i²con²³i³, jon³ ŋo³⁴i³ ta⁵hloh³², a⁴juah⁴i³:
JHN.18.4	―¿Hain³ hnah⁵ˉ³ tionh²ˉ³?
JHN.18.5	I² jon³ a⁴ŋangh³ a³hain⁴ tionh²:
JHN.18.5	―Jesús a³sian³ jeu³ Nazaret pa² hniah⁵ jnie³².
JHN.18.5	I² jon³ a⁴juah⁴ Jesús:
JHN.18.5	―Jnia⁴pa² a³hain⁴.
JHN.18.5	Jian³ jen² a³hain⁴ tionh² si²sainh⁴³ Judas a³cúah⁴³ quieh¹i³. 
JHN.18.6	I² con³ma²a⁴juah⁴ Jesús: “Jnia⁴pa² a³hain⁴”, jon³ ŋah³ a³hain⁴ tionh² ta⁴coh⁵cah³², a⁴cangh³i³ húa³⁴. 
JHN.18.7	I² jon³ a⁴ŋang⁴ Jesús liah⁴ i⁴seg³⁴:
JHN.18.7	―¿Hain³ hnah⁵ˉ³ tionh²ˉ³?
JHN.18.7	I² jon³ a⁴juah⁴i³ tionh²:
JHN.18.7	―Jesús a³sian³ jeu³ Nazaret pa² hniah⁵ jnie³².
JHN.18.8	I² jon³ a⁴ŋangh³ Jesús:
JHN.18.8	―Ma³a⁴jeu³⁴ˉ⁴ hnei³ tionh²ˉ³ i⁴jnia⁴pa² a³hain⁴. Juah⁴ne³ hnoh⁵ˉ³ jnia⁴, cúa² hnei³ jeu³ i⁴chianh³ a³ne³ tionh².
JHN.18.9	A⁴leg³⁴ la⁴ne³ canh⁴a² li⁴tei⁴³ jau²³ i⁴ma³a⁴hleh⁴ Jesús i⁴juah⁴i³: “Hnei³ Neih³ˉ⁴, la⁴conh⁴ a³a⁴cúanh³²ˉ³ ne³ i²con²³ˉ⁵, i¹jan³ sa⁴ua⁵hain⁴.” 
JHN.18.10	I² Si²úan¹ Pe³² ne⁵, ma²quian³i³ con³ a²ñi²tag⁴, jon³ a⁴tyi³i³, a⁴júanh¹i³ jan³ a³sain³ Malco, a³cúa²³ cúa³tag³² i²con²³ jeu³² m³chie³ tyein², a⁴queih³i³ ta³ra³cua¹i³ jo³² ta⁵chie³⁴. 
JHN.18.11	I² jon³ a⁴juah⁴ Jesús, a⁴sagh⁴³i³ Pe³²:
JHN.18.11	―Tienh³ hnei³ a²ñi²tag⁴ quianh³ a²lo³. ¿O⁴ a⁵sia³ lainh⁴ˉ³ i⁴hniah³ can¹ˉ⁴ ma²eu⁴³ pain⁴ liah⁴ heih⁴³ a⁴tonh³ Neih³ˉ⁴?
JHN.18.12	I² jon³ ne⁵, co⁴hna³ a²hlie⁴ hain⁴ liah⁴ma³jian²³ jeu³², jian³ po³li³sei¹ quian¹ judío a³hie³ cuah³júah², a⁴sanh³i³ Jesús, a⁴hñi³⁴i³. 
JHN.18.13	I² jon³ ni²jan³i³ ñeih³² co⁴ra⁴lie⁵ ta⁵nei² Anás, quie¹ a³hain⁴ lang⁴³ a³don⁵ a⁵jmai³ Caifás, a³hain⁴ a³lang⁴³ jeu³² m³chie³ tyein² ñi³ jon³. 
JHN.18.14	I² Caifás hain⁴ a⁴cúa⁴i³ co³hei²tsei³ i²con²³ judío tionh² liah⁴ma²jia⁴³ i⁴juah⁴i³ i⁴eu⁴³ re³ i⁴jaun⁴ jan³ chie³ nei² quieh¹ la⁴jang³⁴ a³jeu³.
JHN.18.15	I² jon³ ua⁵han² Si²úan¹ Pe³² coh⁵cah³² Jesús jian²³ i²jan³ chie³ quian¹ Jesús. I² a³i²jan³ hain⁴ ne⁵, cu²³ jeu³² m³chie³ quieh¹i³, i² jon³ a⁴han⁵i³ jian²³ Jesús je¹sieh³² coh⁵hnei³² jauh³² quieh¹ jeu³² m³chie³ tyein². 
JHN.18.16	I² Pe³² ne⁵, a⁴jian⁴i³ o²hnei³² jneng²³. I² jon³ ua⁵hag⁴³ chie³ quian¹ Jesús hain⁴ a³cm²³ jeu³² m³chie³, ni²hlenh³²i³ a³m⁴ a³hie³ o²hnei³² i⁴ni²saih¹i³ i⁴si⁵hei⁴ Pe³². 
JHN.18.17	I² jon³ a⁴juah⁴ a³m⁴ a³hie³ o²hnei³² hain⁴, a⁴sagh⁴³i³ Pe³²:
JHN.18.17	―¿O⁴ a⁵hei⁴³ hnei³ langh⁴³ jan³ chie³ quian¹ a³ñih³ jno³, liah²?
JHN.18.17	I² jon³ a⁴juah⁴ Pe³²:
JHN.18.17	―A⁵sia³ lang⁴³ˉ⁴.
JHN.18.18	Jian³ ta² cuh⁴ ma²jon³, i⁴jon³ a⁴tya⁴ a³cúa²³ cúa³tag³² hain⁴ tionh² o¹jyi³ jian²³ po³li³sei¹, i² jon³ ti²ma³húan⁴i³ tionh² hloh³² jyi³ jon³. Jian³ Pe³² liah⁴ si²sainh⁴³i³ jen² a³hain⁴ si²ma³húan⁴i³.
JHN.18.19	I² jon³ a⁴ŋang⁴ jeu³² m³chie³ i²con²³ Jesús nei² quieh¹ chie³ quian¹i³ jian³ nei² quieh¹ jau²³ i⁴he²³i³. 
JHN.18.20	Jon³ a⁴ŋangh³ Jesús:
JHN.18.20	―Ma³a⁴hleh³ˉ⁴ ni¹jia⁵ ta⁵nei² la⁴jang³⁴; quie¹ la⁴jeg³⁴ nie⁴³ a⁴he³⁴ˉ⁴ cuah³júah² jian³ la⁴jeg³⁴ cuah³ peih¹ liah⁴ i²ŋangh³ la⁴jang³⁴ judío; i¹conh⁴ sa⁴a⁴hleh³ˉ⁴ ta⁵ni²hma². 
JHN.18.21	¿I² e⁴le³⁴ ŋangh⁵ˉ³ jnia⁴ ne⁵? Ŋangh³² hnei³ la⁴jang³⁴ a³a⁴nau⁴ tionh² henh⁴ jau²³ i⁴a⁴hleh³ˉ⁴. I² hei⁴i³ tionh² ñi³ re³ henh⁴ jon³ i⁴a⁴hleh³ˉ⁴.
JHN.18.22	I² con³ma²a⁴hleh⁴ Jesús jau²³ jon³, con³ a⁴la³ a⁴quein⁴ jan³ po³li³sei¹ quian¹ cuah³júah² ma³nei²i³, a³ma²si²sainh⁴³ i²jon³, juah⁴i³:
JHN.18.22	―¿O⁴ la⁴la³ jainh²ˉ³ jau²³ i²con²³ jeu³² m³chie³?
JHN.18.23	I² jon³ a⁴ŋangh³ Jesús:
JHN.18.23	―Juah⁴ne³ a⁴hleh³ˉ⁴ jau²hlagh³², juah¹ hnei³ henh⁴ jon³; i² juah⁴ne³ a⁴hleh³ˉ⁴ jau²³ tsei²³ ne⁵, ¿e⁴le³⁴ nei³⁴ˉ⁴ a⁴queinh²ˉ³?
JHN.18.24	I² jon³ a⁴sai⁴ Anás ya¹hñi⁴³i³ i²con²³ Caifás a³lang⁴³ jeu³² m³chie³.
JHN.18.25	I² jon³ ne⁵, ta¹la⁴ si²ma³húan⁴ Pe³² hloh³² jyi³ jon³, i² jon³ a⁴sagh⁴³i³ tionh²:
JHN.18.25	―¿O⁴ a⁵hei⁴³ hnei³ langh⁴³ jan³ chie³ quian¹i³, liah²?
JHN.18.25	I² hei⁴i³ ne⁵, a⁴jlian³⁴i³, a⁴juah⁴i³:
JHN.18.25	―A⁵sia³ lang⁴³ˉ⁴.
JHN.18.26	Conh⁴liah⁴ a⁴ŋang⁴ i²jan³ a³cúa²³ cúa³tag³² i²con²³ jeu³² m³chie³, a³hain⁴ a³tei⁴³ jau²³ quian¹ a³a⁴queih³ Pe³² ta³ra³cua¹ hain⁴, a⁴juah⁴i³:
JHN.18.26	―¿Sa¹ chie⁴³ a⁴jen³²ˉ⁴ hnei³ je¹ a²hma³ jon³ jianh²ˉ³ a³jno³, liah²?
JHN.18.27	Jon³ a⁴jlian³⁴ Pe³² liah⁴ i⁴seg³⁴, i² liah⁴ma²jon³ a⁴hoh⁵ jan³ a¹hyie²³.
JHN.18.28	Jon³ a⁴tyein³i³ Jesús jauh³² quieh¹ Caifás, ua⁵jan³i³ jauh³²tyie³ quieh¹ si²mah⁴ tyein², ma³hei¹ ta⁵jnia³; i² hei⁴i³ tionh², a⁵sia³ a⁴han⁵i³ jauh³²tyie³ canh⁴a² sa⁴lei⁴ heinh⁵i³, quie¹ canh⁴a² la⁴ne³ li⁴queuh⁴³i³ ma³⁴ quieh¹ jm² i⁴a⁴lon⁴ a³jeu³ Israel húa³⁴ Egipto. 
JHN.18.29	I² jon³ ua⁵hag⁴³ si²mah⁴ tyein² Pilato ua⁵hlenh³²i³ a³hain⁴ tionh², a⁴sagh⁴³i³:
JHN.18.29	―¿Hain³ chie³² hnangh⁵ hnei³ a³ñih³ la³ tionh²ˉ³?
JHN.18.30	I² jon³ a⁴ŋangh³i³ tionh², a⁴juah⁴i³:
JHN.18.30	―Juah⁴ne³ sa⁴ma²lang⁴³ a³ne³ jan³ a³ren³ chie³², a⁵sia³ ma²cúanh³²i³ jnie³² i²conh²ˉ³.
JHN.18.31	I² jon³ a⁴juah⁴ Pilato:
JHN.18.31	―Te⁴³i³ hnei³ tionh²ˉ³, ua⁴quian³ hnei³ jau²chie⁴³ i²con²³i³ con⁴juah⁴ lai²³ quianh³ˉ³.
JHN.18.31	I² jon³ a⁴juah⁴ judío tionh²:
JHN.18.31	―Sa⁴ra³cúa²³ i²con²³ jnie³² i⁴jŋangh¹ jnie³² chie³ i¹jan³, quie¹ lang⁴³ jnie³² chie³ judío.
JHN.18.32	I² la⁴ne³ li⁴tei⁴³ jau²³ i⁴a⁴hleh⁴ Jesús liah⁴ma²jia⁴³ i⁴a⁴he⁴i³ hain³liah⁴ hniah³ jaun⁴i³. 
JHN.18.33	I² jon³ a⁴hei³⁴ Pilato liah⁴ i⁴seg³⁴ jauh³²tyie³, jian³ a⁴teh³i³ Jesús, a⁴sagh⁴³i³:
JHN.18.33	―¿O⁴ hnei³ langh⁴³ Re¹ quian¹ judío tionh²?
JHN.18.34	I² jon³ a⁴ŋangh³ Jesús:
JHN.18.34	―¿O⁴ a⁴juah¹ˉ³ i⁴ne³ con⁴juah⁴ co³hei²tsei³ quianh³ˉ³ húanh⁴³ˉ³, jian³ o⁴ quie¹ i⁴a⁴sag⁴³ hnei³ a³sang²³ nei² quien⁴ˉ⁴?
JHN.18.35	I² jon³ a⁴ŋangh³ Pilato:
JHN.18.35	―¿O⁴ lainh⁴ˉ³ lang⁴³ jnia⁴ judío, heh⁵ˉ³? A³coh³²ˉ³ jian³ m³chie³ tyein² a⁴cúah³i³ hnei³ joh⁴³ cúa³⁴ jnia⁴. ¿I² henh⁴ a⁴júanh²ˉ³ ne⁵?
JHN.18.36	I² jon³ a⁴ŋangh³ Jesús:
JHN.18.36	―A⁵sia³ lang⁴³ˉ⁴ re¹ nei² m⁵cu³ la³. I² juah⁴ne³ ma²lang⁴³ˉ⁴, jon³ ma²jainh³ chie³ quian³⁴ˉ⁴ jm² tionh² i⁴sa⁴ma²cúah⁴³i³ jnia⁴ i²con²³ chie³ judío. I⁴jon³ a⁵sia³ lang⁴³ˉ⁴ re¹ cuah³²húa³⁴ la³.
JHN.18.37	I² jon³ a⁴juah⁴ Pilato liah⁴:
JHN.18.37	―¿O⁴ langh⁴³ˉ³ re¹, heh⁵ˉ³?
JHN.18.37	I² jon³ a⁴ŋangh³ Jesús:
JHN.18.37	―Hnei³pa² juah⁴ˉ³ i⁴lang⁴³ˉ⁴ re¹. Nei² ne³pa² i⁴cuan⁵ˉ⁵, ra⁵sian³⁴ˉ⁴ m⁵cu³ la³, i⁴jon³ i⁴ni³hleh³ˉ⁴ jau²³ ni²tei⁴³. La⁴jang³⁴ a³júan³ con⁴juah⁴ jau²³ ni²tei⁴³ nau³i³ jau²³ quien⁴ˉ⁴.
JHN.18.38	I² jon³ a⁴juah⁴ Pilato:
JHN.18.38	―¿Henh⁴ jon³ i⁴ni²tei⁴³?
JHN.18.38	I² con³ma²a⁴hleh⁴i³ jau²³ jon³, jon³ ua⁵hag⁴³i³ liah⁴ i⁴seg³⁴ ua⁵hlenh³²i³ judío, a⁴sagh⁴³i³:
JHN.18.38	―I¹con³ chie³² sa⁴tyieh³²ˉ⁴ quieh¹ a³ñih³ la³. 
JHN.18.39	I² hnei³ tionh²ˉ³ tangh²ˉ³ i⁴lion³²ˉ⁴ jan³ a³chion³² jm² la³, jm² i⁴a⁴lon⁴ naih⁴³sieh³ˉ³ húa³⁴ Egipto. ¿O⁴ hnoh³ˉ³ lion³²ˉ⁴ Re¹ quian¹ judío tionh²?
JHN.18.40	I² jon³ a⁴hleh⁴ la⁴jang³⁴ i⁴tia⁴ i⁴seg³⁴, a⁴juah⁴i³:
JHN.18.40	―¡A⁵sia³ lionh³²ˉ³ a³ñih³ ne³! ¡Lion³² hnei³ Barrabás pa²!
JHN.18.40	I² Barrabás hain⁴ lang⁴³ a³hang³.
JHN.19.1	I² jon³ jian³ Pilato Jesús, jian³ a⁴júan⁴i³ heih⁴³ i⁴pan³⁴i³ jeu³ a²lo³. 
JHN.19.2	Conh⁴liah⁴ a⁴júan⁴ a²hlie⁴ con³ a²sag³ i⁴leg⁴³ a²ton⁴³, a⁴tonh³i³ ma³tyi² Jesús, jian³ a⁴tanh³i³ con³ a²hmh³ sein³² cúa³. 
JHN.19.3	Jon³ a⁴sagh⁴³i³ Jesús tionh²:
JHN.19.3	―¡Ta⁵yeih³² Re¹ quian¹ judío tionh²!
JHN.19.3	Jon³ a⁴quein⁴i³ nei² Jesús liah⁴.
JHN.19.4	I² jon³ ua⁵hag⁴³ Pilato liah⁴ i⁴seg³⁴, a⁴juah⁴i³:
JHN.19.4	―Jeh³², tyein²³ˉ⁵ a³ñih³ ne³ ta⁵mah²ˉ³ tionh²ˉ³ canh⁴a² li⁴ñih¹ˉ³ i⁴sa⁴tyieh³²ˉ⁴ i¹con³ chie³² quieh¹i³.
JHN.19.5	Jon³ ua⁵hag⁴³ Jesús ya¹hei¹ a²sag³ i⁴leg⁴³ a²ton⁴³ ma³tyi²i³, jian³ i⁴hein²i³ a²hmh³ sein³² liah⁴. I² jon³ a⁴juah⁴ Pilato i²con²³ a³jeu³:
JHN.19.5	―¡Jeh³² i²la³ si²sainh⁴³ a³ñih³ hain⁴!
JHN.19.6	I² con³ma²a⁴je³ la⁴jang³⁴ m³chie³ tyein² hain⁴ quieh¹i³, jian²³ po³li³sei¹ quian¹ cuah³júah², jon³ a⁴hleh⁴i³ tia⁴ tionh², a⁴juah⁴i³:
JHN.19.6	―¡Tion⁴³ hnei³ a³ne³ crau¹! ¡Tion⁴³ hnei³ a³ne³ crau¹!
JHN.19.6	I² jon³ a⁴juah⁴ Pilato i²con²³i³ tionh²:
JHN.19.6	―Jian⁴³i³ hnei³ húanh⁴ˉ³ tionh²ˉ³, yi⁴tionh⁴³ˉ³ crau¹, quie¹ i¹con³ chie³² sa⁴tyieh³²ˉ⁴ quieh¹i³.
JHN.19.7	I² jon³ a⁴ŋangh³ judío tionh²:
JHN.19.7	―Sia³ con³ lai²³ quian⁴ jnie³², i² con⁴juah⁴ lai²³ jon³ hniah³ jaun⁴i³, quie¹ júan³i³ lang⁴³i³ A³jon⁴³ Jon⁴dai¹.
JHN.19.8	I² con³ma²a⁴nau⁴ Pilato jau²³ i⁴a⁴juah⁴i³ jon³, tsei³⁴sa² ra⁵coh⁴³ tsei⁴³i³. 
JHN.19.9	Jon³ a⁴hei³⁴i³ jauh³²tyie³ liah⁴ i⁴seg³⁴, jon³ a⁴sagh⁴³i³ Jesús:
JHN.19.9	―¿Jainh¹ sianh³ hnei³ ne⁵?
JHN.19.9	I² Jesús ne⁵, i¹con³ sa⁴a⁴ŋangh³i³.
JHN.19.10	I² jon³ a⁴juah⁴ Pilato:
JHN.19.10	―¿E⁴le³⁴ jau²³ sa⁴jainh⁴ˉ³ i²con²³ jnia⁴? ¿O⁴ sa⁴ñih¹ˉ³ i⁴quian³²ˉ⁴ heih⁴³ i⁴li⁴tion²³ˉ⁵ hnei³ crau¹, jian³ quian³²ˉ⁴ heih⁴³ i⁴li⁴lion³²ˉ⁴ hnei³ liah⁴?
JHN.19.11	I² jon³ a⁴ŋangh³ Jesús:
JHN.19.11	―I¹con³ heih⁴³ sa⁴ma²quianh²ˉ³ i²con²³ jnia⁴, a¹juah⁴ne³ sa⁴ma²a⁴cúa⁴ A³cua⁴³ ñi⁴jeu⁵; i² jon³ ne⁵, eu⁴³a² pain⁴ chie³² quieh¹ a³a⁴cúah³ jnia⁴ i²conh²ˉ³ la⁴conh⁴a² hnei³.
JHN.19.12	I² liah⁴ma²jon³ ma²hnoh³ Pilato hain³liah⁴ li⁴lion⁴i³; i² judío tionh² ti²hleh²i³ tia⁴, juah⁴i³:
JHN.19.12	―¡Juah⁴ne³ lionh³²ˉ³ a³ne³, a⁵sia³ langh⁴³ˉ³ a³ñi³reunh¹ gobierno romano! ¡Quie¹ la⁴jang³⁴ a³júan³ lang⁴³ re¹, ua³tsain³²i³ gobierno!
JHN.19.13	I² Pilato ne⁵, con³ma²a⁴nau⁴i³ jau²³ jon³, jon³ a⁴tyein³i³ Jesús, jian³ a⁴cua⁴i³ i²can²³i³ jau²chie⁴³, i²sain³ Gabata jau²³ hebreo, i⁴ra³juah⁴: I²leg⁴³ Piso Leg⁴³ A²caun². 
JHN.19.14	Jian³ ma³a⁴teg⁴ la⁴conh⁴ i⁵hyie³ hlo⁴ jm² i⁴a⁴lon⁴ a³jeu³ Israel húa³⁴ Egipto. I² jon³ a⁴juah⁴ Pilato i²con²³ judío liah⁴:
