MAT.1.1	'E 'akapapa'anga nō te 'ui tupuna o Iēsū Mesia, 'e tamaiti nā Dāvida, 'e tamaiti nā Āberahāma.
ROM.3.8	'E a'a i kore ei i tika kia karanga atu ē, “Ka rave tātou i te kino kia tupu mai te meitaki,” mei a mātou i 'akakino'ia mai e tēta'i pae tei 'akakite mai ē, nā mātou i tuatua atu i tēia mea tikāi? Kua tau meitaki rātou kia 'akavā'ia.
ROM.3.9	'E a'a i reira? 'E meitaki atu āina tātou? Kāre rava ia! Kua 'aka'apa takere'ia ana 'oki tātou, nō te mea, kua 'āiteite te Ngāti Iūda ē te Eleni i te no'o kātoatoa'anga i raro ake i te mana o te 'ara, 
ROM.3.10	mei tei tātā'ia ra 'oki ē,
ROM.3.10	“Kāre rava 'e tangata tuatua tika, kāre e 'okota'i iti ake,
ROM.3.11	kāre rava 'e tangata i nakiro,
ROM.3.11	kāre rava 'e tangata i kimi mārie i te Atua.
ROM.3.12	Kua 'ope rava i te 'aere kē,
ROM.3.12	ē kua pu'apingakore 'oki rātou rava rāi;
ROM.3.12	kāre rava 'e tangata i rave i te meitaki, kāre e 'okota'i iti ake.
ROM.3.13	ē nā tō rātou arero e pikipikika'a mai.
ROM.3.13	Tei runga te kavangū vīpera i tō rātou ngutu.
ROM.3.16	ko te mate ē te mamae ma'ata tei tō rātou au 'aerenga,
ROM.3.17	ē te mataara o te 'au ra, kāre rātou i kite.
ROM.3.19	Kua kite 'oki tātou ē, ko te au mea rava rāi tā te Ture e tuatua maira, tē tuatua maira ia ki te aronga i raro ake i te Ture ra, kia tāpiri'ia te au va'a rava rāi, ē kia riro mai tō te ao kātoatoa nei ki raro ake i te 'akavā'anga a te Atua. 
ROM.3.20	Nō te mea, kāre rava tēta'i 'ua atu e 'akatikatika'ia ki mua i te aroaro o te Atua, nō tei rave aia i tā te Ture ra; nō te Ture 'oki i nakiro ei tātou i te 'ara.
ROM.3.23	Kua 'ara pou roa 'oki te kātoatoa ē kua ngere i te kakā o te Atua, 
ROM.3.24	ē kua 'akatikatika 'ua'ia mai e tōna aro'a 'ua nā roto mai i te rāvenga ora a te Mesia ra i a Iēsū. 
ROM.3.25+ROM.3.26	Kua tuku mai te Atua i aia 'ei tārangā'ara nā roto i tō rātou 'irinaki'anga i tōna toto. Kua rave aia i tēia 'ei 'akaāri mai i tāna tuatua tika, nō te mea, nō tōna 'akakoromaki, kāre te Atua i 'akautunga atu i te au 'ara i rave'ia i muatangāna ra. Ē kua rave katoa aia i tēia 'ei 'akaāri mai i tāna tuatua tika i tēia tuātau nei, nā roto i tōna 'ua'orāi tū tiratiratū ē tē 'akatikatika katoa mai nei aia i te tangata rava rāi tei 'irinaki i a Iēsū ra.
ROM.3.27	Tei 'ea, i reira, tō tātou ngākau parau? Kua 'akakore'ia ia. 'E a'a rā i 'akakore'ia ai? Nō te 'ākono āina i te Ture? Kāre! Ko te 'irinaki'anga anake 'ua, ē kāre roa te 'ākono Ture i 'ōronga mai i te meitaki. 
ROM.3.28	Tē tuatua nei 'oki mātou ē, ka 'akatikatika'ia mai te tangata e te 'irinaki'anga, 'eia'a nō tāna 'ākono i te 'anga'anga a te Ture ra.
ROM.3.29	'E Atua āina te Atua nō te Ngāti Iūda anake 'ua? Kāre āina aia i te Atua nō te 'ētene katoa ra? Nō te a'a, nō te 'ētene katoa ia, 
ROM.3.30	nō te mea, 'okota'i te Atua. Ka 'akatikatika mai aia i tei peritome'ia nō te 'irinaki'anga, ē te peritomekore'ia ra nā roto i taua 'irinaki'anga rāi. 
ROM.3.31	Tē tākore nei āina mātou i reira i te Ture nā roto i te 'irinaki'anga? Kāre rava ia! E ngari, tē 'akatinamou nei rāi mātou i te Ture.
ROM.4.1	'E a'a tā mātou tuatua nō runga i a Āberahāma, tō mātou tupuna i te pae kōpapa ra? 'E a'a tāna i kite? 
ROM.4.2	Nāringa ē i 'akatikatika'ia a Āberahāma nō tāna 'ua'orāi au 'anga'anga anake ra, 'e tumu rāi tōna i reira kia ngākau parau aia, kāre rā i pērā i mua i te Atua. 
ROM.4.3	Tē 'akapē'ea mai rā 'oki te tuatua i tātā'ia ra? “Kua 'irinaki a Āberahāma i te Atua, ē nō reira kua 'āriki te Atua i aia 'ei tangata tuatua tika.” 
ROM.4.4	Kāre te tūtaki i te tangata rave 'anga'anga e karanga'ia ē 'e mea aro'a 'ua, 'e mea 'oko rā. 
ROM.4.5	Ko te tangata rā kāre e rave i te 'anga'anga, tē 'irinaki ra i aia tei 'akatikatika mai i te tangata 'ākonokore Atua, ka 'āriki'ia mai aia 'ei tangata tuatua tika nō tōna 'irinaki'anga. 
ROM.4.6	Kua 'akakite katoa mai a Dāvida i te reira i te 'akameitaki'anga o te tangata tā te Atua i 'āriki mai 'ei tangata tuatua tika, noa atu ē kāre 'e 'anga'anga ra:
ROM.4.7	ē tō tei tāpoki'ia tā rātou au 'ara.
ROM.4.8	'E ao tō te tangata tei kore tāna 'ara i 'akama'ara'ia mai e te 'Atu.”
ROM.4.9	Nō te aronga peritome'ia anake 'ua āina tēia 'akameitaki'anga, mē nō te aronga peritomekore'ia katoa āina? Tē karanga nei mātou ē, kua 'āriki'ia a Āberahāma 'ei tangata tuatua tika nō tōna 'irinaki'anga. 
ROM.4.10	I 'akapē'ea tēia i tupu ei? I tōna tū peritome'ia āina, mē i tōna tū peritomekore'ia āina? Kāre i tōna peritome'anga'ia, i mua ake rā i tōna peritome'anga'ia. 
ROM.4.11	Kua 'āriki 'oki aia i te 'akairo o te peritome 'ei 'akapāpū'anga ē, kua 'akariro'ia aia 'ei tangata tuatua tika nō tōna 'irinaki'anga i mua ake i tōna peritome'anga'ia. I 'akapērā i riro mai ei aia 'ei metua nō te aronga 'irinaki kātoatoa, ē i 'akariro katoa'ia ai rātou 'ei aronga tuatua tika, noa atu ē kāre rātou i peritome'ia. 
ROM.4.12	Kua riro katoa a Āberahāma 'ei metua nō te aronga peritome'ia, kāre anake 'ua rā ē nō te peritome'anga, nō te mea katoa rā ē, kua āru rātou i te rua tapuae o te 'irinaki'anga o tō mātou tupuna ra ko Āberahāma i mua ake i tōna peritome'anga'ia.
ROM.4.14	Nāringa 'oki rātou i riro 'ei 'atu nō te ao nei, nō te mea kua 'ākono rātou i te Ture, kāre 'e 'āite'anga i reira o te 'irinaki'anga, ē kua riro te papa'u'anga 'ei mea pu'apingakore. 
ROM.4.15	Ko te Ture 'oki te tumu o te riri o te Atua; mē kāre rā 'e ture, kāre katoa ia 'e 'a'ati'anga i te ture.
ROM.4.17	mei tei tātā'ia ra ē, “Kua 'akariro au i a koe 'ei metua nō te au 'iti tangata 'e mānganui.” Kua 'irinaki 'oki a Āberahāma i te Atua tei 'ōronga mai i te ora ki tei mate ra, ē tei karanga i te au mea kāre i vai ake, mei te mea ra ē, tē vai 'ua nei. 
ROM.4.18	Ko Āberahāma 'oki tei 'irinaki ē, ka riro aia 'ei metua nō te au 'iti tangata 'e mānganui mei tei 'akakite'ia mai ē, “'e mānganui tō'ou na 'uānga mei te au 'ētū rāi.” Kua tatari aia, noa atu ē kāre 'e tumu toe nō te tatari'anga. 
ROM.4.19	Kua kite 'oki aia ē, tē parukā 'ua nei tōna 'ua'orāi kōpapa; kua vaitata 'oki ōna mata'iti ki te ta'i 'ānere. Ē kua kite katoa aia ē, kua pā te kōpū o Sara. Kāre rā tōna 'irinaki'anga i paruparu. 
ROM.4.20	Kāre tēta'i 'ua atu 'irinakikore i tei papa'u'ia mai e te Atua i 'akatūrori mai i aia, kua 'akamāro'iro'i'ia rā aia e tōna 'irinaki'anga ma te 'akakakā i te Atua. 
ROM.4.21	Kua pāpū tikāi 'oki i aia ē, ka tika rāi i te Atua kia 'akatupu i tei papa'u'ia maira. 
ROM.4.22	Nō reira 'oki “i 'āriki'ia ai aia 'ei tangata tuatua tika.”
ROM.4.23	Kāre rā nōna anake 'ua i tātā'ia ai ē, “kua 'āriki'ia aia 'ei tangata tuatua tika,” 
ROM.4.24	nō tātou katoa rā te ka 'āriki'ia mai, nō te mea, tē 'irinaki nei tātou i aia ko tei 'akatū i tō tātou 'Atu ra i a Iēsū mei te mate maira, 
ROM.4.25	tei tukuna'ia mai kia mate aia nō tā tātou au 'ara, ē kua 'akatū'ia kia 'akatikatika'ia mai tātou nei.
ROM.5.1	Nō reira, nō te mea ē kua 'akatika'ia tātou nā roto i te 'akarongo, 'e 'au tō tātou i te Atua ra nā roto i tō tātou 'Atu i a Iēsū Mesia ra. 
ROM.5.2	Nōna 'oki tātou i ō atu ei ki tēianei aro'a 'ua i no'o'ia e tātou nei. Ē tē rekareka nei tātou i roto i te tatari'anga atu i te kakā o te Atua. 
ROM.5.3	Kāre rā ē nō te reira anake 'ua, tē rekareka katoa nei rāi tātou i roto i te au tūmatetenga i te kite'anga ē, nā te tūmatetenga e 'akatupu i te 'akakoromaki, 
ROM.5.4	ē nā te 'akakoromaki e 'akatupu i te tūranga māro'iro'i, ē nā te tūranga māro'iro'i e 'akatupu i te tatari'anga. 
ROM.5.5	Kāre 'oki te tatari e tā'akamā mai i a tātou, nō te mea, kua riringi'ia mai te aro'a o te Atua ki roto i tō tātou au ngākau nā roto i te Vaerua Tapu tei 'ōronga'ia mai ki a tātou nei.
ROM.5.6	I tō tātou nei 'oki vai paruparu'anga ra, i mate ei te Mesia i te tuātau tika ra nō te aronga 'ākonokore Atua. 
ROM.5.7	'E mea ngatā tikāi i tēta'i kia mate aia nō tēta'i tangata 'ākono ture, pēnei ake rā, tē vai te'ate'amamao ra tēta'i tangata i te mate nō tēta'i tangata meitaki tikāi. 
ROM.5.8	Inārā, kua 'akaāri mai te Atua i tōna aro'a ki a tātou nei i te mea ē, tē vai tangata 'ara 'ua nei rāi tātou, i mate ei te Mesia nō tātou nei.
ROM.5.9	Mē kua 'akatikatika'ia mai tātou i tēianei i roto i tōna toto, 'e ma'ata 'ua atu te tumu ka 'akaora'ia ai tātou e ia mei te riri mai o te Atua ra. 
ROM.5.10	Mē kua 'aka'ongi'ia tātou ki te Atua nā roto i te matenga o tāna Tamaiti i tō tātou no'o 'enemi'anga, 'e ma'ata 'ua atu rāi te tumu ka 'akaora'ia ai tātou e tōna ora, nō te mea, kua 'aka'ongi'ia tātou. 
ROM.5.11	Kāre rā ē ko te reira anake 'ua, tē rekareka katoa nei rā tātou i roto i te Atua, nā roto i tō tātou 'Atu i a Iēsū Mesia ra, nōna i rauka ai i a tātou i tēianei taua 'aka'ongi'anga ra.
ROM.5.13	I vai ana 'oki te 'ara i te ao nei i mua ake ka 'ōronga'ia mai ei te Ture. Kāre rā te 'ara i 'akariro'ia 'ei 'ara tikāi, nō te mea, kāre 'oki 'e ture. 
ROM.5.14	I mana 'oki te mate mei a Ādamu mai rāi e tae roa mai ki a Mōse nō runga katoa i te aronga kāre i 'ara i te kaurarokore i tēta'i 'akaue'anga takakē mei a Ādamu ra.
ROM.5.14	'E tūtū 'oki a Ādamu nō te ka tae mai. 
ROM.5.15	Kāre rā te tā'ongā rima a te Atua i 'āite ki te 'ara a Ādamu. I te mea 'oki ē, 'e mānganui tei mate i te 'ara a te tangata 'okota'i ra, 'e ma'ata 'ua atu rāi te aro'a 'ua o te Atua ē te tā'ongā rima tei tae mai ki te tangata rava rāi 'e mānganui nā roto mai i te aro'a 'ua o taua tangata 'okota'i ra, ko Iēsū Mesia. 
ROM.5.16	Kāre 'oki te tā'ongā rima i 'āite ki te kino i 'akatupu'ia e te 'ara a te tangata 'okota'i ra: nā te 'akavā'anga i muri ake i te 'ara 'okota'i i 'akatupu ei i te 'akautunga'anga, kāreka te tā'ongā rima i muri ake i te au 'ara 'e mānganui, nāna i 'akatupu i te 'akatikatika'anga. 
ROM.5.17	Mei te mea ē, nā te 'ara a te tangata 'okota'i ra i mana ai te mate nō taua tangata 'okota'i ra, 'e ma'ata 'ua atu rāi te aronga te ka 'āriki i te aro'a tūmatatini ē te tā'ongā rima o te tuatua tika, ē 'e mana tō rātou i te ora'anga nei nō tēta'i tangata 'okota'i ra, ko Iēsū Mesia.
ROM.5.18	Ē tēianei, mei te tangata rava rāi i taea e te utunga nō te 'ara a te tangata 'okota'i ra, i pērā katoa 'oki te tangata rava rāi i te 'āriki'anga'ia 'ei aronga tuatua tika nō te 'akatikatika'anga o tēta'i tangata 'okota'i ra kia ora rātou. 
ROM.5.19	Nō te 'ākonokore o te tangata 'okota'i ra, 'e mānganui tei 'akariro'ia 'ei aronga 'ara, pērā katoa 'oki nō te 'ākono o te tangata 'okota'i ra, 'e mānganui te ka 'akariro'ia 'ei aronga tuatua tika.
ROM.5.20	I 'akaō maira 'oki te Ture kia ma'ata atu te 'ara; i te ngā'i rā i ma'ata ai te 'ara ra, kua tūmatatini 'ua mai rāi te aro'a 'ua i reira. 
ROM.5.21	Mei te 'ara 'oki i mana nā roto mai i te mate, ka pērā katoa 'oki te aro'a 'ua e mana ai nō tō tātou 'Atu ra, ko Iēsū Mesia, nā roto i te tuatua tika e tae 'ua atu ki te ora mutukore.
ROM.6.1	Ka 'akapē'ea nei rā 'oki tātou? Ka rave tāmou 'ua atu rāi tātou i te 'ara kia ma'ata 'ua mai te aro'a 'ua o te Atua? 
ROM.6.2	Auraka rava ia! Kua mate 'oki tātou nei i te 'ara, e 'akapē'ea tātou e ora tāmou 'ua atu ei i roto i te reira? 
ROM.6.3	Kāre āinei kōtou i mārama ake ē, ko tātou kātoatoa i bāpetīto'ia i roto i te Mesia ra i a Iēsū, kua bāpetīto'ia tātou i roto i tōna mate? 
ROM.6.4	I tēianei, kua tanumia tātou ma ia katoa ki roto i te mate nā roto i tō tātou bāpetīto'anga'ia ra; ē mei te Mesia i 'akatū'ia mei te mate maira e te mana kakā o te Metua, kia pērā katoa rāi tātou i te 'ā'āere'anga i roto i te ora'anga 'ōu.
ROM.6.5	Mei te mea ē, kua kāpiti'ia tātou ki aia i roto i tōna matenga, e kāpiti katoa'ia rāi tātou ki roto i tōna tū'aka'ou'anga. 
ROM.6.6	Kua kite 'oki tātou ē, kua 'akasātauro'ia tō tātou tūranga ta'ito ma ia katoa 'oki, kia 'akaparukā rava'ia te kōpapa o te 'ara, kia kore rava tātou e tāvini 'aka'ou atu i te 'ara, 
ROM.6.7	nō te mea, ko te tangata i mate ra, kua tatara'ia mai aia mei roto mai i te mana o te 'ara.
ROM.6.8	Inā, mē kua mate tātou ma te Mesia katoa, tē 'irinaki nei tātou ē, ka ora tātou ma ia katoa. 
ROM.6.9	Kua kite 'oki tātou ē, i 'akatū'ia te Mesia mei te mate maira, ē kāre ia e mate 'aka'ou, kāre 'oki te mate e mana 'aka'ou ki runga i aia. 
ROM.6.10	Nō te mea 'oki ē, ko te Mesia i mate ra, i mate 'okota'i 'ua mate'anga kia kore e mana 'aka'ou te 'ara. Tē ora nei rā aia, ē tē ora nei nō te Atua ra. 
ROM.6.11	Kia pērā katoa kōtou i te manako'anga i a kōtou 'ua'orāi ē, kua mate kōtou i te 'ara, kua ora rā i te Atua i roto i te Mesia ra i a Iēsū.
ROM.6.12	Ē nō reira, auraka e 'akatika i te 'ara 'ei 'aka'aere i tō kōtou kōpapa mate 'ua nei, ko te 'āriki ā'ea 'ua kōtou i tōna tū noinoi ma'ata. 
ROM.6.13	Auraka e 'ōronga 'ua atu i tēta'i mero o tō kōtou kōpapa 'ei rave i te kino kia 'akatupu i te 'ara. E 'ōronga rā i a kōtou 'ua'orāi ki te Atua mei te aronga i mate ana ē kua ora maira, ē e 'ōronga i te au mero o tō kōtou kōpapa 'ei rave i te tuatua tika nō te Atua ra. 
ROM.6.14	Auraka rava te 'ara kia riro mai 'ei pū nō kōtou, nō te mea, kāre kōtou i 'aka'aere'ia e te Ture, i 'aka'aere'ia rā e te aro'a 'ua o te Atua.
ROM.6.15	Ka 'akapē'ea rā? Ka rave tāmou 'ua atu rāi tātou i te 'ara, nō te mea ē, kāre tātou i 'aka'aere'ia e te Ture, i 'aka'aere'ia rā e te aro'a 'ua o te Atua? Auraka rava ia! 
ROM.6.16	Kāre āinei kōtou i kite ē, mē 'ōronga atu kōtou i a kōtou 'ua'orāi 'ei au tāvini nō te kauraro atu i tēta'i tangata, 'e au tuika'a rāi i a kōtou nōna tā kōtou e kauraro ra? Mē 'e au tuika'a kōtou nō te 'ara, 'e mate te 'openga; mē 'e au tuika'a rā nō te kauraro, ko te rāvenga ia kia 'akatikatika'ia. 
ROM.6.17	Kia 'akameitaki'ia rā te Atua i te mea ē, 'e au tuika'a kōtou i mua ana nō te 'ara, kua kauraro tikāi rā kōtou i tēianei ma te ngākau katoa i te au tū 'āpi'i'anga i tukuna'ia atu ki a kōtou na. 
ROM.6.18	Kua tatara'ia kōtou mei roto mai i te 'ara, ē kua riro i'o mai nei rā kōtou 'ei au tuika'a nō te tuatua tika ra. 
ROM.6.19	Tē tuatua nei 'oki au mei tā te tangata nei rāi, nō te mea, 'e tū pōiri 'oki tō kōtou. Mei a kōtou i 'ōronga 'ua ana i a kōtou 'ua'orāi 'ei au tāvini nō te au mea mākore ē te kino ma'ata nō te rave i te 'anga'anga kikino ra, kia pērā katoa kōtou i te 'ōronga'anga i a kōtou 'ua'orāi 'ei au tāvini nō te au mea tuatua tika ra nō te rave i te au 'anga'anga tapu ra.
ROM.6.20	I tō kōtou tāvini'anga i te 'ara ra, kāre kōtou i raro ake i te tuatua tika ra. 
ROM.6.21	'E a'a tei rauka mai i a kōtou i te rave'anga i te au mea tā kōtou e 'akamā ra i tēianei? Ko te 'openga o aua mea ra, 'e mate! 
ROM.6.22	I tēianei rā, kua tatara'ia kōtou mei roto mai i te 'ara, ē kua riro i'o mai nei 'ei au tāvini nō te Atua, ē kua rauka i a kōtou te pu'apinga nō te 'anga'anga tapu ra, ē ko te ora mutukore ra 'oki te 'openga. 
ROM.6.23	'E utunga 'oki te mate nō te 'ara; kāreka te ora mutukore ra, 'e mea 'ōronga 'ua'ia mai ia e te Atua i roto i te Mesia ra ko Iēsū tō tātou 'Atu.
ROM.7.1	E te au taeake ē, i te mea tē tuatua atu nei au ki te aronga tei kite i te ture nei, kāre āinei kōtou i nakiro ē, 'e mana rāi tō te ture ki runga i te tangata i te tuātau tē ora 'ua ra aia? 
ROM.7.2	Mei tēia te tū: Ko te va'ine no'o tāne ra i tāpeka'ia aia e te ture ki tāna tāne koi ora ra aia; kia mate rā te tāne, kua matara aia i te ture tei tāpeka i aia ki tāna tāne ra. 
ROM.7.3	Nō reira, e karanga'ia aia ē, 'e va'ine 'akaturi i te piri'anga atu ki tēta'i tangata kē, mē tē ora ra tāna tāne. Kia mate rā tāna tāne, kua ti'amā aia i taua ture ra, ē kāre aia i te 'akaturi mē 'akaipoipo aia i tēta'i tane kē.
ROM.7.4	Pērā katoa kōtou, e aku au taeake ē. Mē 'ākara tātou ki te pae o te Ture, kua mate katoa kōtou nā roto i te kōpapa o te Mesia. I tēianei rā, kua piri kōtou ki aia, ko tei 'akatū'ia mei te mate maira, kia 'aka'ua tātou i te 'ua nā te Atua. 
ROM.7.5	I te tuātau 'oki tē ora ra tātou i tō tātou tū tangata 'ua nei, tē 'anga'anga ra te au 'inangaro o te 'ara i roto i tō tātou au mero nā roto i te Ture i te 'aka'ua'anga i te 'ua e mate ei ra. 
ROM.7.6	Inārā i tēianei, kua tatara'ia tātou mei te Ture mai. Mē 'ākara tātou i te au mea tei mana ana i runga i a tātou, kua mate tātou. Kua ti'amā rā tātou i te tāvini'anga ma te tū 'ōu o te Vaerua, 'eia'a ma te tū ta'ito o te tuatua a te Ture ra.
ROM.7.8	Kua rauka i'ora i te 'ara tāna rāvenga nā roto i te au 'akaue'anga ē kua 'akatupu i te au tū noinoi rava rāi ki roto i āku. I te kore'anga 'oki o te Ture ra, 'e mea mate te 'ara i reira.
ROM.7.9	I ora ana 'oki au i muatangāna ma te turekore ra. Kia tae mai rā te 'akaue'anga ra, kua ora maira te mana o te 'ara, 
ROM.7.10	ē kua mate i'ora au. Ē te 'akaue'anga ra 'oki i 'ākono'ia 'ei tumu nō te ora, i āku rā 'e tumu ia nō te mate, 
ROM.7.11	nō te mea ē, nā te 'ara tei rauka mai tāna rāvenga nā roto i te 'akaue'anga, i pikika'a mai i āku. Nā te 'ara rāi i tāmate mai i āku nā roto i taua 'akaue'anga rāi.
ROM.7.12	Ē tēianei, 'e mea tapu te Ture, ē 'e mea tapu katoa te 'akaue'anga, ē te tika ē te meitaki. 
ROM.7.13	I riro mai āina taua mea meitaki ra 'ei mate nōku? Kāre rava ia! Inārā, nā te 'ara i 'akariro i te mea meitaki 'ei mate nōku, kia kitea te tū tikāi o te 'ara. Nō reira, nā roto i te 'akaue'anga i riro mai ei te 'ara 'ei mea kino ma'ata 'ua atu rāi.
ROM.7.14	Kua kite 'oki tātou ē, 'e 'apinga vaerua te Ture. Ko au rā, 'e tangata mate 'ua au, ko tei 'akariro'ia 'ei tuika'a nō te 'ara. 
ROM.7.15	Kāre tākiri au e mārama ana ē, 'e a'a tāku e rave nei: ko tāku 'oki e 'inangaro ra, kāre au e rave ana; ko tāku rā e mākitakita ra, ko tāku ia e rave nei. 
ROM.7.16	Mē tē rave nei au i te mea kāre au e 'inangaro ana, tē 'akatika nei au ē, 'e mea meitaki te Ture. 
ROM.7.17	Nō reira, kāre ē ko au 'aka'ou tē rave ra i te reira, ko te 'ara rā e no'o i roto i āku nei. 
ROM.7.18	Kua kite 'oki au ē, kāre 'ua 'e mea meitaki e no'o i roto i āku nei, koia 'oki, i roto i tōku tū tangata 'ua nei, nō te mea, noa atu ē, tei roto i āku nei te 'inangaro nō te rave i te mea meitaki, kāre rā au i rave. 
ROM.7.19	Ko te meitaki 'oki tāku e 'inangaro ra, kāre ia au e rave ana, kāreka te kino 'inangarokore'ia e au ra, ko tāku ia e rave nei. 
ROM.7.20	Mē tē rave nei au i te mea kāre au e 'inangaro ana, kāre ē ko au 'aka'ou tē rave ra i te reira, ko te 'ara rā e no'o ra i roto i āku nei.
ROM.7.21	Nō reira, tē kite nei au i tēta'i ture i roto i āku nei: noa atu ē, tē 'inangaro nei au i te rave i te mea meitaki, ka rauka 'ua rā i āku i te rave i te mea kino. 
ROM.7.22	Tē rekareka nei 'oki au i te ture a te Atua i te 'ō'onu'anga o tōku ngākau, 
ROM.7.23	tē kite nei rā au i tēta'i ture kē i roto i āku nei i te taumārō'anga mai ki taua ture ra tāku i 'āriki i roto i tōku ngākau. Ē tē 'akariro mai nei taua ture ra i āku 'ei tuika'a nō te ture o te 'ara i roto i āku nei. 
ROM.7.24	Auē 'oki au, te tangata mate ma'ata ē! Nā 'ai au e 'akaora i tēia kōpapa mate 'ua nei? 
ROM.7.25	Nā te Atua nā roto i a Iēsū Mesia, tō tātou 'Atu! Tē 'akameitaki atu nei au i aia!
ROM.7.25	Tēia tōku tū i reira: tē 'ākono nei au i te ture a te Atua ma tōku ngākau, kāreka tōku kōpapa ra, tē 'ākono ra ia i te ture o te 'ara.
ROM.8.1	Kāre rava atura 'oki 'e 'akautunga'anga i tēianei nō te aronga tei piri ki te Mesia ra, ki a Iēsū. 
ROM.8.2	Nā te ture vaerua o te ora i roto i te Mesia ra i a Iēsū i tatara i a koe mei roto mai i te ture o te 'ara ē te mate. 
