GEN.1.1	Ba pun iya kelia,
2CH.32.5	Raja Hesekiah lalu bebendar amat gawa ngaduka kuta ti udah runtuh, lalu nirika menara ba kuta nya, lalu ngaga dinding ari luar dinding kuta nya. Nambahka nya, iya mega ngukuhka kuta ti udah digaga ba tanah tambun ba timur nengeri Jerusalem. Iya mega ngasuh orang begagaka sangkuh enggau terabai. 
2CH.32.6	Iya ngeletak pemesai soldadu nguluka semua orang ke lelaki di nengeri nya, lalu ngempuruka sida ba tengah padang di mua pintu kuta nengeri, lalu bejaku ngagai sida. Ku iya, 
2CH.32.7	“Kita enda tau enda kering sereta berani. Anang takutka raja orang Asiria, tauka bala soldadu ti diuluka iya, laban kuasa ti setanah enggau kitai besai agi ari kuasa ti setanah enggau iya. 
2CH.32.8	Iya semina bisi kuasa mensia, tang kitai bisi TUHAN Allah Taala kitai nulung kitai, lalu beperang ngarika kitai.” Orang mayuh berasai diperansang ninga jaku raja sida.
2CH.32.9	Apin tentu lama udah bekau nya, lebuh Senakerip enggau bala soldadu iya agi di Lakis, iya ngirumka pesan tu ngagai Hesekiah enggau ngagai orang Judah ti diau enggau Hesekiah di Jerusalem: 
2CH.32.10	“Aku, Senakerip, Raja Besai menua Asiria nanyaka utai ti ngasuh kita kempang ati mengkang di Jerusalem dikelulung kami baka tu. 
2CH.32.11	Hesekiah madahka ngagai kita, TUHAN Allah Taala kita deka ngelepaska kita ari jari kami, tang Hesekiah nipu kita, lalu iya deka nejuka kita mati keberuran enggau aus. 
2CH.32.12	Iya empu ti udah ngerusak semua endur alai nyembah TUHAN, enggau semua alta, lalu udah nya ngasuh orang Judah enggau orang Jerusalem nyembah sereta nunu menyan ba siti aja alta. 
2CH.32.13	Kati kita enda nemu utai ti udah dikereja aki ini aku, enggau utai ti udah dikereja aku empu ngagai orang bansa bukai? Kati petara orang bansa bukai udah kala ngelepaska bansa sida ari raja menua Asiria? 
2CH.32.14	Kemaya bala petara orang menua bukai bisi udah kala ngelepaska menua sida ari jari aku? Nya alai, nama utai ti ngasuh kita ngumbai petara kita deka ngelepaska kita ari jari aku? 
2CH.32.15	Nya alai anang nejuka Hesekiah nipu kita, tauka nesatka runding kita baka nya, lalu anang arapka iya, laban nadai petara orang bansa bukai udah ulih ngelepaska nembiak iya ari jari raja menua Asiria. Nya alai, petara kita tetap enda ulih ngelepaska kita ari jari aku!”
2CH.32.16	Bala pemesai orang Asiria mega nyebut utai ti jai agi ari nya pasal TUHAN Allah Taala enggau pasal Hesekiah ti nyadi nembiak TUHAN. 
2CH.32.17	Raja besai menua Asiria mega nulis surat kena iya ngeleseka TUHAN Allah Taala ke disembah orang Israel, lalu bejaku ngelaban Iya. Ku iya, “Baka bala petara orang bansa bukai ke nadai udah kala ngelepaska bala nembiak sida ari jari aku, baka nya meh Allah Taala ti dikarapka Hesekiah, enda ulih ngelepaska bala nembiak Iya ari jari aku.” 
2CH.32.18	Bala pemesai orang Asiria lalu rauh-rauh nyebut utai nya dalam Hebrew kena sida ngemba sereta ngelemika semengat orang Jerusalem ke ba kuta nengeri, ngambika nengeri nya mudah agi alah. 
2CH.32.19	Sida bejakuka pasal Allah Taala nengeri Jerusalem baka ke bejakuka pasal petara orang bansa bukai, engkeramba ti digaga jari mensia.
2CH.32.20	Udah nya Raja Hesekiah enggau nabi Isaiah anak Amos lalu besampi ngagai Allah Taala, lalu nyabak minta tulung Iya. 
2CH.32.21	TUHAN lalu ngirumka siku melikat. Melikat nya lalu munuh bala soldadu enggau pemesai soldadu orang Asiria. Raja besai orang Asiria lalu pulai ngagai menua iya empu mai ati ti malu. Lebuh iya tama ngagai rumah sembiang petara iya, sekeda bala anak lelaki iya munuh iya ngena pedang.
2CH.32.22	Nya meh jalai TUHAN ngelepaska Raja Hesekiah enggau orang Jerusalem ari jari Senakerip, raja menua Asiria, enggau ari jari semua munsuh iya. TUHAN lalu ngibun sida likun. 
2CH.32.23	Mayuh orang datai ngagai Jerusalem mai pemeri ngagai TUHAN, enggau pemeri ngagai Hesekiah. Kenyau ari nya semua bansa bebasaka Hesekiah magang.
2CH.32.24	Ba urung maya nya, Raja Hesekiah sakit, lalu nyau deka mati. Iya besampi ngagai TUHAN, lalu TUHAN nyaut iya lalu meri iya siti tanda. 
2CH.32.25	Tang Hesekiah kelalu sumbung lalu enda meri terima kasihka utai ti udah dikereja TUHAN ba iya. Ketegal nya menua Judah enggau nengeri Jerusalem kena ukum. 
2CH.32.26	Tang Hesekiah enggau orang Jerusalem ngemaruhka diri, lalu TUHAN enda nyadi ngukum orang mayuh nyentuk ngagai pemati Hesekiah.
2CH.32.27	Raja Hesekiah nyadi kaya bendar, lalu semua orang bebasaka iya. Iya ngasuh orang ngaga bilik setor alai iya nyimpan emas, pirak, batu ti berega, rempah, terabai, enggau utai bukai ti berega ti diempu iya. 
2CH.32.28	Nambahka nya, iya mega ngasuh orang ngaga bilik setor alai iya nyimpan gandum, wain, enggau minyak kana, bansal ke jelu sapi iya, enggau kandang ke jelu bedus iya. 
2CH.32.29	Kelimpah ari semua utai nya, Allah Taala mega meri iya jelu bedus enggau jelu sapi, enggau pengaya ti amat mayuh, datai ke nyau ulih nirika mayuh bengkah nengeri. 
2CH.32.30	Raja Hesekiah nya meh orang ke mempal jalai ai ba Mata Ai Gihon, lalu ngasuh ai nya rarat nengah lubang jalai ai dalam kuta nengeri Jerusalem. Hesekiah mujur magang dalam semua utai ti dikereja iya, 
2CH.32.31	lalu lebuh bala pengari perintah menua Babilon datai betanyaka utai ti nyelai ti udah nyadi di menua nya, Allah Taala nejuka Hesekiah ngereja utai nitihka peneka ati iya empu, kena Allah Taala ngabas ati Hesekiah.
2CH.32.32	Semua utai bukai ti udah dikereja Raja Hesekiah, enggau pengangkun iya ke TUHAN bisi dituliska magang dalam Genera Nabi Isaiah anak Amos enggau dalam Jerita Lama Pasal Raja Menua Judah Enggau Menua Israel 
2CH.32.33	Hesekiah mati lalu dikuburka ba sadau lumbung bala raja. Semua orang Judah enggau orang ke diau di Jerusalem balat amat masa iya lebuh pemati iya. Anak iya ke benama Manasi lalu nganti iya nyadi raja.
2CH.33.1	Umur Manasi dua belas taun lebuh iya nyadi raja menua Judah, lalu iya merintah di Jerusalem lima puluh lima taun. 
2CH.33.2	 Manasi bedosa ngelaban TUHAN laban iya nunda pengawa ti jai ti dikereja bansa orang ke udah diburu TUHAN ari menua nya lebuh bala nembiak TUHAN nyerang. 
2CH.33.3	Iya ngaduka endur alai orang kapir nyembah petara sida, ti udah dirusak apai iya Hesekiah. Iya ngaga alta alai nyembah Baal, ngaga engkeramba ke petara Aserah, sereta nyembah bintang. 
2CH.33.4	 Iya ngaga alta alai orang kapir nyembah petara sida dalam Rumah Sembiang, iya nya endur ti udah diletak TUHAN alai TUHAN Empu patut disembah belama iya. 
2CH.33.5	Iya ngaga alta kena nyembah bintang ba dua iti tengah laman Rumah Sembiang. 
2CH.33.6	Iya nyerahka bala anak lelaki iya nyadika piring tunu ba Lebak Hinom. Iya beburung, bedukun, bemanang, betanya ngagai orang ke tau tujum, enggau ngagai manang. Iya balat bedosa ngelaban TUHAN, lalu nyungkak TUHAN ringat. 
2CH.33.7	 Iya ngengkahka siti engkeramba dalam Rumah Sembiang, endur ti udah dipadahka Allah Taala ngagai David enggau ngagai anak iya Solomon munyi tu: “Di Jerusalem ditu, dalam Rumah Sembiang tu meh endur ti udah dipilih Aku, ari semua dua belas bengkah sitak menua ti diempu raban bansa orang Israel, nyadi endur alai Aku patut disembah. 
2CH.33.8	Lalu enti orang Israel deka ngasika semua pesan Aku, lalu nitihka semua Adat ti udah diberi nembiak Aku Moses ngagai sida, nya baru Aku enggai nejuka sida dibuai ari menua ti udah diberi Aku ngagai aki ini sida.” 
2CH.33.9	Manasi nguluka orang Judah lebih agi bedosa ari bansa orang ke udah diburu TUHAN ari menua nya lebuh bala nembiak TUHAN nyerang.
2CH.33.10	Taja pen TUHAN meri jaku tangkan ngagai Manasi, enggau ngagai bala nembiak iya, tang sida enggai mending. 
2CH.33.11	Nya alai TUHAN nejuka bala tuai soldadu menua Asiria nyerang menua Judah. Sida nangkap Manasi, ngaitka pengait ba iya, nanchang iya ngena rantai, lalu nabanka iya ngagai menua Babilon. 
2CH.33.12	Lebuh iya kena perinsa, iya ngemaruhka diri, nguing ngagai TUHAN Allah Taala iya, lalu minta tulung ari Iya. 
2CH.33.13	Allah Taala nerima lalu nyaut sampi Manasi, lalu ngasuh iya pulai baru ngagai Jerusalem lalu merintah baru. Tu meh utai ti ngasuh Manasi arapka TUHAN endang Allah Taala.
2CH.33.14	Udah bekau nya, Manasi ngaga kuta ti di luar ba tisi timur Nengeri David tinggi agi, berengkah ari siti endur ba lebak semak Mata Ai Gihon, nuju ke utara ngagai Pintu Ikan, enggau ngagai endur ti dikumbai Opel dalam nengeri nya. Iya mega ngeletak siku pemesai soldadu nyadi tuai soldadu dalam genap buah nengeri ti bekuta dalam menua Judah. 
2CH.33.15	Iya muai semua petara orang bansa bukai enggau engkeramba ari Rumah Sembiang, enggau alta alai orang bansa bukai besembah ba bukit ti alai Rumah Sembiang bediri, enggau ari endur bukai di Jerusalem. Iya mai semua utai nya ke luar ari nengeri nya, lalu muai sida. 
2CH.33.16	Iya mega ngaduka alta alai TUHAN ti udah disembah, lalu iya ngenjuk piring pemaik, enggau piring terima kasih ba alta nya. Iya ngasuh semua orang Judah nyembah TUHAN Allah Taala ke disembah orang Israel. 
2CH.33.17	Taja pen orang mayuh majak ngenjuk piring ba endur bukai, tang sida semina ngenjuk piring nya ngagai TUHAN siku aja.
2CH.33.18	Semua utai bukai ti udah dikereja Manasi, sampi ti disebut iya ngagai Allah Taala, enggau pesan ari bala nabi ke bejaku ngagai iya dalam nama TUHAN Allah Taala ke disembah orang Israel, bisi dituliska magang dalam Jerita Lama Pasal Raja Menua Judah Enggau Raja Menua Israel. 
2CH.33.19	Sampi raja, enggau saut Allah Taala ngagai sampi iya, enggau cherita pasal dosa iya sebedau iya nesal ati - penyai ti udah dikereja iya, endur alai orang kapir nyembah petara sida, enggau tanda petara indu Aserah ti udah digaga iya, enggau engkeramba ti udah disembah iya - bisi dituliska magang dalam Jerita Lama Pasal Bala Nabi. 
2CH.33.20	Manasi mati lalu dikuburka dalam istana, lalu anak lelaki iya ke benama Amon nganti iya nyadi raja.
2CH.33.21	Umur Amon dua puluh dua taun lebuh iya nyadi raja menua Judah, lalu iya merintah di Jerusalem dua taun. 
2CH.33.22	Iya bedosa ngelaban TUHAN baka apai iya Manasi, sereta besembahka engkeramba ti udah disembah apai iya. 
2CH.33.23	Tang iya enda ngemaruhka diri, lalu nguing ngagai TUHAN baka apai iya. Iya balat agi bedosa ari apai iya.
2CH.33.24	Bala pemesai Amon bepekat ngelaban iya, lalu sida munuh iya dalam istana. 
2CH.33.25	Orang Judah lalu munuh bala orang ke munuh Amon, lalu ngasuh anak iya ke benama Josiah nyadi raja.
2CH.34.2	Iya ngereja utai ti ngerinduka ati TUHAN. Iya neladan aki iya Raja David, terit amat ngasika semua adat Allah Taala.
2CH.34.3	Dalam taun ti kelapan Josiah udah nyadi raja, lebuh iya agi biak, iya belabuh nyembah Allah Taala aki iya Raja David. Empat taun udah bekau nya, iya belabuh ngerusak endur alai orang kapir nyembah petara sida, ngerusak tanda petara indu Aserah, enggau semua engkeramba ti bukai. 
2CH.34.4	 Nitihka atur ti diberi iya, alta alai nyembah Baal dipechahka, lalu alta ti alai nunu menyan semak alta nya dirubuh. Sida nutuk semua engkeramba Aserah, enggau semua engkeramba bukai, nyadi amau lalu udah nya naburka amau nya ba kubur orang ke udah ngenjuk piring ngagai engkeramba nya. 
2CH.34.5	 Iya nunu tulang bala imam orang kapir ba alta alai sida ke nyembah engkeramba sida. Nya meh jalai iya nuchi menua Judah enggau nengeri Jerusalem. 
2CH.34.6	Iya mega ngereja baka nya ngagai nengeri enggau endur ti udah dirusak di menua Manasi, Epraim, enggau Simeon, nyentuk ngagai Naptali di utara. 
2CH.34.7	Di serata menua ti dipegai iya di utara, iya mechahka alta enggau engkeramba Aserah, nutuk engkeramba sida nyadi amau, lalu mechahka alta ti alai sida nunu menyan. Udah nya iya pulai ngagai Jerusalem.
2CH.34.8	Dalam taun ti kelapan belas iya udah megai perintah, lebuh iya udah nuchi menua nya enggau Rumah Sembiang lalu nutup semua pengawa orang kapir ke besembahka engkeramba, Raja Josiah lalu ngasuh tiga iku orang ngaduka Rumah Sembiang Allah Taala. Sida tiga nya Sapan anak Asaliah, Maseiah ti nyadi tuan gabenor nengeri Jerusalem, enggau Joah anak Joahas, siku pemesai ti tinggi pangkat. 
2CH.34.9	Duit ti udah digumpul orang Lewi ke nyaga Rumah Sembiang lalu diserahka ngagai Imam Besai Hilkiah. (Duit nya udah digumpul ari orang Epraim enggau orang Manasi, enggau ari orang bukai ti diau di menua ti di utara, enggau ari orang ke diau di menua Judah, Benjamin enggau Jerusalem.) 
2CH.34.10	Udah nya duit nya lalu diserahka ngagai tiga iku orang ke nyadi tuai ngaduka Rumah Sembiang, ke meri duit nya ngagai 
2CH.34.11	bala tukang kayu, enggau tukang rumah kena sida bebelika batu enggau ramu kena ngaduka semua rumah ti udah ditejuka bala raja menua Judah buruk lalu enda diaduka baru ngelamatu. 
2CH.34.12	Orang ke ngereja pengawa nya endang tetap tau dikarapka. Sida iya dikemataka empat iku orang Lewi: Jahat seduai Obadiah ari raban peturun Merari, enggau Sekariah seduai Mesulam ari raban peturun Kohat. (Semua orang Lewi landik magang nebah musik.) 
2CH.34.13	Orang Lewi ti bukai megai pengawa berangkutka barang kena ngaga rumah nya, sereta ngemataka bala orang ke gawa ngereja mayuh bengkah pengawa. Lalu sida ti bukai bekereja nyadi kerani, tauka nyadi jejaga.
2CH.34.14	Lebuh duit nya benung dipansutka ari bilik setor, Hilkiah bisi tetemuka Bup Adat TUHAN, iya nya Adat ti udah diberi Allah Taala ngagai Moses. 
2CH.34.15	Ku iya bejaku enggau Sapan, “Aku bisi tetemuka Bup Adat dalam Rumah Sembiang.” Iya lalu meri bup nya ngagai Sapan. 
2CH.34.16	Sapan lalu mai bup nya ngagai raja. Ku Sapan madahka ngagai raja, “Kami udah ngereja semua utai ti diasuh nuan. 
2CH.34.17	Kami udah ngambi duit ti disimpan dalam Rumah Sembiang, lalu udah nyerahka duit nya ngagai bala orang ke gawa enggau orang ke ngemataka sida.” 
2CH.34.18	Lalu ku Sapan nambahka jaku iya, “Imam Hilkiah udah meri siti bup ngagai aku.” Sapan lalu macha bup nya di mua raja.
2CH.34.19	Lebuh raja ninga bup nya dibacha, iya lalu nyarikka gari diri. 
2CH.34.20	Udah nya raja meri atur ngagai Hilkiah, Ahikam anak Sapan, Abdon 
2CH.34.21	“Mupuk kita lalu betanya ngagai TUHAN ngarika aku enggau ngarika orang mayuh ti agi tinggal di menua Israel enggau menua Judah. Pansik semua utai pasal ajar dalam bup tu. TUHAN balat ringat ngagai kitai laban aki ini kitai enda ngasika jaku TUHAN, lalu enda ngereja utai ti patut dikereja nitihka bup tu.”
2CH.34.22	Raja lalu ngasuh Hilkiah enggau sida ti bukai mansang betanya ngagai nabi indu siku ke benama Huldah, ti diau ba Jerusalem ti baru. Indu nya bini Salum anak Tokhat, uchu Haras ti nyadi tuai ngintu baju panjai ti dikena dalam Rumah Sembiang. Sida lalu madahka ngagai indu nya utai ti udah nyadi. 
2CH.34.23	Iya lalu ngasuh sida pulai ngagai raja lalu meri 
2CH.34.24	pesan TUHAN tu ngagai iya: “Aku deka ngukum Jerusalem enggau semua orang ke diau di nengeri tu ngena sumpah ti ditulis dalam bup ti udah dibacha di mua raja. 
2CH.34.25	Sida udah nulak Aku, lalu udah ngenjuk piring ngagai petara bukai. Nya alai sida udah nyungkak Aku ringat ketegal semua utai ti udah dikereja sida. Aku ringat ngagai Jerusalem, lalu pengeringat Aku enda nemu padam. 
2CH.34.26	Nyadi pasal raja empu, tu utai ti disebut Aku, TUHAN Allah Taala ke disembah orang Israel: Nuan udah mendingka utai ti ditulis dalam bup nya, 
2CH.34.27	lalu nuan udah nesal ati sereta ngemaruhka diri di mua Aku, nyarikka gari diri sereta nyabak lebuh nuan ninga Aku deka ngukum Jerusalem enggau orang ke diau dalam nengeri tu. Aku udah ninga sampi nuan, 
2CH.34.28	lalu ukum ti deka diasuh Aku ninggang Jerusalem enda nyadi sebedau nuan mati. Aku deka nejuka nuan mati enggau selamat.”
2CH.34.28	Bala orang nya lalu pulai baru ngagai Raja Josiah, mai pesan nya.
2CH.34.29	Raja Josiah lalu mesanka semua tuai orang Judah enggau tuai di Jerusalem. 
2CH.34.30	Sida lalu mansang ngagai Rumah Sembiang, disempulang bala imam enggau orang Lewi, enggau semua orang mayuh, ke kaya enggau ke seranta. Raja lalu macha enggau nyawa ti inggar semua bup sempekat ti udah ditemu dalam Rumah Sembiang. 
2CH.34.31	Iya bediri ngimbai tiang diraja 
2CH.34.32	Iya ngasuh semua orang Benjamin enggau semua orang ke bisi di Jerusalem, besemaya deka nitihka sempekat nya. Nya alai orang di Jerusalem ngasika atur sempekat ti udah digaga sida enggau Allah Taala aki ini sida. 
2CH.34.33	Raja Josiah ngerusak semua engkeramba di menua ti diempu orang Israel. Seagi-agi iya idup, sida semampai nitihka TUHAN Allah Taala aki ini sida.
2CH.35.1	Raja Josiah ngintu pengerami Gawai Paska di Jerusalem kena ngemesaika TUHAN. Kena empat belas hari bulan ti kesatu, sida lalu nyayat jelu kena ngintu Gawai nya. 
2CH.35.2	Iya magi ngagai bala imam pengawa ti deka dikereja sida dalam Rumah Sembiang, lalu meransang sida ngereja pengawa nya. 
2CH.35.3	Iya mega meri atur tu ngagai orang Lewi ti nyadi pengajar orang Israel ti udah diserahka ngagai TUHAN: “Simpan Peti Lampang Batu Adat ti kudus nya dalam Rumah Sembiang ti udah digaga Raja Solomon anak David. Kita enda ibuh mai Peti nya ari endur siti ngagai endur siti, tang kita deka bekereja ke TUHAN Allah Taala kita enggau ke nembiak Iya orang Israel. 
2CH.35.4	 Ambi endur diri dalam Rumah Sembiang, nitihka ripih raban peturun kita, nitihka tanggungjawap ti udah diberi Raja David enggau anak iya Raja Solomon, ngagai kita, 
2CH.35.5	lalu belatur, ngambika kita seruran bisi nulung genap ruang bilik orang Israel. 
2CH.35.6	Kita deka nyayat anak domba enggau kambin Gawai Paska. Nya alai kita enda tau enda nuchi diri diatu, lalu nyendiaka piring ngambika orang Israel ti bukai ulih nitihka atur ti udah diberi TUHAN ngagai Moses.”
2CH.35.7	Raja Josiah meri tiga puluh ribu iku bedus, anak domba, enggau kambin ti agi biak, enggau tiga ribu iku sapi ti lelaki, ari raban jelu tupi iya empu ngagai orang mayuh ngambika bisi dikena sida ngintu Gawai Paska. 
2CH.35.8	Bala pemesai iya mega meri ngagai orang mayuh, ngagai bala imam, enggau ngagai orang Lewi ngambika bisi dikena sida. Lalu bala pemesai ti nyadi tuai ngemataka Rumah Sembiang - Imam Besai Hilkiah, Sekariah, enggau Jehiel - meri ngagai bala imam dua ribu enam ratus iku anak domba enggau kambin ti biak, enggau tiga ratus iku sapi ti lelaki nyadika piring lebuh Gawai nya. 
2CH.35.9	Bala tuai orang Lewi - Konaniah, Semaiah enggau menyadi iya Netanel, Hasabiah, Jeiel, enggau Josabat - meri lima ribu iku anak domba enggau kambin ti biak, enggau lima ratus iku sapi ti lelaki nyadika piring orang Lewi.
2CH.35.10	Lebuh semua utai ti dikena ngintu Gawai nya udah diatur magang, bala imam enggau orang Lewi lalu bediri ba endur diri nitihka asuh raja. 
2CH.35.11	Sida lalu nyayat anak domba ti dikena ngintu Gawai Paska nya. Sida niti kulit jelu nya, lalu bala imam mechikka darah jelu nya ngagai alta. 
2CH.35.12	Udah nya sida lalu bedua jelu nya ngagai orang mayuh, nitihka gempuru ruang bilik, nyadika piring tunu, ngambika sida tau ngenjuk piring nya nitihka atur ti disebut dalam Adat Moses. 
2CH.35.13	 Orang Lewi lalu manggang piring Gawai Paska nya ba api nitihka atur adat, lalu manduk piring ti kudus dalam periuk, kitil, enggau kali, lalu beguai-guai nyadung dagin nya ngagai orang mayuh. 
2CH.35.14	Lebuh pengawa nya udah dikereja, nya baru orang Lewi meri diri empu enggau bala imam ke ari peturun Aron, dagin laban sida imam nya udah kiruh nyentuk ngagai malam betunuka jelu ti ditunu segala, enggau betunuka lemak ari piring nya. 
2CH.35.15	 Tu nama orang Lewi ari raban peturun Asap ke nebah musik, ti udah ngambi endur diri nitihka atur ti udah diberi Raja David: Asap, Heman, enggau Jedutun ti nyadi imam raja. Orang ke nyaga pintu Rumah Sembiang enda ibuh ninggalka endur alai sida ke jaga, laban orang Lewi ti bukai nyendiaka Gawai Paska ke sida. 
