GEN.1.1	Tshimolohong, Modimo o ne o hlole mahodimo le lefatshe.
ISA.37.31	Mme masala a phonyohileng a ntlo ya Juda a tla mela metso fatshe, a bee le ditholwana hodimo. 
ISA.37.32	Hobane masala a tla tswa Jerusalema, mme ba phonyohileng ba tswe thabeng ya Sione: poulelo ya Jehova wa makgotla e tla etsa tseo.
ISA.37.33	Ka baka leo, Jehova o re bakeng sa morena wa Assiria: A ke ke a kena motseng ona, a ke ke a phosa ka motsu teng, leha e le ho tla pela teng ka thebe, leha e le ho o etsetsa tutudu. 
ISA.37.34	O tla kgutla ka yona tsela eo a tlileng ka yona: a ke ke a kena motseng ona, ho bolela Jehova. 
ISA.37.35	Hobane ke tla sireletsa motse wona, ke o pholose, ka baka la ka le la Davida, mohlanka wa ka.
ISA.37.36	Mme lengeloi la Jehova la tswa, la bolaya batho ba dikete tse lekgolo le nang le mashome a robileng meno e le mmedi a metso e mehlano diahelong tsa Baassiria. Yare ha ho tsohuwa hosasane, e be e se e le ditopo feela tse sa utlweng.
ISA.37.37	Yaba Sankeribe, morena wa Assiria, o tloha, a ikela, a kgutlela hae, a ya dula Ninive. 
ISA.37.38	Mme yare ha a se a kgumamile tempeleng ya Nisroke, modimo wa hae, Adrammeleke le Sharetsere, bara ba hae, ba mmolaya ka lerumo, ba ntoo balehela naheng ya Ararate. Yaba Esare-Haddone, mora wa hae, e ba morena tulong tsa hae.
ISA.38.1	Mehleng eo, Esekiase a kula, a batla a eshwa. Moporofeta Esaia, mora Amotse, a ya ho yena, a re: Ho itswe ke Jehova: Hleka ntlo ya hao, hobane o se o ya shwa, ha o sa tla phela.
ISA.38.2	Yaba Esekiase o retelehela leboteng, mme a ithapella ho Jehova, 
ISA.38.3	a re: Oho Jehova, hopola hle kamoo ke tsamaileng pela hao kateng, ka nnete le ka pelo yohle, ka etsa ho leng hotle mahlong a hao! Mme Esekiase a lla haholo.
ISA.38.4	Yaba lentswe la Jehova le fihla ho Esaia, la re: 
ISA.38.5	Eya o re ho Esekiase: Ho itswe ke Jehova, Modimo wa ntatao Davida: Ke utlwile thapelo ya hao, ke bone le meokgo ya hao; bona ke ya eketsa matsatsi a hao ka dilemo tse leshome le metso e mehlano. 
ISA.38.6	Ke tla o namolela, wena le motse wona, matsohong a morena wa Assiria, ke sireletse motse wona. 
ISA.38.7	Mme pontsho ho wena e tswang ho Jehova, o tle o tsebe hore Jehova o tla etsahatsa seo a se boletseng, 
ISA.38.8	bona, ke tla kgutlisetsa moriti kasanthao ka tekanyo tse leshome letlapeng la dinako la Akase, moo o seng o theohetse teng ka ketso ya letsatsi. Yaba letsatsi le kgutlela ka santhao ka tekanyo tse leshome, letlapeng la dinako la Akase, moo le neng le tsamaya teng.
ISA.38.9	Sefela sa Esekiase, morena wa Juda, sa mohla a neng a kula, mme a fodiswa bohlokong ba hae; a re: 
ISA.38.10	Ke ne ke itse: Mohla matsatsi a ka e leng a phomolo, ke moo ke tla theohela menyakong ya nqalo ya bafu, ke timellwe ke dilemo tse ka beng di setse. 
ISA.38.11	Ka ba ka re: Ha ke sa tla bona Jehova, Jehova, lefatsheng la ba utlwang; ha ke sa tla bona batho, ha ke le ho ba ahileng nqalong ya bafu. 
ISA.38.12	Motlotlwane wa ka o nkilwe, o tlositswe ho nna jwalokaha ho tloswa sebeso sa modisa; bophelo ba ka ke bo phuthile, jwaloka molohi ha a phutha lesela la hae. O ne o ya poma bophelo ba ka; ho tloha hosasa ho isa mantsiboya, o ne o tla be o nqetile. 
ISA.38.13	Ka ba ka itshwara ho isa hosasane; a roba masapo a ka jwalokaha 
ISA.38.14	Ka ba ka lla jwaloka moholodi le lefokotsane, ka bohola jwaloka leebakgorwana; mahlo a ka a kgathala ke ho lelala hodimo! Jehova, ke matswalong, o mpoloke!
ISA.38.15	Ke tla re eng? O ntshepisitse, mme o nkutlwile. Ke tla tsamaya ka boikokobetso ho isa ho feleng ha dilemo tsohle tsa ho phela ha ka, hobane bohloko ba moya wa ka bo fetile. 
ISA.38.16	Morena, motho o phela ka mehauhelo ya hao; bophelo ba moya wa ka bo dutse ho yona kaofela; o a mphodisa, mme o a mphedisa. 
ISA.38.17	Bona, mahlomola a ka a mphetohetse poloko, o ithatetse ho ntsha moya wa ka lebitleng la ho fela; hobane o lahletse dibe tsa ka kaofela kamora hao. 
ISA.38.18	Hobane nqalo ya bafu e ke ke ya o boka, lefu le ke ke la o rorisa; batho ba theohelang lebitleng ha ba sa tshepa botshepehi ba hao. 
ISA.38.19	Empa ba phelang, ba phelang, ke bona ba o bokang, jwalokaha ke etsa kajeno; ntata motho o tla phetela bana ba hae tsa botshepehi ba hao! 
ISA.38.20	Jehova o rata ho mpoloka; ka baka leo, re tla tidinya dikgole tsa diharepa tsa rona ka matsatsi wohle a ho phela ha rona, ka tlung ya Jehova.
ISA.38.21	Esaia o na be a boletse hore ho tliswe motoho wa defeiye; yaba ba o bea sesong, mme o fola. 
ISA.38.22	Esekiase o ne a itse: Pontsho ke efe eo ke tla tseba ka yona hoba ke sa tla nyolohela ka tlung ya Jehova?
ISA.39.1	Mehleng eo, Merodake-Baladane, mora Baladane, morena wa Babilona, a romela mangolo le dimpho ho Esekiase, hobane a ne a utlwile hore o ne a kile a kula, a ba a fola. 
ISA.39.2	Esekiase a thaba ha a bona 
ISA.39.3	Yaba moporofeta Esaia o tla ho morena Esekiase, a re ho yena: Banna bao ba itseng? Ba tlile ho wena ba etswa kae? Esekiase a re: Ba tlile ho nna ba etswa naheng e hole, Babilona. 
ISA.39.4	Ebile 
ISA.39.5	Yaba Esaia o re ho Esekiase: Mamela lentswe la Jehova wa makgotla. 
ISA.39.6	Bona, matsatsi a tla ao tsohle tse ka tlung ya hao di tla iswa Babilona, le tsohle tse bokeletsweng ke bontatao ho fihlela la kajeno; ho ke ke ha sala letho, ho bolela Jehova. 
ISA.39.7	Ha e le bara ba hao ba tla tswa ho wena, bao o tla ba tswala, ho tla nkwa ba bang, hore ba etswe maqhalaha ka tlung ya morena wa Babilona. 
ISA.39.8	Yaba Esekiase o re ho Esaia: Lentswe la Jehova leo o le boletseng le molemo. A eketsa a re: Kgotso e tla ba teng le boiketlo, ha ke ntse ke phela.
ISA.40.1	Tshedisang, tshedisang setjhaba sa ka, ho bolela Modimo wa lona. 
ISA.40.2	Bolellang Jerusalema 
ISA.40.3	Lentswe la ya howang feelleng 
ISA.40.4	Diphula tsohle di katwe, dithaba kaofela le maralla wohle a kokobetswe; dibaka tse ditutudu di batalatswe, hohle moo ho leng makukuno ho latswe. 
ISA.40.5	Mme kganya ya Jehova e tla bonahala, nama yohle e tla e bona hammoho, hobane molomo wa Jehova o boletse.
ISA.40.6	Lentswe le leng le re: Howeletsa! Ho arajwa, ho thwe: Ke tla howeletsa ka dife? 
ISA.40.7	Jwang bo a omella, mme palesa e foforehe, ha e amilwe ke moya wa Jehova; ruri batho ke jwang. 
ISA.40.8	Jwang bo a omella, palesa e a foforeha, empa lentswe la Modimo wa rona le tiile ka ho sa feleng.
ISA.40.9	Nyolohela thabeng e phahamileng, wena ya bolellang Sione taba tse molemo; o phahamise lentswe la hao ka matla, wena ya bolellang Jerusalema taba tse molemo; o le phahamise, o se ke wa tshaba, o bolelle metse ya Juda, o re: Modimo wa lona ke ona! 
ISA.40.10	Bonang, Morena Jehova o tla ka matla; letsoho la hae le a busa; bonang, o ya tla le moputso wa hae, le yona phetetso ya hae e mo eteletse pele. 
ISA.40.11	O tla alosa mohlape wa hae ka mokgwa wa modisa, o tla bokella dikonyana matsohong a hae, a di jare sefubeng sa hae; le tse anyesang, a di sotetse butle.
ISA.40.12	Ke mang ya lekantseng metsi ka seatleng sa hae? Ke mang ya lekantseng mahodimo ka boahlamo ba menwana ya hae? Ke mang ya bokeletseng lerole la lefatshe tekanyong? Ke mang ya lekantseng 
ISA.40.13	Ya lemositseng moya wa Jehova ke mang? Eo e bileng moeletsi wa hae, ya mo rutileng, ke mang? 
ISA.40.14	O eletsane le mang hore a tsebisise? Ke mang ya mo rutileng tsela ya ho loka, ya mo rutileng bohlale, ya mmontshitseng tsela ya kelello? 
ISA.40.15	Bonang, ditjhaba di jwaloka lerothodi la metsi le dutlang nkgong, le jwaloka lerolenyana le sekaleng. Bonang, dihlekehleke di jwaloka lerole le lesesanyane le fefohelang koo. 
ISA.40.16	Lebanone a ke ke a lekana le mollo, le diphoofolo tsa hae di ke ke tsa lekana le ditjheso. 
ISA.40.17	Ho yena ditjhaba kaofela di jwaloka hoja di le siyo, o di tadima jwaloka ntho ya lefeela, ya bosawana.
ISA.40.18	Modimo le tla o tshwantsha ka mang? Setshwantsho ke sefe seo le ka se bapisang le wona? 
ISA.40.19	Ya sebetsang o tsholla setshwantsho, lelala la kgauta le se maneha ka yona, le se holeha ka mahlaahlela a silefera. 
ISA.40.20	Mofumanehi ya hlokang kabelo o ikgethela lehong le sa boleng, o ipatlela mmetli ya bohlale ho mmetlela setshwantsho se sa sisinyeheng. 
ISA.40.21	Na ha le a ka la tseba, ha le a ka la utlwa na? Na ha le a ka la bolellwa esale ho qaleng? Na ha le eso ho lemohe ho thewa ha lefatshe na? 
ISA.40.22	Ke yena ya nang le terone ya hae hodima phikoloho ya lefatshe, leo ba ahileng ho lona ba leng ho yena jwaloka ditsie; ke yena ya menollang mahodimo jwaloka lesela le lesesane la kase, mme o a phutholla jwaloka tente ya ho aha teng. 
ISA.40.23	Ke yena ya etsang mahosana ntho ya lefeela, ya etsang baahlodi ba lefatshe ntho ya bosawana. 
ISA.40.24	Ba re ba sa hlongwa, ba sa jalwa, kutu tsa bona di eso ho ise metso fatshe, a bodule hodima bona, mme ba omelle, ba nkuwe ke sefefo jwaloka mooko. 
ISA.40.25	Ha ho le jwalo, le tla ntekanya le mang, hore ke tshwane le yena, ho botsa Mohalaledi? 
ISA.40.26	Lelalang hodimo, le tadime! Ya entseng ntho tseo ke mang? O tsamaisa makgotla a tsona ka lenaneo, o di thonya kaofela ka mabitso a tsona ka matla a hae a maholo, matla a hae a sa sitweng ke letho; ha ho le e nngwe ho tsona e hlokahalang.
ISA.40.27	Na keng Jakobo, ha o bolela, le wena Iseraele, ha o re: Tsela ya ka ha e lemohuwe ke Jehova, tokelo ya ka ha e qamakwe ke Modimo wa ka? 
ISA.40.28	Na ha o tsebe, na ha o a ka wa utlwa hobane Jehova ke Modimo wa kamehla yohle, Mmopi wa dipheletso tsa lefatshe? Ha a kgathale, ha a fokole, kelello ya hae ha e lekanngwe. 
ISA.40.29	O fa ya kgathetseng matla, o atisa matla ho ya fokotseng. 
ISA.40.30	Ba batjha ba kgathala, ba fokola, dikwankwetla di a wa. 
ISA.40.31	Empa ba itshepelang Jehova ba bona matla a matjha, ba fofa jwaloka ntsu, ba matha, mme ha ba kgathale; ba tsamaya, mme ha ba fokole.
ISA.41.1	Kgutsang, lona dihlekehleke, le mmamele; ditjhaba di tsohe matla, di atamele, di bolele, re yeng tsekong hammoho. 
ISA.41.2	Ke mang ya tsositseng motho botjhabela, eo poloko e tsamayang mehlaleng ya hae? Ke mang ya mo neetseng ditjhaba, ya kokobeditseng marena katlasa hae? O etsa marumo a bona lerole, seqha sa bona se ba jwaloka mooko o fefolwang. 
ISA.41.3	O a ba phallela, o haola ka tsela eo a esong ho bee leoto la hae ho yona, a sa tswe kotsi. 
ISA.41.4	Ke mang ya entseng hoo, a ba a ho phetha? Ke ya bitsitseng mefuta ya batho esale ho hlaheng, nna Jehova, ke leng wa pele, mme e tla nne e be nna le mehleng ya qetello. 
ISA.41.5	Dihlekehleke tsa bona, mme tsa tshaba, ha thothomela le dipheletso tsa lefatshe. Ba atametse, ba fihlile; 
ISA.41.6	ba thusane, e mong le e mong o bolella ngwanabo, o re: Tiisa matla. 
ISA.41.7	Setei se kgothatsa ya tshollang 
ISA.41.8	Empa wena Iseraele, mohlanka wa ka, Jakobo, wena eo ke ikgethetseng yena, leloko la Abrahama, moratuwa wa ka, 
ISA.41.9	wena eo ke o nkileng kgutlelong ya lefatshe, mme ka o lata pheletsong ya lona, ka re ho wena: O mohlanka wa ka; ke o kgethile, mme ha ke a ka ka o lahla; 
ISA.41.10	o se ke wa tshaba, hobane ke na le wena; o se ke wa tshoha, hobane ke Modimo wa hao; ke tla o fa matla, ke o thuse, ke o tiise ka letsoho la ka le letona la ho loka ha ka! 
ISA.41.11	Bona, ba tla swaba, ba hlabiswe dihlong, bao e leng dira ho wena; ba o lwantshang ba tla ba jwaloka eka ba siyo, ba fele. 
ISA.41.12	Batho ba o tsekisang, o tla ba batla, mme o ke ke wa hlola o ba fumana; ba o lwantshang ba tla etswa lefeela, ba be jwaloka ntho e leng siyo. 
ISA.41.13	Hobane ke nna Jehova, Modimo wa hao, ya o tshwereng ka letsoho la hao le letona, ya reng ho wena: Se tshabe, ke nna ke o thusang. 
ISA.41.14	O se ke wa tshaba, wena sebokonyana, Jakobo, mosalanyana wa Iseraele; ke nna ke o thusang, ho bolela Jehova; Mohalaledi wa Iseraele ke Molopolli wa hao. 
ISA.41.15	Bona, ke tla o etsa selei se setjha, se phophothang, se meno a bohale; o tla pitla dithaba, o di phophothe, maralla o a etse jwaloka mooko. 
ISA.41.16	O tla a olosa, a ye le moya, sefefo se a hasanye; empa thabo ya hao e tla ba Jehova, kganya ya hao e be Mohalaledi wa Iseraele. 
ISA.41.17	Mafutsana le basenyehi ba batla metsi, mme a hlokahala; maleme a bona a omeletse ke lenyora. Nna, Jehova, ke tla ba utlwa; nna Modimo wa Iseraele, nke ke ka ba tlohela. 
ISA.41.18	Ke tla hlahisa dinoka maralleng, didiba di phunyehe diphuleng; ke tla fetola naha e tshehla matsha, naha e omeletseng e tlale didiba tsa metsi. 
ISA.41.19	Ke tla medisa kedare naheng e tshehla, le leoka, le mirte, le mohlwaare; ke hlome kiprese naheng e omeletseng, e mele hammoho le pine le fire; 
ISA.41.20	ba tle ba bone, ba tsebe, ba lemohe, ba elellwe kaofela hoba letsoho la Jehova le entse dintho tseo, le hoba Mohalaledi wa Iseraele ke yena moetsi wa tsona.
ISA.41.21	Hlahisang nyewe ya lona, ho bolela Jehova; le tlise ditaba tsa lona, ho bolela Morena wa Jakobo. 
ISA.41.22	Ba ke ba di tlise, ba re bolelle ditaba tse tlang ho tla! Le boletse ditaba dife tsa kgale? Re bolelleng, re tle re nahane, re tsebe moo di fellang teng; kapa le re tsebise tse tla hlaha. 
ISA.41.23	Re tsebiseng tse tlang ho tla, re tle re lemohe hobane le medimo; etsang ntho e ntle, kapa e mpe, re tle re makale hammoho, mme re bone. 
ISA.41.24	Bonang, ha le letho, mosebetsi wa lona ke lefeela; ya ka kgahlwang ke lona o manyala. 
ISA.41.25	Ke mo tsositse leboya, mme o a tla; o tswa botjhabela, ya rapelang lebitso la ka; o hatakela marena, jwaloka seretse, ka mokgwa wa mmopi wa dipitsa ha a kgoba letsopa. 
ISA.41.26	Ke mang ya boletseng taba eo esale ho hlaheng, re tle re tsebe? Kapa ya e boletseng mehleng ya pele ke mang, re tle re re: Ke nnete? Empa ha ho ya e boletseng, ha ho ya e senotseng, ha ho ya utlwileng dipolelo tsa lona. 
ISA.41.27	Ke nna wa pele ke itseng ho Sione: Bona, bona, ke tsena; ke neile Jerusalema lenqosa la taba tse molemo. 
ISA.41.28	Ka tadima, mme ka hloka motho teng; hara bona ha ho ya senolang, ha ho eo nka mmotsang a nkaraba. 
ISA.41.29	Bonang, kaofela ha bona hase eng, mesebetsi ya bona ke lefeela le bosawana, ditshwantsho tsa bona ke pudulo feela.
ISA.42.1	Bonang mohlanka wa ka eo ke mo tiisang, mokgethwa wa ka, eo moya wa ka o kgahliswang ke yena; ke beile moya wa ka hodima hae; o tla tlisetsa ditjhaba ho loka. 
ISA.42.2	A ke ke a howa, a ke ke a phahamisa lentswe, a ke ke a le utlwahatsa diterateng. 
ISA.42.3	Ha a kgaole lehlaka le robehileng, mme a ke ke a tima lebonenyana le sa kubellang; o tla hlahisa ho loka nneteng. 
ISA.42.4	A ke ke a fokola, leha e le ho tepella, a eso ho bee ho loka lefatsheng; dihlekehleke di tla tshepa molao wa hae. 
ISA.42.5	Ho itswe ke Modimo Jehova, ya entseng mahodimo, ya a phutholotseng, ya anehileng lefatshe le dimela tsa lona; ya neileng batho ba ho lona phefumoloho, le moya ho ba tsamayang teng: 
ISA.42.6	Nna, Jehova, ke o bileditse ho lokeng, ke o tshwere ka letsoho, ke o bolokile, mme ke o entse selekane sa setjhaba sa ka le lesedi la ditjhaba, 
ISA.42.7	ho tutubolla mahlo a difofu, ho ntsha ba holehilweng kgolehong, le ba dutseng lefifing teronkong. 
ISA.42.8	Ke nna Jehova, ke lona lebitso la ka, nke ke ka nea e mong kganya ya ka, nke ke ka nea ditshwantsho thoko e ntshwanelang. 
ISA.42.9	Bonang, taba tsa pele di hlahile; jwale ke le bolella tse ntjha, ke le tsebisa tsona, di eso ho hlahe.
ISA.42.10	Binelang Jehova sefela se setjha, le tumise dithoko tsa hae dipheletsong tsa lefatshe, lona ba tsamayang hodima lewatle, le lona dibopuwa tsohle tse ho lona, lona dihlekehleke le ba ahileng ho tsona. 
ISA.42.11	Naha e masabasaba le metse ya teng, le Bakedare ba ahileng ditenteng, ba phahamise lentswe, ba ahileng mafikeng ba bine, ditlatse di dume diqhoweng tsa dithaba. 
ISA.42.12	Kganya e iswe ho Jehova, dithoko tsa hae di bolelwe dihlekehlekeng. 
ISA.42.13	Jehova o futuha jwaloka mohale, o tsoha bohale jwaloka motho wa ntwa, o etsa mohoo, o phahamisa ditlatse tsa ntwa, o bontsha dira matla a hae. 
ISA.42.14	Esale ke kgutsitse, ke ituletse, ke itshwere; jwale, ke howa jwaloka mosadi ya belehang, ke a fehelwa, ke a sisimoha. 
ISA.42.15	Ke tla senya dithaba le maralla, ke omise botala ba tsona kaofela; ke tla fetola dinoka naha e thata, ke pshese madiba. 
ISA.42.16	Ke tla tsamaisa difofu mmileng oo di sa o tsebeng, ke di ise ka ditsela tseo di sa di tsebeng; ke tla fetola lefifi lesedi pela tsona, le wona makukuno a fetohe lehwatata; ntho tseo ke tla di etsa, nke ke ka di tlohela. 
ISA.42.17	Haele ba tshepang ditshwantsho tse betlilweng, ba reng ho ditshwantsho tse tsholotsweng: Le medimo ya rona, ba tla sutha ka santhao, ba swabe haholo.
ISA.42.18	Utlwang, lona ba thibaneng ditsebe; lona difofu, le tadime, le bone! 
ISA.42.19	Ya foufetseng ke mang, haese mohlanka wa ka? Ke mang ya thibaneng ditsebe jwaloka lenqosa la ka, leo ke le romileng? Ke mang ya foufetseng jwaloka moratuwa wa ka? Ke mang ya foufetseng jwaloka mohlanka wa Jehova? 
ISA.42.20	O bone taba tse ngata, empa ha o a ka wa di lemoha; ditsebe di ne di thibolotswe, empa o ne o sa mamele. 
ISA.42.21	Jehova a na a kgahliswa ke ho bea molao o moholo o makgethe, ka baka la ho loka ha hae. 
ISA.42.22	Leha ho le jwalo, ke setjhaba se hapetsweng, se senyeditsweng, ba tlamilwe ka ditshepe mahaheng, ba hlahletswe diteronkong; ba neetswe ho hlakolwa dintho, mme ha ho mmoloki; ba hapilwe, mme ha ho motho ya reng: Busetsa! 
ISA.42.23	Ke mang hara lona ya tlang ho mamela taba tseo, a lemohe, a nne a utlwe? 
ISA.42.24	Ke mang ya neetseng Jakobo ho hapelwa, ya lokolletseng Iseraele matsohong a basenyi? Na hase Jehova eo re mo sitetsweng, eo ba hanneng ho tsamaya ka tsela tsa hae, le ho utlwa molao wa hae na? 
ISA.42.25	Ke ka baka leo a tshetseng mollo wa bohale ba hae le bothata ba ntwa hodima 
ISA.43.1	Empa jwale, ho itswe ke Jehova, moetsi wa hao, Jakobo, le mmopi wa hao, Iseraele: Se tshabe, hobane ke o lopolotse, ke o bitsitse ka lebitso la hao, o wa ka! 
ISA.43.2	Ha o tshela hara metsi, ke tla ba le wena; ha o tshela dinoka, di ke ke tsa o nka: leha o feta hara mollo, o ke ke wa tjha, le malakabe a ke ke a o tlabola. 
ISA.43.3	Hobane ke nna Jehova, Modimo wa hao, Mohalaledi wa Iseraele, Molopolli wa hao; ke ntshitse Egepeta, hore e be topollo ya hao, 
ISA.43.4	Hobane o bile thata mahlong a ka, mme ke o hlonephile, ke o ratile; ke bea batho bakeng sa hao, le ditjhaba 
ISA.43.5	O se ke wa tshaba, hobane ke na le wena! Ke tla kgutlisa leloko la hao botjhabela, ke o bokelle le bophirimela. 
ISA.43.6	Ke tla re ho leboya: Busetsa; le ho borwa: O se ke wa thibela; o kgutlisetse bara ba ka ba dinaheng tse hole, le baradi ba ka dipheletsong tsa lefatshe; 
ISA.43.7	e leng bohle ba ipitsang ka lebitso la ka, hobane ke ba etseditse kganya ya ka; ke nna ke ba entseng, ke ba bopileng.
ISA.43.8	Tlisang setjhaba sa difofu tse nang le mahlo, le ba sa utlweng ba nang le ditsebe! 
ISA.43.9	Ditjhaba kaofela di ke di bokellwe hammoho, batho kaofela ba phuthehe! Ke mang hara bona ya ka bolelang ditaba tsa pele? A ba ke ba hlahise dipaki tsa bona, ba tle ba emelwe; batho a ba ke ba utlwe, mme ba re: Ke teng! 
ISA.43.10	Ke lona dipaki tsa ka, ho bolela Jehova, le yena mohlanka wa ka eo ke mo kgethileng, hore le tle le tsebisise, mme le ntumele, mme le ikutlwele hobane ke nna. Ha ho Modimo o bileng teng pele ho nna, mme o mong o ke ke wa eba teng kamorao ho nna. 
ISA.43.11	Ke nna, ke nna Jehova; ha ho mmoloki e mong, haese nna. 
ISA.43.12	Ke nna ya boletseng pele, ka ntoo pholosa, ka ba tsebisa taba tseo; hara lona ho ne ho se 
ISA.43.13	Le ho tloha tsatsing lena, e sa ntsane e le nna, ha ho motho ya ka ntshang ho hong letsohong la ka; seo ke se etsang, se ka thibelwa ke mang?
ISA.43.14	Ho itswe ke Jehova, Molopolli wa lona, Mohalaledi wa Iseraele: Ka baka la lona, ke rometse ho lwantsha Babilona, mme ke tla ba dihela bohle, ba balehe le bona Bakalde ka dikepeng tseo ba ithorisang ka tsona. 
ISA.43.15	Nna Jehova, ke Mohalaledi wa lona; nna, Mmopi wa Iseraele, ke Morena wa lona. 
ISA.43.16	Ho thualo ke Jehova ya phuntsheng mmila lewatleng, le tsela metsing a matla, 
ISA.43.17	ya ntshitseng 
ISA.43.18	Le se ke la hopola taba tsa kgale, le se ke la nahana tse etsahetseng boholoholo. 
ISA.43.19	Bonang, ke a hlahisa ditaba tse ntjha, di se di ya hlaha; na le ke ke la di tseba na? Ke tla phunya tsela naheng e tshehla, le dinoka naheng e omeletseng. 
ISA.43.20	Dibatana tsa naha, le diphokojwe, le dimpshe di tla nteboha, hobane ke hlahisitse metsi naheng e tshehla, le dinoka naheng e omeletseng, ho nosa setjhaba sa ka seo ke ikgethetseng sona. 
