MAT.1.1	ھي عيسيٰ مسيح جو شجرو آھي، جيڪو دائود ۽ ابراھيم جو اولاد آھي.
JHN.10.4	جڏھن ھو انھن سڀني کي ٻاھر ڪڍي اچي ٿو، تڏھن ھو سندن اڳيان ٿي ھلي ٿو ۽ رڍون ھن جي پٺيان ھلن ٿيون، ڇالاءِ⁠جو اھي ھن جو آواز سڃاڻن ٿيون. 
JHN.10.5	اھي ڪنھن ڌارئي جي پٺيان نہ ھلنديون، بلڪ انھيءَ کان پري ڀڄي وينديون، ڇاڪاڻ⁠تہ اھي ڌارين جو آواز نہ ٿيون سڃاڻين.“
JHN.10.6	عيسيٰ انھن کي ھي مثال ٻڌايو پر انھن نہ سمجھيو تہ ھو ڇا چئي رھيو آھي.
JHN.10.7	سو عيسيٰ وري چيو تہ ”آءٌ اوھان کي سچ ٿو ٻڌايان تہ رڍن لاءِ اھو در آءٌ آھيان. 
JHN.10.8	ٻيا جيڪي ⁠بہ مون کان اڳ ۾ آيا ھئا سي چور ۽ ڌاڙيل ھئا، پر رڍن انھن جي نہ ٻڌي. 
JHN.10.9	آءٌ اھو در آھيان ۽ جيڪو بہ مون مان اندر گھڙندو سو بچي ويندو. ھو اندر ٻاھر ايندو ويندو ۽ گاھہ بہ ملندس. 
JHN.10.10	چور رڳو انھيءَ مطلب لاءِ اچي ٿو تہ چوري ڪري، ماري ۽ برباد ڪري. پر آءٌ انھيءَ لاءِ آيو آھيان تہ کين زندگي ملي، بلڪ ڀرپور زندگي ملين.
JHN.10.11	آءٌ چڱو ريڍار آھيان ۽ چڱو ريڍار رڍن لاءِ پنھنجي جان بہ ڏئي ٿو. 
JHN.10.12	جيڪو مزور آھي سو نہ ريڍار آھي ۽ نڪي رڍن جو مالڪ. ھو جڏھن بگھڙ کي ايندي ڏسي ٿو تہ رڍن کي ڇڏي ڀڄي وڃي ٿو ۽ بگھڙ رڍن تي حملو ڪري کين ڇڙوڇڙ ڪري ڇڏي ٿو. 
JHN.10.13	مزور ڇڏي ڀڄي وڃي ٿو، ڇالاءِ⁠جو ھو رڳو مزور آھي ۽ کيس رڍن جو ڪو فڪر ڪونہ آھي. 
JHN.10.14+JHN.10.15	 آءٌ چڱو ريڍار آھيان. جھڙيءَ طرح پيءُ مون کي سڃاڻي ٿو ۽ آءٌ پيءُ کي سڃاڻان ٿو، تھڙيءَ طرح آءٌ پنھنجين رڍن کي سڃاڻان ٿو ۽ رڍون مون کي سڃاڻن ٿيون. آءٌ رڍن لاءِ پنھنجي جان بہ ڏيان ٿو. 
JHN.10.16	منھنجون ٻيون بہ رڍون آھن جيڪي ھن واڙي جون نہ آھن. انھن کي آڻڻ بہ مون لاءِ ضروري آھي. اھي منھنجو آواز ٻڌنديون ۽ پوءِ ھڪڙو ئي ڌڻ ۽ ھڪڙو ئي ڌنار ٿيندو.
JHN.10.17	پيءُ مون سان انھيءَ لاءِ پيار ٿو ڪري جو آءٌ پنھنجي جان ٿو ڏيان، جڏھن تہ اھا وري مون کي موٽي ملندي. 
JHN.10.18	ڪوبہ ماڻھو مون کان اھا کسي نہ ٿو پر آءٌ اھا پنھنجي مرضيءَ سان ٿو ڏيان. مون کي پنھنجي جان ڏيڻ جي اختياري آھي ۽ اھا وري موٽائي وٺڻ جي بہ اختياري آھي. ھي حڪم مون کي پنھنجي پيءُ وٽان مليو آھي.“
JHN.10.19	ھنن لفظن ٻڌڻ کان پوءِ ماڻھن ۾ وري ڏڦيڙ پئجي ويو. 
JHN.10.20	انھن مان ڪيترائي ائين پيا چون تہ ”ھن ۾ ڀوت آھي، ھو چريو آھي. اوھين ڇو سندس ڳالھين تي ڌيان ڏيو ٿا؟“ 
JHN.10.21	پر ٻيا چئي رھيا ھئا تہ ”جنھن ماڻھوءَ ۾ ڀوت ھوندو آھي، سو ھن وانگر ڳالھائي نہ سگھندو آھي. ڀوت ڪنھن انڌي جون اکيون کولي سگھي ٿو ڇا؟“
JHN.10.22	يروشلم ۾ 
JHN.10.23	عيسيٰ ھيڪل جي سليماني ڏيڍيءَ ۾ گھمي رھيو ھو 
JHN.10.24	تہ ماڻھو چوڌاري ڦري آيس ۽ چيائونس تہ ”ڪيستائين تون اسان کي شڪ ۾ رکندين؟ اسان کي صاف سچ ٻڌاءِ تہ ڇا تون مسيح آھين؟“ 
JHN.10.25	عيسيٰ کين وراڻيو تہ ”مون تہ اوھان کي ٻڌايو آھي، پر اوھان ايمان نہ ٿا آڻيو. جيڪي ڪم آءٌ پنھنجي پيءُ جي اختياريءَ سان ڪريان ٿو سي ئي منھنجي شاھدي ٿا ڏين. 
JHN.10.26	پر اوھين ايمان نہ ٿا آڻيو، ڇالاءِ⁠جو اوھين منھنجين رڍن مان نہ آھيو. 
JHN.10.27	منھنجون رڍون منھنجو آواز ٻڌن ٿيون. آءٌ پنھنجن رڍن کي سڃاڻان ٿو ۽ اھي منھنجي پٺيان ھلن ٿيون. 
JHN.10.28	آءٌ انھن کي دائمي زندگي ڏيان ٿو ۽ اھي ڪڏھن بہ برباد نہ ٿينديون ۽ نڪي ڪو ٻيو اھي مون کان کسي سگھندو. 
JHN.10.29	منھنجو پيءُ، جنھن مون کي اھي ڏنيون آھن سو سڀني کان وڏو آھي ۽ ڪوبہ منھنجي پيءُ کان اھي کسي نہ سگھندو. 
JHN.10.30	آءٌ ۽ پيءُ ھڪ آھيون.“
JHN.10.31	تنھن تي يھودين کيس سنگسار ڪرڻ لاءِ وري بہ پٿر کنيا. 
JHN.10.32	عيسيٰ کين چيو تہ ”مون پيءُ جي پاران ڪيترائي چڱا ڪم اوھان کي ڪري ڏيکاريا آھن. انھن مان ڪھڙي ڪم جي ڪري اوھين مون کي سنگسار ڪريو ٿا؟“ 
JHN.10.33	 تنھن تي يھودين وراڻيس تہ ”اسين تو کي ڪنھن چڱي ڪم ڪرڻ ڪري سنگسار نہ ٿا ڪريون پر ڪفر بڪڻ ڪري، ڇالاءِ⁠جو تو انسان ٿي ڪري پاڻ کي خدا سڏايو آھي.“ 
JHN.10.34	 عيسيٰ چيو تہ ”ڇا اوھان جي شريعت ۾ اھو لکيل نہ آھي تہ خدا چيو تہ ’اوھين خدا جا فرزند آھيو.‘ 
JHN.10.35	خدا انھن کي پنھنجا فرزند سڏيو جن کي سندس ڪلام مليل ھو ۽ خدا جو ڪلام ھميشہ لاءِ سچو آھي. 
JHN.10.36	جيتري قدر منھنجو واسطو آھي تہ پيءُ مون کي چونڊيو آھي ۽ ھن دنيا ۾ موڪليو آھي. پوءِ اوھين ڪيئن چئو ٿا تہ مون ڪفر بڪيو آھي جو مون چيو تہ ’آءٌ خدا جو فرزند آھيان؟‘ 
JHN.10.37	جيڪڏھن آءٌ پيءُ جا ڪم نہ ڪندو ھجان تہ اوھين مون تي ايمان نہ آڻيو. 
JHN.10.38	پر جيڪڏھن پيءُ جا ڪم ڪريان ٿو، تہ اوھين ڀل مون تي ايمان نہ آڻيو پر منھنجي انھن ڪمن تي تہ ايمان آڻيو، تہ جيئن اوھان کي خبر پوي ۽ سمجھو تہ پيءُ مون ۾ آھي ۽ آءٌ پيءُ ۾ آھيان.“
JHN.10.39	تنھن تي انھن وري بہ عيسيٰ کي پڪڙڻ جي ڪوشش ڪئي، پر ھو سندن ھٿن مان نڪري ويو.
JHN.10.41	ڪيترائي ماڻھو وٽس ايندا ھئا. ھو چوندا ھئا تہ ”يحيٰ تہ ڪوبہ معجزو نہ ڏيکاريو، پر جيڪي ڳالھيون ھن ماڻھوءَ بابت چيائين سي سڀ پوريون ٿيون.“ 
JHN.10.42	اتي ڪيترن ئي ماڻھن مٿس ايمان آندو.
JHN.11.2	 ھيءَ مريم اھا ھئي جنھن خداوند کي عطر مکي پنھنجن وارن سان سندس پير اُگھيا ھئا، تنھن جو ڀاءُ لعزر بيمار ھو. 
JHN.11.3	ٻنھي ڀينرن عيسيٰ کي چوا ئي موڪليو تہ ”خداوند! اوھان جو پيارو دوست بيمار آھي.“ 
JHN.11.4	عيسيٰ اھو ٻڌي چيو تہ ”لعزر جي اھا بيماري موت واري نہ آھي، بلڪ انھيءَ سان خدا جو جلال ظاھر ٿيندو، ڇالاءِ⁠جو سندس فرزند جي واکاڻ ٿيندي.“
JHN.11.5	عيسيٰ جو مارٿا، سندس ڀيڻ ۽ لعزر سان پيار ھو. 
JHN.11.6	مگر لعزر جي بيماريءَ بابت ٻڌڻ جي باوجود بہ ھو جتي ھو اتي ٻہ ڏينھن وڌيڪ ترسي پيو. 
JHN.11.7	پوءِ ھن شاگردن کي چيو تہ ”ھلو تہ يھوديہ ڏانھن موٽي ھلون.“ 
JHN.11.8	تنھن تي شاگردن چيس تہ ”اي استاد! اڃا تازو ماڻھو اوھان کي سنگسار ڪرڻ جي ڪوشش ڪري رھيا ھئا ۽ اوھين وري اوڏانھن موٽي ھلو ٿا؟“ 
JHN.11.9	عيسيٰ وراڻيو تہ ”ڇا ھڪ ڏينھن ۾ ٻارھن ڪلاڪ نہ آھن؟ سو جيڪڏھن ڪو ماڻھو ڏينھن جي روشنيءَ ۾ گھمندو تہ ٿاٻو نہ کائيندو، ڇاڪاڻ⁠تہ ھو دنيا جي روشني ڏسي رھيو آھي. 
JHN.11.10	پر جيڪڏھن ھو رات جي اونداھيءَ ۾ گھمندو تہ ضرور ٿاٻو کائيندو، ڇاڪاڻ⁠تہ ھن کي روشني نہ آھي.“ 
JHN.11.11	عيسيٰ ھن کان پوءِ وڌيڪ چيو تہ ”اسان جو دوست لعزر ننڊ پيو آھي، پر آءٌ وڃي کيس ننڊ مان اٿاريندس.“ 
JHN.11.12	تنھن تي شاگردن چيس تہ ”اي خداوند! جيڪڏھن لعزر ننڊ ۾ آھي تہ بچي پوندو.“ 
JHN.11.13	عيسيٰ تہ لعزر جي موت بابت ٿي ڳالھہ ڪئي، پر ھنن سمجھيو تہ عيسيٰ ننڊ ۾ سمھي آرام ڪرڻ بابت ٿو چوي. 
JHN.11.14	تنھنڪري عيسيٰ صاف چين تہ ”لعزر مري ويو آھي. 
JHN.11.15	آءٌ اوھان جي خاطر خوش آھيان جو اتي نہ ھوس تہ جيئن اوھين ايمان آڻيو. ھاڻي ھلو تہ وٽس ھلون.“ 
JHN.11.16	تنھن تي توما جنھن کي جاڙو بہ سڏيندا ھئا، تنھن پنھنجي ساٿي شاگردن کي چيو تہ ”اچو تہ اسين بہ ھلون تہ جيئن اسين بہ ھن سان گڏ مرون.“
JHN.11.17	جڏھن عيسيٰ اتي پھتو تہ کيس معلوم ٿيو تہ لعزر کي دفن ڪئي چار ڏينھن گذري چڪا آھن. 
JHN.11.18	بيت⁠عنياہ يروشلم کان ٽي ڪلوميٽر بہ پري نہ ھو. 
JHN.11.19	سو ڪيترائي يھودي مارٿا ۽ مريم سان سندن ڀاءُ جو عذر ڪرڻ لاءِ آيا ھئا.
JHN.11.20	جڏھن مارٿا ٻڌو تہ عيسيٰ اچي رھيو آھي تہ ھوءَ کيس ملڻ لاءِ اڳڀرو ويئي پر مريم گھر ۾ ئي ويٺي رھي. 
JHN.11.21	مارٿا عيسيٰ کي چيو تہ ”اي خداوند! جيڪڏھن اوھين ھتي ھجو ھا تہ منھنجو ڀاءُ نہ مري ھا. 
JHN.11.22	پر مون کي خبر آھي تہ جيڪڏھن ھاڻي بہ اوھين خدا کان جو ڪجھہ گھرندا سو ھو اوھان کي ڏيندو.“ 
JHN.11.23	تنھن تي عيسيٰ چيس تہ ”تنھنجو ڀاءُ وري جيئرو ٿيندو.“ 
JHN.11.24	مارٿا وراڻيو تہ ”مون کي خبر آھي تہ ھو قيامت جي وقت آخرت جي ڏينھن وري جيئرو ٿي اٿندو.“ 
JHN.11.25	عيسيٰ کيس چيو تہ ”قيامت ۽ زندگي تہ آءٌ آھيان. جيڪو بہ مون تي ايمان آڻي ٿو سو جيتوڻيڪ مري وڃي تہ بہ زندہ رھندو، 
JHN.11.26	۽ جيڪو بہ جيئرو آھي ۽ مون تي ايمان ٿو آڻي سو ڪڏھن بہ نہ مرندو. ڇا تنھنجو ھن ڳالھہ تي ايمان آھي؟“ 
JHN.11.27	مارٿا وراڻيو تہ ”ھائو خداوند! مون کي پڪو يقين آھي تہ خدا جو فرزند مسيح، جيڪو دنيا ۾ اچڻو ھو سي اوھين ئي آھيو.“
JHN.11.28	ھن چوڻ کان پوءِ مارٿا موٽي ويئي ۽ پنھنجي ڀيڻ مريم کي پنھنجي منھن سڏي چيائين تہ ”ادي! استاد آيو آھي ۽ تو کي سڏي ٿو.“ 
JHN.11.29	اھا ڳالھہ ٻڌڻ شرط مريم ھڪدم اٿي کڙي ٿي ۽ عيسيٰ وٽ ويئي. 
JHN.11.30	عيسيٰ اڃا تائين ڳوٺ ۾ ڪين پھتو ھو، پر اتي ئي ھو جتي مارٿا وڃي ساڻس ملي ھئي. 
JHN.11.31	يھودي جيڪي مريم سان گھر ۾ ويٺا ھئا ۽ دلداري پئي ڏنائونس، تن جڏھن مريم کي تڪڙو تڪڙو ٻاھر ويندي ڏٺو تڏھن اھي بہ ھن جي پٺيان ويا جو انھن سمجھيو تہ ھوءَ ڀاءُ جي قبر تي روئڻ وڃي ٿي.
JHN.11.32	جڏھن مريم عيسيٰ وٽ پھتي ۽ ھن کي ڏٺائين تہ پيرن تي ڪري پيس ۽ چيائينس تہ ”خداوند! جيڪڏھن اوھين ھتي ھجو ھا تہ منھنجو ڀاءُ مري ئي ڪين ھا.“ 
JHN.11.33	عيسيٰ جڏھن کيس روئندي ڏٺو ۽ ڏٺائين تہ ماڻھو جيڪي ساڻس گڏ آيا ھئا سي بہ روئن پيا، تڏھن سندس دل ڀرجي آئي ۽ کيس ڏاڍو ڏک ٿيو. 
JHN.11.34	ھن کانئن پڇيو تہ ”اوھان کيس ڪٿي دفن ڪيو آھي؟“ انھن وراڻيو تہ ”اي خداوند! ھلي ڏسو.“ 
JHN.11.35	عيسيٰ روئي ڏنو. 
JHN.11.36	تنھن تي يھودي چوڻ لڳا تہ ”ڏسو، لعزر سان کيس ڪيترو نہ پيار ھو.“ 
JHN.11.37	پر انھن مان ڪن چيو تہ ”ھن انڌي ماڻھوءَ جون اکيون کوليون ھيون نہ؟ ڇا ھو ائين نہ ٿي ڪري سگھيو جو لعزر اصل مري ئي نہ ھا؟“
JHN.11.38	پوءِ عيسيٰ جي دل وري بہ ڀرجي آئي ۽ ھو قبر تي آيو. اھا قبر ھڪ غار ھئي جنھن جي منھن تي پٿر ڏنل ھو. 
JHN.11.39	عيسيٰ چيو تہ ”ھن پٿر کي پري ھٽايو.“ فوتيءَ جي ڀيڻ مارٿا کيس چيو تہ ”اي خداوند! اندر تہ بانس ھوندي، ڇالاءِ⁠جو ھن کي دفن ڪئي چار ڏينھن گذري ويا آھن.“ 
JHN.11.40	عيسيٰ ھن کي چيو تہ ”مون تو کي ڪين چيو ھو تہ جيڪڏھن تون ايمان آڻيندينءَ تہ خدا جو جلوو ڏسندينءَ؟“ 
JHN.11.41	تڏھن ھنن پٿر پري ھٽايو. پوءِ عيسيٰ مٿي نھاري چيو تہ ”اي بابا! آءٌ تنھنجو شڪرگذار آھيان جو تو منھنجي ٻڌي آھي. 
JHN.11.42	مون کي تہ خبر آھي تہ تون ھميشہ منھنجي ٻڌندو آھين. پر ھي ماڻھو جيڪي ھتي بيٺا آھن، تن کي اھو ڏيکارڻ لاءِ آءٌ دعا ٿو گھران تہ جيئن اھي ايمان آڻين تہ تو ئي مون کي موڪليو آھي.“ 
JHN.11.43	ائين چوڻ کان پوءِ عيسيٰ وڏي واڪي چيو تہ ”اي لعزر! ٻاھر نڪري اچ.“ 
JHN.11.44	تنھن تي مئل ماڻھو ٻاھر نڪري آيو. ھن جا ھٿ ۽ پير ڪفن سان ٻڌل ھئا ۽ سندس منھن رومال سان ويڙھيل ھو. عيسيٰ انھن ماڻھن کي چيو تہ ”ھن کي کوليو ۽ ڇڏيوس تہ وڃي.“
JHN.11.45	جيڪي يھودي مريم وٽ آيا ھئا، تن مان ڪيترن ئي جڏھن عيسيٰ جو ھي ڪم ڏٺو تڏھن مٿس ايمان آندائون. 
JHN.11.46	پر انھن مان ڪي فريسين وٽ ويا ۽ عيسيٰ جيڪي ڪجھہ ڪيو ھو سو وڃي کين ٻڌايائون. 
JHN.11.47	تنھن تي فريسي ۽ سردار ڪاھن ڪائونسل گڏ ڪري چوڻ لڳا تہ ”اسين ھاڻي ڇا ڪريون؟ ھي ماڻھو تہ گھڻا ئي معجزا پيو ڪري. 
JHN.11.48	جيڪڏھن اسين ھن کي ائين ڪندي ڇڏي ڏينداسون تہ پوءِ ھر ڪو مٿس ايمان آڻيندو ۽ رومي حاڪم اسان تي قدم کڻندا. پوءِ ھو اسان جي ھيڪل ۽ سڄي قوم کي تباھہ ڪري ڇڏيندا.“ 
JHN.11.49	انھن مان ھڪڙي شخص جو نالو قائفا ھو جيڪو انھيءَ سال جو وڏو سردار ڪاھن ھو، تنھن چيو تہ ”اوھان کي خبر ئي ڪانہ ٿي پوي. 
JHN.11.50	اوھين اھو سمجھو ئي نہ ٿا تہ اوھان جي لاءِ ھي بھتر ٿيندو جو ھڪڙو ماڻھو قوم لاءِ مري ۽ نہ سڄي قوم تباھہ ٿئي.“ 
JHN.11.51	حقيقت ۾ ھن جيڪي لفظ چيا سي پنھنجي طرفان نہ چيائين، پر جيئن تہ ھو انھيءَ سال جو وڏو سردار ڪاھن ھو، تنھنڪري ھن اھي لفظ اڳڪٿي ڪري چيا تہ عيسيٰ يھودي قوم لاءِ مرندو، 
JHN.11.52	نہ رڳو قوم لاءِ پر انھيءَ لاءِ تہ خدا جا ٻار جيڪي ڇڙوڇڙ ٿيل آھن تن کي گڏي ھڪ ڪري. 
JHN.11.53	انھيءَ ڏينھن کان وٺي يھودي اڳواڻ عيسيٰ کي مارڻ جون سازشون سٽڻ لڳا. 
JHN.11.54	تنھنڪري عيسيٰ انھيءَ ڏينھن کان پوءِ يھودين ۾ کليو کلايو نہ گھمندو ھو. پر ھو اتان رڻ⁠پٽ جي ڀر واري علائقي ڏانھن ھليو ويو ۽ افرائيم نالي ھڪ ڳوٺ ۾ پنھنجي شاگردن سان گڏ رھڻ لڳو.
JHN.11.55	يھودي قوم جي عيد فصح ويجھي ھئي، سو ڪيترائي ماڻھو ٻھراڙيءَ کان يروشلم ۾ آيا ھئا تہ جيئن ھو عيد فصح کان اڳ پاڻ کي پاڪ ڪن. 
JHN.11.56	اھي عيسيٰ کي ڳولي رھيا ھئا، سو جيئن اھي ھيڪل ۾ گھڙيا تہ ھڪٻئي کان پڇڻ لڳا تہ ”ڇا ٿا ڀانئيو تہ ھو ايندو يا نہ؟“ 
JHN.11.57	سردار ڪاھنن ۽ فريسين ھي حڪم ڏيئي ڇڏيو تہ ”جيڪڏھن ڪنھن کي خبر ھجي تہ عيسيٰ ڪٿي آھي تہ اھو ضرور ٻڌائي تہ جيئن کيس پڪڙيو وڃي.“
JHN.12.1	عيد فصح کان ڇھہ ڏينھن اڳ عيسيٰ بيت⁠عنياہ ڏانھن ويو جتي لعزر رھندو ھو، جنھن کي عيسيٰ مئلن مان جيئرو ڪيو ھو. 
JHN.12.2	اتي ھنن عيسيٰ لاءِ رات جي ماني تيار ڪئي. مارٿا خدمت پئي ڪئي، جڏھن تہ لعزر عيسيٰ ۽ مھمانن سان گڏ دسترخوان تي ويٺو ھو. 
JHN.12.3	 پوءِ مريم اڌ ليٽر تمام قيمتي عطر، جيڪو سچي سُرھي مُرَ مان تيار ڪيل ھو، سو کڻي عيسيٰ جي پيرن کي مکيو ۽ پوءِ پنھنجن وارن سان سندس پير اُگھيائين. انھيءَ عطر جي سرھاڻ سان سڄو گھر ڀرجي ويو. 
JHN.12.4	عيسيٰ جي شاگردن مان ھڪڙي جنھن جو نالو يھوداہ اسڪريوتي ھو ۽ جيڪو اڳتي ھلي ساڻس دغا ڪرڻ وارو ھو، 
JHN.12.5	تنھن چيو تہ ”ڇو نہ ھي عطر ٽن سَوَن 
JHN.12.6	ھن اھي لفظ غريبن جي ھمدرديءَ لاءِ نہ چيا، پر ھو پاڻ چور ھو ۽ انھيءَ لاءِ چيائين تہ ھو انھن پئسن مان ڪجھہ چورائي، ڇالاءِ⁠جو پئسن جي ڳوٿري وٽس رھندي ھئي. 
JHN.12.7	تنھن تي عيسيٰ چيو تہ ”ڇڏيوس، ڇوتہ ھن اھو عطر منھنجي ڪفن دفن لاءِ ئي بچائي رکيو ھو. 
JHN.12.8	 غريب تہ اوھان وٽ ھميشہ آھن پر آءٌ اوھان وٽ ھميشہ نہ ھوندس.“
