GEN.1.1	Qallariypeqa Dios janaj pachata kay pachatawan ruwarqa. 
EZR.2.44	Querospa ayllunmanta, Siahajpa ayllunmanta, Padompa ayllunmanta, 
EZR.2.45	Lebanaj ayllunmanta, Hagabaj ayllunmanta, Acubpa ayllunmanta, 
EZR.2.46	Hagabpa ayllunmanta, Salmaipa ayllunmanta, Hananpa ayllunmanta, 
EZR.2.47	Gidelpa ayllunmanta, Gaharpa ayllunmanta, Reaiajpa ayllunmanta, 
EZR.2.48	Rezimpa ayllunmanta, Necodaj ayllunmanta, Gazampa ayllunmanta, 
EZR.2.49	Uzaj ayllunmanta, Paseahj ayllunmanta, Basaypa ayllunmanta, 
EZR.2.50	Asenaj ayllunmanta, Meunimpa ayllunmanta, Nefusimpa ayllunmanta, 
EZR.2.51	Bacbucpa ayllunmanta, Hacufaj ayllunmanta, Harhurpa ayllunmanta, 
EZR.2.52	Bazlutpa ayllunmanta, Nehidaj ayllunmanta, Harsaj ayllunmanta, 
EZR.2.53	Barcospa ayllunmanta, Sísaraj ayllunmanta, Temaj ayllunmanta, 
EZR.2.54	Nezíaj ayllunmanta, Hatifaj ayllunmanta imataj.
EZR.2.55	Salomompa sirvientesninkoj mirayninkumanta kaykuna karqanku: Sotaipa ayllunmanta, Soferetpa ayllunmanta, Perudaj ayllunmanta, 
EZR.2.56	Jaalaj ayllunmanta, Darcompa ayllunmanta, Gidelpa ayllunmanta, 
EZR.2.57	Sefatiaspa ayllunmanta, Hatilpa ayllunmanta, Poqueret-hazebaimpa ayllunmanta, Amompa ayllunmanta. 
EZR.2.58	Templopi sirvejkuna, chanta, Salomompa kamachisnimpa miraynimpiwan imaqa; tukuynimpi kinsa pachaj isq'on chunka iskayniyoj karqanku.
EZR.2.59	Telmelamanta, Tel-harsamanta, Querubmanta, Adonmanta, Imermantawan llojsimojkunaqa, mana sut'inchayta aterqankuchu, mayqen miraymantachus, mayqen ayllumantatajchus kasqankuta. Manallataj yacharqankuchu, ñaupa tatasninkoqa israelitaschus karqanku manachus chayta. Paykunataj kaykuna karqanku: 
EZR.2.60	Delaíaj ayllunmanta, Tobíaspa ayllunmanta, Necodaj ayllunmantataj: Sojta pachaj phishqa chunka iskayniyoj. 
EZR.2.61	Habaíaj ayllunmanta, Cospa ayllunmanta, Barzilaipa ayllunmantawan kajkunaqa, sacerdotekunamanta karqanku. Barzilai aylloj ñaupa tatanqa, Gaalad llajtayoj Barzilaipa warmi wawanwan casarakorqa, chayrayku chay sutiyoj karqa. 
EZR.2.62	Kaykunataj ñaupa tatasninkoj sutisninkuta mask'arqanku, maypichus sutis qelqakoj chay libropi, manataj tarerqankuchu. Chayrayku manaña sacerdotespaj qhawasqachu karqanku. 
EZR.2.63	Chantapis, kamachejqa nerqa, manaña mikhunankuta Diosman t'aqasqa mikhuymantaqa. Uj sacerdote Urimnejta, chanta Tumimnejta Diosta tapurispa yachanankama.
EZR.2.64	Chay tukuynin runasqa, tawa chunka iskayniyoj waranqa kinsa pachaj sojta chunkayoj karqanku. 
EZR.2.65	Qhari kamachis, warmi kamachispis mana paykunawan yupasqachu karqanku. Chay kamachistaj yupakorqanku, qanchis waranqa kinsa pachaj kinsa chunka qanchisniyoj. Kallarqankutaj, qhari takejkuna, warmi takejkunapis, paykunataj iskay pachaj karqanku. 
EZR.2.66	Tiyapullarqataj, qanchis pachaj kinsa chunka sojtayoj caballos, iskay pachaj tawa chunka phishqayoj mulas. 
EZR.2.67	Chantapis tiyapullarqataj, tawa pachaj kinsa chunka phishqayoj camellos, sojta waranqa qanchis pachaj iskay chunkayoj burrostaj.
EZR.2.68	Wakin ayllumanta kuraj runas, Jerusalempi kaj Señorpa templonman chayaytawan ofrendasninkuta qorqanku Diospa templon watejmanta ruwakunampaj kikin lugarnimpi. 
EZR.2.69	Chaypajtaj atisqankuman jina qorqanku, tawa pachaj pusaj chunka pusajniyoj kilo qorita, iskay waranqa qanchis pachaj phishqa chunkayoj kilo qolqeta, pachaj sacerdote p'achastawan.
EZR.2.70	Sacerdotekuna, levitakuna, wakin runastaj Jerusalempi tiyakaporqanku. Takejkuna, punkuta qhawajkuna, templopi sirvejkuna, ujkuna israelita runas kikin llajtankupi tiyakaporqanku.
EZR.3.1	Qanchis kaj killapi, israelitasqa, sapa ujpis llajtankupi tiyakusqantawan, Jerusalempi tukuyninku tantakorqanku uj runa jinalla. 
EZR.3.2	Chaypacha Josadacpa wawan Josué, chanta sacerdote masisnin, jinallataj Salatielpa wawan Zorobabel, chanta ayllu masisnin ima, Israelpata Diosnimpa altarninta ruwarqanku, chay patapi uywasta wañuchispa ruphachinankupaj, Diospa runan Moisespa leynimpi qelqasqanman jina. 
EZR.3.3	Chay jallp'aspi kaj runakunata manchachikushaspapis, altartaqa ruwarqanku, maypischus ñaupajta ruwasqa karqa chayllapitaj. Chay patapitaj ruphacherqanku uywasta wañuchispa. 
EZR.3.4	Ramada jatun fiestatapis ruwarqanku qelqasqaman jina. Sapa p'unchaytaj uywasta wañuchispa ruphacherqanku yachasqa kasqanman jina, sapa imata p'unchaynimpi. 
EZR.3.5	Chaymanta aswanqa qollarqankupuni sapa p'unchay ruphachina kajta, jinataj mosoj killapi ruphachina kajta, ajinallataj Señorpaj t'aqasqa p'unchaypi ruphachina kajtapis. Chanta munayninman jina ofrendasninkuta qoj kanku chaykunatawan. 
EZR.3.6	Manarajpis Señorpa templonta watejmanta ruwayta qallarerqankuchu. Chaywampis qanchis kaj killapi ñaupaj p'unchaymantapacha, Señorman jaywana kajta ruphachiyta qallarerqankuña.
EZR.3.7	Chanta ruwanankupaj qolqeta qorqanku, wasita ruwanampaj rumi ch'eqojkunaman, carpinterosman ima. Chanta, Tiromanta kajkunaman, Sidonmanta kajkunamampis, mikhunasta, ujyanasta, aceitetawan qollarqankutaj, cedro k'aspita qochanejta apamunankupaj Libanomanta Jopekama, Persiapi kaj rey Ciroj munayninman jina.
EZR.3.8	Jerusalempi Diospa wasinman chayamusqankumanta, iskay watamanta iskay kaj killapi, Salatielpa wawan Zorobabel, Josadacpa wawan Josuetaj, sacerdote masisninwan, levitaswan ima karqanku. Chaykunawan khuska, chanta pikunachus jap'isqamanta kutimporqanku Jerusalenman, chaykuna Diospa templonta watejmanta ruwayta qallarerqanku. Chayta ruwachinapajqa ajllarqanku, iskay chunka wata kurajniyoj levitasta. 
EZR.3.9	Josué, wawasninwan, wauqesninwantaj, chanta Judá ayllumanta Cadmiel, wawasninwan, Henadadpa wawasninwan, levita masisninwan ima, uj runa jinalla karqanku. Paykunataj Diospa templonta ruwachinankupaj ajllasqas karqanku.
EZR.3.10	Maypachachus albañiles Señorpa templonta ruwayta qallarerqanku chaypacha, sacerdotes sayarikorqanku linomanta p'achasninwan p'achallisqas, pututusniyojtaj. Asafpa wawasnin levitastaj platillosniyoj karqanku, Señorta yupaychanankupaj, Israelpi kaj rey Davidpa yachachisqanman jina. 
EZR.3.11	Ujkuna alabanzasta takerqanku, wajkunataj yupaycharqanku Señorman graciasta qospa kay jinata: Payqa may k'achapuni, Israeltaqa wiñaypaj munakun. Runasqa llajtantin kusiywanqa qhaparerqanku, yupaycharqankutaj Señorta, paypa templonta watejmanta ruwayta qallarishajta rikusqankurayku. 
EZR.3.12	Ashkha sacerdotes, levitas, chanta familiaspa tatasninkutaj machusña karqanku. Paykunaqa ñaupa templota rejserqanku, chayrayku jatunmanta qhaparispa waqarqanku, Señorpa templonta mosojmanta ruwakushajta rikuspa. Wakintaj kusiywan qhaparisharqanku. 
EZR.3.13	Mana pipis yachayta aterqachu, kusiywanchus, chayri llakiywanchus qhaparishasqankuta, imaraykuchus karumantapacha runa ch'ajwajqa uyarikorqa.
EZR.4.1	Judata, Benjamintawan chejnejkunaqa yacharqanku, preso jap'isqamanta kutimojkuna, Israelpata Señor Diosnimpa templonta watejmanta ruwashasqankuta. 
EZR.4.2	Chayrayku rerqanku parlaj Zorobabelwan, Josuewan, chanta aylluspa kuraj runasninkuwan ima, nerqankutaj: Noqayku kay templota ruwaysisqayku. Noqaykupis qankuna jina Diosniykichejman qayllaykullaykutaj. Chanta, Esar-hadón, Asiriapi rey kashajtin kayman pusamuwarqayku. Chay tiempomantapacha Diosman uywasta wañuchispa jaywashayku.
EZR.4.3	Zorobabel, Josué, chanta, wakin Israel aylluspa kuraj runasninku imataj kuticherqanku: Mana qankunawanqa Diosniykoj templonta ruwaykumanchu. Noqallayku ruwanayku tiyan Israelpa Señor Diosnimpa templontaqa. Ajinata kamachiwarqayku Persiapi kaj rey Ciroqa.
EZR.4.4	Chaymanta chay jallp'api tiyakoj runasqa, Judamanta kaj runasta iskayrayacherqanku, manchacherqankutaj, templotaqa ama ruwanankupaj. 
EZR.4.5	Aswampis wakin kurajkunaman qolqeta lluk'iykorqanku. Kaykunataj templo ruwakunanta jark'arqanku, Persiapi rey Ciro kamachisharqa chay tukuy tiempopi, rey Darío, Persiapi kamachej yaykunankama. 
EZR.4.6	Asuero kamachiyta qallarishajtintaj chay contrallejkunaqa, Judapi tiyakojkunaj contrampi, chanta, Jerusalempi tiyakojkunaj contrampitaj uj qelqasqawan ch'ataykorqanku. 
EZR.4.7	Persiapi Artajerjes rey kashajtin, Bilsam, Mitridates, Tabeel, chanta, ujkuna kamachej masisninwan ima, Artajerjesman qelqarqanku. Chay cartataj arameo parlaypi qelqasqa karqa, chay qalluman orqhosqataj. 
EZR.4.8	Rehum kamachejwan, Simsay qelqaj runawan uj cartata qelqallarqankutaj rey Artajerjesman, Jerusalempi tiyakojkunaj contrampi. 
EZR.4.9	Chay qelqajkunataj kaykuna karqanku: Kamachej Rehum, qelqaj Simsai, kuraj masisninku jueces, chanta kamachejkuna, Persiapi kaj kurajkuna ima, Erecmanta, Babiloniamanta, Susamantawan kaj runas. Paykunaqa Elammanta karqanku. 
EZR.4.10	Chantapis waj nacionesmanta kajkunawan. Tukuy paykunata, jatun kamachej Asnaparqa jap'irachispa apacherqa, Samaria jallp'asmantaj churarqa, Eufrates mayoj inti yaykuyninman. 
EZR.4.11	Chay qelqamusqanku cartaqa, kay jinata nerqa:
EZR.4.11	Artajerjes reyniyku, Eufrates mayoj inti yaykuynimpi tiyakoj kamachisniyki napaykamusunku:
EZR.4.12	Reyniyku, qanman willamuyku, qampamanta jamuwarqayku chay judiokunaqa, Jerusalenman chayamuspa, watejmanta sayarichishanku kay mana kasukoj sajra llajtata. Perqasta oqhariyta qallarikunña, cimientostaqa churaykunkuña. 
EZR.4.13	Willamullasuykutaj reyniyku, kay llajtachus watejmanta ruwasqa kanqa, perqasnintaj watejmanta sayarichisqa kanqa chaypachaqa, chay runas mana pagayta munanqankuchu tasasta, impuestosta, ni ñan pichaypajpis qonqankuchu. Ajinamanta reypajqa qolqe pisiyanqaña. 
EZR.4.14+EZR.4.15	Noqayku qan reyniykuta sirvishayku, chayrayku noqaykoqa, rey kayniyki qhesachasqa kananta mana munaykuchu. Chaynejta qan reyniykuman kayta willamuyku, mask'achinaykipaj ñaupa tatasniykej librosninkupi. Reyniyku, chaypi tarinki, yachankitaj, kay llajtaqa mana kasukoj kasqanta, reykunapajpis mana allimpuni kasqanta, jinallataj waj provinciaspi kaj runaspajpis mana allimpuni kasqanta. Ñaupa tiempospi runasqa, kay llajtapi tantaykukuspa parlanakusqanku mana kasukunankupaj, chayrayku kay llajtaqa t'unaykusqa kasqa. 
EZR.4.16	Reyniyku, qanman willamuyku, sichus kay llajta watejmanta ruwakonqa, perqasnintaj sayarichisqa kanqa chayqa, manaña kamachiyta atinkichu, Eufrates mayoj inti yaykuynimpi kaj llajtaspi, nispa.
EZR.4.17	Chaypacha rey Artajerjesqa, kutichispa qelqarqa kay jinata:
EZR.4.17	Rahum kamachej, Simsai qelqaj, chanta, Samariapi tiyakunku chay wakin kamachej masisniykita, jinallataj Eufrates mayoj inti yaykuynimpi tiyakojkunatapis, napaykamuykichej.
EZR.4.18	Carta apachimuwasqaykichejqa ñaupaqeypi sut'ita leekorqa. 
EZR.4.19	Kamacherqani archivo libropi mask'akunanta niwasqaykichejta. Cheqamanta tarisqa karqa, chay llajtaqa ñaupa tiempopi reykunaj contrampi sayarisqanku, paykunawan churanakunankupaj ch'ajwa ruwanankupajtaj wakichikusqanku. 
EZR.4.20	Jerusalempi atiyniyoj reykuna kasqanku. Chaykunataj Eufrates mayoj inti yaykuynejpi kaj llajtasta kamachisqanku. Paykunamantaj pagaj kasqanku impuestosta, tasasta, ñan pichaypaj ima. 
EZR.4.21	Kunanmanta chay runakunata kamachiychej. Paykuna chay ruwanasninkuta saqechunku. Chay llajtata ama watejmanta ruwachunkuchu, noqamanta kamachi llojsimunankama. 
EZR.4.22	Kaytaqa allintapuni qhawaychej, ama astawan mana allin imas yapakunampaj reykunaj contrampi, nispa.
EZR.4.23	Maypachachus rey Artajerjespa cartan leekorqa, Rehumpa ñaupaqempi, qelqaj Simsaejpa, chanta, kamachej masisnimpa ñaupaqempi ima, chay ratopacha tukuyninku Jerusalemman rerqanku, maypichus judiokuna kasharqanku chayman, may atiywan, armaswantaj chay ruwanasninkuta saqecherqanku. 
EZR.4.24	Ajinamanta, Jerusalempi Diospa templonta ruwanankuta saqecherqanku, Persiapi rey Darío iskay watata kamachinankama.
EZR.5.1	Profeta Hageo, chanta Idompa wawan Zacarías profetawanqa willarqanku, Judapi, jinallataj Jerusalempi tiyakoj judiokunaman, Israelta waqaychaj Señor Diosnimpa sutimpi. 
EZR.5.2	Chaypacha Salatielpa wawan Zorobabel, Josadacpa wawan Josuetaj watejmanta Jerusalempi kaj Diospa templonta ruwayta qallarerqanku. Diospa profetasnintaj paykunata umachaspa kallpachasharqanku. 
EZR.5.3+EZR.5.4	Chaypacha Eufrates mayu chimpapi kamachej Tatnai, chanta, Setar-boznaiwan, kamachej masisninwan ima rispa, paykunata tapumorqanku: Pitaj kamachisunkichej kay templota watejmanta ruwanaykichejtarí, chanta, kay perqatapis sayarichinaykichejta? Ima sutisniyojtaj kanku kay wasita watejmanta ruwachishanku chaykunarí?, nispa. 
EZR.5.5	Astawanqa judiosta kamachejkunata Diosqa qhawasharqa. Chayrayku mana jark'arqankuchu, Darioman willanankukama, kutichispa apachimusqanta jap'inankukamataj.
EZR.5.6	Rey Darioman uj cartata apachimorqanku, Eufrates mayu chimpapi kamachej Tatnai, Setar-boznaiwan, chanta kamachej masisninkuwan ima. 
EZR.5.7+EZR.5.8	Chay cartapitaj nerqanku:
EZR.5.7+EZR.5.8	Rey Darío, qanta napaykamuyku, walejlla kanaykita munaspa. Kayta willamuyku qanman: Judá jallp'asta watumuyku, jatun Diospa wasintapis riyku. Chay waseqa mosojmanta ruwakushan, jatuchaj sumaj ch'eqosqa rumiswan. Kunanqa perqasman tablasta churaykushankuña. May usqhayta ruwarqoshanku. Chay ruwayninkoqa ñaupajmampuni rishan. 
EZR.5.9	Judiospa kuraj runasninkuta tapuriyku: Pitaj kamachisunkichej mosojmanta templota ruwanaykichejpaj, kay perqastapis muyuykuchinaykichejkamarí?, nispa. 
EZR.5.10	Chantapis tapurillaykutaj, ima sutiyojchus kasqankuta chay ruwachejkuna, sutisninkuta qelqaspa qan reyniykuman apachimunaykupaj. 
EZR.5.11	Paykunataj niwarqayku: Noqaykoqa yupaychayku, janaj pachapi jinallataj kay pachapipis kashan chay Diosta. Chantapis nillawaykutaj: Mosojmanta ruwashayku chay temploqa, unay ñaupa tiempospi uj kuti ruwasqaña kasqanta, tukuychasqañataj, Israelmanta uj jatun reynejta. 
EZR.5.12	Nillawarqaykutaj: Tatasniyku chay qhepata janaj pachapi kaj Diosta phiñachisqanku, chayrayku paykunata Dios apachisqa, Babiloniapi kaj rey Nabucodonosorpaman, paytaj caldeo karqa, chay templotataj urmachisqa, israelita runastataj Babiloniaman apachisqa. 
EZR.5.13	Chay qhepata Ciroqa, uj wataña Babiloniapi rey kashaspa, kamachisqa Diospa templon mosojmanta ruwakunanta.
EZR.5.14	Nillawarqaykutaj: Rey Nabucodonosorqa, Jerusalempi kaj Diospa wasinmanta qori imasta, qolqe imastawan orqhospa, Babiloniapi kaj templonman churachisqa. Chay qhepatataj rey Ciroqa, chay qori imasta, qolqe imastawan Babiloniapi kaj templomanta orqhochimuspa, qosqa Sesbasar sutiyoj kamachejman. 
EZR.5.15	Payta nisqataj: Kay qori imasta qolqe imastawan Jerusalempi kaj temploman apay. Diospa templontaj, maypichus ñaupajta karqa, chay kikimpi ruwasqa kachun. 
EZR.5.16	Ajinamanta Sesbasar chayamorqa, Jerusalempi Diospa templonta qallaricherqataj. Chaymantapacha temploqa mosojmanta ruwakushan, manataj tukuchasqarajchu kashan.
EZR.5.17	Kunantaj reyniyku, sichus allin rijch'asunkiman chayqa, mañakuyku Babiloniapi reykunaj archivosninkupi mask'asqa kananta, tapuykachasqataj kananta, cheqatapunichus manachus rey Ciroqa kamachisqanta, Jerusalempi Diospa templon mosojmanta ruwakunanta. Chanta willamuwayku reyniyku imaynatachus ninki kay imasmanta chayta, nispa.
EZR.6.1	Rey Darioqa chaypacha kamacherqa chayta mask'anankuta Babiloniapi, maypichus librosta waqaychaj kanku chaypi. 
EZR.6.2	Uj libro tarisqa karqa Media sutiyoj jallp'api, Ecbatana llajtaj palaciompi, chaypitaj kay jina qelqasqa kasharqa: Kaytaqa tukuy yachananku tiyan:
EZR.6.3	Persianmanta kaj rey Ciroqa, uj watataña kamachishaspa kay jinata kamacherqa:
EZR.6.3	Jerusalempi kaj Diospa templonqa qallarikuchun, ruwasqataj kachun, chaypi uywasta wañuchispa Diosman jaywanapaj. Chay waseqa pataman kanqa, iskay chunka qanchisniyoj metros, anchonmantaj iskay chunka qanchisniyoj metrosllataj. 
EZR.6.4	Perqanqa kachun kinsa sinru jatuchaj ch'eqosqa rumismanta, ujnin sinrutaj mosoj tablamanta kachun. Chaykuna ruwakunampajqa rey paganqa. 
EZR.6.5	Qorimanta, qolqemanta ruwasqa imasta Jerusalempi kaj Diospa templonmanta rey Nabucodonosor orqhospa Babiloniaman aparqa. Chay imastaj Jerusalenman kutichisqas kachunku. Chaypitaj Diospa templompi maypichus kaj chaj kikinman churasqas kanqanku, nispa.
EZR.6.6+EZR.6.7	Chayrayku rey Darío kamacherqa kay jinata: Eufrates mayu chimpapi kamachej Tetnaí, chanta Setar-boznai, kamachej masisniykichejtawan ima,
EZR.6.6+EZR.6.7	Jerusalenmanta llojsiychej, saqeychejtaj, judíospa kamachejnin, kurajkunasninku ima, Diospa templonta maypichus kanampi ruwanankuta, 
EZR.6.8	Kay kamachiykunata qoni judiospa kuraj runasninkuta yanapanaykichejpaj, Diospa templonta mosojmanta ruwachinankupaj:
EZR.6.8	Eufrates mayu chimpamanta reypaj qonku, chay qolqemanta orqhospa gastosta chay runasman pagachunkupuni, ajinamanta ruwanasqa ama sayanampaj. 
EZR.6.9	Sapa p'unchay paykunaman entregasqapuni kachun Jerusalempi kaj sacerdotespa nisqankuman jina, imastachá mañanqanku chay tukuyta: Torillustachus, carnerostachus, corderostachus, janaj pachapi kaj Diosman jaywaspa ruphachinankupaj; manachayqa, trigotachus, kachitachus, vinotachus, aceitetachus. 
EZR.6.10	Ajinamanta chay imasta k'acha q'apashajta janaj pachapi kaj Diosman jaywanankupaj, chantapis reypa wawasnimpaj ima Diosmanta mañapunankupaj.
EZR.6.11	Kamachillanitaj, pillapis kay kamachisqayta mana kasojtaqa, kikin wasinmanta uj k'aspita sik'ispa, chay k'aspipi t'ejsisqa warkhurayachun. Wasintaj thuñisqa kachun, uj montonman tukusqataj qhepakuchun. 
EZR.6.12	Mayqen reychus, chayri llajtachus, Jerusalempi kashan chay temploj contrampi mana allinta ruwayta munajtaqa, tiyakunampaj Jerusalenta ajllakoj Dios t'unaykuchun! Noqa Darío kaytaqa kamachini. Kay nisqayqa kikimpuni junt'akuchun, nispa.
EZR.6.13	Chaypacha, Eufrates mayu chimpapi kamachej Tatnai, chanta Setar-boznaiwan, kamachej masisninwantaj, rey Daríoj kamachisqantaqa kikintapuni junt'arqanku. 
EZR.6.14	Ajinamanta, judiokunata kamachejkunaqa, mosojmanta ruwasharqanku chay templota ruwallarqankupuni, profeta Hageoj nisqanman jina, chanta, Idompa wawan Zacarías profetaj nisqanman jinataj. Mosoj temploqa tukuychasqa karqa Israelpa Diosnin kamacherqa chayman jina. Chantapis, Persiamanta reykuna: Ciro, Darío, Artajerjes ima kamachisqankuman jinataj. 
EZR.6.15	Kay temploqa tukuychasqa karqa, Adar nisqa killamanta kinsa p'unchay uraykusqanman, Persiapi, rey Darío sojta watataña kamachishajtin.
EZR.6.16	Chaypachaqa, israelitakuna, sacerdotekuna, levitakuna, chanta wajkunawantaj, jap'isqa kasqankumanta kutimporqanku chaykunaqa, may kusiywan Diospa templontaqa payman qoporqanku. 
EZR.6.17	Chaypacha jaywarqanku Diosman, pachaj torillosta, iskay pachaj carnerosta, tawa pachaj malto corderostataj. Chantapis chunka iskayniyoj chivosta jaywallarqankutaj, tukuynin israelitaspa juchasninkumanta, mashkha aylluchus kasqankuman jina. 
EZR.6.18	Chaymanta sacerdotestaqa mit'ankuman churararqanku. Jinallataj levitastapis sapa ujta ruwanasninkuman, Jerusalempi ruwanasta Diospaj ruwanankupaj, Moisespa librompi qelqasqaman jina.
EZR.6.19	Jap'isqamanta kutimpojkunaqa, Pascua fiestata ruwarqanku, ñaupaj kaj killamanta chunka tawayoj p'unchaypi. 
EZR.6.20	Sacerdotes, chanta, levitas imaqa llimphuchakusqankuña. Ajinamanta tukuyninku llimphusña karqanku. Chaymanta Pascuapi jaywana kajta jaywarqanku, jap'isqamanta kutimporqanku chay tukuyninrayku, sacerdotesninkurayku, jinallataj paykuna kikinkuraykupis. 
EZR.6.21	Tukuynin israelitas, jap'isqamanta kutimporqanku chaykunaqa mikhorqanku Pascuapi wakichisqa mikhuyta. Chay jallp'amanta wakin runas millay kausayninkumanta t'aqakorqanku, Israelpa Señor Diosninkuta yupaychayta munaspa, chaykunapis israelitaswan khuska mikhullarqankutaj. 
EZR.6.22	Qanchis p'unchay junt'aqa mana levadurayoj t'anta nisqa fiestata may kusiywan ruwarqanku, imaraykuchus Señor paykunata kusicherqa, Persiapi kaj reypa sonqonta paykunaman kutirichimuspa, yanapananampajtaj Diospa templonta ruwaypi. Chay Diosqa, Israelpa Diosnin.
EZR.7.1	Chaymantataj Persiapi rey Artajerjes kamachishajtin, uj runa karqa Esdras sutiyoj. Payta Seraiaspa wawan karqa. Seraiastaj Azariaspa wawan. Azariastaj Hilciaspa wawan. 
EZR.7.2	Helcíastaj Salumpa wawan. Salumtaj Sadocpa wawan. Sadoctaj Ahitobpa wawan. 
EZR.7.3	Ahitobtaj Amariaspa wawan. Amariastaj Azariaspa wawan. Azariastaj Meraiotpa wawan. 
EZR.7.4	Meraiot-taj Zeraiaspa wawan. Zeraiastaj Uzej wawan. Uzitaj Buquej wawan. 
EZR.7.5	Buquitaj Abisuajta wawan. Abisuataj Fineespa wawan. Fineestaj Eleazarpa wawan. Eleazartaj ñaupaj kaj sacerdote Aarompa wawan karqa. 
EZR.7.6+EZR.7.7	Kay Esdrasqa may umayoj yachachej karqa, Israelpa Señor Diosnin kamachiyta Moisesman qorqa chaymanta sumajta pay yacherqa. Señortaj paywan karqa yanapanampaj, chaynejta rey Artajerjesqa tukuy ima mañasqanta payman qorqa. Chay jinamanta Esdrasqa kutimporqa Babiloniamanta Jerusalenman. Paywantaj kutimporqanku ashkha israelitas. Chaykunamanta wakin karqanku sacerdotes, wakintaj levitas, takejkuna, punkuta qhawajkuna, wakintaj templopi sirvejkuna. Paykunaqa Babiloniamanta llojsimusqanku rey Artajerjes qanchis watataña kamachishajtin. 
EZR.7.8+EZR.7.9	Esdrasqa Diospa yanapayninwan Babiloniamanta llojsimorqa, ñaupaj killamanta uj p'unchay uraykusqampi, qanchis watataña Artejerjes kamachishajtin. Jerusalenmantaj chayamorqa, phishqa killamanta ñaupaj p'unchaypi chay kikin watapi. 
