MAT.1.1	Cay kelkaskaka Jesucristoj ñaupaj tatasninmantamin. Jesuska Abrahammanta jamun Davidmantawan.
ROM.8.37	Munacuwajninchej Cristonejtataj tucuy chay imasta atipallanchejpuni. 
ROM.8.38	Chayraycu seguro cani: Ni jayc'aj ni ima nokanchejta Diospa munacuyninmanta t'akayta atiwanchejchu —ni wañuy, ni causay, ni angeles, ni camachejcuna, ni cunan caj, ni jamoj caj, ni atiyniyojcuna, 
ROM.8.39	ni janaj pacha atiy, ni cay pacha atiy, nitaj waj ruwaska imaspis Diospa munacuyninmanta t'akayta atiwanchejchu. Chay munacuyninta Señorninchej Cristo Jesusnejta ricuchiwanchej.
ROM.9.1+ROM.9.2	Cristowan ujchaska chekata nishayquichej, mana llullacunichu, may llaquiska caskayta llajta-masisniymanta. Sonkoypipis sinch'itapuni phuticuni paycunamanta. Cayka cheka caskanta sonko-yuyayniypi Santo Espíritu willawan. 
ROM.9.3	Ajinapi noka quiquiypis munayman Cristomanta wiñaypaj t'akaska cayta hermanosniy llajta-masisniyta yanapanaypajka. 
ROM.9.4	Paycunaka israelcuna cancu, Diospa ajllaska runasnin. Paycunaman atiyninta ricucherka. Munayninmanjina tratosninta camachiskasninta ima churarka. Payta yupaychanancuta yachacherka paycunawan caspa. Sumaj niskasnintapis paycunaman korka. 
ROM.9.5	Paycunaka ñaupa tatasniycoj miraynin cancu. Paycunamanta Cristo runa cananpaj nacecorka. Payka tucuyta Camachej Dios, wiñaypaj yupaychaskapis. Ajina cachun.
ROM.9.6	Chayta nispaka mana ninichu Dios niskanta mana junt'askantaka. Manamin tucuy israel runaschu Diospa ajllaskasnin cancu. 
ROM.9.7	Abrahamka ashqha mirayniyoj. Astawanka mana tucuynincuchu cheka wawasninpaj yupaskas cancu. Manachayrí Diospa sumaj niskanmanjina cajcunalla yupaskas cancu. Palabranpis nin: “Isaacnejta ajllaska miraynenka jamonka”. 
ROM.9.8	Ajinapi mana aychamanjina miraymantachu Diospa runasnin cancu. Manachayrí Diospa sumaj niskanmanjina cajcunalla miraynin cancu. 
ROM.9.9	Diospa sumaj niskanka caytamin Abrahamman nin: “Jamoj watapi atiyniyta ricuchisaj. Warmiyqui Sarataj wawayoj canka”, nispa.
ROM.9.10	Nitaj cayllachu: Rebecajtapis mellizos nacecorkancu. Chay wawaspa tatancoka Isaac, ñaupa tataycu. 
ROM.9.11	Manaraj nacecushajtincutaj ni sumajta ni sajrata ruwashajtincu Dioska ujta paycunamanta ajllarka. Chayta ruwarka ajllaskan yuyaskanmanjinapuni cananpaj. 
ROM.9.12	Mana runaj ruwaskanmantachu carka. Manachayrí Diospa ajllaskanmanjinapuni carka. Rebecamanpis nerka: “Curajka sullc'aj camachin canka”, nispa. 
ROM.9.13	Chayka palabranpi Dios niskanmanjinamin: “Jacobta munacorkani, Esautataj chejnicorkani”, nispa.
ROM.9.14	Cunanka ¿imanisunmantaj? ¿Dioska mana chekan ruwaj nisunchu? 
ROM.9.15	¡Ni imaynamanta! Moisesmanpis nerkapuni: “Munayniymanjina runasta qhuyacusaj, munayniymanjinataj runasta yanapasaj”, nispa. 
ROM.9.16	Chayraycu Diospa yanapaynenka mana runaj munayninmantachu nitaj runaj ruwayninmantachu. Manachayrí Diospa qhuyacuyninmanta. 
ROM.9.17	Palabranpipis Faraonman nin: “Kannejta atiyniyta ricuchinaypaj camachejta churarkayqui. Ajinapi tucuy cay jallp'a patapi runas Dios caskayta yachankancu”, nispa. 
ROM.9.18	Chayraycu Dioska munayninmanjina runata qhuyacun, munayninmanjinataj runaj sonkonta rumiyachin.
ROM.9.19	Ajina cajtenka tapuwanquichá: Ni pi munayninta jarc'ayta atejtenka ¿imaraycutaj Dioska runata juchachanrí? nispa. 
ROM.9.20	Kanrí runa caspa Dioswan churanacuytaka mana atiwajchu. Mancapis mana ruwajninman niyta atinmanchu: “¿Imaraycutaj ajinata ruwawanquirí?” 
ROM.9.21	Ruwajka uj t'urullamanta mancata ruwayta atin sumaj cajpajpis chayrí pisi cajpajpis.
ROM.9.22	Chantapis Dioska juchapaj phiñacuyninta atiynintapis ricuchiyta munaspa juchasapasta unaymantapacha muchullarka. Paycunaka juchancuwan tucuchicuyta waquichicuncu. 
ROM.9.23	Dioska munarkatajmin ricuchiyta qhuyacuskasninman khapaj atiyninta. Paycunata wiñay causaypaj unaymantapacha waquicherka. 
ROM.9.24	Paycunatapis nokanchejtapis wajyawarkanchej, mana israelcunallamantachu, manachayrí waj llajtayojcunamantapis. 
ROM.9.25	Oseaspa kelkaskanpi Dios ninjina:
ROM.9.25	Mana runasniy cajcunata, ajllaska runasniy nisaj.
ROM.9.25	Mana munaska cajcunatapis munacusaj.
ROM.9.26	Ujnejpipis waj llajtayojcunaman nerka:
ROM.9.26	“Mana runasniychu canquichej”.
ROM.9.26	Chayllapitaj nenka: “Causashaj Diospa wawasnin niskas cankancu”, nispa.
ROM.9.27	Israelcunamantarí Diospa unay willajnin Isaiaska rimarka: “Israelcuna t'iojina ashqha cajtincupis pisi puchojlla causanancupaj cachariskas cankancu. 
ROM.9.28	Señorka chekanta uskhaytatajmin tucuy niskanta junt'anka cay pachata tucuchispa”. 
ROM.9.29	Sut'inchallarkataj Isaiaska:
ROM.9.29	Tucuyta atipaj Señor Dios pisi runasta sakepuwarkanchej puchojtajina.
ROM.9.29	Sichus mana sakepuwasunmanchu carka chayka,
ROM.9.29	Sodoma, Gomorra llajtasjina tucuchiska casunman carka, nispa.
ROM.9.30	Cunanka chay jawa ¿imanisunmantaj? Waj llajtayojcunaka chekan cayta mana khatispalla tariparkancu. Diospi jap'icuynejtamin chay chekan cayta tariparkancu. 
ROM.9.31	Israelcunarí chekan cayta tarinapaj imaymana ruwaycunata khatispa mana tarerkancuchu, 
ROM.9.32	mana Diospi jap'icuynejllata khatiskancuraycu. Manachayrí ruwaskasnincuwanpis tarincumanjina masc'arkancu. Chayraycu urmarkancu misc'ana rumipi. 
ROM.9.33	10.15 Ajinatatajmin Diospa palabranpi nin:
ROM.9.33	Sion llajtaypi misc'ana rumitajina churani.
ROM.9.33	Chay rumipi runas urmancu. [Cristo chay rumeka.] 
ROM.9.33	Paypi jap'icojka niskasninta junt'askanta riconkapuni.
ROM.10.1	Hermanosníy, tucuy sonkoywan munani israelcuna juchachaymanta cachariskas canancuta. Chaypaj Diosmanta mañacunipuni. 
ROM.10.2	Paycunamanta allinta yachaspa willayquichej: Mayta munancu Dios jatunchaska cananta, astawanrí mana cheka yachaymanjinachu. 
ROM.10.3	Diospa chekan caynintaka manamin rejserkancuchu. Paycunaj chekan caynincuta sayachicuyta munaspataj Diospa chekan cay koricuyninta khesacharkancu. 
ROM.10.4	Cristomin Diospa camachiskasninta tucuyta junt'arka. Chayraycu tucuy paypi jap'icojcunata chekanpaj Dios khawanka.
ROM.10.5	Camachiskasta ruwananejta chekan caymanta parlaspa Moisés kelkarka: “Camachiskasta junt'ajka ruwaskannejta causanka”. 
ROM.10.6	Astawanrí Diospi jap'icuynejta chekan caymantataj palabranpi ajinata nin: “Ama sonkoyquipi tanteyacuychu ¿pitaj janaj pachaman wicharenkarí?” nispaka. Chayka Cristota uraycuchimuymin. 
ROM.10.7	“Amataj tanteyacuychu ¿pitaj uqhu pachaman urayconkarí?” nispaka. Chayka Cristota wañuymanta causarichimuymin. 
ROM.10.8	Astawanka ajinata nin: “Diospa niskan kanpa kayllayquipi cashan, simiyquipi, sonkoyquipipis”, nispa. Cayka Diospi jap'icuymanta willaraskaycumin. 
ROM.10.9	Runaspa ñaupakencupichus Jesuska Señorniyqui caskanta willanqui, sonkoyquiwantajchus creenqui Dios wañuymanta causarichimuskanta chayka, pay cacharichisonka. 
ROM.10.10	Runaka Diospi sonkonwan jap'icun chekanchaska cananpaj; Jesuska Señornin caskantataj siminwan willacun juchamanta cachariska cananpaj.
ROM.10.11	Diospa palabranka ninmin: “Tucuy paypi jap'icojka Dios niskanta junt'askanta riconkapuni”. 
ROM.10.12	Diospajka israelcunapis waj llajtayojcunapis quiquillan cancu tucuypa Señornincu caskanraycu. May qhuyacuyniyojtaj tucuy paymanta mañacojcunapajka. 
ROM.10.13	Palabranpipis nin: “Señormanta mañacojcunataka tucuynincuta juchancumanta cacharenka”, nispa. 
ROM.10.14	Astawanrí runaska Señorpi jap'icuspalla paymanta mañacuyta atincu. Señormanta uyarispallataj paypi jap'icuyta atincu. Señormanta paycunaman willarajtillantaj uyariyta atincu. 
ROM.10.15	Cachamuska caspallataj willarajka sumaj willanasta paycunaman willarayta atin. Diospa palabranpi niskanmanjina: “Diosman allinyachiymanta sumaj willanaswan cachamuska cajcunaka may cusiywan jap'iskamin”. 
ROM.10.16	Astawanrí mana tucuychu sumaj willanasta casorkancu. Isaiaska kelkaskanpi nin: “Señorníy, pisislla willanasniycuta jap'icorkancu”, nispa. 
ROM.10.17	Ajinaka Diospi jap'icuyka sumaj willanasta uyariymanta jamun. Sumaj willanastaj Cristoj niskasninmin.
ROM.10.18	Chanta ¿manachu uyarincuman carka? ¡Uyarerkancupuni! Dios palabranpipis nin:
ROM.10.18	Tucuy cay pachapi willanasta uyarerkancu.
ROM.10.18	Maycunapichus runa tiyacun chaycama niskasnincu chayarka.
ROM.10.19	Chayta israelcunaka ¿mananchu repararkancu? Reparancupuni carka. Chaymanjinamin ñaupajta Moiseska Diospa niskanta mana casucoj israelcunaman kelkarka:
ROM.10.19	Pisipaj khawaska runaswan envidiachiskayquichej.
ROM.10.19	Mana yuyayniyoj runaswantaj phiñapayachiskayquichej.
ROM.10.20	Chanta Isaiaspis mana p'enkacuspa kelkallarkataj Diospa niskanta:
ROM.10.20	Mana masc'awajcuna tariwarkancu.
ROM.10.20	Mana nokamanta tapucojcunamantaj sut'inchacorkani.
ROM.10.21	Israelcunamantarí Dios nerka: “P'unchaynintinta munacuywan wajyarkani cay mana casucoj churanacoj runasta”.
ROM.11.1	Cunanka ¿Dios runasninta khesachaporkapunichu? ¡Ni imaynamanta! Nokapis israel runamin cani, Abrahampa mirayninmanta, Benjamín ayllumantapis. 
ROM.11.2	Manaraj cay pachata ruwashaspa Dioska yuyarka runasninta wajyayta. Paycunataka mana tucuytachu khesacharka. Yachanquichejchá kelkaskata. Unay willajnin Eliaska israelcunaj contranta rimaspa Diosman nin: 
ROM.11.3	“Señorníy, willajcunayquita wañucherkancuña, yupaychanasniyquitapis urmacherkancuña. Noka sapallayña khepani. Wañuchiwaytataj munancu”, nispa. 
ROM.11.4	Astawanpis Dioska Eliasman cuticherka: “Kanchis waranka kharis khepapuwancuraj nokata yupaychanawancupaj. Paycunaka Baal sutichaska ruwaska diosman ni jayc'aj konkoricorkancuchu”, nispa. 
ROM.11.5	Ajinallataj cunan p'unchaycunapi cashan. Israelcunamanta puchojta Dios c'acha yanapayninmanjina ajllacun. 
ROM.11.6	Sitajchus c'acha yanapayninnejta runasta ajllacun chayka, manaña ruwaskasnincunejtachu. Mana ajina cajtinri c'acha yanapaynenka mana khasillamantachu canman.
ROM.11.7	Chayraycu ajina cashan: Israelcunaka masc'askancuta mana tarerkancuchu. Paycunamanta chay pisi puchojtarí Dios ajllarka chekan cayta tarinancupaj. Ashqhastaj rumi sonkos tucorkancu. 
ROM.11.8	Palabranpi ninjina: “Mana casuskancuraycu sumaj willanaspaj sonkoncuta Dioska tunuyacherka. Ajinapi ñawisnincuwan mana ricuyta atincuchu. Ningrisnincuwantaj mana uyariyta atincuchu cunancama”. 
ROM.11.9	Diospa palabranpi Davidpis nillantaj:
ROM.11.9	Fiestancu paycunata urmachichun, ch'ipajina jap'iycuchun.
ROM.11.9	Misc'anataj cachun mana casuskancumanjina muchunancupaj.
ROM.11.10	Ñawisnincu lakhayachun ama ricunancupaj.
ROM.11.10	Llasa juchancu wasancuta c'umuycuchichunpuni.
ROM.11.10	[Ajinata nin Moisespa camachiskasnillanpi confiacapuskancuraycu.] 
ROM.11.11	Cunanka ¿israelcuna pantaynincuwan wiñaypajpunichu urmaporkancu? ¡Ni imaynamanta! Astawanrí pantaynincunejta waj llajtayojcuna wiñay causaypaj cachariskas cankancu cusiconkancutaj Cristowan ujchaska. Ajinapi israelcunata chay cusiyka envidiachinman Diosman cutirinancupaj. 
ROM.11.12	Paycunaj pantaynincunejta runas tucuy cay pachapi sumaj willanasmanta cusicuncu. Israelcunaj atipachicuynincuwanchus waj llajtayojcuna cusicuncu chayka, may cusiy canka israel aylluntin cutirejtin.
ROM.11.13	Cunanka kancuna waj llajtayojcunaman niyquichej: Kancunapaj Cristoj cachan cani. Cay ruwayniyta sumajpaj khawani. 
ROM.11.14	Cay ruwaynejta imaynallamantapis israel hermanosniyta envidiachiyta munani waquenka Cristopi jap'icunancupaj. 
ROM.11.15	Paycunaj carunchacuynincuwan cay pacha runas Diosman allinyachiskas cancu. Ajinallataj israelcunaj Diospa camachiyninman yaycuskancoka wañuymanta causarimuy canka. 
ROM.11.16	Ñaupa tatasniycuchus Diosman t'akaska cancu chayka, tucuy israel ayllupis quiquillantaj canka. Sumaj saphiyoj sach'aka sumaj ramasniyojllatajmin.
ROM.11.17	Quiquinchanapaj nisun israelcuna uj olivo sach'ajina caskancuta. Waquenka mana Diospi jap'icuspa sach'amanta c'ajllaska ramamanjina tucorkancu. Waj llajtayojcunataj uj q'ita olivo sach'ajina cancu. Kan waj llajtayojtaj, Diospi jap'icuspa c'ascachiska ramajina canqui. Olivo sach'aman c'ascaskayquimanta allin uywaska canqui. 
ROM.11.18	Chayraycu amaña jatunchacuychu israelcunamanta. Astawanpis yuyariy ramataka saphi causachin, manataj ramachu saphita causachin.
ROM.11.19	Ninquichá: “Dios israelcunata khesacharka noka paypa runan canaypaj”, nispa. 
ROM.11.20	Khaway: Paycunata khesacharka mana jap'icuskancuraycu. Kanrí paypi jap'icuspalla allinta sayashanqui. Ajinaka ama jatunchacuychu, astawanpis Diosta manchachicuy. 
ROM.11.21	Sichus Dios khesacharka israel runasninta chayka, kantapis khesachallasunquimantaj. 
ROM.11.22	Yuyaricuy Dioska qhuyacuyniyojmin. Astawanpis juchapaj chekanta phiñacoj caskanta. Urmajcunapajka phiñacuyniyojmin. Kanpajrí qhuyacuyniyoj paypa qhuyacuyninpi sayajtiyqui. Manachus paypi jap'icuspa sayawaj chayka, khesachaska canqui. 
ROM.11.23	Paycunachus Diosman cutiricapuncuman paypi jap'icuspa chayka, ujtawan paycunaman qhuyacuyninta ricuchenka. Chekamanta Dioska atin paycunata watejmanta sayarichiyta. 
ROM.11.24	Kan waj llajtayoj cashajtiyquipis Cristowan ujchasorka qhuyacuyninwan. Ajina cajtenka may astawanraj unaymanta wajyaska israelcunanman Dios qhuyacuyninta ricuchenka.
ROM.11.25	Hermanosníy, Diospa cay pacaska yuyayninta yachanayquichejta munani ama kancunalla jatunchacunayquichejpaj. Israelcunamantaka mana tucuychu rumi sonkos tucorkancu. Nitaj ajinallapunichu cankancu. Astawanrí waj llajtayojcunaka sumaj willanasnejta Diosman cutirinancucamalla ajina tunuyaskas cankancu. 
ROM.11.26	Chanta tucuy Israel ayllu juchanmanta cachariska caspa Diosman cutirenka. Dios palabranpi ninjina:
ROM.11.26	Sion llajtamanta Cacharichej llojsenka.
ROM.11.26	Payka sajra ñanmanta Israelta cutirichenka.
ROM.11.27	Chay Cacharichejnejtataj tratoyta Israelman junt'asaj, juchasninta khechuspa.
ROM.11.28	Sumaj willanasmanjinaka israel ayllu Diospa enemigonjina tucorka kancunaj allinniyquichejpaj. Diospa ajllacuyninmanjinarí ñaupa tatasniycuraycu chay aylloka Diospa munacuskan. 
ROM.11.29	Dios c'achapuni caspa churaska atiynintapis wajyaskantapis manamin jayc'aj konkapunchu. 
ROM.11.30	Kancunaka ñaupa tiempospi mana casucojcuna carkanquichej. Cunanrí Dios qhuyacusorkachej israelcuna mana casucuskancuraycu. 
ROM.11.31	Paycunaka cunan mana casuncuchu. Astawanrí cutirejtincu Dios paycunata qhuyaconkapuni kancunatajina. 
ROM.11.32	Dioska tucuytamin mana casucojcunapaj yuparka waj llajtayojcunatapis israelcunatapis. Chayta ruwarka tucuyman qhuyacuyninta ricuchinanpaj.
ROM.11.33	¡May chhica munacuyniyoj ni jayc'aj tucucojtaj Diospa yuyayninpis yachayninpis! ¡Yuyaskasnenka ni jayc'aj yachay atina! ¡Ruwaynintaj mana entiendey atina! 
ROM.11.34	Palabranpi nin:
ROM.11.34	Ni pi Señorpa yuyaskasninta yachanchu.
ROM.11.34	Ni pi payta yuyaycharkachu.
ROM.11.35	Ni pi ni imata payman korkachu paymanta ujtawan mañacapunanpaj.
ROM.11.36	Tucuy imamin paymanta paynejta paypajtaj cashan. Jatunchaska cachun wiñaypa wiñayninpaj. Ajina cachun.
ROM.12.1	Hermanosníy, Dios mayta qhuyacuwaskanchejraycu cayta mañacuyquichej: Causashaj jaywanatajina t'akaskata Diosta cusichinapaj cuerpoyquichejta payman jaywacuychej. Chaymin tucuy sonkowan Diosta yupaychayniyquichejka. 
ROM.12.2	Amañataj cay pacha manacaj runas causancu ajinataka causaychejchu. Astawanpis sonkoyquichejpi yuyayniyquichejpi mosojyachiskas caychej Diospa munayninta yachanayquichejpaj. Munaynenka cosa, c'acha, may sumajtaj cashan tucuy imapaj.
ROM.12.3	Dios c'achata yanapawarka cachan canaypaj. Ajina cachanpaj churaska sapa ujman nishayquichej: Ama jatunchacuychejchu maychus cananmanta astawanka. Manachayrí cheka yuyaywan khawacuychej. Sapa ujman yuyaskanmanjina Dios atiyta kon runasnin chaupipi ruwananpaj. Chaymanjina khawacuychej. 
ROM.12.4	Yachanchej, cuerpopeka maquis, chaquis, uma ima capuwanchej. Chay tucuyrí mana uj ruwanayojllachu cancu. 
ROM.12.5	Ajinallataj tucuy nokanchejpis Cristowan ujchaska uj cuerpolla canchej. Sapa ujtaj purajmanta ujchaska canchej.
ROM.12.6	Dios c'achata yanapawaskanchejmanjina ashqha imaymana atiycunayoj canchej. Runasnin chaupipi Dios atiyta sapa ujman kowarkanchej ruwananchejpaj. Ujman atiyta korka willarananpaj. Chay atiymanjina willarachun. Wajman atiyta korka runasninta yanapananpaj. 
ROM.12.7	Chay atiymanjina yanapachun. Yachachejka atiy koska caskanmanjina yachachichun. 
ROM.12.8	Yuyaychajka atiy koska caskanmanjina yuyaychachun. Pisichicoj runasman kojka cheka sonkowan kochun amataj puraj uya caywanka. Camachejka allin yuyaywan camachichun. Qhuyacuywan runasta yanapajka cusiywan yanapachun.
ROM.12.9	C'acha munacuyniyquichejka ama puraj uya caymanta cachunchu. Sajra cajmanta carunchacuspa allin cajman c'ascaychej. 
ROM.12.10	Munanacuychej c'acha familiajina. Respetanacuypeka ñaupaj caychej. 
ROM.12.11	Sumaj ruwanaspi c'uchi caychej. T'icarishaj sonkowanpunitaj Señorninchejpaj llanc'aychej. 
ROM.12.12	Cusiywan Diospi confiacuychej llaquiytataj muchuychej. Diosmantataj mañacullaychejpuni. 
ROM.12.13	Diospa runasnin pisichicojtincu munacuywan yanapaychej. Wasiyquichejman wajyariyta yachaychej. 
ROM.12.14	Kancunata llaquichejcunapaj Diosmanta mañapuychej. Diosmanta mañapuychej, amataj niychejchu Dios paycunata tucuchinantaka. 
ROM.12.15	Cusicojcunawan uj familiajinalla cusicuychej; wakajcunawanpis wakaychej. 
ROM.12.16	Uj sonkolla kancunapura caychej. Mana jatunchacuspalla llamp'u sonkoyojcunawan cuscachacuychej. Ama kancunallaka yachayniyoj cawajchejjinaka khawacuychejchu.
ROM.12.17	Ama sajramanta sajrallatatajka cutichiychejchu. Ruwaskasniyquichej tucuy runaspa ñaupakencupi c'acha cachun. 
ROM.12.18	Atiskayquichejmanjinataj tucuy runaswan allinpi causacuychej. 
ROM.12.19	Munaska hermanosníy, runas kancunaman sajrata ruwasojtiyquichej ama cutichiychejchu. Astawanpis Diosllaman sakeychej. Palabranpi Señorninchejka nin: “Sajrata ruwajman ruwaskasninmanjina cutichiyka nokamantamin”. 
ROM.12.20	Nillantaj: “Enemigoyqui yarkhachicojtin miqhunata koy. Ch'aquichicojtin payman ujyanapaj koy. Chayta ruwajtiyqueka p'enkaricuspa phutiriconka”. 
ROM.12.21	Amataj sajra ruwaskaswan atipachicuychejchu. Manachayrí sumaj ruwaskaswan sajra cajta atipaychej.
ROM.13.1	Sapa uj runa autoridadcunata casuchun. Autoridad cajka Diosllamantamin. Tucuy runapis atiyniyojka atiyninta camachinanpaj Diosllamanta jap'in. 
ROM.13.2	Chayraycu autoridadpa contranpi churacojka Diospa churaskanta mana casunchu. Mana casojcunataj juchachaska cankancu. 
ROM.13.3	Allin cajta ruwajka mana manchachicunanchu tiyan camachejcunataka. Manachayrí mana allin cajta ruwaj manchachicunan tiyan. Autoridadmanta mana manchachicuspa causacuytachus munanqui chayka, allin cajta ruway. 
ROM.13.4	Chanta pay mentasonka. Payka Diospa camachinmin kanpa allinniyquipaj. Mana allintachus ruwasparí manchachicuy. Yachanchej, tucuy autoridadka manamin yankhapaj churaskachu, juchamanjina muchuchinpuni. Payka Diospa camachinmin mana allinta ruwajcunata Diospa phiñacuyninwan cutichinanpaj. 
ROM.13.5	Chayraycu casunayquichej tiyan manataj phiñacuyta manchachicuyraycullachu astawanka sonko-yuyayraycupis. 
ROM.13.6	Chayraycutaj paycunaman impuestota paganquichej. Paycunaka Diosmanta churaskas cancu cay imaspi ruwanallancupajpuni. 
ROM.13.7	Obligacionniyquichejta tucuyman junt'aychej. Impuesto jap'ejman impuestota pagaychej. Ruwanata churajtincu chayta ruwaychej. Autoridadta autoridadpaj khawaychej. Curajtataj curajpaj khawaychej.
ROM.13.8	Ama pimanpis ni ima manun caychejchu, aswanka munanacuyllamanta. Munanacuymanta caj manullata tucuyman junt'aychej atiskayquichejmanjina. Runa-masinta munacojka Diospa tucuy camachiskasninta junt'anmin. 
ROM.13.9	Camachiskaska ninmin: “Ama khenchachacuychu, ama runata wañuchiychu, ama suwaychu, ama llullacuspa runata juchachaychu, amataj waj runaj capuyninta munapayaychu”. Sitajchus waj camachiska canman chaypis, chay camachiskaka caypi junt'acun: “Runa-masiyquita munacuy kan quiquiyquitajina”. 
ROM.13.10	Munacojka mana sajrata ruwanchu runa-masinta; chayraycu munacojka camachiskasta junt'anpuni.
ROM.13.11	Munanacuspa causaychej. Yachanchej Cristo cutimunanpaj cunan pisi tiempollaña caskanta. Chayta yachaspa rijch'ariskas cananchej tiyan. Mosoj causayta kallariskanchejmantapacha cunan aswan kayllapiña canchej chay cacharina p'unchayman. 
