MAT.1.1	Yezu Kristə wɔ́ Abəraham ǹdə́ Dəvyidi nɔ̃̌. Nyǐnə ń nàmbala bɛ́ yilə né.
ACT.21.5	Dwã nɛ́ nyàlpyɛ̀ y yùwə̀, nə́ zhǐr gàà, sə bə̀myɛ́ ǹdə́ bə̀ kana ǹdə́ bə̀ bə̀sɔ́ná gakó zɛ̃̀ bə̀ nʼê zhìì nə́ba. Nə́ gə́ tú nə́ rʼé dwi cɔ w wa, nə́ jòm nə́ nə̀dwə́nə́ yó bù-cǔ w yó nə́ lwə̀l Yi, 
ACT.21.6	nə́ zɛ̃̀ nə́ ce dwã nə̀báná, bə kʼâ la jè, nə́myɛ jʼá zù bǔ-bwəl lé.
ACT.21.7	Nə́ zhǐr Tiiri ní ǹdə́ bǔ-bwəl lé nə́ vò Toleməyiisi, nə́ jʼá du nɛ̃̌ mɔ́ wẽ́ gàà, nə́ vò é ce Kristə-lyì bí. Nə́ mɛ̃ bə̀ sõ nə́ zɔ̃̀. 
ACT.21.8	Cɛ y gə́ lɔ́wá, nə́ lyɛ̃ ǹdə́ nə́ nə̀rh nə́ vò Səzarɛ, yò-ècɔ̀nɔ̀ nyí rí bwə̀lnə̀ Shilipu sõ kɛ̀lɛ́ wa, nə́ mɛ̃ ń sõ. Ń yà ń wɔ́ lyì bí bwàlpyɛ̀ y bə̀ yʼà cír Zhərəzalɛm nɛ́ mɔ́ mə̀dù. 
ACT.21.9	Ń yà ń zhe bə̀kwá bə̀na, bə̀ yə̀ byə́nə́ jí yé. Bə̀ yʼà wɔ́ lyì byɛ̀bɛ́ bə̀ nʼê zɔ̀m zɔ̀mà nyɛ̀bɛ́ Yi byili bi mú. 
ACT.21.10	Nə́ wɛ̀rhɛ́ dwã nánzhəzhɔ̌ gàà, sə dɛ̃ rə̀dù Yi nyì-zwennə mə̀dù shí Zhide n bə̀ cɔ w wa, ń yíl Agəbuusi. 
ACT.21.11	N lyɛ̃ n bə̀ nə́ sõ, n kwè Pwəə cã̌-tɔ̀nɔ̀ w n lyẽ ń cìcì nèsé ǹdə́ ń jɛ̀sɛ́ n wɔ̀: “Eshirhə náàcɛ̀nɛ́ wòwə̀: ‘Zhwifubá byɛ̀bɛ́ bə̀ ŋwɛ́nɛ́ Zhərəzalɛm nɛ mɔ́ bʼa zə cã̌-tɔ̀nɔ̀ w kɔ̀bɔ́ cə́bal mɔ́ bə lyẽ èta, bə pə lyì byɛ̀bɛ́ bə̀ də̀ Zhwifubá ne.’ ”
ACT.21.12	Nə́ gə́ nyɛ̀ɛ̀ rə̀myɛ́, nə́myɛ̌ ǹdə́ Səzarɛ cɔ w Kristə-lyì bí zɛ̃̀ nə́ rʼé lwə̀l Pwəə ne sə n yẽ̌, n bə̀ká n vò Zhərəzalɛm yé. 
ACT.21.13	Pwəə zɛ̃̀ n wɔ̀: “Wɔ́ bə̀kɔ́n yil á nʼá kúrhə́, á la á mʼá zhìlì à wu ni? Bə̀ gə la nɛ zal bə lyẽ, bə̀ la nɛ zal bə gu Zhərəzalɛm nɛ́ myɛ Cinu Yezu yil lé yilə, à mʼa shɛ̀nɛ́.”
ACT.21.14	Nə́ gə́ pwírí nə́ cə̀r cə̀r mò nə́ ga, ń yə̀ shɛ̀nɛ́ mɔ́ ce nə́ jʼá yẽ̌ mo, nə́ zɛ̃̀ nə́ wɔ̀ bə̀ kɔn yál Cinu pùbùlə̀.
ACT.21.15	Nə́ wɛ̀rhɛ́ dwã màngɛlɛ́ Səzarɛ nɛ́, sə dwã nɛ́ nə̀myɛ́ kwã nɛ́, nə́ zɛ̃̀ nə́ tɛnɛ nə́ zhǐr nə́ la Zhərəzalɛm. 
ACT.21.16	Səzarɛ cɔ w Kristə kwã-lyì jàlà zɛ̃̀ bə zhìì nə́ba bə mʼe vò bal mə̀dù sõ, ń shí Shipiri, ń yíl Mənasɔ̃. Wɔ́ ńmyɛ̌ sõ nə́ yʼâ mə̂ sə nə́ zul né. Ń yà ń wɔ́ Kristə kwã-lò. Sə ń gə́ jǐrh Kristə kwã-lò mó dɛnɛ.
ACT.21.17	Nə́ gə́ tú nə́ yí Zhərəzalɛm yi ní, Kristə-lyì bí zwẽ nə́ zhəəlé ǹdə́ wu-nyɔ̃̀. 
ACT.21.18	È zɛ̃̀ nəkɔkɔ́lɛ́ y yùwə̀, Pwəə zə nə́ba n mə n vò Zhakɛ sõ. Wɔ́ gàà Kristə-lyì gùlú w yé né cìnə́ bé gakó yʼà gùlí dwã nɛ́. 
ACT.21.19	Pwəə ce be, n zɛ̃̀ n byili bi kɔn dɛ̀bɛ́ Yi tó ń tum dí dɛnnɛ rə wɛ̀rhɛ́ lyì bí byɛ̀bɛ́ bə̀ də̀ Zhwifubá ne mó gakó yilə.
ACT.21.20	Bə̀ gə́ nyɛ̀ɛ̀ kɔn dɛ̀bɛ́ Pwəə byili bi mú bə zhɛ̀, bə zɛ̃̀ bə cèrhé Yi, bə wɔ̀ Pwəə ne: “Da-byǐ, lwar bə̀ Zhwifubá mɔ̀ɔ̀rhɛ̀ nánzhəzhɔ̌ zù Yezu Kristə. Bə̀ zhe yə̀wâl, bə̀ gakó jʼà nʼê zwẽ Muyiisi nyə́ né cɛ̀nɛ̀. 
ACT.21.21	Sə bə̀ nyɛ̀ɛ̀ bə̀ ǹ nə́ ǹ byili Zhwifubá byɛ̀bɛ́ bə̀ ŋwɛ́nɛ́ cɛmɛ nɛ́ dwã bɛ́ wẽ́ mó ne, bə̀ bə̀ yẽ̌ Muyiisi nyə́ né ne; ǹ nə́ ǹ byili bə̀ bə̀ bə̀kʼa gõ bə̀ bə̀sɔ́ná bɛ́ yé; sə bə̀ bə̀kʼa zwẽ Zhwifubá lùl-e-pwírí y nyə́ né yé.
ACT.21.22	“Wɔ́ etər nə́ bʼâ wɛ̀rhɛ́ nɛ́? Bə̀ mʼa lwar pamparɛ̃ɛ̃ bə̀ ǹ ŋwɛ́nɛ́ nyɔ̀nɔ̀, 
ACT.21.23	sə nə́ la mɔ́ kɔn rə̀dù byilu ń wɛ̀rhɛ́. Nə́ zhe lyì bə̀na nyɔ̀nɔ̀ bə̀ yʼà bwəl kɔn nyí Yi ni. 
ACT.21.24	Zə bɛ ń mə́ vò, sə́ tó be á vò bə̀ gə́ la bə̀ yò w kɔrhɔ ǹdə́ Yi mə̀gã̌. Kɔn dɛ̀bɛ́ bə̀ zhe rə̀ tum yò w kɔrhɔ yilə, sə́ kwɛ̃̌ dɛ ń pə bɛ, mùnì bə ŋwɛ̀nɛ́ bə pâr bə̀ ywẽ́ né. Ǹ gə wɛ̀rhɛ́ èta, lyì bí gakó bʼa lwar bə̀ ǹmyɛ́ cìcì nə́ ǹ zwẽ Muyiisi nyə́ né, sə bə̀ mʼa pwírí kɔn dɛ̀bɛ́ bə̀ nʼê zɔ̀m ǹ yil mó də̀ zhə̀n yé.
ACT.21.25	“Sə è gə wɔ́ byɛ̀bɛ́ bə̀ də̀ Zhwifubá bə̀ jǐrh Kristə-lyì mú yilə, nə́ kɛ̃ sɛ́bɛ́ nə́ pə bɛ nə́ byili kɔn dɛ̀bɛ́ bə̀ bə mə̂ sə bə wɛ̀rhɛ́. Nyǐ kɔn dɛ̀bɛ́ nə́ byili bi mú: ‘Á bə̀kʼá dɔ̃̀ vwàmá nyɛ̀bɛ́ bə̀ zwə́l wẽ̀ tɛ̀bɛ́ rə̀ də̀ Yi yó nàmá yé; á bə̀kʼá jí jal yé; á bə̀kʼá dɔ̃̀ vwâm mɔ̀bɔ́ shǐ yə̀ mə̀ byã w ce yé; á bə̀kʼá fwə̂l yé.’ ”
ACT.21.26	Rə̀myɛ́ yó, Pwəə zɛ̃̀ n zə lyì bí bə̀myɛ́ bə̀na yá. È zɛ̃̀ nəkɔkɔ́lɛ́ y yùwə̀, ńmyɛ̌ ǹdə́ bə̀myɛ́ ga kwɛrhɛ bə̀ yò ǹdə́ Yi, n zɛ̃̀ n vò Yi jì y kɔ̀nɔ́ w wa, n byili dɛ̃ rɛ́ tɛ̀bɛ́ bə̀ yò w kɔrhɔ ǹdə́ Yi mú tumə né la zhɔ̌ mɔ́. Wɔ́ dɛ̃ rɛ́ rə̀myɛ́ yù w bə̀ la bə̀myɛ́ mə̀dù mə̀dù gakó vwĩ̀ rí zwə́l.
ACT.21.27	Dwã nɛ́ nyàlpyɛ̀ y bə̀ kwɛrhɛ bə̀ yò ǹdə́ Yi nə̀ wẽ́ mó gə́ tú nə bwəlse zhɔ̌, Zhwifubá byɛ̀bɛ́ bə̀ shí Azhi tənà y wẽ́ mó jàlà nə Pwəə Yi jì y kɔ̀nɔ́ w wa. Bə zɛ̃̀ bə cìrh lyì-zhâ bɛ́ bə ce né, bə zɛ̃̀ sɔ̀ nɛ Pwəə yó wə, bə jʼa tó rə̀myɛ́ dɛnnɛ bə zə mɔ. 
ACT.21.28	Sə bə̀ yʼà nʼê búbwéé bə̀ zhe: “Esərayɛl lyì, bànà á sɛ̃ nə́ba. Nyǐ wɔ́ bal mɔ́ mɔ̀bɔ́ ń nə́ ń tó jààsɛ́ gakó wə, ǹdə́ lyì bí gakó sõ, ń nə́ ń cèrhè lyì bí ni bə̀ nə́ dwí rí ǹdə́ nə́ nyə́ né ǹdə́ Yi jì y bə kùr zhe mó. Sə èlâsɛ̃´, ń gaga mɔ́ kwɛrhɛ cɛ n zə lyì byɛ̀bɛ́ bə̀ də̀ Zhwifubá n zù Yi jì y kɔ̀nɔ́ w jàà y kɛ̀bɛ́ Zhwifubá dúdú zhe sɔ́má bə zwì ní mú n cɔ̀ yà.”
ACT.21.29	Bə̀ yʼà nɔ Efɛɛzɛ lyì bal Terofyimi Pwəə kwã nɛ́ cɔ w wa, bə zɛ̃̀ bə̀ yʼà nʼê bùl bə̀ ń gə ń zə mɔ n zù jàà y èmyɛ́ wa. Wɔ́ rə̀myɛ́ è ce bə zɔ̀m èta.
ACT.21.30	Cɔ w gakó jʼa dom. Lyì dùr bə shí jààsɛ́ gakó w bə bà, bə zə Pwəə Yi jì y kɔ̀nɔ́ w wẽ́ bə mʼe du pwẽ̀ nè. Bə jʼa yə́yɛ́lɛ́ bə pyi bwə̀ə̀lé. 
ACT.21.31	Bə̀ yʼà nʼê yâl bə gu mu, sə shə̀dɛ́ɛ́sɛ́ yó-cə́bal mɔ́ gə́ nyɛ̀ɛ̀ bə̀ dweme nʼê dom Zhərəzalɛm púlə́púlə́ wə, 
ACT.21.32	n já n zɛ̃̀ n zə shə̀dɛ́ɛ́sɛ ǹdə́ sə̀ yé né cìnə́ jàlà n dùr n vò dweme ré gə́ nʼê dom mə̀gã̌ mɔ́.
ACT.21.32	Lyì-zhâ bɛ́ gə́ nɔ shə̀dɛ́ɛ́sɛ́ ǹdə́ sə̀ yó-cə́bal mɔ́, bə̀ kʼê yə̀ Pwəə mà yé. 
ACT.21.33	Shə̀dɛ́ɛ́sɛ́ yó-cə́bal mɔ́ yí Pwəə nyí ni, n ce bə zə mɔ bə lyẽ ǹdə́ nyáná nə̀lyè. N zɛ̃̀ n bwə̀rh bə̀ wɔ́ yẽ̀ lò ǹdə́ mɔ, bə̀ sə wɔ́ bə̀kɔ́n ń wɛ̀rhɛ́?
ACT.21.34	Lyì-zhâ bɛ́ gakó zɛ̃̀ bə̀ nʼê bya, lò gakó ǹdə́ ń nyə̀ná. Bə̀ sɔ̀ɔ̀rɛ́ ce shə̀dɛ́ɛ́sɛ́ yó-cə́bal mɔ́ yà ń kə́ ń bə bə̀ zɔ̀mà nɛ́ kùrə̀ nyɛ̌ yé. N ce bə zə Pwəə bə vò shə̀dɛ́ɛ́sɛ́ jàà y wa. 
ACT.21.35	Pwəə gə́ yú shə̀dɛ́ɛ́sɛ́ jàà y nyí ni, sə̀ gə́ nʼê tó mə̀gã̌ sə̀ jìl mó, sə kwè mò sə bʼe jì, lyì-zhâ bɛ́ gə́ yʼà nʼê wɛ̀rhɛ́ jàn mɔ́ yilə. 
ACT.21.36	Lyì bí gakó yʼà pú ń kùr bə̀ nʼê bya bə̀ zhe: “Gunə mo! Gunə mo!”
ACT.21.37	Bə̀ gə́ tú bə̀ nʼê yâl bə zə Pwəə bə zù shə̀dɛ́ɛ́sɛ́ jàà y wa, n zɛ̃̀ n wɔ̀ shə̀dɛ́ɛ́sɛ́ yó-cə́bal mɔ́ nɛ: “À nʼâ lwə̀l mó sə́ yẽ̌ a byili mú zɔ̀mɛ̀.”
ACT.21.37	Shə̀dɛ́ɛ́sɛ́ yó-cə́bal mɔ́ bwə̀rh mò n wɔ̀: “Ǹ nyɛ̌ gə̀rɛ́kɛ? 
ACT.21.38	È də̀ ǹmyɛ́ ǹ wɔ́ Ezhibti lyì bal mɔ́ ǹ ce zɔ̀mà nɛ́ jòm cɔ w wa, ń zə lyì-gurnə mɔ̀ɔ̀rhɛ̀ rə̀na ń vò gɔ-elũ èpòlò w w kɔn gwẽ̌ yə̀ dɛnɛ mɔ́ nà?”
ACT.21.39	Pwəə wɔ̀: “Àmyɛ́ wɔ́ Zhwifu. Bə̀ lùl ne Tarsɛ nɛ́, Shilishi tənà y wa. À da-dǒ w wɔ́ cə-fɔ̀lɔ̀. À nʼâ lwə̀l mó sə́ yẽ̌ a zɔ̀m ǹdə́ lyì bí.”
ACT.21.40	Shə̀dɛ́ɛ́sɛ́ yó-cə́bal mɔ́ zɛ̃̀ n pɔ̃ sɔ́má bə̀ ń zɔ̌m. Pwəə já n zhì dɛ̃̌ gàà n zhẽ̌ ń jɛ̃̀ n ce lyì bí ni. Bə yẽ̌ bə̀ sɔ̀ w nɛ, n zɛ̃̀ n zɔ̀m ǹdə́ bɛ ǹdə́ Zhwifubá zɔ̀mà nɛ́ n wɔ̀:
ACT.22.1	“À dabá, à zhə̀m-má ǹdə́ à nyáná, cilinə kɔn dɛ́ dɛ̀bɛ́ à la ába byilu mú à cìn-vwârh yilə...”
ACT.22.2	Bə̀ gə́ pwírí Pwəə wɔ́ bə̀ dwí rí zɔ̀mà nɛ́ ń nə́ ń zɔ̀mà, bə jʼa kwɛrhɛ bə̀ zhǐ shɛ́shɛ́. Pwəə súlí n wɔ̀: 
ACT.22.3	“À wɔ́ Zhwifu. Bə̀ lùl nè Tarsɛ nɛ́, Shilishi tənà y wa, sə wɔ́ Zhərəzalɛm nɛ́ nyɔ̀nɔ̀ bə̀ kɔ̀n nɛ̀ nɛ́. Wɔ́ Gamaləyəə ń byili ni nə́ dabá lùl-e-pwírí y nyə́ né pamparɛ̃ɛ̃. À yʼà nʼâ ce yə̀wâl nɛ́ dɛ̃´dɛ̃´ ǹdə́ Yi tum dí ǹdə ámyɛ gakó gə́ nʼá wɛ̀rhɛ́ nɛ́ zà mɔ́. 
ACT.22.4	À yʼà nʼâ nwɛ̀nɛ̀ lyì bí byɛ̀bɛ́ bə̀ nʼê tó Yezu Kristə sɔ́má y mɔ́. À yʼà nʼâ ce bə̀ zal bə̀ bala ǹdə́ bə̀ kana ga bə lyẽ bə ce byə̀nə́-jù wə. À yʼà nʼâ ce bə̀ gwi jàlà myɛ. 
ACT.22.5	Yi jì y vwĩ̀-zwə́lnə bé yé né cìnə́ bé gakó náncɛ y ǹdə́ Zhwifubá náncɛsɛ́ gakó yě bə̀ wɔ́ zhə̀n à nʼâ zɔ̀mà. Bə̀ yʼà pɔ nɛ sábá à mʼâ la vò a pə nə́ da-byâ Zhwifubá byɛ̀bɛ́ bə̀ ŋwɛ́nɛ́ Damaasɛ nɛ́ mɔ́ nɛ, mùnì ga a ŋwɛ̀nɛ́ a zə lyì bí byɛ̀bɛ́ bə̀ zù Yezu mú a kʼa mʼa bə̀ Zhərəzalɛm bə pə bɛ còrhò-tum.
ACT.22.6	“À gə́ kwè sɔ́má y a bʼà nʼâ bwəlse, twər rə̀dù sá, nə̀nyɔ́nɔ́ cəcəl wə, pwẽ̀ nánfɔ̀lɔ̀ rə̀ nʼê jə́jɛ̀mɛ́ shí dɛ̃̌ rə yə̂r rə kə́kɛ́lɛ́ nɛ. 
ACT.22.7	A tu tɛ̃´ a jʼa nyɛ̀ɛ̀ cəl rə̀ nʼê wə̀l nè: ‘Swəə, Swəə, byè yil ǹ nə́ ǹ nwɛ̀nɛ̀ nɛ̀?’ 
ACT.22.8	A zɛ̃̀ a bwə̀rh a wɔ̀: ‘Ǹmyɛ́ wɔ́ mɔ̌ lò yó-cə́bal?’ Cəl lé wɔ̀: ‘Àmyɛ́ wɔ́ Nazarɛtɛ lyì bal Yezu, mɔ̀bɔ́ ǹ nə́ ǹ nwɛ̀nɛ̀ mɔ́.’ 
ACT.22.9	Byɛ̀bɛ́ bə̀ yʼà tó ne mó nə pwẽ̀ dé, sə bə̀ yə̀ mɔ̀bɔ́ ń yà ń nə́ ń zɔ̀m ǹdə́ nɛ mɔ́ cəl lé nyɛ̀ɛ̀ yé. 
ACT.22.10	A zɛ̃̀ a wɔ̀: ‘Cinu, wɔ́ bə̀kɔ́n à mə̂ sʼa wɛ̀rhɛ́?’ N wɔ̀ nɛ̀: ‘Zɛ̃̀ ń vò Damaasɛ. Ǹ gə yú gàà, bə̀ mʼa byili mú kɔn dɛ̀bɛ́ Yi nʼê yâl bə̀ ǹ wɛ̀rhɛ́.’ 
ACT.22.11	Pwẽ̀ dé gə́ yʼà nʼê jə́jɛ̀mɛ́ dɛ̃´dɛ̃´ mɔ́ ce, rə lyə̂r à yírhə́ né, nə̀ yʼà kʼê bɛ̃´ nɛ yé, sə à tó-dwã bɛ́ zɔ à jɛ̃̀ nɛ̀ bə mʼe vò Damaasɛ.
ACT.22.12	“Bal mə̀dù yà ń ŋwɛ́nɛ́ gàà ń yíl Ananyaasɛ. Ń yà ń nə́ tó Yi ni ǹdə́ ń wu gakó, ń nə́ ń zwẽ rə̀ nyə́ né náàcɛ̀nɛ́, sə Zhwifubá byɛ̀bɛ́ bə̀ yʼà ŋwɛ́nɛ́ gàà mɔ́ gakó yʼà nʼê zɔ̀m ń yil náàcɛ̀nɛ́. 
ACT.22.13	N zɛ̃̀ n bə̀ à sõ n wɔ̀: ‘Da-byǐ Swəə, ǹ yírhə́ né mʼa kʼa púr!’ À yírhə́ né jʼa púr rə̀myɛ́ yi ní cìcì, a nə mɔ pamparɛ̃ɛ̃. 
ACT.22.14	N zɛ̃̀ n wɔ̀ nɛ̀: ‘Nə́ nàmbala bɛ́ Yi rí cír mó shãã ga, mùnì ga ń lwar rə̀ pùbùlə̀ né, sə́ nə wu-cángá cə́bal Yezu ǹdə́ ǹ yírhə́, sə́ nyɛ̀ɛ̀ ń cìcì nyì-zɔ̀mɛ̀, 
ACT.22.15	bə̀ ǹ bʼâ yə̀ ń zhə̀n-cínnə lyì bí gakó yé né, sə ǹ bʼâ bwə̀l kɔn dɛ̀bɛ́ ǹ yírhə́ nɔwa, ǹ zhã̌ jʼa nyɛ̀ɛ̀ mɔ́ ń byili. 
ACT.22.16	Èlâsɛ̃´, bə̀kɔ́n ǹ kə́ ǹ jě ǹ nə́ ǹ dɛ̃̀? Zɛ̃̀ dɛ̃̌ ń zù Cinu, ń zwẽ nɛ̃̌-shɔ, mùnì ga ń nə ǹ yə̀-bəlwàálɛ́ sǔbri.’
ACT.22.17	“Rə̀myɛ́ kwã nɛ́, a kʼa kwɛ̃̀ a vò Zhərəzalɛm. Dɛ̃ rə̀dù, à yʼà ŋwɛ́nɛ́ Yi jì y kɔ̀nɔ́ w wa, à nʼâ ce Yi. Kɔn jʼa wɛ̀rhɛ́ nɛ ǹdə dàrhà ta. 
ACT.22.18	A nə Cinu, n wɔ̀ nɛ̀: ‘Zɛ̃̀ ń du Zhərəzalɛm làlà, bə̀ ò lyì bí tʼâ la shɔ̀nɔ́ bə zwẽ kɔn dɛ́ dɛ̀bɛ́ ǹ la byilu à shò-kwã nɛ́ mɔ́ yé.’ 
ACT.22.19	A zɛ̃̀ a wɔ̀: ‘Cinu, bə̀ cìcì mú yě bʼà yʼà nʼâ zhə̀l bə̀ dwã-gùúlí jìsí wẽ́, a ce bə zə lyì bí byɛ̀bɛ́ gakó bə̀ zù ǹmyɛ́ mɔ́, bə ce bé byə̀nə́-jù w bə mà. 
ACT.22.20	Bə̀ gə́ gu ǹ zhə̀n-cínnə Ecẽẽ yi ní, àmyɛ́ cìcì yʼà ŋwɛ́nɛ́ gàà, sə à nyí yʼà ŋwɛ́nɛ́ byɛ̀bɛ́ bə̀ gu mu mú kwã. Wɔ́ àmyɛ́ à yʼà nʼâ yìlì bə̀ kàmə̀-zwǐsí ni.’ 
ACT.22.21	Cinu zɛ̃̀ n wɔ̀ nɛ̀: ‘Zhəl! À nʼâ twĩ̀ mú yé né yé né, byɛ̀bɛ́ bə̀ də̀ Zhwifubá mó sono.’ ”
ACT.22.22	Lyì-zhâ bɛ́ cili cili Pwəə zɔ̀mà nɛ́ kɔn mʼe yí ń gə́ wò bə̀ Cinu twĩ̀ mù byɛ̀bɛ́ bə̀ də̀ Zhwifubá sõ mó, bə zɛ̃̀ bə̀ nʼê bya bə̀ zhe: “Ce bə gu bal mɔ́ mɔ̀bɔ́ n jé lũ w kɔ̀bɔ́ wẽ́! Ń bə mə̂ sə n yə̀ nɛ́ kə́dò yé.”
ACT.22.23	Bə zɛ̃̀ bə̀ nʼê búbwéé, bə̀ nʼê vùr bə̀ kàmə̀-zǔrh bə̀ dul dɛ̃̌, bə̀ nʼê tɛ̃´ shó bə̀ lɛ dɛ̃̌. 
ACT.22.24	Shə̀dɛ́ɛ́sɛ́ yó-cə́bal mɔ́ zɛ̃̀ n pə nyí bə̀ bə̀ zə Pwəə bə zù shə̀dɛ́ɛ́sɛ́ jàà y wa, sə bə̀ mà mɔ̀ ǹdə́ dànə̀shàárɛ, mùnì ga n byili kɔn dɛ́ dɛ̀bɛ́ rə̀ ce lyì-zhâ bɛ́ nʼê búbwéé bə̀ mʼê pyà ń lwɛlɛ èta mɔ́.
ACT.22.25	Bə̀ gə́ lyẽ mo ǹdə́ nyínsí bə̀ la mâ, n wɔ̀ shə̀dɛ́ɛ́sɛ zɔ̌m yó-cə́bal mɔ́ ń yà ń zhǐ gàà mɔ́ nɛ: “Á wɔ̌ á mà Orɔm lò ǹdʼá yə̀ ń bùrsì bùr?”
ACT.22.26	Shə̀dɛ́ɛ́sɛ zɔ̌m yó-cə́bal mɔ́ gə́ nyɛ̀ɛ̀ rə̀myɛ́, n zhǐr n vò n wɔ̀ sə̀ gakó yó-cə́bal mɔ́ nɛ: “Nyǐ ǹ yà ǹ la yò pyâ. Bal mɔ́ wɔ́ Orɔm lò.”
ACT.22.27	Sə̀ yó-cə́bal mɔ́ zɛ̃̀ n yí n wɔ̀ Pwəə ne: “Ǹ gə wɔ́ Orɔm lò zhə̀n ga, sə́ wɔ̀ nɛ̀.”
ACT.22.27	Pwəə wɔ̀ mɔ̀: “À wɔ́ Orɔm lò.”
ACT.22.28	Yó-cə́bal mɔ́ zɛ̃̀ n wɔ̀ mɔ̀: “Àmyɛ́ yil wɔ́ wársɛ nánzhəzhɔ̌ à kwɛ̃̌ a bʼa jǐrh Orɔm lò.”
ACT.22.28	Pwəə wɔ̀ mɔ̀: “Àmyɛ́ da wɔ́ Orɔm lò.”
ACT.22.29	Rə̀myɛ́ yó, byɛ̀bɛ́ bə̀ yʼà la mɔ mâ mɔ́ jʼa làà dwã nɛ bə yẽ̌ mo. Yó-cə́bal mɔ́ gə́ tú n lwar bə̀ Pwəə wɔ́ Orɔm lò, ń wu zɛ̃̀, ń gə́ ce bə zə mɔ bə lyẽ ǹdə́ nyáná mɔ́ yilə.
ACT.22.30	Shə̀dɛ́ɛ́sɛ́ gakó yó-cə́bal mɔ́ yà ń nə́ ń yâl n lwar kɔn dɛ́ dɛ̀bɛ́ è ce Zhwifubá nʼê ce cà Pwəə nyí ni mú kùr pamparɛ̃ɛ̃. Rə̀myɛ́ ce, è zɛ̃̀ nəkɔkɔ́lɛ́ yá, n ce bə byẽ̀ Yi jì y vwĩ̀-zwə́lnə bé yé né cìnə́ bé ǹdə́ Zhwifubá bùrsí gùlú w lyì bí bə bə̀ dwã yó. N zɛ̃̀ n ce bə lwə̂r nyáná nɛ́ nyɛ̀bɛ́ bə̀ yʼà mʼe lyẽ Pwəə mó, n ce bə zə mɔ bə bə̀ bùrsí gùlú w lyì bí yé né.
ACT.23.1	Pwəə nyǐ bùrsí gùlú w lyì bí shɛ́shɛ́ n wɔ̀: “Da-byâ, à tó Yi ni ǹdə́ wu òdù kɔn mʼe yí zà.”
ACT.23.2	Sə Yi jì y vwĩ̀-zwə́lnə bé yé né cìnə́ bé gakó náncɛ Ananyaasɛ pə nyí byɛ̀bɛ́ bə̀ yʼà zhǐ Pwəə yala nɛ mɔ́ nɛ bə̀ bə̀ mâ ń nyí rí ni. 
ACT.23.3	Pwəə zɛ̃̀ n wɔ̀ mɔ̀: “Myìnù cə́bal, ǹ nyɛ̌ ǹdə wɔ́ byílí kɛ̀bɛ́ bə̀ pwèlè ta. Ǹ jě gàà ǹ la àmyɛ́ bùrsí bǔr ǹdə nyí rí gə́ nʼê byili ní, ń zɛ̃̀ ń wɔ̀ bə̀ bə̀ mâ nɛ. Nyí rí jʼà tʼâ byili èta yé. Ǹmyɛ́ wɔ́ Yi rə̀ la mɔ́ mâ.”
ACT.23.4	Byɛ̀bɛ́ bə̀ yʼà zhǐ Pwəə nyí ni mú wɔ̀ mɔ̀: “Yi jì y vwĩ̀-zwə́lnə bé yé né cìnə́ bé gakó náncɛ y ǹ nə́ ǹ tùrhə̀?”
ACT.23.5	Pwəə zɛ̃̀ n wɔ̀: “Da-byâ, à yə̀ lwar bə̀ wɔ́ vwĩ̀-zwə́lnə bé yé né cìnə́ bé gakó náncɛ y yé. Bə̀ kɛ̃ Yi zɔ̀mɛ̀ rɛ́ sɛ́bɛ́ rɛ́ wẽ́ bə wɔ̀: ‘Ǹ bə mə̂ sə́ tùrh ǹ dwí rí yó-cə́bal yé.’ ”
ACT.23.6	Pwəə gə́ yà ń yě bə̀ bùrsí gùlú w lyì bí wɔ́ Sadəsənyɛbá ǹdə́ Farɛzhɛ̃ɛ̃bá, n bya n wɔ̀: “Da-byâ, àmyɛ́ wɔ́ Farɛzhɛ̃ɛ̃, à dabá myɛ wɔ́ Farɛzhɛ̃ɛ̃bá. À nʼâ zwẽ nyí ǹdə Farɛzhɛ̃ɛ̃bá ta, bə̀ cùùrì bʼa bwìrhì. Wɔ́ rə̀myɛ́ yil bə̀ zə nɛ bə̀ nʼê bùrə̀.”
ACT.23.7	Ń gə́ wò èta, Farɛzhɛ̃ɛ̃bá ǹdə́ Sadəsənyɛbá jʼa zɛ̃̀ nyə̀-pâr nɛ ǹdə́ dwã, bə pɔr dwã nɛ. 
ACT.23.8	(Sadəsənyɛbá yʼà nʼê wə̀l bə̀ cùùrì tʼâ la bùrhù yé. Bə̀ tʼâ zwẽ nyí bə̀ màlɛ́ka ǹdə́ wẽ̀ tɛ̀bɛ́ numbyíní yírhə́ wàr nə nɛ ŋwɛ́nɛ́ yé. E jà Farɛzhɛ̃ɛ̃bá yʼà nʼê zwẽ nyí bə̀ rə̀myɛ́ gakó ŋwɛ́nɛ́.) 
ACT.23.9	Bə jʼa zɛ̃̀ bə̀ nʼê ce sɔ̀ dɛ̃´dɛ̃´. Muyiisi nyə́ né byilnə bé byɛ̀bɛ́ bə̀ yʼà wɔ́ Farɛzhɛ̃ɛ̃bá mɔ́ jàlà zɛ̃̀ bə cẽ yò w kɔ̀bɔ́ bə̀ nʼê cĩ́ Pwəə yó w mó, bə wɔ̀: “Nə́myɛ̌ bə bal mɔ́ mɔ̀bɔ́ dóó nɛ yé, sə è nə gə wɔ́ màlɛ́ka ráá kɔn dõ rə̀ zɔ̀m ǹdə́ mɔ?”
