GEN.1.1	Kì ri cɑ̈gø cøn, Jwøk ɑ́cwɑ̈j-ɑ mɑl kí piny. 
1SA.27.1	Kɑ Debïd ree köbbe kinni, “Yɑ ómɑg yi Cɑul cyɑ̈ng megø. Gïn-ɑ lɑ̈w ɑ cuggi gwøgø yi yɑn, bɑ dɑ̈gi Pelistiyɑ̀, o Cɑul wïye ki yɑbi yɑn kì Isrɑil, o riɑ yielɑ.” 
1SA.27.2	Codhe, ɑdhwödh Debïd geki jøge gɑ miy ɑ́bïkyel kì Isrɑil, kɑ ge kedh-ɑ yï Akïc wɑ̈d Mɑok rɑ̈ɑ̈dh Gɑth. 
1SA.27.3	Apëggi Debïd Gɑth geki jøge kì buti Akïc. Debïd ɑ́kedh kɑ mɑ̈nne ryeet, ɑ løg Akinoɑm nyɑɑr Yidhriil, kí Abigɑil nyɑɑr Kɑrmel, ɑ ɑ́bëëd ɑ́ cï Nɑbɑl. 
1SA.27.4	Keny-ɑ ɑ́lïng Cɑul kinni Debïd pɑ̈ɑ̈r Gɑth, ɑwïye ki yɑbii.
1SA.27.5	Aköbbi Akïc yi Debïd kinni, “Keløg pyëwí med ki yɑn, nëngí yɑn ki kɑɑl ɑ́kyel kì kelli kɑ̈ddí, ɑ́ men yije bëëdɑ. Bong gïn pere bëëdɑ kì kej ɑ́kyel ki yïn kì kɑɑldwøng, wuö.” 
1SA.27.6	Codhe, ɑmëgge Debïd kɑɑl Dhiglɑg. Kɑ Dhiglɑg ogöögø ki piny rɑ̈nhi Yeudiyɑ̀ gïti dicyɑ̈ngtïn. 
1SA.27.7	Debïd ɑ́bëëd kì Pelistiyɑ̀ ki run ɑ́kyel kí dwɑ̈tt ɑ́ngwen.
1SA.27.8	Kì bøli kenyɑni, Debïd geki jøge nyi kedh-ɑ be nyɑɑg ki pödhi Gecur, kí pödhi Girdhì, kí pödhi Amɑlek. Tyëngɑni ɑ́bëëd ɑ pìnyɑni kɑ̈ge dööng. Pödhhɑni nyii yɑgø yi en cɑ̈gi kì Cur gïti Rïp. 
1SA.27.9	Kɑ jøg-ɑ cwøw kí tyëng-ɑ mɑ̈nn nyi nɑ̈ge, kɑ dyëgi gen, kí dhögi gen, kí ɑderri gen, kí ɑmɑlli gen, kí ógudhi gen thyew nyi kwɑny yi gen. Codhe, o nyi døøge yï Akïc. 
1SA.27.10	Kɑ Debïd nyi pyëj yi Akïc kinni, “Á kun ɑ ɑ́mɑ̈nyi yi wun kì yethi cyɑ̈nggï?” Kɑ Akïc nyi köbbi yi Debïd kinni, “Yɑ ɑ́kedh-ɑ Yeudiyɑ̀ kì kuni wɑɑng wurlwɑl.” Dɑ kɑ̀ kwøbe pödhi Yerɑmel, wɑlɑ̀ piny-ɑ bëëd yi tyëng Ken. 
1SA.27.11	Ji bënn nyii nɑ̈gø yi Debïd, jøg-ɑ cwøw, ki tyëng-ɑ mɑ̈nn, o bong dhɑnhø ɑ́kyel me nyi kedhi Gɑth be kwøbi gïn-ɑ dyër men-ɑ ɑ́gwøge geki jøge. Bene gïg-ɑ ɑ́gøggi yi Debïd keny-ɑ ɑ́bëëde kì Pelistiyɑ̀. 
1SA.27.12	De Debïd ɑ́bëëd e ogɑ̈nø yi Akïc, kɑ ree nyi köbbe kinni, “Debïd mɑɑn yi tyëng pödhi gen, wiy cöge ɑ́ dhɑnhɑ.”
1SA.28.1	Kì bøli keny megø ɑcøng tyëng Pelistiyɑ̀ liny gen, kipe nyɑɑg ki Isrɑil, ɑköbbi Debïd yi Akïc kinni, “Ngɑ̈nyi yi yïn kidøøj kinni yïn, wuki jøgí, wu ónyïɑ̈ggi wu køny-ɑ yɑn ki liny.”
1SA.28.2	Alöggi Debïd kinni, “Bɑ dyër ceth, yɑ bɑ bɑ̈ngí, o gïn-ɑ ógwøg yi yɑn ólidh yi yïn kirií.”
1SA.28.2	Akööb Akïc kinni, “Døj! Yï ógwøg yi yɑn yïn ɑ́ ngɑn nyi kor yɑn, yï pɑ pɑ̈nyi ki wilø.”
1SA.28.4	Acøng tyëng Pelistiyɑ̀ ri gen, kɑ ge pëgg-ɑ buti kɑɑl Cunem. Kɑ Cɑul tyëng Isrɑil cønge, kɑ ge pëgg-ɑ Kïti Gilboɑ̀. 
1SA.28.5	Keny-ɑ ɑ́liidh liny Pelistiyɑ̀ yi Cɑul, ɑbwøge ki mendwøng. 
1SA.28.6	 Codhe, kɑ Jwøng-ɑ Ácwɑ̈ɑ̈j pyëje kipe gïn cuggi gwøgø. De kwøbbe nuti løøgø yi Jwøng-ɑ Ácwɑ̈ɑ̈j kì yethi lɑ̈g, o ge nuti løøg en ki Urïm geki Thumïm, wɑlɑ̀ ki dhøggi tyëngtöng. 
1SA.28.7	Kɑ Cɑul bɑ̈ngge köbbe kinni, “Yɑ̈bbu yɑn ki dheyɑdh, o yɑ kedhɑ yïe, o pyëj yi yɑn ki gïn-ɑ ócwöb.”
1SA.28.7	Alöggi bɑ̈ngge kinni, “Dheyɑdh nud kì Ein Dör.”
1SA.28.8	Codhe, ɑlunyi Cɑul ree ki ógudh møøgø, kipe kinni o cöge e pɑ ngij, ɑkedhe yï ngɑnɑni kì wɑ̈r geki bɑ̈ngge ɑ́ryew. Aköbbi ngɑnɑni yi Cɑul kinni, “Pyëj yɑdh kiperɑ, kɑ yɑ cöllí ngɑn-ɑ nyinge köbbɑ yïn.”
1SA.28.9	De ɑ́köbbi yi ngɑnɑni kinni “Kidyër ngɑ̈nyi yi yïn eni gïn-ɑ ɑ́gwøg yi Cɑul, kinni ɑ́jwöggì geki tyëdd, kí tyëngtöng ɑ́cyedde kì yij pödhø. Wu dwɑdd-ɑ mɑgi yɑn o yɑ nɑ̈g?”
1SA.28.10	Aköngi Cɑul ki nyingi Jwøng-ɑ Ácwɑ̈ɑ̈j kì bøli ngɑnɑni kinni, “Kidyër ki nyingi Jwøng-ɑ Ácwɑ̈ɑ̈j, ɑ Nëënø, bong cɑ́y men-ɑ ócɑɑy yïn kipe gwøgi gïnɑni.”
1SA.28.11	Apyëjii yi ngɑnɑni kinni, “Cöllɑ yïn nyingi men, o dhwödhe?”
1SA.28.11	Alögge kinni, “Cöllí yɑn nyingi Sɑmwel.”
1SA.28.12	Keny-ɑ ɑ́liidh Sɑmwel yi ngɑnɑni, ɑryeere ki mendwøng, kɑ Cɑul köbbe kinni, “Yïde ɑ wëëny yɑn! Yï bɑ Cɑul!”
1SA.28.13	Aköbbii yi Rɑ̈dh Cɑul kinni, “Yï ko böggi, ɑ́ ngø ɑ ɑ́lidh yi yïn?”
1SA.28.13	Aköbbii yi ngɑnɑni kinni, “Yɑ ɑ́lidh-ɑ tïbi dhɑnhø e bï-ɑ wɑ̈g kì yij lɑ̈bø.”
1SA.28.14	Apyëjii yi Cɑul kinni, “Nënni e nɑ ngø?”
1SA.28.14	Alöggi ngɑnɑni kinni, “Jɑl me bɑ yu, ree kood en ki ógødh.”
1SA.28.14	Codhe, ɑyodii yi Cɑul kinni bɑ Sɑmwel, kɑ ree bøødhe wïje kuule’ piny.
1SA.28.15	Apyëëj Cɑul yi Sɑmwel kinni, “Yïde ɑ pïd yɑn? Yïde ɑ kɑ̈ɑ̈l yɑn wɑ̈g, o yɑ dwöög mɑl?”
1SA.28.15	Alöggi Cɑul kinni, “Yɑ ying-ɑ yij orɑng! Tyëng Pelistiyɑ̀ bɑ møg nyïɑ̈ggi ki yɑn, de Jwøk yɑ ɑ́wiye. Kwøbbɑ pɑ nyi løøge këti kì yethi lɑ̈g, wɑlɑ̀ ki dhøggi tyëngtöng, bene ɑ cwølɑ yïn, o yɑ köbbí gïn-ɑ dwɑddi kinni o gwøg yi yɑn.”
1SA.28.16	Akööb Sɑmwel kinni, “Yïde ɑ cwøøl yɑn keny-ɑ ɑ́lïdhí kinni yï ɑ́wiy yi Jwøng-ɑ Ácwɑ̈ɑ̈j, kɑ ree løge ngetimɑ̈ɑ̈nø ki yïn? 
1SA.28.17	 Jwøng-ɑ Ácwɑ̈ɑ̈j yï ɑ́gögge gïn-ɑ ɑ́dwɑddi yi en keny-ɑ ɑ́köbbe yïn kinni lɑwø ɑ́kɑ̈ɑ̈le wɑ̈g kì cingí, kɑ gø mëgge wɑɑd wun Debïd. 
1SA.28.18	 Ciggi Jwøng-ɑ Ácwɑ̈ɑ̈j ɑ́pyem yi yïn, kɑ kwɑrri Amɑlek ocögø ge nuti nɑ̈gø yi yïn bënn. O jɑmmi gen nuti rënyø yi yïn. Bene ɑ pere göggi yïn kinøw ɑnɑn yi Jwøng-ɑ Ácwɑ̈ɑ̈j. 
1SA.28.19	Jwøng-ɑ Ácwɑ̈ɑ̈j wu cïbe’ cinggi tyëng Pelistiyɑ̀ wuki tyëng Isrɑil møg-ɑ ócyɑ̈dhi ki yïn. Wu óying butɑ wuki wɑ̈ddí dhuki. Yɑɑy Isrɑil ɑ́cïb cinggi tyëng Pelistiyɑ̀ thyew yi Jwøng-ɑ Ácwɑ̈ɑ̈j.”
1SA.28.20	Kɑ Cɑul ópɑ̈ɑ̈dhø kì kenyɑni ceth, ɑ́bwøg yi kwøbbi Sɑmwel. Ábëëd dële nyøødh yi kɑ̈j thyew mɑ́ e nuti cyɑ̈mø kì dicyɑ̈ngɑni bëne, kí wɑ̈re bëne. 
1SA.28.21	Codhe, ɑbëën ngɑndhɑjø menɑni yï Cɑul, keny-ɑ ɑ́lidhe gøn e dële thøø yi wɑ̈ɑ̈rø, ɑkööbe kinni, “Lidh yɑn yɑ bɑ̈ngí, dhøgí nuti pyeem yɑn. Wëyɑ ɑ́böyyɑ thøø, kɑ gïn-ɑ ɑ́köbbí yɑn kinni gwøgɑ en, gwøgɑ. 
1SA.28.22	Anɑn lïngí møgɑ jɑldwøng, wiy yï nëngɑ ki gïncɑm o dëlí tënge, o yï kedhí yuuí.”
1SA.28.23	De Cɑul ɑ́bɑ̈nyi cɑm, ɑkööbe kinni, “Yɑ pɑ cyɑ̈mø!” Kɑ bɑ̈ngge ókunyø ki kwɑjjii kyeel kí ngɑnɑni kinni cyɑ̈me, kɑ kwøbbi gen lïngi yi en. Codhe, ɑdhwödhe mɑl, kɑ pëgg-ɑ wïj pyën. 
1SA.28.24	Ngɑnɑni yïe ɑ́dɑ nyɑ wɑdh me piidh en kì gøle, ɑjwɑne gøn ki ngɑlø, kɑ ókɑ̈bbø ki møng-ɑ búr, kɑ gø jwɑne ki nyömø, ɑbule gøn ɑ́ ópùni møng-ɑ olwëny. 
1SA.28.25	Acïbe gïncɑmɑni bøli Cɑul geki jøge, kɑ ge ocyɑ̈mø. Adhwödh gen kɑ ge ókedhø kì wɑ̈rɑni ceth.
1SA.29.1	Liny tyëng Pelistiyɑ̀ ree ɑ́cønge Ápek, kɑ liny tyëng Isrɑil pëgg-ɑ piny kì buti wɑɑng pïi Töör Yidhriil. 
1SA.29.2	Acyɑ̈ɑ̈m rɑ̈nhi Pelistiyɑ̀ gɑ ɑ́bïj ki yɑ̈yyi gen, e ri gen køjji gen gɑ miy, kí ɑ́lïp, o Debïd kí jøge ge ócyɑ̈dhø kì bɑng Akïc. 
1SA.29.3	Aliidh gen yi pëjji liny Pelistiyɑ̀, kɑ ge ópëjjø kinni, “Tyëng Isrɑil møg gwøg-ɑ ngø kì keny?”
1SA.29.3	Alöggi Akïc kinni, “Men bɑ Debïd, ɑ́göög kɑ Cɑul rɑ̈ɑ̈dh Isrɑil. De ɑ́bëëd ɑ butɑ ki keny me bɑ̈ɑ̈r. Bong gïnrɑj mɑ ɑ́gwøge kër-ɑ ɑ́wiye Cɑul, ɑ ɑ́bëëne keny.”
1SA.29.4	De pëjji liny Pelistiyɑ̀ pëthi gen ɑ́rënyi ki Akïc, kɑ gø köbbi gen kinni, “Ör Debïd, døøge keny-ɑ ɑ́mëggií. Pɑ kedhi be liny kyeel ki wɑ. Keløg e ókedhø ree luge’ wɑ kì yij liny. Ree kwɑɑje’ ri rɑ̈dh kinni o pyëwe mïne ki en, kɑ ree luge wɑ, kɑ ji nɑ̈ge. 
1SA.29.5	 Pɑth ki Debïd ɑ nyinge nyi wör yi mɑ̈nni Isrɑil kinni, ‘Cɑul ɑ́nɑ̈g-ɑ ɑ́lïp ɑ́kyëllì, de Debïd ɑ́nɑ̈g-ɑ ɑ́lïp pyɑ̈r.’ ”
1SA.29.6	Codhe, ɑcwøøl Debïd yi Akïc kɑ gø köbbe kinni, “Yɑn ɑ köngi èn ki nyingi Jwøng-ɑ Ácwɑ̈ɑ̈j ɑ Nëënø kinni, pyëwí ying-ɑ kömɑ, o wɑ ying-ɑ tung ɑ́kyel. Pyëwɑ ɑ́bëëd e omedø kinni o yï di nyïɑ̈ggí yï køny-ɑ yɑn ki liny. Bong gïnrɑj mɑ ɑ́gwøg yi yïn kër-ɑ ɑ́bëën, ɑbëëd kì buti wøn. De rɑ̈nhì møg-ɑ kyeelø yï ɑ́bɑny yi gen. 
1SA.29.7	De yïn, døøg pɑc ki mër, kɑ yï ko göög ki gïjø me rɑj men-ɑ órënyi pëthi gen.”
1SA.29.8	Alöggi Debïd kinni, “Dɑ́ ngø ɑ ɑ́gwøgɑ? Á gïnrɑj mɑ ngø ɑ ɑ́yod yi yïn kì ri bɑ̈ngí, cɑg kì cyɑ̈ng-ɑ ɑ́cungɑ kì bølí gïti ɑnɑn, ɑ pere mɑ̈ɑ̈n yɑn kedhi be nyɑɑg ki tyëngmɑ̈ɑ̈nø wøki wɑ̈ɑ rɑ̈dh?”
1SA.29.9	Alöggi Akïc kinni, “Áyod yi yɑn kinni, yï nɑ wëywöni Jwøk. De rɑ̈nhì møg-ɑ kyeelø ge okööbø kinni i yï pɑ cuggi kedhi yij liny kyeel ki wøn. 
1SA.29.10	De kì mwøl dhuki keny-ɑ ótɑ̈ri piny, kɑ yï dhwöödh wuki jøgí, jwɑn dhwödhø ceth kɑ yï kedh.”
1SA.29.11	Codhe, kɑ Debïd odhwödhø geki jøge kì mwøl piny nudd e looj, ɑkedh gen ge døøg-ɑ Pelistiyɑ̀, kɑ tyëng Pelistiyɑ̀ kedh-ɑ Yidhriil.
1SA.30.1	Kɑ Debïd wɑ̈dh-ɑ Dhiglɑg bɑng cyɑ̈ng ɑ́ryew geki jøge. Tyëng Amɑlek mɑ̈nyi Yeudiyɑ̀ kì kuni wɑɑng wurlwɑl, o ge pɑ̈ɑ̈r kömi kɑɑl Dhiglɑg, kɑ gø rɑ̈b gen. 
1SA.30.2	Tyëng-ɑ mɑ̈nn mɑɑg gen geki ji bënn, othønhø kí tyëngdøngø, bong dhɑnhø me nɑ̈ɑ̈g gen, de ji cɑɑg gen kɑ kɑ̈ɑ̈lø. 
1SA.30.3	Keny-ɑ ɑ́wɑ̈nhi Debïd Dhiglɑg geki jøge, ɑyuud gen kɑɑl e órɑ̈bø, o mɑ̈nni gen kí wɑ̈ddi gen, kí wojur; ge ókɑ̈ɑ̈lø gɑ ɑmɑgg. 
1SA.30.4	Kɑ Debïd geki jøge óywöngø ki ywøng dwøng, kɑ ge ódhɑ̈rø yi ywøg. 
1SA.30.5	 Mɑ̈nni Debïd ryeet Akinoɑm geki Abigɑil ókɑ̈ɑ̈lø thyew.
1SA.30.6	Kɑ Debïd ogöögø ki ngɑn ying yij orɑng, mɑ́ jøge bënn pëthi gen ɑ́rënyi yi tøøki wɑ̈ddi gen geki nyigi gen, de ge dwɑdd-ɑ bɑ̈lli Debïd ki tuggi kïttì, de pyëwe ɑ́cwed yi Jwøge, Jwøng-ɑ Ácwɑ̈ɑ̈j kɑ ogöögø e teeg. 
1SA.30.7	 Aköbbi ókwërø, Abiyɑthɑr wɑ̈d Akimelek yi Debïd kinni, “Muuj yɑn pɑri kwër!” Kɑ muujii yi Abiyɑthɑr. 
1SA.30.8	Codhe, ɑpyëëj Jwøng-ɑ Ácwɑ̈ɑ̈j yi Debïd kinni, “Yɑ ócuggø rengi bɑng tyëngmɑ̈ɑ̈nø møgɑni? Ge ópïïd yi yɑn?”
1SA.30.8	Codhe ɑløøg mø Debïd yi Jwøng-ɑ Ácwɑ̈ɑ̈j kinni, “Rengí bɑng gen, ge ópïïd yi yïn, o ji ócuggi ki yielø yi yïn kì cinggi gen.”
1SA.30.9	Kɑ Debïd kí jøge gɑ miy ɑ́bïkyel dhwödh-ɑ bɑng gen. Keny-ɑ ɑ́wɑ̈dhi gen dhøg Bisör, ɑdöngi kwï gen cyɑ̈n. 
1SA.30.10	Apöödh Debïd geki jøg mø bɑ miy ɑ́ngwen. Jøg-ɑ kyeelø gɑ miy ɑ́ryew ɑ́pïd ki mendwøng, kɑ ge ódhɑ̈lø bɑ̈ɑ̈ni dhøg Bisör, codhe ɑdöngi gen cyɑ̈n. 
1SA.30.11	Ayïddi jøg-ɑ cyɑ̈dhi ki Debïd ki jɑl Rïp, kì yethi pwödh, kɑ gø kɑ̈ɑ̈l gen yï Debïd. Anëngii yi gen ki pï kí gïncɑm, 
1SA.30.12	kɑ nëngi yi gen thyew ki ópuun nywøli yenh, kí cyɑ̈ll ɑ́ryew mø nywøli yenh møg thwøwø. Codhe, ɑlɑ̈ɑ̈ny kɑ̈j kì ree, mɑ́ e ɑ́bëëd ree dɑ kɑ̈j me teeg, bong gïn cɑɑm en, wɑlɑ̀ pï mø mɑɑdh en ki cyɑ̈ng ɑ́dɑ̈g kí wɑ̈rr ɑ́dɑ̈g. 
1SA.30.13	Apyëjii yi Debïd kinni, “Wöw bɑ men? Yï kɑ̈ɑ̈l-ɑ kun?”
1SA.30.13	Alögge kinni, “Yɑ bɑ wɑ̈d Rïp, yɑ bɑ bɑ̈ng wɑ̈d Amɑlek. Kì yethi cyɑ̈ng ɑ́dɑ̈g møg-ɑ ɑ́pöödh, wɑ̈ɑ yɑ ɑ́wiye piny kipe kɑ̀ rɑ̈ɑ̈m dëlɑ. 
1SA.30.14	Wø ɑ́kedh-ɑ Yeudiyɑ̀, kì tung-ɑ wɑɑng wurlwɑl, ɑmɑny wøn tyëng Kereth, kí kwɑrri Kɑlib. Arɑ̈b wøn Dhiglɑg.”
1SA.30.15	Apyëjii yi Debïd kinni, “Yɑ ócuggø nyudhø yi yïn keny-ɑ di tyëng-ɑ ɑ́kɑ̈l mɑ̈nni wøn?”
1SA.30.15	Alögge kinni, “Ngee, keløg Jwøk okwöngø yi yïn kinni yɑ pɑ nɑ̈g yi wun, o yɑ pɑ cïb wun cingi wɑ̈ɑ.” 
1SA.30.16	Kɑ Debïd peeje kun-ɑ di tyëng Amɑlek. Ayuud ge gïn kunɑni ge tɑyø, kwï gen ocyɑ̈mø, møøgø omɑ̈dhø, o kwï gen otugø yi medi pëëth kipe jɑmm-ɑ ɑ́kɑ̈ɑ̈l yi gen ge gïïr kì Pelistiyɑ̀, kí myërri Yeudiyɑ̀.
1SA.30.17	Apɑ̈ɑ̈r Debïd kömi gen kì bɑ̈ɑ̈rø, kɑ gït-ɑ böörø dhung-ɑ kyeelø, e onɑ̈gø ki gïn. Bɑ ji miy ɑ́ngwen keti gen ɑ ɑ́bodh; gen ɑ møg-ɑ ɑ́pɑ̈ɑ̈r kömi ɑmɑlli gen kɑ ge órengø. 
1SA.30.18	Ayieel dhɑnhø bëne yi Debïd, kɑ jɑmm-ɑ ɑ́kɑ̈l bënn yi tyëng Amɑlek dwöög, kí mɑ̈nne gɑ ɑ́ryew. 
1SA.30.19	Bong gïïpiny ɑ́kyel mɑ ɑ́yuud e tøøk kì ri gen bënn. Debïd nyige, kí jøge, yɑɑg-ɑ wøbb kí womɑ̈nn, kí jɑmmì bënn, møg-ɑ ɑ́kɑ̈l yi tyëng Amɑlek ɑ́dwööge. 
1SA.30.20	Akwɑɑny dyëg kí dhög yi Debïd, kɑ ge kööl yi jøge kì bøli gen, ge kømm-ɑ kinni, “Møg bɑ mø Debïd!”
1SA.30.21	Keny-ɑ ɑ́dwöög Debïd, yï jøge, møg-ɑ miy ɑ́ryew møg-ɑ ɑ́dhɑ̈ɑ̈r yi wɑ̈dh, kɑ ge odöngø kì dhøg Bisör, ɑpɑɑr Debïd yi gen geki jøg-ɑ ɑ́kedh ki en. Keny-ɑ ɑ́wɑ̈nhe buti gïn, ɑkedhi Debïd be mɑ̈dhi gen. 
1SA.30.22	De jøg-ɑ yethi gen looj, kí jøgi orøg kì kelli teen-ɑ ɑ́kedh ki Debïd ge ɑ́kööb kinni, “Mɑ́ ge nuti kedhø kyeel ki wɑ, ge pɑ pɑ̈ggi ki wɑ ki jɑmm-ɑ ɑ́kɑ̈ɑ̈l. Ge ócuggø kwɑnyi mɑ̈nni gen kí nyigi gen, kɑ ge kedh gen.”
1SA.30.23	Alöggi Debïd kinni, “Pɑth ki kinøw, wun ɑ nyiimïɑ. Gïn ni men ko gwøg wun, wɑ ɑ́rum ki nëngø yi Jwøng-ɑ Ácwɑ̈ɑ̈j. Wɑ ɑ́kor yi en, kɑ tyëngmɑ̈ɑ̈nø møg-ɑ ɑ́pɑ̈ɑ̈r kömee tyɑm yi wɑ. 
1SA.30.24	Bong ngɑn cuggi yïëyi kwøbbi wun! Pɑ̈ngi jɑmmì ge pɑ̈r kì kelli wun bënn, Ji-ɑ ɑ́döng ge kor-ɑ jɑmmì, geki tyëng-ɑ ɑ́kedhi be nyïɑ̈ggø ki liny.” 
1SA.30.25	Agwøøg menɑni ɑ́ cigg yi Debïd, ɑ nudd ciggɑni omïdhø kì Isrɑil gïti dicyɑ̈ngtïn.
1SA.30.26	Keny-ɑ ɑ́wɑ̈nhi Debïd Dhiglɑg, ɑöre kwï jɑmm-ɑ ɑ́mɑg yi en, kì yï tyëng Amɑlek, gï öre’ jøgdøngi Yeudiyɑ̀, kɑ okööbø kinni, “Men bɑ jwödhø men-ɑ mëggɑ wun kì ri jɑmm-ɑ ɑ́mɑg yi wøn kì cinggi tyëng-ɑ mɑɑn Jwøng-ɑ Ácwɑ̈ɑ̈j.” 
1SA.30.27	Kɑ Debïd öd-ɑ yï jyɑ̈ggi Betiil, kí jyɑ̈ggi Rɑmɑ̀ ki jɑmmì, kí myërri Yeudiyɑ̀, kí kɑ̈ddi Yɑtir, 
1SA.30.28	kí Aröeer, kí Sipmöth, kí Ectemoɑ̀ 
1SA.30.29	geki Rɑkɑl, kí kɑ̈ddi Yerɑmel, kí tyëng Ken. 
1SA.30.30	Kí myërri Órmɑ̀, kí Börɑcɑn, kí Athɑk. 
1SA.30.31	Kí Kibrön geki yï tyëng-ɑ kyeelø kì kɑ̈jj-ɑ ɑ́cyɑ̈dhi yi Debïd bënn.
1SA.31.1	Tyëng Pelistiyɑ̀ ɑ́nyïɑ̈ggi geki tyëng Isrɑil, kɑ Isrɑil tyɑm yi gen. Tyëng Isrɑil mø gïïr ɑ́nɑ̈g kì wïj Kïti Gilboɑ̀. 
1SA.31.2	Tyëng Pelistiyɑ̀ ɑ́nyïɑ̈ggi ki nyɑɑg me teeg. Kɑ Cɑul nɑ̈g kì yij liny geki wɑ̈dde, Yönɑthɑn, kí Abinɑdɑb, kí Mɑlkicuɑ̀. 
1SA.31.3	Liny ɑ́nyïɑ̈ggi ki nyɑɑg me teeg kì tung-ɑ di Cɑul, ɑpɑ̈dhi nyɑɑr weth ree, kɑ ogöögø ki kedø me rɑɑj cɑrø. 
1SA.31.4	Aköbbe nyel-ɑ kɑ̈lli jɑmmi liny møge kinni, “Wöödh pilí wɑ̈g kɑ yɑ nɑ̈ɑ̈g, o yɑ cögɑ yɑ pɑ tuug yi tyëng Pelistiyɑ̀ møg-ɑ nuti ngølø.” De nyelɑni ɑ́bɑ̈nyi mɑ́ e ɑ́bwøg ki mendwøng. Codhe, kɑ Cɑul pile kwɑnye, kɑ ree møøde köme. 
1SA.31.5	Keny-ɑ ɑ́lidhii yi nyelɑni kinni Cɑul ɑ́thøw, ɑlonye ree ki møød kömi pile, kɑ othøø kyeel ki Cɑul. 
1SA.31.6	Bene kër-ɑ ɑ́thøw Cɑul geki wɑ̈dde gɑ ɑ́dɑ̈g, kí nyel-ɑ kɑ̈lli jɑmmi liny mø Cɑul dicyɑ̈ngɑni. 
1SA.31.7	Keny-ɑ ɑ́lïng tyëng Isrɑil, møg-ɑ Töör Yidhriil, kí møg-ɑ bëëdø kì kömi Nɑm Urdun kinni Cɑul thøø, kí wɑ̈dde bënn gɑ ɑ́dɑ̈g, ɑbwøg gen, kɑ ge odhwödhø kì myërri gen. Codhe, ɑbëën tyëng Pelistiyɑ̀ kɑ ge pëgg-ɑ myërrɑni.
1SA.31.8	Dhuki, keny-ɑ ɑ́bëën tyëng Pelistiyɑ̀ be kwɑnyi jɑmm-ɑ per gen teg kì ri tyëng-ɑ thøø, ɑyod gen Cɑul ki wɑ̈dde gɑ ɑ́dɑ̈g, ge thøø kì wïj Kïti Gilboɑ̀. 
1SA.31.9	Angul gen wïj Cɑul wɑ̈g, kɑ tønge kí jɑmmi linye kwɑny yi gen, codhe ɑödi gen myërri Pelistiyɑ̀ bënn, ge köbb-ɑ ji kì kɑ̈jj-ɑ mɑlli jwöggi gen. 
1SA.31.10	Acïb gen jɑmmi liny mø Cɑul yij kengi Actɑröth. Kɑ Cɑul gur gen mɑl kì ri döri Betcɑn.
1SA.31.11	Keny-ɑ ɑ́lïng tyëng-ɑ bëëdø kì Yɑbic kì Gilyɑd ki gïn-ɑ ɑ́göggi Cɑul yi tyëng Pelistiyɑ̀, 
1SA.31.12	ɑkedhi yɑɑg teg Betcɑn kì wɑ̈r, kɑ Cɑul kí wɑ̈dde kɑ̈ɑ̈l gen wɑ̈g kì ri döri Betcɑn, kɑ gï kɑ̈ɑ̈l gen Yɑbic kɑ gï rɑ̈b gen. 
1SA.31.13	Codhe, ɑkwɑny gen cu gen, kɑ gï koony gen thɑ yɑdh kì Yɑbic. Kɑ tyëng Yɑbic othuumø ki cyɑ̈ng ɑ́bïryew.
2SA.1.1	Debïd ɑ́dwöög keny-ɑ ɑ́rume tyɑmi tyëng Amɑlek, kì bɑng thøwi Cɑul, kɑ obëëdø kì Dhiglɑg ki cyɑ̈ng ɑ́ryew. 
2SA.1.2	Kì ri dɑ̈ɑ̈g cyɑ̈ng, ɑbëën nyel me kɑ̈ɑ̈l kɑɑl Cɑul. Ógudhe pyëëd en, o wïje kïdh en ki tør. Akedhe yï Debïd, kɑ ree bøødhe wïje kuule’ piny. 
2SA.1.3	Kɑ pyëj yi Debïd kinni, “Yï kɑ̈ɑ̈l-ɑ keny?”
2SA.1.3	Alögge kinni, “Yɑ ɑ́pɑ̈r-ɑ kɑɑl Isrɑil.”
2SA.1.4	Kɑ Debïd okööbø kinni, “Köbbí yɑn gïn-ɑ ɑ́cwöb.”
2SA.1.4	Kɑ ólöggø kinni, “Kɑɑlee ɑ́cyeddi, o ji mø gïïr ɑ́nɑ̈g kì kelli jiee. Cɑul geki Yönɑthɑn wɑ̈de ɑ́nɑ̈g thyew.”
2SA.1.5	Apëjji Debïd kinni, “Áyod yi yïn kidï kinni Cɑul geki Yönɑthɑn thøø?”
2SA.1.7	Codhe, ɑlïïdhe ngɑ̈je, kɑ yɑ lidhe, ɑcwøle yɑn. Kɑ yɑ ólöggø kinni, yɑn èn wuö! 
2SA.1.8	Apyëje yɑn mɑ løgɑ men, kɑ köbbɑ kinni yɑ bɑ kwɑɑr Amɑlek. 
2SA.1.9	Codhe, ɑkööbe kinni, ‘Bïí nɑ̈g yɑn! Riɑ dɑ kedø me rɑɑj, o wëyɑ nudd ge nud kì riɑ.’ 
2SA.1.10	Codhe, ɑkedhɑ yïe kɑ nɑ̈gɑ, mɑ́ e ɑ́yod yi yɑn kinni bɑ men thøw ceth keny-ɑ ópɑ̈ɑ̈dhe. Codhe, ɑkwɑnyɑ yɑ̈r kì wïje kí ɑ́tegø kì cinge, ɑmuujɑ gen yïn èn wuö.”
