GEN.1.1	Soo 'udechoo whe'whudit'en whe Yak'usda (Elohim)
JHN.1.15	'En ghun John ubudáni' inle', dune bulh yálhduk whe, “Ndun 'en ghun nohdásni', sk'elh'az whusatíyalh 'et hoonts'i whutisdleh whutso da' hoonts'i, 'uda' 'et khuna whe 'unt'oh, 'et huwa 'unt'oh sando 'unt'oh,” ubúlhni.
JHN.1.16	'Ink'ez ndai la neba yut'i-i 'andit ts'iyawh negha íninla. Dzin totsuk ye unzoo-i neba 'on 'un 'unt'oh.
JHN.1.17	Yak'usda ndi khuni yutulhúhizye'-i, 'i Moses 'en gha netl'aídan'ai ínle'. 'Et hoonts'i 'andit Sizi Gri 'en gha ye unzoo-i 'ink'ez khuni 'alha' 'unt'oh-i neghalts'ut.
JHN.1.18	'Aw Yak'usda yan'en-un hooloh 'et hoonts'i ndun 'aw 'ilhoghun ooYe', ooBá 'uk'enus yuk'entsi'-un, 'en Yak'usda ghun 'et whunénulhtan.
JHN.1.19	'Et 'ilhudzin ndunne Lizwif Jerusalem whut'enne, 'enne lubretne 'ink'ez Levitne John ts'un whe bahalh'a' huyoodolhkut mbe unli-un 'et hukwa. 'Et John ubúlhni,
JHN.1.20	soo ts'ih'un un'a 'aw whuts'u lhoodídlai whe ubudáni', “'Aw Christ, 'en íloh 'ust'oh,” ubúlhni.
JHN.1.21	'Et doo cha huyoodulhkut, “Mbe inli? Elijah tilah 'int'oh?” “'Awundooh, 'aw 'en hoonts'i 'ust'oh,” ubúlhni. “Nyoon Yak'usda be nus hóo'en-un ooghu yaduk inle'-un, 'en tilah 'int'oh?” huyúlhni. 'Et cha, “'Awúndooh,” ubúlhni.
JHN.1.22	'Et 'uhuyúlhni, “Kwa, mbe whé 'int'oh. Nyunch'oh daja na'dudintni. 'Et ts'ih'un nedíni, 'et de la nyoonne whuz de nétilh'a'ne ubuzdóni',” huyúlhni.
JHN.1.23	'Et John ubúlhni,
JHN.1.23	“Si 'ust'oh 'aw dune lhuhóot'ih-un ts'e duztúl whe ts'iyanne dune ubudúsni,
JHN.1.23	neMoodihti lhutiyalh-un hoonzoo 'ink'ez lhts'e whudiz'a ooba whulhtsi.
JHN.1.23	'Et whuz un'a Yak'usda be nus hóo'en-un Isaiah ndutni ínle',” ubúlhni.
JHN.1.24	'Et ndunne John ts'u whél'a'ne, 'enne Pharisee lohne za 'uhint'oh.
JHN.1.25	'Et doo cha huyoodulhkut, “'Aw Christ, k'us Elijah, k'us nyoon Yak'usda be nus hóo'en-un, 'enne iloh 'int'oh de, di ha dune too bé' bilh'en?” huyúlhni.
JHN.1.26	'Et John ubúlhni, “Si too za-i be dune too be' us'en 'et hoonts'i nohtoh 'ilhoghun dune hoonli, 'en 'aw t'enuzáhzun.
JHN.1.27	'En 'unt'oh sk'élh'az whusatíyalh-un sanus dízti' whe 'unt'oh. 'Aw ookechun natl'ool ooba k'unaítis'uk 'et hoonts'i huba soo lhé'uzdzoo',” ubúlhni.
JHN.1.28	'Et njan keyoh Bethabara huwhútni-un Jordan koh whanch'az whuz'ai-un, 'et John dune too be' 'ulh'en whe ndi ts'iyaitsuk ghun nyoonne hits'u whel'a'ne hubudáni'.
JHN.1.29	'Om bun dzin khunsul Sizi yuts'un uyalh whe John yutilh'en, 'ink'ez 'utni, “Nulh'en, Yak'usda be 'usbaiyaz. 'En 'ut'en yinka dune'ne bulubeshi buts'u hanáyule, ubúlhni.
JHN.1.30	'En ghun nohdásni' sk'elh'az whusatíyalh, 'et hoonts'i whutisdleh whutso da' hoonts'i, 'uda' khuna whe 'unt'oh, 'et huwa sanus dízti' whe 'unt'oh.
JHN.1.31	Mbe unli-un 'aw seni be t'éoonuzúszun inle', 'et hoonts'i nohni Israel oots'u haindene nohts'u whúsasya 'ink'ez too za-i be too be' nohus'en 'i gha la mbe 'unt'oh-un soo cho t'ewhunoohzeh,” ubúlhni.
JHN.1.32	Njan 'et Sizi ghun John ndutni, “Ndoni dut'aiyaz doút'en whe yak'uz ts'e hadánde 'ink'ez ooyédande, 'et whunis'en.
JHN.1.33	'Oh da' 'aw seni be t'éoonuzúszun mbe 'unt'oh, 'et hoonts'i ndun whuz de sútilh'a'-un too za-i be dune too be' oos'en ha 'en sudáni', ‘Mbe la Ndoni ndus de yuk'édilts'ut-un 'ink'ez 'ilhiz yulh 'únt'oh-un, 'en 'unt'oh Ndoni be dune too be' 'ulh'en-un unli,’ 'et sudáni'.
JHN.1.34	'Et ndúhooja-un 'et whunis'en. Soo ts'ih'un khuni be nohdúsni, 'alha ndun 'en Yak'usda ooYe' 'unt'oh,” ubúlhni John.
JHN.1.35	'Et 'om bun dzin John 'ink'ez yugha hodul'ehne nane 'et nódihya.
JHN.1.36	Sizi 'oh whuya uyalh whe John yunilh'en, “Nulh'en ndun Yak'usda be 'usbaiyaz 'únt'oh!” ubúlhni.
JHN.1.37	'Et ndunne nane dune John yugha hodul'ehne daja ni hidánts'o whe 'awet Sizi Gri hiyuntiz'az.
JHN.1.38	'Et Sizi ubunilh'en huyuni'us whe 'et huboodulhkut, “Di khunáhta whe aht'en?” ubúlhni. 'Et 'uhuyúlhni, “Rabbi, nts'e la hoont'i?” ('Et ndi khuni Rabbi 'i Lizwif k'un'a dune hodulh'eh-un ni whe' utni.) 'Et Sizi ubúlhni,
JHN.1.39	“'Anih, whunoolh'en si!” ubúlhni. 'Et huyúlh tiz'az 'ink'ez nts'e la usda-un honalh'en. 'Et dzin ndulyiz whe hizih hinke' 'ink'ez, 'oh da' 10:00 at'en 'uhunit'oh.
JHN.1.40	'Et ndunne nane dune John hidánts'o huwa Sizi huyuntiz'azne, 'en 'ilhoghun, Andrew huyulhni, 'en Simon Peter bulhutsin 'unt'oh.
JHN.1.41	'En 'aho dulhutsin, Simon huyulhni, 'en yughu ninya 'ink'ez yudáni', “Ndun Messiah 'awet nats'ilhti,” yúlhni. (Ndi Messiah, Christ ni whe' utni.)
JHN.1.42	'Et Sizi 'en yughu inílhti. 'Et soo cho Sizi yunalh'en 'ink'ez 'uyulhni, “Nyun Simon Jonas ooye' 'en 'int'oh, 'et hoonts'i Cephas nyuhudutánelh,” yúlhni. (Ndi Cephas 'i Peter 'i za 'unt'oh 'ink'ez 'i tse ni whe' utni.)
JHN.1.43	'Et 'om bun dzin Sizi Galilee yun k'ut huwhútni ts'e tiyalh hukwa' ninzin. Whuz oozya whe dune Philip huyúlhni, 'en nayilhti 'ink'ez “Sunanyalh,” yúlhni.
JHN.1.44	'Et ndun Philip 'en keyoh Bethsaida huwhútni-un, 'et whut'en-un 'unt'oh. 'Et keyoh za Andrew 'ink'ez Peter bulh huwhut'i.
JHN.1.45	'Et Philip 'en dune Nathanael huyúlhni, 'en nayilhti, “Ndun mbe la Moses dude 'udustl'us k'ut yughun 'uk'uné'uzguz-un, 'ink'ez Yak'usda be nus hóo'enne highun 'uk'une'úzguz-un, 'en 'awet nats'ilhti. 'En 'unt'oh Sizi, Joseph ooye' unli. Keyoh Nazareth huwhútni, 'et whut'i,” yúlhni.
JHN.1.46	'Et Nathanael 'utni, “Nts'en'a suba hoonli 'uzoo'-i Nazareth ts'u haóolts'it?” 'Et Philip 'utni, “'Anih, sulh ín'us 'ink'ez whunolh'en si!” yúlhni.
JHN.1.47	'Et Sizi Nathanael 'az de úyalh yunilh'en 'ink'ez yughun 'et ndutni, “Ndun 'en soo Israel oots'u hainzut-un 'unt'oh, 'aw tank'us 'úhoont'oh te nulhe'ust'en,” ni.
JHN.1.48	'Et Nathanael Sizi yoodulhkut, “Di gha t'ewhunínzun dant'oh-un dune usdli?” 'Et Sizi yúlhni, “Mai chun t'ah sinda da', Philip 'anih nyudutánelh whutso da', 'et nyunus'en,” yúlhni.
JHN.1.49	'Et Nathanael 'uyúlhni, “Rabbi, 'alha Yak'usda ooYe' inli 'ink'ez Israel oots'u haindene bulerwe cha inli,” yúlhni.
JHN.1.50	'Et Sizi 'uyúlhni, “Mai chun t'ah sinda whe nyunus'en nyudúsni. 'Et whu la toh ts'e Yak'usda ooYe' usdli-un mba 'álha 'uhoont'oh, 'et hoonts'i nus de 'on nus hooncha-un, 'et whuntalh'elh.
JHN.1.51	'Et soo ts'ih'un un'a nyudutásnelh, yak'uz dáha' dankez 'ink'ez Yak'usda oolizasne ndus de hahádudoh 'ink'ez ndo cha whenáhadudoh ndun yinka dune ye'
JHN.2.1	'Et whulh tat dzin suli' whe Galilee yun k'ut 'et 'ilhoghun keyoh Cana huwhútni, 'et keyoh 'et la lhghuskene ba honílhni. 'Et Sizi ooloo 'en cha 'et usda.
JHN.2.2	Sizi 'ink'ez yugha hodul'ehne tubulh 'enne cha bughu nahúzdil.
JHN.2.3	'Et njan lhghuskene ba honílhni whutoh 'et la ndi ts'ekoo too' ntsool súli'. 'Et Sizi ooloo yughu ninya 'ink'ez yúlhni, “'Aw ts'ekoo too' lhuhít'i'.”
JHN.2.4	Sizi 'et 'uyúlhni, “Ts'eke 'et di ha 'et ndusúdini? 'Aw 'awhuz sba 'et nelhódiszit, 'awhuz sts'ó dizulh whe 'uhoont'oh,” yúlhni.
JHN.2.5	'Et ooloo ndunne ustlénne ubúlhni, “Daja nohbulhni la 'oh te ne'óoht'en.”
JHN.2.6	'Et njan lhk'uta tse oosa' cho, too huye súlhdzo wheni, 'et usdla. 'I la Lizwifne bube 'ut'en k'oh hukw'un'a lana'huldoh wheni.
JHN.2.7	'Et Sizi ndunne ustlenne ubúlhni, “Ndi tse oosa' cho ts'iyawh too be nadulhbun.” 'Inka soo ts'iyawh oodah whuts'un yanahídilhbun.
JHN.2.8	“Dugwe' íhkaih 'ink'ez mbe la njan howunli-un, 'en oots'u yihkalh,” ubúlhni. 'Inka hiloh hits'u whinkai.
JHN.2.9	Ndi too ts'ekoo too' suli'-i, 'aw nts'ez de hahuyalhdzo ndun howunli-un t'éoonúszun, 'et hoonts'i ndunne ustlénne huyínkaine, 'enne t'ehonínzun. 'Ink'ez ndet la howunli-un yunahóozdlih whe dune 'at ut'í-un, 'en 'anih yudáni',
JHN.2.10	'ink'ez 'uyúlhni, “Dune ts'iyanne ndi ts'ekoo too' 'uzoo'-i, 'i cho howu há yulhdzoh, 'et hukw'elh'az sooltsuk hutnih te, 'et 'andit za hukw'elh-i 'unt'oh-i ts'ekoo too' 'i bughu há yulhdzoh. 'Et nyun ndi 'uzoo'-i, 'i 'udek'o whuts'un ontun!” yúlhni.
JHN.2.11	Njan keyoh Cana Galilee yun k'ut whuz'ai 'et soo 'udechoo Sizi huwa 'ít'en te na'dit'en, 'ink'ez dádilti' la 'et whúbunilhtan. 'I gha la yugha hodul'ehne 'en ghun buba 'alha yint'oh suli'.
JHN.2.12	'Et ndúhooja hukw'elh'az Sizi keyoh Capernaum huwhutni ts'e whinya. Ooloo cha 'uja, 'ink'ez bulhutsinke cha, 'ink'ez yugha hodul'ehne cha, 'aw sa' iloh 'et hudálts'i'.
JHN.2.13	'Et 'awet whenghoh whudizulh ndet da' Lizwifne buyoh Yak'usda oolizas Butus Lhuséya whúnahulnih-un,
JHN.2.14	'Et lugliz whucho whuna'ulhyó-un whambez ts'e oozya 'et la dune 'e'óoketne ubunilh'en. Khunai-i, musdoos, 'usbai te, 'ink'ez dut'aiyaz te, dove huyúlhni, huye 'óoket, 'ink'ez dune sooneya lhk'enádudzaihne, 'enne cha 'et 'uhut'en.
JHN.2.15	Tl'oolhyaz be tutsus inla. 'I be khuna-i ts'iyawh tenaíninyoot. Sooneya lhk'enádudzaihne cha buzooneya nus wheyantsut, 'ink'ez buludab cha yun tiz'ai.
JHN.2.16	'Ink'ez dut'aiyaz be 'óoketne cha ubúlhni, “Ndowhi tenánuhle! 'Aw sBá ooyoh 'et e'óoket bayoh whulhtsi iloh!” ubúlhni.
JHN.2.17	'Et ndunne yugha hodul'ehne whunahilni ooghun 'uk'unusguz-i daja ni la, 'et ndutni, “Njan nyoh hukwa' nuszun k'et 'ants'i syo ts'e dusk'un le'ust'oh.”
JHN.2.18	'Et Lizwifne 'uhuyúlhni, “Njan nts'oh te la ne'ínt'en-un di gha 'ínt'en hooncha túne' 'int'en, 'et whunénilhtun?”
JHN.2.19	'Et Sizi ubúlhni, “Njan yoh whudízti'-un nohni musai whulhtsi 'ink'ez tat dzin inle' de, 'et dunaóodutás'alh.”
JHN.2.20	'Et ndunne Lizwifne úhuyúlhni, “Njan yoh whudízti'-un dit whunizyat 'on 'at lhk'utat yus k'ut inle' whe lhaóodulya. 'Et daja ninzun whe' dini, tat dzin whutoh za dunaoodután'alh dini,” huyúlhni.
JHN.2.21	'Et njan Sizi yoh whudízti'-un howu yalhduk whe, didutch'oh duyust'e 'i ghu yalhduk whe' utni ínle'.
JHN.2.22	'Et huwa la Sizi Gri dazsaine butoh dunadija whe yugha hodul'ehne whunahilni daja ubúlhni inle' da', 'ink'ez ndi Yak'usda ooghuni 'uk'unusguz-i 'ink'ez khuni 'i Sizi ye yaílhduk-i bulh daja ni la ts'iyawh buba 'álha 'uhoont'oh.
JHN.2.23	'Awhuz Jerusalem 'et za 'ut'en whe njan Butus Lhuseya-un, 'et whutoh ne'whut'en-un, whulohne mbene la Sizi yunilh'enne nts'o tula ne'út'en-un, 'et huwa k'us lhane boozi' buba 'alha' yint'oh suli'.
JHN.2.24	'Et hoonts'i Sizi didutch'oh 'aw dunene but'anílhnitan, t'ewhunínzun dune dahínt'oh la 'et huwa.
JHN.2.25	'Ink'ez 'aw 'uyoonne dune dahínt'oh la 'et hidóni' aít'oh, didutch'oh dunene dahínt'oh la t'ewhunínzun 'et huwa.
JHN.3.1	'Ilhoghun dune Pharisee bulh dizulh-un, 'en 'ilhoghun Lizwifne butso whudilhdzulh-un, 'en Nicodemus huyulhni.
JHN.3.2	'En 'ulhdzis 'et Sizi ghu ninya 'ink'ez 'uyúlhni, “Rabbi, Yak'usda yulh 'unt'oh-un dune, 'en za njan huwa ít'en-un tune' oot'en huba 'uhoont'oh. 'Et huwa soo t'ets'onínzun dune hodul'eh-un Yak'usda ts'u haínya-un, 'en inli whe 'int'oh.”
JHN.3.3	'Et Sizi yúlhni, “Soo ts'ih'un un'a nyudúsni, dune doo cha za whuzdli de, 'et de za nts'e la Yak'usda 'en lerwe unli-un whuti'elh.”
JHN.3.4	'Et Nicodemus 'uyúlhni, “Nts'en'a suba 'ilhoghun dune tube yoo'un uzulh-un, 'en doo cha za hooleh whe' dini? 'Aw whulh nat duloo yuchan naooja' 'ink'ez doo cha hooleh aít'oh!” yúlhni.
JHN.3.5	'Et Sizi 'uyúlhni, “Soo ts'ih'un un'a nyudúsni, dune too 'ink'ez Ndoni be cha whuzdli de, 'et de za nts'e la dunene Yak'usda dich'oh za bulerwe unline 'et 'aw dahóoya' ait'oh.
JHN.3.6	Mbe la dune gha whuzdlí-un, 'en dune ch'e' 'unt'oh, 'ink'ez mbe la Ndoni be whuzdlí-un, 'en Ndoni ooch'e' 'unt'oh.
JHN.3.7	'Et nyudásni' nohni doo cha za hoohleh huba 'uhoont'oh. Khun te 'et huwa mba hócha junih!
JHN.3.8	'Ants'i nilhts'i dilts'ulh le'hoont'oh. Nilhts'i dints'o 'et hoonts'i nts'ez de hadílts'ut k'us nts'e dutilts'ulh-un 'aw t'éoonuzínzun. 'Et whuz un'a za 'aw t'éoonónzin aít'oh nts'en'a dune Ndoni be whuzdlí-un,” yúlhni.
JHN.3.9	'Et Nicodemus 'uyúlhni, “'Et nts'en'a 'uwhutat'elh?”
JHN.3.10	'Et Sizi 'uyúlhni, “'Et nyun Israel oots'u haindene whubodilh'eh-un inli, 'ink'ez nts'en'a 'int'oh njan 'aw nyeni be t'éoonuzínzun?
JHN.3.11	Soo ts'ih'un un'a njan nyudúsni, t'éts'onínzun ndet howu yats'ulhduk-un 'ink'ez ts'ih'un un'a nohts'útni ndai la ts'an'en 'i ghun 'ink'ez nohni 'aw neghuni nohba 'alha lhe'ít'oh.
JHN.3.12	Ndi yun k'ut nts'oh tula né'whut'en-un, 'et huwun nohdúsni 'et hoonts'i nohba 'álha lhe'hóot'oh de, nts'en'a suba ndo yak'uz né'whut'en-un, 'et huwun nohdúsni de, 'et nohba 'alha 'uhot'e'?
JHN.3.13	'Aw 'ilhoghun dune ndo yak'uz whenya-un hooloh, 'aw 'ilhoghun za 'uja-un ndus de yak'uz haínya. 'En 'unt'oh yinka dune ye' unli, 'en 'unt'oh yak'uz ookeyoh whuz'ai.
JHN.3.14	'Uda' 'aw dune lhuhoot'ih-un ts'e whe Moses 'en tl'ughus k'eltsi dube' yudilhtsi inle', whuz un'a za yinka dune ye' dube' hidutálhtsih huba 'uhoont'oh. 
JHN.3.15	'Et huwa mbene la 'en ghun buba 'alha 'uhoont'ohne, 'enne 'aw dalhótisa,
JHN.3.16	Yak'usda ndi yun k'ut dunene buk'entsi' k'et 'aw 'ilhoghun duYe' 'en bugha ínilhti. Mbene la 'en ghun ooba 'alha' yint'ohne 'aw dalhótisa, 'ilhiz wheni hukhutinalh.
JHN.3.17	'Aw dune ba nahutiyeh wheni íloh Yak'usda duYe' ndi yun k'uz yutilh'a'. 'En gha ndi yun k'ut whut'enne ts'iyawh hudoojih, 'et wheni ndi yun k'uz yutilh'a'.
JHN.3.18	Mbene la buba 'álha yint'ohne 'aw buba nalhotisde. 'Et mbene la 'aw ooba 'álha lhe'yít'ohne, 'enne 'uda' buba nahisda whe' hint'oh, 'aw Yak'usda ooYe' boozi' 'aw buba 'alha lhe'yít'oh 'et huwa.
JHN.3.19	'En 'unt'oh be hóot'en-i unli whe ndi yun k'eínya. 'Et hoonts'i ndi yun k'ut dunene tsalhgus yo ts'e haínya-un, 'en ndi be hóot'en-i anus hik'entsi', njan ne'hut'en-un 'on nus hoontsi' ts'e za hit'elh 'et huwa. 'Et huwa la buba nahoodeh.
JHN.3.20	Mbene la hoontsi' te ne'út'enne, 'enne ndi be hóot'en-i hits'u dutni. 'Et huwa ndi be hóot'en-i, 'aw hits'un tóoya' aít'oh, doo ka la tank'us 'úhut'en-un ts'et hahóolts'it 'et whuch'a.
JHN.3.21	'Et hoonts'i mbe la ts'ih'un un'a 'it'elh-un, 'en ndi be hóot'en-i ts'u tiyalh, 'et whe la ts'iyanne t'ehonózin, nts'oh tula ne'út'en-un, Yak'usda 'en gha za 'it'en.”
JHN.3.22	Njan 'oh túne' whust'en hukw'elh'az Sizi 'ink'ez yugha hodul'ehne te Judea yun k'ut ts'e hoozdil. 'Et yugha hodul'ehne te 'et hudálts'i' 'ink'ez dune too be' halh'en.
JHN.3.23	'Oh da' za John 'en cha keyoh Aenon huwhútni-un keyoh Salem huwhútni-un whenghoh whuz'ai-un, 'et dune too be 'úlh'en, tube 'et too lhai 'inka. Dune hits'u lhodulh 'ink'ez whulohne dune too be' binla.
JHN.3.24	'Et 'awhuz John 'alhuháyus'ai da' 'et huwa.
JHN.3.25	'Et 'oh da' John yugha hodul'ehne Lizwifne bulh howun lhdulhyoh 'uhudutni, Lizwifne bube 'ut'en k'oh hukw'un'a lana'huldoh 'et huwun.
JHN.3.26	'Inka John highu nindil 'ink'ez huyoodulhkut, “Rabbi ndun dune 'ilhoghun ngha hodul'eh-un, Jordan koh nyaz ts'e, 'en ghun dune bubulh yaílhduk ínle', 'awet 'en dune too be 'úlh'en 'ink'ez ts'iyanne hits'ú lhodulh,” huyúlhni.
JHN.3.27	'Et John ubúlhni, “Yak'usda yugha óonin'ai de za, 'et huwa 'aw 'ants'i 'et hoonliyaz oot'e' aít'oh.
JHN.3.28	Nohnich'oh hoonts'i la daja dusni-un la t'éoonáhzun, si 'aw Christ 'en iloh 'ust'oh, 'et hoonts'i 'ilhoghun yutso whusál'a'-un, 'en 'ust'oh.
JHN.3.29	'Et ndóohoont'oh whe, 'ilhoghun dune ts'eke yughusda-un, 'en 'at ut'í-un 'unt'oh. 'Et ooyadan yuzih usyin-un 'ink'ez yughuni yoozílhts'ai whe la tube yuba hóont'i'. 'Et nohdúsni si cha whuz un'a tube cho hoonúst'i'.
JHN.3.30	'On nus tube cho hidólhti' 'ink'ez si hukw'elh'i le sba hodólhti', 'et whuz un'a 'uhót'e' huba' hoont'oh.
JHN.3.31	Ndun yoo dus de haínya-un, 'en ts'iyane ando 'unt'oh 'ink'ez ndun yinka ts'u haínya-un, 'en yinka dune unli, 'et huwa ndi yun k'ut hoonli-i, 'i za ghu yalhduk. 'Et ndun yak'uz haínya-un, 'en ts'iyane an do 'unt'oh.
JHN.3.32	'Et ndet la ndun whunalh'en 'ink'ez whudánts'o-un, 'et 'uyoonne cha ubúlhni, 'et hoonts'i daja ubúlhni-un la 'aw highuni lhulhchoot.
JHN.3.33	'Et hoonts'i mbe la yughuni ilhchoot-un daja ni-un, 'en 'utni ndun Yak'usda 'en ooba 'alha' yint'oh, ni.
JHN.3.34	Ndun 'en Yak'usda whusayálh'a'-un, 'en 'ink'ez didut Ndoni be yudilhbun, 'et huwa Yak'usda ooghuni za be yálhduk.
JHN.3.35	Yak'usda 'en duYe' yuk'entsi' 'et huwa ts'iyaitsuk k'úne' hool'en-un, 'et yugha óonin'ai.
JHN.3.36	'Et mbene la ndun Yak'usda ooYe' ooba 'alha' yint'ohne, 'enne 'ilhiz wheni be ts'úkhuna-i, 'i huyut'i, 'et hoonts'i mbene la ooba 'alha lhe'yit'ohne, 'enne 'aw huhoo'en aít'oh, Yak'usda yé bubulh húnilch'e-i 'ahoolhyiz wheni buk'ut 'uyitát'elh,” ni John.
JHN.4.1	'Et la ndunne Phariseene huyulh údits'o whe la 'uhutni, “Sizi 'en John anus lhane dune cha yugha hodul'ehne suli', 'ink'ez dune too be' úlh'en cha 'ut'en,” hutni.
JHN.4.2	'Et hoonts'i 'alha Sizi 'aw dich'oh iloh dune too be' bulh'en, yugha hodul'ehne, 'enne za 'uhut'en.
JHN.4.3	'Et neMoodihti whulh údants'o whe 'awet Judea yun k'ut whuch'a nasja 'ink'ez Galilee yun k'ut ts'e natisja.
JHN.4.4	'Et nadalh whe la Samaria yun k'ut 'oh whuya lhunátidalh,
JHN.4.5	'ink'ez Samaria yun k'ut keyoh Sychar huwhútni ts'e oozya. Njan keyoh 'et yun k'ut Jacob duye' Joseph yugha óonin'ai ínle', 'et whenghoh whuz'ai.
JHN.4.6	'Et Jacob too k'et 'uhóonla-un, 'et whuz'ai. 'Et Sizi tube sa' nusúya 'ink'ez nénintsai, 'inka too k'et whuzih 'et nátl'adida'. 'Et 6:00 at'en 'uhúnit'o whe 'ut'en.
JHN.4.7	'Et usda whe la 'ilhoghun ts'eke, Samaria whut'en-un, 'en too huya. 'Et Sizi 'uyúlhni, “Too sgha nínkaih!” yúlhni.
JHN.4.8	Dich'oh za 'unt'oh, yugha hodul'ehne keyoh ts'e t'alh-i hootakulh ts'e whehándil 'et huwa.
JHN.4.9	'Et ndun Samaria ts'eke' 'en yúlhni, “Nyun Lizwif 'int'oh 'ink'ez si Samaria ts'eke' 'ust'oh, 'ink'ez di ha' dini too sts'u ha' dini?” Lizwifne 'aw Samaria whut'enne 'aw buka lhe'hunízun 'et huwa 'utni.
JHN.4.10	'Et Sizi 'uyúlhni, “Ndi Yak'usda huwa ínin'ai-i, 'i soo cho t'eninzun de, 'ink'ez mbe 'utni nyulh yálhduk whe too nts'u ha 'utni-un, 'en t'enínzun de, 'et de nyun da' oodolhkut 'ink'ez ndai la too oogha huye khuna-i, 'i da' nghá yolhdzeh oole',” yúlhni.
JHN.4.11	'Et ndun ts'eke 'uyúlhni, “Nyun 'aw be taóonkalh-i lhínt'ih, 'ink'ez njan too k'et hádalhdza', nts'en'a ndi too be ts'úkhuna-i, 'i itánkalh?
JHN.4.12	Netsoda'-un Jacob 'en njan too k'et negha óonin'ai. Didut, duye'ke, 'ink'ez bughuna' te, njan too k'et 'et too hitnai' ínle', 'et huwa nyun ooba nus incha ninzun eh?” yúlhni.
JHN.4.13	'Et Sizi 'uyúlhni, “Mbene la njan too k'et too utnai-un, doo cha za ta'hóosda hulhih,
JHN.4.14	'et hoonts'i mbene la too bugha ítasdzoh, 'i huyitnai' de, 'aw 'on 'at ta'hóda' aít'oh. Mbe la ndi too oogha ínusdzo-un, 'i too 'ahoolhyiz ninli dult'oh, 'i be 'ahoolhyiz wheni hukhutinalh,” yúlhni.
JHN.4.15	'Et ts'eke 'uyúlhni, “Kwa, ndi too 'udíni-i sgha nílhdzeh, 'et de la 'aw 'on 'at ta'ósda 'ink'ez 'aw 'on 'at njan too oskalh aít'oh.”
JHN.4.16	“Nki 'anih díni 'ink'ez 'en bulh diz náht'us,” yúlhni Sizi.
JHN.4.17	'Et ts'eke 'utni, “'Aw ski hooloh whe 'ust'oh.” 'Et Sizi 'uyulhni, “Soo' dini! Ts'ih'un un'a sudíni, 'aw nki hooloh dini.
JHN.4.18	T'éoonúszun kwulane nkike inle', 'ink'ez 'andit oozih sinda-un, 'en cha 'aw nki iloh 'unt'oh. 'Et ts'ih'un un'a 'udinja,” yúlhni.
JHN.4.19	'Et ts'eke 'uyúlhni, “Nyun nus hoo'en-un tilah 'int'oh?
JHN.4.20	Netsoda'ne, 'enne ndi dzulh k'ut 'et teni 'uhunilhdzun ínle'. 'Et nohni 'udúhni Jerusalem 'et 'ilhoghun whuz'ai-un, 'et dune teni 'uhunoolhzin huba 'uhoont'oh,” yúlhni.
JHN.4.21	'Et Sizi 'uyúlhni, “Mba 'alha 'udoosni', 'ilhudzin diz hóolts'ulh whe 'uhoont'oh, 'aw ndi dzulh k'ut k'us Jerusalem 'et za iloh Yak'usda 'en oots'u téni 'untilhdzun whe 'uhoont'oh.
JHN.4.22	Ndai la nohni 'oots'un téni 'unulhdzun-i 'aw noheni be t'enuzúhzun. Wheni mbe la oots'u téni 'uznilhzun-un t'ezninzun, Lizwifne, 'enne bula toh ts'e za dune hudutijih 'et huwa.
JHN.4.23	Ndet la whuz de whúdizulh-un 'andit 'et buba 'uhoont'oh, ts'ih'un un'a teni hunilhzunne soo dudzi ndulcho-i be ts'ih'un un'a Yak'usda hits'un téni hunoolhzin wheni. 'Enne ndunt'ohne, 'enne Yak'usda buka' ninzun duts'u téni 'uhunoolhzin ha.
JHN.4.24	Yak'usda 'en nudúdeh-i unli whe 'unt'oh. 'Ink'ez mbene la hits'un téni 'unilhzunne, 'enne ts'ih'un un'a buyughi be hits'un teni' noolhdzin huba' hoont'oh,” yúlhni.
JHN.4.25	'Et ndun ts'eke 'uyúlhni, “T'éoonúszun ndun Messiah whusatíyalh, mbe la Christ huyúlhni, 'en whusaínya de, ts'iyantsuk whunéuntilhtun.”
JHN.4.26	'Et Sizi 'uyulhni, “'Andit si nyulh yálhduk-un, si usdli whe 'ust'oh.”
JHN.4.27	Soo 'et ndutní-un 'awet 'etsul 'udíja whe yugha hodul'ehne whusanáhidil. Tube buba hooncha Sizi ndun ts'eke 'en yulh yálhduk, 'et hoonts'i 'aw 'ilhoghun hoonts'i lhuyoodulhkut, “Di ha ndun ts'eke 'en bulh yaílhduk?” k'us, “Ndet nahootan'alh?” lhuhidínel.
JHN.4.28	'Et ndun ts'eke too ye huya-i cha 'awet nenin'ai 'ink'ez keyoh ts'e whenája. 'Et dunene ts'iyawh ubúlhni,
JHN.4.29	“'Anih! Ndun dune noolh'en si! Nts'oh tula né'zust'en-un, ts'iyawh sudani'. 'En toleh Christ 'unt'oh?” ubúlhni.
JHN.4.30	'Inka soo ts'iyanne keyoh ts'e hahándil 'ink'ez Sizi highu nindil.
JHN.4.31	'Et 'oh whuya hoozulh yugha hodul'ehne huyúlhni, “Rabbi, na'int'alh!”
JHN.4.32	'Et Sizi 'ubulhni, “'Uda' ndi 'ut'alh-i, 'aw nohni t'enuzuhzun-i, 'i ust'i.”
