GEN.1.4	Dieu vit que la lumière était bonne, et Dieu sépara la lumière et les ténèbres. 
JOB.14.11	les fleuves tarissent et se dessèchent ;
JOB.14.12	tant qu’il y a un ciel il ne se réveillera pas,
JOB.14.12	il ne sortira pas de son sommeil.
JOB.14.13	m’y tenir au secret jusqu’à ce que ta colère s’en retourne,
JOB.14.13	me fixer un terme où tu te souviendrais de moi !
JOB.14.14	tous les jours de mon service, j’attendrais,
JOB.14.14	jusqu’à ce que vienne ma relève.
JOB.14.15	tu languirais après l’œuvre de tes mains.
JOB.14.16	tu n’observerais plus mon péché.
JOB.14.17	et tu blanchirais ma faute.
JOB.14.18	le rocher se déplace,
JOB.14.19	la crue emporte la poussière de la terre ;
JOB.14.19	ainsi tu fais disparaître l’espoir de l’homme.
JOB.14.20	tu le défigures, puis tu le renvoies.
JOB.14.21	Sont-ils dans l’abaissement ? Il ne s’en aperçoit pas.
JOB.14.22	C’est pour sa propre chair qu’il souffre,
JOB.14.22	c’est pour lui-même qu’il est en deuil.
JOB.15.1	Eliphaz le Témanite répondit :
JOB.15.2	Se remplit-il du vent de l’est ?
JOB.15.3	Se défend-il par des paroles inutiles,
JOB.15.3	par des propos qui ne servent à rien ?
JOB.15.4	et tu abolis toute méditation devant Dieu.
JOB.15.5	et tu choisis le langage des gens avisés.
JOB.15.6	Ce sont tes propres lèvres qui déposent contre toi.
JOB.15.7	As-tu été mis au monde avant les collines ?
JOB.15.8	As-tu subtilisé la sagesse à ton profit ?
JOB.15.9	Quelle compréhension as-tu que nous n’ayons pas ?
JOB.15.10	plus riches de jours que ton père.
JOB.15.11	et la parole qu’on t’adresse avec douceur ?
JOB.15.12	comme tes yeux se mettent à cligner !
JOB.15.13	et que tu profères de tels propos !
JOB.15.14	Et celui qui est né de la femme, pour qu’il soit juste ?
JOB.15.15	si le ciel n’est pas pur à ses yeux,
JOB.15.16	l’homme qui boit l’injustice comme de l’eau !
JOB.15.17	Je raconterai ce que j’ai vu,
JOB.15.18	ce qui venait de leurs pères et qu’ils n’ont pas caché.
JOB.15.19	C’est à eux seuls que le pays avait été donné,
JOB.15.19	et parmi eux aucun étranger n’était encore passé.
JOB.15.20	Le méchant est dans le tourment tous les jours de sa vie ;
JOB.15.20	quel que soit le nombre des années réservées à la brute,
JOB.15.21	en pleine paix, celui qui ravage tout fond sur lui !
JOB.15.22	l’épée le guette ;
JOB.15.23	il sait que le jour des ténèbres l’attend.
JOB.15.24	Ils l’assaillent comme un roi prêt à l’attaque ;
JOB.15.25	il a bravé le Puissant,
JOB.15.26	sous le dos épais de ses boucliers.
JOB.15.27	les flancs chargés d’embonpoint ;
JOB.15.28	dans des maisons inhabitées,
JOB.15.28	prêtes à tomber en ruine.
JOB.15.29	sa prospérité ne s’étalera plus sur la terre.
JOB.15.30	Les flammes dessécheront ses rejetons,
JOB.15.30	il s’écartera par le souffle de sa bouche.
JOB.15.31	car c’est l’illusion qui lui sera donnée en échange.
JOB.15.32	et son rameau ne verdira plus.
JOB.15.33	comme un olivier, il fera tomber ses fleurs.
JOB.15.34	et le feu dévorera les tentes de l’homme vénal.
JOB.15.35	c’est mettre au monde le mal,
JOB.15.35	c’est faire sortir de son ventre la tromperie.
JOB.16.1	Job répondit :
JOB.16.2	vous êtes tous de pénibles consolateurs.
JOB.16.3	Qu’est-ce qui t’irrite lorsque tu réponds ?
JOB.16.4	si vous étiez à ma place :
JOB.16.4	je rassemblerais des propos pour vous,
JOB.16.4	je hocherais la tête sur vous.
JOB.16.5	le mouvement de mes lèvres vous soulagerait.
JOB.16.6	Si je parle, ma souffrance n’est pas soulagée ;
JOB.16.6	si je cesse de parler, comment s’en irait-elle loin de moi ?
JOB.16.7	Tu as semé la dévastation dans toute ma communauté.
JOB.16.8	ma maigreur se lève et m’accuse en face.
JOB.16.9	il grince des dents contre moi.
JOB.16.9	Mon adversaire aiguise ses regards sur moi.
JOB.16.10	pour m’outrager, ils me frappent les joues,
JOB.16.10	ils s’attroupent tous contre moi.
JOB.16.11	il me jette aux mains des méchants.
JOB.16.12	il m’a saisi par la nuque et m’a brisé.
JOB.16.12	Il m’a redressé pour lui servir de cible.
JOB.16.13	il transperce les profondeurs de mon être,
JOB.16.13	il n’épargne rien,
JOB.16.13	il répand ma bile sur la terre.
JOB.16.14	il court sur moi comme un guerrier.
JOB.16.15	j’ai plongé ma corne dans la poussière.
JOB.16.16	une ombre de mort est sur mes paupières.
JOB.16.17	et ma prière est pure.
JOB.16.18	Que mes cris prennent librement leur essor !
JOB.16.19	j’ai un répondant dans les hauteurs.
JOB.16.20	c’est Dieu que j’implore par mes larmes.
JOB.16.21	entre l’être humain et son compagnon !
JOB.16.22	et je m’en irai par un sentier d’où je ne reviendrai pas.
JOB.17.1	mes jours s’éteignent,
JOB.17.1	je suis bon pour la tombe.
JOB.17.2	Leurs insultes ne me laissent pas fermer l’œil.
JOB.17.3	qui d’autre prendrait des engagements pour moi ?
JOB.17.4	tu ne les élèveras pas.
JOB.17.5	alors que les yeux de ses propres fils s’épuisent.
JOB.17.6	je suis devenu celui à qui l’on crache au visage.
JOB.17.7	tout mon corps est comme une ombre.
JOB.17.8	et l’innocent se soulève contre l’impie.
JOB.17.9	Les mains pures sont de plus en plus fortes.
JOB.17.10	Je ne trouverai pas un seul sage parmi vous !
JOB.17.11	les désirs de mon cœur...
JOB.17.12	que la lumière est proche quand les ténèbres sont là !
JOB.17.13	C’est dans les ténèbres que je ferai mon lit ;
JOB.17.14	je crie à la fosse : « Tu es mon père ! »
JOB.17.14	– à la vermine : « Ma mère, ma sœur ! »
JOB.17.15	Mon espoir, qui peut l’apercevoir ?
JOB.17.16	quand nous irons ensemble reposer dans la poussière.
JOB.18.1	Bildad le Shouhite répondit :
JOB.18.2	Ayez de l’intelligence, ensuite nous parlerons.
JOB.18.3	Pourquoi ne sommes-nous à vos yeux que des brutes ?
JOB.18.4	faut-il, à cause de toi, que la terre soit abandonnée,
JOB.18.4	que le rocher se déplace ?
JOB.18.5	et la flamme qui en jaillit cessera de briller.
JOB.18.6	La lumière s’obscurcira sous sa tente,
JOB.18.6	et sa lampe s’éteindra au-dessus de lui.
JOB.18.7	ses propres projets le feront tomber.
JOB.18.8	il marche dans les mailles,
JOB.18.9	il est saisi au piège par le talon,
JOB.18.9	et les lacets se resserrent sur lui ;
JOB.18.10	la trappe est sur son sentier.
JOB.18.11	elles le talonnent.
JOB.18.12	la catastrophe est toute prête à ses côtés.
JOB.18.13	tout son corps est dévoré par le premier-né de la mort.
JOB.18.14	il se traîne vers le roi des terreurs.
JOB.18.15	on répand du soufre sur son domaine.
JOB.18.16	en haut, ses rameaux se fanent.
JOB.18.17	il n’a plus de nom au dehors.
JOB.18.18	Il est repoussé de la lumière dans les ténèbres,
JOB.18.18	on le chasse du monde.
JOB.18.19	pas de survivant là où il résidait en immigré.
JOB.18.20	et les Orientaux seront saisis d’effroi.
JOB.18.21	telle est la place de celui qui ne connaît pas Dieu !
JOB.19.1	Job répondit :
JOB.19.2	Jusqu’à quand me causerez-vous du chagrin
JOB.19.2	et m’écraserez-vous de vos propos ?
JOB.19.3	n’avez-vous pas honte de me malmener ?
JOB.19.4	mon erreur repose sur moi.
JOB.19.5	si vous me reprochez mon déshonneur,
JOB.19.6	et qui m’enveloppe de son filet.
JOB.19.7	si j’appelle au secours, pas de jugement !
JOB.19.8	il a mis des ténèbres sur mes sentiers.
JOB.19.9	il a retiré la couronne de ma tête.
JOB.19.10	il a arraché mon espoir comme un arbre.
JOB.19.11	il me considère comme un de ses adversaires.
JOB.19.12	elles se sont frayé un chemin jusqu’à moi,
JOB.19.12	elles ont dressé leur camp autour de ma tente.
JOB.19.13	je suis repoussant pour ceux qui me connaissent ;
JOB.19.14	je suis abandonné de mes proches,
JOB.19.14	je suis oublié de mes connaissances.
JOB.19.15	me considèrent comme un étranger,
JOB.19.15	je ne suis plus à leurs yeux qu’un inconnu.
JOB.19.16	J’appelle mon serviteur, il ne répond pas ;
JOB.19.16	je dois le supplier de ma bouche.
JOB.19.17	je suis devenu fétide pour mes propres fils.
JOB.19.18	si je me lève, ils parlent contre moi.
JOB.19.19	Ceux que j’aimais se sont retournés contre moi.
JOB.19.20	je n’ai gardé que la peau des dents.
JOB.19.21	car la main de Dieu m’a frappé !
JOB.19.22	N’êtes-vous pas rassasiés de ma chair ?
JOB.19.23	Ah ! si mes propos pouvaient être écrits,
JOB.19.23	s’ils étaient gravés dans un livre !
JOB.19.24	ils soient pour toujours taillés dans le roc !
JOB.19.25	et qu’il se lèvera, le dernier, sur la poussière,
JOB.19.26	de ma chair je verrai Dieu.
JOB.19.27	mes yeux le verront, et non pas quelqu’un d’autre ;
JOB.19.27	les profondeurs de mon être s’épuisent au dedans de moi.
JOB.19.28	alors on découvrira le bien-fondé de ma cause.
JOB.19.29	car l’acharnement est une faute passible de l’épée ;
JOB.19.29	et vous saurez qu’il y a un jugement !
JOB.20.1	Tsophar le Naamatite répondit :
JOB.20.2	Voilà pourquoi mes pensées inquiètes me forcent à répondre,
JOB.20.2	à cause de l’agitation qui est en moi.
JOB.20.3	le souffle de mon intelligence donnera la réplique.
JOB.20.4	Ne sais-tu pas que, de tout temps,
JOB.20.4	depuis que l’être humain a été placé sur la terre,
JOB.20.5	et la joie de l’impie momentanée ?
JOB.20.6	quand sa tête toucherait aux nuages,
JOB.20.7	et ceux qui le voyaient diront : « Où est-il ? »
JOB.20.8	et on ne le trouvera plus ;
JOB.20.8	il sera chassé comme une vision nocturne ;
JOB.20.9	le lieu qu’il habitait ne l’apercevra plus.
JOB.20.10	ses mains restitueront ce qui faisait sa fortune.
JOB.20.11	mais celle-ci se couchera avec lui dans la poussière.
JOB.20.12	s’il le cache sous sa langue,
JOB.20.13	s’il le retient à l’intérieur de son palais,
JOB.20.14	elle deviendra au dedans de lui du fiel de vipère.
JOB.20.15	Dieu les arrachera de son ventre.
JOB.20.16	la langue du cobra le tuera.
JOB.20.17	les fleuves, les torrents de miel et de lait fermenté !
JOB.20.18	il ne jouira plus des biens de son commerce.
JOB.20.19	il a pillé une maison qu’il ne rebâtira pas.
JOB.20.20	dans sa convoitise il ne laisse rien échapper,
JOB.20.21	mais son bien-être ne durera pas.
JOB.20.22	tous les coups du malheur le frapperont.
JOB.20.23	Dieu enverra sur lui sa colère ardente
JOB.20.23	et la fera pleuvoir sur lui, dans sa chair.
JOB.20.24	un arc de bronze le transpercera.
JOB.20.25	et la lame étincelante de son foie,
JOB.20.25	des terreurs viendront sur lui.
JOB.20.26	un feu que personne n’attise le dévorera,
JOB.20.26	et ce qui restera dans sa tente en deviendra la pâture.
JOB.20.27	Le ciel mettra sa faute à découvert,
JOB.20.27	la terre se dressera contre lui.
JOB.20.28	emportés au jour de la colère de Dieu.
JOB.20.29	le patrimoine que Dieu lui promet !
JOB.21.1	Job répondit :
JOB.21.2	donnez-moi seulement cette consolation.
JOB.21.3	et quand j’aurai parlé, tu pourras te moquer.
JOB.21.4	Dès lors, pourquoi ne perdrais-je pas patience ?
JOB.21.5	mettez la main sur votre bouche.
JOB.21.6	un frémissement s’empare de ma chair.
JOB.21.7	Pourquoi vieillissent-ils ? Pourquoi reprennent-ils même des forces ?
JOB.21.8	Leur descendance s’affermit devant eux, avec eux,
JOB.21.8	ils ont leurs rejetons sous leurs yeux.
JOB.21.9	le bâton de Dieu n’est pas contre eux.
JOB.21.10	Leur taureau féconde sans faillir,
JOB.21.10	leur vache met bas et n’avorte pas.
JOB.21.11	et leurs enfants s’ébattent.
JOB.21.12	ils se réjouissent au son du chalumeau.
JOB.21.13	en un instant ils descendent au séjour des morts.
JOB.21.14	nous ne désirons pas connaître tes voies.
JOB.21.15	Que nous sert-il d’intercéder auprès de lui ? »
JOB.21.16	Les projets des méchants sont bien loin de moi !
JOB.21.17	qu’une catastrophe s’abatte sur eux,
JOB.21.17	que Dieu leur distribue leur part dans sa colère,
JOB.21.18	comme la balle enlevée par l’ouragan ?
JOB.21.19	C’est le méchant lui-même qu’il devrait payer de retour, pour qu’il le sache ;
JOB.21.20	c’est lui qui devrait boire la fureur du Puissant.
JOB.21.21	quand le nombre de ses mois est mesuré ?
JOB.21.22	à lui qui juge les êtres supérieurs ?
JOB.21.23	L’un meurt au sein de son intégrité,
JOB.21.23	totalement satisfait et insouciant,
JOB.21.24	et la moelle des os remplie de sève ;
JOB.21.25	sans avoir goûté au bonheur.
JOB.21.26	et la vermine les recouvre.
JOB.21.27	et les réflexions par lesquelles vous me faites tort.
JOB.21.28	Où est la tente qu’habitaient les méchants ? »
JOB.21.29	Ne reconnaissez-vous pas leur témoignage ?
JOB.21.30	au jour de la colère il est à l’abri.
JOB.21.31	Qui lui paie de retour ce qu’il a fait ?
JOB.21.32	et on veille sur son sépulcre.
JOB.21.33	tous se laissent entraîner derrière lui,
JOB.21.33	des gens sans nombre l’avaient précédé.
JOB.21.34	Ce qui reste de vos réponses n’est que tromperie.
JOB.22.1	Eliphaz le Témanite répondit :
JOB.22.2	Un homme peut-il être utile à Dieu ?
JOB.22.2	L’homme de bon sens n’est utile qu’à lui-même.
JOB.22.3	Si tu es intègre dans tes voies, qu’y gagne-t-il ?
JOB.22.4	qu’il entre en jugement avec toi ?
JOB.22.5	Tes fautes ne sont-elles pas sans limite ?
JOB.22.6	tu leur arrachais leurs vêtements et tu les laissais nus ;
JOB.22.7	tu refusais du pain à l’homme affamé.
JOB.22.8	c’est le favori qui s’y installait.
JOB.22.9	les bras des orphelins étaient brisés.
JOB.22.10	et que la frayeur t’épouvante soudain.
JOB.22.11	ces eaux abondantes qui te recouvrent ?
JOB.22.12	Regarde la hauteur des étoiles, comme elles sont élevées !
JOB.22.13	Peut-il juger à travers l’obscurité épaisse ?
JOB.22.14	Les nuages sont un secret pour lui, il ne voit rien ;
JOB.22.14	il parcourt le cercle du ciel. »
JOB.22.15	celle qu’ont suivie les hommes malfaisants ?
JOB.22.16	leurs fondations sont un fleuve qui s’écoule.
JOB.22.17	Qu’est-ce que le Puissant peut faire pour eux ?
JOB.22.18	Les projets des méchants sont bien loin de moi !
JOB.22.19	et l’innocent se moquera d’eux :
JOB.22.20	Le feu n’a-t-il pas dévoré leur profit ? »
JOB.22.21	par là, ce qui te reviendra sera bon.
JOB.22.22	et mets ses paroles dans ton cœur.
JOB.22.23	tu éloigneras l’injustice de ta tente.
JOB.22.24	l’or d’Ophir parmi les cailloux des oueds ;
JOB.22.25	il sera pour toi des monceaux d’argent.
JOB.22.26	tu élèveras vers Dieu ta face ;
JOB.22.27	et tu t’acquitteras de tes vœux.
JOB.22.28	Si tu prends une décision, elle se réalisera pour toi ;
JOB.22.28	sur tes sentiers brillera la lumière.
JOB.22.29	Dieu sauve celui qui baisse les yeux. »
JOB.22.30	qui devra sa délivrance à la pureté de tes mains.
JOB.23.1	Job répondit :
JOB.23.2	ma main étouffe mon gémissement.
JOB.23.3	si je pouvais accéder au lieu où il est installé,
JOB.23.4	je remplirais ma bouche d’arguments,
JOB.23.5	et je comprendrais ce qu’il me dirait !
JOB.23.6	Emploierait-il toute sa force à m’accuser ?
JOB.23.6	Au contraire, il ferait attention à moi.
JOB.23.7	et j’échapperais pour toujours à mon juge.
JOB.23.8	à l’ouest, je ne le discerne pas ;
JOB.23.9	se cache-t-il au sud, je ne l’aperçois pas.
JOB.23.10	quand il m’aura éprouvé,
JOB.23.10	je sortirai pur comme l’or.
JOB.23.11	j’ai gardé sa voie et je n’en ai pas dévié.
JOB.23.12	j’ai fait plier ma volonté aux paroles de sa bouche.
JOB.23.13	qui pourra l’en faire revenir ?
JOB.23.13	Ce qu’il désire, il le fait.
JOB.23.14	et il en concevra bien d’autres encore.
JOB.23.15	quand j’y réfléchis, il m’inspire de la frayeur.
JOB.23.16	le Puissant m’a rempli d’épouvante.
JOB.23.17	ni l’obscurité dont je suis couvert.
JOB.24.1	Pourquoi ceux qui le connaissent ne voient-ils pas ses jours ?
JOB.24.2	on s’empare d’un troupeau et on le fait paître ;
JOB.24.3	on prend pour gage le bœuf de la veuve ;
JOB.24.4	on force tous les pauvres du pays à se cacher.
JOB.24.5	ils sortent à leur travail dès l’aurore pour trouver de quoi manger ;
JOB.24.5	il n’y a que la plaine aride pour donner du pain aux enfants ;
JOB.24.6	et grappillent la vigne du méchant ;
JOB.24.7	ils n’ont pas de couverture contre le froid ;
JOB.24.8	ils sont trempés par les averses des montagnes,
JOB.24.8	et, faute d’abri, ils étreignent les rochers.
JOB.24.9	on prend des gages sur le pauvre.
JOB.24.10	Ils vont tout nus, sans vêtement ;
JOB.24.10	affamés, ils portent les gerbes ;
JOB.24.11	ils foulent le pressoir, et pourtant ils ont soif ;
JOB.24.12	les victimes appellent au secours,
JOB.24.12	et Dieu ne voit là rien de choquant !
JOB.24.13	ils ne reconnaissent pas ses voies,
JOB.24.13	ils ne restent pas dans ses sentiers.
JOB.24.14	il tue le pauvre et le déshérité,
JOB.24.14	et pendant la nuit il est comme un voleur.
JOB.24.15	« Personne ne me verra », dit-il,
JOB.24.15	il met un voile sur son visage.
JOB.24.16	Dans les ténèbres, ils forcent les maisons,
JOB.24.16	le jour ils se tiennent enfermés ;
JOB.24.16	ils ne connaissent pas la lumière.
JOB.24.17	ils y reconnaissent les terreurs de l’ombre de la mort.
