MAT.1.1	Abraham tapa, David tapa, Jesu Khrist khanggui thu bu. 
ACT.13.12	Huin gamoptu in hu sil kibawl chu a mu a, Lalpa thuhilh chu limdang a sa mahmah a, a gingtata hi. 
ACT.13.13	Huin Paul chu a lawite toh Paphos khua apatin a chiah va, Pamphilia gam a Perga khua a tungva; huleh John in amahuh chiahsanin Jerusalem khua ah a kiih kiitta hi.
ACT.13.14	Hizongleh amahuh chu Perga khua akipat a chiah jel va, Pisidia gam a Antiok khua a tungva, huleh, khawlni in kikhopna inn ah a luut va, a tou uh. 
ACT.13.15	Huleh Daan lehkhabu leh zawlneite lehkhabu a sim zohun kikhopna inn upate in a kawmvah mi a sawl va, Nanguh mite leh unaute, mite hasotna thu soi diing na neih uleh soi un, a chi va. 
ACT.13.16	Huin Paul a ding a, a khut a jap in, a soi a, Israelmite leh nanguh Pathian laudan siamte, ngai un. 
ACT.13.17	Hi Israel namte Pathian in i pulepate uh a teel a, Aigupta gam a, a um laiun a suloupi a, huleh, tungnung khut in hu a kipatin a puidohta hi. 
ACT.13.18	Huleh kum sawmli hun sung vel chu gamdai ah a silbawlte uh a ngai thei a. 
ACT.13.19	Huleh Kanan gam a nam sagihte a suhmang zohin, a gam uh a kawmvah aaisaan in a hawmsah hi. 
ACT.13.20	Hu nungin kum zali leh kum sawmngaa sung vaihawmtute a pia a, zawlnei Samuel chiang tanin. 
ACT.13.21	Huleh hu nungin kumpi a ngen va; huchi'n, Pathian in Saul, Kis tapa, Benjamin phung a mi, amahuh a pia a, kum sawmli sung diingin. 
ACT.13.22	Huleh amah a suanmang nungin a kumpipa va pang diingin David a tungdohta a; Pathian in hu pa thu chu hesah in, David, Jesse tapa, ka lungtang bang pua mi ka mudohta, ama’n chu ka deihlam phot a bawl diing, a chi a. 
ACT.13.23	Hi mipa haahte lahah Pathian in a thuchiam dungjuiin Israelte kawmah Hundampa Jesu ahung tutta hi. 
ACT.13.24	Ahung ma in John in kisiihna baptisma thu Israelmi zousiah kawmah ana hilh masa hi. 
ACT.13.25	Huleh John in a lam a juih zoh kuan laiin, Nangun kua hi diingin na hung gingta viai? Amah chu hilou ka hi. Hizongleh, ngai un, ka nungah mi khat hung diing ahi, kei chu a keengtophah phel taah zong ka hi sih hi, a chi hi. 
ACT.13.26	Mite leh unaute, Abraham suan tate haw, huleh na lahva Pathian laudan siam zousiah haw, na kawmvah hi hutdamna thu hung kihaah ahi. 
ACT.13.27	Jerusalem khua a umte leh a lamkaiteun, a heet louh jiahun, Amah chu siamlouh tangsah in, hu thute ana sutaangtungta uh ahi. 
ACT.13.28	A sihna diing khop a tunga bangmah a muh louhun zong, Pilat kawmah suhlup diingin a ngen va. 
ACT.13.29	Huleh a tungtaang thu na kigelhsa zousiah a suhtaangtung zohun, sing akipanin a lakhia va, haanah a sialta uhi. 
ACT.13.30	Hizongleh Amah chu Pathian in misi laha kipat a kaithou kiitta hi; 
ACT.13.31	Huleh, amah toh Galili gam a kipat a Jerusalem khua a chiah pute kawmah ni tampi sung a kilaah veu a, hu mite chu tuin mite kawmah a thu heetpihtute ahi uhi. 
ACT.13.32	Huleh kei un zong i pulepate uh kawma chiamsa, hu thuchiam tanchin kipaahhuai ka hung hilh uhi. 
ACT.13.33	Pathian in Jesu a kaihthoh kiitna ah, Huchu, ei a tate uh kawmah a sutaangtung ahi; Psalm nihna a, Nang chu ka Tapa na hi a, tuni’n ka hung hing ahi, chih gelh bangin. 
ACT.13.34	Huleh muatna muna pai kiitta lou diing a Pathian in Amah misi laha kipat a kaihthoh diingdan thu chu hichi'n a soi hi, David kawma khotuahna thawnloute nangmah ka hung pe diing, chi'n. 
ACT.13.35	Hujiahin ama’n Psalm dangah, Na misiangthou chu muatna na musah sih diing hi, a chi kiit jel hi. 
ACT.13.36	Ajiahchu David in chu Pathian vaihawmsah banga amah khang a mite na a toh zohin, a ihmu a, huleh a pulepate kawmah a sial va, a muat mangta hi. 
ACT.13.37	Hizongleh Pathian in a kaihthoh in chu muatna a mu sih hi. 
ACT.13.38	Hujiahin hi chu he un, mite leh unaute; Amah vanga sual ngaihdamna thu na kawmva kisoi ahi; 
ACT.13.39	Huleh kuapouh a gingta phot chu Mosi daan a siam na tan zoh louhna uh sil zousiah ah, siamtansah in a um hi. 
ACT.13.40	Hujiahin pilvaang un, huchilouin zaw zawlneite lehkhabu a hu thu kisoi na tungvah ahung tungkha diing hi. 
ACT.13.41	Nanguh musittute en un, huleh limdang sa unla, mangthai un; ajiahchu na damsungun nna khat ka tong hi, hu nna chu mi’n nanguh hung hilh mahleh uh na gingta top sih diing uhi, chih, a chi a. 
ACT.13.42	Huleh Judate kikhopna inn apat a pawt un, Jentelte’n khawlni kiit chianga hu thu chu a kawmva soi diingin a ngen uh. 
ACT.13.43	Huleh kikhawmte chu a kikhenjah tahun, Judate tamtah leh Juda biahdan jui Pathian ngaihsah laha mi tamtah in Paul leh Barnaba a jui va,amahun amahuh chu ana houpih va, Pathian khotuahna a um zing diingin ana hasot uhi.
ACT.13.44	Huleh khawlni kiit in, a khojang phial un, Pathian thu ngaikhe diingin ahung kikhawm va. 
ACT.13.45	Hizongleh Judate’n mipite a muh tahun a thangse mahmah va, Paul thusoi chu a kalh va, a soisia uhi. 
ACT.13.46	Huin Paul leh Barnaba in haangsantahin a soi va, Pathian thu hi nanguh kawma soi masat diing mawng ahi a; hizongleh, na nial va, kumtuanga hing taahlou a na kiguat nungun he un, Jentelte lam ka ngatta uh ahi. 
ACT.13.47	Ajiahchu Lalpa’n hichi bangin kei uh thu ahung pia hi, Jentelte vaah hi diingin ka hung guat a, kawlmong tanpha a hutdamna hi diingin, chih gelh bangin, a chi a. 
ACT.13.48	Huleh Jentelte’n hu thu a jahun a kipaah va, Lalpa thu a paahtawi va; huleh, kumtuanga hing diing a guat taphot in a gingta uhi. 
ACT.13.49	Huleh Lalpa thu chu hu gam pumpi ah a dalhta hi. 
ACT.13.50	Hizongleh Judate’n Pathian ngaihsah numei zahtaathuaite leh khosung upate a chiilsia va, Paul leh Barnaba chu a sawisah va, a gam vapat a delhmangta uhi. 
ACT.13.51	Huin amahun a tungvah a keengpeeh va leivui a thingkhia va, Ikonium khua ah a chiahta uhi. 
ACT.13.52	Huleh nungjuite chu kipaahna leh Hagau Siangthou in a dimta uhi.
ACT.14.1	Huleh, Ikonium khua ah hichi ahung hia, Judate kikhopna inn ah a luutkhawm va, thu a soi va, huchi'n, Judate leh Grikte tamtah in zong a gingtata uhi. 
ACT.14.2	Hizongleh, gingta lou Judate’n Jentelte a chiilsia va, unaute a mudahsahta uhi. 
ACT.14.3	Hujiahin, Lalpa ah haangsantaha thu soi in hu ah sawttah a um va, ama’n chu chiamtehnate leh sillamdangte a khut va bawlsah in, a hehpihthu a theisah jel hi. 
ACT.14.4	Hizongleh khopi sunga mipite chu a kilangkhen va; khenkhat in Judate a gum va, khenkhat in sawllehte a gum uhi. 
ACT.14.5	Huin, Jentelte leh Judate’n a houtute uh toh kithuaha sawllehte zumhuaitaha bawl leh suang a seh tum a sil a bawl tahun, 
ACT.14.6	Amahun hichu ana he va, Likaonia gam a Listra leh Derbe khua ah, huleh a kiimvel gam ah a taimang uh; 
ACT.14.7	Huleh hu ah chu tanchinpha a soita uhi.
ACT.14.8	Huleh Listra khua ah keeng zoi kua aha mi khat a tou a, a pian tuung apat keengbaai mawng ahi a, keeng in a pai ngei sih hi; 
ACT.14.9	Hu mi'n Paul thusoi a ngaikhia a; huleh Paul in a ensaal a, a damna diingin ginna a nei chih a he a, 
ACT.14.10	Aw ngaihtahin, Na keeng in dingtang in, a chi a. Huin, amah chu a kitawm a, a keeng in a paita hi. 
ACT.14.11	Huleh mipite’n Paul silbawl chu a muh tahun ngaihtaha kikou in, Likaonia haam in, Pathiante chu mihing banga i kawmva hungsuh ahi uh, a chi va. 
ACT.14.12	Huleh amahun Barnaba chu, Jupiter a chi va, Paul chu thusoipen ahih jiahin, Merkuria, a chi uhi. 
ACT.14.13	Huin khopi kot maaia um Jupiter siampupa’n chu bawngtalte leh paahvui kotpi bulah ahung tawi a, mipite toh amahuh geel biahna in thah a tumta hi. 
ACT.14.14	Hizongleh sawllehte, Barnaba leh Paul in hichu a heet tahun, a puan uh a botkeeh va, mipi lahah a tawmluut va, a kikou va, 
ACT.14.15	Pute, bang diinga hi silte bawl na hi viai? Keiuh zong nanguh toh thuaah kibang mihing ka hi uhi, huleh hi sil thulimloute na kiheisan va, vaan leh lei, tui khang lian huleh a sunga sil um zousiah bawlpa Pathian hing kawma na hung kihei theihna diingun tanchinpha ka hung tut uh ahi. 
ACT.14.16	Hu Pathian in chu nidang laiin nam chin amahuh lampi chiat a, a chiah uh ana phal a. 
ACT.14.17	Ahihvangin Amah heetsahna bawl louin ana umsah sih, huchi'n, silhoih a bawl jel a, vaan apatin guahtui leh gahpha bangkim ahung pia a, i lungtang (lungtangte) uh neeh diing leh kipaahna in a sudim zing hi, a chi va. 
ACT.14.18	Huleh hi thute soi in, mipite’n amahuh biahna diing a gan a goh diing uh a khap zou hamham uhi. 
ACT.14.19	Huleh Antiok leh Ikonium khua apat Judami kuate aha hu ah a hung va, mipite chu a heem zou va, huchi'n Paul chu suang in a sep va, si a, a gintaat jiahun khopi geilam ah a kaikhia uhi. 
ACT.14.20	Ahihvangin nungjuite a kiima a din laiun, ahung thou a, khopi sungah ahung luut kiitta a; huleh, a jingin Barnaba toh Derbe khua ah a chiahta uhi.
ACT.14.21	Huleh amahun hu khopi a tanchinpha a soi va, mi tampi a hilh zohun, Listra leh, Ikonium leh, Antiok khua ah a kiih kiitta uhi. 
ACT.14.22	Gimna tampi thuaah in Pathian gam ah i luut diing mawng ahi, chi'n nungjuite lungsim a kipsah va, ginna a um zingzing diingin a hasot uhi. 
ACT.14.23	Huleh kouhtuam china upate a namdet va, an ngawl a, a haamtei zohun, amahuh chu a gintaat uh Lalpa kawmah a kemsahta uhi. 
ACT.14.24	Huleh Pisidia gam chu a tawnsuah va, Pamphilia gam a tungva. 
ACT.14.25	Huleh Perga khua a thu a soi zohun, Attalia khua ah a chiahsuh uhi; 
ACT.14.26	Huleh hu akipatin kuang in a chiah va, a natoh zohsa uh tong diing a unaute’n Pathian khotuahna kemsaha a pawtna uh Antiok khua chu ahung tungta uhi. 
ACT.14.27	Huleh ahung tunun, kouhtuamte chu a koukhawm va, Pathian in amahuh zang a sil a bawl zousiah leh Jentelte diing a ginna kotkhaah a honsahdante a hilh uhi. 
ACT.14.28	Huleh nungjuite toh sawttah a umkhawmta uhi.
ACT.15.1	Huleh mi kuate aha Judia gam apatin a hungsuh va, Mosi daan banga zeh na tan louh uleh hutdam na hi thei sih diing uh, chi'n unaute a hilh va. 
ACT.15.2	Huleh Paul leh Barnaba chu amahuh toh hahnial a, a kinial va, a kikhin jiahun, Paul leh Barnaba chu a lahva kuate aha toh hu thubuai tungah, Jerusalem khua a sawllehte leh upate kawma chiah tou diingin a guat va. 
ACT.15.3	Huin kouhtuamte’n amahuh chu a va thah va, amahun Jentelte lunghei kiitdan thu soi jel in, Phoenicia gam leh Samaria gam a tawn suaahuh; huchi'n, unaute zousiah nasatahin a kipaahsah uhi. 
ACT.15.4	Huleh Jerusalem khua a tunun kouhtuamte leh sawllehte leh upate in ana kipaahpih va, huleh, Pathian in amahuh zang a a silbawlte zousiah a soi uhi. 
ACT.15.5	Hizongleh Pharisai pawl a gingtu kuate aha a kipan va, Jentelte chu a zeh uh tan a, huleh Mosi daan jui diing a zong hilh ngei diing ahi, a chi uhi.
ACT.15.6	Huin sawllehte leh upate chu hu thu ngaihtuah diingin a kikhawm va. 
ACT.15.7	Huleh naahtaha a kinial nungun, Peter a kipan a; a kawmvah, Mite leh unaute, Jentelte’n keimah kama tanchinpha ja a, a gintaatna diing va, Pathian in nidang laia, i lah vapat ahung guatdan na he uhi. 
ACT.15.8	Huleh lungsim hetu Pathian in eihaw ahung piah bangmahin Hagau Siangthou a kawmvah a pia a, a heetpihta hi. 
ACT.15.9	Huleh eihaw leh amahuh khentuam nei louin, ginna in a lungsim uh ahih siangthou hi. 
ACT.15.10	Huchi'n i pulepate leh eihawn zong i zoh louhsa uh namkol chu tuin nungjuite ngawng a baat tum a bang diinga Pathian ze-et na hi viai? 
ACT.15.11	Hizongleh amahuh tobangin, eihaw zong Lalpa Jesu Khrist khotuahna jiaha hutdam diing hi in i kigingta uhi, a chi a. 
ACT.15.12	Huin mipi zousiah a sipta va, Barnaba leh Paul in Pathian in amahuh zanga. Jentelte laha chiamchihna leh sillimdang a bawlthu a soi uh a ngaikhia uhi. 
ACT.15.13	Huleh a soi zohun, Jakob in a soi a, Mite leh unaute, ka thu ngai un; 
ACT.15.14	Pathian in amah min paw diing a, a lah vapat mi honkhat ladoh diingin a masa in Jentelte a veh hi chih thu Simeon in a soita hi. 
ACT.15.15	Huleh, hi thu leh zawlneite thu a kituaah hi; 
ACT.15.16	Hizohchiangin, ka hung kiit diing a, David biahbuuh puuhsa ka bawl kiit diing; a siatnate ka bawl kiit diing a, huchi'n ka tungding diing hi. 
ACT.15.17	Midangte leh Jentel ka min a kikou zousiahte’n Pathian a hawl na diingun, Hi silte zousiah bawlpa Lalpa’n a chi hi, chih gelh bangin. 
ACT.15.18	A silbawlte zousiah chu khovel siam chiil apatin Pathian heet ahi. 
ACT.15.19	Hujiahin, Jentelte laha Pathian lama kiheite chu suhbuai dah lei chih ka ngaihdan ahi. 
ACT.15.20	Milim biahna, sil niin neehte, kingaihte, sa heehlup leh sisan neehte tawpsan diingin a kawmvah gelh lehang ka chi zaw hi. 
ACT.15.21	Ajiahchu nidanglai apatin Mosi in khaw chinah a thu hilhtu a nei jela, kikhopna inn chinah khawlni tengin a thu chu sim ahi veu hi, a chi a.
ACT.15.22	Huin sawllehte leh upate chu kouhtuam zousiah toh, a lahva mi teel a, Paul leh Barnaba toh Antiok khua a chiahsah hoih a sa va; a teelte uh min chu Juda, a min dang Barsaba, a chih uh leh Silas ahi va, amahuh chu unaute laha houtu ahi uhi. 
ACT.15.23	Huleh hichibangin lehkhathot chu a gial va a khut vah a thot uh; Sawllehte leh upate leh unaute’n Antiok khua leh Syria leh Silisia gam a um Jentel unaute chibai a buuh uhi. 
ACT.15.24	Ka lahva kipatin mi kuate aha in, zeh na tan va, huleh daan zong na juih diing uh ahi, chia thu soi in, nanguh ahung subuai va, na lungsim uh a mangbangsah uh chih ka he va; a kawmvah lah thu bangmah ka pe ngal sih va; 
ACT.15.25	Hujiahin lungsim munkhat pua a ka kikhop un, mi teeldoh a, ka deihtah uh Barnaba leh Paul, 
ACT.15.26	Lalpa Jesu Khrist min jiaha sih khawhsa loua umte geel toh na kawmva hung sawl diingin hoih ka sa uhi. 
ACT.15.27	Huchi'n Juda leh Silas ka hung sawl uhi, amahun zong hi thu ka min ahung hilh diing uh. 
ACT.15.28	Ajiahchu, Hagau Siangthou leh kei un, hi thu poimohte chih louh puaahgih dang bangmah na tungva ngah louh hoih ka sa uhi. 
ACT.15.29	Milim biahna sa neeh bang, sa heehlup neeh bang leh kingaih bang tawp leh uchin ka chi uhi; hi haw na tawp uleh nanguh diingin a hoih diing hi. Damtahin um un, chi in. 
ACT.15.30	Huchi'n a sawlkheta va, Antiok khua a tungva; huleh, mipi a koukhawm va, lehkhathot chu a peta uhi. 
ACT.15.31	Huchu a sim zohun, hamuanna thu jiahin a kipaah mahmahta uhi. 
ACT.15.32	Huleh Juda leh Silas zong zawlnei ahi va, thu tamtahin unaute chu aha muan va, a sukip uhi. 
ACT.15.33	Huleh hu a sawttah a um nungun amahuh chu hamuangtahin unaute lah apat sawllehte kawmah a chiahsahta uhi. 
ACT.15.34	Silas in chu hu muna um tadih hoih a sa hi. 
ACT.15.35	Paul leh Barnaba ahihleh Antiok khua ah Lalpa thu hilh leh soi in a um zing va, midang tamtahte toh zong.
ACT.15.36	Huleh ni bangzat aha nungin Paul in Barnaba kawmah, i chiah kiit diing a, khochina Lalpa thu i soina zousiah a unaute va vehni, bang chi'n a um viai chih i va en diing, a chi a. 
ACT.15.37	Huleh Barnaba in John, a min dang Mark chu a kawmvah pui a tum a. 
ACT.15.38	Hizongleh amah, Pamphilia gam a amah uh kiihsan a, natohna a amahuh toh chiah loupi a kawmva pui diing chu Paul in hoih a sa sih hi. 
ACT.15.39	Huchi'n nasatahin a kinialta va, huleh a kikhen va; Barnaba in Mark a pui a, Cyprus gam ah kuang in a chiahta hi. 
ACT.15.40	Huleh Paul in Silas a teel a, unaute’n Pathian hehpihna a, a kolsah nungun a chiahkheta hi. 
ACT.15.41	Huleh kouhtuamte sukip jelin Syria leh Silisia gam a tawnsuah uhi.
ACT.16.1	Huin amah chu Derbe leh Listra khua ah a hung a; huleh ngai in, huah Timothi kichi, nungjui khat a um a, amah chu gingtu, Juda numei koi aha tapa ahi a; hizongleh a pa chu Grik mi ahi. 
ACT.16.2	Amah chu Listra leh Ikonium khua a um unaute in a soiphat mahmah uh ahi. 
ACT.16.3	Paul in amah chu tonpih diingin a deih a; huleh a pui a, hu vela Judami umte jiahin a zeh a tansah a; amahun a pa Grik mi ahi chih a heet jiahun. 
ACT.16.4	Huleh khopite tawna a pai kawmun, amahun Jerusalem khua a um sawllehte leh upate’n juih diing a, a namdet uh thupuuhnate chu a kawmvah a pekhia uhi. 
ACT.16.5	Huchi'n, kouhtuamte chu ginna ah a kipta va, nichinin a pung deuhdeuhta uhi. Paul Hagau in a pui:
ACT.16.6	Huleh amahun Phrigia gam leh Galatia gam a totsuaah zohun Hagau Siangthou in Asia gam a thusoi a khap a, 
ACT.16.7	Misia gam kawm a tun un, Bithinia gam a luut a tum va; hizongleh, Hagau in a phal sih hi. 
ACT.16.8	Huchi'n Misia gam a khen va Troas khua ah a chiahsuhta uhi. 
ACT.16.9	Huleh jan laiin, Paul in manglam bangin Makedonia gam a mi khat ding in, Makedonia gam ah hung gaalkai inla, hung panpih in, chi a ngen in a mu a. 
ACT.16.10	Huleh hu manglam banga sil a muh zohin Makedonia gam ah chiah ka tumpah va, a kawmva tanchinpha soi diingin Pathian in ahung kou ahi chih dihtahin ka he uhi.
ACT.16.11	Huchi'n Troas khua apat kuang in ka pawt va, zangtahin Samothrakia ah ka chiah va, a jingin Niapoli khua ah ka chiah jel uhi. 
ACT.16.12	Huleh hu apatin Philippi khua ah ka chiah va, huchu Makedonia gam a khaw poimoh khat ahi a, Rome khua a mipeemte khua ahi; hu khua ah ni tamdeuh ka taam uhi. 
ACT.16.13	Huleh khawlni in kulhpi polam ah luipang ah haamteina mun hi a ka gintaat vah ka chiah va; huleh, ka tou va, numei hung paikhawmte kawmah thu ka soi uh. 
ACT.16.14	Huleh, numei khat a min Lidia, puan sandup zuah, Thyatira khua a um Pathian bemi in ka thu uh a ja a; Paul thusoi jui diingin Lalpa in a lungtang a suhvaahsah hi. 
ACT.16.15	Huleh, amah leh a innkuante in baptisma a tan zohun, Lalpa a ginum a na hung seh uleh, ka inn ah hung unla hung tung un, chi'n ahung kou a. Huleh, ahung houtaang teiteita hi. 
ACT.16.16	Huleh, hichi ahung hi a, haamteina mun a ka chiah laiun, nungaah kua aha dawi aaisaansiam zawl in ahung kituahpih a, ama’n chu a aaisaan jiahin a pute sumtamtah a muhsah veu hi. 
ACT.16.17	Hu mi in chu Paul leh keiuh ahung jui a, kikou in, Hi mite, hutdamna lampi hung hilhte hi tungnungpen Pathian suaahte ahi uh, a chi a. 
ACT.16.18	Huleh, huchi'n ni sawttah ahih a. Huin Paul chu a lunghita sih a, a kihei a, dawi kawmah, Jesu Khrist min in a sunga kipat pawt thu ka hung pia ahi, a chi a. Huleh, amah chu hu laitahin a pawtpah hi.
ACT.16.19	Huleh a pute in a summuhna uh a bei chih a heettah un Paul leh Silas a man va, dawl munah houtute ma ah a kailuut uh a. 
ACT.16.20	Huleh thukhentute kawmah a pui va, Hite hi Judami ahi va, ka khua uh a subuai mahmah uh. 
ACT.16.21	Huleh ei Romemi in i laah leh i zop sianglou daante juisah ahung tum uhi, a chi va. 
ACT.16.22	Huchi'n mipite chu amahuh sual diingin ahung kipan va; huleh, thukhentute in a puan uh a bohkeehsah va, chianga jep diing in thu a pia uhi. 
ACT.16.23	Huleh tampi vei a jep zohun, suangkul ah a khum va, a veengtu kawmah bittah a veeng diingin thu a pia uh a; 
ACT.16.24	Huchitah a thu a piah jiahun, amahuh chu taanna sungnung zaw ah a khum va, a keengte vah singkol a butsah uhi. 
ACT.16.25	Huleh jan khang laiin Paul leh Silas chu a haamtei va, Pathian kawmah phatna la a sa va; huleh, mitaangte in a ngaikhia uhi. 
ACT.16.26	Huleh thakhat in ziil nasatahin ahung kiliing a, huchi'n, suangkul innbulte chu a kiliing gawpa; huleh kotkhaah zousiah kihongpah in, michin kolbuhte ahung kiphel vehta hi. 
ACT.16.27	Huin suangkul veengtu chu ihmu ahung halh a, huleh, suangkul kotkhaahte kihong a muh in, mitaangte chu taimangta uh a sa a, a namsaau a doh a, kithah a tum hi. 
ACT.16.28	Hizongleh Paul chu aw ngaihtah a kikou in, Bangmah kiloh sin, ka bawnun hi ah ka um uhi, a chi a. 
ACT.16.29	Huin a veengtu in chu khawn val a kan a, a tawmluut a, kithing kawma hungin, Paul leh Silas ma ah a khupbohta a. 
ACT.16.30	Huleh amahuh chu ahung puidoh a, Pute, hutdama umna diingin bang ahiai ka bawl diing? a chi a. 
ACT.16.31	Huin amahun, Lalpa Jesu Khrist gingtain, huchi'n hutdam in na um diing, nangleh na innkuante toh, a chi uh. 
ACT.16.32	Huin amahun a kawma leh, a inn a um zousiahte kawmah Lalpa thu a soita uhi. 
ACT.16.33	Huleh ama’n amahuh chu hu janin hu laitah mahin a pui a, a jepna golhte uh a silsiang a; huleh, amah leh a innkuante zousiah in baptisma a tangpah ngal uhi. 
ACT.16.34	Huleh amahuh chu a inn sungah a pui a, a ma vah an a lui a, Pathian a gintaat jiahun a innkuante zousiah toh a kipaah uhi. 
ACT.16.35	Huleh ni a suaah in, thukhentute in, Hu mite hah in, chi'n mi mantute a sawl va; 
ACT.16.36	Huleh suangkul veengtu in Paul kawmah hu thu a hilh a, Thukhentute in nanguh hah diingin mi ahung sawl uhi; hujiahin tuin pawt unla hamuangtahin chiah un, a chi a. 
ACT.16.37	Hizongleh Paul in a kawmvah, Romemite ka hi ngal va, ka siamna uh leh siamlouhna he louin vantaang mitmuh in ahung jep va, suangkul ah ahung khum va; huleh tuin; a guuha hung delhkhiah sawm ahi uh maw? hithei ngei lou diing; amahuh mahmah hung u’henla hung puidoh uheh, a chi a. 
ACT.16.38	Huleh mimantute in hu thute chu thukhentute kawmah a hilh va; huleh, Romemite ahi uh chih a jah un a lauta va. 
ACT.16.39	Huin amahuh a hung va, a zawl va, a puidoh va, khopi polama chiah mang diingin a ngen uhi. 
