GEN.1.1	In het begin maakte God de hemelen en de aarde. 
PSA.33.11	Zijn gedachten worden van generatie op generatie overgedragen.
PSA.33.12	Gelukkig is het volk dat de 
PSA.33.12	het volk dat Hij Zich als erfdeel koos.
PSA.33.13	De 
PSA.33.13	en let op de mensen.
PSA.33.14	Vanuit zijn woning kijkt Hij
PSA.33.14	naar de bewoners op aarde.
PSA.33.15	Hij die hen Zelf heeft gemaakt,
PSA.33.15	weet precies waarom zij doen wat zij doen.
PSA.33.16	Een koning overwint niet door zijn grote leger,
PSA.33.16	een held redt het niet door zijn grote kracht.
PSA.33.17	Overwinning wordt niet bewerkt door paarden alleen.
PSA.33.17	Wanneer een leger ontkomt,
PSA.33.17	is dat echt niet dankzij de kracht van een paard.
PSA.33.18	Let maar op, de 
PSA.33.18	over hen die ontzag voor Hem hebben,
PSA.33.18	en over hen die zijn goedheid en liefde verwachten.
PSA.33.19	Zij weten dat zij alleen zo
PSA.33.19	aan de dood kunnen ontkomen,
PSA.33.19	dat alleen de 
PSA.33.19	hen bewaart voor hongersnood.
PSA.33.20	Wij verwachten de 
PSA.33.20	Hij helpt en beschermt ons.
PSA.33.21	Ja, ons hele hart juicht van vreugde
PSA.33.21	en wij vertrouwen alleen op Hem.
PSA.33.22	En wij willen U altijd blijven verwachten.
PSA.34.1	Een lied van David, gemaakt nadat hij zich bij Abimelech gedroeg als een krankzinnige, waardoor deze hem wegstuurde en hij ontkwam.
PSA.34.2	Ik wil de 
PSA.34.2	mijn mond moet steeds overlopen van zijn eer.
PSA.34.3	Mijn hele wezen beroemt zich op Hem,
PSA.34.3	laten allen die bij Hem horen, zich met mij verheugen.
PSA.34.4	Laten wij samen de 
PSA.34.4	en zijn naam eren en prijzen.
PSA.34.5	Toen ik de 
PSA.34.5	heeft Hij mij geantwoord.
PSA.34.5	Hij heeft mij uit mijn vreselijke kwelling gered.
PSA.34.6	Wie naar Hem opziet,
PSA.34.6	straalt van vreugde
PSA.34.6	en kan Hem met blijdschap aanzien.
PSA.34.7	Ik was er zo ellendig aan toe,
PSA.34.7	maar toen ik naar de 
PSA.34.7	heeft Hij naar mij geluisterd.
PSA.34.7	Hij verloste mij uit alle ellende.
PSA.34.8	De Engel van de 
PSA.34.8	staat hen die ontzag voor Hem hebben, altijd bij
PSA.34.8	en verlost hen.
PSA.34.9	Probeer het maar,
PSA.34.9	dan zult u ontdekken hoe goed de 
PSA.34.9	Gelukkig is degene die bij Hem bescherming zoekt.
PSA.34.10	Heb diep ontzag voor de 
PSA.34.10	Want wie Hem dienen,
PSA.34.10	zullen nooit gebrek lijden.
PSA.34.11	Zelfs sterke jonge leeuwen
PSA.34.11	komen weleens om van de honger,
PSA.34.11	maar wie de 
PSA.34.11	komt niets tekort.
PSA.34.12	Kom maar, kinderen,
PSA.34.12	en luister goed naar mij:
PSA.34.12	ik zal u leren wat het betekent
PSA.34.12	ontzag te hebben voor de 
PSA.34.13	Wie van u houdt van het leven
PSA.34.13	en wil graag gelukkig zijn?
PSA.34.14	Houd dan uw tong in bedwang
PSA.34.14	en laat geen leugen over uw lippen komen.
PSA.34.15	Keer het kwaad de rug toe
PSA.34.15	en doe wat goed is.
PSA.34.15	Probeer in vrede te leven,
PSA.34.15	streef daarnaar met heel uw hart.
PSA.34.16	De 
PSA.34.16	zijn oog rusten op zijn volgelingen,
PSA.34.16	zijn oren horen elk hulpgeroep.
PSA.34.17	Maar de 
PSA.34.17	tegen hen die zondigen,
PSA.34.17	van hen wil Hij niets meer weten.
PSA.34.18	Wanneer zijn kinderen roepen,
PSA.34.18	luistert de 
PSA.34.18	Hij bevrijdt hen uit elke moeilijke situatie.
PSA.34.19	De 
PSA.34.19	Hij helpt hen die terneergeslagen zijn.
PSA.34.20	Vele zorgen en problemen kunnen de gelovige treffen,
PSA.34.20	maar de 
PSA.34.21	Hij beschermt zijn gebeente,
PSA.34.21	er zal geen bot worden gebroken.
PSA.34.22	De ongelovige zal sterven door het onheil
PSA.34.22	en wie Gods kinderen haten, zullen daarvoor boeten.
PSA.34.23	De 
PSA.34.23	en iemand die bij Hem bescherming zoekt,
PSA.34.23	zal niet worden gestraft.
PSA.35.1	Een lied van David.
PSA.35.1	wilt U dan voor mij antwoorden?
PSA.35.1	Als iemand mij aanvalt,
PSA.35.1	vecht U dan voor mij terug.
PSA.35.2	Neem uw wapens op
PSA.35.2	en kom mij te hulp!
PSA.35.3	Val mijn achtervolgers aan.
PSA.35.3	Laat mij weten dat U mij zult verlossen!
PSA.35.4	Laat hen die mij willen doden,
PSA.35.4	voor schut staan.
PSA.35.4	Laat hen die slechte plannen tegen mij beramen,
PSA.35.4	beschaamd afdruipen.
PSA.35.5	Verstrooi hen als kaf in de wind,
PSA.35.5	op het moment dat uw Engel hen neerslaat.
PSA.35.6	Zij gaan op donkere, glibberige wegen
PSA.35.6	en de Engel van de 
PSA.35.7	Want zonder aanleiding spanden zij een net voor mij
PSA.35.7	en groeven een valkuil om mij te vangen.
PSA.35.8	Ik hoop dat zij zonder het te merken zelf omkomen.
PSA.35.8	Dat zij in hun eigen kuil zullen vallen.
PSA.35.9	Ik verheug mij in de 
PSA.35.9	ik zing een loflied over zijn hulp en bevrijding.
PSA.35.10	Alles in mij juicht:
PSA.35.10	U bevrijdt arme en beproefde mensen
PSA.35.10	van hun onderdrukkers en berovers.
PSA.35.11	Leugenachtige getuigen nemen het woord
PSA.35.11	en vragen mij dingen die ik helemaal niet weet.
PSA.35.12	Zij vergelden goed met kwaad.
PSA.35.12	Mijn ziel is eenzaam geworden.
PSA.35.13	Zelf heb ik mij direct in rouwkleding gestoken
PSA.35.13	toen zij ziek waren.
PSA.35.13	Ik vernederde mij voor U met vasten
PSA.35.13	wanneer mijn gebed niet verhoord werd.
PSA.35.14	Ik liep rond alsof het mijn broer of mijn vriend betrof,
PSA.35.14	ik ging in het zwart alsof mijn moeder was gestorven.
PSA.35.15	Maar toen ík een keer in problemen zat,
PSA.35.15	lachten zij om mij en liepen te hoop om mij te zien.
PSA.35.15	Zelfs onbekenden begonnen mij te slaan
PSA.35.15	en maakten mij onophoudelijk bespottelijk.
PSA.35.16	Een heel stel ongelovige, spotlustige lieden
PSA.35.16	bedreigde mij.
PSA.35.17	Here,
PSA.35.17	hoelang laat U hen nog hun gang gaan?
PSA.35.17	Verlos mij toch, ik ben eenzaam.
PSA.35.17	Laten zij mij niet verslinden.
PSA.35.18	Dan zal ik U te midden van alle gelovigen loven,
PSA.35.18	U prijzen waar iedereen bij is.
PSA.35.19	Laten mijn valse tegenstanders toch geen plezier over mij hebben!
PSA.35.19	Er zijn er die mij zonder reden haten!
PSA.35.20	Zij zijn niet op vrede uit.
PSA.35.20	Zij maken slechte plannen,
PSA.35.20	gericht tegen hen die in rust en stilte leven.
PSA.35.21	Zij bedreigen mij en zeggen:
PSA.35.21	‘Ha! Wij hebben het wel gezien!’
PSA.35.22	U ziet alles, 
PSA.35.22	Och 
PSA.35.23	Sta op en vecht voor mijn recht.
PSA.35.23	God, mijn Here, voert U voor mij het woord in de rechtzaal.
PSA.35.24	Laat uw recht over mij beslissen, 
PSA.35.24	zodat zij geen leedvermaak over mij kunnen hebben.
PSA.35.25	Dat zij niet kunnen denken:
PSA.35.25	‘Ha! Nu gebeurt wat wij willen!
PSA.35.25	Wij hebben hem eronder gekregen!’
PSA.35.26	Laten zij zich maar schamen,
PSA.35.26	al die mensen die op mijn ondergang zitten te wachten.
PSA.35.26	Ik hoop dat allen die mij verachten, te schande worden gemaakt.
PSA.35.27	Maar ik wil dat alle mensen
PSA.35.27	die verlangen naar mijn vrijspraak,
PSA.35.27	zullen juichen en zich verheugen.
PSA.35.27	Dat zij voortdurend de 
PSA.35.27	‘De 
PSA.35.28	Zelf zal ik dag in, dag uit
PSA.35.28	over uw rechtvaardigheid spreken
PSA.35.28	en U loven en prijzen.
PSA.36.1	Van David, de dienaar van de 
PSA.36.2	De zonde beïnvloedt de goddelozen,
PSA.36.2	ze hebben geen enkel ontzag voor God.
PSA.36.3	De goddeloze denkt heel wat van zichzelf,
PSA.36.3	totdat het zover is dat zijn zonden aan het licht komen.
PSA.36.3	Dan wordt hij een gehaat man.
PSA.36.4	Alles wat hij zegt, is slecht en bedrieglijk.
PSA.36.4	Verstandig en goed handelen is er niet bij.
PSA.36.5	Zelfs in bed bedenkt hij nog allerlei kwaad,
PSA.36.5	hij bevindt zich op de verkeerde weg
PSA.36.5	en stelt zich open voor alles wat slecht is.
PSA.36.6	uw trouw is oneindig, niet te meten.
PSA.36.7	Uw rechtsgevoel is als de bergen
PSA.36.7	die U Zelf hebt gemaakt.
PSA.36.7	Uw oordeel is als een grote overstroming.
PSA.36.7	U bevrijdt mensen zowel als dieren, 
PSA.36.8	Wat is het geweldig
PSA.36.8	om uw goedheid en liefde te mogen ervaren, 
PSA.36.8	Daarom komen talloze mensen bij U schuilen.
PSA.36.9	Zij genieten van al het goede dat U hun biedt
PSA.36.9	en U overspoelt hen met uw zegeningen.
PSA.36.10	Want U bent de bron van al het leven:
PSA.36.10	als wij in uw licht staan, zien wij de dingen duidelijk.
PSA.36.11	Laten uw volgelingen
PSA.36.11	voortdurend uw goedheid en liefde mogen ervaren
PSA.36.11	en laten de eerlijke mensen
PSA.36.11	mogen delen in uw rechtsgevoel.
PSA.36.12	Zorg toch dat
PSA.36.12	de hoogmoedige geen vat op mij krijgt
PSA.36.12	en de goddeloze mij niet opjaagt.
PSA.36.13	De mensen die slechte dingen doen, zijn gevallen,
PSA.36.13	zij zijn neergeslagen en kunnen nooit meer opstaan!
PSA.37.1	Een lied van David.
PSA.37.1	Erger u niet aan zondaars,
PSA.37.1	aan mensen die slechte dingen doen.
PSA.37.2	Zij verdwijnen net zo snel als het gras
PSA.37.2	en verwelken als eendagsbloemen.
PSA.37.3	Stel heel uw vertrouwen op de 
PSA.37.3	en doe wat Hij goedvindt.
PSA.37.3	Woon rustig in uw woonplaats
PSA.37.3	en zorg dat u in alles trouw bent.
PSA.37.4	Verheug u in de 
PSA.37.4	dan zal Hij u geven wat u nodig hebt
PSA.37.4	en waar u naar verlangt.
PSA.37.5	Vertel alles wat u bezighoudt aan de 
PSA.37.5	en vertrouw Hem.
PSA.37.5	Hij zal in alles voor u zorgen.
PSA.37.6	Hij zal u openlijk recht verschaffen
PSA.37.6	en uw oprechtheid aan het licht brengen.
PSA.37.7	Word stil voor de 
PSA.37.7	en verwacht alles van Hem.
PSA.37.7	Wees niet jaloers op wie slechte plannen beraamt
PSA.37.7	en wie het ogenschijnlijk goed gaat.
PSA.37.8	Word niet boos
PSA.37.8	en laat elke vorm van kwaadheid schieten,
PSA.37.8	wees ook nooit jaloers,
PSA.37.8	want dat brengt u van kwaad tot erger.
PSA.37.9	Eenmaal worden alle zondaars vernietigd,
PSA.37.9	maar wie uitzien naar de 
PSA.37.9	zullen alles ontvangen wat zij nodig hebben.
PSA.37.10	Nog een klein poosje
PSA.37.10	en dan zal de zondaar zijn verdwenen,
PSA.37.10	dan zoekt u hem
PSA.37.10	en ziet u hem niet meer.
PSA.37.11	Maar wie nederig van hart is,
PSA.37.11	zal in het land mogen wonen
PSA.37.11	en genieten van een overvloedige vrede.
PSA.37.12	De goddeloze beraamt
PSA.37.12	slechte plannen tegen de gelovige,
PSA.37.12	hij kan hem niet verdragen.
PSA.37.13	Maar de Here lacht erom,
PSA.37.13	Hij weet dat zijn tijd is gekomen.
PSA.37.14	De zondaars grijpen naar de wapens
PSA.37.14	om arme mensen te doden
PSA.37.14	en de gelovigen te vernietigen.
PSA.37.15	Zij zullen echter door hun eigen geweld worden vernietigd
PSA.37.15	en hun wapens zullen kapot op de grond liggen.
PSA.37.16	Het is beter met een eerlijk hart
PSA.37.16	weinig te bezitten
PSA.37.16	dan veel rijkdom te hebben
PSA.37.16	en God niet te kennen.
PSA.37.17	Want de 
PSA.37.17	de goddelozen machteloos maken
PSA.37.17	en oprechte mensen ondersteunen.
PSA.37.18	De 
PSA.37.18	en er wacht hun een geweldige toekomst.
PSA.37.19	In moeilijke momenten
PSA.37.19	zal Hij hen niet in de steek laten.
PSA.37.19	Wanneer er hongersnood is,
PSA.37.19	zal Hij voor voedsel zorgen.
PSA.37.20	De goddeloze zal te gronde gaan.
PSA.37.20	De tegenstanders van de 
PSA.37.20	zullen verdwijnen als bloemen op het veld,
PSA.37.20	in rook opgaan.
PSA.37.21	De goddeloze leent wel,
PSA.37.21	maar geeft nooit terug.
PSA.37.21	Maar de oprechte mens
PSA.37.21	bekommert zich om een ander
PSA.37.21	en geeft wat nodig is.
PSA.37.22	Het is werkelijk waar:
PSA.37.22	zij die door God gezegend zijn,
PSA.37.22	mogen in het land wonen en het bezitten.
PSA.37.22	Maar wie Hij vervloekt,
PSA.37.22	wordt vernietigd.
PSA.37.23	Als de 
PSA.37.23	zal Hij hem bevestigen in alles wat hij doet.
PSA.37.24	Als zo iemand valt,
PSA.37.24	stort hij niet naar beneden,
PSA.37.24	omdat de 
PSA.37.25	Gedurende mijn hele, lange leven
PSA.37.25	heb ik nog nooit een oprecht iemand gezien
PSA.37.25	die door de 
PSA.37.25	En ook diens kinderen ontbrak het aan niets.
PSA.37.26	Zo iemand bekommert zich om anderen
PSA.37.26	en geeft wat nodig is,
PSA.37.26	ook zijn kinderen helpen waar dat nodig is.
PSA.37.27	Houd u ver van het kwaad en doe wat goed is,
PSA.37.27	want dan zult u altijd in dit land kunnen wonen.
PSA.37.28	De 
PSA.37.28	en Hij zal zijn volgelingen nooit in de steek laten.
PSA.37.28	Hij zal hen altijd bewaren en beschermen.
PSA.37.28	Maar de goddelozen vernietigt Hij.
PSA.37.29	De oprechte mensen mogen het land in bezit nemen
PSA.37.29	en er altijd blijven wonen.
PSA.37.30	De oprechte mens spreekt wijze woorden
PSA.37.30	en alles wat hij zegt, is eerlijk.
PSA.37.31	In alles geldt voor hem de wet van God.
PSA.37.31	Hij raakt nooit uit zijn evenwicht.
PSA.37.32	De goddeloze zoekt naar een gelegenheid
PSA.37.32	om de oprechte mens te vermoorden.
PSA.37.33	De 
PSA.37.33	De 
PSA.37.33	als hij voor de rechter moet verschijnen,
PSA.37.33	niet wordt veroordeeld.
PSA.37.34	Zie onder alles uit naar de 
PSA.37.34	en blijf op zijn weg.
PSA.37.34	Dan zal Hij u uitkiezen om het land in bezit te nemen
PSA.37.34	en er altijd te wonen,
PSA.37.34	en u zult de vernietiging van de goddelozen meemaken.
PSA.37.35	Ik zag eens een goddeloos mens.
PSA.37.35	Het leek heel wat
PSA.37.35	en hij breidde zich uit als een grote woekerplant,
PSA.37.36	maar opeens was hij weg.
PSA.37.36	Ik zocht nog naar hem,
PSA.37.36	maar kon hem niet vinden.
PSA.37.37	Kijk maar eens naar de gelovige
PSA.37.37	en let op de oprechte mens:
PSA.37.37	vredelievende mensen hebben de toekomst.
PSA.37.38	De zondaars worden echter allemaal vernietigd,
PSA.37.38	ook hun kinderen hebben geen toekomst.
PSA.37.39	Maar de redding van de oprechten komt van de 
PSA.37.39	Hij beschermt hen in moeilijke tijden.
PSA.37.40	De 
PSA.37.40	en bevrijdt hen.
PSA.37.40	Dat komt doordat zij bij Hem schuilen.
PSA.38.1	Een psalm van David, ter overdenking.
PSA.38.2	Och 
PSA.38.2	in het vuur van uw toorn!
PSA.38.3	Uw pijlen hebben mij geraakt
PSA.38.3	en uw hand drukt op mij.
PSA.38.4	Door uw toorn ben ik ziek geworden,
PSA.38.4	door mijn zonde heb ik mijn gezondheid verloren.
PSA.38.5	Mijn zonden zijn mij te veel geworden,
PSA.38.5	zij vormen een grote last in mijn leven.
PSA.38.6	Door mijn eigen dwaasheid
PSA.38.6	zijn mijn wonden ontstoken, er komt pus uit.
PSA.38.7	Ik ben een gebroken mens
PSA.38.7	en ga gebukt onder mijn lasten.
PSA.38.7	Ik draag alleen nog zwarte kleding.
PSA.38.8	Mijn bekken is ontstoken,
PSA.38.8	ik ben van top tot teen ziek.
PSA.38.9	Ook ben ik helemaal uitgeput en gebroken,
PSA.38.9	mijn hart gaat als een wildeman tekeer,
PSA.38.9	ik schreeuw het uit!
PSA.38.10	Here, de verlangens van mijn hart
PSA.38.10	zijn voor U als een open boek,
PSA.38.10	U hoort elke zucht die ik slaak.
PSA.38.11	Mijn hart bonkt
PSA.38.11	en ik voel mij krachteloos,
PSA.38.11	zelfs mijn ogen begeven het.
PSA.38.12	Vrienden en bekenden bemoeien zich niet met mij
PSA.38.12	nu ik in de zorgen zit.
PSA.38.12	Zelfs mijn familie wil mij niet meer zien.
PSA.38.13	Er worden vallen voor mij gezet
PSA.38.13	door de mensen die mij liever dood dan levend zien.
PSA.38.13	Zij die mij in het ongeluk willen storten,
PSA.38.13	spreken kwaad van mij en liegen voortdurend.
PSA.38.14	Het lijkt wel of ik doof ben,
PSA.38.14	ik hoor niets.
PSA.38.14	Ik kan niet meer spreken,
PSA.38.14	ik krijg mijn mond niet open.
PSA.38.15	Ik ben inderdaad doof
PSA.38.15	en krijg geen verweer over mijn lippen.
PSA.38.16	Ik verwacht alles van U, 
PSA.38.16	U zult mij zeker antwoorden, 
PSA.38.17	Ik dacht bij mijzelf:
PSA.38.17	als zij maar geen leedvermaak over mij hebben,
PSA.38.17	mij niet uitlachen als ik eens struikel.
PSA.38.18	Het lijkt er inderdaad op dat ik zal struikelen,
PSA.38.18	voortdurend denk ik aan al mijn ellende.
PSA.38.19	Ik beken alles wat ik fout heb gedaan,
PSA.38.19	ik verga van verdriet over al mijn zonden.
PSA.38.20	Mijn tegenstanders leven gewoon door,
PSA.38.20	zij hebben alle macht.
PSA.38.20	Ontelbaar zijn de mensen die mij haten
PSA.38.20	en ontrouw tegenover mij zijn.
PSA.38.21	Zij vergelden mij goed met kwaad
PSA.38.21	en bestrijden mij omdat ik het goede wil doen.
PSA.38.22	Laat mij niet in de steek, 
PSA.38.22	Och mijn God, blijf niet zo ver van mij vandaan!
PSA.38.23	Kom snel naar mij toe en help mij.
PSA.38.23	Here, U bent mijn verlosser.
PSA.39.1	Een psalm van David voor de koordirigent. Voor Jedutun.
PSA.39.2	Ik was van plan zorgvuldig te leven
PSA.39.2	en ook in mijn spreken niet te zondigen.
PSA.39.2	Ik wilde mijzelf in bedwang houden,
PSA.39.2	zolang ongelovigen op mij letten.
PSA.39.3	Ik zweeg en sprak geen woord,
PSA.39.3	ik hield mijn mond en zei zelfs geen goede dingen.
PSA.39.3	Mijn zorgen en problemen werden alleen maar groter.
PSA.39.4	Het verteerde mij vanbinnen.
PSA.39.4	Als ik zuchtte, laaide alles weer op.
PSA.39.4	Toen sprak ik wel.
PSA.39.5	hoelang ik nog te leven heb.
PSA.39.5	Toon mij maar dat ik eigenlijk niets voorstel.
PSA.39.6	Want voor U is mijn leven niet langer dan enkele decimeters.
PSA.39.6	Mijn leven stelt in uw ogen niets voor.
PSA.39.6	Ieder mens is maar een ademtocht.
PSA.39.7	Een mens gaat voorbij als een schaduw,
PSA.39.7	als een zuchtje wind vliegt zijn leven weg.
PSA.39.7	Mensen verzamelen van alles,
PSA.39.7	maar beseffen niet dat anderen het na hun dood zullen nemen.
PSA.39.8	Maar wat heb ik te verwachten, Here?
PSA.39.8	Ik vertrouw geheel op U.
PSA.39.9	Vergeef mij al mijn zonden,
PSA.39.9	laten de dwazen niet over mij spotten.
PSA.39.10	Ik kan niet spreken, ik zeg niets.
PSA.39.10	Want U hebt alles voor mij gedaan.
PSA.39.11	Neem al dit lijden van mij af,
PSA.39.11	ik zal sterven als U Zich tegen mij verzet.
PSA.39.12	Als U iemand straft voor zijn zonden,
PSA.39.12	vergaat alles wat hem tot aanzien bracht,
PSA.39.12	net zoals een mot een kledingstuk vernielt.
PSA.39.12	Een mens is immers niets meer dan een ademtocht.
PSA.39.13	en hoor mijn smeken om hulp.
PSA.39.13	Blijf niet zwijgen als ik moet huilen,
PSA.39.13	want dan voel ik mij een vreemde bij U,
PSA.39.13	Ver van U zoals mijn voorouders.
PSA.39.14	Neem uw straf van mij af,
PSA.39.14	zodat ik weer blij door het leven kan gaan,
PSA.39.14	voor ik sterf en niet meer zal bestaan.
PSA.40.1	Een psalm van David voor de koordirigent.
PSA.40.2	Met verlangen keek ik uit naar de 
PSA.40.2	Toen boog Hij Zich naar mij toe
PSA.40.2	en hoorde mijn roepen om hulp.
PSA.40.3	Hij trok mij omhoog
PSA.40.3	uit de diepte van de zonde
PSA.40.3	en uit de modder van de wereld.
PSA.40.3	Hij zette mij stevig op mijn voeten,
PSA.40.3	op een rots.
PSA.40.3	Dankzij Hem wankel ik niet meer.
PSA.40.4	Hij leerde mij een nieuw lied,
PSA.40.4	een lofzang voor onze God.
PSA.40.4	Ik hoop dat velen het merken
PSA.40.4	en ook ontzag voor de 
PSA.40.4	dat zij ook op Hem gaan vertrouwen.
PSA.40.5	Gelukkig is de mens
PSA.40.5	die zijn vertrouwen op de 
PSA.40.5	en die zich niet wendt tot trotse mensen of leugenaars.
PSA.40.6	uw wonderen zijn ontelbaar,
PSA.40.6	uw zorg voor ons is groot.
PSA.40.6	Niets is met U te vergelijken.
PSA.40.6	Als ik over uw wonderen en zorgen zou willen vertellen,
PSA.40.6	zou ik niet weten waar ik moest beginnen.
PSA.40.7	Het gaat U niet om offers of geschenken,
PSA.40.7	U vraagt niet om brandoffers
PSA.40.7	of offers om zonden weg te nemen.
PSA.40.7	Voor U telt mijn gehoorzaamheid.
PSA.40.8	Toen zei ik:
PSA.40.8	‘Hier ben ik,
PSA.40.8	in de wet werd al over mij geschreven.
PSA.40.9	Mijn hele hart verlangt ernaar
PSA.40.9	uw wil te doen, mijn God.
PSA.40.9	Uw wet is mijn leven.’
PSA.40.10	Ik vertel de blijde boodschap
PSA.40.10	van uw liefde en rechtvaardigheid
PSA.40.10	in de samenkomsten.
PSA.40.10	U weet, 
PSA.40.10	over U te spreken.
PSA.40.11	Ik verzwijg uw rechtvaardigheid niet
PSA.40.11	en spreek over uw trouw en bewaring.
PSA.40.11	Aan grote groepen mensen vertel ik
PSA.40.11	over uw goedheid en liefde en waarheid.
PSA.40.12	Laat mij ruimschoots delen
PSA.40.12	in uw medelijden.
PSA.40.12	Laten uw goedheid en waarheid
PSA.40.12	mij voortdurend beschermen.
PSA.40.13	Want er komen talloze rampen over mij heen,
PSA.40.13	mijn zonden overweldigen mij
PSA.40.13	en ik weet er geen raad mee.
PSA.40.13	Het zijn er zoveel,
PSA.40.13	de moed zakt mij in de schoenen.
PSA.40.14	Haast U en help mij, 
PSA.40.15	Laten zij die mij naar het leven staan,
PSA.40.15	zich diep schamen en afdruipen.
PSA.40.15	Laten zij die mij in het ongeluk willen storten,
PSA.40.15	terugdeinzen en belachelijk worden gemaakt.
PSA.40.16	Laten zij die mij uitlachen
PSA.40.16	met stomheid geslagen worden.
PSA.40.17	Laten alle mensen die U zoeken
PSA.40.17	over U jubelen
PSA.40.17	en grote blijdschap over U hebben.
PSA.40.17	Laat ieder die uw zorg ervaart, zeggen:
PSA.40.17	‘De 
PSA.40.18	Al bezit ik niets
PSA.40.18	en zit ik diep in de ellende,
PSA.40.18	toch denkt de 
PSA.40.18	Mijn God,
PSA.40.18	U bent mijn helper en bevrijder.
PSA.40.18	Kom snel, mijn God.
PSA.41.1	Een psalm van David voor de koordirigent.
PSA.41.2	Gelukkig is wie voor de zwakken zorgt.
PSA.41.2	Als hemzelf eens onheil treft,
PSA.41.2	zal de 
PSA.41.3	De 
PSA.41.3	en in leven laten.
PSA.41.3	Anderen zullen hem prijzen.
PSA.41.3	Zijn vijanden krijgen hem er niet onder.
PSA.41.4	Als hij ziek wordt,
PSA.41.4	zal de 
PSA.41.4	Tijdens zijn ziekte zal Hij zijn toestand verbeteren.
PSA.41.5	Ik zei: ‘
PSA.41.5	Genees mij, want ik ben U niet gehoorzaam geweest.’
PSA.41.6	Mijn tegenstanders roddelen over mij en zeggen:
PSA.41.6	‘Wanneer denk je dat hij sterft?
PSA.41.6	Eindelijk is hij dan verdwenen.’
PSA.41.7	Wanneer iemand mij opzoekt,
PSA.41.7	spreekt hij met gladde tong.
