MAT.1.1	Anuu nanülia na koo'uliwo'ukana Jesucristo chi nuu'uliwo'ukai David chi nuu'uliwo'ukai Abraham:
JHN.9.41	Nüsouktakalaka Jesús namüin:
JHN.9.41	—Sükajee jiyouktüin tanüiki sünain ju'waataain sulu'u jütüjaain saa'u jaashin tü shiimüinkat, kasalajaneerü jümüin jaainjala. Otta chi wayuu eekai kapülain naa'in tü tekirajakat anain, maa aka chi mo'upü'ükai, nnojoleerü kasalajanain nümüin naainjala —nümakalaka namüin.
JHN.10.1	Ayatshia aashajaain Jesús namüin na laülaayuu judíokana sünain nümüin namüin: “Shiimüin tü tamakat jümüin: Chi wayuu oototkai shiinalu'upünaa sükulaatse anneerü, nnojoikai ekerolüin so'ulu'upünaa, ka'ruwarai. 
JHN.10.2	Alu'ujasa'aya chi eekai nikerolüin so'ulu'upünaa, nia'aya chi shiimainkai anneetpü'üin. 
JHN.10.3	Ajutannüsü so'u tü kulaatkat nüpüleerua. Je tü na'anneetsekat, shi'raajüin nünüiki neenajapa süka sünülia süpüla nike'erüin nüpüleerua. 
JHN.10.4	Je nike'etpa shia, o'unüsü süpüshua nümaa eepünaale shia nütüma süka shi'raajüin nünüiki. 
JHN.10.5	Alu'ujasa sümüin wayuu eekai naatajatüin, nnojoleerü o'unüin sümaa süka nnojolüin shi'raajüin sünüiki, a'walakajaweerü süpüleerua”, nümataalakalaka Jesús namüin. 
JHN.10.6	Aashajaashi joo Jesús süka sukuaippa tü kasa e'nnaajünakat sainküin mma süpüla nii'iyatüinjatüin namüin na laülaayuu judíokana sünain nnojoliin naya müin aka naa'in niakai sünain ekirajaa tü shiimüinkat sümüin wayuu. Otta nnojotkalaka nayaawatüin saa'u jamalu'ulüin tü nüchikikat chi anneetpü'ükai nüküjaitpakat namüin.
JHN.10.7	Nümakalaka Jesús namüin nüchikua süka nnojolüin nayaawatüin saa'u na laülaayuu judíokana tü nikirajeekat anain: “Shiimain tü tamakat jümüin: Tayakai, müshi aka saa'in wane so'u sükulaatse anneerü. 
JHN.10.8	Tü wayuu antakalüirua tapülapünaa, na aküjakana alawaa, müshii aka saa'in ka'ruwaralii napüshua. Je tü anneetkalüirua, nnojotsü shiyaawatüin aa'u nanüiki. 
JHN.10.9	Tayakai, müshi aka saa'in so'u sükulaatse anneerü süka shikerolüin wayuu tanainjee nüma'anamüin Maleiwa. Je chi eekai nünoujain tanain, aapüneerü nümüin nütüma Maleiwa süpüshua tü che'ojaakat nümüin. 
JHN.10.10	Chi ka'ruwaraikai, antüshi ne'e süpüla a'luwajaa anneerü je o'una'alaa saa'in tü mürütkalüirua. Akaajasa tayakai, antüshi taya süpüla shii'iranajaainjatüin saa'in wayuu tatüma süpüla eeinjatüin waneepia nümaa Maleiwa”, nümataalakalaka Jesús namüin.
JHN.10.11	Aashajaashi Jesús nüchikua namüin: “Tayakai, müshi aka naa'in wane anneetpü'ü eekai anamiain ma'i, chi nnojoikai mmolüin seema ouktaa saa'ujee aa'inmajaa na'anneetse. 
JHN.10.12	Akaajasa chi aa'inmajiruushikai ne'e saa'u neerü, nnojoishi müin aka naa'in chi ka'anneetseshikai. Müleka süntüle wane unaalü sünainmüin, nüpünaajeerü tü anneetkalüirua. A'walakajaa meeria sainküin mmakat, shika sümeeria tü unaatkat. 
JHN.10.13	Nüpütapünaain tü anneetkalüirua süka maalin shia nüpüla saa'u nnojolüin nümü'ünüin, a'yataashin ne'e nia saa'u neerü.
JHN.10.14	“Saa'u müin aka taya naa'in wane anneetpü'ü eekai anamiain ma'i, te'raajüin tü ta'anneetsekalüirua je ne'raajüin taya, 
JHN.10.15	maa aka ni'raajüin taya chi Tashikai je te'raajüin nia'aya. Je yapashi taya süpüla aapajirawaa tekii süpüla ouktaa saa'u tü ta'anneetsekalüirua. 
JHN.10.16	Eeshi'iya wane anneerüiruaya'a waneejannuu. Tantireena naya'aya tanainmüin süpüla noonooinjanain sümaa tanüiki. Kotteeshii tatüma na ta'anneetsekana napüshua süpüla naa'inmajünüinjanain tatüma tamüiwa, tayakai chi napü'üyakai.
JHN.10.17	“Aishi ma'i taya nüpüla chi Tashikai saa'u taapajiraainjachin tekii süpüla ouktaa saa'u tü ta'anneetsekalüirua. Je oso'iraweerü taa'in süchikijee ouktaa. 
JHN.10.18	Taapajiraain tekii süka taa'in tamüiwa süpüla ouktaa, nnojotsü sükajeejachin o'utünaa aa'in sütüma wayuu. Laülaa taya tamüiwa süpüla aapajirawaa tekii oo'ulaka süpüla oso'irawaa aa'in, süka shiain aluwataana anain taya nütüma chi Tashikai”, nümataalakalaka Jesús namüin.
JHN.10.19	Otta müshi'iya na laülaayuu judíokana sütüma tü nümakat Jesús, a'ülüjaajiraashii naya nachikua.
JHN.10.20	—Mamainnashi nia sütüma kale'eru'uwaa yolujaa. Nnojotsü anain süpüla waapajüin nünüiki —müshii wainma na laülaayuukana.
JHN.10.21	Otta sünüiki waneeirua:
JHN.10.21	—Wane wayuu eekai kale'eru'uin yolujaa, nnojotsü aashajaain pütchi eekai müin aka tüü. Je wane yoluja'aya, nnojotsü anain wane wayuu eekai mo'uin sütüma —müshii naya.
JHN.10.22	Wanaa sümaa alin jemiai chaa Jerusalén, o'ttüsü wane mi'iraa natüma na judíokana cha'aya süpüla sotüinjatüin naa'in wanaa sümaa süikkale'ennüin süchikua paala tü a'waajüleekat Maleiwa. 
JHN.10.23	Warai müshi Jesús sulu'u tü a'waajüleekat Maleiwa suupünaapünaa tü luma e'itaanakat anain nünülia Salomón. 
JHN.10.24	Narütkaakalaka wane laülaayuu judíoirua nünainmüin süpüla noo'ulaküin naa'in. Nasakirataalakalaka nia:
JHN.10.24	—¿Jamüshi pia kama'aka'a ma'i süpüla aküjaa wamüin sünain jaralin pia? Müleka shiimüinre sünain piain Cristoin chi Nüneekajalakai Maleiwa, püküjaa wamüin süka pütchi eekai ja'yashin —namakalaka nümüin Jesús.
JHN.10.25	Nüsouktakalaka Jesús namüin:
JHN.10.25	—Taküjüitpa'asa jümüin sünain tayain Cristoin, otta jiakana, nnojotsü kapülain jaa'in tanüiki. Tü kasa anasü taa'inrakat, tü aluwataanakat anain taya nütüma chi Tashikai, tü nütüjakat apüleerua nümüiwa, shii'iyatüin jümüin takuaippa. 
JHN.10.26	Masütaajuka'a jia sünain manoujain tanain, shia süka nnojoliin ta'anneetsein jia. 
JHN.10.27	Otta na ta'anneetsekana, te'raajüin naya je o'unüshii tamaa süka ne'raajüin tanüiki. 
JHN.10.28	Ee'iranajaaitpa naa'in tatüma süpüla eeinjanain naya nümaa Maleiwa waneepia. Müina nnojoliin amüloulin naya. Je nnojotsü jaralüinjatüin asütüin naya tajapulu'ujee. 
JHN.10.29	Saa'u naapajalain naya tamüin chi Tashikai, chi alana'aleekai sünain pülashin suulia kasakat süpüshua, nnojoruleeja'a nasütünajanain najapulu'ujee. 
JHN.10.30	Tü takuaippakat, a'aniraasü nümaa chi Tashikai, akaajaa tü nukuaippakat tamaa —nümakalaka Jesús namüin.
JHN.10.31	Na laülaayuu judíokana, naapaakalaka ipa nachikua süpüla na'ina'alüinjachin nia. 
JHN.10.32	Nümakalaka joo Jesús namüin:
JHN.10.32	—Tountüin taa'inrüin nütüma chi Tashikai kasa wainma eekai anashaatain ma'i ju'upala, tü nütüjakat apüleerua niakai nümüiwa. ¿Jaratka'a ju'uteein anainjee taa'in süka ipa? —nümakalaka namüin.
JHN.10.33	Nasouktakalaka nümüin:
JHN.10.33	—Nnojoishi wa'iteein pia süka ipa saaliijee paa'inrüin kasa eekai anain, saaliijeejatü e'rülin wayumüin pia sümaa pünüiki “Taya'aya Maleiwa” pümüin sümaa wayuuin ne'e pia —namakalaka nümüin.
JHN.10.34+JHN.10.35	Nüsouktakalaka Jesús namüin:
JHN.10.34+JHN.10.35	—Pansaasü tü karaloukta nüchikimaajatkat Maleiwa. Soto jaa'in tü nümakat chi Maleiwakai ashajünakat sulu'u nütüma Moisés sünain “maleiwa jia” nümüin. Saa'u “maleiwa” namünüin na wayuu kamüinjanakana tü pütchikat, 
JHN.10.36	¿jamaka'a joo mojushiika'a jümüin “Nüchon taya Maleiwa” tamüin jümüin? Nnojotsü te'ralain wayumüin tia nümüin Maleiwa. Tayakai, akatannüshi nütüma Maleiwa süpüla nüjütüinjachin taya sa'akamüin wayuu. 
JHN.10.37	Müleka nnojorule taa'inrüin tü naa'inrakat chi Tashikai, anasüja'a sulu'u nnojorule kapülain jaa'in tanüiki. 
JHN.10.38	Akaajasa taa'inrüle shia, ja'itaichi jiyouktüin taya, anakaja müleka kapürale jaa'in tü taa'inrakat ju'upala süpüla jiyaawatüinjatüin saa'u sünain sa'aniraain nukuaippa chi Tashikai tamaa je sa'aniraain takuaippa nüma'aya —nümataalakalaka Jesús namüin.
JHN.10.39	Nata'üleekalaka nachikua Jesús, akaisa isain nia noulia.
JHN.10.40	Ale'ejaa müshia Jesús chamüin waneemüin sa'ata tü süchikat Jordán eejechire paala Juan sünain owoutisaajaa wayuu. Je saa'u makatüin Jesús cha'aya, 
JHN.10.41	antapaayaa müsü wayuu wainma nünainmüin sünain sümajiraain nüchiki mayaa:
JHN.10.41	—Mayaainje nnojolüin naa'inrüin Juan wane kasa anasü nütüjakat apüleerua Maleiwa nümüiwa, shiimainshaana tü nümapü'ükat noo'opünaa Jesús —namakalaka.
JHN.10.42	Je cha'aya, anoujasü wainma wayuu nünain Jesús.
JHN.11.1	Eejachi wane wayuu kanüliashi Lázaro, kepiashi cha'aya Betania sulu'u tü mmakat Judea sümaa nushunuumuyuu kanüliasü María oo'ulaka Marta. Ayuuikalaka nia. 
JHN.11.2	(Shia tü María o'yotokat “perfume” saa'u nuu'ui chi Senyotkai je süla'ajain shia süka su'wala.) 
JHN.11.3	Na nüshunuukana Lázaro, najütakalaka wane wayuu nünainmüin Jesús eejachire nia wane sa'ata tü süchikat Jordán süpüla naapirüinjachin nia nüchiki Lázaro:
JHN.11.3	—Senyotkalee, ayuuishi chi aishikai püpüla —nümünakalaka.
JHN.11.4	Je naapapa Jesús nüchiki Lázaro, nümakalaka:
JHN.11.4	—Ayuuliikat tia, nnojotsüyaaje'e ouktajachin sütüma. Süpülajatü ne'e sütüjaainjachin wayuu naa'u chi Maleiwakai sünain pülashin ma'i je süpüla sütüjaainjachin naa'u chi Nüchonkai Maleiwa sünain pülashin ma'i nia'aya —nümakalaka Jesús.
JHN.11.5+JHN.11.6	Wanaa sümaa naapinnüin nüchiki Lázaro sünain ayuulin nia, makatüshi Jesús maa aka piama ka'i cha'aya wane sa'ata tü süchikat Jordán, mayaainje alin ma'i nüpüla Marta je tü shimiiruakat je müshija'a Lázaro.
JHN.11.7	Shiasa süchikijee piama ka'i, nümakalaka Jesús namüin na nikirajüinkana:
JHN.11.7	—Anakaja wale'ejüle wachikua'aya joolu'u Judeamüin.
JHN.11.8	Namakalaka na nikirajüinkana nümüin:
JHN.11.8	—Ekirajüikalee, mataashi pu'utüneekai aa'in süka ipa natüma na laülaayuu judíokana cha'aya Jerusalén. ¿Jamüinjachi püle'ejeeka'a joolu'u chamüin? —namakalaka.
JHN.11.9	Süpüla nii'iyatüinjatüin Jesús namüin sünain nnojolüin keraain nükalia süpüla ouktaa, nümakalaka namüin:
JHN.11.9	—Müleka waraittüle wane wayuu so'uka'i, nnojoleechi ashanaain, süka ja'yain tü wopukot sütüma nuwarala chi ka'ikai. 
JHN.11.10	Otta müleka waraittüle nia sa'wai, eeshi süpüla nüshanaain süka nnojolüin ja'yain tü wopukot sütüma tü piyuushikat —nümakalaka namüin.
JHN.11.11	Ayatshi Jesús sünain naashajaain namaa:
JHN.11.11	—Chi watünajutkai Lázaro, atunküshi nia. Chainjachika'a joo taya sünain achijiraa nia —nümakalaka namüin.
JHN.11.12	Namakalaka na nikirajüinkana nümüin:
JHN.11.12	—Senyotkalee, müleka nutunküle, analeerü naa'in.
JHN.11.13	Tü nümakat Jesús, shia nüchiki Lázaro sünain ouktüin nia. Otta saa'in namüin na nikirajüinkana, atunkayaaja'a ne'e naa'inru'u. 
JHN.11.14	Lotokalaka joo nünüiki Jesús namüin:
JHN.11.14	—Ouktüichipa Lázaro, 
JHN.11.15	je anasü saa'in tamüin sünain nnojolin chajachin taya wanaa sümaa ouktüin nia, süka katsüinjeerüin joolu'u tü jünoulakat sütüma tü kasa anasü ji'reetkat cha'aya. Joo'uya jümaala chamüin —nümakalaka Jesús namüin.
JHN.11.16	Nüsouktakalaka wane chi nikirajüinkai kanüliakai Tomás, chi Senkeyuu münakai:
JHN.11.16	—Joo'uya wapüshua ouktaiwa waya wanaa nümaa chi ekirajüikai waya —nümakalaka namüin na nüpüshikana.
JHN.11.17	Nu'unakalaka Jesús namaa na nikirajüinkana chamüin Judeamüin. Je nüntapa Betaniamüin, naapa achikit sünain sülatüirüin pienchi ka'i süchikijee ni'itaanüin chi ouktüshikai. 
JHN.11.18	Saa'u pejein Betania sünain Jerusalén, maa aka apünüin “kilómetro” eera, 
JHN.11.19	antapaatasü wainma wayuu chajee shipialu'umüin Marta je María sünain alapalawaa naya.
JHN.11.20	Saapaiwa'aya Marta nüchiki Jesús sünain antaa, süpanapajakalaka nia. Shiaka María, makatüin miichipa'a. 
JHN.11.21	Sümakalaka Marta nümüin Jesús:
JHN.11.21	—Senyotkalee, müleka yaajachireje pia, nnojoishije ouktüin chi tawalakai. 
JHN.11.22	Otta müsia joolu'u, mayaainje ouktüichipain nia, tatüjaa aa'ulu sümaa naa'inreerüin Maleiwa süpüshua tü puchuntakat nümüin —sümakalaka nümüin.
JHN.11.23	—Oso'iraweechi aa'in chi puwalakai —nümakalaka Jesús sümüin.
JHN.11.24	—Aa, tatüjaa aa'uchi sümaa nüso'iraweechin aa'in sümaa wayuu süpüshua so'uweena tü ka'i saja'lajaainjatkat o'u kasa süpüshua —sümakalaka Marta nümüin.
JHN.11.25	Nümakalaka Jesús sümüin:
JHN.11.25	—Tayakai, taya atüjaka oso'ire'eraa saa'in wayuu süpüla eeinjatüin nümaa Maleiwa waneepia. Chi eekai nünoujain tanain, ja'itaichi ouktüin maa aka wayuu süpüshua, cheechi nia nümaa Maleiwa süpüla ka'ikat süpüshua. 
JHN.11.26	Ee'iranajaweerü naa'in sütüma nünoujain tanain, je nnojoleechi amüloulin. ¿Kapülasü paa'in tü tamakat pümüin? —nümakalaka Jesús sümüin Marta.
JHN.11.27	—Aa, tanoujain sünain piain Cristoin chi Nüneekajalakai Maleiwa, chi Nüchonkai Maleiwa antajachikai yaa mmolu'u sa'akamüin wayuu —sümakalaka Marta nümüin Jesús.
JHN.11.28	Kettaapa sünüiki Marta, ale'ejüsü shia süchikua eemüin María tü shimiiruakat sünain sümüin sümüin sujuuna wayuu: “Isaa antüin chi Ekirajüikai, nüsaajirüin pia”, sümakalaka sümüin. 
JHN.11.29	Saapapa María tü pütchikat, asha'walaasü yaawalaja'a sünain o'unaa eemüin Jesús. 
JHN.11.30	Otta Jesús wanaa sümaa tia, sajachi eejechire paala nia yootüin sümaa Marta. Mekerolüinsai sulu'umüin tü pueulokat. 
JHN.11.31	Je nayasa na wayuu alapalaashiikana shipialu'umüin María, ne'rapa shia sünain o'unaa yaawalaja'a, noushikajaakalaka süchiirua. Chainjatia naa'inru'u sünain a'yalajaa amouyuupa'amüin eere ni'itaanüin chi ouktüshikai.
JHN.11.32	Mayaasü antüin María nünainmüin Jesús, o'ttüsü süka süsapain nümülatu'umüin süka kojutüin nia sütüma.
JHN.11.32	—Senyotkalee, müinka yaajachireje pia, nnojoishije ouktüin chi tawalakai —sümakalaka nümüin.
JHN.11.33	Je ni'rapa Jesús María sünain a'yalajaa oo'ulaka na wayuukana sümaajanakana, mojukalaka ma'i naa'in sütüma.
JHN.11.34	—¿Jalashi nia e'itaanüin? —nümakalaka namüin.
JHN.11.34	—Joo'uya Senyotkalee, pi'raiwa —namakalaka nümüin.
JHN.11.35	Ni'yalajakalaka Jesús. 
JHN.11.36	Shiasa'a nanüiki wane wayuukana:
JHN.11.36	—Aireekaija'a ma'i nia nüpüla —müshii.
JHN.11.37	Otta sünüiki waneeirua:
JHN.11.37	—¿Jamüshi nnojoika'a niiyajüin paala chi wayuukai suulia ouktaa, maa aka niiyajüin paala chi mo'usaikai? —sümakalaka.
JHN.11.38	Je nüntapa Jesús amouyuupa'amüin, mojukalaka ma'i naa'in nüchikua. Je tü eejachire ni'itaanüin chi ouktüshikai, wane ipa müsü aka saa'in sulu'upünaa paü ke'ipolosü wane ipa miyo'u.
JHN.11.39	—Jüsünne'era türa shirousekat —nümakalaka Jesús namüin.
JHN.11.39	—Senyotkalee, keejuuichin, pienchit ka'i süchiiruajee ni'itaanüin —sümakalaka Marta tü nüshunuukat chi ouktüshikai.
JHN.11.40	Nümakalaka Jesús sümüin:
JHN.11.40	—Soto paa'in tü tamakat pümüin. Müinka pünoujüle tanain, pütüjaweechi aa'u chi Maleiwakai sünain pülashaatain ma'i nia.
JHN.11.41	Süsünne'ennakalaka joolu'u tü shi'ipolokat. Eirakaa müshia Jesús iipünaamüin sümaa maa:
JHN.11.41	—Taataa, taapüin pümüin analu'ut maa'ulu yaa süka paapüin tanüiki. 
JHN.11.42	Tatüjaa aa'uchi pia sünain paapüin tanüiki meinshi. Tamüsü ne'e tü pütchikat pümüin nayaalu'u na wayuu yaakana süpüla nanoujainjanain sünain püjünalain taya —nümakalaka Jesús nümüin Maleiwa.
JHN.11.43	Shiasa kettaapa nünüiki Jesús, neenajaka'a chi ouktüshikai:
JHN.11.43	—Lázaro, pujuittaa yalajee yaa anooipa'amüin —nümakalaka sünain emetuluin nünüiki.
JHN.11.44	Nujuittaakalaka chi ouktüshikai paala sünain ko'oin süka kuluulu najapü, nuu'ui oo'ulaka nu'upünaa.
JHN.11.44	—Juwasta nuulia türa ko'oyookat akan. Juu'ulaapa nu'unaiwa nümüiwa —nümakalaka Jesús namüin na wayuukana.
JHN.11.45	Wainma na wayuu antakana shipialu'umüin María, anoujashii nünain Jesús sütüma tü naa'inrakat. 
JHN.11.46	Otta waneeirua, o'unüsü nanainmüin na fariseokana sünain aküjaa namüin süchiki tü naa'inrakat Jesús. 
JHN.11.47	Je na laülaayuushiikana na'akajee na sacerdote judíokana oo'ulaka na fariseokana, nakotchajiraakalaka napüshua na laülaayuu judíokana. Namakalaka namüin:
JHN.11.47	—¿Kasa waa'inrüinjatka nüka chia wayuukai? Naa'inrüin wainma kasa anasü nütüjakat apüleerua Maleiwa nümüiwa. 
JHN.11.48	Müleka woo'ulaale nia, anoujeerü wayuu wainma nünain. Anta meenia na sülaülakana mma Romaje'ewaliikana, süpüla najuttirüin tü a'waajüleekat Maleiwa sümaa no'una'alüinjatüin waa'in —namakalaka namüin na laülaayuukana napüshua.
JHN.11.49	Nüsouktakalaka joo wane na'akajee, Caifás nünülia, chi laülaashikai napüleerua na sacerdote judíokana so'u juyakat tia. Nümakalaka namüin:
JHN.11.49	—Matüjüinsalii jia jüpüshua. 
JHN.11.50	Nnojotsü anain müleka wo'una'annüle aa'in wapüshua natüma na wayuu Romaje'ewaliikana. Shia anaka alu'u, saa'in tamüin, ouktüle waneeshia ne'e wayuu waa'u wayakana judíokana wapüshua —nümakalaka namüin.
JHN.11.51	Tü nümakat Caifás, shia noo'opünaa Jesús sünain ouktüinjachin saa'ujee tü judíokolüirua süpüshua. (Tü nümakat, nnojotsü niyaawatüin aa'u jamalu'ulüin. Nnojotsü nüle'eru'ujeejatüin ne'e tü pütchikat. Nuuntüin nüküjüin shia nütüma Maleiwa süka laülaashin nia napüleerua na sacerdote judíokana so'u juyakat tia.) 
JHN.11.52	Nnojoishi ouktajachin ne'e Jesús naa'ujee na judíokana namüiwa, ouktajachi saa'ujee süpüshua tü nüpüshikalüirua Maleiwa eekat sainküin mmakat, süpüla kottüinjanain naya sünain wanaawain naa'in. 
JHN.11.53	Otta na laülaayuu judíokana so'ule'eya ka'ikat tia, o'ttüshii sünain naashajaajiraain süchiki kasainjatüin naa'inrüin süpüla no'utirüinjachin naa'in Jesús.
JHN.11.54	Je sükajee tia, nnojolichipa waraittüin ma'i Jesús na'aka na wayuukana sulu'u tü mmakat Judea. Nu'unakalaka namaa na nikirajüinkana yalajee Judeajee sulu'umüin wane pueulo kanüliakat Efraín chaa sü'ütpa'a wane isashii süpüla chainjanain naya cha'aya.
JHN.11.55	Je sülü'ülapa sükalia tü mi'iraakat natüma na judíokana, tü kanüliakat Pascua, o'unüsü wayuu wainma sulu'ujee tü mmakat süpüshua chamüin cha'aya Jerusalénmüin. O'unüshii naya süpülapünaa su'ttüin tü mi'iraakat süpüla naa'inrüinjatüin tü kasa wuleinjatkat akajee nakuaippa nu'upala Maleiwa. 
JHN.11.56	Je tü wayuu antakalüirua sünainmüin tü mi'iraakat, süchajaa achikichi Jesús. Wanaa sümaa sükotchijaain sulu'u tü a'waajüleekat Maleiwa, naashajaajiraakalaka sünain maa:
JHN.11.56	—¿Anteechi cheje nia sünain tü mi'iraakat naa'in jümüin? ¿Nnojoittaajeechi antüin?
JHN.11.57	Müsü sünüiki tü wayuukolüirua süka saapinnüin paala natüma na laülaayuushiikana na'akajee na sacerdote judíokana oo'ulaka na fariseokana süka tü pütchi makat: “Müleka sütüjaale wane wayuu naa'u Jesús sünain jalain nia, anasü müleka saapirüle waya süpüla wata'ülüin nia”.
JHN.12.1	Je aippirua ka'i süpülapünaa tü mi'iraa kanüliakat Pascua, nüle'ejakalaka Jesús Betaniamüin eere kepiain Lázaro chi nüso'ire'erakai aa'in paala. 
JHN.12.2	Eesü wane ekawaa nüpüla nütüma Lázaro oo'ulaka na nuwalayuukana süpüla nee'iyatüin sümüin wayuu sünain kojutüin ma'i nia natüma. Shiitajakalaka Marta tü eküütkat. Otta müshia Lázaro, yaashi nia eküin sa'aka tü eejatkalüirua sünain tü ekawaakat nümaa Jesús. 
JHN.12.3	Shiasa María, shi'yotokalaka wane shiatapünaa maraaja “perfume” kojutüsü ma'i kanüliasü “nardo” saa'u nuu'ui Jesús süpüla shii'iyatüin nujut nümüin sümaa süla'ajaain shia süka su'wala. Jemetuuikalaka ma'i tü paükat sütüma eejanale naya.
JHN.12.4	Sa'aka tü ekaasükalüirua, eejachi chi nikirajüinkai, chi Judas Iscariotekai anülia, chi aapüinjachikai nikii Jesús sümüin wayuu. Saa'u nnojolüin anain nümüin Judas tü saa'inrakat María, 
JHN.12.5	nümakalaka nümüin Jesús:
JHN.12.5	—Kojutpaja'a ma'i tü “perfumekat”. ¿Jamüsü nnojotka'a suikkünüin süpüla sükaaliijiain wayuu eekai müliain tü süliakat? Tü süliakat, müsü aka shi'yataainjut wane wayuu so'u wane juya —nümakalaka.
JHN.12.6	Je tüü, nümaka'a Judas, nnojotsü sükajeejatüin alin wayuu nüpüla eekai müliain, nümüsü süka ka'ruwaralin nia. Nu'luwatapü'ü apüshirü tü neerü nalü'üjapü'ükat na nikirajüinkana Jesús, saa'u niain anaajaalin shia. 
JHN.12.7	Nüsouktakalaka Jesús nümüin Judas:
