MAT.1.1	Yisa Masia chɔɔŋkʋʋlɩŋ saara wʋnna: die ʋ yiwo Davidi haagɩŋ ta Davidi dɩaŋ dɩ yi Abarahami haagɩŋ.
ACT.2.21	ta vuodieke mana dɩ keŋ jʋʋsɩ wa ʋ saaŋ ma nan ye gbatɩtaanɩŋ.’ ”
ACT.2.22	Die Piita dɩ bɩ baarɩ dɩ, “Nɩnɩŋ Izara vuosi, nɩ wʋmma wudieke n yaala n balɩ nɩ yaa gamma Yisa vuodieke dɩ yine Nazeriti vuoke wɩa; nɩ gbaŋ gbaŋ nɩ sɩba a baarɩ Ŋmɩŋ die vana die ʋ tʋma mamachi tʋnkpɩɩma aŋaŋ dagɩtɩ mi nɩ jigiŋ, ta a dagɩ sɩba Ŋmɩŋ die tʋnna wa. 
ACT.2.23	Ama Ŋmɩŋ gbaŋ gbaŋ die sɩba wudieke dɩ bala ka yi, ta die a saŋ a nagɩ Yisa a yɩ nɩ nuusi me, ta yi nɩ vuobɩatɩ dɩ kpaasɩ wa a dɩɩsɩ dagarɩkʋ ma a kʋʋ wa, ka dagɩ sɩba nɩnɩŋ nɩ senne kʋʋ wa. 
ACT.2.24	Ama die ʋ kpine wo ta ye bie kuŋ nuusi me wo, ta Ŋmɩŋ die dɩ gbatɩ wa a nyɩŋ kuŋ nuusi me, dama kuŋ die wo hagɩrɩŋ dɩ ka pɔgɩlɩ wa. 
ACT.2.25	Dama Davidi die balɩ wɩa yaa gamma ʋ ma dɩ,
ACT.2.25	‘N sɩba a baarɩ dɩ n Yɔmʋtieŋ Ŋmɩŋ beri aŋaŋ mɩŋ saŋŋa mana,
ACT.2.25	ta bɩ zie n kʋaŋ ta suŋŋe mɩŋ amʋ n kaaŋ ye daŋŋa.
ACT.2.26	Naa chɩaŋ ma n yaa sʋgɩfɩalɩŋ
ACT.2.26	ta bala sʋgɩfɩalɩ wʋbalɩka.
ACT.2.26	Maŋ keŋ kpi gbaŋ,
ACT.2.26	ama n nan dɩ yaa tama Ŋmɩŋ dɩ balla ʋ yi wudieke a yɩ mɩŋ wɩa,
ACT.2.27	dama ʋ kaaŋ vaa n haalɩbʋ wɩarɩ kpiiliŋ tigiŋ.
ACT.2.27	N yiwo ʋ vuovʋarɩkɩŋ, ta ʋ kaaŋ saagɩ aŋ n nyɩŋgbanɩŋ keŋ hʋʋgɩ vɔrɩŋ ma.
ACT.2.28	Ta bɩ dagɩ mɩŋ miivoli sieti,
ACT.2.28	ta fʋ benne n jigiri dɩaŋ dɩ yɩa mɩŋ sʋgɩfɩalɩŋ pam.’ ”
ACT.2.29	Ta Piita dɩ bɩ balɩ dɩ, “N nɩmballɩ, n baa n balɩ yuori nɩ mɩŋ, yaa gamma tɩ chɔɔŋkʋʋŋ Davidi wɩa. Die ʋ kpiye mɩŋ ba guu wo, ta ʋ vɔrɩŋ dɩ ye bie giena a keŋ tʋgɩ jinne. 
ACT.2.30	Die ʋ yiwo Ŋmɩŋ naazʋa, ta die sɩba dɩ Ŋmɩŋ yɩ wa nʋaŋ dɩ, dɩɩ yi ʋ kpi, ʋ nan daansɩ vʋarɩ ʋ haagɩsɩ wʋnyɩ aŋ ʋ kala ʋ naagbaŋtɩ ma. 
ACT.2.31	Davidi die sɩba wudieke Ŋmɩŋ die dɩ balla ʋ yi, ta die balɩ wɩa yaa gamma Ŋmɩŋ Vuovʋarɩkɩrɩ Masia wa kuŋ hagɩŋ wɩa, dɩ:
ACT.2.31	‘Ŋmɩŋ Vuovʋarɩkɩrɩ kaaŋ daansɩ wɩarɩ kpiiliŋ tigiŋ;
ACT.2.31	ta ʋ nyɩŋgbanɩŋ dɩaŋ kaaŋ hʋʋgɩ vɔrɩŋ ma.’ ”
ACT.2.32	Ta Piita dɩ bɩ baarɩ dɩ, “Yisa wa gie Ŋmɩŋ die dɩ va ʋ hagɩ kuŋ me, ta tɩ mana dɩ yi ʋ kumbu hagɩŋ daansɩatieliŋ. 
ACT.2.33	Ta Ŋmɩŋ dɩ bɩ kɔtɩ wa ʋ jʋalɩ kalɩ ʋ nuudiigiŋ chaaŋ, ʋ kala wa Ŋmɩŋ dɩ yɩ wa ʋ Halɩkasɩka die ʋ yɩna nʋaŋ dɩ ʋ nan yɩ tɩ wa ʋ vaa bʋ keŋ sʋʋŋ tɩ ma. Lele dɩ yiwo Halɩkasɩka nɩ yese ta wʋmma tɩ jigiŋ dene. 
ACT.2.34	Die Davidi dɩ kpine wo, die ʋ ka jʋalɩ ga arɩzanna ma aŋaŋ nyɩŋgbanɩŋ: ama ta die ʋ baarɩ dɩ;
ACT.2.34	‘Tɩ Yɔmʋtieŋ Nabidie Ŋmɩŋ balɩ a yɩ n Yɔmʋtieŋ dɩ:
ACT.2.34	Kala n nuudiigiŋ chaaŋ
ACT.2.35	a ga tʋgɩ saŋŋa dieke n baaŋ nagɩ fʋ dataasɩ a yi fʋ nuusi me.’
ACT.2.36	“Die wɩa dɩ vɩɩna ta nɩnɩŋ Izara vuosi mana sɩmma dɩ Yisa wa gie, die nɩ vana ba kpaasɩ dagarɩkʋ ma wa, wʋnɩŋ ta Nabidie Ŋmɩŋ dɩ dagɩ dɩ wʋnɩŋ ʋ yine Vuovʋarɩkɩŋ Masia wa, ta bɩ yi tɩ Yɔmʋtieŋ.”
ACT.2.37	Die vuosi gie dɩ wʋnna naa wa die ba sʋgɩtɩ dɩ faasɩ chʋʋsɩ pam. Die wɩa ba pɩasɩ Piita aŋaŋ ʋ chanchaalɩba dɩ, “Tɩ nɩmballɩ, bɩa tɩ baa tɩ yi?”
ACT.2.38	Piita die dɩ balɩ a yɩ ba dɩ, “Sie nɩ mana vaa nɩ tʋmbɩatɩ, aŋ tɩ sɩɩ nɩ Ŋmɩŋ nyaabʋ Yisa Masia saaŋ ma, amʋ Ŋmɩŋ nagɩ nɩ tʋmbɩatɩ a chaa nɩ, ta ʋ yɩ nɩ ʋ piini dieke dɩ yine Ŋmɩŋ Halɩkasɩka. 
ACT.2.39	Dama Ŋmɩŋ die yɩ nʋaŋ dɩ ʋ nan nagɩ ʋ Halɩkasɩ a yɩ nɩnɩŋ aŋaŋ nɩ ballɩ, aŋaŋ vuodiekemba dɩ benne saasaa, aŋaŋ vuodiekemba mana tɩ Yɔmʋtieŋ Nabidie Ŋmɩŋ dɩ baaŋ wa aŋ ba tuo ʋ nʋaŋ.”
ACT.2.40	Ka kʋaŋ chaaŋ, Piita die dɩ balɩ ba wɩa pam ta kpaaŋ ba aŋaŋ nɩŋŋmɩna dɩ, “Nɩ vʋarɩ nɩ gbaŋ a nyɩŋ Ŋmɩŋ tɩbɩdatɩ dieke dɩ kienene lele gie vuobɩatɩ gie ma wa.” 
ACT.2.41	Die ba pam die dɩ tuo Piita wʋbalɩkaha a dii, die ba yiwo sɩba vuosi tuse ataa, ta ba sɩɩ ba Ŋmɩŋ nyaabʋ, ta ba gʋtɩ ba ma. 
ACT.2.42	Die saŋŋa mana ba ŋaaŋ bʋgɩra a nyɩna tʋntʋntɩba jigiŋ, ta die a lagɩma a pɔgɩla taŋ aŋaŋ nʋabalɩmɩŋ, ta lagɩma die nyindiike, ta bɩ lagɩma a jʋʋsa Ŋmɩŋ.
ACT.2.43	Ta ŋmaamɩŋ die dɩ yallɩ vuoŋ mana; tʋntʋntɩba die dɩ yi mamachi tʋnkpɩɩma pam aŋaŋ Ŋmɩŋ hagɩrɩŋ wa. 
ACT.2.44	Die Yisa kʋaŋanvuosi mana die dɩ pɔgɩlɩ taŋ aŋaŋ nʋabalɩmɩŋ ta tɩa ba nyinti a yɩa taŋ. 
ACT.2.45	Ta die a naga ba faarɩ a daa a naga ligirehe a tɩa a yɩa taŋ, dɩ mʋna vuoŋ mana tuo die. 
ACT.2.46	Daaŋ mana ba ko lagɩma taŋ Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ ma a jɩama Ŋmɩŋ ama ba nyɩŋ mi, ba ŋaaŋ gara taŋ tige a lagɩŋ die nyindiike aŋaŋ sʋgɩfɩalɩŋ aŋaŋ sʋgɩyɩalɩŋ aŋaŋ taŋ. 
ACT.2.47	Ta saŋŋa mana ba ŋaaŋ bɩra Ŋmɩŋ, ta vuoŋ mana die dɩ yallɩ sʋgɩfɩalɩŋ aŋaŋ ba. Ta daaŋ mana tɩ Yɔmʋtieŋ ŋaaŋ vasa vuosi dɩ yese gbatɩtaanɩŋ ta gʋta ba ma.
ACT.3.1	Daaŋ kaanɩ Piita aŋaŋ Jɔɔn die dɩ gara Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ ma, Ŋmɩŋ jʋʋsɩŋ saŋŋa, agbaa kʋaŋ chaaŋ hawasɩ ataa saŋŋa die wonde. 
ACT.3.2	Womi sanʋarɩ tɩŋ, sanʋaŋ dieke die ba wasɩnana “Sanʋavɩɩka” daa wʋnyɩ die dɩ yine gbarɩgɩŋ ʋ mɩsɩ mana ma ma die dɩ kalɩ mi. Daaŋ mana die ba ŋaaŋ chii wo mɩŋ a keŋ kalɩŋ sanʋarɩ gie tɩŋ ʋ dɩ jʋʋsa vuodiekemba dɩ juunene Ŋmɩŋ juoku me ligire. 
ACT.3.3	Die ʋ yene Piita aŋaŋ Jɔɔn dɩ balla ba juu wo, ʋ jʋʋsɩ ba ligire. 
ACT.3.4	Die ba mana dɩ yiŋŋi a daansɩ wa die, womi Piita die dɩ baarɩ dɩ, “Daansɩma tɩ.” 
ACT.3.5	Die wɩa die ʋ daansa ba ta yaa tama sɩba ʋ nan ye jaaŋ a nyɩŋ ba jigiŋ. 
ACT.3.6	Ama Piita die dɩ balɩ a yɩ wa dɩ, “Tɩ wo ligire, ama tɩ nan yɩ fʋ jadieke tɩ yalla. Manɩŋ n yɩ fʋ nʋaŋ Yisa Masia vuodieke dɩ yine Nazeriti vuoke saaŋ ma, hagɩ chʋŋ” 
ACT.3.7	ta yigi ʋ nuudiigiŋ me a suŋŋi wo ʋ hagɩ zie. Lele womi daa wa nagɩsɩ aŋaŋ ʋ naachɩgɩsa dɩ ye hagɩrɩŋ; 
ACT.3.8	ʋ hagɩ a yʋgɩ a zie ʋ nagɩsɩ ma a dɩ dɩa a chʋŋ chʋŋ. Womi die ʋ dɩ ba kʋaŋ a juu Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ ma a chʋŋ ta yʋga a bɩra Ŋmɩŋ. 
ACT.3.9	Die vuosi mana dɩ yene wo ʋ chʋnnana ta bɩra Ŋmɩnnɩ, 
ACT.3.10	die ba mɩŋŋɩ wa dɩ vuodieke dɩ ŋaana kala Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ sanʋarɩ tɩka jigidieke ba wasɩnana “Sanʋavɩɩka ” a jʋʋsa wa wonde, die dɩ yi be mamachi aŋaŋ ŋmaamɩŋ aŋaŋ wudieke dɩ yine a yɩ wa wa.
ACT.3.11	Die daa wa die dɩ goori Piita aŋaŋ Jɔɔn a yallɩ, die dɩ yi vuosi mana mamachi ba chɩgɩ ga ba jigiŋ, jigidieke die ba wasɩnana “Solomoni Lɩɩfaaŋ” wa. 
ACT.3.12	Piita die dɩ yene vuosisi ʋ pɩasɩ ba dɩ, “Nɩnɩŋ Izara vuosi, bɩa wɩɩrɩ gie dɩ yi nɩ mamachi? Ta bɩa nɩ daansa tɩ sɩba dɩ yiwo tɩ gbaŋ gbaŋ tɩ hagɩrɩŋ yaa tɩ wʋvɩɩna wɩa tɩ yi daa wa gie dɩ chʋŋ? 
ACT.3.13	Nabidie Ŋmɩŋ, vuodieke die Abarahami aŋaŋ Aziki aŋaŋ Jakobu die dɩ jɩanna wa, ta bɩ yi Ŋmɩŋ dieke tɩ chʋalɩba die dɩ jɩanna wa, wʋnɩŋ ʋ kɔtɩna ʋ Tʋntʋntʋ Yisa ŋmɩŋsikpeŋ aŋaŋ ʋ gbaŋ gbaŋ hagɩrɩŋ. Wʋnɩŋ die nɩ nagɩ a yɩ tɩ nyɩŋkʋraha nuusi me, ta zeti wo Paliti nɩŋŋa saŋŋa dieke Paliti die dɩ yaalala dɩ ʋ vaa ʋ ga yɔrɩ wa. 
ACT.3.14	Die ʋ yiwo Ŋmɩŋ vuoŋ ta bɩ yi vuovɩɩnɩŋ ama die nɩ zeti wo mɩŋ ta balɩ Paliti dɩ ʋ vʋarɩ vuokʋʋrʋ wa a yɩ nɩ. 
ACT.3.15	Die wɩa, nɩnɩŋ die nɩ yine ba kʋʋ Miivoliyɩɩrʋ wa; ama Ŋmɩŋ die dɩ vaa ʋ hagɩ kuŋ me, ta tɩnɩŋ tɩ yine wɩɩrɩ gie daansɩatieliŋ. 
ACT.3.16	Dɩ yiwo Yisa wa saarɩ yiko tɩ wa dɩ yi daa wa gbaamɩŋ. Gbarɩgɩrɩ gie yiwo vuodieke nɩ wone sɩba ta bɩ yese wo, ama ʋ keŋ ye gbaamɩŋ, dama ʋ yine Yisa saaŋ yada wa wɩa. Ʋ yine Yisa saaŋ yada wɩa ʋ ye gbaamɩŋ ta zie nɩ mana nɩŋŋa naa.
ACT.3.17	“Lele n nɩmballɩ, n sɩba a baarɩ wudieke nɩnɩŋ aŋaŋ nɩ nyɩŋkʋraha dɩ yine ba kʋʋ Yisa wa, die nɩ ka sɩba wudieke die nɩ yinene chɩaŋ. 
ACT.3.18	Ama Ŋmɩŋ die wɔŋ balɩ ʋ wɩɩrɩ a yɩ ʋ naazʋalɩba, ta ba gbaŋ die dɩ balɩ a yɩ vuosi dɩ sie ʋ Vuovʋarɩkɩrɩ Masia wa dii wahala. Die ʋ vaa ka seŋ yi wusie sɩba nɩ yine die wo.
ACT.3.19	“Die wɩa nɩ vaa nɩ tʋntʋmbɩatɩ ta yiŋŋi a keŋ Ŋmɩŋ jigiŋ amʋ ʋ nagɩ nɩ tʋmbɩatɩ a chaa nɩ, 
ACT.3.20	ta ʋ nan bɩ yɩ nɩ haalɩtɩ voosiŋ, ta bɩ tʋŋ Yisa Masia nɩ jigiŋ, vuodieke ʋ wone a vʋarɩ wa a yɩ nɩ wa. 
ACT.3.21	Ama sie Yisa wa wɩarɩ arɩzanna ma a ga tʋgɩ saŋŋa dieke Ŋmɩŋ dɩ bala ʋ wʋnsɩ jaaŋ mana sɩba die ʋ vana ʋ naazʋalɩkasɩ mba die dɩ benne kʋrɩŋ ma wa dɩ balɩ wa.
ACT.3.22	“Die gbaŋ Mosisi dɩ baarɩ dɩ, ‘Tɩ Yɔmʋtieŋ Nabidie Ŋmɩŋ nan daansɩ yɩ nɩ naazʋa sɩba ʋ tʋnna mɩŋ naa, ta ʋ nan yi nɩ gbaŋ gbaŋ nɩ vuoŋ. Nɩnɩŋ nɩ mʋ nɩ wʋmma wudieke mana ʋ balala nɩ. 
ACT.3.23	Vuodieke mana dɩ kana ka wʋmma wudieke mana wʋnɩŋ naazʋa wa mi dɩ balala, Ŋmɩŋ nan vʋarɩ die vuoke a nyɩŋ ʋ vuosi me ta chʋʋsɩ wa.’
ACT.3.24	“Ta Ŋmɩŋ naazʋalɩŋ banɩŋ ba aŋaŋ naazʋa Samuli aŋaŋ vuodiekemba die dɩ kenne ʋ kʋaŋ chaatɩ ta die bala Ŋmɩŋ wɩaha die wɔŋ balɩ wudieke dɩ yinene daarɩ gie nʋaŋ. 
ACT.3.25	Ŋmɩŋ nʋa diekemba die ʋ yɩna ʋ naazʋalɩba, yiwo nɩ sɩɩtɩ, a bɩ gʋtɩ, nʋa dieke Ŋmɩŋ dɩ yɩna nɩ chɔɔŋkʋʋlɩba gbaŋ yiwo nɩ sɩɩtɩ. Dama die ʋ balɩ wa Abarahami dɩ, ‘Fʋ haagɩŋ wʋnyɩ ma, maŋ nan daagɩ a yi alibarika yɩ tɩŋgbaŋka gie vuosi mana.’ 
ACT.3.26	Die wɩa Ŋmɩŋ dɩ vʋarɩ ʋ Tʋntʋntʋ Masia wa ta woliŋ tʋŋ wa nɩ jigiŋ, dɩ ʋ vaa nɩ chɩgɩ a nyɩŋ nɩ tʋntʋmbɩatɩ ma ta ye alibarika ka.”
ACT.4.1	Die Piita aŋaŋ Jɔɔn die dɩ yene ko bala wɩa a yɩa vuosisi, die Ŋmɩŋ kɩkaabɩtɩba aŋaŋ Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ sojasisi jakʋʋŋ aŋaŋ Sadusisi vuosi dɩ keŋ ba jigiŋ, 
ACT.4.2	dama die ba jɩɩ wa sɩnyɩɩrɩŋ a yɩ Piita aŋaŋ Jɔɔn, dɩ ba dagɩnana vuosisi dɩ Yisa die hagɩ kuŋ me wɩa, ka dagɩ sɩba kunti nan daansɩ hagɩ kuŋ me. 
ACT.4.3	Die wɩa die ba yigi be a nagɩ ba a yi dansarɩka sʋŋ dɩ tʋŋ vʋŋ, dama yuŋ die wɔŋ a sibe mɩŋ. 
ACT.4.4	Ama daadaŋ diekemba die dɩ wʋnna Piita aŋaŋ Jɔɔn balɩkʋ die dɩ yi Yisa yada ta yi Yisa kʋaŋandɩɩsɩrɩŋ. Ta vuodiekemba die dɩ dɩna Yisa dɩ yi sɩba vuosi tuse anʋ.
ACT.4.5	Tʋŋ die dɩ vʋnna, Juu vuosi nɩŋŋandɩɩsɩrɩba aŋaŋ ba nyɩŋkʋra aŋaŋ mɩraha dɩdagɩrɩba die dɩ lagɩŋ taŋ ba lagɩmɩŋ jigiŋ Jerusalemi ma, 
ACT.4.6	die ba lagɩŋ aŋaŋ Ŋmɩŋ kɩkaabɩtɩba jakʋʋŋ Anasi aŋaŋ Kayafasi aŋaŋ Jɔɔn aŋaŋ Alekizanda aŋaŋ Ŋmɩŋ kɩkaabɩtɩba jakʋʋrɩ tigiŋ vuosi bataŋ. 
ACT.4.7	Die ba yi Piita aŋaŋ Jɔɔn dɩ keŋ zie ba sʋnsʋŋ ta ba pɩasa ba dɩ, “Bɩa hagɩrɩŋ nɩ yallɩ, ta mɩnɩa saaŋ ma nɩ yie wɩaha gie?”
ACT.4.8	Womi Ŋmɩŋ Halɩkasɩka die dɩ hagɩ Piita ma ʋ yiŋŋi a balɩ ba dɩ “Nɩnɩŋ nɩŋŋandɩɩsɩrɩŋ aŋaŋ nyɩŋkʋra, 
ACT.4.9	dɩɩ yi nɩ pɩasa tɩ jinne yaa gamma wʋvɩɩŋ dieke tɩ yine a yɩ gbarɩgɩrɩ gie aŋaŋ ʋ yene gbaamɩŋ dene, 
ACT.4.10	die nɩŋ, nɩ mana aŋaŋ Izara vuosi mana sɩmma dɩ dɩ yiwo Nazeriti vuoke Yisa Masia saaŋ ma ta daa wa gie dɩ ye gbaamɩŋ ta zie nɩ nɩŋŋa naa. Yisa wo mi die nɩ yi ba kpaasɩ wa dagarɩkʋ ma a kʋʋ wa wa ama ta Ŋmɩŋ dɩ vaa ʋ hagɩ kumbu me wo. 
ACT.4.11	Wʋnɩŋ ʋ yine vuodieke Ŋmɩŋ gbaŋkʋ dɩ balɩ ʋ wɩaha dɩ
ACT.4.11	‘Taŋ dieke nɩnɩŋ mɩmɩɩrɩba dɩ zetine wo
ACT.4.11	yiŋŋine a keŋ bɩrɩŋ gɔŋgɔŋyʋgɩrɩŋ taŋ vɩɩnɩŋ.’
ACT.4.12	Ta vuoŋ saaŋ bɩ wori tɩŋgbaŋka gie me ta Ŋmɩŋ dɩ yɩ vuosi dɩ tɩ ye gbatɩtaanɩŋ, sie Yisa nyɩɩna ma.”
ACT.4.13	Die lagɩŋkʋ vuosi dɩ yene Piita aŋaŋ Jɔɔn dɩ dine dembisi dene wo, ta die ba bɩ mɩŋŋɩ dɩ Piita aŋaŋ Jɔɔn die yiwo vuodiekemba dɩ kana ka sɩba gbanɩŋ die dɩ yi be mamachi, ba mɩŋŋɩ dɩ die banɩŋ aŋaŋ Yisa die benne. 
ACT.4.14	Ama die ba yene daa dieke die dɩ yene gbaaŋkʋ dɩ ziene Piita aŋaŋ Jɔɔn jigiri die ba ka bɩagɩ balɩ wɩɩŋ a chʋʋsɩ ba. 
ACT.4.15	Die wɩa die ba vaa ba ye nyɩŋ lagɩŋkʋ jigiŋ, ta ba wa ye taŋ, 
ACT.4.16	ta pɩasa taŋ dɩ, “Bɩa tɩ nan yi dembisi gie? Dama vuodieke mana dɩ benne Jerusalemi ma sɩba mamachi wudieke ba yine, ta tɩ kaaŋ bɩagɩ chiisike. 
ACT.4.17	Ama nɩ vaa aŋ tɩ kpaaŋ ba dɩ ba daa bɩ wa Yisa saaŋ a yɩ vuoŋ, amʋ vuosi kaaŋ wʋŋ Yisa wɩɩrɩ gie.”
ACT.4.18	Die wɩa die ba bɩ wa ba a keŋ juu a balɩ ba dɩ “Nɩ sɩmma nɩ bɩ nagɩ Yisa saaŋ a balɩ yaa dagɩ vuoŋ bɩbra.” 
ACT.4.19	Ama Piita aŋaŋ Jɔɔn die dɩ yiŋŋi a balɩ ba dɩ, “Nɩnɩŋ nɩ gbaŋ gbaŋ nɩ yilime dɩ bɩa mʋna Ŋmɩŋ jigiŋ? Tɩ saagɩ a yɩ nɩ ta zeti Ŋmɩŋ nʋaŋ yaa? 
ACT.4.20	Dama tɩ kaaŋ bɩagɩ vaa wudieke tɩ gbaŋ gbaŋ tɩ yene ta wʋŋ wa balɩŋ.” 
ACT.4.21	Ta die lagɩŋkʋ nyɩŋkʋraha die dɩ bɩ kpaaŋ ba aŋaŋ nɩŋŋmɩna ta vaa ba ga yɔrɩ, dama die ba ka ye wɩɩŋ ba baaŋ nagɩ a datɩ ba tɩbɩŋ, dama vuosisi die faasɩ bala mɩŋ ta bɩra Ŋmɩŋ saaŋ aŋaŋ wudieke dɩ yine wo. 
ACT.4.22	Daa dieke die dɩ yene mamachi gbaaŋkʋ die tɩaŋ bɩna baŋɩsɩ-nɩɩsa.
ACT.4.23	Die ba dine vaa Piita aŋaŋ Jɔɔn wa, die ba yiŋŋi ga ba chanchaalɩba jigiŋ a balɩ ba wudieke Ŋmɩŋ kɩkaabɩtɩba jakʋʋrɩ aŋaŋ nyɩŋkʋraha dɩ bala ba wa. 
ACT.4.24	Die ba wʋnna naa wa, die ba mana die dɩ lagɩsɩ taŋ aŋaŋ sʋgɩbalɩmɩŋ a jʋʋsɩ Ŋmɩŋ dɩ “Tɩ Yɔmʋtieŋ Nabidie Ŋmɩŋ, fʋ naana ŋmɩŋsikpeŋ aŋaŋ tɩŋgbaŋka gie, mʋgɩkpɩɩma aŋaŋ nyindiekemba dɩ benne a ma, 
ACT.4.25	die Halɩkasɩka ma fʋ dagɩ tɩ chɔɔŋkʋʋŋ Davidi vuodieke die dɩ yine fʋ tʋntʋntʋ, ta die ʋ bʋgɩ balɩ fʋ Halɩkasɩ yiko me dɩ
ACT.4.25	‘Bɩa yine vuodiekemba dɩ kana a ka yi Juu vuosi dɩ pɩrɩ aŋaŋ sɩnyɩɩrɩŋ,
ACT.4.25	ta Izara vuosi dɩ sama saŋ tɔgɩtɩ
ACT.4.26	ta tɩŋgbaŋka gie naara aŋaŋ ba nyɩŋkʋra dɩ lagɩsɩ taŋ
ACT.4.26	a tuole dɩ ba wagɩ aŋaŋ Nabidie Ŋmɩŋ aŋaŋ
ACT.4.26	ʋ Vuovʋarɩkɩrɩ Masia wa.’
ACT.4.27	“Dɩ yiwo wusie dɩ, Herodi aŋaŋ Pontiwosi Paliti aŋaŋ vuodiekemba dɩ kana a ka yi Juu vuosi aŋaŋ Izara vuosi die seŋ lagɩsɩ mɩŋ tɩka ma ta saŋ dɩ ba kʋʋ kasɩ tʋntʋntʋ Yisa, vuodieke die fʋ vʋarɩna a zie wo. 
ACT.4.28	Die ba lagɩsɩya mɩŋ dɩ ba yi wudieke mana fʋ hagɩrɩŋ aŋaŋ fʋ yaalɩŋ ma fʋ wone a saŋ dɩ ka nan yi wo. 
ACT.4.29	Ta lele tɩ Yɔmʋtieŋ, ye vuosi gie dɩ ŋaana a juo tɩ ŋmaamɩŋ dene, ta vaa tɩnɩŋ vuodiekemba dɩ yine fʋ yɔŋɩsɩ balɩma fʋ wɩaha gie aŋaŋ dembisi pam, 
ACT.4.30	ta tɩɩntɩ fʋ nuuŋ ta yɩ yʋagɩtieliŋ ye gbaamɩŋ, ta vaa tɩ yime mamachi wʋkpɩɩma pam aŋaŋ fʋ kasɩ tʋntʋntʋ Yisa saaŋ hagɩrɩŋ ma.”
ACT.4.31	Die ba dine a jʋʋsɩ Ŋmɩŋ a kpatɩ wa, jigidieke ba lagɩŋna wa dɩ dɔŋ, ta Ŋmɩŋ Halɩkasɩka die dɩ suuli ba mana die ba piili a bala Ŋmɩŋ wɩaha aŋaŋ sʋgɩhagɩrɩŋ.
ACT.4.32	Saŋka mi Yisa kʋaŋandɩɩsɩrɩŋ mana die dɩ lagɩŋ taŋ aŋaŋ sʋŋanyili balɩmɩŋ aŋaŋ sʋgɩbalɩmɩŋ, ta tɩa ba nyinti a yɩa taŋ. Vuoŋ die ka baarɩ dɩ ʋ sɩɩwa jaaŋ. 
ACT.4.33	Die saŋŋa mi tʋntʋntɩba die dɩdɩ tɩ Yɔmʋtieŋ Yisa kumbu hagɩŋ daansɩa, ta daansɩaka die yaa hagɩrɩŋ pam, ta Ŋmɩŋ die dɩ yi alibarika pam a yi ba mana ma. 
ACT.4.34	Die vuoŋ wo ba sʋŋ a waarɩ jaaŋ, dama vuodiekemba die dɩ yalla ba gbaŋ gbaŋ kʋatɩ yaa tige ŋaaŋ nagɩha a daa mɩŋ a yaa ligirehe, 
ACT.4.35	a keŋ tʋntʋntɩba jigiŋ, ta ba nagɩ tɩa a yɩ vuoŋ mana ʋ yaala dene.
ACT.4.36	Die daa wʋnyɩ die bie mi ʋ saaŋ dɩ dɩ Josefu, ta die yi Liiva buuriŋ vuoŋ, ta ba mɩɩrɩ wa Saapurusi, vuodieke tʋntʋntɩba dɩ wasɩnana Banabasi (ka chɩaŋ yine susuŋŋiru), 
ACT.4.37	die dɩ keŋ nagɩ ʋ kʋaŋ a daa, a yaa ligirehe a keŋ a yɩ tʋntʋntɩba.
ACT.5.1	Ama daa wʋnyɩ gbaŋ die benne a dɩ Ananiasi ta ʋ hɔgʋ dɩaŋ dɩ dɩ Safara. Die ba nagɩ ba faarɩ a daa, 
ACT.5.2	ta die nagɩ ligirehe a taŋ a lɔbɩrɩ, ta ʋ hɔgʋ wa dɩ sɩba ha wɩa, ta die nagɩ ligire tɩalɩka ha a yaa ga yɩ tʋntʋntɩba ha. 
ACT.5.3	Piita die dɩ pɩasɩ wa dɩ, “Ananiasi, bɩa fʋ vaa Sitaani dɩ juu fʋ sʋŋ a nyaŋŋɩ fʋ, ta yi fʋ chɩbɩ ŋmɩnchɩbɩsɩ a yɩ Ŋmɩŋ Halɩkasɩka ta nagɩ ligirehe a taŋ fʋ tuone a nyɩŋ kʋakʋ ma fʋ nagɩna a daa wa? 
ACT.5.4	Die fʋ yene ka nagɩ ka a daa wa, die ka ka yiwo fʋ sɩɩtɩ? Ta die fʋ nagɩna ka a daa wa, ligirehe die ka yi fʋ sɩɩtɩ? Ta bɩa yine fʋ yile fʋ sʋŋ ma a yi naa? Fʋnɩŋ fʋ ka chɩbɩ ŋmɩnchɩbɩsɩ a yɩ wa vuota, ama fʋ chɩbɩ yɩ wa Ŋmɩŋ.” 
ACT.5.5	Die Ananiasi die dɩ wʋnna naa, die dɩ kpi a nan. Die ŋmaaŋkpeŋkpɩɩŋ dɩ juu vuodiekemba mana die dɩ wʋnna ʋ kumbu wɩaha. 
ACT.5.6	Womi dalʋaka die dɩ keŋ nyɩŋ a muuri ʋ nyɩŋgbaŋka aŋaŋ garɩŋ a chii wo a nyɩŋ a ga guu.
ACT.5.7	Ka kʋaŋ chaaŋ hawasɩ ataa, ʋ hɔgʋ wa die dɩ keŋ juu jigidieke Piita die benne wo, ta ka sɩba wudieke dɩ yine. 
