MAT.1.1	Rodovnik Jezusa Kristusa, Davidovega sina, Abrahamovega sina.
ACT.4.18	In poklicali so ju nazaj in jima zapovedali, da nikakor ne smeta več govoriti in učiti v Jezusovem imenu. 
ACT.4.19	Toda Peter in Janez sta jim odvrnila: »Presodite, kaj je bolj pravično pred Bogom: poslušati vas ali Boga? 
ACT.4.20	Ne moreva, da ne bi govorila o tem, kar sva videla in slišala.« 
ACT.4.21	Nato so jima še huje grozili. Ker pa niso našli nobenega vzroka, da bi ju kaznovali, so ju odpustili zaradi ljudi, saj so vsi poveličevali Boga spričo tega, kar se je zgodilo; 
ACT.4.22	zakaj človek, ki je bil tako čudežno ozdravljen, je imel že čez štirideset let.
ACT.4.23	Ko so ju izpustili, sta se vrnila k svojim in jim povedala vse, kar so jima bili povedali véliki duhovniki in starešine. 
ACT.4.24	Ob njunih besedah so verniki enodušno povzdignili glas k Bogu in molili: »Gospod, ti si ustvaril nebo in zemljo in morje in vse, kar tam biva! 
ACT.4.25	V Svetem Duhu si govoril po ustih našega očeta Davida, svojega služabnika:
ACT.4.27	V tem mestu so se zares zbrali zoper tvojega svetega služabnika Jezusa, ki si ga ti mazilil. Zbrali so se Heród in Poncij Pilat, pogani in Izraelovi rodovi, 
ACT.4.28	da bi storili, kar si ti v svoji môči in v svojem sklepu vnaprej določil. 
ACT.4.29	In zdaj, Gospod, glej, kaj grozijo, in daj, da bomo tvoji služabniki pogumno oznanjali tvojo besedo! 
ACT.4.30	Iztegni roko, da se bodo dogajala ozdravljenja in znamenja in čudeži v imenu tvojega svetega služabnika Jezusa!«
ACT.4.31	In ko so odmolili, se je potresel prostor, kjer so bili zbrani; in vsi so bili polni Svetega Duha in so oznanjali božjo besedo brez strahu.
ACT.4.32	Množica teh, ki so sprejeli vero, je bila kakor eno srce in ena duša. Nihče ni trdil, da je to, kar ima, njegova last, temveč jim je bilo vse skupno. 
ACT.4.33	Apostoli so z veliko močjo pričevali o vstajenju Gospoda Jezusa in velika milost je bila nad vsemi. 
ACT.4.34	Nihče med njimi ni trpel pomanjkanja. Lastniki, ki so prodajali zemljišča ali hiše, so prinašali izkupiček 
ACT.4.35	ter ga polagali k nogam apostolov; in sleherni je od tega dobil, kar je potreboval. 
ACT.4.36	Tudi Jožef, levít, po rodu s Cipra, ki so ga apostoli klicali Bárnaba (to v prevodu pomeni »sin tolažbe«), 
ACT.4.37	je prodal njivo in prinesel denar ter ga položil k nogam apostolov.
ACT.5.1	Toda mož po imenu Hananíja je z ženo Safíro prodal posestvo 
ACT.5.2	in si pridržal nekaj izkupička in njegova žena je vedela za to; drugi del pa je prinesel in položil k nogam apostolov.
ACT.5.3	Peter mu je rekel: »Hananíja, zakaj je satan napolnil tvoje srce, da si lagal Svetemu Duhu in si pridržal del izkupička od zemljišča? 
ACT.5.4	Če ga ne bi bil prodal, ali ne bi imetje ostalo tvoje? In ko si ga prodal, ali ti ni bil denar na voljo? Zakaj si v srcu sklenil takšno dejanje? Ne ljudem, temveč Bogu si lagal!«
ACT.5.5	Ko je Hananíja slišal te besede, se je zgrudil in izdihnil. In velika groza je navdala vse, ki so to slišali. 
ACT.5.6	Pristopili so mladeniči, ga pokrili, odnesli in zagrebli.
ACT.5.7	Minile so kake tri ure in prišla je njegova žena, ki ni slutila, kaj se je bilo zgodilo. 
ACT.5.8	Peter jo je ogovoril: »Povej mi, ali sta res za toliko prodala zemljišče?«
ACT.5.8	»Dà,« je odvrnila, »za toliko.«
ACT.5.9	Peter ji je dejal: »Zakaj sta se domenila, da preskusita Gospodovega Duha? Glej, koraki teh, ki so pokopali tvojega moža, so že pri vratih! Tudi tebe bodo odnesli.«
ACT.5.10	In pri priči se je zgrudila k njegovim nogam in izdihnila. Vstopili so mladeniči in jo našli mrtvo; odnesli so jo ter jo zagrebli poleg njenega moža. 
ACT.5.11	In velika groza je obšla vso Cerkev in vse, ki so to slišali.
ACT.5.12	Po rokah apostolov se je dogajalo veliko znamenj in čudežev med ljudmi; in vsi so se enodušno zbirali v Sálomonovem stebrišču. 
ACT.5.13	Od drugih se jim nihče ni upal pridružiti, ljudstvo pa jih je zelo cenilo. 
ACT.5.14	Vse bolj je raslo število mož in žená, ki so verovali v Gospoda. 
ACT.5.15	In tako so prinašali bolnike na ceste ter jih polagali na ležišča in nosila, da bi se, kadar je šel Peter mimo, vsaj njegova senca dotaknila katerega izmed njih. 
ACT.5.16	Tudi iz krajev v okolici Jeruzalema so prihajali ljudje in prinašali bolnike in takšne, ki so jih mučili nečisti duhovi; in vsi so bili ozdravljeni.
ACT.5.17	Tedaj so se polni nevoščljivosti dvignili véliki duhovnik in njegovi somišljeniki iz ločíne saducejev. 
ACT.5.18	Prijeli so apostole in jih vrgli v mestno ječo. 
ACT.5.19	Toda Gospodov angel je ponoči odprl vrata ječe, popeljal apostole na prostost in jim rekel: 
ACT.5.20	»Pojdite, stopíte v tempelj in govorite ljudem vse besede tega življenja!« 
ACT.5.21	Apostoli so ubogali in zarana šli v tempelj ter začeli učiti.
ACT.5.21	Medtem se je véliki duhovnik sešel s svojimi somišljeniki ter sklical véliki zbor in vse starešinstvo Izraelovih sinov; poslali so v ječo, da bi apostole privedli prednje.
ACT.5.22	Stražarji so šli, vendar v ječi niso našli apostolov. Vrnili so se in sporočili: 
ACT.5.23	»Ječo smo našli skrbno zapahnjeno in straže so stale pred vrati. Toda ko smo odprli, nismo našli v njej nikogar.« 
ACT.5.24	Ko so poveljnik templja in véliki duhovniki slišali te besede, so se v zadregi spraševali, kaj naj bi to pomenilo. 
ACT.5.25	Tu pa je nekdo vstopil in sporočil: »Glejte, možje, ki ste jih vrgli v ječo, stojijo v templju in učijo ljudstvo.« 
ACT.5.26	Tedaj je odšel poveljnik s stražarji in privedel apostole, vendar ne s silo; bali so se ljudi, da jih ne bi kamenjali.
ACT.5.27	Pripeljali so apostole in jih postavili pred véliki zbor. In véliki duhovnik jih je zasliševal: 
ACT.5.28	»Ali vam nismo zabičali, da ne smete učiti v tem imenu? Glejte, vi pa ste Jeruzalem napolnili s svojim naukom in hočete nad nas priklicati kri tega človeka!«
ACT.5.29	Peter in apostoli pa so odgovorili z besedami: »Boga je treba poslušati bolj kot ljudi! 
ACT.5.30	Bog naših očetov je obudil Jezusa, ki ste ga vi pribili na križ in usmrtili. 
ACT.5.31	Bog pa ga je kot voditelja in odrešenika povišal na svojo desnico, da bi se Izrael spreobrnil in dosegel odpuščanje svojih grehov. 
ACT.5.32	In mi smo priče teh dogodkov, pa tudi Sveti Duh, ki ga je Bog dal njim, ki ga poslušajo.«
ACT.5.33	Ko so to slišali, so se razsrdili in jih hoteli pobiti. 
ACT.5.34	Toda v zboru je vstal farizej z imenom Gamáliel, učitelj postave, ki je med vsemi ljudmi užival velik ugled. Vêlel je, naj apostole za nekaj časa pošljejo ven. 
ACT.5.35	Nato je spregovoril: »Možje Izraelci, dobro preudarite, kaj nameravate narediti s temi ljudmi! 
ACT.5.36	Pred časom se je dvignil Tevdá, ki se je izdajal za nekaj posebnega in je imel kakih štiristo privržencev; ubili so ga in vsi, ki so mu sledili, so se razkropili in izginili. 
ACT.5.37	Za njim se je v času ljudskega štetja dvignil Juda iz Galileje in potegnil ljudstvo za sabo; tudi tega so ubili in njegovo gibanje je propadlo. 
ACT.5.38	In zdaj vam pravim: roke proč od teh ljudi in izpustite jih! Zakaj če sta njihov načrt in njihovo početje od ljudi, bosta propadla; 
ACT.5.39	če pa izhajata od Boga, jih ne boste mogli uničiti, temveč se boste znašli v boju proti Bogu.«
ACT.5.39	Poslušali so njegov nasvet. 
ACT.5.40	Poklicali so apostole, jih dali pretepsti in jim zabičali, da ne smejo govoriti v Jezusovem imenu; nato so jih izpustili. 
ACT.5.41	In apostoli so zapustili véliki zbor, veseli, da so bili vredni trpeti zasramovanje zaradi (Jezusovega) imena. 
ACT.5.42	Dan za dnem so v templju in po hišah neutrudno učili in oznanjali Kristusa Jezusa.
ACT.6.1	Število učencev je naraščalo. Helenisti pa so v tistih dneh začeli godrnjati čez Hebrejce, češ da so njihove vdove zapostavljene pri vsakodnevni oskrbi. 
ACT.6.2	Dvanajsteri so sklicali množico učencev in rekli: »Ni prav, da mi zanemarjamo božjo besedo, ker strežemo pri mizi. 
ACT.6.3	Poiščite si, bratje, iz svojih vrst sedem mož, ki uživajo ugled in so polni Duha in modrosti, in določili jih bomo za to službo! 
ACT.6.4	Mi pa se bomo posvetili molitvi in oznanjevanju besede.«
ACT.6.5	Množica je predlog soglasno sprejela. Izvolili so Štefana, moža, ki je bil poln vere in Svetega Duha, Filipa, Próhorja, Nikánorja, Tímona, Parmenája in Nikolája, spreobrnjenca in priseljenca iz Antiohíje. 
ACT.6.6	Predstavili so jih apostolom in ti so med molitvijo položili nanje roke.
ACT.6.7	In božja beseda je rasla, število učencev v Jeruzalemu se je zelo množilo in tudi veliko duhovnikov je sprejelo vero.
ACT.6.8	Štefan pa je bil poln milosti in moči in je delal velike čudeže in znamenja med ljudmi. 
ACT.6.9	Toda vstali so nekateri iz shodnice, ki se imenuje Shodnica osvobojencev in Kiréncev in Aleksandrijcev, in nekateri iz Kilíkije in Azije ter se prerekali s Štefanom. 
ACT.6.10	In niso se mogli ustavljati modrosti in Duhu, v katerem je govoril. 
ACT.6.11	Tedaj so naščuvali može, da so trdili: »Slišali smo, kako je govoril bogokletne besede proti Mojzesu in proti Bogu!« 
ACT.6.12	In nahujskali so ljudstvo, starešine in pismouke, da so pristopili k njemu, ga zgrabili in odvlekli pred véliki zbor. 
ACT.6.13	Privedli so krive priče, ki so trdile: »Ta človek kar naprej govori zoper ta sveti kraj in zoper postavo. 
ACT.6.14	Slišali smo ga, kako je rekel, da bo tisti Jezus nazaréjec razdejal ta kraj in spremenil običaje, ki nam jih je izročil Mojzes.«
ACT.6.15	Vsi, ki so sedeli v vélikem zboru, so uprli pogled v Štefana in videli, da je njegov obraz tak kakor angelov.
ACT.7.1	Véliki duhovnik je vprašal: »Ali je res tako?«
ACT.7.2	Štefan je odgovoril:
ACT.7.2	»Možje, bratje in očetje! Poslušajte!
ACT.7.2	Bog veličastva se je prikazal našemu očetu Abrahamu, ko je živel v Mezopotámiji, še preden se je naselil v Haránu, 
ACT.7.4	Tedaj je Abraham zapustil kaldéjsko deželo in se naselil v Haránu. Po očetovi smrti mu je vêlel, naj odide od tam; in prišel je v deželo, v kateri zdaj vi prebivate. 
ACT.7.5	In ni mu dal niti sežnja dedne posesti; obljubil pa mu je, 
ACT.7.6	In Bog je takóle govoril: 
ACT.7.7	 je rekel Bog. 
ACT.7.8	In dal mu je zavezo obrezovanja; in tako se mu je rodil Izak, ki ga je obrezal osmi dan, in Izaku Jakob in Jakobu dvanajst očakov.
ACT.7.9	Očaki so Jožefa iz nevoščljivosti prodali za sužnja v Egipt. Toda Bog je bil z njim 
ACT.7.10	in ga je rešil iz vseh stisk ter mu izkazal milost in modrost pred faraonom, egiptovskim kraljem. Faraon ga je postavil za upravitelja nad Egiptom in vso svojo hišo. 
ACT.7.11	Prišla pa je lakota nad ves Egipt in nad Kánaan. Stiska je bila velika in naši očetje niso mogli najti živeža. 
ACT.7.12	Ko je Jakob slišal, da imajo v Egiptu žito, je prvič poslal naše prednike tja. 
ACT.7.13	Ko pa so prišli drugič, se je dal Jožef prepoznati svojim bratom in faraon je spoznal Jožefov rod. 
ACT.7.14	Jožef je poslal po svojega očeta Jakoba in ga povabil, naj pride k njemu z vsem sorodstvom, ki je štelo petinsedemdeset duš. 
ACT.7.15	In Jakob se je preselil v Egipt in tam umrl, kakor tudi naši očetje. 
ACT.7.16	Njihova trupla so prepeljali v Síhem in jih pokopali v grobu, ki ga je Abraham za srebrn denar kupil od Hemórjevih sinov v Síhemu.
ACT.7.17	Bolj ko se je bližal čas obljube, ki jo je Bog dal Abrahamu, bolj je ljudstvo raslo in se množilo v Egiptu, 
ACT.7.18	dokler ni 
ACT.7.19	Ta je varal naš narod in zatiral naše očete; silil jih je izpostavljati novorojence, da ne bi ostali pri življenju. 
ACT.7.20	V tem času se je rodil Mojzes, ki je bil lep pred Bogom. Tri mesece je rasel v očetovi hiši. 
ACT.7.21	Ko pa je bil izpostavljen, ga je vzela faraonova hči in si ga vzgojila za sina. 
ACT.7.22	In Mojzes se je izobrazil v vsej egipčanski modrosti in bil silen v besedah in dejanjih.
ACT.7.23	Ko je dopolnil štirideset let, ga je v srcu obšlo, da bi obiskal brate, Izraelove sinove. 
ACT.7.24	In ko je videl, kako se nekomu izmed njih godi krivica, ga je branil in se maščeval nad njegovim zatiralcem tako, da je Egipčana ubil. 
ACT.7.25	Prepričan je bil, da bodo bratje razumeli, da jih hoče Bog po njegovi roki rešiti; pa niso razumeli.
ACT.7.26	Naslednjega dne je prišel mednje, ko so se prepirali. Skušal jih je pomiriti z besedami: ‘Možje, saj ste bratje! Zakaj delate krivico drug drugemu?’ 
ACT.7.27	Toda mož, ki je storil krivico sosedu, ga je odrinil in vprašal: ‘
ACT.7.29	Ob tej besedi je Mojzes zbežal in se naselil kot tujec v midjánski deželi; tam sta se mu rodila dva sinova.
ACT.7.30	Ko je minilo štirideset let, 
ACT.7.31	Mojzes je ostrmel, ko je zagledal to prikazen, in se hotel približati, da bi jo bolje videl. Tedaj pa se je zaslišal Gospodov glas: 
ACT.7.32	 Mojzes je začel drgetati in si ni upal pogledati. 
ACT.7.35	Tega Mojzesa, ki so ga zavrgli z besedami: 
ACT.7.36	On jih je odpeljal proč ter delal znamenja in čudeže v egiptovski deželi, v Rdečem morju in v puščavi štirideset let. 
ACT.7.37	To je Mojzes, ki je rekel Izraelovim sinovom: 
ACT.7.38	Ta je bil pri množici, zbrani v puščavi, z angelom, ki mu je govoril na Sínajski gori, in z našimi očeti; on je prejel besede življenja, da jih nam izroči. 
ACT.7.39	Toda naši očetje ga niso hoteli ubogati. Zavrnili so ga in si v svojih srcih želeli nazaj v Egipt. 
ACT.7.40	Govorili so Aronu: 
ACT.7.41	In v tistih dneh so naredili tele, darovali maliku in se veselili nad izdelkom svojih rok.
ACT.7.42	Bog pa se je odvrnil od njih in dopustil, da so častili vojsko nebesnih teles, kakor je zapisano v knjigi prerokov:
ACT.7.43	da bi klečali pred njimi.
ACT.7.44	Naši očetje so imeli šotor pričevanja v puščavi. Tako je naročil on, ki je rekel Mojzesu, naj ga naredi po podobi, ki jo je videl. 
ACT.7.45	Ta šotor so prevzeli v dediščino naši očetje in ga odnesli s seboj, ko so pod Józuetovim vodstvom vzeli deželo poganom, ki jih je Bog pregnal izpred obličja naših očetov. Tako je bilo do dni kralja Davida, 
ACT.7.46	ki je našel milost pred Bogom in prosil, da bi našel bivališče Bogu Jakobovemu. 
ACT.7.47	Toda šele Sálomon mu je sezidal hišo. 
ACT.7.48	Vendar Najvišji ne prebiva v izdelku človeških rok, kakor pravi prerok:
ACT.7.51	Vi, ki ste trdovratni in neobrezani v srcih in ušesih, vi, ki se vedno upirate Svetemu Duhu: kakor vaši očetje, tako tudi vi! 
ACT.7.52	Katerega izmed prerokov niso preganjali vaši očetje? Ubijali so tiste, ki so napovedovali prihod Pravičnega; in vi ste zdaj postali njegovi izdajalci in ubijalci. 
ACT.7.53	Vi, ki ste po naročilu angelov prejeli postavo, pa se je niste držali!«
ACT.7.54	Ko so to slišali, so se razsrdili v svojih srcih in škripali z zobmi proti njemu. 
ACT.7.55	Štefan pa je poln Svetega Duha uprl pogled proti nebu in videl božjo slavo in Jezusa, ki je stal na božji desnici, 
ACT.7.56	in rekel: »Glejte, nebesa vidim odprta in Sina človekovega, ki stoji na božji desnici!«
ACT.7.57	Tedaj so zakričali z močnim glasom, si zatisnili ušesa in vsi hkrati planili nadenj. 
ACT.7.58	Pahnili so ga iz mesta in ga kamenjali. In priče so položile svoja oblačila k nogam mladeniča, ki mu je bilo ime Savel. 
ACT.7.59	In kamenjali so Štefana. Ta pa je molil in govoril: »Gospod Jezus, sprejmi mojo dušo!« 
ACT.7.60	Nato je pokleknil in zaklical z močnim glasom: »Gospod, ne prištevaj jim tega greha!« Ko je to rekel, je zaspal.
ACT.8.1	Savel je bil med tistimi, ki so odobravali ta uboj.
ACT.8.1	Tisti dan je nastalo veliko preganjanje Cerkve v Jeruzalemu. Vsi razen apostolov so se razkropili po krajih Judeje in Samaríje. 
ACT.8.2	Pobožni možje so pokopali Štefana in glasnó žalovali za njim. 
ACT.8.3	Savel pa je zatiral Cerkev; vdiral je v hiše, vlačil iz njih moške in ženske ter jih pehal v ječo.
ACT.8.4	Tisti, ki so se razkropili, so vsepovsod oznanjali besedo. 
ACT.8.5	Filip je prišel v mesto Samaríjo in tam oznanjal Kristusa. 
ACT.8.6	Množice so enodušno prisluhnile Filipovim besedam. Poslušale so ga in gledale znamenja, ki jih je delal: 
ACT.8.7	veliko obsedencev so z glasnim krikom zapustili nečisti duhovi, veliko hromih in šepavih je bilo ozdravljenih. 
ACT.8.8	V mestu je zavladalo veliko veselje.
ACT.8.9	V mestu je živel mož po imenu Simon, čarodej, ki je vzbujal začudenje med prebivalstvom Samaríje; govoril je, da je nekaj posebnega. 
ACT.8.10	Vsevprek ga je občudovalo, mlado in staro. Govorili so: »On je božja moč, ki se imenuje Velika moč.« 
ACT.8.11	Bili so njegovi privrženci, ker jih je že dolgo mešal s svojimi čarodejstvi. 
ACT.8.12	Ko pa so možje in žene začeli verjeti Filipu, ki jim je oznanjal besedo o božjem kraljestvu in o imenu Jezusa Kristusa, so se dajali krstiti. 
ACT.8.13	Tudi sam Simon je sprejel vero; dal se je krstiti in se oklenil Filipa. Gledal je znamenja in strmel nad velikimi čudeži, ki so se dogajali.
ACT.8.14	Apostoli v Jeruzalemu so slišali, da je Samaríja sprejela božjo besedo; zato so tja poslali Petra in Janeza. 
ACT.8.15	Ko sta prispela tja, sta molila zanje, da bi prejeli Svetega Duha. 
ACT.8.16	Zakaj Duh še ni bil prišel na nobenega izmed njih, bili so samó krščeni v imenu Gospoda Jezusa. 
ACT.8.17	Tedaj sta nanje polagala roke in prejemali so Svetega Duha.
ACT.8.18	Ko je Simon videl, da apostola s polaganjem rok delita Svetega Duha, jima je prinesel denar 
ACT.8.19	in rekel: »Dajta tudi meni moč, da bo vsak, na kogar bom položil roke, prejel Svetega Duha!«
ACT.8.20	Peter pa mu je rekel: »Pojdi v pogubo, ti in tvoj denar, če misliš, da si božji dar lahko kupiš z denarjem! 
ACT.8.21	Ti nimaš deleža pri tem in ne pravice do tega, zakaj tvoje srce ni iskreno pred Bogom. 
ACT.8.22	Spreobrni se od svoje grdobije in prôsi Gospoda, morda ti odpusti namero tvojega srca! 
ACT.8.23	Vidim, da si poln grenkega žolča in ves v sponah krivičnosti.«
ACT.8.24	Simon je odgovoril z besedami: »Molíta zame h Gospodu, da me ne bi zadelo kaj takega, kar sta rekla!«
ACT.8.25	Potem ko sta izpričala in oznanila Gospodovo besedo, sta se napotila proti Jeruzalemu in ponesla veselo oznanilo v številne samaríjske vasi.
ACT.8.26	Gospodov angel je govoril Filipu z besedami: »Vstani in odpotuj proti jugu, k cesti, ki pelje iz Jeruzalema v Gazo!« Ta cesta je zapuščena.
ACT.8.27	Filip je vstal in odpotoval. In glej, etiopski evnuh, dvorjan etiopske kraljice kandáke, ki je upravljal vso njeno zakladnico, se je vračal iz Jeruzalema, kamor je šel molit. 
ACT.8.28	Sedèl je na vozu in glasno bral preroka Izaija. 
ACT.8.29	Duh je rekel Filipu: »Pohíti in pridruži se temu vozu!« 
ACT.8.30	Filip je pritekel in ga je slišal, da bere preroka Izaija. Vprašal ga je: »Ali razumeš, kaj bereš?«
ACT.8.31	Ta je odgovoril: »Kako naj bi razumel, ko me pa nihče ne pouči?« Povabil je Filipa, naj stopi na voz in prisede.
ACT.8.32	Odlomek iz svetega spisa, ki ga je bral, se je glasil takole:
ACT.8.34	Evnuh je ogovoril Filipa in rekel: »Prosim te, o kom govori tu prerok? O sebi ali o kom drugem?« 
ACT.8.35	Filip je spregovoril, izhajal je iz tega mesta v spisu, nato pa je navezal na veselo oznanilo o Jezusu. 
ACT.8.36	Ko sta potovala naprej, sta prišla do neke vode in evnuh je rekel: »Glej, voda! Kaj mi brani, da ne bi bil krščen?« 
