MAT.1.1	Knige rodstva Jezuš Kristuša, siná Dávidovoga, siná Abrahámovoga. 
2CO.1.11	Pomágajôči i ví zmolitevjov za nás; naj z vnôgi osôb dár nám dáni po vnôgi se dá hvála za nás. 
2CO.1.12	Ár je hvála naša eta, svedôstvo düšnevêsti naše: kâ smo se vu Bôžoj prostôči i čistôči, nej vu modrôsti telovnoj, nego vu milošči Božoj, obračali na svêti: naj bole pa pri vás. 
2CO.1.13	Ár drüga vám ne pišemo: nego tô; ka čtéte i ka znáte. Vüpam se pa; kâ i notri do konca znali bodte. 
2CO.1.14	Liki ste i spoznali nás z ednoga tála: kâ smo vaša hvála, liki i ví naša vu dnévi Gospon Jezušovom.
2CO.1.15	I ztôv vüpaznostjov sem šteo k vám idti oprvič; naj drügo miloščo máte. 
2CO.1.16	I po vás prêk idti vu Macedonijo i pá z Macedonie idti k vám i po vás se sprevájati vu Judeo. 
2CO.1.17	Tô záto premišlávajôči jeli sem zlêhkôtov živo? Ali, štera premišlávam, pôleg têla premišlávam: naj bode pri meni tak, tak, i nej nej? 
2CO.1.18	Veren je pa Bôg: kâ je rêč naša k vám nej bila tak i nej. 
2CO.1.19	Ár je Sin Boži Jezuš Kristuš, kí je med vami po nami predgani, po meni i Silvánuši i Timoteuši, nej bio tak i nej; nego je bio tak vu njem. 
2CO.1.20	(Ár vsákša obečanja Boža so vu njem, tak i vu njem amen) Bôgi na diko po nás. 
2CO.1.21	Té pa, kí nás z vami vrét potrdjáva vu Kristuša i namazao je nás, je Bôg. 
2CO.1.22	Kí je i zapečato nás i dáo je zálogo Düha svétoga vu srcá naša. 
2CO.1.23	Jas pa svedoka Bogá zovém na mojo düšo: kâ sem vás milüvao; kâ sem do eti máo nej šô v Korintuš. 
2CO.1.24	Nej, ka bi kralüvao nad vašov verov: nego, ka smo pomočnícke radosti vaše. Ár vu veri stojíte.
2CO.2.1	Eto sem pa vu sebi sôdo: naj neidem k vám pá vu dresélnosti. 
2CO.2.2	Ár či vás jas razdreselim: što je, kí mené obeselí; nego razdreséljeni od méne. 
2CO.2.3	I písao sem vám tô isto: naj, gda k vám prídem, nemam žalosti od oni, nad šterimi bi se meo radüvati zavüpavši se na vás vse; kâ je moja radost vsê vás. 
2CO.2.4	Ár sem vám z vnôge nevôle i stiskávanja srcá písao po vnôgi skuzáj: nej, ka bi se dreselili; nego, ka bi lübézen spoznalí; štero obilno mám k vám.
2CO.2.5	Či je pa što razdréselo: nej je mené razdréselo, nego ztála; naj vás vse doli ne potéžim. 
2CO.2.6	Zadosta je tákšemi eto od vnôgi káranje. 
2CO.2.7	Tak naj prôti bole njemi ví odpistíte i obeselíte ga: naj se kak zprevelikov žalostjov ne vtopi té tákši. 
2CO.2.8	Záto prosim vás: skážte njemi tô lübézen. 
2CO.2.9	Ár sem záto i písao; naj vás spoznam po vardêvanji: či ste na vsa pokorni. 
2CO.2.10	Komi pa kâ ví odpüstíte: i jas njemi odpüstim. Ár, či sem i jas ká odpüsto, komi sem odpüsto: za vás volo sem odpüsto pred Kristušovim lícom; naj se ne vkanimo od Šatana. 
2CO.2.11	Ár známo njegova mišlênja.
2CO.2.12	Gda sem pa prišao vu Troado na Kristušovoga Evangelioma nazviščávanje, i dveri so mi odprte bilé vu Gospodni: dönok sem nej meo gmaha v dühí mojem; ka sem nej najšao Tituša brata mojega. 
2CO.2.13	Nego slobô sem vzéo od njíh i vö sem šô vu Macedonio. 
2CO.2.14	Ali bojdi Bôgi hvála, kí vsigdár nám obládanje dá vu Kristuši, i díšanje znanosti svoje nazviščáva po nás vsákom mesti. 
2CO.2.15	Ár smo Kristušovo dobro díšanje Bôgi v oní, kí se zveličajo: i v oni, kí se skvaríjo. 
2CO.2.16	Etim istina dihalo smrti na smrt: onim pa dihalo žítka na žítek. Ali što je k etim spodoben? 
2CO.2.17	Ár nej smo, liki vnôgi, ka bi podmênili rêč Božo: nego, liki z čistôče, nego, liki z Bogá pred Bogom vu Kristuši, gučímo.
2CO.3.1	Začnemo pá samí sebé preporáčati? Ali potrebüjemo, liki níki, preporáčani listôv k vám? ali od vás preporáčani k drügim? 
2CO.3.2	Naš líst ste ví písani vu srcáj naši: šteroga znájo i čtéjo vsi lüdjé. 
2CO.3.3	Geto je očivesno: ka ste líst Kristušov po našoj slüžbi správleni, písani nej z črnilom; nego z Dühom živoga Bogá: nej, na kameni táblaj, nego na mesni táblaj srcá.
2CO.3.4	Vüpanje pa tákše mámo po Kristuši k Bôgi: 
2CO.3.5	Nej ká bi spodobni bilí samí od sébe misliti kâ, liki samí z sébe: nego spodobnost naša je z Bogá. 
2CO.3.6	Kí je i spodobne nás včino sluge nôvoga Zákona, nej píska; nego dühá. Ár písk v mori: düh pa oživí.
2CO.3.7	Či je pa slüžba smrti vu pískaj, štera je osnovlena v kameni táblaj, vu tákšoj díki bíla; da so nej mogli glédati sinovje Izraelski na líce Môšešovo za volo díke líca njegovoga, štera je prêdôča bíla: 
2CO.3.8	Kakda bi ne bíla bole slüžba dühá vu díki? 
2CO.3.9	Ár či je slüžba prekléstva díka: od koga bole obiljáva slüžba pravice vu díki? 
2CO.3.10	Ár i tó odíčeno nej je bilô odíčeno v tom táli za volo prevelike díke. 
2CO.3.11	Ár či je tó preminôče odíčeno bilô: od koga bole tô, štero ostáne, je vu díki? 
2CO.3.12	Imajôči záto tákšo vüpazon z velikov srčnostjov živémo v guči. 
2CO.3.13	I nej liki je Môšeš djáo pokrivalo na obráz svoj, da bi ne vidili sinovje Izraelski na konec toga preminôčega. 
2CO.3.14	Ali obtrdjene so pámeti njihove. Ár notri do denéšnjega dnéva pokrivalo nad čtenjom stároga Zákona neodkrito ostanjüje: štero se vu Kristuši kraj jemlé. 
2CO.3.15	Ali do denéšnjega dnéva, gda čtéjo Môšeša, pokrívalo nad srcom njihovim leží. 
2CO.3.16	Gda se pa što obrné k Gospodni: teda se kraj vzeme pokrivalo. 
2CO.3.17	Gospôd je pa Düh. Gde je pa Gospodnov Düh: tam je sloboščina. 
2CO.3.18	Mí pa vsi z odkritim licom Gospodnovo díko liki v gledali glêdajôči v tisti obráz se preminjávamo od díke na díko, liki od Gospodnovoga Dühá.
2CO.4.1	Záto, da eto slüžbo mámo, liki smo miloščo dôbili, ne pomenkávamo. 
2CO.4.2	Nego odmetávamo skrivna dela sramôte i ne hodimo vu jálnosti; niti ne mêšamo rêč Bôžo: nego z očivesnostjov istine preporáčamo samí sebé pri vsoj düšnojvêsti lüdi pred Bôgom. 
2CO.4.3	Či je pa i zakriti naš Evangeliom, pred têmi je zakriti; kí se skvaríjo. 
2CO.4.4	Vu šteri je Bôg etoga svêta oslêpo pámeti ti neverni: naj njim ne svêti svetlost Evangelioma dike Kristušove; ki je Boži kêp.
2CO.4.5	Ár ne prêdgamo samí sebé: nego Kristuš Jezuša Gospôda, samí sebé pa sluge vaše po Jezuši. 
2CO.4.6	Kâ Bôg, kí je velo z kmice svetlost síjati, je té, kí je síjao vu srcáj naši na presvečenjé spoznanja díke Bože vu obrázi Jezuš Kristuša. 
2CO.4.7	Mámo pa té kinč vu črepnjeni posôdaj: dostojnost môči Boža bode, i nej z nás. 
2CO.4.8	Vu vsem se stiskávamo; ali ne stísnemo se: dvojímo, ali ne zdvojímo. 
2CO.4.9	Pregánjamo se; ali ne nihámo se: težímo se; ali ne pogübímo se. 
2CO.4.10	Vsigdár vmárjenjé Gospon Jezuša vu têli okôli nosimo: naj se i žítek Jezušov vu têli našem skáže. 
2CO.4.11	Ár se mí živôči vseskôs na smrt dávamo za volo Jezuša: naj se i žítek Jezušov skáže vu mrtelnom têli našem.
2CO.4.12	Etak tak smrt v nami dela; žíjek pa vu vami. 
2CO.4.13	Da pa mámo toga istoga. Dühá vere pôleg onoga, ka je písano: vervao sem, záto sem gúčao: i mí verjemo, záto i gučímo. 
2CO.4.14	Znajôči, kâ, kí je zbüdo Gospon Jezuša, i nás po Jezuši zbüdí i zvami vrêt naprê postávi. 
2CO.4.15	Ár eta vsa za vašo volo bodo: naj milošča obiljávajôča po vnôgi hválo dávanji bole obiljáva na díko Božo. 
2CO.4.16	Záto ne pomenkamo: nego, či se i vünêšnji naš človik zrüšáva, dönok te znotrêšnji se ponávla od dnéva do dnéva. 
2CO.4.17	Ár ta očnomegnjena lêhkôta trplênja našega jáko preveliko vekivečno žméčavo dike nám správla. 
2CO.4.18	Ár mí ne glédamo ta vídôča; nego ta nevidôča. Ár ta vidôča so do časa: te nevidôča so pa vekivečna.
2CO.5.1	Ár známo: kâ, či se zemelske naše hiže stánek raspistí, cimper od Bogá mámo, hižo brezi rôk naprávleno, vekivečno vu nebésaj. 
2CO.5.2	Ár i v tom zdühávamo: ka se ščémo v prebiválišče naše, štero je z nebés, gori oblêčti. 
2CO.5.3	Či se li oblečeni, i nej nági, nájdemo. 
2CO.5.4	Ár, kí smo vetom stánki, zdühávamo pod bremenom záto, ka se neščemo slêčti, nego gori oblêčti: naj se požré mrtelnost od žítka. 
2CO.5.5	Kí je pa nás na tô spravo: je Bôg; kí nám je dáo i zálog i Dühá. 
2CO.5.6	Vüpamo se tak vsigdár i známo: kâ, dokeč vu têli, kak tühénci, hodimo, daleč smo kraj od Gospodna. 
2CO.5.7	(Ár po veri hodimo: nej po vidênji.) 
2CO.5.8	Vüpamo se pa i ščémo se bole vö zoseliti z têla i prebívati pri Gospodni. 
2CO.5.9	Záto se i paščimo; ali smo v têli prebívajôči, ali se pa vö selimo: naj njemi vugodni bodemo. 
2CO.5.10	Ár se je nám vsêm potrêbno pred Kristušovim sodckim stolcom skázati: naj prime vsákši, ka je po têli činio pôleg toga ka je delao, ali dobro, ali hüdo.
2CO.5.11	Znajôči tak strájh Boži, lüdí rátamo: Bôgi smo pa očivesni. Vüpam se pa; ka smo i vu vaši düšnivêstaj očivesni. 
2CO.5.12	Ár ne preporáčamo vám pá samí sebé: nego vám príliko dávamo hvále nad nami; naj máte kâ prôti têm, kí se vu obrázi hválijo, i nej srcá. 
2CO.5.13	Ár ali bláznijemo, Bôgi bláznijemo: ali čednüjemo, vam čednüjemo. 
2CO.5.14	Ár Kristušova lübéznost nas stiskáva. 
2CO.5.15	Kakti one, ki tô sôdimo: kâ, či je eden za vse mro, tak so vsi mrli. I za vse je mro: naj ti živôči več ne živéjo sebi; nego tomi, kí je za njé mro i gori stano. 
2CO.5.16	Záto mí od etoga máo nikoga neznamo pôleg têla. Či smo pa i spoznali pôleg têla Kristuša: ali zdaj ga več ne poznamo. 
2CO.5.17	Záto či je što vu Kristuši; nôvo stvorenjé je: ta stára so prêšla, ovo vsa so nôva včinjena. 
2CO.5.18	Tá pa vsa so od Bogá; kí nás je sebom zméro po Jezuš Kristuši i dáo nam je slüžbo zmérjanja. 
2CO.5.19	Da geto je Bôg bio vu Kristuši, zméro je ete svét z sebom i nej njemi je notri račúnao prestoplenjá njegova; i položo je vu nás rêč toga ftíšanja. 
2CO.5.20	Za Krístuša tak v poselstvi hodéči, liki da bi se vam Bôg molo po nas, prosimo za Kristuša, zmérte se z Bogom. 
2CO.5.21	Ár onoga, ki je nej znao grêha, je za nás grêh včino: naj mi bodemo pravica Boža vu njem.
2CO.6.1	Da pa vküp delamo: opomínamo vás: naj zamán miloščo Božo ne vzemete. 
2CO.6.2	Ár právi: vu priétnom vrêmeni sem te poslüjhno; i vu dnévi zveličanja sem te po mogao. Ovo zdaj je vrêmen priétno; ovo zdaj je dén zveličanja. 
2CO.6.3	Nikomi nikše v nikom ne dávajmo potikávanje, naj se ne grajá naša slüžba. 
2CO.6.4	Nego se vu vsem preporáčajmo, liki Boži slüžbenícke vu vnôgom znášanji, vu nevoláj, vu potrêbčinaj, vu stiskávanjaj. 
2CO.6.5	Vu žlakaj, vu temnicaj, vu stanenjáj, vu delaj, vu verustüvanjaj, vu postéj. 
2CO.6.6	Vu čistôči, vu spoznanji, vu trplivosti, vu dobrotivosti, vu S. Dühi, vu nezkazlívnoj lübéznosti. 
2CO.6.7	Vu istine rêči, vu Božôj môči, po rožjê pravice z dêsne i z lêve stráni. 
2CO.6.8	Po díki i nepoštenjé, po hüdi i dobri glási, liki zapelávci, i dönok ístinski. 
2CO.6.9	Liki neznani, i dönok znáni: liki vmérajôči, i ovo živémo: liki ščukani i dönok nej vmorjeni. 
2CO.6.10	Liki žalostni, vsigdár se pa radüvajôči: liki siromácke, vnôge pa obogativši: liki nikaj nemajôči, i vsákšim ládajôči. 
2CO.6.11	Vüsta naša so se odprla k vám, ó Korintušánci! srcé naše je razšérjeno. 
2CO.6.12	Nej ste vôski v nami; vôski ste pa vu srcáj vaši. 
2CO.6.13	Na mesto nazáj dáne pláče, liki sinom velím: razšérte se i ví vu srcáj vaši k nám.
2CO.6.14	Ne vozte lücki járem z nevernimi. Ár kákši tál má pravica z nepravdenostjov? I kákše je občinstvo svetlosti i kmice? 
2CO.6.15	I kak se glíha Kristuš z Beliálom? Ali kákši tál je toga vernoga z nevernim. 
2CO.6.16	Ali ka je za žloženjé Cérkvi Bože z bolvanmi? Ár ste ví Cérkev žívoga Bogá: liki je erkao Bôg; kâ bom v njíh prebívao i med njimi bom hodo; i bom njim Bôg, i oni bodo meni lüdstvo. 
2CO.6.17	Záto vöidite od njíh i odlôčte se, velí Gospôd, i nečistoga se ne doteknite; i jas vás gori vzemem. 
2CO.6.18	I bom vám za Očo i ví bodete meni za Sini i čeri: právi te vsamogôči Gospôd.
2CO.7.1	Záto tákša obečanja da mámo, lübléni; očistimo se od vse rúžnosti têla i dühá dokončávajôči posvečenjé naše vu Bogá bojaznosti. 
2CO.7.2	Primte nás: nikomi smo nepravico nej včínili; nikoga smo nej skvárili; níkoga smo nej vkanili. 
2CO.7.3	Ne právim eto vám na skvárjenjé. Ár sem že naprê erkao: kâ ste vu srcâj naši tak, da smo gotovi zvami vrét mrêti i živeti.
2CO.7.4	Dosta srčnosti mám k vám gúčati dosta hvále nad vami: napunjen sem z obeseljom: jáko obiljávam z radostjov vu vsoj našoj nevôli. 
2CO.7.5	Ár, gda smo šli vu Macedonijo, nikši gmajh je nej melo têlo naše: nego vu vsem smo stiskávani. Zvüna vojsküvanja; z nôtra pa stráhi. 
2CO.7.6	Ali Bôg, kí te ponizne obeséljáva, obéselo je nás po Tituša k nám prihájanji. 
2CO.7.7	Nej samo pa vu prihájanji njegovom: nego i vu obeseljávanji; šterim je obeséljeni nad vami nazviščávajôči nám vaše želênje, vaše jôkanje, vašó lübéznost, nad menom tak; da sem se ešče bole radüvao. 
2CO.7.8	Ár, či sem vás i razdréselo po lísti, nej mi je žao; či mi je gli žao bilô. Ár vídim; kâ vás je tisti líst, či gli do časa, razdréselo. 
2CO.7.9	Zdaj se pa radüjem, nej kâ ste razdreséljeni bilí: nego kâ ste razdreséljeni na pokôro. Ár ste razdreséljeni pôleg Bogá tak; da ste v nikakšo škodo nej prišli po nas. 
2CO.7.10	Ár pôleg Bogá žalost pokôro na zveličanje nepožalüvano dela: toga svêta žalost pa smrt dela. 
2CO.7.11	Ár ovo tô isto, ka ste pôleg Bogá razdreséljeni bili, kákšo jedrnost je delalo vu vami? k tomi i zagovor, i čemére, i strájh, i želênje i vrêlost, i zadomeščánje? Vu vsem ste pokázali: kâ ste v tom deli čísti. 
2CO.7.12	Záto či sem vám gli písao: dönok nej za volo nepravico delajôčega; niti za volo nepravico trpéčega; nego za toga volo, naj se skáže naša jedrnost nad vami pri vas i pred Bogom.
2CO.7.13	Záto smo se obéselili nad vašim obeseljom. Obilnê pa ešče smo se radüvali nad radostjov Tituša: kâ se je rashládo düh njegov odevsê vás. 
2CO.7.14	Ár, či sem se v kom pred njim z vami hválo, nej sem se osramoto: nego, liki smo vám vsa vu ístini gúčali, tak i hvála naša od Tituša se je za istinsko najšla. 
2CO.7.15	I srcé njegovo je obilnêše k vám: gda se spomína zvsê vás bôganja, i kak ste ga z bojaznostjov i strahotov príjali. 
2CO.7.16	Radüjem se záto: kâ se vu vsem na vás zavüpam.
2CO.8.1	Na znanje pa vám dámo bratje, miloščo Božo; štera je dána gmajnam Macedonskim. 
2CO.8.2	Kâ je vu vnôgom vardêvanji nevôle rásla obilnost radosti njihove i pôleg globočíne siromaštvo njihovo je obiljávalo vu bogástvi prôstosti njihove. 
2CO.8.3	Ár pôleg premôči, svedočim i više premôči, so gotovi bili. 
2CO.8.4	Z vnôgov prošnjov proséči nás: ka bi miloščo i občinstvo slüžbe na svéte dáno k sebi vzéli. 
2CO.8.5	I nej, liki smo se vüpali: nego so samí sebé dáli prvle Gospodni, potom i nám po vôli Božoj. 
2CO.8.6	Naj mí opomínamo Títuša; da, liki je prvle záčao, tak i dokonča pri vas i tô miloščo. 
2CO.8.7	Da, liki vu vsêm obiljávate vu veri i rêči i znánji i vsákoj jedrnosti i zvašov k nám lübéznostjov, tak i vu toj milošči obiljávajte. 
2CO.8.8	Ne právim pôleg zapôvidi: nego naj po drügi jedrnosti i vaše lübéznost čistôčo vardenem. 
2CO.8.9	Ár znáte miloščo Gospodna našega Jezuša Kristuša; ka je za vás siromák včinjen bogat bodôči: naj ví ž njegovim siromaštvom obogátite. 
2CO.8.10	I tanáč vám v tom dávam. Ár tô vám valá: kí ste nej samo činiti; nego i privoliti pred têm záčali v preminôčem leti. 
2CO.8.11	Zdaj pa i činênje dokončajte: da, liki je gotova bíla vola, tak i dokončanje z toga, ka máte. 
2CO.8.12	Ár, či je gotova vola, pôleg toga, ka má, priéten je Človik; nej pôleg onoga, ka nema. 
2CO.8.13	Ár nečem naj drügi lêhkôto, ví pa teškôčo, máte: nego naj se z ednákoče vu vezdášnjem vrêmeni vaša obilnost vu njihovom zmenkanji skáže. 
2CO.8.14	Naj i njihova obilnost vám bode vu vašem zmenkanji k pomôči tak; da bode ednákost. 
2CO.8.15	Liki je písano: kí je vnogo nábrao, nej je obiljávao: i kí je malo nábrao, nej je meo menje.
2CO.8.16	Hvála pa Bôgi: kí je tô jedrnost dáo nad vami vu srcé Tituša. 
2CO.8.17	Kâ je istina opomínanje rad príjao: jedrnêši pa bodôči z dobre vôle je šô k vám. 
2CO.8.18	Poslali smo pa ž njim vrét brata: kí má hválo vu Evangeliomi po vsê gmajnaj. 
2CO.8.19	Nej samo tô pa; nego i náto je odločen od gmajn; naj našega pôtniküvanja tiváriš bode z tistov miloščov, štera se slüži od nás na tistoga Gospôda díko i na hválo vašoj dobroj vôli. 
2CO.8.20	Ogíbajôči se toga; naj nas što ne grajá vu toj obilnosti, štera se od nás slüži. 
2CO.8.21	Liki kí dobra dela správlamo nej samo pred Gospodnom; nego i pred lüdmí. 
2CO.8.22	Poslali smo pa ž njimi brata našega, šteroga smo sküsili vu vnôgom dugovánji vnogokrát jedrnoga bodôčega; zdaj pa dosta jedrnêšega po velikcj vüpaznosti k vám. 
2CO.8.23	Ali si od Títuša, bojdi guč, moj tiváriš je, i med vami z menom vrét delavec; ali od bratov naši, Apoštolje so gmajn i díka Kristušova. 
2CO.8.24	Záto skázanje lübéznosti vaše i naše hvále nad vami skážte k njim i pred gmajnami.
2CO.9.1	Ár od slüžbe, štera se prikažüje tim svétim istina, ka mi je nej potrêbno vám písati. 
2CO.9.2	Ár znám gotovost vašo, z koterov se od vás hválim Macedoničáncom; kâ je Ahaia gotova od láinšnjega leta, i vaša pobožnost je vnôge nadignola. 
2CO.9.3	Poslao sem pa ete brate; naj hvála naša nad vami zamán ne bode v tom táli; da, kak sem pravo, gotovi bodete. 
2CO.9.4	Naj se kak, či z menom prído Macedoničánci i nájdejo vás nepriprávlene, ne osramotímo (naj ne erčém ví) vu toj stálnosti te hvále. 
2CO.9.5	Potrêbno se mi je záto vidilo opomenôti brate: kâ bi naprê šli k vám, i pripravili bi naprê obečano zbérico vašo; naj gotova bode tak, liki dobrovolna zbérica, i nej liki skopôst. 
2CO.9.6	Tô pa velim: kí skôpo sêja, skôpo bode i žeo: i kí sêja vu blagoslovi, vu blagoslovi bode i žeo. 
2CO.9.7	Vsákši, kak je gori djáo v srci: nej z žalosti, ali z primárjanja. Ár veséloga dávca lübi Bôg. 
2CO.9.8	Zmožen je pa Bôg včiniti; naj vsa milošča obiljáva med vami: da vu vsem vsigdár vso zadovolnost majôči obiljávate na vse dobro delo. 
2CO.9.9	(Liki je písano: rasipávao je, dáo je siromákom; pravica njegova ostáne na vekke. 
2CO.9.10	Kí pa dáva semen sêjáči: naj vám dá i krüha na jêstvino; i povnôža sêtvo vašo, i včini, da rasté náras pravice vaše). 
2CO.9.11	I vu vsem obogátite na vso prostôčo; štera dela po nas: naj se Bôgi hvála dáje. 
2CO.9.12	Ár slüžba toga áldova nej samo dopuni zmenkanja ti svéti: nego i obiljáva po vnôgi hválo dávanjaj Bôgi. 
2CO.9.13	Gda po vardêvanji ete slüžbe díčijo Bogá nad bôganjem glíbanja vašega z Kristušovim Evangeliomom i nad prostôčov občinstva na njé i na vse. 
