MAT.1.1	Jesucrist ngol lo raz chaan rey David, ne lo raz chaan Abraham kuu ngok tey re zha Israel ndala.
ACT.10.3	Thib wiz teeka las tres, taxal zha kuu ntsaa leettsoo ngwani thib mandad chaan Diox lo Kornel kuu mndaab ta ndo Kornel, ne nzhab lo Kornel:
ACT.10.3	―¡Kornel!
ACT.10.4	Tsa mwii Kornel lo mandad chaan Diox ne mzeb Kornel nzhab Kornel:
ACT.10.4	―¿Kwaan nlaaza, Zha Nabee?
ACT.10.4	Tsa lee mandad chaan Diox nzhab lo Kornel:
ACT.10.4	―Mbina Diox re kuu nzhaba lo Diox, ne ngewii Diox xa ntsowa ayud re prob. 
ACT.10.5	Btaal chop tson zha yez Jope, tsa yaxii zha Simún kuu noga le Pey. 
ACT.10.6	Kuu nzo liz Simún kuu nteguuz yid, kuu ndob liz roo nitdoo, lee Pey ne loʼa naa kwan ndoblo tsowa.
ACT.10.7	Leettsa lee mandad chaan Diox kuu mndediz lo Kornel ndya, lee Kornel mrez chop zha kuu nke tsiin lo Kornel, ne thib soldad zha kuu wlipaa nyelaaz Diox, zha kuu ne Kornel tetsow kuu gab Kornel lo. 
ACT.10.8	Leettsa ngwalo mndaa Kornel kwent kuu mzhaak Kornel lo re zha, tsa mtaal Kornel re zha yez Jope. 
ACT.10.9	Ne tedib wiz, leettsa lee re zha ndetsin gaxa yez Jope, teeka ndrol wiz lee Pey mkendab yek yuu, par tediz Pey lo Diox. 
ACT.10.10	Kwathoz mlann Pey ne ngwalaaz Pey gawu Pey, per ora lee men ngetexkwaa kuu wu Pey, ne ora cha ngwani thib kwaa lo Pey, 
ACT.10.11	ne mwii Pey mzhaal yibaa, ne mloo lo Pey thib kuu naa taxal thib le lar naro kuu ndob bgo re thapta skin, mlato lo Pey. 
ACT.10.12	Ne lo lara nzo relota maa kuu nde kon thap nii, noga re maa kuu ndedoob yu lo yu, ne re maa kuu nlazbi. 
ACT.10.13	Tsa mbin Pey thib bos kuu nzhab lo Pey:
ACT.10.13	―Pey, gwateli, beth maa ne dow maa.
ACT.10.14	Tsa lee Pey mkab ne nzhab:
ACT.10.14	―Gagte, Zha Nabee; neeka thib welt ter wun maa nambit kuu nzhowt men.
ACT.10.15	Lee bosa mre mni tedib welt, ne nzhab lo Pey:
ACT.10.15	―Loka kuu mtembiʼa Diox, ndoblot gaba nambite.
ACT.10.16	Ne tson welt ngwani kona lo Pey, tsaraa lee lar mre ngwaap yibaa tedib welt. 
ACT.10.17	Ne lee Pey kwathoz mtsow xgab naa kwan nak kuu mloo lo Pey, ne oraaka mzin re zha kuu mtaal Kornel roo liz Simún, tak mnaabdiza zha naa pa nak liz Simún. 
ACT.10.18	Ne or mzin re zha, mnaabdiz zha naa chu tya mbet Simún, kuu noga le Pey. 
ACT.10.19	Ne lee Pey bee ngetsow xgab naa kwan nak kuu mloo lo Pey, ne lee Mbi Nayon nzhab lo Pey:
ACT.10.19	―Wii lee tson mbyi ngekwaana. 
ACT.10.20	Gwateli, bla ne ngwake dits re zha, ne gagt chop xgaba, tak na mtaal zha.
ACT.10.21	Tsa mla Pey mzin Pey lo re zha kuu mtaal Kornel, tsa nzhab Pey lo re zha:
ACT.10.21	―Na nak zha kuu nkwaan goo, ¿chebee ndyaad goo?
ACT.10.22	Ne lee re zha mkab, ne nzhab:
ACT.10.22	―Nee ndyaad kwent chaan soldad Kornel, kuu nabee lo thib gayoo soldad. Lee Kornel nak thib mbyi nali, ne nzhon Kornel diiz lo Diox ne reta zha Israel ndediz wen zha Kornel. Ne thib mandad chaan Diox mni lo Kornel: Kona mtaal Kornel nee ndyaadxii nee lu, tsa yaʼa liz Kornel, ne lee Kornel gon re kuu gaba lo Kornel.
ACT.10.23	Tsa lee Pey nzhab lo re zha:
ACT.10.23	―Briid goo leen yuu.
ACT.10.23	Ne tya myaan re zha yaala, lee tedib wiz ngwa Pey kon re zha, ne noga thiban re zha kuu nyelaaz Jesús ngwa kon Pey.
ACT.10.24	Ne tedib wiza mzin re zha yez Cesarea, ta nak liz Kornel, ne lee Kornel mkaltaa re zha Liz Kornel ne re amig Kornel ne ngebet Kornel tsin Pey. 
ACT.10.25	Or mzin Pey liz Kornel, ora mroo Kornel mkayaa Pey ne mtobxub Kornel lo Pey taxal lo Diox. 
ACT.10.26	Per lee Pey mteli Kornel, ne nzhab lo Kornel:
ACT.10.26	―Gwateli, tak roptalee nak men.
ACT.10.27	Ne ngetediz Pey rop Kornel asta mzin roo pwert yuu, tsa mndaab Pey leen liz Kornel, ne mwii Pey kwaro men mkaltaa tya. 
ACT.10.28	Tsa nzhab Pey lo re zha kuu nzi tya:
ACT.10.28	―Wen ne re goo lee thib zha Israel, ndaat ley chaan nee diiz tsaal nee kon re zha kuu nagt zha Israel, ne neeka ndoblot nee tab nee leen liz zha, per lee Diox mlooʼa lon, ndoblot gapʼn lo neeka thib men lee zha nambit nak, neeka ndoblot tsowʼn xgab went nak zha. 
ACT.10.29	Kona ndyalʼn leettsa mrez goo na, ne neeka mtotʼn neeka thib kuu tsa gayaltʼn. Ne lee nal nlazʼn nen naa chebee mrez goo na.
ACT.10.30	Kornel mkab ne nzhab:
ACT.10.30	―Ndaʼa thap wiz leeka or ree, ndon nzhee lizʼn teeka las tres, ngetsowʼn ayun ne ngetedizʼn lo Diox, ne oraaka ngwani thib mbyi kuu nok thib lar kuu kwathoz nla xni lon. 
ACT.10.31	Kuu mne lon: “Kornel, mbina Diox re kuu mnaaba lo Diox, ne ngewii Diox naa xa ntsowa ayud re zha prob. 
ACT.10.32	Btaal zha ya yez Jope yaxii Simún, kuu noga le Pey, lee Pey nzo liz Simún kuu nteguuz yid kuu ndob liz gax roo nitdoo, lee Pey ne loʼa naa kwan ndoblo tsowa.” 
ACT.10.33	Ta mod mtaalʼn zha ngwaxiiʼa. Ne wen mtsowa ndyaada, ne nalor lee Diox ndewii lee retalee nzi nzhee ne nlaaz nee gon nee reta kuu mnabee Diox loʼa neʼa.
ACT.10.34	Tsa mndelo Pey mni ne nzhab:
ACT.10.34	―Nalsi nen wlipaa lalka nataak reta men lo Diox. 
ACT.10.35	Ne nkayaa Diox re zha kuu wlipaa ntsow kuu nlaaz Diox, tegal zha tedib yez nak zha. 
ACT.10.36	Diox mniʼa lo re zha raz Israel, nzhaba Diox lo re zha naa xomod wen kwin re zha kon Diox, kwent chaan Jesús, Zha Nabee lo reʼaa. 
ACT.10.37	Goo mbin xomod mndaa zha kwent chaan Jesús desde yezlyu Galilea ne asta dita yezlyu Judea, leettsa mndelo Juan mndaa kwent lo re men, lee re men ndoblo gakleyy. 
ACT.10.38	Ne wen ne goo lee Diox mndaa Mbi Nayon ne yalnabee lo Jesús zha Nazaret, ne Jesús ree mndiy mtsow yalwen ne mtegwe re zha kuu nzo mbi fyer leettsoo, ne reta koree ngok mtsow Jesús, tak lee Diox ndo kon Jesús. 
ACT.10.39	Ne nee nak cho mwii reta kuu mtsow Jesús dita yezlyu Judea ne yez Jerusalén. Ne or ngwalo mriid koree, tsaraa mbeth zha Jesús ne mkee zha Jesús lo kruz. 
ACT.10.40	Per lee Diox mteroban Jesús leettsa ndaʼa tson wiz nguth Jesús, ne mndaa Diox diiz ngwani Jesús lo re nee. 
ACT.10.41	Ne ngwanit Jesús lo reta men, sinke beeta lo re nee kuu mteed lo zha ngwani zha, ne nee ngok zha kuu mwii reta kuu mtsow Jesús. Ne re nee ndow ne ngwii kon Jesús, leettsa mroban Jesús xid re zha nguth. 
ACT.10.42	Lee Jesús mtaal nee tsa taa nee kwent chaan Jesús lo re men, tak Diox mto Jesús, tsa naab Jesús kwent lo re zha kuu naban ne lo re kuu ngutha, leettsa tsin wiza. 
ACT.10.43	Ne reta profet kuu mndaa kwent xkiiz Diox lo re men ndala, mndaaʼa profet kwent chaan Jesús, leettsa nzhab profet: “Reta zha kuu yelaaz Jesús; tetuyy Diox falt zhaʼa, tak ngwalaaz zha Jesús”.
ACT.10.44	Bee ngetedizka Pey, lee re men kuu nzi ngeyon kuu nzhab Pey mkayaa Mbi nayon. 
ACT.10.45	Ne lee re zha Israel kuu nyelaaz Jesucrist kuu ngwake dits Pey, kwaro mzegey leettsoo re zha, tak noga re zha kuu nagt zha Israel mkayaa Mbi Nayon. 
ACT.10.46	Tak mbin re zha lee re zhaʼa ndediz tedib net diiz ne nzhool zha lo Diox. 
ACT.10.47	Tsa nzhab Pey lo re zha:
ACT.10.47	―¿Chu nzo men tak ne, gagt gakleyy re zha ree kuu mkayaaʼa Mbi Nayon taxal reʼaa? 
ACT.10.48	Tsa mnabee Pey gakleyy re zhaʼa kon le Jesucrist.
ACT.10.48	Tsa nzhab re zha lo Pey kwet Pey lo re zha chop tsonta wiz.
ACT.11.1	Lee re apóstl kon re zha Judea kuu nyelaaz Jesús, mbin re zha lee re zha kuu nagt zha Israel ngwalaaz xkiiz Diox. 
ACT.11.2	Ne leettsa mre Pey Jerusalén, tsa lee chop tson re zha Israel kuu nyelaaz Jesús, re zha kuu bee ntsowka kuu nzhab lo ley, mndelo zha mbyodiz zha kon Pey. 
ACT.11.3	Ne nzhab re zha lo Pey:
ACT.11.3	―¿Chebee ngwaʼa liz zha kuu nagt zha Israel, ne mdowa kon re zha?
ACT.11.4	Tsa lee Pey nzhab lo re zha, naa chebee ngwa Pey, ne mndelo Pey nzhab reta kuu ngok. Ne nzhab Pey:
ACT.11.5	―Leettsa mndon yez Jope ngetedizʼn lo Diox, tsa taxal lo mkaal ngwani thib kwaa lon: Kuu na taxal thib le lar naro kuu naliib re thapta skin kuu ndyaadla lobee, ndyaad asta ta ndon. 
ACT.11.6	Ne or wen mwiin naa kwan nzo leen lara, tsa mwiin re maa nayii, re maa thap nii, re maa kuu ndedoob lo yu ne re maa nlazbi. 
ACT.11.7	Tsa mbin na thib bos kuu mne lon: “Pey, gwateli, beth maa ne dow maa”. 
ACT.11.8	Ora nzhapʼn: “Gagte Zha Nabee, tak neeka thib welt ter wun maa kuu nambit, maa kuu nzhowt men”. 
ACT.11.9	Tsa lee bosa mre mni lon desde lobee tedib welt ne ne lon: “Loka kuu mtembiʼa Diox gabta nambite”. 
ACT.11.10	Tson welt ngok koree, tsaraa mrey ngwape lobee tedib welt. 
ACT.11.11	Ne ora lee tson mbyi mzin roo yuu ta ndon, re zhaʼa mroo desde Cesarea ne myaad kwaan zha na. 
ACT.11.12	Tsa lee Mbi Nayon ne lon: “Bteke dits zha”; noga mndenon xoop wets, ne reta nee mndaab liz Kornel. 
ACT.11.13	Ne lee Kornel mndaa kwent lo nee, naa xomod mwii Kornel thib mandad chaan Diox liz Kornel, kuu nzhab lo Kornel: “Btaal zha ya yez Jope yaxii Simún kuu noga le Pey; 
ACT.11.14	lee Pey ne loʼa naa xomod laaʼa lo re falta, lu ne reta zha liza”. 
ACT.11.15	Ne leettsa mndelon mndan kwent lo re zha, tsa mkayaa re zha Mbi Nayon, leeka taxal mkayaa releey ner. 
ACT.11.16	Tsa mtelaazʼn xkiiz Jesús, leettsa nzhab zha: “Wlipaa lee Juan mtsowleyy kon nit, per lee re goo gakleyy kon Mbi Nayon”. 
ACT.11.17	Kona nal, os lee Diox mndaa lo re zhaʼa leeka kuu mndaa Diox lo reʼaa, leettsa ngwalaazaa Jesucrist Zha Nabee loʼaa, gagt gapʼn went kuu ngetsow Diox.
ACT.11.18	Or mbin re zha koree, yent raa kwan nzhab zha, neeka mnayiit raa zha, ne mbil re zha lo Diox ne nzhab zha:
ACT.11.18	―¡Nalsi ne nee noga re zha kuu nagt zha Israel, mloo Diox naa xomod laa zha lo re kuu went kuu ntsow zha, tsa bre zha lo Diox, ne tsow zha gan yalnaban kuu thitanax!
ACT.11.19	Bluz or ngwalo mbeth zha Steb, mndelo re zha mreke zha dits re zha kuu nyelaaz Jesús, tsa lee re zha mzhonn, cho zha ndya yezlyu Fenicia, cho zha ndya yezlyu Chipre ne cho ndya yez Antioquía, tya mndelo re zha mndaa zha kwent Diiz Chul, beeta lo re zha Israel. 
ACT.11.20	Per xid re zhaʼa ngoo chop tson zha Chipre ne zha yez Cirene, leettsa mzin re zha ree yez Antioquía, tsa noga mndelo zha mndaa zha kwent Diiz Chul chaan Jesús lo re zha kuu nagt zha Israel. 
ACT.11.21	Ne lee yalney chaan Zha Nabee ndo kon re zha, ne ta mod kwathoz zha mlaa re kuu nyelaaz zha ndala, ne ngwalaaz Jesús Zha Nabee.
ACT.11.22	Or mbin re zha Jerusalén kuu nyelaaz Jesús kona, tsa mtaal zha Bernabé yez Antioquía. 
ACT.11.23	Ne leettsa mzin Bernabé tya, kwathoz naley ngoo leettsoo Bernabé mne Bernabé naa xomod ngetsow Diox ayud re zhaʼa, tsa mteni Bernabé re zha, tsa laat zha xkiiz Jesús kuu ngwalaaza zha. 
ACT.11.24	Tak lee Bernabé nak thib zha wen, ne kwaro nabee Mbi Nayon chaan Diox leettsoo Bernabé, ne wlipaa nyelaaz Bernabé Jesús. Ta mod kwaro men ngwalaaz Jesús. 
ACT.11.25	Tsaraa ngwa Bernabé yez Tarso ngwakwaan Saulo, 
ACT.11.26	ne leettsa mzal Saulo lo Bernabé, tsa mndeno Bernabé Saulo yez Antioquía, tya mlet rop zha thib liin lo re zha kuu nyelaaz Jesús ne mloo rop zha lo re men. Ne tya mndelo re men mtob le re zha kuu nyelaaz Jesús “cristian”. (Diiz ree nak: “zha kuu ndeke dits Jesús”.) 
ACT.11.27	Re wiza, chop tson profet mroo Jerusalén ngwa yez Antioquía. 
ACT.11.28	Thib re profeta le Agabo ngwateli ne nzhab, kuu nzhab Mbi Nayon:
ACT.11.28	―Lee win la dita yezlyuʼa.
ACT.11.28	Ne koree ngok, leettsa mnabee rey Claudio. 
ACT.11.29	Tsa lee re zha Antioquía kuu nyelaaz Jesús, myaan diiz kaltaa loka kuu takta taa kadta thib zha, tsa tsow zha ayud re zha kuu nyelaaz Jesús kuu nzo yezlyu Judea. 
ACT.11.30	Ne tata mtsow re zha Antioquía, tsa mtaal zha Bernabé rop Saulo yataane lo re zha kuu nabee, lo re zha kuu nyelaaz Jesús kuu nzo yezlyu Judea.
ACT.12.1	Re wiza lee rey Herodes mzhen thib chop re zha kuu nyelaaz Jesús, tsa teti rey zha. 
ACT.12.2	Mnabee Herodes mbeth zha Santiag wets Juan kon espad, 
ACT.12.3	ne mwii Herodes wen ngoo leettsoo re zha Israel, tak mtsow Herodes kona, tsa mnabee Herodes mzhen zha Pey, koree ngok re wiz ani kuu nzhow zha pan kuu nyoot lebadur. 
ACT.12.4	Mzhen zha Pey ne mloo zha Pey tsib, ne mnabee Herodes thap grup soldad kenap Pey, ne thapga soldad nak thib grup. Mtsow Herodes xgab loo zha Pey lo re men yez or yelo rid ani Paskw. 
ACT.12.5	Lee Pey nzo tsib, ne kwathoz wen mkenap zha Pey, per lee re zha kuu nyelaaz Jesús thibka ngenaab lo Diox kwent chaan Pey.
ACT.12.6	Leeka yaal kuu yeni yezlyu kuu nak diiz galoo Herodes Pey lo re men yez, lee Pey naxat xtow chop soldad, ne naliib Pey kon chop kaden, ne lee tedib net soldad ngekenap roo pwert tsib. 
ACT.12.7	Tsa cha mzin thib mandad chaan Diox lo Pey, ne dita leen tsib mla xni, tsa lee mandad mkwin cho Pey mloo mkaal lo Pey, ne nzhab lo Pey:
ACT.12.7	―¡Lijer gwache!
ACT.12.7	Oraaka lee kaden mzhak yaa Pey. 
ACT.12.8	Tsa nzhab mandad lo Pey:
ACT.12.8	―Btedoo leeyya, ne bkee labyida niiʼa.
ACT.12.8	Ne tata mtsow Pey, tsa nzhab mandad lo Pey:
ACT.12.8	―Bdok xabitsa ne bteke ditsʼn.
ACT.12.9	Ne oraaka mndeke Pey dits mandad, ne neeka net Pey naa chu wli o wlit kuu ngetsow mandad, tak mzhaak Pey ngetsaa leettsoo Pey. 
ACT.12.10	Mbriid rop zha lo thib grup soldad kuu nkenap, ne tataka mriid zha lo tedib grup, tsaraa mzin Pey roo pwert yiib kuu nke roo kay. Lee pwert ree tubta mzhaal par mroo rop zha. Or ngwalo mriid Pey tedib kay, tsa lee mandad mlaa thita Pey. 
ACT.12.11	Tsaraa myeen Pey kuu ngok ne nzhab Pey:
ACT.12.11	―Nalsi nen lee Diox mtaal mandad Diox par mtelan lo Herodes ne lo re kuu nlaaz re zha Israel tsownon.
ACT.12.12	Ne or ngwalo myeen Pey kona, ora ndya Pey liz Mari xnaa Juan kuu noga le Mark, ne kwaro men nzi tya ngenaab lo Diox. 
ACT.12.13	Ne or mteez Pey roo pwert, tsa mroo thib nzaa kuu le Rode wii naa choy. 
ACT.12.14	Ne or myeen nzaa bos Pey, kwathoz naley ngoo leettsoo nzaa, ne mzhonn nzaa ngwalo nzaa diiz lo re zha, lee Pey ndo dits pwert lee. 
ACT.12.15	Ne lee re zha nzhab lo nzaa:
ACT.12.15	―¡Nzhak bxen yeka!
ACT.12.15	Per lee nzaa nzhab:
ACT.12.15	―Wlicheen na kuu nin lo goo.
ACT.12.15	Lee re zha mkab nzhab:
ACT.12.15	―Nagte Pey, ser mandad kuu nkenap Peya.
ACT.12.16	Per lee Pey ngeteezka roo pwert, ne or mxaal zha roo pwert kwaro mzeb re zha mwii zha lo Pey. 
ACT.12.17	Tsa lee Pey mtsow seny lo re zha, tsa keet raa zha bi ne mndaa Pey kwent naa xomod mloo Zha Nabee Pey tsib. Noga nzhab Pey:
ACT.12.17	―Guz goo koree lo Santiag ne lo reta wets kuu nyelaaz Jesús, tsaraa mroo Pey ndya tedib ta.
ACT.12.18	Leettsa ngwani yezlyu, lee re soldad neeka net re soldad naa kwan tsow re soldad xgab, tak net zha naa kwan ngok kon Pey. 
ACT.12.19	Tsa lee Herodes mnabee kwaan re soldad Pey, per mzalt Pey lo re zha. Ne or ngwalo mnaabdiz rey Herodes lo re soldad, naa kwan ngok kon Pey, tsa mnabee Herodes mbeth zha re soldada. Leettsa ngwalo mriid koree, lee Herodes mroo yezlyu Judea ne ndya ngoo Cesarea.
ACT.12.20	Kwathoz mnayii Herodes mne re zha yez Tiro ne re zha yez Sidón, per lee re zha rop yez ree myaan diiz, naa xomod tsow zha gan tediz zha kon Herodes, re zha ree mtsow gan myey kon Blasto, thib zha kuu kwathoz nataak, kuu nke tsiin lo rey Herodes, ne por zhaʼa mnaab zha wen kwin re zha kon Herodes, tak reta yez ta nabee Herodes, tya ndroo re kuu nzhow re zha rop yeza. 
ACT.12.21	Herodes mto thib wiz, kuu tediz Herodes kon re zhaʼa, ne wiza mdok Herodes xab Herodes kuu mas wen, ne mndob Herodes lo asi ta nabee Herodes ne mndelo Herodes mni lo re men. 
ACT.12.22	Tsa lee re men mndelo nex mrez ne nzhab:
ACT.12.22	―¡Lee zha kuu ngeni ree nagt zha men, lee zha nak thib diox!
ACT.12.23	Ne oraaka lee thib mandad chaan Diox mtsow mlen liz Herodes, ne ndow mbyaat Herodes leettsa nguth Herodes. Tak mlaa Herodes mtsow nataak re men Herodes taxal Diox. 
ACT.12.24	Per lee xkiiz Diox ndiyka ngeraats reta ta, ne reta ta masraa ngeyax re zha kuu nyelaaz Jesús. 
ACT.12.25	Or lee Bernabé rop Saulo ngwalo mtsow zha kuu nak diiz tsow zha yez Jerusalén, tsa mre rop zha yez Antioquía ne mndeno zha Juan kuu noga le Mark.
ACT.13.1	Xith re zha kuu nyelaaz Jesús yez Antioquía, ngoo profet ne maestr kuu ndaa kwent xkiiz Diox. Ne re zha ree nak, Bernabé, Simún kuu ni zha Niger, Lus zha yez Cirene, Manaén kuu thibka mzhen kon rey Herodes kuu mnabee yezlyu Galilea ne Saulo. 
ACT.13.2	Thib wiz leettsa lee re zha ngetsow ayun ne ngeyol lo Diox.
ACT.13.2	Tsa lee Mbi Nayon nzhab lo re zha:
ACT.13.2	―Bli goo Bernabé rop Saulo, tsa tsow zha tsiin kuu mrezʼn zha tsow zha.
ACT.13.3	Leettsa ngwalo mnaab re zha lo Diox ne mtsow zha ayun, tsa mxoob re zha yaa zha yek Bernabé rop Saulo, tsa tsow Diox ayud rop zha, par tsow zha tsiin kuu mrez Diox zha tsow zha. Ne ngwatenet zha rop zha.
ACT.13.4	Ne lee Mbi Nayon mtaal Bernabé rop Saulo yez Seleucia, tya ngoo zha leen bark ndya zha par Chipre, thib yezlyu kuu nzi leen nitdoo. 
ACT.13.5	Or mzin zha thib yez kuu le Salamina kuu nzi yezlyu Chipre, tya mndelo zha mndaa zha kwent xkiiz Diox ta nkaltaa re zha Israel nteed xkiiz Diox, ne noga mndeno zha Juan Mark par tsow ayud zha.
ACT.13.6	Mbriid zha dita yezlyu Chipre ne mzin zha yez Pafos, tya mzaal zha thib zha Israel kuu nak wez, kuu le Barjesús, zha ree nkedi re men, mbez zha lee zha nak profet. 
ACT.13.7	Ne nyey zha Sergio Paulo thib mbyi kuu kwathoz nalatts, ne Sergio Paulo nabee dita yezlyu Chipre, ne mtaal Sergio Paulo zha mrez Bernabé rop Saulo, tak nlaaz zha gon zha xkiiz Diox. 
ACT.13.8	Per lee wez Barjesús kuu noga le Elimas diiz gryeg, nlaazt zha yelaaz Sergio Paulo xkiiz Diox. 
ACT.13.9	Tsa lee Saulo kuu noga le Paba, kuu thitanax nabee Mbi Nayon leettsoo, key mwii lo weza. 
ACT.13.10	Ne nzhab lo weza:
ACT.13.10	―¡Zhiinn Maxuuy, zha mal, zha nkedi, kuu nlaaz luux kuu wen! ¿Asta pol laaʼa teke re men net nali chaan Diox? 
ACT.13.11	Kona teti Diozha ne yaana syeg ne gagt raa wiiʼa xni wiz thib tyemp.
ACT.13.11	Oraaka mkow lo Elimas ne ngogt raa gawii zha, tsa mkwaan zha cho ten yaa zha par teno zha. 
ACT.13.12	Or mwii zha kuu nabee yezlyuʼa koree, tsa ngwalaaz zha yalney chaan Diox, ne kwathoz mzegey leettsoo zha mbin zha xkiiz Jesús kuu mloo Paba lo zha.
ACT.13.13	Or ngwalo mriid koree, lee re altaa Paba ngoo bark yez Pafos ne ngwa zha yez Perge kuu nzi yezlyu Panfilia. Tya mlaa Juan Mark rop zha, tsa mre Juan Mark Jerusalén. 
ACT.13.14	Paba rop Bernabé mroo yez Perge ndya mzin yez Antioquía kuu nzi yezlyu Pisidia. Ne leettsa ngok wiz sabd ngwa zha ta nkaltaa re zha Israel nteed xkiiz Diox, ne mndob zha tya. 
ACT.13.15	Leettsa ngwalo mlaab zha yeets kuu mkee Moisés ne kuu mkee re profet, tsa lee re zha kuu nabee ta nkaltaa re zha Israel, mtaal zha, zha nzhab lo rop zha:
ACT.13.15	―Wets, ¿os nlaaz goo ne goo thib diiz lo nee, tsa koney goo leettsoo re nee kuu nyelaaz Diox? ¡Ne gooy nalor!
ACT.13.16	Tsa lee Paba ngwateli, ne kon yaa zha mtsow zha seny tsa keet re zha bi, ne nzhab zha:
ACT.13.16	―Zha Israel kenza goo koree, ne noga re goo zha tedib yez kuu nzhon diiz lo Diox. 
ACT.13.17	Lee Diox reʼaa, mli re teyaa zha ndala ne mtsow Diox ngok re zha thib yez naro, leettsa bee nzo re zha yez Egipto taxal zha tedib yez, ne bluz kon yalney chaan Diox, mloo Diox re zha yezlyuʼa. 
ACT.13.18	Ne mkez leettsoo Diox mne Diox re zha chop gal liin, leettsa mndiy re zha yubiz, 
ACT.13.19	ne mluux Diox gaz nación kuu nzo yezlyu Canaán, ne mndaa Diox yezlyuʼa lo re teyaa zha ndala. 
ACT.13.20	Re koree ngok thap gayoo chop galbtsii liin. Tsaraa mli Diox re jwez kuu mnabee lo re teyaa zha ndala, ne profet Samuel ngok jwez bluz lo re zha. 
ACT.13.21	Bluz mnaab re zha thib rey kuu nabee lo re zha, tsa lee Diox mli Saúl xgann Cis, zha nak zha raz Benjamín ne chop gal liin ngok Saúl rey. 
ACT.13.22	Leettsa mkib Diox rey Saúl lo re zha, tsa mli Diox David ngok rey lo re zha, ne nzhab Diox: “Mwiiʼa na lee David xgann Isaí nak thib zha kuu nlaa leettsoon, ne tetsow zha kuu nlazʼn”. 
ACT.13.23	Ne leeka lo raz David myaad Jesús, Zha Kuu Mtaal Diox Nabee, par telaa re men Israel lo yalguth, taxal nzhab Diox. 
ACT.13.24	Leettsa bee ter yaad Jesús, Juan nzhab lo re zha Israel ndoblo laa zha re kuu went ne ndoblo gakleyy zha. 
ACT.13.25	Ne or mera luux Juan rtsin Juan, nzhab Juan: “¿Nagtʼn zha kuu ntsow goo xgab? Per ndyaada zha kuu mas nataak nake na, zha kuu neeka ndoblotʼn kibʼn labyid nii”.
ACT.13.26	’Wetsʼn retalee kuu nak zha raz Abraham, ne re goo zha tedib yez kuu wlipaa nzhon diiz lo Diox; lee diiz kuu ndaa yalnaban ree nak par retalee. 
ACT.13.27	Tak lee re zha Jerusalén ne re zha kuu nabee lo re zha, mndaat zha yek zha gagon zha diiz lo Jesús, neeka myent zha kuu mbez lo xkiiz Diox kuu mkee re profet, kuu nlab zha ta nkaltaa re zha nteed zha xkiiz Diox reta wiz kuu ndroxkwan zha. Kona mbeth zha Jesús, ne tabaa ngok re kuu nke lo xkeets Diox. 
ACT.13.28	Ne tegal mzalt zha neeka thib kuu keki zha Jesús, par tak kuth zha Jesús, per lee re zha nzhab lo Pilat “¡Beth Jesús!” 
ACT.13.29	Bluz or ngwalo mtsowno zha Jesús reta kuu ndaa xkiiz Diox kwent rid Jesús, tsa mla zha Jesús lo kruz ne mkaats zha Jesús. 
ACT.13.30	¡Per lee Diox mteroban Jesús! 
ACT.13.31	Ne tyen wiz ngwani Jesús lo re zha kuu ngwa kon lee Jesús, leettsa mroo Jesús yezlyu Galilea ne ngwa Jesús Jerusalén. Ne nal lee re zha ree nak zha kuu ndaa kwent chaan Jesús lo re men.
ACT.13.32	’Ne lee nal lee re nee ndaa kwent chaan Diiz Chul chaan Jesús lo re goo, kuu nzhab Diox tsow Diox lo re teyaa zha ndala. 
ACT.13.33	Lee Diox mtsow koree loʼaa, zha kuu nak raz re zhaʼa, koree mtsow Diox leettsa mteroban Diox Jesús, taxal nke lo salm chop ta nzhab: “Lu nak xgann na, ne na mnda yalnaban loʼa naltseree”. [Sal. 2:7] 
ACT.13.34	Diox nzhaba lee Diox teroban Jesús, tsa yetsaat kwerp Jesús; taxal nzhab xkiiz Diox ta nzhab: “Tetsowʼn lo re goo reta kuu nali ne wli kuu nzhapʼn lo David tsowʼn”. [Is. 55:3] 
ACT.13.35	Noga tata nzhab tedib salm: “Neʼa lu taata diiz yetsaa kwerp mosa kuu nayon”. [Sal. 16:10] 
ACT.13.36	Lee kuu mbez salm ree nagt par David, leettsa ngwalo mnabee David lo re men taxal nzhab Diox lo David leettsa mban David, bluz nguth David ne mkaats zha David, ta mkaats zha re tey David ne lee kwerp David ngwatsaa. 
ACT.13.37	Per lee kwerp Jesús mteroban Diox ne mluxte.
ACT.13.38	’Kona reta goo wetsʼn, ndoblo ne goo lee Jesús tak tuyy reta falt goo, taxal ndaa nee kwent lo re goo, 
ACT.13.39	tsa reta zha kuu yelaaz Jesús tuyy Jesús re falt zha. Re kuu ngogt ley chaan Moisés gatuyy. 
ACT.13.40	Kona kenap goo goo, tsa diinnt goo re kuu mkee re profet:
ACT.13.41	Wii goo, re goo kuu nzhizno re kuu wli,
ACT.13.41	wlipaa tetsegey leettsoo goo naa xa luuxʼn goo,
ACT.13.41	tak lee re wiz kuu naban goo tsowʼn thib kuu kwathoz naro,
ACT.13.41	thib kuu yelaazt goo tegal taa zha kwente lo goo. [Hab. 1:5]
ACT.13.42	Or mroo re altaa Paba ta nkaltaa re zha Israel nteed xkiiz Diox, tsa lee re zha kuu nagt zha Israel nzhab lo Paba, tsa yaad Paba tedib wiz sabd, tsa looka Paba re diza lo re zha. 
