MAT.1.1	Chichato hen natontonan hen nangingganà an Jesu Cristu way ganà Arey David way narpon Abraham.
ACT.18.10	te mawawà-achaà an hea wat maid maka-an-a an hea, te chuarcha chillu hen tatagu hen antoy fabréy way omafurot an haén no wachay mangempagngar.” 
ACT.18.11	Hiyachi yag ini-inggaw ah Pablo ahchi ah ihay tawén ya kagudwa way cha mangintudtutudtuchu hen alen Apudyus hen anchichay tatagu.
ACT.18.12	Angkay hiyachi way nasoktan hen anchi gubérnador ad Acaya way ah Galio hen tummùchu, anchag nantetempoyug hen anchichay achi omafurot way Judio yag lenapchùcha ah Pablo way i nanginchérém an hiya. 
ACT.18.13	Yag ekatcha an Gubérnadorén, “Hen antoy taguwanto, chana angkay awisén hen tatagu way manlabseng hen orchinni hen manayawancha an Apudyus te nat-én hen chana itudtuchu.” 
ACT.18.14	Man-ale koma ah Pablo way somongfat yag nan-aleyat agé ah Gubérnador Galio way mangaliyén, “Pakay chàyu way Judio te non an umat yag mepanggép hen fasor ono laweng way enammaan hen antoy tagu, kapeletan way anohà way mangngar hen liliyu. 
ACT.18.15	Ngém gapo ta ammag sosongelyu yanggay mepanggép hen pammateyu ya hen mangawaganyu hen tatagu ya anat agé hen orchinyu, wat an-ayug egad te maid angkay paat cha mangngar an nahha an haén.” 
ACT.18.16	Yachi yag emparyawat Gubérnador chicha. 
ACT.18.17	Yachi yag hen anchichay faén Judio agé way chan fub-uyan nadchi, anchaat agég lenapchù ah Sostenes way ponò hen anchi sinagogaanchi yag anchag senobpasobpak hiya hen anchi fatawan hen u-uwwisan. Ngém ammag iggay anawéén Gubérnador chicha.
ACT.18.18	Angkay hiyachi way nafayag chillu hen nì-iggawan Pablo hen anchichay cha omafurot ad Corinto, yag annaat taynan chicha yag enayagana agé cha Akila an Priscila yag nanlugancha hen papor way éméy ad Siria. Angkay hen anchi chacha ayan ad Siria, nanchag-oh hen anchi papor ad Cencrea yag i nampapokrang ah Pablo ahchi ah sinyar way lempasna hen anchi empostana an Apudyus. 
ACT.18.19+ACT.18.20	Yag angkay hiyachi agé way kasencha nanlugan, yag kasen nanchag-oh hen anchi papor ad Efeso, yag ginumhad cha Pablo way émméy hen anchi sinagoga way i mampangatudtuchu an chicha. Yag anchaat agég nampanga-ase way mafab-ayag koma ah Pablo, ngém iggayna iyafun, te hen enkamanna, tenaynana cha Akila an Priscila ahchi. 
ACT.18.21	Yag yachi way cha lomayaw, imfagana hen anchichay iyEfeso way mangaliyén, “Mamfangachà chillu ah tapen chi ag-agaw no eparufus Apudyus.” Yachi yag anat kasen manlugan hen anchi papor way lomayaw ad Efeso.
ACT.18.22	Angkay hiyachi way inumchah hen anchi papor ad Cesarea, ginumhad ah Pablo yag nanaran way émméy ad Jerusalem ta ina ilan hen anchichay cha omafurot ahchi yag anat agé éméy ad Antiokia.
ACT.18.23	Angkay hiyachi way ininggaw ad Antiokia ah kamanay ag-agaw yag kasen agé lummigwat yag enengwana hen anchichay kafabréfabréy hen sakopon hen Galacia ya Frigia way cha manugutugun hen anchichay cha omafurot ah pomegsaan hen afurotcha an Apudyus.
ACT.18.24	Angkay hiyachi yag niyaphor way wacha hen ihay Judio way émméy ad Efeso way ah Apolos hen ngachanna way niyanà ad Alejandria. Mahapet ah Apolos ya ammag chuar hen innilana mepanggép hen anchi nesosorat way alen Apudyus. 
ACT.18.25	Yag gapo ta wacha hen nangintudtuchu an hiya mepanggép an Apo Jesus wat ammag asés-ém hen chana ekamkaman way mangintudtuchu hen enacharna, yag usto agé hen chana itudtuchu, ngém an patinggan yanggay hen intudtuchun Juan hen chana namfunyagan hen tatagu hen innilana.
ACT.18.26	Angkay hiyachi way cha tomorod ah Apolos way i mantudtuchu hen anchi sinagogan hen Judio yag chengngar cha Akila an Priscila hiya, wat enayagancha ah faréycha yag inyam-ammacha way mangensoplekar hen cha-anna changrén way mepanggép hen enkaman Apudyus.
ACT.18.27	Angkay hiyachi yag ekat Apolosén éméy koma ad Acaya way i mangintudtuchu hen alen Apudyus ahchi, wat tenorongan hen anchichay cha omafurot ad Efeso hiya, te senoratancha hen anchichay cha omafurot ad Acaya yag imfagacha ta mangiliyéncha ah Apolos. Angkay inumchah ah Apolos ahchi, ammag chakar tot-owa hen torongna hen anchichay cha omafurot gapoh ség-ang Apudyus an chicha. 
ACT.18.28	Chakar hen torongna te ammag ammay hen enkamanna way mangensoplekar hen alen Apudyus wat anchag nasokok hen anchichay kacharaana way Judio hen sangwanan hen tatagu. Te hen enkamanna, annag inyafà an chicha hen anchi nesosorat way alen Apudyus way yachi hen inyusarna hen nanot-owaana way ah Jesus tot-owa hen anchi empopostan Apudyus way umale.
ACT.19.1	Angkay hiyachi hen kawad-an Apolos ad Corinto, enengwan Pablo hen nan-apet ad chaya way éméy ad Efeso. Angkay ahchi, inchahana hen tapen anchichay cha somorot an Jesus, 
ACT.19.2	yag imfagana an chicha way mangaliyén, “Ay nìyachar hen Espiritun Apudyus an chàyu hen ommafurotanyu.” Yag sommongfatcha way mangaliyén, “Maid met chengchengngarni no henochi hen cham aryén way Espiritun Apudyus.” 
ACT.19.3	“Wat no yaha,” way ekat Pablo, “heno hen nafunyaganyu nò.” Yag ekatchéén, “Nafunyagan-ani met hen funyag Juan hen nangafurotanni hen intudtuchuna.” 
ACT.19.4	Yachi yag ensoplekar Pablo way mangaliyén, “Hen anchi funyag Juan, yachi hen nangempàil-an hen tatagu way nanchùgancha hen anchi lawengay a-ammacha. Ngém wacha hen iha agé way intudtuchun Juan hen anchichay ganà Israel way masapor afurotoncha hen anchi meparég an hiya way hiyah Jesus.”
ACT.19.5	Angkay hiyachi way chengngarcha hen ensoplekar Pablo, ommafurotcha yag kasencha nampafunyag ah mangempàil-ancha way ommafurotcha an Apo Jesus. 
ACT.19.6	Yachi yag inchàép Pablo hen limana an chicha yag ummale hen Espiritun Apudyus way mìyachar an chicha, yag inlugichaat way manginyale hen safaliy ale way cha-ancha enachar ya chachaat ifaga hen cha epahpahmà Apudyus an chicha. 
ACT.19.7	Émméycha ah hemporo ya chuwa way larae hen nafunyagan hen hiyachiy tempo.
ACT.19.8	Angkay hen unig hen toroy furan, cha émé-éméy ah Pablo hen anchi sinagogan hen Judio ahchid Efeso way cha mangintudtuchu mepanggép hen mantorayan Apudyus. Ya ammag natorod way cha manongfat ya mangensoplekar hen anchichay tatagu ta éhéd yag wachay ma-awis ah omafurot. 
ACT.19.9	Ngém hen tapena, anchag térén chillu way achi omafurot, ya tàén hen sangwanan hen anchichay chuaray tataguwén chachaat us-ustan hen anchi mitudtuchu mepanggép an Jesus. Yachi yag lommayaw ah Pablo hen anchi sinagoga yag annaat ayagan agé hen anchichay cha omafurot yag émméycha hen anchi uswila-an Tirano wat enag-agaw way ahchi hen chana nantudtuchuwan. 
ACT.19.10	Yachi hen nekaman hen unig hen chuway tawén, wat amin hen anchichay tatagu hen sakopon Asia way Judio ya uray hen faén Judio, chengngarcha amin hen anchi chamag mepanggép an Jesus.
ACT.19.11	Angkay hiyachi yag inidchat Apudyus hen kafaelan Pablo way mangamma hen ammag omenpahaang way kaskascha-aw, 
ACT.19.12	te uray hen panyuna ya lumfongna, no iyéychachi hen ihay cha masaketén ammag maka-an hen saketna, yag no iyéychachi agé hen anchi nahurugan ah ongtanén lommayawat agé hen anchi ongtan.
ACT.19.13+ACT.19.14	Angkay hiyachi, wachacha agé hen tapen anchichay Judio way chan ga-aga-ay way hen ganchatcha, incha ehapod no wachay nahurugan ah ongtan. Wat ekatcha ano agéén pachaséncha way mangusar hen ngachan Apo Jesus hen mangemparyawancha hen ongtan. Hen anchichay cha nangamman nadchi wat hen anchichay pitu way masosnod way anà Sceva way hiyan ihay nangato way pachin hen Judio. Wat hiyachi, hen enkamancha, imfagacha hen ihay nihuhurug way ongtan way mangaliyén, “Mancharénni heay ongtan ta lomayaw-aat gapo hen kafaelan Jesus way cha empagngar Pablo.” 
ACT.19.15	Yag ammagat agég sommongfat hen anchi ongtan way mangaliyén, “Innilà met ah Jesus ya innilà met agéh Pablo, ngém chàyu, henoayu kay paat.” 
ACT.19.16	Yag ammag lommagtò hen anchi nahurugan yag chinùmana hen anchichay pituy masosnod yag enafàna chicha way térén. Wat anchag nayamchuaw way ommawid hen hiyachiy faréy way anchag nan-asugatan ya nan-afarchancha amin.
ACT.19.17	Wat amin hen anchichay tatagu ad Efeso way Judio ya anat agé hen anchichay faén Judio, nanchinngar amin hen yachiy na-ammaan, wat anchag cha émégyat amin, yag ammag kommaskasen hen rispitucha hen kafaelan Apo Jesus. 
ACT.19.18	Yag gapon yachi agé, chuar hen anchichay ommafurot way nangimpudnu hen sangwanan hen ifacha hen anchi laweng way chacha enammaan ah nangimfafawiyancha. 
ACT.19.19	Yag chuarcha agé hen anchichay ommafurot way naka-amma hen kaskascha-aw gapo hen saromangkacha, wat enamongcha agé hen anchichay libnun hen saromangkacha yag anchaat gébhén amin hen sangwanan hen tatagu. Yag hen pasar hen anchi ginhébcha, wat émméy ah kalifulifu way pelak.
ACT.19.20	Angkay hiyachi, gapon anchichay cha nekaman wat kaskasen way nanchinngar hen anchi chamag mepanggép an Apo Jesus ya hen kafaelana, wat chummuachuar agé hen anchichay cha omafurot an hiya.
ACT.19.21	Angkay narpaschi, hemhemmà Pablo way mamfiyahi hen provinsiyan hen Macedonia ya Acaya yag anat manchakpos way éméy ad Jerusalem. Yag ekatna agéén no marpas ahchi, masapor agé éméy ad Roma. 
ACT.19.22	Wat hen enkamanna, namangapangowéna ad Macedonia hen anchi chuway cha tomorong an hiya way cha Timoteo an Erasto yag hiya, nantaynan ad Efeso way sakopon Asia ingganah na-awni.
ACT.19.23	Angkay hen hiyachiy tempo agé, nilugi hen pararo way guru ahchid Efeso gapo hen ommafurotan hen tatagu an Apo Jesus way hen nekaman, 
ACT.19.24	wachan ihay tagu way ah Demetrio hen nangachanna way hiya hen anchi chan féhféhar ah kaman faletò ah chana ammaan ah finab-alléy hen ihay apudyuscha ano way fufae way ah Artemis hen ngachanna. Wat ammag chuaray pelak hen cha aran Demetrio ya hen anchichay cha mèlabfu an hiya gapo hen garansiyan hen chacha elao.
ACT.19.25	Angkay hiyachi yag empa-ayag Demetrio amin hen anchichay cha mèlabfu an hiya ya anat agé hen anchichay tapenay tatagu way kaman agéhchi hen chunucha, yag imfagana an chicha way mangaliyén, “Inib-à, innilayu met way hen antoy chunutaaw hen cha karpowan hen mafalintaaw. 
ACT.19.26	Ya ad uwanat agé, chataaw changrén hen anchi cha itudtuchun Pablo way heno way enammaan hen tatagu, faén ano tot-owa way apudyus. Yag annaat agég enawis hen ammag chuaray tatagu ahtod Efeso way mangafurot hen chana intudtuchu, ya faén anggay yanggay ahto, te umat agé hen kafabréfabréy hen amin antoy provinsiyan hen Asia. 
ACT.19.27	Wat masapor man-ar-arwadtaaw te awni yag ma-ahoyan hen antoy chunutaaw yag nafakas. Yag faén agé anggay yanggayha, te no cha émé-éméy, ay ammoh achiyat agég fumaaw hen semfa-an hen anchi apudyustaaw way Artemis. Ya ay nangila ta achi fumafa hen kenangatona agé way hiya met paat hen chachayyawén hen aminay tatagu hen antoy provinsiyan hen Asia ya umat agé hen aminay lota.”
ACT.19.28	Hen nangngaran hen anchichay chuaray tatagu hen enalen Demetrio, anchag ommaningarngar way térén, wat anchag heo-ongaw way mangaliyén, “Kangatowan chillu ah Artemis ahtod Efeso!” 
ACT.19.29	Yachi yag nanhemamagchi hen aminay tatagu ad Efeso yag anchag nagabfor amin, wat chinpapcha hen anchi chuway ifan Pablo way cha Gayo an Aristarco way eMacedonia. Wat nanagtagcha way nanlakrak an chicha ingganan anchi plasa way cha ma-am-amongan hen tatagu. 
ACT.19.30	Angkay ah Pablo, laychéna paat way hiya koma hen i mèsango hen anchichay tatagu, ngém ammag empawan hen anchichay ommafurot. 
ACT.19.31	Yag uray agé hen tapen hen anchichay toray hen yachiy provinsiya way gag-ayém Pablo, hennagcha agé hen ihay i mangimfaga way achi paat koma mampàpàila ahchih plasa.
ACT.19.32	Angkay hen anchichay na-among, ancha lawag nakorkor way chan temtemaà te safali hen cha èngaw hen tapena ya safali agé hen cha èngaw hen tapena. Te hen kachùaran an chicha, achicha ammu no pakay incha ma-among ahchi. 
ACT.19.33	Wat ekat hen anchichay tapenéén, “Awni yag ah Alejandro hen lugina.” Yachin ekatcha gapo ta empasangon hen anchichay Judio hiya ah sangwanancha. Wat tommàchég yag entànangna hen limana way mangempaginang hen tatagu, yag annaat ilugi way mangensoplekar hen gapona. 
ACT.19.34	Ngém yachi way enlasin hen anchichay tatagu way Judio peet ah Alejandro, anchag enhorhoryad way chan ongaongaw ah chuway uras way mangaliyén, “Kangatowan chillu ah Artemis ahtod Efeso.”
ACT.19.35	Hen anchi sagitario hen hiyachiy fabréy, ammag panéh yag anat makepaginang hen anchichay chan o-ongaw way tatagu. Yag yachi way ommalenanàcha, imfagana way mangaliyén, “Inib-à way iyEfeso, maid tatagu hen antoy lota ah cha-an mangammu way chitaaw way iyEfeso hen nanangchén hen semfa-an hen anchi kangatowan way apudyus way ah Artemis, ya innilacha amin agé way chitaaw hen nanangchén hen anchi nasantowan way fato way nepêchég way narpod uchu. 
ACT.19.36	Maid makehoot an cha natto, wat masapor iginangtaaw koma, te awni yag ma-anunuwan yag inumchah hen guru. 
ACT.19.37	Wat hamham-éntaaw ngén no pakayat chillu iyaleyuhto hen annay chuway tagu te maid met penléhcha ah faréy apudyustaaw way Artemis, ya maid met agé nangsotancha an hiya. 
ACT.19.38	Yag non an umat yag wachay mangempafasoran Demetrio ya hen anchichay ifana hen uray heno way tagu, wacha met hen uwistaaw ah mepasangwana ya wacha amin agéy tempona, wat yachi koma hen mansensennongfatancha. 
ACT.19.39	Yag no wachay safalih liliyu agé ah tapenay tatagu, masapor hadchényu chillu hen anchi ustoy tempo way ma-amongan hen tatagu ta yachi hen mifanagana. 
ACT.19.40	Te hamham-ényu ngén, awni yag ekat hen anchichay toraytaaw ad Roméén, ‘Antaaw ammag cha gabforon chicha,’ te maid tot-owa ustoh lasontaaw hen antoy chataaw ekamkaman hen yatoy ag-agaw.” 
ACT.19.41	Angkay narpaschi way enalen hen anchi ap-apo yag annaat eparyaw hen anchichay tatagu.
ACT.20.1	Angkay hiyachi way narpas hen anchi guru, empa-among Pablo hen anchichay ommafurot yag tinugutugunna chicha ah sém-éman hen afurotcha an Apudyus, yag anat lomayaw way émméy hen provinsiyan hen Macedonia. 
ACT.20.2	Yachi yag enengwana hen kafabréfabréy ahchi way chuar hen intudtuchuna agé ah mangempas-éman hen afurotcha. Yachi yag anat éméy agé hen provinsiyan hen Acaya, 
ACT.20.3	yag ininggaw ahchi ah toroy furan. Angkay hiyachi way chan sagana way i manlugan koma hen anchi papor way éméy ad Siria, chengngarnaat agé way ehanéb ano hen anchichay kacharaana way Judio hiya, wat iggayna etoroy way éméy ahchi te ekatnéén fangchéna ud-ay hen anchi enengwana hen provinsiyan hen Macedonia way an manaran. 
ACT.20.4	Ya hen anchichay ifan Pablo way mangwa agé hen provinsiyan hen Macedonia wat cha Sopatro way iBerea way anà Piro ya anat cha Aristarco an Segundo way eTesalonica, ah Gayo way iDerbe, cha Tikico an Trofimo way narpo hen provinsiyan hen Asia ya anat agé ah Timoteo. 
ACT.20.5	Chicha, namangpangocha yag hihinnéd chàni an Pablo ad Troas. 
ACT.20.6	Te inyaw-awnini ad Filipos ingganah narpas hen anchi lagsak way manganan hen anchi tenapay way cha-an fumnar. Angkay narpaschi yag an-aniyat manlugan hen papor way na-alemay ag-agaw yag an-aniyat umchah ad Troas. Yag ad Troas, inchahanni hen anchichay ifani wat nakachumingguani amin ahchi.
ACT.20.7	Angkay nadhém hen Safachu, na-among-ani way ommafurot way mèan hen anchi Manmanma-an hen natéyan Jesus. Yachi yag nantudtuchu ah Pablo yag gapo ta ekatnéén ah wakas hen lumigwatana, annag cha payépayén hen chana itudtuchu ingganah gawan hen lafi. 
ACT.20.8	Wat penasgichanni hen chuar way helaw hen anchi kowarto way na-amonganni.
ACT.20.9	Angkay hiyachi, yag wacha hen ihay fafaru way ah Eutico hen ngachanna way tummutùchu hen pantaw. Yag yachi way cha epachapacharan Pablo hen chana aryén, ammag chan chêyéchêyép ah Eutico yag nasséy. Yag ammag maid innilana yag nàchagat agé ah chara way nanlugi hen anchi ma-atlo way garachu. Yag yachi way incha innara yag nanattéy. 
ACT.20.10	Yachi yag ginumhad agé ah Pablo way i mangila hen anchi natéy, yag nanyùgong way namàwar an hiya, yag annaat ekat hen anchichay tataguwén, “Achiayu cha machanagan te cha-an peet matéy.” 
ACT.20.11	Yachi yag namfangad-ani amin ah faréy way i mangan yag anat mètagépfar ah Pablo hen anchichay eTroas ingganah pommaway yag an-aniyat lumigwat. 
ACT.20.12	Wat hen anchi fafaru way natêchag, enhàyatcha way ammag pararo hen laylayadcha te natagu.
ACT.20.13	Angkay hiyachi yag imfagan Pablo way mamangpangoani way tapena way manlugan hen anchi papor way éméy ad Asson te hiya, an manaran ano ingganad Asson ya anat mìlugan. 
ACT.20.14	Angkay inumchah-ani ad Asson, nihib-at ah Pablo wat nanlugan-ani amin hen anchi papor way éméy ad Mitilene. 
ACT.20.15	Angkay inumchah-ani ad Mitilene, inchakposni way éméy ingganah nawakas way inumchah-ani agé hen chumang Chio. Ya hen kafigatana agé, inumchah-ani ad Samos, ya hen kasen figfigat, ad Mileto. 
ACT.20.16	Yachi yag ekat Pablowén achiani ano manchag-oh ad Efeso te awni yag mataktak-ani, ya chana amin ahoopan way umchah ad Jerusalem ta no mafalin, ichahana koma hen anchi lagsak way Pentecostes.
ACT.20.17	Angkay hiyachi way nanchag-oh hen anchi luganni ad Mileto, gapo ta iggayni engwa ad Efeso wat empa-ayag Pablo hen anchichay cha mangemponponò hen anchichay cha omafurot ahchi. 
ACT.20.18	Angkay inumchahcha, imfagan Pablo an chicha way mangaliyén, “Chàyu way sosnod, nanepod hen pés-éy ummaliyà hen antoy provinsiyan hen Asia ya amin hen kawad-à an chàyu, wat innilayu hen aminay chà enkamkaman. 
ACT.20.19	Wat iggayà nampahih-iya hen chà nangammaan hen empa-ammaan Apudyus an haén, te anà lawa an alepan Apudyus. Wat uray chaà nankela gapoh hamhamào no hen-argawan, ya tàén penàgangà hen anchichay kacharaà way Judio gapon chaà nangenhanéhanéfan, chà chillu entoroy way mangamma hen laychén Apudyus. 
ACT.20.20	Tinudtuchuwà chàyu hen sangwanan hen katagutagu ya anat ah fafaréyyu agé way maid poros enhoot-o an chàyu ah ammay way tudtuchu ah katoronganyu. 
ACT.20.21	Yag tenlén-o agé way manugun hen ahentagù way Judio ya umat agé hen anchichay faén Judio way masapor manhagongcha an Apudyus yag nanchùgancha hen anchi lawengay a-ammacha ya ta omafurotcha agé ah Apo Jesus. 
ACT.20.22	Wat ad uwan, ah manorotà hen laychén hen Espiritun Apudyus wat éméyà ano ad Jerusalem ngém maid innilà no heno hen mepasamak an haén ahchi. 
