GEN.1.1	Gër ỹanar, Kaxanu nëcëtëguk
ACT.22.5	 an do gë ɗek ɓër ex gër Amara and ɓëxarëk ɓën, otede odam exëni. Ɓën dëŋ ỹëgwën baxe okayëta od bame w̃ëland gër ɓëmaỹe ɓënd lëgëk gër Damas. Do wëno mëŋ bame ƴexënënd mëni kapëgu ɓërëw̃ak ɓën do mëni mëlaw ro gër Yerusalem mëni kaɗacati gë toro iŋ.
ACT.22.6	«Ga hi këme gër fëña do ga këme ri me ŋat gër Damas, eñan eŋ keŋ gër gaf, watëgu këme bërëxaɗët angoɓen ga h̃oɓaw ke elod gër orën do xul ke. 
ACT.22.7	Wëc këme ɓëɗëcët gër ebar do këme wëlënd oniw̃ ga ke w̃ëka: “Sol, Sol inew̃a këƴe rixëraxënënd?” 
ACT.22.8	Yaka këme: “Wëj noỹo wa hi këƴ Axwën?” Yaka ke: “Wëno ex Yesu Iɓënasaret, ar këƴo rixërand an.” 
ACT.22.9	Ɓër enga endam ɓën awat wat bani angoɓen aŋ ɓari ani wël bana oniw̃ or ar baxe yeƴanelind ol. 
ACT.22.10	Ata w̃ëka këme: “Inew̃a këme ri Axwën?” Yaka ke Axwën an: “Kanil eƴ ŋat gër Damas, fën këni felëx ɗek er ỹapëk eƴ di in.” 
ACT.22.11	Ga nemëra këme ɓëɗ-ɓëɗ në end enjaran end angoɓen and wat bame eŋ, ɓër sëfër bami ɓën las këne monas fo xali h̃ateli këne gër Damas.
ACT.22.12	«Xarak na gër angol and Damas, asoŝan ar ŝenene paɓ gë acariya hi bax na do bano w̃acënd Ananiyas. Ɓëŝëwif ɓër gër Damas ɓën ɗek enjekax fo bani reƴand endexëm eŋ. 
ACT.22.13	Mëŋ xacaw baxe, re ko: “Aɓaỹe Sol, watëral gaŝëxe.” Sam ga yeƴan ko mondako, wëno ŝiw̃ëta këme do wat këmo. 
ACT.22.14	Ɓaŝ ko: “Kaxanu, mëŋ ar yata këɓi ɓëxarëk ɓëreɓi an, yata ki wëj ɓëte eƴ nangaxën oñandi odexëm ok, eƴo wat Ar ŝenene an, do eƴ wël eyeƴan el gër etëỹ edexëm dëŋ. 
ACT.22.15	Wëj sede irexëm këƴ hi, gër lëngw ir ɓela ɗek këƴ ỹana eƴ kwëŝand eƴ deƴaraxën er wat këƴ do wël këƴ in. 
ACT.22.16	Do gërëgako ine këƴ ŝënind? Kanil eni ɓuyi! Dëxëtalex ɓeñëŋënax ɓendeƴ ɓeŋ and këƴ ŝale gër ow̃ac orexëm aŋ.”
ACT.22.17	«Ga ɓakaw këme gër Yerusalem ro, këme ŝalerand gër Aciw̃ and Kaxanu, ata lakeli këme. 
ACT.22.18	Wat këmo Axwën an ga ke fel: “Maral eƴ can aỹand angol and Yerusalem aŋ gayik ɓër lëgëk ro ɓën ani ɓaxët na osede oreƴ ol.” 
ACT.22.19	Yaka këmo: “Axwën ɓën dëŋ aye ga nang këni wa mëne wëno amat amat bame sëfënd ɓaciw̃ ɓacaleya ɓaŋ gër ocal od ɓërëw̃ak endeƴ ɓën. And këmëni sëra aŋ, mëni këmëra do mëni përa. 
ACT.22.20	Do and law̃ këno Ecen, sede ireƴ aŋ, wëno dëŋ na bame. Aŝëkwa ŝëkwa bamëni ɓër law̃ këŋo ɓën do lëkayan bamëni ɓanjëm ɓandeɓën ɓaŋ.” 
ACT.22.21	Ata Axwën an fel ke: “Ƴel gayik caw këmi law̃ën, gër ɓër ax gi ex na Ɓëŝëwif.”»
ACT.22.22	Mondako ɓaxët bano xali h̃at ko gër eyeƴan elo. Ɓarikan xeỹ këni ŝor: «Ala arako rako an, ar eɗaw̃ ex! Ax ñap ex na exo ɓayi ga ko liya gër ebar!» 
ACT.22.23	Ata ga logën këɓi këni xeỹ, këni ŝuɗëtand ɓanjëm ɓaŋ do këni xaninënd ƴaŋ eɓëkwërëɓëkw el. 
ACT.22.24	Emun end ocoroɗa eŋ fel këɓi odexëm eno ɗënëx Pol gër akëɓe and gë oxaỹ do eno cew̃ërax. Mondako bax eno nëỹali exo deƴa në end ine këno yoɓalixënënd ɓela ɓën. 
ACT.22.25	Ɓarikan and xap këno eno cew̃axën aŋ, Pol w̃ëka këŋo alëngw ar ocoroɗa an: «Aỹap nde ỹapëk paɓ gë acariya andewën aŋ eno cew̃ gë ogux ar xwën këŋo owun or Rom an, xarak ano kiti ex na pere?» 
ACT.22.26	Sam ga wël ko eyeƴan elo, alëngw ar ocoroɗa an ƴe ko gër emun endeɓën do w̃ëka këŋo: «Mondake këƴ ri? Ala ajo ar xwën këŋo owun or Rom exo ɗe!» 
ACT.22.27	Emun end ocoroɗa eŋ ƴow ko do re ko: «Wëj pelële fa, ar xwën këŋo owun or Rom nde hi këƴ?» Yaka këŋo Pol: «Iyo, ar xwën këŋo owun or Rom hi këme.» 
ACT.22.28	Re ko ɓëte emun end ocoroɗa eŋ: «Wëno koɗi ir ɓon nëcët këme me gixën ar xwën këŋo owun or Rom?» Re ko Pol: «Do wëno mondëw̃eli rëw̃eli këne.» 
ACT.22.29	Ataŋ nacëta këni ɓër hi bax eŋo mëkara ɓën. Emun end ocoroɗa eŋ yëdara ko ga nang ko mëne Pol ar xwën këŋo owun or Rom hi ko xarak mëŋ re bax eno kap.
ACT.22.30	Në ecan ijo, ga ỹandi këŋo exo nang aye në end ine këno lëxwaxënënd Ɓëŝëwif ɓën, re ko eno pëtëgu Pol. Fel këɓi 
ACT.23.1	Pol ga faɓ këɓi Amara and ɓëxarëk aŋ, re ko: «Ɓëmaỹe wëno gë onden onjekax fo liya këme gër ogës od Kaxanu xali gë akey and doro aŋo.» 
ACT.23.2	Ata Ananiyas 
ACT.23.3	Aŋo re ko Pol: «Wëj wa ki xëm Kaxanu, eƴ di këre ameŋ and feŝën këni ex! Ỹëpa këƴ eƴe kiti gë acariya aŋ do këƴ lifënd ɓëte acariya aŋ ga këƴ rend ako ene këm.» 
ACT.23.4	Ɓër hi bax ler gër Pol re këni: «Yama 
ACT.23.5	Yaka ko Pol: «Awa 
ACT.23.6	Ga nang ko mëne na gër Amara, 
ACT.23.7	And yeƴan ko mondako aŋ, Ofariseŋ ok gë Osaduseŋ ok këni xeỹërënd, na ŝetërëk Amara aŋ. 
ACT.23.8	Osaduseŋ ok kë rend enimin ekani ed gër ecës ax gi ex na, meleka ax gi ex na, angoc ax gi ex na, xarak Ofariseŋ ok ɓën ɓeŋo ɗek aw̃a w̃a këni. 
ACT.23.9	Ata fëtëk ongeỹër, 
ACT.23.10	Ga xumak ekeỹer el, emun end ocoroɗa eŋ yëdara ko ga baxo yëland aŝosëtëra këno ŝosëtëra Pol. Ata law̃ën këɓi ocoroɗa ok eno kanaw, do eno mëla gër akëɓe and gë oxaỹ. 
ACT.23.11	Yatijo gëmëɗ, Axwën an ŝanaỹaxën këŋo Pol do fel këŋo: «Kapinal! Ang reƴa këƴ endam gër Yerusalem ro ak këƴ reƴax gër Rom.»
ACT.23.12	And xeyëk aŋ, Ɓëŝëwif ɓën xetan këɓi eno ɗaw̃ Pol. Yaŝar këni mëne afo eno ɗaw̃ pere eni ƴambëraxën, do eni ceɓëraxën. Angëmëne ax gi ex na mondako eɓi wëcanëɗ kata. 
ACT.23.13	Ɓër xetan baɓi eŋo ɓën në ɓela ofëxw onax hi bani. 
ACT.23.14	Ƴe këni gër 
ACT.23.15	Awa wën Amara and ɓëxarëk aŋ wëlërin eno kara emun end ocoroɗa eŋ eŋun mëlanëgu Pol nangëde en kaman enim endexëm eŋ ỹandi këŋun fo. Ɓiyi ɓëw̃elëk hi këmi mo ɗaw̃ ɗamana exo ŋatëgu ro.» 
ACT.23.16	Aỹiw̃ ar Pol an wëleli këɓi eŋo. Ata ƴe ko gër akëɓe and gë oxaỹ, lilëx ko eŋo nangënëx Pol. 
ACT.23.17	Ata Pol w̃ac këŋo alëngw ar ocoroɗa aɓat do re ko: «Ɓëtelilo tan ŝambenjar ijo gër emun endewën. Gë endeƴ exo end këŋo sëfëtan.» 
ACT.23.18	Alëngw an w̃eɗ këŋo do ɓëteli këŋo gër emun. Ga h̃at këni, re ko: «Pol andepëra an w̃ac ke do xara ke mo ɓëteliw ŝambenjar ijo ro. Gë endeƴ exo end ki sëfëtan.» 
ACT.23.19	Ata emun eŋ las këŋo nacët ako do w̃ëka këŋo: «Inew̃a ỹandi eƴe tëfëtan?» 
ACT.23.20	Yaka ko: «Yama Ɓëŝëwif ɓën ga xetan këɓi nde eni mëka eƴëɓi mëlanëgu ecan Pol gër Amara, nangëde eni kaman endexëm eŋ ỹandi këɓi fo. 
ACT.23.21	Këreƴëɓi yakaɗ na. Ɓela ofëxw onax exëni ɓër xëñënak eno ɗaw̃ ɓën. Ayaŝar yaŝar këni mëne afo eno ɗaw̃ pere eni ƴambëraxën do eni ceɓëraxën. Angëmëne ax gi ex na mondako eɓi wëcanëɗ kata. Anëka w̃el këni, gërëgako wëj fo ŝëni këni.» 
ACT.23.22	Ata emun end ocoroɗa eŋ xëŋa këŋo ŝambenjar in mëne ala këreŋo pel na end nangën këŋo eŋo. Seɓ këŋo ɓaka ko kwël.
ACT.23.23	Ata emun end ocoroɗa eŋ w̃ac këɓi ɓëlëngw ɓëxi do re ko: «Ɓarinëɓi ocoroɗa okeme oki, od gë opanac ok, ofëxw ocongoxi do od gë ɓendoka ok, okeme oki. Këñënayin en ƴe gër Sesare and kë w̃eɗ aŋ. 
ACT.23.24	Tanayinëɓi ɓëte opanac eno mëlaxën Pol xali eno ŋatelixën aɓëngw gër Felikës, gofërëner in.» 
ACT.23.25	Ata emun eŋ ỹëgw ko kayëta mondako: 
ACT.23.26	«Wëno Këlod Lisiyas ki ỹëgwënëlind, wëj Felikës, gofërëner in! Aŝëma ŝëma këmi! 
ACT.23.27	Ala ar këmi law̃ënelilind ajo, Ɓëŝëwif ɓën sëra baŋo do alaw̃ law̃ dono kido ami ŋatëgu bana aỹand wëno gë ocoroɗa odam ok, do racët këmo ga nang këme ar xwën këŋo owun or Rom hi ko. 
ACT.23.28	Ga ỹandi ke me nang në end ine këno nagaŝandërand, w̃ëla këmo gër Amara and ɓëxarëk ɓër Ɓëŝëwif. 
ACT.23.29	Sëk këme mëne në end ɓend gër acariya andeɓën këno nagaŝandërand. Amena amo wateli ex na and ỹapëk exo gixën monaw̃ ba mopokëra gë gweƴele-gweƴele. 
ACT.23.30	Ga nangën këne osit or këni ŝenarand eno ɗaw̃axën ol këmo law̃ënelilind ataŋ. Afel fel këmëni ɓër këŋo nagaŝandërand ɓën eni ƴeli do eno ɗëxwëx gër ndeƴ.» 
ACT.23.31	Ata ocoroɗa ok ri këni end fel këɓi emun endeɓën eŋ. W̃eɗ këno Pol do w̃ëla këno gëmëɗ fo xali gër angol and Aŋëtipatëris. 
ACT.23.32	Në ecan ijo, ɓaka këni gër akëɓe ang gë oxaỹ do seɓ kënëɓi ɓër gë opanac ɓën eno mëlax Pol. 
ACT.23.33	And h̃at këni gër Sesare aŋ, fëxwën këno kayëta in gofërëner in do re këni: «Awa nëkoɗo Pol.» 
ACT.23.34	Ga fën ko kayëta in, gofërëner in w̃ëka këŋo gër ebar ed fe xaniw ko. Ga nang ko aɓ Silisi ex, gofërëner in re ko: 
ACT.23.35	«And këni h̃atëgu ɓëte ɓër lëxw ki aŋ fo këmi w̃ëkara.» Ata fel këɓi ocoroɗa ok eno kwëtëx gër eyang ed Erod.
ACT.24.1	Ga xucak ɓakey ɓanjo, Ananiyas, 
ACT.24.2	And w̃ëlaw këno aŋ, Terëtilos ỹana ko këŋo lëxwënd mondako: «Felikës, wëj gofërëner in, enëng endeɓi eŋ paɓ gë owun oreƴ ol ŝot këmi oɓetak or ɗal ol, do gë ɓeɓër nëngwëtak beɓët ir ex yo gër ebar elo ro ɓën. 
ACT.24.3	Felikës, wëj ar gapak an, ɓiyi ɗek nëngan këɓo end andiyen andeƴ aŋ do këmi ŝëkwand mbaŋ. 
ACT.24.4	Ɓarikan këdi ki lëɓëlëɓa kaŝ-kaŝ, axara xara këmi wëj ar gë onden onëngax an, eƴëɓo ɓaxët. 
ACT.24.5	Ɓiyi er wat këmi in mëne ala ajo aỹëŋënax ex. Gër ed ko ƴe yo kë fëtënd ɓongeỹër gër ɗek Ɓëŝëwif gër ed exëni yo gër ebar ro. Ata mëŋ ex alëngw ar Ɓënasareŋ an, Ɓëŝëwif ɓër ŝapayak cale ɓën. 
ACT.24.6	Axacëra xacëra këŋo exo ƴepën Aciw̃ and Kaxanu aŋ, ɓiyi sëra këŋo. [Er ỹandi baɓo mo kiti gë acariya andeɓi aŋ. 
ACT.24.7	Ɓarikan ƴow ko Lisiyas, emun end ocoroɗa eŋ, xana këŋo foroŝe gër otaxan odeɓi 
ACT.24.8	do re ko mëne ɓër këŋo nagaŝanënd ɓën eni ƴow gër ndeƴ ro]. Wëj dëŋ axor këƴ xor eƴo mëkara eƴ nangaxën ɗek er këmo nagaŝanënd ɓiyi in.» 
ACT.24.9	Do ga këni xëmëƴëtara Ɓëŝëwif ɓën këni rend mëne go dëŋ ex endeƴ eŋo.
ACT.24.10	Ata gofërëner in lambaca këŋo Pol exo yeƴan. Re ko Pol: «Anang nang këme mëne wëj elod ɓëniy ɓëndanjëm hi këƴ axiti ar ɓela ɓër enëng endeɓi an. Awa wëno gë ekwëta këmëni yaka ɓër ke lëxwënd gër lëngw ireƴ ɓën. 
ACT.24.11	Ang këƴ xor eƴ mëkara wëj dëŋ ak, eceɗ fo sëkëk ɓakey epëxw gë ɓaki, ga këme ƴe ƴaŋ gër Yerusalem mo calex Kaxanu. 
ACT.24.12	Ala axe tëk ex na lëf gër Aciw̃ and Kaxanu; ala axe tëk ex na gër ɓaciw̃ ɓacaleya. Ɓëte ala axe tëk ex na gër angol ga këmi ŝampëre gë aŝëxen, ba ga këmëni ŝoñ ɓela na amëxwër eni meraxën. 
ACT.24.13	Ɓër ke nagaŝanëndërand ɓëjo ani kor na eni masin mëne er këni reƴand gërëgako in ɗal ex. 
ACT.24.14	Areƴa këme reƴa ro gër lëngw ireƴ: aŝale këmo ŝalend Kaxanu ang ɓëxarëk ɓëram ak, gë cale ind këni rend ɓën enëgwëŝ ex iŋ. Ɓarikan aw̃a w̃a këme ɗe ɗek er ỹëgw këni gër 
ACT.24.15	Wëno ɓëte ayar këme yarënd ang këni yarënd ɓën ak mëne Kaxanu axanin këɓi xani gër ecës ɓër ŝenene ɓën do gë ɓësëmbak ɓën. 
ACT.24.16	Mëŋ ex, wëno ɓëte axemëna xemëna këme me ɓayi laŋ gë onden onjekax ex gi din end ŝenene eŋ gër ogës od Kaxanu do gër od ɓela. 
ACT.24.17	Ga ri këme ɓëniy ɓëndanjëm ƴerëxe gër Yerusalem, wëlan bamëni edëca ɓër enëng endam ɓën do kwël me kwëtëx oyël oram ol gër Aciw̃ and Kaxanu. 
ACT.24.18	Ata ɓën sëk këne aw̃unëtarak lëf gër Aciw̃ and Kaxanu, ɓela axe keta bana, end ŝoɗe-ŝoɗe ax gi bana. 
ACT.24.19	Ɓarikan Ɓëŝëwif ɓër xaniw bax gër ebar ed Asi hi bax na na. Ɓën ỹap bax eni kwëŝa gër lëngw ireƴ ro ene ɗëxw angëmëne endeƴ xoỹën këne na. 
ACT.24.20	Ado ɓëjo ro dëŋ deƴalexëni ngwa ba etëmbak end fe xitixën këne ɓëxarëk ɓën gër Amara andeɓën. 
ACT.24.21	Angëmëne cëŋ ga xeỹ bame mërëxand ireɓën: “Në end ga w̃a këme ekani ed gër ecës exëna eŋ këne xitixënënd doro gër lëngw irewën!”»
ACT.24.22	Felikës ga nang baxo aye end cale ind Axwën Yesu eŋ, fela këɓi eni ɓakaw akey acëxe gër kiti. Er re baxo: «And ko ƴow Lisiyas, emun end ocoroɗa eŋ, axaman këme axaman endeƴ endewën eŋo.» 
ACT.24.23	Ata fel këŋo alëngw ar ocoroɗa an eŋo mëla Pol gër epëra ɓari këreŋo pokëraɗ na ɓëte, eɓi teɓënd ɓërexëm ɓën eno dëcara.
ACT.24.24	Ga xeyërak, Felikës sëfërëgu këni gë Dërusil, asoxari Aŝëwif ar ỹër baŋo an. Law̃ën ko eno mëlaw Pol. Na ɓaxët këŋo ga ko reƴa end ekwëta ed Yesu 
ACT.24.25	Ɓarikan ga ko yeƴan end eɗiya ed gë or ŝenene eŋ, gë end ekwëỹëta ed ɓetëmbak eŋ, do mëne Kaxanu axiti këɓi xiti ɓela ɓën akey amat, ata yëdara ko Felikës do re ko: «Gwac ex and doro aŋ, ɓakal, and ke h̃atan aŋ aw̃ac këmi w̃ac.» 
ACT.24.26	Ayëla baxo, yëland ɓëte mëne koɗi këŋo yël na Pol, mëŋ baxo law̃ënaxënënd laŋ eno mëlaw eni kanar gë mëŋ. 
ACT.24.27	Mondako xucak ɓëniy ɓëki, Felikës ga rëfali këno owun ol ɓëtëgu ko Porësos Fesëtis. Do eɓi din oyekax Ɓëŝëwif ɓën, Felikës sëɓ këŋo Pol gër epëra.
ACT.25.1	Ɓakey ɓatas ga xucak elod ga h̃atëgu ko Fesëtis na gër Sesare, ƴe ko ƴaŋ gër Yerusalem. 
ACT.25.2	Ata 
ACT.25.3	exo ma eɓi din oyekax ga w̃ëlaw w̃ëlaw këŋo Pol gër Yerusalem. Xarak ɓën anëka bani xëñënand enëɓi kaŝ ɓëw̃ëla ɓën gër fëña eno ɗaw̃axën. 
ACT.25.4	Fesëtis yaka këɓi mëne Pol gër Sesare xwëtaya këno do mëne mëŋ gogo ko ɓaka fën. 
ACT.25.5	Re ko ɓëte: «Awa ɓër gapak ɓër gër Amara andewën ɓën, tëfërëlemi do angëmëne eñëŋënax exëna gër ala ajo eno ɗëxwëx.»
ACT.25.6	Fesëtis ɓaka ko gër Sesare, aŋo keyëra bana na gër Yerusalem nëmëc ɓakey ɓanjongëɓatas ba epëxw. Në ecan ijo, ga ỹëpa ko gër aciw̃ and kiti, law̃ën ko eno mëlaw Pol. 
ACT.25.7	And h̃ateliw këno Pol aŋ, Ɓëŝëwif ɓër xaniw bax gër Yerusalem ɓën xeta këno do këno nagaŝanërand ɓetëm ɓendanjëm ɓend ani kor bana eno masin axiti an mëne ɗal dëŋ këni reƴand. 
ACT.25.8	Ɓarikan ga këɓi yaka, Pol re ko: «Wëno ỹoweỹ ame men ex na. Ame ɗif ex na acariya and Ɓëŝëwif aŋ, ame men ex na paɓ gë Aciw̃ and Kaxanu aŋ, do amo menan ex na Sesar.» 
ACT.25.9	Fesëtis ga ỹandi këŋo eɓi din oyekax Ɓëŝëwif ɓën, w̃ëka këŋo Pol: «Ỹandi ki nde eƴ ƴe ƴaŋ gër Yerusalem eni kitix xarak wëno me gixeli?» 
ACT.25.10	Pol yaka këŋo: «Ga xwëŝa këme ako gër aciw̃ and kiti and Sesar, awa ro fo ỹapëk ene kiti. Wëj dëŋ aye nang këƴ mëne gematak amëni menan ex na Ɓëŝëwif ɓën. 
ACT.25.11	Angëmëne aw̃en w̃en këme, ɓëte angëmëne ari ri këme amena and ỹapëk ene ɗaw̃axën, ame mëka ex na ene kwëỹëtali ecës el. Ɓari angëmëne end ɗal ax gi ex na gër ɓend këne nagaŝandërand, gaɓatak ax kor na exe ɗëxw gër otaxan odeɓën. Wëno Sesar w̃ëka këme exe kiti gër Rom!» 
ACT.25.12	Fesëtis ga wëlërëgu këni gë ɓela ɓër baŋo rëcarand gër kiti ɓën, fel këŋo Pol: «Awa gayikako Sesar re këƴ exi kiti, aƴe këƴ ƴe gër lëngw irexëm.»
ACT.25.13	Ga xeyërak, emun end bano w̃acënd Agëripa eŋ sëfërëgu këni gë Berenis na gër Sesare eno cëma Fesëtis. 
ACT.25.14	Ga baɓi xeyërand na ɓandanjëm, Fesëtis ga këŋo felëra Agëripa, emun eŋ, endeƴ end Pol eŋ, re ko: «Felikës ala seɓ këŋo na ro gër epëra kitirëxe. 
ACT.25.15	And ƴe bame gër Yerusalem aŋ, 
ACT.25.16	Ayaka yaka këmëni mëne 
ACT.25.17	Aƴow ƴow bani ro gër Sesare, ɓëte wëno amëni cac ex na, ataŋ në ecan ijo ỹëpa këme gër aciw̃ and kiti do re këme eno mëlaw ala ajo. 
ACT.25.18	Ɓër këŋo lëxwënd ɓën ga xani këni yeƴandëra këni. Ɓari amena gamatak gër ɓand bame yëland wëno ari ri ko ani deƴa ex na. 
ACT.25.19	Er bani ŝampërend wayët ɓend cale indeɓën do gë end ala ar këno w̃acënd Yesu. Ɓën këni rend aŝës ŝës ko, ɓarikan Pol mëŋ ko rend mëne aɓëngw exo. 
ACT.25.20	Wëno cëŋ, ga wëlandëra ke gë endeƴ end mondako eŋo, w̃ëka këmo Pol ba aỹandi ỹandi këŋo exo ƴe gër Yerusalem eno kitix. 
ACT.25.21	Ɓarikan Pol re ko mëne endeƴ endexëm eŋo, emun etëm end gër Rom eŋ kë xiti. Ata fel këmëni ocoroɗa ok eno kwëtaya gër epëra xali mëni ɗaw̃ën eno mëla gër Sesar.» 
ACT.25.22	Ata re ko Agëripa: «Wëno aỹandi ỹandi ke ɓëte mo ɓaxët ala ajo.» Yaka këŋo Fesëtis: «Awa ecan, awël këƴo wël.»
ACT.25.23	Ga xeyëk, Agëripa gë Berenis sëfërëgu këni sir-sir gë enga end ɓër laŋëtëgu baɓi eŋ: gë ɓemun ɓend ocoroɗa ɓeŋ, do gë ɓela ɓër gapak ɓër angol and Sesare ɓën, lil këni gër aciw̃ and kiti. Ga law̃ën ko Fesëtis, w̃ëlaw këno Pol. 
ACT.25.24	Ata re ko Fesëtis: «Agëripa wëj emun eŋ, do wën ɗek ang ɓarërëgu këne ro ak, awat këno watënd ala ajo. Ɓulunda ir Ɓëŝëwif in ɗek lëxw këno gër ndam hik gër Yerusalem, hik ro gër Sesare. Caw ako bani xeỹënd mëne aŋo ñap ex na exo ɓayi ga ko liya. 
ACT.25.25	Wëno cëŋ afëni fëni ke mëne amena and këno law̃axën ax gi ex na. Ɓarikan ga re ko mëŋ dëŋ mëne Sesar, emun etëm end gër Rom eŋ, këŋo xiti, ỹapanaxën ke mo ɗaw̃ëneli. 
ACT.25.26	Ɓarikan er këmo ỹëgwën gë endeƴ eŋo in, ame cot ex na. Mëŋ w̃ëlaxënëgu këmo gër ed ɓarërëgu këne ro, adofa eƴo wël Agëripa, wëj emun eŋ. And këƴo w̃ëkara aŋ, wëno aŝot këme ŝot er këme ỹëgw in. 
ACT.25.27	Wëno mo ɗaw̃ëneli andepëra ñëgwërëxe ɓend lëxwaxën këno gër kiti ɓeŋ, axe yexënan ex na.»
ACT.26.1	Agëripa fel këŋo Pol: «Anëka seɓën këmi eyeƴan el, eƴëɓi yaka ɓër ki lëxwënd ɓën.» Ata Pol ga yën ko ataxan aŋ, ỹana ko ko rend: 
ACT.26.2	«Agëripa, wëj emun eŋ, awa doro wëno mbaŋ nëngan ke ga këmëni yakand ako gër lëngw ireƴ Ɓëŝëwif ɓën gër ɗek ɓend këne nagaŝandërand ɓeŋ. 
ACT.26.3	Gayikako aye nang këƴ ɓend rëpëk gër Ɓëŝëwif do gë ɓend këni ŝampërend ɓeŋ, awa axara xara këmi eƴ ɓuŋa eƴe ɓaxëtaxën.
ACT.26.4	«Ɓëŝëwif ɓën ɗek anang nang këni aniyan andam aŋ elod and hi bame ŝambenjar aŋ. Anang nang këni mëne ŝëf gër ɓër enëng endam hi bame gër Yerusalem. 
ACT.26.5	Ɓën elod anëka fo nang këne, do axor këni xor eni deƴa, ga ỹandi ỹandi këɓi, mëne wëno aniyan and 
ACT.26.6	Ɓarikan doro w̃ëlaw këne gër kiti në end ga w̃a këme mëne anëka h̃atëguk er bani yarënd ɓëxarëk ɓëreɓi in, er ɓeƴa baɓi Kaxanu in. 
ACT.26.7	Do ɓandëw̃ëra epëxw gë ɓaki ɓand ɓulunda ireɓi ɓaŋ, ɓand këŋo ŝalend Kaxanu gëmëɗ gë goyat ɓaŋ, ayar këni yarënd er ɓeƴa baxo Kaxanu in ex ŋata amëd and liya këni ɓën aŋ. Mëŋ ex wëj emun eŋ, nangël mëne në end ga w̃a këme anëka h̃atëguk er këni yarënd ijo in këne nagaŝandëraxënënd Ɓëŝëwif ɓën! 
ACT.26.8	Inew̃a hi kën gë oŋëpëgënan od mëne ax mënd ex na ex gi ɗal mëne Kaxanu axanin këɓi xaninënd ɓëŝëk ɓën eni ɓakaw gër aniyan?
ACT.26.9	«Wëno er bame yëland aỹap ỹap ke me kemëna mbaŋ me wëlëbël ow̃ac or Yesu Iɓënasaret ol. 
ACT.26.10	Eŋo bame rind gër Yerusalem: wëno dëŋ baɓi sërand ɓëw̃ënëk ɓëranjëm do mëni mëla gër epëra, gë or gapak or bane yëlënd 
ACT.26.11	Ata gër ɗek ɓaciw̃ ɓacaleya ɓand Ɓëŝëwif asoron bamëni soronënd mëni nëỹalixën eno cir Kaxanu. Ga ke xureli ekoỹën ed xoỹën bamëni el, xali gër ɓangol ɓaniyer bamëni ƴenënd.»
ACT.26.12	«Mondako xani bame ond gër Damas oŋ ga law̃ën këne 
ACT.26.13	Agëripa, wëj emun eŋ, and hik eñan keŋ gër gaf aŋ, gër fëña watëgu këmi, elod gër orën angoɓen and kë ỹegënd nëmëc eñan eŋ ga h̃oɓaw këɓo wëno gër ɓër enga endam ɓën. 
ACT.26.14	Wëcëra këmi ɗek reɓe-reɓe gër ebar do wël këme oniw̃ ga ke yeƴaneli gë eyeƴan ed arameyeŋ el: “Sol, Sol, inew̃a këƴe rixëraxënënd? Mama fo këƴ legënand ang ejel ed këŋo xacërand exo mëŝi xarak gë ɓeɓër kesëkes këno facënd el.” 
ACT.26.15	Ata w̃ëka këme: “Axwën, wëj noỹo wa hi këƴ?” Yaka ko Axwën an: “Wëno ex Yesu, ar këƴo rixërand an. 
ACT.26.16	Ɓarikan kanil, eƴ kwëŝa gër osapar oreƴ gayik në eŋo ŝanaỹaxën këmi: asana sana këmi eƴ gi ariyenin aram do sede iram eƴ tëfëtaxënënd ɓeɓër wateli këƴe ɓën do gë ɓeɓër këmi w̃asinëɗ ɓën. 
ACT.26.17	Wëno ki racët mërëxand ir Ɓëŝëwif do gë ɓër ax gi ex na Ɓëŝëwif do këmi law̃ënënd gër ndeɓën 
ACT.26.18	eƴëɓi pëɗëtaxën ɓangës ɓaŋ, eni can gër ecamëɗan, eni ɗilaxën gër angoɓen; eni can gër mbëña ind Sindan, eni ɗilaxën gër owun or Kaxanu. Do angëmëne aw̃a w̃a këni, eni cotaxën eteɓan ed ɓeñëŋënax ɓendeɓën el do gë er fenan këmëni ɓër w̃ënëk paɓ gë ekwëta ed xwëta këne el.”
ACT.26.19	«Awa nangël Agëripa wëj emun eŋ mëne wëno ame ŋëp ex na me tëf er w̃asin ke orën in. 
ACT.26.20	Ɓarikan ga ỹana këme gër Damas, ƴe këme gër Yerusalem, sëf këme ɗek ebar ed 
ACT.26.21	Në end eŋo sëraxën këne Ɓëŝëwif ɓën gër Aciw̃ and Kaxanu, do xacëra këɓi ene ɗaw̃. 
ACT.26.22	Ɓarikan Kaxanu nëkona ke gë oyekax orexëm ol. Mëŋ ɓayixën këme aɓëngw xali doro do këme reƴarand gër ed këni ɓarër ɓela, hi këni ɓërëtoc, hi këni ɓër gapak, wayët er re bani ah̃atëgu kë h̃atëgu 
ACT.26.23	Er reƴa bani ijo ex mëne Afexën an asoro bax exo toro xali eno ɗaw̃ do mëne mëŋ kë hiɗ aỹanar ar kë xani gër ecës an. Mëŋ këɓi sëfëtëtandëra angoɓen and apexa aŋ Ɓëŝëwif ɓën do gë ɓër ax gi ex na Ɓëŝëwif ɓën.» 
ACT.26.24	Ata Pol ga ko yeƴan mondako Fesëtis fërëfata ko do xeỹ ko: «Pol, wëj anëka ŝen ki! Onangëran osëm oreƴ ol ŝenën ki!»
