MAT.1.1	Lùu ŋwaꞌlə kɔ̀ŋ ŋiꞌ ŋii Yeso Kristo, wee Deyvid, wee Abraham. 
JHN.18.34	Yeso bəŋsə tɨ́ ŋwə laa, «Nu kə̀ faŋ a bitə̀ nə, lùu mbɨꞌtə yə mu? Mu a bìtə buꞌ yigisə vɨɨ?» 
JHN.18.35	Pilate bəŋsə tɨ́ ŋwə laa, «Mə kee lùu wuu Jus me. Maa jwì vɨɨ və ghɔ vɨ ŋkee vɨɨ kwalə məfeꞌ Nwi, jwì nə ghɔ, kɔ̀ ghɔ tɨ́ mə. A yɨ̀ kə bwə, buu vəŋ jia ghɔ?» 
JHN.18.36	Yeso bəŋsə tɨ́ ŋwə laa, «Nu yifwàŋ kaŋ kee lùu nu shɨ nsi kə̀ me. Nii toꞌ lùu laa nu yifwàŋ kaŋ lùu nu shɨ nsi kə̀, buu vɨɨ vaŋ nywenə maa nu yifwàŋ kaŋ, tɨ́ kaꞌ vəŋ tɨ̀ꞌtə vɨɨ Jus fɨ vəŋ kɔŋ mə. Luu nə, nu yifwàŋ kaŋ kee lùu nu fɨ feenə me.» 
JHN.18.37	Pilate gi tɨ́ ŋwə laa, «Ŋkə bee nə də̀ laa a luu fwàŋ mu?» Yeso bəŋsə tɨ́ ŋwə laa «A gì yinsəŋ laa mə luu fwàŋ. Nu ŋkɨə faŋ mə jwì ŋkə shɨ nsi luu sheꞌ kəmuꞌ. Ŋkə lùu laa mə də nu ŋkɨə faŋ lùu yinsəŋ tɨ́ vɨɨ. Lùu ŋiꞌ nu ŋkɨə faŋ vɨ nə bì mə taa mbi. Wə tɨ̀ me wə faŋ ŋwə kaw nu yinsəŋ, zɔnə yigisə nyaa.» 
JHN.18.38	Pilate gi tɨ́ ŋwə laa, «Nu yinsəŋ sii lùu kə?» Ŋwə gi nɨniŋ, baa fùu fu, gə̀ yè vɨɨ Jus, gì tɨ́ vəŋ laa, «Mə kee ye tuu nu kəmuꞌ faŋ wə ŋwə̀ gù me.» 
JHN.18.39	Ŋwə nə gì nɨniŋ, baa gì laa, «Maa viŋ yaa kɨ bitə wuu ŋii mfiŋ muꞌ fɨ ghɔ mə, laa mə meꞌtə ŋwə, ŋwə gə maa shi Pasa. Nɨniŋ, viŋ kəə laa mə fuusə fwàŋ vɨɨ Jus ŋwə̀, kɔ̀ tɨ́ viŋ mu?» 
JHN.18.40	Vəŋ baa kɨ yùmə ŋkee nəŋay, gì laa, «Bey, kee lùu wə ntɨə faŋ a taa fuusə me. Yia kəə laa a fuusə Barabas, kɔ̀ tɨ́ yia.» Barabas ghɔ́ nə luu ndɔꞌ bwə.
JHN.19.1	Nɨniŋ, Pilate gi laa vɨ jia Yeso, sàŋ ŋwə nə vəkɔtə. 
JHN.19.2	Vəsoogeꞌ ba yisɔꞌ nə nyawsə laməŋkwi, bèe tɔ Yeso, laa lùu yisɔꞌ vəfwàŋ, ndɔ̀ baa ndì njwi yibay, mɔ̀ꞌ maa ŋwə, laa lùu njwi vəfwàŋ. 
JHN.19.3	Vəŋ kɨ nii tey kɨ jwi, tuŋ nsəꞌ tɨ́ ŋwə, gisə laa, «Yia shɔꞌtə ghɔ mɔɔ, fwàŋ vɨɨ Jus.» Vəŋ nə jwì tàw ŋwə nɨniŋ, ndɔ̀ sàŋ ŋwə fɨ maa yikəꞌ yi.
JHN.19.4	Pilate baa fùu jwi shəŋ ŋkɨə faŋ vɨɨ Jus nə luu shɔ nə, gì tɨ́ vəŋ laa, «Viŋ zɔ, mə taa fuusə wə ŋwə̀, laa viŋ kɨɨ yinsəŋ laa mə kee yè bɨkə wi me.» 
JHN.19.5	Nɨniŋ, Yeso fuu fu, faŋ ŋwə nəə kɨ bii nə yisɔꞌ nyawsə yì tɔ ŋwə nə, nə njwi vəfwàŋ yì maa ŋwə nə. Pilate gi tɨ́ vəŋ laa, «Viŋ ye wə ghɔ́.» 
JHN.19.6	Vɨɨ kwalə məfeꞌ Nwi ghɔ vɨ vɨɨ faꞌ vəŋ ye Yeso, yùmə laa, «Vɨ bey ŋwə fuu fəŋkɔꞌ fə ŋkɨꞌsə! Vɨ bey ŋwə fuu fəŋkɔꞌ fə ŋkɨꞌsə!» Pilate gi tɨ́ vəŋ laa, «Viŋ ndi ŋwə ŋgɨɨ-viŋ, gə̀ bèy ŋwə fuu fəŋkɔꞌ fə ŋkɨꞌsə. Gə fɨ maa mə, mə kee yè nu bwə ki me.» 
JHN.19.7	Vɨɨ Jus vɔ́ gi laa, «Nuŋsə yia yimɔ́ꞌ lùu shɔ laa vɨ yɨsə kəŋ wə ŋwə̀ ku, buꞌ laa ŋwə taw Nwi, gì laa yi lùu Wee Nwi.» 
JHN.19.8	Pilate zɔ nu kɔ́, laa Yeso gi laa yi luu Wee Nwi, ŋwə baa mètə fèe, 
JHN.19.9	bə̀ŋ ŋìi taa ŋii ntoꞌ ghɔ Yeso, bìtə tɨ́ Yeso laa ŋwə sii ndɔ̀ fɨ fə? Yeso kee bəŋsə nu tɨ́ ŋwə me. 
JHN.19.10	Nɨniŋ, Pilate gi tɨ́ ŋwə laa, «Sii yɨ̀ kə a kee kɔ bəŋsə shee me? A kee kɨɨ laa mə kìi wutə tɨ́ kaꞌ mə meꞌtə ghɔ yimu? Mə baa kìi wutə tɨ́ kaꞌ mə bey ghɔ fuu fəŋkɔꞌ fə ŋkɨꞌsə.» 
JHN.19.11	Yeso bəŋsə tɨ́ ŋwə laa, «Nə toꞌ maa kɔ Nwi kɔ̀ wutə kɔ́ tɨ́ ghɔ me, buu kaꞌ a kee kìi wutə tɔ mə me. Nɨniŋ, nu bwə wə ntɨə faŋ ŋwə nii kɔ̀ mə tɨ́ ghɔ nə, shɔɔ ŋkɨə faŋ yɨ̀ ghɔ.» 
JHN.19.12	Faŋ Pilate nə zɔ̀ nee, kɨ kəə meꞌtə Yeso. Luu nə, vɨɨ Jus baa mètə yɨyumə laa, kɨ luu ŋwə meꞌtə Yeso buu kaꞌ ŋwə kee baa lùu wuu jəə tɨ́ fwàŋ kwalə Kaysa me, buꞌ faŋ ŋwə meꞌtə wə faŋ ŋwə kəə laa yi luu fwàŋ. 
JHN.19.13	Pilate zɔ nu kɔ́, fùusə Yeso fu, dùꞌnə fuu ŋkaw məshia nsɔꞌ maa shəŋ ŋkɨə faŋ vɨ nəə tii nə taa shiŋii ŋoꞌsə. Yizii shəŋ kɔ́ yimɔ́ꞌ luu laa Gabata maa ghaŋ Hibru. 
JHN.19.14	Shi ŋkɨə faŋ nu kɔ́ nə gày nə, nə luu maa shi ŋkɨə faŋ fu taa ndɔ lee lùu shi zwisə, maa yighee Pasa. Nə luu maa vəshɨshwi ntɔfə nshia-ndoo-mbisɨ. Pilate gi tɨ́ vɨɨ Jus vɔ́ laa, «Viŋ ye fwàŋ wiŋ ghɔ́.» 
JHN.19.15	Vəŋ yumə laa, vɨ baꞌsə ŋwə, bèy ŋwə fuu fəŋkɔꞌ fə ŋkɨꞌsə laa ŋwə ku. Pilate gi tɨ́ vəŋ laa, «Viŋ kəə laa mə bey fwàŋ wiŋ fuu fəŋkɔꞌ fə ŋkɨꞌsə lee?» Vɨɨ kwalə məfeꞌ Nwi bəŋsə tɨ́ ŋwə laa, vəŋ kii fwàŋ sheꞌ muꞌ, faŋ lùu Kaysa, (fwàŋ kwalə ghɔ́ fɨ shɨ Rom.) 
JHN.19.16	Nɨniŋ, Pilate shoꞌtə Yeso tɨ́ vəŋ, tɨ́ kaꞌ vɨ bey ŋwə fuu fəŋkɔꞌ fə ŋkɨꞌsə.
JHN.19.16	Vəsogeꞌ kɨ nii ndì Yeso, gə̀ nə ŋwə. 
JHN.19.17	Vəŋ gə nɨniŋ, Yeso shaꞌ fəŋkɔꞌ fə ŋkɨꞌsə fi ŋgɨɨ-ŋwə, ndɔ̀ gə̀ nɨniŋ maa shəŋ mɔ́ꞌ faŋ vɨ tii nə shəŋ ghutə tɔ wə. Yizii shəŋ kɔ́ maa ghaŋ Hibru nə luu Golgota. 
JHN.19.18	Vəŋ nə zìꞌ yifi, bèy Yeso fuu fəŋkɔꞌ fə ŋkɨꞌsə. Maa yighee yɔ́ vɨ baa bèy vɨɨ vəmɔ́ꞌ vəbɔɔ, wə mɔ́ꞌ maa kwiŋ Yeso muꞌ, wuu mɔ́ꞌ maa kwiŋ muꞌ, Yeso luu nɨntəŋ ŋwaa vəŋ. 
JHN.19.19	Pilate nə nyɔ̀ꞌ tɔ fəŋkɔꞌ fə ŋkɨꞌsə fə Yeso laa, «Yeso, wuu Nazaret, fwàŋ vɨɨ Jus.» 
JHN.19.20	Vɨ nə nyɔ̀ꞌ nu kɔ́ maa təghaŋ tətia, maa ghaŋ Hibru, faŋ luu sheꞌ ghaŋ vɨɨ Jus nə, nə maa ghaŋ Rom, nə maa ghaŋ Griik. Vɨɨ Jus vəyaŋ nə tìi nu kɔ́, buꞌ laa shəŋ kɔ́ nə kee lùu ntaŋ fɨ taa shɨ me. 
JHN.19.21	Nɨniŋ, vɨɨ kwalə məfeꞌ Nwi və vɨɨ Jus gə yè Pilate, gì tɨ́ ŋwə laa, kɨ ŋwə nyɔꞌ laa fwàŋ vɨɨ Jus me. Bàw ŋwə nyɔꞌ laa, wə ŋwə̀ nə gì laa yi luu fwàŋ vɨɨ Jus. 
JHN.19.22	Pilate bəŋsə tɨ́ vəŋ laa, «Nu ŋkɨə faŋ mə nii nyɔ̀ꞌ, mə nyɔ̀ꞌ yighee muꞌ.»
JHN.19.23	Faŋ vəsogeꞌ bey Yeso fuu fəŋkɔꞌ fə ŋkɨꞌsə mètə, ndì njwi si, gàasə vəshəŋ yishwe, sogeꞌ tɨ̀ me sogeꞌ ndi njii, goꞌ njwi yi yimɔꞌ, faŋ vɨ nə kee ta njwi yimɔꞌ yɔ́ me, vɨ nə tətuŋ, shù fɨ tɔ yi, ziꞌ ŋiꞌ yi. 
JHN.19.24	Vəŋ gi vəŋ vəŋ laa, «Kɨ nsiŋ setə me, nsiŋ tuŋ beꞌ shɔ, yè wə ntɨə faŋ ŋwə taa zɨ.» Ŋkə nə gày nɨniŋ maa məfaynə nə nu ŋkɨə faŋ ŋkə lùu taa ŋwaꞌlə Nwi laa,
JHN.19.24	«Vəŋ nə gàtə njwi saŋ vəŋ vəŋ,
JHN.19.24	tùŋ beꞌ maa njwi nyaa yimɔꞌ.» 
JHN.19.25	Faŋ vɨ nə bèy Yeso fuu fəŋkɔꞌ fə ŋkɨꞌsə nə, nshu Yeso ghɔ weenshu wi wəzwi, nə Meri zu Klopas, nə Meri Madalin tɨŋnə ŋiꞌ fəŋkɔꞌ fə ŋkɨꞌsə fə Yeso. 
JHN.19.26	Yeso ye nshu wi ghɔ wuu məzwetə nu ki ŋgwə faŋ Yeso nə kàw ŋwə shɔ̀ɔ nə, faŋ vəŋ nə tɨŋnə yifi, ŋwə gi tɨ́ nshu wi laa, «Yaa ŋwaa, ye ŋwiŋ wə nə,» 
JHN.19.27	baa kɨ nii bə̀ŋsə gì tɨ́ wuu məzwetə nu ki ghɔ́ laa, «Ye nshu wə nə.» Shù fɨ maa shi kɔ́, wuu məzwetə nu Yeso ghɔ́ ndi nshu Yeso, gə nə ŋwə shiŋii.
JHN.19.28	Yiŋkii kɨ mè, tɨ́ Yeso kɨɨ laa yi mètə vənu vi vənshə, kɨ nii gì laa, «Fwi nyaa yɔŋ.» Nɨniŋ, ŋkə fàynə nə nu faŋ ŋkə lùu taa ŋwaꞌlə Nwi. 
JHN.19.29	Kay nə luu yifi nə məluꞌ məshəsə taa tey yi. Vəŋ ndi kushaa, shù taa tey yi, fa tɔ yigiŋ faŋ vɨ tii nə Isop, nèsə tɨ́ ŋwə, jia shuu ŋwə. 
JHN.19.30	Yeso swiŋ məluꞌ mbɔ́, ndɔ̀ gì laa, «Ŋkə mè,» mɔ̀ꞌ me wi way muꞌ, kɨ nii yiku.
JHN.19.31	Shi kɔ́ nə luu shi ŋkɨə faŋ vɨ yaa kɨ lootə yiŋwaa, kɨꞌ shi zwisə Nwi. Gə̀ fɨ maa nshinə vəŋ, ŋku wə kee yaa kɨ luu fuu fəŋkɔꞌ fə ŋkɨꞌsə maa shi zwisə vəŋ me. Shi zwisə kɔ́ nə luu ŋkee shi kwalə nɨzi. Nɨniŋ, vɨɨ Jus gə bùꞌ ghɔ tɨ́ Pilate laa ŋwə yɨ vɨ gə bɨꞌtə fəŋ vɨɨ vì fuu məŋkɔꞌ mə ŋkɨꞌsə nə, laa vəŋ yasə kukə, vɨ sùꞌsə vəŋ, təə. 
JHN.19.32	Nɨniŋ, vəsogeꞌ jwi, bɨ̀ꞌtə fəŋ mfɔŋ wə, baa bɨ̀ꞌtə ŋgə wuu mɔ́ꞌ faŋ vɨ nə bèy vəŋ ghɔ vɨ Yeso mɔ́ꞌ nə. 
JHN.19.33	Faŋ vəŋ nə jwi zìꞌ maa Yeso, ye laa Yeso nii duꞌtə ŋwə ku. Nɨniŋ, vəŋ kee baa bɨ̀ꞌtə fəŋ ghi me. 
JHN.19.34	Luu nə, sogeꞌ mɔ́ꞌ ndi yighaw yi, sɔ̀ way yiŋii Yeso, mənshi nə muu fuu fɨ maa Yeso. 
JHN.19.35	Wə ntɨə faŋ ŋwə ŋwàꞌlə nu kɔ́, nə yè nu kɔ́ nə sɨ, nàysə tɨ́ vɨɨ. Ŋwə naysə nu yinsəŋ. Ŋwə kɔꞌ kɨɨ laa ŋwə gisə yinsəŋ. Ŋwə naysə nu kɔ́ tɨ́ viŋ, tɨ́ kaꞌ viŋ bìŋ Yeso. 
JHN.19.36	Nu kɔ́ nə gày maa məfaynə maa nu ŋkɨə faŋ vɨ nə nyɔ̀ꞌ taa ŋwaꞌlə Nwi ŋkee fɨshi laa, «Vɨ ndɔ kee bɨꞌ tuu wutə ŋwaa ki me.» 
JHN.19.37	Vɨ nə baa nyɔ̀ꞌ maa shəŋ mɔ́ꞌ taa ŋwaꞌlə Nwi laa, «Vɨɨ ndɔ ye wə ntɨə faŋ vəŋ nə ndɨəsə ŋwə.» 
JHN.19.38	Yiŋkii kɨ mè, wə mɔ́ꞌ jwi yifi, yizii yi luu Josef fɨ ntɨꞌ Arimatia. Ŋwə nə luu wə faŋ ŋwə nəə beꞌsə Yeso, kee beꞌsə ntee me, buꞌ laa ŋwə nəə fee vɨɨ kwalə vɨɨ Jus. Josef ghɔ́ gə ye Pilate, ndwàŋ ŋwə laa ŋwə kɔ ŋku Yeso, yi gə təə. Pilate biŋ. Josef gə ndì ŋku Yeso. 
JHN.19.39	Wə mɔ́ꞌ nə gə̀ shɔ nɨzi. Wə ghɔ́ lùu Nikodemɔs faŋ ŋwə nə jwì yɨ Yeso vətuꞌ yighee vɨsɨ nə. Ŋwə nə jwì nə vəfɔ nə lamenda faŋ vɨ tii nə mir nə alos. Mbə nə dɨɨ, lùu yaa vəmba və fəŋway vəbɔɔ. 
JHN.19.40	Josef ghɔ Nikodemɔs ndi ŋku Yeso, kà ŋwə taa njwisə fusə nə lamenda ghɔ́ faŋ lumə ki luu ŋkee kəjəə, faŋ luu ŋgunə vɨɨ Jus maa mətəə wə nɨniŋ. 
JHN.19.41	Yindɨɨ yimɔ́ꞌ nə luu maa shəŋ kɔ́ faŋ vɨ nə bèy Yeso shɔ fuu fəŋkɔꞌ fə ŋkɨꞌsə nə. Swi mɔ́ꞌ nə luu shɔ taa yindɨɨ yɔ́, faŋ vɨ nə tə̀ə taa ŋoꞌ. Vɨ nə kee ta təə wə shɔ me. 
JHN.19.42	Nɨniŋ, faŋ shi kɔ́ nə luu shi faŋ vɨ lootə yiŋwaa buꞌ shi zwisə nə, vəŋ kwaŋ Yeso taa swi yɔ́, buꞌ laa shəŋ kɔ́ nə luu nshənə.
JHN.20.1	Shi zwisə kɔ́ kɨ shɔɔ, fu kɨ lee maa shi vɨsɨ maa yiwiŋ, Meri Madalin fuu kɨ gə shuu swi Yeso ŋkee taa wee-leefu, faŋ fu kee ta yigaasə me. Ŋwə ziꞌ yifi, ye laa vɨ bàꞌsə ŋoꞌ njyə faŋ vɨ yaa nùŋ shuu swi yɔ́. 
JHN.20.2	Ŋwə nyɨŋ gə̀ yè Saymon Pita, nə wuu məzwetə nu Yeso mɔ́ꞌ, ŋgwə faŋ Yeso nə kàw ŋwə shɔ̀ɔ nə. Meri naysə tɨ́ vəŋ laa, «Vɨ fùusə ŋku tɨta ŋwaa-nsiŋ fɨ taa swi. Yia kee kɨɨ nə shəŋ ŋkɨə faŋ vɨ gə̀ nùŋ ŋwə shɔ me.» 
JHN.20.3	Pita ghɔ liŋ wi ghɔ́ ndɔ fɨ nsi, nyɨŋ gə̀ maa kwiŋ swi ghɔ́. 
JHN.20.4	Wuu məzwetə nu Yeso ghɔ́ faŋ ghɔ Pita ndɔ̀ kɨ nyɨŋ gə mɔ́ꞌ nə, nyɨŋ shɔ̀ɔ Pita, fì vɨsɨ, gə̀ zìꞌ shuu swi yɔ́ vɨsɨ, 
JHN.20.5	gùŋnə nsi, ndèynə taa swi ghɔ́, yè njwisə fusə nsɨə faŋ vɨ nə ndìŋ Yeso taa tey yi nə, faŋ nsə nɔ̀ŋ taa swi. Ŋwə nə kee ŋii gə̀ taa swi yɔ́ me. 
JHN.20.6	Fɨkɨꞌ Pita, faŋ ŋwə nə beꞌsə ŋwə fɨ yiba nə, jwi zìꞌ shɔ nɨzi, ŋìi taa swi yɔ́ yighee muꞌ, yè njwisə sɔ́ faŋ nsə nə nɔ̀ŋ taa swi yɔ́, 
JHN.20.7	nə njwi njyə faŋ vɨ nə kà tɔ Yeso shɔ nə. Yinjii nə dùꞌ nɨŋkwiŋ, tɨ́ vɨ buꞌnə, nùŋ shɔ. 
JHN.20.8	Liŋ wi ghɔ́ faŋ ŋwə nii jwì vɨsɨ nə, baa kɨ nii luu ŋìi taa swi yɔ́ nɨzi, yè vənu vɔ́, biŋ laa Yeso ywèy fɨ shɨ yiku. 
JHN.20.9	Jwi kɔ tɨ́ shi kɔ́, vəŋ nə kee ta kɨ̀ɨ nə ŋiꞌ yigi njyə faŋ vɨ nə nyɔ̀ꞌ taa ŋwaꞌlə Nwi laa, wuu məbweysə vɨɨ Nwi ndɔ ku, baa ywey fɨ shɨ yiku me. 
JHN.20.10	Vɨɨ məzwetə nu Yeso vɔ́ baa bə̀ŋ gə̀ shiŋii.
JHN.20.11	Meri baa kɨ bəŋ jwì shuu swi yɔ́, jwì tɨ̀ŋnə fu, kɨ gwia. Faŋ ŋwə nəə gwia, guŋnə, ndeynə taa swi ghɔ́, 
JHN.20.12	yè nshiisə-ŋiisə Nwi səbɔɔ, faŋ vəŋ nə mɔ̀ꞌ njwisə fusə. Vəŋ nə dùꞌ maa shəŋ ŋkɨə faŋ vɨ nə nùŋsə ŋku Yeso shɔ nə, wuu mɔ́ꞌ duꞌ shəŋ ŋkɨə faŋ tɔ Yeso nə nɔ̀ŋ shɔ. Wə mɔ́ꞌ duꞌ shəŋ ŋkɨə faŋ ghuu ghi nə nɔ̀ŋ shɔ. 
JHN.20.13	Nshiisə-ŋiisə Nwi sɔ́ bitə tɨ́ Meri laa, «A gwia kə, yaa?» Ŋwə gi tɨ́ vəŋ laa, «Vɨ bàꞌsə tɨta ŋwaa, gə̀ nə ŋwə. Mə kee kɨ̀ɨ nə shəŋ ŋkɨə faŋ vɨ gə̀ nùŋ ŋwə shɔ me.» 
JHN.20.14	Ŋwə gi nɨniŋ, kìasə ŋwaa wi, yè Yeso faŋ ŋwə nə tɨ̀ŋnə yifi, luu nə, sɨ ghi kee ley laa lùu Yeso me. 
JHN.20.15	Yeso gi tɨ́ ŋwə laa, «A gwia kə, yaa? A kəə ndə?» Meri nəə bɨꞌtə laa lùu wə ntɨə faŋ ŋwə faꞌ taa yindɨɨ yifi. Ŋwə gi tɨ́ Yeso laa, «Tɨta, kɨ luu laa ndì ghɔ ndì ŋwə, a də̀ shəŋ ŋkɨə faŋ a gə̀ nùŋ ŋwə shɔ shee, tɨ́ kaꞌ mə gə baa ndì ŋwə fɨ fuŋ.» 
JHN.20.16	Yeso kɨ nii tìi ŋwə laa, «Meri!» Ŋwə kiasə ŋwaa wi, bìŋ maa ghaŋ Hibru laa, «Raboni.» Ŋiꞌ raboni lùu laa, wuu mədeesə kwalə. 
JHN.20.17	Yeso gi tɨ́ ŋwə laa, «Kaa kɔŋ mə me, buꞌ laa mə kee ta gə̀ yizɔ yɨ Tii ŋwaa me. Gə yè vaŋ-nshwi vaŋ-nsoo, nàysə tɨ́ vəŋ laa mə taa koꞌ gə̀ yizɔ yɨ Tii ŋwaa, faŋ lùu Tii wiŋ nɨzi. Lùu ŋwə lùu Nwi ŋwaa, baa lùu Nwi wiŋ nɨzi.» 
JHN.20.18	Meri ndɔ gə̀, gə̀ nàysə tɨ́ vɨɨ məzwetə nu Yeso laa yi yè Yeso, baa nàysə yigi njyə faŋ Yeso nii gì tɨ́ ŋwə nə nɨzi.
JHN.20.19	Kɨ lùu laynəfu maa shi kɔ́, faŋ nə luu shi vɨsɨ fɨ taa yiwiŋ, vɨɨ məzwetə nu Yeso baytə taa ŋii yimɔ́ꞌ, fə̀ŋ shuufɔ, buꞌ laa vəŋ nəə fee vɨɨ Jus. Faŋ vəŋ nə luu yifi, Yeso fuu taa ŋwaa vəŋ, shɔ̀ꞌtə vəŋ laa, «Mənɔŋ-bwaŋnə tɔ viŋ.» 
JHN.20.20	Ŋwə gi nɨniŋ, ndɔ̀ də̀ ghɔ ghi tɨ́ vəŋ, nə way yiŋii wi. Vɨɨ məzwetə nu ki ŋaytə ŋkee dɨdɨꞌ faŋ vəŋ nə ye tɨta Yeso nə. 
JHN.20.21	Yeso baa gì tɨ́ vəŋ laa, «Mənɔŋ-bwaŋnə tɔ viŋ. Tɨta Nwi nə tɔ̀ŋ mə nə ntɔŋ. Nɨniŋ, mə tɔŋ viŋ ndwə nə ntɔŋ Nwi yɔ́.» 
JHN.20.22	Ŋwə nə gì nɨniŋ mètə, ndɔ̀ tàw zwitə maa vəŋ, gì laa, «Viŋ fi Zwitə Ley Nwi. 
JHN.20.23	Kɨ luu viŋ ndɔ ndenə yibɨsə wə mɔ́ꞌ, buu Nwi taa ndenə yibɨsə wə ghɔ́ nɨzi. Gə̀ fɨ maa wə ntɨə faŋ viŋ kee ndènə yibɨsə yi me, yibɨsə yi yɔ́ goꞌ tɔ ŋwə.
JHN.20.24	Maa yighee yɔ́ faŋ Yeso nə bɨ jwì də̀ ŋwaa wi tɨ́ vɨɨ məzwetə nu ki, Tɔmas nə kee lùu shɔ ghɔ vɨ vəŋ mɔ́ꞌ me. Tɔmas ghɔ́ nə luu fɨ taa ŋwaa vɨɨ məzwetə nu Yeso njɔsə-bɔɔ nə. Lùu ŋwə faŋ vɨ tii ŋwə nə Siꞌye nə. 
JHN.20.25	Tɔmas ghɔ́ bəŋ jwì, vəŋ naysə tɨ́ ŋwə laa vəŋ yè tɨta Yeso. Tɔmas bəŋsə tɨ́ vəŋ laa, «Mə kee biŋ laa nu kɔ́ lùu yinsəŋ me, maa laa mə ye yifɨɨ mbey, faŋ vɨ nə bèy ghɔ ŋwə nə me, ndɔ baa kɔ̀ŋ wee-ghɔ ŋwaa maa yifɨɨ yi, mɔ̀ꞌ ghɔ kaŋ maa way yiŋii wi me.» 
JHN.20.26	Vəshi shɔɔ yifɔŋ, vɨɨ məzwetə nu Yeso baa bàytə taa ŋii, Tɔmas luu shɔ ghɔ vɨ vəŋ mɔ́ꞌ. Faŋ vəŋ nə kɔlə fə̀ŋ shuu ŋii, Yeso fuu taa ŋwaa vəŋ, shɔꞌtə vəŋ, gì laa, «Mənɔŋ-bwaŋnə tɔ viŋ,» 
JHN.20.27	kɨ nii gì tɨ́ Tɔmas laa, «Kɔŋ wee-ghɔ wə taa ghɔ mə ye. Nesə kwiŋ wə, kɔŋ ghɔ kə way yiŋii mə. Kɨ tɔ kə baa shii me; biŋ laa lùu mə.» 
JHN.20.28	Tɔmas gi tɨ́ Yeso laa, «Tɨta ŋwaa, Nwi ŋwaa!» 
JHN.20.29	Yeso gi tɨ́ ŋwə laa, «A bìŋ mə, buꞌ laa a ye mə nə yisɨ yə. Mənɔŋ-bwaŋnə ndɔ luu tɔ vɨɨ mbɨə faŋ vəŋ kee yè vənu və̀ nə sɨ me, biŋ vənu vɔ́.»
JHN.20.30	Yeso nə baa yɨ̀ vənu və shuu yɔŋvə vəyaŋ, vɨɨ məzwetə nu ki ye, vɨ kee nyɔ̀ꞌ vənu vɔ́ taa ŋwaꞌlə ŋwə̀ me. 
JHN.20.31	Vənu mbɨə faŋ vɨ nyɔ̀ꞌ feenə, vɨ nyɔ̀ꞌ laa viŋ biŋ laa Yeso luu wə ntɨə faŋ Nwi nə shoꞌ, wuu məbweysə ŋwaa-nsiŋ, Wee Nwi. Viŋ biŋ yizii yi, nùŋ fwi siŋ maa ŋwə, buu kìi məbwey vəlwaŋ.
JHN.21.1	Kɨ luu fɨ yiba, Yeso baa fùu yikəꞌ vɨɨ məzwetə nu ki, maa yighee njyə faŋ vəŋ nə luu mbɨɨ maghia Tiberiɔs. Nu kɔ́ nə gày tɨ́ nee: 
JHN.21.2	Saymon Pita nə Tɔmas faŋ vɨ nəə tii ŋwə nə Siꞌye nə, baa nə Nataniel faŋ ŋwə nə ndɔ̀ fɨ ntɨꞌ Kana fɨ shɨ Galilii, nə vaŋ Zebedii vəbɔɔ, nə vɨɨ məzwetə nu Yeso vəmɔ́ꞌ vəbɔɔ, vəŋ nə bàytə shəŋ muꞌ. 
JHN.21.3	Saymon Pita gi tɨ́ vəŋ laa yi kəə gə koo susə. Bətə vɨɨ gi tɨ́ ŋwə laa ghɔ vɨ vəŋ gə mɔ́ꞌ. Nɨniŋ, vəŋ vənshə fuu gə̀ ŋìi taa bay, gə koo susə. Vəŋ nə faꞌ fu vətuꞌ ŋkwəŋ, kee kòo tuu mbuu su me. 
JHN.21.4	Kɨ luu ŋkee taa nshia-ndoo-mbisɨ, faŋ fu nə tey kɨ lee, Yeso fuu yikəꞌ vəŋ, tɨ̀ŋ mbɔꞌ bia. Luu nə, vɨɨ məzwetə nu ki kee ta kɨɨ laa lùu Yeso me. 
JHN.21.5	Yeso gi tɨ́ vəŋ laa, «Vaŋ vaŋ, viŋ kee ta kòo susə yimu?» Vəŋ gi laa «bey». 
JHN.21.6	Ŋwə gi tɨ́ vəŋ laa, «Viŋ ndi ghuu ghiŋ, mɔ̀ꞌ maa kwiŋ bay maꞌnə, buu viŋ taa koo susə.» Vəŋ mɔꞌ ghuu maa kwiŋ bay maꞌnə, susə ŋii tey yi ŋkee səyaŋ, vəŋ kee baa kɨɨ suŋ, kwàŋ taa bay me, buꞌ laa susə nə luu səyaŋ taa tey yi. 
JHN.21.7	Wuu məzwetə nu Yeso ŋgwə faŋ Yeso nə kàw ŋwə shɔ̀ɔ nə, gi tɨ́ Pita laa, «Luu tɨta ŋwaa-nsiŋ.» Faŋ Pita nə zɔ̀ yigi yɔ́, laa luu tɨta Yeso nə, ŋwə mɔꞌ njwi yi faŋ ŋwə nii shoꞌ maa faꞌ, sàwnə shə̀ŋ taa muu, gə shəŋ ŋkɨə faŋ Yeso nə luu shɔ nə. 
JHN.21.8	Vəliŋ vi vɔ́ goꞌ taa bay, dɔ̀ŋsə bay kɔ́, jwì nə ŋkə yifi, sùŋ ghuu susə fɨ yiba bay kɔ́, faŋ susə nə lwàŋ taa tey yi nə. Vəŋ nə kee lùu ntaŋ fɨ mbɔꞌ bia me; ŋkə nə luu sheꞌ yaa kwiŋ muu-ntee maa məziꞌ mbɔꞌ bia. 
JHN.21.9	Vəŋ ziꞌ mbɔꞌ bia, fùu fɨ taa bay, yè vəkɨꞌlə və wi shɔ nə susə fuu yi, nə bee. 
