GEN.1.1	Ŋgimbi nɛ̀ Sɔ̧ ku̧u̧ nɛ̀ naŋ dee yiwese in nù, 
ISA.41.10	Ká kíì de mɛ na, wen mi a̧a̧ ɗoŋ mɛ;
ISA.41.10	ká yí-mɛ gɔn kɔ̧a̧ na,
ISA.41.10	wen mi nɛ Sɔ̧ kɔ-mɛ.
ISA.41.10	Mi tɛ ha̧ ŋgai ha̧ mɛ, gbak nɛ mɛ,
ISA.41.10	kasi nɛ mɛ nɛ war wii er-am
ISA.41.10	nɛ duk nɛ te-er-gbin-biro.
ISA.41.11	Ziimɔ in búù tɛ ba o wi nɛ see kur zu mɛ‘i,
ISA.41.11	wa beka ba zu nɛ ŋgɔn na.
ISA.41.11	O wi-kii-wen in mɛɛ nɔ‘i
ISA.41.11	tɛ yambali kifi geemɔ,
ISA.41.11	ɓɛɛ wa kuma lɛŋ.
ISA.41.12	Mɛ tɛ kii wisɛn kɔ-mɛ nɔ‘i,
ISA.41.12	ɓɛɛ mɛ beka kpa wa ɓɔna;
ISA.41.12	mi tɛ sakali o wi nɛ ha̧m biro pii tɛ-mɛ‘i,
ISA.41.12	wa tɛ de geemɔ,
ISA.41.13	wen mi GASA WAN Sɔ̧ kɔ-mɛ,
ISA.41.13	kasi mɛ nɛ er-am mɛ wiiko,
ISA.41.13	tɔ̧ nɛnɛ ha̧ mɛ‘e: «Ká mɛ de kíì na,
ISA.41.13	mi a̧a̧ ɗoŋ mɛ.»
ISA.41.14	ŋma be dɔk ha̧ wa mɛ mbɔli ga’ɛ,
ISA.41.14	mi tɛ ye ɗoŋ mɛ.
ISA.41.14	Nɛ GASA WAN a̧ tɔ̧ wen’ɛ.
ISA.41.14	Mɔ nɛ wa dee in mɛɛ‘i ɓɔna kɔ̧ see-am.
ISA.41.14	Sɔ̧, Sa̧a̧ Wi ko 
ISA.41.15	Mi tɛ de ha̧ mɛ mɛ duk hee mbe mɔɔ-gusi-alkamaari
ISA.41.15	nɛ o nin-a a̧a̧ sɛnɛ nɛ ŋgaya-a ga.
ISA.41.15	Mɛ tɛ gak zu o kaya ɗaŋ,
ISA.41.15	ɓɛɛ mɛ hɔ̧na o zu-tɔ̧́ mɔk
ISA.41.15	hee pumyulu alkamaari ga.
ISA.41.16	Mɛ tɛ pɛfi wa, ɓɛɛ búk kaia wa pɛsi a taŋ;
ISA.41.16	ɓɛɛ kɔ-mɛ, mɛ tɛ de nyɛŋɛ wen zu GASA WAN,
ISA.41.16	mɛ tɛ duk tɛ-mɛ nɛ Sa̧a̧ Wi ko 
ISA.41.17	Ŋgimbi nɛ o wisan in o wi-kɔsa tɛ kii yì takaɗi,
ISA.41.17	nɛ war ger-wa tɛ kor kútú-kútú,
ISA.41.17	ɓɛɛ mi GASA WAN tɛ zii aia-nú kɔ-wa;
ISA.41.17	mi Sɔ̧ ko 
ISA.41.18	mi tɛ de ha̧ nana-yì mɛ fok zir nɛ zu kaya mɛ,
ISA.41.18	ɓɛɛ yi tɛ fok sɛn kɔ̧ ɗɔŋgɔ mɛ mbɛt.
ISA.41.18	Mi tɛ de ha̧ ŋga-gbárà mɛ kifi nɛ gɔna-yì,
ISA.41.18	in sira-nu mɛ kifi duk nɛ yí-mbuu.
ISA.41.19	Mi tɛ gun 
ISA.41.19	ká bá nɛ̀ be te nɛ pɛr-aa ɔ dee
ISA.41.19	in te-nɔ̧́ sɛn ŋga-gbárà,
ISA.41.19	ɓɛɛ mi guna 
ISA.41.19	ká bá nɛ̀ dɛ̧ɛ̧ tɛ kpɔk fara katɛ ŋmaa,
ISA.41.20	wen ha̧ o bíí mɛ zɔk,
ISA.41.20	ha̧ wa mɛ iŋ,
ISA.41.20	ha̧ wa mɛ ta mɔ sɛnɛ,
ISA.41.20	ɓɛɛ wa iŋa mgbara-a mbɛt'e,
ISA.41.20	nɛ́ er GASA WAN,
ISA.41.20	Sa̧a̧ Wi ko 
ISA.41.21	GASA WAN tɔ̧ɔ̧ ha̧ o sɔ̧ ko o tugun bíí:
ISA.41.21	Ɛ̀nɛ̀ bá wen k’ɛ́nɛ́ gbonɛ.
ISA.41.21	Wannu ko Jakob'e: Ɛ̀nɛ̀ tɔ̧ mgbák yi wen'i;
ISA.41.22	ɛ̀nɛ̀ ɗɔ́ŋ pii ti,
ISA.41.22	ɛ̀nɛ̀ tɔ̧́ mgbara mɔ nɛ tɛ‘i h’ɛ́ɛ́!
ISA.41.22	Ɛ̀nɛ̀ tɔ̧́ mɔ nɛ yaka,
ISA.41.22	wen h’ɛ́ɛ́ mɛ iŋ o mɔɔ nɔ‘i.
ISA.41.22	Ɛ̀nɛ̀ wé ɗoŋ mɔ nɛ tɛ‘i h’ɛ́ɛ́,
ISA.41.22	sɛk’ɛɛ iŋa wan nɛ yaka.
ISA.41.23	Ɛ̀nɛ̀ tɔ̧́ mɔ nɛ tɛ hɔ h’ɛ́ɛ́,
ISA.41.23	ɓɛɛ sɛk’ɛɛ iŋa'e nɛ mbetɛ‘e ɛnɛ nɛ o sɔ̧;
ISA.41.23	ɛ̀nɛ̀ dé kana ŋma be mɔɔ-usi-mɔ,
ISA.41.23	kóó nɛ ŋma ŋgamɔ, koo ŋma mɔɔ-kíì,
ISA.41.23	h’ɛ́ɛ́ mɛ zɔk nɛ yí-ɛɛ sɛ!
ISA.41.24	Kà bó hegɔ na, ɓɛɛ gba̧a̧ mɔ bo tɛ‘nɛ́ na,
ISA.41.24	tom k’ɛ́nɛ́ duk nɛ geemɔ mbulɛɛ gee;
ISA.41.24	kóó o nde nɛ hok'nɛ, kifa nɛ mɔɔ-búù hee ɛnɛ ga.
ISA.41.25	Mi hoka ŋma bíí nɛ ká̧-zan-mɛ́-ŋgɔn mɛ,
ISA.41.25	a̧ hɔɔ kaɗi;
ISA.41.25	si war daŋa-wese mɛ‘i,
ISA.41.25	wi sa nɛ nin-a.
ISA.41.25	Wi’ɛi i̧sa̧ o wannu hee mɔ'ɔ nɛ‘i ŋma nɛ ɓɔtɛ,
ISA.41.25	kóó hee mɔ'ɔ nɛ wi-ɓu-kpánà va̧i̧ nɛ gii’ɛ ga.
ISA.41.26	Wi nɛ wee so ɗoŋ o mɔɔ nɔ‘i nɛti h’ɛ́ɛ́ mɛ iŋ nɛ o?
ISA.41.26	Wi nɛ tɔ̧ɔ̧ so wen-aa h’ɛ́ɛ́,
ISA.41.26	k’ɛɛ tɔ̧‘e wen'i duk nɛ yuwar-a, nɛ o?
ISA.41.26	Ŋma bíí tɔ̧ wen-aa h’ɛ́ɛ́,
ISA.41.26	kà bó nɛ̀ wee ɗoŋ-aa h’ɛ́ɛ́ na mbɛt.
ISA.41.26	Ŋma bíí mɛ mgbara'nɛ́
ISA.41.26	nɛ‘i zia wen-aa nú-a, bo na.
ISA.41.27	Kuti bíí nɛ tɔ̧ɔ̧ wen-aa ha̧ 
ISA.41.27	ɓɛɛ mi tom nyɛrɛ-a nɛ betom ha̧ Jerusalɛm.
ISA.41.28	Mi pi̧i̧ yí‘m sitɛ o sɔ̧ nɔ‘i,
ISA.41.28	ɓɛɛ mi zɔk ŋma bíí na;
ISA.41.28	ŋma wi-ba-keta mgbara wa bo na.
ISA.41.28	Ŋma bíí n'am tɛ ak
ISA.41.28	ɓɛɛ ká kifa nú ha̧‘m, bo na.
ISA.41.29	Wa lɛŋ hee o ŋmaa ga, ŋma mɔ bo na;
ISA.41.29	tom kɔ-wa nɛ gee tum mɔ.
ISA.41.29	O sɔ̧ kɔ-wa nɔ‘i nɛ gee búk
ISA.41.29	in geemɔ sɔɔ ge!
ISA.42.1	Wi’ɛ nɛ wi-de-tom kɔ‘m n'am yor ɗoŋ-aa,
ISA.42.1	a̧ nɛ wi n'am hoka, nɛ see-am lɛŋ duk zu a̧.
ISA.42.1	Mi ee 
ISA.42.1	nɛ́ wi’ɛi a̧ tɛ ba usamɔ nɛnɛ ha̧ o dukbíí,
ISA.42.1	ɓɛɛ nɛ́ a̧ a̧ tɛ gɔn kita zu o tugun bíí nɛ̀ yuwar-a.
ISA.42.2	A̧ beka tɔ̧ wen nɛ ŋgai na;
ISA.42.2	wi beka zii ger-a na.
ISA.42.2	Ŋma bíí nɛ tɛ zii ger-a bee-gara bo na mbɛt;
ISA.42.3	a̧ beka gbin toro nɛ difa na,
ISA.42.3	a̧ ufi wee lamba nɛ ga̧ tɛnɛ mɛ bi na;
ISA.42.3	ɓɛɛ a̧ tɛ usi nɛ deemɔ nɛ yuwar-a.
ISA.42.4	A̧ beka mbɔi na,
ISA.42.4	ɓɛɛ gɛ̧ɛ̧mɔ beka ba a̧ na mbɛt
ISA.42.4	hɔ ŋgimbi nɛ deemɔ nɛ yuwar-a
ISA.42.4	tɛ ɔ wan zu nu’ɛ,
ISA.42.4	in sɛn see zu o bíí mɛ nyɛi̧a fara mɛ lɛŋ.
ISA.42.5	Mɔ nɛ GASA WAN Sɔ̧ nɛ tata yiwese mgbalak
ISA.42.5	in nu nɛ oi o mɔ nɛ a̧a̧ zaŋ-aa lɛŋ,
ISA.42.5	ɓɛɛ nɛ̀ ha̧ 
ISA.42.5	in o mɔ mɛ zu-a, tɔ̧, nɛ mɔ'ɔ:
ISA.42.6	«Nɛ́ ɗoŋ deemɔ kɔ‘m nɛ yuwar-a
ISA.42.6	a̧ mi GASA WAN saa nɛ mɛ,
ISA.42.6	nɛ́ mi'i yora ɗoŋ mɛ kasi nɛ er-mɛ;
ISA.42.6	mi usa mɔ ha̧ mɛ
ISA.42.6	wen ha̧ mɛ mɛ duk nɛ́ yuwar 
ISA.42.6	in sa̧a̧mɔ ko o tugun bíí.
ISA.42.7	Mɛ tɛ hú̧í̧ yí o wi nɛ boma,
ISA.42.7	mɛ tɛ gbo o wi-zɔɓɔ yinɛ,
ISA.42.7	in o bíí nɛ ya ti-tum mbɛt.»
ISA.42.8	Mi nɛ GASA WAN,
ISA.42.8	nin-am nɛ mɔ‘i;
ISA.42.8	ɓɛɛ mi beka e ha̧ ŋma bíí,
ISA.42.8	kóó ha̧ o géé-sɔ̧ mɛ ba hu̧ra-nin kɔ‘m na.
ISA.42.9	O kuti-mɔ hɔɔ yak kaɗi,
ISA.42.9	ɓɛɛ mi mbaŋ nɛ tɛ‘nɛ́
ISA.42.9	zu o wan nɛ tɛ‘i nɛti ha̧ wa mɛ hɔ.
ISA.42.10	Ɛnɛ o bíí-yar-nɛ-zu gba-tɔp
ISA.42.10	in o mɔ mɛ ɗɔɔ-aa,
ISA.42.10	ká bá nɛ̀ o bíí mɛ nyɛi̧a fara,
ISA.42.10	ɛ̀nɛ̀ bíí mbe gima zɔn nɛ GASA WAN,
ISA.42.10	ɛ̀nɛ̀ bíí gima zɔn nɛ a̧ hɔ nduti nu mɛ.
ISA.42.11	O ye mɛ si ŋga-gbárà in o bezaŋ Kedar
ISA.42.11	a̧ bíí gima nɛ hee ger;
ISA.42.11	o bíí mɛ si zu kaya a̧ gai mɔ de nɛ nyɛŋɛ,
ISA.42.11	wa a̧ de tortɛ nɛ desee!
ISA.42.12	O bíí mɛ nyɛi̧a fara
ISA.42.12	a̧ zɔn gasamɔ ko GASA WAN nɛ hee ger.
ISA.42.13	GASA WAN a̧ gbo tɛnɛ hee ŋga bíí ga'i,
ISA.42.13	a̧ a̧ kpɔ̧ tɛnɛ hee ŋma wi-biro ga'i.
ISA.42.13	A̧ tuɓi nɛ da̧ a zu o wisɛn kɔ̧-a̧ tɔ̧ nɛnɛ‘e:
ISA.42.14	Ɗoŋ-aa nyɛi̧a n'am nyɔŋ nɛ nin-am,
ISA.42.14	mi kɔ̧ tɔ̧ɔ̧ wen na,
ISA.42.14	mi de ŋma mɔ na mbɛt.
ISA.42.14	Hee ŋma naa-zaŋ nɛ zaŋ nyim mɛ ko’ɛ ga,
ISA.42.14	kinii, mi tɛ gɔfi mɔ nɛ ŋgai, hiɗ‘am gɔn.
ISA.42.15	Mi tɛ ɗaŋ mɔ zu o kaya in o zu-tɔ̧́ lɔkɔti-lɔkɔti,
ISA.42.15	o ɓɔɔ-mɔ mɛ zu wa tɛ kor;
ISA.42.15	o nana-yì tɛ gɔn kifi nɛ o be ɗuŋgum-yì,
ISA.42.15	ɓɛɛ o tɔp ɔ̧sa̧ ndaɗi ta̧i̧-ta̧i̧.
ISA.42.16	Mi tɛ de ha̧ o wi-boma-yí
ISA.42.16	mɛ ba yuwar nɛ wa tɛ ba so nɛti na;
ISA.42.16	mi tɛ mgbɔ wa nɛnɛ sɛnɛ.
ISA.42.16	Mi tɛ kpai tum nɛ sa̧a̧mɔ sɛn ti wa,
ISA.42.16	ɓɛɛ o gɔɔ-war kifa duk nɛ tana-a.
ISA.42.16	Mɔ‘i, mi tɛ de hɔ gba̧a̧,
ISA.42.16	mi beka e duk na.
ISA.42.17	Zɔk n’ɛnɛ tɛ ɓɔn ɗoŋ ɓɛɛ foe baa'nɛ,
ISA.42.17	ɛnɛ o wi nɛ tɔ̧ ha̧ o géé-sɔ̧, ɗaŋ o mboo-mɔ‘e:
ISA.42.17	«Sɔ̧ k’ɛɛ nɛ ɛnɛ'ɛ!»
ISA.42.18	Ɛnɛ o wi-mgbee-zer nɔ'ɔ, ɛ̀nɛ̀ zíí mɔ;
ISA.42.18	ɛ́nɛ́ o wi-boma-yí nɔ'ɔ
ISA.42.18	ɛ̀nɛ̀ hú̧í̧ yí‘nɛ́, ɛ̀nɛ̀ zɔ́k mɔ!
ISA.42.19	Wi-boma-yí‘i nɛ o?
ISA.42.19	Bo nɛ mɛ wi-de-tom kɔ‘m na?
ISA.42.19	Wi-mgbee-zer nɛ betom kɔ‘m.
ISA.42.19	Wi-boma-yí, nɛ̀ zer mgbea'i,
ISA.42.19	yak zu wi-de-tom ko GASA WAN, nɛ o?
ISA.42.20	Yí-mɛ zɔka mɔ nɛ dɔka-a,
ISA.42.20	ɓɛɛ mɛ kasi ŋma mɔ sɛnɛ na;
ISA.42.20	zer-mɛ gboa, ɓɛɛ mɛ zii mɔ na!
ISA.42.21	GASA WAN yora ɗoŋ ee-zu-mɔ kɔ‘i
ISA.42.21	usi nɛnɛ‘e Heembea kɔ‘i nɛ gba demɔ nyɛmna,
ISA.42.22	ɓɛɛ kinii wa bìí dukbíí'ɛ,
ISA.42.22	kai nɛ mɔ er-wa;
ISA.42.22	wa kifa nɛ o wi-zɔɓɔ
ISA.42.22	nɛ‘i kaia a kɔ kɔ̧
ISA.42.22	sɛn kɔ̧ tua zɔɓɔ mɛ.
ISA.42.22	Wa nɛ o bíí nɛ wa bia kai nɛnɛ,
ISA.42.22	nɛ ŋma wi-kpasi-wa bo na;
ISA.42.22	ŋma bíí mɛ tɔ̧‘e:
ISA.42.22	«Ɛ̀nɛ̀ gbó wa a nu», bo na mbɛt.
ISA.42.23	Mɛ nɛ o mgbara'nɛ́ nɛ tɛ zii wen’ɛ o?
ISA.42.23	Nɛ ge bíí ge a̧ tɛ kasi yaknɛ siti mɛ o?
ISA.42.24	Wi nɛ dee ha̧ wa mɛ bi Jakob
ISA.42.24	kai nɛ mɔ er 
ISA.42.24	Bo nɛ GASA WAN,
ISA.42.24	wi n’ɛɛ dee ɗaŋmɔ ti a̧,
ISA.42.24	bɛ̧ nɛ baa yuwar kɔ̧-a̧,
ISA.42.24	e nɛ Heembea kɔ̧-a̧ duk’ɛ na?
ISA.42.25	Mɛ nɛ wen zu mɔ‘i a̧ ŋga nyimsea kɔ̧-a̧
ISA.42.25	kura nɛnɛ zu 
ISA.42.25	hegɔ a̧ daka biro pi zu a̧,
ISA.42.25	dɔ nɛ a̧ nɛ wee,
ISA.42.25	ɓɛɛ 
ISA.42.25	Wee nyimsea'i dɔɔ a̧,
ISA.42.25	ɓɛɛ a̧ ta mɔ sɛnɛ na mbɛt.
ISA.43.1	Kinii, 
ISA.43.1	wen nɛ GASA WAN wi nɛ dee mɛ tɔ̧ nɛ mɔ'ɔ:
ISA.43.1	«Ká kíì de mɛ na, mi gɔna zu mɛ;
ISA.43.1	mi sa mɛ nɛ̀ nin-mɛ, ɓɛɛ mɛ́ nɛ́ kɔ‘m.
ISA.43.2	Koo mɛ kuu nɛ gasa yi, mi a̧a̧ ɗoŋ mɛ,
ISA.43.2	kóó mɛ kuu nɛ nana-yì, mɛ beka fe yi na;
ISA.43.2	kóó mɛ gɔma nɛ yí-wee,
ISA.43.2	leɓe-wee beka ba mɛ na,
ISA.43.3	wen mi GASA WAN nɛ Sɔ̧ kɔ-mɛ,
ISA.43.3	Sa̧a̧ Wi ko 
ISA.43.3	«Mi tɛ ha̧ Egiptɛ gɔn nɛ̀ zu mɛ;
ISA.43.3	Etiopii in Seba tɛ duk oi nu mɛ.
ISA.43.4	Mɛ́ nɛ́ gasamɔ sɛn yí‘m;
ISA.43.4	see-am duk ɓɔn tɛ-mɛ, mi kɔ̧ɔ̧ mɛ nyɛmna.
ISA.43.4	Mɛ nɛ wen hegɔ sa'm ha̧
ISA.43.4	o bíí oi nú mɛ,
ISA.43.4	in o ye gɔn nɛ̀ zu mɛ.
ISA.43.5	«Ká kíì de mɛ na, mi a̧a̧ ɗoŋ mɛ;
ISA.43.5	mi tɛ kai o bezaŋ-mɛ nɛ war daŋa-wese piinɛ ɗoŋ,
ISA.43.5	ɓɛɛ mi mɔi̧a o bíí kɔ-mɛ nɛ a̧a̧ si yee-wese pii ɗoŋ mbɛt.
ISA.43.6	Mi tɛ tɔ̧ ha̧ ká̧-zan-mɛ́-ŋgɔn:
ISA.43.6	‹Mɛ̀ é ha̧ wa pii ɗoŋ›,
ISA.43.6	ɓɛɛ mi tɔ̧ɔ̧ ha̧ ká̧-zan-mɛ́-ɗɔɔ:
ISA.43.6	‹Ká mɛ dor wa na.›
ISA.43.6	O bem kɔ‘m be-wiwii-a nɛ a̧a̧ tɛ nyɛi̧a nu mɛ a̧ pii ɗoŋ,
ISA.43.7	O nde lɛŋ nɛ‘i sa nin-am zu wa a̧ pii ɗoŋ.
ISA.43.7	Mɛ nɛ mi a̧ mboo wa, de nɛ wa mbɛt,
ISA.43.7	wen ha̧ wa mɛ zɔn gasamɔ kɔ‘m.»
ISA.43.8	Ɛ̀nɛ̀ káí o wi nɔ'ɔ nɛ a̧a̧ nɛ gbaayí ɓɛɛ zɔk mɔ na,
ISA.43.8	in nɛ a̧a̧ nɛ zer, ɓɛɛ zii mɔ na’ɛ tɛnɛ ha̧‘m.
ISA.43.9	O tugun bíí a̧ mɔi̧,
ISA.43.9	o zuduk bíí a̧ mɔi̧ ya kpɔk fara.
ISA.43.9	Mgbara o sɔ̧ k’ɛ́nɛ́,
ISA.43.9	ŋma nɛ nyɛma mɛ tɔ̧ mɔ nɛ yaka a̧a̧ sɛnɛ?
ISA.43.9	Wi’ɛi nɛ́ bòó sɛnɛ, ɓɛɛ a̧ a̧ we ɗoŋ-aa h’ɛ́ɛ́,
ISA.43.9	a̧ a̧ kai o wi-sedaako nɛ yaa so oi-aa a ti yɛ
ISA.43.9	ha̧ wa ɓa wen mɔ nɛ yaka so
ISA.43.9	in ha̧ mɛ kpɛk'e, mɔ‘i nɛ kpasawen.
ISA.43.10	War kɔ‘m, ɛ́nɛ́ o be 
ISA.43.10	GASA WAN tɔ̧ɔ̧ hegɔ;
ISA.43.10	ɛnɛ nɛ o bíí n'am hoka wen h’ɛ́nɛ́ mɛ iŋ am,
ISA.43.10	h’ɛ́nɛ́ mɛ e ta nɛ‘m,
ISA.43.10	in h’ɛ́nɛ́ mɛ iŋ nɛ mbetɛ‘e,
ISA.43.10	Sɔ̧ kana nɛ mi'i.
ISA.43.10	Ŋma sɔ̧ bo nɛti ha̧‘m na,
ISA.43.10	ɓɛɛ nɛ ɗoŋ mbɛt, ŋma sɔ̧ beka bo na.
ISA.43.11	Kana nɛ mi, kpɔk ɓɛɛ, mi'i nɛ GASA WAN,
ISA.43.11	ŋma wan-kpasi-wi yak zu'm, bo na.
ISA.43.12	Nɛ́ mi'i baa yuwar-kpasa-a tɛnɛ,
ISA.43.12	nɛ́ mi'i tɔ̧ɔ̧ wen-aa de nɛnɛ h’ɛ́nɛ́ mɛ iŋ yuwar'i;
ISA.43.12	ŋma gɔni sɔ̧ tɛ de pɛrti mɔ hegɔ mgbara'nɛ́ nɛti na.
ISA.43.12	Ɛnɛ nɛ o wi-sedaako'e, mi nɛ Sɔ̧,
ISA.43.12	GASA WAN tɔ̧ɔ̧ hegɔ.
ISA.43.13	Nɛ mbetɛ, mi tɛ duk kana nɛ Sɔ̧ siti;
ISA.43.13	ŋma bíí nɛ tɛ ɓar mɔ er-am yinɛ bo na;
ISA.43.13	ŋma bíí nɛ tɛ dor am tɛ mɔ n'am kɔ̧ɔ̧ mɛ de, bo na mbɛt.
ISA.43.14	Wen nɛ̀ GASA WAN, Sa̧a̧ Wi ko 
ISA.43.14	Wan-gɔn-zu'nɛ́ tɔ̧ nɛ mɔ'ɔ:
ISA.43.14	«Mɛ nɛ wen zu'nɛ́ a̧‘m tom nɛ bíí nɛnɛ si Babilɔŋ,
ISA.43.14	wen gbina nutua zɔɓɔ a nu,
ISA.43.14	ɓɛɛ 
ISA.43.14	tɛ kifi nɛ kɔ̧a̧ fio ŋgúr-ŋgúr.
ISA.43.15	«Mi nɛ GASA WAN, Sa̧a̧ Wi k’ɛ́nɛ́,
ISA.43.15	Wan nɛ dee 
ISA.43.16	GASA WAN á̧ pi̧i̧ yuwar ku nɛ gba-tɔp;
ISA.43.16	mɛ nɛ a̧ a̧ mbaŋa yuwar ku nɛ ŋga kin-yì mbɛt.
ISA.43.17	A̧ dee ha̧ o keekee-biro in o nyaŋa
ISA.43.17	ká bá nɛ̀ o ŋga wi-biro mɛ yak biro,
ISA.43.17	ɓɛɛ wa tir a nu hee mɛ nɛ bùk-wee
ISA.43.18	Ká tɛ‘nɛ́ mbaŋ ɗoŋ mɔ nɛ yaka so nɛti na,
ISA.43.18	k’ɛ́nɛ́ ta mɔ wen gba̧‘a̧ mɔ ɓɔna mbɛt.
ISA.43.19	Kinii, mi tɛ de mbe mɔ;
ISA.43.19	mɔ‘i ku̧u̧ naŋ kaɗi,
ISA.43.19	ɓɛɛ ɛnɛ tɛ iŋ mɔ‘i.
ISA.43.19	Mi tɛ pi̧ war sɛn ŋga-gbárà,
ISA.43.19	ɓɛɛ yi foka sɛnɛ mbɛt.
ISA.43.20	O saɗi-zaŋbɛɛ,
ISA.43.20	o gbóò in o ndao tɛ zɔn am,
ISA.43.20	wen n'am dee ha̧ nana-yì mɛ fok sɛn ŋga-gbárà mɛ,
ISA.43.20	ha̧ nana-yì mɛ fok fara nɛ yi bo so sɛnɛ na,
ISA.43.20	wen ha̧ dukbíí kɔ‘m n'am hoka mɛ kpa mɛ nɔ.
ISA.43.21	Wa nɛ o bíí n'am dee wen mɔ kɔ‘m nɛ tɛ‘m
ISA.43.21	wen ha̧ wa mɛ gas'am.
ISA.43.22	GASA WAN tɔ̧a̧‘e:
ISA.43.22	«
ISA.43.22	nɛ́ ɛ́nɛ́, o bezaŋ Jakob a̧ ea'm duk ɛ̧!
ISA.43.23	Bó nɛ́ wen zu'm a̧ mɛ dɔ so nɛ o 
ISA.43.23	mɛ de so mɔ‘i wen tu̧u̧ tɛ‘m na mbɛt.
ISA.43.23	Mi de so mɛ nɛ ŋgai wen ha̧ mɛ mɛ ha̧ ha̧a̧mɔ,
ISA.43.23	dɔ nɛ fuu-nyama ha̧‘m,
ISA.43.23	sɛka tɛ-mɛ de ka mbɔia nɛnɛ na.
ISA.43.24	Bo nɛ wen zu'm a̧ mɛ hi̧fi so nɛ yí-nyama
ISA.43.24	nɛ gɛnɛ-a ɔ ŋgaya na,
ISA.43.24	in a̧ mɛ dɔ so nɛ nɔ-saɗi kɔ-mɛ
ISA.43.24	wen ha̧‘m mɛ nyɔŋ zaŋ-am sur na mbɛt.
ISA.43.24	Ɓɛɛ nɛ́ ɗaŋmɔ kɔ-mɛ a̧ dita zu'm
ISA.43.24	mi mbɔia tɛ zɔka o mɔɔ-gbɛ-zu kɔ-mɛ.
ISA.43.25	Ɓɛɛ kɔ‘m nɛ tɛ‘m,
ISA.43.25	mi tɛ bi ɗaŋmɔ kɔ-mɛ yinɛ wen zu nin-am;
ISA.43.25	tɛ‘m tɛ bi ɗoŋ-aa.
ISA.43.26	«Mɔ nɛ mɛ tɔ̧ wen a zu'm sɛnɛ‘i, mɛ̀ bá gbonɛ ɛ̀ɛ̀ ɓá,
ISA.43.26	wen ha̧ kpasawen nɛ mɛ yor zu-a'i mɛ gbo.
ISA.43.27	Zɔmdáa kɔ-mɛ mɛ ti mɛ̀, yɔɔ so kaya,
ISA.43.27	o gasawi nɛ duk zu mɛ dee ŋgazu in am;
ISA.43.28	mɛ̀ nɛ́ wen mɔ‘i a̧‘m pi̧i̧ nɛ búù
ISA.43.28	zu o wi-duk-zu Tua ko Sɔ̧,
ISA.43.28	mi dee ha̧ o wisɛn mɛ ɗaŋ o bezaŋ Jakob yinɛ,
ISA.43.28	mi de ha̧ 
ISA.44.1	«Ɓɛɛ kinii, Jakob wi-de-tom kɔ‘m, mɛ zii,
ISA.44.2	Wen nɛ GASA WAN nɛ ɓoo mɛ,
ISA.44.2	nɛ dee mɛ pi̧ kɔ̧ zaŋ naa kɔ-mɛ
ISA.44.2	in nɛ kɔ̧ɔ̧ mɛ gbak mɛ, tɔ̧ nɛ mɔ'ɔ:
ISA.44.2	Ká kíì de mɛ na, Jakob wi-de-tom kɔ‘m,
ISA.44.2	Yesurun,
ISA.44.3	Mi tɛ de ha̧ yi mɛ a zu nu,
ISA.44.3	yi tɛ fok zu kora nu.
ISA.44.3	Mi tɛ ha̧ 
ISA.44.3	ɓɛɛ mi toka de yoŋgo zu o pɛ́r-nam k’ɛ́nɛ́ mbɛt.
ISA.44.4	Wa tɛ ɓɔ hee mbɔŋgi-nu-kórò ga,
ISA.44.4	gasi nɛnɛ hee gasa te ká̧ yi ga.
ISA.44.5	Ŋma mgbara wa tɛ tɔ̧‘e:
ISA.44.5	‹Mi nɛ bíí ko GASA WAN›,
ISA.44.5	ɓɛɛ ŋma tɛɛ tɔ̧ kɔ‘i'e,
ISA.44.5	wa a̧ sa nin-wi'e, Jakob.
ISA.44.5	Ŋma woyo tɛ gɔn dap te-er tɔ̧ nɛnɛ‘e:
ISA.44.5	‹Mi duk nɛ ko GASA WAN›,
ISA.44.5	ɓɛɛ a̧ duka tɛ̀ nɛ̀ nin 
ISA.44.6	Wen nɛ GASA WAN nɛ a̧a̧ nɛ ŋgayamɔ lɛŋ,
ISA.44.6	wannu ko 
ISA.44.6	«Mi nɛ ku̧u̧naŋmɔ in sɔŋkur-mɔ;
ISA.44.6	ŋma sɔ̧ yak zu'm, bo na.
ISA.44.7	Ŋma bíí hee mi ga a̧a̧ sɛnɛ?
ISA.44.7	Wi’ɛi a̧ ba wen,
ISA.44.7	ɓɛɛ a̧a̧ usi wi nɛ tɔ̧ɔ̧ mɔ nɛ ku̧u̧naŋ-a mɛ
ISA.44.7	zu mɔ nɛ tɛ hɔ,
ISA.44.7	in a̧ a̧ tɔ̧ mɔ nɛ tɛ hɔ nɛ ɗoŋ h’ɛ́ɛ́ mbɛt.
ISA.44.8	«Ká kíì de'nɛ́ na, in ká tɛ‘nɛ́ nak na mbɛt;
ISA.44.8	bó nɛ́ mi wee so ɗoŋ mɔ‘i h’ɛ́nɛ́ nɛti na nde?
ISA.44.8	Ɛnɛ iŋa mɔ‘i nɛ de-a;
ISA.44.8	ɛnɛ nɛ o wi-sedaako kɔ‘m;
ISA.44.8	ŋma sɔ̧ yak zu'm, bo na,
ISA.44.8	ŋma Kam-ta yak zu'm, bo na mbɛt.»
ISA.44.9	O wi-sɛk géé-sɔ̧ nɛ o gee tum bíí;
ISA.44.9	mɔ nɛ wa de bó nɛ́ kpasamɔ na.
