MAT.1.1	Koi kani'imari a susunganna puli ni Yesus Kristus, men lee' ni Daud ka' lee' ni Abraham.
JHN.12.29	Mian biai' men iraando'o nomorongor wurung iya'a. Raaya'a mangaan taena, “Waara'a kokurung!” Kasee isian uga' men mangaan, “Taasi'! Waara'a malaa'ikat morobu tii Ia!”
JHN.12.30	Kasi i Yesus norobu tae-Na, “Wurung kuwaara'a nokamporongoran taasi' bo Ingku', kasee bo ko'omuu. 
JHN.12.31	Koini'i temponamo a dunia ukumion. Ka' koini'i Ibiliis men pungkuasai dunia kani'i rungku'ionmo. 
JHN.12.32	Ka' kalu i Yaku' pasawe'kononmo na wawona tano' balaki', giigii' mian bo leelo'on-Ku taka na Ingku'.” 
JHN.12.33	Ia norobu koiya'a bookoi pambantilkon-Na se' too koi upa a papate-Na na saliip.
JHN.12.34	Mian biai' norobumo na Ko'ona taena, “Koi men nitulis na kitap Torat, Tomundo' Pansalamatkon bo tumuo' pataka sidutu. Koi upa se' daa i Kuu mangaan se' Anak Manusia tio pasawe'konon na wawona tano'? Ime mbali' a Anak Manusia iya'a?”
JHN.12.35	Ia simbati i Yesus tae-Na, “Sianmo paraa manau' a ruar iya'a munguruari kuu. Gause daa dauga' isian ruar, alaka' lempang na koruaran kada' i kuu sian takaionna kapintungan. Mian men rumae' na kapintungan sian minginti'i se' too mbaria a rae'anna. 
JHN.12.36	Gause ruar iya'a daa dauga' tii kuu, parasayamo a ruar iya'a kada' i kuu sida anakna koruaran.”
JHN.12.36	Noko daa norobu koiya'a, Yesus nomae'mo ka' sianmo nintipiile' na ko'ona i raaya'a.
JHN.12.37	Maune' i Yesus nangawawaumo biai' upa kosamba' na aropna samba Yahudi, kasee i raaya'a sian parasaya na Ko'ona. 
JHN.12.38	Mbaka' nosidamo a upa men ia bantilkon i Nabii Yesaya taena,
JHN.12.38	“Tumpu, ime a men parasaya na upa men bantilkononmai,
JHN.12.38	mau kuasana Tumpu nipipiile'konmo na ko'ona i raaya'a?”
JHN.12.39	Raaya'a sian parasaya, gause i Yesaya uga' isian nangaan taena,
JHN.12.39	“Alaata'ala nangaan:
JHN.12.40	‘Yaku' minsidakon i raaya'a mampisok, ka' minsidakon i raaya'a sian momorongori,
JHN.12.40	kada' i raaya'a alia poopiile', ka' pikiranna i raaya'a alia poo'inti'i,
JHN.12.40	ka' alia mule'kon na Ingku', pataka i Yaku' mengelesi'i i raaya'a.’ ”
JHN.12.41	Yesaya nangaan koiya'a gause i ia noko pimiile'mo kobalaki'an ni Yesus, ka' i Yesaya isian nuntundun i Ia.
JHN.12.42	Maune' koiya'a, biai' a mian men noparasaya ni Yesus tonsoop uga' moomoola'na Yahudi. Kasee i raaya'a babata mimpipiile'kon se' i raaya'a parasaya, gause layaonkon mian Farisi too mba'a sianmo mamatalai minsoop na laigan bakitumpuan. 
JHN.12.43	Raaya'a bagiakon tunde'onna mian, mau sian tunde'onna Alaata'ala.
JHN.12.44	Kasi i Yesus norobu tae-Na, “Mian men parasaya na Ingku', taasi' tongko' mamarasaya i Yaku', kasee uga' parasaya na Ko'ona men nomosuu' i Yaku'. 
JHN.12.45	Ka' mian men mimiile' i Yaku', uga' mimiile' i Ia men nomosuu' i Yaku'. 
JHN.12.46	Yaku' taka na tano' balaki' kani'i bookoi ruar, kada' giigii' mian men parasaya na Ingku' sian dumodongo na kapintungan. 
JHN.12.47	Mian men momorongor pisiso'-Ku, kasee sian mongololoikon, taasi' i Yaku' a men mungukum i raaya'a, gause i Yaku' taka taasi' bo pungukumi dunia, kasee bo pansalamatkon. 
JHN.12.48	Mian men sian mangalabot i Yaku' ka' sian momorongori wurung-Ku, ia noko isianmo men bo pungukumi na ilio kokomburi'anna. Wurung men Yaku' bantilkonmo a men bo pungukumi i ia na ilio kokomburi'anna. 
JHN.12.49	Men Yaku' bantilkon taasi' koi pingkira'-Ku, kasee koi men ia posuu'kon Tama na surugaa na Ingku'. Iamo a men nambantilkon na Ingku' upa men tio porobukonon-Ku ka' bantilkonon-Ku. 
JHN.12.50	Ka' inti'ion-Ku se' upa men Ia bantilkon na Ingku' iya'a mantarai tutuo' men pore pataka sidutu. Mbaka' i Yaku' mambantilkon koi men ia bantilkon Tama na surugaa.”
JHN.13.1	Somo koi liila a ilio ramean Paska. Ia inti'imo i Yesus se' temponamo i Ia bo mamarerei tano' balaki' kani'i, ka' mule'kon na Tama-Na. Ia mongkolingu'kon mian men tombonoion-Na na tano' balaki' kani'i, ka' i Ia mongkolingu'kon i raaya'a pataka kakabusanna palimangon-Na.
JHN.13.2	Yesus tia murit-Na pintanga' kumaan malom. Ibiliis nonsoopkonmo sagiana na noa ni Yudas Iskariot anak ni Simon bo mongorookon i Yesus kada' papateion. 
JHN.13.3	Yesus ninginti'i se' Tama na surugaa nongorookonmo giigii' kuasa na Ko'ona. Ka' Ia inti'i uga' se' i Ia ringkat na Alaata'ala ka' bo mule'kon na Alaata'ala. 
JHN.13.4	Mbali' iya'a Ia nokumekerermo, ka' nungukati juba-Na ka' nonggogoskon handuk na lolos-Na. 
JHN.13.5	Noko daa iya'a Ia ningisiikonmo weer na loyang, kasi nuntumbei nimimbuu'i murit-Na ka' nansapui tia handuk men Ia gogoskon na lolos-Na. 
JHN.13.6	Sarataa notaka ni Simon Petrus, ia norobumo taena, “Tumpu, kadai se' i Kuu mimimbuu'i i yaku'?”
JHN.13.7	Ia simbati i Yesus tae-Na, “Koini'i sian inti'ioon a upa men wawauon-Ku kani'i, kasee daa bo inti'ioon.”
JHN.13.8	Taeni Petrus, “Alia! Kuu sian sida mimimbuu'i i yaku'.”
JHN.13.8	Kasee ia simbati i Yesus tae-Na, “Kalu se' i Yaku' sian mimimbuu'i i koo, koo sian mantausi obosan tii Yaku'.”
JHN.13.9	Ia simbati i Simon Petrus taena, “Tumpu, kalu koiya'a, alia tongko' saratku, kasee uga' tia limangku ka' takala'ku!”
JHN.13.10	Taeni Yesus, “Mian men noko poloopmo, ia noloe'mo giigii'. Ia sobiimo ka' loe'ion soosoodo saliwakon saratna. Kuu karaani'i noloe'mo, kasee sianpo wiwi'kuuna.” 
JHN.13.11	(Ia poko inti'imo i Yesus se' i ime men bo mongorookon i Ia kada' papateion. Mbali' iya'a Ia norobumo, “Kuu karaani'i noloe'mo, kasee sianpo wiwi'kuuna.”)
JHN.13.12	Noko daa i Yesus nimimbuu'i i raaya'a, Ia nimisokmo juba-Na ka' no'umoruang soosoodo. Kasi Ia norobu na ko'ona tae-Na, “Too daa inti'onmuu a upa men baasi Yaku' wawau na ko'omuu?
JHN.13.13	Kuu mengeleelo' i Yaku' Guru ka' Tumpu. Ka' tuutuu' uga' a men koiya'a, gause Yaku' tuutuu' Guru ka' Tumpu. 
JHN.13.14	Kalu i Yaku' bookoi Tumpumuu ka' Gurumuu mimimbuu'i i kuu, kuu uga' tio poopimbuu'i. 
JHN.13.15	Yaku' mantarai pisiso' kani'i na ko'omuu, kada' i kuu uga' mangawawau upa men Yaku' poko wawaumo na ko'omuu. 
JHN.13.16	Imamat a men taeng-Ku', ka' uga' bantilkonon-Ku na ko'omuu se' sianta sa'angu' ata' men mangalalabii tanaasna, kabai se' mian men niposuu' mangalalabii mian men nomosuu'.
JHN.13.17	Kalu i kuu ninginti'imo giigii' kani'i, mbaka' i kuu bo barakaation kalu mangawawau men koiya'a.
JHN.13.18	Upa men tundunon-Ku kani'imari taasi' muntundun i kuu wiwi'na. Inti'ion-Ku se' ime a men Yaku' rurukimo. Kasee upa men nitulis na Alkitaap tiodaa sida, koi men taena, ‘Mian men kumaan ruru-ruru' tii Yaku' bo mongorookon i Yaku' kada' papateion.’
JHN.13.19	Koo'po tia men koiya'a sida, koini'ipo uga' bantilkonon-Ku na ko'omuu, kada' kalu men koiya'a sidamo, kuu mamarasaya se' i Yaku' a men ngaanon YAKU' ISIAN. 
JHN.13.20	Imamat a men taeng-Ku', ka' uga' bantilkonon-Ku na ko'omuu kalu i ime mangalabot mian men posuu'on-Ku, ia mangalabot i Yaku'. Ka' ime men mangalabot i Yaku', ia mangalabot men nomosuu' i Yaku'.”
JHN.13.21	Noko daa i Yesus norobu koiya'a, Ia nolingu'mo tuu'. Kasi tae-Na, “Imamat ini'imari! Bantilkonon-Ku na ko'omuu se' isian i kuu men bo mongorookon i Yaku' kada' papateion.”
JHN.13.22	Murit ni Yesus nopootiokimo samba'kon too ime a men panduung-Na. 
JHN.13.23	Sa'angu' murit ni Yesus men kolingu'-Na no'umoruang na soripi' ni Yesus. 
JHN.13.24	Simon Petrus nongkodemo murit iya'a kada' mimikirawar ni Yesus too ime a panduung-Na.
JHN.13.25	Murit men no'umoruang beebeel i Yesus iya'a nangkarani'mo i Yesus ka' nimikirawar taena, “Tumpu, ime a mianna?”
JHN.13.26	Taeni Yesus, “Mian men taraion-Ku roti men ni'orom na mangko', iamo a mianna.” Mbaka' i Yesus nangalamo roti sansaap ka' nongorom na mangko' kasi nongorookon ni Yudas anak ni Simon Iskariot. 
JHN.13.27	Tongko' porus nangalabot roti iya'a i Yudas ia lampingimo Ibiliis. Kasi i Yesus norobu ni Yudas tae-Na, “Wawaumo dongan a upa men bo wawauoon.” 
JHN.13.28	Sianta sa'angu'po i raaya'a men no'umoruang kumaan indo'o men ninginti'i se' kadai i Yesus mbali' norobu koiya'a ni Yudas. 
JHN.13.29	Isian men mansarui se' too i Yesus momosuu' i Yudas mingili upa-upa men bo kokosida na ramean iya'a, kabai se' mantaraikon doi' bona mian talalais, gause Yudas iya'a panganaa' doi'na i raaya'a.
JHN.13.30	Noko daa i Yudas nangalabot roti iya'a, ia liuliu no'umuar. Tempo iya'a noko malommo.
JHN.13.31	Sarataa i Yudas nomae'mo, Yesus norobumo tae-Na, “Koini'i Anak Manusia pobalaki'on. Ka' na Anak Manusia iya'a, Alaata'ala uga' sida pobalaki'on. 
JHN.13.32	Kalu Alaata'ala pobalaki'on mimpu'u na Anak Manusia, Alaata'ala uga' bo pobalaki'on Anak Manusia tia kuasa-Na. Ka' Alaata'ala donganmo mompobalaki' Anak Manusia. 
JHN.13.33	Anak-Ku, Yaku' sianmo manau' dumodongo tii kuu. Kuu bo mansarak i Yaku', kasee men koi Yaku' bantilkonmo na moomoola'na Yahudi, koiya'a uga' bantilkonon-Ku na ko'omuu se' na dodongoan men rae'an-Ku, sianta takaonmuu.
JHN.13.34	Yaku' mongorookon potoo u'uru na ko'omuu: Pookolingu'kon i kuu tia simbaya'muu. Koi i Yaku' mongkolingu'kon i kuu, koiya'a uga' i kuu tio pookolingu'kon.
JHN.13.35	Kalu i kuu pookolingu'kon, giigii' mian bo minginti'i se' i kuu murit-Ku.”
JHN.13.36	Simon Petrus nimikirawarmo ni Yesus taena, “Tumpu, mbaria mbali' a bo rae'an-Muu?”
JHN.13.36	Ia simbati i Yesus tae-Na, “Na dodongoan men bo rae'an-Ku, sian sida lolo'oon koini'i, kasee komburi'na i koo daa bo mongololo' i Yaku'.”
JHN.13.37	Taeni Petrus, “Tumpu, kadai se' i yaku' sian sida lumolo' tii Kuu koini'i? Yaku' mau pate tii Kuu, daa!”
JHN.13.38	Taeni Yesus, “Tuutuu' i koo se' mingkira' pate bo Ingku'? Imamat a men taeng-Ku', ka' uga' bantilkonon-Ku na ko'omuu se' koo'po tia siok muntuturuu', koo noko porotolumo ninsasapu na Ingku'!”
JHN.14.1	“Alia siasa a noamuu. Parasaya a Alaata'ala ka' parasayamo uga' i Yaku'. 
JHN.14.2	Na Laiganna Tamang-Ku biai' a dodongoan. Kalu se' sian koiya'a sabole bantilkonon-Ku na ko'omuu. Yaku' bo mae' waara'a montoropoti bo dodongoanmuu. 
JHN.14.3	Moko daa i Yaku' mae' waara'a ka' montoropoti bo dodongoanmuu, Yaku' bo mule'kon soosoodo ka' mangawawa i kuu na dodongoan-Ku, kada' i kuu uga' inda'a tii Yaku' na dodongoan-Ku. 
JHN.14.4	Ka' mbaria a rae'an-Ku inti'ionmuumo lolo'on a salan mae' na dodongoan iya'a.”
JHN.14.5	Tomas norobumo na Ko'ona taena, “Tumpu, sian inti'ionmai se' mbaria a rae'an-Muu, ansee koi upa a pinginti'imai salan mae' na dodongoan iya'a?”
JHN.14.6	Ia simbati i Yesus tae-Na, “Yaku'mo a salan, ka' Yaku' a men kana', ka' Yaku' a bo pantarai tutuo' men pore pataka sidutu. Sianta sa'angu'po mian a men taka na Tama na surugaa kalu sianta tii Yaku'. 
JHN.14.7	Kalu se' i kuu minginti'i i Yaku', kuu sabole uga' minginti'i Tamang-Ku. Koini'i i kuu ninginti'imo i Ia ka' i kuu nimiile'mo i Ia.”
JHN.14.8	Filipus norobumo ni Yesus taena, “Tumpu, siso'kon i kai a Tama men tae-Muu, koiya'apo ka' daamo.”
JHN.14.9	Ia simbati i Yesus tae-Na, “Noko nanau'mo i Yaku' poopooruru' tii kuu giigii', Filipus, kasee sian inti'ioon i Yaku'? Kalu ime a men noko pimiile'mo i Yaku', ia noko pimiile'mo Tama na surugaa. Koi upa se' i koo mangaan, ‘Siso'kon i kai a Tama men tae-Muu?’ 
JHN.14.10	Sian mbali' parasayaoon se' i Yaku' poowawa pore tia Tama ka' Tama poowawa pore tii Yaku'? Upa men Yaku' bantilkon na ko'omuu taasi' koi pingkira'-Ku, kasee koi pingkira'na Tama men dumodongo na Ingku'. Iamo a men mingilimang giigii' iya'a. 
JHN.14.11	Parasayamo se' i Yaku' poowawa pore tia Tama ka' Tama poowawa pore tii Yaku'. Kabai koo'mo tia koo', parasayamo gause upa men Yaku' poko wawaumo iya'a. 
JHN.14.12	Imamat a men taeng-Ku', ka' uga' bantilkonon-Ku na ko'omuu se' ime a men mamarasaya i Yaku', ia bo mingilimang palimangon men Yaku' poko limangmo, ka' uga' palimangon men balaki'na soosoodo, gause i Yaku' mae' na Tama na surugaa. 
JHN.14.13	Ka' mau upa a men pa'ase'onmuu mangaan ngaan-Ku, sabole taraion-Ku kada' Tama na surugaa pobalaki'on gause upa men limangon-Ku. 
JHN.14.14	Kalu i kuu mama'ase' upa-upa na Ingku' mangaan ngaan-Ku sabole taraion-Ku.”
JHN.14.15	“Kalu i kuu mongkolingu'kon i Yaku', kuu bo mongololoikon giigii' posuu'-Ku. 
JHN.14.16	Yaku' bo mama'ase' na Tama na surugaa, ka' i Ia bo mantarai i kuu sa'angu' Tutulungi men sambana, kada' i Ia mandagai i kuu pataka sidutu. 
JHN.14.17	Tutulungi iya'a a Alus Molinas men mompopanasakon upa men kana'. Dunia sianta momoko mangalabot i Ia, gause dunia sianta mimiile' i Ia ka' sian minginti'i i Ia. Kasee i kuu minginti'i i Ia, gause i Ia mandagai i kuu ka' bo dumodongo na ko'omuu.
JHN.14.18	Yaku' sian mamarerei i kuu koi anak unon. Yaku' bo taka soosoodo na ko'omuu. 
JHN.14.19	Sianmo paraa manau' dunia sianmo mimiile i Yaku', kasee i kuu bo mimiile' i Yaku'. Gause i Yaku' tumuo' mbaka' i kuu uga' bo tumuo'. 
JHN.14.20	Takasi a tempona kasi inti'ionmuu se' i Yaku' poowawa pore tia Tamang-Ku ka' i kuu poowawa pore tii Yaku' ka' i Yaku' poowawa pore tii kuu.
JHN.14.21	Mian men mingintoni ka' mansalankon upa men posuu'konon-Ku, iamo a men mongkolingu'kon i Yaku'. Tamang-Ku mongkolingu'kon mian men mongkolingu'kon i Yaku'. Yaku' uga' molingu'kon mian iya'a ka' mintipiile' na ko'ona.”
JHN.14.22	Yudas (taasi' i Yudas Iskariot) nimikirawarmo ni Yesus taena, “Tumpu, kadai se' i Kuu mintipiile' na ko'omai, see taasi' mune' na dunia?”
JHN.14.23	Ia simbati i Yesus tae-Na, “Mian men mongkolingu'kon i Yaku' bo mansalankon pisiso'-Ku. Tamang-Ku mongkolingu'kon i ia. Tamang-Ku tii Yaku' bo taka na ko'ona ka' dumodongo tii ia. 
JHN.14.24	Mian men sian mongkolingu'kon i Yaku' sian mansalankon pisiso'-Ku. Pisiso' men kuu rongor iya'a taasi' ringkat na Ingku', kasee ringkat na Tama na surugaa men nomosuu' i Yaku'.
JHN.14.25	Giigii' iya'a bantilkonon-Ku na ko'omuu daa i Yaku' dauga' ruru-ruru' tii kuu. 
JHN.14.26	Kasee Tutulungi men Alus Molinas iya'a men Yaku' pa'ase' bo posuu'onna Tama na surugaa. Iamo a men bo mimisiso'kon giigii' upa na ko'omuu ka' bo mompopo'inau'kon na ko'omuu giigii' upa men Yaku' poko bantilkonmo.
JHN.14.27	Koratongan tako'konon-Ku na ko'omuu. Koratongan-Ku a men rookonon-Ku na ko'omuu. Men rookonon-Ku iya'a taasi' koi men rookononna dunia na ko'omuu. Alia siasa, alia layaon. 
JHN.14.28	Kuu nongorongormo i Yaku' nangaan, ‘Yaku' bo mae', kasee i Yaku' daa dauga' bo taka soosoodo na ko'omuu.’ Kalu i kuu mongkolingu'kon i Yaku', kuu bo beleskon i Yaku' mae' na Tama na surugaa, gause Tama na surugaa balaki'na tii Yaku'. 
JHN.14.29	Bantilkonon-Ku iya'a na ko'omuu koini'i, koo'po tia giigii' iya'a sida, kada' kalu men koiya'a sidamo to'ipi i kuu bo parasaya. 
JHN.14.30	Yaku' sianmo sakat biai' morobu soosoodo tii kuu, gause temponamo kotakaanna Ibiliis men pungkuasai dunia kani'i. Kasee i ia sian momoko mambarios wakang-Ku. 
JHN.14.31	Giigii' iya'a tio sida kada' dunia minginti'i se' i Yaku' mongkolingu'kon Tama na surugaa ka' mingilimang giigii' upa men ia posuu'kon Tamang-Ku bo limangon-Ku.
JHN.14.31	Koiya'amo kutung. Mai, kita mae'mo!”
JHN.15.1	Yesus norobumo soosoodo tae-Na, “Yaku'mo a pu'una anggur men tuutuu'na ka' Tamang-Ku a pontombonoi ale'. 
JHN.15.2	Giigii' panga'-Ku men sian miwoo' bo pantasion-Na ka' giigii' panga' men miwoo' lalapion-Na kada' minturang soosoodo a woo'na. 
JHN.15.3	Kuu noloe'mo gause ningilimangmo pisiso'-Ku men Yaku' bantilkonmo na ko'omuu. 
JHN.15.4	Kuu tio poowawa pore tii Yaku' kada' i Yaku' uga' poowawa pore tii kuu. Koimo panga' sian sida miwoo' suungna kalu sian motokantang tia pu'una, koiya'a uga' i kuu sian sida miwoo' kalu i kuu sian poowawa pore tii Yaku'.
JHN.15.5	Yaku'mo a pu'una anggur, ka' i kuu a panga'na. Mian men poowawa pore tii Yaku' ka' i Yaku' poowawa pore tii ia, mbaka' i ia bo miwoo' biai'. Kalu ime a sian poowawa pore tii Yaku', ia sian momoko mingilimang upa-upa. 
JHN.15.6	Mian men sianta poowawa pore tii Yaku' bo pantasion koi panga' kada' bi pakangkung. Panga' men koiya'a bo rimpungon ka' balo'konon na lalomna apu kada' kotunu. 
JHN.15.7	Kalu i kuu poowawa pore tii Yaku' ka' pisiso'-Ku mambarios noamuu, alaka' pama'ase' na Tama na surugaa too upa a men kikira'muu. Kalu koiya'a, pa'ase'muu bo loloikonon. 
JHN.15.8	Kalu i kuu miwoo' biai' mbaka' Tamang-Ku na surugaa pobalaki'on, ka' tia wawaumuu men koiya'a i kuu mimpipiile'kon se' i kuu tuutuu' murit-Ku.”
JHN.15.9	“Koi Tama na surugaa mongkolingu'kon i Yaku', koiya'a uga' i Yaku' mongkolingu'kon i kuu. Kuu tiodaa tumuo' koi mian men kolingu'konon-Ku. 
JHN.15.10	Kalu i kuu mansalankon posuu'-Ku, kuu kolingu'konon-Ku, koimo i Yaku' mansalankon posuu'na Tamang-Ku, mbali' daa i Yaku' kolingu'konon-Na.
JHN.15.11	Wiwi'na kani'i bantilkonon-Ku na ko'omuu, kada' kobelesan-Ku sida surionmuu, ka' men kobelesanmuu uga' sida sampa. 
JHN.15.12	Koi kani'imari a posuu'-Ku: Pookolingu'kon i kuu tia simbaya'muu, koimo i Yaku' mongkolingu'kon i kuu.
JHN.15.13	Sianta isian lingu' men mangalalabii polingu'na sa'angu' mian men mingkira' lapus bona bela'na. 
JHN.15.14	Kalu i kuu mongololoikon upa men posuu'konon-Ku, kuumo a bela'-Ku. 
JHN.15.15	Kuu sianmo ngaanon-Ku ata', gause ata' sian minginti'i upa men pintanga' limangonna tanaasna. Kuu leelo'on-Ku bela' gause giigii' men Yaku' rongor na Tamang-Ku, Yaku' poko bantilkonmo na ko'omuu. 
JHN.15.16	Taasi'po i kuu a men nungururuki i Yaku', kasee i Yaku' a men nungururuki i kuu, kasi momosuu' i kuu mae' kada' miwoo' biai', ka' woo' iya'a sian kobaraba'ian. Mbaka' Tama na surugaa bo mantarai i kuu upa-upa men pa'ase'onmuu na Ko'ona mangaan ngaan-Ku. 
JHN.15.17	Koi kani'imari a posuu'-Ku na ko'omuu: Pookolingu'kon i kuu tia simbaya'muu.”
JHN.15.18	“Kalu dunia mangka'idek i kuu, inau' se' i Yaku' noko olukonmo ia ka'idek dunia. 
JHN.15.19	Kalu se' i kuu tombonoionna dunia, sabole i kuu bo kolingu'kononna dunia, gause i ia a tombono. Kasee i Yaku' noko pungururukimo i kuu na dunia, mbaka' i kuu taasi'mo dunia a pontombonoi. Mbali' iya'a, dunia mangka'idek i kuu. 
JHN.15.20	Alaka' inau' a upa men Yaku' poko bantilkonmo na ko'omuu men taeng-Ku', ‘Ata' sianta mangalalabii tanaasna.’ Kalu i Yaku' talalaisonnamo i raaya'a, kuu uga' bo talalaisonna i raaya'a. Kalu i raaya'a mongololo' pisiso'-Ku, raaya'a uga' bo mongololo' pisiso'muu.
JHN.15.21	Giigii' iya'a bo wawauonna i raaya'a na ko'omuu, gause i kuu murit-Ku, gause i raaya'a sian minginti'i i Ia men nomosuu' i Yaku'. 
JHN.15.22	Kalu se' i Yaku' sian notaka, ka' sian nambantilkon giigii' iya'a na ko'ona i raaya'a, raaya'a sian dosana. Kasee koini'i i raaya'a sian sida minsasapu na dosana. 
JHN.15.23	Mian men mangka'idek i Yaku' uga' mangka'idek Tamang-Ku. 
JHN.15.24	Kalu se' na ko'ona i raaya'a i Yaku' sian nangawawau upa-upa men koo'po tia ia toowawau mian sambana, mbaka' i raaya'a sian dosana. Maune' koini'i i raaya'a daa nimiile'mo upa men Yaku' wawaumo, kasee i raaya'a mangaka'ideki i Yaku' tia uga' Tamang-Ku. 
JHN.15.25	Kasee tiodaa koiya'a, kada' sida a men nitulis na kitap Toratna i raaya'a men koi kani'imari: ‘Raaya'a mangka'idek i yaku' mau sianta bo pangka'idekanna.’
JHN.15.26	Kuu bo taraion-Ku Tutulungi men ringkat na Tama na surugaa. Tutulungi iya'a a Alus Molinas ka' i Ia mambantilkon men kana'. Kalu se' i Ia takamo, Ia bo pompotuutuu' i Yaku'. 
JHN.15.27	Ka' i kuu uga' tio mompotuutuu' i Yaku', gause i kuu noko poopoololo'mo tii Yaku' tumbenapo.”
JHN.16.1	“Giigii' kani'i bantilkonon-Ku na ko'omuu, kada' i kuu sian mongkokundai i Yaku'. 
JHN.16.2	Kuu bo uarkonon na laigan bakitumpuan. Ka' bo taka a tempona mian men mampapatei i kuu see i ia munsurikon se' i ia mingilimang men pore na Alaata'ala. 
JHN.16.3	Raaya'a mangawawaukon i kuu koiya'a gause i raaya'a sianpo ninginti'i Tama na surugaa ka' uga' sianpo ninginti'i i Yaku'. 
JHN.16.4	Kasee koini'i bantilkonon-Ku na ko'omuu a men koiya'a, kada' kalu takamo a tempona, inau'onmuu se' men koiya'a Yaku' poko bantilkonmo na ko'omuu.”
JHN.16.4	“Men koi kani'i sianpo Yaku' bantilkon na ko'omuu tumbenapo gause i Yaku' dauga' poopooruru' tii kuu. 
JHN.16.5	Kasee koini'i Yaku' bo mae' na Ko'ona men nomosuu' i Yaku', ka' sianta sa'angu'po i kuu men mimikirawar se' mbaria a rae'an-Ku. 
JHN.16.6	Ka' koini'i noamuu nasiongo'mo gause i Yaku' nambantilkon men koiya'a na ko'omuu. 
JHN.16.7	Kasee tuutuu' a men koi kani'imari: Porena bo ko'omuu, kalu i Yaku' mae'. Gause kalu i Yaku' sian mae', Tutulungi sian taka na ko'omuu. Kasee kalu i Yaku' mae', bo posuu'on-Ku i Ia kada' taka na ko'omuu. 
JHN.16.8	Kalu i Ia takamo, bo bantilkonon-Na na dunia se' upa a tuutuu'na dosa iya'a, ka' upa a men kana', ka' upa a ukumanna Alaata'ala. 
JHN.16.9	Ia bo mambantilkon na dunia se' kalu sian mamarasaya i Yaku' mase dosaon. 
JHN.16.10	Ka' i Ia bo mambantilkon se' i Yaku' a tuutuu'na, gause i Yaku' mae' na Tama na surugaa ka' i kuu sianmo mimiile i Yaku' soosoodo. 
JHN.16.11	Ka' i Ia uga' bo mambantilkon se' Alaata'ala noko puntumbeimo mungukum, gause Ibiliis men pungkuasai dunia kani'i ni'ukumimo.
JHN.16.12	Dauga' biai' a men bo bantilkonon-Ku na ko'omuu, kasee koini'i sianpo pokoonmuu laboton. 
JHN.16.13	Kasee kalu Alus iya'a takamo, Ia bo mambantilkon men kana', ka' mantandan i kuu kada' minginti'i giigii' men kana'. Ia sian morobu koi pingkira'-Na, kasee Ia mambantilkon upa men Ia rongormo, ka' Ia bo mambantilkon na ko'omuu upa men bo sida na ilio komburi'. 
