MAT.1.1	Magtub ke ɔje dè girkà le Jésu-Krist ngonnkà David, ngonnkà Abraham, 
1CO.1.12	An-in! tà ke m’oo á tò nè: Nanan géa dann si’t tam ede nè: «Man m’ee le Paul», «Man m’ee le Apollos»,«Man m’ee le Céphas», éké «Man baa, m’ee le Krist.» 
1CO.1.13	Ké sei giri titeke Krist nga kaya ra’n danné wa? Ké ndɔ ke dé ɓer Paul kàde kage-ke-dese’t tede tà le si wa? Ké ndɔ ke d’ule sei manné njonm se ri Paul nga wa? 
1CO.1.14	M’ra Nube oiyo tede m’ule doo karé ke rang bè dann si’t manné njonm lé, nè Crispus se Gaius kuwe á m’ule de manné njonm. 
1CO.1.15	Titeke bè á doo karé asekum tam kede nè d’ule sei manné njonm se ri’m lé. 
1CO.1.16	Kêm’m ayé kwei nal! Njékêmkei le Stéphanas tɔ á m’ule de manné njonm. Dé nè kuwe m m’ger doo ke rang ke m’ule’n manné njonm lé ta. 
1CO.1.17	Man nga, Krist ule’m tede kule dooge manné njonm lé, nè è ule’m tede kile mber Tà ke Maje. Tà ke Maje ke m’ile mber’n nga, m’ile se go ger gos tam tà karè lé; nè bainléa kwei le Krist kàde kage-ke-dese’t à tel k’ee nyan ke raikarè.
1CO.1.18	Kerɔte kuwe, kile mber tà ke ɔje dè kwei le Krist kàde kage-ke-dese’t nga, njé ke ndii à tuji ooi ke tà mbe karè. Nè jèi ke Nube ndi à aji jèi nga ɓaa, j’an-in ke tɔgmong le’n kuwe. 
1CO.1.19	Oiyo, dé ndang kêm magtub ke tò se ninn’n d’ede nè:
1CO.1.19	«M’a m’tuju kumkunju le njékumkunjuge a,
1CO.1.19	m’a m’ade gos nyanger le njéger nyange à tel nyan ke raikarè a tɔ.
1CO.1.20	Ké tà ri á njèkumkunju ase tam ɓai wa? Ké tà ri á njèkɔrgir gute-ndu ase tam ɓai wa? Gos nyanger ke dè nang nè nga, Nube tel’n ke nyan mbe. 
1CO.1.21	Loo ke Nube tɔje ra’n dè gos nyanger’t le’n tutu nga, dooge asi geri nin se go nyanger le de ke dè nang nè lé. Gir’n ke nè á Nube ɔje njáng le kaje dooge ke undei kêm de dè Tà ke Maje’t ke j’ile mber’n. Tà ke Maje ke j’ile mber’n nga, njégos nyangerge ke ndii à tuji ooi ke tà mbe. 
1CO.1.22	Juipge à ɔdi nan deji nyankɔbege, nè njé ke ei Juipge lé à ɔdi nan sangi gos nyanger. 
1CO.1.23	Nè jè ɓaa, j’ile mber tà le Krist ke dé ɓer’n kade kage-ke-dese’t. Krist ke dé ɓer’n kàde kage-ke-dese’t nga è jig ke tuge nja Juipge ile de a, è nyan mbe tàkum njé ke ei Juipge lé a tɔ. 
1CO.1.24	Nè Juipge se njè ke ei Juipge lé ke Nube ɓar de nga, Krist è tɔgmong se kumkunju le Nube. 
1CO.1.25	Oiyo, nyan le Nube ke dooge an-in ke nyan mbe nga, è kumkunju ke dum dè kumkunju le dooge malang. Nyan le Nube ke dooge an-in ke nyan ke yai nga, è tɔgmong ke dum dè tɔgmong le dooge malang.
1CO.1.26	Ngakonmge, an-in! dann si sei ke Nube ɓar sei’t nga, njégos nyangerge ke ɔje dè dooge ke dè nang nè ei ngain lé, njétɔgmong-ge ei ngain lé, njé riɓarge ei ngain lé a tɔ. 
1CO.1.27	Nè Nube tɔr nyange ke dooge an-in ke nyan mbe tede kile’n rasɔl dè njékumkunjuge’t a, è tɔr nyange ke tɔge de goto tede kile’n rasɔl dè njétɔgege’t a tɔ. 
1CO.1.28	Nube tɔr nyange ke raikarè ke d’an de ke nyan lé a, dooge ke riɓar le de goto tede tuju’n njé riɓarge a tɔ. 
1CO.1.29	Nube ra titeke bè le kade doo karé bè tii’n ra’n ede nè: nè kuwe n’ger Nube se dè ra’n lé. 
1CO.1.30	Nè Nube um sei nan’t bɔk se Jésu-Krist. Jésu Krist nga Nube tel’n ke kumkunju le jéi ke deri. Takul Krist á Nube ɔr’n tà dè jéi’t a, unde’n jèi se ninn’n ke dooge le’n a tɔ. Nube ɔr jèi wont ji tɔgmong’t le majelé takul Krist. 
1CO.1.31	Dé ndang kêm Magtub ke tò se ninn’n d’ede nè: «Ke nè á doo karé ndige ti ra’n ɓaa, maje kade ti ra’n ɔje dè nyan ke Kuwe-ɓee ra tɔl mbas ta.»
1CO.2.1	Ngakonmge, kaw ke ndɔ ke m’aw ra si’t m’ede sei tà ke ɔje dè nyan le Nube ke tò loo ɓɔyɔn’t nga, è se tà nel éké gos tam tà le dooge karè lé. 
1CO.2.2	Kété ke m’ee dann si’t nga, m’aw ndoo ger nyan karé ke rang ra si’t lé, nè Jésu-Krist ke dé ɓer’n kàde kage-ke-dese’t kuwe karé bere. 
1CO.2.3	Gir’n ke nè á ndɔ ke m’nda’n non si’t se ɓel a, se ngonn koje a tɔ, tite njèyai bè. 
1CO.2.4	Nyan-ndó le’m se mber kile le’m nga, ndunei ra de ra tà nel éké dè ger go ger gos tam tà le dooge karè lé. Nè mber ke ndɔ ke m’ile m’ade sei nga, è se go tɔgmong le Ndil-Kêmnda. 
1CO.2.5	Tɔgmong le Ndil-Kêmnda kile ra’n ke nata titeke bè le kade kundekêm le si ndune’n ra’n dè ger gos tam tà le dooge karè lé, nè le kade ndune’n ra’n ra tɔgmong’t le Nube.
1CO.2.6	Nè né è bè géa, Krist kuwe è kumkunju ke j’ile mber’n j’ade njé ke tɔgi dè kundekêm’t le de. Kumkunju nè nga in ra dooge’t éké in ra njékonɓeege’t ke dè nang ɗarinè nè nga lé. Kumkunju ke in ra dooge’t éké ra njékonɓeege’t nga, ndɔ ke rang à undei nang ɓai. 
1CO.2.7	Kumkunju le Nube ke kété tò loo ɓɔyɔn’t á m’ile mber’n m’ade sei. Kumkunju nè nga Nube uwe dè nja unde konn tede riɓar le jéi kété mari ɓita unde nang nè ɓai. 
1CO.2.8	Kumkunju le Nube nga, doo karé bè dann njékonɓeege ke ndii dè nang nè ke ger’n goto. Ke nè á ndɔ ke njékonɓeege ke ndii dè nang nè geri nin ɓaa, né à adi d’ade ɓer Kuwe-ɓee ke njè ndubra kàde kage-ke-dese’t lé. 
1CO.2.9	Dé ndang kêm Magtub’t le Nube d’ede nè:
1CO.2.9	«Kumkunju ke Nube uwe dè nja unde konn tede le njé ke tári nga,
1CO.2.9	è nyan ke kum doo an lé a, mbi doo oo lé a,
1CO.2.9	è nyan ke doo gir dè ɓengrenn’t lé a tɔ.»
1CO.2.10	Nè Nube ribe dè nyan nè nga ade jèi takul Ndil-Kêmnda. Kerɔte kuwe, Ndil-Kêmnda ter nyan malang a, tàgirge le Nube ke ngarankêmn’t géa, Ndil-Kêmnda ger mbak a tɔ. 
1CO.2.11	Ké nan asekum ger nyange ke tò dè ɓengre doo’t wa? E tàgir le doo ke dè ɓengrenn’t kuwe karé á ger nyange malang ke tò dè ɓengre doo’t. Titeke bè Ndil-Kêmnda le Nube karé á asekum ger nyange malang ke dè ɓengre Nube’t. 
1CO.2.12	Jèi ɓaa, ndil ke j’ingei nga è ndil ke in ra dooge ke dè nang nè lé, nè è Ndil ke in ra Nube’t tede le kade jè geri nyan-nojege ke Nube ade jèi nga. 
1CO.2.13	Jè tam tà le nyan-nojege nè nga se go nyan-ndó ke ɔje dè ger gos tam tà le dooge ke nang nè karè lé. Nè jè tam tàge nè nga se go nyan ke ndó ke Ndil-Kêmnda á ndó jè. Gir’n ke nè á j’ɔr’n gir nyange le Ndil j’ade njé ke Ndil ndi kêm de’t. 
1CO.2.14	Doo ke karé ke Ndil Nube ndi kêmn’t lé ɓaa asekum taa nyan le Ndil Nube lé. Nyan le Ndil Nube tò asenan se nyan mbe tàkumn’t m è asekum ger gir lé. Oiyo, Ndil le Nube è njè kade doo ter nyange ger gir. 
1CO.2.15	Nè doo ke Ndil Nube ndi kêmn’t ɓaa asekum ter nyan malang ger gir’n. Né è ɓaa, doo karé bè géa asekum kile tà dènn’t lé. 
1CO.2.16	Magtub ke tò se ninn’n tam ede nè:
1CO.2.16	«Ké nan ger tàgir le Kuwe-ɓee wa?
1CO.2.16	Ké nan ase ndó’n nyan wa?
1CO.2.16	Nè jè ɓaa, j’aw se tàgir le Krist kuwe.
1CO.3.1	Ngakonmge, m’asekum kede sei tà titeke m’ede’n dooge ke tɔgi dè kundekêm’t lé. Man m’ede sei tà asenan se dooge ke Ndil-Kêmnda goto kêm de’t a, dooge ke majelé on ɓee dè de’t a tɔ. Sei i tooi asinan se ngannge ke ndêin bè dè kundekêm dè Krist’t. 
1CO.3.2	Mbà á m’ade ili m m’ade sei mur ke mong lé, tede sei asikum kon-in mur lé ɓai. Sár ɗarinè géa, tɔg si ase kon mur ke mong nga lé ɓai, 
1CO.3.3	tede sei dooge ke karè m nyan le Ndil goto kêm si’t. Ke nè á ra jang se kɔl nan tooi dann si’t ɓaa, ké sei dooge ke kundekêm le si goto ade majelé on ɓee dè si’t lé ɓai wa? Ké nyanra si se tà tam si è nyanra dooge ke nang nè karè lé ɓai wa? 
1CO.3.4	Loo ke doo karé dann si’t tam ede nè: «Man m’ee le Paul», è karé ke rang ede nè: «Man m’ee doo le Apollos» nga, ké nyanra si è nyanra dooge ke dè nang nè karè lé ɓai wa?
1CO.3.5	A ɓaa, ké Apollos nga è nan wa? Ké Paul nga è nan wa? Jè joo mbak jè ngann njékulege le Nube le ra se si le kade undei kêm si dènn’t. Nanan géa dann jé’t ra kule ke ɔje dè’n ke Kuwe-ɓee um jinn’t. 
1CO.3.6	Man Paul ndɔ ke m’ee njè dubu nyan, Apollos nga ndɔ ke è njè kum mann dè’t. Nè Nube á è njè kade nyan ra tɔge ke kété-kété. 
1CO.3.7	Titeke bè á njè dubu nyan éké njè kum mann dè’t ei nyange lé. Nè Nube ke njè kade nyan ra tɔge ke kété-kété kuwe karé á è nyan. 
1CO.3.8	Njè dubu nyan se njè kum mann dè nyan’t nga asinan mbak. Nè Nube à uge dè ji nanan géa dann de’t se go kule ke è ule ra’n ndibe tutu. 
1CO.3.9	Jè jè njémade kulege le Nube, nè sei sei ndɔr le Nube a, kei le Nube a tɔ.
1CO.3.10	Man m’tò m’asenan se kɔde kunde gir kei ke unde gir kei kété ɓita doo ke rang unde kei dè’t ɓai. Gir kei ke m’unde nga, è se go noje ke Nube uwe se’m. Nè maje kade nanan géa unde kumkunju dè rann’t ɔje dè gos kunde kei dè gir kei’t nè nga. 
1CO.3.11	Jésu-Krist nga è gir kei ke d’unde nang kété ɓá. Doo karé bè asekum kunde gir kei ke rang lé ta. 
1CO.3.12	Ke nè á doo unde kei dè gir kei’t nè nga se nar-ɔr éké nar-nda éké se kuberi herge ke gate de è ngain éké undei se kage, undei se káde nyan éké se mu géa, 
1CO.3.13	ndɔ tel ree le Kuwe-ɓee à kuje gir kule ra nanan géa ke nata ndái-ndái ɓai. Ndɔ tel ree le Kuwe-ɓee Jésu nga tò asenan se por ke à nan kule ra nanan géa le kan. 
1CO.3.14	Ke nè á doo unde kei dè gir kei’t nè á kei le’n nda njáng nal kade por ró’n ɓaa, doo nè nga à inge nyan kuge dè ji’n kuwe. 
1CO.3.15	Nè, ke nè á por ró kule ra doo nè nga rák-rák ɓaa, è à nal nyan kuge dè ji le’n. E ɓaa d’a d’aje’n, nè né è bè géa è tite doo ke unde loo pitring tee dann por’t an-in bè.
1CO.3.16	Kerɔte kuwe, sei sei gile kei ke tò se ninn’n le Nube a, Ndil Nube ndi kêm si’t a tɔ. Ké sei geri titeke bè lé wa?
1CO.3.17	Ooi maje, ke nè á doo tuju gile kei ke tò se ninn’n le Nube nga ɓaa, Nube à tuju’n kɔke tɔ. Gile kei ke tò se ninn’n nga, è sei. 
1CO.3.18	Maje kade doo karé bè ade kum’n sú’n dè tàge’t nè nga lé. Ke nè á doo karé dann si’t an ra’n ke njèkumkunju ke dè nang nè ɓaa, maje kade tel mbe tá à è njèkumkunju ke get ɓai. 
1CO.3.19	Oiyo, kumkunju éké gos nyangerge ke dè nang nè nga ei nyan mbege tàkum Nube’t. Gir’n ke nè á Magtub ke tò se ninn’n tam’n ede nè: «Nube uwe njékumkunjuge dè ra gos’t le de.» 
1CO.3.20	Magtub ke tò se ninn’n tam ɓai ede nè: «Kuwe-ɓee ger tàgirge le njékumkunjuge mbak. E ger titeke tàgirge le de nga ei tàgirge ke raikarè.» 
1CO.3.21	Bè ɓaa, maje kade doo karé bè géa unde kàde’n se ri doo-ndul made’n lé. Kerɔte kuwe, dé malang dé le sige. 
1CO.3.22	Paul se Apollos éké Céphas ei ngann njékulege le si. Ndikumgajer éké kwei, nyange ke ɗarinè éké nyange ke à reei ɓai, nyan malang ke dè nang nè è le si. 
1CO.3.23	Nè sei ɓaa, sei le Krist a, Krist è le Nube a tɔ.
1CO.4.1	Maje kade an-in jè ke ngann njékulege le Krist a, ke njé kan dè nyange le Nube ke tooi loo ɓɔyɔn’t a tɔ. 
1CO.4.2	Nyan karé ke dé sang ra njèkan dè nyange’t nga, è le kade ra kule ke Nube um jinn’t nga se ngang’n lêr-lêr. 
1CO.4.3	Man ɓaa, tà ke sei gangi dèm’t éké ke dooge ke dè nang nè karè gangi dèm’t nga, usu’m nyan karé lé. Man ɓaa, m’gangtà dè ram’t lé. 
1CO.4.4	M’ger kêm’t mbak titeke tà karé bè géa uwe dè’m lé, nè è ke nè á tà à ɔr’n dèm’t non Nube’t lé. Njègangtà dèm’t ɓaa è Kuwe-ɓee kuwe karé bere. 
1CO.4.5	Gir’n ke nè á maje kade i gangi tà dè doo’t se ndáng karè kété anje ndɔ tel ree’t le Kuwe-ɓee lé. I nginei sár adi Kuwe-ɓee kuwe tel ree pa ɓita. E è á à ade loo ar dè nyange ke tooi loo ɓoyɔn’t ɗarinè dann tilkus’t nga. Nyange ke dooge ɔji dè ɓengre de’t le rai se go ngein ɓai nga, Kuwe-ɓee à ribe dè ke nata tàkum kosge’t malang. Ndɔ’n nè nga, nanan géa Nube à pite’n ɔje dè nyan ra’n-ra’n.
1CO.4.6	Ngakonmge, m’unn Apollos a, man kuwe a tɔ, ke nyan-tɔje le kade i geri gir gostà ke dooge tami edi nè: « Adi tàgir le si tuge dè tà ke dé ndang kêm magtub’t nè nga gang lé.» Titeke bè á doo karé dann si’t à kunde’n kàde’n se ri njèndó nyan ke karé kute’n è ke karé ke rang mbeng lé. 
1CO.4.7	Ké nan adi i tò gai dann madige’t wa? Ké ri á i kuwe inge se dè rai nal kade Nube kuwe á adi wa? Ke nè á nyan malang ke inge nga è Nube kuwe á adi ɓaa, ké tede ri á unde’n kàdi titeke è i kuwe á inge se dè rai bè wa?
1CO.4.8	Sei an-in titeke ingei nyan malang ke awi ndoo’n nga ɓá ta! Sei an-in titeke sei baw-nyankingege ade i ndii deŝ ɓá ta! Sei teli ngarge ɓá ta! Ke nè á sei ngarge kerɔte ɓaa, jè géa j’ayé k’ee ngarge se si tɔ. 
1CO.4.9	Jè njékawkulege nga, m’gir titeke Nube ade jè ngamutu go dooge a, è ade d’an jè ke dooge ke dé gangtà dè de’t le tɔl de nata tàkum dooge’t malang. Nube tel jè ke kurkogo le dè nang nè a, le dooge ke danrán se njé ke dè nang nè a tɔ. 
1CO.4.10	Jè tel mbe tede le Krist, nè sei ɓaa i teli njékumkunjuge tede kum ke umi nan’t bɔk se Krist. Jè tel jè njéyaige, nè sei ɓaa i teli njétɔgege. D’ile riɓar dè si’t, nè jè ɓaa dooge nedi jè. 
1CO.4.11	Sár ɓila, ɓo ndi ra kum jé ndoo, kunde mann ndi tɔl jè a tɔ. Sár ɗarinè, j’aw mbur jé sutur, dé tunde jè d’ade oso ra jé’t ade j’ile dɔ gam-gam. 
1CO.4.12	Jè kuwe jè ra kule se ji jé j’ɔr yàl-yàl ɓita j’inge’n nyankuse jé ɓai. Dé taje jè nè ɓaa jè tɔr ndu jé dè de’t. Dooge ɔri jè kororoi, nè j’orè tà jé njak. 
1CO.4.13	Dooge têti tà undei tà jé’t, nè jè sɔl kêm de sár ɗarinè, d’an jè asenan se ɓirɓite le dooge ke dè nang nè a, d’an jè tite nyeen-nyan ke dé ɓuku kɔke bè a tɔ. 
1CO.4.14	M’ndang tàge nè nga bè m’ade sei tede kile’n rasɔl dè si’t lé. Nè m’ede sei tàgir nè bè tede sei ngann kotárge le’m. 
1CO.4.15	Ke nè á awi se njékɔr non sige aru dɔg ke ndói sei rebe kum nan’t se Krist géa a ingei bɔsige ngain lé. E man kuwe karé á m’ee bɔ si ke m’oje sei tede tà ke Maje le Jésu-Krist ke ndɔ ke m’ile mber’n m’ade sei nga. 
1CO.4.16	M’ra ndoo ra si’t kade i ndaji kum’m man titeke man géa m’ndaje kum Krist bè tɔ. 
1CO.4.17	Gir’n ke nè á m’ule’n ngonn kotár le’m Timothée kade ra se si dè’t. E doo ke njètaakêm-Krist ke get-get á m’ule’n ra si’t. Timothée nga à olé kêm si dè pa njiye’m ke ɔje dè Krist a, se nyange ke m’ndó njékebe nange le Nube se loo malang a tɔ.
1CO.4.18	Njé ke nange dann si’t tii ra de mugug-mugug titeke m’ayé tel kaw ra si’t lé bè. 
1CO.4.19	Ke nè á Kuwe-ɓee ndige ɓaa, m’a m’tel ɓéee le si ngɔr. M’a m’aw tede le koo tà le njé ti ra dege nè nga á se kar de lé, nè m’a m’aw le kan nyange ke d’ase ra se tɔgmong le Nube. 
1CO.4.20	Kerɔte kuwe, Konɓee le Nube nga tò ɔje dè ti ra se tà ke tà’t karè lé, nè tò ɔje dè tɔgmong le Ndil-Kêmnda. 
1CO.4.21	Ké i ndigi ri wa? Ké sei i ndigi kade m’aw ra si’t se ndêin éké se tár nan a, se ndu noje a wa?
1CO.5.1	Nyankɔbe karé tò dann si’t. E kaiya ke bò ke sei oréi dè nang, nè tà’n oso se loo mbit-mbit. Gàr kaiya nè nga dann dooge ke geri Nube lé géa, doo à inge ndan lé. Dé tam d’ede nè: Doo karé dann si’t taa neen bɔ’n ndii’n. 
1CO.5.2	Nè sei ɓaa, dè si in tchakm ade i ndii a i tii ra si mugug-mugug. E soo’t kade né i ndii tite doo ke yo tɔl’n bè a, njè ra nyan ke titeke bè nga né a ɔri nin dann si’t kɔke a tɔ. 
1CO.5.3	Danra’m ndi heb se si nè se go tàgir le’m ɓaa, m’ee se si nan’t. Man ɓaa, m’gangtà dè doo ke njè ra nyan tanan bè nga ɓá titeke man se si nan’t bè. 
1CO.5.4	I kebi nan se ri Kuwe-ɓee le jéi Jésu-Krist ɔri nan tà. Man géa tàgir le’m um se si nan’t bɔk loo kebe nan’t nè nga tɔ. Se go tɔgmong le Kuwe-ɓee, 
1CO.5.5	ɔri doo nè nga dann si’t kɔke ilei nin ji Sú’t. Tede kade Kuwe-ɓee Jésu tuju danra’n. Nè ngarankum ra’n à inge kaje ndɔ tel ree’t le Kuwe-ɓee.
1CO.5.6	Ti ra le si nga majelé karè. Ké sei geri titeke pululu ke ndêin bè kuwe ade nduju ke loin bere mbak in ngiring-ngiring lé wa? 
1CO.5.7	Ɔri se-pululu ke mari ra si’t kɔke tede kade i teli sei nduju ke kige ke anje pululu. Sei sei nduju ke anje pululu nga ɓá ta. Kerɔte kuwe, sei sei nduju ke anje pululu tede Krist ke è ngonn bate ra nan Paque le jéi nga dé tɔl’n ɓá. 
1CO.5.8	Titeke bè, ade jè rai nan Paque le jéi nga se kêmyêr éké se kêm ke mine ke tooi asinan se pululu ke mari nga lé ta. Nè ade jè rai nan Paque le jéi nga se kêm jéi ke unju nyang-nyang a, se ngarankum tà a tɔ. Kêm ke unju nyang-nyang a, ngarankum tà a tɔ nga, tooi asinan se nduju ke kige ke anje pululu.
1CO.5.9	Kêm magtub ke m’ndang made sei kété nga, m’ede sei kade utei ra si mbeng ra njé tò se nan ke kaiya’t. 
1CO.5.10	Man m’ede sei tà nè nga m’ɔje’n dè njé tò se nan ke kaiya’t malang ke dè nang nè ke geri Nube lé nga lé. E njékêmkeinge se njéɓog-ge éké njé polé magege malang ke ndii dann de’t dè nang nè á m’tam tà nè m’ɔje’n dè de lé a tɔ. Dé nè nga, asi kɔri ra si ra de’t ndii gai dè nang nè ndan lé. 
1CO.5.11	Ḿ-m̀, magtub ke m’ndang m’ade sei ɗarinè nga ɔje dè doo ke ɓar ra’n ke njètaakêm-Krist, nè tel è njè tò se nan ke kaiya’t éké njèkêmkein se njè gugu mage éké njè taje ndu éké njè kade yibe ule mbe dènn’t, éké njèɓog. Doo ke titeke bè nga, utei nin mbeng. Nyankuse géa a usei se’n nan’t lé. 
1CO.5.12	Ké è tà le’m le gangtà dè njé ke nata’t wa? Ḿ-m̀, è tà le’m le gangtà dè de’t lé. Dé ɓaa, è Nube á à gangtà dè’t. 
1CO.5.13	Nè njé ke kei ɓaa, gar-gar è tà le si le gangtà dè de’t. Ɔri njè ra kɔbe nga dann si’t kɔke titeke magtub le Nube tam’n.
1CO.6.1	Loo ke doo karé dann si’t aw se tà se njètaakêm-Krist ke karé ke rang ɓaa, ké bain á è ndige kaw sêke’n non njégangtàge ke geri Nube lé tá wa? Ké i rai bè tede ri wa? Ké bain awi se nan non njékêmndage’t lé wa? 
1CO.6.2	Sei dooge le Nube ke njékêmndage á a i gangi tà dè dooge ke dè nang nè. Ké sei geri bè lé wa? Ke nè á è sei á a i gangi tà dé njé ke dè nang nè ɓaa, ké bain á asi gɔli ngann tàge ke wali bè nga lé taɓai wa? 
1CO.6.3	E jèi á ndɔn’t j’ayé gangi tà dè dooge ke danrán ke ali tà tà Nube’t. Ké sei geri bè lé wa? Ke nè á è jèi á ndɔn’t j’à gangi tà dè dooge ke danrán’t ɓaa, ké bain á j’asi gɔli tàge ke ɔje dè ngann nyange ke dè nang nè nga lé taɓai wa? 
1CO.6.4	Ke nè á tàge ke ɔje dè ngann nyange ke dè nang nè tooi dann si’t ɓaa, ɔri njé ke geri Nube lé á undei de ke njégangtàge le si. Dé nè nga, nyan ke ɔje dè njétaakêm-Kristge ndête de ke ndêin bè géa lé. 
1CO.6.5	M’tam tà nè nga bè m’ile’n rasɔl dè si’t. Ké doo karé ke njèkumkunju ke asekum gangtà le njétaakêm-Kristge goto dann si’t kuwe sár wa? 
1CO.6.6	Njètaakêm-Krist karé aw sêke njètaakêm-Krist ke rang tà njègangtà ke è njétaakêm-Krist lé nga, ké è kum wa? 
1CO.6.7	Sêke nan ke tò dann si’t nga, è yai le si ke deri ɓá ta. Nyan ke dè naje’n lé ke dooge rai se si nga, ké bain á sei oréi tà si njak dè’t lé wa? Ké bain á inyei dooge adi ɔyi nyange le si awi lé wa? 
1CO.6.8	Nè sei kuwe i teli sei njé ra nyange ke se dè naje’n lé se njé banm dooge táa nyange le de se ndɔ karé-karé. Tá dooge ke sei rai nyange ke tite nan bè se de nga, ei ngakon sige ke njétaakêm-Kristge gé ɓai! 
1CO.6.9	Njé ra nyange ke se dè naje’n lé nga à ingei loo kêm Konɓee’t le Nube lé. Ké sei geri bè lé wa? Adi kum si sú sei lé: Njé tò se nan ke kaiya’t, njé gugu magege, njé sang dinyege éké dingemge ke rang, njé tel ra de ke dinyege, dingemge ke sangi dingemge made dege tooi se de ke dinyege, 
1CO.6.10	njéɓog-ge, njékêmkeinge, njé ke yibe ule mbe dè de’t, njé tête tàge éké njé banm dooge táa nyange le de nga, à ilei nja de kêm Konɓee’t le Nube ndan lé. 
1CO.6.11	Njé ke nange dann si’t kété ei njé ra nyange nè nga tɔ. Nè ɗarinè Nube le jéi togo se-kaiya le si ɔr ndát-ndát. E unde sei se ninn’n ade sei dooge le’n a, è ɔr tà dè si’t se ri Kuwe-ɓee Jésu-Krist a, se ri Ndil-Kêmnda a tɔ.
1CO.6.12	Njé ke nange dann si’t tami edi nè: «D’inye loo d’ade’m le kade m’ra nyan malang.» E bè kuwe, nè né è bè géa nyan malang nga, ra’n tuwei ɗêw lé. «D’inye loo d’ade’m kade m’ra nyan malang kuwe», nè né è bè géa, m’a kade nyan karé bè géa uwe’m ɓer lé. 
