GEN.1.1	Mula-mula Tuhan Allah bekin langit deng bumi.
LUK.12.8	Ais Yesus omong lai deng Dia pung ana bua dong bilang, “Pasang talinga bae-bae! Kalo ada orang yang barani mangaku sang Beta di muka orang banya di ini dunya, nanti Beta ju mangaku sang dia di muka Tuhan Allah pung ana bua di sorga bilang, dia tu Beta pung orang. 
LUK.12.9	Ma kalo ada orang yang omong di muka manusia bilang, dia sonde kanál sang Beta, nanti Beta ju omong di muka Tuhan Allah pung ana bua di sorga bilang, Beta sonde kanál sang dia.
LUK.12.10	Beta ni, Manusia Tulen. Kalo ada orang omong bekin busuk Beta pung nama bae, na, Tuhan Allah masi sadia lupa buang dia pung sala tu. Ma kalo dia omong bekin busuk Tuhan pung Roh yang Barisi pung nama bae, Tuhan Allah sonde lupa dia pung sala.
LUK.12.11	Nanti kalo orang hela bawa sang bosong pi tampa urus parkara agama, ko, pi orang pegang parenta dong, tagal bosong parcaya sang Beta, bosong sonde usa taku mau bela diri karmana. 
LUK.12.12	Te nanti itu waktu ju, Tuhan Allah pung Roh yang Barisi ajar kata-kata yang pas ko bosong manyao sang dong.”
LUK.12.13	Ais itu, satu dari itu orang banya dong tanya sang Yesus bilang, “Bapa Guru! Tolong suru beta pung kaka ko babagi deng beta botong pung bapa pung pusaka.”
LUK.12.14	Ma Yesus manyao sang dia bilang, “Weh! Sapa yang angka sang Beta jadi Hakim ko putus bosong dua pung parkara macam bagitu?”
LUK.12.15	Ais Yesus omong sang itu orang banya dong bilang, “Bosong musti ati-ati ko jang saraka. Te harta yang banya sonde jamin idop yang aman.”
LUK.12.16	Ais ju Dia carita satu umpama bilang, “Ada satu orang kaya, yang dia pung kabón kasi hasil bam-banya. 
LUK.12.17	Sampe-sampe dia pung gudang dong su sesak, deng dia sonde tau mau bekin karmana lai. 
LUK.12.18	Ais ju dia putus bilang, ‘Beta mau bekin bagini sa! Beta bongkar buang ini gudang lama dong, ko kasi bangun yang lebe bésar, ais simpan beta pung kabón pung hasil deng samua harta milik laen di situ. 
LUK.12.19	Kalo su bagitu, nanti beta omong deng beta pung diri sandiri bilang, “We! Gudang su ponu! Makanan su cukup ko makan sampe taon-taon. Jadi makan-minum ena-ena deng goyang kaki sanáng-sanáng suda!’ ” 
LUK.12.20	Ma Tuhan Allah kasi tau sang dia bilang, ‘Woi! Lu bodo, é! Ini malam ju, lu mati. Ais sapa yang dapa lu pung gudang pung isi samua?’
LUK.12.21	Jadi bagini! Orang bisa sa kumpul harta bam-banya di ini dunya kasi dia pung diri sandiri, ma di Tuhan Allah pung pikiran, dia tu, miskin, tagal sonde babae deng Tuhan.”
LUK.12.22	Ais Yesus ajar tamba sang Dia pung ana bua dong bilang, “Bosong sonde usa barepot deng bosong pung idop hari-hari soꞌal mau makan apa, ko, mau pake apa. 
LUK.12.23	Te kotong pung idop ni, lebe dari apa yang kotong makan, deng apa yang kotong bapake. 
LUK.12.24	Lia coba burung gagak itam dong! Dong sonde tanam, sonde koru, sonde ada pung gudang ko simpan makanan, ma Tuhan Allah piara sang dong. Kalo bagitu, tantu Dia ju bisa piara sang bosong, tagal Dia nilei bosong lebe dari itu burung dong. 
LUK.12.25	Kalo orang badiri di muka carmín, ais barepot deng dia pung diri, kira-kira dia bisa bekin tamba panjang dia pung umur idop, ko? Sonde bisa! 
LUK.12.26	Jadi, kalo barepot deng hal kici bagitu sonde bawa hasil apa-apa, akurang ko bosong masi mau barepot lai deng hal yang bésar dong? Dia pung ontong apa?
LUK.12.27	Lia coba bunga utan. Dong sonde karjá kabón, deng sonde tanún kaen. Ma raja Soleman pung pakean paling mewa ju, sonde bisa lawan bunga utan pung bagus.
LUK.12.28	Te Tuhan Allah piara rumput kici yang sonde ada pung arti, yang cuma idop ini hari, ais beso mati, ko orang buang pi dalam api. Kalo bagitu, na, Dia ju bisa piara bosong yang pung harga lebe dari itu rumput. Jadi akurang ko bosong sonde batúl-batúl bagantong sang Dia? 
LUK.12.29	Bagitu ju, bosong sonde usa barepot soꞌal makan-minum. Te nanti Tuhan urus. 
LUK.12.30	Orang yang sonde bagantong sang Tuhan, dong banting tulang ko urus itu hal dong samua. Ma bosong ni jang bagitu, te bosong pung Bapa di sorga su tau samua yang bosong parlú. 
LUK.12.31	Kalo bosong kasi jalan Tuhan Allah pung karjá dolo, nanti Dia ju urus ini hal dong kasi bosong.”
LUK.12.32	Ais Yesus sambung lai bilang, “Bosong sama ke domba satu kumpul kici yang sonde ada pung kuat apa-apa. Ma sonde usa taku! Te bosong pung Bapa di sorga tu, Raja Bésar. Apa yang Dia pung, Dia sanáng kasi sang Dia pung ana sayang dong. 
LUK.12.33	Jadi pi jual buang bosong pung barang dong, abis dia pung doi pi bagi kasi orang miskin dong. Deng bagitu bosong simpan harta di sorga di tampa yang aman deng batahan tarús. Pancuri sonde bisa pi mancuri ame sang dia. Kakarlák ju sonde bisa makan bekin rusak sang dia. 
LUK.12.34	Inga bae-bae! Bosong pung harta di mana, na, bosong pung hati ju ada di situ.”
LUK.12.35+LUK.12.36	Yesus omong lai bilang, “Siang-malam bosong musti siap sadia ko layani sang Tuhan. Sama ke tukang suru-suru yang mete tunggu dia pung tuan ruma pulang dari pesta kawin. Kalo bos toki pintu, na, dia bisa buka deng capát.
LUK.12.37	Kalo bos datang dapa dia pung orang karjá dong ada batunggu bagitu, tantu dong barontong. Te nanti bos sandiri yang kasi tunju dia pung hati bae sang dong. Dia pake pakean orang karjá, ais pi layani itu orang karjá dong deng makanan ena-ena. 
LUK.12.38	Itu orang karjá dong memang barontong tagal dong layani bos deng bae. Biar bos datang jam barapa sa, tenga malam ko, amper siang, dong salalu siap.
LUK.12.39	Pikir bae-bae! Kalo ada tuan ruma yang tau parsís jam barapa pancuri mau datang, su tantu dia sonde kasi sampat ko itu pancuri bongkar dia pung ruma. 
LUK.12.40	Jadi bosong musti siap salalu, te sonde ada satu orang ju yang tau parsís kapan Manusia Tulen mau datang kambali.”
LUK.12.41	Ais Petrus tanya sang Yesus bilang, “Bapa Guru! Bapa pung umpama tadi tu, cuma kaná sang kotong sandiri sa, ko, kaná samua orang?”
LUK.12.42+LUK.12.43+LUK.12.44	Ju Yesus manyao bilang, “Itu umpama kaná di samua orang yang bekin sama ke kapala urusan yang pintar urus deng satia kasi dia pung bos. Te nanti dia pung bos angka sang dia ko bagi makanan kasi orang karjá laen dong. Kalo dia rajin bekin iko dia pung tugas bagitu, biar dia pung bos datang kapan sa, ma dia salalu ada bekin yang batúl. Ais dia barontong, tagal dia pung bos nanti angka sang dia ko urus dia pung harta milik samua.
LUK.12.45	Ma calaka kalo itu kapala urusan mulai pikir bilang, ‘Eh! Tantu bapatua masi lama baru pulang.’ Tarús dia mulai papoko orang karjá laen dong, laki-laki deng parampuan. Ais dia dudu makan-minum sanáng-sanáng sampe mabo. 
LUK.12.46	Ma satu hari, waktu itu kapala urusan sonde sangka apa-apa, takuju sa bos pulang. Waktu bos dapa tau itu hal dong, ju itu bos langsung papoko sang dia, ais usir buang sang dia, ko dapa dia pung bagian di luar sama-sama deng orang yang sonde satia bekin iko bos pung mau.
LUK.12.47	Te orang karjá yang tau dia pung bos pung mau, ma sonde siap bekin iko, ko, sonde mau bekin iko, nanti kaná hukuman barát. 
LUK.12.48	Ma orang karjá yang karjá sala tagal dia sonde tau bos pung mau, nanti dia kaná hukuman yang sonde barát. Te orang yang su tarima banya, dia pung tuntutan ju banya. Orang yang tarima karjá bésar, dia pung tanggong-jawab ju bésar.”
LUK.12.49	Yesus sambung Dia pung omong bilang, “Beta datang ko kasi pisa Beta pung orang dari orang laen di ini dunya. Itu sama ke orang pake api ko bakar buang kotoran. Beta pung suka kalo itu api su mulai manyala di mana-mana. 
LUK.12.50	Ma Beta musti pikol sangsara yang barát lebe dolo. Beta nanti sangsara batúl sampe Beta pung tugas su abis.
LUK.12.51	Bosong pikir Beta datang bawa dame di ini dunya, ko? Sonde! Beta datang ko bekin orang dong bakanjar deng bekin orang dong tapica-pica tagal Beta pung ajaran. 
LUK.12.52	Mulai sakarang orang basodara dong tapica-pica. Dalam satu kelu, tiga lawan dua, dua lawan tiga.
LUK.12.53	Papa lawan ana;
LUK.12.53	ana lawan papa.
LUK.12.53	Mama lawan ana;
LUK.12.53	ana lawan mama.
LUK.12.53	Mama mantu lawan ana mantu;
LUK.12.53	ana mantu lawan mama mantu.”
LUK.12.54	Tarús Yesus omong deng itu orang banya dong bilang, “Kalo bosong lia awan tabal muncul di sablá barat, bosong omong, ‘Ini tanda bilang, hujan su mau turun.’ Memang batúl bagitu. 
LUK.12.55	Kalo angin salatan fuu datang, bosong omong, ‘Ini tanda bilang, ini hari panas mati pung!’ Memang batúl bagitu. 
LUK.12.56	Woi! Bosong manusia muka-balakang yang omong laen bekin laen! Bosong pintar kasi mangarti ini bumi deng dia pung cuaca pung mau-mau. Ma akurang ko bosong sonde mau mangarti Tuhan pung mau-mau di ini jaman?”
LUK.12.57+LUK.12.58	Yesus omong tamba bilang, “Kalo bosong baparkara, akurang ko bosong sonde bisa putus sandiri mana yang batúl! Lebe bae urus dame dolo! Jang sampe bosong su sampe di muka hakim, ais dia putus ko kasi maso sang bosong pi bui. 
LUK.12.59	Te kalo bagitu, tantu bosong sonde bisa kaluar sampe bosong bayar bekin abis bosong pung utang yang hakim putus.”
LUK.13.1	Itu waktu, ada orang kasi tau sang Yesus bilang, gubernor Pilatus su bunu barapa orang Yahudi dari Galilea waktu dong ada bawa korban di Ruma Sambayang Pusat di Yerusalem. 
LUK.13.2	Dengar bagitu, ju Yesus tanya bilang, “Iko bosong, kira-kira itu orang yang kaná bunu tu, dong pung sala ada lebe bésar dari samua orang Galilea yang laen? Andia ko dong kaná hukum mati, ko? 
LUK.13.3	Sonde! Ma kalo bosong sonde kasi tenga bosong pung idop yang jahat, ko bale iko Tuhan pung mau-mau, bosong ju nanti kaná ancor buang sama ke dong. 
LUK.13.4	Ais karmana lai deng itu dalapan blas orang yang mati kaná tendes manara yang rubu di Siloam tempo hari tu? Dong pung sala lebe bésar dari samua orang laen di Yerusalem, ko? 
LUK.13.5	Sonde! Ma kalo bosong sonde kasi tenga bosong pung idop yang pakaneꞌo, ko bale iko Tuhan pung jalan lurus, bosong ju nanti kaná ancor buang sama ke dong.”
LUK.13.6	Ais ju Yesus kasi satu umpama bilang, “Ada satu orang yang ada pung pohon bua
LUK.13.7	Ais ju dia suru dia pung tukang kabón bilang, ‘Su tiga taon ni, beta datang ulang kali ko cari ini pohon pung bua, ma beta sonde dapa apa-apa. Jadi potong buang sang dia, te ini pohon cuma makan tampa sa.’
LUK.13.8	Ma itu tukang kabón manyao bilang, ‘Bapa jang mara. Kasi tempo ini pohon satu taon lai. Biar ko beta pacol kuliling sang dia, ais taro pupuk ko bekin subur sang dia. 
LUK.13.9	Kalo taon datang ini pohon babua, na, bae. Ma kalo sonde, na neu, potong buang sang dia sa.’ ”
LUK.13.10	Satu kali, pas deng orang Yahudi pung hari sambayang, Yesus pi ajar di ruma sambayang. 
LUK.13.11	Di situ ada satu parampuan yang dia pung balakang su bongko dalapan blas taon, tagal setan pung bekin. Dia sonde bisa badiri lurus. 
LUK.13.12	Yesus dapa lia itu parampuan ju, Dia pange ame sang dia, ais omong bilang, “Mama! Sakarang mama su bae.” 
LUK.13.13	Ju Yesus taro tangan di itu parampuan. Takuju, dia pung balakang bongko tu lurus memang. Ju dia minta tarima kasi, deng puji-puji sang Tuhan Allah.
LUK.13.14	Ma itu kapala ruma sambayang mara, tagal Yesus bekin bae orang kaná deng hari sambayang. Ju dia kasi tau orang banya dong bilang, “Satu minggu ada anam hari karjá. Jadi lebe bae orang saki dong datang di itu hari-hari karjá sa, ko cari orang bekin bae sang dong. Jang datang di hari sambayang!”
LUK.13.15	Ma Yesus manyao sang dia bilang, “Heh! Orang muka-balakang. Di hari sambayang bosong ju karjá, to?! Te bosong pi kasi lapás bosong pung sapi deng keledai ko kasi minum sang dong, aa?! 
LUK.13.16	Ini mama ni, baꞌi Abraham pung turunan, sama ke kotong. Setan dong pung bos su ika sang dia 18 taon. Kalo Beta lapás sang dia kaná deng hari sambayang, na, sala ko?”
LUK.13.17	Dengar bagitu, ju Yesus pung musu dong malu. Ma itu orang banya dong sanáng deng Dia pung karjá yang bagus dong.
LUK.13.18	Ju Yesus sambung Dia pung omong lai bilang, “Kira-kira Beta banding Tuhan pung orang dong sama ke apa, é? 
LUK.13.19	Mula-mula dong cuma sadiki sa, ma lama-lama dong tamba banya. Dong tu mulai sama ke biji yang kici ana sa. Orang tanam sang dia di kabón. Ais ju dia idop ko jadi pohon bésar. Tarús burung dong datang basarang di dia pung cabang dong.”
LUK.13.20	Ais Yesus omong lai bilang, “Kira-kira Beta banding Tuhan pung orang dong deng apa lai, é? 
LUK.13.21	Dia sama ke ragi yang parampuan ame ko campor deng tarigu dua sak,
LUK.13.22	Ais itu, Yesus dong mulai jalan pi kota Yerusalem. Iko-iko jalan, Dia singga-singga di kota deng kampong ko ajar orang. 
LUK.13.23	Di satu tampa, ada satu orang tanya sang Dia bilang, “Bapa Guru! Kira-kira cuma sadiki orang sa yang bisa dapa salamat, ko?”
LUK.13.24	Dia manyao bilang, “Sorga pung pintu maso tu, kici. Jadi pasang kaki ko bosong bisa maso iko situ. Te ada banya orang yang mau coba maso, ma sonde bisa. 
LUK.13.25	Kalo tuan ruma su konci pintu, nanti bosong badiri di luar ko toki-toki pintu, deng baꞌeki minta tolong bilang, ‘Bos! Buka pintu dolo!’
LUK.13.25	Ma nanti dia manyao bilang, ‘Bosong tu, sapa? Beta sonde kanál sang bosong!’
LUK.13.26	Tarús bosong bilang, ‘Mana bisa bos sonde kanál sang botong? Botong yang biasa dudu makan-minum deng bos. Bos ju biasa ajar sang botong di botong pung istraat dong.’
LUK.13.27	Ju nanti dia manyao bilang, ‘Beta su bilang tadi, beta sonde kanál sang bosong! Bosong ni, manusia tukang bekin jahat sa. Iskarobis dari sini!’
LUK.13.28	Ais nanti kalo Tuhan Allah putus samua orang pung parkara, bosong manangis makarereu deng makan gigi sa. Te bosong dapa lia baꞌi Abraham, baꞌi Isak, baꞌi Yakob deng Tuhan Allah pung jubir samua su maso dudu di dalam sorga. Ma bosong kaná usir buang pi luar sa.
LUK.13.29	Nanti manusia datang dari dunya pung ujung-ujung, dari matahari nae sampe matahari turun; dari utara sampe salatan, ko dudu makan rame-rame di Tuhan Allah pung istana.
LUK.13.30	Tanda bae-bae ini hal: nanti kalo Tuhan putus samua orang pung parkara, ada yang orang dolu sangka dia orang kici sa, ma dia dapa hormat bésar. Deng ada yang orang dolu bilang, dia orang bésar, padahal Tuhan anggap dia orang kici sa.”
LUK.13.31	Itu waktu, ada barapa orang Farisi datang mangada sang Yesus, ais kasi tau bilang, “Lebe bae, Bapa Guru ondor jao-jao pi tampa laen, te raja Herodes mau bunu sang Bapa.”
LUK.13.32+LUK.13.33	Ju Yesus manyao bilang, “Heh! Bapatua tu, sama ke musang licik! Bosong pi kasi tau sang dia bilang, ‘Beta ada usir setan deng bekin bae orang saki dong ini hari deng beso. Dia pung lusa, baru Beta pung karjá su abis.’ Biar karmana ju, Beta masi mau karjá sadiki lai dalam Beta pung jalan pi Yerusalem. Te orang Yerusalem dong yang suka bunu Tuhan Allah pung jubir dong.
LUK.13.34	Aduu, orang Yerusalem dong, é! Bosong ni yang maen bunu Tuhan Allah pung jubir dong, deng lempar bekin mati utusan yang mau datang tunju Tuhan pung jalan sang bosong. Su ulang kali Beta mau kumpul jaga bosong ko pele ame sang bosong dari jahat, sama ke ayam mai yang mau tutu ame dia pung ana dong di bawa dia pung sayap. Ma bosong sonde mau. 
LUK.13.35	Sakarang Tuhan su sonde toe lai bosong pung ruma sambayang. Ais beso-lusa dia su kosong. Nanti bosong sonde akan lia sang Beta lai, sampe bosong mangaku bilang,
LUK.13.35	‘Tuhan Allah kasi berkat sang orang yang datang bawa Tuhan pung nama,
LUK.13.35	tagal Tuhan su utus sang Dia!’ ”
LUK.14.1	Satu kali, kaná deng hari sambayang, orang partei agama Farisi pung kapala satu undang sang Yesus ko datang makan di dia pung ruma. Dia dudu makan, ma ada orang yang mamaꞌu sang Dia ko mau lia Dia mau bekin apa kaná deng hari sambayang. 
LUK.14.2	Itu waktu, ada satu orang saki bere-bere yang ada iko dudu di situ. 
LUK.14.3	Ais Yesus tanya sang ahli hukum Yahudi deng orang Farisi yang ada iko dudu makan di situ bilang, “Iko baꞌi Musa pung atoran, bole bekin bae orang saki, kaná deng hari sambayang, ko sonde?”
LUK.14.4	Ma sonde ada satu orang yang buka mulu. Ju Yesus sonto itu orang saki, ais dia bae memang. Tarús Yesus suru sang dia ko pulang. 
LUK.14.5	Ais itu, Yesus tanya sang dong lai bilang, “Kalo ada ana yang jato maso pi dalam parigi, kaná deng hari sambayang, bosong pi hela kasi kaluar sang dia, ko sonde? Kalo sapi yang jato, bosong kasi tenga, ko, hela kasi kaluar? Tantu bosong hela kasi kaluar. Naa, itu dia pung arti bilang, bosong su karjá, to!”
LUK.14.6	Dengar Yesus omong bagitu, sonde ada satu orang ju yang bisa manyao sang Dia.
LUK.14.7	Itu waktu, Yesus ada lia-lia orang yang datang makan pesta di itu ruma. Ada banya orang yang pili tampa di muka, ko pi dudu di situ. Lia bagitu, ju Dia omong bilang, 
LUK.14.8	“Ati-ati, ó! Kalo orang undang sang bosong pi pesta kawin, na, jang pi cari tampa dudu di orang bésar dong. Te jang sampe tuan pesta ada undang tamu yang lebe pantíng. 
LUK.14.9	Kalo bagitu, tuan pesta nanti datang omong sang lu bilang, ‘Jang mara, é! Bapa tolong pinda pi balakang dolo, te beta su sadia ini korsi kasi ini orang bésar ni.’ Ju lu bangun kasi tenga itu korsi deng malu, ko pi dudu di balakang. 
LUK.14.10	Jadi, kalo lu dapa undangan, na, pi dudu sa di korsi paling balakang. Nanti kalo tuan pesta dapa lia sang lu, ju dia datang bilang, ‘Eh, Pak! Mari ko dudu di muka sini sa.’ Deng bagitu bosong dapa hormat di muka tamu samua.
LUK.14.11	Te orang yang angka-angka diri, nanti Tuhan kasi jato sang dia. Ma orang yang bekin diri sama ke orang kici, nanti Tuhan angka nae sang dia.”
LUK.14.12	Ais itu, Yesus omong deng itu tuan ruma bilang, “Laen kali, kalo pak bekin pesta, na, jang undang pak pung kelu deng tamán orang kaya dong sa! Te dong pasti bisa undang balas sang pak. 
LUK.14.13	Ma kalo pak bekin pesta, na, undang orang miskin, orang kaki hela, orang yang sonde bisa jalan, deng orang buta dong. 
LUK.14.14	Tantu dong sonde bisa balas sang pak. Ma kalo pak undang sang dong, Tuhan Allah yang balas. Nanti kalo Dia kasi idop kambali orang parcaya yang su mati dong, Dia sonde lupa pak pung bae.”
LUK.14.15	Dengar bagitu ju, ada orang yang dudu satu meja deng Yesus angka omong bilang, “Paling ontong tu, andia orang yang iko makan rame-rame di Tuhan Allah pung istana, ó!”
LUK.14.16	Yesus manyao sang dia bilang, “Beta carita kasi umpama bagini: ada satu orang bekin pesta bésar. Ju dia undang orang bam-banya. 
LUK.14.17	Waktu pesta su siap, ju dia suru dia pung tukang suru-suru ko pi pange orang-orang yang kaná undang dong bilang, ‘Mari, te acara su mau mulai.’ 
LUK.14.18	Ma dong samua bekin alasan macam-macam ko biar dong sonde bisa datang. Satu kasi alasan bilang, ‘Waa! Beta baru béli ame satu kabón, jadi beta musti pi lia coba dolo. Jang mara ó! Te beta sonde bisa datang.’ 
LUK.14.19	Ada laen yang kasi alasan bilang, ‘Beta baru béli ame sapi bajak lima pasang. Beta ada mau pi coba sang dong ni, jadi maꞌaf, ó!’ 
