GEN.1.1	Ese agafare Anumzamo monane mopane trohu'ne. 
ACT.7.52	Kasnampa vahepintira ina'na vahe tamagehe'za zamahe ofri'naze? Fatgoma Hu'nemo'ma esia zamofoma ko'ma huama'ma hu'naza vahera, zamagra zamahe fri'nazanki, tamagratmi menina komoru huta zamahe fri vahe fore nehaze. 
ACT.7.53	Korapara Anumzamo'a kasege'a ankero'mokizmi zamazampi antege'za, eri'za eme tamasmigetma antahi'nazana, ana nanekea tamagra amagera ontetma kea rutagare'naze.
ACT.7.54	Ana kema Jiu kva vahe'mo'za nentahi'za, tusi zamasi vazige'za zame'anikreki hu'naze. 
ACT.7.55	Hianagi Stivenina Ruotge Avamumo agu'afi efregeno, kefatgo hunagamuteno monafinka Anumzamofo msa'zana negeno, Jisasi'a Anumzamofo azantamaga kaziga'a oti'negeno ke'ne. 
ACT.7.56	Nehuno agra anage hu'ne, Keho Monamo'a anagige'na negogeno, Vahe'mofo mofavremo'a Anumzamofo azantmaga'a oti'negena negoe. 
ACT.7.57	Hianagi, zamagra tusi'za hu'za rankege nehu'za, zamagesa rekani nere'za, magoka zamagare'za Stivenina ome azeri'naze. 
ACT.7.58	Rankumapinti retufe'za megiama ete'za, agafa hu'za have knonu ahe'naze. Ana nehazage'za, havige hunteza huama hanigeta antahi sune hu'naza vahe'mo'za amega nakreku'zamia hate'za mago nehazavea, Soli'e nehaza ne'mofo agafi eme ante'naze, (Apo 6:13) 
ACT.7.59	Stivenima have knonu nehageno'a, Ramofo agi aheno amanage hu'ne, Ramoka Jisasige, avamuni'a erio! 
ACT.7.60	Anage huteno rena reno ranke huno amanage hu'ne, Ramoka kumi'zami'a aze'orinka atrezmanto, huno nehuno fri'ne.
ACT.8.1	Stiveni'ma ahe friza zankura Solina rimpamo'a so'e hu'ne. Jerusale kumapina mono vahe'ma zamahe'zamo'a tusiza huno ana knarera avitege'za, maka vahe zgamo'za panini hu'za fre'za Judia kaziga nevazage'za, Samaria kaziga nevzage'za aposol vahe'age mani'naze. 
ACT.8.2	Knare hu'za fatgoma hu'naza vahe'amo'za Stiveni asenente'za, tusi zamasunku hu'za zavike agriku hu'naze. 
ACT.8.3	Hianagi Soli'a, mono vahe zamazeri haviza nehuno, mago'mago nompina vuno eno huno vene'nene, a'nene zamazuhu zmavazu hu megi nezmatreno zamavreno kina ome huzmante'ne.
ACT.8.4	Anante e'ima zamahe pananima hige'za fre'naza vahe'mo'za, maka kumate kumate vutere hu'za mono kea hu'naze. 
ACT.8.5	Filipi'a, Sameria rankumate viazamo, Kraisinku zamagrite huama ome hu'ne. 
ACT.8.6	Filipi'ma hia nanekema tusi'a vahe'mo'za nentahiza, avame'zama hiazante'ma nege'za nentahiza, magoke antahintahire mika vahe krerafamo'za zamagesa ante'za antahi'naze. 
ACT.8.7	Na'ankure havi avamu'tamima zamagu'afima mani'naza vahe'pintira, havi avamutmimo'a tusi'a kezati'za krafa nehu'za atirami'naze. Hagi mika zamufa fri'nea vahe'ene, kama vano nosaza vahera kri zamimo'a knare huzmante'ne. 
ACT.8.8	Higeno ana rankumapina tusi'a museza fore hu'ne.
ACT.8.9	Ana rankumatera, Saimoni'e nehaza ne'mo, afa' vahe'mofo avu'ava'za eri fore huvava nehia nera mani'neakino, Sameria vahera huzamerige'za tusi'a zamagogogu nehu'za antri nehageno, agra ra ne' mani'noe huno hu'ne. 
ACT.8.10	Ositetima vuno rante'ma vu'nea vahe'mo'za, ke'ankere'za nege'za ana mika vahe'mo'za agri ke nentahi'za anage hu'naze, Ama nera, Ra Anumzamofo hanavegino, tusi'a hanave hu'za hu'naze. 
ACT.8.11	Hige'za agri ke'are antahi'za amage hu'naze. Na'ankure agrama zaza knafi havige nehuno, zagoreno eri fore hu'neazanku ana hu'naze. 
ACT.8.12	Ana hu'nazanagi Anumzamofo kumamofo avu'avaku'ene, Jisas Kraisi agire knare musenkema Filipi huama nehige'za zamentintima nehu'za, vene'nene, a'nemo'zanena erigafa hu'za monoti fre'naze. 
ACT.8.13	Saimoni'enena amentinti nehuno henka mono tina nefreno eteno ovu'are Filipi'ene mani'ne. Hagi mika ruzahu zane ra avame'zama hiaza fore higeno negeno tusi agogogu nehuno antri hu'ne.
ACT.8.14	Jerusale mani'naza aposol vahe'mo'za antahizama Samaria vahe'mo'za Anumzamofo naneke erize kema nentahi'za, Pitane Joni kizni huznante'naze. 
ACT.8.15	Zanagrama uramina'ana nunamu huzmante'sake'za Ruotge Avamu'ma erisnagu urami'na'e. 
ACT.8.16	Na'ankure mago mago'mofontera Ruotge Avamumo ome'nege'za, ko Ramofo Jisasi agire mono tinke fre'naze. 
ACT.8.17	Anante Pita'ene Jonikea agafa huke zanazama ana Sameria vahe'mokizmi zamufare antake'za Ruotge Avamura eri'naze. 
ACT.8.18	Hianagi Saimoni'ma kegeno Aposol vahe tfamo'zama zamazatfama antaza zante'ma Ruotge Avamu'ma zamigeno'a, agra zagoma zanamikema nehuno'a, 
ACT.8.19	anage hu'ne, amana hanave'a nagri'enena nami'nenkena ina vahe'tema nazama antesugeza anahu'za Ruotge Avamura eriho. 
ACT.8.20	Hianagi Pita'a, agrikura anage hu'ne, zago ka'ane kagranena haviza hugahie. Na'ankure kagrama kagesama antahinana zagoreti Anumzamofo muse'zana miza hugahue hunka nehane. 
ACT.8.21	Kagrira ama erizampina mago erizanka'a omanetfa hu'ne. Na'ankure Anumzamofo avurera, tumoka'amo'a knarera osu'tfa hu'ne. 
ACT.8.22	E'i zanku kefo kavukva zanka'a neterenka, kagu'a rukarehe hunka havizama nehana zana atrenka, Ramofonte nunamu nehugeno, kagu'amo'a knarema hanigeno'a kumi ka'a atregantegahie. 
ACT.8.23	Na'ankure nagrama navuma kagoana, kagra kanive nerenka, kumi'mo kegina hugantegenka mani'nane, huno Pita'a higeno, 
ACT.8.24	Saimoni'a ke nona anage hu'ne, nagrikura, tanagra Ramofontega nunamuna hikeno, kema hu'na'a zamo'a nagritera ometfa hino hu'ne.
ACT.8.25	Anante'ma Pita'ene Jonikema hamponatine, Ramofo nanekema huama'ma hutekea, ete Jerusale vunaku nevuke, Sameria vahe'mokizmi nonkumapi mono naneke hume vuna'e.
ACT.8.26	Anante mago Ramofo ankeromo Filipina asamino, Sameriatira otinka Jerusale kaziga Gaza urami'nea kantega kavugosa huntenka vuo. E'i, hagage ka'ma kopi vuo huno asamigeno, 
ACT.8.27	nevigeno magora agonkna'za hari'nea Itiopia nera, kantesi'e nehaza Itiopia kuini a'mofo zagore kegavama hu'nea ne'mo, Jerusale mono eme huteno eteno kuma'arega nevigeno, 
ACT.8.28	hosimo renteno avazu huno vano nehia karisifi manino nevuno, kasnampa ne' Aisaia krente'nea avontafera hamprime nevigeno, 
ACT.8.29	Avamumo'a Filipina asami'no, vunka antuma hosimo renteno avazuma hu'nea karisire urava'o huo higeno, 
ACT.8.30	Filipi'a agiareno agrite viazamo ome antahiana, Aisaia kasnampa ne'mofo naneke nehamprigeno nentahino, amama nehamprina nanekea, kagra antahiama nehano? Huno antahige'geno, 
ACT.8.31	Agra huno mago'mo'ma huonasamisigena, inankna hu'na antahi amara hugahue? Nehuno Filipina ke higeno umarerino agrane umani'ne. 
ACT.8.32	Ana ne'mo'ma hampri'nea avontafemo'a, amanahu ke hu'ne, 
ACT.8.33	 (Aisa 53:7-8) 
ACT.8.34	Anante ke'nonama hifina, agonkna'zama hari'nea ne'mo'a anage huno, Filipinkura hu'ne, muse hugantoanki (plis) azanku kasnampa ne'mo'a ama kea hu'ne, agri'agu hu'nefi, hipi ruga'a vaheku hu'ne? 
ACT.8.35	Filipi'a anama hampri'nea avontafepinti nanekea agafa huno, Jisasi knare musenkea ana nera asmi'ne. 
ACT.8.36	Anama hu'za karankama nevu'za mago'a ti me'nere ageno, agonkna'zama hari'nea ne'mo'a, Keho! Ti me'neaki! Na'amo mono tima frezanifina nazerigahie? huno nehigeno, 
ACT.8.37	[Filipi amanage huno hu'ne, tamage hunka maka kagu'areti Jisasinku kmentinti hanunka tina fregahane nehigeno ozo hu'ne. Anumzamofo nemofo Jisasi Kraisi'a mani'ne, hu'na nentahue, huno hu'ne,] 
ACT.8.38	ana hosimo renteno avazu nehia karisia ana ne'mo kehigeno azerigeno, anantarega'moke uramike tinte vuke, Filipi'a agonkna'za hari'nea nera mono tina tigua repanogino frente'ne. 
ACT.8.39	Anama huteke timpinti'ma megi'a akeno'a, Ramofo Avamumo Filipina avaresga huno vigeno, agonkna'zama hari'nea ne'mo'a mago'ane nonkeno, tusi muse hume karanka vu'ne. 
ACT.8.40	Hianagi Filipi'a Azotasi kumate mani'neno nankna hu'na e'noeha huno agra'a keno erifore hu'ne. Ana kazigama nevuno'a mika ranra kumatera mono kea hutere hume nevuno Sisaria kumate uhanati'ne.
ACT.9.1	Ana knafinke Soli'a ana zanke huno Ramofo amage' nentaza disaipol nagara zamahe frinaku tusi asi nevazigeno, rimpa henezmanteno, ugota prisi nete vuno, 
ACT.9.2	ome antahigegeno mago'a avona kremigeno erino Damaskasi vuno atruma nehu'za mono nehaza nontamimpi (sinagogs) marerino huama huno, agrama veo, aro Kraisti amage' nentaza vahe'ma zamagesuno'a, kina rezmanteno eteno zamareno Jerusale vugahie huno kre'ne. 
ACT.9.3	Agrama vuno Damaskasi urava'o nehigeno'a, ame huno monafinkati hanavenentake tavi'mo agrite remsa huntegeno, 
ACT.9.4	traka huno mopafima nemseno'a, agrama mago kezankema antahi'nea kemo'a anage hu'ne, 
ACT.9.5	Higeno kenona'a, Ramoka, Kagra izage? huno higeno, Agra huno, 
ACT.9.7	Soli enema nevaza vene'nemo'za kea osu'za oti'za mani'ne'za, kema hia agerura antahi'nazanagi, mago vahera onke'naze. 
ACT.9.8	Soli'a mopafinti otigeno, avumo'a hari hu'neanagi, mago'zana onke'ne. Magoka vu'naza vahe'mo'za azante avazu hu'za Damaskasia avare'za ufare'naze. 
ACT.9.9	Taregi magoki zagene haninena, avua onkeno ne'zane, ti'nena oneno amane mani'ne.
ACT.9.10	Magora Jisasi amage' nentea nera, Ananaiasi'e nehaza ne'mo Damaskasi kumatera mani'neno, ava'na keankna huno negegeno, Ramo'a anage huno asami'ne, 
ACT.9.11	Anante Ramo'a asamino, 
ACT.9.12	Ana nehigeno Soli'ma ava'nagna'zama kefina, Ananaisi'ema nehaza ne'mo efrea zamo avuma kesigura azanteno nunamu hunentegeno, ana avanagnazampina ke'ne. 
ACT.9.13	Hianagi Ananaisi'a ke'nona'a huno, Ra Anumzamoka nagra rama'a vahepinti, nama'a vahe krerafama Kagrite'ma zamentintima nehaza vahe'ma Jerusale kumapima mani'naza zamahe'neana ana ne'mofo agenkea nagra antahi'noe. 
ACT.9.14	Nehuno ama kumapi eno, ugagota kva (hai pris) vahe'mo'za hugnare huntageno, iza'o Kagri kagima ahesaza vahera zamareno kina huzamante kva agi eri'ne. 
ACT.9.15	Hianagi Ramo'a anage huno agrira asami'ne, 
ACT.9.17	Huno higeno, Ananaisi otino mani'nea nonte vuno, azama omenteno nunamuma hunteteno anage huno asami'ne, nenafu Soliga, kantegama neankeno, Ra Jisasi'ma kagrite efore'ma hu'nemo, kagrama etenka kavu negenka, Ruotge Avamura eri avitesane huno hunantege'na nagra e'noe. 
ACT.9.18	Anagema nehigeno'a, ame huno avuragafinti irikna'zamo knope ramigeno, avua eteno negeno otino mono ti fre'ne. 
ACT.9.19	Hagi anante ne'za neno hanavema e'nerino'a, Jisasima amage' nentaza disaipol naga'ene Damaskas mago'a kna mani'ne. 
ACT.9.20	Ame huno, ana zupage Jisasi agigenkea osi mono nompi marerino, ama Nera Anumzamofo Mofavre huno huama huno zamasmi'ne. 
ACT.9.21	Hige'za maka antahiza vahe'mo'za tusiza hu'za antri nehu'za, anage hu'naze, Ama'na nera Jerusalema mani'neno, Jisasi agire'ma zamazeri havizama nehia nero? Menina eno Jisasi agima huama nehaza vahera kina huzamanteno zamareno ugota ra mono (hetprisi) kva vahete vunaku ne-eo? Hu'naze. 
ACT.9.22	Hianagi Soli'a, antahintahi'afina hageno nevuno Jisasi'ema nehaza nera tazahu ne' Kraisi'e huno eri ama huno tusiza huno hanavetino nehigeno, ana kema Damaskasima mani'naza Jiu vahe'mo'za, nentahiza inankna huta nanekea huntesune ha hu'za kea osu'naze.
ACT.9.23	Mago'a knama evutege'za, Jiu vahe'mo'za komoru hu'za Solina ahenaku hu'naze. 
ACT.9.24	Hu'nazanagi ana komoru hu'naza kemo'a Soli agesafi efre'ne. Zgene haninena ahe fri'snagu zamurga ra vihu kafante ke ankerete'za mani'naze. 
ACT.9.25	Hu'nazanagi, Polima amage'nentaza disaipol nagamo'za kerage'afi avare'za eka eka kupi antete'za, kumamofo vihu keginamofo megi'a kankamumpi nofi rentete'za mago kaziga avazu nehu'za atrageno urami'ne.
ACT.9.26	Jerusale ema nehanatino'a, Jisasi amage nentaza disaipol nagapi hagerafigahue huno hianagi, agrikura tusi kore nehu'za agra Jisasi amage' nentea nere hu'za maka'mo'za antahi'za zamifina ontahi'naze. 
ACT.9.27	Hianagi Banabasi'a, Solina avareno aposol nagate viazamo, Jisasima kampi kegeno keaga humi'neazane, Damaskas mani'neno hanavetino'ma Jisasi agifima keaga hu'neazanku ene, agigenke'a hu'ama huno aposol vahera zamasmi'ne. 
ACT.9.28	Ana huteno Soli'a zamagrane mani'neno, Jerusalemia fru huno vuno eno huno, Jisasi agigura korera osuno hanavetino keaga huama hu'ne. 
ACT.9.29	Agra keaga nehuno, Griki kema nehaza Jiu vahe'enena, keha hu'nazanagi, zamagra ahe frisnaza kanku hakare'naze. 
ACT.9.30	Hige'za mono afuhe'za anankema nentahi'za, avare'za Sisaria urami'za ometrageno Tasisi vu'ne.
ACT.9.31	Anante Judia kazigane Galili kazigane Sameriama nemaniza mono vahe'mo'za, hagera hu'za nevu'za zamarimpa fru hu'za nemani'za, Anumzamofonku kore hunentageno, Ruotge Avamu'mo zamazeri hanavenetige'za, rama'a mono vahe fore hu'naze.
ACT.9.32	Pita'a mago'a kumate kagino vano vano huteno, agra Lida kumate mani'naza (saints) mono nagatega erami'ne. 
ACT.9.33	Anampina mago nera Ainiasi'e nehaza ne' 8ti'a zgegfu'mofo agu'afi avufa fri kri erino sipa'a atreno novia ne' keno erifore huteno, 
ACT.9.34	Pita'a anage huno asami'ne, Ainiasiga, Jisas Kraisi'a krika'a kazeri so'e huganteanki, otinka tafeka'a atrenka vuo, higeno anante ame huno oti'ne. 
ACT.9.35	Ana hige'za ana mika Lidane, Saroni kumate ene mani'namo'za agri nege'za, Ra Anumzamofonte zamagu'a rukarehe hu'naze.
ACT.9.36	Jopa kumatera Jisasi amage nentea a'mofo agi'a Tavita'e. Ana a'mofo agima (Griki kefi eri rukarehe'ma hazana Dokasi'e hu'naze. Ama ana agimofo agafa'a, dia afure hu'ne) agripina knare eri'zamo avite'negeno upa'ma nehu'za zamasunku zampima nemaniza naga miko zupa zamaza hu'ne. 
ACT.9.37	Ananknafina kri erino fri'geno, avufama tinu sesema huntete'za eri'za vazazamo'za, anaga nomofo hunaragintepinka ome ante'naze.
ACT.9.38	Jopa kumamo'a Lida kuma tva'onte me'ne, Pita'a anantega Lida kumate mani'ne hianke nentahiza, Jisasi amage nentaza disaipol nagamo'za tare ne'tre huznantageke, vuke hampo'nage huke, Tagriku tavega ontenka muse hugantonaki (plis) ko eno huke ome asami'na'e. 
ACT.9.39	Anankema asamikeno nentahino'a, Pita'a otino zanagrane vu'ne. Uma hanatige'za, avare'za anaga agofetu nomofo hunaragintepinka vu'naze. Miko kento a'nemo'za agrane oti'ne'za, zavira nete'za Dokasi'ma zamagranema ofri mani'neno tro hu'nea zanra kukenarami'ne, ruga'a kukenane averi'naze. 
ACT.9.40	Hianagi Pita'a ana mika vahera megi'a hunezmanteno, rena reno nunamu hu'ne. Huteno fri vahe kerafarega rukarehe huno, Tabitaga otio! Higeno avua hari huno, Pitana negeno oti'ne. 
ACT.9.41	Nehuno Pita'a aza antegantuteno azeri oti'ne. Anama nehuno zamentintima nehaza naga'ene, kento a'ne nagara kehuno asimu erie huno avazu huno eme zami'ne. 
ACT.9.42	Anama hia nanekemo'a Jopa kokampina zamukino vuno eno higeno, rama'a vahe krerfamo'za Ra Anumzamofonte zamentinti hu'naze. 
ACT.9.43	Pita'a mago'a zaza kna, afu akruteti hanave'zantami tro nehia ne' Saimoni'ene Jopa mani'ne.
ACT.10.1	Sisaria kumatera mago nera Koniliasi'e nehaza ne'mo, Italie hu'za nehaza 100ti'a Roma Sondia vahete ugagota kva nera, 
ACT.10.2	megi'a nagapinti monoku agesa nentahino, noma'afi nemaniza naga'ane, Anumzamofo kore hunenteno, zamunte omane vahera ne'zane, kukena muse huno nezamino, Anumzantega nunamuna huvava nehia nere. 
ACT.10.3	Mago kinaga ferura 3 kilokinaza higeno, agra kefatgo huno ava'nagna'za kegeno, Anumzamofo ankeromo efreno anage hu'ne, Koniliasio! higeno, 
ACT.10.4	tusi kore huno uruha negeno anage hu'ne, Ramoka, na'ahie. Higeno agra anage huno asami'ne, nunamu ka'ane, zamunte omane vahe'ma zamaza nehana kavukvara Anumzamo'a ko antahino keno hu'ne. 
ACT.10.5	Menina mago'a vahera huzamantege'za Saimoni'e nehu'za, mago agi'a Pita'e hu'za nehaza netega Jopa vu'za ome kehinkeno eno. 
ACT.10.6	Mago nera Saimoni'e hu'za nehaza nera, afu akruteti hanave'za tro nehia ne'mo, hageri ankenare noma'a me'nefi anampi Pita'a mani'ne. 
ACT.10.7	Kema humia ankeroma atreno vigeno, agrite eri'za erinenta'a netre'ne, mago sondia ne'mo monoku agesa antahintahi nehuno agri tvaonte nemni'a ne' ene kehige'za e'naze. 
ACT.10.8	Mika kema zamasmiteno huzmantege'za, Jopa vu'naze.
ACT.10.9	Anante kna zupa kantega vu'za ranku'ma tvaonte'ma vzageno'a zgemo'ma feru asegeno, Pita'a no agofetu nunamu hunaku mareri'ne. 
ACT.10.10	Huteno aga'zamo higeno ne'za nenaku nehige'za ne'zama retroma nehazageno'a, avu evuevu higeno nemaseno ava'na keankna huno, 
ACT.10.11	kegeno monamo'a hagaro higeno, mago'zana, tusi'a tavarave'gnaza 4'a atupare atupare azerino mopafi atrageno erami'ne. 
ACT.10.12	Anampina ruzahu ruzahu 4'a agazane zgarmi'ne, ama mopafi zge havu nehia zgane, zahopi hareno vono nehia nama zgagi hu'za mani'naze. 
ACT.10.13	Anama higeno'a mago ageru'mo agrite eno Pitaga, otinka ahenka no! 
ACT.10.14	Anage hianagi Pita'a huno i'o Ramoka, na'ankure nagra magore hu'na onetfa hu'noe. Vahe'mo'zama nonaza kfane, avusese osuno ruotage osu'nea zgagfa onegahue. 
ACT.10.15	Higeno mago'ene eteno ana ageru'mo agrite eno, ina kna'zama Anumzamo'ma azeri avusese hu'nesia zankura, avusese osu'ne hunka osuo. 
ACT.10.16	Anahu'zana 3'a zupa fore hutegeno, anazana ame huno erino monafinka mreri'ne.
ACT.10.17	Pita'a agu'afi nentahino, nazafore hige'na koeha huno agesa omeantahi emeantahi nehigeno, Koniliasi'ma huzmantege'za aza nagamo'za Saimoni nonku zamantahigeke hu'za, kegina kafante eme oti'ne'za, 
ACT.10.18	kezati'za Saimoniku mago'agi'a Pita'ema hu'za nehaza agine nera amifina mani'neo hu'za zamantahige'naze. 
ACT.10.19	Ava'na kna'zama ke'nea zanku Pita'a agesa nentahigeno, Avamu'mo asami'no, Ko, 3'a nagamo'za kagriku nehakaze. 
ACT.10.20	Hianagi kagesa ontahinka otinka uraminka zamagrane vuo, na'ankure Nagra hu'zmantoge'za e'naze. 
ACT.10.21	Pita'a ana nagate uramino anage huno zamasmi'ne, antahiho, ama nagritfanku nehakraze, nagafare tamagra e'naze? 
ACT.10.22	Hige'za zamagra anage hu'naze, mago sondia vahe kva nera, Koniliasi'e megi'a ne'mo fatgo huno Anumzamofonku kore nehia nekino, mika Jiu vahe krerafamo knare nere hu'za nehaza ne'mofo Ruotge hu'nea ankeromo asamigeno, kagriku noniarega eno keaga eme nasminkena antahineno huno hurantegeta e'none. 
ACT.10.23	Higeno Pita'a zamarenompi zamantege'za masete'za, ko ati'geno otino zamagrane nevige'za Jopatira ruga'a zamentinti nehaza afuhe'za agrane vu'naze. 
ACT.10.24	Hute'za anante knazupa, Sisaria uhanati'naze. Koniliasi'a egahaze nehuno, naga'ane tragoteno nemania knampa'aramina kehutru hu'ne. 
ACT.10.25	Pita'a noma'afi e'fregeno'a, Koniliasi'a negeno, agafi rena omereno mono hunte'ne. 
ACT.10.26	Pita'a avazuhu o'netino anage hu'ne, Otio! Nagra amama hanaza hu'na vahetfa mni'noe. 
ACT.10.27	Nehuno agranema keaga hume nevu'ne, nompima ufreno omegeana rama'a vahe krerafa atru hu'za mani'naze. 
ACT.10.28	Pita'a omenezmageno amanage huno zamasmi'ne, Tamagratmi ko kasegea antahitma ketma hu'naze, megi'a vahepinti mago'mo'a Jiu vahe'ene tragotezano, nantuma antente zakuma i'o hu'za hampo'na kasegema ante'nazana antahi'nazanagi, Anumzamo'a naverino, mago'mofonkura haviza hu'ne huge, avusese osu'ne hu'na osugahue. 
ACT.10.29	E'ina hu'negu nagriku'ma kema hu'nana ke antahina e'noana, ke huhaviza hurmantezani'a omane'ne, higena nagra kantahinegoe, na'amofo agafare nagrikura huzmantanke'za vu'naze? Huno antahigegeno, 
ACT.10.30	Koneliasi'a kenona'a anage hu'ne, 4'a knama evia knafina noni'afi mani'nena, amanahu knare tri kilokia nunamu nehu'na, koana ame huno mago nera msa'nentake kukena hu'nea ne'mo navuga eme o'netino, 
ACT.10.31	anage hu'ne, Koniliasiga nunamu nehunka, zamunte omane vahe'ma zamaza nehana kavukvara Anumzamo'a ko antahino keno hu'ne. 
ACT.10.32	E'izanku vahera huzmantege'za Jopa vu'za Saimoninku, mago'agi'a Pita'e hu'za nehaza nera ke humisageno eno. Zgagfa akruteti hampo'naza tro nehia nera, Saimoni'e nehia ne'mofo nompi hageri ankenare mani'ne. 
ACT.10.33	Hige'na avega ontena ko huzmantoge'za kagritega vazagenka knare'za hunka e'nane. E'inahu'ma hu'negu menina, mika'mota Anumzamofo avurera emeritru hu'none. Ramo'ma tagriku'ma ome zamasmio huno hugantegenka e'nana nanekea tasmio.
ACT.10.34	Higeno Pita'a amanage hu'ne, tamagerafa hu'na menina antahue, Anumzamo'a rukna rukna huno vahera zamesi nozmanteanki, magoke avamente avesinezmante. 
ACT.10.35	Hianagi mika kotegati vahe'mo'za (nation) Agri'ma koro hunte'za, fatgoma hu'neazama nehaza vahera, Agra avesi nezmanteno, Agrarega zamarenente. 
ACT.10.36	Nagra antah'inoe, tamagra ko knare musenkema Israeli vahe'ma zamasmi'neana antahi'naze. Anumzamofo rimpa fruzana Jisasi Kraisimpi efore hu'ne, Agra mika zamofo Rane. 
ACT.10.37	Tamagratmi ko antahita ketma hu'naze, Judia kokampi Galiliti erigafa hu'ne, henka Joni'a mono tima frenezmante kea huama hu'ne. 
ACT.10.38	Tamagra ko antahi'naze Nazareti Jisasina inankna huno Anumzamo'a Ruotge Avamuteti'ene hanave areti'ene huhamprinte'ne. Ana higeno Jisasi'a vano huno knare hunezmanteno, Sata'ma knama nezmia vahera zamazeri so'e huzmante'ne, na'ankure Anumzamo'a Agrane mani'negeno ana hu'ne. 
ACT.10.39	Tagra mika'zama Judia mopafine Jerusalema hiazama tvuma keta antahita hu'nona vahere. Zamagra anazanke hu'za avare'za keka zafare hantite'za ahe fri'naze. 
ACT.10.40	Hu'neanagi ama ana Nera, Anumzamo'a taregi magoki knazupa azeri otino, azeri anteama hu'ne. 
ACT.10.41	Mika vahe'mo'za onke'nazanagi, tagra ke'none, Anumzamo ko'ma huhampri tante'nea vahe'mota ke'none, Agrama fripinti'ma otigeta, ne'zane tinema ne'nona vahere. 
ACT.10.42	Mono kea vahera ome zamasmiho huno huhanavetino huranteno, kore ke huzmanteta, Anumzamo azeri antesga huno fri vahete'ene mani vahetera keaga Jisasi'ke refko huzmantegahie. 
ACT.10.43	Agrikura korapa mika kasnampa (profeti) vahe'mo'za kea hunte'za, miko'mo'ma Agri agire'ma amentinti hanimofona, kumi'a atrentegahie hu'naze.
ACT.10.44	Pita'ma ana naneke nehigeno'a, Ruotge Avamu'mo ana mika nanekema nentahiza vahete e'ramine. 
