MAT.1.1	Ho’oy tulurn empo de Mori Yésus Kristus, wa’u di Daud, wa’u di Abraham. 
1CO.9.8	Apa ata curup daku ho’o, toé hanang nuk de manusia kanang. Toé weli Adak Taurat kolé curup nenggituy? 
1CO.9.9	Ai oné Adak di Musa, manga tulis: “Hau néka pungkut mu’u de lembu hitut lari rikn!” Lembu kanang ko hitut lélo de Mori Keraéng? 
1CO.9.10	Ko latang te ité betuan Diha? Io, latang te ité curup ho’o tara tulisn, ngong ata bajak tana paka bajak agu bengkes, agu ata rik paka rik agu bengkes kudut tiba maki dihad.
1CO.9.11	Jari, émé ami poli wécak wini ata widang de Nai Nggeluk oné méu, ma’ut toé patun ko, émé ami tiba rocang de lino ho’o oné-mai méu? 
1CO.9.12	Émé ata bana manga hakd te bengkes apa situ oné-mai méu, toé weli ami kolé manga hakm ata céwé mésén?
1CO.9.12	Maik ami toé papé hak hitu. Ngot ami ta’ong sanggéd susa, tama néka pandé do’ong wéro Keréba Di’a latang te hi Kristus. 
1CO.9.13	Toé pecing néng le méu ko, te isét keturu laing oné osang nggeluk, tiba moséd oné-mai osang nggeluk hitu, agu isét keturu laing lobo compang takung, tiba moséd oné-mai compang takung hitu. 
1CO.9.14	Nenggitu kolé néng, poli wérét le Mori Yésus, isét wéro Keréba Di’a paka tiba na’ang bara agu wéngko weki oné-mai gorid hitu.
1CO.9.15	Maik aku toé dé’it papé can koé oné-mai hak situ. Aku toé tulis sanggéd so’o kudut te tegi hakg. Céwé di’an aku matak, po pandé nenggitu. Ata tu’ungn, angos daku toé ngancéng pandé mora liong kauty! 
1CO.9.16	Ai émé aku wéro Keréba Di’a, apa comongn te angos weki rug. Ai wéro Keréba Di’a hitu paka pandé laku. Copélk aku émé toé wéro Keréba Di’a! 
1CO.9.17	Émé pandé laku lorong ngoéng de rug, aku manga hakg te tiba lahén. Maik pandé daku toé lorong ngoéng rug. Ai Keréba Di’a hitu perénta de Mori Keraéng latang te aku. 
1CO.9.18	Émé nenggitu gi, apa lahén latang te aku? Ho’oy daku lahén: Té aku ngancéng wéro Keréba Di’a ali toé manga lahén, agu aku toé papé hakg te tiba bajar oné-mai wéro Keréba Di’a hitu.
1CO.9.19	Koném po aku toé mendi diong-diong kaut, maik aku tiba te mendi wekig latang te sanggén ata, kudut aku ngancéng bémbéng ata do nggere-oné Kristus. 
1CO.9.20	Latang te ata Yahudi aku ciri ného ata Yahudik, kudut aku haéng sanggéd ata Yahudi. Latang te ata mosé lorong Adak Taurat, aku cama ného ata siot mosé lorong Adak Taurat, koném po aku toé mosé lorong Adak Taurat kudut aku haéng isé situt mosé lorong Adak Taurat. 
1CO.9.21	Latang te ata toé mosé lorong Adak Taurat, aku ciri ného ata siot toé mosé lorong Adak Taurat. Koném po aku toé mosé be-pé’ang mai Adak de Mori Keraéng, ai aku mosé lorong Adak di Kristus. Aku pandé nenggitu, kudut aku haéng isét toé mosé lorong Adak Taurat. 
1CO.9.22	Latang te ata les imbid, aku ciri ného ata les kolék, kudut haéng ata situt les imbid. Jari, aku poli ciri ného sanggen ata, wiga aku ngancéng pandé selamak pisa taun oné-mai isé. 
1CO.9.23	Sanggéd taung situ pandés laku landing Keréba Di’a, kudut aku kole tiba berkak.
1CO.9.24	Toé pecing le méu ko, te oné osang rié sanggén ata lut rié, maik hanang cengata kanang ata tiba koso-nolakn? Landing hitu rié tu’ung-kéta kudut tiba le méu koso nolak hitu! 
1CO.9.25	Néténg ata te lut oné ci-tau, paka kitep ba wekin oné sanggéd cao-ca. Isé pandé nenggitu kudut rumbu ceca néra de lino ho’o, maik ité rumbu ceca néra latang mosé tédéng lén. 
1CO.9.26	Landing hitu aku toé rié ata toé manga betuan, agu aku toé kolé ného ata siot racuk pina-naéng kaut. 
1CO.9.27	Maik aku olong kitep wekig, kudut émé poli wéro Keréba Di’a oné sanggéd ata bana, néka koé doét wekirug.
1CO.10.1	Asé-ka’én, ngoéng daku, kudut pecing le méu te empo dité danong poli sémbéng le rewung agu sanggéd taung isé poli lagé tacik Teberau. 
1CO.10.2	Kudut ciri ata lut hi Musa, sanggéd taung isé néhot poli cebongd oné rewung agu oné tacik hitu. 
1CO.10.3	Sanggéd taung isé hang agu inung cama ata widang le Mori Keraéng, 
1CO.10.4	ai isé inung oné-mai watu nampar de Mori Keraéng hitut lut isé, agu watu nampar hitu ngong hi Kristus. 
1CO.10.5	Koném po nenggitu Mori Keraéng toé henan latang te céwé don ata oné-mai isé, ali hitu isé te ampus taungs oné satar-mambak.
1CO.10.6	Sanggéd taung so’o, te toming kudut te jerék latangt ité, wiga ité néka nanang sanggéd apa ata da’at ného situt poli pandé disé. 
1CO.10.7	Méu weli ga, néka io pina-naéng, cama ného pisa taus oné-mai isé danong. Ného manga tulis: “Lontos wa’u situ latang te hang agu inung; poli hitu hesés isé agu mbiri-rakang kétas nakad.” 
1CO.10.8	Méu néka manga ngoéng-tau, cama ného pandé de pisa taus oné-mai isé danong, wiga ca leso kaut, poli mata suampulu telu sebu ata. 
1CO.10.9	Méu néka coét rabo de Mori Yésus cama ného pandé de pisa taus oné-mai isé danong, wiga isé mata ali akit le ular. 
1CO.10.10	Agu néka kolé jugut ného pandé de pisa taus oné-mai isé danong, wiga isé pandé ampus taung le malékat.
1CO.10.11	Sanggéd taung wahéng situ poli hena oné isé, te toming latang te ité agu sanggéd situ poli tulisd kudut langga latangt itét mosé du cekeng hitut ruis te cemoly. 
1CO.10.12	Landing hitu, céing ata bet te hia mberes kétay, néka témo, boto pa’u hia hitu! 
1CO.10.13	Sanggéd damang situt poli manté de méu poli mantéd kolé lata do. Ai Mori Keraéng junggu kin, agu ali hitu Hia toé ondang méu te damang be pé’ang oné-mai mberes de méu. Du hena le damangs méu, Hia kudut téi anor méu, wiga méu ngancéng tanggongn damang hitu.
1CO.10.14	Landing hitu asé-ka’é ata momang laku, méu néka io pina-naéng! 
1CO.10.15	Aku curup agu méu cama ného ata siot nggalas. Téntang di’a-di’a le méu apa situt curup daku. 
1CO.10.16	Toé weli piala ata papé te wali di’a oné Mori Keraéng, pandé neki-ca agu dara di Kristus? Toé weli roti hitut pu’il kudut hang cama laing, pandé neki-ca agu weki di Kristus? 
1CO.10.17	Ai ca kali roti hitu, wiga ité koném po ata dot, hanang ciri ca wekit kali ga, ai sanggéd taung ité tiba maki ditén oné roti hitut ca’y kali.
1CO.10.18	Damang lélo di’a-di’a le méu wa’u Israél. Toé weli isét hang takung situt lobo compang ciri ca nai agu Mori Keraéng oné osang hitu? 
1CO.10.19	Apa betuan curup daku hitu? Nuru situt takung latang te io pina-naéng, toé kéta manga betuad. Io pina-naéng kolé toé manga betuan. 
1CO.10.20	Betuan daku nenggo’oy, takung disé situ takung agu jing da’ats, toé takung kamping Mori Keraéng. Céwén kolé aku toé ngoéng’g kudut méu neki-cam agu jing da’at.
1CO.10.21	Méu toé ngancéng inung oné-mai piala de Mori Yésus agu inung kolé oné-mai piala de jing da’at. Méu toé ngancéng lorong te hang cama-cama agu Mori Yésus agu lorong kolé te hang cama-cama agu jing da’at. 
1CO.10.22	Ko ngoéngd néng ité te guér le Mori Keraéng? Asa néng, ité céwé mberes oné-mai Mori Keraéng ko?
1CO.10.23	“Sanggéd cao-ca di’ad taung.” Tu’ung, maik toé sanggéd taung manga betuad. “Sanggéd cao-ca di’ad taung.” Tu’ung, maik toé sanggén taung te téti éta moséd. 
1CO.10.24	Néka kéta manga cengatan ata kawé delék kaut latang te weki-run, maik néténg ata paka kawé delék latang te ata bana. 
1CO.10.25	Méu ngancéng hang nuru ata pika oné amba, koném toé olong céca alim po mendo kéta le nais. 
1CO.10.26	Ai, “Lino ho’o agu sanggéd icin, paéng de Mori Keraéng.”
1CO.10.27	Émé siro méu te hang le cengata ata toé imbi, agu éng le méu siro hitu, hang kaut apa ata wédi diha, koném toé olong céca le méu alim po mendo kéta le nais. 
1CO.10.28	Maik émé manga cengatan ata taé agu hau: “Hang hitu poli takung io pina-naéng!” Néka hang le hau, ai hiat taé nenggitu agu méu ali mendokin nai. 
1CO.10.29	Betuan daku sanggéd tanjéng situ, toé tanjéng le ici nai rum, maik tanjéng le ici nai data bana situ. Aram manga ata réi nenggo’on, “Co’o tara ici nai daku paka do’ong kaut le ici nai data bana?” 
1CO.10.30	Émé aku wali di’a landing apa situt hang daku, co’o tara loérg aku lisé landing wali di’a daku nggere-oné Morin? 
1CO.10.31	Landing hitu walé daku, apa kaut ata pandé de hau, hang ko inung, pandé taungs situ le hau kudut naring Mori Keraéng. 
1CO.10.32	Néka ali pandé de méu manga ata timpokn, ata Yahudi ko ata Yunani ko ro’éng de Mori Keraéng. 
1CO.10.33	Cama ného aku kolé pandé cembes nai de sanggén ata oné sanggén cao-ca, toé latang te sékék de rug, maik latang te sékék data do, kudut isé haéng selamaks.
1CO.11.1	Lorong koé ba weki dakum, cama ného aku lorong ba weki di Kristus.
1CO.11.2	Naring laku méu, ai oné sanggéd cao-ca, méu nuk kig aku agu mberes cau oné toing ata poli tombod laku oné méu. 
1CO.11.3	Landing ngoéng daku, kudut méu pecing betuan ho’o, ngong hi Kristus sa’i de sanggéd ata rona. Ata rona, sa’i de sanggéd inéwai, agu Mori Keraéng, sa’i di Kristus. 
1CO.11.4	Néténg ata rona situt ngaji ko wéwa Keréba Di’a de Mori Keraéng déméng rédung kin sa’id, ngong toé hiang Mori Yésus. 
1CO.11.5	Maik néténg inéwai ata ngaji ko wéwa Keréba Di’a de Mori Keraéng agu toé rédung sa’id, ngong te rendak sa’i de ronan, ai hia cama ného inéwai hiot longké wukn. 
1CO.11.6	Ai émé inéwai toé gori te rédung sa’in, céwé di’an longkés wukn. Maik latang te inéwai, émé longkés wukn, ngong hia te pandé lengki weki run. Itu tara céwé di’an hia paka rédung sa’in. 
1CO.11.7	Ata rona toé sékékn te jonggo sa’in: Hia kali paka ba néra agu mengit de Mori Keraéng. Maik inéwai ba néra agu mengit data rona. 
1CO.11.8	Ai ata rona, toé dédék oné-mai toko racap de inéwai, maik inéwai kali dédék oné-mai toko racap data rona. 
1CO.11.9	Céwén kolé ata rona toé dédék landing inéwai, maik inéwai kali dédék landing ata rona. 
1CO.11.10	Landing hitu, kudut te cembes nai de sanggéd malékat, inéwai paka rédung sa’id kudut ciri ca tanda te isé manga wa mai kuasa de ronad. 
1CO.11.11	Koném po nenggitu, latang te Mori Keraéng toé manga inéwai émé toé manga ata rona, agu toé manga ata rona émé toé manga inéwai. 
1CO.11.12	Ai cama ného inéwai mai oné-mai toko racap data rona, nenggitu kolé ata rona loas le inéwai, agu sanggéd cao-ca mai oné- mai Mori Keraéngd.
1CO.11.13	Téntang di’a-di’a le rus: Patun weli inéwai te ngaji kamping Mori Keraéng oné réha ata do, émé toé rédung sa’in? 
1CO.11.14	Toé weli ruku de lino poli toing agu méu, toé patun ata rona te tinang wuk léwéy, 
1CO.11.15	maik latang te inéwai, ca hiang kéta émé wuk léwéy. Ai wuk hitu téing oné inéwai kudut ciri rédungn.
1CO.11.16	Maik émé manga ata léwangn, ami ko sanggéd ro’éng de Mori Keraéng toé manga laséng nenggitu’gm.
1CO.11.17	Oné wintuk so’o, aku toé naring méuk, ai sanggéd bantang de méu toé te ba di’a, maik te ba da’at. 
1CO.11.18	Ai laring cain kéta dengé laku, du lonto léoks méu mangan bike agu behas ali léwang tau nuks. Keréba hitu doang imbi laku. 
1CO.11.19	Ai oné bahi-réha méu paka manga biké, kudut si’angn tai, céing oné-mai méu ata ta’ong damang. 
1CO.11.20	Émé neki ca méu, méu toé neki ca kudut hang ceki de Mori Keraéng. 
1CO.11.21	Ai oné hang ceki hitu néténg ata olong hang hang de run, wiga hiat cengata darémy agu situt iwod langus. 
1CO.11.22	Co’o tara nenggitun, toé néng manga mbarum hau ko? Hau ngancéng hang agu inung oné mbaru de rum hitu! Ko cala méu kudut mbéis ro’éng de Mori Keraéng agu pandé ritak sanggéd ata situt lénggé? Apa ata paka curup laing laku agu méu? Paka naringm laku méu ko? Toé! Oné pété ho’o, aku toé naring méuk.
1CO.11.23	Ai apa ata poli tombod laku agu méu, tombo ata poli tibad laku oné-mai Mori Keraéng, te Mori Yésus du wié hang ceki turung cemoln bebolon condoy, emi Liha roti, 
1CO.11.24	agu poli hitu étan wali di’a, pu’ils Liha agu mai taéN, “Ho’oy weki Daku ata téing latang te méu, pandé ho’o le méu te nuk Akum!” 
1CO.11.25	Nenggitu kolé du poli hang, emi Liha piala, mai taéN, “Piala ho’o reké weru ata palas le dara Daku; pandé ho’o le méu, du néténg inungs, te nuk Akum!” 
1CO.11.26	Ai du néténg hang roti ho’os méu agu inung oné-mai piala ho’o, méu ba keréba rowa de Mori Yésus dengkir mai kolé’N tai. 
1CO.11.27	Jari, céing kaut ata toé kopn te hang roti agu inung piala de Mori Yésus, hia pandé ndékok latang te weki agu dara de Mori Yésus. 
1CO.11.28	Landing hitu nahé néténg ata paka céca weki run agu poli hitu, itu po hang roti agu inung oné-mai piala hitu. 
1CO.11.29	Ai céing ata hang agu inung toé olong pinga weki de Mori Yésus, hia siro wahéng le weki run. 
1CO.11.30	Itu tara do kéta oné-mai méu ata les agu beti, agu toé cekoés ata matad. 
1CO.11.31	Émé ité céca weki rud, wahéng de Mori Keraéng toé manga hena itén. 
1CO.11.32	Maik émé ité tiba wahéng onémai Mori Keraéng, hitu cama ného ca toing wiga ité toé hena le wahéng cama-cama agu lino ho’o.
1CO.11.33	Landing hitu asé-ka’é daku, émé neki ca méu kudut hang, damang dé géréng taus. 
1CO.11.34	Émé manga ata darem, céwé di’an olo hang oné mbarun, kudut neki ca de méu toé hena le wahéng de Mori Keraéng. Sanggéd situt iwod te wintuks laku émé maik aku.
1CO.12.1	Ho’o ga latang te sanggéd widang de Nai Nggeluk. Ngoéng daku asé-ka’én, kudut pecing le méu ata molorn. 
1CO.12.2	Baé le méu, du méu toé di pecing Mori Keraéng, méu belut agu nanang kétam te io pina-naéng hitut toé manga ba mosé tédéng lén. 
1CO.12.3	Landing hitu, méu paka pecing te atat titong le Nai Nggeluk toé ngancéng taé: “Lésu hi Kristus hitu!” Nenggitu kolé toé manga cengatan ngancéng taé: “Hi Yésus hitu Mori Keraéngy,” émé ata hitu toé titong le Nai Nggeluk.
1CO.12.4	Manga dod widang maik ca kali Nai Nggeluk. 
1CO.12.5	Manga dod gori keturu, maik hanang ca kali Mori Keraéng. 
1CO.12.6	Manga kolé dod pandé tanda lenget, maik hitu kin Mori Keraéng ata pandéd oné sangggén ata.
1CO.12.7	Latang te di’a sanggéd taung ité, Nai Nggeluk gori oné néténg ata. 
1CO.12.8	Ai oné hiat cengata Nai Nggeluk téi widang mu’u luju agu lema emas, agu latang te ata iwod téi widang nggepuk te tombo si’ang latangt Mori Keraéng. 
1CO.12.9	Oné hiat cengata Nai Nggeluk téi imbi, agu oné ata iwod téi widang latang te pandé di’a ata beti. 
1CO.12.10	Oné hiat cengata Nai Nggeluk téi kuasa latang te pandé tanda lenget, agu latang te ata iwod téi widang latang te ba pedé agu latang te ata iwod kolé téi widang latang te pecing nias widang onémai Nai Nggeluk agu nias widang onémai jing da’at. Oné hiat cengata téi widang mu’u luju agu lema emas, agu oné ata iwod téi widang latang te pecing betuad mu’u luju agu lema emas hitu. 
1CO.12.11	Landing hitu kin Nai Nggeluk ata pandéd sanggéd taung so’o, téi petok widang oné néténg ata lorong ngoéng de ru’N.
1CO.12.12	Ai cama ného weki hitut cay kali maik dod nggotan. Sanggéd nggota weki hitu koném po dod léléng ca wekiy kali, nenggitu kolé hi Kristus. 
1CO.12.13	Ai oné ca Nai Nggeluk, sanggéd taung ité, ata Yahudi ko ata Yunani, ata mendi ko ata toé mendi, ai poli cebong le waé serani ciri ca weki, agu sanggéd taung ité tiba inung oné-mai ca Nai Nggeluk.
1CO.12.14	Ai weki kolé toé hanang ca nggotay, maik oné-mai do nggotay. 
1CO.12.15	Émé nggo’o taé de wa’i, “Ai aku toé limék, aku toé nggota de weki.” Jari, tu’ung hia toé nggota de wekiy? 
1CO.12.16	Émé nggo’o taé de tilu, “Ai aku toé matak, aku toé nggota de wekik,” jari, tu’ung hia toé nggota de wekiy? 
1CO.12.17	Émé sanggén taung weki hitu ciri mata te lélo, nia tilu latang te séngét? Émé sanggén taung hitu ciri tilu, nia isung latang te isuk? 
1CO.12.18	Maik Mori Keraéng poli téi oné néténg nggota petok muing ca osang oné weki lorong ngoéng Diha. 
1CO.12.19	Émé sanggén taung ciri ca nggota, niag weki? 
1CO.12.20	Bo tu’ung dod nggota, maik ca kanang kali weki.
1CO.12.21	Jari, mata toé ngancéng taé agu limé, “Aku toé manga sékék agu haug.” Nggitu kolé sa’i, toé ngancéng curup agu wa’i, “Aku toé manga sékék agu haug.” 
1CO.12.22	Ngot nggota de weki siot les kéta émé lélos, kali sékék laings. 
1CO.12.23	Latang te nggota weki siot lorong ita dité toé danga hiang calas, ité paka téi hiang di’a-di’as, agu latang te nggota dité siot toé patun te lélos lité, paka lélo di’a-di’as. 
1CO.12.24	Sanggéd situ, toé manga sékék le nggota dité situt patun te lélos. Mori Keraéng poli jepek dédék weki dité, wiga latang te nggota siot toé danga mengit, hiang di’a-di’as lité. 
1CO.12.25	Néka manga biké oné weki, maik kudut nggota situt woléng tarad, ngancéng hiang taud. 
1CO.12.26	Landing hitu émé ca nggota hena kéloy, sanggéd nggota bana kolé kélo taungs; émé téi hiang oné ca nggota, nisang taung kolés sanggéd nggota bana.
1CO.12.27	Sanggés taung méu weki di Kristus, agu néténg méu kolé ciri nggota Diham. 
1CO.12.28	Mori Keraéng poli wérét pisa taus ata oné-mai weki serani: laring cain ciri rasul, te suan ciri nabi, te telun ciri guru. Rudan ga, isét manga tiba widang latang te pandé tanda lenget, pandé ina ata beti, latang te keturu laing, latang te titong ata, agu latang te mu’u luju agu lema emas, ko latang te pecing betuan mu’u luju agu lema emas hitu. 
1CO.12.29	Asa weli isé situ ga, rasuls? ko nabi, ko gurus? Asa weli sanggéd isé situ tiba widang latang te pandé tanda lenget, 
1CO.12.30	ko latang te pandé ina beti, ko latang te mu’u luju agu lema emas, ko latang te pecing betuan mu’u luju agu lema emas hitu?
