MAT.1.1	Man buk me kwari a Yecu Kricito, akwar Daudi, akwar Iburaim. 
ACT.18.24	Dano moro ame nyiŋe Apolo, Ajudaya me Alegejanderia; rik onwoŋo obino i Epeco. En rik dano opwonyere a ŋeo kop meicel, ame tek i coc a yam ocoo. 
ACT.18.25	Lonnono rik onwoŋo opwonyo i yo a Rwot; en okobo dok opwonyo kop i kom Yecu i yore i yore kun kop okur i cunye, kadi kono onwoŋo en ŋeo ka batija a Lakana keken. 
ACT.18.26	En ocako kop i tekcuny i kacokere. Puricikula kede Akwila ka owinyo koppere, otere, ote wot medo nyutte yo Obaŋa i yore i yore. 
ACT.18.27	En rik te mito ni edokoro nam me wot Akaya, omego daŋ te cwako tammere, gin te coyo waraga baŋ jo a lubo Yecu ni myero jole. Ka doŋ otuno, pi kica Obaŋa omio en okonyo jo oye Rwot atek, 
ACT.18.28	pien cen oloyo Ojudaya kannaler i nyim lwak kede teko me koppere, kun juro coc a yam ocoo pi nyuto ni, Yecu gire en Kricito.
ACT.19.1	Ame Apolo tye i Korinti, Paulo nwaŋ obeo i lobo i tuŋ malo, te tuno anaka i Epeco. En rik te nwoŋo jo mogo a lubo Yecu kuno 
ACT.19.2	te kobbigi ni, “Rik ibin inwoŋo wunu Cuny Acil i kare ilokere idoko wunu jo oye Yecu?” Gin te gamo ni, “Amaa, kom kadi winyo daŋ mom ru owinyo giwa ni Cuny Acil tye.” 
ACT.19.3	Dok te penyogi ni, “Kara rik obatijawu i kodi batija mene?” Gin te gamo ni, “Batija a Lakana.” 
ACT.19.4	Paulo te kobbigi ni, “Lakana rik batija jo ka gin oŋut, kun kobbigi ni myero gin oye dano ame abino lubo ŋec, mannono en Yecu.” 
ACT.19.5	Ka gin owinyo amannono, rik ote batijagi oko i nyin Rwot Yecu. 
ACT.19.6	Paulo te keto ciŋe i komgi, gin te nwoŋo Cuny Acil, ote cako dumo lebbogo apapat kede rabo kop acalo odwarpiny. 
ACT.19.7	Jo-nono luŋ rik oromo apar wie aryo.
ACT.19.8	Paulo te wot donyo i kacokere, en rik te bedo rabo kop i tekcuny pi dwete adek, kun laro kedgi kop, dok temo waya tamgi i kom loc Obaŋa. 
ACT.19.9	Cite jo mogo cunygi obedo nwaŋ, mom oye Yecu, kun okobo kop areco i kom Yo-nono i nyim lwak ocokere, omio en te ya oko i baŋgi kun tero jo oye Yecu daŋ; eka en rik te bedo laro kop nino i nino i ot pwony a Turano. 
ACT.19.10	Mano otimere pi runi aryo twal, omio jo a bedo i Acia luŋ, Ojudaya anaka jo Grik daŋ, te winyo kop a Rwot.
ACT.19.11	Obaŋa onwoŋo tye ka miyo Paulo tiyo ticcogo atek adoŋo me awura apat i en a yam timere. 
ACT.19.12	Jo rik tero otwogi-gu atambara onyo boŋŋi me tic ame ogudo ka i kom Paulo, too daŋ te caŋ gire oko, ceŋ areco daŋ ya oko i komgi. 
ACT.19.13	Rik onwoŋo tye Ojudaya mogo ame oryem cen, a wowota awowot; gin daŋ obin otemo tic kede nyiŋ Yecu i kom jo a tye i cen areco, kun okobo ni, “Akwoŋŋiwu i nyiŋ Yecu ame Paulo rabo pire.” 
ACT.19.14	Itino abiro ame gin rik otino Ajudaya moro ame alamdog adwoŋ ame nyiŋe Cikewa, rik daŋ otimo amannono. 
ACT.19.15	Cen arac rik te penyogi ni, “Yecu an aŋeo, anaka Paulo daŋ aŋeo; kara wun kono iŋagi wunu?” 
ACT.19.16	Eka won cen araccaca te mukere i komgi, te loyogi luŋ i teko; omiogi ote riŋo oko i ot-tu ame gin ducu otye onoro dok kun daŋ owawanogi. 
ACT.19.17	Kop man rik te ŋeye baŋ Ojudaya kede jo Grik luŋame bedo i Epeco. Gin luŋ ote bedo alwor meicel, omio jo te medde keto kwogo adwoŋ i nyin Yecu. 
ACT.19.18	Jo apol i akina jo oye Rwot te bino ye kede tuco kannaler gigi mogo a yam gin obedo timo. 
ACT.19.19	Dok jo apopol daŋ a yam bedo tiyo ticcogo me jojok, te coko bukegi wano oko i nyim lwak luŋ. Rik ote myeko wel jami ame owaŋo, ote nwoŋo oromo ciliŋ tutumia abic twal. 
ACT.19.20	Kop a Rwot rik te bedo nya, medde i teko i yore acalo mannono.
ACT.19.21	Ka mano luŋdoŋ otum, Paulo otamo i cunye ni kono ebeo i Makedonia kede Akaya, ete wot i Jerucalem, kun kobo ni, “Ka doŋabedo kuno, myero doŋanen Roma daŋ.” 
ACT.19.22	Omio en te oro jo aryo i akina jo a konye, Temoteo kede Eracito, kun en koŋ dikere anok i Acia.
ACT.19.23	I kare-nono arubaruba rik obedo adwoŋ i kom kop me Yo man. 
ACT.19.24	Rik tye lo moro ame atet ryal, nyine Demeterio, en rik onwoŋo teto ot jok Atemi atitino moro, teto i ryal kun kelli odiro i tic magoba adwoŋ. 
ACT.19.25	En rik te coko odiro-nono karacel kede jo ocele ame ticgi acel i megi-nono, eka te kobbigi ni, “Jo-nie, wun iŋeo wunu ni ticwa-ni en a kelliwa lonyo. 
ACT.19.26	Aco wun doŋityeko neno, dok daŋ iwinyo wunu ni, Paulo moro-ni aman doŋobito jo dok oloko lwak apipim, mom ka i Epeco kan keken, ento buco doŋromo yi Acia luŋ, kun en kobo ni, obaŋa moro ducu ame jo tio kede ciŋgi mom gire obaŋa kadi acelloro. 
ACT.19.27	Dok mom ticwa keken en a tye arac, ento anaka ot Atemi ikome ame jok adit-ti daŋ bino doko gin a konynere mom, ame man bino kwanyo kwogo me dit a dako man ame jo me Acia kede wi podo luŋworo.”
ACT.19.28	Jo-nu ka owinyo kop man, akemo te makogi atek meicel, ote bedo rereda ni, “Atemi a jo Epeco en ame dwoŋ gire!” 
ACT.19.29	Arubaruba rik te bedo i bomanono adwoŋ meicel; jo rik te mako Gayo kede Aricitako, ame gin onwoŋo jo me Makedonia a nwaŋ woto karacel i Paulo, eka gin ducu te mwomere i cuny acel i ka tuko. 
ACT.19.30	Paulo te mito ni en daŋ edony i akina lwak, ento olub Yecu te geŋe oko. 
ACT.19.31	Jo mogo a doŋo me Acia ame rik owote mere daŋ ocwaye kwena ni myero kur emiye me donyo i ka tuko. 
ACT.19.32	Mannono omio redo a jo opokere oko papat, jo ocele aredo pi gin-ni, jo ocele pi ginnoro ocele; pien tam a jo i cokere onwoŋo doŋ orubere oko, omio pol a jo mom omedo i niaŋ gin omiogi ocokere. 
ACT.19.33	Jo mogo i akina lwak otamo ni gin ocokere pi Alegejanda, pien Ojudaya ocwae i nyimgi. Alegejanda te diyogi kede ciŋe, kun onwoŋo en amito pido i nyim lwak. 
ACT.19.34	Cite ka gin oniaŋ ni en kara onwoŋo obedo Ajudaya, gin luŋ ote wo i dwon acel pi kare a romo caa aryo, kun okobo ni, “Atemi a jo Epeco en ame dwoŋ gire!”
ACT.19.35	A doŋ aran me boma-nu ojuko lwak oliŋ oko, Alegejanda te kobo ni, “Wun jo me Epeco, kara ŋa a dok kwia ni boma me Epeco en ame gwoko ot jok Atemi adwoŋŋere, kede calloro a rik opoto i polo? 
ACT.19.36	Kop-pi ducu mom tye ŋattoro a romo kwero; doŋ myero ibed wunu mot, kur itim wunu ginnoro ducu i myelkom. 
ACT.19.37	Pien ikelo wunu jo-ni kan a kun gin gigi mom oyak ot jok, dok daŋ mom oyeto gigi obaŋawa. 
ACT.19.38	Doŋ ba, ka Demeterio kede odiro tic ame tye kedgi tye kede kopporo i kom dano moro, okiko tye, oloc daŋ tye; myero gin opid kopgi apida kengi kengi. 
ACT.19.39	Ento ka iyenyo wunu ginnoro ocele obino tyeko i cokere a lubo cik. 
ACT.19.40	Pien bino bedo rac baŋwa, ka opiddiwa pi kop me tubere i gin otimere tin, pien te koppere mom nen, mio nyuto gin okelo aruruba man loowa oko.” 
ACT.19.41	A doŋ en okobo man, te keto cokere oko.
ACT.20.1	Ka tugere ca doŋ okwe, Paulo ocwao kwena baŋ jo a lubo Yecu, Ocuko cunygi, te cikogi, te wot gire oko i Makedonia. 
ACT.20.2	En te be bea i lobo me kuno, kun kobo kop apol me cukoro cuny jo, eka te kato i lobo a jo Grik. 
ACT.20.3	En rik te tyeko dwete adek kuno; i kare ame en rik doŋ cok kwaŋ me wot Curia, Ojudaya daŋ te cako yikere pire i muŋ, omio en te moko tammere me dok gire cen kun ebeo i Makedonia. 
ACT.20.4	Jo olwoke rik obedo Copater, dano me Berea, wot a Puro, kede Aricitako, kede Cekundo, ame gin jo me Tecalonika, Gayo me Derube, kede Temoteo, kede Tukiko gin i Tropimo ame gin jo me Acia.
ACT.20.5	Jo-nono otelliwa yo, eka ote kurowa i Teroa. 
ACT.20.6	Wan okwaŋo nam kun oya i Pilipi a doŋ kare me Ogati a Tobi Mom iye doŋ otum oko, owoto nino abic ote tuno baŋgi i Teroa, ote ri kuno nino abiro.
ACT.20.7	Ka rik wan ocokere karacel me nyinyilo ogati i nino ame lubo cabit Ojudaya, Paulo okobo kedgi, kun oyikere ni ebino wot oko i orwo mere, te gal i rabo koppere i tuno anaka i dye idiŋ. 
ACT.20.8	Onwoŋo tara apol tye alyel i icika amalo kan a wan ocokere iye. 
ACT.20.9	Atin awobi moro a nyiŋe Yutiko rik tye obedo i waŋ dirica. Ame Paulo onwoŋo pwod obedo medde kede rabo kop nakanaka, nino te cako ciro awobinu atek. Kare ame nino doŋ onure meicel, awobi te mwomo oko i icika a malo me adekkere, te napere oko piny, ote coko a doŋ oto oko. 
ACT.20.10	Paulo te yitto piny, poto i kome, te kwake kun kobo ni, “Weku woo bedi. En gire pwod kwo.” 
ACT.20.11	Eka Paulo te yito dok malo, te nyilo ogati; ocamo cem, te dok ceko kedgi kop pi kare alac ituno ka piny oru, te doŋ wot oko. 
ACT.20.12	Gin doŋ ote kelo awobi caoko i ot kun doŋ kwo, omio cunygi doŋ te kwe aber meicel.
ACT.20.13	Cite wan ogeo wot i mel, ote kwaŋ wot i Aco, kun onwoŋo oyiko ni obino gamo Paulo i mel kuno, pien en onwoŋo oyiko amannono, kun en ikome omito ni ebe i wi tela. 
ACT.20.14	Ka en onwoŋowa i Aco, ogame i mel, ote bino i Mitulene. 
ACT.20.15	Ote kwaŋ iya i kuno, orwo mere ote tuno kan ame otemere kede Kio. I nino me aryo mere wan ote tuno i Camo, eka orwo mere ote tuno doŋ i Mileto. 
ACT.20.16	Pien Paulo onwoŋo otamo ni myero ekat Epeco akata, me mom doŋ etyek kare i Acia; pien onwoŋo en arurua ni, ka twerre, nwoŋe doŋ etye i Jerucalem i nino me Pentekote.
ACT.20.17	Ame Paulo pwod tye i Mileto, en ocwalo kwena i Epeco pi lwoŋo odoŋe a lwak jo oye Kricito. 
ACT.20.18	Ka doŋ gin otuno baŋe, en te kobbigi ni, “Wun ikomwu iŋeo kite ame abedo kede i akinawu i kare luŋ, cakere i nino ame ageo nyono kede Acia, 
ACT.20.19	kun atiyi Rwot i mwolo luŋ kede pig waŋ kede aoma yic ame opoto i koma pi kit ame Ojudaya obedo liba kede. 
ACT.20.20	Daŋ iŋeo wunu kite ame an rik mom alworo tito baŋwu kede pwonyowu ginnoro ducu ame twero konyowu, ame man rik atimo i dye lwak kede i ot i ot. 
ACT.20.21	Rik atito atira baŋ Ojudaya kede jo Grik ni myero gin oŋut i tun baŋ Obaŋa dok daŋ oye Rwotwa Yecu. 
ACT.20.22	Cite aman, nen, an doŋ Cuny Acil tye adiya awot i Jerucalem; mom aŋeo gin a bino timere i koma kuno, 
ACT.20.23	kono ka gin ame Cuny Acil titta i boma acel acel, keken, ni, twec kede aroma en ame tye akura akura. 
ACT.20.24	Ento an mom gira akwano kwo mera ni obedo ginnoro me wel i tuŋ baŋa, tekki acobo ŋwecca kede tic ame agamo i baŋ Rwotwa Yecu, me bedo caden me amut aber me kica Obaŋa.
ACT.20.25	“Onyoni kono doŋaniaŋ ni mom tye ŋattoro i akinawu ame rik abebea baŋwu kun arabbiwu kop me loc Obaŋa, ame dok bino neno waŋa. 
ACT.20.26	En omio tin atittiwu atira ni, an gira balla moro mom i remowu luŋ, 
ACT.20.27	pien nwaŋ mom alworo rabbiwu tam luŋ ame Obaŋa oyiko. 
ACT.20.28	Gwokere wunu kenwu kenwu, karacel kede lwak romi luŋame Cuny Acil omiowu tic me gwoko, me ibed wunu okwa lwak jo oye Obaŋa a rik en oloko odoko mere i remo mere ikome. 
ACT.20.29	An aniaŋ ni, ka doŋaya oko, epettogo ager bino donyo i akinawu, gin mom bino timo romi kica. 
ACT.20.30	Anaka i akinawu daŋ, bino ya iye jo mogo ame bino kobo koppogo ame odwadwanyo oko, me owa olub Yecu odwok i ŋegi. 
ACT.20.31	Pi mannono kiu wunu piny, kun ipo wunu ni, an rik mom aweko pwonyo ŋat acel acel kun pig waŋ cwer pi mwakki adek. 
ACT.20.32	Amanni doŋ an awekowu i ciŋ Obaŋa kede i koppere me kica ame twero miyowu idoŋo wunu, dok inwoŋo wunu kabedowu i akina jo luŋ ame olonyo doŋ obedo acil. 
ACT.20.33	An gira rik mom onwoŋo aparo ryal kadi jabu onyo ruk a ŋattoro. 
ACT.20.34	Wun ikomwu iŋeo wunu ni tic me cina-ni ame okella jami luŋ a mitte baŋa kede baŋ jo luŋa rik bedo keda. 
ACT.20.35	Kare luŋrik abedo nyuttiwu ni myero iti wunu tic atek amannono me ikony wunu jo a mom i teko, kun ipo wunu i kom kop a rik Rwotwa Yecu okobo ni, ‘Winyo tye i miyo akato gamo agama.’ ”
ACT.20.36	A doŋ Paulo otyeko kobo kop man, orumo coŋe piny, te kwayo Obaŋa karacel i jo-nono luŋ. 
ACT.20.37	Gin luŋote koko meicel, kun okwako ŋut Paulo, onoto leme daŋ. 
ACT.20.38	Gin a doŋowaŋo yigi wok, en kop ame en okobo ni mano jo-nono mom dok bino medo neno waŋe. Gin doŋote lwoke tere naka i mel.
ACT.21.1	Ame wan doŋotyeko pokere kedgi, ote kwaŋ kun omako yo atira anaka atot i Koc. Odiko ocele ote tuno i Rodo, ka oya i kuno otuno i Patara. 
ACT.21.2	Ote nwoŋo mel ame awot i Poinike, eka ote donyo iye, ote kwaŋ. 
ACT.21.3	Okwaŋ kun oneno Kupuro, ote weko oko tuŋ cam, ote kwaŋ wot i Curia; ote koŋ yito i wi tela i Turo, pien onwoŋo omito loko jami me mel kuno. 
ACT.21.4	Wan omoo olub Yecu ote bedo baŋgi kuno pi nino abiro. Cuny Acil obedo miyogi kobbi Paulo ni kono kur omedde i wottere i Jerucalem. 
ACT.21.5	Ento ka kare me wot oromo, wan omedde giwa i wotwa. Gin luŋolwokowa okato kedwa i ŋet boma-nono, anaka mongi kede otinogi. Ote rumo coŋwa piny i dog nam, ote kwayo Obaŋa. 
ACT.21.6	Eka ote doŋcikere. Wan ote donyo i mel kun gin odok paco.
ACT.21.7	Oya i Turo ote medde i wotwa naka i Putolemai, eka ote motte kede omego, ote bedo baŋgi nino acel. 
ACT.21.8	Orwo mere ote wot oko, tuno naka i Kaicaria, eka ote donyo i ot a Pilipo arab amut aber ame en rik onwoŋo dano acel i kom jo abiro ca, ote bedo baŋe. 
ACT.21.9	En rik tye kede anyira aŋwen ame mom ru onyomo, gin rik orabo kop bala odwarpiny. 
ACT.21.10	I bedowa kuno ame otero kare alalac, adwarpinnyoro a nyine Agabo obino baŋwa kun onwoŋo oya i Judaya. 
ACT.21.11	A doŋen otuno baŋwa, okwanyo del me pyer Paulo, te tweyo i ciŋe kede tyene kene kene, te kobo ni, “Cuny Acil okobo ni mano, ‘Ojudaya ame bedo i Jerucalem bino tweyo won del-li amannono, eka ote miye baŋ Orok.’ ” 
ACT.21.12	Tekki wan owinyo man, wan kede jo a rik tye kuno, ote kwayo Paulo ni kur doŋwot i Jerucalem. 
ACT.21.13	Paulo te gamo dogwa ni, “Do kara ame itimo wununono, imito balo wunu cunya i kokowu? Pien an gira doŋ ayikere, mom pi buc keken, ento anaka me to i Jerucalem pi nyiŋ Rwot Yecu.” 
ACT.21.14	Wan ka oneno ni okwero winyo ajukawa, ote weke giwa kun okobo ni, “Gin a Rwot mito myero tiye gire.”
ACT.21.15	A doŋ kare mano otum, wan oyikere, ote wot malo i Jerucalem. 
ACT.21.16	Kede olub Yecu mogo ame oya i Kaicaria daŋ onywako yo kedwa, ote terowa i ot a Munacon, dano me Kupuro, ame onwoŋo lubo Yecu cakere con, en dano a rik oyiko ni wan myero obed wele mere.
ACT.21.17	A doŋ wan otuno i Jerucalem omego te jolowa kede lelo adwoŋ. 
ACT.21.18	Orwo mere Paulo te wot karacel kedwa tuŋ a Yakobo; onwoŋo odoŋe luŋ daŋ tye kuno. 
ACT.21.19	Ame wan doŋ otyeko motogi oko, Paulo te porrigi kop ducu i yore i yore i gin luŋ ame Obaŋa otimo i akina Orok pi ticcere. 
ACT.21.20	Gin ka owinyo, ote pako Obaŋa, kun okobo ni, “Ineno ba, ominwa, jo tutumia i tutumia i akina Ojudaya doŋ otyeko ye Yecu. Gin luŋ otye akemo pi cik, 
ACT.21.21	cite gin luŋ doŋ otyeko winyo kop i komi oko, ni yin ipwonyo Ojudaya luŋ a bedo i akina Orok ni wek kop a Muca oko, kun ikobbigi ni, kur doŋ olir otinogi onyo olub kittoro me kwaro. 
ACT.21.22	Kara Ŋo a myero doŋotim? Pien gin awinyo oko ni yin ibino. 
ACT.21.23	Pi mannono myero iti gin a wan okobbi. Wan otye kan i jo aŋwen ame gin otyeko kwoŋŋere i kwoŋ. 
ACT.21.24	Yin ter jo-nono iwot ilonyere karacel kedgi, dok icul gin ame mitte pi lyelo wigi. Mannono bino miyo jo luŋ ŋeo ni gin ame okobo i komi kara kop lebere, ento kun yin ikomi imako cik ilubo giri. 
ACT.21.25	Aco kop i kom Orok a doŋ oye Yecu, wan rik doŋ ocoyigi waraga kun otittigi gin a wan oŋolo, ni mano gin myero okwer gin ame oyalli cal jogi, kede remo, kede ginnoro ame odeo adea, kede tim me coco.” 
ACT.21.26	Orwo mere Paulo te tero co-naca, te wot lonyere karacel kedgi, eka te wot i ot Obaŋa me wot tito nino ame obino cobo iye lonyeregi kede miyo gin ame oŋolo pi dano acel acel.
ACT.21.27	A doŋnino abiro ca ceggi tum, Ojudaya ame oya i Acia, a rik onwoŋo onene i ot Obaŋa, te cupo lwak, eka ote mako Paulo oko, 
ACT.21.28	kun owo okobo ni, “Wun jo Icrael, konywa wunu! Man en lo ame tye apwonyo jo luŋ i kabedo ducu kop arac i kom rokwa, kede i kom cik a Muca, kede i kom kabedo man. Medo dok i mannono daŋ, en okelo jo Grik i ot Obaŋa, opyedo doŋ kabedo a yam cil-li oko,” 
ACT.21.29	Pien onwo Ŋo gin oneno Turopimo, dano me Epeco, kun tye kede i boma-nono, ote tamo ni Paulo doŋ otyeko tere oko i ot Obaŋa. 
ACT.21.30	Man omio jo i boma luŋ te belle, lwak te rwato ŋwec karacel; ote mako Paulo, waye tere oko i ot Obaŋa, ote cego doggola luŋ cucuttono. 
ACT.21.31	Ka onwoŋo doŋ gin amito neke oko, kop te ru winyere oko baŋ adwoŋ a loo cirikale me Roma, ni, arubaruba tye i Jerucalem luŋ. 
ACT.21.32	Oyotoyot, en te ru tero cirikale kede odoŋegi, ote ŋwec anaka baŋ lwak. Gin ka oneno adwonŋu kede cirikale, ote weko pwodo Paulo oko 
ACT.21.33	Alo cirikale luŋ te wot baŋ Paulo, te make, eka te ciko ni myero twe i jegere aryo. Eka en doŋ te penyo ni, “Ŋa-nono? Ŋo ce a en otimo?” 
ACT.21.34	Jo mogo i akina lwak te redo kun kopgi mom rwatte, mogo akobo man, mogo akobo en ocele. Ka niaŋ kop me ateni me woogi-nono oloc, en te ciko ni myero ter Paulo i laigi. 
ACT.21.35	Ame gin doŋ otuno i acoge, ocirikale te tiŋo Paulo atiŋa pi gero a lwak; 
ACT.21.36	pien lwak adwoŋŋere olubogi kun owo ni, “Neke wunu oko!”
ACT.21.37	A doŋ gin ceggi kelo Paulo i lai, en te kwayo alo cirikale luŋ ni, “Itwero ye an koŋ akobbi kopporo?” Alo cirikale te kobbe ni “Iŋeo leb Grik kara? 
ACT.21.38	Mom yin a Miciri moro a rik bin cup lwak i kare okato, te tero jo Pala Bat tutumia aŋwen i tim?” 
ACT.21.39	Paulo te gamo ni, “An gira Ajudaya, aya i Taruco ame tye i Kilikia, ame en boma a mom okwia. Akwayi, ye me koŋ akobbi lwak.” 
ACT.21.40	A doŋ oye, Paulo te cuŋ i wi acoge, te diyo lwak kede ciŋe. Ka doŋ gin oliŋ iti, en te kop kedgi i leb Eburania ni mano,
ACT.22.1	“Omegona kede jo a pappa, winy wunu pidona ame aketo i nyimwu.”
ACT.22.2	Ka gin owinyo ni Paulo tye akop i leb Eburania, gin te medde liŋ. En te kobo ni,
ACT.22.4	Rik awuno jo me Yo man atek, anaka nekogi, kede tweyogi i buc, co kede mongu. 
ACT.22.5	Alamdog adwoŋ kede jo luŋ ame bedo i okiko gin cadenna. Pien rik abin agamo waraga i baŋgi ame ocoo baŋ omegowa Ojudaya ame tye i Damaciko, ate daŋ wot kuno pi mako jo a tye iye, me akelgi i Jerucalem a doŋ atweogi oko, wek ket can i komgi.
ACT.22.6	“Ka rik awoto, a doŋ a ceggi tuno i Damaciko, oyotoyot i cuny dyeceŋ acara moro adwoŋ te ya i polo, te menya twoda dyere. 
ACT.22.7	Eka ate rette piny, ate winyo dwon ŋattoro ame penya ni, ‘Caulo, Caulo, piŋo kara itye ka wuna?’ 
ACT.22.8	An ate gamo ni, ‘Kara yin iŋa, Rwot?’ En te gamo ni, ‘An a Yecu me Najaret, en ame yin giri itye ka wunonono.’ 
ACT.22.9	Jo a rik onwoŋo tye karacel keda oneno ka acara keken, ento mom owinyo dwon ŋat a kop keda. 
ACT.22.10	An ate kobo ni, ‘Kara man myero doŋ atim ŋo, Rwot?’ Rwot te kobba ni, ‘Ya malo me idony i Damaciko; obino kobbi gin luŋ ame oyiko ni myero iti i kuno.’ ” 
ACT.22.11	Ame onwoŋo doŋ mom atwero neno piny pi ryeny me acara ca, jo a rik otye kedgi te peya apea i ciŋa, eka ote tuno i Damaciko.
ACT.22.12	“Eka ŋattoro a nyiŋe Anania, dano ame onwoŋo woro Obaŋa kun lubo cik, a nwaŋ Ojudaya ame bedo kuno luŋ pwoc, 
ACT.22.13	obino baŋa te cuŋ i laŋeta, te kobba ni, ‘Ominna Caulo, nen doŋ piny.’ I caa-naca ikome, atiŋo waŋa malo, ate daŋ nene oko. 
ACT.22.14	En doŋ te kobba ni, ‘Obaŋa a kwariwa doŋ oyeri ni iŋe gin ame emito, inen ŋat a Kite Atir, dok iwiny kop aya i doge, 
ACT.22.15	pien yin ibino bedo cadennere baŋ jo luŋ i kom jami ducu ame ineno kede ame iwinyo. 
ACT.22.16	Kara aman pwod dok ikuro ŋo ce? Ya malo ilwoŋ nyiŋe, me ibatija oko, balli kwany oko.
ACT.22.17	“A doŋ atyeko dwogo i Jerucalem, kun atye akwayo Obaŋa i ot Obaŋa, tamma rik te koŋ dok yutte oko, 
ACT.22.18	ate nene kun akobba ni, ‘Ru ya oko i Jerucalem oyotoyot, pien gin mom obino ye kop ame ibino tito i koma,’ 
ACT.22.19	An ate kobo ni, ‘Rwot, gin oŋeo aber ni an abedo tweyo kede pwodo jo ame oye yin i kacokere acel acel. 
ACT.22.20	Dok i kare arik oonyo remo a cadenni Citefano, an onwoŋo daŋ acuŋ kuno, kun agwoko boŋŋi ajo aneke, dok daŋ apwoo timgi.’ 
ACT.22.21	En te kobba ni, ‘Ape, woti; pien abino cwayi kan abor, ibedo akwena baŋ Orok.’ ”
ACT.22.22	Gin owinye naka en otyeko koppere-nono, eka ote redo kede dwon aloŋo ni, “Neke wunu oko! Kwany dano-nono oko i lobo, kodi dano-nono mom romo bedo kwo.” 
ACT.22.23	Ame gin otye owo, kun obobolo boŋŋigi, okiro-gu apua malo, 
ACT.22.24	alo ocirikale luŋ te ciko ni tere i lai, kun daŋ ciko ni myero penye kun apwode i del, pi yenyo te kop omio jo awo i kome amannono. 
ACT.22.25	A doŋ otwee oko kede del, Paulo te kobbi alo cirikale ame onwoŋo ocuŋ kakannono ni, “Dano ame obedo dano me Roma cik ye ni myero pwod i del, ame mom ru daŋ oŋolle kop?” 
ACT.22.26	Ka adwoŋ ocirikale owinyo, te wot baŋ alo cirikale luŋ, te kobbe ni, “Kara ŋo ame aman imito timo? Dano-nono be Aroma ba.” 
ACT.22.27	Alo cirikale luŋ te bino baŋe, te penye ni, “Titta, yin Aroma?” Paulo te dok iye ni, “Ee ta.” 
ACT.22.28	Alo cirikale luŋ te gamo ni, “An rik aculo lwak lim abup me doko Aroma.” Paulo te gamo ni, “Aco an onywala iye anywala.” 
ACT.22.29	Jo a rik oyikere me penye kun opwode apwoda te ket gigi oko oyotoyot; anaka en alo cirikale luŋ daŋ te bedo i lworo kare ame doŋ en oŋeo ni Paulo kara Aroma, pien onwoŋo doŋ etweo oko i del.
ACT.22.30	Orwo mere, ka onwoŋo en mito niaŋ atir gin omio Ojudaya rik apiddi Paulo, en ociko olamdog adoŋo kede jo me okiko luŋ ni myero ocokere. En te gonyo Paulo oko, kela cibo i nyimgi.
ACT.23.1	Paulo te ciko waŋe atek i komjo i okiko, te kobo ni, “Omegona, an i kwona luŋ abedo ame yia ler i nyim Obaŋa tuno kede naka tin.” 
ACT.23.2	Ento Anania ame onwoŋo alamdog adwoŋ, te ciko jo ocuŋ i laŋete ni doŋ doge. 
ACT.23.3	Paulo te kobbe ni, “Obaŋa bino doŋi yin daŋ, yin apama ame opuo i lobo atar! Yin ibedo ka ŋolla kop i te cik, a kun yin ikomi ituro cik pi ciko ni doŋ doga?” 
